<doc id="wr_1760-02-27" attrs="word" year="1760" month="02" day="27" corpus="2">
<head id="h2_d427e2506">
Venedig	w1_d427e2510
und	w7_d427e20431
sich	w9_d427e20434
brauchen	w11_d427e20437
lassen.	w13_d427e20441
</p>
<head id="h4_d427e20458">
LISTA	w1_d427e20462
Deren	w1_d427e20467
unterm	w3_d427e20470
20.	w5_d427e20473
Februarii	w7_d427e20476
1760.	w9_d427e20479
bey	w11_d427e20482
Cos	w13_d427e20486
dorf	w1_d427e20491
diesseits	w3_d427e20494
gemacht=wordenen	w5_d427e20497
Bleßirten,	w7_d427e20500
Gefan	w9_d427e20503
genen,	w1_d427e20509
und	w3_d427e20512
Todten,	w5_d427e20515
als:	w7_d427e20518
</head>
<head id="h2_d427e20524">
Vom	w1_d427e20528
Erz	w3_d427e20531
herzog	w1_d427e20536
Leopold	w3_d427e20539
Küraßier=regiment.	w5_d427e20542
Bleßirte	w1_d427e20547
gemeine	w3_d427e20550
4.	w5_d427e20553
Mann,	w7_d427e20556
1.	w9_d427e20559
Pferd.	w11_d427e20562
Unwissend	w13_d427e20566
und	w15_d427e20569
Gefange	w17_d427e20572
ne	w1_d427e20578
5.	w3_d427e20581
Mann,	w5_d427e20584
5.	w7_d427e20587
Pferde.	w9_d427e20590
Todte.	w11_d427e20593
Nichts.	w13_d427e20597
</head>
<head id="h2_d427e20603">
Von	w1_d427e20607
Hessen=darmstatischen	w3_d427e20610
Dragonern.	w5_d427e20613
Bleßirte	w1_d427e20618
gemeine	w3_d427e20621
3.	w5_d427e20624
Mann.	w7_d427e20627
Unwissend	w9_d427e20630
und	w11_d427e20633
Gefangene.	w13_d427e20637
Nichts.	w15_d427e20640
Todte	w1_d427e20645
5.	w3_d427e20648
Mann,	w5_d427e20651
6.	w7_d427e20654
Pferde.	w9_d427e20657
</head>
<head id="h2_d427e20663">
Von	w1_d427e20667
Desoffischen	w3_d427e20670
Hussaren.	w5_d427e20673
</head>
<head id="h2_d427e20679">
Von	w1_d427e20683
Bethlem.	w3_d427e20686
</head>
<head id="h2_d427e20752">
Summa.	w1_d427e20756
Bleßirte	w3_d427e20759
15.	w5_d427e20762
Mann,	w7_d427e20765
4.	w9_d427e20768
Pferde.	w11_d427e20771
Unwissend	w13_d427e20775
und	w15_d427e20778
Ge	w17_d427e20781
sangene	w1_d427e20786
25.	w3_d427e20789
Mann,	w5_d427e20792
38.	w7_d427e20795
Pferde.	w9_d427e20798
Todte	w11_d427e20801
5.	w13_d427e20805
Mann,	w15_d427e20808
7.	w17_d427e20811
Pferde.	w19_d427e20814
Summa	w1_d427e20819
aller	w3_d427e20822
Gefangenen,	w5_d427e20825
Todt	w7_d427e20828
und	w9_d427e20831
Bleßirten	w11_d427e20834
45.	w13_d427e20838
Mann,	w15_d427e20841
49.	w1_d427e20847
Pferde.	w3_d427e20850
</head>
<head id="h2_d427e20857">
8	w1_d427e20861
8	w1_d427e20866
Grossenhayn	w3_d427e20869
den	w5_d427e20872
21.	w7_d427e20875
Febr.	w9_d427e20878
1760.	w11_d427e20881
</head>
<head id="h2_d427e20895">
Baron	w1_d427e20899
Beck	w3_d427e20902
Feld	w1_d427e20907
marschall=leutenant.	w1_d427e20912
</head>
</doc>
