<doc id="wr_1758-06-21" attrs="word" year="1758" month="06" day="21" corpus="2">
<head id="h2_d254e3304">
Cöln	w1_d254e3308
von	w1_d254e21416
denen	w3_d254e21419
Jacoberinen	w5_d254e21422
gegenüber,	w7_d254e21425
über	w9_d254e21428
einen	w11_d254e21431
besonders	w1_d254e21436
gesperrten	w3_d254e21439
Eingang	w5_d254e21442
verschiedene	w7_d254e21445
Ef	w9_d254e21448
fecten,	w1_d254e21453
als	w3_d254e21456
Geschmuck,	w5_d254e21459
Silber,	w7_d254e21462
allerhand	w9_d254e21465
Manns	w1_d254e21470
und	w3_d254e21473
schöne	w5_d254e21476
Frauen=kleider,	w7_d254e21479
viele	w9_d254e21482
Wäsch,	w1_d254e21488
Tisch=zeug,	w3_d254e21491
Beht=gewand,	w5_d254e21494
und	w7_d254e21497
ver	w9_d254e21500
schiedene	w1_d254e21505
Haus=mobilien,	w3_d254e21508
samt	w5_d254e21511
Zinn,	w7_d254e21514
Kupfer	w9_d254e21517
und	w1_d254e21522
Meßing	w3_d254e21525
Vormittag	w5_d254e21528
von	w7_d254e21531
9.	w9_d254e21534
bis	w11_d254e21537
12.	w13_d254e21541
Nach	w15_d254e21544
mittag	w1_d254e21549
aber,	w3_d254e21552
ven	w5_d254e21555
3.	w7_d254e21558
bis	w9_d254e21561
6.	w11_d254e21564
Uhr,	w13_d254e21568
und	w15_d254e21571
also	w17_d254e21574
die	w19_d254e21577
nachfolgende	w1_d254e21583
Täge	w3_d254e21586
licitando	w5_d254e21589
plus	w7_d254e21592
offerenti	w9_d254e21595
verkauffet	w1_d254e21600
werden.	w3_d254e21603
</p>
<p id="p12_d254e21607">
Es	w1_d254e21611
wird	w3_d254e21614
bey	w5_d254e21617
einer	w7_d254e21620
den	w9_d254e21623
23.	w11_d254e21626
Junii	w13_d254e21630
Fruhe	w15_d254e21633
um	w17_d254e21636
8.	w1_d254e21641
Uhr	w3_d254e21644
nochmalig	w5_d254e21647
angeordneten	w7_d254e21650
Licitations	w9_d254e21653
tag=satzung	w1_d254e21658
das	w3_d254e21661
Stranitzkische,	w5_d254e21664
in	w7_d254e21667
der	w9_d254e21670
soge	w11_d254e21673
nanten	w1_d254e21679
Leopoldi=gassen	w3_d254e21682
ligend,	w5_d254e21685
dem	w7_d254e21688
Gräfl.	w9_d254e21691
Mollartischen	w1_d254e21696
Grund=buch	w3_d254e21699
zu	w5_d254e21702
Gumpendorf	w7_d254e21705
dienstbare	w1_d254e21710
Haus	w3_d254e21713
samt	w5_d254e21716
Garten	w7_d254e21719
dem	w9_d254e21722
Meist	w11_d254e21725
bietenden	w1_d254e21730
licitando	w3_d254e21733
verkauffet	w5_d254e21736
werden,	w7_d254e21739
und	w9_d254e21742
haben	w1_d254e21748
sich	w3_d254e21751
die	w5_d254e21754
Kauffere	w7_d254e21757
an	w9_d254e21760
obbesagtem	w11_d254e21763
Tag	w13_d254e21767
und	w1_d254e21772
Stund	w3_d254e21775
in	w5_d254e21778
dem	w7_d254e21781
Schloß	w9_d254e21784
zu	w11_d254e21787
Gumpendorf	w13_d254e21791
in	w1_d254e21796
der	w3_d254e21799
der	w5_d254e21802
alldortigen	w7_d254e21805
Herrschafts=canzley	w9_d254e21808
anzumelden.	w1_d254e21813
</p>
<p id="p14_d254e21816">
Von	w1_d254e21820
Jhro	w3_d254e21823
Hochwürden	w5_d254e21826
und	w7_d254e21829
Gnaden	w9_d254e21832
Herrn	w11_d254e21835
Officialen,	w1_d254e21840
und	w3_d254e21843
Venerabilis	w5_d254e21846
Archi	w7_d254e21849
Episco	w9_d254e21852
palis	w1_d254e21857
Consistorius	w3_d254e21860
Viennensis	w5_d254e21863
wegen	w7_d254e21866
des	w9_d254e21869
Weyl.	w1_d254e21875
Herrn	w3_d254e21878
Johann	w5_d254e21881
Heinrich	w7_d254e21884
von	w9_d254e21887
Thon	w11_d254e21890
heim	w1_d254e21895
in	w3_d254e21898
Graben,	w5_d254e21901
gewest	w7_d254e21904
Kaiserl.	w9_d254e21907
Königl.	w11_d254e21910
Haupt=mann	w1_d254e21915
seel.	w3_d254e21918
nachgelassenen	w5_d254e21921
Erben,	w7_d254e21924
mit	w9_d254e21927
diesem	w1_d254e21932
offentlichen	w3_d254e21935
Edict	w5_d254e21938
hiemit	w7_d254e21941
anzudeuten,	w9_d254e21944
es	w1_d254e21950
habe	w3_d254e21953
die	w5_d254e21956
Anna	w7_d254e21959
Maria	w9_d254e21962
Costerin	w11_d254e21965
wider	w13_d254e21969
die	w15_d254e21972
Haupt=mann	w1_d254e21977
Thonheimische=erben	w3_d254e21980
zu	w5_d254e21983
Pu	w7_d254e21986
blicirung	w1_d254e21991
des	w3_d254e21994
Abschieds	w5_d254e21997
eine	w7_d254e22000
Tagsatzung	w9_d254e22003
aus	w11_d254e22006
gewürket,	w1_d254e22011
solche	w3_d254e22014
aber,	w5_d254e22017
weil	w7_d254e22020
ihr	w9_d254e22023
dere	w11_d254e22026
Thonheimi	w13_d254e22030
sche	w1_d254e22036
Erben	w3_d254e22039
Aufenthalt	w5_d254e22042
unwissend,	w7_d254e22045
und	w9_d254e22048
unbekant,	w11_d254e22051
nicht	w1_d254e22056
intimiren	w3_d254e22059
lassen	w5_d254e22062
können;	w7_d254e22065
dahero	w9_d254e22068
auf	w11_d254e22071
wei	w13_d254e22075
teres	w1_d254e22080
Anlangen	w3_d254e22083
der	w5_d254e22086
Klägerin	w7_d254e22089
wider	w9_d254e22092
die	w11_d254e22095
Be	w13_d254e22099
klagte	w1_d254e22104
der	w3_d254e22107
Verbscheid	w5_d254e22110
ergangen,	w7_d254e22113
</p>
<p id="p16_d254e22116">
Fiat	w1_d254e22120
und	w3_d254e22123
wird	w5_d254e22126
zu	w7_d254e22129
Publicirung	w9_d254e22132
invermelde	w11_d254e22135
ten	w1_d254e22140
Abschieds	w3_d254e22143
der	w5_d254e22146
30.	w7_d254e22149
dies	w9_d254e22152
fruhe	w11_d254e22155
um	w13_d254e22159
9.	w15_d254e22162
Uhr	w17_d254e22165
bestimmt,	w1_d254e22170
und	w3_d254e22173
solle	w5_d254e22176
das	w7_d254e22179
gebettene	w9_d254e22182
Edictum	w11_d254e22185
ad	w1_d254e22191
valvas	w3_d254e22194
bey	w5_d254e22197
der	w7_d254e22200
Canzley	w9_d254e22203
ausgefertiget	w11_d254e22206
werden.	w1_d254e22211
</p>
<p id="p18_d254e22214">
Solchemnach	w1_d254e22218
hat	w3_d254e22221
man	w5_d254e22224
ihnen	w7_d254e22227
von	w9_d254e22230
Thon	w11_d254e22233
heimischen	w1_d254e22238
Erben	w3_d254e22241
solche	w5_d254e22244
auf	w7_d254e22247
den	w9_d254e22250
30.	w11_d254e22253
dieses	w13_d254e22257
</p>
<p id="p20_d254e22260">
Vormittag	w1_d254e22264
um	w3_d254e22267
9.	w5_d254e22270
Uhr	w7_d254e22273
angeordneten	w9_d254e22276
Pabli	w11_d254e22279
cirungs=tagsatzung	w1_d254e22284
durch	w3_d254e22287
dieses	w5_d254e22290
Valval-edict	w7_d254e22293
hiemit	w1_d254e22298
intimiren	w3_d254e22301
wollen.	w5_d254e22304
Ex	w7_d254e22307
Consistorio	w9_d254e22310
Archi-Epiic.	w1_d254e22316
Viennensi	w3_d254e22319
den	w5_d254e22322
2.	w7_d254e22325
Jun.	w9_d254e22328
1758.	w11_d254e22331
</p>
<head id="h2_d254e22337">
EDICT.	w1_d254e22341
</head>
<p id="p4_d254e22344">
Von	w1_d254e22348
N.	w3_d254e22351
Richter	w5_d254e22354
und	w7_d254e22357
Raht	w9_d254e22360
der	w11_d254e22363
Landes	w13_d254e22367
fürstl.	w1_d254e22372
privilegirten	w3_d254e22375
Stadt	w5_d254e22378
Neustadt,	w7_d254e22381
wird	w9_d254e22384
hiemit	w1_d254e22389
jedermäniglich	w3_d254e22392
kund	w5_d254e22395
und	w7_d254e22398
zu	w9_d254e22401
wissen	w11_d254e22404
ge	w13_d254e22408
macht,	w1_d254e22414
was	w3_d254e22417
gestalten	w5_d254e22420
des	w7_d254e22423
alhiesig	w9_d254e22426
gewest	w11_d254e22429
Burgerlicher	w1_d254e22434
Glaser=meisters	w3_d254e22437
Andre	w5_d254e22440
Jobst	w7_d254e22443
seel.	w9_d254e22446
ruckgelassene	w1_d254e22451
Behausung,	w3_d254e22454
samt	w5_d254e22457
dem	w7_d254e22460
Glaser	w9_d254e22463
gewerb	w1_d254e22468
und	w3_d254e22471
vorfindigen	w5_d254e22474
Glaß=waaren,	w7_d254e22477
dem	w9_d254e22480
Meist=bietenden	w1_d254e22486
zu	w3_d254e22489
verkauffen	w5_d254e22492
seye;	w7_d254e22495
wer	w9_d254e22498
nun	w11_d254e22501
all	w1_d254e22506
dieses	w3_d254e22509
Käuflich	w5_d254e22512
an	w7_d254e22515
sich	w9_d254e22518
zu	w11_d254e22521
bringen	w13_d254e22525
gedenket	w15_d254e22528
derjenige	w1_d254e22533
hat	w3_d254e22536
sich	w5_d254e22539
auf	w7_d254e22542
den	w9_d254e22545
3.	w11_d254e22548
Monats=tag	w13_d254e22552
Julii	w1_d254e22557
fruhe	w3_d254e22560
um	w5_d254e22563
9.	w7_d254e22566
Uhr	w9_d254e22569
in	w11_d254e22572
gemeiner	w13_d254e22576
Stadt	w15_d254e22579
Raht=haus	w1_d254e22585
einzufinden,	w3_d254e22588
und	w5_d254e22591
der	w7_d254e22594
Gewöhnli	w9_d254e22597
chen	w1_d254e22602
Licitation	w3_d254e22605
beyzuwohnen.	w5_d254e22608
Actum	w7_d254e22611
Wie	w9_d254e22614
nerisch	w1_d254e22619
Neustadt	w3_d254e22622
den	w5_d254e22625
12.	w7_d254e22628
Junii	w9_d254e22631
1758.	w11_d254e22634
</p>
<p id="p6_d254e22637">
Auf	w1_d254e22641
Verordnung	w3_d254e22644
des	w5_d254e22647
Löbl.	w7_d254e22650
Hoch=gräfl.	w9_d254e22653
Wenzel	w1_d254e22658
Sinzendorfischen	w3_d254e22661
Judicii	w5_d254e22664
Delegati	w7_d254e22667
wird	w1_d254e22672
die	w3_d254e22675
Gerichtlich=geschätzte	w5_d254e22678
Anton	w7_d254e22681
Peit	w9_d254e22684
lische	w1_d254e22690
Behausung	w3_d254e22693
samt	w5_d254e22696
denen	w7_d254e22699
darzu	w9_d254e22702
gehörigen	w11_d254e22705
Grund=stücken	w1_d254e22710
und	w3_d254e22713
Bäcken=gewerb	w5_d254e22716
in	w7_d254e22719
dem	w9_d254e22722
Markt	w1_d254e22727
Ernsbrunn	w3_d254e22730
den	w5_d254e22733
14.	w7_d254e22736
nächst=künftigen	w9_d254e22739
Monats	w1_d254e22744
Julii	w3_d254e22747
Fruhe	w5_d254e22750
um	w7_d254e22753
9.	w9_d254e22756
Uhr	w11_d254e22759
in	w13_d254e22763
der	w15_d254e22766
Herr	w17_d254e22769
schaftl.	w1_d254e22775
Verwalter=amts=canzley	w3_d254e22778
zu	w5_d254e22781
Erns	w7_d254e22784
brunn	w1_d254e22789
licitando	w3_d254e22792
dem	w5_d254e22795
Meist=bietenden	w7_d254e22798
gegen	w9_d254e22801
baarer	w1_d254e22806
Bezahlung	w3_d254e22809
käuflichen	w5_d254e22812
hindann	w7_d254e22815
gelas	w9_d254e22818
sen	w1_d254e22823
werden.	w3_d254e22826
</p>
<p id="p8_d254e22829">
Auf	w1_d254e22833
hohe	w3_d254e22836
Verordnuing	w5_d254e22839
des	w7_d254e22842
Hoch=löbl.	w9_d254e22845
Hof	w11_d254e22848
Kriegs=rähtlichen	w1_d254e22853
Justiz-collegii	w3_d254e22856
in	w5_d254e22859
Wien	w7_d254e22862
wird	w1_d254e22867
on	w3_d254e22870
Seiten	w5_d254e22873
des	w7_d254e22876
Militar=commando	w9_d254e22879
zu	w1_d254e22885
Groß=szigeth	w3_d254e22888
hiemit	w5_d254e22891
jedermänniglich	w7_d254e22894
kund	w1_d254e22899
und	w3_d254e22902
zu	w5_d254e22905
wissen	w7_d254e22908
gemacht,	w9_d254e22911
daß	w11_d254e22914
alle	w13_d254e22918
diese	w15_d254e22921
nige,	w1_d254e22926
so	w3_d254e22929
etwann	w5_d254e22932
an	w7_d254e22935
des	w9_d254e22938
alda	w11_d254e22941
verstorbenen	w13_d254e22945
Jnvaliden	w1_d254e22950
ober=leutenants	w3_d254e22953
Johann	w5_d254e22956
Ernst	w7_d254e22959
Hornigg	w1_d254e22965
ruckgebliebenen	w3_d254e22968
Verlassenschaft	w5_d254e22971
hære	w7_d254e22974
ditario,	w1_d254e22979
oder	w3_d254e22982
crediti	w5_d254e22985
nomine	w7_d254e22988
Sprüche	w9_d254e22991
nicht	w11_d254e22994
zu	w1_d254e22999
erlassen	w3_d254e23002
gedenken,	w5_d254e23005
sich	w7_d254e23008
bey	w9_d254e23011
dem	w11_d254e23014
ob=bemelde	w13_d254e23018
ten	w1_d254e23023
Militar=commando	w3_d254e23026
zu	w5_d254e23029
Groß=szigeth	w7_d254e23032
von	w9_d254e23035
unten	w1_d254e23041
stehendem	w3_d254e23044
Dato	w5_d254e23047
inner	w7_d254e23050
3.	w9_d254e23053
Monat	w11_d254e23056
in	w13_d254e23060
Persona,	w1_d254e23065
oder	w3_d254e23068
durch	w5_d254e23071
einen	w7_d254e23074
hinlänglich	w9_d254e23077
Bevoll	w11_d254e23080
mächtigten	w1_d254e23085
also	w3_d254e23088
gewiß	w5_d254e23091
zu	w7_d254e23094
melden	w9_d254e23097
haben,	w11_d254e23100
wie	w13_d254e23104
im	w1_d254e23109
widrigen	w3_d254e23112
nach	w5_d254e23115
Verfliessung	w7_d254e23118
dieses	w9_d254e23121
Termind	w11_d254e23124
niemand	w1_d254e23130
mehr	w3_d254e23133
gehört,	w5_d254e23136
und	w7_d254e23139
die	w9_d254e23142
Ober=leute	w11_d254e23145
nant	w1_d254e23150
Horniggische	w3_d254e23153
Verlassenschaft	w5_d254e23156
ex	w7_d254e23159
officio	w9_d254e23162
abgehandelt	w1_d254e23167
werden	w3_d254e23170
wird.	w5_d254e23173
Actum	w7_d254e23176
Groß	w9_d254e23179
szigeth	w1_d254e23184
den	w3_d254e23187
30.	w5_d254e23190
May,	w7_d254e23193
1750.	w9_d254e23196
</p>
<head id="h2_d254e23240">
OURNAL	w1_d254e23244
Aus	w1_d254e23249
dem	w3_d254e23252
Kaiserl.	w5_d254e23255
Königl.	w7_d254e23258
Haupt=quartier	w9_d254e23261
Ewanowitz,	w11_d254e23264
vom	w1_d254e23269
14.	w3_d254e23272
bis	w5_d254e23275
18.	w7_d254e23278
Junii	w9_d254e23281
1758.	w11_d254e23284
</head>
<p id="p4_d254e23287">
DEn	w1_d254e23291
14.	w3_d254e23294
hat	w5_d254e23297
der	w7_d254e23300
Obrist	w9_d254e23303
von	w11_d254e23306
Zobel,	w13_d254e23310
des	w15_d254e23313
vacant=Moroczischen	w17_d254e23316
Hussa	w19_d254e23319
ren=regiments,	w1_d254e23324
welcher	w3_d254e23327
mit	w5_d254e23330
erwehntem	w7_d254e23333
Regiment	w9_d254e23336
bey	w11_d254e23339
dem	w13_d254e23343
Corps	w15_d254e23346
des	w1_d254e23351
General=feld=wachtmeisters	w3_d254e23354
Freyherrn	w5_d254e23357
von	w7_d254e23360
Jahnus	w9_d254e23363
befindlich	w11_d254e23366
ist,	w13_d254e23370
bey	w1_d254e23376
Visitirung	w3_d254e23379
seiner	w5_d254e23382
Posten	w7_d254e23385
die	w9_d254e23388
Gelegenheit	w11_d254e23391
ausgesehen,	w13_d254e23395
das	w15_d254e23398
ziem	w17_d254e23401
lich	w1_d254e23406
beträchtliche	w3_d254e23409
feindliche	w5_d254e23412
Commando	w7_d254e23415
zu	w9_d254e23418
Mirolinka	w11_d254e23421
aufzuheben.	w13_d254e23425
Er	w15_d254e23428
wurde	w1_d254e23433
zu	w3_d254e23436
dem	w5_d254e23439
Ende	w7_d254e23442
von	w9_d254e23445
gedachtem	w11_d254e23448
Herrn	w13_d254e23452
General	w15_d254e23455
Feld=wachtmeistern	w17_d254e23458
mit	w1_d254e23463
300.	w3_d254e23466
Mann	w5_d254e23469
Jnfanterie	w7_d254e23472
zur	w9_d254e23475
Bedeckung	w11_d254e23478
versehen,	w13_d254e23482
allein,	w15_d254e23485
da	w17_d254e23488
der	w19_d254e23491
selbe	w1_d254e23497
sein	w3_d254e23500
Vorhaben	w5_d254e23503
auszuführen	w7_d254e23506
im	w9_d254e23509
Begrif	w11_d254e23512
ware,	w13_d254e23516
fande	w15_d254e23519
es	w17_d254e23522
sich,	w19_d254e23525
daß	w21_d254e23528
der	w1_d254e23533
Feind	w3_d254e23536
mittler=weile	w5_d254e23539
eine	w7_d254e23542
merkliche	w9_d254e23545
Verstärkung	w11_d254e23548
erhalten,	w13_d254e23552
und	w15_d254e23555
in	w17_d254e23558
voller	w1_d254e23563
Bereitschaft	w3_d254e23566
den	w5_d254e23569
Angrif	w7_d254e23572
gewärtigte.	w9_d254e23575
Sothaner	w11_d254e23578
Obrister	w13_d254e23582
muste	w15_d254e23585
demnach	w1_d254e23590
die	w3_d254e23593
vorgehabte	w5_d254e23596
Surprise	w7_d254e23599
in	w9_d254e23602
eine	w11_d254e23605
formliche	w13_d254e23609
Attaque	w15_d254e23612
verwan	w17_d254e23615
deln,	w1_d254e23621
welche	w3_d254e23624
dergestalten	w5_d254e23627
vor	w7_d254e23630
sich	w9_d254e23633
gienge,	w11_d254e23636
daß	w13_d254e23640
das	w15_d254e23643
feindliche	w17_d254e23646
Commando	w19_d254e23649
gleichwolen	w1_d254e23654
über	w3_d254e23657
den	w5_d254e23660
Hauffen	w7_d254e23663
geworfen,	w9_d254e23666
und	w11_d254e23669
zerstreuet	w13_d254e23673
wurde.	w15_d254e23676
Der	w17_d254e23679
Feind	w1_d254e23684
überkame	w3_d254e23687
viele	w5_d254e23690
Todte	w7_d254e23693
und	w9_d254e23696
Bleßirte,	w11_d254e23699
wie	w13_d254e23703
dann	w15_d254e23706
ausser	w17_d254e23709
diesen	w19_d254e23712
11.	w21_d254e23715
Kriegs=gefangene	w1_d254e23720
in	w3_d254e23723
unsere	w5_d254e23726
Hände	w7_d254e23729
verfielen;	w9_d254e23732
da	w11_d254e23735
der	w13_d254e23739
diesseitige	w15_d254e23742
Ver	w17_d254e23745
lust	w1_d254e23751
nur	w3_d254e23754
in	w5_d254e23757
einem	w7_d254e23760
Todten,	w9_d254e23763
und	w11_d254e23766
einem	w13_d254e23770
Bleßirten,	w15_d254e23773
dann	w17_d254e23776
einem	w19_d254e23779
bleßirten	w21_d254e23782
Pferd	w1_d254e23787
bestunde.	w3_d254e23790
</p>
<p id="p6_d254e23793">
Die	w1_d254e23797
zur	w3_d254e23800
Obserbation	w5_d254e23803
der	w7_d254e23806
Belagerung	w9_d254e23809
Ollmütz	w11_d254e23812
ausgestellte	w13_d254e23816
Posten	w15_d254e23819
melden	w1_d254e23824
von	w3_d254e23827
dannen	w5_d254e23830
nichts	w7_d254e23833
Veränderliches,	w9_d254e23836
gestalten	w11_d254e23839
das	w13_d254e23843
Canoniren	w15_d254e23846
des	w1_d254e23851
Feindes	w3_d254e23854
gegen	w5_d254e23857
der	w7_d254e23860
Festung,	w9_d254e23863
und	w11_d254e23866
das	w13_d254e23870
aus	w15_d254e23873
der	w17_d254e23876
Festung	w19_d254e23879
gegen	w21_d254e23882
dem	w23_d254e23885
Feind,	w1_d254e23891
noch	w3_d254e23894
wie	w5_d254e23897
vorhin	w7_d254e23900
fort	w9_d254e23903
dauret,	w11_d254e23906
sich	w13_d254e23910
bald	w15_d254e23913
ein=bald	w17_d254e23916
anderer	w19_d254e23919
Seits	w21_d254e23922
ver	w23_d254e23925
mehret,	w1_d254e23930
bald	w3_d254e23933
aber	w5_d254e23936
wiederum	w7_d254e23939
verminderet,	w9_d254e23942
auch	w11_d254e23945
hierunter	w13_d254e23949
von	w15_d254e23952
Zeit	w17_d254e23955
zu	w19_d254e23958
Zeit	w1_d254e23963
Feuer	w3_d254e23966
von	w5_d254e23969
kleinen	w7_d254e23972
Gewehr	w9_d254e23975
beobachtet	w11_d254e23978
worden,	w13_d254e23982
welches	w15_d254e23985
einen	w17_d254e23988
vor	w19_d254e23991
gewesten	w1_d254e23996
mehrmaligen	w3_d254e23999
Ausfall	w5_d254e24002
mutmassen	w7_d254e24005
lässet;	w9_d254e24008
die	w11_d254e24011
Bestättigung	w13_d254e24015
dieses	w1_d254e24021
letzteren	w3_d254e24024
veroffenbarte	w5_d254e24027
sich	w7_d254e24030
Tags	w9_d254e24033
darauf	w11_d254e24036
</p>
<p id="p8_d254e24039">
Den	w1_d254e24043
15.	w3_d254e24046
umständlich,	w5_d254e24049
als	w7_d254e24052
man	w9_d254e24055
hiervon	w11_d254e24058
die	w13_d254e24062
Nachricht	w15_d254e24065
aus	w17_d254e24068
Ollmütz	w19_d254e24071
selbsten	w1_d254e24076
erhielte,	w3_d254e24079
wasgestalten	w5_d254e24082
um	w7_d254e24085
Mitternacht	w9_d254e24088
zwischen	w11_d254e24091
den	w13_d254e24095
12.	w15_d254e24098
und	w17_d254e24101
13.	w1_d254e24106
erst=bemeldeter	w3_d254e24109
Ausfall	w5_d254e24112
vor	w7_d254e24115
sich	w9_d254e24118
gegangen	w11_d254e24121
wäre.	w13_d254e24125
Dieser	w15_d254e24128
nun	w17_d254e24131
be	w19_d254e24134
schahe	w1_d254e24140
unter	w3_d254e24143
Anführung	w5_d254e24146
des	w7_d254e24149
General=feld=wachtmeisters	w9_d254e24152
Grafen	w11_d254e24155
von	w13_d254e24159
Draskowitz,	w1_d254e24164
dessen	w3_d254e24167
Detaschement	w5_d254e24170
aus	w7_d254e24173
550.	w9_d254e24176
Mann,	w11_d254e24179
und	w13_d254e24183
100.	w15_d254e24186
Arbei	w17_d254e24189
tern	w1_d254e24194
bestunde.	w3_d254e24197
Auf	w5_d254e24200
dem	w7_d254e24203
rechten	w9_d254e24206
Flügel,	w11_d254e24209
den	w13_d254e24213
der	w15_d254e24216
Chur=bayerische	w17_d254e24219
</p>
<p id="p14_d254e24233">
Obrist=wachtmeister	w1_d254e24237
Baron	w3_d254e24240
Gett	w5_d254e24243
unter	w7_d254e24246
sich	w9_d254e24249
hatte,	w11_d254e24252
befanden	w13_d254e24256
sich	w15_d254e24259
100.	w17_d254e24262
Bayern,	w1_d254e24267
und	w3_d254e24270
100.	w5_d254e24273
Croaten;	w7_d254e24276
auf	w9_d254e24279
dem	w11_d254e24282
linken	w13_d254e24286
unter	w15_d254e24289
dem	w17_d254e24292
Hauptmann	w19_d254e24295
de	w1_d254e24300
Riest,	w3_d254e24303
Kolowratischen	w5_d254e24306
Regiments,	w7_d254e24309
100.	w9_d254e24312
Mann	w11_d254e24315
Teutsche	w13_d254e24319
Jnfanterie,	w15_d254e24322
und	w1_d254e24328
ebenfalls	w3_d254e24331
50.	w5_d254e24334
Croaten,	w7_d254e24337
das	w9_d254e24340
Corps	w11_d254e24343
de	w13_d254e24347
Reserve	w15_d254e24350
aber	w17_d254e24353
mit	w19_d254e24356
dem	w21_d254e24359
Simb	w23_d254e24362
schönischen	w1_d254e24367
Obrist=leutenant	w3_d254e24370
belieffe	w5_d254e24373
sich	w7_d254e24376
auf	w9_d254e24379
200.	w11_d254e24382
Mann,	w13_d254e24386
deme	w15_d254e24389
die	w17_d254e24392
erst=erwähnte	w1_d254e24397
100.	w3_d254e24400
Arbeiter	w5_d254e24403
folgten.	w7_d254e24406
</p>
<p id="p16_d254e24409">
Dieses	w1_d254e24413
Detaschement	w3_d254e24416
nun	w5_d254e24419
nöhtigte	w7_d254e24422
den	w9_d254e24425
Feind	w11_d254e24428
alsogleich	w13_d254e24432
zum	w15_d254e24435
weichen,	w1_d254e24440
dergestalten	w3_d254e24443
zwar,	w5_d254e24446
daß	w7_d254e24449
solcher	w9_d254e24452
verschiedene	w11_d254e24455
Batterien	w13_d254e24459
zu	w15_d254e24462
ver	w17_d254e24465
lassen	w1_d254e24470
genöhtiget	w3_d254e24473
ware,	w5_d254e24476
wobey	w7_d254e24479
denen	w9_d254e24482
Belägerten	w11_d254e24485
die	w13_d254e24489
Gelegenheit	w15_d254e24492
von	w17_d254e24495
selbsten	w1_d254e24501
dargebotten	w3_d254e24504
wurde,	w5_d254e24507
die	w7_d254e24510
darauf	w9_d254e24513
gepflanzte	w11_d254e24516
Canonen	w13_d254e24520
und	w15_d254e24523
Morser	w17_d254e24526
zu	w1_d254e24531
vernaglen;	w3_d254e24534
sie	w5_d254e24537
bewürkten	w7_d254e24540
sonach	w9_d254e24543
ein	w11_d254e24546
solches	w13_d254e24550
von	w15_d254e24553
acht	w17_d254e24556
Canonen,	w19_d254e24559
und	w21_d254e24562
drey	w1_d254e24567
Mörsern,	w3_d254e24570
dann	w5_d254e24573
eine	w7_d254e24576
Haubitze,	w9_d254e24579
rasirten	w11_d254e24582
die	w13_d254e24586
verlassene	w15_d254e24589
Batterien	w17_d254e24592
in	w1_d254e24597
soweit	w3_d254e24600
sie	w5_d254e24603
konten,	w7_d254e24606
und	w9_d254e24609
steckten	w11_d254e24612
solche	w13_d254e24616
in	w15_d254e24619
Brand.	w17_d254e24622
Der	w19_d254e24625
Verlust,	w21_d254e24628
wel	w23_d254e24631
chen	w1_d254e24637
der	w3_d254e24640
Feind	w5_d254e24643
sonsten	w7_d254e24646
bey	w9_d254e24649
diesen	w11_d254e24652
Ausfällen	w13_d254e24656
erlitten,	w15_d254e24659
solle	w17_d254e24662
sich	w19_d254e24665
nach	w21_d254e24668
Aussage	w1_d254e24673
deren	w3_d254e24676
Deserteurs	w5_d254e24679
zwischen	w7_d254e24682
Todt	w9_d254e24685
und	w11_d254e24688
Bleßirten,	w13_d254e24692
ohne	w15_d254e24695
denen	w17_d254e24698
Verlornen,	w1_d254e24703
über	w3_d254e24706
200.	w5_d254e24709
Mann	w7_d254e24712
belauffen;	w9_d254e24715
obwolen	w11_d254e24718
unserer	w13_d254e24722
Seits	w15_d254e24725
eben	w17_d254e24728
falls	w1_d254e24733
100.	w3_d254e24736
einige	w5_d254e24739
30.	w7_d254e24742
Mann,	w9_d254e24745
nebst	w11_d254e24748
2.	w13_d254e24752
Officiers,	w15_d254e24755
deren	w17_d254e24758
einer	w19_d254e24761
von	w21_d254e24764
dem	w23_d254e24767
Simbschönischen	w1_d254e24773
Regiment,	w3_d254e24776
der	w5_d254e24779
zweyte	w7_d254e24782
aber	w9_d254e24785
von	w11_d254e24788
denen	w13_d254e24792
Sclavoniern	w15_d254e24795
gewesen,	w1_d254e24800
und	w3_d254e24803
welche	w5_d254e24806
todt	w7_d254e24809
geblieben,	w9_d254e24812
gemisset	w11_d254e24815
werden.	w13_d254e24819
Unter	w15_d254e24822
die	w17_d254e24825
Bles	w19_d254e24828
sirten	w1_d254e24833
wird	w3_d254e24836
der	w5_d254e24839
Obrist=leutenant	w7_d254e24842
Calveria	w9_d254e24845
von	w11_d254e24848
ersterdeutetSimb	w13_d254e24852
schönischen	w1_d254e24857
Regiment	w3_d254e24860
gerechnet,	w5_d254e24863
so	w7_d254e24866
eine	w9_d254e24869
tödtliche	w11_d254e24872
Verwundung	w13_d254e24876
über	w15_d254e24879
kommen.	w1_d254e24885
</p>
<p id="p18_d254e24888">
Ueberhaupt	w1_d254e24892
wird	w3_d254e24895
die	w5_d254e24898
bey	w7_d254e24901
diesem	w9_d254e24904
Ausfall	w11_d254e24907
von	w13_d254e24911
der	w15_d254e24914
Garnison	w17_d254e24917
erzeigte	w19_d254e24920
Bravour	w1_d254e24925
belobet,	w3_d254e24928
und	w5_d254e24931
daß	w7_d254e24934
dieselbe	w9_d254e24937
noch,	w11_d254e24940
wie	w13_d254e24944
vorhin,	w15_d254e24947
bey	w17_d254e24950
bestem	w19_d254e24953
Mut	w21_d254e24956
und	w1_d254e24961
