<doc id="wr_1759-03-17" attrs="word" year="1759" month="03" day="17" corpus="2">
<head id="h2_d331e3204">
Stettin	w4_d331e3207
etwas	w103_d331e21725
von	w105_d331e21728
dem,	w107_d331e21731
was	w109_d331e21734
er	w111_d331e21737
ge	w113_d331e21740
sehen	w116_d331e21745
und	w118_d331e21749
gehört,	w120_d331e21752
zu	w122_d331e21755
sagen,	w124_d331e21758
seine	w126_d331e21762
Maulthie	w128_d331e21765
re	w131_d331e21769
mit	w133_d331e21773
aller	w135_d331e21776
möglichsten	w137_d331e21780
Lebhaftigkeit	w139_d331e21783
ange	w141_d331e21786
trieben,	w144_d331e21790
um	w146_d331e21794
denen	w148_d331e21798
übrigen	w150_d331e21801
Schüssen,	w152_d331e21804
die	w154_d331e21807
er	w156_d331e21810
beförchtete,	w159_d331e21815
zu	w161_d331e21819
entgehen,	w163_d331e21822
sintemal	w165_d331e21825
er	w167_d331e21828
nicht	w169_d331e21831
zweifeln	w172_d331e21836
konte,	w174_d331e21840
daß	w176_d331e21843
er	w178_d331e21846
es	w180_d331e21849
gewesen,	w182_d331e21853
auf	w184_d331e21856
den	w186_d331e21859
man,	w189_d331e21863
und	w191_d331e21867
zwar	w193_d331e21871
in	w195_d331e21874
Absicht	w197_d331e21877
ihn	w199_d331e21880
zu	w201_d331e21883
tödten,	w203_d331e21886
den	w206_d331e21891
Schuß,	w208_d331e21895
welcher	w210_d331e21898
versagt	w212_d331e21901
hatte,	w214_d331e21904
gerichtet	w216_d331e21908
ge	w218_d331e21911
habt,	w221_d331e21915
welchen	w223_d331e21919
Umstand	w225_d331e21922
man	w227_d331e21926
als	w229_d331e21929
das	w231_d331e21932
erste	w233_d331e21935
Wunder	w236_d331e21939
(das	w238_d331e21944
GOtt	w240_d331e21947
der	w242_d331e21950
Allmächtige	w244_d331e21953
in	w246_d331e21956
die	w248_d331e21959
ser	w251_d331e21964
höchst=betrübten	w253_d331e21968
Nacht	w255_d331e21971
an	w257_d331e21974
diesen	w259_d331e21977
Kö	w261_d331e21981
nigreichen	w264_d331e21985
zur	w266_d331e21989
Erhaltung	w268_d331e21992
des	w270_d331e21995
kostbaren	w272_d331e21999
Le	w274_d331e22002
bens	w277_d331e22006
Seiner	w279_d331e22010
Majestät	w281_d331e22013
gethan)	w283_d331e22017
zu	w285_d331e22020
bemerken	w287_d331e22023
hat;	w290_d331e22027
sintemal	w292_d331e22031
es	w294_d331e22035
in	w296_d331e22038
der	w298_d331e22041
That	w300_d331e22044
unmöglich	w302_d331e22047
ge	w304_d331e22050
wesen	w307_d331e22055
wäre,	w309_d331e22059
daß	w311_d331e22062
Sie	w313_d331e22065
würden	w315_d331e22068
entronnen	w317_d331e22072
seyn,	w320_d331e22076
wann	w322_d331e22080
Jhr	w324_d331e22083
Postillon	w326_d331e22086
von	w328_d331e22090
diesem	w330_d331e22093
ver	w332_d331e22096
fluchten	w335_d331e22100
Schuß	w337_d331e22104
wäre	w339_d331e22108
getödtet	w341_d331e22111
worden;	w343_d331e22114
dann	w345_d331e22117
alsdann	w348_d331e22121
würden	w350_d331e22126
Se.	w352_d331e22129
Majestät	w354_d331e22132
ohne	w356_d331e22135
allem	w358_d331e22138
Zweifel	w361_d331e22143
durch	w363_d331e22147
die	w365_d331e22150
Hände	w367_d331e22153
dieser	w369_d331e22156
abscheulichen	w371_d331e22159
Ungeheuer	w374_d331e22164
aufgeopfert	w376_d331e22168
worden	w378_d331e22171
seyn,	w380_d331e22174
die	w382_d331e22177
sich	w384_d331e22181
gegen	w387_d331e22185
Dero	w389_d331e22189
allerhöchstes	w391_d331e22192
und	w393_d331e22195
kostbares	w395_d331e22199
Le	w397_d331e22202
ben	w400_d331e22206
in	w402_d331e22210
so	w404_d331e22213
vielen,	w406_d331e22217
und	w408_d331e22220
so	w410_d331e22223
nahe	w412_d331e22226
bey	w414_d331e22229
einander	w416_d331e22232
gelegenen	w419_d331e22237
Hinterhalt=rotten	w421_d331e22241
zusammen	w423_d331e22244
ge	w425_d331e22247
sellt,	w428_d331e22251
und	w430_d331e22256
bewafnet	w432_d331e22259
hatten.	w434_d331e22262
Es	w436_d331e22265
ist	w438_d331e22268
auch	w440_d331e22271
</p>
<p id="p24_d331e22275">
Neunzehendens	w4_d331e22278
dargethan,	w6_d331e22282
daß	w8_d331e22285
wegen	w10_d331e22288
der	w13_d331e22293
ausserordentlichen	w15_d331e22297
Behändigkeit,	w17_d331e22300
mit	w19_d331e22303
welcher	w22_d331e22307
der	w24_d331e22312
Postillion	w26_d331e22315
sich	w28_d331e22318
vor	w30_d331e22321
denen	w32_d331e22324
andern	w34_d331e22327
Schüssen,	w37_d331e22332
mit	w39_d331e22336
denen	w41_d331e22339
er	w43_d331e22342
sich	w45_d331e22345
bedrohet	w47_d331e22349
sah,	w49_d331e22352
in	w52_d331e22356
Sicherheit	w54_d331e22360
zu	w56_d331e22363
setzen	w58_d331e22367
suchte,	w60_d331e22370
die	w62_d331e22373
beyde	w64_d331e22376
grausamen	w67_d331e22380
Meuchel=mörder,	w69_d331e22385
Anton	w71_d331e22388
Alva	w73_d331e22391
rez,	w76_d331e22395
und	w78_d331e22399
Joseph	w80_d331e22403
Polycarpio,	w82_d331e22406
welche	w84_d331e22409
bey	w86_d331e22412
der	w89_d331e22416
Bresche	w91_d331e22421
der	w93_d331e22424
neuen	w95_d331e22427
erst	w97_d331e22430
kurz	w99_d331e22433
wieder	w101_d331e22436
herge	w103_d331e22440
stellten	w106_d331e22444
Mauer	w108_d331e22448
aufpasseten,	w110_d331e22451
ihre	w112_d331e22454
Schüsse	w114_d331e22458
auf	w116_d331e22461
die	w119_d331e22465
Kutsche	w121_d331e22469
des	w123_d331e22472
Königs	w125_d331e22476
so	w127_d331e22479
leicht	w129_d331e22482
nicht	w131_d331e22485
thun	w133_d331e22488
konten,	w136_d331e22493
als	w138_d331e22497
sie	w140_d331e22500
sich	w142_d331e22503
eingebildet,	w144_d331e22506
noch	w146_d331e22509
auch	w148_d331e22513
im	w150_d331e22516
</p>
<p id="p30_d331e22529">
Stand	w4_d331e22532
waren,	w6_d331e22536
einen	w8_d331e22539
genugsam	w10_d331e22542
bequemen	w12_d331e22545
Ort,	w15_d331e22550
um	w17_d331e22554
selbige	w19_d331e22557
mit	w21_d331e22560
Würkung	w23_d331e22563
zu	w25_d331e22567
thun,	w27_d331e22570
aus	w29_d331e22573
zufinden,	w32_d331e22577
daß,	w34_d331e22581
da	w36_d331e22585
sie	w38_d331e22588
sich	w40_d331e22591
also	w42_d331e22594
genöhtiget	w44_d331e22597
sa	w46_d331e22600
hen,	w49_d331e22605
der	w51_d331e22609
Kutsche	w53_d331e22612
in	w55_d331e22615
vollem	w57_d331e22618
Galopp	w59_d331e22622
nachzu	w61_d331e22625
setzen,	w64_d331e22629
sie	w66_d331e22633
endlich	w68_d331e22636
so	w70_d331e22640
gut	w72_d331e22643
als	w74_d331e22646
sie	w76_d331e22649
konten,	w78_d331e22652
und	w80_d331e22655
zwar	w83_d331e22660
auf	w85_d331e22664
die	w87_d331e22667
Rück=wand	w89_d331e22670
der	w91_d331e22673
Kutsche	w93_d331e22677
ihre	w95_d331e22680
beyde	w98_d331e22684
verfluchte	w100_d331e22688
und	w102_d331e22691
GOttes=vergessene	w104_d331e22695
Schüsse	w107_d331e22699
losgebrannt,	w109_d331e22703
welche	w111_d331e22706
sowol	w113_d331e22709
in	w115_d331e22713
der	w117_d331e22716
Kutsche,	w120_d331e22720
als	w122_d331e22724
denen	w124_d331e22727
Kleidern	w126_d331e22731
des	w128_d331e22734
Königs,	w130_d331e22737
alle	w133_d331e22741
in	w135_d331e22745
denen	w137_d331e22749
Aussagen	w139_d331e22752
(die	w141_d331e22755
man	w143_d331e22758
zum	w145_d331e22761
Pro	w147_d331e22764
tocoll	w150_d331e22769
genommen,	w152_d331e22773
um	w154_d331e22776
das	w156_d331e22779
Corpus	w158_d331e22782
delicti	w160_d331e22786
zu	w162_d331e22789
bestättigen,	w165_d331e22793
erwehnte	w167_d331e22797
Unordnungen	w169_d331e22800
gemacht	w171_d331e22804
haben.	w174_d331e22808
Diese	w176_d331e22812
beyde	w178_d331e22815
Schüsse	w180_d331e22818
verursachten	w182_d331e22822
an	w184_d331e22825
der	w187_d331e22829
Person	w189_d331e22833
Sr.	w191_d331e22836
Majestät	w193_d331e22840
grausam	w195_d331e22843
und	w197_d331e22846
ge	w199_d331e22849
fährliche	w202_d331e22853
Wunden	w204_d331e22858
von	w206_d331e22861
der	w208_d331e22864
rechten	w210_d331e22867
Achsel	w212_d331e22870
an,	w214_d331e22873
bis	w217_d331e22878
zum	w219_d331e22882
Ehlenbogen,	w221_d331e22885
sowol	w223_d331e22888
von	w225_d331e22891
aussen,	w227_d331e22895
als	w229_d331e22898
von	w232_d331e22902
innen	w234_d331e22906
des	w236_d331e22909
Arms;	w238_d331e22913
ja	w240_d331e22916
selbst	w242_d331e22919
an	w244_d331e22922
dem	w246_d331e22925
Leibe,	w248_d331e22928
in	w251_d331e22933
welchen	w253_d331e22937
6.	w255_d331e22940
Bley=körner	w257_d331e22943
eindrangen.	w259_d331e22946
Ein	w261_d331e22950
grosser	w264_d331e22954
Theil	w266_d331e22958
des	w268_d331e22961
Fleisches	w270_d331e22964
ward	w272_d331e22968
von	w274_d331e22971
dem	w276_d331e22974
di	w278_d331e22977
cken	w281_d331e22981
Hagel,	w283_d331e22986
davon	w285_d331e22989
Se.	w287_d331e22992
Majest.	w289_d331e22995
an	w291_d331e22998
verschiede	w293_d331e23001
nen	w296_d331e23006
Orten	w298_d331e23010
getroffen	w300_d331e23013
worden,	w302_d331e23016
weggerissen,	w304_d331e23019
woselbst	w307_d331e23024
er	w309_d331e23028
grosse	w311_d331e23031
Risse	w313_d331e23034
anrichtete,	w315_d331e23037
und	w317_d331e23041
gros	w319_d331e23044
se	w322_d331e23048
Oefnungen	w324_d331e23052
machte,	w326_d331e23055
durch	w328_d331e23059
welche	w330_d331e23062
eine	w332_d331e23065
Men	w334_d331e23068
ge	w337_d331e23072
Bluts	w339_d331e23077
abflosse,	w341_d331e23080
welches	w343_d331e23083
eines	w345_d331e23086
Theils	w347_d331e23089
die	w349_d331e23092
Grausamkeit	w352_d331e23097
ans	w354_d331e23101
helle	w356_d331e23104
Licht	w358_d331e23107
setzt,	w360_d331e23110
da	w362_d331e23114
man	w364_d331e23117
lie	w366_d331e23120
ber	w369_d331e23124
Hagel	w371_d331e23128
oder	w373_d331e23132
gehacktes	w375_d331e23135
Bley,	w377_d331e23138
als	w379_d331e23141
blosse	w381_d331e23144
Kugeln	w384_d331e23149
brauchen	w386_d331e23153
wollen,	w388_d331e23156
um	w390_d331e23159
sich	w392_d331e23162
des	w394_d331e23165
Streichs	w396_d331e23169
desto	w399_d331e23173
mehr	w401_d331e23177
zu	w403_d331e23180
versicheren;	w405_d331e23183
andern	w407_d331e23187
Theils	w409_d331e23190
aber	w412_d331e23194
auch	w414_d331e23198
ein	w416_d331e23201
zweytes	w418_d331e23205
Wunder=werk	w420_d331e23208
der	w422_d331e23211
Göttlichen	w425_d331e23215
Allmacht	w427_d331e23219
in	w429_d331e23223
dieser	w431_d331e23226
Unglücks=nacht	w433_d331e23229
zum	w436_d331e23233
allgemeinem	w438_d331e23237
Heil	w440_d331e23241
dieses	w442_d331e23244
Reichs,	w444_d331e23247
und	w446_d331e23250
der	w448_d331e23253
Staaten	w451_d331e23258
Sr.	w453_d331e23262
Majestät	w455_d331e23265
offenbaret.	w457_d331e23268
Dann	w459_d331e23271
in	w462_d331e23276
der	w464_d331e23280
That	w466_d331e23283
gehöret	w468_d331e23286
es	w470_d331e23289
nicht	w472_d331e23292
in	w474_d331e23296
die	w476_d331e23299
Reihe	w478_d331e23302
or	w480_d331e23305
dentlicher	w483_d331e23309
Begebenheiten,	w485_d331e23314
und	w487_d331e23317
ist	w489_d331e23320
keines	w491_d331e23323
We	w493_d331e23326
ges	w496_d331e23331
einem	w498_d331e23335
blossen	w500_d331e23338
Zufall	w502_d331e23341
zuzuschreiben,	w504_d331e23344
daß	w507_d331e23349
zwey	w509_d331e23353
Ladungen	w511_d331e23356
so	w513_d331e23359
groben	w515_d331e23362
Hagels	w517_d331e23365
in	w519_d331e23369
ei	w521_d331e23372
nem	w524_d331e23376
so	w526_d331e23380
engen	w528_d331e23383
Raum,	w530_d331e23387
als	w532_d331e23390
das	w534_d331e23393
Jnwendige	w536_d331e23396
ei	w538_d331e23399
ner	w541_d331e23404
Post=chaise	w543_d331e23408
ist,	w545_d331e23411
eindringen,	w547_d331e23414
ohne	w549_d331e23417
die	w551_d331e23420
da	w553_d331e23424
rinn	w556_d331e23428
befindliche	w558_d331e23432
Personen	w560_d331e23435
gänzlich	w562_d331e23438
und	w564_d331e23442
un	w566_d331e23445
fehlbar	w569_d331e23449
zu	w571_d331e23453
ertödten.	w573_d331e23456
Dieses	w575_d331e23460
alles	w577_d331e23463
be	w579_d331e23466
weiset	w582_d331e23470
mit	w584_d331e23474
klarer	w586_d331e23478
Untrüglichkeit,	w588_d331e23481
daß	w590_d331e23484
nur	w592_d331e23487
al	w594_d331e23490
lein	w597_d331e23495
die	w599_d331e23499
allmächtige	w601_d331e23502
Hand	w603_d331e23505
im	w605_d331e23508
Stand	w607_d331e23511
gewe	w609_d331e23515
</p>
<p id="p32_d331e23518">
sen,	w4_d331e23521
in	w6_d331e23525
einer	w8_d331e23528
so	w10_d331e23531
betrübten	w12_d331e23534
Ereignüß	w14_d331e23538
derglei	w16_d331e23541
chen	w19_d331e23545
Schüsse	w21_d331e23549
abzuwenden,	w23_d331e23552
und	w25_d331e23556
zu	w27_d331e23559
machen,	w29_d331e23562
daß	w32_d331e23566
der	w34_d331e23570
eine	w36_d331e23574
nichts	w38_d331e23577
gethan	w40_d331e23580
hat,	w42_d331e23583
als	w44_d331e23586
den	w46_d331e23589
äus	w48_d331e23593
seren	w51_d331e23597
Theil	w53_d331e23601
der	w55_d331e23604
Schulter	w57_d331e23607
und	w59_d331e23611
des	w61_d331e23614
Arms	w63_d331e23617
weg	w65_d331e23620
zunehmen,	w68_d331e23624
und	w70_d331e23629
der	w72_d331e23632
andere,	w74_d331e23635
da	w76_d331e23638
er	w78_d331e23641
zwischen	w80_d331e23644
demselben	w83_d331e23649
Arm,	w85_d331e23653
und	w87_d331e23656
der	w89_d331e23659
rechten	w91_d331e23662
Seite	w93_d331e23666
des	w95_d331e23669
Leibes	w98_d331e23673
durchgefahren,	w100_d331e23677
nichts	w102_d331e23680
als	w104_d331e23684
das	w106_d331e23687
Fleisch	w108_d331e23690
verletzet	w111_d331e23694
hat,	w113_d331e23698
ohne	w115_d331e23702
einigen	w117_d331e23705
Haupt=theil	w119_d331e23708
zu	w121_d331e23711
beschädigen.	w124_d331e23715
</p>
<p id="p34_d331e23719">
Auf	w4_d331e23722
dieses	w6_d331e23726
zweyte	w8_d331e23729
Wunder	w10_d331e23732
folgte	w12_d331e23735
Zwan	w14_d331e23739
zigstens	w17_d331e23743
sogleich	w19_d331e23747
ein	w21_d331e23750
drittes	w23_d331e23753
eben	w25_d331e23757
so	w27_d331e23760
grosses,	w29_d331e23763
ja	w32_d331e23767
wol	w34_d331e23771
noch	w36_d331e23775
grösseres,	w38_d331e23778
in	w40_d331e23781
welchem	w42_d331e23784
der	w44_d331e23787
HE	w46_d331e23790
unser	w49_d331e23795
GOtt	w51_d331e23799
durch	w53_d331e23802
eine	w55_d331e23805
seiner	w57_d331e23808
Vorsehung	w59_d331e23812
zu	w61_d331e23815
ver	w63_d331e23818
dankende	w66_d331e23822
Wolthat	w68_d331e23826
die	w70_d331e23830
Gnade	w72_d331e23833
uns	w74_d331e23836
erwies,	w76_d331e23839
sich	w78_d331e23842
in	w81_d331e23847
so	w83_d331e23851
mißlichen	w85_d331e23854
Umständen	w87_d331e23857
des	w89_d331e23860
Heldenmuts,	w91_d331e23863
und	w94_d331e23868
ausnehmenden	w96_d331e23872
Standhaftigkeit,	w98_d331e23875
welche	w100_d331e23878
unter	w103_d331e23882
denen	w105_d331e23887
Königlich	w107_d331e23890
und	w109_d331e23893
hohen	w111_d331e23896
Tugenden	w113_d331e23899
Sr.	w116_d331e23904
Majestät	w118_d331e23908
so	w120_d331e23911
prächtig	w122_d331e23914
hervorleuchten,	w124_d331e23917
zur	w126_d331e23920
Erhaltung	w129_d331e23925
des	w131_d331e23929
kostbaren,	w133_d331e23932
und	w135_d331e23935
unserer	w137_d331e23938
Glück	w139_d331e23942
seligkeit	w142_d331e23946
so	w144_d331e23950
nöhtigen	w146_d331e23953
Lebens	w148_d331e23956
desselben	w150_d331e23960
zu	w152_d331e23963
bedie	w154_d331e23966
nen.	w157_d331e23970
Diese	w159_d331e23974
Königl.	w161_d331e23978
Vorzüge	w163_d331e23981
dieneten	w165_d331e23984
in	w167_d331e23987
der	w169_d331e23990
That	w172_d331e23995
der	w174_d331e23999
Göttlichen	w176_d331e24002
Allmacht	w178_d331e24005
zu	w180_d331e24008
einem	w182_d331e24011
Werck	w184_d331e24015
zeug,	w187_d331e24019
um	w189_d331e24023
uns	w191_d331e24026
die	w193_d331e24029
Zeichen	w195_d331e24033
ihrer	w197_d331e24036
Güte	w199_d331e24039
in	w201_d331e24042
diesen	w203_d331e24045
schrecklichen	w206_d331e24050
Augenblicken	w208_d331e24054
zu	w210_d331e24057
erkennen	w212_d331e24060
zu	w214_d331e24063
gebe.	w216_d331e24066
Der	w219_d331e24071
König	w221_d331e24075
litte	w223_d331e24078
nicht	w225_d331e24081
nur,	w227_d331e24084
ohne	w229_d331e24088
ein	w231_d331e24091
Wort	w233_d331e24094
zu	w235_d331e24097
sa	w237_d331e24100
gen,	w240_d331e24105
oder	w242_d331e24109
die	w244_d331e24112
geringste	w246_d331e24115
Klagen	w248_d331e24118
vorzubringen,	w250_d331e24121
so	w252_d331e24125
unerwartet	w255_d331e24129
und	w257_d331e24133
schmerzliche	w259_d331e24136
Schüsse,	w261_d331e24139
son	w263_d331e24143
dern	w266_d331e24147
es	w268_d331e24151
überlegten	w270_d331e24154
auch	w272_d331e24157
Se.	w274_d331e24161
Majestät	w276_d331e24164
in	w278_d331e24167
dem	w280_d331e24170
Augenblick,	w283_d331e24174
daß	w285_d331e24179
alle	w287_d331e24182
Schritte,	w289_d331e24185
die	w291_d331e24188
Sie	w293_d331e24191
Dero	w295_d331e24194
Pallast	w298_d331e24199
näher	w300_d331e24203
führen,	w302_d331e24206
Dieselbe	w304_d331e24209
von	w306_d331e24212
dem	w308_d331e24216
Leib	w310_d331e24219
wund=arzt,	w313_d331e24223
welcher	w315_d331e24227
zu	w317_d331e24230
Junqueira	w319_d331e24234
wohnet,	w321_d331e24237
ent	w323_d331e24240
fernen,	w326_d331e24244
und	w328_d331e24248
die	w330_d331e24252
Menge	w332_d331e24255
Bluts,	w334_d331e24258
die	w336_d331e24261
sie	w338_d331e24264
durch	w340_d331e24267
die	w342_d331e24271
Zeit,	w345_d331e24275
um	w347_d331e24279
nach	w349_d331e24282
ihrem	w351_d331e24285
Pallast	w353_d331e24289
zu	w355_d331e24292
N.	w357_d331e24295
D.	w359_d331e24298
d'A	w361_d331e24301
juda	w364_d331e24306
zu	w366_d331e24310
gelangen,	w368_d331e24313
von	w370_d331e24316
dannen	w372_d331e24319
den	w374_d331e24322
Leibwund	w376_d331e24326
arzt	w379_d331e24330
zu	w381_d331e24334
Junqueira	w383_d331e24337
holen	w385_d331e24340
zu	w387_d331e24344
lassen,	w389_d331e24347
und	w391_d331e24350
die	w393_d331e24353
sen	w396_d331e24357
Wund=arzt	w398_d331e24362
von	w400_d331e24365
diesem	w402_d331e24368
Ort	w404_d331e24371
nach	w406_d331e24374
ihren	w408_d331e24377
Pallast	w411_d331e24382
kommen	w413_d331e24386
zu	w415_d331e24389
lassen,	w417_d331e24392
verlieren	w419_d331e24395
würden,	w421_d331e24399
ihnen	w424_d331e24403
die	w426_d331e24407
dazu	w428_d331e24410
nöhtige	w430_d331e24413
Zeit	w432_d331e24417
nicht	w434_d331e24420
lassen	w436_d331e24423
wür	w438_d331e24426
de.	w441_d331e24430
Dem	w443_d331e24435
zufolge	w445_d331e24438
fasseten	w447_d331e24441
Se.	w449_d331e24444
Majestät	w451_d331e24447
au	w453_d331e24450
genblicklich	w456_d331e24455
die	w458_d331e24459
Entschliessung	w460_d331e24462
Jhrem	w462_d331e24465
Postil	w464_d331e24468
lion	w467_d331e24473
zu	w469_d331e24477
befehlen,	w471_d331e24480
daß	w473_d331e24483
er	w475_d331e24486
umwenden,	w477_d331e24490
und	w479_d331e24493
Sie	w481_d331e24496
eiligst	w484_d331e24500
nach	w486_d331e24504
dem	w488_d331e24508
Hause	w490_d331e24511
Jhres	w492_d331e24514
Leibwundarz	w494_d331e24517
tes	w497_d331e24521
</p>
<p id="p38_d331e24528">
P.I..	w4_d331e24531
„.	w7_d331e24536
tes	w10_d331e24541
bringen	w12_d331e24545
sonle.	w14_d331e24549
Sobald	w16_d331e24552
Dieselber	w18_d331e24555
Eiidu	w21_d331e24559
angelanget	w24_d331e24564
waren,	w26_d331e24569
so	w28_d331e24572
wolten	w30_d331e24575
sie	w32_d331e24578
nicht	w34_d331e24581
gestat	w36_d331e24584
ten,	w39_d331e24589
daß	w41_d331e24593
man	w43_d331e24596
ihre	w45_d331e24599
Wunden	w47_d331e24602
besichtige,	w49_d331e24606
ohne	w51_d331e24609
vorher	w54_d331e24613
das	w56_d331e24617
H.	w58_d331e24620
Sacrament	w60_d331e24624
der	w62_d331e24627
Busse	w64_d331e24630
empfan	w66_d331e24633
gen,	w69_d331e24637
und	w71_d331e24642
zu	w73_d331e24645
denen	w75_d331e24648
Füssen	w77_d331e24651
des	w79_d331e24654
Priesters,	w81_d331e24657
wel	w83_d331e24661
chem	w86_d331e24665
sie	w88_d331e24669
beichteten,	w90_d331e24672
dem	w92_d331e24675
HErrn	w94_d331e24679
unserm	w96_d331e24682
Herr	w98_d331e24685
scher	w101_d331e24689
für	w103_d331e24693
die	w105_d331e24697
ausnehmende	w107_d331e24700
Wolthat,	w109_d331e24703
in	w111_d331e24706
wel	w113_d331e24709
cher	w116_d331e24714
derselbe	w118_d331e24718
Jhnen,	w120_d331e24721
so	w122_d331e24724
eben	w124_d331e24727
das	w126_d331e24730
Leben	w128_d331e24734
bey	w130_d331e24737
so	w133_d331e24741
augenscheinlicher	w135_d331e24745
Gefahr	w137_d331e24748
gerettet,	w139_d331e24752
Jhre	w141_d331e24755
Danksagung	w144_d331e24759
abgestattet	w146_d331e24763
zu	w148_d331e24766
haben.	w150_d331e24770
Nach	w152_d331e24773
dem	w155_d331e24777
diese	w157_d331e24781
vorderste	w159_d331e24784
Schuldigkeit	w161_d331e24788
beobachtet	w163_d331e24791
ware,	w166_d331e24795
übergab	w168_d331e24799
sich	w170_d331e24802
der	w172_d331e24806
König	w174_d331e24809
den	w176_d331e24812
Händen	w178_d331e24815
sei	w180_d331e24818
nes	w183_d331e24823
Wund=arztes,	w185_d331e24827
und	w187_d331e24830
stund	w189_d331e24833
mit	w191_d331e24836
gleicher	w193_d331e24839
Stille,	w196_d331e24844
Ruhe,	w198_d331e24848
und	w200_d331e24851
Standhaftigkeit,	w202_d331e24854
alle	w204_d331e24857
Operationen	w207_d331e24862
der	w209_d331e24866
Verbindung	w211_d331e24869
aus,	w213_d331e24872
deren	w215_d331e24875
Würkung	w218_d331e24880
eine	w220_d331e24884
abermalige	w222_d331e24887
Probe	w224_d331e24890
der	w226_d331e24893
Göttli	w228_d331e24897
chen	w231_d331e24901
Barmherzigkeit	w233_d331e24905
bleibet,	w235_d331e24908
welche	w237_d331e24911
durch	w239_d331e24915
selbige	w242_d331e24919
uns	w244_d331e24923
die	w246_d331e24926
Erhaltung	w248_d331e24929
des	w250_d331e24933
so	w252_d331e24936
schätzbaren	w254_d331e24939
und	w257_d331e24943
wolthätigen	w259_d331e24947
Lebens	w261_d331e24951
unsers	w263_d331e24954
Monarchen	w265_d331e24957
verschaffet	w268_d331e24961
hat.	w270_d331e24965
Dieses	w272_d331e24969
heroische	w274_d331e24972
Stillschwei	w276_d331e24975
gen	w279_d331e24979
Sr.	w281_d331e24983
Majestät	w283_d331e24987
währender	w285_d331e24990
Zeit	w287_d331e24993
des	w289_d331e24996
Unter	w291_d331e24999
nehmens	w294_d331e25004
gegen	w296_d331e25008
Dero	w298_d331e25011
Person,	w300_d331e25014
und	w302_d331e25017
dieser	w304_d331e25020
Ent	w306_d331e25024
schluß,	w309_d331e25028
den	w311_d331e25032
die	w313_d331e25035
Erleichtung	w315_d331e25038
des	w317_d331e25042
Himmels	w319_d331e25045
Dero	w321_d331e25048
selben	w324_d331e25052
eingab,	w326_d331e25056
geraden	w328_d331e25060
Weges	w330_d331e25063
umzukehren;	w332_d331e25066
dieses	w335_d331e25070
ist	w337_d331e25074
es,	w339_d331e25078
was	w341_d331e25081
wir	w343_d331e25084
als	w345_d331e25087
das	w347_d331e25090
dritte	w349_d331e25093
Wunder	w351_d331e25097
werk	w354_d331e25101
der	w356_d331e25105
Göttlichen	w358_d331e25108
Allmacht	w360_d331e25111
anzusehen	w362_d331e25115
ha	w364_d331e25118
ben,	w367_d331e25122
indem	w369_d331e25126
solches	w371_d331e25129
das	w373_d331e25133
Mittel	w375_d331e25136
gewesen,	w377_d331e25139
durch	w379_d331e25142
welches	w382_d331e25146
Se.	w384_d331e25151
Majestät	w386_d331e25154
denen	w388_d331e25157
übrigen	w390_d331e25160
Gefähr	w392_d331e25163
lichkeiten	w395_d331e25168
entgiengen,	w397_d331e25172
denen	w399_d331e25175
sie	w401_d331e25178
nicht	w403_d331e25181
hätten	w405_d331e25184
entweichen	w408_d331e25189
können,	w410_d331e25193
wann	w412_d331e25196
Sie	w414_d331e25199
ihren	w416_d331e25202
Weg	w418_d331e25206
fortgesetzt	w421_d331e25210
hätten,	w423_d331e25214
um	w425_d331e25217
Jhren	w427_d331e25220
Pallast	w429_d331e25224
zu	w431_d331e25227
errei	w433_d331e25230
chen,	w436_d331e25234
indem	w438_d331e25238
Sie	w440_d331e25242
nicht	w442_d331e25245
würden	w444_d331e25248
ermanglet	w446_d331e25251
ha	w448_d331e25254
ben,	w451_d331e25259
auf	w453_d331e25263
selbigen	w455_d331e25266
die	w457_d331e25269
anderen	w459_d331e25272
Banden	w461_d331e25275
der	w463_d331e25279
Verschwornen	w466_d331e25283
anzutreffen,	w468_d331e25287
die	w470_d331e25290
sich	w472_d331e25293
daselbst	w474_d331e25297
in	w476_d331e25300
Hinterhalt	w479_d331e25304
gestellt	w481_d331e25308
hatten,	w483_d331e25311
um	w485_d331e25315
Sie	w487_d331e25318
alda	w489_d331e25321
zu	w491_d331e25324
er	w493_d331e25327
warten,	w496_d331e25332
wann	w498_d331e25336
Sie	w500_d331e25339
auch,	w502_d331e25342
denen	w504_d331e25345
ersteren,	w506_d331e25348
die	w509_d331e25353
Jhnen	w511_d331e25357
aufgepasset,	w513_d331e25360
entgangen	w515_d331e25363
wären.	w517_d331e25366
</p>
<p id="p40_d331e25369">
Es	w4_d331e25372
ist	w6_d331e25376
Ein	w8_d331e25379
und	w10_d331e25382
zwanzgstens	w12_d331e25385
auch	w14_d331e25389
bewie	w16_d331e25392
sen,	w19_d331e25396
daß	w21_d331e25400
die	w23_d331e25403
besagte	w25_d331e25407
peinlich	w27_d331e25410
Beklagte,	w29_d331e25413
die	w31_d331e25416
sich	w33_d331e25419
zu	w35_d331e25422
diesem	w38_d331e25427
entsetzlichen	w40_d331e25431
Verbrechen	w42_d331e25434
versammelt,	w44_d331e25437
grau	w46_d331e25440
samer	w49_d331e25445
und	w51_d331e25449
unmenschlicher	w53_d331e25452
Weise	w55_d331e25455
verstockt,	w57_d331e25458
