<doc id="wr_1756-10-09" attrs="word" year="1756" month="10" day="09" corpus="2">
<head id="h2_d81e3769">
Carpenteras	w1_d81e3773
dieses	w1_d81e23416
Ort,	w3_d81e23419
und	w5_d81e23422
das	w7_d81e23425
angezeigte	w9_d81e23428
Hause	w11_d81e23431
begeben,	w13_d81e23435
das	w15_d81e23438
vorgefundene	w1_d81e23443
Geld	w3_d81e23446
zu	w5_d81e23449
sich	w7_d81e23452
genommen,	w9_d81e23455
und	w11_d81e23458
in	w13_d81e23462
die	w15_d81e23465
Kaiserl.	w17_d81e23468
Königliche	w1_d81e23473
Kriegs=cassa	w3_d81e23476
zu	w5_d81e23479
Troppau	w7_d81e23482
depositiret	w9_d81e23485
haben.	w11_d81e23488
</p>
<p id="p6_d81e23491">
Auch	w1_d81e23495
heute	w3_d81e23498
ist	w5_d81e23501
hier	w7_d81e23504
nichts	w9_d81e23507
vorgefallen,	w11_d81e23510
so	w13_d81e23514
einige	w15_d81e23517
Attention	w1_d81e23522
verdienen	w3_d81e23525
könnte.	w5_d81e23528
Nur	w7_d81e23531
seynd	w9_d81e23534
gestern	w11_d81e23537
Abends	w13_d81e23541
die	w1_d81e23546
von	w3_d81e23549
dem	w5_d81e23552
Herren	w7_d81e23555
Feld=marschallen	w9_d81e23558
Grafen	w11_d81e23561
von	w13_d81e23565
Broune	w15_d81e23568
anhero	w1_d81e23574
geschikte	w3_d81e23577
20.	w5_d81e23580
Pontons,	w7_d81e23583
samt	w9_d81e23586
dem	w11_d81e23589
darzu	w13_d81e23593
gehöri	w15_d81e23596
gen	w1_d81e23601
Personali,	w3_d81e23604
und	w5_d81e23607
Requisiten	w7_d81e23610
alhier	w9_d81e23613
eingetroffen;	w11_d81e23616
heute	w13_d81e23620
aber	w1_d81e23625
der	w3_d81e23628
Herr	w5_d81e23631
General	w7_d81e23634
Feld=wacht=meister	w1_d81e23639
Graf	w3_d81e23642
von	w5_d81e23645
For-	w7_d81e23648
porati	w1_d81e23654
mit	w3_d81e23657
seinem	w5_d81e23660
unterhabenden,	w7_d81e23663
und	w9_d81e23666
dem	w11_d81e23669
Sachsengo	w13_d81e23673
thaischen	w1_d81e23678
Dragoner=regiment	w3_d81e23681
in	w5_d81e23684
hiesigen	w7_d81e23687
Lager	w9_d81e23690
einge	w11_d81e23693
</p>
<head id="h2_d81e23699">
Den	w1_d81e23703
3ten	w3_d81e23706
dito.	w5_d81e23709
</head>
<p id="p8_d81e23722">
rucket.	w1_d81e23726
Und	w3_d81e23729
wie	w5_d81e23732
bereits	w7_d81e23735
vorgestern	w9_d81e23738
ein	w11_d81e23741
starkes	w13_d81e23745
Detache-	w15_d81e23748
ment	w1_d81e23753
unter	w3_d81e23756
Commando	w5_d81e23759
des	w7_d81e23762
Herrn	w9_d81e23765
GeneralFeldwacht	w11_d81e23768
meisters	w1_d81e23773
Grafens	w3_d81e23776
von	w5_d81e23779
Trautmannsdorf	w7_d81e23782
zu	w9_d81e23785
Einhaltung	w11_d81e23788
de	w13_d81e23792
ren	w1_d81e23798
feindlichen	w3_d81e23801
Fouragirungen	w5_d81e23804
über	w7_d81e23807
die	w9_d81e23810
Elbe	w11_d81e23813
abgeschicket	w13_d81e23817
worden,	w1_d81e23822
auch	w3_d81e23825
noch	w5_d81e23828
eines	w7_d81e23831
bey	w9_d81e23834
nun	w11_d81e23837
erhaltener	w13_d81e23841
Cavallerie	w15_d81e23844
verstärkung	w1_d81e23849
in	w3_d81e23852
dieser	w5_d81e23855
Absicht	w7_d81e23858
abgehen	w9_d81e23861
wird,	w11_d81e23864
um	w13_d81e23868
den	w15_d81e23871
Feind	w1_d81e23876
so	w3_d81e23879
wol	w5_d81e23882
auf	w7_d81e23885
der	w9_d81e23888
link	w11_d81e23891
als	w13_d81e23895
rechten	w15_d81e23898
Seiten	w17_d81e23901
mehrers	w19_d81e23904
einzuschränken,	w1_d81e23910
also	w3_d81e23913
ist	w5_d81e23916
nicht	w7_d81e23919
zu	w9_d81e23922
zweifeln,	w11_d81e23925
daß	w13_d81e23929
der	w15_d81e23932
hier	w17_d81e23935
unter	w1_d81e23940
anhoffende	w3_d81e23943
Effect,	w5_d81e23946
wo	w7_d81e23949
nicht	w9_d81e23952
gänzlich,	w11_d81e23955
doch	w13_d81e23959
grö	w15_d81e23962
sten	w1_d81e23967
Theils	w3_d81e23970
werde	w5_d81e23973
erreichet,	w7_d81e23976
andurch	w9_d81e23979
aber	w11_d81e23982
dem	w13_d81e23986
Feind	w15_d81e23989
die	w17_d81e23992
Subsistenz	w1_d81e23997
beschwerlich	w3_d81e24000
gemacht	w5_d81e24003
werden.	w7_d81e24006
</p>
<head id="h2_d81e24012">
Den	w1_d81e24016
4ten	w3_d81e24019
dito.	w5_d81e24022
</head>
<p id="p4_d81e24025">
Heute	w1_d81e24029
ist	w3_d81e24032
ausser	w5_d81e24035
einer	w7_d81e24038
feindlichen	w9_d81e24041
Fouragirung	w11_d81e24044
nichts	w13_d81e24048
veränderliches	w15_d81e24051
vorgefallen,	w1_d81e24056
diese	w3_d81e24059
hat	w5_d81e24062
der	w7_d81e24065
Feind	w9_d81e24068
mehrmalen	w11_d81e24071
in	w13_d81e24075
der	w15_d81e24078
gewöhnlichen,	w17_d81e24081
über	w19_d81e24084
die	w21_d81e24087
4000.	w1_d81e24092
Mann	w3_d81e24095
sich	w5_d81e24098
ersteigenden	w7_d81e24101
Stärke	w9_d81e24104
auf	w11_d81e24107
seiner	w13_d81e24111
linken	w15_d81e24114
Seiten	w17_d81e24117
in	w19_d81e24120
der	w21_d81e24123
Ge	w23_d81e24126
gend	w1_d81e24132
Oppotschna,	w3_d81e24135
so	w5_d81e24138
eine	w7_d81e24141
Meile	w9_d81e24144
von	w11_d81e24147
hier	w13_d81e24151
entlegen,	w15_d81e24154
vorgenommen,	w17_d81e24157
und	w19_d81e24160
pfleget	w1_d81e24165
solcher	w3_d81e24168
von	w5_d81e24171
dem	w7_d81e24174
Ort	w9_d81e24177
seiner	w11_d81e24180
zu	w13_d81e24184
unternehmenden	w15_d81e24187
Haupt=fouragirung	w17_d81e24190
je	w19_d81e24193
desmalen	w1_d81e24198
die	w3_d81e24201
beyhabende	w5_d81e24204
zwey	w7_d81e24207
Hussaren=regimenter	w9_d81e24210
Wartenberg,	w11_d81e24213
und	w13_d81e24217
Wechmar	w1_d81e24222
zu	w3_d81e24225
detaschiren,	w5_d81e24228
um	w7_d81e24231
so	w9_d81e24234
wol	w11_d81e24237
von	w13_d81e24241
einer	w15_d81e24244
gegentheiligen	w17_d81e24247
Anruckung	w19_d81e24250
gleich	w1_d81e24256
avertiret	w3_d81e24259
zu	w5_d81e24262
seyn,	w7_d81e24265
als	w9_d81e24268
auch	w11_d81e24271
von	w13_d81e24275
denen	w15_d81e24278
nahe	w17_d81e24281
anligenden	w19_d81e24284
Ortschaften	w21_d81e24287
das	w1_d81e24292
jenige,	w3_d81e24295
so	w5_d81e24298
er	w7_d81e24301
verlangt,	w9_d81e24304
einzutreiben	w11_d81e24307
zu	w13_d81e24311
können.	w15_d81e24314
</p>
<head id="h2_d81e24320">
Den	w1_d81e24324
5ten	w3_d81e24327
dito.	w5_d81e24330
</head>
<p id="p4_d81e24333">
Der	w1_d81e24337
Feind	w3_d81e24340
hat	w5_d81e24343
zwar	w7_d81e24346
heute	w9_d81e24349
noch	w11_d81e24352
vor	w13_d81e24356
Tags,	w15_d81e24359
die	w17_d81e24362
diesseitige	w19_d81e24365
Feld=wacht	w21_d81e24368
aufzuheben,	w1_d81e24373
einen	w3_d81e24376
Antrag	w5_d81e24379
geführet,	w7_d81e24382
und	w9_d81e24385
zu	w11_d81e24388
solchem	w13_d81e24392
Ende	w15_d81e24395
600.	w17_d81e24398
Hussaren	w19_d81e24401
auf	w1_d81e24406
zwey	w3_d81e24409
Seiten	w5_d81e24412
detaschiret	w7_d81e24415
gehabt;	w9_d81e24418
nachdeme	w11_d81e24421
aber	w13_d81e24425
dies	w15_d81e24428
Vorhaben	w17_d81e24431
zeit	w19_d81e24434
lich	w1_d81e24440
entdecket	w3_d81e24443
wurde,	w5_d81e24446
hat	w7_d81e24449
sich	w9_d81e24452
solcher,	w11_d81e24455
ohne	w13_d81e24459
sich	w15_d81e24462
in	w17_d81e24465
etwas	w19_d81e24468
einzulassen,	w21_d81e24471
gleich	w23_d81e24474
wieder	w1_d81e24479
zuruck	w3_d81e24482
gezogen.	w5_d81e24485
Sonsten	w7_d81e24488
ist	w9_d81e24491
eben	w11_d81e24494
auch	w13_d81e24498
heute	w15_d81e24501
die	w17_d81e24504
zweyte	w19_d81e24507
Division	w21_d81e24510
deren	w1_d81e24515
Sclavoniern	w3_d81e24518
alhier	w5_d81e24521
eingerucket.	w7_d81e24524
</p>
<head id="h2_d81e24530">
Den	w1_d81e24534
6ten	w3_d81e24537
dito.	w5_d81e24540
</head>
<p id="p4_d81e24543">
Ansonsten	w1_d81e24547
hat	w3_d81e24550
der	w5_d81e24553
Feind	w7_d81e24556
bishero	w9_d81e24559
noch	w11_d81e24562
kein	w13_d81e24566
Ort	w15_d81e24569
besetzet	w17_d81e24572
gehabt,	w19_d81e24575
ein	w21_d81e24578
solches	w23_d81e24581
aber	w1_d81e24586
seit	w3_d81e24589
ein	w5_d81e24592
paar	w7_d81e24595
Tägen	w9_d81e24598
bewürket,	w11_d81e24601
und	w13_d81e24605
zwar	w15_d81e24608
Nahod	w17_d81e24611
mit	w19_d81e24614
zweyen,	w21_d81e24617
Neustadt	w23_d81e24620
mit	w1_d81e24625
eben	w3_d81e24628
so	w5_d81e24631
vielen	w7_d81e24634
Compagnien,	w9_d81e24637
Jaromirsch	w11_d81e24640
mit	w13_d81e24644
3.	w15_d81e24647
bis	w17_d81e24650
400.	w19_d81e24653
Mann	w21_d81e24656
von	w23_d81e24659
der	w25_d81e24663
Jnfanterie,	w1_d81e24669
und	w3_d81e24672
endlich	w5_d81e24675
Königshof	w7_d81e24678
mit	w9_d81e24681
2.	w11_d81e24684
Compagnien	w13_d81e24688
Hussaren,	w15_d81e24691
so	w17_d81e24694
alda	w19_d81e24697
zu	w1_d81e24702
verbleiben	w3_d81e24705
hätten,	w5_d81e24708
belegen	w7_d81e24711
lassen.	w9_d81e24714
</p>
<p id="p6_d81e24717">
Dem	w1_d81e24721
sicheren	w3_d81e24724
Vernehmen	w5_d81e24727
nach,	w7_d81e24730
hat	w9_d81e24733
der	w11_d81e24736
Feind	w13_d81e24740
aus	w15_d81e24743
dem	w17_d81e24746
Glätzischen	w19_d81e24749
750.	w1_d81e24754
Fässer	w3_d81e24757
Mehl	w5_d81e24760
nacher	w7_d81e24763
Nahod,	w9_d81e24766
und	w11_d81e24769
300.	w13_d81e24773
derley	w15_d81e24776
Fässer	w17_d81e24779
zu	w19_d81e24782
sich	w21_d81e24785
in	w23_d81e24788
das	w25_d81e24792
Lager	w1_d81e24797
vor	w3_d81e24800
3.	w5_d81e24803
oder	w7_d81e24806
4	w9_d81e24809
Tägen	w11_d81e24812
transportiren	w13_d81e24816
lassen,	w15_d81e24819
woraus	w17_d81e24822
sich	w19_d81e24825
dann	w21_d81e24828
von	w23_d81e24831
selb	w25_d81e24835
sten	w1_d81e24841
ergibet,	w3_d81e24844
daß	w5_d81e24847
solcher	w7_d81e24850
zu	w9_d81e24853
gedachtem	w11_d81e24856
Nahod	w13_d81e24860
ein	w15_d81e24863
Magazin	w17_d81e24866
errichte.	w19_d81e24869
</p>
<head id="h2_d81e24905">
Von	w1_d81e24909
Fr.	w1_d81e24914
Kom.	w1_d81e24919
Haiserl.	w3_d81e24922
gajestät,	w1_d81e24928
an	w1_d81e24933
die	w3_d81e24936
samtliche	w5_d81e24939
Kreis=aus=schreibende	w1_d81e24944
Fürsten,	w3_d81e24947
erlassene	w1_d81e24952
VITORIA,	w1_d81e24958
EXCITATORIA,	w3_d81e24961
MOI	w1_d81e24966
EXHORTATORIA,	w1_d81e24971
ET	w1_d81e24976
PROHIBITORIA.	w1_d81e24982
</head>
<head id="h2_d81e24989">
Gnaden	w1_d81e24993
Erwählter	w3_d81e24996
Rö	w5_d81e24999
Franz	w1_d81e25004
von	w3_d81e25007
GOttes	w5_d81e25010
mischer	w1_d81e25015
Kaiser,	w3_d81e25018
zu	w5_d81e25021
allen	w7_d81e25024
Zeiten	w9_d81e25027
Mehrer	w11_d81e25030
des	w13_d81e25034
Reichs,	w15_d81e25037
rc.	w17_d81e25040
</head>
<p id="p4_d81e25043">
Ochwürdigster	w1_d81e25047
lieber	w3_d81e25050
Neve	w5_d81e25053
und	w7_d81e25056
Chur=fürst!	w9_d81e25059
Euer	w11_d81e25062
Liebden,	w13_d81e25066
als	w15_d81e25069
ausschreibender	w1_d81e25074
Fürst	w3_d81e25077
des	w5_d81e25080
Chur=rheinischen	w7_d81e25083
Kreises	w9_d81e25086
haben	w11_d81e25089
aus	w13_d81e25093
dem	w1_d81e25098
hierbey	w3_d81e25101
verwahrten,	w5_d81e25104
an	w7_d81e25107
des	w9_d81e25110
Königs	w11_d81e25113
von	w13_d81e25117
Preussen	w15_d81e25120
Majestät	w17_d81e25123
und	w1_d81e25129
Liebden	w3_d81e25132
als	w5_d81e25135
Chur=fürsten	w7_d81e25138
zu	w9_d81e25141
Brandenburg,	w11_d81e25144
erlassenen	w13_d81e25148
Kaiserl.	w15_d81e25151
Dehortatorio	w1_d81e25156
des	w3_d81e25159
mehrern	w5_d81e25162
zu	w7_d81e25165
ersehen,	w9_d81e25168
wessen	w11_d81e25171
sich	w13_d81e25175
derselbe	w15_d81e25178
in	w17_d81e25181
einer	w19_d81e25184
ge	w21_d81e25187
mein	w1_d81e25192
gefährlichen	w3_d81e25195
Empörung	w5_d81e25198
und	w7_d81e25201
Vergewaltigung	w9_d81e25204
deren	w11_d81e25207
Chursäch	w13_d81e25211
sischen	w1_d81e25216
Landen,	w3_d81e25219
auch	w5_d81e25222
weiter	w7_d81e25225
vorhabender	w9_d81e25228
Befehdung	w11_d81e25231
und	w13_d81e25235
feindlicher	w15_d81e25238
Uberziehung	w1_d81e25244
deren	w3_d81e25247
gleichmässigen	w5_d81e25250
Chur=böheimischen	w7_d81e25253
Reichs=landen	w9_d81e25256
wi	w11_d81e25259
der	w1_d81e25264
den	w3_d81e25267
Land=frieden,	w5_d81e25270
und	w7_d81e25273
übrige	w9_d81e25276
Gesätze	w11_d81e25279
des	w13_d81e25283
Reichs	w15_d81e25286
unternommen,	w17_d81e25289
und	w1_d81e25294
darauf	w3_d81e25297
Wir,	w5_d81e25300
vermittels	w7_d81e25303
jetzt	w9_d81e25306
besagten	w11_d81e25309
Kaiserl.	w13_d81e25313
Dehortatorii,	w15_d81e25316
zu	w1_d81e25321
Handhabung	w3_d81e25324
des	w5_d81e25327
Ruhestands	w7_d81e25330
im	w9_d81e25333
Reich,	w11_d81e25336
und	w13_d81e25340
zu	w15_d81e25343
Abhaltung	w17_d81e25346
aller	w19_d81e25349
thätlichen	w1_d81e25355
Vergewaltigungen	w3_d81e25358
an	w5_d81e25361
denselben	w7_d81e25364
erlassen,	w9_d81e25367
und	w11_d81e25370
darmit	w13_d81e25374
Jhme	w15_d81e25377
allergerechtest	w1_d81e25382
aufgegeben,	w3_d81e25385
auch	w5_d81e25388
weiter	w7_d81e25391
dessen	w9_d81e25394
unterhabenden,	w11_d81e25397
und	w13_d81e25401
in	w15_d81e25404
gegenwärtiger	w1_d81e25409
Rüstung	w3_d81e25412
und	w5_d81e25415
Zug	w7_d81e25418
mit	w9_d81e25421
befindlichen	w11_d81e25424
Kriegs=leuten,	w13_d81e25428
welche	w1_d81e25433
unter	w3_d81e25436
Unserem	w5_d81e25439
Kaiserlichen,	w7_d81e25442
und	w9_d81e25445
des	w11_d81e25448
Reichs	w13_d81e25452
Schutz	w15_d81e25455
angesessen,	w17_d81e25458
oder	w1_d81e25464
jedoch	w3_d81e25467
in	w5_d81e25470
solchem	w7_d81e25473
geboren	w9_d81e25476
seynd,	w11_d81e25479
durch	w13_d81e25483
die	w15_d81e25486
ferner	w17_d81e25489
erkannte	w19_d81e25492
Avo-	w21_d81e25495
catoria,	w1_d81e25500
von	w3_d81e25503
Kaiserlicher	w5_d81e25506
Macht	w7_d81e25509
und	w9_d81e25512
Obristen	w11_d81e25515
Gewalts=wegen,	w13_d81e25519
gebo	w15_d81e25522
</p>
<p id="p10_d81e25535">
ten	w1_d81e25539
und	w3_d81e25542
anbefohlen	w5_d81e25545
haben,	w7_d81e25548
daß	w9_d81e25551
dieselbe	w11_d81e25554
zu	w13_d81e25558
dieser	w15_d81e25561
gemein	w17_d81e25564
gefährlichen	w19_d81e25567
Emporung	w1_d81e25572
wider	w3_d81e25575
das	w5_d81e25578
Reich	w7_d81e25581
und	w9_d81e25584
zwey	w11_d81e25587
dessen	w13_d81e25591
Mit=Churfürsten,	w15_d81e25594
sich	w17_d81e25597
nicht	w1_d81e25602
sollen	w3_d81e25605
gebrauchen	w5_d81e25608
lassen,	w7_d81e25611
sondern	w9_d81e25614
vielmehr	w11_d81e25617
dessen	w13_d81e25621
Dienst	w15_d81e25624
und	w17_d81e25627
Be	w19_d81e25630
stallung	w1_d81e25636
verlassen	w3_d81e25639
sollen.	w5_d81e25642
</p>
<p id="p12_d81e25646">
Wann	w1_d81e25650
nun	w3_d81e25653
die	w5_d81e25656
That,	w7_d81e25659
und	w9_d81e25662
diese	w11_d81e25665
Unsere	w13_d81e25669
darauf	w15_d81e25672
ergangene	w17_d81e25675
Reichs	w19_d81e25678
s=mässige	w1_d81e25683
Erkanntnussen	w3_d81e25686
von	w5_d81e25689
selbsten	w7_d81e25692
reden,	w9_d81e25695
welche	w11_d81e25698
gemeinsame	w13_d81e25702
satzung	w1_d81e25707
Gefahr	w1_d81e25713
dem	w3_d81e25716
ganzen	w5_d81e25719
Reich	w7_d81e25722
ob	w9_d81e25725
dieser	w11_d81e25728
ausgebrochenen	w13_d81e25732
Emporung	w15_d81e25735
zu	w17_d81e25738
gehe,	w1_d81e25743
also	w3_d81e25746
zwar,	w5_d81e25749
daß	w7_d81e25752
dessen	w9_d81e25755
gänzlicher	w11_d81e25758
Umsturz,	w13_d81e25762
und	w15_d81e25765
die	w17_d81e25768
gemeinsame	w19_d81e25771
Unterdruckung	w1_d81e25776
aller	w3_d81e25779
Stände	w5_d81e25782
darob	w7_d81e25785
zu	w9_d81e25788
befahren	w11_d81e25791
seyn	w13_d81e25795
will;	w15_d81e25798
Anbey	w17_d81e25801
auch	w19_d81e25804
die	w1_d81e25809
Gesätze	w3_d81e25812
des	w5_d81e25815
Reichs	w7_d81e25818
ohnehin	w9_d81e25821
erfordern	w11_d81e25824
und	w13_d81e25828
heilsamlich	w15_d81e25831
auflegen,	w17_d81e25834
daß	w19_d81e25837
bey	w1_d81e25843
der	w3_d81e25846
sich	w5_d81e25849
ergebenden	w7_d81e25852
Uberziehung	w9_d81e25855
und	w11_d81e25858
Vergewaltigung	w13_d81e25862
ein	w15_d81e25865
oder	w17_d81e25868
einiger	w1_d81e25873
Stände,	w3_d81e25876
nach	w5_d81e25879
Art	w7_d81e25882
und	w9_d81e25885
Gestalt	w11_d81e25888
der	w13_d81e25892
Vergewaltigung,	w15_d81e25895
die	w17_d81e25898
nächst	w19_d81e25901
gelegene,	w1_d81e25906
auch	w3_d81e25909
der	w5_d81e25912
Erfordernuß	w7_d81e25915
nach,	w9_d81e25918
alle	w11_d81e25921
und	w13_d81e25925
gesammte	w15_d81e25928
Reichs	w17_d81e25931
kreise	w1_d81e25936
dem	w3_d81e25939
Vergewaltigten	w5_d81e25942
zu	w7_d81e25945
Hülf	w9_d81e25948
eilen,	w11_d81e25951
und	w13_d81e25955
diesem	w15_d81e25958
die	w17_d81e25961
Rettung	w19_d81e25964
samt	w1_d81e25970
der	w3_d81e25973
seinigen	w5_d81e25976
Entschädigung	w7_d81e25979
verschaffen	w9_d81e25982
sollen;	w11_d81e25985
</p>
<p id="p14_d81e25988">
So	w1_d81e25992
finden	w3_d81e25995
Wir	w5_d81e25998
in	w7_d81e26001
Ansehung	w9_d81e26004
der	w11_d81e26007
so	w13_d81e26011
grossen	w15_d81e26014
Rüstung,	w17_d81e26017
mit	w19_d81e26020
welcher	w21_d81e26023
der	w1_d81e26028
Chur=fürst	w3_d81e26031
zu	w5_d81e26034
Brandenburg	w7_d81e26037
aus	w9_d81e26040
und	w11_d81e26043
angezogen	w13_d81e26047
ist,	w15_d81e26050
für	w17_d81e26053
nöhtig,	w19_d81e26056
alle	w1_d81e26061
und	w3_d81e26064
jede	w5_d81e26067
des	w7_d81e26070
Reichs=kreise	w9_d81e26073
aufzuforderen,	w11_d81e26076
auf	w13_d81e26080
daß	w15_d81e26083
diese,	w17_d81e26086
nach	w19_d81e26089
diesfälliger	w1_d81e26095
Vorschrift	w3_d81e26098
der	w5_d81e26101
Executions-ordnung	w7_d81e26104
des	w9_d81e26107
Land=friedens,	w11_d81e26110
sich	w1_d81e26115
ohne	w3_d81e26118
allem	w5_d81e26121
Anstand	w7_d81e26124
und	w9_d81e26127
Aufschub,	w11_d81e26130
in	w13_d81e26134
die	w15_d81e26137
beste	w17_d81e26140
und	w19_d81e26143
stärkeste	w21_d81e26146
Ver	w23_d81e26149
fassung	w1_d81e26154
setzen,	w3_d81e26157
und	w5_d81e26160
darunter,	w7_d81e26163
nach	w9_d81e26166
der	w11_d81e26169
Maß	w13_d81e26173
der	w15_d81e26176
Grösse	w17_d81e26179
der	w19_d81e26182
andrin	w21_d81e26185
genden	w1_d81e26190
Gefahr,	w3_d81e26193
allen	w5_d81e26196
innersten	w7_d81e26199
Kräften	w9_d81e26202
aufbieten	w11_d81e26205
sollen,	w13_d81e26209
damit	w15_d81e26212
denen	w17_d81e26215
auf	w1_d81e26221
das	w3_d81e26224
äusserste	w5_d81e26227
allschon	w7_d81e26230
bedruckten,	w9_d81e26233
und	w11_d81e26236
weiter	w13_d81e26240
bedroheten	w15_d81e26243
Churlan	w17_d81e26246
den	w1_d81e26251
die	w3_d81e26254
schleunige	w5_d81e26257
Hülf	w7_d81e26260
uneinstellig	w9_d81e26263
zugehen	w11_d81e26266
möge,	w13_d81e26270
und	w15_d81e26273
annebst	w17_d81e26276
dem	w19_d81e26279
androhenden	w1_d81e26284
Umsturz	w3_d81e26287
des	w5_d81e26290
Reichs,	w7_d81e26293
und	w9_d81e26296
dessen	w11_d81e26299
Gesätz=mässiger	w13_d81e26303
Ver	w15_d81e26306
fassung,	w1_d81e26311
samt	w3_d81e26314
der	w5_d81e26317
Verdringung	w7_d81e26320
eines	w9_d81e26323
jeden	w11_d81e26326
von	w13_d81e26330
dem	w15_d81e26333
Seinigen	w17_d81e26336
und	w19_d81e26339
dessen	w1_d81e26345
Rechten,	w3_d81e26348
noch	w5_d81e26351
bevorgekommen,	w7_d81e26354
und	w9_d81e26357
darmit	w11_d81e26360
das	w13_d81e26364
Teutsche	w15_d81e26367
Vatter	w17_d81e26370
land	w1_d81e26375
vor	w3_d81e26378
einem	w5_d81e26381
so	w7_d81e26384
schweren	w9_d81e26387
Umfall	w11_d81e26390
bewahret	w13_d81e26394
werden	w15_d81e26397
möge.	w17_d81e26400
</p>
<p id="p16_d81e26403">
ir	w1_d81e26407
forderen	w3_d81e26410
und	w5_d81e26413
mahnen	w7_d81e26416
demnach	w9_d81e26419
als	w11_d81e26422
Römischer	w13_d81e26426
Kaiser,	w15_d81e26429
Euer	w17_d81e26432
Liebden	w1_d81e26437
als	w3_d81e26440
ausschreibenden	w5_d81e26443
Fürsten	w7_d81e26446
des	w9_d81e26449
Chur=rheinischen	w11_d81e26452
Kreises,	w13_d81e26456
hiermit	w1_d81e26461
gnädigst,	w3_d81e26464
und	w5_d81e26467
gebieten	w7_d81e26470
Deroselben	w9_d81e26473
ernstlichen,	w11_d81e26476
daß	w13_d81e26480
Dieselbe	w15_d81e26483
diese	w1_d81e26489
gemeine	w3_d81e26492
Gefährlichkeit,	w5_d81e26495
und	w7_d81e26498
dringende	w9_d81e26501
Nohtdurft	w11_d81e26504
denen	w13_d81e26508
Ein	w15_d81e26511
gesessenen	w1_d81e26516
zum	w3_d81e26519
dasigen	w5_d81e26522
Kreis	w7_d81e26525
gehörigen	w9_d81e26528
Mit=ständen,	w11_d81e26531
alsogleich	w13_d81e26535
nach	w15_d81e26538
dem	w1_d81e26543
Empfang	w3_d81e26546
dieses,	w5_d81e26549
eilends	w7_d81e26552
zu	w9_d81e26555
wissen	w11_d81e26558
thun,	w13_d81e26562
auch	w15_d81e26565
alles	w17_d81e26568
Fleisses	w19_d81e26571
daran	w21_d81e26574
seyn	w1_d81e26579
sollen,	w3_d81e26582
daß	w5_d81e26585
sonder	w7_d81e26588
mindesten	w9_d81e26591
Aufschub	w11_d81e26594
die	w13_d81e26598
Rüstung	w15_d81e26601
zur	w17_d81e26604
erforder	w19_d81e26607
ten	w1_d81e26613
Gesätz	w3_d81e26616
und	w5_d81e26619
Societäts=mässigen	w7_d81e26622
Hülf	w9_d81e26625
angegangen,	w11_d81e26628
und	w13_d81e26632
diese,	w15_d81e26635
nach	w17_d81e26638
</p>
<p id="p22_d81e26651">
der	w1_d81e26655
Grösse	w3_d81e26658
der	w5_d81e26661
obseyenden	w7_d81e26664
Gefahr,	w9_d81e26667
nach	w11_d81e26670
denen	w13_d81e26674
innersten	w15_d81e26677
Kräften	w17_d81e26680
ge	w19_d81e26683
stellet	w1_d81e26688
werde.	w3_d81e26691
</p>
<p id="p24_d81e26695">
Nebst	w1_d81e26699
deme	w3_d81e26702
wollen	w5_d81e26705
Wir,	w7_d81e26708
und	w9_d81e26711
gebieten	w11_d81e26714
Euer	w13_d81e26718
Liebden	w15_d81e26721
als	w17_d81e26724
ausschrei	w19_d81e26727
benden	w1_d81e26732
Fürsten	w3_d81e26735
des	w5_d81e26738
Chur=rheinischen	w7_d81e26741
Kreises,	w9_d81e26744
hiermit	w11_d81e26747
weiter,	w13_d81e26751
daß	w15_d81e26754
die	w17_d81e26757
selbe	w1_d81e26762
die	w3_d81e26765
Eingangs	w5_d81e26768
angezogene,	w7_d81e26771
und	w9_d81e26774
in	w11_d81e26777
Originali	w13_d81e26781
hierbey	w15_d81e26784
anverwahrte	w17_d81e26787
Unsere	w1_d81e26793
Kaiserliche,	w3_d81e26796
an	w5_d81e26799
die	w7_d81e26802
in	w9_d81e26805
Chur=braudenburgischen	w11_d81e26808
Kriegs=diensten	w13_d81e26812
stehende,	w1_d81e26817
und	w3_d81e26820
bey	w5_d81e26823
der	w7_d81e26826
gegenwärtigen	w9_d81e26829
gemeinschädlichen	w11_d81e26832
Rüstung	w13_d81e26836
mit	w15_d81e26839
befindliche	w1_d81e26844
Kriegs=leute	w3_d81e26847
erlassene	w5_d81e26850
Avocatoria,	w7_d81e26853
in	w9_d81e26856
denen	w11_d81e26859
dasigen	w13_d81e26863
Kreis	w15_d81e26866
landen,	w1_d81e26871
behörig	w3_d81e26874
und	w5_d81e26877
gewöhnlicher	w7_d81e26880
Ordnung	w9_d81e26883
nach,	w11_d81e26886
publiciren	w13_d81e26890
und	w15_d81e26893
affi-	w17_d81e26896
giren	w1_d81e26902
lassen,	w3_d81e26905
auch	w5_d81e26908
weiter	w7_d81e26911
die	w9_d81e26914
Anordnung	w11_d81e26917
sowol	w13_d81e26921
für	w15_d81e26924
sich,	w17_d81e26927
als	w19_d81e26930
bey	w21_d81e26933
denen	w23_d81e26936
übrigen	w1_d81e26941
Kreis=mitständen	w3_d81e26944
dahin	w5_d81e26947
uneinstellig	w7_d81e26950
machen	w9_d81e26953
sollen,	w11_d81e26956
damit	w13_d81e26960
in	w15_d81e26963
Gemäßheit,	w1_d81e26968
und	w3_d81e26971
zu	w5_d81e26974
gehorsamster	w7_d81e26977
