<doc id="wr_1757-12-21" attrs="word" year="1757" month="12" day="21" corpus="2">
<head id="h2_d204e2824">
Burtehude,	w1_d204e2828
man	w5_d204e21098
nicht	w7_d204e21101
ausgeliefert,	w9_d204e21104
unge	w11_d204e21107
achtet	w1_d204e21112
solches	w3_d204e21115
in	w5_d204e21118
der	w7_d204e21121
zwischen	w9_d204e21124
denen	w11_d204e21127
gegen	w13_d204e21131
seitigen	w1_d204e21137
Generalen	w3_d204e21140
getroffenen	w5_d204e21143
Verabredung	w7_d204e21146
ausdrücklich	w1_d204e21151
stipuliret,	w3_d204e21154
auch	w5_d204e21157
diesseits	w7_d204e21160
mittelst	w9_d204e21163
Losgebung	w1_d204e21168
deren	w3_d204e21171
Französischen	w5_d204e21174
Gefangenen	w7_d204e21177
sofort	w1_d204e21182
auf	w3_d204e21185
das	w5_d204e21188
genaueste	w7_d204e21191
erfüllet	w9_d204e21194
worden.	w11_d204e21197
Die	w1_d204e21203
Beamten	w3_d204e21206
derenjenigen	w5_d204e21209
Districte,	w7_d204e21212
so	w9_d204e21215
diese	w11_d204e21218
seits	w1_d204e21223
vorbehalten	w3_d204e21226
waren,	w5_d204e21229
wohinein	w7_d204e21232
keine	w9_d204e21235
Frän	w11_d204e21238
zösische	w1_d204e21243
Trupen	w3_d204e21246
kommen	w5_d204e21249
sollten,	w7_d204e21252
wurden	w9_d204e21255
unter	w11_d204e21258
Androhung	w1_d204e21263
militarischer	w3_d204e21266
Execution	w5_d204e21269
zu	w7_d204e21272
dem	w9_d204e21275
Französischen	w1_d204e21281
Commissariat	w3_d204e21284
gefordert,	w5_d204e21287
um	w7_d204e21290
von	w1_d204e21295
ihnen	w3_d204e21298
die	w5_d204e21301
Hebung	w7_d204e21304
zu	w9_d204e21307
erpressen.	w11_d204e21310
Ver	w13_d204e21314
schiedener	w1_d204e21319
von	w3_d204e21322
dene	w5_d204e21325
Magazinen,	w7_d204e21328
welche	w9_d204e21331
diesseits	w11_d204e21334
in	w1_d204e21339
besagter	w3_d204e21342
Verabredung	w5_d204e21345
nammentlich	w7_d204e21348
reservi	w9_d204e21351
ret	w1_d204e21357
waren,	w3_d204e21360
hat	w5_d204e21363
man	w7_d204e21366
sich	w9_d204e21369
mit	w11_d204e21372
Gewalt	w13_d204e21376
ange	w15_d204e21379
masset,	w1_d204e21384
und	w3_d204e21387
in	w5_d204e21390
der	w7_d204e21393
Stadt	w9_d204e21396
Bremen,	w11_d204e21399
welche	w13_d204e21403
doch	w15_d204e21406
der	w1_d204e21411
verbindlichen	w3_d204e21414
Abrede	w5_d204e21417
nach,	w7_d204e21420
ein	w9_d204e21423
freyer	w11_d204e21426
Ort	w13_d204e21430
bleiben	w1_d204e21435
sollte,	w3_d204e21438
der	w5_d204e21441
dort	w7_d204e21444
befindlichen	w9_d204e21447
Kö	w11_d204e21450
nigl.	w1_d204e21456
Häuser,	w3_d204e21459
Jntraden,	w5_d204e21462
und	w7_d204e21465
Korn=vorrats	w9_d204e21468
nach	w1_d204e21473
wie	w3_d204e21476
vor	w5_d204e21479
sich	w7_d204e21482
bemächtiget,	w9_d204e21485
nicht	w11_d204e21488
zu	w13_d204e21492
gedenken	w15_d204e21495
deren	w1_d204e21500
unter	w3_d204e21503
gesitteten	w5_d204e21506
Völkern	w7_d204e21509
schon	w9_d204e21512
längst	w11_d204e21515
nicht	w13_d204e21519
mehr	w1_d204e21524
erhörten	w3_d204e21527
Drohungen	w5_d204e21530
vom	w7_d204e21533
Sengen,	w9_d204e21536
Brennen	w1_d204e21542
und	w3_d204e21545
Verwüsten,	w5_d204e21548
unter	w7_d204e21551
denen	w9_d204e21554
man	w11_d204e21557
die	w1_d204e21562
Vollstreckung	w3_d204e21565
der	w5_d204e21568
Convention	w7_d204e21571
gefordert	w9_d204e21574
hat.	w1_d204e21579
</p>
<p id="p28_d204e21582">
Alle	w1_d204e21586
diese	w3_d204e21589
gewaltsame	w5_d204e21592
und	w7_d204e21595
widerrechtli	w9_d204e21598
che	w1_d204e21603
Unternehmungen,	w3_d204e21606
welche	w5_d204e21609
deutlich	w7_d204e21612
zeigen,	w9_d204e21615
welchergestalt	w1_d204e21620
man	w3_d204e21623
blos	w5_d204e21626
die	w7_d204e21629
Verbindlichkeit	w9_d204e21632
zum	w1_d204e21638
diesseitigen	w3_d204e21641
Schaden	w5_d204e21644
und	w7_d204e21647
Ruin	w9_d204e21650
an	w11_d204e21653
dieser	w13_d204e21657
Seite	w1_d204e21662
für	w3_d204e21665
bekannt	w5_d204e21668
annehmen,	w7_d204e21671
Französischer	w9_d204e21674
Seits	w1_d204e21679
aber	w3_d204e21682
an	w5_d204e21685
nichts	w7_d204e21688
gebunden	w9_d204e21691
seyn,	w11_d204e21694
sondern	w13_d204e21698
schlechterdings	w1_d204e21703
willkürlich	w3_d204e21706
verfahren	w5_d204e21709
wollen,	w7_d204e21712
seynd	w1_d204e21718
endlich	w3_d204e21721
zu	w5_d204e21724
einem	w7_d204e21727
so	w9_d204e21730
hohen	w11_d204e21733
Grade	w13_d204e21737
ge	w15_d204e21740
stiegen,	w1_d204e21745
daß	w3_d204e21748
Sr.	w5_d204e21751
Königl.	w7_d204e21754
Groß=britannischen	w9_d204e21757
Maj.	w1_d204e21762
Geduld	w3_d204e21765
dadurch	w5_d204e21768
ermüdet	w7_d204e21771
ist,	w9_d204e21774
und	w11_d204e21777
Al	w13_d204e21781
erhöchst=dieselben	w1_d204e21786
sich	w3_d204e21789
nicht	w5_d204e21792
nur	w7_d204e21795
vors	w9_d204e21798
GOtt	w11_d204e21801
</p>
<p id="p30_d204e21804">
und	w1_d204e21808
der	w3_d204e21811
ganzen	w5_d204e21814
unpartheyischen	w7_d204e21817
Welt	w9_d204e21820
besugt,	w11_d204e21823
sondern	w1_d204e21828
auch	w3_d204e21831
verbunden	w5_d204e21834
erachten,	w7_d204e21837
ohne	w9_d204e21840
fernerer	w11_d204e21843
Ruck=sicht	w1_d204e21848
auf	w3_d204e21851
die	w5_d204e21854
jenseits	w7_d204e21857
so	w9_d204e21860
offenbar	w11_d204e21863
und	w13_d204e21867
vielfältig	w1_d204e21873
gebrochene	w3_d204e21876
Convention	w5_d204e21879
die	w7_d204e21882
Waffen,	w9_d204e21885
als	w1_d204e21890
das	w3_d204e21893
Mittel	w5_d204e21896
wieder	w7_d204e21899
zu	w9_d204e21902
ergreiffen,	w11_d204e21905
so	w13_d204e21909
GOtt	w15_d204e21912
Jhnen	w1_d204e21917
in	w3_d204e21920
die	w5_d204e21923
Hände	w7_d204e21926
gegeben,	w9_d204e21929
um	w11_d204e21932
Dero	w13_d204e21936
ge	w15_d204e21939
treue	w1_d204e21944
Unterthanen,	w3_d204e21947
auch	w5_d204e21950
Alliirte	w7_d204e21953
von	w9_d204e21956
dem	w11_d204e21959
Elende,	w1_d204e21965
Bedruck,	w3_d204e21968
und	w5_d204e21971
denen	w7_d204e21974
Drangsalen,	w9_d204e21977
wor	w11_d204e21980
unter	w1_d204e21985
selbige	w3_d204e21988
dermalen	w5_d204e21991
seufzen,	w7_d204e21994
zu	w9_d204e21997
befreyen	w11_d204e22000
und	w13_d204e22004
zu	w1_d204e22009
retten.	w3_d204e22012
</p>
<p id="p32_d204e22015">
Allerhöchst	w1_d204e22019
Se.	w3_d204e22022
Maj.	w5_d204e22025
welche	w7_d204e22028
(wie	w9_d204e22031
Diesel	w11_d204e22034
ben	w1_d204e22039
es	w3_d204e22042
vom	w5_d204e22045
Anfang	w7_d204e22048
des	w9_d204e22051
fortdaurenden	w11_d204e22054
leidigen	w13_d204e22058
Krieges	w1_d204e22063
der	w3_d204e22066
ganzen	w5_d204e22069
Welt,	w7_d204e22072
und	w9_d204e22075
dem	w11_d204e22078
werten	w13_d204e22082
Teutschen	w1_d204e22088
Vatterlande	w3_d204e22091
besonders,	w5_d204e22094
auf	w7_d204e22097
das	w9_d204e22100
feyerlichste	w1_d204e22105
mehrmalen	w3_d204e22108
haben	w5_d204e22111
bezeugen	w7_d204e22114
las	w9_d204e22117
sen)	w1_d204e22122
die	w3_d204e22125
Waffen	w5_d204e22128
nie	w7_d204e22131
zu	w9_d204e22134
jemandes	w11_d204e22137
Beleidigung	w13_d204e22141
aufgenommen	w1_d204e22146
haben,	w3_d204e22149
sondern	w5_d204e22152
lediglich	w7_d204e22155
zu	w9_d204e22158
Jh	w11_d204e22161
rer	w1_d204e22167
und	w3_d204e22170
Jhres	w5_d204e22173
Bundes=verwandten	w7_d204e22176
Selbst	w9_d204e22179
vertheidigung	w1_d204e22184
und	w3_d204e22187
abgedrungenen	w5_d204e22190
Noht=wehr	w7_d204e22193
dazu	w1_d204e22198
haben	w3_d204e22201
schreiten	w5_d204e22204
müssen,	w7_d204e22207
setzen	w9_d204e22210
in	w11_d204e22213
die	w13_d204e22217
Göttliche	w1_d204e22222
Güte	w3_d204e22225
das	w5_d204e22228
gesicherte	w7_d204e22231
Zutrauen,	w9_d204e22234
dieselbe	w1_d204e22240
werde	w3_d204e22243
sothane	w5_d204e22246
Sr.	w7_d204e22249
Majestät	w9_d204e22252
recht	w11_d204e22255
mäßige	w1_d204e22260
Unternehmungen	w3_d204e22263
nicht	w5_d204e22266
ungesegnet	w7_d204e22269
seyn	w1_d204e22274
lassen.	w3_d204e22277
Stade	w5_d204e22280
den	w7_d204e22283
26.	w9_d204e22286
November	w11_d204e22289
1757.	w13_d204e22293
</p>
<p id="p34_d204e22296">
Connoissance	w1_d204e22300
des	w3_d204e22303
Temps,	w5_d204e22306
pour	w7_d204e22309
l'Année	w9_d204e22312
1758.	w1_d204e22317
au	w3_d204e22320
Meridien	w5_d204e22323
de	w7_d204e22326
Paris,	w9_d204e22329
publiée	w11_d204e22332
par	w13_d204e22336
l'Ordre	w1_d204e22341
de	w3_d204e22344
l'Academie	w5_d204e22347
Rovale	w7_d204e22350
des	w9_d204e22353
Scien-	w11_d204e22356
ces,	w1_d204e22362
&	w3_d204e22365
caleulée	w5_d204e22368
pax	w7_d204e22371
Msr.	w9_d204e22374
Maraldi,	w11_d204e22377
de	w13_d204e22381
li	w15_d204e22384
meme	w1_d204e22389
Academie	w3_d204e22392
8.	w5_d204e22395
Paris.	w7_d204e22398
</p>
<list id="l36_d204e22402">
Jn	w1_d204e22406
der	w3_d204e22409
Emerich	w5_d204e22412
Felix	w7_d204e22415
Baderischen	w9_d204e22418
Buch	w11_d204e22421
handlung	w1_d204e22426
in	w3_d204e22429
der	w5_d204e22432
Bogner=gassen	w7_d204e22435
nebst	w9_d204e22438
den	w11_d204e22441
Todten=kopf	w1_d204e22446
ist	w3_d204e22449
zu	w5_d204e22452
haben:	w7_d204e22455
Etrennes	w1_d204e22461
mignones,	w3_d204e22464
eurieuses	w5_d204e22467
&	w7_d204e22470
utiles,	w9_d204e22473
avec	w1_d204e22478
plusieurs	w3_d204e22481
Augmentations	w5_d204e22484
&	w7_d204e22487
Corre-	w9_d204e22490
ctions	w1_d204e22495
pour	w3_d204e22498
l'Année	w5_d204e22501
1758.	w7_d204e22504
à	w9_d204e22507
Paris.	w11_d204e22510
</list>
<p id="p38_d204e22514">
Bey	w1_d204e22518
dem	w3_d204e22521
Verleger	w5_d204e22524
des	w7_d204e22527
Wienerischen	w9_d204e22530
Diarii	w11_d204e22533
ist	w1_d204e22538
in	w3_d204e22541
Comission	w5_d204e22544
zu	w7_d204e22547
haben:	w9_d204e22550
</p>
<p id="p40_d204e22553">
Die	w1_d204e22557
in	w3_d204e22560
der	w5_d204e22563
Kaiserl.	w7_d204e22566
Königl.	w9_d204e22569
Hof=kirchen	w11_d204e22572
deren	w1_d204e22577
WW.	w3_d204e22580
EE.	w5_d204e22583
PP.	w7_d204e22586
Augustinern	w9_d204e22589
Baar	w11_d204e22592
füssern	w1_d204e22597
zu	w3_d204e22600
Maria	w5_d204e22603
Loreto	w7_d204e22606
bey	w9_d204e22609
dem	w11_d204e22612
Sieges	w13_d204e22616
Dank=fest	w1_d204e22622
den	w3_d204e22625
6ten	w5_d204e22628
December	w7_d204e22631
1757.	w9_d204e22634
aufge	w11_d204e22637
richtete	w1_d204e22642
Lateinische	w3_d204e22645
Jnnschriften	w5_d204e22648
nach	w7_d204e22651
dem	w9_d204e22654
Jnn	w11_d204e22657
halt	w1_d204e22662
in	w3_d204e22665
Teutsche	w5_d204e22668
Chronographica	w7_d204e22671
über	w9_d204e22674
setzet.	w1_d204e22679
Das	w3_d204e22682
Stuck	w5_d204e22685
pr.	w7_d204e22688
4.	w9_d204e22691
kr.	w11_d204e22694
</p>
<head id="h2_d204e22743">
JOURNAI	w1_d204e22747
Aus	w1_d204e22752
dem	w3_d204e22755
K.	w5_d204e22758
K.	w7_d204e22761
Haupt=quartier	w9_d204e22764
Freyburg	w11_d204e22767
vom	w13_d204e22771
12.	w15_d204e22774
13.	w17_d204e22777
14.	w1_d204e22782
und	w3_d204e22785
15ten	w5_d204e22788
December	w7_d204e22791
1757.	w9_d204e22794
</head>
<p id="p4_d204e22797">
GS	w1_d204e22801
continuirte	w3_d204e22804
die	w5_d204e22807
K.	w7_d204e22810
K.	w9_d204e22813
Armee	w11_d204e22816
den	w13_d204e22820
12.	w15_d204e22823
Dieses	w17_d204e22826
noch	w19_d204e22829
weiters	w21_d204e22832
zu	w23_d204e22835
Bögendorf	w1_d204e22840
Rast=tag	w3_d204e22843
zu	w5_d204e22846
halten,	w7_d204e22849
wo	w9_d204e22852
inzwischen	w11_d204e22855
die	w13_d204e22859
schwere	w15_d204e22862
Bagage	w17_d204e22865
nebst	w1_d204e22870
der	w3_d204e22873
Reserve-arillerie	w5_d204e22876
über	w7_d204e22879
Landshut	w9_d204e22882
gegen	w11_d204e22885
Lubau	w13_d204e22889
und	w15_d204e22892
Grissau	w17_d204e22895
zuruck	w1_d204e22901
geschicket	w3_d204e22904
wurde.	w5_d204e22907
</p>
<p id="p6_d204e22910">
Den	w1_d204e22914
13.	w3_d204e22917
aber	w5_d204e22920
ruckten	w7_d204e22923
die	w9_d204e22926
Trupen	w11_d204e22929
nacher	w13_d204e22933
Freyburg	w15_d204e22936
und	w17_d204e22939
daselbst	w19_d204e22942
gaben	w1_d204e22947
die	w3_d204e22950
Rapporten,	w5_d204e22953
daß	w7_d204e22956
ein	w9_d204e22959
Preußisches	w11_d204e22962
über	w13_d204e22966
20000.	w15_d204e22969
Mann	w17_d204e22972
ge	w19_d204e22975
schätztes	w1_d204e22980
Corps	w3_d204e22983
in	w5_d204e22986
verschiedenen	w7_d204e22989
Abtheilungen,	w9_d204e22992
unter	w11_d204e22995
dem	w13_d204e22999
General	w15_d204e23002
Zitten	w1_d204e23008
im	w3_d204e23011
näheren	w5_d204e23014
Anzug	w7_d204e23017
begriffen	w9_d204e23020
wäre;	w11_d204e23023
wie	w13_d204e23027
dann	w15_d204e23030
einige	w17_d204e23033
Infante-	w19_d204e23036
rie-regimenter	w1_d204e23041
sich	w3_d204e23044
nacher	w5_d204e23047
Reichenbach	w7_d204e23050
gewendet	w9_d204e23053
hätten;	w11_d204e23056
der	w13_d204e23060
K.	w15_d204e23063
K.	w17_d204e23066
General=major	w1_d204e23071
Graf	w3_d204e23074
von	w5_d204e23077
Traskowitz	w7_d204e23080
hat	w9_d204e23083
sich	w11_d204e23086
dahero	w13_d204e23090
mit	w15_d204e23093
seinen	w17_d204e23096
unterhabenden	w1_d204e23101
Gränzern	w3_d204e23104
nacher	w5_d204e23107
Burkersdorf	w7_d204e23110
gezogen,	w9_d204e23113
und	w11_d204e23116
ein	w13_d204e23120
be	w15_d204e23123
trächtliches	w1_d204e23129
Commando	w3_d204e23132
nacher	w5_d204e23135
Stein,	w7_d204e23138
und	w9_d204e23141
Kunzendorf	w11_d204e23144
derachiret,	w13_d204e23148
um	w15_d204e23151
den	w1_d204e23156
dortigen	w3_d204e23159
Paß	w5_d204e23162
gegen	w7_d204e23165
die	w9_d204e23168
feindliche	w11_d204e23171
Streiffereyen	w13_d204e23175
zu	w15_d204e23178
versichern.	w17_d204e23181
</p>
<p id="p8_d204e23184">
Den	w1_d204e23188
14.	w3_d204e23191
ware	w5_d204e23194
Rast=tag	w7_d204e23197
zu	w9_d204e23200
Freyburg,	w11_d204e23203
und	w13_d204e23207
wurde	w15_d204e23210
noch	w17_d204e23213
immer	w19_d204e23216
fort	w1_d204e23221
Sorge	w3_d204e23224
getragen,	w5_d204e23227
die	w7_d204e23230
Festung	w9_d204e23233
Schweidnitz,	w11_d204e23236
da	w13_d204e23240
die	w15_d204e23243
Garnison	w17_d204e23246
be	w19_d204e23249
trächtlich	w1_d204e23254
verstärket	w3_d204e23257
worden,	w5_d204e23260
mit	w7_d204e23263
einem	w9_d204e23266
ausgiebigen	w11_d204e23269
Mehl=vorrat,	w13_d204e23273
und	w1_d204e23279
anderweiten	w3_d204e23282
Erfordernuß	w5_d204e23285
zu	w7_d204e23288
versehen;	w9_d204e23291
immitelst	w11_d204e23294
kamen	w13_d204e23298
die	w15_d204e23301
Nach	w17_d204e23304
richten,	w1_d204e23309
daß	w3_d204e23312
die	w5_d204e23315
feindliche	w7_d204e23318
Trupen	w9_d204e23321
bis	w11_d204e23324
Pfaffendorf,	w13_d204e23328
Faulbrüchen,	w15_d204e23331
Leutmansdorf,	w1_d204e23336
und	w3_d204e23339
Peterswalde	w5_d204e23342
angerucket,	w7_d204e23345
andere	w9_d204e23348
aber	w11_d204e23351
zu	w13_d204e23355
Lang	w15_d204e23358
seiffersdorf,	w1_d204e23363
und	w3_d204e23366
dasiger	w5_d204e23369
Enden	w7_d204e23372
befindlich	w9_d204e23375
wären,	w11_d204e23378
weiters	w13_d204e23382
auch	w15_d204e23385
die	w17_d204e23388
Stadt	w1_d204e23394
Breßlau	w3_d204e23397
seit	w5_d204e23400
einigen	w7_d204e23403
Tagen	w9_d204e23406
vom	w11_d204e23409
Feind	w13_d204e23413
beschossen	w15_d204e23416
würde;	w17_d204e23419
Heut	w1_d204e23424
als	w3_d204e23427
den	w5_d204e23430
</p>
<p id="p10_d204e23433">
15ten	w1_d204e23437
ware	w3_d204e23440
mehrmalen	w5_d204e23443
Rast=tag,	w7_d204e23446
und	w9_d204e23449
da	w11_d204e23452
in	w13_d204e23456
dem	w15_d204e23459
hiesigen	w17_d204e23462
Be	w19_d204e23465
zirk	w1_d204e23470
eine	w3_d204e23473
sehr	w5_d204e23476
rauhe	w7_d204e23479
Kälte	w9_d204e23482
eingefallen,	w11_d204e23485
und	w13_d204e23489
das	w15_d204e23492
Gebürge	w17_d204e23495
völlig	w19_d204e23498
mit	w21_d204e23501
Schne	w1_d204e23506
bedecket	w3_d204e23509
worden,	w5_d204e23512
so	w7_d204e23515
wurde	w9_d204e23518
beschlosen,	w11_d204e23521
die	w13_d204e23525
Trupen,	w15_d204e23528
welche	w17_d204e23531
Zeit	w19_d204e23534
</p>
<p id="p16_d204e23548">
derseluh	w1_d204e23552
Uünite	w3_d204e23555
anpres	w5_d204e23558
halen,	w7_d204e23561
i	w9_d204e23564
de	w11_d204e23567
Cndndeii	w13_d204e23571
diee	w15_d204e23574
lassen;	w1_d204e23579
welchemnach	w3_d204e23582
ein	w5_d204e23585
Corpo	w7_d204e23588
ausgemacht	w9_d204e23591
worden,	w11_d204e23594
so	w13_d204e23598
hiesiger	w15_d204e23601
En	w17_d204e23604
den	w1_d204e23609
unter	w3_d204e23612
dem	w5_d204e23615
General=feld=marschall=leutenant	w7_d204e23618
Freyherrn	w9_d204e23621
von	w11_d204e23624
Buc	w13_d204e23628
cow	w1_d204e23634
zu	w3_d204e23637
verbleiben,	w5_d204e23640
den	w7_d204e23643
Feind	w9_d204e23646
zu	w11_d204e23649
beobachten	w13_d204e23653
haben,	w15_d204e23656
und	w17_d204e23659
die	w19_d204e23662
Arme	w21_d204e23665
so	w1_d204e23670
ihren	w3_d204e23673
Marsch	w5_d204e23676
gegen	w7_d204e23679
Landshut	w9_d204e23682
nihmet,	w11_d204e23685
als	w13_d204e23689
eine	w15_d204e23692
Arrier-garde	w17_d204e23695
be	w19_d204e23698
decken	w1_d204e23703
wird.	w3_d204e23706
Zu	w5_d204e23709
gleicher	w7_d204e23712
Zeit	w9_d204e23715
befindet	w11_d204e23718
sich	w13_d204e23722
zu	w15_d204e23725
Striegau	w17_d204e23728
mit	w19_d204e23731
einen	w21_d204e23734
Commando	w1_d204e23739
der	w3_d204e23742
General=feld=marschall=leutenant	w5_d204e23745
Graf	w7_d204e23748
von	w9_d204e23751
Kalno	w11_d204e23754
cy	w1_d204e23760
und	w3_d204e23763
der	w5_d204e23766
gleichmäßige	w7_d204e23769
Feld=marschall=leutenant	w9_d204e23772
von	w11_d204e23775
Moroc	w13_d204e23779
mit	w15_d204e23782
einem	w1_d204e23787
andern	w3_d204e23790
Commando	w5_d204e23793
zu	w7_d204e23796
Pilzen,	w9_d204e23799
das	w11_d204e23802
Preußische	w13_d204e23806
Corps	w15_d204e23809
unter	w17_d204e23812
den	w19_d204e23815
Feld=marschall	w1_d204e23820
Keith,	w3_d204e23823
hat	w5_d204e23826
seit	w7_d204e23829
einiger	w9_d204e23832
Zeit	w11_d204e23835
das	w13_d204e23839
Königreich	w15_d204e23842
Böhein	w17_d204e23845
wiederum	w1_d204e23850
verlassen,	w3_d204e23853
und	w5_d204e23856
sich	w7_d204e23859
zu	w9_d204e23862
Schemnitz,	w11_d204e23865
Oedern,	w13_d204e23869
Freyberg,	w15_d204e23872
Tschop	w17_d204e23875
pa,	w1_d204e23881
Zschierm	w3_d204e23884
und	w5_d204e23887
Schöne	w7_d204e23890
in	w9_d204e23893
Sachsen,	w11_d204e23896
und	w13_d204e23900
dem	w15_d204e23903
Erz=gebürge	w17_d204e23906
posiret,	w19_d204e23909
weshalben	w1_d204e23914
der	w3_d204e23917
K.	w5_d204e23920
K.	w7_d204e23923
General=feld=zeugmeister	w9_d204e23926
Freyherr	w11_d204e23929
von	w13_d204e23933
Marschall	w1_d204e23938
dortiger=Enden	w3_d204e23941
an	w5_d204e23944
denen	w7_d204e23947
Böheimischen	w9_d204e23950
und	w11_d204e23953
Säch	w13_d204e23957
sischen	w1_d204e23962
Gränzen	w3_d204e23965
einen	w5_d204e23968
Cordon	w7_d204e23971
zu	w9_d204e23974
ziehen	w11_d204e23977
beschäftiget	w1_d204e23983
ist.	w3_d204e23986
</p>
</doc>
