<doc id="wr_1762-05-01" attrs="word" year="1762" month="05" day="01" corpus="2">
<head id="h2_d652e3101">
Auszug	w1_d652e3105
keinen	w3_d652e21175
darf	w5_d652e21178
man	w7_d652e21181
ihm	w9_d652e21184
vorziehen.	w11_d652e21187
Seine	w13_d652e21191
Abhandlung	w1_d652e21197
von	w3_d652e21200
den	w5_d652e21203
attischen	w7_d652e21206
Jnschriften	w9_d652e21209
setzet	w1_d652e21214
nicht	w3_d652e21217
allein	w5_d652e21220
die	w7_d652e21223
geübteste	w9_d652e21226
Scharfsinnig	w11_d652e21229
keit,	w1_d652e21234
sondern	w3_d652e21237
auch	w5_d652e21240
eine	w7_d652e21243
bewundernswürdige	w9_d652e21246
Kenntnis	w1_d652e21251
der	w3_d652e21254
Sprache,	w5_d652e21257
der	w7_d652e21260
Gesetze,	w9_d652e21263
der	w11_d652e21266
Sit	w13_d652e21270
ten	w1_d652e21276
und	w3_d652e21279
der	w5_d652e21282
Gebräuche	w7_d652e21285
des	w9_d652e21288
alten	w11_d652e21291
Griechen	w13_d652e21295
landes	w1_d652e21300
voraus.	w3_d652e21303
</p>
<p id="p72_d652e21307">
Noch	w1_d652e21311
eines	w3_d652e21314
andern	w5_d652e21317
mitgekommenen	w7_d652e21320
neuen	w9_d652e21323
Buches	w1_d652e21328
sey	w3_d652e21331
uns	w5_d652e21334
erlaubet,	w7_d652e21337
hier	w9_d652e21340
zu	w11_d652e21343
ge	w13_d652e21347
denken.	w1_d652e21352
</p>
<p id="p74_d652e21355">
Raggionamento	w1_d652e21359
Filososico-Istorico	w3_d652e21362
sopra	w5_d652e21365
la	w1_d652e21370
figura	w3_d652e21373
de	w5_d652e21376
la	w7_d652e21379
terra.	w9_d652e21382
D.	w11_d652e21385
i.	w13_d652e21389
Historisch	w15_d652e21392
philosophische	w1_d652e21397
Abhandlung	w3_d652e21400
von	w5_d652e21403
der	w7_d652e21406
Fi	w9_d652e21409
gur	w1_d652e21415
der	w3_d652e21418
Erde,	w5_d652e21421
zu	w7_d652e21424
Pisa,	w9_d652e21427
1761.	w11_d652e21430
</p>
<p id="p76_d652e21433">
Der	w1_d652e21437
Verfasser	w3_d652e21440
hat	w5_d652e21443
in	w7_d652e21446
dieser	w9_d652e21449
Schrift	w11_d652e21452
alles	w1_d652e21457
zusammen	w3_d652e21460
getragen,	w5_d652e21463
was	w7_d652e21466
die	w9_d652e21469
alten	w11_d652e21472
und	w1_d652e21477
neuen	w3_d652e21480
Weltweisen	w5_d652e21483
über	w7_d652e21486
die	w9_d652e21489
Gestalt	w11_d652e21492
der	w13_d652e21496
Erde	w1_d652e21502
gesagt	w3_d652e21505
haben.	w5_d652e21508
Wir	w7_d652e21511
sehen	w9_d652e21514
alle	w11_d652e21517
Tage	w13_d652e21521
neue	w1_d652e21526
Bücher	w3_d652e21529
erscheinen,	w5_d652e21532
aber	w7_d652e21535
in	w9_d652e21538
wie	w11_d652e21541
we	w13_d652e21545
nigen	w1_d652e21550
finden	w3_d652e21553
wir	w5_d652e21556
neue	w7_d652e21559
Begriffe	w9_d652e21562
oder	w11_d652e21565
nur	w13_d652e21569
neue	w1_d652e21574
Folgerungen,	w3_d652e21577
welche	w5_d652e21580
aus	w7_d652e21583
der	w9_d652e21586
Gegen	w11_d652e21589
einanderhaltung	w1_d652e21595
der	w3_d652e21598
alten	w5_d652e21601
Wahrheiten	w7_d652e21604
gezo	w9_d652e21607
gen	w1_d652e21612
wären.	w3_d652e21615
</p>
<list id="l80_d652e21620">
D	w1_d652e21626
</list>
<list id="l82_d652e21632">
Jn	w1_d652e21636
dem	w3_d652e21639
Prasserischen	w5_d652e21642
Buch	w7_d652e21645
und	w9_d652e21648
Kupferstich	w11_d652e21651
gewölbe	w1_d652e21656
in	w3_d652e21659
dem	w5_d652e21662
neuen	w7_d652e21665
Michaeler=haus,	w9_d652e21668
zum	w11_d652e21671
Schild	w13_d652e21675
St.	w1_d652e21680
Johannes	w3_d652e21683
in	w5_d652e21686
der	w7_d652e21689
Wüsten,	w9_d652e21692
ist	w11_d652e21695
nebst	w13_d652e21699
vielen	w15_d652e21702
ande	w17_d652e21705
ren	w1_d652e21711
Büchern,	w3_d652e21714
Kupferstichen	w5_d652e21717
und	w7_d652e21720
Land=karten	w9_d652e21723
nach	w11_d652e21726
folgendes	w1_d652e21731
zu	w3_d652e21734
haben:	w5_d652e21737
J.	w1_d652e21742
F.	w3_d652e21745
S.	w5_d652e21748
dritter	w7_d652e21751
Theil,	w9_d652e21754
3te	w11_d652e21757
Abtheilung	w13_d652e21761
der	w15_d652e21764
Geschichte	w1_d652e21769
des	w3_d652e21772
seit	w5_d652e21775
1756.	w7_d652e21778
in	w9_d652e21781
Deutschland	w11_d652e21784
und	w13_d652e21788
dessen	w1_d652e21794
angränzenden	w3_d652e21797
Ländern	w5_d652e21800
geführten	w7_d652e21803
Kriegs,	w9_d652e21806
in	w1_d652e21811
welchem	w3_d652e21814
nicht	w5_d652e21817
allein	w7_d652e21820
alle	w9_d652e21823
in	w11_d652e21826
dem	w13_d652e21830
Jahr	w15_d652e21833
1759.	w17_d652e21836
vorgefallene	w1_d652e21841
Kriegs=begebenheiten	w3_d652e21844
mit	w5_d652e21847
unpartheyi	w7_d652e21850
scher	w1_d652e21855
Feder	w3_d652e21858
beschrieben,	w5_d652e21861
und	w7_d652e21864
durch	w9_d652e21867
beygefügte	w11_d652e21870
rich	w13_d652e21874
tige	w1_d652e21880
Abrisse	w3_d652e21883
der	w5_d652e21886
Belagerungen	w7_d652e21889
und	w9_d652e21892
Schlachten	w11_d652e21895
er	w13_d652e21899
läutert,	w1_d652e21904
sondern	w3_d652e21907
auch	w5_d652e21910
in	w7_d652e21913
den	w9_d652e21916
beygefügten	w11_d652e21919
Anmer	w13_d652e21923
kungen	w1_d652e21928
von	w3_d652e21931
den	w5_d652e21934
fürnehmsten	w7_d652e21937
Generals	w9_d652e21940
und	w11_d652e21943
ande	w13_d652e21947
ren	w1_d652e21952
in	w3_d652e21955
diesem	w5_d652e21958
Krieg	w7_d652e21961
bekannt	w9_d652e21964
gewordenen	w11_d652e21967
Perfo	w13_d652e21971
nen	w1_d652e21977
die	w3_d652e21980
Lebens	w5_d652e21983
und	w7_d652e21986
andere	w9_d652e21989
merkwürdige	w11_d652e21992
Umstän	w13_d652e21996
de	w1_d652e22001
angeführet	w3_d652e22004
werden,	w5_d652e22007
4to	w7_d652e22010
Frankf.	w9_d652e22013
und	w11_d652e22016
Leipzig,	w13_d652e22020
1761.	w1_d652e22025
à	w3_d652e22028
1.	w5_d652e22031
fl.	w7_d652e22034
30.	w9_d652e22037
kr.	w11_d652e22040
Jtem	w1_d652e22045
ist	w3_d652e22048
zu	w5_d652e22051
haben	w7_d652e22054
von	w9_d652e22057
den	w11_d652e22060
obbemeldten	w13_d652e22064
Ge	w15_d652e22067
schichten	w1_d652e22073
des	w3_d652e22076
Kriegs	w5_d652e22079
4ter	w7_d652e22082
Theil,	w9_d652e22085
1te	w11_d652e22088
Abtheilung	w13_d652e22092
vom	w1_d652e22097
Jahr	w3_d652e22100
1760	w5_d652e22103
4to	w7_d652e22106
à	w9_d652e22109
1.	w11_d652e22112
fl.	w13_d652e22116
30.	w15_d652e22119
kr.	w17_d652e22122
NB.	w1_d652e22127
Es	w3_d652e22130
sind	w5_d652e22133
auch	w7_d652e22136
die	w9_d652e22139
dazu	w11_d652e22142
gehörige	w13_d652e22146
illuminirt	w15_d652e22149
und	w1_d652e22154
accurate	w3_d652e22157
Plans	w5_d652e22160
à	w7_d652e22163
9.	w9_d652e22166
kr.	w11_d652e22169
zu	w13_d652e22173
haben.	w15_d652e22176
</list>
<p id="p84_d652e22181">
Des	w1_d652e22185
grössesten	w3_d652e22188
Meisters	w5_d652e22191
in	w7_d652e22194
der	w9_d652e22197
Kriegs=kunst,	w11_d652e22200
An	w13_d652e22204
weisung	w1_d652e22209
um	w3_d652e22212
den	w5_d652e22215
Krieg	w7_d652e22218
mit	w9_d652e22221
Vortheil	w11_d652e22224
zu	w13_d652e22228
führen,	w15_d652e22231
nebst	w1_d652e22236
kurzen	w3_d652e22239
Grund=sätzen	w5_d652e22242
für	w7_d652e22245
die	w9_d652e22248
leichte	w11_d652e22251
Völker,	w13_d652e22255
wie	w1_d652e22261
dieselben	w3_d652e22264
ihre	w5_d652e22267
Unternehmungen	w7_d652e22270
in	w9_d652e22273
dem	w11_d652e22276
klei	w13_d652e22280
nen	w1_d652e22285
Kriege	w3_d652e22288
sicher	w5_d652e22291
stellen	w7_d652e22294
sollen.	w9_d652e22297
Herausgegeben	w11_d652e22300
von	w1_d652e22305
dem	w3_d652e22308
chursächsischen	w5_d652e22311
Obrist=leutenant	w7_d652e22314
Georg	w9_d652e22317
Rudolph	w1_d652e22322
Fäsch,	w3_d652e22325
mit	w5_d652e22328
nöthigen	w7_d652e22331
Anmerkungen	w9_d652e22334
er	w11_d652e22337
läutert,	w1_d652e22343
und	w3_d652e22346
mit	w5_d652e22349
14.	w7_d652e22352
illuminirten	w9_d652e22355
Plans	w11_d652e22358
verse	w13_d652e22362
hen,	w1_d652e22367
8.	w3_d652e22370
Leipzig,	w5_d652e22373
1762.	w7_d652e22376
à	w9_d652e22379
1.	w11_d652e22382
fl.	w13_d652e22386
30.	w15_d652e22389
kr.	w17_d652e22392
ordinar	w19_d652e22395
ge	w21_d652e22398
bunden	w1_d652e22403
mit	w3_d652e22406
harten	w5_d652e22409
Decken	w7_d652e22412
à	w9_d652e22415
1.	w11_d652e22418
fl.	w13_d652e22422
42.	w15_d652e22425
kr.	w17_d652e22428
in	w19_d652e22431
fran	w21_d652e22434
zösischen	w1_d652e22439
Einbund	w3_d652e22442
à	w5_d652e22445
1.	w7_d652e22448
fl.	w9_d652e22451
54.	w11_d652e22454
kr.	w13_d652e22458
Der	w1_d652e22464
sogenannte	w3_d652e22467
Englische	w5_d652e22470
Wahrsager	w7_d652e22473
auf	w9_d652e22476
das	w11_d652e22479
</p>
<p id="p86_d652e22482">
Jahr	w1_d652e22486
1762.	w3_d652e22489
à	w5_d652e22492
24.	w7_d652e22495
kr.	w9_d652e22498
Der	w1_d652e22503
Sächsische	w3_d652e22506
Special=atlas	w5_d652e22509
von	w7_d652e22512
22.	w9_d652e22515
Char	w11_d652e22518
ten	w1_d652e22523
mit	w3_d652e22526
beygedrucktem	w5_d652e22529
Catalogo,	w7_d652e22532
herausgegeben	w9_d652e22535
von	w1_d652e22541
Mathäo	w3_d652e22544
Seütter	w5_d652e22547
in	w7_d652e22550
Augspurg,	w9_d652e22553
à	w11_d652e22556
6.	w13_d652e22560
fl.	w15_d652e22563
in	w17_d652e22566
ro	w19_d652e22569
them	w1_d652e22574
Leder	w3_d652e22577
gebunden	w5_d652e22580
7.	w7_d652e22583
fl.	w9_d652e22586
30.	w11_d652e22589
kr.	w13_d652e22593
</p>
<p id="p88_d652e22596">
Jtem	w1_d652e22600
ein	w3_d652e22603
Special=atlas	w5_d652e22606
von	w7_d652e22609
dem	w9_d652e22612
ganzen	w11_d652e22615
Her	w13_d652e22619
zogthum	w1_d652e22624
Schlesien,	w3_d652e22627
bestehend	w5_d652e22630
in	w7_d652e22633
20.	w9_d652e22636
grossen	w11_d652e22639
Char	w13_d652e22643
ten,	w1_d652e22648
nämlich	w3_d652e22651
die	w5_d652e22654
General=charte	w7_d652e22657
von	w9_d652e22660
dem	w11_d652e22663
ganzen	w13_d652e22667
Herzogthum	w1_d652e22673
Schlesien,	w3_d652e22676
dann	w5_d652e22679
2.	w7_d652e22682
Charten	w9_d652e22685
in	w11_d652e22688
Ober	w13_d652e22692
und	w1_d652e22697
Nieder=schlesien	w3_d652e22700
abgetheilt,	w5_d652e22703
die	w7_d652e22706
4te	w9_d652e22709
das	w11_d652e22712
Bis	w13_d652e22716
thum	w1_d652e22721
Breslau,	w3_d652e22724
und	w5_d652e22727
letztlich	w7_d652e22730
die	w9_d652e22733
16.	w11_d652e22736
Charten	w13_d652e22740
von	w15_d652e22743
allen	w1_d652e22748
Fürstenthümern	w3_d652e22751
accurat	w5_d652e22754
in	w7_d652e22757
Kupfer	w9_d652e22760
gestochen,	w11_d652e22763
und	w1_d652e22769
herausgegeben	w3_d652e22772
von	w5_d652e22775
denen	w7_d652e22778
Homannischen	w9_d652e22781
Er	w11_d652e22784
ben	w1_d652e22789
in	w3_d652e22792
Nürnberg,	w5_d652e22795
à	w7_d652e22798
17.	w9_d652e22801
fl.	w11_d652e22804
30.	w13_d652e22808
kr.	w15_d652e22811
in	w17_d652e22814
roth	w19_d652e22817
Leder	w21_d652e22820
gebunden,	w1_d652e22825
20.	w3_d652e22828
fl.	w5_d652e22831
</p>
<p id="p90_d652e22834">
Nächst	w1_d652e22838
künftigen	w3_d652e22841
Montag,	w5_d652e22844
als	w7_d652e22847
den	w9_d652e22850
3.	w11_d652e22853
dieses	w13_d652e22857
Monats	w1_d652e22862
May	w3_d652e22865
werden	w5_d652e22868
auf	w7_d652e22871
dem	w9_d652e22874
Juden=platz	w11_d652e22877
im	w13_d652e22881
grossen	w1_d652e22886
Jordan	w3_d652e22889
im	w5_d652e22892
anderten	w7_d652e22895
Stock	w9_d652e22898
verschiedene	w11_d652e22901
Verlassenschafts=effecten	w1_d652e22907
als	w3_d652e22910
Manns=kleider,	w5_d652e22913
Spa	w7_d652e22916
liere,	w1_d652e22921
Mahlereyen,	w3_d652e22924
Spiegel,	w5_d652e22927
Kästen,	w7_d652e22930
Tische,	w9_d652e22933
Ses	w11_d652e22936
sel,	w1_d652e22941
Bether,	w3_d652e22944
Zinn,	w5_d652e22947
Meßing,	w7_d652e22950
und	w9_d652e22953
Kupfer,	w11_d652e22956
Vor	w13_d652e22960
mittag	w1_d652e22965
von	w3_d652e22968
9.	w5_d652e22971
bis	w7_d652e22974
12.	w9_d652e22977
Nachmittag	w11_d652e22980
aber	w13_d652e22984
von	w15_d652e22987
3.	w17_d652e22990
</p>
<p id="p92_d652e22993">
bis	w1_d652e22997
6.	w3_d652e23000
Uhr	w5_d652e23003
dem	w7_d652e23006
Meistbietenden	w9_d652e23009
licitando	w11_d652e23012
gegen	w13_d652e23016
alsogleich	w1_d652e23021
baar	w3_d652e23024
leistender	w5_d652e23027
Bezahlung	w7_d652e23030
verkauffet	w9_d652e23033
werden.	w1_d652e23038
</p>
<p id="p94_d652e23043">
Nächst	w1_d652e23047
künftigen	w3_d652e23050
Mittwoch,	w5_d652e23053
als	w7_d652e23056
den	w9_d652e23059
5ten	w11_d652e23062
die	w13_d652e23066
ses	w1_d652e23071
Monats	w3_d652e23074
May	w5_d652e23077
werden	w7_d652e23080
im	w9_d652e23083
Jacober=gäßl	w11_d652e23086
bey	w13_d652e23090
de	w15_d652e23093
nen	w1_d652e23098
7.	w3_d652e23101
Tächeln	w5_d652e23104
im	w7_d652e23107
ersten	w9_d652e23110
Stock	w11_d652e23113
verschiedene	w13_d652e23117
Ver	w15_d652e23120
lassenschafts=effecten,	w1_d652e23126
als	w3_d652e23129
Juvelen,	w5_d652e23132
Silber,	w7_d652e23135
Ga	w9_d652e23138
lanterien,	w1_d652e23143
Porcellain,	w3_d652e23146
Frauen=kleider,	w5_d652e23149
Wäsa,	w7_d652e23152
Kä	w9_d652e23155
sten,	w1_d652e23160
Spiegel,	w3_d652e23163
Sessel,	w5_d652e23166
Soffen,	w7_d652e23169
Bether,	w9_d652e23172
dann	w11_d652e23175
an	w13_d652e23179
dere	w1_d652e23184
Fahrnnssen	w3_d652e23187
Vormittag	w5_d652e23190
von	w7_d652e23193
9.	w9_d652e23196
bis	w11_d652e23199
12.	w13_d652e23203
Nach	w15_d652e23206
mittag	w1_d652e23212
aber	w3_d652e23215
von	w5_d652e23218
3.	w7_d652e23221
bis	w9_d652e23224
6.	w11_d652e23227
Uhr	w13_d652e23231
dem	w15_d652e23234
Meistbieten	w17_d652e23237
den	w1_d652e23242
gegen	w3_d652e23245
alsogleich	w5_d652e23248
baar	w7_d652e23251
leistender	w9_d652e23254
Bezahlung	w11_d652e23257
li	w13_d652e23261
citando	w1_d652e23266
verkauffet	w3_d652e23269
weden.	w5_d652e23272
</p>
<list id="l96_d652e23276">
</list>
<p id="p98_d652e23281">
Den	w1_d652e23285
5.	w3_d652e23288
May	w5_d652e23291
wird	w7_d652e23294
in	w9_d652e23297
dem	w11_d652e23300
Markt	w13_d652e23304
Pulckhau	w15_d652e23307
auf	w17_d652e23310
dem	w1_d652e23315
Raht=haus	w3_d652e23318
Vormitag	w5_d652e23321
um	w7_d652e23324
9.	w9_d652e23327
Uhr	w11_d652e23330
zwey	w13_d652e23334
zu	w15_d652e23337
Stiftung	w1_d652e23342
gewiedmete	w3_d652e23345
Schnur=wiesen	w5_d652e23348
dem	w7_d652e23351
Meist	w9_d652e23354
bietenden	w1_d652e23360
verkauft	w3_d652e23363
werden.	w5_d652e23366
</p>
<p id="p100_d652e23369">
Von	w1_d652e23373
des	w3_d652e23376
Löbl.	w5_d652e23379
uralten	w7_d652e23382
Herzogl.	w9_d652e23385
Burgundischen	w11_d652e23388
Stift	w1_d652e23393
und	w3_d652e23396
Closters	w5_d652e23399
Canon.	w7_d652e23402
Regul.	w9_d652e23405
Later.	w11_d652e23408
S.	w13_d652e23412
An-	w15_d652e23415
gustini	w1_d652e23420
zu	w3_d652e23423
St.	w5_d652e23426
Pölten	w7_d652e23429
Judicii	w9_d652e23432
Deleg.	w11_d652e23435
wird	w13_d652e23439
hiemit	w15_d652e23442
jedermänniglich	w1_d652e23448
zu	w3_d652e23451
vernehmen	w5_d652e23454
gegeben,	w7_d652e23457
welcherge	w9_d652e23460
stalten	w1_d652e23465
auf	w3_d652e23468
wiederholtes	w5_d652e23471
Anlangen	w7_d652e23474
der	w9_d652e23477
Mariä	w11_d652e23480
Annä	w13_d652e23484
Augensteinin,	w1_d652e23489
geborner	w3_d652e23492
Fuchsin	w5_d652e23495
hæreditario	w7_d652e23498
nomi-	w9_d652e23501
ne	w1_d652e23506
wider	w3_d652e23509
den	w5_d652e23512
Hrn.	w7_d652e23515
Johann	w9_d652e23518
Hölbinger,	w11_d652e23521
Müllner	w13_d652e23525
meistern	w1_d652e23531
zu	w3_d652e23534
St.	w5_d652e23537
Pölten,	w7_d652e23540
und	w9_d652e23543
Elisabeth	w11_d652e23546
dessen	w13_d652e23550
Frau	w15_d652e23553
Ehe=consortin,	w1_d652e23558
vorhin	w3_d652e23561
verehligt	w5_d652e23564
gewesten	w7_d652e23567
Arnol	w9_d652e23570
din,	w1_d652e23575
wegen	w3_d652e23578
schuldigen,	w5_d652e23581
und	w7_d652e23584
auf	w9_d652e23587
deren	w11_d652e23590
beklagten	w13_d652e23594
Con	w15_d652e23597
leuten	w1_d652e23602
zu	w3_d652e23605
St.	w5_d652e23608
Pölten	w7_d652e23611
dienstbaren	w9_d652e23614
behausten	w11_d652e23617
Mühl	w13_d652e23621
vor	w1_d652e23627
dem	w3_d652e23630
Wiener	w5_d652e23633
thor,	w7_d652e23636
dann	w9_d652e23639
des	w11_d652e23642
Stadel	w13_d652e23646
dabey	w15_d652e23649
zwi	w17_d652e23652
schen	w1_d652e23657
zweyen	w3_d652e23660
Wasser=gräben	w5_d652e23663
gleich	w7_d652e23666
an	w9_d652e23669
der	w11_d652e23672
Mühl	w13_d652e23676
eines	w1_d652e23681
dritten	w3_d652e23684
Theils	w5_d652e23687
Grund	w7_d652e23690
und	w9_d652e23693
Garten	w11_d652e23696
am	w13_d652e23700
Brieß	w15_d652e23703
vor	w1_d652e23708
der	w3_d652e23711
Stadt,	w5_d652e23714
worbey	w7_d652e23717
ein	w9_d652e23720
grosser	w11_d652e23723
Stadel,	w13_d652e23727
ein	w15_d652e23730
Kraut	w1_d652e23736
und	w3_d652e23739
Baum=garten,	w5_d652e23742
samt	w7_d652e23745
Keller	w9_d652e23748
Satz=weis	w11_d652e23751
vorgemerkten	w1_d652e23756
800.	w3_d652e23759
Gulden	w5_d652e23762
una	w7_d652e23765
cum	w9_d652e23768
sua	w11_d652e23771
causa,	w13_d652e23775
in	w1_d652e23780
die	w3_d652e23783
wiederholt	w5_d652e23786
gerichtl.	w7_d652e23789
Feilbiet	w9_d652e23792
und	w11_d652e23795
ricitirung	w13_d652e23799
der	w1_d652e23804
von	w3_d652e23807
denen	w5_d652e23810
beklaaten	w7_d652e23813
Con=leuten	w9_d652e23816
verpsanten,	w11_d652e23819
dem	w1_d652e23825
Löblichen	w3_d652e23828
Stift	w5_d652e23831
St.	w7_d652e23834
Pölten	w9_d652e23837
unterthanigen	w11_d652e23840
allda	w1_d652e23845
zu	w3_d652e23848
St.	w5_d652e23851
Pölten	w7_d652e23854
gelegenen	w9_d652e23857
Mühl	w11_d652e23860
vor	w13_d652e23864
dem	w15_d652e23867
Wiener=thor,	w1_d652e23872
dann	w3_d652e23875
des	w5_d652e23878
Stodel	w7_d652e23881
zwischen	w9_d652e23884
zweyen	w11_d652e23887
Wasser	w1_d652e23892
gräben	w3_d652e23895
gleich	w5_d652e23898
an	w7_d652e23901
der	w9_d652e23904
Mähl	w11_d652e23907
ein	w13_d652e23911
dritter	w15_d652e23914
Theil	w17_d652e23917
Grund	w1_d652e23923
und	w3_d652e23926
Garten	w5_d652e23929
am	w7_d652e23932
Grieß,	w9_d652e23935
wobey	w11_d652e23938
ein	w13_d652e23942
grosser	w15_d652e23945
Stadel,	w1_d652e23950
ein	w3_d652e23953
Kraut	w5_d652e23956
und	w7_d652e23959
Baum	w9_d652e23962
garten	w11_d652e23965
samt	w13_d652e23969
Keller	w15_d652e23972
gewilliget	w1_d652e23977
und	w3_d652e23980
veranlasset	w5_d652e23983
worden,	w7_d652e23986
daß	w9_d652e23989
sothane	w11_d652e23992
Mühl	w1_d652e23997
vor	w3_d652e24000
dem	w5_d652e24003
Wiener=thor,	w7_d652e24006
dann	w9_d652e24009
der	w11_d652e24012
Stadel	w13_d652e24016
da	w15_d652e24019
bey	w1_d652e24025
zwischen	w3_d652e24028
zweyen	w5_d652e24031
Wasser	w7_d652e24034
gräben	w9_d652e24037
gleich	w11_d652e24040
an	w13_d652e24044
der	w15_d652e24047
Mühl	w1_d652e24052
eines	w3_d652e24055
dritten	w5_d652e24058
Theil	w7_d652e24061
grunds	w9_d652e24064
und	w11_d652e24067
Garten	w13_d652e24071
am	w15_d652e24074
Grieß	w1_d652e24079
vor	w3_d652e24082
der	w5_d652e24085
Stadt,	w7_d652e24088
worbey	w9_d652e24091
ein	w11_d652e24094
grosser	w13_d652e24098
Stadel	w15_d652e24101
ein	w1_d652e24106
Kraut	w3_d652e24109
und	w5_d652e24112
Baum=garten	w7_d652e24115
samt	w9_d652e24118
Keller	w11_d652e24121
öffentlich	w13_d652e24125
ausgefeilet,	w1_d652e24131
und	w3_d652e24134
an	w5_d652e24137
den	w7_d652e24140
Meistbietenden	w9_d652e24143
verkauffet,	w11_d652e24146
zu	w1_d652e24151
solchem	w3_d652e24154
Ende	w5_d652e24157
auch	w7_d652e24160
eine	w9_d652e24163
Tagsatzung	w11_d652e24166
angeordnet,	w13_d652e24170
und	w1_d652e24175
mittelst	w3_d652e24178
eines	w5_d652e24181
gewöhnlichen	w7_d652e24184
Licitations	w9_d652e24187
edicts	w11_d652e24190
ausgeschrieben	w1_d652e24195
werden	w3_d652e24198
solle.	w5_d652e24201
Wie	w1_d652e24207
zumalen	w3_d652e24210
nun	w5_d652e24213
zu	w1_d652e24218
Vollzieh	w3_d652e24221
und	w5_d652e24224
Vornehmung	w7_d652e24227
der	w9_d652e24230
solchergestalten	w11_d652e24233
verwilligt	w1_d652e24238
und	w3_d652e24241
veranlasten	w5_d652e24244
Licitation	w7_d652e24247
der	w9_d652e24250
29.	w11_d652e24253
Mo	w13_d652e24257
nats	w1_d652e24262
May	w3_d652e24265
Fruhe	w5_d652e24268
um	w7_d652e24271
8.	w9_d652e24274
Uhr	w11_d652e24277
in	w13_d652e24281
der	w15_d652e24284
Löbl.	w17_d652e24287
Stifts	w19_d652e24290
canzley	w1_d652e24296
zu	w3_d652e24299
St.	w5_d652e24302
Pölten	w7_d652e24305
zu	w9_d652e24308
erscheinen	w11_d652e24311
bestimmet	w13_d652e24315
wor	w15_d652e24318
</p>
<p id="p106_d652e24331">
den,	w1_d652e24335
als	w3_d652e24338
werden	w5_d652e24341
alle	w7_d652e24344
und	w9_d652e24347
jede,	w11_d652e24350
welche	w13_d652e24354
obenerden	w15_d652e24357
tet=Hölbingerische	w1_d652e24362
Mühl	w3_d652e24365
vor	w5_d652e24368
dem	w7_d652e24371
Wiener=thor,	w9_d652e24374
dann	w1_d652e24379
den	w3_d652e24382
Stadel	w5_d652e24385
darbey	w7_d652e24388
zwischen	w9_d652e24391
zweyen	w11_d652e24394
Wasser	w13_d652e24398
gräben	w1_d652e24404
gleich	w3_d652e24407
an	w5_d652e24410
der	w7_d652e24413
Mühl	w9_d652e24416
einen	w11_d652e24419
dritien	w13_d652e24423
Theil	w15_d652e24426
Grund	w1_d652e24431
und	w3_d652e24434
Garten	w5_d652e24437
am	w7_d652e24440
Grieß	w9_d652e24443
vor	w11_d652e24446
der	w13_d652e24450
Stadt,	w15_d652e24453
wo	w17_d652e24456
bey	w1_d652e24461
ein	w3_d652e24464
grosser	w5_d652e24467
Stadel,	w7_d652e24470
ein	w9_d652e24473
Kraut	w11_d652e24476
und	w13_d652e24480
Baumgar	w15_d652e24483
ten	w1_d652e24488
samt	w3_d652e24491
Keller	w5_d652e24494
käuflich	w7_d652e24497
an	w9_d652e24500
sich	w11_d652e24503
zu	w13_d652e24507
bringen	w15_d652e24510
gesin	w17_d652e24513
net	w1_d652e24519
seynd,	w3_d652e24522
ad	w5_d652e24525
tractandum	w7_d652e24528
&	w9_d652e24531
concludendum	w11_d652e24534
an	w13_d652e24538
obbemelten	w1_d652e24543
Tag,	w3_d652e24546
Stund	w5_d652e24549
und	w7_d652e24552
Ort	w9_d652e24555
entweder	w11_d652e24558
in	w13_d652e24562
Per	w15_d652e24565
sona,	w1_d652e24570
oder	w3_d652e24573
auch	w5_d652e24576
ansonsten	w7_d652e24579
genugsam	w9_d652e24582
Bevollmäch	w11_d652e24585
tigten	w1_d652e24590
sich	w3_d652e24593
unausbleiblich	w5_d652e24596
einzufinden,	w7_d652e24599
und	w9_d652e24602
anzu	w11_d652e24605
melden	w1_d652e24611
haben,	w3_d652e24614
wo	w5_d652e24617
sodann	w7_d652e24620
mit	w9_d652e24623
dem	w11_d652e24626
Meistbieten	w13_d652e24630
den	w1_d652e24635
dem	w3_d652e24638
Löbl.	w5_d652e24641
Stift	w7_d652e24644
anständigen	w9_d652e24647
Kauffer	w11_d652e24650
der	w13_d652e24654
Kauf	w15_d652e24657
geschlossen	w1_d652e24662
werden	w3_d652e24665
solle.	w5_d652e24668
</p>
<list id="l108_d652e24672">
Bey	w1_d652e24676
dem	w3_d652e24679
Buchhändler	w5_d652e24682
Johann	w7_d652e24685
Paul	w9_d652e24688
Kraus,	w11_d652e24691
nächst	w1_d652e24696
der	w3_d652e24699
K.	w5_d652e24702
K.	w7_d652e24705
Burg,	w9_d652e24708
dem	w11_d652e24711
neuen	w13_d652e24715
Comedien	w15_d652e24718
haus	w1_d652e24723
gegenüber	w3_d652e24726
sind	w5_d652e24729
nachfolgende	w7_d652e24732
Bücher	w9_d652e24735
zu	w11_d652e24738
haben:	w13_d652e24742
Kobii,	w1_d652e24748
Joan.	w3_d652e24751
Fridr.	w5_d652e24754
Commentatio	w7_d652e24757
de	w9_d652e24760
Pecunia	w11_d652e24763
mutuaticia	w1_d652e24768
tuto	w3_d652e24771
collocanda,	w5_d652e24774
an	w7_d652e24777
wen,	w9_d652e24780
wie	w11_d652e24783
und	w13_d652e24787
wo	w1_d652e24792
die	w3_d652e24795
