<doc id="wr_1763-07-30" attrs="word" year="1763" month="07" day="30" corpus="2">
<head id="h2_d779e3159">
Lugand	w1_d779e3163
Pontisches	w9_d779e21237
Verlassenschafts=haus	w1_d779e21242
verkauffet,	w3_d779e21245
hierüber	w5_d779e21248
behöri	w7_d779e21251
ge	w1_d779e21257
Disposition	w3_d779e21260
gemachet,	w5_d779e21263
selber	w7_d779e21266
auch	w9_d779e21269
sich	w11_d779e21272
mit	w13_d779e21276
ei	w15_d779e21279
nem	w1_d779e21284
Kaufer	w3_d779e21287
in	w5_d779e21290
einen	w7_d779e21293
Kauf	w9_d779e21296
und	w11_d779e21299
respective	w13_d779e21303
Ver	w15_d779e21306
kauf	w1_d779e21311
eingelassen,	w3_d779e21314
folgsam	w5_d779e21317
einen	w7_d779e21320
Kauf=contract	w9_d779e21323
er	w11_d779e21326
richtet	w1_d779e21331
hätte,	w3_d779e21334
dahingegen	w5_d779e21337
aber	w7_d779e21340
weder	w9_d779e21343
die	w11_d779e21346
Origi	w13_d779e21350
nal=gwöhr,	w1_d779e21356
noch	w3_d779e21359
beede	w5_d779e21362
ausgefertigte	w7_d779e21365
Sätz	w9_d779e21368
ad	w11_d779e21371
cas-	w13_d779e21375
sandum	w1_d779e21380
beyzubringen	w3_d779e21383
nicht	w5_d779e21386
vermag,	w7_d779e21389
sondern	w9_d779e21392
in	w11_d779e21395
Verstoß	w1_d779e21400
gerahten	w3_d779e21403
wären;	w5_d779e21406
Dahero	w7_d779e21409
um	w9_d779e21412
Ausferti	w11_d779e21415
gung	w1_d779e21420
des	w3_d779e21423
gewönlichen	w5_d779e21426
Amortisations=edict	w7_d779e21429
gebet	w9_d779e21432
ten,	w1_d779e21438
worein	w3_d779e21441
dann	w5_d779e21444
auch	w7_d779e21447
unterm	w9_d779e21450
13.	w11_d779e21453
Julii	w13_d779e21457
die	w15_d779e21460
Jahrs	w1_d779e21465
gewilliget	w3_d779e21468
worden:	w5_d779e21471
Als	w7_d779e21474
werden	w9_d779e21477
demnach	w11_d779e21480
all=diejenige,	w1_d779e21485
welche	w3_d779e21488
obig=in	w5_d779e21491
Verstoß	w7_d779e21494
gerahtene	w9_d779e21497
Gwöhr	w1_d779e21502
und	w3_d779e21505
Satz=documenten	w5_d779e21508
in	w7_d779e21511
Handen	w9_d779e21514
haben,	w11_d779e21517
oder	w1_d779e21523
hierauf	w3_d779e21526
einen	w5_d779e21529
Anspruch	w7_d779e21532
zu	w9_d779e21535
machen	w11_d779e21538
vermei	w13_d779e21542
nen,	w1_d779e21547
von	w3_d779e21550
heut	w5_d779e21553
an	w7_d779e21556
binnen	w9_d779e21559
1.	w11_d779e21562
Jahr,	w13_d779e21566
6.	w15_d779e21569
Wochen	w17_d779e21572
und	w19_d779e21575
3.	w1_d779e21580
Tägen	w3_d779e21583
bey	w5_d779e21586
diesseitigem	w7_d779e21589
Grund=gericht	w9_d779e21592
sich	w11_d779e21595
al	w13_d779e21599
sogewiß	w1_d779e21604
anzumelden,	w3_d779e21607
und	w5_d779e21610
solche	w7_d779e21613
beyzubringen	w9_d779e21616
ha	w11_d779e21619
</p>
<list id="l28_d779e21622">
Nom	w1_d779e21626
das	w3_d779e21629
Fähl	w5_d779e21632
Stzift,	w7_d779e21635
und	w9_d779e21638
Meindigen	w11_d779e21641
L.	w13_d779e21645
Krauon	w15_d779e21648
</list>
<p id="p30_d779e21652">
ben,	w1_d779e21656
wie	w3_d779e21659
im	w5_d779e21662
widrigen	w7_d779e21665
nach	w9_d779e21668
Verfliessung	w11_d779e21671
voran	w13_d779e21675
ge	w15_d779e21678
setzten	w1_d779e21683
Termins	w3_d779e21686
mehr=gedachte	w5_d779e21689
Gwöhr	w7_d779e21692
und	w9_d779e21695
übrige	w11_d779e21698
Documen	w1_d779e21703
a	w3_d779e21706
inso	w5_d779e21709
facto	w7_d779e21712
cassiret,	w9_d779e21715
annulliret,	w11_d779e21718
und	w13_d779e21722
amortisiset,	w1_d779e21728
hierüber	w3_d779e21731
auch,	w5_d779e21734
was	w7_d779e21737
Rechtens	w9_d779e21740
ist,	w11_d779e21743
für	w13_d779e21747
gekehret	w1_d779e21752
werden	w3_d779e21755
solle.	w5_d779e21758
Actum	w7_d779e21761
Wien	w9_d779e21764
Schottenhof	w11_d779e21767
den	w1_d779e21772
15.	w3_d779e21775
Julii	w5_d779e21778
1763.	w7_d779e21781
</p>
<list id="l32_d779e21784">
Von	w1_d779e21788
des	w3_d779e21791
Landes=fürstl.	w5_d779e21794
St.	w7_d779e21797
Leopoldi	w9_d779e21800
sist	w11_d779e21803
Klo	w13_d779e21807
</list>
<p id="p34_d779e21811">
Von	w1_d779e21815
des	w3_d779e21818
Landes=fürstl.	w5_d779e21821
St.	w7_d779e21824
Leopoldi	w9_d779e21827
sist	w11_d779e21830
Klo	w13_d779e21834
ster	w1_d779e21839
neuburg	w3_d779e21842
Ober=cammer,	w5_d779e21845
hiemit	w7_d779e21848
männiglich	w9_d779e21851
durch	w1_d779e21856
die	w3_d779e21859
es	w5_d779e21862
offentliche	w7_d779e21865
Edict	w9_d779e21868
anzudeuten,	w11_d779e21871
wasge	w13_d779e21875
stalten	w1_d779e21881
Elisabeth	w3_d779e21884
Hueberin,	w5_d779e21887
gebürtig	w7_d779e21890
in	w9_d779e21893
dem	w11_d779e21896
Neu	w13_d779e21900
lerchfeld,	w1_d779e21905
hinnach	w3_d779e21908
verehligte	w5_d779e21911
Wollerin	w7_d779e21914
ihrer	w9_d779e21917
ehe	w11_d779e21920
leiblichen	w1_d779e21925
Mutter	w3_d779e21928
Maria	w5_d779e21931
Hueberin,	w7_d779e21934
hinnach	w9_d779e21937
ver	w11_d779e21940
ehelichten	w1_d779e21945
Fridlin	w3_d779e21948
behaust	w5_d779e21951
alldort,	w7_d779e21954
100.	w9_d779e21957
fl.	w11_d779e21960
gegen	w13_d779e21964
5.	w15_d779e21967
pro	w1_d779e21973
Cento	w3_d779e21976
jährlichen	w5_d779e21979
Jnteresse	w7_d779e21982
dargeliehen,	w9_d779e21985
zur	w11_d779e21988
Special=hypothec	w1_d779e21993
aber	w3_d779e21996
auf	w5_d779e21999
ihr	w7_d779e22002
eigentumlich	w9_d779e22005
im	w11_d779e22008
Neu=lerchfeld	w1_d779e22013
nächst	w3_d779e22016
Wien	w5_d779e22019
sub	w7_d779e22022
Nro.	w9_d779e22025
109.	w11_d779e22028
in	w13_d779e22032
der	w15_d779e22035
anderten	w1_d779e22040
doppelten	w3_d779e22043
Gassen	w5_d779e22046
auf	w7_d779e22049
der	w9_d779e22052
Winter=zeill	w11_d779e22055
habend=obgedachtem	w1_d779e22061
Stift	w3_d779e22064
dienstbare	w5_d779e22067
Behausung	w7_d779e22070
einen	w1_d779e22075
ordentlichen	w3_d779e22078
Satz	w5_d779e22081
noch	w7_d779e22084
unterm	w9_d779e22087
23.	w11_d779e22090
April	w13_d779e22094
1731.	w1_d779e22099
ausfertigen	w3_d779e22102
lassen,	w5_d779e22105
bey	w7_d779e22108
Veralienirung	w9_d779e22111
dieser	w11_d779e22114
Behausung	w1_d779e22119
schon	w3_d779e22122
Anno	w5_d779e22125
1744.	w7_d779e22128
an	w9_d779e22131
den	w11_d779e22134
Martin	w13_d779e22138
Hue	w15_d779e22141
ber	w1_d779e22147
aber	w3_d779e22150
dieser	w5_d779e22153
Satz=brief	w7_d779e22156
in	w9_d779e22159
Original	w11_d779e22162
in	w13_d779e22166
Ver	w15_d779e22169
stoß	w1_d779e22174
gewesen,	w3_d779e22177
sohin	w5_d779e22180
dieses	w7_d779e22183
Satz=capital	w9_d779e22186
nachfolg	w11_d779e22189
lich	w1_d779e22194
reserviret	w3_d779e22197
müssen	w5_d779e22200
werden.	w7_d779e22203
Nun	w9_d779e22206
aber,	w11_d779e22209
als	w13_d779e22213
er	w15_d779e22216
Hueber	w1_d779e22221
den	w3_d779e22224
27.	w5_d779e22227
Novemb.	w7_d779e22230
1762.	w9_d779e22233
die	w11_d779e22236
Welt	w13_d779e22240
verlas	w15_d779e22243
sen,	w1_d779e22249
so	w3_d779e22252
hinzu	w5_d779e22255
die	w7_d779e22258
Auskleichung	w9_d779e22261
der	w11_d779e22264
Verlassenschaft	w13_d779e22268
seine	w1_d779e22273
zuruckgelassene	w3_d779e22276
Wittib	w5_d779e22279
Gertraud	w7_d779e22282
Hueberin	w9_d779e22285
um	w1_d779e22290
Ausfertigung	w3_d779e22293
des	w5_d779e22296
in	w7_d779e22299
derley	w9_d779e22302
Fällen	w11_d779e22305
gewönlichen	w13_d779e22309
Amortisations=edict	w1_d779e22314
gebetten,	w3_d779e22317
auch	w5_d779e22320
ihr	w7_d779e22323
Gesuch	w9_d779e22326
ge	w11_d779e22329
williget	w1_d779e22335
worden;	w3_d779e22338
Solchemnach	w5_d779e22341
wird	w7_d779e22344
dieser	w9_d779e22347
oder	w11_d779e22350
diejenige,	w1_d779e22355
so	w3_d779e22358
obgedachten	w5_d779e22361
Satz=brief	w7_d779e22364
bereits	w9_d779e22367
in	w11_d779e22370
Handen	w1_d779e22375
haben,	w3_d779e22378
oder	w5_d779e22381
annoch	w7_d779e22384
überkommen	w9_d779e22387
möchten,	w11_d779e22390
wie	w1_d779e22395
auch	w3_d779e22398
jene,	w5_d779e22401
welche	w7_d779e22404
ansonsten	w9_d779e22407
einige	w11_d779e22410
Sprüch	w13_d779e22414
und	w1_d779e22420
Anforderungen	w3_d779e22423
hierauf	w5_d779e22426
zu	w7_d779e22429
haben	w9_d779e22432
vermeinen,	w11_d779e22435
sich	w1_d779e22440
innerhalb	w3_d779e22443
eines	w5_d779e22446
Jahrs,	w7_d779e22449
6.	w9_d779e22452
Wochen	w11_d779e22455
und	w13_d779e22459
3.	w15_d779e22462
Tä	w17_d779e22465
gen	w1_d779e22470
bey	w3_d779e22473
gehörter	w5_d779e22476
Ober=cammer	w7_d779e22479
zu	w9_d779e22482
Kloster=neuburg	w11_d779e22485
alsogewiß	w1_d779e22490
behörig	w3_d779e22493
melden,	w5_d779e22496
und	w7_d779e22499
hierzu	w9_d779e22502
legitimiren,	w11_d779e22505
wie	w1_d779e22511
im	w3_d779e22514
widrigen	w5_d779e22517
nach	w7_d779e22520
Verfliessung	w9_d779e22523
dieses	w11_d779e22526
Termins	w13_d779e22530
Niemand	w1_d779e22535
mehr	w3_d779e22538
gehöret,	w5_d779e22541
sondern	w7_d779e22544
wiederholter	w9_d779e22547
Satz	w1_d779e22552
eo	w3_d779e22555
ipso	w5_d779e22558
amortisiret,	w7_d779e22561
annulliret,	w9_d779e22564
und	w11_d779e22567
caßiret	w13_d779e22571
seyn	w1_d779e22576
solle.	w3_d779e22579
Actum	w5_d779e22582
Stift	w7_d779e22585
Kloster=neuburg	w9_d779e22588
den	w11_d779e22591
12.	w13_d779e22595
Julii	w1_d779e22601
1763.	w3_d779e22604
</p>
<list id="l36_d779e22608">
Denen	w1_d779e22612
respective	w3_d779e22615
Herren	w5_d779e22618
Garten=liebhaberen	w7_d779e22621
</list>
<p id="p38_d779e22625">
Danen	w1_d779e22629
respeetine	w3_d779e22632
Hernen	w5_d779e22635
Garton,	w7_d779e22638
liphhaberen	w9_d779e22641
wird	w1_d779e22646
hiemit	w3_d779e22649
zu	w5_d779e22652
wissen	w7_d779e22655
gemacht,	w9_d779e22658
daß	w11_d779e22661
wiederum	w13_d779e22665
die	w15_d779e22668
neuen	w1_d779e22673
Blumen=zwibel=catalogi	w3_d779e22676
von	w5_d779e22679
dem	w7_d779e22682
be	w9_d779e22685
rühmten	w1_d779e22691
Blumisten,	w3_d779e22694
Herrn	w5_d779e22697
Johann	w7_d779e22700
und	w9_d779e22703
Ma	w11_d779e22706
thias	w1_d779e22711
Klefecker	w3_d779e22714
in	w5_d779e22717
Hamburg	w7_d779e22720
alhier	w9_d779e22723
angekommen,	w11_d779e22726
worinnen	w1_d779e22731
alle	w3_d779e22734
Sorten	w5_d779e22737
deren	w7_d779e22740
schönst	w9_d779e22743
und	w11_d779e22746
raresten	w13_d779e22750
Zwibel	w1_d779e22755
oder	w3_d779e22758
Kiel=gewächsen	w5_d779e22761
nach	w7_d779e22764
dero	w9_d779e22767
Namen	w11_d779e22770
und	w1_d779e22776
Preis	w3_d779e22779
specificiret	w5_d779e22782
sind.	w7_d779e22785
Wem	w9_d779e22788
nun	w11_d779e22791
von	w13_d779e22795
der	w15_d779e22798
gleichen	w1_d779e22803
raren	w3_d779e22806
Zwibel	w5_d779e22809
und	w7_d779e22812
Kiel=werk,	w9_d779e22815
wie	w11_d779e22818
auch	w13_d779e22822
von	w1_d779e22827
besten	w3_d779e22830
Französischen	w5_d779e22833
hoch	w7_d779e22836
und	w9_d779e22839
niederstäm	w11_d779e22842
migen	w1_d779e22847
Obst=bäumen,	w3_d779e22850
ingleichen	w5_d779e22853
Taxispyrami	w7_d779e22856
den,	w1_d779e22862
Orangen,	w3_d779e22865
Lorbeer	w5_d779e22868
und	w7_d779e22871
Mürrhen=bäumen,	w9_d779e22874
auch	w1_d779e22879
allerhand	w3_d779e22882
frischen	w5_d779e22885
Garten=saamen	w7_d779e22888
und	w9_d779e22891
Pflan	w11_d779e22894
zen,	w1_d779e22899
etwas	w3_d779e22902
beliebig	w5_d779e22905
seyn	w7_d779e22908
möchte,	w9_d779e22911
der	w11_d779e22914
wird	w13_d779e22918
bey	w15_d779e22921
</p>
<p id="p44_d779e22934">
den	w1_d779e22938
Verlegern	w3_d779e22941
des	w5_d779e22944
Wienerischen	w7_d779e22947
Diarii	w9_d779e22950
obbesag	w11_d779e22953
ten	w1_d779e22958
Catalogum	w3_d779e22961
umsonst	w5_d779e22964
abholen	w7_d779e22967
zu	w9_d779e22970
lassen	w11_d779e22973
sich	w13_d779e22977
be	w15_d779e22980
lieben.	w1_d779e22985
Wann	w3_d779e22988
aber	w5_d779e22991
jemand	w7_d779e22994
nicht	w9_d779e22997
gerne	w11_d779e23000
adrittura	w13_d779e23004
von	w1_d779e23010
denen	w3_d779e23013
Herren	w5_d779e23016
Kleefeckern	w7_d779e23019
in	w9_d779e23022
Hamburg	w11_d779e23025
eine	w13_d779e23029
Bestellung	w1_d779e23034
machen,	w3_d779e23037
so	w5_d779e23040
kan	w7_d779e23043
solches	w9_d779e23046
auch	w11_d779e23049
durch	w13_d779e23053
ihre	w15_d779e23056
allhiesige	w1_d779e23061
Herren	w3_d779e23064
Correspondenten	w5_d779e23067
(welche	w7_d779e23070
bey	w9_d779e23073
den	w11_d779e23076
Verlegern	w1_d779e23081
des	w3_d779e23084
Wienerischen	w5_d779e23087
Diarii	w7_d779e23090
zu	w9_d779e23093
erfragen	w11_d779e23096
seynd)	w1_d779e23102
geschehen.	w3_d779e23105
</p>
<p id="p46_d779e23108">
Auf	w1_d779e23112
nächst	w3_d779e23115
künften	w5_d779e23118
Donnerstag,	w7_d779e23121
das	w9_d779e23124
ist	w11_d779e23127
den	w13_d779e23131
4ten	w15_d779e23134
Augusti	w1_d779e23139
werden	w3_d779e23142
unter	w5_d779e23145
den	w7_d779e23148
Tuchlauben	w9_d779e23151
in	w11_d779e23154
dem	w13_d779e23158
blauen	w1_d779e23163
Ygel	w3_d779e23166
im	w5_d779e23169
ersten	w7_d779e23172
Stock	w9_d779e23175
gegen	w11_d779e23178
die	w13_d779e23182
Durchlau	w15_d779e23185
ben	w1_d779e23191
hinaus	w3_d779e23194
verschiedene	w5_d779e23197
Verlassenschafts=effecten,	w7_d779e23200
als	w1_d779e23205
Silber,	w3_d779e23208
Porcellan,	w5_d779e23211
Uhren,	w7_d779e23214
Spiegeln,	w9_d779e23217
Kästen	w11_d779e23220
Spallier,	w1_d779e23225
Tische,	w3_d779e23228
Kanape,	w5_d779e23231
broccatellene	w7_d779e23234
Sesseln	w9_d779e23237
Herrn=kleidungen,	w1_d779e23242
Wäsch,	w3_d779e23245
etliche	w5_d779e23248
Stuck	w7_d779e23251
neue	w9_d779e23254
Leinwat,	w1_d779e23260
eine	w3_d779e23263
feine	w5_d779e23266
Garnitur	w7_d779e23269
ganz	w9_d779e23272
neue	w11_d779e23275
Nieder	w13_d779e23279
länder=spitz,	w1_d779e23284
goldene	w3_d779e23287
Ringe	w5_d779e23290
und	w7_d779e23293
Hemd=knöpfeln	w9_d779e23296
Gewehr,	w1_d779e23301
Zinn,	w3_d779e23304
Kupfer,	w5_d779e23307
Eisen,	w7_d779e23310
Blech,	w9_d779e23313
Behtge	w11_d779e23316
wand,	w1_d779e23321
Beht=stätte,	w3_d779e23324
verschiedene	w5_d779e23327
schöne	w7_d779e23330
Bilder,	w9_d779e23333
ein	w11_d779e23336
Altar=kasten,	w1_d779e23342
Roleten=gläser,	w3_d779e23345
Flaschen=keller,	w5_d779e23348
ein	w1_d779e23353
feiner	w3_d779e23356
porcellanener	w5_d779e23359
Krug	w7_d779e23362
mit	w9_d779e23365
einem	w11_d779e23368
silbernen	w13_d779e23372
Deckel,	w1_d779e23377
Vorhäng,	w3_d779e23380
Fenster	w5_d779e23383
tücher,	w7_d779e23386
verschiedene	w9_d779e23389
grünziger	w1_d779e23394
Weine	w3_d779e23397
samt	w5_d779e23400
Fässern	w7_d779e23403
mit	w9_d779e23406
eisenen	w11_d779e23409
Ban	w13_d779e23413
den,	w1_d779e23419
als	w3_d779e23422
1745,	w5_d779e23425
46,	w7_d779e23428
47,	w9_d779e23431
50ger,	w11_d779e23434
Brunner	w13_d779e23438
56ger,	w15_d779e23441
Weidlinger	w1_d779e23446
46ger,	w3_d779e23449
dreyerley	w5_d779e23452
Ratzelstorfer	w7_d779e23455
46ger	w9_d779e23458
rc.	w11_d779e23461
plus	w1_d779e23466
offerenti	w3_d779e23469
gegen	w5_d779e23472
baarer	w7_d779e23475
Bezahlung	w9_d779e23478
hindan	w11_d779e23481
ge	w13_d779e23485
geben	w1_d779e23490
werden.	w3_d779e23493
</p>
<list id="l48_d779e23497">
Auf	w1_d779e23501
nächst	w3_d779e23504
künften	w5_d779e23507
Donnerstag,	w7_d779e23510
das	w9_d779e23513
ist	w11_d779e23516
den	w13_d779e23520
4ten	w15_d779e23523
</list>
<p id="p50_d779e23527">
Den	w1_d779e23531
8.	w3_d779e23534
Augusti	w5_d779e23537
werden	w7_d779e23540
auf	w9_d779e23543
der	w11_d779e23546
Seiler=stadt	w13_d779e23550
in	w15_d779e23553
der	w1_d779e23558
grossen	w3_d779e23561
Hollerstauden	w5_d779e23564
im	w7_d779e23567
1.	w9_d779e23570
Stock	w11_d779e23573
verschiedene	w13_d779e23577
Verlassenschafts=effecten,	w1_d779e23582
als	w3_d779e23585
etwas	w5_d779e23588
Silber,	w7_d779e23591
Mans	w9_d779e23594
kleider,	w1_d779e23600
Wäsch	w3_d779e23603
und	w5_d779e23606
andere	w7_d779e23609
Fahrnussen,	w9_d779e23612
Vormittag	w11_d779e23615
von	w1_d779e23620
9.	w3_d779e23623
bis	w5_d779e23626
12.	w7_d779e23629
Nachmittag	w9_d779e23632
aber	w11_d779e23635
von	w13_d779e23639
3.	w15_d779e23642
bis	w17_d779e23645
6.	w19_d779e23648
Uhr	w21_d779e23651
dem	w1_d779e23656
Meistbietenden	w3_d779e23659
verkäuflich	w5_d779e23662
hindan	w7_d779e23665
gegeben	w9_d779e23668
werden	w1_d779e23673
</p>
<list id="l52_d779e23676">
Den	w1_d779e23680
8.	w3_d779e23683
Augusti	w5_d779e23686
werden	w7_d779e23689
auf	w9_d779e23692
der	w11_d779e23695
Seiler=stadt	w13_d779e23699
in	w15_d779e23702
</list>
<list id="l54_d779e23706">
Von	w1_d779e23710
N.	w3_d779e23713
Burgermeister,	w5_d779e23716
Stadt=richter	w7_d779e23719
und	w9_d779e23722
Raht	w11_d779e23725
</list>
<p id="p56_d779e23729">
Von	w1_d779e23733
N.	w3_d779e23736
Burgermeister,	w5_d779e23739
Stadt=richter	w7_d779e23742
und	w9_d779e23745
Raht	w11_d779e23748
der	w1_d779e23753
N.	w3_d779e23756
Oe.	w5_d779e23759
Landes=fürstl.	w7_d779e23762
Stadt	w9_d779e23765
Prugg	w11_d779e23768
an	w13_d779e23772
der	w15_d779e23775
Leytha	w1_d779e23780
wegen,	w3_d779e23783
wird	w5_d779e23786
hiemit	w7_d779e23789
jedermänniglich	w9_d779e23792
kund	w11_d779e23795
und	w1_d779e23801
zu	w3_d779e23804
wissen	w5_d779e23807
gemacht,	w7_d779e23810
welchergestalten	w9_d779e23813
der	w11_d779e23816
Johann	w13_d779e23820
Michael	w1_d779e23825
Hörtinger	w3_d779e23828
seiner	w5_d779e23831
Profeßion	w7_d779e23834
ein	w9_d779e23837
Lebzelter	w11_d779e23840
gesell	w1_d779e23845
schon	w3_d779e23848
vor	w5_d779e23851
32.	w7_d779e23854
Jahren	w9_d779e23857
von	w11_d779e23860
hier	w13_d779e23864
in	w15_d779e23867
fremdes	w17_d779e23870
Land	w1_d779e23875
gereiset,	w3_d779e23878
und	w5_d779e23881
bisher	w7_d779e23884
von	w9_d779e23887
ihme	w11_d779e23890
nichts	w13_d779e23894
gehöret,	w15_d779e23897
oder	w1_d779e23903
gesehen	w3_d779e23906
worden,	w5_d779e23909
sohindann	w7_d779e23912
auch,	w9_d779e23915
wo	w11_d779e23918
er	w13_d779e23922
sich	w15_d779e23925
dermalen	w1_d779e23930
aufhalte,	w3_d779e23933
oder	w5_d779e23936
ob	w7_d779e23939
er	w9_d779e23942
annoch	w11_d779e23945
lebe,	w13_d779e23949
ganz	w15_d779e23952
unbekannt	w1_d779e23957
seye;	w3_d779e23960
da	w5_d779e23963
nun,	w7_d779e23966
in	w9_d779e23969
Betracht	w11_d779e23972
des	w13_d779e23976
ihme	w15_d779e23979
Johann	w1_d779e23984
Michael	w3_d779e23987
Hörtinger	w5_d779e23990
hier	w7_d779e23993
zugefallenMütter	w9_d779e23996
lichen	w1_d779e24002
Erb=guts,	w3_d779e24005
daran	w5_d779e24008
gelegen	w7_d779e24011
ist,	w9_d779e24014
von	w11_d779e24017
desselben	w13_d779e24021
Leben	w1_d779e24026
oder	w3_d779e24029
Tod	w5_d779e24032
sichere	w7_d779e24035
Nachricht	w9_d779e24038
zu	w11_d779e24041
haben,	w13_d779e24045
als	w15_d779e24048
wird	w17_d779e24051
selber,	w1_d779e24056
falls	w3_d779e24059
er	w5_d779e24062
noch	w7_d779e24065
im	w9_d779e24068
Leben,	w11_d779e24071
entweder	w13_d779e24075
selbst	w15_d779e24078
per	w17_d779e24081
sönlich,	w1_d779e24086
oder	w3_d779e24089
durch	w5_d779e24092
einen	w7_d779e24095
genugsam	w9_d779e24098
instruirten	w11_d779e24101
Mandatarium	w1_d779e24107
binnen	w3_d779e24110
1.	w5_d779e24113
Jahr,	w7_d779e24116
6.	w9_d779e24119
Wochen	w11_d779e24122
und	w13_d779e24126
3.	w15_d779e24129
Tägen	w1_d779e24134
sich	w3_d779e24137
alsogewiß	w5_d779e24140
hier	w7_d779e24143
zu	w9_d779e24146
melden	w11_d779e24149
haben,	w13_d779e24153
wie	w15_d779e24156
im	w17_d779e24159
widrigen	w1_d779e24164
nach	w3_d779e24167
oben	w5_d779e24170
berührter	w7_d779e24173
Verjährung	w9_d779e24176
dessen	w11_d779e24179
sich	w1_d779e24184
hervorthuend=rechtmäßige	w3_d779e24187
Erben	w5_d779e24190
das	w7_d779e24193
mütter	w9_d779e24196
liche	w1_d779e24202
Erbgut	w3_d779e24205
hinausgegeben,	w5_d779e24208
und	w7_d779e24211
er	w9_d779e24214
Hörtinger,	w11_d779e24217
wann	w1_d779e24222
er	w3_d779e24225
sich	w5_d779e24228
auch	w7_d779e24231
nach	w9_d779e24234
dieser	w11_d779e24237
Zeit	w13_d779e24241
hierumen	w15_d779e24244
mel	w17_d779e24247
den	w1_d779e24252
sollte,	w3_d779e24255
keineswegs	w5_d779e24258
mehr	w7_d779e24261
gehöret	w9_d779e24264
werden	w11_d779e24267
wird.	w13_d779e24271
Prugg	w1_d779e24276
an	w3_d779e24279
der	w5_d779e24282
Leytha	w7_d779e24285
den	w9_d779e24288
14.	w11_d779e24291
Julii	w13_d779e24295
1763.	w15_d779e24298
</p>
<p id="p58_d779e24301">
Von	w1_d779e24305
N.	w3_d779e24308
Burgermeister,	w5_d779e24311
Stadt	w7_d779e24314
richter	w9_d779e24317
und	w11_d779e24320
Raht	w13_d779e24324
der	w1_d779e24329
Landesfürstlichen	w3_d779e24332
Stadt	w5_d779e24335
Prugg	w7_d779e24338
an	w9_d779e24341
der	w11_d779e24344
Leytha	w13_d779e24348
wegen,	w1_d779e24353
wird	w3_d779e24356
hiemit	w5_d779e24359
jedermänniglich	w7_d779e24362
kund	w9_d779e24365
und	w11_d779e24368
zu	w13_d779e24372
wissen	w1_d779e24378
gemacht,	w3_d779e24381
daß,	w5_d779e24384
nachdeme	w7_d779e24387
die	w9_d779e24390
vorhinnige	w11_d779e24393
zu	w13_d779e24397
Licitirung	w1_d779e24402
des	w3_d779e24405
Joseph	w5_d779e24408
Pergerischen	w7_d779e24411
Hauses,	w9_d779e24414
und	w11_d779e24417
leeren	w1_d779e24422
Wein	w3_d779e24425
fässern	w5_d779e24428
in	w7_d779e24431
eisenen	w9_d779e24434
Banden,	w11_d779e24437
wie	w13_d779e24441
auch	w15_d779e24444
Weingärten	w1_d779e24449
und	w3_d779e24452
Aecker	w5_d779e24455
anberaumte	w7_d779e24458
Tagsatzungen	w9_d779e24461
aus	w1_d779e24467
Mangel	w3_d779e24470
deren	w5_d779e24473
Licitanten	w7_d779e24476
fruchtlos	w9_d779e24479
abgeloffen	w11_d779e24482
seynd,	w1_d779e24487
nun	w3_d779e24490
wiederumen	w5_d779e24493
eine	w7_d779e24496
weitere	w9_d779e24499
auf	w11_d779e24502
den	w13_d779e24506
25.	w15_d779e24509
nächst	w1_d779e24514
künftigen	w3_d779e24517
Monats	w5_d779e24520
Augusti	w7_d779e24523
angeordnet	w9_d779e24526
wor	w11_d779e24529
den;	w1_d779e24534
es	w3_d779e24537
werden	w5_d779e24540
demnach	w7_d779e24543
diejenige,	w9_d779e24546
so	w11_d779e24549
hierumen	w13_d779e24553
zu	w15_d779e24556
licitiren	w1_d779e24562
gedenken,	w3_d779e24565
an	w5_d779e24568
jetztbesagtem	w7_d779e24571
Tag	w9_d779e24574
fruhe	w11_d779e24577
um	w13_d779e24581
9.	w1_d779e24586
Uhr	w3_d779e24589
auf	w5_d779e24592
dem	w7_d779e24595
Raht	w9_d779e24598
haus	w11_d779e24601
zu	w13_d779e24605
erscheinen	w15_d779e24608
haben.	w17_d779e24611
</p>
<list id="l60_d779e24615">
Von	w1_d779e24619
N.	w3_d779e24622
Burgermeister,	w5_d779e24625
Stadt	w7_d779e24628
richter	w9_d779e24631
und	w11_d779e24634
Raht	w13_d779e24638
</list>
<p id="p62_d779e24642">
Von	w1_d779e24646
N.	w3_d779e24649
Burgermeister,	w5_d779e24652
Stadtrichter	w7_d779e24655
und	w9_d779e24658
Raht	w11_d779e24661
der	w1_d779e24666
Landesfürstl.	w3_d779e24669
Stadt	w5_d779e24672
Prugg	w7_d779e24675
an	w9_d779e24678
der	w11_d779e24681
Leytha	w13_d779e24685
we	w15_d779e24688
gen,	w1_d779e24693
wird	w3_d779e24696
hiemit	w5_d779e24699
jedermänniglich	w7_d779e24702
kund	w9_d779e24705
und	w11_d779e24708
zu	w13_d779e24712
wis	w15_d779e24715
sen	w1_d779e24721
gemacht,	w3_d779e24724
daß,	w5_d779e24727
nachdeme	w7_d779e24730
die	w9_d779e24733
erstere	w11_d779e24736
zu	w13_d779e24740
Liciti	w15_d779e24743
rung	w1_d779e24748
des	w3_d779e24751
hier	w5_d779e24754
auf	w7_d779e24757
dem	w9_d779e24760
Platz	w11_d779e24763
ligend=Joseph	w13_d779e24767
Rist	w15_d779e24770
lischen	w1_d779e24775
