<doc id="edoc_wd_1780-12-02" attrs="word" year="1780" month="12" day="02" corpus="1">
<p id="p4">
Monarchinn	w23
um	w5893
sich	w5894
diesen	w5895
Umstand	w5896
zu	w5897
Nutzen	w5898
zu	w5899
machen	w5900
<g/>
.
Man	w5902
hielt	w5903
für	w5904
rath=sam	w5905
<g/>
=
<g/>
,
die	w5908
Sachen	w5909
so	w5910
einzuleiten	w5911
<g/>
,
daß	w5913
Ar=nold	w5914
<g/>
=
mit	w5916
einer	w5917
Abtheilung	w5918
gegen	w5919
einen	w5920
gewissen	w5921
Posten	w5922
anrücken	w5923
sollte	w5924
<g/>
,
wo	w5926
er	w5927
alsdann	w5928
mit	w5929
überlegener	w5930
Macht	w5931
umrun=gen	w5932
<g/>
=
würde	w5934
<g/>
.
Nun	w5936
blieb	w5937
nichts	w5938
mehr	w5939
übrig	w5940
<g/>
,
als	w5942
dem	w5943
Herrn	w5944
Arnold	w5945
dieses	w5946
Vorhaben	w5947
beyzubringen	w5948
<g/>
.
Der	w5950
Generaladjutant	w5951
AnAndre	w5952
<g/>
=
</p>
<p id="p62">
dre	w5954
übernahm	w5955
dem	w5956
Geschäft	w5957
<g/>
;
traf	w5959
ver=kleidet	w5960
<g/>
=
in	w5962
das	w5963
Lager	w5964
ein	w5965
<g/>
;
gieng	w5967
bis	w5968
zu	w5969
Arnolds	w5970
Zelt	w5971
<g/>
;
verabredete	w5973
alles	w5974
mit	w5975
ihm	w5976
<g/>
,
und	w5978
kehrte	w5979
nach	w5980
Newyork	w5981
zurück	w5982
<g/>
.
Auf	w5984
das	w5985
Zurufen	w5986
von	w5987
3	w5988
Milizen	w5989
<g/>
,
wird	w5991
er	w5992
be=thört	w5993
<g/>
=
<g/>
;
antwortet	w5996
zweydeutig	w5997
<g/>
;
kömmt	w5999
doch	w6000
bey	w6001
zwo	w6002
Wachen	w6003
vorbey	w6004
<g/>
;
von	w6006
der	w6007
3ten	w6008
aber	w6009
angehalten	w6010
<g/>
;
anstatt	w6012
einen	w6013
von	w6014
Arnold	w6015
erhaltenen	w6016
Paß	w6017
aufzuweisen	w6018
<g/>
,
zieht	w6020
er	w6021
seine	w6022
Goldbörse	w6023
und	w6024
Sackuhr	w6025
heraus	w6026
<g/>
,
um	w6028
sich	w6029
Luft	w6030
zu	w6031
machen	w6032
<g/>
.
Je	w6034
ansehnlicher	w6035
das	w6036
Anerbiethen	w6037
war	w6038
<g/>
,
je	w6040
tiefer	w6041
fiel	w6042
der	w6043
Mann	w6044
in	w6045
Verdacht	w6046
<g/>
;
man	w6048
hielt	w6049
ihn	w6050
an	w6051
<g/>
,
führte	w6053
ihn	w6054
zu	w6055
dem	w6056
General	w6057
Washington	w6058
<g/>
,
der	w6060
ihn	w6061
verhörte	w6062
<g/>
,
und	w6064
<g/>
,
nach	w6066
angestellter	w6067
Untersuchung	w6068
<g/>
,
in	w6070
seinen	w6071
Stiefeln	w6072
alle	w6073
Papiere	w6074
aufdeckte	w6075
<g/>
,
die	w6077
ihn	w6078
anders	w6079
nicht	w6080
<g/>
,
als	w6082
für	w6083
einen	w6084
Spion	w6085
betrachten	w6086
liessen	w6087
<g/>
,
und	w6089
zu	w6090
gleicher	w6091
Zeit	w6092
des	w6093
Arnolds	w6094
heim=liches	w6095
<g/>
=
Vorhaben	w6097
entwickelten	w6098
<g/>
.
</p>
<p id="p63">
Der	w6100
General	w6101
Washington	w6102
gieng	w6103
in	w6104
sich	w6105
<g/>
,
und	w6107
überdacht	w6108
<g/>
,
wie	w6110
beschwerlich	w6111
und	w6112
vielleicht	w6113
gefährlich	w6114
es	w6115
seyn	w6116
würde	w6117
<g/>
,
den	w6119
verrätherischen	w6120
General	w6121
beym	w6122
Kopfe	w6123
grei=fen	w6124
<g/>
=
zu	w6126
lassen	w6127
<g/>
.
Er	w6129
war	w6130
daher	w6131
schlüssig	w6132
<g/>
,
ihm	w6134
zur	w6135
Stunde	w6136
schriftlich	w6137
zu	w6138
melden	w6139
<g/>
,
der	w6141
Graf	w6142
von	w6143
Rochambeau	w6144
und	w6145
der	w6146
Mar=quis	w6147
<g/>
=
von	w6149
la	w6150
Fayette	w6151
verlangten	w6152
<g/>
,
seine	w6154
Division	w6155
zu	w6156
sehen	w6157
<g/>
,
er	w6159
möchte	w6160
dieselbe	w6161
also	w6162
auf	w6163
den	w6164
folgenden	w6165
Tag	w6166
in	w6167
Ordnung	w6168
stellen	w6169
<g/>
,
und	w6171
er	w6172
<g/>
,
Washington	w6174
<g/>
,
würde	w6176
die	w6177
Revüe	w6178
darüber	w6179
halten	w6180
<g/>
,
hernächst	w6182
aber	w6183
mit	w6184
den	w6185
französischen	w6186
Herren	w6187
Offiziren	w6188
bey	w6189
Madame	w6190
Arnold	w6191
zu	w6192
Mittage	w6193
speisen	w6194
<g/>
.
Der	w6196
Herr	w6197
Generalmajor	w6198
Arnold	w6199
gerieth	w6200
in	w6201
die	w6202
Schlinge	w6203
<g/>
,
und	w6205
antwortete	w6206
<g/>
,
der	w6208
Besuch	w6209
würde	w6210
seiner	w6211
Gemahlinn	w6212
zur	w6213
Eh=re	w6214
<g/>
=
gereichen	w6216
<g/>
.
Nun	w6218
war	w6219
der	w6220
Adjudant	w6221
<g/>
,
der	w6223
die	w6224
Bothschaft	w6225
überbracht	w6226
hatte	w6227
<g/>
,
so	w6229
unbesonnen	w6230
<g/>
,
daß	w6232
er	w6233
von	w6234
einem	w6235
eben	w6236
ein=gehafteten	w6237
<g/>
=
Spion	w6239
sprach	w6240
<g/>
.
Arnold	w6242
roch	w6243
die	w6244
Lunte	w6245
<g/>
;
machte	w6247
sich	w6248
aus	w6249
dem	w6250
Stau=be	w6251
<g/>
=
<g/>
;
eilte	w6254
nach	w6255
dem	w6256
Gestade	w6257
<g/>
;
sprang	w6259
in	w6260
einen	w6261
Fischerkahn	w6262
<g/>
,
und	w6264
kam	w6265
glücklich	w6266
nach	w6267
Newyork	w6268
<g/>
,
wo	w6270
er	w6271
mit	w6272
ausgespann=ten	w6273
<g/>
=
Armen	w6275
empfangen	w6276
wurde	w6277
<g/>
,
und	w6279
letzt	w6280
gedachte	w6281
Addresse	w6282
in	w6283
der	w6284
Rivingtons	w6285
Gazette	w6286
herausgab	w6287
<g/>
,
die	w6289
wir	w6290
liefern	w6291
werden	w6292
<g/>
.
</p>
<p id="p64">
Sobald	w6294
der	w6295
General	w6296
Washington	w6297
die	w6298
Entweichung	w6299
des	w6300
Arnolds	w6301
erfuhr	w6302
<g/>
,
ließ	w6304
</p>
<p id="p65">
er	w6305
den	w6306
General	w6307
Stirling	w6308
<g/>
,
7	w6310
Oberste	w6311
und	w6312
2	w6313
Glieder	w6314
des	w6315
Congresses	w6316
einziehen.	w6317
Die	w6318
Ursache	w6319
hievon	w6320
wird	w6321
sich	w6322
sonder	w6323
Zweifel	w6324
mit	w6325
der	w6326
Zeit	w6327
aufdecken	w6328
<g/>
.
Jndes=	w6330
sen	w6331
ward	w6332
der	w6333
arme	w6334
Andre	w6335
in	w6336
Ketten	w6337
ge=schlagen	w6338
<g/>
=
<g/>
.
Auf	w6341
die	w6342
hievon	w6343
erhaltene	w6344
Nach=richt	w6345
<g/>
=
<g/>
,
fertigte	w6348
Sir	w6349
Heinrich	w6350
Clinton	w6351
dem	w6352
General	w6353
Roberts	w6354
mit	w6355
einem	w6356
Cartelle	w6357
aus,	w6358
um	w6359
sich	w6360
über	w6361
die	w6362
Auswechslung	w6363
dieser	w6364
Gefangenen	w6365
<g/>
,
gegen	w6367
welchen	w6368
er	w6369
<g/>
,
der	w6371
Sa=ge	w6372
<g/>
=
nach	w6374
<g/>
,
20	w6376
eidbrüchige	w6377
und	w6378
zum	w6379
Tode	w6380
verurtheilte	w6381
Amerikaner	w6382
anboth	w6383
<g/>
,
zu	w6385
be=sprechen	w6386
<g/>
=
<g/>
.
Washington	w6389
wollte	w6390
keinen	w6391
andern	w6392
<g/>
,
als	w6394
Arnold	w6395
ausgewechselt	w6396
wis=sen	w6397
<g/>
=
<g/>
.
Das	w6400
Ab	w6401
<g/>
=
und	w6403
Zugehen	w6404
in	w6405
diesem	w6406
Geschäfte	w6407
dauerte	w6408
4	w6409
bis	w6410
5	w6411
Tage	w6412
<g/>
,
da	w6414
Hartnäckigkeit	w6415
ein	w6416
und	w6417
anderer	w6418
Seits	w6419
in	w6420
die	w6421
Mitte	w6422
trat	w6423
<g/>
,
und	w6425
der	w6426
unglückliche	w6427
Andre	w6428
zum	w6429
Opfer	w6430
ward	w6431
<g/>
.
Die	w6433
Generäle	w6434
welche	w6435
das	w6436
Kriegsgericht	w6437
ausmachten	w6438
sollen	w6439
<g/>
,
wie	w6441
man	w6442
versichert	w6443
<g/>
,
heisse	w6445
Thrä=nen	w6446
<g/>
=
vergossen	w6448
haben	w6449
<g/>
,
da	w6451
sie	w6452
ihm	w6453
das	w6454
Urtheil	w6455
ankündigten	w6456
<g/>
.
Er	w6458
war	w6459
allgemein	w6460
beliebt	w6461
und	w6462
geschätzt	w6463
<g/>
,
erst	w6465
im	w6466
27	w6467
<g/>
.
Jahr	w6469
re	w6470
seines	w6471
Alters	w6472
<g/>
,
und	w6474
im	w6475
8ten	w6476
seines	w6477
Kriegsdienstes	w6478
<g/>
.
Seine	w6480
Verdienste	w6481
hat=ten	w6482
<g/>
=
ihm	w6484
zum	w6485
Majorsgrade	w6486
gebracht	w6487
<g/>
,
ob	w6489
er	w6490
gleich	w6491
von	w6492
seinem	w6493
Vater	w6494
<g/>
,
der	w6496
ein	w6497
Handelsmann	w6498
zu	w6499
Londen	w6500
ist	w6501
<g/>
,
kein	w6503
Ver=mögen	w6504
<g/>
=
hatte	w6506
<g/>
.
</p>
<p id="p66">
Man	w6508
will	w6509
Nachricht	w6510
haben	w6511
<g/>
,
daß	w6513
noch	w6514
4	w6515
andere	w6516
Generäle	w6517
der	w6518
Rebellen	w6519
<g/>
,
näm=lich	w6521
<g/>
=
Knor	w6523
<g/>
,
How	w6525
<g/>
,
Sullivan	w6527
und	w6528
Max=well	w6529
<g/>
=
die	w6531
amerikanische	w6532
Armee	w6533
verlassen	w6534
<g/>
,
und	w6536
sich	w6537
nach	w6538
Neuyork	w6539
begeben	w6540
haben	w6541
<g/>
.
Solcher	w6543
Abfall	w6544
verdiente	w6545
auch	w6546
wohl	w6547
ei=nen	w6548
<g/>
=
Raum	w6550
in	w6551
der	w6552
Hofzeitung	w6553
<g/>
,
nicht	w6555
we=niger	w6556
<g/>
=
eine	w6558
allgemeine	w6559
Gährung	w6560
in	w6561
allen	w6562
Provinzen	w6563
wider	w6564
den	w6565
Kongreß	w6566
und	w6567
die	w6568
Franzosen	w6569
<g/>
,
wenn	w6571
ein	w6572
und	w6573
anders	w6574
seine	w6575
Richtigkeit	w6576
haben	w6577
sollte	w6578
<g/>
.
</p>
<p id="p67">
Die	w6580
ostindische	w6581
Handlungsgesellschaft	w6582
hat	w6583
aus	w6584
Bengala	w6585
über	w6586
Holland	w6587
die	w6588
Nach=richt	w6589
<g/>
=
erhalen	w6591
<g/>
,
daß	w6593
an	w6594
dem	w6595
Ganges	w6596
gros=se	w6597
<g/>
=
Vorbereitungen	w6599
gemacht	w6600
werden	w6601
<g/>
,
die	w6603
wider	w6604
die	w6605
Jnsel	w6606
Mauritius	w6607
oder	w6608
Manil=la	w6609
<g/>
=
bestimmt	w6611
zu	w6612
schein	w6613
schienen	w6614
<g/>
.
Man	w6616
ver=muthete	w6617
<g/>
=
einen	w6619
desto	w6620
glücklichern	w6621
Ausschlag	w6622
davon	w6623
<g/>
,
weil	w6625
von	w6626
allen	w6627
Seiten	w6628
eine	w6629
be=trächtliche	w6630
<g/>
=
Land	w6632
<g/>
=
und	w6634
Seemacht	w6635
zu	w6636
die=ser	w6637
<g/>
=
Ausführung	w6639
zusammen	w6640
gebracht	w6641
<g/>
,
und	w6643
</p>
<p id="p68">
gar	w6644
ein	w6645
Haufen	w6646
Matrosen	w6647
am	w6648
Borde	w6649
der	w6650
Kompagnieschiffe	w6651
gepreßt	w6652
worden	w6653
waren	w6654
<g/>
.
</p>
<p id="p69">
Dem	w6656
im	w6657
Tower	w6658
eingehalteten	w6659
Herrn	w6660
urens	w6661
hat	w6662
das	w6663
Ministerium	w6664
endlich	w6665
er=laubt	w6666
<g/>
=
<g/>
,
in	w6669
dem	w6670
Umfange	w6671
dieses	w6672
Gefäng=nisses	w6673
<g/>
=
zu	w6675
spazieren	w6676
<g/>
,
und	w6678
frische	w6679
Luft	w6680
zu	w6681
schöpfen	w6682
<g/>
;
der	w6684
Gouverneur	w6685
muß	w6686
ihn	w6687
aber	w6688
durch	w6689
seine	w6690
Leute	w6691
begleiten	w6692
<g/>
,
und	w6694
ihm	w6695
al=len	w6696
<g/>
=
Umgang	w6698
mit	w6699
andern	w6700
Personen	w6701
ver=wehren	w6702
<g/>
=
lassen	w6704
<g/>
.
</p>
<head id="hl18">
Nachricht	w6706
<g/>
:
</head>
<p id="p70">
Man	w6708
hat	w6709
zwar	w6710
von	w6711
Seiten	w6712
des	w6713
k	w6714
<g/>
.
k	w6716
<g/>
.
Kreis	w6718
Amts	w6719
des	w6720
V	w6721
<g/>
.
U	w6723
<g/>
.
M	w6725
<g/>
.
B	w6727
<g/>
.
zu	w6729
Kornneuburg	w6730
un=term	w6731
<g/>
=
24	w6733
<g/>
.
Juni	w6735
1780	w6736
bereits	w6737
kund	w6738
gemacht	w6739
<g/>
,
daß	w6741
die	w6742
Sebastian	w6743
Hainzische	w6744
Ganzlehenbehausung	w6745
Unter	w6746
<g/>
=
Siebenbrunn	w6748
durch	w6749
Hindangebung	w6750
Billeter	w6751
ausgespielet	w6752
werden	w6753
soll	w6754
<g/>
,
die	w6756
Ziehung	w6757
der	w6758
auf	w6759
den	w6760
19	w6761
<g/>
.
Decemb	w6763
<g/>
.
1780	w6765
früh	w6766
um	w6767
9	w6768
Uhr	w6769
festgesetzet	w6770
worden	w6771
<g/>
:
da	w6773
aber	w6774
noch	w6775
1500	w6776
Billeter	w6777
zu	w6778
erheben	w6779
sind	w6780
und	w6781
die	w6782
bestimmte	w6783
Zeit	w6784
zu	w6785
kurz	w6786
<g/>
,
so	w6788
hat	w6789
man	w6790
nothwendig	w6791
erachtet	w6792
<g/>
,
diese	w6794
Ziehung	w6795
mit	w6796
all	w6797
vorigen	w6798
Anhang	w6799
bis	w6800
auf	w6801
den	w6802
letzten	w6803
May	w6804
1781	w6805
festzusetzen	w6806
dergestalt	w6807
<g/>
,
daß	w6809
denn	w6810
wider	w6811
Verhoffen	w6812
einige	w6813
Billeter	w6814
zurück	w6815
blei=en	w6816
<g/>
=
sollten	w6818
<g/>
,
selbe	w6820
dem	w6821
Ausspieler	w6822
als	w6823
baar	w6824
Geld	w6825
heimfallen	w6826
<g/>
.
Die	w6828
Billeter	w6829
sind	w6830
ferner	w6831
in	w6832
Wien	w6833
am	w6834
Kohlmarkt	w6835
im	w6836
alten	w6837
Michaelerhaus	w6838
im	w6839
Ta	w6840
<g/>
=
kgewölb	w6842
zur	w6843
goldenen	w6844
Schlange	w6845
<g/>
,
und	w6847
in	w6848
der	w6849
Leopoldstadt	w6850
im	w6851
Hugelmannischen	w6852
Caffehaus	w6853
zu	w6854
erhebem	w6855
<g/>
.
Kreisamt	w6857
des	w6858
V	w6859
<g/>
.
U	w6861
<g/>
.
M	w6863
<g/>
.
B	w6865
<g/>
.
zu	w6867
Korn=neuburg	w6868
<g/>
=
den	w6870
1	w6871
<g/>
.
Decemb	w6873
<g/>
.
1780	w6875
<g/>
.
</p>
<p id="p71">
An	w6877
der	w6878
Wien	w6879
der	w6880
Johanneskapelle	w6881
gegen	w6882
über	w6883
Nr	w6884
<g/>
.
42	w6886
im	w6887
weissen	w6888
Hirschen	w6889
ist	w6890
ein	w6891
sehr	w6892
schönes	w6893
Billard	w6894
mit	w6895
aller	w6896
Zugehör	w6897
zu	w6898
verkau=fen	w6899
<g/>
=
<g/>
.
Die	w6902
Liebhaber	w6903
können	w6904
sich	w6905
daselbst	w6906
bey	w6907
dem	w6908
Hausherrn	w6909
des	w6910
nähern	w6911
erkundigen	w6912
<g/>
.
</p>
<p id="p72">
Jn	w6914
der	w6915
landesfürstl	w6916
<g/>
.
Stadt	w6918
Tulln	w6919
ist	w6920
das	w6921
Haus	w6922
Nr	w6923
<g/>
.
190	w6925
<g/>
,
bestehend	w6927
in	w6928
4	w6929
Zimmern	w6930
<g/>
,
ei=nem	w6932
<g/>
=
gewölbten	w6934
Vorhaus	w6935
und	w6936
Kuchel	w6937
<g/>
,
einem	w6939
Kraut	w6940
<g/>
=
und	w6942
Weinkeller	w6943
<g/>
,
dann	w6945
einem	w6946
Nebenstock	w6947
mit	w6948
einem	w6949
Zimmer	w6950
und	w6951
Kuchel	w6952
für	w6953
Zinsleute	w6954
<g/>
,
einer	w6956
Stallung	w6957
auf	w6958
4	w6959
Stuck	w6960
Rindvieh	w6961
<g/>
,
Holz=schupfen	w6963
<g/>
=
und	w6965
Stadel	w6966
zur	w6967
Fechsung	w6968
<g/>
,
nebst	w6970
einem	w6971
Kuchelgarten	w6972
<g/>
,
und	w6974
einem	w6975
Joch	w6976
Reubruchacker	w6977
<g/>
,
samt	w6979
Gewölb	w6980
<g/>
,
darauf	w6982
exercirenden	w6983
Leinwand=handlungsgerechtigkeit	w6984
<g/>
=
und	w6986
Waarenlager	w6987
<g/>
,
um	w6989
billigen	w6990
Preis	w6991
gegen	w6992
baare	w6993
Bezahlung	w6994
zu	w6995
ver=kaufen	w6996
<g/>
=
<g/>
.
Liebhaber	w6999
können	w7000
sich	w7001
deshalb	w7002
daselbst	w7003
bey	w7004
dem	w7005
Jnhaber	w7006
melden	w7007
<g/>
.
</p>
<p id="p73">
Franz	w7009
Leopold	w7010
Schinerer	w7011
<g/>
,
behauster	w7013
Burger	w7014
und	w7015
Weisgärber	w7016
zu	w7017
Egenburg	w7018
ist	w7019
Willens	w7020
sein	w7021
Haus	w7022
samt	w7023
Gewerb	w7024
und	w7025
zugehörige	w7026
Einrich=tung	w7027
<g/>
=
<g/>
,
auch	w7030
6	w7031
Joch	w7032
Acker	w7033
<g/>
,
ein	w7035
Kraut	w7036
Pifang	w7037
<g/>
,
</p>
<p id="p74">
und	w7039
andere	w7040
Hauseinrichtung	w7041
zu	w7042
verkaufen	w7043
<g/>
,
und	w7045
können	w7046
sich	w7047
die	w7048
Kauflustige	w7049
deshalb	w7050
aldort	w7051
bey	w7052
ihm	w7053
melden	w7054
<g/>
.
</p>
<p id="p75">
Den	w7056
5	w7057
<g/>
.
dieses	w7059
werden	w7060
in	w7061
der	w7062
grossen	w7063
Doro=theegasse	w7064
<g/>
=
im	w7066
Brennerischen	w7067
Haus	w7068
Nr	w7069
<g/>
.
1145	w7071
verschiedener	w7072
Geschmuck	w7073
<g/>
,
brillant	w7075
und	w7076
rautene	w7077
Ringe	w7078
<g/>
,
etwas	w7080
Silber	w7081
<g/>
,
gold	w7083
und	w7084
silberne	w7085
Sack=dann	w7086
<g/>
=
Stockuhren	w7088
<g/>
,
bordirt	w7090
und	w7091
glatte	w7092
Manns=kleider	w7093
<g/>
=
<g/>
,
worunter	w7096
ein	w7097
schwarzsammetenes	w7098
mit	w7099
einer	w7100
gleichen	w7101
und	w7102
einer	w7103
reichen	w7104
Veste	w7105
<g/>
,
gros	w7107
de	w7108
tour	w7109
<g/>
=
attlaß	w7111
<g/>
=
taffet	w7113
und	w7114
batavene	w7115
Frauenklei=der	w7116
<g/>
=
<g/>
,
Brüßler	w7119
Frauengarnituren	w7120
<g/>
,
4	w7122
Figuren	w7123
von	w7124
Schnecken	w7125
<g/>
,
besonders	w7127
wohlgemacht	w7128
<g/>
,
dann	w7130
ein	w7131
von	w7132
Jnsektenflügeln	w7133
künstlich	w7134
zusammgesetz=ter	w7135
<g/>
=
Vogel	w7137
<g/>
,
Kupferstiche	w7139
in	w7140
eichenen	w7141
Rahmen	w7142
<g/>
,
hartfournirte	w7144
Schubladkästen	w7145
<g/>
,
Spiegel	w7147
<g/>
,
Sessel	w7149
<g/>
,
und	w7151
derley	w7152
Geräthschaften	w7153
zu	w7154
den	w7155
gewöhnlichen	w7156
Stunden	w7157
licitando	w7158
verkauft	w7159
<g/>
.
</p>
<p id="p76">
Den	w7161
7	w7162
<g/>
.
dies	w7164
werden	w7165
im	w7166
Judengässel	w7167
bey	w7168
der	w7169
heil	w7170
<g/>
.
Dreyfaltigkeit	w7172
ober	w7173
dem	w7174
Wirthshaus	w7175
im	w7176
3ten	w7177
Stock	w7178
linkerhand	w7179
übern	w7180
Gang	w7181
verschiedene	w7182
Effekten	w7183
<g/>
,
als	w7185
grosdetouren	w7186
und	w7187
taffetene	w7188
Frau=enkleider	w7189
<g/>
=
<g/>
,
derley	w7192
Wäsche	w7193
<g/>
,
Kinderbettel	w7195
<g/>
,
Tisch=zeug	w7197
<g/>
=
<g/>
,
Leintücher	w7200
<g/>
,
etwas	w7202
Silber	w7203
<g/>
,
eine	w7205
goldene	w7206
Frauenrepetiruhr	w7207
samt	w7208
derley	w7209
Hacken	w7210
<g/>
,
eine	w7212
tom=packene	w7213
<g/>
=
deto	w7215
<g/>
,
und	w7217
eine	w7218
silberne	w7219
Minutenuhr	w7220
<g/>
,
ein	w7222
Stück	w7223
broschirten	w7224
Attlaß	w7225
<g/>
,
etwas	w7227
Manns=kleider	w7228
<g/>
=
<g/>
,
Kästen	w7231
<g/>
,
Sessell	w7233
<g/>
,
Bettgewand	w7235
<g/>
,
Zinn	w7237
<g/>
,
Eisen	w7239
<g/>
,
Kuchelgeschirr	w7241
<g/>
,
und	w7243
andere	w7244
Mobilien	w7245
<g/>
,
zu	w7247
den	w7248
gewöhnlichen	w7249
Stunden	w7250
vor	w7251
<g/>
=
und	w7253
nach=mittag	w7254
<g/>
=
licitando	w7256
verkauft	w7257
<g/>
.
</p>
<p id="p77">
Von	w7259
dem	w7260
k	w7261
<g/>
.
k	w7263
<g/>
.
Stadt	w7265
<g/>
=
und	w7267
Landgericht	w7268
Wien	w7269
dem	w7270
Joseph	w7271
und	w7272
Franz	w7273
Beer	w7274
hiemit	w7275
anzufügen	w7276
<g/>
:
Es	w7278
habe	w7279
hierorts	w7280
der	w7281
Philipp	w7282
Jakob	w7283
Puecher	w7284
klagbar	w7285
vorgestellt	w7286
<g/>
,
daß	w7288
ihm	w7289
der	w7290
Joseph	w7291
Beer	w7292
für	w7293
baar	w7294
dargeliehene	w7295
61	w7296
fl	w7297
<g/>
.
27	w7299
kr	w7300
<g/>
.
und	w7302
dessel=ben	w7303
<g/>
=
Sohn	w7305
Franz	w7306
Beer	w7307
für	w7308
vorgestreckte	w7309
33	w7310
fl	w7311
<g/>
.
bereits	w7313
i	w7314
<g/>
.
J	w7316
<g/>
.
1777	w7318
verschiedene	w7319
Effekten	w7320
ver=pfändet	w7321
<g/>
=
<g/>
,
solche	w7324
aber	w7325
bis	w7326
ander	w7327
nicht	w7328
ausgelöset	w7329
hätten	w7330
<g/>
;
er	w7332
Puecher	w7333
batt	w7334
also	w7335
um	w7336
die	w7337
Liciti=rung	w7338
<g/>
=
sothanen	w7340
ihm	w7341
verpfändet	w7342
<g/>
,
und	w7344
bereits	w7345
ge=richtl	w7346
<g/>
=
<g/>
.
geschätzten	w7349
Effekten	w7350
<g/>
.
Da	w7352
nun	w7353
der	w7354
Be=scheid	w7355
<g/>
=
hierauf	w7357
Fiat	w7358
die	w7359
gebettene	w7360
Licitirung	w7361
<g/>
,
doch	w7363
dessen	w7364
vorher	w7365
zu	w7366
erinnern	w7367
<g/>
,
und	w7369
soll	w7370
diese	w7371
Ver=ordnung	w7372
<g/>
=
den	w7374
Beklagten	w7375
im	w7376
Nichtbetrettungsfall	w7377
per	w7378
edictum	w7379
ad	w7380
valvas	w7381
intimirt	w7382
werden	w7383
<g/>
,
er=folgt	w7385
<g/>
=
ist	w7387
<g/>
;
als	w7389
wird	w7390
ihm	w7391
Joseph	w7392
und	w7393
Franz	w7394
Beer	w7395
erstbesagte	w7396
Verordnung	w7397
ihres	w7398
unbekannten	w7399
Aufenthalts	w7400
halber	w7401
hiemit	w7402
öffentlich	w7403
zu	w7404
wissen	w7405
gemacht	w7406
<g/>
.
Wien	w7408
den	w7409
16	w7410
<g/>
.
November	w7412
1780	w7413
<g/>
.
</p>
<p id="p78">
Von	w7415
der	w7416
gräfl	w7417
<g/>
.
Exell	w7419
<g/>
.
Zinzendorfischen	w7421
Herr=schaft	w7422
<g/>
=
Enzesfeld	w7424
wird	w7425
hiemit	w7426
zu	w7427
wissen	w7428
gemacht	w7429
ꝛc	w7430
daß	w7431
<g/>
,
nachdem	w7433
die	w7434
Franz	w7435
Kollmannische	w7436
behau=ste	w7437
<g/>
=
Färber	w7439
Conleute	w7440
in	w7441
dem	w7442
Markt	w7443
Leober=storf	w7444
<g/>
=
<g/>
,
ohne	w7447
Vorwissen	w7448
dasiger	w7449
Herrschaft	w7450
sich	w7451
entfernet	w7452
<g/>
,
und	w7454
beträchtliche	w7455
Paßivschulden	w7456
hinhinterlassen	w7457
<g/>
=
</p>
<p id="p79">
terlassen	w7459
haben	w7460
<g/>
,
zu	w7462
Ausfindigmachung	w7463
ihres	w7464
gänzlichen	w7465
Æris	w7466
alieni	w7467
eine	w7468
ordentliche	w7469
Liqui=dationstagsatzung	w7470
<g/>
=
auf	w7472
den	w7473
27	w7474
<g/>
.
Decemb	w7476
<g/>
.
d	w7478
<g/>
.
J	w7480
<g/>
.
anberaumet	w7482
worden	w7483
sey	w7484
<g/>
.
Haben	w7486
demnach	w7487
alle	w7488
und	w7489
jede	w7490
<g/>
,
welche	w7492
an	w7493
vorbesagt	w7494
Franz	w7495
Kollman=nisch	w7496
<g/>
=
<g/>
=
behausten	w7499
Färber	w7500
<g/>
=
Conleuten	w7502
zu	w7503
Leober=storf	w7504
<g/>
=
einige	w7506
Sprüche	w7507
oder	w7508
Schuldfoderungen	w7509
zu	w7510
stellen	w7511
berechtiget	w7512
sind	w7513
<g/>
,
an	w7515
obigen	w7516
Tag	w7517
fruh	w7518
um	w7519
9	w7520
Uhr	w7521
bey	w7522
hiesiger	w7523
Herrschaft	w7524
Enzesfelder	w7525
Amts=kanzley	w7526
<g/>
=
um	w7528
so	w7529
gewisser	w7530
sub	w7531
termino	w7532
præclusipraeclusi	w7533
zu	w7534
erscheinen	w7535
<g/>
,
ihre	w7537
Schuldfoderungen	w7538
anzumel=den	w7539
<g/>
=
und	w7541
zu	w7542
liquidiren	w7543
<g/>
,
als	w7545
ansonst	w7546
die	w7547
hievon	w7548
ausbleibende	w7549
nicht	w7550
mehr	w7551
gehöret	w7552
<g/>
,
und	w7554
mit	w7555
dem	w7556
ewigen	w7557
Stillschweigen	w7558
beleget	w7559
werden	w7560
sollen	w7561
<g/>
.
</p>
<p id="p80">
Von	w7563
des	w7564
k	w7565
<g/>
.
k	w7567
<g/>
.
Banalischen	w7569
Staabs	w7570
<g/>
=
und	w7572
Ober=gerichts	w7573
<g/>
=
in	w7575
dem	w7576
Königreiche	w7577
Kroatien	w7578
<g/>
,
und	w7580
der	w7581
Banalgranitz	w7582
wird	w7583
hiemit	w7584
zu	w7585
wissen	w7586
gemacht	w7587
<g/>
:
Es	w7589
hätte	w7590
dieses	w7591
k	w7592
<g/>
.
k	w7594
<g/>
.
Banalische	w7596
Staabs	w7597
<g/>
=
und	w7599
Obergericht	w7600
nach	w7601
untern	w7602
4	w7603
<g/>
.
Juni	w7605
1777	w7606
zu	w7607
Agram	w7608
in	w7609
der	w7610
königl	w7611
<g/>
.
Freystadt	w7613
erfolgt	w7614
zeitlichen	w7615
Hin=tritt	w7616
<g/>
=
des	w7618
k	w7619
<g/>
.
k	w7621
<g/>
.
