<doc id="wr_1763-06-11" attrs="word" year="1763" month="06" day="11" corpus="2">
<head id="h2_d765e3120">
Belle=isle	w1_d765e3124
Republick,	w13_d765e21275
ja	w1_d765e21280
der	w3_d765e21283
ganzen	w5_d765e21286
Welt,	w7_d765e21289
die	w9_d765e21292
Standhaftigkeit,	w11_d765e21295
mit	w1_d765e21301
welcher	w3_d765e21304
sie	w5_d765e21307
allen	w7_d765e21310
Verfolgungen	w9_d765e21313
entgegen	w11_d765e21316
gesehen,	w1_d765e21321
bey	w3_d765e21324
jeder	w5_d765e21327
Gelegenheit	w7_d765e21330
bekannt	w9_d765e21333
machen	w1_d765e21338
werde.	w3_d765e21341
Leben	w5_d765e21344
sie	w7_d765e21347
indessen	w9_d765e21350
wol!	w11_d765e21353
ver	w13_d765e21357
harren	w1_d765e21362
sie	w3_d765e21365
in	w5_d765e21368
diesen	w7_d765e21371
ruhmwürdigen	w9_d765e21374
Gesin	w11_d765e21377
nungen,	w1_d765e21383
und	w3_d765e21386
zweifeln	w5_d765e21389
gar	w7_d765e21392
nicht,	w9_d765e21395
daß	w11_d765e21398
ich	w13_d765e21402
einen	w1_d765e21407
Augenblick	w3_d765e21410
säumen	w5_d765e21413
werde,	w7_d765e21416
alles	w9_d765e21419
mög	w11_d765e21422
liche	w1_d765e21427
anzuwenden,	w3_d765e21430
um	w5_d765e21433
sie	w7_d765e21436
aus	w9_d765e21439
diesen	w11_d765e21442
betrüb	w13_d765e21446
ten	w1_d765e21451
Umständen	w3_d765e21454
mit	w5_d765e21457
Hülfe	w7_d765e21460
des	w9_d765e21463
Himmels,	w11_d765e21466
welcher	w1_d765e21472
der	w3_d765e21475
gerechten	w5_d765e21478
Sache	w7_d765e21481
beystehet,	w9_d765e21484
zu	w11_d765e21487
retten,	w1_d765e21492
und	w3_d765e21495
zu	w5_d765e21498
dem	w7_d765e21501
Besitz	w9_d765e21504
meiner	w11_d765e21507
Gerecht	w13_d765e21511
samen	w1_d765e21516
zu	w3_d765e21519
gelangen.	w5_d765e21522
</p>
<p id="p28_d765e21525">
Dieses	w1_d765e21529
können	w3_d765e21532
sie	w5_d765e21535
den	w7_d765e21538
Jhrigen	w9_d765e21541
zu	w11_d765e21544
Hause,	w13_d765e21548
und	w1_d765e21553
allen	w3_d765e21556
guten	w5_d765e21559
Freunden	w7_d765e21562
zu	w9_d765e21565
Lande	w11_d765e21568
bey	w13_d765e21572
Er	w15_d765e21575
zählung	w1_d765e21580
gegenwärtiger	w3_d765e21583
betrübten	w5_d765e21586
Umstände	w7_d765e21589
dieser	w1_d765e21595
Herzogthümer,	w3_d765e21598
verstchern.	w5_d765e21601
</p>
<p id="p30_d765e21604">
Diese	w1_d765e21608
so	w3_d765e21611
rührende	w5_d765e21614
als	w7_d765e21617
zärtliche	w9_d765e21620
Abschieds	w11_d765e21623
nede	w1_d765e21628
beantwortete	w3_d765e21631
der	w5_d765e21634
Herr	w7_d765e21637
Land=hofmeister	w9_d765e21640
von	w1_d765e21645
der	w3_d765e21648
Howen,	w5_d765e21651
als	w7_d765e21654
erster	w9_d765e21657
Minister	w11_d765e21660
und	w13_d765e21664
Ober	w15_d765e21667
rath	w1_d765e21673
dieser	w3_d765e21676
Herzogthümer,	w5_d765e21679
dergestalt:	w7_d765e21682
</p>
<head id="h2_d765e21688">
Durchlauchtigster	w1_d765e21692
Herzog,	w3_d765e21695
Gnädigsten	w1_d765e21700
Fürst	w3_d765e21703
und	w5_d765e21706
Herr!	w7_d765e21709
</head>
<p id="p4_d765e21712">
Angeneme	w1_d765e21716
und	w3_d765e21719
unangenehme	w5_d765e21722
Veränderun	w7_d765e21725
gen	w1_d765e21730
wechseln	w3_d765e21733
mit	w5_d765e21736
einander	w7_d765e21739
in	w9_d765e21742
dem	w11_d765e21745
menschlichen	w1_d765e21750
Leben	w3_d765e21753
immerfort	w5_d765e21756
ab.	w7_d765e21759
Bald	w9_d765e21762
haben	w1_d765e21768
wir	w3_d765e21771
Ursache	w5_d765e21774
uns	w7_d765e21777
zu	w9_d765e21780
erfreuen,	w11_d765e21783
wenn	w13_d765e21787
bey	w1_d765e21792
heiterem	w3_d765e21795
Himmel	w5_d765e21798
die	w7_d765e21801
Sonne	w9_d765e21804
mit	w11_d765e21807
ihren	w13_d765e21811
güldenen	w1_d765e21816
Strahlen	w3_d765e21819
uns	w5_d765e21822
anlachet;	w7_d765e21825
bald	w9_d765e21828
aber	w11_d765e21831
müssen	w1_d765e21836
wir	w3_d765e21839
furchtsam	w5_d765e21842
und	w7_d765e21845
betrübt	w9_d765e21848
werden,	w11_d765e21851
wenn	w1_d765e21857
ein	w3_d765e21860
schwarzes	w5_d765e21863
Gewölke	w7_d765e21866
aufsteiget,	w9_d765e21869
und	w11_d765e21872
uns	w1_d765e21877
ein	w3_d765e21880
schweres	w5_d765e21883
Gewitter	w7_d765e21886
androhet.	w9_d765e21889
Unter	w11_d765e21892
so	w13_d765e21896
vielen,	w1_d765e21901
ja	w3_d765e21904
unzähligen,	w5_d765e21907
sowol	w7_d765e21910
glücklichen	w9_d765e21913
als	w1_d765e21918
unglücklichen	w3_d765e21921
Veränderungen	w5_d765e21924
aber,	w7_d765e21927
müs	w9_d765e21930
sen	w1_d765e21936
wir	w3_d765e21939
uns	w5_d765e21942
um	w7_d765e21945
diejenigen	w9_d765e21948
am	w11_d765e21951
allermeisten	w13_d765e21955
bekümmern,	w1_d765e21960
welche	w3_d765e21963
eben	w5_d765e21966
jetzo	w7_d765e21969
eine	w9_d765e21972
sehr	w11_d765e21975
schmerzhafte	w1_d765e21980
Empfindung	w3_d765e21983
in	w5_d765e21986
unsern	w7_d765e21989
Gemü	w9_d765e21992
thern	w1_d765e21997
hervorbringet.	w3_d765e22000
Und	w5_d765e22003
diese	w7_d765e22006
ist	w9_d765e22009
Euer	w11_d765e22012
Königl.	w1_d765e22018
Hoheit	w3_d765e22021
festgesetzte	w5_d765e22024
Abreise,	w7_d765e22027
als	w9_d765e22030
wo	w11_d765e22033
durch	w1_d765e22038
wir	w3_d765e22041
der	w5_d765e22044
höchsterfreulichen	w7_d765e22047
Gegenwart	w9_d765e22050
unseres	w1_d765e22055
gnädigsten	w3_d765e22058
Landesherrn	w5_d765e22061
auf	w7_d765e22064
einige	w9_d765e22067
Zeit	w1_d765e22072
werden	w3_d765e22075
beraubet	w5_d765e22078
sehen	w7_d765e22081
müssen.	w9_d765e22084
</p>
<p id="p6_d765e22087">
Da	w1_d765e22091
uns	w3_d765e22094
aber	w5_d765e22097
bekannt	w7_d765e22100
ist,	w9_d765e22103
daß	w11_d765e22106
diese	w13_d765e22110
Reise	w15_d765e22113
einen	w1_d765e22118
sehr	w3_d765e22121
heilsamen	w5_d765e22124
Enzweck	w7_d765e22127
zum	w9_d765e22130
Grunde	w11_d765e22133
hat,	w1_d765e22138
und	w3_d765e22141
in	w5_d765e22144
der	w7_d765e22147
Absicht	w9_d765e22150
geschiehet,	w11_d765e22153
um	w13_d765e22157
denen	w15_d765e22160
hier	w1_d765e22166
im	w3_d765e22169
Lande	w5_d765e22172
entstandenen	w7_d765e22175
sehr	w9_d765e22178
grossen	w11_d765e22181
und	w13_d765e22185
gefährlichen	w1_d765e22190
Verwirrungen,	w3_d765e22193
eine	w5_d765e22196
abhelfliche	w7_d765e22199
Maas	w1_d765e22204
zu	w3_d765e22207
verschaffen:	w5_d765e22210
so	w7_d765e22213
werden	w9_d765e22216
wir	w11_d765e22219
durch	w13_d765e22223
die	w1_d765e22228
angenehme	w3_d765e22231
Hofnung	w5_d765e22234
aufgemuntert,	w7_d765e22237
die	w9_d765e22240
uns	w1_d765e22246
jetzt	w3_d765e22249
betroffene	w5_d765e22252
sehr	w7_d765e22255
empfindliche	w9_d765e22258
Be	w11_d765e22261
kümmernüß,	w1_d765e22266
bald	w3_d765e22269
in	w5_d765e22272
eine	w7_d765e22275
allgemeine	w9_d765e22278
Freu	w11_d765e22281
de	w1_d765e22286
verkehret	w3_d765e22289
zu	w5_d765e22292
sehen.	w7_d765e22295
</p>
<p id="p8_d765e22298">
Weil	w1_d765e22302
wir	w3_d765e22305
auch	w5_d765e22308
jetzo	w7_d765e22311
so	w9_d765e22314
glücklich	w11_d765e22317
gewesen,	w13_d765e22321
von	w1_d765e22326
Euer	w3_d765e22329
Königl.	w5_d765e22332
Hoheit	w7_d765e22335
selbsten	w9_d765e22338
die	w11_d765e22341
huld	w13_d765e22345
reicheste	w1_d765e22350
Versicherung	w3_d765e22353
von	w5_d765e22356
dero	w7_d765e22359
unschätzba	w9_d765e22362
ren	w1_d765e22368
Gnade	w3_d765e22371
und	w5_d765e22374
Protection	w7_d765e22377
zu	w9_d765e22380
vernehmen:	w11_d765e22383
als	w1_d765e22388
unterlasse	w3_d765e22391
ich,	w5_d765e22394
und	w7_d765e22397
allerseits	w9_d765e22400
meine	w11_d765e22403
hier	w13_d765e22407
versammlete	w1_d765e22412
Brüder	w3_d765e22415
nicht,	w5_d765e22418
solches	w7_d765e22421
mit	w9_d765e22424
unter	w11_d765e22427
thänigstem	w1_d765e22432
Danke	w3_d765e22435
zu	w5_d765e22438
erkennen,	w7_d765e22441
und	w9_d765e22444
zugleich	w11_d765e22447
unsere	w1_d765e22453
aufrichtige	w3_d765e22456
Liebe,	w5_d765e22459
und	w7_d765e22462
beständige	w9_d765e22465
Treue	w11_d765e22468
sowol	w1_d765e22473
gegen	w3_d765e22476
Se.	w5_d765e22479
Königl.	w7_d765e22482
Majestät,	w9_d765e22485
als	w11_d765e22488
un	w13_d765e22492
sern	w1_d765e22497
Allergnädigsten	w3_d765e22500
Oberherrn,	w5_d765e22503
wie	w7_d765e22506
auch	w9_d765e22509
gegen	w1_d765e22514
Euer	w3_d765e22517
Königl.	w5_d765e22520
Hoheit	w7_d765e22523
unsern	w9_d765e22526
gnädig	w11_d765e22529
sten	w1_d765e22535
Landesherrn	w3_d765e22538
in	w5_d765e22541
aller	w7_d765e22544
Ehrfurcht	w9_d765e22547
auf	w11_d765e22550
das	w13_d765e22554
lebhafteste	w1_d765e22559
zu	w3_d765e22562
versichern.	w5_d765e22565
Wir	w7_d765e22568
wünschen	w9_d765e22571
dabey	w1_d765e22576
von	w3_d765e22579
ganzem	w5_d765e22582
Herzen,	w7_d765e22585
daß	w9_d765e22588
Ew.	w11_d765e22591
Königl.	w13_d765e22595
Hoheit	w1_d765e22600
unter	w3_d765e22603
dem	w5_d765e22606
mächtigen	w7_d765e22609
Schutz	w9_d765e22612
des	w11_d765e22615
Al	w13_d765e22619
lerhöchsten,	w1_d765e22625
in	w3_d765e22628
beständiger	w5_d765e22631
Gesundheit,	w7_d765e22634
und	w9_d765e22637
allem	w1_d765e22642
Wolergehen	w3_d765e22645
dero	w5_d765e22648
vorhabende	w7_d765e22651
Reis	w9_d765e22654
zurück	w1_d765e22659
legen	w3_d765e22662
mögen,	w5_d765e22665
und	w7_d765e22668
werden	w9_d765e22671
uns	w11_d765e22674
beson	w13_d765e22678
ders	w1_d765e22683
glücklich	w3_d765e22686
achten,	w5_d765e22689
Höchstdieselben	w7_d765e22692
mit	w9_d765e22695
gu	w11_d765e22698
ten	w1_d765e22704
Verrichtungen	w3_d765e22707
allhier	w5_d765e22710
wiederum	w7_d765e22713
zu	w9_d765e22716
em	w11_d765e22719
pfangen,	w1_d765e22724
und	w3_d765e22727
in	w5_d765e22730
aller	w7_d765e22733
Submißion	w9_d765e22736
zu	w11_d765e22739
dero	w13_d765e22743
Füssen	w1_d765e22748
uns	w3_d765e22751
legen	w5_d765e22754
zu	w7_d765e22757
können.	w9_d765e22760
</p>
<p id="p10_d765e22763">
Wir	w1_d765e22767
Burgermeister=amts=verwalter	w3_d765e22770
und	w5_d765e22773
Raht	w7_d765e22776
der	w1_d765e22781
Stad	w3_d765e22784
Wien	w5_d765e22787
geben	w7_d765e22790
hiermit,	w9_d765e22793
und	w11_d765e22796
durch	w13_d765e22800
gegen	w15_d765e22803
wärtiges	w1_d765e22808
Edict	w3_d765e22811
weyl.	w5_d765e22814
Herrn	w7_d765e22817
Joseph	w9_d765e22820
Andre	w11_d765e22823
Na	w13_d765e22827
broth,	w1_d765e22833
gewest	w3_d765e22836
K.	w5_d765e22839
K.	w7_d765e22842
Banco=gefölls	w9_d765e22845
administra	w11_d765e22848
tions=secretarii,	w1_d765e22853
und	w3_d765e22856
dessen	w5_d765e22859
Frauen	w7_d765e22862
Eheconsor	w9_d765e22865
tin	w1_d765e22870
Reginä	w3_d765e22873
anvor	w5_d765e22876
vereheligten	w7_d765e22879
Beberdickin	w9_d765e22882
beeder	w11_d765e22885
seel.	w1_d765e22890
hinterlassenen	w3_d765e22893
Kindern,	w5_d765e22896
derenselben	w7_d765e22899
Erben	w9_d765e22902
oder	w1_d765e22908
Ceßionarien	w3_d765e22911
zu	w5_d765e22914
vernehmen:	w7_d765e22917
Es	w9_d765e22920
seye	w11_d765e22923
auf	w13_d765e22927
be	w15_d765e22930
schehenes	w1_d765e22935
Anlangen	w3_d765e22938
der	w5_d765e22941
Nabrotischen	w7_d765e22944
Tochter	w9_d765e22947
und	w11_d765e22950
Miterbin	w1_d765e22955
Mariä	w3_d765e22958
Catharinä	w5_d765e22961
und	w7_d765e22964
den	w9_d765e22967
sohin	w11_d765e22970
hier	w13_d765e22974
über	w1_d765e22979
in	w3_d765e22982
Sachen	w5_d765e22985
erstatteten	w7_d765e22988
Ratthandlers=bericht	w9_d765e22991
veranlasset	w1_d765e22997
worden,	w3_d765e23000
daß	w5_d765e23003
zur	w7_d765e23006
endlichen	w9_d765e23009
Richtig	w11_d765e23012
stellung	w1_d765e23017
gedachter	w3_d765e23020
Verlassenschafts=abhandlung,	w5_d765e23023
</p>
<p id="p16_d765e23037">
auch	w1_d765e23041
die	w3_d765e23044
übrig	w5_d765e23047
dermalen	w7_d765e23050
aber	w9_d765e23053
unwissentliche	w11_d765e23056
Ge	w13_d765e23060
schwistrigte,	w1_d765e23065
derenselben	w3_d765e23068
Erben,	w5_d765e23071
oder	w7_d765e23074
Ceßiona	w9_d765e23077
rien	w1_d765e23082
durch	w3_d765e23085
ein	w5_d765e23088
öffentliches	w7_d765e23091
Edict	w9_d765e23094
ausfindig	w11_d765e23097
gema	w13_d765e23101
chet	w1_d765e23107
und	w3_d765e23110
fürgefordert	w5_d765e23113
werden	w7_d765e23116
sollen;	w9_d765e23119
Solchem	w11_d765e23122
nach	w1_d765e23127
werden	w3_d765e23130
sie	w5_d765e23133
so	w7_d765e23136
ein	w9_d765e23139
als	w11_d765e23142
zweybändige	w13_d765e23146
Geschwi	w15_d765e23149
strigte,	w1_d765e23154
derenselben	w3_d765e23157
Erben	w5_d765e23160
oder	w7_d765e23163
Ceßionarten	w9_d765e23166
in	w11_d765e23169
Zeit	w1_d765e23174
von	w3_d765e23177
6.	w5_d765e23180
Wochen	w7_d765e23183
und	w9_d765e23186
3.	w11_d765e23189
Tägen	w13_d765e23193
von	w15_d765e23196
heute	w17_d765e23199
da	w19_d765e23202
to	w1_d765e23208
an	w3_d765e23211
sich	w5_d765e23214
also	w7_d765e23217
gewiß	w9_d765e23220
bey	w11_d765e23223
unser	w13_d765e23227
und	w15_d765e23230
gemeiner	w17_d765e23233
Stadt	w1_d765e23238
Wien	w3_d765e23241
Pupillen=rait=kammer	w5_d765e23244
eistweders	w7_d765e23247
selbst	w1_d765e23252
persönlich,	w3_d765e23255
der	w5_d765e23258
durch	w7_d765e23261
einen	w9_d765e23264
hinlänglich	w11_d765e23267
be	w13_d765e23271
gewaltigten	w1_d765e23276
Machthaber	w3_d765e23279
anzumelden,	w5_d765e23282
und	w7_d765e23285
behö	w9_d765e23288
rig	w1_d765e23294
zu	w3_d765e23297
legitimiren	w5_d765e23300
haben,	w7_d765e23303
wie	w9_d765e23306
im	w11_d765e23309
widrigen	w13_d765e23313
mit	w15_d765e23316
der	w1_d765e23321
all	w3_d765e23324
endlichen	w5_d765e23327
Abhandlung	w7_d765e23330
von	w9_d765e23333
Amts=wegen	w11_d765e23336
fügegangen,	w1_d765e23341
wegen	w3_d765e23344
nochmaliger	w5_d765e23347
Ausfeilung	w7_d765e23350
des	w9_d765e23353
Verlassenschafts=hauses	w1_d765e23358
das	w3_d765e23361
erforderliche	w5_d765e23364
an	w7_d765e23367
sei	w9_d765e23370
ne	w1_d765e23376
Behörde	w3_d765e23379
erlassen,	w5_d765e23382
und	w7_d765e23385
was	w9_d765e23388
Rechtens	w11_d765e23391
ist,	w13_d765e23395
für	w15_d765e23398
gekehret	w1_d765e23403
werden	w3_d765e23406
solle.	w5_d765e23409
So	w7_d765e23412
man	w9_d765e23415
denenselben	w11_d765e23418
durch	w13_d765e23422
dieses	w1_d765e23427
offene	w3_d765e23430
Edict	w5_d765e23433
zu	w7_d765e23436
ihrem	w9_d765e23439
wissentlichen	w11_d765e23442
Verhalt	w13_d765e23446
hiermit	w1_d765e23451
kund	w3_d765e23454
und	w5_d765e23457
zu	w7_d765e23460
wissen	w9_d765e23463
machen	w11_d765e23466
wollen.	w13_d765e23470
Wien	w15_d765e23473
den	w1_d765e23479
27.	w3_d765e23482
April	w5_d765e23485
1763.	w7_d765e23488
</p>
<list id="l18_d765e23491">
Bey	w1_d765e23495
Emerich	w3_d765e23498
Felix	w5_d765e23501
Bader	w7_d765e23504
in	w9_d765e23507
der	w11_d765e23510
Bogner=gasse	w13_d765e23514
</list>
<list id="l20_d765e23518">
Bey	w1_d765e23522
Emerich	w3_d765e23525
Felix	w5_d765e23528
Bader	w7_d765e23531
in	w9_d765e23534
der	w11_d765e23537
Bogner=gasse	w13_d765e23541
nächst	w1_d765e23546
dem	w3_d765e23549
Todten=kopf	w5_d765e23552
ist	w7_d765e23555
zu	w9_d765e23558
haben:	w11_d765e23561
Histoire	w1_d765e23566
universelle,	w3_d765e23569
depuis	w5_d765e23572
le	w7_d765e23575
commencement	w9_d765e23578
du	w1_d765e23584
monde	w3_d765e23587
jusqu'a	w5_d765e23590
present;	w7_d765e23593
traduite	w9_d765e23596
de	w11_d765e23599
l'Anglois	w13_d765e23603
d'une	w1_d765e23608
Societé	w3_d765e23611
de	w5_d765e23614
Gens	w7_d765e23617
de	w9_d765e23620
Lettres,	w11_d765e23623
Tome	w13_d765e23627
XX.	w15_d765e23630
4to	w1_d765e23635
1763.	w3_d765e23638
5.	w5_d765e23641
fl.	w7_d765e23644
30.	w9_d765e23647
kr.	w11_d765e23650
Es	w13_d765e23654
sind	w15_d765e23657
auch	w17_d765e23660
von	w19_d765e23663
die	w21_d765e23666
sem	w1_d765e23671
Werk	w3_d765e23674
die	w5_d765e23677
vorhergehende	w7_d765e23680
XIX.	w9_d765e23683
Tomi	w11_d765e23686
zu	w13_d765e23690
haben.	w15_d765e23693
Matthias	w1_d765e23699
Kramers	w3_d765e23702
neuvermehrter	w5_d765e23705
Jtalienisch	w7_d765e23708
deutscher	w1_d765e23713
Banco=secretarius,	w3_d765e23716
bestehend	w5_d765e23719
in	w7_d765e23722
300.	w9_d765e23725
Kauf	w1_d765e23730
und	w3_d765e23733
Handels=briefen,	w5_d765e23736
8vo	w7_d765e23739
1763.	w9_d765e23742
54.	w11_d765e23745
kr.	w13_d765e23749
De	w1_d765e23754
la	w3_d765e23757
Motte	w5_d765e23760
vollständige	w7_d765e23763
Abhandlung	w9_d765e23766
der	w11_d765e23769
Chy	w13_d765e23773
rurgie,	w1_d765e23779
in	w3_d765e23782
welcher	w5_d765e23785
über	w7_d765e23788
alle	w9_d765e23791
chyrurgische	w11_d765e23794
Krank	w13_d765e23798
heiten	w1_d765e23803
und	w3_d765e23806
die	w5_d765e23809
Art	w7_d765e23812
sie	w9_d765e23815
zu	w11_d765e23818
heilen,	w13_d765e23822
nützliche	w15_d765e23825
Anmer	w17_d765e23828
kungen	w1_d765e23833
enthalten	w3_d765e23836
sind,	w5_d765e23839
3ter	w7_d765e23842
und	w9_d765e23845
4ter	w11_d765e23848
Theil,	w13_d765e23852
8vo	w15_d765e23855
2.	w1_d765e23860
fl.	w3_d765e23863
Le	w1_d765e23869
vetitable	w3_d765e23872
Mentor,	w5_d765e23875
ou	w7_d765e23878
l'Education	w9_d765e23881
de	w11_d765e23884
la	w13_d765e23888
No-	w15_d765e23891
blesse,	w1_d765e23896
par	w3_d765e23899
le	w5_d765e23902
Marquis	w7_d765e23905
Caraccioli,	w9_d765e23908
12mo	w11_d765e23911
51.	w13_d765e23915
kr.	w15_d765e23918
P.	w1_d765e23923
Justinelli	w3_d765e23926
Soc.	w5_d765e23929
Jesu,	w7_d765e23932
gottselige	w9_d765e23935
Kinder=zucht	w11_d765e23938
das	w1_d765e23943
ist:	w3_d765e23946
Unterweisung	w5_d765e23949
für	w7_d765e23952
die	w9_d765e23955
Vätter	w11_d765e23958
und	w13_d765e23962
Mür	w15_d765e23965
ter,	w1_d765e23971
von	w3_d765e23974
der	w5_d765e23977
Weiß	w7_d765e23980
und	w9_d765e23983
Manier	w11_d765e23986
die	w13_d765e23990
Kinder	w15_d765e23993
wol	w17_d765e23996
und	w1_d765e24001
Christlich	w3_d765e24004
zu	w5_d765e24007
erziehen	w7_d765e24010
rc.	w9_d765e24013
12mo	w11_d765e24016
17.	w13_d765e24020
kr.	w15_d765e24023
gebun	w17_d765e24026
den	w1_d765e24031
24.	w3_d765e24034
kr.	w5_d765e24037
P.	w1_d765e24042
Rosignoli	w3_d765e24045
Soc.	w5_d765e24048
Jesa,	w7_d765e24051
drey	w9_d765e24054
gröste	w11_d765e24057
Feind	w13_d765e24061
der	w15_d765e24064
Tugend,	w1_d765e24070
durch	w3_d765e24073
heilsame	w5_d765e24076
Lehren	w7_d765e24079
bestritten,	w9_d765e24082
12mo	w11_d765e24085
17.	w1_d765e24090
kr.	w3_d765e24093
geb.	w5_d765e24096
24.	w7_d765e24099
kr.	w9_d765e24102
von	w1_d765e24107
Heppe	w3_d765e24110
einheimisch	w5_d765e24113
und	w7_d765e24116
ausländischer	w9_d765e24119
wol	w11_d765e24122
redender	w1_d765e24127
Jäger,	w3_d765e24130
von	w5_d765e24133
HolzForst	w7_d765e24136
und	w9_d765e24139
Jagd	w11_d765e24142
kunstwörtern,	w1_d765e24148
nebst	w3_d765e24151
lustigen	w5_d765e24154
Anmerkungen,	w7_d765e24157
8vo	w9_d765e24160
1763.	w1_d765e24165
1.	w3_d765e24168
fl.	w5_d765e24171
25.	w7_d765e24174
kr.	w9_d765e24177
Le	w1_d765e24182
Cabinet	w3_d765e24185
des	w5_d765e24188
Fées,	w7_d765e24191
par	w9_d765e24194
Madame	w11_d765e24197
M*	w13_d765e24201
**	w15_d765e24204
IX.	w1_d765e24209
Tomes	w3_d765e24212
12mo	w5_d765e24215
9.	w7_d765e24218
fl.	w9_d765e24221
</list>
<list id="l22_d765e24225">
Den	w1_d765e24229
18ten	w3_d765e24232
dies	w5_d765e24235
Monats	w7_d765e24238
Junii	w9_d765e24241
Nachmittag	w11_d765e24244
</list>
<p id="p24_d765e24249">
Den	w1_d765e24253
18ten	w3_d765e24256
dies	w5_d765e24259
Monats	w7_d765e24262
Junii	w9_d765e24265
Nachmittag	w11_d765e24268
um	w1_d765e24273
3.	w3_d765e24276
Uhr	w5_d765e24279
werden	w7_d765e24282
auf	w9_d765e24285
Verordnung	w11_d765e24288
eines	w13_d765e24292
Löbl.	w15_d765e24295
Landmarschallischen	w1_d765e24300
Gerichts	w3_d765e24303
in	w5_d765e24306
der	w7_d765e24309
Himmelport	w9_d765e24312
gassen	w1_d765e24318
in	w3_d765e24321
der	w5_d765e24324
Kaiserischen	w7_d765e24327
Behausung	w9_d765e24330
vier	w11_d765e24333
Anthei	w13_d765e24337
Tokayer=wein,	w1_d765e24342
dann	w3_d765e24345
92.	w5_d765e24348
Bouteillen	w7_d765e24351
Tokayer	w9_d765e24354
plus	w11_d765e24357
offerenti	w1_d765e24362
verkaufet	w3_d765e24365
werden;	w5_d765e24368
wer	w7_d765e24371
nun	w9_d765e24374
sothane	w11_d765e24377
To	w13_d765e24381
ayer	w1_d765e24386
Weine	w3_d765e24389
entweders	w5_d765e24392
gänzlich,	w7_d765e24395
oder	w9_d765e24398
auch	w11_d765e24401
zum	w13_d765e24405
</p>
<p id="p26_d765e24408">
Theil	w1_d765e24412
käuflichen	w3_d765e24415
an	w5_d765e24418
sich	w7_d765e24421
zu	w9_d765e24424
bringen	w11_d765e24427
gedenket,	w13_d765e24431
der	w15_d765e24434
selbe	w1_d765e24439
beliebe	w3_d765e24442
sich	w5_d765e24445
an	w7_d765e24448
obbesagtem	w9_d765e24451
Tag	w11_d765e24454
und	w13_d765e24458
Ort	w15_d765e24461
be	w17_d765e24464
horig	w1_d765e24469
anzumelden.	w3_d765e24472
</p>
<list id="l28_d765e24475">
Es	w1_d765e24479
werden	w3_d765e24482
den	w5_d765e24485
20.	w7_d765e24488
Junii	w9_d765e24491
1763.	w11_d765e24494
und	w13_d765e24498
folgende	w15_d765e24501
</list>
<p id="p30_d765e24505">
Eemender	w1_d765e24509
d.	w3_d765e24512
2	w5_d765e24515
und	w7_d765e24518
folgend.	w9_d765e24521
Täge	w1_d765e24526
in	w3_d765e24529
dem	w5_d765e24532
in	w7_d765e24535
der	w9_d765e24538
Leopold=stadt	w11_d765e24541
gelegenen	w13_d765e24545
K.	w15_d765e24548
K.	w17_d765e24551
Schif=amt	w1_d765e24556
verschiedene	w3_d765e24559
ganze	w5_d765e24562
Hungarische	w7_d765e24565
und	w9_d765e24568
Teutsche	w1_d765e24574
Manns=kleidungen,	w3_d765e24577
nicht	w5_d765e24580
minder	w7_d765e24583
Pelz,	w9_d765e24586
Gold	w1_d765e24591
und	w3_d765e24594
Silder	w5_d765e24597
bordirte	w7_d765e24600
Hüt,	w9_d765e24603
auch	w11_d765e24606
glatte	w13_d765e24610
Hüt,	w15_d765e24613
zählige	w1_d765e24618
Duzet	w3_d765e24621
Meßing	w5_d765e24624
und	w7_d765e24627
metallene	w9_d765e24630
Rock	w11_d765e24633
und	w13_d765e24637
Ca	w15_d765e24640
misol	w1_d765e24645
auch	w3_d765e24648
Camaschen=nicht	w5_d765e24651
minder	w7_d765e24654
Hungarische	w9_d765e24657
Knöpf,	w1_d765e24663
Gold=bordirte	w3_d765e24666
Grenadiers=mütze,	w5_d765e24669
derley	w7_d765e24672
Schilder,	w1_d765e24677
Hirsch=häutene	w3_d765e24680
Hosen	w5_d765e24683
und	w7_d765e24686
Handschuh,	w9_d765e24689
hungarische	w1_d765e24694
und	w3_d765e24697
Teutsche	w5_d765e24700
Mantel,	w7_d765e24703
Feldwäbels,	w9_d765e24706
Führers	w1_d765e24711
und	w3_d765e24714
Caporals	w5_d765e24717
Kurz=gewöhr	w7_d765e24720
und	w9_d765e24723
Spring	w11_d765e24726
stöcken,	w1_d765e24732
Schuh	w3_d765e24735
und	w5_d765e24738
Binden,	w7_d765e24741
Schnallen,	w9_d765e24744
Zelter	w11_d765e24747
und	w13_d765e24751
Paraquen,	w1_d765e24756
Patron=taschen	w3_d765e24759
und	w5_d765e24762
derley	w7_d765e24765
Schilde,	w9_d765e24768
meßingene	w1_d765e24773
Trommeln,	w3_d765e24776
Säbel,	w5_d765e24779
und	w7_d765e24782
Pallasch,	w9_d765e24785
dann	w11_d765e24788
derley	w1_d765e24793
weiß	w3_d765e24796
und	w5_d765e24799
rote	w7_d765e24802
Riem,	w9_d765e24805
Zimmermanns=hacken,	w11_d765e24808
Stuck	w1_d765e24814
Leinwat	w3_d765e24817
und	w5_d765e24820
Zwilch,	w7_d765e24823
Teutsch	w9_d765e24826
und	w11_d765e24829
Hungari	w13_d765e24833
sche	w1_d765e24838
Schabracken,	w3_d765e24841
Mantel=fack,	w5_d765e24844
derley	w7_d765e24847
breit	w9_d765e24850
und	w11_d765e24853
