<doc id="wr_1760-03-05" attrs="word" year="1760" month="03" day="05" corpus="2">
<head id="h2_d429e3121">
Aus	w1_d429e3125
sicherer	w7_d429e21179
Abhandlung	w9_d429e21182
solcher	w11_d429e21185
Ver	w13_d429e21189
lassenschaft	w1_d429e21194
für	w3_d429e21197
nöhtig	w5_d429e21200
befunden,	w7_d429e21203
die	w9_d429e21206
sammentli	w11_d429e21209
che	w1_d429e21214
sowol	w3_d429e21217
in	w5_d429e21220
als	w7_d429e21223
ausser	w9_d429e21226
Land	w11_d429e21229
befindliche	w13_d429e21233
Annä	w15_d429e21236
Weiskampfische	w1_d429e21241
Glaubiger	w3_d429e21244
zu	w5_d429e21247
Anmeld	w7_d429e21250
und	w9_d429e21253
Liqui	w11_d429e21256
dirung	w1_d429e21262
ihrer	w3_d429e21265
an	w5_d429e21268
wiederholte	w7_d429e21271
Weiskampfische	w9_d429e21274
Ver	w11_d429e21277
lassenschaft	w1_d429e21282
zu	w3_d429e21285
stellen	w5_d429e21288
habender	w7_d429e21291
Sprüch	w9_d429e21294
und	w11_d429e21297
For	w13_d429e21301
derungen	w1_d429e21306
gerichtlich	w3_d429e21309
vorzuladen,	w5_d429e21312
und	w7_d429e21315
einzuberuf	w9_d429e21318
fen;	w1_d429e21323
zu	w3_d429e21326
welchem	w5_d429e21329
Ende	w7_d429e21332
denenselben	w9_d429e21335
der	w11_d429e21338
19.	w13_d429e21342
Tag	w15_d429e21345
des	w1_d429e21351
künftigen	w3_d429e21354
Monats	w5_d429e21357
Aprilis	w7_d429e21360
Nachmittags	w9_d429e21363
um	w11_d429e21366
4.	w1_d429e21371
Uhr	w3_d429e21374
zur	w5_d429e21377
gewöhnlichen	w7_d429e21380
Convocations	w9_d429e21383
und	w11_d429e21386
An	w13_d429e21390
meldungs=tagsatzung	w1_d429e21395
zu	w3_d429e21398
all=endlicher	w5_d429e21401
Frist	w7_d429e21404
anbe	w9_d429e21407
raumet	w1_d429e21412
worden.	w3_d429e21415
Solchemnach	w5_d429e21418
werden	w7_d429e21421
all	w9_d429e21424
und	w11_d429e21427
jede,	w1_d429e21433
welche	w3_d429e21436
bey	w5_d429e21439
gedacht=Weiskampfischen	w7_d429e21442
Ver	w9_d429e21445
lassenschaft	w1_d429e21450
um	w3_d429e21453
rechtmäßiger	w5_d429e21456
Forderung	w7_d429e21459
willen	w9_d429e21462
einige	w1_d429e21467
Sprüch	w3_d429e21470
haben,	w5_d429e21473
oder	w7_d429e21476
zu	w9_d429e21479
haben	w11_d429e21482
vermeinen,	w13_d429e21486
an	w1_d429e21491
obbestimmten	w3_d429e21494
Tag	w5_d429e21497
und	w7_d429e21500
Stund	w9_d429e21503
vor	w11_d429e21506
Regierung	w13_d429e21510
in	w1_d429e21516
der	w3_d429e21519
daselbst	w5_d429e21522
zu	w7_d429e21525
solchem	w9_d429e21528
Ende	w11_d429e21531
offen	w13_d429e21535
haltenden	w15_d429e21538
Commißions=stuben	w1_d429e21543
entweder	w3_d429e21546
selbst	w5_d429e21549
persönlich,	w7_d429e21552
oder	w1_d429e21557
durch	w3_d429e21560
hiezu	w5_d429e21563
genugsam	w7_d429e21566
gevollmächtigte	w9_d429e21569
Ge	w11_d429e21572
walt=tragere	w1_d429e21577
also	w3_d429e21580
gewiß	w5_d429e21583
zu	w7_d429e21586
erscheinen,	w9_d429e21589
und	w11_d429e21592
ihre	w13_d429e21596
an	w1_d429e21602
solche	w3_d429e21605
Verlassenschaft	w5_d429e21608
habende	w7_d429e21611
Anforderungen	w9_d429e21614
anzumelden,	w1_d429e21619
auch	w3_d429e21622
rechtlich	w5_d429e21625
zu	w7_d429e21628
liquidiren	w9_d429e21631
haben,	w11_d429e21634
als	w1_d429e21639
im	w3_d429e21642
widrigen	w5_d429e21645
die	w7_d429e21648
Abhandlung	w9_d429e21651
gleichwolen	w11_d429e21654
vor	w13_d429e21658
genommen,	w1_d429e21663
und	w3_d429e21666
ungehindert	w5_d429e21669
deren	w7_d429e21672
etwa	w9_d429e21675
vorhan	w11_d429e21678
denen	w1_d429e21684
Glaubigern,	w3_d429e21687
so	w5_d429e21690
sich	w7_d429e21693
mit	w9_d429e21696
ihren	w11_d429e21699
Anforde	w13_d429e21703
rungen	w1_d429e21708
in	w3_d429e21711
bestimmter	w5_d429e21714
Zeit	w7_d429e21717
angemeldet,	w9_d429e21720
solche	w11_d429e21723
Verlassenschaft	w1_d429e21728
denen	w3_d429e21731
rechtmäßig=Weiskampfischen	w5_d429e21734
Erben	w1_d429e21739
eingeantwortet,	w3_d429e21742
auch	w5_d429e21745
ansonsten	w7_d429e21748
ex	w9_d429e21751
officio	w11_d429e21754
vorgekehret	w1_d429e21760
werden	w3_d429e21763
solle	w5_d429e21766
was	w7_d429e21769
Rechtens	w9_d429e21772
ist.	w11_d429e21775
Wor	w13_d429e21779
nach	w1_d429e21784
sich	w3_d429e21787
also	w5_d429e21790
ein	w7_d429e21793
jeder	w9_d429e21796
zu	w11_d429e21799
richten	w13_d429e21803
wissen	w15_d429e21806
wird.	w17_d429e21809
So	w1_d429e21814
geschehen	w3_d429e21817
Wien	w5_d429e21820
den	w7_d429e21823
14.	w9_d429e21826
Febr.	w11_d429e21829
1760.	w13_d429e21833
</p>
<p id="p16_d429e21836">
Jn	w1_d429e21840
des	w3_d429e21843
Hermann	w5_d429e21846
Joseph	w7_d429e21849
Krüchtens,	w9_d429e21852
Buchge	w11_d429e21855
wölb	w1_d429e21860
bey	w3_d429e21863
der	w5_d429e21866
Welt=kugel	w7_d429e21869
im	w9_d429e21872
Seitzer=hof,	w11_d429e21875
ist	w13_d429e21879
nach	w15_d429e21882
stehendes	w1_d429e21887
zu	w3_d429e21890
haben:	w5_d429e21893
</p>
<list id="l18_d429e21896">
Compendium	w1_d429e21900
Biblicum,	w3_d429e21903
in	w5_d429e21906
quo	w7_d429e21909
juxta	w9_d429e21912
seriem	w11_d429e21915
omnium	w1_d429e21920
Librorum	w3_d429e21923
utriusque	w5_d429e21926
Testamenti	w7_d429e21929
non	w9_d429e21932
solum	w1_d429e21937
Historiæ,	w3_d429e21940
Ritus,	w5_d429e21943
Ceremoniæ,	w7_d429e21946
sed	w9_d429e21949
&	w11_d429e21952
re-	w13_d429e21956
liqua	w1_d429e21962
Bibliorum	w3_d429e21965
scitu	w5_d429e21968
apprime	w7_d429e21971
necessaria	w9_d429e21974
me	w11_d429e21977
mo-	w13_d429e21981
riæ,	w1_d429e21986
facilitandæ	w3_d429e21989
causa	w5_d429e21992
concinne	w7_d429e21995
&	w9_d429e21998
elegan-	w11_d429e22001
ter	w1_d429e22006
proponimtur,	w3_d429e22009
12120.	w5_d429e22012
Viennæ	w7_d429e22015
1760.à	w9_d429e22018
24.	w1_d429e22023
kr.	w3_d429e22026
und	w5_d429e22029
ungebundener	w7_d429e22032
à	w9_d429e22035
12.	w11_d429e22038
kr.	w13_d429e22042
Hueber	w1_d429e22048
(Augustiniani)	w3_d429e22051
Historiæ	w5_d429e22054
Missæ	w7_d429e22057
Ro-	w9_d429e22060
mano	w1_d429e22065
Catholicæ	w3_d429e22068
Tractatus	w5_d429e22071
seu	w7_d429e22074
adparatus	w9_d429e22077
præ-	w11_d429e22080
vius,	w1_d429e22085
in	w3_d429e22088
quo	w5_d429e22091
formatur	w7_d429e22094
idea	w9_d429e22097
prævia	w11_d429e22100
totius	w13_d429e22104
histo-	w15_d429e22107
riæ	w1_d429e22112
Missaticæ,	w3_d429e22115
seu	w5_d429e22118
in	w7_d429e22121
quo	w9_d429e22124
datur	w11_d429e22127
cognitio	w13_d429e22131
om-	w15_d429e22134
nium	w1_d429e22140
Liturgicarum	w3_d429e22143
Or	w5_d429e22146
entalium	w7_d429e22149
nempe	w9_d429e22152
&	w11_d429e22155
Occi-	w13_d429e22159
denralium,	w1_d429e22164
fol.	w3_d429e22167
Monachii	w5_d429e22170
1758.	w7_d429e22173
à	w9_d429e22176
51.	w11_d429e22179
xr.	w13_d429e22183
Kembter	w1_d429e22188
Adriani	w3_d429e22191
Canon.	w5_d429e22194
Præmomstrat.	w7_d429e22197
vete	w9_d429e22200
rum	w1_d429e22205
Scriptorum	w3_d429e22208
de	w5_d429e22211
re	w7_d429e22214
rustica	w9_d429e22217
præcepta	w11_d429e22220
in	w13_d429e22224
dia-	w15_d429e22227
logos	w1_d429e22233
collecta,	w3_d429e22236
4.	w5_d429e22239
Aug.	w7_d429e22242
Vind.	w9_d429e22245
1760.	w11_d429e22248
à	w13_d429e22252
1.	w15_d429e22255
fl.	w17_d429e22258
45.	w19_d429e22261
xu.	w21_d429e22264
</list>
<p id="p24_d429e22279">
Kropf	w1_d429e22283
(Martin	w3_d429e22286
Benedbietiner	w5_d429e22289
des	w7_d429e22292
freyen	w9_d429e22295
Stifts	w11_d429e22298
Melk)	w1_d429e22303
der	w3_d429e22306
entlarvte	w5_d429e22309
Mede,	w7_d429e22312
das	w9_d429e22315
ist	w11_d429e22318
gründliche	w13_d429e22322
in	w1_d429e22327
denen	w3_d429e22330
ersten	w5_d429e22333
Quellen	w7_d429e22336
aufgesuchte	w9_d429e22339
Widerlegung	w11_d429e22342
und	w1_d429e22348
Aufdeckung	w3_d429e22351
jener	w5_d429e22354
vermumten	w7_d429e22357
auf	w9_d429e22360
Unkösten	w11_d429e22363
der	w1_d429e22368
Wahrheit	w3_d429e22371
ausgeschrackten	w5_d429e22374
unsicheren	w7_d429e22377
Schein	w9_d429e22380
gründe	w1_d429e22385
der	w3_d429e22388
sogenannten	w5_d429e22391
Abhandlung	w7_d429e22394
vom	w9_d429e22397
Opfer	w11_d429e22400
und	w1_d429e22405
Altar	w3_d429e22408
der	w5_d429e22411
ersten	w7_d429e22414
Christen,	w9_d429e22417
erstlich	w11_d429e22420
vom	w13_d429e22424
Jo	w15_d429e22427
seph	w1_d429e22433
Mede	w3_d429e22436
einem	w5_d429e22439
Engländer	w7_d429e22442
verfasset,	w9_d429e22445
8vo.	w11_d429e22448
Aug	w13_d429e22452
spurg	w1_d429e22457
1760.	w3_d429e22460
pr.	w5_d429e22463
1.	w7_d429e22466
fl.	w9_d429e22469
24.	w11_d429e22472
kr.	w13_d429e22476
</p>
<p id="p26_d429e22479">
Von	w1_d429e22483
eines	w3_d429e22486
Hochwürdig=Metropolitanischen	w5_d429e22489
Dom=capituls	w1_d429e22494
bey	w3_d429e22497
St.	w5_d429e22500
Stephan	w7_d429e22503
alhier	w9_d429e22506
wegen	w11_d429e22509
wird	w1_d429e22514
hiemit	w3_d429e22517
jedermänniglich	w5_d429e22520
kund	w7_d429e22523
und	w9_d429e22526
zu	w11_d429e22529
wissen	w13_d429e22533
gemacht:	w1_d429e22539
Es	w3_d429e22542
seye	w5_d429e22545
auf	w7_d429e22548
Anlangen	w9_d429e22551
des	w11_d429e22554
Herrn	w13_d429e22558
Mar	w15_d429e22561
tin	w1_d429e22566
Anton	w3_d429e22569
Prokesch,	w5_d429e22572
gewest	w7_d429e22575
Kaiserl.	w9_d429e22578
Königl.	w11_d429e22581
Hauptmanns	w1_d429e22586
wider	w3_d429e22589
den	w5_d429e22592
Herrn	w7_d429e22595
Johann	w9_d429e22598
Baptiß	w11_d429e22601
Bauer	w1_d429e22606
J.	w3_d429e22609
U.	w5_d429e22612
Doctorem,	w7_d429e22615
als	w9_d429e22618
gerichtlich	w11_d429e22621
verord	w13_d429e22625
neten	w1_d429e22631
Lieberischen	w3_d429e22634
Gerhaben	w5_d429e22637
in	w7_d429e22640
puncto	w9_d429e22643
eingeklagt	w11_d429e22646
schuldigen	w1_d429e22651
Satz=capitals	w3_d429e22654
pr.	w5_d429e22657
2000.	w7_d429e22660
fl	w9_d429e22663
una	w11_d429e22666
cum	w13_d429e22670
ma	w1_d429e22675
causa	w3_d429e22678
über	w5_d429e22681
die	w7_d429e22684
ergangene	w9_d429e22687
Erinnerungsver	w11_d429e22690
ordnung	w1_d429e22695
unterm	w3_d429e22698
26.	w5_d429e22701
lauffenden	w7_d429e22704
Monats	w9_d429e22707
und	w11_d429e22710
Jahrs	w13_d429e22714
in	w1_d429e22720
die	w3_d429e22723
Licitirung	w5_d429e22726
der	w7_d429e22729
denen	w9_d429e22732
Lieberischen	w11_d429e22735
Pupillen	w13_d429e22739
angehörigen	w1_d429e22744
zum	w3_d429e22747
goldenen	w5_d429e22750
Wagen	w7_d429e22753
benamsten	w9_d429e22756
Be	w11_d429e22759
hausung	w1_d429e22764
zu	w3_d429e22767
Maria	w5_d429e22770
Hülf	w7_d429e22773
absolure	w9_d429e22776
gewilliget,	w11_d429e22779
und	w13_d429e22783
hierzu	w1_d429e22788
der	w3_d429e22791
17.	w5_d429e22794
dies	w7_d429e22797
Monats	w9_d429e22800
Martii	w11_d429e22803
fruh	w13_d429e22807
um	w15_d429e22810
9	w17_d429e22813
Uhr	w1_d429e22819
in	w3_d429e22822
der	w5_d429e22825
Dom=capitulischen	w7_d429e22828
Hofmeisteramts	w9_d429e22831
eanzley	w1_d429e22836
nächst	w3_d429e22839
St.	w5_d429e22842
Stephan	w7_d429e22845
im	w9_d429e22848
Zwettel=hof	w11_d429e22851
zu	w13_d429e22855
erscheinen	w1_d429e22860
bestimmet	w3_d429e22863
worden.	w5_d429e22866
Dannenhero	w7_d429e22869
die	w9_d429e22872
jenige,	w1_d429e22877
welche	w3_d429e22880
obgedachte	w5_d429e22883
Behausung	w7_d429e22886
käuflich	w9_d429e22889
an	w11_d429e22892
sich	w1_d429e22898
zu	w3_d429e22901
bringen	w5_d429e22904
gedenken,	w7_d429e22907
an	w9_d429e22910
vorbemeldten	w11_d429e22913
Tag,	w13_d429e22917
Stund	w1_d429e22922
und	w3_d429e22925
Ort	w5_d429e22928
entweder	w7_d429e22931
selbst	w9_d429e22934
persönlich,	w11_d429e22937
oder	w13_d429e22941
durch	w1_d429e22946
hinlanglich	w3_d429e22949
ad	w5_d429e22952
tractandum	w7_d429e22955
&	w9_d429e22958
concluden-	w11_d429e22961
dum	w1_d429e22966
Bevollmächtigte	w3_d429e22969
zu	w5_d429e22972
erscheinen	w7_d429e22975
haben	w9_d429e22978
werden.	w11_d429e22981
</p>
<p id="p28_d429e22984">
Von	w1_d429e22988
N.	w3_d429e22991
Burger=meister	w5_d429e22994
Richter	w7_d429e22997
und	w9_d429e23000
Raht	w11_d429e23003
zur	w13_d429e23007
Wienerischen	w1_d429e23012
Neustadt,	w3_d429e23015
wird	w5_d429e23018
hiemit	w7_d429e23021
kund	w9_d429e23024
und	w11_d429e23027
zu	w13_d429e23031
wissen	w1_d429e23036
gemacht,	w3_d429e23039
was	w5_d429e23042
gestalten	w7_d429e23045
den	w9_d429e23048
17.	w11_d429e23051
Marti	w13_d429e23055
dieses	w1_d429e23061
1760.	w3_d429e23064
Jahrs	w5_d429e23067
in	w7_d429e23070
besagten	w9_d429e23073
Neustadt	w11_d429e23076
in	w13_d429e23080
dem	w15_d429e23083
Maxmilianischen	w1_d429e23088
Haus,	w3_d429e23091
in	w5_d429e23094
der	w7_d429e23097
sogenannten	w9_d429e23100
Neun	w11_d429e23103
kirchen	w1_d429e23108
gassen,	w3_d429e23111
Vormittag	w5_d429e23114
um	w7_d429e23117
9.	w9_d429e23120
Uhr	w11_d429e23123
zerschiedene	w13_d429e23127
deren	w1_d429e23132
besten	w3_d429e23135
Hungarischen	w5_d429e23138
Wein,	w7_d429e23141
als	w9_d429e23144
1748.,	w11_d429e23147
1750.,	w1_d429e23153
1752.,	w3_d429e23156
1754.,	w5_d429e23159
1756.,	w7_d429e23162
1757.,	w9_d429e23165
1758.,	w11_d429e23168
und	w13_d429e23172
1759.,	w1_d429e23177
dem	w3_d429e23180
Meist	w5_d429e23183
dietenden	w7_d429e23186
licitando	w9_d429e23189
zu	w11_d429e23192
verkauf	w13_d429e23196
fen	w1_d429e23201
seye,	w3_d429e23204
wer	w5_d429e23207
also	w7_d429e23210
hierzu	w9_d429e23213
ein=Verlangen	w11_d429e23216
traget,	w13_d429e23220
der	w1_d429e23225
kan	w3_d429e23228
sich	w5_d429e23231
in	w7_d429e23234
gedachter	w9_d429e23237
Wienerischen	w11_d429e23240
Neustadt	w13_d429e23244
in	w1_d429e23250
dem	w3_d429e23253
Maxmilianischen	w5_d429e23256
Haus,	w7_d429e23259
alda	w9_d429e23262
an	w11_d429e23265
obbestim	w13_d429e23269
ten	w1_d429e23274
Tag	w3_d429e23277
und	w5_d429e23280
Stund	w7_d429e23283
anmelden.	w9_d429e23286
</p>
<p id="p30_d429e23289">
Von	w1_d429e23293
N	w3_d429e23296
Richter	w5_d429e23299
und	w7_d429e23302
Raht	w9_d429e23305
der	w11_d429e23308
Landesfürstlich	w13_d429e23312
N.	w1_d429e23317
Oe	w3_d429e23320
Stadt	w5_d429e23323
Closterneuburg,	w7_d429e23326
wird	w9_d429e23329
hiemit	w11_d429e23332
noch	w13_d429e23336
malen	w1_d429e23341
jedermänniglich	w3_d429e23344
kund	w5_d429e23347
und	w7_d429e23350
zu	w9_d429e23353
wissen	w11_d429e23356
gemacht,	w13_d429e23360
was	w1_d429e23366
gestalten	w3_d429e23369
des	w5_d429e23372
Herrn	w7_d429e23375
Johann	w9_d429e23378
Lambert	w11_d429e23381
Schrei	w13_d429e23385
ner,	w1_d429e23390
in	w3_d429e23393
der	w5_d429e23396
unteren	w7_d429e23399
Stadt	w9_d429e23402
auf	w11_d429e23405
dem	w13_d429e23409
Platz	w15_d429e23412
ligende	w17_d429e23415
Behausung,	w1_d429e23420
samt	w3_d429e23423
der	w5_d429e23426
Handlungs=gerechtigkeit	w7_d429e23429
dem	w1_d429e23434
Meist=bietenden	w3_d429e23437
zu	w5_d429e23440
verkauffen	w7_d429e23443
seye,	w9_d429e23446
wer	w11_d429e23449
nun	w13_d429e23453
solche	w1_d429e23459
käuflich	w3_d429e23462
an	w5_d429e23465
sich	w7_d429e23468
zu	w9_d429e23471
bringen	w11_d429e23474
entschlossen,	w13_d429e23478
der	w15_d429e23481
oder	w1_d429e23486
diejenige	w3_d429e23489
haben	w5_d429e23492
sich	w7_d429e23495
auf	w9_d429e23498
den	w11_d429e23501
17	w13_d429e23505
lauffenden	w15_d429e23508
Monats	w1_d429e23513
Martii	w3_d429e23516
fruh	w5_d429e23519
um	w7_d429e23522
9.	w9_d429e23525
Uhr	w11_d429e23528
auf	w13_d429e23532
gemeiner	w15_d429e23535
Stadt	w1_d429e23540
Raht	w3_d429e23543
haus	w5_d429e23546
einzufinden,	w7_d429e23549
und	w9_d429e23552
der	w11_d429e23555
gewöhn	w13_d429e23559
</p>
<p id="p32_d429e23562">
lichen	w1_d429e23566
licitatien	w3_d429e23569
abzuwarten.	w5_d429e23572
So	w7_d429e23575
beschehen	w9_d429e23578
Gla	w11_d429e23581
sterneuburg	w1_d429e23586
den	w3_d429e23589
11.	w5_d429e23592
Februarii	w7_d429e23595
1760.	w9_d429e23598
</p>
<list id="l34_d429e23601">
Bey	w1_d429e23605
Augustin	w3_d429e23608
Bernardi,	w5_d429e23611
Universitats=buch	w7_d429e23614
hän	w9_d429e23617
dler,	w1_d429e23622
der	w3_d429e23625
obern	w5_d429e23628
Jesuiter=pforten	w7_d429e23631
gegen=über,	w9_d429e23634
ist	w11_d429e23637
zu	w1_d429e23642
haben:	w3_d429e23645
Des	w1_d429e23651
Thucydides	w3_d429e23654
8.	w5_d429e23657
Bücher	w7_d429e23660
der	w9_d429e23663
Geschichte.	w11_d429e23666
Aus	w13_d429e23670
dem	w1_d429e23675
Griechischen	w3_d429e23678
mit	w5_d429e23681
vielen	w7_d429e23684
kritischen	w9_d429e23687
Anmerkun	w11_d429e23690
gen	w1_d429e23695
übersetzet,	w3_d429e23698
von	w5_d429e23701
Joh.	w7_d429e23704
David	w9_d429e23707
Heilmann,	w11_d429e23710
groß	w13_d429e23714
8.	w1_d429e23719
Lemgo	w3_d429e23722
1760.	w5_d429e23725
pr.	w7_d429e23728
3.	w9_d429e23731
fl.	w11_d429e23734
30.	w13_d429e23738
kr.	w15_d429e23741
Sammlung	w1_d429e23747
verschiedener	w3_d429e23750
die	w5_d429e23753
Fieberrinde	w7_d429e23756
betref	w9_d429e23759
fender	w1_d429e23764
Abhandlungen	w3_d429e23767
und	w5_d429e23770
Nachrichten,	w7_d429e23773
als	w9_d429e23776
des	w11_d429e23779
Johann	w1_d429e23784
Douglas,	w3_d429e23787
Schipton,	w5_d429e23790
Johann	w7_d429e23793
Wall,	w9_d429e23796
Johann	w1_d429e23801
Gray,	w3_d429e23804
und	w5_d429e23807
de	w7_d429e23810
la	w9_d429e23813
Condanime.	w11_d429e23816
Aus	w13_d429e23820
dem	w15_d429e23823
Englündischen	w1_d429e23829
und	w3_d429e23832
Französischen	w5_d429e23835
übersetzt,	w7_d429e23838
mit	w9_d429e23841
Kupf.	w1_d429e23846
gr.	w3_d429e23849
8.	w5_d429e23852
Nürnberg	w7_d429e23855
1760.	w9_d429e23858
pr.	w11_d429e23861
1.	w13_d429e23865
fl.	w15_d429e23868
Voluseni	w1_d429e23873
(Florentii)	w3_d429e23876
de	w5_d429e23879
amimi	w7_d429e23882
tranquilitate	w9_d429e23885
Dialogus,	w1_d429e23890
8.	w3_d429e23893
maj	w5_d429e23896
Francf.	w7_d429e23899
&	w9_d429e23902
Lips.	w11_d429e23905
1760.	w13_d429e23909
per	w15_d429e23912
1.	w17_d429e23915
fl.	w19_d429e23918
15.	w1_d429e23924
kr.	w3_d429e23927
Ludwig	w1_d429e23932
Bourdalour	w3_d429e23935
S.	w5_d429e23938
J.	w7_d429e23941
sämtliche	w9_d429e23944
Predigten,	w11_d429e23947
welche	w1_d429e23952
vor	w3_d429e23955
dem	w5_d429e23958
Könige	w7_d429e23961
in	w9_d429e23964
Fraulreich	w11_d429e23967
Ludwig	w13_d429e23971
den	w1_d429e23976
vierzehenden	w3_d429e23979
gehalten	w5_d429e23982
worden.	w7_d429e23985
Erster	w9_d429e23988
Theil,	w11_d429e23991
oder	w1_d429e23997
Advent=predigen,	w3_d429e24000
aus	w5_d429e24003
dem	w7_d429e24006
Französischen	w9_d429e24009
übersetzt,	w1_d429e24014
von	w3_d429e24017
dem	w5_d429e24020
Uebersetzer	w7_d429e24023
der	w9_d429e24026
Schriften	w11_d429e24029
des	w13_d429e24033
Maßillon.	w1_d429e24038
groß	w3_d429e24041
8.	w5_d429e24044
Prag	w7_d429e24047
1760.	w9_d429e24050
pr.	w11_d429e24053
1.	w13_d429e24057
fl.	w15_d429e24060
30.	w17_d429e24063
kr.	w19_d429e24066
Manuductio	w1_d429e24071
ad	w3_d429e24074
artem	w5_d429e24077
Grammaticam,	w7_d429e24080
prema	w9_d429e24083
ejusdem	w1_d429e24089
Principia	w3_d429e24092
utiliter,	w5_d429e24095
complectens,	w7_d429e24098
&	w9_d429e24101
Ti-	w11_d429e24104
tonum	w1_d429e24109
captui	w3_d429e24112
accommodata	w5_d429e24115
8.	w7_d429e24118
Bambergæ	w9_d429e24121
1768.	w11_d429e24124
per	w1_d429e24129
45.	w3_d429e24132
kr.	w5_d429e24135
Johann	w1_d429e24140
Christ	w3_d429e24143
Frölichs	w5_d429e24146
von	w7_d429e24149
Frölichsburg	w9_d429e24152
Com-	w11_d429e24155
wentarius	w1_d429e24161
über	w3_d429e24164
Kaiser	w5_d429e24167
Earl	w7_d429e24170
des	w9_d429e24173
V.	w11_d429e24176
und	w13_d429e24180
des	w15_d429e24183
Heil.	w17_d429e24186
Röm.	w1_d429e24191
Reichs,	w3_d429e24194
peinliche	w5_d429e24197
Hals	w7_d429e24200
gerichts	w9_d429e24203
ordnung.	w11_d429e24206
Neue	w1_d429e24211
Auflage,	w3_d429e24214
mit	w5_d429e24217
dienlichen	w7_d429e24220
Additionibus	w9_d429e24223
ver	w11_d429e24226
sehen,	w1_d429e24231
von	w3_d429e24234
Johann	w5_d429e24237
Georg	w7_d429e24240
Seopp.	w9_d429e24243
4.	w11_d429e24246
Frankfort	w13_d429e24250
und	w1_d429e24256
Leipzig	w3_d429e24259
1759.	w5_d429e24262
pr.	w7_d429e24265
2.	w9_d429e24268
fl.	w11_d429e24271
</list>
<p id="p36_d429e24276">
Von	w1_d429e24280
der	w3_d429e24283
Kaiserl.	w5_d429e24286
Königl.	w7_d429e24289
Herrschaft	w9_d429e24292
Eberstorf	w11_d429e24295
an	w1_d429e24300
der	w3_d429e24303
Donau,	w5_d429e24306
wirdet	w7_d429e24309
hiemit	w9_d429e24312
allen	w11_d429e24315
und	w13_d429e24319
jeden,	w15_d429e24322
welche	w1_d429e24327
an	w3_d429e24330
des	w5_d429e24333
Johann	w7_d429e24336
Michael	w9_d429e24339
Aichingers,	w11_d429e24342
gewe	w13_d429e24346
sten	w1_d429e24352
Mühlner=meister	w3_d429e24355
und	w5_d429e24358
Burger	w7_d429e24361
in	w9_d429e24364
dem	w11_d429e24367
Markt	w13_d429e24371
Schwechat	w1_d429e24376
seel.	w3_d429e24379
Verlassenschaft	w5_d429e24382
einige	w7_d429e24385
Sprüch	w9_d429e24388
und	w11_d429e24391
Forderungen	w1_d429e24396
zu	w3_d429e24399
haben	w5_d429e24402
vermeinen,	w7_d429e24405
nachdrücklich	w9_d429e24408
intimiret,	w1_d429e24413
daß	w3_d429e24416
dieselben	w5_d429e24419
auf	w7_d429e24422
den	w9_d429e24425
nächstkommen	w11_d429e24428
den	w1_d429e24434
13.	w3_d429e24437
Monats	w5_d429e24440
tag	w7_d429e24443
Aprilis	w9_d429e24446
lauffenden	w11_d429e24449
Jahrs,	w13_d429e24453
wegen	w1_d429e24458
dem	w3_d429e24461
diesfalls	w5_d429e24464
pro	w7_d429e24467
primo	w9_d429e24470
2do.	w11_d429e24473
terno,	w13_d429e24477
ac	w15_d429e24480
peremptorio	w1_d429e24485
termino	w3_d429e24488
angeschlagenen	w5_d429e24491
Convoca-	w7_d429e24494
tion-edict,	w1_d429e24499
bey	w3_d429e24502
der	w5_d429e24505
alhiesigen	w7_d429e24508
Kaiserl.	w9_d429e24511
Königl.	w11_d429e24514
Herrschafts=canzley	w1_d429e24520
zu	w3_d429e24523
Eberstorf,	w5_d429e24526
sich	w7_d429e24529
also	w9_d429e24532
gewiß	w11_d429e24535
anmelden,	w1_d429e24540
und	w3_d429e24543
sich	w5_d429e24546
wegen	w7_d429e24549
ihren	w9_d429e24552
etwann	w11_d429e24555
haben	w13_d429e24559
den	w1_d429e24564
Forderungen	w3_d429e24567
mittelst	w5_d429e24570
Einlegung	w7_d429e24573
authentischer	w9_d429e24576
Abschriften	w1_d429e24581
legitimiren,	w3_d429e24584
als	w5_d429e24587
im	w7_d429e24590
widrigen	w9_d429e24593
denen	w11_d429e24596
Ausbleibenden	w1_d429e24602
das	w3_d429e24605
ewige	w5_d429e24608
Stillschweigen	w7_d429e24611
auferle	w9_d429e24614
get	w1_d429e24619
werden	w3_d429e24622
solle.	w5_d429e24625
Schloß	w7_d429e24628
Eberstorf	w9_d429e24631
an	w11_d429e24634
der	w13_d429e24638
Do	w15_d429e24641
nau	w1_d429e24646
den	w3_d429e24649
29.	w5_d429e24652
Februarii	w7_d429e24655
1760.	w9_d429e24658
</p>
<head id="h2_d429e24666">
AVERTISSEMENT.	w1_d429e24670
</head>
<p id="p4_d429e24673">
Dem	w1_d429e24677
Publico	w3_d429e24680
wird	w5_d429e24683
zu	w7_d429e24686
wissen	w9_d429e24689
gemachet,	w11_d429e24692
daß	w13_d429e24696
ein	w1_d429e24701
gewisser	w3_d429e24704
wanderender	w5_d429e24707
Zuckerbacker	w7_d429e24710
FranzChrißt,	w9_d429e24713
Burgerlicher	w1_d429e24718
Zuckerbackers	w3_d429e24721
Sohn	w5_d429e24724
von	w7_d429e24727
Brütin	w9_d429e24730
aus	w11_d429e24733
</p>
<p id="p10_d429e24746">
Mähren,	w1_d429e24750
