<doc id="wr_1760-03-19" attrs="word" year="1760" month="03" day="19" corpus="2">
<head id="h2_d433e3251">
Lissaben	w1_d433e3255
Königl.	w7_d433e21323
Erb=landen	w9_d433e21326
befindli	w11_d433e21329
chen	w1_d433e21334
Jnstantien,	w3_d433e21337
das	w5_d433e21340
Stuck	w7_d433e21343
in	w9_d433e21346
Französischen	w11_d433e21349
Ein	w13_d433e21353
bund	w1_d433e21358
à	w3_d433e21361
fl.	w5_d433e21364
2.	w7_d433e21367
Reflexions	w1_d433e21372
serieuses	w3_d433e21375
sur	w5_d433e21378
les	w7_d433e21381
plos	w9_d433e21384
importantea	w11_d433e21387
verites	w1_d433e21393
du	w3_d433e21396
salut,	w5_d433e21399
tirées	w7_d433e21402
de	w9_d433e21405
differents	w11_d433e21408
Auteurs,	w13_d433e21412
&	w1_d433e21417
divisées	w3_d433e21420
en	w5_d433e21423
deux	w7_d433e21426
Parties;	w9_d433e21429
religé	w11_d433e21432
à	w13_d433e21436
fl.;	w15_d433e21439
Petit	w1_d433e21444
Catechisine	w3_d433e21447
pour	w5_d433e21450
l'instruction	w7_d433e21453
de	w9_d433e21456
la	w11_d433e21459
Jeu-	w13_d433e21463
nese	w1_d433e21468
à	w3_d433e21471
30.	w5_d433e21474
xr.	w7_d433e21477
</list>
<p id="p40_d433e21481">
Auf	w1_d433e21485
dem	w3_d433e21488
Deminicaner=platz,	w5_d433e21491
in	w7_d433e21494
dem	w9_d433e21497
Kaliwo	w11_d433e21500
dischen	w1_d433e21505
Buch=gewölbe	w3_d433e21508
ist	w5_d433e21511
zu	w7_d433e21514
bekommen:	w9_d433e21517
</p>
<p id="p42_d433e21520">
Auf	w1_d433e21524
künftigen	w3_d433e21527
St.	w5_d433e21530
Georgi	w7_d433e21533
ist	w9_d433e21536
nächst	w11_d433e21539
Maria	w13_d433e21543
stiegen	w1_d433e21548
in	w3_d433e21551
dem	w5_d433e21554
zun	w7_d433e21557
sieben	w9_d433e21560
Schwerdtern	w11_d433e21563
genann	w13_d433e21567
ten	w1_d433e21572
Haus	w3_d433e21575
der	w5_d433e21578
erste	w7_d433e21581
Stock	w9_d433e21584
mit	w11_d433e21587
4	w13_d433e21591
Zimmern	w15_d433e21594
auf	w17_d433e21597
die	w1_d433e21603
Gassen,	w3_d433e21606
und	w5_d433e21609
2.	w7_d433e21612
im	w9_d433e21615
Hof	w11_d433e21618
hinein	w13_d433e21622
nebst	w15_d433e21625
Stal	w17_d433e21628
lung	w1_d433e21633
auf	w3_d433e21636
2.	w5_d433e21639
Pferd,	w7_d433e21642
samt	w9_d433e21645
Keller,	w11_d433e21648
Boden,	w13_d433e21652
und	w15_d433e21655
Holz=gewölb	w1_d433e21660
zu	w3_d433e21663
verlassen;	w5_d433e21666
wer	w7_d433e21669
solche	w9_d433e21672
bestehen	w11_d433e21675
will,	w1_d433e21680
kan	w3_d433e21683
sich	w5_d433e21686
bey	w7_d433e21689
dem	w9_d433e21692
Haus=meister	w11_d433e21695
anmelden.	w13_d433e21699
</p>
<p id="p44_d433e21702">
Von	w1_d433e21706
der	w3_d433e21709
Kaiserl.	w5_d433e21712
Königl.	w7_d433e21715
N.	w9_d433e21718
Oe.	w11_d433e21721
Justitz	w13_d433e21725
banes	w15_d433e21728
deputation,	w1_d433e21733
wird	w3_d433e21736
hiemit	w5_d433e21739
all	w7_d433e21742
und	w9_d433e21745
jeden	w11_d433e21748
durch	w13_d433e21752
ge	w15_d433e21755
genwärtiges	w1_d433e21760
Edict	w3_d433e21763
kund	w5_d433e21766
und	w7_d433e21769
zu	w9_d433e21772
wissen	w11_d433e21775
gemacht,	w13_d433e21779
bey	w1_d433e21785
dieser	w3_d433e21788
Justitz=stelle	w5_d433e21791
habe	w7_d433e21794
Herr	w9_d433e21797
Gabriel	w11_d433e21800
Graf	w13_d433e21804
von	w1_d433e21809
Keglevich,	w3_d433e21812
Kaiserl.	w5_d433e21815
Königl.	w7_d433e21818
Generalfeld	w9_d433e21821
be	w1_d433e21826
meister	w3_d433e21829
mit	w5_d433e21832
mehreren	w7_d433e21835
angebracht,	w9_d433e21838
war	w11_d433e21841
</p>
<p id="p50_d433e21855">
sen	w1_d433e21859
demselben	w3_d433e21862
eine	w5_d433e21865
Kaiserl.	w7_d433e21868
Königl.	w9_d433e21871
Universalen	w11_d433e21874
meral=zahl=amts=obligation	w1_d433e21879
dd.	w3_d433e21882
20.	w5_d433e21885
May	w7_d433e21888
1758	w9_d433e21891
auf	w1_d433e21896
seinen	w3_d433e21899
Namen	w5_d433e21902
lautend	w7_d433e21905
pr.	w9_d433e21908
530.	w11_d433e21911
fl.	w13_d433e21915
in	w15_d433e21918
Ver	w17_d433e21921
lust	w1_d433e21927
gerahten	w3_d433e21930
wäre;	w5_d433e21933
damit	w7_d433e21936
also	w9_d433e21939
erwehnte	w11_d433e21942
Obliga	w13_d433e21946
tion	w1_d433e21951
durch	w3_d433e21954
Affigirung	w5_d433e21957
eines	w7_d433e21960
gewöhnlichen	w9_d433e21963
Valval	w11_d433e21966
edicts	w1_d433e21971
der	w3_d433e21974
Ordnung	w5_d433e21977
nach	w7_d433e21980
amortisiret,	w9_d433e21983
und	w11_d433e21986
ihme	w13_d433e21990
Herrn	w1_d433e21995
Grafen	w3_d433e21998
von	w5_d433e22001
Keglevich,	w7_d433e22004
eine	w9_d433e22007
andere	w11_d433e22010
der	w13_d433e22014
gleichen	w1_d433e22020
ausgestellet	w3_d433e22023
werden	w5_d433e22026
möchte;	w7_d433e22029
als	w9_d433e22032
hat	w11_d433e22035
sel	w13_d433e22039
ber	w1_d433e22044
wegen	w3_d433e22047
dessen	w5_d433e22050
Ausfertigung	w7_d433e22053
um	w9_d433e22056
die	w11_d433e22059
Auflag	w13_d433e22063
an	w1_d433e22068
seine	w3_d433e22071
Behörde	w5_d433e22074
gebetten.	w7_d433e22077
Gleichwie	w9_d433e22080
nun	w11_d433e22083
in	w13_d433e22087
solches	w1_d433e22092
des	w3_d433e22095
Herrn	w5_d433e22098
Supplicanten	w7_d433e22101
billiges	w9_d433e22104
Anlangen	w11_d433e22107
von	w1_d433e22113
Rechts	w3_d433e22116
wegen	w5_d433e22119
solcher	w7_d433e22122
gestalten	w9_d433e22125
gewilliget	w11_d433e22128
wor	w13_d433e22132
den,	w1_d433e22137
daß,	w3_d433e22140
wann	w5_d433e22143
binnen	w7_d433e22146
einem	w9_d433e22149
Jahr	w11_d433e22152
6.	w13_d433e22156
Wochen	w15_d433e22159
und	w1_d433e22164
3.	w3_d433e22167
Täg	w5_d433e22170
von	w7_d433e22173
Zeit	w9_d433e22176
der	w11_d433e22179
Affigirung	w13_d433e22183
dieses	w15_d433e22186
Edicts	w17_d433e22189
anzurechnen	w1_d433e22194
sich	w3_d433e22197
niemand	w5_d433e22200
zu	w7_d433e22203
obiger	w9_d433e22206
in	w11_d433e22209
Verlust	w13_d433e22213
gerahtenen	w1_d433e22219
Obligation	w3_d433e22222
legitimiren,	w5_d433e22225
oder	w7_d433e22228
solche	w9_d433e22231
in	w1_d433e22236
Originali	w3_d433e22239
produciren	w5_d433e22242
wurde,	w7_d433e22245
selbe	w9_d433e22248
alsdann	w11_d433e22251
für	w1_d433e22256
null	w3_d433e22259
und	w5_d433e22262
nichtig	w7_d433e22265
gehalten,	w9_d433e22268
folgsam	w11_d433e22271
nach	w13_d433e22275
Ver	w15_d433e22278
fliessung	w1_d433e22283
besagten	w3_d433e22286
Termins	w5_d433e22289
dem	w7_d433e22292
Herrn	w9_d433e22295
Grafen	w11_d433e22298
von	w1_d433e22304
Keglevich	w3_d433e22307
ein	w5_d433e22310
neue	w7_d433e22313
derley	w9_d433e22316
Obligation	w11_d433e22319
auf	w13_d433e22323
obberührte	w1_d433e22328
Summa	w3_d433e22331
ausgefertiget,	w5_d433e22334
und	w7_d433e22337
zugestel	w9_d433e22340
let	w1_d433e22345
werden	w3_d433e22348
solle.	w5_d433e22351
Welches	w7_d433e22354
man	w9_d433e22357
jedermänniglich	w11_d433e22360
durch	w1_d433e22365
dieses	w3_d433e22368
offene	w5_d433e22371
Edict	w7_d433e22374
zur	w9_d433e22377
Nachricht	w11_d433e22380
hiemit	w13_d433e22384
erinneren	w1_d433e22390
wollen.	w3_d433e22393
</p>
<p id="p52_d433e22396">
Wir	w1_d433e22400
Burger=meister	w3_d433e22403
Amts=verwalter,	w5_d433e22406
und	w7_d433e22409
Raht	w9_d433e22412
der	w1_d433e22417
Stadt	w3_d433e22420
Wien,	w5_d433e22423
geben	w7_d433e22426
allen	w9_d433e22429
und	w11_d433e22432
jeden	w13_d433e22436
Credi	w15_d433e22439
toren,	w1_d433e22444
und	w3_d433e22447
ab	w5_d433e22450
intestato	w7_d433e22453
kommenden	w9_d433e22456
Erben,	w11_d433e22459
so	w13_d433e22463
zu	w1_d433e22469
weyl.	w3_d433e22472
Christina	w5_d433e22475
Mayrin,	w7_d433e22478
gewest	w9_d433e22481
Burgerliche	w11_d433e22484
Störckmacherin	w1_d433e22489
in	w3_d433e22492
Sandinischen	w5_d433e22495
Haus	w7_d433e22498
auf	w9_d433e22501
der	w11_d433e22504
Wieden,	w1_d433e22509
alhier	w3_d433e22512
intestato	w5_d433e22515
seel.	w7_d433e22518
Verlassenschaft	w9_d433e22521
Sprüch	w1_d433e22526
und	w3_d433e22529
Anforderung	w5_d433e22532
haben,	w7_d433e22535
oder	w9_d433e22538
zu	w11_d433e22541
haben	w13_d433e22545
dermeinen,	w1_d433e22551
es	w3_d433e22554
seye	w5_d433e22557
um	w7_d433e22560
Erbschaft,	w9_d433e22563
Geld,	w11_d433e22566
Schul	w13_d433e22570
den	w1_d433e22575
oder	w3_d433e22578
anderes,	w5_d433e22581
wie	w7_d433e22584
das	w9_d433e22587
immer	w11_d433e22590
genennet	w13_d433e22594
wer	w15_d433e22597
den	w1_d433e22602
kan	w3_d433e22605
oder	w5_d433e22608
mag,	w7_d433e22611
hiemit	w9_d433e22614
zu	w11_d433e22617
vernehmen;	w13_d433e22621
daß	w15_d433e22624
wir	w1_d433e22629
entschlossen	w3_d433e22632
seynd,	w5_d433e22635
jetztberührte	w7_d433e22638
Sprüch	w9_d433e22641
auf	w11_d433e22644
den	w1_d433e22650
3.	w3_d433e22653
Monats	w5_d433e22656
tag	w7_d433e22659
May	w9_d433e22662
lauffend	w11_d433e22665
1760.	w13_d433e22669
Jahrs	w15_d433e22672
auf	w1_d433e22677
unser,	w3_d433e22680
und	w5_d433e22683
gemeiner	w7_d433e22686
Stadt	w9_d433e22689
Raht=haus	w11_d433e22692
sol	w13_d433e22696
cher	w1_d433e22701
gestalten	w3_d433e22704
zu	w5_d433e22707
hören,	w7_d433e22710
zu	w9_d433e22713
vernehmen,	w11_d433e22716
und	w13_d433e22720
was	w15_d433e22723
sich	w1_d433e22728
hierauf	w3_d433e22731
gebühret	w5_d433e22734
zu	w7_d433e22737
handlen,	w9_d433e22740
daß	w11_d433e22743
anstatt	w13_d433e22747
de	w15_d433e22750
ren	w1_d433e22756
sonst	w3_d433e22759
gebräuchigen	w5_d433e22762
dreyen	w7_d433e22765
Edicten,	w9_d433e22768
zur	w11_d433e22771
Ab	w13_d433e22775
schneidung	w1_d433e22780
aller	w3_d433e22783
Weitläuftigkeiten,	w5_d433e22786
diese	w7_d433e22789
Sack	w9_d433e22792
auf	w1_d433e22797
einmal	w3_d433e22800
hindann	w5_d433e22803
gelegt,	w7_d433e22806
und	w9_d433e22809
hernach	w11_d433e22812
keiner	w13_d433e22816
mehr	w1_d433e22821
gehöret	w3_d433e22824
werden	w5_d433e22827
solle;	w7_d433e22830
erfordern	w9_d433e22833
und	w11_d433e22836
citiren	w13_d433e22840
demnach	w1_d433e22846
alle	w3_d433e22849
Jntereßirte,	w5_d433e22852
sonderlich	w7_d433e22855
die	w9_d433e22858
ab	w11_d433e22861
inte-	w13_d433e22865
itato	w1_d433e22870
kommende	w3_d433e22873
Erben,	w5_d433e22876
hiemit	w7_d433e22879
peremptorie,	w9_d433e22882
und	w11_d433e22885
sub	w1_d433e22890
pæna	w3_d433e22893
præclus,	w5_d433e22896
daß	w7_d433e22899
sie	w9_d433e22902
entweders	w11_d433e22905
selbst	w13_d433e22909
per	w15_d433e22912
sönlich,	w1_d433e22917
oder	w3_d433e22920
aber	w5_d433e22923
durch	w7_d433e22926
hierzu	w9_d433e22929
genugsamm	w11_d433e22932
be	w13_d433e22936
vollmächtigte	w1_d433e22942
Gewalt=tragere	w3_d433e22945
auf	w5_d433e22948
obbemeldten	w7_d433e22951
Tag	w9_d433e22954
fruh	w1_d433e22959
um	w3_d433e22962
8.	w5_d433e22965
Uhr,	w7_d433e22968
oder	w9_d433e22971
da	w11_d433e22974
wir	w13_d433e22978
selbigen	w15_d433e22981
Tags	w17_d433e22984
et	w19_d433e22987
wann	w1_d433e22992
anderer	w3_d433e22995
Geschäften	w5_d433e22998
halber	w7_d433e23001
nicht	w9_d433e23004
zu	w11_d433e23007
Raht	w13_d433e23011
sitzeten,	w1_d433e23016
den	w3_d433e23019
nächst	w5_d433e23022
darauf	w7_d433e23025
folgenden	w9_d433e23028
Rahts=tag	w11_d433e23031
vor	w13_d433e23035
uns	w1_d433e23041
erscheinen,	w3_d433e23044
alda	w5_d433e23047
ihre	w7_d433e23050
Forderungen	w9_d433e23053
schrift	w11_d433e23056
oder	w1_d433e23061
mündlich	w3_d433e23064
anbringen,	w5_d433e23067
sich	w7_d433e23070
legitimiren,	w9_d433e23073
und	w11_d433e23076
nicht	w1_d433e23081
ausbleiben,	w3_d433e23084
und	w5_d433e23087
zwar	w7_d433e23090
mit	w9_d433e23093
dieser	w11_d433e23096
nochmalig	w13_d433e23100
gemessenen	w1_d433e23105
Commination,	w3_d433e23108
daß	w5_d433e23111
es	w7_d433e23114
erscheine	w9_d433e23117
dar	w11_d433e23120
bey	w1_d433e23126
ein	w3_d433e23129
Theil	w5_d433e23132
oder	w7_d433e23135
nicht,	w9_d433e23138
der	w11_d433e23141
Anwesende	w13_d433e23145
mit	w15_d433e23148
seiner	w1_d433e23153
Nohtdurft	w3_d433e23156
nichts	w5_d433e23159
destoweniger	w7_d433e23162
angehöret,	w9_d433e23165
und	w1_d433e23170
darüber	w3_d433e23173
was	w5_d433e23176
Rechtens	w7_d433e23179
ist	w9_d433e23182
erkennet,	w11_d433e23185
der	w13_d433e23189
Aus	w15_d433e23192
</p>
<p id="p54_d433e23195">
bleibende	w1_d433e23199
hingegen	w3_d433e23202
nicht	w5_d433e23205
mehr	w7_d433e23208
gehöret,	w9_d433e23211
sondern	w11_d433e23214
gänzlichen	w1_d433e23219
ausgeschlossen	w3_d433e23222
werden	w5_d433e23225
solle;	w7_d433e23228
wornach	w9_d433e23231
sich	w1_d433e23236
ein	w3_d433e23239
jeder	w5_d433e23242
zu	w7_d433e23245
richten,	w9_d433e23248
und	w11_d433e23251
vor	w13_d433e23255
Schaden	w15_d433e23258
zu	w17_d433e23261
hüt	w19_d433e23264
ten	w1_d433e23270
wissen	w3_d433e23273
wird.	w5_d433e23276
Actum	w7_d433e23279
Wien	w9_d433e23282
den	w11_d433e23285
7.	w13_d433e23289
Martii	w15_d433e23292
1760.	w1_d433e23297
</p>
<p id="p56_d433e23300">
Von	w1_d433e23304
dem	w3_d433e23307
Kaiserl.	w5_d433e23310
Königl.	w7_d433e23313
Stadt	w9_d433e23316
und	w11_d433e23319
Lau	w13_d433e23323
gericht	w1_d433e23328
Wien	w3_d433e23331
des	w5_d433e23334
Leopold	w7_d433e23337
Peyers	w9_d433e23340
proprio	w11_d433e23343
&	w13_d433e23347
uxorio	w15_d433e23350
nomine	w1_d433e23355
sowol	w3_d433e23358
in	w5_d433e23361
als	w7_d433e23364
etwa	w9_d433e23367
ausser	w11_d433e23370
Landes	w13_d433e23374
befind	w15_d433e23377
lichen	w1_d433e23383
Creditoren	w3_d433e23386
anzufügen:	w5_d433e23389
Demnach	w7_d433e23392
der	w9_d433e23395
in	w11_d433e23398
der	w1_d433e23403
Peyerischen	w3_d433e23406
Concurs=sach	w5_d433e23409
aufgestellte	w7_d433e23412
Herr	w9_d433e23415
Curator	w1_d433e23420
ad	w3_d433e23423
lites	w5_d433e23426
supplicanao	w7_d433e23429
angezeiget;	w9_d433e23432
wie	w11_d433e23435
daß	w13_d433e23439
bey	w1_d433e23444
der	w3_d433e23447
unterm	w5_d433e23450
14.	w7_d433e23453
Novemb.	w9_d433e23456
1759.	w11_d433e23459
angdordnet	w13_d433e23463
gewesten	w1_d433e23469
Conpocations=tagsatzung	w3_d433e23472
nicht	w5_d433e23475
mehr	w7_d433e23478
als	w9_d433e23481
ein	w1_d433e23486
einziger	w3_d433e23489
von	w5_d433e23492
denen	w7_d433e23495
Peyerischen	w9_d433e23498
Creditoren	w11_d433e23501
sich	w13_d433e23505
angemeldet,	w1_d433e23510
wo	w3_d433e23513
doch	w5_d433e23516
zu	w7_d433e23519
vermuten,	w9_d433e23522
daß	w11_d433e23525
die	w13_d433e23529
Peye	w15_d433e23532
rische	w1_d433e23537
Conleut	w3_d433e23540
wegen	w5_d433e23543
einem	w7_d433e23546
nicht	w9_d433e23549
werden	w11_d433e23552
Cessio-	w13_d433e23556
nem	w1_d433e23562
bonorum	w3_d433e23565
angemeldet	w5_d433e23568
haben,	w7_d433e23571
sondern	w9_d433e23574
noht	w11_d433e23577
folglichen	w1_d433e23582
mehrere	w3_d433e23585
Glaubigere	w5_d433e23588
vorhanden	w7_d433e23591
seyn	w9_d433e23594
müssen,	w1_d433e23599
zumalen	w3_d433e23602
aber	w5_d433e23605
bis	w7_d433e23608
anhero	w9_d433e23611
dieselbe	w11_d433e23614
sich	w13_d433e23618
we	w15_d433e23621
der	w1_d433e23626
angemeldet,	w3_d433e23629
viel	w5_d433e23632
weniger	w7_d433e23635
liquidiret;	w9_d433e23638
dahero	w11_d433e23641
die	w1_d433e23647
unumgängliche	w3_d433e23650
Nohtdurft	w5_d433e23653
erheischet,	w7_d433e23656
daß	w9_d433e23659
die	w11_d433e23662
diesfällige	w1_d433e23667
Cridä=sach	w3_d433e23670
der	w5_d433e23673
Ordnung	w7_d433e23676
nach	w9_d433e23679
betrie	w11_d433e23682
ben,	w1_d433e23687
und	w3_d433e23690
denen	w5_d433e23693
erholt=Peyerischen	w7_d433e23696
Creditoren	w9_d433e23699
eine	w1_d433e23704
nochmalige	w3_d433e23707
Tagsatzung,	w5_d433e23710
sowol	w7_d433e23713
zur	w9_d433e23716
Anmeld	w11_d433e23719
als	w1_d433e23725
Liquidirung	w3_d433e23728
ihrer	w5_d433e23731
habenden	w7_d433e23734
Forderungen	w9_d433e23737
an	w11_d433e23740
beraumet	w1_d433e23745
werden	w3_d433e23748
möchte;	w5_d433e23751
in	w7_d433e23754
welch=billiches	w9_d433e23757
Ge	w11_d433e23760
such	w1_d433e23765
auch	w3_d433e23768
von	w5_d433e23771
uns	w7_d433e23774
gewilliget	w9_d433e23777
worden.	w11_d433e23780
Als	w13_d433e23784
wird	w15_d433e23787
denen	w1_d433e23792
Eingangs	w3_d433e23795
bemeldt=sowol	w5_d433e23798
in	w7_d433e23801
als	w9_d433e23804
erwa	w11_d433e23807
aus	w13_d433e23811
ser	w1_d433e23817
Landes	w3_d433e23820
befindlich=Peyerischen	w5_d433e23823
Creditspar	w7_d433e23826
theyen	w1_d433e23831
in	w3_d433e23834
Kraft	w5_d433e23837
gegenwärtig=offenen	w7_d433e23840
Valval	w9_d433e23843
edicts	w1_d433e23848
ein	w3_d433e23851
vier=wochiger	w5_d433e23854
Termin	w7_d433e23857
von	w9_d433e23860
untem	w11_d433e23863
ge	w13_d433e23867
setzten	w1_d433e23872
Dato	w3_d433e23875
an,	w5_d433e23878
das	w7_d433e23881
ist,	w9_d433e23884
bis	w11_d433e23887
auf	w13_d433e23891
den	w15_d433e23894
24.	w17_d433e23897
dies	w19_d433e23900
Monats	w1_d433e23906
Martii	w3_d433e23909
fruh	w5_d433e23912
um	w7_d433e23915
8.	w9_d433e23918
Uhr	w11_d433e23921
sowol	w13_d433e23925
zur	w15_d433e23928
förm	w17_d433e23931
lichen	w1_d433e23936
Anmeld	w3_d433e23939
als	w5_d433e23942
Liquidirung	w7_d433e23945
ihrer	w9_d433e23948
habenden	w11_d433e23951
Sprüch	w1_d433e23956
und	w3_d433e23959
Anforderungen	w5_d433e23962
eine	w7_d433e23965
allerdings	w9_d433e23968
clau	w11_d433e23971
sulirte	w1_d433e23976
Tagsatzung	w3_d433e23979
hiermit	w5_d433e23982
anberaumet,	w7_d433e23985
wie	w9_d433e23988
dann	w11_d433e23991
dieselbe	w1_d433e23997
am	w3_d433e24000
besagten	w5_d433e24003
Tag	w7_d433e24006
und	w9_d433e24009
Stund	w11_d433e24012
entweders	w13_d433e24016
persönlich,	w1_d433e24021
oder	w3_d433e24024
durch	w5_d433e24027
genugsam	w7_d433e24030
Bevollmächtigte	w9_d433e24033
mit	w1_d433e24038
denen	w3_d433e24041
erforderlichen	w5_d433e24044
Nohtdurften	w7_d433e24047
gefaster	w9_d433e24050
sich	w11_d433e24053
also	w1_d433e24058
gewiß	w3_d433e24061
einzufinden	w5_d433e24064
haben	w7_d433e24067
werden;	w9_d433e24070
wie	w11_d433e24073
im	w13_d433e24077
widrigen	w1_d433e24083
die	w3_d433e24086
sich	w5_d433e24089
nicht	w7_d433e24092
anmeldende	w9_d433e24095
Prätendenten	w11_d433e24098
oder	w1_d433e24103
Glaubigere	w3_d433e24106
mit	w5_d433e24109
ihren	w7_d433e24112
etwaigen	w9_d433e24115
Forderungen	w11_d433e24118
von	w1_d433e24123
diesortiger	w3_d433e24126
Massa	w5_d433e24129
gänzlich	w7_d433e24132
ausgeschlossen	w9_d433e24135
seyn	w11_d433e24138
sollen.	w1_d433e24143
Aetum	w3_d433e24146
Wien	w5_d433e24149
den	w7_d433e24152
26.	w9_d433e24155
Febr.	w11_d433e24158
1760.	w13_d433e24162
</p>
<head id="h2_d433e24168">
Land=marschall,	w1_d433e24172
rc.	w3_d433e24175
</head>
<p id="p4_d433e24178">
Entbiete	w1_d433e24182
N.	w3_d433e24185
allen	w5_d433e24188
und	w7_d433e24191
jeden,	w9_d433e24194
was	w11_d433e24197
Standes	w13_d433e24201
und	w1_d433e24206
Würden	w3_d433e24209
die	w5_d433e24212
seynd,	w7_d433e24215
der	w9_d433e24218
Gebühr	w11_d433e24221
nach,	w13_d433e24225
mei	w15_d433e24228
nen	w1_d433e24233
respective	w3_d433e24236
Dienst	w5_d433e24239
in	w7_d433e24242
gutem	w9_d433e24245
Willen	w11_d433e24248
zuvor,	w13_d433e24252
und	w1_d433e24258
füge	w3_d433e24261
hiemit	w5_d433e24264
zu	w7_d433e24267
vernehmen:	w9_d433e24270
Es	w11_d433e24273
haben	w13_d433e24277
bey	w15_d433e24280
dem	w1_d433e24285
mer	w3_d433e24288
allergnädigst	w5_d433e24291
anvertrauten	w7_d433e24294
N.	w9_d433e24297
Oe.	w11_d433e24300
Land	w13_d433e24304
merschallischen	w1_d433e24309
Gericht	w3_d433e24312
die	w5_d433e24315
Gräfl.	w7_d433e24318
Stellaische	w9_d433e24321
Her	w11_d433e24324
ren	w1_d433e24329
Testaments=exceutores,	w3_d433e24332
und	w5_d433e24335
der	w7_d433e24338
Causæ	w9_d433e24341
piæ	w11_d433e24344
Curator,	w1_d433e24350
schriftlich	w3_d433e24353
vorgestellet,	w5_d433e24356
welcher	w7_d433e24359
gestal	w9_d433e24362
ten	w1_d433e24367
die	w3_d433e24370
vorhin	w5_d433e24373
angeordnet	w7_d433e24376
geweste	w9_d433e24379
Licitations	w11_d433e24382
tagsatzung	w1_d433e24387
des	w3_d433e24390
bereits	w5_d433e24393
geschätzten	w7_d433e24396
Guts	w9_d433e24399
Neunkir	w11_d433e24402
chen,	w1_d433e24407
dann	w3_d433e24410
des	w5_d433e24413
alda	w7_d433e24416
ligenden	w9_d433e24419
sogenannten	w11_d433e24422
freyen	w13_d433e24426
</p>
<p id="p10_d433e24439">
Beigten=hofs,	w1_d433e24443
in	w3_d433e24446
Ermanglung	w5_d433e24449
einiger	w7_d433e24452
Licitan	w9_d433e24455
ten	w1_d433e24460
ihren	w3_d433e24463
Fortgang	w5_d433e24466
nicht	w7_d433e24469
hätte	w9_d433e24472
erreichen	w11_d433e24475
können,	w13_d433e24479
folgsam	w1_d433e24484
gebetten,	w3_d433e24487
ich	w5_d433e24490
geruhete	w7_d433e24493
ein	w9_d433e24496
nochmaltges	w11_d433e24499
Licitations=edict	w1_d433e24505
bey	w3_d433e24508
der	w5_d433e24511
Canzley	w7_d433e24514
ausfertigen	w9_d433e24517
zu	w11_d433e24520
lassen.	w1_d433e24525
Wann	w3_d433e24528
nun	w5_d433e24531
hierinfalls	w7_d433e24534
verwilliget,	w9_d433e24537
und	w11_d433e24540
zur	w1_d433e24545
Licitations=tagsatzung	w3_d433e24548
der	w5_d433e24551
24.	w7_d433e24554
dies	w9_d433e24557
Monats	w11_d433e24560
Martii	w1_d433e24565
bestimmet	w3_d433e24568
worden	w5_d433e24571
ist.	w7_d433e24574
Als	w9_d433e24577
hat	w11_d433e24580
man	w13_d433e24584
ein	w15_d433e24587
solches	w1_d433e24593
hiemit	w3_d433e24596
jedermänniglichen	w5_d433e24599
nochmalen	w7_d433e24602
kund	w9_d433e24605
machen	w1_d433e24610
wollen,	w3_d433e24613
damit	w5_d433e24616
der	w7_d433e24619
oder	w9_d433e24622
diejenige,	w11_d433e24625
so	w13_d433e24629
obbemeldete	w1_d433e24634
Gräfl.	w3_d433e24637
Stellaische	w5_d433e24640
Herrschaft	w7_d433e24643
Neun	w9_d433e24646
kirchen,	w1_d433e24651
und	w3_d433e24654
den	w5_d433e24657
sogenannten	w7_d433e24660
freyen	w9_d433e24663
Voigten	w11_d433e24666
hof,	w1_d433e24672
samt	w3_d433e24675
Appertinentien	w5_d433e24678
käuflichen	w7_d433e24681
an	w9_d433e24684
sich	w11_d433e24687
zu	w13_d433e24691
bringen	w1_d433e24696
Willens	w3_d433e24699
seynd,	w5_d433e24702
an	w7_d433e24705
obbestimmten	w9_d433e24708
Tag	w11_d433e24711
fruh	w1_d433e24716
um	w3_d433e24719
8.	w5_d433e24722
Uhr	w7_d433e24725
ad	w9_d433e24728
licitandum	w11_d433e24731
&	w13_d433e24735
tractandum	w15_d433e24738
vor	w1_d433e24743
Gericht	w3_d433e24746
zu	w5_d433e24749
erscheinen	w7_d433e24752
wissen	w9_d433e24755
werden.	w11_d433e24758
Wien	w13_d433e24762
den	w1_d433e24768
6.	w3_d433e24771
Martii	w5_d433e24774
1760.	w7_d433e24777
</p>
<p id="p12_d433e24781">
Wir	w1_d433e24785
Burgermeister	w3_d433e24788
und	w5_d433e24791
Raht	w7_d433e24794
der	w9_d433e24797
Stadt	w11_d433e24800
Wien,	w13_d433e24804
geben	w1_d433e24809
hiemit	w3_d433e24812
durch	w5_d433e24815
dieses	w7_d433e24818
offene	w9_d433e24821
Edict	w11_d433e24824
jedermän	w13_d433e24828
niglich	w1_d433e24833
zu	w3_d433e24836
vernehmen,	w5_d433e24839
was	w7_d433e24842
gestalten	w9_d433e24845
wir	w11_d433e24848
über	w13_d433e24852
einen	w1_d433e24858
berahtschlagten	w3_d433e24861
Grund	w5_d433e24864
buchs=handlers=bericht	w7_d433e24867
de	w1_d433e24872
dato	w3_d433e24875
26.	w5_d433e24878
May	w7_d433e24881
1759.	w9_d433e24884
in	w11_d433e24887
ein	w13_d433e24891
nochmaliges	w15_d433e24894
Lici	w17_d433e24897
tations	w1_d433e24902
edict	w3_d433e24905
gewilliget,	w5_d433e24908
und	w7_d433e24911
verordnet	w9_d433e24914
haben,	w11_d433e24917
daß	w13_d433e24921
das	w1_d433e24926
Kellerische	w3_d433e24929
