<doc id="wr_1759-01-20" attrs="word" year="1759" month="01" day="20" corpus="2">
<head id="h2_d315e2754">
Prag	w1_d315e2758
oder	w1_d315e20956
Mühlbach	w1_d315e20961
separatim,	w3_d315e20964
dann	w5_d315e20967
das	w7_d315e20970
Haus	w9_d315e20973
vor	w11_d315e20976
dem	w1_d315e20981
Wiener=thor,	w3_d315e20984
nebst	w5_d315e20987
dem	w7_d315e20990
in	w9_d315e20993
aldasigen	w11_d315e20996
Keller	w13_d315e21000
befindlichen	w1_d315e21005
Wein,	w3_d315e21008
und	w5_d315e21011
leeren	w7_d315e21014
Fässern	w9_d315e21017
auszufei	w11_d315e21020
len,	w1_d315e21026
und	w3_d315e21029
zu	w5_d315e21032
verkauffen,	w7_d315e21035
und	w9_d315e21038
dahero	w11_d315e21041
eine	w13_d315e21045
andere	w15_d315e21048
Licitations=tagsatzung	w1_d315e21053
auf	w3_d315e21056
den	w5_d315e21059
1.	w7_d315e21062
Februarii	w9_d315e21065
a.	w11_d315e21068
c.	w13_d315e21072
zu	w1_d315e21077
bestimmen,	w3_d315e21080
wobey	w5_d315e21083
die	w7_d315e21086
um	w9_d315e21089
ein	w11_d315e21092
oder	w13_d315e21096
das	w15_d315e21099
andere	w17_d315e21102
von	w1_d315e21107
dieser	w3_d315e21110
Mayrischen	w5_d315e21113
Wirtschaft	w7_d315e21116
zu	w9_d315e21119
licitiren	w11_d315e21122
Lust	w13_d315e21126
habende	w1_d315e21132
Partheyen,	w3_d315e21135
um	w5_d315e21138
9.	w7_d315e21141
Uhr	w9_d315e21144
Vormittag	w11_d315e21147
an	w13_d315e21151
erstbesagten	w1_d315e21156
Tag	w3_d315e21159
auf	w5_d315e21162
alhiesigen	w7_d315e21165
Raht=haus	w9_d315e21168
zu	w11_d315e21171
er	w13_d315e21175
scheinen	w1_d315e21180
sich	w3_d315e21183
belieben	w5_d315e21186
lassen	w7_d315e21189
werden.	w9_d315e21192
Actum	w11_d315e21195
Stadt	w13_d315e21199
Baaden	w1_d315e21204
den	w3_d315e21207
17.	w5_d315e21210
Januarii	w7_d315e21213
1759.	w9_d315e21216
</p>
<p id="p8_d315e21219">
Bey	w1_d315e21223
Franz	w3_d315e21226
Leopold	w5_d315e21229
Grund	w7_d315e21232
Burgerlichen	w9_d315e21235
Buch	w11_d315e21238
bindern	w1_d315e21243
alhier,	w3_d315e21246
ist	w5_d315e21249
in	w7_d315e21252
seinem	w9_d315e21255
Gewölb	w11_d315e21258
bey	w13_d315e21262
dem	w15_d315e21265
grossen	w17_d315e21268
Thor	w1_d315e21273
an	w3_d315e21276
der	w5_d315e21279
St.	w7_d315e21282
Stephans=dom	w9_d315e21285
kirche	w11_d315e21288
zu	w13_d315e21292
verkauffen:	w15_d315e21295
Regula	w1_d315e21301
S.	w3_d315e21304
Aurelii	w5_d315e21307
Augustini	w7_d315e21310
Episcopi	w9_d315e21313
Hyponensis	w11_d315e21316
&	w1_d315e21321
Ecclesiæ	w3_d315e21324
Doctoris	w5_d315e21327
cum	w7_d315e21330
expositione	w9_d315e21333
super	w11_d315e21336
Re-	w13_d315e21340
gulam	w1_d315e21345
ejus	w3_d315e21348
M.	w5_d315e21351
Patriarchæ	w7_d315e21354
à	w9_d315e21357
Venerabili	w11_d315e21360
servo	w13_d315e21364
Dei	w15_d315e21367
Alphonso	w1_d315e21372
ab	w3_d315e21375
Orosso,	w5_d315e21378
Ord.	w7_d315e21381
Erem.	w9_d315e21384
S.	w11_d315e21387
Augustini,	w13_d315e21391
Item	w1_d315e21397
ejusdem	w3_d315e21400
Venerabilis	w5_d315e21403
Alphonsi	w7_d315e21406
ab	w9_d315e21409
Orosso	w11_d315e21412
Certamen	w1_d315e21417
amoris	w3_d315e21420
sancti,	w5_d315e21423
&	w7_d315e21426
certamen	w9_d315e21429
bonum,	w11_d315e21432
auf	w1_d315e21437
guten	w3_d315e21440
Schreib=papier,	w5_d315e21443
gedruckt	w7_d315e21446
1758.	w9_d315e21449
in	w11_d315e21452
Fran	w13_d315e21456
zösischen	w1_d315e21461
Bund	w3_d315e21464
pr.	w5_d315e21467
1.	w7_d315e21470
fl.	w9_d315e21473
</p>
<p id="p10_d315e21476">
Jtem	w1_d315e21480
Seraphische	w3_d315e21483
zu	w5_d315e21486
GOtt	w7_d315e21489
aufsteigende	w9_d315e21492
An	w11_d315e21495
dachts=flammen,	w1_d315e21500
das	w3_d315e21503
ist:	w5_d315e21506
drey	w7_d315e21509
und	w9_d315e21512
zwanzig	w11_d315e21515
klei	w13_d315e21519
ne	w1_d315e21524
Tag=zeiten	w3_d315e21527
von	w5_d315e21530
dem	w7_d315e21533
Heil.	w9_d315e21536
Francisco	w11_d315e21539
Seraphico	w13_d315e21543
und	w1_d315e21549
seinen	w3_d315e21552
Ordens=heiligen,	w5_d315e21555
samt	w7_d315e21558
denen	w9_d315e21561
Litaneyen,	w11_d315e21564
und	w1_d315e21569
einigen	w3_d315e21572
Gebettern,	w5_d315e21575
auf	w7_d315e21578
vielfältiges	w9_d315e21581
verlangen	w11_d315e21584
abermal	w1_d315e21589
aufgelegt,	w3_d315e21592
und	w5_d315e21595
mit	w7_d315e21598
sieben	w9_d315e21601
neuen	w11_d315e21604
Tag=zeiten,	w13_d315e21608
samt	w1_d315e21613
denen	w3_d315e21616
Kupfern	w5_d315e21619
vermehrt,	w7_d315e21622
in	w9_d315e21625
schwarzen	w11_d315e21628
Le	w13_d315e21632
der	w1_d315e21638
gebunden	w3_d315e21641
mit	w5_d315e21644
Gesperl	w7_d315e21647
1.	w9_d315e21650
fl.	w11_d315e21653
25.	w13_d315e21657
kr.	w15_d315e21660
</p>
<p id="p12_d315e21664">
Bey	w1_d315e21668
dem	w3_d315e21671
Verleger	w5_d315e21674
des	w7_d315e21677
Wienerischen	w9_d315e21680
Diarii	w11_d315e21683
ist	w13_d315e21687
in	w15_d315e21690
Commißion	w1_d315e21695
zu	w3_d315e21698
haben:	w5_d315e21701
Sontags=Predigen	w7_d315e21704
wodurch	w9_d315e21707
die	w1_d315e21712
Christliche	w3_d315e21715
Seele	w5_d315e21718
von	w7_d315e21721
dem	w9_d315e21724
Sünden=stand	w11_d315e21727
und	w13_d315e21731
La	w15_d315e21734
ster=lauf	w1_d315e21740
auf	w3_d315e21743
den	w5_d315e21746
Weeg	w7_d315e21749
der	w9_d315e21752
ernstlichen	w11_d315e21755
Busse,	w13_d315e21759
und	w15_d315e21762
vollkommenen	w1_d315e21767
Frömmigkeit	w3_d315e21770
geleitet,	w5_d315e21773
auch	w7_d315e21776
in	w9_d315e21779
solcher	w11_d315e21782
lebenslang	w1_d315e21787
zu	w3_d315e21790
beharren	w5_d315e21793
angehalten	w7_d315e21796
wird.	w9_d315e21799
Zusammen	w11_d315e21802
getragen	w1_d315e21807
durch	w3_d315e21810
P.	w5_d315e21813
F.	w7_d315e21816
Seraphinum	w9_d315e21819
Harnischer,	w11_d315e21822
Pre	w13_d315e21826
biger=ordens,	w1_d315e21832
der	w3_d315e21835
Heil.	w5_d315e21838
Schrift	w7_d315e21841
Magistrum,	w9_d315e21844
Ex	w11_d315e21847
provincialem	w1_d315e21852
der	w3_d315e21855
Böhmischen	w5_d315e21858
Provinz,	w7_d315e21861
und	w9_d315e21864
ehema	w11_d315e21867
ligen	w1_d315e21872
Theologum	w3_d315e21875
des	w5_d315e21878
Caßinatensischen	w7_d315e21881
Collegii	w9_d315e21884
in	w11_d315e21887
Rom.	w1_d315e21892
Jn	w3_d315e21895
Folio.	w5_d315e21898
Das	w7_d315e21901
Exemplar	w9_d315e21904
kostet	w11_d315e21907
3.	w13_d315e21911
Fl.	w15_d315e21914
</p>
</doc>
