<doc id="wr_1757-12-17" attrs="word" year="1757" month="12" day="17" corpus="2">
<head id="h2_d203e3207">
Nieder=elbe	w1_d203e3211
Dorfes	w5_d203e21475
Mosteiros	w7_d203e21478
betrift,	w9_d203e21481
davon	w1_d203e21487
haben	w3_d203e21490
wir	w5_d203e21493
die	w7_d203e21496
Umstände	w9_d203e21499
schon	w11_d203e21502
neulich	w13_d203e21506
berichtet.	w1_d203e21511
</p>
<head id="h2_d203e21518">
EBICT.	w1_d203e21522
</head>
<p id="p4_d203e21525">
Wir	w1_d203e21529
Johann	w3_d203e21532
Leopold	w5_d203e21535
Edler	w7_d203e21538
von	w9_d203e21541
Ghelen,	w11_d203e21544
J.	w1_d203e21549
U.	w3_d203e21552
D.	w5_d203e21555
der	w7_d203e21558
K.	w9_d203e21561
K.	w11_d203e21564
Maj.	w13_d203e21568
Stadt	w15_d203e21571
und	w17_d203e21574
Land	w19_d203e21577
richter	w1_d203e21582
in	w3_d203e21585
Dero	w5_d203e21588
Haupt	w7_d203e21591
und	w9_d203e21594
Residenz=stadt	w11_d203e21597
Wien,	w1_d203e21603
dann	w3_d203e21606
N.	w5_d203e21609
N.	w7_d203e21612
die	w9_d203e21615
gesammte	w11_d203e21618
Beysitzere	w13_d203e21622
allda,	w1_d203e21627
geben	w3_d203e21630
denen	w5_d203e21633
in	w7_d203e21636
dem	w9_d203e21639
untern	w11_d203e21642
9.	w13_d203e21646
Novemb.	w15_d203e21649
1754	w1_d203e21654
publicirt=Geschwendtnerischen	w3_d203e21657
Cridä	w5_d203e21660
abschied	w1_d203e21665
Classe	w3_d203e21668
2da	w5_d203e21671
einkemmendprivilegir	w7_d203e21674
ten	w1_d203e21680
Creditoren	w3_d203e21683
und	w5_d203e21686
respectivè	w7_d203e21689
Schmalzhan	w9_d203e21692
dlern,	w1_d203e21697
benanntlichen,	w3_d203e21700
dem	w5_d203e21703
Paul	w7_d203e21706
Harnischer	w9_d203e21709
von	w11_d203e21712
Triebendorf,	w1_d203e21717
Thomas	w3_d203e21720
Harnischer	w5_d203e21723
von	w7_d203e21726
Kunzen	w9_d203e21729
dorf,	w1_d203e21734
Tobias	w3_d203e21737
Hartinä	w5_d203e21740
von	w7_d203e21743
Lands=kron,	w9_d203e21746
Jo	w11_d203e21749
hann	w1_d203e21755
Penz,	w3_d203e21758
Jeremias	w5_d203e21761
Vogl,	w7_d203e21764
Joseph	w9_d203e21767
Jagu	w11_d203e21770
schitz	w1_d203e21775
von	w3_d203e21778
Crapina,	w5_d203e21781
Franz	w7_d203e21784
Meixner	w9_d203e21787
in	w11_d203e21790
Rotwas	w13_d203e21794
ser,	w1_d203e21799
Georg	w3_d203e21802
Götzl	w5_d203e21805
de	w7_d203e21808
ältere,	w9_d203e21811
Elias	w11_d203e21814
Prinn,	w13_d203e21818
Tobias	w15_d203e21821
Hofmann,	w1_d203e21826
weil.	w3_d203e21829
Georg	w5_d203e21832
Götzl,	w7_d203e21835
seel.	w9_d203e21838
nachgelasse	w11_d203e21841
nen	w1_d203e21847
Erben,	w3_d203e21850
und	w5_d203e21853
Gotthard	w7_d203e21856
Schwarzer,	w9_d203e21859
hie	w11_d203e21862
mit	w1_d203e21867
zu	w3_d203e21870
vernehmen;	w5_d203e21873
demnach	w7_d203e21876
sie	w9_d203e21879
erstgedach	w11_d203e21882
te	w1_d203e21887
bey	w3_d203e21890
der	w5_d203e21893
Geschwendtnerischen	w7_d203e21896
ad	w9_d203e21899
Concursum	w11_d203e21902
gediehenen	w1_d203e21907
Verlassenschaft	w3_d203e21910
sich	w5_d203e21913
angemeldete	w7_d203e21916
Credits=partheyen,	w1_d203e21922
mit	w3_d203e21925
ihren	w5_d203e21928
gestellten	w7_d203e21931
Schuld=anforderungen	w1_d203e21936
in	w3_d203e21939
die	w5_d203e21942
zweyte	w7_d203e21945
Claß	w9_d203e21948
des	w11_d203e21951
obbesagten	w1_d203e21956
Cridæ-abschieds	w3_d203e21959
nicht	w5_d203e21962
anders,	w7_d203e21965
als	w9_d203e21968
mit	w1_d203e21973
jener	w3_d203e21976
Bedingnuß	w5_d203e21979
und	w7_d203e21982
Vorbehalt	w9_d203e21985
eingethei	w11_d203e21988
let	w1_d203e21994
worden,	w3_d203e21997
wann	w5_d203e22000
vorhero	w7_d203e22003
ein	w9_d203e22006
jedwederer	w11_d203e22009
aus	w13_d203e22013
denen	w1_d203e22018
hievor	w3_d203e22021
benamstel	w5_d203e22024
Concurienté	w7_d203e22027
in	w9_d203e22030
Gegen	w11_d203e22033
haltung	w1_d203e22038
des	w3_d203e22041
in	w5_d203e22044
denen	w7_d203e22047
Cridä=schlüssen	w9_d203e22050
von	w11_d203e22053
denenselben	w1_d203e22058
angezogenen	w3_d203e22061
Gschwendtnerischen	w5_d203e22064
</p>
<p id="p6_d203e22067">
Hand=büchel	w1_d203e22071
mit	w3_d203e22074
dem	w5_d203e22077
Herrn	w7_d203e22080
Curatore	w9_d203e22083
or	w11_d203e22086
dentlich	w1_d203e22091
sich	w3_d203e22094
berechnet,	w5_d203e22097
und	w7_d203e22100
ihre	w9_d203e22103
diesfällige	w11_d203e22106
Forderungen	w1_d203e22111
richtig	w3_d203e22114
gestellet,	w5_d203e22117
sodann	w7_d203e22120
auch	w9_d203e22123
zu	w11_d203e22126
GOtt	w1_d203e22132
dem	w3_d203e22135
Allmächtigen	w5_d203e22138
einen	w7_d203e22141
Cörperlichen	w9_d203e22144
Eid	w1_d203e22149
abgeschworen	w3_d203e22152
haben	w5_d203e22155
werden,	w7_d203e22158
daß	w9_d203e22161
sie	w11_d203e22164
den	w1_d203e22169
sich	w3_d203e22172
äusserenden	w5_d203e22175
Ausstand	w7_d203e22178
bey	w9_d203e22181
gegenwär	w11_d203e22184
tiger	w1_d203e22189
Massa	w3_d203e22192
annoch	w5_d203e22195
warhaft	w7_d203e22198
zu	w9_d203e22201
forderen,	w11_d203e22204
und	w1_d203e22210
hierumen	w3_d203e22213
auf	w5_d203e22216
keinerley	w7_d203e22219
Weis	w9_d203e22222
weder	w11_d203e22225
völ	w13_d203e22229
lig,	w1_d203e22234
noch	w3_d203e22237
zum	w5_d203e22240
Theil	w7_d203e22243
ihre	w9_d203e22246
Contentirung	w11_d203e22249
erhal	w13_d203e22253
ten	w1_d203e22258
haben.	w3_d203e22261
Deme	w5_d203e22264
min	w7_d203e22267
aber	w9_d203e22270
ein	w11_d203e22273
oder	w13_d203e22277
anderer	w15_d203e22280
Seits	w1_d203e22285
von	w3_d203e22288
so	w5_d203e22291
geraumer	w7_d203e22294
Zeit	w9_d203e22297
her	w11_d203e22300
weder	w13_d203e22304
der	w15_d203e22307
schuldige	w1_d203e22313
Vollzug	w3_d203e22316
geleistet,	w5_d203e22319
noch	w7_d203e22322
sonsten	w9_d203e22325
von	w11_d203e22328
ihe	w13_d203e22332
nen	w1_d203e22337
obspecificirten	w3_d203e22340
Creditoribus	w5_d203e22343
das	w7_d203e22346
Mindeste	w9_d203e22349
vorgekehret,	w1_d203e22354
worden	w3_d203e22357
ist;	w5_d203e22360
dahero	w7_d203e22363
der	w9_d203e22366
Gschwendtnerische	w1_d203e22371
Hr.	w3_d203e22374
Curator	w5_d203e22377
adlites	w7_d203e22380
(wel	w9_d203e22383
chem	w1_d203e22389
an	w3_d203e22392
dermaleinniger	w5_d203e22395
Endschaft	w7_d203e22398
der	w9_d203e22401
dies	w11_d203e22404
fälligen	w1_d203e22409
Cridä=verlassenschafts=abhandlung	w3_d203e22412
hauptsächlichen	w1_d203e22417
gelegen)	w3_d203e22420
schriftlichen	w5_d203e22423
suppli-	w7_d203e22426
cando	w1_d203e22431
angelanget,	w3_d203e22434
und	w5_d203e22437
gebetten,	w7_d203e22440
daß	w9_d203e22443
ihnen	w11_d203e22446
gesammten	w1_d203e22452
Creditoribus	w3_d203e22455
die	w5_d203e22458
unverlängte	w7_d203e22461
Li	w9_d203e22464
quidirung	w1_d203e22469
nach	w3_d203e22472
Maß=gab	w5_d203e22475
des	w7_d203e22478
mentionirten	w9_d203e22481
Cridä=abschieds	w1_d203e22486
bey	w3_d203e22489
würklicher	w5_d203e22492
Desertirung	w7_d203e22495
ihrer	w1_d203e22500
Anforderungen	w3_d203e22503
anferleget	w5_d203e22506
werden	w7_d203e22509
möch	w9_d203e22512
te;	w1_d203e22518
zu	w3_d203e22521
welchem	w5_d203e22524
Ende	w7_d203e22527
dann	w9_d203e22530
von	w11_d203e22533
Eingangs	w13_d203e22537
gedacht=Kaiserl.	w1_d203e22542
Königl.	w3_d203e22545
Stadt	w5_d203e22548
und	w7_d203e22551
Land	w9_d203e22554
gericht,	w1_d203e22559
eine	w3_d203e22562
Judicial=tag=satzung	w5_d203e22565
auf	w7_d203e22568
den	w9_d203e22571
16.	w11_d203e22574
Jenner	w1_d203e22579
des	w3_d203e22582
zukünftig=1758.	w5_d203e22585
Jahrs	w7_d203e22588
Frühe	w9_d203e22591
um	w1_d203e22597
8.	w3_d203e22600
Uhr	w5_d203e22603
auf	w7_d203e22606
dem	w9_d203e22609
Kaiserl.	w11_d203e22612
Königl.	w13_d203e22616
Stadt	w15_d203e22619
gericht	w1_d203e22624
alhier	w3_d203e22627
peremptorié.	w5_d203e22630
und	w7_d203e22633
zwar	w9_d203e22636
gefaßter	w11_d203e22639
zu	w1_d203e22644
erscheinen,	w3_d203e22647
bestimmet	w5_d203e22650
worden	w7_d203e22653
ist.	w9_d203e22656
</p>
<p id="p8_d203e22659">
Als	w1_d203e22663
wird	w3_d203e22666
all	w5_d203e22669
und	w7_d203e22672
jeden	w9_d203e22675
aus	w11_d203e22678
denen	w13_d203e22682
Ein	w15_d203e22685
gangs	w1_d203e22690
ernannten	w3_d203e22693
Johann	w5_d203e22696
Gschwendtnerischen	w7_d203e22699
Creditoren	w1_d203e22704
(zumalen	w3_d203e22707
derenselben	w5_d203e22710
eigentlicher	w7_d203e22713
Aufenthalt	w1_d203e22719
nicht	w3_d203e22722
bekannt)	w5_d203e22725
die	w7_d203e22728
ersterwehnt	w9_d203e22731
Peremptor-Tagsatzung	w1_d203e22736
in	w3_d203e22739
Kraft	w5_d203e22742
gegenwär	w7_d203e22745
tig=offenen	w1_d203e22750
Edicts	w3_d203e22753
mittels	w5_d203e22756
Ansetzung	w7_d203e22759
eines	w9_d203e22762
zulänglichen	w1_d203e22767
Valval-termins	w3_d203e22770
hiermit	w5_d203e22773
judi-	w7_d203e22776
cialiter	w1_d203e22782
anerinneret;	w3_d203e22785
diesemnach	w5_d203e22788
auch	w7_d203e22791
sie	w9_d203e22794
Creditores	w1_d203e22799
an	w3_d203e22802
dem	w5_d203e22805
berührten	w7_d203e22808
Tag,	w9_d203e22811
Stund	w11_d203e22814
und	w1_d203e22819
Ort	w3_d203e22822
entweders	w5_d203e22825
in	w7_d203e22828
Persona,	w9_d203e22831
oder	w11_d203e22834
durch	w13_d203e22838
Bevollmächtigte	w1_d203e22843
unausbleiblich	w3_d203e22846
gebührend	w5_d203e22849
zu	w7_d203e22852
erscheinen,	w1_d203e22858
und	w3_d203e22861
ihrem	w5_d203e22864
Juri	w7_d203e22867
behörig	w9_d203e22870
zu	w11_d203e22873
invi-	w13_d203e22877
giliren	w1_d203e22882
wissen	w3_d203e22885
werden.	w5_d203e22888
actum	w7_d203e22891
Wien	w9_d203e22894
den	w11_d203e22897
12.	w1_d203e22902
December	w3_d203e22905
1757.	w5_d203e22908
</p>
<p id="p10_d203e22911">
(L.	w1_d203e22915
S.	w3_d203e22918
Joseph	w5_d203e22921
Martin	w7_d203e22924
Edler	w9_d203e22927
von	w11_d203e22930
Hauer,	w13_d203e22934
Jhrer	w1_d203e22939
K.	w3_d203e22942
K.	w5_d203e22945
Maj.	w7_d203e22948
Raht,	w9_d203e22951
und	w11_d203e22954
Schra	w13_d203e22958
nen=schreiber.	w1_d203e22963
.	w1_d203e22969
</p>
<head id="h2_d203e23023">
OURNAI	w1_d203e23027
Aus	w1_d203e23032
dem	w3_d203e23035
Kaiserl	w5_d203e23038
Königl.	w7_d203e23041
Haupt=quartier	w9_d203e23044
Bögendorf	w11_d203e23047
9	w1_d203e23052
ǀ	w3_d203e23055
10.	w5_d203e23058
und	w7_d203e23061
11ten	w9_d203e23064
December	w11_d203e23067
1757	w13_d203e23071
vom	w1_d203e23077
6.	w3_d203e23080
7.	w5_d203e23083
8.	w7_d203e23086
A	w1_d203e23091
die	w3_d203e23094
Kaiserlich=Königliche	w5_d203e23097
Armée	w7_d203e23100
nach	w9_d203e23103
der	w11_d203e23106
untet	w13_d203e23110
dem	w15_d203e23113
5.	w17_d203e23116
Dieses	w19_d203e23119
S	w1_d203e23124
unweit	w3_d203e23127
Lissa	w5_d203e23130
gelieferten	w7_d203e23133
Battaille	w9_d203e23136
sich	w11_d203e23139
bis	w13_d203e23143
an	w15_d203e23146
das	w17_d203e23149
Schweidnitzwas	w19_d203e23152
ser	w1_d203e23157
zuruck=gezogen	w3_d203e23160
hatte,	w5_d203e23163
passirte	w7_d203e23166
sie	w9_d203e23169
endlich	w11_d203e23172
solches,	w13_d203e23176
besetzte	w15_d203e23179
die	w17_d203e23182
Brü	w19_d203e23185
cken,	w1_d203e23191
und	w3_d203e23194
occupirte	w5_d203e23197
ihr	w7_d203e23200
ehmaliges	w9_d203e23203
Lager	w11_d203e23206
auf	w13_d203e23210
dem	w15_d203e23213
rechten	w17_d203e23216
Ufer	w19_d203e23219
des	w21_d203e23222
Flus	w23_d203e23225
</head>
<p id="p4_d203e23228">
ses.	w1_d203e23232
Den	w3_d203e23235
</p>
<p id="p6_d203e23238">
sten	w1_d203e23242
Jn	w3_d203e23245
der	w5_d203e23248
Fruhaber	w7_d203e23251
kormirtesie	w9_d203e23254
sich	w11_d203e23257
in	w13_d203e23261
dem	w15_d203e23264
vorherigPreus	w17_d203e23267
sischen	w1_d203e23272
Lager	w3_d203e23275
jenseits	w5_d203e23278
der	w7_d203e23281
Loh	w9_d203e23284
bey	w11_d203e23287
Schmiedefeld	w13_d203e23291
und	w15_d203e23294
Grabschen,	w17_d203e23297
bliebe	w19_d203e23300
auch	w1_d203e23305
en	w3_d203e23308
Ordre	w5_d203e23311
de	w7_d203e23314
Battaille	w9_d203e23317
bis	w11_d203e23320
Nachmittags	w13_d203e23324
stehen,	w15_d203e23327
und	w17_d203e23330
erwärtete	w19_d203e23333
den	w21_d203e23336
Feind	w1_d203e23342
mit	w3_d203e23345
bestem	w5_d203e23348
Mut,	w7_d203e23351
in	w9_d203e23354
der	w11_d203e23357
Meinung,	w13_d203e23361
daß	w15_d203e23364
er	w17_d203e23367
neuerlich	w19_d203e23370
angreiffen	w21_d203e23373
dörfte;	w1_d203e23378
allein	w3_d203e23381
es	w5_d203e23384
begnügte	w7_d203e23387
sich	w9_d203e23390
derselbe	w11_d203e23393
mit	w13_d203e23397
dem	w15_d203e23400
Tags	w17_d203e23403
vorher	w19_d203e23406
erhalte	w21_d203e23409
nen	w1_d203e23414
Vortheil,	w3_d203e23417
und	w5_d203e23420
ob	w7_d203e23423
zwar	w9_d203e23426
von	w11_d203e23429
selben	w13_d203e23433
Anstalten	w15_d203e23436
zum	w17_d203e23439
Angrif,	w19_d203e23442
und	w21_d203e23445
eini	w23_d203e23448
ge	w1_d203e23453
Bewegungen	w3_d203e23456
gegen	w5_d203e23459
Pilsnitz,	w7_d203e23462
Neu=kirchen,	w9_d203e23465
und	w11_d203e23468
Groß=mochber	w13_d203e23472
gema	w15_d203e23475
chet	w1_d203e23481
wurden,	w3_d203e23484
weshalben	w5_d203e23487
man	w7_d203e23490
ihn	w9_d203e23493
auch	w11_d203e23496
eine	w13_d203e23500
Zeit	w15_d203e23503
canonirte,	w17_d203e23506
so	w19_d203e23509
waren	w21_d203e23512
Würkung.	w1_d203e23517
doch	w1_d203e23522
solche	w3_d203e23525
Bewegungen	w5_d203e23528
ohne	w7_d203e23531
weitere	w9_d203e23534
</p>
<p id="p8_d203e23537">
Hierauf	w1_d203e23541
marschirte	w3_d203e23544
die	w5_d203e23547
Armée	w7_d203e23550
in	w9_d203e23553
2.	w11_d203e23556
Colonen	w13_d203e23560
gegen	w15_d203e23563
Rothen,	w17_d203e23566
Sie	w19_d203e23569
ben,	w1_d203e23574
und	w3_d203e23577
hatte	w5_d203e23580
das	w7_d203e23583
Nadasdysche	w9_d203e23586
Corps	w11_d203e23589
hiebey	w13_d203e23593
die	w15_d203e23596
Avant-	w17_d203e23599
garde,	w19_d203e23602
der	w21_d203e23605
Herr	w1_d203e23610
General	w3_d203e23613
der	w5_d203e23616
Cavallerie	w7_d203e23619
Graf	w9_d203e23622
von	w11_d203e23625
Serbelloni	w13_d203e23629
hingegen	w15_d203e23632
führte	w17_d203e23635
die	w19_d203e23638
Arrier-garde	w1_d203e23644
Jndeme	w3_d203e23647
aber	w5_d203e23650
eine	w7_d203e23653
sehr	w9_d203e23656
grosse	w11_d203e23659
Menge	w13_d203e23663
Proviant-wägen	w15_d203e23666
nebst	w1_d203e23671
denen	w3_d203e23674
Regiments=bagagen	w5_d203e23677
in	w7_d203e23680
der	w9_d203e23683
Gegend	w11_d203e23686
von	w13_d203e23690
Breßlau	w15_d203e23693
sich	w17_d203e23696
be	w19_d203e23699
fanden,	w1_d203e23704
so	w3_d203e23707
gelunge	w5_d203e23710
es	w7_d203e23713
denen	w9_d203e23716
feindlichen	w11_d203e23719
Partheyen,	w13_d203e23723
welche	w15_d203e23726
über	w17_d203e23729
Pilsnitz	w19_d203e23732
an	w1_d203e23737
denen	w3_d203e23740
Gebüschen	w5_d203e23743
sich	w7_d203e23746
der	w9_d203e23749
Nicolai=vorstadt	w11_d203e23752
näherten,	w13_d203e23756
eine	w15_d203e23759
Anzahl	w17_d203e23762
da	w19_d203e23765
von	w1_d203e23771
zu	w3_d203e23774
überkommen	w5_d203e23777
Den	w7_d203e23780
</p>
<p id="p10_d203e23783">
7ten	w1_d203e23787
ruckte	w3_d203e23790
die	w5_d203e23793
Armée	w7_d203e23796
in	w9_d203e23799
der	w11_d203e23802
nämlichen	w13_d203e23806
Ordnung	w15_d203e23809
bis	w17_d203e23812
gegen	w19_d203e23815
Manze	w1_d203e23820
unweit	w3_d203e23823
Pöhran,	w5_d203e23826
wo	w7_d203e23829
dann	w9_d203e23832
den	w11_d203e23835
nämlichen	w13_d203e23839
Tag	w15_d203e23842
die	w17_d203e23845
Artillerie,	w19_d203e23848
und	w21_d203e23851
Bagage	w1_d203e23856
über	w3_d203e23859
die	w5_d203e23862
Loh	w7_d203e23865
desilirte,	w9_d203e23868
folgenden	w11_d203e23871
Tags,	w13_d203e23875
als	w15_d203e23878
den	w17_d203e23881
</p>
<p id="p12_d203e23885">
8ten	w1_d203e23889
Præsentirte	w3_d203e23892
sich	w5_d203e23895
zwar	w7_d203e23898
ein	w9_d203e23901
feindliches	w11_d203e23904
Corps	w13_d203e23908
ni	w15_d203e23911
der	w17_d203e23914
Gegend	w19_d203e23917
von	w1_d203e23922
Manze,	w3_d203e23925
weshalben	w5_d203e23928
die	w7_d203e23931
Kaiserl.	w9_d203e23934
Königl.	w11_d203e23937
Armée	w13_d203e23941
daselbst	w15_d203e23944
mehrmalen	w17_d203e23947
ausruckte,	w1_d203e23952
und	w3_d203e23955
der	w5_d203e23958
Artillerie	w7_d203e23961
und	w9_d203e23964
Bagage	w11_d203e23967
die	w13_d203e23971
Zeit	w15_d203e23974
zum	w17_d203e23977
Marschieren	w19_d203e23980
gabe.	w21_d203e23983
allein	w1_d203e23989
da	w3_d203e23992
der	w5_d203e23995
Feind	w7_d203e23998
etwas	w9_d203e24001
zu	w11_d203e24004
unternehmen	w13_d203e24008
vermutlich	w15_d203e24011
nicht	w17_d203e24014
rahtsam	w19_d203e24017
befande,	w1_d203e24022
so	w3_d203e24025
setzte	w5_d203e24028
sie	w7_d203e24031
Nachmittags	w9_d203e24034
den	w11_d203e24037
Marsch	w13_d203e24041
bis	w15_d203e24044
Langen=seifferstorf	w17_d203e24047
</p>
<p id="p18_d203e24060">
fort.	w1_d203e24064
Da	w3_d203e24067
es	w5_d203e24070
nun	w7_d203e24073
denen	w9_d203e24076
Kaiserl.	w11_d203e24079
Königl.=Trupen	w13_d203e24083
darun	w15_d203e24086
zu	w17_d203e24089
kust	w19_d203e24092
var	w21_d203e24095
um	w1_d203e24100
dem	w3_d203e24103
Feind	w5_d203e24106
den	w7_d203e24109
Vor=sprung	w9_d203e24112
bey	w11_d203e24115
Schweidnitz	w13_d203e24119
abzugewinnen,	w15_d203e24122
und	w17_d203e24125
die	w19_d203e24128
Transporten	w1_d203e24133
von	w3_d203e24136
Landshut	w5_d203e24139
sicher	w7_d203e24142
zu	w9_d203e24145
stellen;	w11_d203e24148
so	w13_d203e24152
marschierte	w15_d203e24155
sie	w17_d203e24158
den	w19_d203e24161
9ten	w1_d203e24167
bis	w3_d203e24170
Bögendorf,	w5_d203e24173
unweit	w7_d203e24176
Schweidnitz,	w9_d203e24179
woselst	w11_d203e24182
die	w13_d203e24186
Regimen	w15_d203e24189
ter	w1_d203e24194
ihre	w3_d203e24197
Bagage	w5_d203e24200
an	w7_d203e24203
sich	w9_d203e24206
gezogen,	w11_d203e24209
und	w13_d203e24213
das	w15_d203e24216
daselbst	w17_d203e24219
ausgesteckte	w19_d203e24222
Lager	w21_d203e24225
ge	w23_d203e24228
nommen,	w1_d203e24233
auch	w3_d203e24236
den	w5_d203e24239
</p>
<p id="p20_d203e24242">
10.	w1_d203e24246
Und	w3_d203e24249
11ten	w5_d203e24252
Rast=tag	w7_d203e24255
gehalten	w9_d203e24258
wurde.	w11_d203e24261
Jnzwischen	w13_d203e24265
waren	w15_d203e24268
des	w1_d203e24273
commandirenden	w3_d203e24276
Herrn	w5_d203e24279
Herzogs	w7_d203e24282
Carl	w9_d203e24285
von	w11_d203e24288
Lothringen	w13_d203e24292
Königl.	w15_d203e24295
Ho	w17_d203e24298
heit,	w1_d203e24303
und	w3_d203e24306
des	w5_d203e24309
Herrn	w7_d203e24312
Feld=marschalls	w9_d203e24315
Grafens	w11_d203e24318
von	w13_d203e24322
Daun	w15_d203e24325
Excellenz	w17_d203e24328
be	w19_d203e24331
schäftiget,	w1_d203e24337
die	w3_d203e24340
Stadt	w5_d203e24343
Schweidnitz,	w7_d203e24346
mit	w9_d203e24349
einer	w11_d203e24352
zahl=reichen	w13_d203e24356
Garnison	w15_d203e24359
samt	w1_d203e24364
denen	w3_d203e24367
dazu	w5_d203e24370
gehörigen	w7_d203e24373
Partheyen,	w9_d203e24376
und	w11_d203e24379
aller	w13_d203e24383
Erfordernuß	w15_d203e24386
zu	w17_d203e24389
versorgen	w1_d203e24394
gleich	w3_d203e24397
ein	w5_d203e24400
solches	w7_d203e24403
ehedem	w9_d203e24406
bey	w11_d203e24409
Breßlau	w13_d203e24413
be	w15_d203e24416
würket	w1_d203e24421
worden.	w3_d203e24424
</p>
<head id="h4_d203e24432">
Wien	w1_d203e24436
den	w3_d203e24439
17.	w5_d203e24442
Decembris	w7_d203e24445
1757.	w9_d203e24448
</head>
<p id="p6_d203e24451">
Relation	w1_d203e24455
von	w3_d203e24458
der	w5_d203e24461
zwischen	w7_d203e24464
der	w9_d203e24467
Kaiserl.	w11_d203e24470
Kön.	w13_d203e24474
und	w1_d203e24479
der	w3_d203e24482
Königl.	w5_d203e24485
Preußischen	w7_d203e24488
Armee	w9_d203e24491
den	w11_d203e24494
5.	w13_d203e24498
Decemb.	w15_d203e24501
757	w1_d203e24506
zoschen	w3_d203e24509
Neumark	w5_d203e24512
und	w7_d203e24515
Liss	w9_d203e24518
hauptsächlich	w11_d203e24521
in	w13_d203e24525
der	w15_d203e24528
Gegend	w17_d203e24531
von	w19_d203e24534
Leuthen	w1_d203e24540
vorgefallenen	w3_d203e24543
Battaille-	w5_d203e24546
</p>
<p id="p8_d203e24549">
NAchdeme	w1_d203e24553
der	w3_d203e24556
König	w5_d203e24559
von	w7_d203e24562
Preussen	w9_d203e24565
letzthero	w11_d203e24568
mit	w13_d203e24572
einem	w15_d203e24575
beträchtlichen	w17_d203e24578
Corps	w1_d203e24583
seiner	w3_d203e24586
Trupen	w5_d203e24589
aus	w7_d203e24592
Sachsen	w9_d203e24595
durch	w11_d203e24598
die	w13_d203e24602
Lausnitz	w15_d203e24605
in	w17_d203e24608
Schlesien	w19_d203e24611
ein	w1_d203e24616
und	w3_d203e24619
bis	w5_d203e24622
Barchwitz	w7_d203e24625
vorgerucket,	w9_d203e24628
daselbst	w11_d203e24631
die	w13_d203e24635
unter	w15_d203e24638
dem	w17_d203e24641
Prinzen	w19_d203e24644
von	w21_d203e24647
Be	w23_d203e24650
vern	w1_d203e24656
ehedem	w3_d203e24659
gestandene	w5_d203e24662
Regimenter	w7_d203e24665
an	w9_d203e24668
sich	w11_d203e24671
gezogen,	w13_d203e24675
andurch	w15_d203e24678
auf	w17_d203e24681
40000.	w19_d203e24684
Mann	w1_d203e24689
verstärket,	w3_d203e24692
nicht	w5_d203e24695
minder	w7_d203e24698
mit	w9_d203e24701
einer	w11_d203e24704
zahlreichen	w13_d203e24708
Artillerie,	w15_d203e24711
wovon	w17_d203e24714
ein	w1_d203e24719
grosser	w3_d203e24722
Theil	w5_d203e24725
von	w7_d203e24728
Glogau	w9_d203e24731
herbey	w11_d203e24734
geholet	w13_d203e24738
worden,	w15_d203e24741
sich	w17_d203e24744
versehen,	w19_d203e24747
hier	w21_d203e24750
nächst	w1_d203e24755
viele	w3_d203e24758
Faschinen,	w5_d203e24761
Schanz=körbe,	w7_d203e24764
und	w9_d203e24767
Würste	w11_d203e24770
durch	w13_d203e24774
den	w15_d203e24777
Land=mann	w17_d203e24780
ver	w19_d203e24783
fertiget,	w1_d203e24789
und	w3_d203e24792
nach	w5_d203e24795
solchen	w7_d203e24798
Ankehrungen	w9_d203e24801
sich	w11_d203e24804
an	w13_d203e24808
dem	w15_d203e24811
rechten	w17_d203e24814
Ufer	w19_d203e24817
des	w21_d203e24820
Katz	w23_d203e24823
baches	w1_d203e24828
gesetzet	w3_d203e24831
hätte:	w5_d203e24834
so	w7_d203e24837
ware	w9_d203e24840
hieraus	w11_d203e24843
die	w13_d203e24847
Folge	w15_d203e24850
ganz	w17_d203e24853
leicht	w19_d203e24856
zu	w21_d203e24859
ziehen,	w23_d203e24862
daß	w25_d203e24866
er	w1_d203e24871
suchen	w3_d203e24874
würde,	w5_d203e24877
weiter	w7_d203e24880
vorzudringen,	w9_d203e24883
anfänglich	w11_d203e24886
von	w13_d203e24890
Neumark	w15_d203e24893
und	w17_d203e24896
Lignitz	w19_d203e24899
sich	w1_d203e24904
zu	w3_d203e24907
bemeistern,	w5_d203e24910
sodann	w7_d203e24913
entweder	w9_d203e24916
die	w11_d203e24919
Kais.	w13_d203e24923
Kön.	w15_d203e24926
Armee,	w17_d203e24929
so	w19_d203e24932
sich	w21_d203e24935
damals	w23_d203e24938
in	w1_d203e24944
dem	w3_d203e24947
eroberten	w5_d203e24950
Preußischen	w7_d203e24953
Lager	w9_d203e24956
bey	w11_d203e24959
Breßlau	w13_d203e24963
befande,	w15_d203e24966
eine	w17_d203e24969
Schlacht	w19_d203e24972
zu	w1_d203e24977
liefern,	w3_d203e24980
oder	w5_d203e24983
derselben	w7_d203e24986
die	w9_d203e24989
Transporten	w11_d203e24992
aus	w13_d203e24996
Böhmen	w15_d203e24999
abzuschneiden,	w17_d203e25002
und	w1_d203e25007
sich	w3_d203e25010
in	w5_d203e25013
denen	w7_d203e25016
Gegenden	w9_d203e25019
von	w11_d203e25022
Strigau,	w13_d203e25026
oder	w15_d203e25029
an	w17_d203e25032
denen	w19_d203e25035
Böhmischen	w21_d203e25038
Grän	w23_d203e25041
zen	w1_d203e25046
zu	w3_d203e25049
postiren.	w5_d203e25052
