<doc id="wr_1760-01-26" attrs="word" year="1760" month="01" day="26" corpus="2">
<head id="h2_d418e2999">
Coblenz	w1_d418e3003
Zügel=losen	w3_d418e21176
Zeitungs=schreiber,	w5_d418e21179
nicht	w7_d418e21182
nur	w1_d418e21188
sofort	w3_d418e21191
anbefohlen	w5_d418e21194
haben	w7_d418e21197
würde,	w9_d418e21200
seine	w11_d418e21203
unter	w1_d418e21208
dem	w3_d418e21211
Titul:	w5_d418e21214
Schreiben	w7_d418e21217
eines	w9_d418e21220
Herzog	w11_d418e21223
lich=Brannschweigischen	w1_d418e21228
Officiers	w3_d418e21231
eing	w5_d418e21234
</p>
<p id="p18_d418e21239">
nuckte	w1_d418e21243
Schmäb=schrift	w3_d418e21246
heraus	w5_d418e21249
zu	w7_d418e21252
lassen,	w9_d418e21255
sondern	w1_d418e21260
ihme	w3_d418e21263
auch	w5_d418e21266
mit	w7_d418e21269
einer	w9_d418e21272
nachdrückli	w11_d418e21275
chen	w1_d418e21280
Züchtigung	w3_d418e21283
zu	w5_d418e21286
belegen,	w7_d418e21289
indem	w9_d418e21292
denen	w11_d418e21295
darinnen	w1_d418e21301
sitzenden	w3_d418e21304
fürtreflichen	w5_d418e21307
Membris	w7_d418e21310
nur	w9_d418e21313
alzuwol	w1_d418e21318
beywohnet,	w3_d418e21321
was	w5_d418e21324
grosse	w7_d418e21327
Herren	w9_d418e21330
einander	w1_d418e21335
unter	w3_d418e21338
sich	w5_d418e21341
vor	w7_d418e21344
Achtung	w9_d418e21347
schuldig	w11_d418e21350
sind,	w1_d418e21355
und	w3_d418e21358
was	w5_d418e21361
ihnen	w7_d418e21364
für	w9_d418e21367
Ehrerbietung	w11_d418e21370
von	w13_d418e21374
Particuliers	w1_d418e21380
gebühret.	w3_d418e21383
Jch	w5_d418e21386
verharte	w7_d418e21389
rc.	w9_d418e21392
</p>
<p id="p20_d418e21395">
Von	w1_d418e21399
des	w3_d418e21402
Kaiserl.	w5_d418e21405
Königl.	w7_d418e21408
Judicii	w9_d418e21411
Delegati	w11_d418e21414
Mixti	w13_d418e21418
m	w1_d418e21423
Militaribus	w3_d418e21426
im	w5_d418e21429
Erz=herzogtum	w7_d418e21432
Oesterreich	w9_d418e21435
un	w11_d418e21438
ter	w1_d418e21443
und	w3_d418e21446
ob	w5_d418e21449
der	w7_d418e21452
Enns	w9_d418e21455
wegen,	w11_d418e21458
wird	w13_d418e21462
hiemit	w15_d418e21465
durch	w17_d418e21468
dieses	w1_d418e21474
offentliche	w3_d418e21477
Edict	w5_d418e21480
denen	w7_d418e21483
Paul	w9_d418e21486
Feyerabendi	w11_d418e21489
schen	w1_d418e21494
Erben,	w3_d418e21497
auch	w5_d418e21500
allenfalligen	w7_d418e21503
Creditoren	w9_d418e21506
kund	w11_d418e21509
und	w1_d418e21514
zu	w3_d418e21517
wissen	w5_d418e21520
gemacht:	w7_d418e21523
Es	w9_d418e21526
habe	w11_d418e21529
der	w13_d418e21533
Joseph	w15_d418e21536
Flei	w17_d418e21539
scher	w1_d418e21544
angezeiget,	w3_d418e21547
welcher	w5_d418e21550
gestalten	w7_d418e21553
seine	w9_d418e21556
Schwe	w11_d418e21559
ster	w1_d418e21565
Theresia	w3_d418e21568
Fleischerin	w5_d418e21571
seel.	w7_d418e21574
wegen	w9_d418e21577
an	w11_d418e21580
der	w13_d418e21584
Ober	w15_d418e21587
Kriegs=commissari	w1_d418e21592
Ruprechthofischen	w3_d418e21595
Wittib	w5_d418e21598
ha	w7_d418e21601
benden	w1_d418e21606
Forderungs=rest	w3_d418e21609
pr.	w5_d418e21612
18.	w7_d418e21615
fl.	w9_d418e21618
57.	w11_d418e21621
kr.	w13_d418e21625
auf	w15_d418e21628
die	w1_d418e21633
ihr	w3_d418e21636
Ruprechtshofischen	w5_d418e21639
Frauen	w7_d418e21642
Wittib	w9_d418e21645
gefallene	w11_d418e21648
Jnteresse=halbscheid	w1_d418e21654
zwar	w3_d418e21657
gerichtlich	w5_d418e21660
vorgemer	w7_d418e21663
bet	w1_d418e21668
worden,	w3_d418e21671
solche	w5_d418e21674
aber	w7_d418e21677
ihme	w9_d418e21680
als	w11_d418e21683
Ruprechtsho	w13_d418e21687
sischen	w1_d418e21692
Creditori	w3_d418e21695
posteriore	w5_d418e21698
nomine	w7_d418e21701
seiner	w9_d418e21704
Schwe	w11_d418e21707
ster	w1_d418e21712
ehe	w3_d418e21715
nicht	w5_d418e21718
erfolget	w7_d418e21721
wurden,	w9_d418e21724
bis	w11_d418e21727
nicht	w13_d418e21731
vorhero	w15_d418e21734
der	w1_d418e21740
Paul	w3_d418e21743
Feyerabend,	w5_d418e21746
nunmehro	w7_d418e21749
aber	w9_d418e21752
nach	w11_d418e21755
Ab	w13_d418e21759
leiben	w1_d418e21764
dessen	w3_d418e21767
Erben,	w5_d418e21770
oder	w7_d418e21773
allenfallige	w9_d418e21776
Creditores	w11_d418e21779
zur	w1_d418e21784
AnmeldLegitimir	w3_d418e21787
und	w5_d418e21790
Liquidirung	w7_d418e21793
der	w9_d418e21796
eben	w11_d418e21799
mäßig	w1_d418e21804
auf	w3_d418e21807
erst=besagte	w5_d418e21810
Jnteressen	w7_d418e21813
vorgemerkten	w9_d418e21816
Forderung	w1_d418e21822
pr.	w3_d418e21825
114.	w5_d418e21828
fl.	w7_d418e21831
51.	w9_d418e21834
kr.	w11_d418e21837
per	w13_d418e21841
Edictum	w15_d418e21844
ad	w17_d418e21847
valvas	w1_d418e21852
convociret	w3_d418e21855
werden,	w5_d418e21858
und	w7_d418e21861
dahero	w9_d418e21864
um	w11_d418e21867
de	w13_d418e21871
ren	w1_d418e21876
Ausfertigung	w3_d418e21879
gebetten;	w5_d418e21882
gleichwie	w7_d418e21885
nun	w9_d418e21888
auch	w11_d418e21891
hierein	w1_d418e21896
gewilliget,	w3_d418e21899
und	w5_d418e21902
zu	w7_d418e21905
diesem	w9_d418e21908
Ende	w11_d418e21911
der	w13_d418e21915
26.	w15_d418e21918
April	w1_d418e21924
dies	w3_d418e21927
Jahrs	w5_d418e21930
fruh	w7_d418e21933
um	w9_d418e21936
9.	w11_d418e21939
Uhr	w13_d418e21943
bey	w15_d418e21946
dieses	w17_d418e21949
Kaiserl.	w1_d418e21954
Königl.	w3_d418e21957
Judicii	w5_d418e21960
Delegati	w7_d418e21963
mixti	w9_d418e21966
in	w11_d418e21969
Mili-	w13_d418e21973
taribus	w1_d418e21978
auf	w3_d418e21981
der	w5_d418e21984
Seiler=stadt	w7_d418e21987
in	w9_d418e21990
der	w11_d418e21993
sogenannten	w13_d418e21997
Hollerstauden	w1_d418e22002
im	w3_d418e22005
ersten	w5_d418e22008
Stock	w7_d418e22011
befindlichen	w9_d418e22014
Cauz	w11_d418e22017
ley	w1_d418e22023
sub	w3_d418e22026
clausula	w5_d418e22029
præclusi	w7_d418e22032
pro	w9_d418e22035
1mo	w11_d418e22038
2do.	w13_d418e22042
&	w15_d418e22045
3tio.	w17_d418e22048
Termino	w1_d418e22053
zu	w3_d418e22056
erscheinen	w5_d418e22059
bestimmet	w7_d418e22062
worden	w9_d418e22065
ist.	w11_d418e22068
</p>
<p id="p22_d418e22071">
Solchemnach	w1_d418e22075
werden	w3_d418e22078
sie	w5_d418e22081
Paul	w7_d418e22084
Feyerabendische	w9_d418e22087
Erben,	w1_d418e22092
oder	w3_d418e22095
allenfalls	w5_d418e22098
dessen	w7_d418e22101
Glaubigere	w9_d418e22104
an	w11_d418e22107
be	w13_d418e22111
sagtem	w1_d418e22116
Tag	w3_d418e22119
und	w5_d418e22122
Stund	w7_d418e22125
entweder	w9_d418e22128
selbst	w11_d418e22131
persönlich,	w13_d418e22135
oder	w1_d418e22141
durch	w3_d418e22144
genugsam	w5_d418e22147
Bevollmächtigte	w7_d418e22150
also	w9_d418e22153
gewiß	w11_d418e22156
zu	w1_d418e22161
erscheinen,	w3_d418e22164
und	w5_d418e22167
ihre	w7_d418e22170
habende	w9_d418e22173
Erb=sprüche,	w11_d418e22176
oder	w1_d418e22181
Anforderungen	w3_d418e22184
anzumelden,	w5_d418e22187
und	w7_d418e22190
rechts	w9_d418e22193
be	w11_d418e22196
ständig	w1_d418e22201
zu	w3_d418e22204
liquidiren	w5_d418e22207
wissen,	w7_d418e22210
als	w9_d418e22213
im	w11_d418e22216
widrigen	w13_d418e22220
dem	w15_d418e22223
Joseph	w1_d418e22229
Fleischer	w3_d418e22232
die	w5_d418e22235
sororio	w7_d418e22238
nomine	w9_d418e22241
annoch	w11_d418e22244
zu	w13_d418e22248
for	w15_d418e22251
deren	w1_d418e22256
habende	w3_d418e22259
18.	w5_d418e22262
fl.	w7_d418e22265
57.	w9_d418e22268
kr.	w11_d418e22271
auf	w13_d418e22275
Anlangen	w15_d418e22278
ex	w17_d418e22281
offi-	w19_d418e22284
do	w1_d418e22289
ausgefolget	w3_d418e22292
werden	w5_d418e22295
sollen.	w7_d418e22298
Wornach	w9_d418e22301
sich	w11_d418e22304
also	w13_d418e22308
ein	w1_d418e22313
jeder	w3_d418e22316
Jntereßirter	w5_d418e22319
zu	w7_d418e22322
richten,	w9_d418e22325
und	w11_d418e22328
seinem	w13_d418e22332
Recht	w1_d418e22338
zu	w3_d418e22341
invigiliren	w5_d418e22344
wissen	w7_d418e22347
wird	w9_d418e22350
</p>
<p id="p24_d418e22354">
Von	w1_d418e22358
Städtisch=commißions	w3_d418e22361
wegen	w5_d418e22364
deren	w7_d418e22367
acht	w9_d418e22370
zehen	w1_d418e22375
mitleidenden	w3_d418e22378
Ortschaften	w5_d418e22381
wird	w7_d418e22384
dem	w9_d418e22387
Publico,	w11_d418e22390
sonderheitlich	w1_d418e22395
aber	w3_d418e22398
denen	w5_d418e22401
allhiesig=burgerlichen	w7_d418e22404
und	w1_d418e22410
unburgerlichen	w3_d418e22413
Gast	w5_d418e22416
und	w7_d418e22419
Leut=geben	w9_d418e22422
hie	w11_d418e22425
durch	w1_d418e22430
bekannt	w3_d418e22433
gemacht,	w5_d418e22436
daß	w7_d418e22439
auf	w9_d418e22442
Befehl	w11_d418e22445
einer	w13_d418e22449
Hoch	w15_d418e22452
ibl.	w1_d418e22457
Regierung	w3_d418e22460
in	w5_d418e22463
dem	w7_d418e22466
Landes=fürstlichen	w9_d418e22469
Markt	w11_d418e22472
</p>
<p id="p26_d418e22475">
Gumpoltskirchen,	w1_d418e22479
der	w3_d418e22482
Steuer=ausständigen	w5_d418e22485
Bun	w7_d418e22488
gerschaft	w1_d418e22493
vorrätige	w3_d418e22496
Weine,	w5_d418e22499
nach	w7_d418e22502
vorgängig	w9_d418e22505
um	w11_d418e22508
partheyischer	w1_d418e22513
Schätzung,	w3_d418e22516
und	w5_d418e22519
zwar	w7_d418e22522
den	w9_d418e22525
7.	w11_d418e22528
Febr.	w13_d418e22532
currentis	w1_d418e22538
Anni	w3_d418e22541
fruh	w5_d418e22544
um	w7_d418e22547
9.	w9_d418e22550
Uhr	w11_d418e22553
auf	w13_d418e22557
der	w15_d418e22560
aldasigen	w17_d418e22563
Schrane	w1_d418e22568
dem	w3_d418e22571
Meistbietenden	w5_d418e22574
verkauffet	w7_d418e22577
werden.	w9_d418e22580
Wer	w1_d418e22585
demnach	w3_d418e22588
sothane	w5_d418e22591
Weine	w7_d418e22594
käuflich	w9_d418e22597
an	w11_d418e22600
sich	w13_d418e22604
zu	w15_d418e22607
bringen	w1_d418e22612
gedenket,	w3_d418e22615
der,	w5_d418e22618
oder	w7_d418e22621
dieselben	w9_d418e22624
haben	w11_d418e22627
sich	w13_d418e22631
an	w1_d418e22637
vorbenanntem	w3_d418e22640
Tag	w5_d418e22643
und	w7_d418e22646
Stunde	w9_d418e22649
im	w11_d418e22652
gemelde	w13_d418e22656
tem	w1_d418e22661
Markt	w3_d418e22664
Gumpoltskirchen	w5_d418e22667
einzufinden.	w7_d418e22670
Wien	w9_d418e22673
den	w1_d418e22678
13.	w3_d418e22681
Jan.	w5_d418e22684
1760.	w7_d418e22687
</p>
<p id="p28_d418e22690">
Den	w1_d418e22694
5.	w3_d418e22697
nächst=kommenden	w5_d418e22700
Monats	w7_d418e22703
Febr.	w9_d418e22706
Vor	w11_d418e22709
mittag	w1_d418e22714
von	w3_d418e22717
9.	w5_d418e22720
bis	w7_d418e22723
12.	w9_d418e22726
Uhr	w11_d418e22729
werden	w13_d418e22733
auf	w15_d418e22736
Verordnung	w17_d418e22739
einer	w1_d418e22744
Löbl.	w3_d418e22747
Universität	w5_d418e22750
in	w7_d418e22753
dem	w9_d418e22756
alten	w11_d418e22759
Universitäts	w13_d418e22763
haus	w1_d418e22769
ersten	w3_d418e22772
Stocks	w5_d418e22775
verschiedene	w7_d418e22778
um	w9_d418e22781
wolfeilen	w11_d418e22784
Preiß	w13_d418e22788
taxirte	w1_d418e22793
Bürg=weine	w3_d418e22796
licitando	w5_d418e22799
an	w7_d418e22802
den	w9_d418e22805
Meistbieten	w11_d418e22808
den	w1_d418e22813
verkauffet	w3_d418e22816
werden.	w5_d418e22819
</p>
<p id="p30_d418e22822">
Nächstkünftigen	w1_d418e22826
Montag	w3_d418e22829
als	w5_d418e22832
den	w7_d418e22835
28.	w9_d418e22838
dieses	w11_d418e22841
Monats	w1_d418e22846
Januarii,	w3_d418e22849
werden	w5_d418e22852
nächst	w7_d418e22855
dem	w9_d418e22858
roten	w11_d418e22861
Thurn	w13_d418e22865
bey	w1_d418e22870
denen	w3_d418e22873
7.	w5_d418e22876
Churfürsten	w7_d418e22879
im	w9_d418e22882
fünften	w11_d418e22885
Stock,	w13_d418e22889
des	w15_d418e22892
verstorbenen	w1_d418e22898
Kaiserl.	w3_d418e22901
Königl.	w5_d418e22904
Cammer=mahlers	w7_d418e22907
Herr	w1_d418e22912
Max	w3_d418e22915
Hamel,	w5_d418e22918
seel.	w7_d418e22921
ruckgelassene	w9_d418e22924
Mahlereyen	w11_d418e22927
und	w1_d418e22932
andere	w3_d418e22935
Effecten,	w5_d418e22938
Vormittag	w7_d418e22941
von	w9_d418e22944
9.	w11_d418e22947
bis	w13_d418e22951
12,	w15_d418e22954
Nachmittag	w1_d418e22959
aber	w3_d418e22962
von	w5_d418e22965
3.	w7_d418e22968
bis	w9_d418e22971
6.	w11_d418e22974
Uhr	w13_d418e22978
dem	w15_d418e22981
Meist	w17_d418e22984
bietenden	w1_d418e22990
licitando,	w3_d418e22993
gegen	w5_d418e22996
alsogleich	w7_d418e22999
baar	w9_d418e23002
leisten	w11_d418e23005
der	w1_d418e23010
Bezahlung	w3_d418e23013
verkauffet,	w5_d418e23016
und	w7_d418e23019
hiermit	w9_d418e23022
die	w11_d418e23025
nach	w13_d418e23029
folgende	w1_d418e23034
Täge	w3_d418e23037
continuiret	w5_d418e23040
werden.	w7_d418e23043
</p>
<p id="p32_d418e23046">
Von	w1_d418e23050
der	w3_d418e23053
N.	w5_d418e23056
Oe.	w7_d418e23059
Regierung	w9_d418e23062
wegen,	w11_d418e23065
wird	w13_d418e23069
mit	w15_d418e23072
gegenwärtig=offenem	w1_d418e23077
Edict	w3_d418e23080
jedermanniglich	w5_d418e23083
sowol	w7_d418e23086
an	w1_d418e23091
als	w3_d418e23094
abwesenden,	w5_d418e23097
deme	w7_d418e23100
daran	w9_d418e23103
gelegen,	w11_d418e23106
kund	w13_d418e23110
und	w15_d418e23113
zu	w1_d418e23119
wissen	w3_d418e23122
gemacht.	w5_d418e23125
Es	w7_d418e23128
seye	w9_d418e23131
der	w11_d418e23134
Franz	w13_d418e23138
Schnitter,	w15_d418e23141
gewester	w1_d418e23146
Leutenant,	w3_d418e23149
ohne	w5_d418e23152
hinterlassen	w7_d418e23155
letztwilligen	w9_d418e23158
Geschäft	w1_d418e23163
mit	w3_d418e23166
Tod	w5_d418e23169
abgegangen,	w7_d418e23172
und	w9_d418e23175
habe	w11_d418e23178
sich	w13_d418e23182
hinnach	w1_d418e23187
um	w3_d418e23190
dessen	w5_d418e23193
ab	w7_d418e23196
intestaro	w9_d418e23199
ruckgebliebene	w11_d418e23202
Verlassenschaft,	w1_d418e23208
bishero	w3_d418e23211
niemand	w5_d418e23214
angemeldet.	w7_d418e23217
Wann	w1_d418e23222
nun	w3_d418e23225
Regierung,	w5_d418e23228
um	w7_d418e23231
die	w9_d418e23234
etwann	w11_d418e23237
ein	w13_d418e23241
oder	w15_d418e23244
anderem	w1_d418e23249
bey	w3_d418e23252
dieser	w5_d418e23255
Verlassenschaft	w7_d418e23258
von	w9_d418e23261
Rechtswe	w11_d418e23264
gen	w1_d418e23269
gebührend=nähere	w3_d418e23272
Erb=sprüch	w5_d418e23275
in	w7_d418e23278
Erfahrung	w9_d418e23281
zu	w1_d418e23287
bringen,	w3_d418e23290
anbey	w5_d418e23293
das	w7_d418e23296
etwann	w9_d418e23299
vorhandene	w11_d418e23302
Æs	w13_d418e23306
alienum	w1_d418e23311
ausfindig	w3_d418e23314
zu	w5_d418e23317
machen,	w7_d418e23320
folgsam	w9_d418e23323
zu	w11_d418e23326
Abhan	w13_d418e23330
dlung	w1_d418e23335
solcher	w3_d418e23338
Verlassenschaft	w5_d418e23341
sicher	w7_d418e23344
fürschreitten	w9_d418e23347
zu	w1_d418e23352
können,	w3_d418e23355
eine	w5_d418e23358
Nohtdurft	w7_d418e23361
zu	w9_d418e23364
seyn	w11_d418e23367
befunden	w13_d418e23371
hat,	w15_d418e23374
alle	w1_d418e23380
hieran	w3_d418e23383
Theil=nehmende	w5_d418e23386
sowol	w7_d418e23389
in	w9_d418e23392
als	w11_d418e23395
ausser	w13_d418e23399
Land	w1_d418e23404
befindliche	w3_d418e23407
Personen	w5_d418e23410
durch	w7_d418e23413
dieses	w9_d418e23416
offentliche	w11_d418e23419
Edict	w1_d418e23424
zu	w3_d418e23427
Anmeld=legitimir	w5_d418e23430
und	w7_d418e23433
Liquidirung	w9_d418e23436
ihrer	w11_d418e23439
an	w1_d418e23444
obbemeldte	w3_d418e23447
Verlassenschaft	w5_d418e23450
ex	w7_d418e23453
quacunque	w9_d418e23456
cau-	w11_d418e23459
sa	w1_d418e23465
vel	w3_d418e23468
titulo	w5_d418e23471
habender	w7_d418e23474
Sprüch,	w9_d418e23477
und	w11_d418e23480
Forderun	w13_d418e23484
gen	w1_d418e23489
gerichtlich	w3_d418e23492
vorzuladen,	w5_d418e23495
und	w7_d418e23498
einzuberuffen:	w9_d418e23501
zu	w11_d418e23504
welchem	w1_d418e23509
Ende	w3_d418e23512
dann	w5_d418e23515
denenselben	w7_d418e23518
der	w9_d418e23521
28.	w11_d418e23524
Tag	w13_d418e23528
des	w15_d418e23531
Monats	w1_d418e23536
Januarii	w3_d418e23539
Nachmittag	w5_d418e23542
um	w7_d418e23545
3.	w9_d418e23548
Uhr	w11_d418e23551
zur	w13_d418e23555
ge	w15_d418e23558
wöhnlichen	w1_d418e23564
Convocations	w3_d418e23567
und	w5_d418e23570
Anmeldungs	w7_d418e23573
tag	w9_d418e23576
satzung	w1_d418e23581
zu	w3_d418e23584
all	w5_d418e23587
endlicher	w7_d418e23590
Frist	w9_d418e23593
anberaumet	w11_d418e23596
worden.	w13_d418e23600
Solchemnach	w1_d418e23605
werden	w3_d418e23608
all	w5_d418e23611
und	w7_d418e23614
jede,	w9_d418e23617
welche	w11_d418e23620
bey	w13_d418e23624
</p>
<p id="p34_d418e23627">
gedacht	w1_d418e23631
Franz	w3_d418e23634
Schnitterischen	w5_d418e23637
Verlassenschaft	w7_d418e23640
um	w9_d418e23643
rechtmäßiger	w1_d418e23648
Erbs	w3_d418e23651
oder	w5_d418e23654
Schuld=forderung	w7_d418e23657
willen	w9_d418e23660
einige	w1_d418e23665
Sprüch	w3_d418e23668
haben,	w5_d418e23671
oder	w7_d418e23674
zu	w9_d418e23677
haben	w11_d418e23680
vermzinen,	w13_d418e23684
</p>
<p id="p38_d418e23690">
an	w1_d418e23694
obbestimmten	w3_d418e23697
Tag,	w5_d418e23700
und	w7_d418e23703
Stund,	w9_d418e23706
vor	w11_d418e23709
Regie	w13_d418e23713
rung	w1_d418e23718
in	w3_d418e23721
der	w5_d418e23724
daselbst	w7_d418e23727
zu	w9_d418e23730
solchem	w11_d418e23733
Ende	w13_d418e23737
offenhalten	w15_d418e23740
den	w1_d418e23745
Commißions=stuben	w3_d418e23748
entweder	w5_d418e23751
selbst	w7_d418e23754
persönlich,	w9_d418e23757
oder	w1_d418e23763
durch	w3_d418e23766
hiezu	w5_d418e23769
genugsam	w7_d418e23772
gevollmächtigte	w9_d418e23775
Ge	w11_d418e23778
walt	w1_d418e23783
tragere	w3_d418e23786
also	w5_d418e23789
gewiß	w7_d418e23792
zu	w9_d418e23795
erscheinen,	w11_d418e23798
und	w13_d418e23802
ihre	w15_d418e23805
an	w1_d418e23810
solche	w3_d418e23813
Verlassenschaft	w5_d418e23816
habende	w7_d418e23819
Anforderungen	w9_d418e23822
anzumelden,	w1_d418e23827
rechtlich	w3_d418e23830
zu	w5_d418e23833
legitimiren	w7_d418e23836
und	w9_d418e23839
zu	w11_d418e23842
liqui	w13_d418e23846
diren	w1_d418e23852
haben,	w3_d418e23855
als	w5_d418e23858
im	w7_d418e23861
widrigen	w9_d418e23864
die	w11_d418e23867
Abhandlung	w13_d418e23871
gleichwolen	w1_d418e23876
vorgenommen,	w3_d418e23879
und	w5_d418e23882
ungehindert	w7_d418e23885
de	w9_d418e23888
ren	w1_d418e23893
etwann	w3_d418e23896
vorhandenen	w5_d418e23899
Erbs=prætendenten,	w7_d418e23902
oder	w9_d418e23905
Glaubigern,	w1_d418e23910
so	w3_d418e23913
sich	w5_d418e23916
mit	w7_d418e23919
ihren	w9_d418e23922
Erbs	w11_d418e23925
und	w13_d418e23929
Schuld	w15_d418e23932
forderungen	w1_d418e23938
in	w3_d418e23941
bestimmter	w5_d418e23944
Zeit	w7_d418e23947
nicht	w9_d418e23950
angemel	w11_d418e23953
det,	w1_d418e23958
solche	w3_d418e23961
Verlassenschaft	w5_d418e23964
halber	w7_d418e23967
ex	w9_d418e23970
officio	w11_d418e23973
vor	w13_d418e23977
gekehret	w1_d418e23982
werden	w3_d418e23985
solle,	w5_d418e23988
was	w7_d418e23991
rechtens	w9_d418e23994
ist.	w11_d418e23997
Wor	w13_d418e24001
nach	w1_d418e24006
sich	w3_d418e24009
also	w5_d418e24012
ein	w7_d418e24015
jeder	w9_d418e24018
zu	w11_d418e24021
richten	w13_d418e24025
wissen	w15_d418e24028
wird.	w17_d418e24031
So	w1_d418e24037
beschehen	w3_d418e24040
Wien	w5_d418e24043
den	w7_d418e24046
16.	w9_d418e24049
November	w11_d418e24052
1758.	w13_d418e24056
</p>
<p id="p40_d418e24059">
Es	w1_d418e24063
werden	w3_d418e24066
von	w5_d418e24069
einer	w7_d418e24072
Hochlöbl.	w9_d418e24075
N.	w11_d418e24078
Oe.	w13_d418e24082
Regie	w15_d418e24085
rung	w1_d418e24090
den	w3_d418e24093
31.	w5_d418e24096
Jenner	w7_d418e24099
von	w9_d418e24102
9.	w11_d418e24105
bis	w13_d418e24109
12.	w15_d418e24112
Uhr	w17_d418e24115
Vormit	w19_d418e24118
tag,	w1_d418e24123
und	w3_d418e24126
Nachmittag	w5_d418e24129
von	w7_d418e24132
3.	w9_d418e24135
bis	w11_d418e24138
6.	w13_d418e24142
Uhr,	w15_d418e24145
und	w17_d418e24148
nach	w19_d418e24151
folgende	w1_d418e24157
Täge	w3_d418e24160
im	w5_d418e24163
Becherlhof	w7_d418e24166
im	w9_d418e24169
ersten	w11_d418e24172
Stock	w13_d418e24176
nächst	w1_d418e24181
der	w3_d418e24184
neuen	w5_d418e24187
Welt	w7_d418e24190
verschiedene	w9_d418e24193
Verlassenschafts	w11_d418e24196
effecten,	w1_d418e24201
als	w3_d418e24204
6.	w5_d418e24207
Blatel	w7_d418e24210
von	w9_d418e24213
pounson	w11_d418e24216
farben	w13_d418e24220
Atlaß	w15_d418e24223
mit	w1_d418e24228
Chinesischen	w3_d418e24231
Figuren	w5_d418e24234
gestickt,	w7_d418e24237
auch	w9_d418e24240
eine	w11_d418e24243
Cou	w13_d418e24247
vert	w1_d418e24253
decken	w3_d418e24256
von	w5_d418e24259
geschnittenen	w7_d418e24262
Sammet,	w9_d418e24265
ein	w11_d418e24268
Beht	w13_d418e24272
vorhang,	w1_d418e24277
ebenfals	w3_d418e24280
von	w5_d418e24283
Chinesischer	w7_d418e24286
Arbeit,	w9_d418e24289
eine	w11_d418e24292
Dosen	w1_d418e24297
von	w3_d418e24300
Egyptischen	w5_d418e24303
Jaspis	w7_d418e24306
in	w9_d418e24309
Gold	w11_d418e24312
gefaßt,	w13_d418e24316
silberne	w1_d418e24321
Uhr,	w3_d418e24324
detto	w5_d418e24327
Degen,	w7_d418e24330
Manns	w9_d418e24333
und	w11_d418e24336
Frauen	w13_d418e24340
kleider,	w1_d418e24346
wie	w3_d418e24349
auch	w5_d418e24352
Wäsch,	w7_d418e24355
Bilder,	w9_d418e24358
Kasten,	w11_d418e24361
Zinn,	w13_d418e24365
Ku	w15_d418e24368
pfer	w1_d418e24373
und	w3_d418e24376
andere	w5_d418e24379
Effecten,	w7_d418e24382
denen	w9_d418e24385
Meist=bietenden	w11_d418e24388
licitando	w1_d418e24393
verkauffet	w3_d418e24396
werden.	w5_d418e24399
</p>
<p id="p42_d418e24402">
Von	w1_d418e24406
des	w3_d418e24409
Kaiserl.	w5_d418e24412
Königl.	w7_d418e24415
Judicii	w9_d418e24418
Delegati	w11_d418e24421
Mi-	w13_d418e24425
litaris	w1_d418e24430
mixti	w3_d418e24433
im	w5_d418e24436
Erz=herzogtum	w7_d418e24439
Oesterreich	w9_d418e24442
un	w11_d418e24445
ter	w1_d418e24450
und	w3_d418e24453
ob	w5_d418e24456
der	w7_d418e24459
Ennß	w9_d418e24462
wegen,	w11_d418e24465
wird	w13_d418e24469
hiemit	w15_d418e24472
durch	w17_d418e24475
dieses	w1_d418e24481
offentliche	w3_d418e24484
Edict	w5_d418e24487
jedermänniglich,	w7_d418e24490
deme	w9_d418e24493
daran	w1_d418e24498
gelegen,	w3_d418e24501
kund	w5_d418e24504
und	w7_d418e24507
zu	w9_d418e24510
wissen	w11_d418e24513
gemacht:	w13_d418e24517
Wasgestaiten	w1_d418e24522
auf	w3_d418e24525
des	w5_d418e24528
zu	w7_d418e24531
Vertrettung	w9_d418e24534
der	w11_d418e24537
von	w13_d418e24541
dem	w15_d418e24544
alhier	w1_d418e24549
jüngsthin	w3_d418e24552
verstorbenen	w5_d418e24555
Herrn	w7_d418e24558
Generalfeld	w9_d418e24561
wacht=meister	w1_d418e24567
Friederich	w3_d418e24570
Heinrich	w5_d418e24573
Frey=herrn	w7_d418e24576
von	w1_d418e24581
Stappel	w3_d418e24584
seel.	w5_d418e24587
hinterbliebenen	w7_d418e24590
Verlassenschaft	w9_d418e24593
gerichtlich	w1_d418e24598
verordneten	w3_d418e24601
Curatoris	w5_d418e24604
Franz	w7_d418e24607
Augu	w9_d418e24610
stin	w1_d418e24615
Lang	w3_d418e24618
J.	w5_d418e24621
U.	w7_d418e24624
Doctoris,	w9_d418e24627
auch	w11_d418e24630
HofKriegs	w13_d418e24634
rahts	w1_d418e24640
und	w3_d418e24643
Gerichts=advocatens	w5_d418e24646
gehorsamstes	w7_d418e24649
An	w9_d418e24652
langen	w1_d418e24657
verwilliget	w3_d418e24660
worden,	w5_d418e24663
daß	w7_d418e24666
alle	w9_d418e24669
diejenige,	w11_d418e24672
welche	w1_d418e24677
an	w3_d418e24680
ersagt=General	w5_d418e24683
Stapplischen	w7_d418e24686
Verlas	w9_d418e24689
senschaft	w1_d418e24694
einige	w3_d418e24697
Sprüch	w5_d418e24700
und	w7_d418e24703
Anforderungen	w9_d418e24706
ha	w11_d418e24709
ben,	w1_d418e24715
