<doc id="wr_1762-04-03" attrs="word" year="1762" month="04" day="03" corpus="2">
<head id="h2_d644e3254">
Auszug=schreiben	w1_d644e3258
gebrauchet,	w1_d644e21405
obschon	w3_d644e21408
mancher	w5_d644e21411
verroster	w7_d644e21414
Schreiber	w1_d644e21419
die	w3_d644e21422
Feder	w5_d644e21425
wie	w7_d644e21428
ein	w9_d644e21431
Pflugmnesser	w11_d644e21434
in	w1_d644e21440
das	w3_d644e21443
Papier	w5_d644e21446
drücket,	w7_d644e21449
und	w9_d644e21452
viele	w11_d644e21455
Bücher	w13_d644e21459
Papier	w1_d644e21464
durchackert,	w3_d644e21467
so,	w5_d644e21470
daß,	w7_d644e21473
weilen	w9_d644e21476
die	w11_d644e21479
Buchstaben	w1_d644e21484
(und	w3_d644e21487
die	w5_d644e21490
Gedanken,	w7_d644e21493
hat	w9_d644e21496
er	w11_d644e21499
ver	w13_d644e21503
gessen	w1_d644e21508
hinzu	w3_d644e21511
zu	w5_d644e21514
setzen)	w7_d644e21517
als	w9_d644e21520
umgestürztes	w11_d644e21523
Feldbette	w1_d644e21529
aussiehet,	w3_d644e21532
und	w5_d644e21535
viele	w7_d644e21538
Maculn	w9_d644e21541
zu	w11_d644e21544
Furchen	w1_d644e21549
gemacht	w3_d644e21552
worden,	w5_d644e21555
man	w7_d644e21558
die	w9_d644e21561
Schrift	w11_d644e21564
und	w1_d644e21569
entworfene	w3_d644e21572
Meinung	w5_d644e21575
nicht	w7_d644e21578
entnem	w9_d644e21581
men	w1_d644e21586
kan,	w3_d644e21589
wenn	w5_d644e21592
auch	w7_d644e21595
die	w9_d644e21598
Augengläser	w11_d644e21601
in	w13_d644e21605
der	w1_d644e21611
Grösse	w3_d644e21614
deren	w5_d644e21617
Pflugradeln	w7_d644e21620
an	w9_d644e21623
die	w11_d644e21626
Nase	w13_d644e21630
gesetzet	w1_d644e21635
wurden.	w3_d644e21638
</p>
<p id="p28_d644e21641">
Wir	w1_d644e21645
würden	w3_d644e21648
vielleicht	w5_d644e21651
dieser	w7_d644e21654
Schrift	w9_d644e21657
gar	w11_d644e21660
nicht	w1_d644e21665
erwähnet	w3_d644e21668
haben,	w5_d644e21671
wenn	w7_d644e21674
Herr	w9_d644e21677
Monse	w11_d644e21680
nicht	w1_d644e21685
selbst	w3_d644e21688
den	w5_d644e21691
Kriticker	w7_d644e21694
machte,	w9_d644e21697
und	w11_d644e21700
die	w13_d644e21704
Schreibart	w1_d644e21710
anderer	w3_d644e21713
ehrlicher	w5_d644e21716
Wirthschafts	w7_d644e21719
beamten,	w1_d644e21724
die	w3_d644e21727
vermutlich	w5_d644e21730
seine	w7_d644e21733
Nachbarn	w9_d644e21736
sind,	w11_d644e21739
auf	w1_d644e21744
das	w3_d644e21747
unbarmherzigste	w5_d644e21750
durchhechelte.	w7_d644e21753
Es	w9_d644e21756
ist	w1_d644e21761
uns	w3_d644e21764
unbekannt,	w5_d644e21767
an	w7_d644e21770
welchem	w9_d644e21773
Orte	w11_d644e21776
in	w13_d644e21780
Böh	w15_d644e21783
men,	w1_d644e21789
er	w3_d644e21792
sein	w5_d644e21795
Werklein	w7_d644e21798
zum	w9_d644e21801
Drucke	w11_d644e21804
befördert	w13_d644e21808
habe:	w1_d644e21813
aber	w3_d644e21816
wir	w5_d644e21819
glauben,	w7_d644e21822
daß	w9_d644e21825
an	w11_d644e21828
demselben	w13_d644e21832
die	w1_d644e21837
Büchercensur	w3_d644e21840
nicht	w5_d644e21843
müsse	w7_d644e21846
eingeführet	w9_d644e21849
seyn.	w1_d644e21854
</p>
<head id="h2_d644e21860">
NB.	w1_d644e21864
Für	w3_d644e21867
den	w5_d644e21870
Herrn	w7_d644e21873
Wahrmund.	w9_d644e21876
</head>
<p id="p4_d644e21879">
M.	w1_d644e21883
H.	w3_d644e21886
Sie	w5_d644e21889
werden	w7_d644e21892
hoffentlich	w9_d644e21895
aus	w11_d644e21898
der	w13_d644e21902
Beurtheilung,	w1_d644e21907
die	w3_d644e21910
Sie	w5_d644e21913
itzo	w7_d644e21916
gelesen	w9_d644e21919
haben,	w11_d644e21922
se	w13_d644e21926
hen,	w1_d644e21931
daß	w3_d644e21934
wir	w5_d644e21937
die	w7_d644e21940
Wahrheit	w9_d644e21943
so	w11_d644e21946
handgreiflich	w13_d644e21950
sagen	w1_d644e21956
können,	w3_d644e21959
daß	w5_d644e21962
sie	w7_d644e21965
selbst	w9_d644e21968
von	w11_d644e21971
Jhnen	w13_d644e21975
ein	w15_d644e21978
gesehen	w1_d644e21983
werden	w3_d644e21986
muß:	w5_d644e21989
aber	w7_d644e21992
bedenken	w9_d644e21995
Sie,	w11_d644e21998
daß	w1_d644e22003
wir	w3_d644e22006
auch	w5_d644e22009
für	w7_d644e22012
andere	w9_d644e22015
Leser	w11_d644e22018
schreiben,	w13_d644e22022
und	w15_d644e22025
daß	w1_d644e22030
wir	w3_d644e22033
mit	w5_d644e22036
einem	w7_d644e22039
Schriftsteller,	w9_d644e22042
der	w11_d644e22045
seine	w13_d644e22049
Verdienste	w1_d644e22055
hat,	w3_d644e22058
nicht	w5_d644e22061
so	w7_d644e22064
zu	w9_d644e22067
verfahren	w11_d644e22070
im	w13_d644e22074
Stande	w1_d644e22079
sind,	w3_d644e22082
wie	w5_d644e22085
Sie	w7_d644e22088
es	w9_d644e22091
vielleicht	w11_d644e22094
thun	w13_d644e22098
würden.	w1_d644e22103
Wenn	w3_d644e22106
Sie	w5_d644e22109
uns	w7_d644e22112
den	w9_d644e22115
Maasstab	w11_d644e22118
einer	w1_d644e22123
guten	w3_d644e22126
Ode	w5_d644e22129
mittheilen	w7_d644e22132
wollten,	w9_d644e22135
so	w11_d644e22138
könn	w13_d644e22142
te	w1_d644e22148
er	w3_d644e22151
uns	w5_d644e22154
zuweilen	w7_d644e22157
dienen,	w9_d644e22160
in	w11_d644e22163
der	w13_d644e22167
Geschwin	w15_d644e22170
digkeit	w1_d644e22175
von	w3_d644e22178
einem	w5_d644e22181
Gedichte	w7_d644e22184
dieser	w9_d644e22187
Art	w11_d644e22190
ein	w13_d644e22194
Urtheil	w1_d644e22199
zu	w3_d644e22202
fällen;	w5_d644e22205
denn	w7_d644e22208
es	w9_d644e22211
scheinet	w11_d644e22214
wir	w13_d644e22218
werden	w1_d644e22223
deren	w3_d644e22226
eine	w5_d644e22229
grosse	w7_d644e22232
Menge	w9_d644e22235
zu	w11_d644e22238
beur	w13_d644e22242
theilen	w1_d644e22248
haben.	w3_d644e22251
S.	w5_d644e22254
den	w7_d644e22257
Schluß	w9_d644e22260
des	w11_d644e22263
16ten	w13_d644e22267
Stückes	w1_d644e22272
der	w3_d644e22275
Welt.	w5_d644e22278
</p>
<list id="l8_d644e22283">
</list>
<p id="p10_d644e22290">
Von	w1_d644e22294
des	w3_d644e22297
Kaiserl.	w5_d644e22300
Königl.	w7_d644e22303
im	w9_d644e22306
Erzherzogtum	w11_d644e22309
Oe	w13_d644e22313
sterreich	w1_d644e22318
unter	w3_d644e22321
und	w5_d644e22324
ob	w7_d644e22327
der	w9_d644e22330
Ennslaufgestellten	w11_d644e22333
Jud.	w13_d644e22337
Deleg.	w1_d644e22342
mixti	w3_d644e22345
in	w5_d644e22348
Milit.	w7_d644e22351
wegen,	w9_d644e22354
wird	w11_d644e22357
hiemit	w13_d644e22361
durch	w15_d644e22364
dieses	w1_d644e22370
offentliche	w3_d644e22373
Edict	w5_d644e22376
dem	w7_d644e22379
K.	w9_d644e22382
K.	w11_d644e22385
Bottaischen	w13_d644e22389
Jn	w15_d644e22392
fanterie=regiment,	w1_d644e22397
denen	w3_d644e22400
nachfolgendGeneral	w5_d644e22403
Graf	w1_d644e22408
Tottlebischen	w3_d644e22411
gewesten	w5_d644e22414
Werb=ober=officiers:	w7_d644e22417
benanntlich	w1_d644e22422
denen	w3_d644e22425
Haupt=leuten	w5_d644e22428
Herren	w7_d644e22431
von	w9_d644e22434
Schrö	w11_d644e22437
der	w1_d644e22443
und	w3_d644e22446
Taner,	w5_d644e22449
denen	w7_d644e22452
Leutenants,	w9_d644e22455
Wilhelm	w11_d644e22458
F	w13_d644e22462
drich	w1_d644e22467
Agricola,	w3_d644e22470
Joseph	w5_d644e22473
Baron	w7_d644e22476
von	w9_d644e22479
Tengler	w11_d644e22482
und	w13_d644e22486
Carl	w1_d644e22491
Ruf,	w3_d644e22494
dann	w5_d644e22497
denen	w7_d644e22500
Regenspurgerhandelsleu	w9_d644e22503
ten	w1_d644e22508
Hieronymo	w3_d644e22511
Haas	w5_d644e22514
und	w7_d644e22517
Johann	w9_d644e22520
Eberhard,	w11_d644e22523
inglei	w13_d644e22527
chen	w1_d644e22533
dem	w3_d644e22536
Joseph	w5_d644e22539
Petschau	w7_d644e22542
Juden	w9_d644e22545
aus	w11_d644e22548
Furt,	w13_d644e22552
dem	w15_d644e22555
Regenspurger	w1_d644e22560
Kaufmann	w3_d644e22563
Jacob	w5_d644e22566
Hirsch,	w7_d644e22569
der	w9_d644e22572
ver	w11_d644e22575
wittibten	w1_d644e22580
Cäciliä	w3_d644e22583
Schönauerin,	w5_d644e22586
dem	w7_d644e22589
Friedrich	w9_d644e22592
Franz	w1_d644e22597
de	w3_d644e22600
Paula	w5_d644e22603
Grepp,	w7_d644e22606
dem	w9_d644e22609
Frankfurter	w11_d644e22612
Kauf	w13_d644e22616
mann	w1_d644e22622
Johann	w3_d644e22625
Heinrich	w5_d644e22628
Eiffert,	w7_d644e22631
dem	w9_d644e22634
Augspurger	w11_d644e22637
Handels=mann	w1_d644e22642
Johann	w3_d644e22645
Jgnatz	w5_d644e22648
Jaxt,	w7_d644e22651
dem	w9_d644e22654
Schnei	w11_d644e22657
der=meister	w1_d644e22662
Carl	w3_d644e22665
Hochhöfer,	w5_d644e22668
dem	w7_d644e22671
Michael	w9_d644e22674
Steiner	w11_d644e22677
mandatario	w1_d644e22682
nomine	w3_d644e22685
des	w5_d644e22688
Johann	w7_d644e22691
Philipp	w9_d644e22694
Ohnin	w11_d644e22697
ger	w1_d644e22703
von	w3_d644e22706
Würzburg,	w5_d644e22709
denen	w7_d644e22712
Schweinfurter	w9_d644e22715
Burgern	w11_d644e22718
Johann	w1_d644e22723
Martin	w3_d644e22726
Weingand	w5_d644e22729
Juniori	w7_d644e22732
Kauf	w9_d644e22735
und	w11_d644e22738
Han	w13_d644e22742
dels	w1_d644e22747
mann,	w3_d644e22750
Johann	w5_d644e22753
Georg	w7_d644e22756
Mayer	w9_d644e22759
Gastgeber	w11_d644e22762
zur	w13_d644e22766
goldenen	w1_d644e22771
Schwanen,	w3_d644e22774
Johann	w5_d644e22777
Dittel	w7_d644e22780
Schustermei	w9_d644e22783
stern,	w1_d644e22789
und	w3_d644e22792
Johann	w5_d644e22795
Michael	w7_d644e22798
Schenk	w9_d644e22801
Schneider	w11_d644e22804
meistern,	w1_d644e22809
dem	w3_d644e22812
Christoph	w5_d644e22815
Wilhzelm	w7_d644e22818
Wolf	w9_d644e22821
Wirt	w11_d644e22824
zum	w13_d644e22828
Löwen	w1_d644e22833
in	w3_d644e22836
Gitter	w5_d644e22839
zu	w7_d644e22842
Regenspurg,	w9_d644e22845
dem	w11_d644e22848
Frankfurter	w13_d644e22852
Banquier	w1_d644e22857
N.	w3_d644e22860
Frank,	w5_d644e22863
dem	w7_d644e22866
Caspar	w9_d644e22869
Mathias	w11_d644e22872
Wed	w13_d644e22876
ding	w1_d644e22882
Gast=wirten	w3_d644e22885
zu	w5_d644e22888
Frankfurt,	w7_d644e22891
dem	w9_d644e22894
Johann	w11_d644e22897
Hein	w13_d644e22901
rich	w1_d644e22906
von	w3_d644e22909
Ettenreich,	w5_d644e22912
denen	w7_d644e22915
alhiesigen	w9_d644e22918
Burgern,	w11_d644e22921
Mi	w13_d644e22925
chael	w1_d644e22930
Forster	w3_d644e22933
Fleischhacker=meistern,	w5_d644e22936
Franz	w7_d644e22939
Rauch	w9_d644e22942
Schneider=meistern,	w1_d644e22947
und	w3_d644e22950
Johann	w5_d644e22953
Walter	w7_d644e22956
Gold	w9_d644e22959
ar	w11_d644e22962
beitern,	w1_d644e22968
denen	w3_d644e22971
gewest=General	w5_d644e22974
Graf	w7_d644e22977
Tottlebischen	w9_d644e22980
Haus=officieren	w1_d644e22985
und	w3_d644e22988
Domestiquen,	w5_d644e22991
benanntlich	w7_d644e22994
de	w9_d644e22997
nen	w1_d644e23002
Cammerdinnern	w3_d644e23005
Johann	w5_d644e23008
Peter	w7_d644e23011
Saar	w9_d644e23014
und	w11_d644e23017
Carl	w13_d644e23021
Fedele,	w1_d644e23026
dem	w3_d644e23029
Laufer	w5_d644e23032
Wenzel	w7_d644e23035
Paull	w9_d644e23038
und	w11_d644e23041
Kutscher	w13_d644e23045
N.	w15_d644e23048
Mayer,	w1_d644e23054
als	w3_d644e23057
Gräfl.	w5_d644e23060
Tottlebischen	w7_d644e23063
Creditoribus	w9_d644e23066
oder	w11_d644e23069
allenfalls	w1_d644e23074
denen	w3_d644e23077
von	w5_d644e23080
mehr	w7_d644e23083
bemelten	w9_d644e23086
Creditoren	w11_d644e23089
etwann	w1_d644e23094
hinterlassenen	w3_d644e23097
Erben	w5_d644e23100
kund	w7_d644e23103
zu	w9_d644e23106
wissen	w11_d644e23109
ge	w13_d644e23113
macht:	w1_d644e23118
Es	w3_d644e23121
habe	w5_d644e23124
der	w7_d644e23127
Gerichtl.	w9_d644e23130
aufgestellt=General	w11_d644e23133
Graf	w1_d644e23139
Tottlebische	w3_d644e23142
Curator,	w5_d644e23145
Johann	w7_d644e23148
Michael	w9_d644e23151
Stummer,	w1_d644e23156
J.	w3_d644e23159
U.	w5_d644e23162
D.	w7_d644e23165
auch	w9_d644e23168
Hof	w11_d644e23171
und	w13_d644e23175
Gerichtsadvo	w15_d644e23178
cat,	w1_d644e23183
gehorsamst	w3_d644e23186
angezeiget,	w5_d644e23189
welchergestalten	w7_d644e23192
sie	w9_d644e23195
vor	w11_d644e23198
ernannt=General	w1_d644e23203
Graf	w3_d644e23206
Tottlebischen	w5_d644e23209
Creditores	w7_d644e23212
ih	w9_d644e23215
re	w1_d644e23221
an	w3_d644e23224
den	w5_d644e23227
Hrn.	w7_d644e23230
General	w9_d644e23233
Grafen	w11_d644e23236
von	w13_d644e23240
Tottleben	w15_d644e23243
stel	w17_d644e23246
leude	w1_d644e23251
Forderungen	w3_d644e23254
bis	w5_d644e23257
anhero	w7_d644e23260
nicht	w9_d644e23263
liquidiret,	w11_d644e23266
und	w13_d644e23270
dahero	w1_d644e23275
zu	w3_d644e23278
Liquidir	w5_d644e23281
und	w7_d644e23284
Legitrimirung	w9_d644e23287
eine	w11_d644e23290
Erfor	w13_d644e23294
derung	w1_d644e23299
bey	w3_d644e23302
diesem	w5_d644e23305
K.	w7_d644e23308
K.	w9_d644e23311
Judicio	w11_d644e23314
Deleg.	w13_d644e23318
mixt	w15_d644e23321
in	w17_d644e23324
Milit.	w1_d644e23330
mit	w3_d644e23333
Zuziehung	w5_d644e23336
all=vorbemelter	w7_d644e23339
Creditoren	w9_d644e23342
auf	w1_d644e23347
den	w3_d644e23350
22.	w5_d644e23353
künftigen	w7_d644e23356
Monats	w9_d644e23359
May	w11_d644e23362
sub	w13_d644e23366
clausula	w15_d644e23369
contumaciæ	w1_d644e23374
bewürket;	w3_d644e23377
zumalen	w5_d644e23380
aber	w7_d644e23383
ihnen	w9_d644e23386
Ge	w11_d644e23389
neral	w1_d644e23394
Graf	w3_d644e23397
Tottlebischen	w5_d644e23400
Credits=partheyen	w7_d644e23403
diese	w9_d644e23406
Erforderung	w1_d644e23412
ihres	w3_d644e23415
unwissenden	w5_d644e23418
Aufenthalts	w7_d644e23421
halber	w9_d644e23424
behörig	w1_d644e23429
nicht	w3_d644e23432
zugestellet	w5_d644e23435
werden	w7_d644e23438
kan;	w9_d644e23441
Als	w11_d644e23444
wird	w13_d644e23448
demnach	w1_d644e23453
ihnen	w3_d644e23456
mehr=bemeldt=General	w5_d644e23459
Graf	w7_d644e23462
Tott	w9_d644e23465
lebischen	w1_d644e23470
Creditoribus	w3_d644e23473
auch	w5_d644e23476
allenfalls	w7_d644e23479
deren	w9_d644e23482
hinter	w11_d644e23485
lassenen	w1_d644e23491
Erben	w3_d644e23494
obbesagte	w5_d644e23497
Erforderung	w7_d644e23500
zu	w9_d644e23503
dem	w11_d644e23506
En	w13_d644e23510
de	w1_d644e23515
per	w3_d644e23518
Edictum	w5_d644e23521
ad	w7_d644e23524
valvas	w9_d644e23527
intimiret,	w11_d644e23530
auf	w13_d644e23534
daß	w15_d644e23537
die	w17_d644e23540
selbe	w1_d644e23545
von	w3_d644e23548
diesem	w5_d644e23551
K.	w7_d644e23554
K.	w9_d644e23557
Jud.	w11_d644e23560
Deleg.	w13_d644e23564
mixto	w15_d644e23567
in	w17_d644e23570
Mi-	w19_d644e23573
</p>
<p id="p12_d644e23577">
lia.	w1_d644e23581
an	w3_d644e23584
obbestimmten	w5_d644e23587
Tag	w7_d644e23590
fruhe	w9_d644e23593
um	w11_d644e23596
9.	w13_d644e23600
Uhr	w15_d644e23603
entweder	w17_d644e23606
selbst	w1_d644e23611
personlich,	w3_d644e23614
oder	w5_d644e23617
durch	w7_d644e23620
einen	w9_d644e23623
genugsam	w11_d644e23626
in	w13_d644e23630
struirten	w1_d644e23635
Bevollmächtigen	w3_d644e23638
alsogewiß	w5_d644e23641
zu	w7_d644e23644
erscheinen,	w9_d644e23647
und	w1_d644e23653
diesfalls	w3_d644e23656
ihre	w5_d644e23659
habende	w7_d644e23662
Forderung	w9_d644e23665
zu	w11_d644e23668
liquidi	w13_d644e23672
ren,	w1_d644e23677
und	w3_d644e23680
sich	w5_d644e23683
dazu	w7_d644e23686
zu	w9_d644e23689
legitimiren	w11_d644e23692
wissen	w13_d644e23696
mögen,	w15_d644e23699
wie	w17_d644e23702
im	w1_d644e23707
widrigen	w3_d644e23710
denenselben	w5_d644e23713
das	w7_d644e23716
ewige	w9_d644e23719
Stillschweigen	w11_d644e23722
auferleget,	w1_d644e23727
auch	w3_d644e23730
hierüber,	w5_d644e23733
was	w7_d644e23736
rechtens	w9_d644e23739
ist,	w11_d644e23742
ex	w13_d644e23746
offi-	w15_d644e23749
cio	w1_d644e23755
vorgekehret	w3_d644e23758
werden	w5_d644e23761
solle.	w7_d644e23764
Wornach	w9_d644e23767
sich	w11_d644e23770
also	w13_d644e23774
dieselbe	w1_d644e23779
zu	w3_d644e23782
richten,	w5_d644e23785
und	w7_d644e23788
ihrem	w9_d644e23791
Recht	w11_d644e23794
zu	w13_d644e23798
invigili	w15_d644e23801
ren	w1_d644e23806
haben	w3_d644e23809
werden.	w5_d644e23812
</p>
<p id="p14_d644e23815">
Es	w1_d644e23819
ist	w3_d644e23822
auf	w5_d644e23825
künftigen	w7_d644e23828
St.	w9_d644e23831
Michael	w11_d644e23834
das	w13_d644e23838
von	w15_d644e23841
Zahl	w17_d644e23844
heimische	w1_d644e23849
Bräu=haus	w3_d644e23852
zu	w5_d644e23855
Schwechat	w7_d644e23858
samt	w9_d644e23861
vielen	w11_d644e23864
Zimmern	w1_d644e23869
und	w3_d644e23872
Zugehörungen,	w5_d644e23875
dann	w7_d644e23878
78.	w9_d644e23881
Joch	w11_d644e23884
Haus	w13_d644e23888
gründen,	w1_d644e23894
2.	w3_d644e23897
Tag=werk=wiesen,	w5_d644e23900
2.	w7_d644e23903
Gärten	w9_d644e23906
rc.	w11_d644e23909
in	w13_d644e23913
Be	w15_d644e23916
stand	w1_d644e23921
zu	w3_d644e23924
verlassen,	w5_d644e23927
oder	w7_d644e23930
auch	w9_d644e23933
allenfalls	w11_d644e23936
zu	w13_d644e23940
verkauf	w15_d644e23943
fen,	w1_d644e23948
wer	w3_d644e23951
dahero	w5_d644e23954
zu	w7_d644e23957
solchem	w9_d644e23960
ein	w11_d644e23963
Belieben	w13_d644e23967
traget,	w15_d644e23970
hat	w17_d644e23973
sich	w1_d644e23978
alhier	w3_d644e23981
bey	w5_d644e23984
denen	w7_d644e23987
Herren	w9_d644e23990
von	w11_d644e23993
Zahlheimischen	w13_d644e23997
Gebrüderen,	w1_d644e24003
als	w3_d644e24006
diesfälligen	w5_d644e24009
Administratoribus	w7_d644e24012
entweder	w1_d644e24017
auf	w3_d644e24020
dem	w5_d644e24023
hohen	w7_d644e24026
Markt	w9_d644e24029
in	w11_d644e24032
dem	w13_d644e24036
Fernerischen	w15_d644e24039
Haus	w1_d644e24044
im	w3_d644e24047
anderten	w5_d644e24050
Stock,	w7_d644e24053
oder	w9_d644e24056
unterhalb	w11_d644e24059
des	w13_d644e24063
älten	w15_d644e24066
Fleischmarkts	w1_d644e24071
in	w3_d644e24074
dem	w5_d644e24077
Bolzaischen	w7_d644e24080
Haus	w9_d644e24083
im	w11_d644e24086
3ten	w1_d644e24092
Stock	w3_d644e24095
anzumelden.	w5_d644e24098
</p>
<p id="p16_d644e24101">
Bey	w1_d644e24105
Hrn.	w3_d644e24108
Leopold	w5_d644e24111
Vötter,	w7_d644e24114
Handels=mann	w9_d644e24117
zum	w11_d644e24120
goldenen	w1_d644e24125
Männel	w3_d644e24128
am	w5_d644e24131
Schotten=thor	w7_d644e24134
ist	w9_d644e24137
ein	w11_d644e24140
guter	w13_d644e24144
neuer	w1_d644e24149
Monte-Pulciano	w3_d644e24152
roter	w5_d644e24155
und	w7_d644e24158
weisser	w9_d644e24161
zu	w11_d644e24164
ha	w13_d644e24168
ben,	w1_d644e24174
die	w3_d644e24177
Flaschen	w5_d644e24180
pr.	w7_d644e24183
1.	w9_d644e24186
fl.	w11_d644e24189
8.	w13_d644e24193
kr.	w15_d644e24196
und	w17_d644e24199
allerhand	w19_d644e24202
gute	w1_d644e24207
Welsche	w3_d644e24210
und	w5_d644e24213
Französische	w7_d644e24216
Weine	w9_d644e24219
um	w11_d644e24222
billigen	w13_d644e24226
Preiß	w1_d644e24231
zu	w3_d644e24234
haben,	w5_d644e24237
es	w7_d644e24240
sind	w9_d644e24243
auch	w11_d644e24246
extra	w13_d644e24250
gute	w15_d644e24253
Hungari	w17_d644e24256
sche	w1_d644e24261
Wein	w3_d644e24264
ankommen,	w5_d644e24267
1.	w7_d644e24270
Bouteille	w9_d644e24273
Tockayer	w11_d644e24276
3.	w13_d644e24280
fl.	w15_d644e24283
1.	w1_d644e24289
Bonteille	w3_d644e24292
Oedenburger	w5_d644e24295
und	w7_d644e24298
St.	w9_d644e24301
Geörgeraus	w11_d644e24304
bruch	w1_d644e24309
pr.	w3_d644e24312
36.	w5_d644e24315
kr	w7_d644e24318
1.	w9_d644e24321
Maß	w11_d644e24324
St.	w13_d644e24328
Geörger	w15_d644e24331
Wein	w17_d644e24334
36.	w1_d644e24339
kr.	w3_d644e24342
Ofner	w5_d644e24345
und	w7_d644e24348
Ratzerstorfer	w9_d644e24351
ist	w11_d644e24354
Maß	w13_d644e24358
und	w15_d644e24361
Emer	w17_d644e24364
weis	w1_d644e24369
zu	w3_d644e24372
haben.	w5_d644e24375
</p>
<list id="l18_d644e24378">
</list>
<p id="p20_d644e24383">
Von	w1_d644e24387
dem	w3_d644e24390
Judicio	w5_d644e24393
Deleg.	w7_d644e24396
des	w9_d644e24399
Fürstl.	w11_d644e24402
St.	w13_d644e24406
Leo	w15_d644e24409
poldi=stifts	w1_d644e24414
denen	w3_d644e24417
regulirten	w5_d644e24420
Chor=herren	w7_d644e24423
St.	w9_d644e24426
Au	w11_d644e24429
gustini	w1_d644e24434
zu	w3_d644e24437
Kloster	w5_d644e24440
Neuburg,	w7_d644e24443
als	w9_d644e24446
Herrschaft	w11_d644e24449
Meid	w13_d644e24453
ling	w1_d644e24459
wird	w3_d644e24462
hiemit	w5_d644e24465
jedermänniglich	w7_d644e24468
kund	w9_d644e24471
und	w11_d644e24474
zu	w13_d644e24478
wis	w15_d644e24481
sen	w1_d644e24486
gemacht:	w3_d644e24489
daß	w5_d644e24492
zur	w7_d644e24495
Abhandlung	w9_d644e24498
der	w11_d644e24501
ab	w13_d644e24505
inte-	w15_d644e24508
stato	w1_d644e24513
verstorbenen	w3_d644e24516
Christina	w5_d644e24519
Hitzingerin,	w7_d644e24522
gebornen	w9_d644e24525
Gußmanin	w1_d644e24530
seel.	w3_d644e24533
Verlassenschaft	w5_d644e24536
vorläuffig	w7_d644e24539
ein	w9_d644e24542
Con	w11_d644e24545
vocations=edict	w1_d644e24551
auszufartigen	w3_d644e24554
seye	w5_d644e24557
veranlasset	w7_d644e24560
wor	w9_d644e24563
den.	w1_d644e24568
Wann	w3_d644e24571
nun	w5_d644e24574
zu	w7_d644e24577
solcher	w9_d644e24580
Convocation	w11_d644e24583
eine	w13_d644e24587
Tag	w15_d644e24590
satzung	w1_d644e24595
auf	w3_d644e24598
den	w5_d644e24601
14.	w7_d644e24604
des	w9_d644e24607
künftigen	w11_d644e24610
Monats	w13_d644e24614
May	w15_d644e24617
hie	w17_d644e24620
mit	w1_d644e24625
bestimmet	w3_d644e24628
wird;	w5_d644e24631
Als	w7_d644e24634
werden	w9_d644e24637
alle	w11_d644e24640
diejenige,	w13_d644e24644
welche	w1_d644e24650
an	w3_d644e24653
der	w5_d644e24656
besagten	w7_d644e24659
Christina	w9_d644e24662
Heinzingerischen	w11_d644e24665
Verlassenschaft	w1_d644e24670
einige	w3_d644e24673
Sprüche	w5_d644e24676
oder	w7_d644e24679
Anforderun	w9_d644e24682
gen	w1_d644e24687
haben	w3_d644e24690
oder	w5_d644e24693
zu	w7_d644e24696
haben	w9_d644e24699
vermeinen,	w11_d644e24702
am	w13_d644e24706
obbestim	w15_d644e24709
ten	w1_d644e24714
Tag	w3_d644e24717
Nachmittags	w5_d644e24720
um	w7_d644e24723
2.	w9_d644e24726
Uhr	w11_d644e24729
vor	w13_d644e24733
das	w15_d644e24736
Judicium	w17_d644e24739
Deleg.	w1_d644e24745
in	w3_d644e24748
Wien	w5_d644e24751
auf	w7_d644e24754
dem	w9_d644e24757
Kohlmarkt	w11_d644e24760
bey	w13_d644e24764
der	w15_d644e24767
gros	w17_d644e24770
sen	w1_d644e24775
Betten	w3_d644e24778
im	w5_d644e24781
anderten	w7_d644e24784
Stock	w9_d644e24787
entweder	w11_d644e24790
selbst	w13_d644e24794
per	w15_d644e24797
sönlich,	w1_d644e24802
oder	w3_d644e24805
durch	w5_d644e24808
einen	w7_d644e24811
Gevollmächtigten	w9_d644e24814
sich	w11_d644e24817
alsogewiß	w1_d644e24822
anzumelden,	w3_d644e24825
und	w5_d644e24828
ihre	w7_d644e24831
Sprüche,	w9_d644e24834
oder	w11_d644e24837
An	w13_d644e24841
forderungen	w1_d644e24847
zu	w3_d644e24850
liquidiren	w5_d644e24853
haben,	w7_d644e24856
wie	w9_d644e24859
im	w11_d644e24862
widrigen	w13_d644e24866
ihnen	w1_d644e24871
das	w3_d644e24874
ewige	w5_d644e24877
Stillschweigen	w7_d644e24880
auferleget	w9_d644e24883
werden	w11_d644e24886
solle.	w1_d644e24891
</p>
<list id="l26_d644e24905">
D	w1_d644e24911
</list>
<list id="l28_d644e24915">
Bey	w1_d644e24919
dem	w3_d644e24922
Buchhändler	w5_d644e24925
Johann	w7_d644e24928
Paul	w9_d644e24931
Kraus,	w11_d644e24934
nächst	w1_d644e24939
der	w3_d644e24942
K.	w5_d644e24945
K.	w7_d644e24948
Burg,	w9_d644e24951
dem	w11_d644e24954
neuen	w13_d644e24958
Comedien	w15_d644e24961
haus	w1_d644e24966
gegenüber	w3_d644e24969
sind	w5_d644e24972
nachfolgende	w7_d644e24975
Bücher	w9_d644e24978
zu	w11_d644e24981
haben:	w13_d644e24985
Die	w1_d644e24991
deutsche	w3_d644e24994
Schaubühne	w5_d644e24997
zu	w7_d644e25000
