<doc id="wr_1760-08-13" attrs="word" year="1760" month="08" day="13" corpus="2">
<head id="h2_d475e3099">
Von	w1_d475e3103
pr.	w17_d475e21090
4.	w19_d475e21093
fl.	w21_d475e21096
30.	w1_d475e21102
kr.	w3_d475e21105
Histoire	w1_d475e21110
de	w3_d475e21113
la	w5_d475e21116
Maison	w7_d475e21119
de	w9_d475e21122
Stuart,	w11_d475e21125
sur	w13_d475e21129
le	w15_d475e21132
Trone	w17_d475e21135
d'Angleterre:	w1_d475e21140
par	w3_d475e21143
Mr.	w5_d475e21146
Hume	w7_d475e21149
3.	w9_d475e21152
Tomes	w11_d475e21155
4.	w13_d475e21159
Londres	w15_d475e21162
1760.	w1_d475e21167
pr.	w3_d475e21170
14.	w5_d475e21173
fl.	w7_d475e21176
Histoire	w1_d475e21182
du	w3_d475e21185
Bas-Empire,	w5_d475e21188
en	w7_d475e21191
Commençant	w9_d475e21194
à	w11_d475e21197
Constantin	w1_d475e21202
le	w3_d475e21205
grand	w5_d475e21208
par	w7_d475e21211
Mr.	w9_d475e21214
le	w11_d475e21217
Beau.	w13_d475e21221
4.	w15_d475e21224
Tomes	w17_d475e21227
12.	w1_d475e21232
Paris.	w3_d475e21235
pour	w5_d475e21238
servir	w7_d475e21241
de	w9_d475e21244
la	w11_d475e21247
suite	w13_d475e21251
de	w15_d475e21254
l'Histoire	w17_d475e21257
de	w1_d475e21262
Mr.	w3_d475e21265
Rollin	w5_d475e21268
pr.	w7_d475e21271
6.	w9_d475e21274
fl.	w11_d475e21277
Justi	w1_d475e21283
(Joh.	w3_d475e21286
Heinr.	w5_d475e21289
Gottlob)	w7_d475e21292
die	w9_d475e21295
Grund=feste	w11_d475e21298
zu	w1_d475e21303
der	w3_d475e21306
Macht	w5_d475e21309
und	w7_d475e21312
Glückseeligkeit	w9_d475e21315
der	w11_d475e21318
Staaten	w13_d475e21322
oder	w1_d475e21327
ausführliche	w3_d475e21330
Vorstellung	w5_d475e21333
der	w7_d475e21336
gesamten	w9_d475e21339
Po	w11_d475e21342
licey=wissenschaft,	w1_d475e21347
vierter	w3_d475e21350
Band,	w5_d475e21353
4to.	w7_d475e21356
Königs	w9_d475e21359
berg	w1_d475e21365
1760.	w3_d475e21368
4.	w5_d475e21371
fl.	w7_d475e21374
30.	w9_d475e21377
kr.	w11_d475e21380
</list>
<list id="l24_d475e21385">
ten	w1_d475e21389
Gold	w3_d475e21392
und	w5_d475e21395
Silber=Geld=sorten,	w7_d475e21398
in	w9_d475e21401
12.	w11_d475e21404
Tabellen	w1_d475e21409
vorgestellet,	w3_d475e21412
wodurch	w5_d475e21415
dargethan	w7_d475e21418
wird,	w9_d475e21421
wie	w1_d475e21426
viel	w3_d475e21429
diese	w5_d475e21432
Münzen	w7_d475e21435
über	w9_d475e21438
ihren	w11_d475e21441
innerlichen	w13_d475e21445
Wehrt	w1_d475e21451
zum	w3_d475e21454
Schaden	w5_d475e21457
des	w7_d475e21460
Publici	w9_d475e21463
gestiegen,	w11_d475e21466
und	w13_d475e21470
wie	w1_d475e21475
selbige	w3_d475e21478
cursiren	w5_d475e21481
können	w7_d475e21484
und	w9_d475e21487
sollen,	w11_d475e21490
Frank	w13_d475e21494
furt	w1_d475e21499
1760.	w3_d475e21502
à	w5_d475e21505
2.	w7_d475e21508
fl.	w9_d475e21511
18.	w11_d475e21514
kr.	w13_d475e21518
Rollins	w1_d475e21523
(Herrn	w3_d475e21526
Carl)	w5_d475e21529
Anweisung	w7_d475e21532
wie	w9_d475e21535
man	w11_d475e21538
die	w1_d475e21544
freye	w3_d475e21547
Künste	w5_d475e21550
lehren	w7_d475e21553
und	w9_d475e21556
lernen	w11_d475e21559
solle,	w13_d475e21563
2.	w15_d475e21566
Theile	w17_d475e21569
groß	w1_d475e21574
8.	w3_d475e21577
Leipzig	w5_d475e21580
1760.	w7_d475e21583
per	w9_d475e21586
3.	w11_d475e21589
fl.	w13_d475e21593
24.	w15_d475e21596
kr.	w17_d475e21599
Nützliche	w1_d475e21604
Anweisung	w3_d475e21607
zum	w5_d475e21610
Kochen,	w7_d475e21613
wie	w9_d475e21616
man	w11_d475e21619
nach	w1_d475e21624
neuester	w3_d475e21627
Französischer	w5_d475e21630
Manier	w7_d475e21633
alle	w9_d475e21636
Sorten	w11_d475e21639
von	w1_d475e21645
Speisen,	w3_d475e21648
sowol	w5_d475e21651
an	w7_d475e21654
Fleisch	w9_d475e21657
als	w11_d475e21660
Fast=tägen	w13_d475e21664
zu	w15_d475e21667
bereiten	w1_d475e21672
solle;	w3_d475e21675
nebst	w5_d475e21678
einem	w7_d475e21681
Unterricht	w9_d475e21684
von	w11_d475e21687
Con	w13_d475e21691
fecturen	w1_d475e21696
und	w3_d475e21699
eingemachten	w5_d475e21702
Sachen,	w7_d475e21705
und	w9_d475e21708
einer	w11_d475e21711
Anleitung	w1_d475e21716
zum	w3_d475e21719
Trenschiren,	w5_d475e21722
8.	w7_d475e21725
Breslau	w9_d475e21728
1760.	w11_d475e21731
per	w1_d475e21737
1.	w3_d475e21740
fl.	w5_d475e21743
42.	w7_d475e21746
kr.	w9_d475e21749
Stahl	w1_d475e21754
(Joseph)	w3_d475e21757
Tractatus	w5_d475e21760
de	w7_d475e21763
Febribus,	w9_d475e21766
oder	w11_d475e21769
der	w1_d475e21774
in	w3_d475e21777
Heilung	w5_d475e21780
sowol	w7_d475e21783
kalter	w9_d475e21786
als	w11_d475e21789
hitzigen	w13_d475e21793
Fluß	w15_d475e21796
frie	w17_d475e21799
sel	w1_d475e21804
und	w3_d475e21807
Fleck=siebern,	w5_d475e21810
geschwind	w7_d475e21813
und	w9_d475e21816
sichere	w11_d475e21819
Me	w13_d475e21823
dicus	w1_d475e21829
8	w3_d475e21832
Augspurg	w5_d475e21835
1760.	w7_d475e21838
per	w9_d475e21841
17.	w11_d475e21844
kr.	w13_d475e21848
Mirabeau	w1_d475e21853
(des	w3_d475e21856
Herrn	w5_d475e21859
Marquis)	w7_d475e21862
Politisch	w9_d475e21865
und	w11_d475e21868
Oeconomische	w1_d475e21873
Menschen	w3_d475e21876
freund,	w5_d475e21879
oder	w7_d475e21882
fractische	w9_d475e21885
Vorschläge	w1_d475e21890
zum	w3_d475e21893
Aufnehmen	w5_d475e21896
der	w7_d475e21899
Bevölkerung	w9_d475e21902
der	w11_d475e21905
Staaten,	w1_d475e21911
und	w3_d475e21914
zur	w5_d475e21917
Erhaltung	w7_d475e21920
und	w9_d475e21923
Vermehrung	w11_d475e21926
ihrer	w1_d475e21931
Reichtümer,	w3_d475e21934
8.	w5_d475e21937
3.	w7_d475e21940
Theile	w9_d475e21943
Hamburg	w11_d475e21946
1759.	w13_d475e21950
per	w1_d475e21955
2.	w3_d475e21958
fl.	w5_d475e21961
15.	w7_d475e21964
kr.	w9_d475e21967
Memoires	w1_d475e21972
politiques	w3_d475e21975
&	w5_d475e21978
militaires	w7_d475e21981
pour	w9_d475e21984
servir	w11_d475e21987
à	w1_d475e21993
Histoire	w3_d475e21996
de	w5_d475e21999
notre	w7_d475e22002
remp	w9_d475e22005
recueilles	w11_d475e22008
&	w13_d475e22012
publiés	w15_d475e22015
</list>
<list id="l26_d475e22019">
Jn	w1_d475e22023
des	w3_d475e22026
Joseph	w5_d475e22029
Krüchtens	w7_d475e22032
Buch=gewölb	w9_d475e22035
bey	w11_d475e22038
der	w13_d475e22042
Welt=kugel	w1_d475e22047
in	w3_d475e22050
dem	w5_d475e22053
Seitzer=hof	w7_d475e22056
ist	w9_d475e22059
zu	w11_d475e22062
haben:	w13_d475e22066
Valvations=project	w1_d475e22071
von	w3_d475e22074
allen	w5_d475e22077
im	w7_d475e22080
Heil.	w9_d475e22083
Röm.	w11_d475e22086
Reich	w1_d475e22092
dermalen	w3_d475e22095
cursirenden	w5_d475e22098
und	w7_d475e22101
richtig	w9_d475e22104
waradir	w11_d475e22107
</list>
<list id="l28_d475e22111">
par	w1_d475e22115
Mr.	w3_d475e22118
D.	w5_d475e22121
Vxx.	w7_d475e22124
Opérations	w9_d475e22127
des	w11_d475e22130
Armdes	w13_d475e22134
Impi-	w15_d475e22137
riales	w1_d475e22142
&	w3_d475e22145
de	w5_d475e22148
leurs	w7_d475e22151
haut	w9_d475e22154
Alliés	w11_d475e22157
en	w13_d475e22161
1759.	w15_d475e22164
avec	w17_d475e22167
Fig	w19_d475e22170
8.	w1_d475e22175
2.	w3_d475e22178
Tomes	w5_d475e22181
Francf.	w7_d475e22184
1760.	w9_d475e22187
à	w11_d475e22190
4.	w13_d475e22194
fl.	w15_d475e22197
30.	w17_d475e22200
kr.	w19_d475e22203
Le	w1_d475e22209
meme	w3_d475e22212
contenant	w5_d475e22215
les	w7_d475e22218
Operations	w9_d475e22221
des	w11_d475e22224
Armés	w13_d475e22228
Francoises	w1_d475e22233
en	w3_d475e22236
Allemagne	w5_d475e22239
en	w7_d475e22242
1759.	w9_d475e22245
avec	w11_d475e22248
Fig.	w13_d475e22252
8.	w15_d475e22255
à	w1_d475e22260
2.	w3_d475e22263
fl.	w5_d475e22266
15.	w7_d475e22269
kr.	w9_d475e22272
</list>
<p id="p30_d475e22276">
Von	w1_d475e22280
des	w3_d475e22283
Landes=fürstl.	w5_d475e22286
St.	w7_d475e22289
Leopoldi=stifts	w9_d475e22292
Clo	w11_d475e22295
sterneuburg	w1_d475e22300
Ober=cammer,	w3_d475e22303
wird	w5_d475e22306
hiemit	w7_d475e22309
jedermän	w9_d475e22312
niglich	w1_d475e22317
kund	w3_d475e22320
und	w5_d475e22323
zu	w7_d475e22326
wissen	w9_d475e22329
gemacht,	w11_d475e22332
was	w13_d475e22336
gestal	w15_d475e22339
ten	w1_d475e22345
auf	w3_d475e22348
ab	w5_d475e22351
intestato	w7_d475e22354
zeitliches	w9_d475e22357
Ableiben	w11_d475e22360
Maria	w13_d475e22364
Annä	w1_d475e22369
Riedlin,	w3_d475e22372
behauster	w5_d475e22375
Unterthanin	w7_d475e22378
zu	w9_d475e22381
Weidling	w11_d475e22384
nunmehro	w1_d475e22389
seel.	w3_d475e22392
vorzunehmen	w5_d475e22395
kommenden	w7_d475e22398
Abhan	w9_d475e22401
dlung,	w1_d475e22406
oder	w3_d475e22409
vielmehr	w5_d475e22412
aussehenden	w7_d475e22415
Crida=handlung	w9_d475e22418
und	w1_d475e22424
zwar	w3_d475e22427
sonderheitlich	w5_d475e22430
wegen	w7_d475e22433
des	w9_d475e22436
schon	w11_d475e22439
den	w13_d475e22443
16.	w15_d475e22446
Martii	w1_d475e22451
1739.	w3_d475e22454
dem	w5_d475e22457
Johann	w7_d475e22460
Rauch,	w9_d475e22463
Pfisterer	w11_d475e22466
bey	w13_d475e22470
St.	w1_d475e22475
Anna	w3_d475e22478
in	w5_d475e22481
Wien	w7_d475e22484
für	w9_d475e22487
200.	w11_d475e22490
fl.	w13_d475e22494
Capital	w15_d475e22497
à	w17_d475e22500
5.	w19_d475e22503
pro	w21_d475e22506
Cento	w1_d475e22511
Jnteresse;	w3_d475e22514
item	w5_d475e22517
Jhro	w7_d475e22520
Hochwürden	w9_d475e22523
Herrn	w11_d475e22526
Johann	w1_d475e22532
Friderich	w3_d475e22535
Söhnlein,	w5_d475e22538
des	w7_d475e22541
hohen	w9_d475e22544
Dom=stiftt	w11_d475e22547
bey	w1_d475e22552
St.	w3_d475e22555
Stephan	w5_d475e22558
in	w7_d475e22561
Wien	w9_d475e22564
Dom=herrn	w11_d475e22567
den	w13_d475e22571
15.	w15_d475e22574
October	w1_d475e22579
1742.	w3_d475e22582
für	w5_d475e22585
500.	w7_d475e22588
fl.	w9_d475e22591
Capital	w11_d475e22594
à	w13_d475e22598
6.	w15_d475e22601
pro	w17_d475e22604
Cento	w19_d475e22607
ausgefertigten	w1_d475e22612
Satz=briefen,	w3_d475e22615
dann	w5_d475e22618
des	w7_d475e22621
Johann	w9_d475e22624
Georg	w1_d475e22630
Schagerl,	w3_d475e22633
Huef=schmid=meisters	w5_d475e22636
ihyer	w7_d475e22639
der	w9_d475e22642
Nußdorffer=linie,	w1_d475e22647
durch	w3_d475e22650
Executions=lauf	w5_d475e22653
für	w7_d475e22656
13	w9_d475e22659
l.	w11_d475e22662
fl.	w13_d475e22666
39.	w1_d475e22671
kr.	w3_d475e22674
Capital	w5_d475e22677
à	w7_d475e22680
5.	w9_d475e22683
pro	w11_d475e22686
Cento	w13_d475e22690
behoben,	w15_d475e22693
und	w17_d475e22696
den	w19_d475e22699
25.	w1_d475e22704
Junii	w3_d475e22707
1759.	w5_d475e22710
ausgefertigten	w7_d475e22713
Sperr=satzes,	w9_d475e22716
endlich	w11_d475e22719
fürgekommen	w1_d475e22725
dem	w3_d475e22728
Franz	w5_d475e22731
Schober	w7_d475e22734
Hutmacher	w9_d475e22737
bes	w11_d475e22740
Maria=trost	w1_d475e22745
auf	w3_d475e22748
dem	w5_d475e22751
Platzl,	w7_d475e22754
schuldig	w9_d475e22757
seyn	w11_d475e22760
sollen	w13_d475e22764
den	w1_d475e22769
130.	w3_d475e22772
fl.	w5_d475e22775
die	w7_d475e22778
Noht	w9_d475e22781
erfordert	w11_d475e22784
eine	w13_d475e22788
Convocation	w15_d475e22791
anzuordnen,	w1_d475e22796
womit	w3_d475e22799
sodann	w5_d475e22802
zu	w7_d475e22805
dieser	w9_d475e22808
Convocations	w11_d475e22811
tagsatzung	w1_d475e22817
mit	w3_d475e22820
Ausschliessung	w5_d475e22823
deren	w7_d475e22826
Schniedferlen	w9_d475e22829
der	w1_d475e22834
19.	w3_d475e22837
September	w5_d475e22840
hiemit	w7_d475e22843
bestimmet	w9_d475e22846
wird;	w11_d475e22849
als	w13_d475e22853
werden	w1_d475e22858
all	w3_d475e22861
und	w5_d475e22864
jede,	w7_d475e22867
welche	w9_d475e22870
an	w11_d475e22873
gedacht	w13_d475e22877
Ricdti	w15_d475e22880
schen	w1_d475e22885
Verlassenschaft	w3_d475e22888
eine	w5_d475e22891
Anforderung	w7_d475e22894
zu	w9_d475e22897
stellen	w11_d475e22900
haben,	w1_d475e22906
oder	w3_d475e22909
zu	w5_d475e22912
haben	w7_d475e22915
vermeinen,	w9_d475e22918
an	w11_d475e22921
dem	w13_d475e22925
bestin	w15_d475e22928
ten	w1_d475e22933
Tag	w3_d475e22936
fruhe	w5_d475e22939
um	w7_d475e22942
8.	w9_d475e22945
Uhr	w11_d475e22948
auf	w13_d475e22952
der	w15_d475e22955
Obercammer	w17_d475e22958
des	w1_d475e22963
Stifts	w3_d475e22966
Closterneuburg,	w5_d475e22969
sub	w7_d475e22972
mo.	w9_d475e22975
2do.	w11_d475e22978
&	w13_d475e22982
3to.	w15_d475e22985
Termino	w1_d475e22990
præcluh	w3_d475e22993
entweders	w5_d475e22996
selbst	w7_d475e22999
versönlich,	w9_d475e23002
ooer	w11_d475e23005
durch	w1_d475e23011
einen	w3_d475e23014
Gevollmächtigten	w5_d475e23017
sich	w7_d475e23020
also	w9_d475e23023
gewiß	w11_d475e23026
anzu	w13_d475e23030
melden,	w1_d475e23035
und	w3_d475e23038
ihre	w5_d475e23041
Forderung	w7_d475e23044
zu	w9_d475e23047
liquidiren	w11_d475e23050
haben,	w13_d475e23054
wie	w1_d475e23059
im	w3_d475e23062
widerigen	w5_d475e23065
ihnen	w7_d475e23068
das	w9_d475e23071
ewige	w11_d475e23074
Stillschweigen	w13_d475e23078
auferleget	w1_d475e23083
werden	w3_d475e23086
solle.	w5_d475e23089
Stift	w7_d475e23092
Closter=neuburg	w9_d475e23095
den	w1_d475e23101
3.	w3_d475e23104
Julii	w5_d475e23107
1760.	w7_d475e23110
</p>
<p id="p32_d475e23113">
Von	w1_d475e23117
der	w3_d475e23120
Kaiserl.	w5_d475e23123
Königl.	w7_d475e23126
Herrschaft	w9_d475e23129
Eberstorf	w11_d475e23132
an	w1_d475e23137
der	w3_d475e23140
Donau,	w5_d475e23143
wird	w7_d475e23146
hierdurch	w9_d475e23149
kund	w11_d475e23152
und	w13_d475e23156
zu	w15_d475e23159
wis	w17_d475e23162
sen	w1_d475e23167
gemacht,	w3_d475e23170
daß	w5_d475e23173
auf	w7_d475e23176
den	w9_d475e23179
22.	w11_d475e23182
Augusti	w13_d475e23186
1760.	w15_d475e23189
das	w17_d475e23192
Benedict	w1_d475e23198
Hansische	w3_d475e23201
Klein=haus,	w5_d475e23204
samt	w7_d475e23207
der	w9_d475e23210
darauf	w11_d475e23213
haftender	w1_d475e23218
Hafner	w3_d475e23221
gerechtigkeit	w5_d475e23224
auf	w7_d475e23227
der	w9_d475e23230
Schwechat,	w11_d475e23233
dem	w1_d475e23238
Meist=bietenden	w3_d475e23241
hindann	w5_d475e23244
gelassen	w7_d475e23247
werden	w9_d475e23250
wire,	w11_d475e23253
wer	w1_d475e23258
nun	w3_d475e23261
solches	w5_d475e23264
an	w7_d475e23267
sich	w9_d475e23270
zu	w11_d475e23273
bringen	w13_d475e23277
gedenket,	w15_d475e23280
hat	w17_d475e23283
sich	w1_d475e23289
an	w3_d475e23292
obigen	w5_d475e23295
Tag	w7_d475e23298
fruhe	w9_d475e23301
um	w11_d475e23304
8.	w13_d475e23308
Uhr	w15_d475e23311
in	w17_d475e23314
der	w19_d475e23317
Kas	w21_d475e23320
serl.	w1_d475e23325
Königl.	w3_d475e23328
Amts=canzley	w5_d475e23331
anzumelden	w7_d475e23334
</p>
<list id="l34_d475e23337">
Bey	w1_d475e23341
Joseph	w3_d475e23344
Kurzböck,	w5_d475e23347
Universitätsbuchdru	w7_d475e23350
ckern,	w1_d475e23355
in	w3_d475e23358
der	w5_d475e23361
Bogner=gasse	w7_d475e23364
im	w9_d475e23367
Hof=glaserischen	w11_d475e23370
Hause	w1_d475e23375
ist	w3_d475e23378
zu	w5_d475e23381
haben:	w7_d475e23384
Das	w1_d475e23390
Portrait	w3_d475e23393
der	w5_d475e23396
Durchl.	w7_d475e23399
Prinzeßin	w9_d475e23402
von	w11_d475e23405
Par	w13_d475e23409
ma,	w1_d475e23414
ein	w3_d475e23417
Kupfer	w5_d475e23420
stuck	w7_d475e23423
in	w9_d475e23426
Folio,	w11_d475e23429
per	w13_d475e23433
34.	w15_d475e23436
Kr	w17_d475e23439
</list>
<head id="h2_d475e23479">
JOUENAL.	w1_d475e23483
von	w3_d475e23486
der	w5_d475e23489
B.	w7_d475e23492
K.	w9_d475e23495
Haupt=armee	w11_d475e23498
vom	w13_d475e23502
1.	w15_d475e23505
bis	w17_d475e23508
6.	w19_d475e23511
Augusti	w21_d475e23514
1760.	w23_d475e23517
aus	w25_d475e23521
dem	w1_d475e23526
Haupt=quartier	w3_d475e23529
Liebenthal	w5_d475e23532
in	w7_d475e23535
Schlesien.	w9_d475e23538
</head>
<p id="p4_d475e23541">
DEmnach	w1_d475e23545
die	w3_d475e23548
Kaiserl.	w5_d475e23551
Königl.	w7_d475e23554
Armee	w9_d475e23557
durch	w11_d475e23560
den	w13_d475e23564
Marsch	w15_d475e23567
auf	w17_d475e23570
Bischofs	w19_d475e23573
werda	w1_d475e23578
dem	w3_d475e23581
König	w5_d475e23584
in	w7_d475e23587
Preussen	w9_d475e23590
nacher	w11_d475e23593
Schlesien	w13_d475e23597
den	w15_d475e23600
Vorsprung	w17_d475e23603
schon	w19_d475e23606
abgewonnen,	w1_d475e23613
so	w3_d475e23616
haben	w5_d475e23619
der	w7_d475e23622
commandirende	w9_d475e23625
Feld=marschall	w11_d475e23628
Graf	w13_d475e23632
von	w15_d475e23635
Daun	w1_d475e23641
seiner	w3_d475e23644
stäts	w5_d475e23647
beywohnenden	w7_d475e23650
Vorsicht	w9_d475e23653
gemäß	w11_d475e23656
von	w13_d475e23660
Dreßden	w15_d475e23663
sich	w17_d475e23666
nicht	w19_d475e23669
weiters	w1_d475e23674
entfernen	w3_d475e23677
wollen,	w5_d475e23680
bis	w7_d475e23683
die	w9_d475e23686
fernere	w11_d475e23689
feindliche	w13_d475e23693
Bewegungen	w15_d475e23696
dessen	w17_d475e23699
Porhaben	w1_d475e23704
besser	w3_d475e23707
Verrahten,	w5_d475e23710
sonach	w7_d475e23713
die	w9_d475e23716
Umstände	w11_d475e23719
es	w13_d475e23723
mehrer	w15_d475e23726
erheischen	w17_d475e23729
möchten.	w1_d475e23734
Es	w3_d475e23737
wurde	w5_d475e23740
demnach	w7_d475e23743
</p>
<p id="p6_d475e23746">
Den	w1_d475e23750
1.	w3_d475e23753
Augusti	w5_d475e23756
von	w7_d475e23759
der	w9_d475e23762
gesamten	w11_d475e23765
hiesigen	w13_d475e23769
Armee	w15_d475e23772
Rast=tag	w17_d475e23775
ge	w19_d475e23778
halten,	w1_d475e23783
und	w3_d475e23786
bliebe	w5_d475e23789
nicht	w7_d475e23792
alleinig	w9_d475e23795
das	w11_d475e23798
Lager	w13_d475e23802
bey	w15_d475e23805
Bischofswerda	w17_d475e23808
im	w19_d475e23811
Alten,	w21_d475e23814
sondern	w1_d475e23819
auch	w3_d475e23822
das	w5_d475e23825
Laseysche	w7_d475e23828
Corps	w9_d475e23831
wie	w11_d475e23834
vorhero	w13_d475e23838
an	w15_d475e23841
der	w17_d475e23844
Elbe,	w19_d475e23847
und	w21_d475e23850
der	w23_d475e23853
General	w1_d475e23859
Ried	w3_d475e23862
mit	w5_d475e23865
seinen	w7_d475e23868
leichten	w9_d475e23871
Trupen	w11_d475e23874
bey	w13_d475e23878
Pülsnitz	w15_d475e23881
stehen,	w17_d475e23884
dagegen	w19_d475e23887
der	w1_d475e23892
Feind	w3_d475e23895
seine	w5_d475e23898
jüngst=beschriebene	w7_d475e23901
Position	w9_d475e23904
zwischen	w11_d475e23907
Schieritz,	w13_d475e23911
und	w15_d475e23914
dem	w17_d475e23917
Eckersberg	w1_d475e23922
in	w3_d475e23925
aller	w5_d475e23928
Fruh	w7_d475e23931
verlassen,	w9_d475e23934
den	w11_d475e23937
Elb=fluß	w13_d475e23941
bey	w15_d475e23944
Mörschwitz,	w17_d475e23947
allwo	w19_d475e23950
Tags	w1_d475e23955
vorhero	w3_d475e23958
auf	w5_d475e23961
den	w7_d475e23964
Abend	w9_d475e23967
einige	w11_d475e23970
Brücken	w13_d475e23974
darüber	w15_d475e23977
geschlagen,	w17_d475e23980
und	w19_d475e23983
zu	w1_d475e23989
deren	w3_d475e23992
Bedeckung	w5_d475e23995
ein	w7_d475e23998
Detaschement	w9_d475e24001
Hussaren,	w11_d475e24004
und	w13_d475e24008
Grenadiers	w15_d475e24011
herüber	w17_d475e24014
gesetzet	w1_d475e24019
worden,	w3_d475e24022
paßiret,	w5_d475e24025
wobey	w7_d475e24028
der	w9_d475e24031
General	w11_d475e24034
Ziethen	w13_d475e24038
die	w15_d475e24041
Avant=garde	w17_d475e24044
geführet,	w1_d475e24049
der	w3_d475e24052
General	w5_d475e24055
Möhring	w7_d475e24058
aber	w9_d475e24061
den	w11_d475e24064
Marsch	w13_d475e24068
zu	w15_d475e24071
bedecken	w17_d475e24074
gehabt	w19_d475e24077
Wandewitz	w1_d475e24082
auf	w3_d475e24085
die	w5_d475e24088
Anhöhen	w7_d475e24091
gekommen	w9_d475e24094
liesse	w11_d475e24097
hatte.	w1_d475e24103
Wie	w3_d475e24106
er	w5_d475e24109
nun	w7_d475e24112
bey	w9_d475e24115
der	w1_d475e24120
König	w3_d475e24123
Halt	w5_d475e24126
machen,	w7_d475e24129
und	w9_d475e24132
gleich	w11_d475e24135
darnach	w13_d475e24139
die	w15_d475e24142
Zelter	w17_d475e24145
dergestalten	w19_d475e24148
aufschlagen,	w1_d475e24153
daß	w3_d475e24156
der	w5_d475e24159
rechte	w7_d475e24162
Flügel	w9_d475e24165
an	w11_d475e24168
dieses	w13_d475e24172
Ort	w15_d475e24175
zu	w17_d475e24178
stehen	w19_d475e24181
kame,	w21_d475e24184
der	w23_d475e24187
linke	w1_d475e24192
sich	w3_d475e24195
hingegen	w5_d475e24198
bis	w7_d475e24201
Dallwitz	w9_d475e24204
extendirte.	w11_d475e24207
Es	w13_d475e24211
ist	w15_d475e24214
vom	w17_d475e24217
Feinde	w19_d475e24220
anson	w21_d475e24223
sten	w1_d475e24229
auch	w3_d475e24232
ein	w5_d475e24235
kleines	w7_d475e24238
Lager	w9_d475e24241
bey	w11_d475e24244
Meissen	w13_d475e24248
zuruck	w15_d475e24251
verblieben,	w17_d475e24254
so	w19_d475e24257
dem	w21_d475e24260
Ver	w23_d475e24263
nehmen	w1_d475e24268
nach	w3_d475e24271
das	w5_d475e24274
General	w7_d475e24277
Hülsische	w9_d475e24280
Corps	w11_d475e24283
seyn	w13_d475e24287
solle.	w15_d475e24290
</p>
<p id="p8_d475e24293">
Der	w1_d475e24297
General=feld=zeug=meister	w3_d475e24300
Graf	w5_d475e24303
von	w7_d475e24306
Lascy,	w9_d475e24309
der	w11_d475e24312
dem	w13_d475e24316
Feind	w15_d475e24319
er	w17_d475e24322
denklicher=massen	w1_d475e24327
Abbruch	w3_d475e24330
zu	w5_d475e24333
thun	w7_d475e24336
äusserst	w9_d475e24339
befliessen,	w11_d475e24342
hat	w13_d475e24346
hierauf	w15_d475e24349
sogleich	w17_d475e24352
alle	w1_d475e24357
von	w3_d475e24360
Radibor	w5_d475e24363
bis	w7_d475e24366
zu	w9_d475e24369
der	w11_d475e24372
Pauls=muhle	w13_d475e24376
auf	w15_d475e24379
der	w17_d475e24382
Röder	w19_d475e24385
befindliche	w21_d475e24388
höl	w23_d475e24391
zerne	w1_d475e24397
Brücken	w3_d475e24400
verbrennen	w5_d475e24403
lassen,	w7_d475e24406
nicht	w9_d475e24409
minder,	w11_d475e24412
um	w13_d475e24416
dem	w15_d475e24419
Feind	w17_d475e24422
nacher	w19_d475e24425
Schlesien	w1_d475e24430
den	w3_d475e24433
Weeg	w5_d475e24436
recht	w7_d475e24439
zu	w9_d475e24442
erschweren,	w11_d475e24445
bey	w13_d475e24449
Cunersdof,	w15_d475e24452
Tschorna,	w17_d475e24455
Tien	w19_d475e24458
dorf,	w1_d475e24463
und	w3_d475e24466
Glauschwitz	w5_d475e24469
die	w7_d475e24472
Weege,	w9_d475e24475
so	w11_d475e24478
stark	w13_d475e24482
nur	w15_d475e24485
immer	w17_d475e24488
möglich	w19_d475e24491
zu	w21_d475e24494
ver	w23_d475e24497
hauen,	w1_d475e24502
Veranstaltungen	w3_d475e24505
getroffen,	w5_d475e24508
welch	w7_d475e24511
gleiches	w9_d475e24514
mit	w11_d475e24517
denen	w13_d475e24521
Brücken	w15_d475e24524
langs	w1_d475e24530
der	w3_d475e24533
Spree	w5_d475e24536
und	w7_d475e24539
Neiß	w9_d475e24542
fürzunehmen,	w11_d475e24545
dann	w13_d475e24549
hinter	w15_d475e24552
Königsbruck	w17_d475e24555
gegen	w19_d475e24558
Camenz	w1_d475e24563
in	w3_d475e24566
denen	w5_d475e24569
Wäldern	w7_d475e24572
eilfertigst	w9_d475e24575
einen	w11_d475e24578
Verhau	w13_d475e24582
zu	w15_d475e24585
machen,	w17_d475e24588
vom	w19_d475e24591
kommandirenden	w1_d475e24596
F.	w3_d475e24599
M.	w5_d475e24602
dem	w7_d475e24605
General	w9_d475e24608
Ried	w11_d475e24611
anbefohlen,	w13_d475e24615
annebst	w15_d475e24618
auch	w17_d475e24621
dem	w1_d475e24626
an	w3_d475e24629
der	w5_d475e24632
Queiß	w7_d475e24635
befindlichen	w9_d475e24638
F.	w11_d475e24641
M.	w13_d475e24645
L.	w15_d475e24648
Baron	w17_d475e24651
von	w19_d475e24654
Beck	w21_d475e24657
aufgetragen	w23_d475e24660
wurde,	w1_d475e24666
daß	w3_d475e24669
er	w5_d475e24672
durch	w7_d475e24675
seine	w9_d475e24678
in	w11_d475e24681
der	w13_d475e24685
Gegend	w15_d475e24688
von	w17_d475e24691
Priebus,	w19_d475e24694
