<doc id="edoc_wd_1777-08-02" attrs="word" year="1777" month="08" day="02" corpus="1">
<head id="hl1">
Konstantinopel	w47
Linzerbar=tholomäimarkts	w6629
<g/>
=
Zahlwoche	w6631
<g/>
;
wer	w6633
also	w6634
bis	w6635
dahin	w6636
noch	w6637
Billeter	w6638
an	w6639
sich	w6640
zu	w6641
nehmen	w6642
gedenket	w6643
<g/>
,
kann	w6645
selbe	w6646
in	w6647
Ansehung	w6648
der	w6649
so	w6650
geringen	w6651
Einlage	w6652
ge=gen	w6653
<g/>
=
den	w6655
Werth	w6656
der	w6657
beträchtlichsten	w6658
Gewinnste	w6659
<g/>
,
bey	w6661
ihm	w6662
in	w6663
seiner	w6664
eigenen	w6665
Behausung	w6666
Nr	w6667
<g/>
.
83	w6669
<g/>
.
zu	w6671
Linz	w6672
<g/>
,
wie	w6674
auch	w6675
in	w6676
allen	w6677
k	w6678
<g/>
.
k	w6680
<g/>
.
priv	w6682
<g/>
.
Lotterie=kammern	w6684
<g/>
=
und	w6686
Collecturen	w6687
<g/>
,
gegen	w6689
Erlag	w6690
20	w6691
kr	w6692
<g/>
.
nach	w6694
Belieben	w6695
einlösen	w6696
<g/>
,
allwo	w6698
auch	w6699
die	w6700
Plane	w6701
gratis	w6702
zu	w6703
haben	w6704
sind	w6705
<g/>
.
</p>
<head id="hl16">
Bey	w6707
Artaria	w6708
<g/>
&
Compagnie	w6710
<g/>
,
</head>
<p id="p76">
Kunst	w6712
<g/>
=
und	w6714
Kupferstichhändlern	w6715
<g/>
,
gegen	w6717
der	w6718
Mi=chaelerkirche	w6719
<g/>
=
über	w6721
<g/>
,
ist	w6723
nebst	w6724
andern	w6725
ausländi=schen	w6726
<g/>
=
Kupfern	w6728
auch	w6729
neuerdings	w6730
zu	w6731
haben	w6732
<g/>
:
</p>
<p id="p77">
Das	w6734
Bild	w6735
der	w6736
Klugheit	w6737
<g/>
,
nach	w6739
der	w6740
in	w6741
der	w6742
fürstl	w6743
<g/>
.
Lichtensteinischen	w6745
Gallerie	w6746
befindlichen	w6747
Malerey	w6748
des	w6749
Franceschino	w6750
von	w6751
G	w6752
<g/>
.
Fiessinger	w6754
in	w6755
Ku=pfer	w6756
<g/>
=
gestochen	w6758
<g/>
,
das	w6760
Stück	w6761
51	w6762
kr	w6763
<g/>
.
</p>
<p id="p78">
Diese	w6765
erste	w6766
historische	w6767
Arbeit	w6768
dieses	w6769
jungen	w6770
Künstlers	w6771
wird	w6772
sich	w6773
durch	w6774
ihre	w6775
reine	w6776
Ausführung	w6777
selbst	w6778
empfehlen	w6779
<g/>
.
</p>
<p id="p79">
Der	w6781
k	w6782
<g/>
.
k	w6784
<g/>
.
öffentliche	w6786
Lehrer	w6787
der	w6788
französischen	w6789
Sprache	w6790
macht	w6791
hiedurch	w6792
dem	w6793
Publikum	w6794
bekannt	w6795
<g/>
,
</p>
<p id="p80">
daß	w6797
er	w6798
seinen	w6799
öffentlichen	w6800
Lehrort	w6801
dermal	w6802
auf	w6803
dem	w6804
alten	w6805
Bauernmarkt	w6806
in	w6807
dem	w6808
von	w6809
streckerisch	w6810
oder	w6811
sogenannten	w6812
fuchsischen	w6813
Bierhause	w6814
N	w6815
<g/>
.
562	w6817
errichtet	w6818
hat	w6819
<g/>
;
diejenige	w6821
so	w6822
der	w6823
Jugend	w6824
diese	w6825
den	w6826
mehresten	w6827
Deutschen	w6828
unentbehrlich	w6829
geworde=ne	w6830
<g/>
=
französische	w6832
Sprache	w6833
regelmäßig	w6834
reden	w6835
und	w6836
schreiben	w6837
zu	w6838
lernen	w6839
<g/>
,
und	w6841
selbe	w6842
seinen	w6843
mündli=chen	w6844
<g/>
=
Unterricht	w6846
morgens	w6847
von	w6848
9	w6849
bis	w6850
11	w6851
<g/>
,
nach=mittag	w6853
<g/>
=
aber	w6855
von	w6856
2	w6857
bis	w6858
4	w6859
Uhr	w6860
nach	w6861
der	w6862
bisher	w6863
durch	w6864
gänzlichen	w6865
Beyfall	w6866
gefundenen	w6867
Lehrart	w6868
an=vertrauen	w6869
<g/>
=
wollen	w6871
<g/>
,
belieben	w6873
sich	w6874
alldort	w6875
zu	w6876
mel=den	w6877
<g/>
=
<g/>
.
Er	w6880
schmeichelt	w6881
sich	w6882
eines	w6883
geneigten	w6884
Zu=spruchs	w6885
<g/>
=
<g/>
,
um	w6888
so	w6889
vielmehr	w6890
<g/>
,
als	w6892
er	w6893
ohne	w6894
sich	w6895
zu	w6896
rühmen	w6897
<g/>
,
genugsam	w6899
in	w6900
dieser	w6901
Sprache	w6902
beyderley	w6903
Geschlechts	w6904
gebildete	w6905
Schüler	w6906
aufzuweisen	w6907
hat	w6908
<g/>
.
Würde	w6910
auch	w6911
jemand	w6912
Belieben	w6913
tragen	w6914
demselben	w6915
Kinder	w6916
für	w6917
eine	w6918
billigmäßige	w6919
Vergütung	w6920
in	w6921
Kost	w6922
und	w6923
Wohnung	w6924
zu	w6925
geben	w6926
<g/>
,
so	w6928
erbietet	w6929
er	w6930
sich	w6931
unter	w6932
sorgfältiger	w6933
Aufsicht	w6934
ihrer	w6935
Obliegenheiten	w6936
die	w6937
nöthige	w6938
Anleitung	w6939
zu	w6940
tugendhaften	w6941
Sitten	w6942
und	w6943
die	w6944
beständige	w6945
Uebung	w6946
in	w6947
dieser	w6948
Sprüche	w6949
<g/>
,
unentgeldlich	w6951
zu	w6952
verschaffen	w6953
<g/>
.
</p>
<p id="p81">
Matthias	w6955
Siebenhofer	w6956
von	w6957
Brünn	w6958
<g/>
,
nimmt	w6960
sich	w6961
wiederholtermal	w6962
die	w6963
Freyheit	w6964
<g/>
,
in	w6966
Betref	w6967
der	w6968
f	w6969
<g/>
.
v	w6971
<g/>
.
Wanzenausrottung	w6973
<g/>
,
aller	w6975
Orten	w6976
dergestalt	w6977
um	w6978
soviel	w6979
mehr	w6980
anzurekommendiren	w6981
<g/>
,
als	w6983
er	w6984
sei=ner	w6985
<g/>
=
bereits	w6987
im	w6988
vorigen	w6989
Jahre	w6990
in	w6991
zerschiedenen	w6992
Häusern	w6993
<g/>
,
auch	w6995
bey	w6996
hohen	w6997
Herrschaften	w6998
laut	w6999
Ar=testaten	w7000
<g/>
=
gemachten	w7002
Proben	w7003
<g/>
,
das	w7005
mehrere	w7006
be=stättigen	w7007
<g/>
=
werde	w7009
<g/>
.
Das	w7011
Pfund	w7012
dergleichen	w7013
Salm	w7014
ist	w7015
2	w7016
fl	w7017
<g/>
.
welches	w7019
er	w7020
wegen	w7021
auswärtigen	w7022
Freun=den	w7023
<g/>
=
von	w7025
darum	w7026
anfügt	w7027
<g/>
,
damit	w7029
sie	w7030
sich	w7031
zu	w7032
rich=ten	w7033
<g/>
=
<g/>
,
und	w7036
mit	w7037
dieser	w7038
Salbe	w7039
eine	w7040
kleine	w7041
Pro=be	w7042
<g/>
=
zu	w7044
machen	w7045
wissen	w7046
<g/>
.
Sein	w7048
Aufenthaltsort	w7049
ist	w7050
deren	w7051
auf	w7052
den	w7053
Salzgrieß	w7054
bey	w7055
dem	w7056
weisen	w7057
Lö=wen	w7058
<g/>
=
Nro	w7060
<g/>
.
435	w7062
<g/>
.
</p>
<p id="p82">
Zu	w7064
Währing	w7065
ist	w7066
das	w7067
Haus	w7068
Nr	w7069
<g/>
.
5	w7071
<g/>
,
bestehend	w7073
in	w7074
11	w7075
eingerichten	w7076
Zimmern	w7077
<g/>
,
auf	w7079
4	w7080
Pferde	w7081
Stal=lung	w7082
<g/>
=
<g/>
,
doppelten	w7085
Kuchel	w7086
<g/>
,
grossen	w7088
Speis	w7089
<g/>
,
Keller	w7091
auf	w7092
100	w7093
Eimer	w7094
<g/>
,
120	w7096
Klafter	w7097
langen	w7098
Garten	w7099
<g/>
,
worinn	w7101
bis	w7102
500	w7103
Stück	w7104
Obstbäume	w7105
<g/>
,
eine	w7107
lange	w7108
schattigte	w7109
Castanienallee	w7110
<g/>
,
dann	w7112
ein	w7113
angenehmes	w7114
Lust	w7115
<g/>
=
und	w7117
Glashaus	w7118
diesen	w7119
Sommer	w7120
hindurch	w7121
nebst	w7122
der	w7123
Einrichtung	w7124
zu	w7125
verlassen	w7126
<g/>
,
oder	w7128
allen=falls	w7129
<g/>
=
auch	w7131
samt	w7132
einem	w7133
3sitzigen	w7134
Schwimmer	w7135
und	w7136
einem	w7137
englischen	w7138
<g/>
,
dann	w7140
einem	w7141
mit	w7142
Berlinbäu=mern	w7143
<g/>
=
versehenen	w7145
Pierutsch	w7146
alda	w7147
zu	w7148
verkaufen	w7149
<g/>
.
</p>
<p id="p83">
Es	w7151
ist	w7152
die	w7153
von	w7154
der	w7155
Stadt	w7156
Hamburg	w7157
1	w7158
1	w7159
<g/>
/
4	w7161
Stund	w7162
entfernte	w7163
am	w7164
Leythafluß	w7165
liegende	w7166
<g/>
,
und	w7168
in	w7169
5	w7170
und	w7171
6	w7172
Gänge	w7173
abgetheilte	w7174
Deutsch	w7175
<g/>
=
Haslauer	w7177
Mühl	w7178
<g/>
,
samt	w7180
70	w7181
Joch	w7182
Aecker	w7183
<g/>
,
zur	w7185
Antrettung	w7186
mit	w7187
Eingang	w7188
des	w7189
Jahrs	w7190
1778	w7191
<g/>
,
in	w7193
Bestand	w7194
zu	w7195
verlassen	w7196
<g/>
,
oder	w7198
allenfalls	w7199
auch	w7200
samt	w7201
der	w7202
dabey	w7203
befindlichen	w7204
Tuchwalche	w7205
und	w7206
andern	w7207
Apperti=nentien	w7208
<g/>
=
gänzlich	w7210
zu	w7211
verkaufen	w7212
<g/>
.
Wer	w7214
nun	w7215
zu	w7216
</p>
<p id="p84">
ein	w7217
oder	w7218
andern	w7219
Belieben	w7220
trägt	w7221
<g/>
,
hat	w7223
sich	w7224
zu	w7225
Haimburg	w7226
bey	w7227
Herrn	w7228
Oppitz	w7229
Nr	w7230
<g/>
.
75	w7232
zu	w7233
schlüs=siger	w7234
<g/>
=
Behandlung	w7236
zu	w7237
melden	w7238
<g/>
.
</p>
<p id="p85">
Den	w7240
29	w7241
<g/>
.
August	w7243
werden	w7244
zu	w7245
Grinzing	w7246
nach=mittag	w7247
<g/>
=
von	w7249
3	w7250
bis	w7251
6	w7252
Uhr	w7253
verschiedene	w7254
Weine	w7255
von	w7256
folgenden	w7257
Gewächsen	w7258
<g/>
,
als	w7260
1750er	w7261
<g/>
,
60er	w7263
<g/>
,
62er	w7265
<g/>
,
66er	w7267
<g/>
,
72er	w7269
<g/>
,
73er	w7271
und	w7272
75er	w7273
bestehend	w7274
in	w7275
1000	w7276
Eimer	w7277
und	w7278
unterschiedlicher	w7279
Gattung	w7280
mit	w7281
oder	w7282
ohne	w7283
Faß	w7284
den	w7285
Meistbietenden	w7286
gegen	w7287
baare	w7288
Bezahlung	w7289
verkauft	w7290
<g/>
.
</p>
<p id="p86">
Wir	w7292
Burgermeister	w7293
und	w7294
Rath	w7295
der	w7296
Stadt	w7297
Wien	w7298
geben	w7299
hiemit	w7300
jedermann	w7301
zu	w7302
vernehmen	w7303
<g/>
:
Es	w7305
sey	w7306
über	w7307
die	w7308
schon	w7309
ehedessen	w7310
angeordnet	w7311
ge=west	w7312
<g/>
=
öftere	w7314
Licitationstagsatzungen	w7315
das	w7316
Wink=lerische	w7317
<g/>
=
in	w7319
der	w7320
Leopoldstadt	w7321
liegende	w7322
<g/>
,
zum	w7324
Post=hörnl	w7325
<g/>
=
genannte	w7327
Haus	w7328
<g/>
,
mit	w7330
der	w7331
Clausel	w7332
nochmal	w7333
öffentlich	w7334
auszufeilen	w7335
verordnet	w7336
worden	w7337
<g/>
,
daß	w7339
im	w7340
Fall	w7341
kein	w7342
besserer	w7343
Käufer	w7344
etwas	w7345
mehrers	w7346
dafür	w7347
anböte	w7348
<g/>
,
sothanes	w7350
Haus	w7351
der	w7352
Executionswerberin	w7353
um	w7354
die	w7355
angebotene	w7356
5000	w7357
fl	w7358
<g/>
.
überlassen	w7360
werden	w7361
solle	w7362
<g/>
.
Da	w7364
nun	w7365
zu	w7366
diesem	w7367
Ende	w7368
der	w7369
20	w7370
<g/>
.
August	w7372
d	w7373
<g/>
.
J	w7375
<g/>
.
bestimmet	w7377
ist	w7378
<g/>
;
so	w7380
haben	w7381
diejenige	w7382
<g/>
,
welche	w7384
das	w7385
gedachte	w7386
Haus	w7387
zu	w7388
kaufen	w7389
Willens	w7390
sind	w7391
<g/>
,
an	w7393
dem	w7394
bestimmten	w7395
Tage	w7396
<g/>
,
oder	w7398
da	w7399
wir	w7400
anderer	w7401
Verhindernissen	w7402
halber	w7403
diesen	w7404
Tag	w7405
nicht	w7406
zu	w7407
Rath	w7408
sässen	w7409
<g/>
,
den	w7411
nächst	w7412
darauffolgenden	w7413
Rathstag	w7414
fruh	w7415
um	w7416
8	w7417
Uhr	w7418
vor	w7419
uns	w7420
zu	w7421
erscheinen	w7422
<g/>
,
und	w7424
sich	w7425
bey	w7426
unserm	w7427
und	w7428
gemeiner	w7429
Stadt	w7430
Grundbuch	w7431
durch	w7432
den	w7433
Amtsschreiber	w7434
anmelden	w7435
zu	w7436
lassen	w7437
<g/>
,
folglich	w7439
der	w7440
weitern	w7441
Behandlung	w7442
abzuwarten	w7443
<g/>
.
</p>
<p id="p87">
Von	w7445
dem	w7446
Grundbuch	w7447
der	w7448
ritterlichen	w7449
Malthe=serordenkommenda	w7450
<g/>
=
S	w7452
<g/>
.
Johann	w7454
in	w7455
Wien	w7456
wird	w7457
hiemit	w7458
zu	w7459
wissen	w7460
gemacht	w7461
<g/>
:
Es	w7463
habe	w7464
ein	w7465
löbl	w7466
<g/>
.
wiener	w7468
<g/>
.
Stadtmagistrat	w7470
mittels	w7471
weitern	w7472
Com=paßschreiben	w7473
<g/>
=
anher	w7475
zu	w7476
erlassen	w7477
beliebet	w7478
<g/>
,
daß	w7480
auf	w7481
Anlangen	w7482
der	w7483
Kronschnablischen	w7484
Gläubiger	w7485
ver=anlasset	w7486
<g/>
=
worden	w7488
<g/>
,
daß	w7490
das	w7491
Joachim	w7492
Kronschnab=lische	w7493
<g/>
=
zum	w7495
golden	w7496
Mondschein	w7497
genannte	w7498
Wirths=haus	w7499
<g/>
=
Nr	w7501
<g/>
.
337	w7503
auf	w7504
der	w7505
Wieden	w7506
liegend	w7507
um	w7508
die	w7509
von	w7510
einem	w7511
sichern	w7512
Käufer	w7513
angebotene	w7514
19000	w7515
fl	w7516
<g/>
.
nochmal	w7518
öffentlich	w7519
feilgeboten	w7520
<g/>
,
und	w7522
in	w7523
Entste=hung	w7524
<g/>
=
eines	w7526
mehrbietenden	w7527
Käufers	w7528
um	w7529
dies	w7530
An=bot	w7531
<g/>
=
demselben	w7533
als	w7534
meistbietenden	w7535
überlassen	w7536
wer=den	w7537
<g/>
=
solle	w7539
<g/>
.
Da	w7541
nun	w7542
zur	w7543
nochmaligen	w7544
Licitirung	w7545
der	w7546
22	w7547
<g/>
.
August	w7549
d	w7550
<g/>
.
J	w7552
<g/>
.
bestimmet	w7554
ist	w7555
<g/>
,
als	w7557
haben	w7558
diejenige	w7559
<g/>
,
welche	w7561
dieses	w7562
Wirthshaus	w7563
und	w7564
Gar=ten	w7565
<g/>
=
zu	w7567
kaufen	w7568
willens	w7569
sind	w7570
<g/>
,
an	w7572
obbemeldten	w7573
Tag	w7574
fruh	w7575
um	w7576
9	w7577
Uhr	w7578
in	w7579
der	w7580
Grundbuchskanz=ley	w7581
<g/>
=
im	w7583
kleinen	w7584
Johanneshof	w7585
in	w7586
der	w7587
Kärntner=strasse	w7588
<g/>
=
N	w7590
<g/>
.
1009	w7592
zu	w7593
erscheinen	w7594
<g/>
.
</p>
<p id="p88">
Von	w7596
der	w7597
Amtskanzley	w7598
der	w7599
Herrschaft	w7600
Sto=ckern	w7601
<g/>
=
wird	w7603
hiemit	w7604
zu	w7605
wissen	w7606
gemacht	w7607
<g/>
,
daß	w7609
in	w7610
den	w7611
daselbst	w7612
befindlichen	w7613
drey	w7614
Mayerhöfen	w7615
der	w7616
Viehnutzen	w7617
<g/>
,
und	w7619
zwar	w7620
die	w7621
Käsmacherey	w7622
in	w7623
Stockern	w7624
von	w7625
40	w7626
Stück	w7627
<g/>
,
in	w7629
Meiseldorf	w7630
15	w7631
Stück	w7632
</p>
<p id="p89">
und	w7633
in	w7634
Engelsdorf	w7635
12	w7636
Stück	w7637
jungen	w7638
nutzbaren	w7639
Melkkühen	w7640
von	w7641
Michaeli	w7642
d	w7643
<g/>
.
J	w7645
<g/>
.
bis	w7647
Michaeli	w7648
1780	w7649
auf	w7650
drey	w7651
Jahre	w7652
lang	w7653
in	w7654
Bestand	w7655
zu	w7656
ver=lassen	w7657
<g/>
=
<g/>
,
und	w7660
zur	w7661
diesfälligen	w7662
Vergantungstag=satzung	w7663
<g/>
=
der	w7665
1	w7666
<g/>
.
k	w7668
<g/>
.
M	w7670
<g/>
.
Septemb	w7672
<g/>
.
festgesetzt	w7674
wor=den	w7675
<g/>
=
<g/>
.
Wer	w7678
demnach	w7679
besagte	w7680
Schweizereyen	w7681
in	w7682
Bestand	w7683
zu	w7684
nehmen	w7685
gedenket	w7686
<g/>
,
kann	w7688
sich	w7689
an	w7690
ob=bestimmten	w7691
<g/>
=
Tag	w7693
fruh	w7694
um	w7695
9	w7696
Uhr	w7697
in	w7698
daselbstig	w7699
herrschaftl	w7700
<g/>
.
Amtskanzley	w7702
behörig	w7703
anmelden	w7704
<g/>
.
</p>
<p id="p90">
Von	w7706
der	w7707
herrschaftl	w7708
<g/>
.
Amtskanzley	w7710
des	w7711
Guts	w7712
Kierling	w7713
wird	w7714
hiemit	w7715
zu	w7716
wissen	w7717
gemacht	w7718
<g/>
,
daß	w7720
man	w7721
von	w7722
Herrschafts	w7723
wegen	w7724
entschlossen	w7725
<g/>
,
be=sagtes	w7727
<g/>
=
Gut	w7729
Kierling	w7730
nächst	w7731
Klosterneuburg	w7732
von	w7733
1	w7734
<g/>
.
Novemb	w7736
<g/>
.
1777	w7738
bis	w7739
1	w7740
<g/>
.
dito	w7742
1780	w7743
auf	w7744
3	w7745
Jahr	w7746
lang	w7747
in	w7748
Bestand	w7749
zu	w7750
verlassen	w7751
<g/>
,
und	w7753
zur	w7754
dies=fälligen	w7755
<g/>
=
Vergantungstagsatzung	w7757
den	w7758
1	w7759
<g/>
.
Septemb	w7761
<g/>
.
d	w7763
<g/>
.
J	w7765
<g/>
.
zu	w7767
bestimmen	w7768
<g/>
.
Wer	w7770
also	w7771
besagtes	w7772
Gut	w7773
in	w7774
Bestand	w7775
zu	w7776
nehmen	w7777
gedenket	w7778
<g/>
,
kann	w7780
sich	w7781
an	w7782
bestimmten	w7783
Tag	w7784
fruh	w7785
um	w7786
9	w7787
Uhr	w7788
alhier	w7789
in	w7790
Wien	w7791
in	w7792
der	w7793
Alstergasse	w7794
Nr	w7795
<g/>
.
94	w7797
in	w7798
dasiger	w7799
Herrschafts=kanzley	w7800
<g/>
=
beliebig	w7802
anmelden	w7803
<g/>
,
und	w7805
nähere	w7806
Aus=kunft	w7807
<g/>
=
vernehmen	w7809
<g/>
.
</p>
<p id="p91">
Von	w7811
des	w7812
fürstl	w7813
<g/>
.
Franz	w7815
Joseph	w7816
Lichtensteini=schen	w7817
<g/>
=
Verwalteramts	w7819
im	w7820
Lichtenthal	w7821
wird	w7822
hie=mit	w7823
<g/>
=
zu	w7825
vernehmen	w7826
gegeben	w7827
<g/>
:
Es	w7829
sey	w7830
nach	w7831
ab	w7832
intestato	w7833
erfolgten	w7834
Hinscheiden	w7835
des	w7836
Thomas	w7837
Muck	w7838
<g/>
,
behaust	w7840
gewesen	w7841
schutzverwandten	w7842
Klein=fuhrmanns	w7843
<g/>
=
beym	w7845
grünen	w7846
Thor	w7847
alhier	w7848
<g/>
,
um	w7850
mit	w7851
dessen	w7852
künftigen	w7853
Verlassenschaftsabhandlung	w7854
si=cher	w7855
<g/>
=
fürgehen	w7857
zu	w7858
können	w7859
<g/>
,
fur	w7861
nöthig	w7862
befunden	w7863
worden	w7864
<g/>
,
eine	w7866
Convocationstagsatzung	w7867
cum	w7868
Ter Termino	w7869
<g/>
=
mino	w7871
1mo	w7872
<g/>
,
2do	w7874
<g/>
&
3tio	w7876
<g/>
,
wie	w7878
auch	w7879
sub	w7880
clau clausula	w7881
<g/>
=
sula	w7883
præclusi praeclusi	w7884
anzuordnen	w7885
<g/>
,
und	w7887
da	w7888
zu	w7889
Verneh=mung	w7890
<g/>
=
aller	w7892
Foderungen	w7893
der	w7894
21	w7895
<g/>
.
August	w7897
früh	w7898
um	w7899
9	w7900
Uhr	w7901
diesfalls	w7902
bestimmet	w7903
worden	w7904
ist	w7905
<g/>
.
Alle	w7907
haben	w7908
all	w7909
und	w7910
jede	w7911
<g/>
,
so	w7913
an	w7914
der	w7915
besagt	w7916
Thomas	w7917
Muckischen	w7918
Verlassenschaft	w7919
um	w7920
Erbschaft	w7921
<g/>
,
Schul=den	w7923
<g/>
=
<g/>
,
oder	w7926
was	w7927
immer	w7928
Ursache	w7929
halber	w7930
eine	w7931
Fo=derung	w7932
<g/>
=
haben	w7934
oder	w7935
zu	w7936
haben	w7937
vermeinen	w7938
<g/>
,
an	w7940
ob=bestimmten	w7941
<g/>
=
Tag	w7943
und	w7944
Stund	w7945
<g/>
,
entweder	w7947
selbst	w7948
oder	w7949
durch	w7950
dazu	w7951
genugsam	w7952
Bevollmächtigte	w7953
in	w7954
der	w7955
hiesigen	w7956
Amtskanzley	w7957
zu	w7958
erscheinen	w7959
<g/>
,
und	w7961
daselbst	w7962
ihre	w7963
Foderungen	w7964
um	w7965
so	w7966
gewisser	w7967
anzu=melden	w7968
<g/>
=
und	w7970
gehörig	w7971
darzuthun	w7972
<g/>
,
als	w7974
im	w7975
widri=gen	w7976
<g/>
=
ohne	w7978
all	w7979
weiterer	w7980
Rücksicht	w7981
auf	w7982
die	w7983
Aus=bleibende	w7984
<g/>
=
<g/>
,
oder	w7987
sich	w7988
nicht	w7989
hinlänglich	w7990
Legitimi=rende	w7991
<g/>
=
mit	w7993
der	w7994
Verlassenschaftsabhandlung	w7995
für=gegangen	w7996
<g/>
=
wurde	w7998
<g/>
.
</p>
<head id="hl17">
Obersthofmarschall	w8000
ꝛc	w8001
<g/>
.
</head>
<p id="p92">
Geben	w8003
in	w8004
Kraft	w8005
gegenwärtigen	w8006
Edikt	w8007
all	w8008
den=jenigen	w8009
<g/>
=
<g/>
,
welche	w8012
an	w8013
des	w8014
letzthin	w8015
verstorbenen	w8016
Jo=hann	w8017
<g/>
=
Wundlich	w8019
<g/>
,
gewest	w8021
gräfl	w8022
<g/>
.
Breunerischen	w8024
Bedienten	w8025
rückgelassenen	w8026
Verlassenschaft	w8027
jure	w8028
crediti	w8029
<g/>
,
aus	w8031
quocunque	w8032
demum	w8033
titulo	w8034
eini=ge	w8035
<g/>
=
Sprüche	w8037
und	w8038
Foderungen	w8039
haben	w8040
<g/>
,
oder	w8042
zu	w8043
</p>
<p id="p93">
haben	w8044
vermeinen	w8045
<g/>
,
hiemit	w8047
zu	w8048
vernehmen	w8049
<g/>
:
es	w8051
ha=be	w8052
<g/>
=
der	w8054
gerichtlich	w8055
aufgestellte	w8056
Johann	w8057
Wundli=chische	w8058
<g/>
=
Verlassenschaftskurator	w8060
Johann	w8061
Christoph	w8062
Kuefner	w8063
gehorsamst	w8064
gebeten	w8065
<g/>
,
womit	w8067
zu	w8068
Aus=findigmachung	w8069
<g/>
=
sowohl	w8071
des	w8072
ab	w8073
intestato	w8074
verstor=benen	w8075
<g/>
=
Johann	w8077
Wundlich	w8078
<g/>
,
gewesten	w8080
Bedienten	w8081
bey	w8082
weil	w8083
<g/>
.
Herrn	w8085
Karl	w8086
Adam	w8087
Grafen	w8088
von	w8089
Breu=ner	w8090
<g/>
=
nächsten	w8092
Anverwandten	w8093
<g/>
,
als	w8095
des	w8096
etwaigen	w8097
Æris	w8098
alieni	w8099
<g/>
,
folgsam	w8101
zu	w8102
sicherer	w8103
Abhandlung	w8104
der	w8105
Wundlichischen	w8106
Verlassenschaft	w8107
die	w8108
gewöhn=liche	w8109
<g/>
=
Valvaledicta	w8111
ausgefertigt	w8112
<g/>
,
und	w8114
hiedurch	w8115
die	w8116
sämtliche	w8117
Johann	w8118
Wundlichische	w8119
Anverwandte	w8120
und	w8121
die	w8122
diesfällige	w8123
Gläubigere	w8124
zu	w8125
Anmeld	w8126
<g/>
=
und	w8128
Liquidirung	w8129
ihrer	w8130
Foderungen	w8131
einberufen	w8132
wer=den	w8133
<g/>
=
möchten	w8135
<g/>
;
wann	w8137
nun	w8138
in	w8139
dieses	w8140
Begehren	w8141
gewilligt	w8142
<g/>
,
und	w8144
der	w8145
27	w8146
<g/>
.
September	w8148
d	w8149
<g/>
.
J	w8151
<g/>
.
nach=mittag	w8153
<g/>
=
um	w8155
4	w8156
Uhr	w8157
zur	w8158
Convocationstagsatzung	w8159
mit	w8160
dem	w8161
ersten	w8162
<g/>
,
anderten	w8164
und	w8165
dritten	w8166
auch	w8167
letz=ten	w8168
<g/>
=
Termin	w8170
angeordnet	w8171
worden	w8172
<g/>
;
solchemnach	w8174
werden	w8175
all	w8176
und	w8177
jede	w8178
<g/>
,
welche	w8180
an	w8181
gedachten	w8182
Jo=hann	w8183
<g/>
=
Wundlich	w8185
<g/>
,
gewest	w8187
gräflich	w8188
Breunerischen	w8189
Bedienten	w8190
anverwandt	w8191
<g/>
,
oder	w8193
an	w8194
eben	w8195
dessel=ben	w8196
<g/>
=
Verlassenschaft	w8198
jure	w8199
crediti	w8200
<g/>
,
vel	w8202
quocun quocunque	w8203
<g/>
=
que	w8205
demum	w8206
titulo	w8207
einige	w8208
Sprüche	w8209
haben	w8210
<g/>
,
oder	w8212
zu	w8213
haben	w8214
vermeinen	w8215
<g/>
,
an	w8217
bestimmten	w8218
Tag	w8219
und	w8220
Stund	w8221
vor	w8222
der	w8223
Amtskanzley	w8224
in	w8225
dem	w8226
k	w8227
<g/>
.
k	w8229
<g/>
.
neben	w8231
Hofgebäude	w8232
nächst	w8233
der	w8234
k	w8235
<g/>
.
k	w8237
<g/>
.
Hofbibliothek	w8239
im	w8240
2ten	w8241
Stock	w8242
<g/>
,
entweder	w8244
selbst	w8245
<g/>
,
oder	w8247
durch	w8248
genug=sam	w8249
<g/>
=
Bevollmächtigte	w8251
alsogewiß	w8252
erscheinen	w8253
<g/>
,
und	w8255
daselbst	w8256
ihre	w8257
Anverwandschaft	w8258
erweisen	w8259
<g/>
,
auch	w8261
ihre	w8262
habende	w8263
Foderungen	w8264
mittels	w8265
Beybringung	w8266
behöriger	w8267
Dokumenten	w8268
zu	w8269
liquidiren	w8270
haben	w8271
<g/>
,
wie	w8273
im	w8274
widrigen	w8275
die	w8276
Verlassenschaft	w8277
den	w8278
sich	w8279
anmel=denden	w8280
<g/>
=
Jntestaterben	w8282
mit	w8283
Vortheil	w8284
und	w8285
Last	w8286
ein=geantwortet	w8287
<g/>
=
<g/>
,
oder	w8290
Falls	w8291
wegen	w8292
des	w8293
sich	w8294
etwa	w8295
äussernden	w8296
Schuldenlast	w8297
kein	w8298
Erbschaftsvermö=gen	w8299
<g/>
=
mehr	w8301
übrig	w8302
bliebe	w8303
<g/>
,
die	w8305
sich	w8306
hervorthuende	w8307
Gläubigere	w8308
nach	w8309
Zulänglichkeit	w8310
der	w8311
Massägel=der	w8312
<g/>
=
mit	w8314
ihren	w8315
Foderungen	w8316
gegen	w8317
vorläufiger	w8318
Li=quidirung	w8319
<g/>
=
hindangefertigt	w8321
<g/>
,
den	w8323
ausbleibenden	w8324
Creditoren	w8325
aber	w8326
das	w8327
ewige	w8328
Stillschweigen	w8329
auf=erlegt	w8330
<g/>
=
<g/>
,
und	w8333
ansonst	w8334
<g/>
,
