<doc id="wr_1762-04-21" attrs="word" year="1762" month="04" day="21" corpus="2">
<head id="h2_d649e3413">
Madrit	w1_d649e3417
muß	w3_d649e21574
von	w5_d649e21577
dem	w7_d649e21580
Herrn	w9_d649e21583
Doctor	w11_d649e21586
Lo	w13_d649e21590
cher	w1_d649e21595
keine	w3_d649e21598
verwegene	w5_d649e21601
Meinungen	w7_d649e21604
oder	w9_d649e21607
Lehr	w11_d649e21610
gebäude	w1_d649e21615
erwarten;	w3_d649e21618
wenn	w5_d649e21621
aber	w7_d649e21624
seine	w9_d649e21627
Erfah	w11_d649e21630
rungen,	w1_d649e21636
wie	w3_d649e21639
wir	w5_d649e21642
nicht	w7_d649e21645
zweifeln	w9_d649e21648
wollen,	w11_d649e21651
ge	w13_d649e21655
gründet	w1_d649e21660
sind,	w3_d649e21663
verdienen	w5_d649e21666
sie	w7_d649e21669
mehr	w9_d649e21672
Lob	w11_d649e21675
und	w13_d649e21679
Er	w15_d649e21682
kenntlichkeit,	w1_d649e21687
als	w3_d649e21690
so	w5_d649e21693
viele	w7_d649e21696
Hirngespinste,	w9_d649e21699
welche	w11_d649e21702
die	w1_d649e21707
Begierde	w3_d649e21710
zu	w5_d649e21713
Neuerungen	w7_d649e21716
oder	w9_d649e21719
der	w11_d649e21722
Eifer	w13_d649e21726
für	w1_d649e21732
alle	w3_d649e21735
Hipothesen	w5_d649e21738
zur	w7_d649e21741
Welt	w9_d649e21744
bringen.	w11_d649e21747
Ge	w13_d649e21751
nug,	w1_d649e21756
er	w3_d649e21759
hat	w5_d649e21762
durch	w7_d649e21765
diese	w9_d649e21768
Schrift	w11_d649e21771
seinen	w13_d649e21775
Fleiß	w15_d649e21778
und	w1_d649e21783
Aufmerksamkeit	w3_d649e21786
auf	w5_d649e21789
die	w7_d649e21792
Erfahrungen	w9_d649e21795
in	w11_d649e21798
der	w1_d649e21803
Heilangskunst	w3_d649e21806
gezeiget.	w5_d649e21809
</p>
<p id="p24_d649e21813">
Sus	w1_d649e21817
eben	w3_d649e21820
der	w5_d649e21823
trattnerischen	w7_d649e21826
Hofdruck=rey	w9_d649e21829
8*	w1_d649e21834
ist	w3_d649e21837
eine	w5_d649e21840
poetische	w7_d649e21843
Schrift	w9_d649e21846
von	w11_d649e21849
19.	w13_d649e21853
S.	w15_d649e21856
in	w1_d649e21861
8.	w3_d649e21864
zum	w5_d649e21867
Vorschein	w7_d649e21870
gekommen,	w9_d649e21873
deren	w11_d649e21876
wir	w13_d649e21880
hier	w1_d649e21886
mit	w3_d649e21889
so	w5_d649e21892
größerm	w7_d649e21895
Vergnügen	w9_d649e21898
Erwähnung	w11_d649e21901
machen,	w1_d649e21906
je	w3_d649e21909
seltener	w5_d649e21912
das	w7_d649e21915
Beyspiel	w9_d649e21918
ist,	w11_d649e21921
daß	w13_d649e21925
die	w1_d649e21930
Großen	w3_d649e21933
heute	w5_d649e21936
zu	w7_d649e21939
Tage	w9_d649e21942
selbst	w11_d649e21945
lateinische	w13_d649e21949
Verse	w1_d649e21954
machen.	w3_d649e21957
Herr	w5_d649e21960
Graf	w7_d649e21963
Johann	w9_d649e21966
von	w11_d649e21969
Lazar,	w1_d649e21975
k.	w3_d649e21978
k.	w5_d649e21981
wirkl.	w7_d649e21984
geheimer	w9_d649e21987
Rath,	w11_d649e21990
und	w13_d649e21994
President	w1_d649e21999
der	w3_d649e22002
Stände	w5_d649e22005
des	w7_d649e22008
Fürstenthums	w9_d649e22011
Siebenbürgen	w1_d649e22016
hat	w3_d649e22019
den	w5_d649e22022
Verlust	w7_d649e22025
seines	w9_d649e22028
Hrn.	w11_d649e22031
Sohns,	w1_d649e22036
des	w3_d649e22039
Grafen	w5_d649e22042
Emerich,	w7_d649e22045
welchen	w9_d649e22048
im	w11_d649e22051
vorigen	w1_d649e22057
Jahre	w3_d649e22060
der	w5_d649e22063
Tod	w7_d649e22066
in	w9_d649e22069
der	w11_d649e22072
schönsten	w13_d649e22076
Blüh	w15_d649e22079
te	w1_d649e22084
seines	w3_d649e22087
hofnungsvollen	w5_d649e22090
Alters	w7_d649e22093
hingerissen,	w9_d649e22096
in	w1_d649e22101
einem	w3_d649e22104
lateinis.	w5_d649e22107
Trauergedichte	w7_d649e22110
besungen.	w9_d649e22113
Es	w1_d649e22118
ist	w3_d649e22121
dasselbe	w5_d649e22124
sehr	w7_d649e22127
rührend,	w9_d649e22130
und	w11_d649e22133
voll	w13_d649e22137
der	w15_d649e22140
väterlichen	w1_d649e22146
Wehmuth.	w3_d649e22149
Es	w5_d649e22152
zeiget	w7_d649e22155
sich	w9_d649e22158
die	w11_d649e22161
Stärke	w1_d649e22166
seines	w3_d649e22169
Genie	w5_d649e22172
zur	w7_d649e22175
Dichtkunst	w9_d649e22178
sogar	w11_d649e22181
in	w13_d649e22185
einer	w1_d649e22190
so	w3_d649e22193
leidigen	w5_d649e22196
Gelegenheit.	w7_d649e22199
Hr.	w9_d649e22202
P.	w11_d649e22205
Mar	w13_d649e22209
tin	w1_d649e22214
Porubszky,	w3_d649e22217
Feldprediger	w5_d649e22220
bey	w7_d649e22223
der	w9_d649e22226
königl.	w11_d649e22229
hungaris.	w1_d649e22235
adelichen	w3_d649e22238
Leibwache	w5_d649e22241
alhier,	w7_d649e22244
hat	w9_d649e22247
sein	w1_d649e22252
Beyleid	w3_d649e22255
in	w5_d649e22258
einem	w7_d649e22261
angehengten	w9_d649e22264
hübschen	w11_d649e22267
Trostschreiben	w1_d649e22272
von	w3_d649e22275
wohlfließenden	w5_d649e22278
Versen	w7_d649e22281
am	w1_d649e22286
Tage	w3_d649e22289
gegeben;	w5_d649e22292
welches	w7_d649e22295
sich	w9_d649e22298
also	w11_d649e22301
endiget:	w13_d649e22305
Urque,	w1_d649e22311
lices	w3_d649e22314
justum,	w5_d649e22317
frangas;	w7_d649e22320
pater	w9_d649e22323
opti-	w11_d649e22326
me,	w1_d649e22331
luctum	w3_d649e22334
</p>
<list id="l28_d649e22339">
D	w1_d649e22343
</list>
<p id="p30_d649e22349">
Den	w1_d649e22353
26ten	w3_d649e22356
Aprilis	w5_d649e22359
und	w7_d649e22362
folgende	w9_d649e22365
Täg	w11_d649e22368
werden	w13_d649e22372
Vormittag	w1_d649e22377
von	w3_d649e22380
9.	w5_d649e22383
bis	w7_d649e22386
12.	w9_d649e22389
Uhr,	w11_d649e22392
und	w13_d649e22396
Nachmittag	w15_d649e22399
von	w1_d649e22404
3.	w3_d649e22407
bis	w5_d649e22410
6.	w7_d649e22413
Uhr	w9_d649e22416
in	w11_d649e22419
dem	w13_d649e22423
Burger=spital	w15_d649e22426
im	w17_d649e22429
2ten	w19_d649e22432
Hof	w1_d649e22438
1ten	w3_d649e22441
Stocks	w5_d649e22444
des	w7_d649e22447
jubilirten	w9_d649e22450
Ober=vatters	w11_d649e22453
seel.	w13_d649e22457
Verlassenschafts=effecten,	w1_d649e22462
als	w3_d649e22465
Geschmuck,	w5_d649e22468
dia	w1_d649e22473
mantene	w1_d649e22478
und	w3_d649e22481
andere	w5_d649e22484
Ring,	w7_d649e22487
Silber=geschmeid,	w9_d649e22490
Stock	w1_d649e22496
und	w3_d649e22499
Sack=uhren,	w5_d649e22502
Kästen,	w7_d649e22505
Bilder,	w9_d649e22508
Ses	w11_d649e22511
sel,	w1_d649e22516
Leibs=kleider,	w3_d649e22519
Lein=wäsch,	w5_d649e22522
schönes	w7_d649e22525
Bethge	w9_d649e22528
wand	w1_d649e22533
sammt	w3_d649e22536
Beth=stätten,	w5_d649e22539
Spiegel,	w7_d649e22542
Meßing,	w9_d649e22545
Zinn,	w1_d649e22550
Kupfer,	w3_d649e22553
Eisen	w5_d649e22556
und	w7_d649e22559
dergleichen,	w9_d649e22562
dem	w11_d649e22565
Meist	w13_d649e22569
bietenden	w1_d649e22575
verkauffet	w3_d649e22578
werden.	w5_d649e22581
</p>
<p id="p32_d649e22584">
Von	w1_d649e22588
der	w3_d649e22591
Römisch=Kaiserl.	w5_d649e22594
Königl.	w7_d649e22597
Apostol	w9_d649e22600
Majestät,	w1_d649e22605
in	w3_d649e22608
der	w5_d649e22611
Jud	w7_d649e22614
Samuel,	w9_d649e22617
und	w11_d649e22620
Emannel	w13_d649e22624
Oppenheimerischen	w1_d649e22629
Verlassenschaftsabhandlungs	w3_d649e22632
sachen	w1_d649e22638
verordneten	w3_d649e22641
Hof=commißion	w5_d649e22644
wegen,	w7_d649e22647
wird	w9_d649e22650
folgenden	w1_d649e22655
bey	w3_d649e22658
sothaner	w5_d649e22661
Convocation	w7_d649e22664
sich	w9_d649e22667
ange	w11_d649e22670
meldten	w1_d649e22675
Credits=partheyen,	w3_d649e22678
benanntlich	w5_d649e22681
denen	w7_d649e22684
Juden	w1_d649e22689
Salomion	w3_d649e22692
Nünwegen,	w5_d649e22695
Salomon	w7_d649e22698
Güntz	w9_d649e22701
burger,	w1_d649e22707
Joseph	w3_d649e22710
Jsaac	w5_d649e22713
Schweiger,	w7_d649e22716
und	w9_d649e22719
dem	w11_d649e22722
Jo	w13_d649e22726
hann	w1_d649e22731
Drammer,	w3_d649e22734
gewest	w5_d649e22737
Oppenheimischen	w7_d649e22740
Kut	w9_d649e22743
scher,	w1_d649e22748
oder	w3_d649e22751
nunmehro	w5_d649e22754
derenselben	w7_d649e22757
hinterlassenen	w9_d649e22760
Erben	w1_d649e22765
kund	w3_d649e22768
und	w5_d649e22771
zu	w7_d649e22774
wissen	w9_d649e22777
gemacht:	w11_d649e22780
Es	w13_d649e22784
habe	w15_d649e22787
der	w17_d649e22790
gerichtl.	w1_d649e22796
verordnet	w3_d649e22799
Samuel,	w5_d649e22802
und	w7_d649e22805
Emanuel	w9_d649e22808
Op	w11_d649e22811
penheimischen	w1_d649e22816
Massä	w3_d649e22819
Curator	w5_d649e22822
ad	w7_d649e22825
Lites	w9_d649e22828
Franz	w11_d649e22831
Joseph	w1_d649e22836
Purckner	w3_d649e22839
der	w5_d649e22842
Rechten	w7_d649e22845
Doctor	w9_d649e22848
auch	w11_d649e22851
Hof	w13_d649e22855
und	w1_d649e22860
Gerichts=advocat	w3_d649e22863
bey	w5_d649e22866
dieser	w7_d649e22869
K.	w9_d649e22872
K.	w11_d649e22875
Hofcom	w13_d649e22879
mißion	w1_d649e22885
angezeiget,	w3_d649e22888
was	w5_d649e22891
massen	w7_d649e22894
der	w9_d649e22897
Salomon	w11_d649e22900
Nimwegen	w1_d649e22905
vermög	w3_d649e22908
des	w5_d649e22911
unterm	w7_d649e22914
2ten	w9_d649e22917
Decembris	w11_d649e22920
1761.	w1_d649e22925
Jahrs	w3_d649e22928
publicirten	w5_d649e22931
Cridä=abschieds	w7_d649e22934
mit	w9_d649e22937
dem	w1_d649e22942
auf	w3_d649e22945
das	w5_d649e22948
Jnstrument	w7_d649e22951
vom	w9_d649e22954
20.	w11_d649e22957
Novembris	w13_d649e22961
1707.	w1_d649e22967
angemeldten,	w3_d649e22970
vom	w5_d649e22973
11.	w7_d649e22976
Nov.	w9_d649e22979
1715.	w11_d649e22982
bis	w13_d649e22986
11.	w15_d649e22989
Junii	w1_d649e22994
1722.	w3_d649e22997
über	w5_d649e23000
die	w7_d649e23003
bekanntlich	w9_d649e23006
empfangenen	w11_d649e23009
5741.	w1_d649e23014
fl.	w3_d649e23017
31.	w5_d649e23020
kr.	w7_d649e23023
restirenden	w9_d649e23026
Lidlohn	w11_d649e23029
per	w13_d649e23033
2158.	w15_d649e23036
fl.	w17_d649e23039
29.	w1_d649e23044
kr.	w3_d649e23047
gegen	w5_d649e23050
Producirung	w7_d649e23053
des	w9_d649e23056
Originals,	w11_d649e23059
und	w13_d649e23063
ihme	w1_d649e23069
Curatori	w3_d649e23072
ad	w5_d649e23075
lites	w7_d649e23078
vorbehaltener	w9_d649e23081
Weisung	w11_d649e23084
empfangen:	w1_d649e23089
mehrer	w3_d649e23092
Abschlags=bezahlung;	w5_d649e23095
inglei	w7_d649e23098
chen	w1_d649e23103
der	w3_d649e23106
Salomon	w5_d649e23109
Güntzburger	w7_d649e23112
mit	w9_d649e23115
dem	w11_d649e23118
ange	w13_d649e23122
meldten	w1_d649e23127
Lidlohn	w3_d649e23130
per	w5_d649e23133
2000.	w7_d649e23136
fl.	w9_d649e23139
gegen	w11_d649e23142
rechtlicher	w13_d649e23146
Erweisung	w1_d649e23152
des	w3_d649e23155
ihme	w5_d649e23158
jährlich	w7_d649e23161
versprochen	w9_d649e23164
seyn	w11_d649e23167
sol	w13_d649e23171
lenden	w1_d649e23176
Salarii	w3_d649e23179
per	w5_d649e23182
100.	w7_d649e23185
fl.	w9_d649e23188
dann	w11_d649e23191
der	w13_d649e23195
Joseph	w15_d649e23198
Jsaac	w17_d649e23201
Schweiger,	w1_d649e23206
als	w3_d649e23209
gewest	w5_d649e23212
Samuel	w7_d649e23215
und	w9_d649e23218
Emanuel	w11_d649e23221
Op	w13_d649e23225
penheimischer	w1_d649e23230
Buchhalter	w3_d649e23233
mit	w5_d649e23236
dem	w7_d649e23239
auf	w9_d649e23242
den	w11_d649e23245
ein	w13_d649e23249
gebrachten	w1_d649e23255
Contract	w3_d649e23258
vom	w5_d649e23261
1.	w7_d649e23264
Augusti	w9_d649e23267
1719.	w11_d649e23270
bis	w13_d649e23274
zu	w15_d649e23277
des	w1_d649e23282
Oppenheimer	w3_d649e23285
erfolgten	w5_d649e23288
Tod	w7_d649e23291
vom	w9_d649e23294
1ten	w11_d649e23297
April	w13_d649e23301
1721.	w1_d649e23306
ausständigen	w3_d649e23309
Befoldungs=rest	w5_d649e23312
per	w7_d649e23315
360.	w9_d649e23318
fl.	w11_d649e23321
jedoch	w1_d649e23326
gegen	w3_d649e23329
Produeir	w5_d649e23332
und	w7_d649e23335
Recognoscirung	w9_d649e23338
des	w11_d649e23341
Originalis	w1_d649e23347
auch	w3_d649e23350
Abschwörung	w5_d649e23353
eines	w7_d649e23356
cörperlichen	w9_d649e23359
Eids	w1_d649e23364
in	w3_d649e23367
ersagten	w5_d649e23370
Cridä=abschieds	w7_d649e23373
auferlegter	w9_d649e23376
mas	w11_d649e23379
sen,	w1_d649e23384
und	w3_d649e23387
endlich	w5_d649e23390
dem	w7_d649e23393
Johann	w9_d649e23396
Dramer,	w11_d649e23399
gewest	w13_d649e23403
Oppenheimischer	w1_d649e23408
Kutscher,	w3_d649e23411
mit	w5_d649e23414
der	w7_d649e23417
auf	w9_d649e23420
das	w11_d649e23423
ein	w13_d649e23427
gelegte	w1_d649e23433
Spann=jettl	w3_d649e23436
angemeldt	w5_d649e23439
ausständigen	w7_d649e23442
Be	w9_d649e23445
soldung	w1_d649e23450
per	w3_d649e23453
189.	w5_d649e23456
fl.	w7_d649e23459
Jtem	w9_d649e23462
mit	w11_d649e23465
denen	w13_d649e23469
ihme	w15_d649e23472
nicht	w17_d649e23475
abgereicht	w1_d649e23480
seyn	w3_d649e23483
sollenden	w5_d649e23486
6.	w7_d649e23489
Livreen	w9_d649e23492
jede	w11_d649e23495
à	w13_d649e23499
24.	w15_d649e23502
fl.	w17_d649e23505
zusammen	w1_d649e23510
à	w3_d649e23513
144.	w5_d649e23516
fl.	w7_d649e23519
ferners	w9_d649e23522
mit	w11_d649e23525
denen	w13_d649e23529
präten	w15_d649e23532
direnden	w1_d649e23538
11.	w3_d649e23541
paar	w5_d649e23544
Stiefeln	w7_d649e23547
à	w9_d649e23550
3.	w11_d649e23553
fl.	w13_d649e23557
zusammen	w15_d649e23560
à	w17_d649e23563
33.	w1_d649e23568
fl.	w3_d649e23571
und	w5_d649e23574
dann	w7_d649e23577
mit	w9_d649e23580
denen	w11_d649e23583
anforderenden	w13_d649e23587
4.	w15_d649e23590
Män	w17_d649e23593
tein	w1_d649e23598
à	w3_d649e23601
10.	w5_d649e23604
fl.	w7_d649e23607
zusammen	w9_d649e23610
à	w11_d649e23613
40.	w13_d649e23617
fl.	w15_d649e23620
gegen	w17_d649e23623
Ablegung	w19_d649e23626
</p>
<p id="p34_d649e23629">
des	w1_d649e23633
ihme	w3_d649e23636
in	w5_d649e23639
obigem	w7_d649e23642
Abschied	w9_d649e23645
aufgetragenen	w11_d649e23648
Eids	w13_d649e23652
alle	w1_d649e23657
vier	w3_d649e23660
in	w5_d649e23663
die	w7_d649e23666
erste	w9_d649e23669
Claß	w11_d649e23672
eingetheilet	w13_d649e23676
worden;	w15_d649e23679
Diese	w1_d649e23684
aber,	w3_d649e23687
oder	w5_d649e23690
ihre	w7_d649e23693
Erben	w9_d649e23696
auf	w11_d649e23699
erwehnten	w13_d649e23703
Cu	w15_d649e23706
ratoris	w1_d649e23712
Erkundigen	w3_d649e23715
nicht	w5_d649e23718
zu	w7_d649e23721
erfragen	w9_d649e23724
seynd;	w11_d649e23727
als	w13_d649e23731
hat	w1_d649e23736
die	w3_d649e23739
K.	w5_d649e23742
K.	w7_d649e23745
Hof=commißion	w9_d649e23748
auf	w11_d649e23751
des	w13_d649e23755
Curatoris	w15_d649e23758
schriftliches	w1_d649e23763
Anlangen	w3_d649e23766
durch	w5_d649e23769
öffentliches	w7_d649e23772
Valval	w9_d649e23775
Edict	w1_d649e23780
zu	w3_d649e23783
verordnen	w5_d649e23786
erachtet,	w7_d649e23789
daß	w9_d649e23792
sie	w11_d649e23795
Anfangs	w13_d649e23799
Be	w15_d649e23802
nannte	w1_d649e23808
Samuel	w3_d649e23811
und	w5_d649e23814
Emanuel	w7_d649e23817
Oppenheimerische	w9_d649e23820
Credits=partheyen	w1_d649e23825
oder	w3_d649e23828
derenselben	w5_d649e23831
hinterlassene	w7_d649e23834
Erben	w1_d649e23839
auf	w3_d649e23842
den	w5_d649e23845
7.	w7_d649e23848
nächst	w9_d649e23851
künftigen	w11_d649e23854
Monats	w13_d649e23858
Julii	w15_d649e23861
fruhe	w1_d649e23866
um	w3_d649e23869
9.	w5_d649e23872
Uhr	w7_d649e23875
vor	w9_d649e23878
die	w11_d649e23881
K.	w13_d649e23885
K.	w15_d649e23888
in	w17_d649e23891
der	w19_d649e23894
Samuel	w21_d649e23897
und	w1_d649e23903
Emanuel	w3_d649e23906
Oppenheimerischen	w5_d649e23909
Verlassenschafts	w7_d649e23912
abhandlung	w1_d649e23917
verordnete	w3_d649e23920
Hof	w5_d649e23923
commißion,	w7_d649e23926
und	w9_d649e23929
zwar	w11_d649e23932
in	w1_d649e23937
gedachter	w3_d649e23940
Hof=commißions=präsidis	w5_d649e23943
Jhro	w7_d649e23946
K.	w9_d649e23949
K.	w1_d649e23954
Majestät	w3_d649e23957
N.	w5_d649e23960
Oe.	w7_d649e23963
Regierungs=raht	w9_d649e23966
Herrn	w11_d649e23969
Jo	w13_d649e23973
hann	w1_d649e23979
Paul	w3_d649e23982
Frey,	w5_d649e23985
und	w7_d649e23988
Panier	w9_d649e23991
Herrn	w11_d649e23994
von	w13_d649e23998
Buol	w15_d649e24001
in	w1_d649e24006
der	w3_d649e24009
Freyherrlichen	w5_d649e24012
von	w7_d649e24015
Buolischen	w9_d649e24018
Behausung	w11_d649e24021
auf	w1_d649e24026
der	w3_d649e24029
hohen	w5_d649e24032
Brucken	w7_d649e24035
habenden	w9_d649e24038
Wohnung	w11_d649e24041
also	w13_d649e24045
gewiß	w1_d649e24050
erscheinen,	w3_d649e24053
und	w5_d649e24056
sich	w7_d649e24059
alda	w9_d649e24062
anmelden	w11_d649e24065
lassen,	w13_d649e24069
anbeynebst	w1_d649e24075
auch	w3_d649e24078
ihre	w5_d649e24081
vermög	w7_d649e24084
vorermeldt	w9_d649e24087
Oppen	w11_d649e24090
heimerischen	w1_d649e24095
Cridä=abschied	w3_d649e24098
zu	w5_d649e24101
producir	w7_d649e24104
und	w9_d649e24107
recognosriren	w1_d649e24112
habende	w3_d649e24115
Instrumenta	w5_d649e24118
originaliter	w7_d649e24121
mitbringen,	w1_d649e24126
und	w3_d649e24129
produciren,	w5_d649e24132
nicht	w7_d649e24135
minder	w9_d649e24138
die	w11_d649e24141
de	w13_d649e24145
nenselben	w1_d649e24151
respective	w3_d649e24154
auferlegte,	w5_d649e24157
und	w7_d649e24160
zu	w9_d649e24163
beeidigen	w11_d649e24166
de	w1_d649e24171
Juramenta	w3_d649e24174
abschwören,	w5_d649e24177
wie	w7_d649e24180
im	w9_d649e24183
widrigen	w11_d649e24186
in	w13_d649e24190
einig	w1_d649e24195
weitere	w3_d649e24198
Erforderung	w5_d649e24201
nicht	w7_d649e24204
mehr	w9_d649e24207
gewilliget,	w11_d649e24210
sondern	w1_d649e24215
dieselbe	w3_d649e24218
mit	w5_d649e24221
ihren	w7_d649e24224
respective	w9_d649e24227
gestellten	w11_d649e24230
Forderungen	w1_d649e24236
nicht	w3_d649e24239
mehr	w5_d649e24242
angehöret,	w7_d649e24245
und	w9_d649e24248
von	w11_d649e24251
die	w13_d649e24255
ser	w1_d649e24260
Cridä=handlung	w3_d649e24263
gänzlich	w5_d649e24266
abgewiesen	w7_d649e24269
seyn	w9_d649e24272
sol	w11_d649e24275
len.	w1_d649e24280
Welchemnach	w3_d649e24283
dann	w5_d649e24286
sie	w7_d649e24289
Partheyen	w9_d649e24292
sothaner	w11_d649e24295
ihnen	w1_d649e24300
hiemit	w3_d649e24303
kund	w5_d649e24306
gemachten	w7_d649e24309
Verordnung	w9_d649e24312
behö	w11_d649e24315
rig	w1_d649e24321
nachzukommen,	w3_d649e24324
und	w5_d649e24327
sich	w7_d649e24330
vor	w9_d649e24333
Schaden	w11_d649e24336
selbsten	w13_d649e24340
zu	w1_d649e24345
hüten	w3_d649e24348
wissen	w5_d649e24351
werden.	w7_d649e24354
</p>
<p id="p36_d649e24358">
Von	w1_d649e24362
des	w3_d649e24365
Kaiserl.	w5_d649e24368
Königl.	w7_d649e24371
Judicii	w9_d649e24374
delegati	w11_d649e24377
mix-	w13_d649e24381
ti	w1_d649e24386
in	w3_d649e24389
Militar.	w5_d649e24392
im	w7_d649e24395
Erz=herzogthum	w9_d649e24398
Oesterreich	w11_d649e24401
un	w13_d649e24405
ter	w1_d649e24410
und	w3_d649e24413
ob	w5_d649e24416
der	w7_d649e24419
Enns	w9_d649e24422
wegen,	w11_d649e24425
wird	w13_d649e24429
hiemit	w15_d649e24432
durch	w17_d649e24435
dieses	w1_d649e24441
öffentliche	w3_d649e24444
Edict	w5_d649e24447
jedermänniglich,	w7_d649e24450
deme	w9_d649e24453
dar	w11_d649e24456
an	w1_d649e24461
gelegen,	w3_d649e24464
kund	w5_d649e24467
und	w7_d649e24470
zu	w9_d649e24473
wissen	w11_d649e24476
gemacht:	w13_d649e24480
Was	w15_d649e24483
gestalten	w1_d649e24488
auf	w3_d649e24491
des	w5_d649e24494
Johann	w7_d649e24497
Jacob	w9_d649e24500
Dernuscheck	w11_d649e24503
J.	w13_d649e24507
U.	w1_d649e24512
Doct	w3_d649e24515
auch	w5_d649e24518
Hof=kriegs=raht	w7_d649e24521
und	w9_d649e24524
Gerichts	w11_d649e24527
advocatens,	w1_d649e24533
als	w3_d649e24536
zu	w5_d649e24539
Vertrett	w7_d649e24542
und	w9_d649e24545
Richtigstellung	w11_d649e24548
der	w1_d649e24553
von	w3_d649e24556
dem	w5_d649e24559
allhier	w7_d649e24562
ab	w9_d649e24565
intestato	w11_d649e24568
verstorbenen	w13_d649e24572
K.	w15_d649e24575
Königl.	w1_d649e24580
Obrist=wachtmeistern	w3_d649e24583
Hrn.	w5_d649e24586
Joseph	w7_d649e24589
von	w9_d649e24592
Barille	w1_d649e24597
seel.	w3_d649e24600
rückgebliebenen	w5_d649e24603
Verlassenschaft	w7_d649e24606
Ge	w9_d649e24609
richtl.	w1_d649e24615
verordneten	w3_d649e24618
Curatoris	w5_d649e24621
gehorsamstes	w7_d649e24624
An	w9_d649e24627
langen	w1_d649e24632
verwilliget	w3_d649e24635
worden,	w5_d649e24638
daß	w7_d649e24641
alle	w9_d649e24644
diejenige,	w11_d649e24647
wel	w13_d649e24651
che	w1_d649e24656
an	w3_d649e24659
erstbesagt=Obrist=wachtmeister	w5_d649e24662
von	w7_d649e24665
Ba	w9_d649e24668
rillischen	w1_d649e24673
Verlassenschaft	w3_d649e24676
titulo	w5_d649e24679
hæreditatis	w7_d649e24682
Cra-	w9_d649e24685
diti	w1_d649e24691
aut	w3_d649e24694
alio	w5_d649e24697
quocunque	w7_d649e24700
einige	w9_d649e24703
Sprüche,	w11_d649e24706
und	w13_d649e24710
An	w15_d649e24713
forderungen	w1_d649e24718
haben,	w3_d649e24721
oder	w5_d649e24724
zu	w7_d649e24727
machen	w9_d649e24730
vermeinen,	w11_d649e24733
durch	w1_d649e24738
gewöhnliche	w3_d649e24741
Convocations-Edicten	w5_d649e24744
per-	w7_d649e24747
emptorie	w1_d649e24752
sub	w3_d649e24755
clausula	w5_d649e24758
præclusi	w7_d649e24761
einberuffen	w9_d649e24764
werden	w11_d649e24767
sollen.	w1_d649e24773
Wann	w3_d649e24776
nun	w5_d649e24779
zu	w7_d649e24782
diesem	w9_d649e24785
Ende	w11_d649e24788
der	w13_d649e24792
9.	w15_d649e24795
Julii	w17_d649e24798
dies	w1_d649e24803
Jahrs	w3_d649e24806
fruh	w5_d649e24809
um	w7_d649e24812
9.	w9_d649e24815
Uhr	w11_d649e24818
bey	w13_d649e24822
dieses	w15_d649e24825
Kaiserl.	w17_d649e24828
Königl.	w1_d649e24833
Judicii	w3_d649e24836
delegati	w5_d649e24839
mixti	w7_d649e24842
in	w9_d649e24845
Milit.	w11_d649e24848
auf	w13_d649e24852
der	w15_d649e24855
Seiler=stadt	w1_d649e24860
in	w3_d649e24863
der	w5_d649e24866
sogenannten	w7_d649e24869
Hollerstauden	w9_d649e24872
im	w11_d649e24875
ersten	w1_d649e24881
Stock	w3_d649e24884
befindlichen	w5_d649e24887
Canzley	w7_d649e24890
pro	w9_d649e24893
1mo	w11_d649e24896
2do	w13_d649e24900
</p>
<p id="p40_d649e24905">
&	w1_d649e24909
3tio	w3_d649e24912
termino	w5_d649e24915
zu	w7_d649e24918
erscheinen	w9_d649e24921
bestimmet	w11_d649e24924
worden	w13_d649e24928
ist:	w1_d649e24933
Solchemnach	w3_d649e24936
werden	w5_d649e24939
alle	w7_d649e24942
und	w9_d649e24945
jede	w11_d649e24948
Obrist	w13_d649e24952
wachtmeister	w1_d649e24957
von	w3_d649e24960
Barillische	w5_d649e24963
Intestat-Erben	w7_d649e24966
und	w9_d649e24969
Glaubigere	w1_d649e24975
an	w3_d649e24978
obbestimmtem	w5_d649e24981
Tag	w7_d649e24984
und	w9_d649e24987
Stund	w11_d649e24990
ent	w13_d649e24994
weder	w1_d649e24999
selbst	w3_d649e25002
persönlich,	w5_d649e25005
oder	w7_d649e25008
durch	w9_d649e25011
genugsam	w11_d649e25014
in	w13_d649e25018
struirt	w1_d649e25023
Bevollmächtigte	w3_d649e25026
also	w5_d649e25029
gewiß	w7_d649e25032
zu	w9_d649e25035
erscheinen,	w11_d649e25038
und	w1_d649e25043
ihre	w3_d649e25046
etwa	w5_d649e25049
habende	w7_d649e25052
Sprüche,	w9_d649e25055
oder	w11_d649e25058
andere,	w13_d649e25062
wie	w15_d649e25065
immer	w1_d649e25071
Namen	w3_d649e25074
haben	w5_d649e25077
mögende,	w7_d649e25080
an	w9_d649e25083
diese	w11_d649e25086
Verlas	w13_d649e25090
senschaft	w1_d649e25095
zu	w3_d649e25098
stellen	w5_d649e25101
vermeinende	w7_d649e25104
Pratensienes	w9_d649e25107
an	w11_d649e25110
zumelden,	w1_d649e25115
und	w3_d649e25118
Rechts=beständig	w5_d649e25121
zu	w7_d649e25124
liquidiren,	w9_d649e25127
auch	w1_d649e25132
respective	w3_d649e25135
sich	w5_d649e25138
zu	w7_d649e25141
legitimiren	w9_d649e25144
haben,	w11_d649e25147
wie	w13_d649e25151
