<doc id="wr_1756-08-14" attrs="word" year="1756" month="08" day="14" corpus="2">
<head id="h2_d65e2587">
Extract=schreiben	w1_d65e2591
schliessen	w1_d65e20867
können,	w3_d65e20870
daß	w5_d65e20873
die	w7_d65e20876
Patronen	w9_d65e20879
zur	w11_d65e20882
Absicht	w13_d65e20886
des	w1_d65e20891
Hardischen	w3_d65e20894
Plans	w5_d65e20897
bestimmet	w7_d65e20900
gewesen,	w9_d65e20903
des	w11_d65e20906
Grafen	w1_d65e20911
Vorgeben	w3_d65e20914
und	w5_d65e20917
Entschuldigung	w7_d65e20920
um	w9_d65e20923
so	w11_d65e20926
viel	w1_d65e20932
weniger	w3_d65e20935
für	w5_d65e20938
gültig	w7_d65e20941
ansehen	w9_d65e20944
können,	w11_d65e20947
da	w13_d65e20951
die	w15_d65e20954
selbe	w1_d65e20959
eine	w3_d65e20962
beleidigende	w5_d65e20965
Beschuldigung	w7_d65e20968
gegen	w9_d65e20971
des	w11_d65e20974
Königs	w1_d65e20979
Majest.	w3_d65e20982
enthalt,	w5_d65e20985
als	w7_d65e20988
wann	w9_d65e20991
Se.	w11_d65e20994
Majest.	w13_d65e20998
ein	w1_d65e21003
so	w3_d65e21006
schlechtes	w5_d65e21009
Vertrauen	w7_d65e21012
in	w9_d65e21015
die	w11_d65e21018
so	w13_d65e21022
heilig	w15_d65e21025
be	w17_d65e21028
kräftigte	w1_d65e21034
und	w3_d65e21037
erhärtete	w5_d65e21040
unterthänigste	w7_d65e21043
Treue	w9_d65e21046
und	w1_d65e21051
den	w3_d65e21054
Gehorsam	w5_d65e21057
Dero	w7_d65e21060
Unterthanen	w9_d65e21063
setzen	w11_d65e21066
sollten;	w1_d65e21071
da	w3_d65e21074
es	w5_d65e21077
an	w7_d65e21080
sich	w9_d65e21083
selbst	w11_d65e21086
eine	w13_d65e21090
widerrechtliche	w15_d65e21093
Verteidigung,	w1_d65e21098
welche	w3_d65e21101
den	w5_d65e21104
Grafen	w7_d65e21107
um	w9_d65e21110
so	w11_d65e21113
viel	w13_d65e21117
mehr	w1_d65e21123
schuldig	w3_d65e21126
machte,	w5_d65e21129
weil	w7_d65e21132
er	w9_d65e21135
einen	w11_d65e21138
so	w13_d65e21142
nie	w15_d65e21145
drigen	w1_d65e21150
und	w3_d65e21153
strafbaren	w5_d65e21156
Gedanken	w7_d65e21159
gegen	w9_d65e21162
seine	w11_d65e21165
Mit=bürger	w1_d65e21170
geheget,	w3_d65e21173
und	w5_d65e21176
dieselben	w7_d65e21179
auf	w9_d65e21182
diese	w11_d65e21185
Art	w1_d65e21190
bey	w3_d65e21193
ihrem	w5_d65e21196
König	w7_d65e21199
verhast	w9_d65e21202
machen	w11_d65e21205
wollen,	w13_d65e21209
indem	w1_d65e21215
die	w3_d65e21218
Unwahrheit	w5_d65e21221
dieser	w7_d65e21224
Entschuldigung	w9_d65e21227
dadurch	w1_d65e21232
offenbar	w3_d65e21235
geworden,	w5_d65e21238
daß	w7_d65e21241
Se.	w9_d65e21244
Königl.	w11_d65e21247
Majestät	w1_d65e21252
in	w3_d65e21255
dero	w5_d65e21258
unterm	w7_d65e21261
9ten	w9_d65e21264
dieses	w11_d65e21267
in	w13_d65e21271
Gna	w15_d65e21274
den	w1_d65e21279
ausgefertigte	w3_d65e21282
Notification	w5_d65e21285
auf	w7_d65e21288
Dero	w9_d65e21291
ho	w11_d65e21294
hes	w1_d65e21300
Königl.	w3_d65e21303
Wort	w5_d65e21306
und	w7_d65e21309
Ehre	w9_d65e21312
erkläret	w11_d65e21315
haben,	w13_d65e21319
daß	w1_d65e21324
nie	w3_d65e21327
eine	w5_d65e21330
Spur	w7_d65e21333
gefunden	w9_d65e21336
worden,	w11_d65e21339
die	w13_d65e21343
einen	w15_d65e21346
wider	w1_d65e21351
Se.	w3_d65e21354
Majestät	w5_d65e21357
geschmiedeten	w7_d65e21360
Plan	w9_d65e21363
hat	w11_d65e21366
anzeigen	w1_d65e21371
können.	w3_d65e21374
Der	w5_d65e21377
Graf	w7_d65e21380
hat	w9_d65e21383
keine	w11_d65e21386
ande	w13_d65e21390
re	w1_d65e21396
Absicht	w3_d65e21399
mit	w5_d65e21402
seinen	w7_d65e21405
Patronen	w9_d65e21408
angeben	w11_d65e21411
kön	w13_d65e21415
nen.	w1_d65e21420
Es	w3_d65e21423
erhellet	w5_d65e21426
vielmehr	w7_d65e21429
aus	w9_d65e21432
der	w11_d65e21435
Untersu	w13_d65e21439
chung,	w1_d65e21444
daß	w3_d65e21447
sie	w5_d65e21450
zu	w7_d65e21453
spät	w9_d65e21456
angelanget	w11_d65e21459
seynd,	w13_d65e21463
und	w15_d65e21466
daß	w1_d65e21471
alle	w3_d65e21474
zur	w5_d65e21477
Ausführung	w7_d65e21480
des	w9_d65e21483
Plans	w11_d65e21486
benöhtig	w13_d65e21490
te	w1_d65e21496
Anstalten	w3_d65e21499
auch	w5_d65e21502
noch	w7_d65e21505
nicht	w9_d65e21508
gemacht	w11_d65e21511
wor	w13_d65e21515
den,	w1_d65e21520
und	w3_d65e21523
daher	w5_d65e21526
solches	w7_d65e21529
bloß	w9_d65e21532
die	w11_d65e21535
Ursache	w13_d65e21539
sey,	w15_d65e21542
Brahe	w1_d65e21547
nicht	w3_d65e21550
im	w5_d65e21553
Stan	w7_d65e21556
daß	w1_d65e21561
die	w3_d65e21564
Grafen	w5_d65e21567
Hard	w7_d65e21570
und	w9_d65e21573
de	w1_d65e21579
gewesen,	w3_d65e21582
dem	w5_d65e21585
Laufer	w7_d65e21588
Ernst	w9_d65e21591
zu	w11_d65e21594
Hülfe	w13_d65e21598
zu	w15_d65e21601
kom	w17_d65e21604
men,	w1_d65e21609
sondern	w3_d65e21612
sich	w5_d65e21615
genöhtiget	w7_d65e21618
gesehen	w9_d65e21621
haben,	w11_d65e21624
dessen	w1_d65e21629
bestimmten	w3_d65e21632
Auflauf	w5_d65e21635
damals	w7_d65e21638
zu	w9_d65e21641
verhin	w11_d65e21644
dern.	w1_d65e21649
Diese	w3_d65e21652
angeführten	w5_d65e21655
Gründe,	w7_d65e21658
und	w9_d65e21661
das	w11_d65e21664
Bekänntniß	w1_d65e21670
aller	w3_d65e21673
Mitschuldigen,	w5_d65e21676
absonderlich	w7_d65e21679
des	w1_d65e21684
Puke	w3_d65e21687
beständige	w5_d65e21690
und	w7_d65e21693
umständliche	w9_d65e21696
Aus	w11_d65e21699
sage	w1_d65e21704
hat	w3_d65e21707
die	w5_d65e21710
Commißion	w7_d65e21713
angesehen,	w9_d65e21716
daß	w11_d65e21719
Bra	w13_d65e21723
he	w1_d65e21728
genugsam	w3_d65e21731
überzeuget	w5_d65e21734
sey,	w7_d65e21737
daß	w9_d65e21740
er	w11_d65e21743
um	w13_d65e21747
diesen	w15_d65e21750
verrähterischen	w1_d65e21756
Plan	w3_d65e21759
völlig	w5_d65e21762
gewust,	w7_d65e21765
und	w9_d65e21768
zu	w11_d65e21771
dessen	w1_d65e21776
Vollziehung	w3_d65e21779
aufs	w5_d65e21782
kräftigste	w7_d65e21785
mitgewür	w9_d65e21788
let	w1_d65e21793
habe;	w3_d65e21796
woneben	w5_d65e21799
der	w7_d65e21802
Graf	w9_d65e21805
auch,	w11_d65e21808
als	w13_d65e21812
der	w15_d65e21815
</p>
<p id="p12_d65e21819">
Laufer	w1_d65e21823
Ernst	w3_d65e21826
in	w5_d65e21829
seinem	w7_d65e21832
vorgehabten	w9_d65e21835
Aufruh	w11_d65e21838
entdecket	w1_d65e21843
worden,	w3_d65e21846
diesen	w5_d65e21849
Plan	w7_d65e21852
möglichster	w9_d65e21855
mas	w11_d65e21858
sen	w1_d65e21863
zu	w3_d65e21866
verheelen	w5_d65e21869
gesucht	w7_d65e21872
hat,	w9_d65e21875
indem	w11_d65e21878
er	w13_d65e21882
nicht	w15_d65e21885
nur,	w1_d65e21891
nach	w3_d65e21894
eigenem	w5_d65e21897
Geständniß,	w7_d65e21900
ein	w9_d65e21903
Gerichte	w11_d65e21906
erdichtet	w1_d65e21911
und	w3_d65e21914
verbreitet,	w5_d65e21917
wie	w7_d65e21920
er	w9_d65e21923
wegen	w11_d65e21926
einer	w13_d65e21930
Nachstellung	w1_d65e21935
in	w3_d65e21938
Gefahr	w5_d65e21941
wäre,	w7_d65e21944
sondern	w9_d65e21947
auch	w11_d65e21950
selbst	w1_d65e21955
gewollt	w3_d65e21958
hat,	w5_d65e21961
daß	w7_d65e21964
der	w9_d65e21967
Capitain	w11_d65e21970
Stahl	w13_d65e21974
swärd	w1_d65e21980
die	w3_d65e21983
Flucht	w5_d65e21986
ergreiffen	w7_d65e21989
sollte,	w9_d65e21992
weiler	w11_d65e21995
Theil	w13_d65e21999
an	w1_d65e22004
dem	w3_d65e22007
Plane	w5_d65e22010
hätte.	w7_d65e22013
Die	w9_d65e22016
Gründe	w11_d65e22019
der	w13_d65e22023
Com	w15_d65e22026
mißion	w1_d65e22031
wider	w3_d65e22034
den	w5_d65e22037
Hos=marschall	w7_d65e22040
Baron	w9_d65e22043
Horn,	w11_d65e22046
bestehen	w1_d65e22051
vornämlich	w3_d65e22054
darinn,	w5_d65e22057
daß	w7_d65e22060
besagter	w9_d65e22063
Mar	w11_d65e22066
schall	w1_d65e22072
gestanden,	w3_d65e22075
daß	w5_d65e22078
er	w7_d65e22081
einem	w9_d65e22084
von	w11_d65e22087
denen	w13_d65e22091
Mit	w15_d65e22094
verbrechern	w1_d65e22099
aufgetragen,	w3_d65e22102
die	w5_d65e22105
Gedanken	w7_d65e22108
des	w9_d65e22111
ge	w11_d65e22114
meinen	w1_d65e22119
Volks,	w3_d65e22122
und	w5_d65e22125
insonderheit	w7_d65e22128
der	w9_d65e22131
Garde,	w11_d65e22134
für	w1_d65e22139
Se.	w3_d65e22142
Majestät	w5_d65e22145
auszuforschen,	w7_d65e22148
und	w9_d65e22151
in	w11_d65e22154
dieser	w13_d65e22158
Absicht	w1_d65e22164
demselben	w3_d65e22167
auch	w5_d65e22170
Geld	w7_d65e22173
gegeben	w9_d65e22176
hätte;	w11_d65e22179
imgleichen,	w1_d65e22184
daß	w3_d65e22187
er	w5_d65e22190
fast	w7_d65e22193
täglich	w9_d65e22196
Vorstellungen	w11_d65e22199
vom	w1_d65e22204
Aufruhr	w3_d65e22207
gehöret,	w5_d65e22210
und	w7_d65e22213
daß	w9_d65e22216
er	w11_d65e22219
des	w13_d65e22223
Grafen	w15_d65e22226
Hards	w1_d65e22231
Plan	w3_d65e22234
dazu	w5_d65e22237
gesehen;	w7_d65e22240
ferner,	w9_d65e22243
daß	w11_d65e22246
er	w13_d65e22250
mit	w15_d65e22253
dem	w1_d65e22259
grösten	w3_d65e22262
Theil	w5_d65e22265
derer	w7_d65e22268
Verbrecher	w9_d65e22271
über	w11_d65e22274
die	w13_d65e22278
Ausführung	w1_d65e22283
desselben	w3_d65e22286
Uberlegungen	w5_d65e22289
angestel	w7_d65e22292
let,	w1_d65e22297
und	w3_d65e22300
daß	w5_d65e22303
er	w7_d65e22306
endlich	w9_d65e22309
den	w11_d65e22312
Plan	w13_d65e22316
zu	w15_d65e22319
verheelen	w17_d65e22322
gesucht,	w1_d65e22327
und	w3_d65e22330
zu	w5_d65e22333
dem	w7_d65e22336
Ende	w9_d65e22339
50.	w11_d65e22342
Ducaten	w13_d65e22346
zur	w15_d65e22349
Flucht	w1_d65e22355
einiger,	w3_d65e22358
die	w5_d65e22361
darum	w7_d65e22364
gewust,	w9_d65e22367
ausge	w11_d65e22370
zahlet	w1_d65e22375
hatte,	w3_d65e22378
ausser	w5_d65e22381
noch	w7_d65e22384
andern	w9_d65e22387
Gründen	w11_d65e22390
die	w13_d65e22394
das	w1_d65e22399
Urtheil	w3_d65e22402
der	w5_d65e22405
Commißion	w7_d65e22408
derer	w9_d65e22411
Reichsstän	w11_d65e22414
de	w1_d65e22419
in	w3_d65e22422
sich	w5_d65e22425
fasset.	w7_d65e22428
Was	w9_d65e22431
dem	w11_d65e22434
Capitain	w13_d65e22438
Stahl	w15_d65e22441
swärd	w1_d65e22447
anlanget	w3_d65e22450
so	w5_d65e22453
befindet	w7_d65e22456
sich,	w9_d65e22459
daß	w11_d65e22462
er	w13_d65e22466
von	w15_d65e22469
dem	w1_d65e22474
ganzen	w3_d65e22477
Plane	w5_d65e22480
des	w7_d65e22483
entwichenen	w9_d65e22486
Grafen	w11_d65e22489
Hard	w1_d65e22494
völlig	w3_d65e22497
unterrichtet	w5_d65e22500
gewesen;	w7_d65e22503
daß	w9_d65e22506
er	w11_d65e22509
sich	w13_d65e22513
die	w1_d65e22518
Ausführung	w3_d65e22521
desselben	w5_d65e22524
besonders	w7_d65e22527
habe	w9_d65e22530
an	w11_d65e22533
gelegen	w1_d65e22539
seyn	w3_d65e22542
lassen,	w5_d65e22545
und	w7_d65e22548
mit	w9_d65e22551
dem	w11_d65e22554
Grafen,	w13_d65e22558
dem	w1_d65e22563
Capitain	w3_d65e22566
Puke,	w5_d65e22569
und	w7_d65e22572
mehrern	w9_d65e22575
sich	w11_d65e22578
darüber	w13_d65e22582
berahtschlaget	w1_d65e22587
habe;	w3_d65e22590
daß	w5_d65e22593
er	w7_d65e22596
gesonnen	w9_d65e22599
gewesen,	w11_d65e22602
den	w1_d65e22607
vorgehabten	w3_d65e22610
Auflauf	w5_d65e22613
des	w7_d65e22616
Laufers	w9_d65e22619
Ernst	w11_d65e22622
mit	w1_d65e22628
auszuführen,	w3_d65e22631
wann	w5_d65e22634
die	w7_d65e22637
Grafen	w9_d65e22640
Hard	w11_d65e22643
und	w13_d65e22647
Brahe,	w1_d65e22652
als	w3_d65e22655
die	w5_d65e22658
Haupt=personen,	w7_d65e22661
es	w9_d65e22664
für	w11_d65e22667
gut	w13_d65e22671
be	w15_d65e22674
finden	w1_d65e22679
würden,	w3_d65e22682
und	w5_d65e22685
daß	w7_d65e22688
er	w9_d65e22691
zu	w11_d65e22694
dem	w13_d65e22698
Erde	w15_d65e22701
sich	w17_d65e22704
Flintensteine	w1_d65e22709
angeschaft	w3_d65e22712
hatte,	w5_d65e22715
rc.	w7_d65e22718
Capitain	w9_d65e22721
Puke	w1_d65e22727
hat	w3_d65e22730
gestanden,	w5_d65e22733
und	w7_d65e22736
es	w9_d65e22739
ist	w11_d65e22742
ihm	w13_d65e22746
durch	w15_d65e22749
Uber	w17_d65e22752
einstimmung	w1_d65e22757
derer	w3_d65e22760
übrigen	w5_d65e22763
Verbrechern	w7_d65e22766
zur	w9_d65e22769
last	w1_d65e22774
gekommen,	w3_d65e22777
daß	w5_d65e22780
er	w7_d65e22783
mit	w9_d65e22786
dem	w11_d65e22789
Grafen	w13_d65e22793
Hard	w15_d65e22796
den	w1_d65e22801
Plan	w3_d65e22804
des	w5_d65e22807
Aufruhrs	w7_d65e22810
überleget,	w9_d65e22813
und	w11_d65e22816
densel	w13_d65e22820
ben,	w1_d65e22826
dem	w3_d65e22829
Hof=marschall	w5_d65e22832
Baron	w7_d65e22835
Horn,	w9_d65e22838
mit	w11_d65e22841
getheilet	w1_d65e22846
habe;	w3_d65e22849
daß	w5_d65e22852
er	w7_d65e22855
mit	w9_d65e22858
dem	w11_d65e22861
Grafen	w13_d65e22865
Bra	w15_d65e22868
he	w1_d65e22873
Kugeln	w3_d65e22876
gegossen,	w5_d65e22879
den	w7_d65e22882
Capitain	w9_d65e22885
Stahlswärd	w11_d65e22888
überredet	w1_d65e22893
und	w3_d65e22896
verleitet,	w5_d65e22899
mit	w7_d65e22902
Theil	w9_d65e22905
an	w11_d65e22908
dem	w13_d65e22912
Plan	w15_d65e22915
zu	w1_d65e22921
nehmen,	w3_d65e22924
und	w5_d65e22927
übrigens	w7_d65e22930
sich	w9_d65e22933
verpflichtet,	w11_d65e22936
al	w13_d65e22940
les	w1_d65e22945
Mögliche	w3_d65e22948
zur	w5_d65e22951
Ausführung	w7_d65e22954
beyzutragen.	w9_d65e22957
Ernst,	w1_d65e22962
Mozelius,	w3_d65e22965
Christiernin	w5_d65e22968
und	w7_d65e22971
Escolin	w9_d65e22974
seynd	w1_d65e22979
nach	w3_d65e22982
ihrer	w5_d65e22985
Uberzeugung	w7_d65e22988
mit	w9_d65e22991
denen	w11_d65e22994
Vor	w13_d65e22998
hergehenden	w1_d65e23004
in	w3_d65e23007
gleichen	w5_d65e23010
Verbrechen.	w7_d65e23013
</p>
</doc>
