<doc id="wr_1758-03-01" attrs="word" year="1758" month="03" day="01" corpus="2">
<head id="h2_d222e2673">
Lüneburg	w1_d222e2677
seyn	w5_d222e20706
erachten,	w7_d222e20709
entweder	w9_d222e20712
alle,	w11_d222e20715
oder	w13_d222e20719
auch	w15_d222e20722
nur	w17_d222e20725
einen	w19_d222e20728
Theil	w21_d222e20731
davon,	w1_d222e20736
nach	w3_d222e20739
der	w5_d222e20742
Absicht	w7_d222e20745
ihrer	w9_d222e20748
Eltern	w11_d222e20751
besuchen	w13_d222e20755
können.	w15_d222e20758
</p>
<head id="h2_d222e20764">
Brtikel.	w1_d222e20768
Der	w1_d222e20773
erste	w3_d222e20776
</head>
<p id="p4_d222e20779">
Zer	w1_d222e20783
andere	w3_d222e20786
S	w1_d222e20791
stehet	w3_d222e20794
einem	w5_d222e20797
jeden	w7_d222e20800
Cavalier	w9_d222e20803
frey,	w11_d222e20806
noch	w13_d222e20810
über	w15_d222e20813
diese	w17_d222e20816
Professores	w19_d222e20819
und	w1_d222e20826
Lehrmeister,	w3_d222e20829
für	w5_d222e20832
sich	w7_d222e20835
ins	w9_d222e20838
besondere	w11_d222e20841
einen	w13_d222e20845
andern	w15_d222e20848
derglei	w17_d222e20851
chen	w1_d222e20857
Professorem	w3_d222e20860
oder	w5_d222e20863
Meister,	w7_d222e20866
welchen	w9_d222e20869
er	w11_d222e20872
nur	w13_d222e20876
wird	w15_d222e20879
wollen,	w17_d222e20882
zur	w19_d222e20885
Welt	w21_d222e20888
weisheit,	w1_d222e20893
zu	w3_d222e20896
den	w5_d222e20899
Rechten,	w7_d222e20902
zum	w9_d222e20905
Schreiben,	w11_d222e20908
zur	w13_d222e20912
Musique,	w15_d222e20915
zur	w17_d222e20918
Teutschen	w1_d222e20923
Sprache,	w3_d222e20926
mit	w5_d222e20929
einem	w7_d222e20932
Wort,	w9_d222e20935
zu	w11_d222e20938
einer	w13_d222e20942
solchen	w15_d222e20945
Wissenschaft	w17_d222e20948
oder	w1_d222e20953
Kunst,	w3_d222e20956
welche	w5_d222e20959
es	w7_d222e20962
immer	w9_d222e20965
seyn	w11_d222e20968
mag,	w13_d222e20972
anzunehmen;	w15_d222e20975
wobey	w17_d222e20978
aber	w19_d222e20981
wohl	w1_d222e20987
zu	w3_d222e20990
merken	w5_d222e20993
ist,	w7_d222e20996
daß	w9_d222e20999
diejenigen,	w11_d222e21002
so	w13_d222e21006
dergleichen	w15_d222e21009
besondere	w17_d222e21012
Professo-	w19_d222e21015
res	w1_d222e21020
oder	w3_d222e21023
Meister	w5_d222e21026
kommen	w7_d222e21029
lassen	w9_d222e21032
wollen,	w11_d222e21035
dieselbe	w13_d222e21039
von	w15_d222e21042
ihren	w17_d222e21045
eigenen	w19_d222e21048
Mitteln	w1_d222e21053
zu	w3_d222e21056
bezahlen,	w5_d222e21059
und	w7_d222e21062
nur	w9_d222e21065
solche	w11_d222e21068
Personen	w13_d222e21072
zu	w15_d222e21075
erwählen	w17_d222e21078
haben,	w19_d222e21081
welche	w1_d222e21086
von	w3_d222e21089
dem	w5_d222e21092
Hrn.	w7_d222e21095
General=feld=marschall=leutenant	w9_d222e21098
Frey=herrn	w11_d222e21101
von	w13_d222e21105
Kleinholtt	w1_d222e21111
darzu	w3_d222e21114
begenehmiget	w5_d222e21117
worden	w7_d222e21120
seynd.	w9_d222e21123
Eben	w11_d222e21126
also	w13_d222e21130
ist	w15_d222e21133
es	w17_d222e21136
auch	w19_d222e21139
mit	w1_d222e21144
denen	w3_d222e21147
beschaffen,	w5_d222e21150
welche	w7_d222e21153
die	w9_d222e21156
Reit=schul	w11_d222e21159
werden	w13_d222e21163
besuchen	w15_d222e21166
wollen,	w17_d222e21169
das	w1_d222e21174
ist,	w3_d222e21177
sie	w5_d222e21180
werden	w7_d222e21183
auch	w9_d222e21186
dafür	w11_d222e21189
bezahlen,	w13_d222e21193
wie	w15_d222e21196
es	w17_d222e21199
in	w19_d222e21202
allen	w21_d222e21205
Academien	w23_d222e21208
pflegt	w1_d222e21213
gehalten	w3_d222e21216
zu	w5_d222e21219
werden,	w7_d222e21222
und	w9_d222e21225
sie	w11_d222e21228
können	w13_d222e21232
übrigens	w15_d222e21235
versichert	w17_d222e21238
seyn	w19_d222e21241
/	w21_d222e21244
daß	w1_d222e21250
sie	w3_d222e21253
sowol,	w5_d222e21256
was	w7_d222e21259
die	w9_d222e21262
Bereiter,	w11_d222e21265
als	w13_d222e21269
auch	w15_d222e21272
was	w17_d222e21275
die	w19_d222e21278
Pferde	w21_d222e21281
belanget,	w23_d222e21284
Der	w1_d222e21289
vollkommen	w1_d222e21294
wohl	w3_d222e21297
bedienet	w5_d222e21300
seyn	w7_d222e21303
werden.	w9_d222e21306
</p>
<head id="h2_d222e21312">
Friikel.	w1_d222e21316
</head>
<head id="h4_d222e21324">
Der	w1_d222e21328
dritte	w3_d222e21331
Prtikel.	w5_d222e21334
</head>
<p id="p6_d222e21337">
S	w1_d222e21343
befinden	w3_d222e21346
sich	w5_d222e21349
in	w7_d222e21352
der	w9_d222e21355
Academie	w11_d222e21358
eine	w13_d222e21362
hinlängliche	w15_d222e21365
Anzahl	w17_d222e21368
von	w19_d222e21371
NHof=meistern,	w1_d222e21376
welche	w3_d222e21379
von	w5_d222e21382
Jhrer	w7_d222e21385
Majestät	w9_d222e21388
darzu	w11_d222e21391
bezahlet	w13_d222e21395
wer	w15_d222e21398
den,	w1_d222e21403
daß	w3_d222e21406
sie	w5_d222e21409
für	w7_d222e21412
die	w9_d222e21415
Herren	w11_d222e21418
Cavaliers	w13_d222e21422
Sorge	w15_d222e21425
tragen,	w17_d222e21428
und	w19_d222e21431
über	w21_d222e21434
ihre	w23_d222e21437
Aufführung	w1_d222e21443
wachsam	w3_d222e21446
seyn	w5_d222e21449
müssen.	w7_d222e21452
Jedem	w9_d222e21455
Hof=meister	w11_d222e21458
ist	w13_d222e21462
auferleget	w15_d222e21465
für	w1_d222e21470
fünf	w3_d222e21473
Cavaliers	w5_d222e21476
besorgt	w7_d222e21479
zu	w9_d222e21482
seyn,	w11_d222e21485
welche	w13_d222e21489
er	w15_d222e21492
beständig	w17_d222e21495
in	w19_d222e21498
Augen	w21_d222e21501
haben	w1_d222e21506
muß,	w3_d222e21509
und	w5_d222e21512
sie	w7_d222e21515
weder	w9_d222e21518
Tag	w11_d222e21521
noch	w13_d222e21525
Nacht	w15_d222e21528
verlassen	w17_d222e21531
darf,	w19_d222e21534
indem	w21_d222e21537
die	w1_d222e21542
Zimmer	w3_d222e21545
auf	w5_d222e21548
so	w7_d222e21551
eine	w9_d222e21554
Art	w11_d222e21557
vertheilet	w13_d222e21561
seynd,	w15_d222e21564
daß	w17_d222e21567
fünf	w19_d222e21570
Cavaliers	w21_d222e21573
mit	w1_d222e21579
ihrem	w3_d222e21582
Hof=meister	w5_d222e21585
daselbst	w7_d222e21588
seyn,	w9_d222e21591
daselbst	w11_d222e21594
arbeiten,	w13_d222e21598
und	w15_d222e21601
daselbst	w17_d222e21604
sehr	w1_d222e21609
bequem	w3_d222e21612
schlaffen	w5_d222e21615
können.	w7_d222e21618
Es	w9_d222e21621
ist	w11_d222e21624
auch	w13_d222e21628
zu	w15_d222e21631
eines	w17_d222e21634
jeden	w19_d222e21637
Zimmers	w21_d222e21640
Bedienung	w1_d222e21645
ein	w3_d222e21648
Bedienter	w5_d222e21651
bestellt,	w7_d222e21654
so	w9_d222e21657
von	w11_d222e21660
der	w13_d222e21664
Academie	w15_d222e21667
aus	w17_d222e21670
bezahlet	w19_d222e21673
wird;	w1_d222e21678
welches	w3_d222e21681
jedoch	w5_d222e21684
nicht	w7_d222e21687
verhindert,	w9_d222e21690
daß	w11_d222e21693
nicht	w13_d222e21697
ein	w15_d222e21700
Cavalier,	w17_d222e21703
wann	w19_d222e21706
er	w1_d222e21712
will,	w3_d222e21715
über	w5_d222e21718
das	w7_d222e21721
zu	w9_d222e21724
seinen	w11_d222e21727
besondern	w13_d222e21731
Dienst	w15_d222e21734
seinen	w17_d222e21737
eigenen	w19_d222e21740
Bedienten	w21_d222e21743
haben	w1_d222e21748
könnte,	w3_d222e21751
welchen	w5_d222e21754
er	w7_d222e21757
aber	w9_d222e21760
auch,	w11_d222e21763
da	w13_d222e21767
die	w15_d222e21770
Academie	w17_d222e21773
nichts,	w19_d222e21776
als	w21_d222e21779
die	w23_d222e21782
Wohnung	w1_d222e21787
darzu	w3_d222e21790
hergiebt,	w5_d222e21793
wie	w7_d222e21796
billig,	w9_d222e21799
zu	w11_d222e21802
bezahlen	w13_d222e21806
hat.	w15_d222e21809
</p>
<p id="p8_d222e21812">
Gerbierte	w1_d222e21816
Prtikel.	w3_d222e21819
Je	w1_d222e21824
Bezahlung	w3_d222e21827
für	w5_d222e21830
einen	w7_d222e21833
Cavalier	w9_d222e21836
ist	w11_d222e21839
jährlich	w13_d222e21843
325.	w15_d222e21846
fl.	w17_d222e21849
dafür	w19_d222e21852
2	w1_d222e21857
demselben	w3_d222e21860
über	w5_d222e21863
den	w7_d222e21866
gemeinschaftlichen	w9_d222e21869
Hofmeister	w11_d222e21872
und	w13_d222e21876
Bedienten,	w15_d222e21879
davon	w1_d222e21885
in	w3_d222e21888
dem	w5_d222e21891
vorhergehenden	w7_d222e21894
Artikel	w9_d222e21897
Meldung	w11_d222e21900
geschehen,	w13_d222e21904
und	w15_d222e21907
über	w17_d222e21910
die	w1_d222e21915
Professores	w3_d222e21918
und	w5_d222e21921
Lehr=meister,	w7_d222e21924
deren	w9_d222e21927
in	w11_d222e21930
dem	w13_d222e21934
ersten	w15_d222e21937
Artikel	w17_d222e21940
erweh	w19_d222e21943
net	w1_d222e21948
worden,	w3_d222e21951
die	w5_d222e21954
Academie	w7_d222e21957
Holz,	w9_d222e21960
Licht,	w11_d222e21963
Tafel=zeug,	w13_d222e21967
samt	w15_d222e21970
einer	w17_d222e21973
gu	w19_d222e21976
ten	w1_d222e21981
Tafel,	w3_d222e21984
bestehend	w5_d222e21987
in	w7_d222e21990
einer	w9_d222e21993
Frühstück=suppen,	w11_d222e21996
sechs	w13_d222e22000
Speisen	w15_d222e22003
zu	w17_d222e22006
Mittag,	w1_d222e22012
und	w3_d222e22015
vier	w5_d222e22018
Speisen	w7_d222e22021
zu	w9_d222e22024
Nacht,	w11_d222e22027
nebst	w13_d222e22031
genugsamen	w15_d222e22034
Wein	w17_d222e22037
ver	w19_d222e22040
schaffet;	w1_d222e22045
mit	w3_d222e22048
dem	w5_d222e22051
übrigen	w7_d222e22054
aber,	w9_d222e22057
als	w11_d222e22060
mit	w13_d222e22064
Bett	w15_d222e22067
und	w17_d222e22070
Zugehör,	w19_d222e22073
Zimmer	w21_d222e22076
einrichtung,	w1_d222e22081
Kleidung,	w3_d222e22084
Wäsch	w5_d222e22087
und	w7_d222e22090
Wäscher=lohn,	w9_d222e22093
Papier,	w11_d222e22096
Federn,	w13_d222e22100
Din	w15_d222e22103
ren	w1_d222e22108
und	w3_d222e22111
andern	w5_d222e22114
dergleichen	w7_d222e22117
Sachen,	w9_d222e22120
muß	w11_d222e22123
sich	w13_d222e22127
ein	w15_d222e22130
jeder	w17_d222e22133
selbst	w19_d222e22136
versehen.	w21_d222e22139
</p>
<p id="p10_d222e22142">
Der	w1_d222e22146
fünfte	w3_d222e22149
rtikel.	w1_d222e22154
8Ann	w1_d222e22159
indessen	w3_d222e22162
ein	w5_d222e22165
Cavalier,	w7_d222e22168
um	w9_d222e22171
sich	w11_d222e22174
nicht	w13_d222e22178
selbst	w15_d222e22181
damit	w17_d222e22184
zu	w19_d222e22187
plagen,	w21_d222e22190
ein	w1_d222e22196
Verlangen	w3_d222e22199
trüge,	w5_d222e22202
daß	w7_d222e22205
ihn	w9_d222e22208
die	w11_d222e22211
Academie	w13_d222e22215
mit	w15_d222e22218
Wäsch,	w17_d222e22221
Klei	w19_d222e22224
dung	w1_d222e22229
und	w3_d222e22232
anderen	w5_d222e22235
oben	w7_d222e22238
berührten	w9_d222e22241
Sachen	w11_d222e22244
versehen	w13_d222e22248
sollte,	w15_d222e22251
als	w17_d222e22254
welche	w19_d222e22257
sie	w1_d222e22262
herbey	w3_d222e22265
zu	w5_d222e22268
schaffen	w7_d222e22271
nicht	w9_d222e22274
verbunden	w11_d222e22277
ist,	w13_d222e22281
so	w15_d222e22284
wird	w17_d222e22287
sie	w19_d222e22290
auch	w21_d222e22293
dieses	w23_d222e22296
gegen	w25_d222e22300
dem	w1_d222e22305
gern	w3_d222e22308
auf	w5_d222e22311
sich	w7_d222e22314
nehmen,	w9_d222e22317
daß	w11_d222e22320
über	w13_d222e22324
die	w15_d222e22327
im	w17_d222e22330
vorhergehenden	w19_d222e22333
Artikel	w21_d222e22336
zu	w1_d222e22342
bezahlen	w3_d222e22345
kommende	w5_d222e22348
325.	w7_d222e22351
fl.	w9_d222e22354
noch	w11_d222e22357
für	w13_d222e22361
alles	w15_d222e22364
dieses	w17_d222e22367
200.	w19_d222e22370
fl.	w21_d222e22373
also	w23_d222e22376
in	w25_d222e22380
allem	w1_d222e22385
jährlich	w3_d222e22388
525.	w5_d222e22391
fl.	w7_d222e22394
erleget	w9_d222e22397
werden,	w11_d222e22400
jedoch	w13_d222e22404
mit	w15_d222e22407
der	w17_d222e22410
Bedingung,	w19_d222e22413
daß	w21_d222e22416
ein	w1_d222e22421
jeder	w3_d222e22424
Cavalier	w5_d222e22427
bey	w7_d222e22430
seinem	w9_d222e22433
Eintritt	w11_d222e22436
in	w13_d222e22440
die	w15_d222e22443
Academie	w17_d222e22446
mit	w19_d222e22449
Wäsch	w21_d222e22452
und	w1_d222e22457
Kleidung	w3_d222e22460
genugsam,	w5_d222e22463
und	w7_d222e22466
seinem	w9_d222e22469
Stand	w11_d222e22472
gemäß	w13_d222e22476
versehen	w15_d222e22479
sey.	w17_d222e22482
</p>
<p id="p14_d222e22488">
ersechste	w1_d222e22492
Frtikel.	w1_d222e22497
EOfern	w1_d222e22502
ein	w3_d222e22505
Cavalier	w5_d222e22508
mit	w7_d222e22511
seinem	w9_d222e22514
Hofmeister	w11_d222e22517
und	w13_d222e22521
besondern	w15_d222e22524
Be	w17_d222e22527
dienten	w1_d222e22533
in	w3_d222e22536
die	w5_d222e22539
Academie	w7_d222e22542
wird	w9_d222e22545
eintreten	w11_d222e22548
wollen,	w13_d222e22552
so	w15_d222e22555
wird	w17_d222e22558
er	w19_d222e22561
daselbst	w1_d222e22566
eingenommen	w3_d222e22569
werden;	w5_d222e22572
wann	w7_d222e22575
er	w9_d222e22578
jährlich	w11_d222e22581
für	w13_d222e22585
sich	w15_d222e22588
und	w17_d222e22591
seinen	w19_d222e22594
Hofmeister	w1_d222e22599
450.	w3_d222e22602
fl.	w5_d222e22605
zahlet,	w7_d222e22608
wofür	w9_d222e22611
man	w11_d222e22614
allen	w13_d222e22618
beyden	w15_d222e22621
Holz,	w17_d222e22624
Licht,	w19_d222e22627
Tafel,	w1_d222e22632
samt	w3_d222e22635
Tafel=zeug	w5_d222e22638
und	w7_d222e22641
Wein,	w9_d222e22644
wie	w11_d222e22647
den	w13_d222e22651
andern	w15_d222e22654
verschaffen	w17_d222e22657
wird,	w1_d222e22663
und	w3_d222e22666
der	w5_d222e22669
Cavalier	w7_d222e22672
wird,	w9_d222e22675
wann	w11_d222e22678
er	w13_d222e22682
will,	w15_d222e22685
alle	w17_d222e22688
in	w19_d222e22691
dem	w21_d222e22694
ersten	w23_d222e22697
Ar	w25_d222e22701
tikel	w1_d222e22706
berührte	w3_d222e22709
Uebungen	w5_d222e22712
besuchen	w7_d222e22715
können.	w9_d222e22718
Er	w1_d222e22723
wird	w3_d222e22726
über	w5_d222e22729
dies	w7_d222e22732
ein	w9_d222e22735
sauberes	w1_d222e22740
und	w3_d222e22743
bequemes	w5_d222e22746
Zimmer	w7_d222e22749
für	w9_d222e22752
sich	w11_d222e22755
und	w13_d222e22759
seinen	w15_d222e22762
Hofmeister,	w17_d222e22765
nebst	w19_d222e22768
einer	w1_d222e22774
nahe	w3_d222e22777
dabey	w5_d222e22780
für	w7_d222e22783
seinen	w9_d222e22786
Bedienten	w11_d222e22789
befindlichen	w13_d222e22793
Gelegenheit	w15_d222e22796
haben.	w17_d222e22799
Es	w1_d222e22804
wird	w3_d222e22807
ihm	w5_d222e22810
aber	w7_d222e22813
auch	w9_d222e22816
obliegen,	w11_d222e22819
seinen	w13_d222e22823
Hofmeister	w15_d222e22826
und	w17_d222e22829
Bedienten	w19_d222e22832
zu	w21_d222e22835
bezahlen,	w1_d222e22840
wie	w3_d222e22843
auch	w5_d222e22846
die	w7_d222e22849
verschiedene	w9_d222e22852
Sachen,	w11_d222e22855
welche	w13_d222e22859
die	w15_d222e22862
Academie	w17_d222e22865
nicht	w19_d222e22868
hergiebt,	w1_d222e22873
sich	w3_d222e22876
selbsten	w5_d222e22879
zu	w7_d222e22882
schaffen.	w9_d222e22885
</p>
<head id="h2_d222e22891">
Prtikel.	w1_d222e22895
erstebente	w1_d222e22900
</head>
<p id="p4_d222e22905">
sam,	w1_d222e22909
daß	w3_d222e22912
die	w5_d222e22915
jungen	w7_d222e22918
Herren	w9_d222e22921
Cavaliers	w11_d222e22924
nie	w13_d222e22928
verbotene	w15_d222e22931
Bücher	w17_d222e22934
unter	w19_d222e22937
den	w1_d222e22942
Händen	w3_d222e22945
haben,	w5_d222e22948
und	w7_d222e22951
keine	w9_d222e22954
verdächtige	w11_d222e22957
Personen,	w13_d222e22961
weder	w15_d222e22964
in	w17_d222e22967
Absicht	w19_d222e22970
auf	w1_d222e22975
die	w3_d222e22978
Religion,	w5_d222e22981
noch	w7_d222e22984
in	w9_d222e22987
Betracht	w11_d222e22990
der	w13_d222e22994
Sitten	w15_d222e22997
zu	w17_d222e23000
sehen	w19_d222e23003
bekommen.	w21_d222e23006
Endlich	w1_d222e23012
können	w3_d222e23015
die	w5_d222e23018
Eltern	w7_d222e23021
dieses	w9_d222e23024
und	w11_d222e23027
der	w13_d222e23031
andern	w15_d222e23034
Artikel	w17_d222e23037
</p>
<head id="h2_d222e23043">
De	w1_d222e23047
E	w1_d222e23052
</head>
<p id="p4_d222e23055">
DJe	w1_d222e23059
Sorgfalt	w3_d222e23062
Jhrer	w5_d222e23065
Majest.	w7_d222e23068
für	w9_d222e23071
die	w11_d222e23074
Erziehung	w13_d222e23078
des	w15_d222e23081
jungen	w17_d222e23084
Adels	w19_d222e23087
gehet	w1_d222e23092
nicht	w3_d222e23095
blos	w5_d222e23098
den	w7_d222e23101
Herren	w9_d222e23104
Cavaliers	w11_d222e23107
Mittel	w13_d222e23111
an	w15_d222e23114
die	w17_d222e23117
Hand	w19_d222e23120
zu	w1_d222e23125
geben,	w3_d222e23128
Geist	w5_d222e23131
und	w7_d222e23134
Leib	w9_d222e23137
zu	w11_d222e23140
bilden;	w13_d222e23144
Allerhöchst=Dero	w15_d222e23147
Aufmerkfam	w17_d222e23150
keit	w1_d222e23156
ist	w3_d222e23159
vielmehr	w5_d222e23162
hauptsächlich	w7_d222e23165
darauf	w9_d222e23168
gerichtet,	w11_d222e23171
daß	w13_d222e23175
sie	w15_d222e23178
in	w17_d222e23181
den	w19_d222e23184
Grund	w21_d222e23187
sätzen	w1_d222e23192
der	w3_d222e23195
Catholischen	w5_d222e23198
Religion	w7_d222e23201
und	w9_d222e23204
der	w11_d222e23207
Sitten=lehre	w13_d222e23211
wohl	w15_d222e23214
unterrich	w17_d222e23217
tet	w1_d222e23222
werden,	w3_d222e23225
mit	w5_d222e23228
einem	w7_d222e23231
Wort,	w9_d222e23234
daß	w11_d222e23237
sie	w13_d222e23241
Christen	w15_d222e23244
und	w17_d222e23247
Cavaliers	w19_d222e23250
in	w21_d222e23253
der	w23_d222e23256
That	w1_d222e23261
seyn	w3_d222e23264
mögen.	w5_d222e23267
Zu	w7_d222e23270
dem	w9_d222e23273
Ende	w11_d222e23276
auch	w13_d222e23280
über	w15_d222e23283
die	w17_d222e23286
Hofmeister,	w19_d222e23289
welche	w21_d222e23292
beständig	w1_d222e23298
bey	w3_d222e23301
ihnen	w5_d222e23304
seynd,	w7_d222e23307
und	w9_d222e23310
deren	w11_d222e23313
besondere	w13_d222e23317
Pflicht	w15_d222e23320
erfordert,	w17_d222e23323
ih	w19_d222e23326
nen	w1_d222e23331
dergleichen	w3_d222e23334
gute	w5_d222e23337
Gesinnungen	w7_d222e23340
einzuflössen,	w9_d222e23343
noch	w11_d222e23346
ein	w13_d222e23350
Geistlicher	w15_d222e23353
in	w17_d222e23356
ihrer	w1_d222e23361
Majestät	w3_d222e23364
gehalten	w5_d222e23367
und	w7_d222e23370
der	w1_d222e23375
Academie	w3_d222e23378
befindlich	w5_d222e23381
ist,	w7_d222e23384
welcher	w9_d222e23387
von	w11_d222e23390
J.	w13_d222e23394
bezahlet	w1_d222e23400
wird,	w3_d222e23403
daß	w5_d222e23406
er	w7_d222e23409
nicht	w9_d222e23412
nur	w11_d222e23415
die	w13_d222e23419
Kirche	w15_d222e23422
gedachter	w17_d222e23425
Academie	w19_d222e23428
als	w21_d222e23431
Administrator	w1_d222e23436
zu	w3_d222e23439
versehen,	w5_d222e23442
sondern	w7_d222e23445
auch	w9_d222e23448
die	w11_d222e23451
Christen=lehre	w13_d222e23455
und	w15_d222e23458
al	w17_d222e23461
le	w1_d222e23466
nöthige	w3_d222e23469
Unterweisungen	w5_d222e23472
zu	w7_d222e23475
halten	w9_d222e23478
habe.	w11_d222e23481
</p>
<p id="p6_d222e23484">
Ueber	w1_d222e23488
dieses	w3_d222e23491
ist	w5_d222e23494
man	w7_d222e23497
mit	w9_d222e23500
allem	w11_d222e23503
Fleiß	w13_d222e23507
besonders	w15_d222e23510
auf	w17_d222e23513
dieses	w19_d222e23516
wach	w21_d222e23519
wegen	w1_d222e23524
vollkommen	w3_d222e23527
beruhiget	w5_d222e23530
seyn,	w7_d222e23533
und	w9_d222e23536
sich	w11_d222e23539
gänzlich	w13_d222e23543
auf	w15_d222e23546
den	w17_d222e23549
Tu	w19_d222e23552
gind	w1_d222e23557
eifer	w3_d222e23560
derjenigen	w5_d222e23563
verlassen,	w7_d222e23566
welche	w9_d222e23569
zu	w11_d222e23572
Häuptern	w13_d222e23576
dieser	w15_d222e23579
Aca	w17_d222e23582
demie	w1_d222e23588
gesetzet	w3_d222e23591
seynd,	w5_d222e23594
welche	w7_d222e23597
allezeit	w9_d222e23600
ein	w11_d222e23603
wachsames	w13_d222e23607
Auge	w15_d222e23610
darauf	w17_d222e23613
ha	w19_d222e23616
ben	w1_d222e23621
werden,	w3_d222e23624
daß	w5_d222e23627
alles	w7_d222e23630
in	w9_d222e23633
Ordnung	w11_d222e23636
und	w13_d222e23640
zum	w15_d222e23643
wahren	w17_d222e23646
Nutzen	w19_d222e23649
der	w21_d222e23652
jungen	w1_d222e23657
Herren	w3_d222e23660
Cavaliers	w5_d222e23663
vollzogen	w7_d222e23666
werde.	w9_d222e23669
</p>
</doc>
