<doc id="wr_1761-07-25" attrs="word" year="1761" month="07" day="25" corpus="2">
<head id="h2_d572e3011">
Umständliche	w1_d572e3015
Verlassenschaft	w7_d572e21261
für	w9_d572e21264
noh	w11_d572e21267
tig	w1_d572e21272
befunden,	w3_d572e21275
die	w5_d572e21278
sammentliche,	w7_d572e21281
sowol	w9_d572e21284
in	w11_d572e21287
als	w13_d572e21291
ausser	w1_d572e21296
Land	w3_d572e21299
befindliche	w5_d572e21302
Johann	w7_d572e21305
Martinitzische	w9_d572e21308
Glaubigere	w1_d572e21313
zu	w3_d572e21316
Anmeld	w5_d572e21319
und	w7_d572e21322
Liquidirung	w9_d572e21325
ihrer	w11_d572e21328
an	w13_d572e21332
wiederholte	w1_d572e21338
Martinitzische	w3_d572e21341
Verlassenschaft	w5_d572e21344
zu	w7_d572e21347
stel	w9_d572e21350
len	w1_d572e21355
habender	w3_d572e21358
Sprüch	w5_d572e21361
und	w7_d572e21364
Forderungen	w9_d572e21367
gericht	w11_d572e21370
lich	w1_d572e21375
vorzuladen,	w3_d572e21378
und	w5_d572e21381
einzuberuffen;	w7_d572e21384
zu	w9_d572e21387
welchem	w11_d572e21390
Ende	w1_d572e21395
denenselben	w3_d572e21398
der	w5_d572e21401
18.	w7_d572e21404
Tag	w9_d572e21407
des	w11_d572e21410
künftigen	w13_d572e21414
Mo	w15_d572e21417
nats	w1_d572e21423
Sept.	w3_d572e21426
dies	w5_d572e21429
Jahrs	w7_d572e21432
Nachmittags	w9_d572e21435
um	w11_d572e21438
3.	w13_d572e21442
Uhr	w15_d572e21445
zur	w1_d572e21450
gewöhnlichen	w3_d572e21453
Convocations	w5_d572e21456
und	w7_d572e21459
Anmeldungs	w9_d572e21462
tagsatzung	w1_d572e21467
zu	w3_d572e21470
all	w5_d572e21473
endlicher	w7_d572e21476
Frist	w9_d572e21479
anberaumet	w11_d572e21482
wor	w13_d572e21486
den.	w1_d572e21491
Solchemnach	w3_d572e21494
werden	w5_d572e21497
alle	w7_d572e21500
und	w9_d572e21503
jede,	w11_d572e21506
welche	w13_d572e21510
Verlassen	w1_d572e21516
bey	w1_d572e21521
gedacht=Johann	w3_d572e21524
Martinitzis.	w5_d572e21527
</p>
<p id="p38_d572e21541">
schaft	w1_d572e21545
um	w3_d572e21548
rechtmäßiger	w5_d572e21551
Forderung=willen	w7_d572e21554
einige	w9_d572e21557
Spruch	w1_d572e21562
haben,	w3_d572e21565
oder	w5_d572e21568
zu	w7_d572e21571
haben	w9_d572e21574
vermeinen,	w11_d572e21577
an	w13_d572e21581
obbestimmten	w1_d572e21586
Tag	w3_d572e21589
und	w5_d572e21592
Stund	w7_d572e21595
vor	w9_d572e21598
Regierung	w11_d572e21601
in	w13_d572e21605
der	w1_d572e21611
daselbst	w3_d572e21614
zu	w5_d572e21617
solchem	w7_d572e21620
Ende	w9_d572e21623
offen	w11_d572e21626
haltenden	w13_d572e21630
Com	w15_d572e21633
mißions=stuben	w1_d572e21638
entweder	w3_d572e21641
selbst	w5_d572e21644
persönlich,	w7_d572e21647
oder	w9_d572e21650
durch	w1_d572e21655
hiezu	w3_d572e21658
genugsam	w5_d572e21661
gevollmächtigte	w7_d572e21664
Gewalt	w9_d572e21667
tragere	w1_d572e21672
also	w3_d572e21675
gewiß	w5_d572e21678
zu	w7_d572e21681
erscheinen,	w9_d572e21684
und	w11_d572e21687
ihre	w13_d572e21691
an	w15_d572e21694
solche	w1_d572e21700
Verlassenschaft	w3_d572e21703
habende	w5_d572e21706
Anforderungen	w7_d572e21709
an	w9_d572e21712
zumelden,	w1_d572e21717
auch	w3_d572e21720
rechtlich	w5_d572e21723
zu	w7_d572e21726
liquidiren	w9_d572e21729
haben,	w11_d572e21732
als	w1_d572e21737
im	w3_d572e21740
widrigen	w5_d572e21743
die	w7_d572e21746
Abhandlung	w9_d572e21749
gleichwolen	w11_d572e21752
vor	w13_d572e21756
genommen,	w1_d572e21761
und	w3_d572e21764
ungehindert	w5_d572e21767
deren	w7_d572e21770
etwa	w9_d572e21773
vorhan	w11_d572e21776
denen	w1_d572e21782
Glaubigern,	w3_d572e21785
so	w5_d572e21788
sich	w7_d572e21791
mit	w9_d572e21794
ihren	w11_d572e21797
Anforde	w13_d572e21801
rungen	w1_d572e21806
in	w3_d572e21809
bestimmter	w5_d572e21812
Zeit	w7_d572e21815
nicht	w9_d572e21818
angemeldet,	w11_d572e21821
sol	w13_d572e21825
che	w1_d572e21830
Verlassenschaft	w3_d572e21833
dem	w5_d572e21836
Eingangs	w7_d572e21839
gedachten	w9_d572e21842
Cu-	w11_d572e21845
ratori	w1_d572e21850
ad	w3_d572e21853
actum	w5_d572e21856
nomine	w7_d572e21859
der	w9_d572e21862
im	w11_d572e21865
Testament	w13_d572e21869
ein	w15_d572e21872
gesetzten	w1_d572e21878
Universal=erben	w3_d572e21881
eingeantwortet,	w5_d572e21884
auch	w7_d572e21887
ansonsten	w1_d572e21892
ex	w3_d572e21895
officio	w5_d572e21898
vorgekehret	w7_d572e21901
werden	w9_d572e21904
sollte,	w11_d572e21907
was	w1_d572e21912
Rechtens	w3_d572e21915
ist.	w5_d572e21918
Wornach	w7_d572e21921
sich	w9_d572e21924
also	w11_d572e21927
ein	w13_d572e21931
jeder	w15_d572e21934
zu	w17_d572e21937
richten	w1_d572e21942
wissen	w3_d572e21945
wird.	w5_d572e21948
</p>
<list id="l40_d572e21951">
dischen	w1_d572e21955
Buch=gewölb	w3_d572e21958
seynd	w5_d572e21961
zu	w7_d572e21964
bekommen:	w9_d572e21967
Marianischer	w1_d572e21972
Ehrenkranz,	w3_d572e21975
das	w5_d572e21978
ist,	w7_d572e21981
Andacht	w9_d572e21984
für	w1_d572e21989
alle	w3_d572e21992
Täge	w5_d572e21995
des	w7_d572e21998
Monats,	w9_d572e22001
von	w11_d572e22004
der	w13_d572e22008
glorwürdi	w15_d572e22011
gen	w1_d572e22017
Himmelfahrt	w3_d572e22020
der	w5_d572e22023
übergebenedeyten	w7_d572e22026
Himmels	w9_d572e22029
königin,	w1_d572e22034
Jungfrau	w3_d572e22037
und	w5_d572e22040
Mutter	w7_d572e22043
GOttes	w9_d572e22046
Maria;	w11_d572e22049
aus	w1_d572e22054
dem	w3_d572e22057
Lateinischen	w5_d572e22060
in	w7_d572e22063
das	w9_d572e22066
Teutsche	w11_d572e22069
übersetzet,	w13_d572e22073
mit	w1_d572e22078
beygehenden	w3_d572e22081
Tag=zeiten	w5_d572e22084
von	w7_d572e22087
der	w9_d572e22090
Unbefleckten	w11_d572e22093
Empfängnuß	w1_d572e22099
vermehret,	w3_d572e22102
das	w5_d572e22105
Stück	w7_d572e22108
in	w9_d572e22111
Leder	w11_d572e22114
ge	w13_d572e22118
bunden	w1_d572e22123
à	w3_d572e22126
17.	w5_d572e22129
kr.	w7_d572e22132
ordinari	w9_d572e22135
a	w11_d572e22138
12.	w13_d572e22142
kr.	w15_d572e22145
Christliche	w1_d572e22150
Wahrheiten	w3_d572e22153
in	w5_d572e22156
Gegenwart	w7_d572e22159
Jhro	w9_d572e22162
Kaiserl.	w1_d572e22167
Königl.	w3_d572e22170
Catholischen	w5_d572e22173
Majestäten,	w7_d572e22176
und	w9_d572e22179
dero	w1_d572e22185
Hof=staat	w3_d572e22188
in	w5_d572e22191
offentlicher	w7_d572e22194
Predig	w9_d572e22197
vorgetragen	w11_d572e22200
von	w1_d572e22205
Franc.	w3_d572e22208
Xav.	w5_d572e22211
Brean	w7_d572e22214
der	w9_d572e22217
Gesellschaft	w11_d572e22220
Esu	w13_d572e22224
Priestern;	w1_d572e22229
zwey	w3_d572e22232
Theile	w5_d572e22235
in	w7_d572e22238
4to.	w9_d572e22241
Französisch	w11_d572e22244
ge	w13_d572e22248
bunden	w1_d572e22253
à	w3_d572e22256
5.	w5_d572e22259
fl.	w7_d572e22262
Staats=betrachtung	w1_d572e22268
über	w3_d572e22271
gegenwärtigen	w5_d572e22274
Preus	w7_d572e22277
sischen	w1_d572e22282
Krieg	w3_d572e22285
in	w5_d572e22288
Teutschland,	w7_d572e22291
in	w9_d572e22294
wie	w11_d572e22297
fern	w13_d572e22301
solcher	w15_d572e22304
das	w1_d572e22309
allgen	w3_d572e22312
eine	w5_d572e22315
Europäische,	w7_d572e22318
vornämlich	w9_d572e22321
aber	w11_d572e22324
das	w13_d572e22328
besondere	w1_d572e22333
Teutsche	w3_d572e22336
Jnteresse	w5_d572e22339
betrift,	w7_d572e22342
mit	w9_d572e22345
unter	w11_d572e22348
mischten	w1_d572e22354
Völker	w3_d572e22357
rechtlichen	w5_d572e22360
Bemerkungen,	w7_d572e22363
à	w9_d572e22366
36.	w11_d572e22369
kr.	w13_d572e22373
Philothea,	w1_d572e22378
oder	w3_d572e22381
Einleitung	w5_d572e22384
zum	w7_d572e22387
andächtigen	w9_d572e22390
Leben;	w1_d572e22395
beschrieben	w3_d572e22398
vom	w5_d572e22401
Heil.	w7_d572e22404
Francisco	w9_d572e22407
von	w11_d572e22410
Sa	w13_d572e22414
les,	w1_d572e22419
in	w3_d572e22422
Französischen	w5_d572e22425
Einbund	w7_d572e22428
à	w9_d572e22431
1.	w11_d572e22434
fl.	w13_d572e22438
8.	w15_d572e22441
kr.	w17_d572e22444
Geist	w1_d572e22450
des	w3_d572e22453
Heil.	w5_d572e22456
Francisci	w7_d572e22459
Salesii,	w9_d572e22462
zu	w11_d572e22465
nützli	w13_d572e22469
cher	w1_d572e22474
Unterweisung	w3_d572e22477
aller	w5_d572e22480
Gatung	w7_d572e22483
von	w9_d572e22486
Personen	w11_d572e22489
herausgegeben;	w1_d572e22494
neue	w3_d572e22497
in	w5_d572e22500
zwey	w7_d572e22503
bequeme	w9_d572e22506
Octav	w11_d572e22509
bände	w1_d572e22514
eingetheilte	w3_d572e22517
Auflage,	w5_d572e22520
in	w7_d572e22523
Französischen	w9_d572e22526
Ein	w11_d572e22529
band	w1_d572e22535
à	w3_d572e22538
1.	w5_d572e22541
fl.	w7_d572e22544
42.	w9_d572e22547
kr.	w11_d572e22550
Bewehrtes	w1_d572e22555
Koch=buch,	w3_d572e22558
in	w5_d572e22561
sechs	w7_d572e22564
Absätz	w9_d572e22567
verthei	w11_d572e22570
let;	w1_d572e22575
wegen	w3_d572e22578
gnter	w5_d572e22581
und	w7_d572e22584
sicher	w9_d572e22587
gestellten	w11_d572e22590
Eintheilung	w13_d572e22594
dienet	w1_d572e22599
jedermann,	w3_d572e22602
besonders	w5_d572e22605
der	w7_d572e22608
in	w9_d572e22611
der	w11_d572e22614
Kocherey	w13_d572e22618
sich	w1_d572e22624
übenden	w3_d572e22627
Jugend,	w5_d572e22630
in	w7_d572e22633
Französischen	w9_d572e22636
Einbund	w11_d572e22639
à	w1_d572e22644
1.	w3_d572e22647
fl.	w5_d572e22650
8.	w7_d572e22653
kr.	w9_d572e22656
</list>
<list id="l42_d572e22660">
Auf	w1_d572e22664
dem	w3_d572e22667
Dominicaner=platz	w5_d572e22670
in	w7_d572e22673
dem	w9_d572e22676
Kaliwo	w11_d572e22679
</list>
<p id="p44_d572e22683">
Nachdeme	w1_d572e22687
die	w3_d572e22690
auf	w5_d572e22693
den	w7_d572e22696
24.	w9_d572e22699
dies	w11_d572e22702
zu	w13_d572e22706
gemeiner	w15_d572e22709
Stadt	w1_d572e22714
Wien	w3_d572e22717
Grund=buch	w5_d572e22720
angeordnete	w7_d572e22723
Licitations	w9_d572e22726
tagsatzung	w1_d572e22731
des	w3_d572e22734
Weinbergischen	w5_d572e22737
Hauses	w7_d572e22740
und	w9_d572e22743
Gar	w11_d572e22746
ten	w1_d572e22752
in	w3_d572e22755
der	w5_d572e22758
Rossau,	w7_d572e22761
wegen	w9_d572e22764
selben	w11_d572e22767
Tags	w13_d572e22771
bey	w15_d572e22774
dem	w17_d572e22777
</p>
<p id="p46_d572e22780">
Löbl.	w1_d572e22784
Stadt=raht	w3_d572e22787
nicht	w5_d572e22790
gehaltener	w7_d572e22793
Rahts=seßin	w9_d572e22796
ihren	w1_d572e22801
Forkgang	w3_d572e22804
nicht	w5_d572e22807
erreichet;	w7_d572e22810
als	w9_d572e22813
wird	w11_d572e22816
anmit	w13_d572e22820
denen	w1_d572e22825
Liebhabern	w3_d572e22828
und	w5_d572e22831
allfallsigen	w7_d572e22834
Kauffern	w9_d572e22837
erin	w11_d572e22840
neret,	w1_d572e22846
daß	w3_d572e22849
diese	w5_d572e22852
Ausfeilung	w7_d572e22855
obbemeldten	w9_d572e22858
Hauses	w11_d572e22861
und	w1_d572e22866
Gartens	w3_d572e22869
bey	w5_d572e22872
nächster	w7_d572e22875
Rahts=seßion	w9_d572e22878
den	w11_d572e22881
28.	w13_d572e22885
dies,	w1_d572e22890
nämlichen	w3_d572e22893
fruh	w5_d572e22896
um	w7_d572e22899
9.	w9_d572e22902
Uhr	w11_d572e22905
unsehlbar	w13_d572e22909
vor	w15_d572e22912
genommen	w1_d572e22917
werden	w3_d572e22920
wird;	w5_d572e22923
allwo	w7_d572e22926
sich	w9_d572e22929
dann	w11_d572e22932
die	w13_d572e22936
all	w15_d572e22939
fallsige	w1_d572e22945
Liebhaber	w3_d572e22948
desselben	w5_d572e22951
zu	w7_d572e22954
bestimmter	w9_d572e22957
Stund	w11_d572e22960
einzufinden	w1_d572e22965
haben.	w3_d572e22968
</p>
<p id="p48_d572e22972">
Es	w1_d572e22976
ist	w3_d572e22979
den	w5_d572e22982
23.	w7_d572e22985
dies	w9_d572e22988
Monaats	w11_d572e22991
Julii	w13_d572e22995
ein	w15_d572e22998
De	w17_d572e23001
gen=knopf	w1_d572e23006
von	w3_d572e23009
Silber	w5_d572e23012
als	w7_d572e23015
ein	w9_d572e23018
verdächtiges	w11_d572e23021
Gut	w13_d572e23025
zu	w1_d572e23030
Gericht	w3_d572e23033
gekommen,	w5_d572e23036
weme	w7_d572e23039
demnach	w9_d572e23042
derselbe	w11_d572e23045
verloren	w1_d572e23051
gegangen,	w3_d572e23054
oder	w5_d572e23057
in	w7_d572e23060
andere	w9_d572e23063
Weege	w11_d572e23066
aus	w13_d572e23070
Handen	w1_d572e23075
gekommen,	w3_d572e23078
der	w5_d572e23081
kan	w7_d572e23084
sich	w9_d572e23087
bey	w11_d572e23090
des	w13_d572e23094
alhie	w15_d572e23097
sig=Kaiserl.	w1_d572e23102
Königl.	w3_d572e23105
Stadtgerichtsgegenhand	w5_d572e23108
ler	w1_d572e23113
am	w3_d572e23116
Hohen=markt	w5_d572e23119
im	w7_d572e23122
Brunn=haus	w9_d572e23125
anmelden.	w11_d572e23128
</p>
<p id="p50_d572e23131">
Von	w1_d572e23135
N.	w3_d572e23138
Richrer	w5_d572e23141
und	w7_d572e23144
Raht	w9_d572e23147
der	w11_d572e23150
Landes=fürstl.	w13_d572e23154
Stadt	w1_d572e23159
Korneuburg	w3_d572e23162
wegen,	w5_d572e23165
wird	w7_d572e23168
anmit	w9_d572e23171
nochma	w11_d572e23174
len	w1_d572e23179
zu	w3_d572e23182
jedermanns	w5_d572e23185
Wissenschaft	w7_d572e23188
offentlich	w9_d572e23191
angefü	w11_d572e23194
get,	w1_d572e23200
welcher	w3_d572e23203
massen	w5_d572e23206
über	w7_d572e23209
die	w9_d572e23212
unterm	w11_d572e23215
25.	w13_d572e23219
May,	w15_d572e23222
und	w1_d572e23227
27.	w3_d572e23230
Junii	w5_d572e23233
zu	w7_d572e23236
Verkauffung	w9_d572e23239
des	w11_d572e23242
in	w13_d572e23246
Verfall	w15_d572e23249
gerahtenen	w1_d572e23254
hiesig=Burgerl.	w3_d572e23257
Handels=mann	w5_d572e23260
Hrn.	w7_d572e23263
Franz	w1_d572e23268
Leopold	w3_d572e23271
Ristl,	w5_d572e23274
Behausung	w7_d572e23277
und	w9_d572e23280
Current	w11_d572e23283
handlung	w1_d572e23289
samt	w3_d572e23292
dem	w5_d572e23295
Waaren=laager	w7_d572e23298
angeordnet	w9_d572e23301
geweste	w1_d572e23306
Licitations=tagsatzungen	w3_d572e23309
eine	w5_d572e23312
weitere	w7_d572e23315
und	w9_d572e23318
dritte	w1_d572e23323
Licitation	w3_d572e23326
anzuordnen	w5_d572e23329
veranlasset	w7_d572e23332
worden	w9_d572e23335
seye;	w1_d572e23340
Wiezumalen	w3_d572e23343
nun	w5_d572e23346
hierzu	w7_d572e23349
der	w9_d572e23352
7.	w11_d572e23355
künftigen	w13_d572e23359
Monats	w1_d572e23365
Augusti	w3_d572e23368
anberaumet	w5_d572e23371
worden	w7_d572e23374
ist,	w9_d572e23377
dahero	w11_d572e23380
werden	w1_d572e23385
alle	w3_d572e23388
diejenige,	w5_d572e23391
welche	w7_d572e23394
obgedachten	w9_d572e23397
Herrn	w11_d572e23400
Ristl	w1_d572e23405
Behausung	w3_d572e23408
und	w5_d572e23411
Current=handlung,	w7_d572e23414
samt	w9_d572e23417
dem	w1_d572e23422
Waaren=laager	w3_d572e23425
käuflich	w5_d572e23428
an	w7_d572e23431
sich	w9_d572e23434
zu	w11_d572e23437
bringen	w13_d572e23441
gedenken,	w1_d572e23447
an	w3_d572e23450
vorermeldten	w5_d572e23453
7.	w7_d572e23456
Augusti	w9_d572e23459
fruh	w11_d572e23462
um	w13_d572e23466
8.	w15_d572e23469
Uhr	w1_d572e23474
auf	w3_d572e23477
allhiesig	w5_d572e23480
gemeiner	w7_d572e23483
Stadt	w9_d572e23486
Raht=haus	w11_d572e23489
entweders	w1_d572e23494
selbst	w3_d572e23497
persönlich,	w5_d572e23500
oder	w7_d572e23503
durch	w9_d572e23506
genug	w11_d572e23509
sam	w1_d572e23514
Bevollmächtigte	w3_d572e23517
zu	w5_d572e23520
erscheinen	w7_d572e23523
haben,	w9_d572e23526
wo	w11_d572e23529
so	w13_d572e23533
dann	w1_d572e23539
mit	w3_d572e23542
dem	w5_d572e23545
Meistbietenden	w7_d572e23548
der	w9_d572e23551
behörige	w11_d572e23554
Kauf	w13_d572e23558
abgeschlossen	w1_d572e23563
werden	w3_d572e23566
wird.	w5_d572e23569
</p>
<p id="p52_d572e23572">
Von	w1_d572e23576
des	w3_d572e23579
Kaiserl.	w5_d572e23582
Königl.	w7_d572e23585
Jud	w9_d572e23588
cii	w11_d572e23591
Delegati	w13_d572e23595
mixti	w1_d572e23600
in	w3_d572e23603
miliraribus	w5_d572e23606
im	w7_d572e23609
Erz=herzogtum	w9_d572e23612
Oester	w11_d572e23615
reich	w1_d572e23620
unter	w3_d572e23623
und	w5_d572e23626
ob	w7_d572e23629
der	w9_d572e23632
Ennß	w11_d572e23635
wegen,	w13_d572e23639
wird	w15_d572e23642
hie	w17_d572e23645
mit	w1_d572e23651
durch	w3_d572e23654
dieses	w5_d572e23657
offentliche	w7_d572e23660
Edict	w9_d572e23663
denen	w11_d572e23666
Obrist	w13_d572e23670
Marchese	w1_d572e23675
Viscontischen	w3_d572e23678
Herren	w5_d572e23681
Erben,	w7_d572e23684
und	w9_d572e23687
Le	w11_d572e23690
gatarien	w1_d572e23695
kund	w3_d572e23698
und	w5_d572e23701
zu	w7_d572e23704
wissen	w9_d572e23707
gemacht:	w11_d572e23710
welcher	w13_d572e23714
gestalten	w1_d572e23719
die	w3_d572e23722
Elisabeth	w5_d572e23725
von	w7_d572e23728
Lette,	w9_d572e23731
geborne	w11_d572e23734
von	w13_d572e23738
Muniotz	w1_d572e23744
wegen	w3_d572e23747
Moderirung	w5_d572e23750
deren	w7_d572e23753
aufgeloffenen	w9_d572e23756
Expensen,	w1_d572e23761
und	w3_d572e23764
derenselbe	w5_d572e23767
una	w7_d572e23770
cum	w9_d572e23773
capitali	w11_d572e23776
Ausfolg	w13_d572e23780
lassung	w1_d572e23785
wider	w3_d572e23788
dieselbe	w5_d572e23791
über	w7_d572e23794
die	w9_d572e23797
ergangene	w11_d572e23800
Erin	w13_d572e23804
nerung	w1_d572e23809
eine	w3_d572e23812
Moderirungs=tagsatzung	w5_d572e23815
auf	w7_d572e23818
den	w9_d572e23821
18.	w11_d572e23824
künftigen	w1_d572e23830
Monats	w3_d572e23833
Augusti	w5_d572e23836
fruh	w7_d572e23839
um	w9_d572e23842
9.	w11_d572e23845
Uhr	w13_d572e23849
sub	w15_d572e23852
clausula	w1_d572e23857
actuilis	w3_d572e23860
contumaciæ	w5_d572e23863
unter	w7_d572e23866
heutigen	w9_d572e23869
Dato	w11_d572e23872
erhalten	w1_d572e23877
habe,	w3_d572e23880
gleichwie	w5_d572e23883
nun	w7_d572e23886
diese	w9_d572e23889
Verordnung	w11_d572e23892
ihnen	w1_d572e23897
Obrist	w3_d572e23900
Marches	w5_d572e23903
von	w7_d572e23906
Viscontischen	w9_d572e23909
Herren	w11_d572e23912
Erben,	w1_d572e23918
und	w3_d572e23921
Legatarien	w5_d572e23924
ihres	w7_d572e23927
unwissenden	w9_d572e23930
Auf	w11_d572e23933
enthalts	w1_d572e23938
halber	w3_d572e23941
ad	w5_d572e23944
ædes	w7_d572e23947
gebräuchiger	w9_d572e23950
massen	w11_d572e23953
nicht	w13_d572e23957
zugestellet	w1_d572e23962
werden	w3_d572e23965
kan;	w5_d572e23968
als	w7_d572e23971
wird	w9_d572e23974
solche	w11_d572e23977
Verord	w13_d572e23981
nung	w1_d572e23986
denenselben	w3_d572e23989
zu	w5_d572e23992
dem	w7_d572e23995
Ende,	w9_d572e23998
damit	w11_d572e24001
sie	w13_d572e24005
an	w15_d572e24008
</p>
<p id="p58_d572e24021">
bbbesagten	w1_d572e24025
Tag	w3_d572e24028
und	w5_d572e24031
Stund	w7_d572e24034
bey	w9_d572e24037
dieses	w11_d572e24040
Kaiserl.	w13_d572e24044
Königl.	w1_d572e24049
Judicii	w3_d572e24052
Delegati	w5_d572e24055
mixti	w7_d572e24058
in	w9_d572e24061
militaribus	w11_d572e24064
Canz	w13_d572e24068
ley	w1_d572e24073
also	w3_d572e24076
gewiß	w5_d572e24079
zu	w7_d572e24082
erscheinen	w9_d572e24085
wissen	w11_d572e24088
mögen,	w13_d572e24092
wie	w15_d572e24095
im	w17_d572e24098
widrigen	w1_d572e24104
aus	w3_d572e24107
Ausbleiben	w5_d572e24110
mehr	w7_d572e24113
gedachte	w9_d572e24116
Expensen	w11_d572e24119
ex	w1_d572e24124
officio	w3_d572e24127
moderiret,	w5_d572e24130
und	w7_d572e24133
in	w9_d572e24136
derenselben	w11_d572e24139
Aus	w13_d572e24143
folglassung	w1_d572e24148
una	w3_d572e24151
cum	w5_d572e24154
capitali	w7_d572e24157
gewilliget,	w9_d572e24160
werden	w11_d572e24163
solle,	w1_d572e24168
zufolge	w3_d572e24171
der	w5_d572e24174
ergangenen	w7_d572e24177
Auflage	w9_d572e24180
hiemit	w11_d572e24183
per	w13_d572e24187
Edictum	w1_d572e24193
ad	w3_d572e24196
valvas	w5_d572e24199
intimiret.	w7_d572e24202
</p>
<p id="p60_d572e24206">
Wir	w1_d572e24210
N.	w3_d572e24213
Rector	w5_d572e24216
und	w7_d572e24219
Consistorium	w9_d572e24222
der	w11_d572e24225
uralt	w13_d572e24229
und	w15_d572e24232
weit=berühmten	w1_d572e24237
Universität	w3_d572e24240
alhier,	w5_d572e24243
geben	w7_d572e24246
hiemit	w9_d572e24249
jedermänniglich	w1_d572e24254
zu	w3_d572e24257
vernehmen,	w5_d572e24260
welchergestalten	w7_d572e24263
wir	w1_d572e24269
über	w3_d572e24272
das	w5_d572e24275
unterm	w7_d572e24278
3.	w9_d572e24281
dies	w11_d572e24284
Monats	w13_d572e24288
erfolgte	w15_d572e24291
Ab	w17_d572e24294
sterben	w1_d572e24299
Hrn.	w3_d572e24302
Andre	w5_d572e24305
Gottfried	w7_d572e24308
Platischa	w9_d572e24311
J.	w11_d572e24314
U.	w13_d572e24318
D.	w15_d572e24321
Hof	w1_d572e24326
und	w3_d572e24329
Gerichts=advocatens	w5_d572e24332
seel.	w7_d572e24335
vorpflegender	w9_d572e24338
dessen	w1_d572e24343
Verlassenschafts=abhandlung	w3_d572e24346
und	w5_d572e24349
Richtig	w7_d572e24352
stellung	w1_d572e24358
des	w3_d572e24361
eigentlichen	w5_d572e24364
Verlassenschafts=stands,	w7_d572e24367
sohin	w1_d572e24372
zu	w3_d572e24375
vorlauffiger	w5_d572e24378
Ausfindigmachung	w7_d572e24381
deren	w9_d572e24384
etwann	w1_d572e24389
vorhandenen	w3_d572e24392
Passivorum,	w5_d572e24395
alle	w7_d572e24398
und	w9_d572e24401
jede,	w11_d572e24404
welche	w1_d572e24409
an	w3_d572e24412
bemeldete	w5_d572e24415
Verlassenschaft	w7_d572e24418
ritulo	w9_d572e24421
credi-	w11_d572e24424
ti,	w1_d572e24430
aut	w3_d572e24433
alio	w5_d572e24436
quorunque	w7_d572e24439
etwas	w9_d572e24442
zu	w11_d572e24445
prätendiren	w13_d572e24449
ver	w15_d572e24452
meinen,	w1_d572e24457
mittels	w3_d572e24460
Affigirung	w5_d572e24463
deren	w7_d572e24466
in	w9_d572e24469
solchen	w11_d572e24472
Fäl	w13_d572e24476
len	w1_d572e24481
gewöhnlichen	w3_d572e24484
Convocations=edicten	w5_d572e24487
gerichtl.	w7_d572e24490
fürzuladen,	w1_d572e24495
dann	w3_d572e24498
derowillen	w5_d572e24501
den	w7_d572e24504
17.	w9_d572e24507
nächst	w11_d572e24510
künfti	w13_d572e24514
gen	w1_d572e24520
Monats	w3_d572e24523
Septemb.	w5_d572e24526
dies	w7_d572e24529
Jahrs	w9_d572e24532
zur	w11_d572e24535
Anmel	w13_d572e24539
dungs=tagsatzung	w1_d572e24544
bestimmet,	w3_d572e24547
untereistens	w5_d572e24550
auch	w7_d572e24553
auf	w9_d572e24556
Anlangen	w1_d572e24561
deren	w3_d572e24564
in	w5_d572e24567
dem	w7_d572e24570
diesfalls	w9_d572e24573
errichteten	w11_d572e24576
Te	w13_d572e24580
stament	w1_d572e24585
eingesetzten	w3_d572e24588
Hrn.	w5_d572e24591
Universal=erben,	w7_d572e24594
die	w9_d572e24597
Ausfertigung	w1_d572e24603
sothaner	w3_d572e24606
Convocations=edjcten,	w5_d572e24609
und	w7_d572e24612
zwar	w1_d572e24617
sub	w3_d572e24620
clausula	w5_d572e24623
præclusi	w7_d572e24626
&	w9_d572e24629
perpetui	w11_d572e24632
filentii	w13_d572e24636
verordnet:	w1_d572e24641
</p>
<p id="p62_d572e24644">
Solchemnach	w1_d572e24648
wird	w3_d572e24651
anmit	w5_d572e24654
allen	w7_d572e24657
und	w9_d572e24660
jeden,	w11_d572e24663
die	w13_d572e24667
an	w1_d572e24672
des	w3_d572e24675
vorbemeldeten	w5_d572e24678
weil.	w7_d572e24681
Hrn.	w9_d572e24684
Andre	w11_d572e24687
Gottfrid	w13_d572e24691
Platischa,	w1_d572e24696
J.	w3_d572e24699
U.	w5_d572e24702
D.	w7_d572e24705
Hof	w9_d572e24708
und	w11_d572e24711
Gerichts=advocatens	w13_d572e24715
seel.	w1_d572e24721
Verlassenschaft	w3_d572e24724
quocunque	w5_d572e24727
demum	w7_d572e24730
titulo	w9_d572e24733
ei	w11_d572e24736
nige	w1_d572e24741
Sprüch	w3_d572e24744
und	w5_d572e24747
Anforderungen	w7_d572e24750
zu	w9_d572e24753
stellen	w11_d572e24756
ver	w13_d572e24760
meinen	w1_d572e24765
erinneret,	w3_d572e24768
daß	w5_d572e24771
selbe	w7_d572e24774
pro	w9_d572e24777
1mo,	w11_d572e24780
2do	w13_d572e24784
&	w15_d572e24787
3tio	w17_d572e24790
Termino	w1_d572e24795
den	w3_d572e24798
17.	w5_d572e24801
Septemb.	w7_d572e24804
dies	w9_d572e24807
Jahrs	w11_d572e24810
Nachmit	w13_d572e24814
tag	w1_d572e24820
um	w3_d572e24823
2.	w5_d572e24826
Uhr	w7_d572e24829
sub	w9_d572e24832
clausula	w11_d572e24835
