<doc id="wr_1759-07-07" attrs="word" year="1759" month="07" day="07" corpus="2">
<head id="h2_d363e4291">
Anrüchte	w1_d363e4295
dem	w1_d363e15956
gold.	w3_d363e15959
Hirsch.	w5_d363e15962
in	w7_d363e15965
der	w9_d363e15968
Rossau,	w11_d363e15971
alt	w13_d363e15975
5.	w15_d363e15978
J.	w17_d363e15981
Anna	w1_d363e15986
Maria	w3_d363e15989
Albrechtin,	w5_d363e15992
im	w7_d363e15995
K.	w9_d363e15998
K.	w11_d363e16001
Hof=spit.,	w13_d363e16005
74.	w15_d363e16008
J.	w17_d363e16011
</list>
<head id="h2_d363e16018">
Summa	w1_d363e16022
10.	w3_d363e16025
Person.	w5_d363e16028
/	w7_d363e16031
darunter	w9_d363e16034
1.	w11_d363e16037
Kinde	w13_d363e16041
</head>
<p id="p4_d363e16044">
Den	w1_d363e16048
16.	w3_d363e16051
laufenden	w5_d363e16054
Monats	w7_d363e16057
Zuli	w9_d363e16060
a	w11_d363e16063
gende	w1_d363e16068
Täge,	w3_d363e16071
Vormittag	w5_d363e16074
von	w7_d363e16077
9.	w9_d363e16080
bis	w11_d363e16083
12.,	w13_d363e16087
dann	w15_d363e16090
Nachmittag	w1_d363e16095
von	w3_d363e16098
3.	w5_d363e16101
bis	w7_d363e16104
6.	w9_d363e16107
Uhr,	w11_d363e16110
werden	w13_d363e16114
in	w15_d363e16117
Leb	w17_d363e16120
zelterischen	w1_d363e16126
Haus	w3_d363e16129
bey	w5_d363e16132
der	w7_d363e16135
goldenen	w9_d363e16138
Sohn	w11_d363e16141
auf	w13_d363e16145
dem	w1_d363e16150
Kohlmarkt	w3_d363e16153
im	w5_d363e16156
ersten	w7_d363e16159
Stock	w9_d363e16162
verschiedene	w11_d363e16165
Ver	w13_d363e16169
lassenschafts=effecten,	w1_d363e16174
als	w3_d363e16177
Silber,	w5_d363e16180
Spiegel,	w7_d363e16183
Kä	w9_d363e16186
sten,	w1_d363e16191
Sessel,	w3_d363e16194
Bilder,	w5_d363e16197
broschirte	w7_d363e16200
und	w9_d363e16203
glatte	w11_d363e16206
Frauen	w13_d363e16210
kleider,	w1_d363e16216
wie	w3_d363e16219
auch	w5_d363e16222
gespitzte	w7_d363e16225
Hauben,	w9_d363e16228
weisse	w11_d363e16231
Frauen	w13_d363e16235
wäsch,	w1_d363e16240
Tisch=zeug,	w3_d363e16243
Zinn,	w5_d363e16246
und	w7_d363e16249
verschiedene	w9_d363e16252
Ge	w11_d363e16255
rätschaften,	w1_d363e16260
dem	w3_d363e16263
Meist=bietenden	w5_d363e16266
plus	w7_d363e16269
offerenti	w9_d363e16272
verkauffet	w1_d363e16277
werden.	w3_d363e16280
</p>
<p id="p6_d363e16283">
Den	w1_d363e16287
11.	w3_d363e16290
lauffenden	w5_d363e16293
Monats	w7_d363e16296
Julii	w9_d363e16299
und	w11_d363e16302
folgende	w13_d363e16306
Täge,	w1_d363e16311
Vormittag	w3_d363e16314
von	w5_d363e16317
9.	w7_d363e16320
bis	w9_d363e16323
12.,	w11_d363e16326
dann	w13_d363e16330
Nach	w15_d363e16333
mittag	w1_d363e16338
von	w3_d363e16341
3.	w5_d363e16344
bis	w7_d363e16347
6.	w9_d363e16350
Uhr,	w11_d363e16353
werden	w13_d363e16357
in	w15_d363e16360
der	w17_d363e16363
Roßau	w19_d363e16366
bey	w1_d363e16372
dem	w3_d363e16375
goldenen	w5_d363e16378
Engel,	w7_d363e16381
im	w9_d363e16384
groß=mitteren	w11_d363e16387
Ge	w13_d363e16391
bäu,	w1_d363e16396
verschiedene	w3_d363e16399
Verlassenschafts=effecten,	w5_d363e16402
als	w7_d363e16405
eine	w1_d363e16410
silberne	w3_d363e16413
Uhr,	w5_d363e16416
schöne	w7_d363e16419
Manns=kleider,	w9_d363e16422
Manns	w11_d363e16425
hemder,	w1_d363e16430
Kästen,	w3_d363e16433
Tisch,	w5_d363e16436
Beht=gewand,	w7_d363e16439
Zinn,	w9_d363e16442
Kupfer,	w1_d363e16448
und	w3_d363e16451
Bilder,	w5_d363e16454
plus	w7_d363e16457
offerenti	w9_d363e16460
licitando	w11_d363e16463
verkauffet	w1_d363e16468
werden.	w3_d363e16471
</p>
<list id="l12_d363e16485">
</list>
<p id="p14_d363e16492">
Robertus	w1_d363e16496
Abbt	w3_d363e16499
des	w5_d363e16502
Löbl.	w7_d363e16505
Stifts,	w9_d363e16508
und	w11_d363e16511
Wür	w13_d363e16515
tigen	w1_d363e16520
unser	w3_d363e16523
lieben	w5_d363e16526
Frauen	w7_d363e16529
GOttes=haus	w9_d363e16532
zu	w11_d363e16535
de	w13_d363e16539
nen	w1_d363e16544
Schotten	w3_d363e16547
in	w5_d363e16550
Wien,	w7_d363e16553
und	w9_d363e16556
zu	w11_d363e16559
Thelk	w13_d363e16563
in	w15_d363e16566
Hun	w17_d363e16569
garn,	w1_d363e16575
Jhre	w3_d363e16578
Röm.	w5_d363e16581
Kaiserl.	w7_d363e16584
zu	w9_d363e16587
Hungarn	w11_d363e16590
und	w13_d363e16594
Bö	w15_d363e16597
heim	w1_d363e16602
Königl.	w3_d363e16605
Apostol.	w5_d363e16608
Majest.	w7_d363e16611
Raht,	w9_d363e16614
wie	w11_d363e16617
auch	w13_d363e16621
einer	w1_d363e16626
Löbl.	w3_d363e16629
N.	w5_d363e16632
Oe.	w7_d363e16635
Landschaft	w9_d363e16638
erwählter	w11_d363e16641
Aus	w13_d363e16645
schuß	w1_d363e16650
rc.	w3_d363e16653
fügen	w5_d363e16656
hiemit	w7_d363e16659
jedermänniglich	w9_d363e16662
zu	w11_d363e16665
ver	w13_d363e16669
nehmen:	w1_d363e16675
Es	w3_d363e16678
seye	w5_d363e16681
auf	w7_d363e16684
ferneres	w9_d363e16687
von	w11_d363e16690
dem	w13_d363e16694
consti	w15_d363e16697
tuirten	w1_d363e16702
Schendlischen	w3_d363e16705
Curatore	w5_d363e16708
ad	w7_d363e16711
lites	w9_d363e16714
wegen	w11_d363e16717
käuflicher	w1_d363e16722
Hindannlassung	w3_d363e16725
der	w5_d363e16728
Schendlischen	w7_d363e16731
Be	w9_d363e16734
hausung	w1_d363e16739
auf	w3_d363e16742
dem	w5_d363e16745
Haidenschuß	w7_d363e16748
in	w9_d363e16751
Ausfertigung	w11_d363e16754
eines	w1_d363e16760
nochmaligen	w3_d363e16763
Licitations=edicts	w5_d363e16766
untern	w7_d363e16769
9.	w9_d363e16772
Junii	w1_d363e16777
dies	w3_d363e16780
Jahrs	w5_d363e16783
abermalen	w7_d363e16786
gewilliget	w9_d363e16789
worden;	w11_d363e16792
zu	w1_d363e16797
welchem	w3_d363e16800
Ende	w5_d363e16803
dann	w7_d363e16806
auch	w9_d363e16809
hiemit	w11_d363e16812
der	w13_d363e16816
14.	w15_d363e16819
dieses	w1_d363e16824
Monats	w3_d363e16827
Julii	w5_d363e16830
Vormittag	w7_d363e16833
um	w9_d363e16836
9.	w11_d363e16839
Uhr	w13_d363e16843
für	w15_d363e16846
diesseitig=bestellte	w1_d363e16852
Hof	w3_d363e16855
und	w5_d363e16858
Grund=gericht	w7_d363e16861
zu	w9_d363e16864
erscheinen,	w1_d363e16869
zu	w3_d363e16872
dergestalt	w5_d363e16875
peremptorischglaufulir	w7_d363e16878
ten	w1_d363e16883
Tagsatzung	w3_d363e16886
bestimmet,	w5_d363e16889
und	w7_d363e16892
per	w9_d363e16895
Edictum	w11_d363e16898
ad	w13_d363e16902
Valvas	w1_d363e16907
itimiret	w3_d363e16910
wrd,	w5_d363e16913
daß	w7_d363e16916
alda	w9_d363e16919
mit	w11_d363e16922
dem	w13_d363e16926
vor	w15_d363e16929
kommend	w1_d363e16935
Meist=bietenden	w3_d363e16938
der	w5_d363e16941
Kauf	w7_d363e16944
um	w9_d363e16947
ersagte	w11_d363e16950
Behausung	w1_d363e16955
ex	w3_d363e16958
Officio	w5_d363e16961
geschlossen,	w7_d363e16964
und	w9_d363e16967
solche	w11_d363e16970
ge	w13_d363e16974
ged	w1_d363e16979
baaren	w3_d363e16982
Erlag	w5_d363e16985
des	w7_d363e16988
tractirenden	w9_d363e16991
Kaufschil	w11_d363e16994
lings	w1_d363e16999
käuflich	w3_d363e17002
überlassen	w5_d363e17005
werden	w7_d363e17008
solle,	w9_d363e17011
demnach	w11_d363e17014
alle	w1_d363e17020
diejenige,	w3_d363e17023
welche	w5_d363e17026
berührt=Schendlische	w7_d363e17029
Be	w9_d363e17032
hausung	w1_d363e17037
käuflich	w3_d363e17040
an	w5_d363e17043
sich	w7_d363e17046
zu	w9_d363e17049
bringen	w11_d363e17052
gedenken,	w13_d363e17056
an	w1_d363e17061
obbestimmten	w3_d363e17064
Tag	w5_d363e17067
und	w7_d363e17070
Stund	w9_d363e17073
zu	w11_d363e17076
erscheinen,	w13_d363e17080
und	w1_d363e17085
sich	w3_d363e17088
hiernach	w5_d363e17091
zu	w7_d363e17094
richten	w9_d363e17097
wissen	w11_d363e17100
werden.	w13_d363e17104
Actum	w15_d363e17107
Wien	w1_d363e17113
Schotten=hof	w3_d363e17116
den	w5_d363e17119
23.	w7_d363e17122
Junii	w9_d363e17125
1759.	w11_d363e17128
</p>
<p id="p16_d363e17131">
Es	w1_d363e17135
wird	w3_d363e17138
hiemit	w5_d363e17141
jedermänniglich	w7_d363e17144
kund	w9_d363e17147
und	w11_d363e17150
zu	w13_d363e17154
wissen	w1_d363e17159
gemacht,	w3_d363e17162
daß	w5_d363e17165
in	w7_d363e17168
der	w9_d363e17171
Landes=fürstlichen	w11_d363e17174
Stadt	w1_d363e17179
Baden,	w3_d363e17182
das	w5_d363e17185
burgerliche	w7_d363e17188
Traiteur=haus	w9_d363e17191
bey	w1_d363e17197
dem	w3_d363e17200
grünen	w5_d363e17203
Baum	w7_d363e17206
in	w9_d363e17209
der	w11_d363e17212
Renngassen,	w13_d363e17216
be	w15_d363e17219
stehend	w1_d363e17224
in	w3_d363e17227
15.	w5_d363e17230
Zimmern,	w7_d363e17233
einer	w9_d363e17236
Cammer,	w11_d363e17239
Keller,	w13_d363e17243
samt	w1_d363e17248
Wein=preß,	w3_d363e17251
wie	w5_d363e17254
auch	w7_d363e17257
Bestallungen,	w9_d363e17260
Wa	w1_d363e17265
gen=schupfen,	w1_d363e17271
Haus=garten	w3_d363e17274
und	w5_d363e17277
Eiß=gruben,	w7_d363e17280
dann	w9_d363e17283
darzuhörigen	w1_d363e17288
zwey	w3_d363e17291
Wein=gärten,	w5_d363e17294
dem	w7_d363e17297
darauf	w9_d363e17300
raßheirten	w1_d363e17305
Burgerlichen	w3_d363e17308
Traiteur=gewerb	w5_d363e17311
täglich	w7_d363e17314
zu	w1_d363e17319
verkauffen	w3_d363e17322
seye,	w5_d363e17325
wessentwegen	w7_d363e17328
sich	w9_d363e17331
die	w11_d363e17334
Kauffere	w13_d363e17338
bey	w1_d363e17344
dem	w3_d363e17347
Haus=inhaber	w5_d363e17350
alda	w7_d363e17353
anzumelden	w9_d363e17356
haben.	w11_d363e17359
</p>
<p id="p18_d363e17362">
Den	w1_d363e17366
12.	w3_d363e17369
Julii	w5_d363e17372
1759.	w7_d363e17375
werden	w9_d363e17378
in	w11_d363e17381
der	w13_d363e17385
Herrman	w15_d363e17388
nischen	w1_d363e17393
Behausung	w3_d363e17396
zu	w5_d363e17399
Burkersdorf	w7_d363e17402
110.	w9_d363e17405
und	w11_d363e17408
ein	w13_d363e17412
halber	w1_d363e17417
Eimer	w3_d363e17420
Wein	w5_d363e17423
von	w7_d363e17426
verschiedenen	w9_d363e17429
Gewächsen	w11_d363e17432
und	w1_d363e17438
Jahren,	w3_d363e17441
dann	w5_d363e17444
130.	w7_d363e17447
Eimer	w9_d363e17450
mit	w11_d363e17453
eisernen	w13_d363e17457
Ban	w15_d363e17460
den	w1_d363e17465
beschlagene	w3_d363e17468
leere	w5_d363e17471
Fässer	w7_d363e17474
und	w9_d363e17477
6.	w11_d363e17480
Stück	w13_d363e17484
eichene	w15_d363e17487
Gänter	w1_d363e17492
plus	w3_d363e17495
offereuti	w5_d363e17498
verkauffet	w7_d363e17501
werden.	w9_d363e17504
</p>
<p id="p20_d363e17507">
Robertus	w1_d363e17511
Abbt	w3_d363e17514
des	w5_d363e17517
Löbl.	w7_d363e17520
Stifts	w9_d363e17523
und	w11_d363e17526
würdigen	w13_d363e17530
U.	w1_d363e17535
L.	w3_d363e17538
Frauen	w5_d363e17541
GOttes=haus	w7_d363e17544
zu	w9_d363e17547
denen	w11_d363e17550
Schotten	w13_d363e17554
in	w15_d363e17557
Wien	w1_d363e17562
und	w3_d363e17565
zu	w5_d363e17568
Thelk	w7_d363e17571
in	w9_d363e17574
Hungarn,	w11_d363e17577
Jhrer	w13_d363e17581
Kaiserl.	w15_d363e17584
Königl.	w1_d363e17590
zu	w3_d363e17593
Hungarn	w5_d363e17596
und	w7_d363e17599
Böheim	w9_d363e17602
Königl.	w11_d363e17605
Apost.	w13_d363e17609
Majest.	w1_d363e17614
Raht,	w3_d363e17617
wie	w5_d363e17620
auch	w7_d363e17623
einer	w9_d363e17626
Lobl.	w11_d363e17629
N.	w13_d363e17633
Oe.	w15_d363e17636
Land	w17_d363e17639
schaft	w1_d363e17644
erwahlter	w3_d363e17647
Ausschuß,	w5_d363e17650
fügen	w7_d363e17653
hiemit	w9_d363e17656
jeder	w11_d363e17659
männiglich	w1_d363e17664
zu	w3_d363e17667
vernehmen:	w5_d363e17670
Es	w7_d363e17673
habe	w9_d363e17676
die	w11_d363e17679
Theresia	w13_d363e17683
Röglerin	w1_d363e17689
Wittib	w3_d363e17692
unterm	w5_d363e17695
13.	w7_d363e17698
Junii	w9_d363e17701
dies	w11_d363e17704
Jahrs	w13_d363e17708
schriftlich	w1_d363e17713
angebracht,	w3_d363e17716
welcher	w5_d363e17719
gestalten	w7_d363e17722
wegen	w9_d363e17725
Verkauffung	w1_d363e17730
ihres	w3_d363e17733
in	w5_d363e17736
der	w7_d363e17739
Hungar=gassen	w9_d363e17742
gelegenen	w11_d363e17745
anhero	w1_d363e17750
dienstbaren	w3_d363e17753
Hauses,	w5_d363e17756
um	w7_d363e17759
Ausfertigung	w9_d363e17762
</p>
<p id="p22_d363e17765">
deren	w1_d363e17769
Licitations=edicten	w3_d363e17772
gebetten,	w5_d363e17775
werein	w7_d363e17778
demnach	w9_d363e17781
auch	w1_d363e17786
gewilliget	w3_d363e17789
worden.	w5_d363e17792
Als	w1_d363e17797
wird	w3_d363e17800
zu	w5_d363e17803
selcher	w7_d363e17806
Ende	w1_d363e17812
der	w3_d363e17815
14.	w5_d363e17818
dieses	w7_d363e17821
Monats	w9_d363e17824
Julii	w11_d363e17827
Vormittag	w13_d363e17831
um	w1_d363e17836
9.	w3_d363e17839
Uhr	w5_d363e17842
vor	w7_d363e17845
den	w9_d363e17848
Hof=gericht	w11_d363e17851
zu	w13_d363e17855
erscheinen,	w15_d363e17858
eine	w1_d363e17863
dergestalt	w3_d363e17866
peremptorie	w5_d363e17869
claususirte	w7_d363e17872
Licitations	w9_d363e17875
tagsatzung	w1_d363e17880
bestimmet,	w3_d363e17883
und	w5_d363e17886
per	w7_d363e17889
Edictum	w9_d363e17892
a	w11_d363e17895
Vawas	w13_d363e17899
intimiret,	w1_d363e17905
daß	w3_d363e17908
alda	w5_d363e17911
mit	w7_d363e17914
dem	w9_d363e17917
vorkommend	w11_d363e17920
Meist	w13_d363e17924
bietenden	w1_d363e17929
der	w3_d363e17932
Kauf	w5_d363e17935
um	w7_d363e17938
ersagte	w9_d363e17941
Behausung	w11_d363e17944
er	w13_d363e17948
Officio	w1_d363e17953
geschlossen,	w3_d363e17956
und	w5_d363e17959
solchem	w7_d363e17962
gegen	w9_d363e17965
baaren	w11_d363e17968
E.	w13_d363e17972
laag	w1_d363e17977
des	w3_d363e17980
tractirenden	w5_d363e17983
Kauf=schillings	w7_d363e17986
überlassen	w9_d363e17989
werden	w1_d363e17995
solle;	w3_d363e17998
demnach	w5_d363e18001
all	w7_d363e18004
diejenige,	w9_d363e18007
welche	w11_d363e18010
berühn	w13_d363e18014
Röglerische	w1_d363e18019
Behausung	w3_d363e18022
käuflichen	w5_d363e18025
an	w7_d363e18028
sich	w9_d363e18031
zu	w11_d363e18034
brin	w13_d363e18038
gen	w1_d363e18043
gedenken,	w3_d363e18046
an	w5_d363e18049
obbestimmten	w7_d363e18052
Tag	w9_d363e18055
und	w11_d363e18058
Stund	w13_d363e18062
alda	w1_d363e18067
zu	w3_d363e18070
erscheinen,	w5_d363e18073
und	w7_d363e18076
sich	w9_d363e18079
hiernach	w11_d363e18082
zu	w13_d363e18086
richten	w15_d363e18089
wissen	w1_d363e18095
werden.	w3_d363e18098
Actum	w5_d363e18101
Wien	w7_d363e18104
Schottenhof	w9_d363e18107
den	w11_d363e18110
22.	w1_d363e18115
Junii	w3_d363e18118
1759.	w5_d363e18121
</p>
<p id="p24_d363e18125">
Den	w1_d363e18129
11.	w3_d363e18132
lauffenden	w5_d363e18135
Monats	w7_d363e18138
Julii	w9_d363e18141
vnd	w11_d363e18144
sol	w13_d363e18148
Vormittag	w1_d363e18153
von	w3_d363e18156
9.	w5_d363e18159
bis	w7_d363e18162
12.,	w9_d363e18165
dar	w11_d363e18168
gende	w1_d363e18173
Täge	w3_d363e18176
Nachmittag	w1_d363e18182
von	w3_d363e18185
5.	w5_d363e18188
bis	w7_d363e18191
6.	w9_d363e18194
Uhr,	w11_d363e18197
werden	w13_d363e18201
in	w15_d363e18204
dem	w17_d363e18207
Mayrischen	w1_d363e18212
Haus	w3_d363e18215
in	w5_d363e18218
der	w7_d363e18221
Anna=gassen	w9_d363e18224
im	w11_d363e18227
erst	w13_d363e18231
Stock	w1_d363e18236
verschiedene	w3_d363e18239
Verlassenschafts=effceten,	w5_d363e18242
als	w7_d363e18245
Jubellen,	w1_d363e18250
Hand=perln,	w3_d363e18253
Silber,	w5_d363e18256
Porcelast,	w7_d363e18259
Frauen=kleider,	w1_d363e18265
Wäsch,	w3_d363e18268
Mahlereyen,	w5_d363e18271
Spallter,	w7_d363e18274
Tisch,	w1_d363e18279
Sessel,	w3_d363e18282
Uhren,	w5_d363e18285
Zinn,	w7_d363e18288
Kupfer	w9_d363e18291
und	w11_d363e18294
andere	w13_d363e18298
Verlassenschafts=effecten,	w1_d363e18303
plus	w3_d363e18306
offercure	w5_d363e18309
lieitando	w7_d363e18312
verkauft	w1_d363e18317
werden.	w3_d363e18320
</p>
<p id="p26_d363e18323">
uf	w1_d363e18327
Verordnung	w3_d363e18330
einer	w5_d363e18333
Hochlöbl.	w7_d363e18336
N.	w9_d363e18339
Oc.	w11_d363e18342
Re	w13_d363e18346
gierung	w1_d363e18351
werden	w3_d363e18354
den	w5_d363e18357
11.	w7_d363e18360
dies	w9_d363e18363
lauffenden	w11_d363e18366
Mo	w13_d363e18370
Julii	w1_d363e18375
fruh	w3_d363e18378
um	w5_d363e18381
9.	w7_d363e18384
Uhr	w9_d363e18387
nachfolgende	w11_d363e18390
Pretiosa,	w13_d363e18394
als:	w1_d363e18400
ein	w3_d363e18403
kostbares	w5_d363e18406
Brillauten=kreußz,	w7_d363e18409
ein	w9_d363e18412
dero	w11_d363e18415
geschmelztes	w1_d363e18420
Ordens=kreutz	w3_d363e18423
mit	w5_d363e18426
Brillanten	w7_d363e18429
und	w9_d363e18432
Rubin,	w1_d363e18437
wie	w3_d363e18440
auch	w5_d363e18443
ein	w7_d363e18446
Paar	w9_d363e18449
Ohr	w11_d363e18452
wuckel	w13_d363e18456
von	w15_d363e18459
Rau	w17_d363e18462
ten	w1_d363e18467
bey	w3_d363e18470
Herrn	w5_d363e18473
Johann	w7_d363e18476
Joseph	w9_d363e18479
Wimer,	w11_d363e18482
im	w13_d363e18486
Ker	w15_d363e18489
ler=hof	w1_d363e18495
ruckwärts	w3_d363e18498
im	w5_d363e18501
ersten	w7_d363e18504
Stock	w9_d363e18507
gegen	w11_d363e18510
dem	w13_d363e18514
Zwor	w15_d363e18517
ferischen	w1_d363e18522
Haus	w3_d363e18525
über	w5_d363e18528
licitando	w7_d363e18531
dem	w9_d363e18534
Meistbietenden	w11_d363e18537
gegen	w1_d363e18542
barrer	w3_d363e18545
Bezahlung	w5_d363e18548
hindann	w7_d363e18551
gegeben	w9_d363e18554
werden.	w11_d363e18557
</p>
<list id="l28_d363e18560">
</list>
<p id="p30_d363e18565">
NB.	w1_d363e18569
Bey	w3_d363e18572
diesem	w5_d363e18575
eintrettenden	w7_d363e18578
3ten	w9_d363e18581
Jah	w11_d363e18584
res=quartal	w1_d363e18589
werden	w3_d363e18592
abermalen	w5_d363e18595
die	w7_d363e18598
Liro	w9_d363e18601
haber	w1_d363e18606
dieses	w3_d363e18609
Wienerischen	w5_d363e18612
Diarii,	w7_d363e18615
wie	w9_d363e18618
auch	w11_d363e18621
des	w1_d363e18627
Post=täglichen	w3_d363e18630
Frag	w5_d363e18633
und	w7_d363e18636
Kund	w9_d363e18639
schafts=bogens,	w1_d363e18644
nach	w3_d363e18647
Standes=wurden,	w5_d363e18650
um	w1_d363e18655
deren	w3_d363e18658
gewöhnliche	w5_d363e18661
vorhinemBepatl	w7_d363e18664
lung	w1_d363e18669
ersuchet.	w3_d363e18672
Und	w5_d363e18675
wann	w7_d363e18678
jemand	w9_d363e18681
das	w11_d363e18684
Diarium	w1_d363e18690
Bestallungs=weise	w3_d363e18693
nehmen	w5_d363e18696
Win,	w7_d363e18699
so	w1_d363e18704
haben	w3_d363e18707
sich	w5_d363e18710
die	w7_d363e18713
hier	w9_d363e18716
in	w11_d363e18719
Wien	w13_d363e18723
anwesen	w15_d363e18726
de	w1_d363e18731
in	w3_d363e18734
der	w5_d363e18737
diesfälligen	w7_d363e18740
Schreib=stuben	w9_d363e18743
in	w11_d363e18746
dem	w1_d363e18751
neuen	w3_d363e18754
Michaeler=haus,	w5_d363e18757
die	w7_d363e18760
aue	w9_d363e18763
wärtige	w1_d363e18769
Liebhabere	w3_d363e18772
aber	w5_d363e18775
in	w7_d363e18778
dem	w9_d363e18781
Obrist	w11_d363e18784
Post=amt	w1_d363e18789
diesfalls	w3_d363e18792
anzumelden.	w5_d363e18795
</p>
<head id="h2_d363e18845">
Weiß=wasser	w1_d363e18849
2.	w3_d363e18852
Julii.	w5_d363e18855
</head>
<p id="p4_d363e18858">
Den	w1_d363e18862
30.	w3_d363e18865
Junii	w5_d363e18868
fruh	w7_d363e18871
um	w9_d363e18874
4.	w11_d363e18877
Uhr	w13_d363e18881
kamen	w15_d363e18884
4.	w17_d363e18887
Bataillons	w1_d363e18892
Preussen	w3_d363e18895
samt	w5_d363e18898
dem	w7_d363e18901
Wer	w9_d363e18904
nerischen	w1_d363e18909
Hussaren=regiment,	w3_d363e18912
und	w5_d363e18915
einigen	w7_d363e18918
commandirten	w1_d363e18924
Küraßiers,	w3_d363e18927
und	w5_d363e18930
attaquirten	w7_d363e18933
den	w9_d363e18936
zwischen	w1_d363e18941
Reichstein	w3_d363e18944
und	w5_d363e18947
hier	w7_d363e18950
postirt=gewesten	w9_d363e18953
Obnst=leutenant	w1_d363e18958
Calineck,	w3_d363e18961
der	w5_d363e18964
200.	w7_d363e18967
Mann	w9_d363e18970
Croaten	w1_d363e18975
bey	w3_d363e18978
sich	w5_d363e18981
hatte.	w7_d363e18984
Bey	w9_d363e18987
Anruckung	w11_d363e18990
des	w1_d363e18996
Feindes	w3_d363e18999
postirte	w5_d363e19002
er	w7_d363e19005
sich	w9_d363e19008
mit	w11_d363e19011
denen	w13_d363e19015
Sei	w15_d363e19018
nigen	w1_d363e19023
in	w3_d363e19026
ein	w5_d363e19029
kleines	w7_d363e19032
Wäldel,	w9_d363e19035
ließ	w11_d363e19038
sodann	w13_d363e19042
seine	w1_d363e19047
Croaten	w3_d363e19050
rechts	w5_d363e19053
durch	w7_d363e19056
berührtes	w9_d363e19059
Wäl	w11_d363e19062
del	w1_d363e19067
sich	w3_d363e19070
schwenken.	w5_d363e19073
Sobalo	w7_d363e19076
die	w9_d363e19079
feindliche	w11_d363e19082
Tru	w13_d363e19086
pen	w1_d363e19092
hierauf	w3_d363e19095
vollends	w5_d363e19098
vorgeruckt	w7_d363e19101
waren,	w9_d363e19104
drange	w1_d363e19109
Herr	w3_d363e19112
Obrist=leutenant	w5_d363e19115
mit	w7_d363e19118
sei	w9_d363e19121
nem	w1_d363e19126
kleinem	w3_d363e19129
Corps	w5_d363e19132
mit	w7_d363e19135
dem	w9_d363e19138
Säbel	w11_d363e19141
in	w13_d363e19145
Faust	w1_d363e19150
in	w3_d363e19153
selbe,	w5_d363e19156
brachte	w7_d363e19159
die	w9_d363e19162
Feinde	w11_d363e19165
in	w13_d363e19169
die	w1_d363e19175
Unordnung,	w3_d363e19178
nahm	w5_d363e19181
ihnen	w7_d363e19184
2.	w9_d363e19187
Canonen,	w11_d363e19190
samt	w1_d363e19195
2.	w3_d363e19198
Munitions=wägen	w5_d363e19201
ab,	w7_d363e19204
und	w9_d363e19207
machte	w11_d363e19210
verschiedene	w1_d363e19215
Gefangene,	w3_d363e19218
wobey	w5_d363e19221
annebst	w7_d363e19224
viele	w9_d363e19227
Preussen	w1_d363e19232
desertirten.	w3_d363e19235
Schon	w5_d363e19238
im	w7_d363e19241
Anfang	w9_d363e19244
trat	w11_d363e19247
ten	w1_d363e19253
verschiedene	w3_d363e19256
feindliche	w5_d363e19259
Grenadiers	w7_d363e19262
zu	w9_d363e19265
dene	w11_d363e19268
Crbalen	w1_d363e19273
berüber,	w3_d363e19276
und	w5_d363e19279
halfen	w7_d363e19282
gegen	w9_d363e19285
ihre	w11_d363e19288
ge	w13_d363e19292
weste	w1_d363e19297
Cammeraden	w3_d363e19300
feuren.	w5_d363e19303
Die	w7_d363e19306
Croaten	w9_d363e19309
kehrten	w1_d363e19314
auch	w3_d363e19317
die	w5_d363e19320
eroberten	w7_d363e19323
Canonen	w9_d363e19326
um,	w11_d363e19329
und	w13_d363e19333
brannten	w1_d363e19339
selbe	w3_d363e19342
mit	w5_d363e19345
solcher	w7_d363e19348
Geschicklichkeit	w9_d363e19351
ab,	w1_d363e19356
daß	w3_d363e19359
viele	w5_d363e19362
Preussen	w7_d363e19365
zur	w9_d363e19368
Erde	w11_d363e19371
sanken.	w13_d363e19375
Die	w1_d363e19380
Feinde	w3_d363e19383
selbst	w5_d363e19386
schätzen	w7_d363e19389
ihren	w9_d363e19392
Verlust	w11_d363e19395
an	w13_d363e19399
Todten,	w1_d363e19404
Bleßirten,	w3_d363e19407
Gefangenen,	w5_d363e19410
und	w7_d363e19413
Deser	w9_d363e19416
teurs	w1_d363e19422
gegen	w3_d363e19425
600.	w5_d363e19428
Mann.	w7_d363e19431
Unserer	w9_d363e19434
Seits	w11_d363e19437
seynd	w1_d363e19442
nicht	w3_d363e19445
mehr	w5_d363e19448
als	w7_d363e19451
bey	w9_d363e19454
20.	w11_d363e19457
Mann	w13_d363e19461
theils	w15_d363e19464
todt,	w1_d363e19469
theils	w3_d363e19472
bleßirt	w5_d363e19475
worden.	w7_d363e19478
Von	w9_d363e19481
denen	w11_d363e19484
Preussen	w1_d363e19489
seynd	w3_d363e19492
bleßirt	w5_d363e19495
der	w7_d363e19498
Major	w9_d363e19501
Pret	w11_d363e19504
witz,	w1_d363e19510
zwey	w3_d363e19513
Ritt=meistere	w5_d363e19516
von	w7_d363e19519
denen	w9_d363e19522
Wer	w11_d363e19525
nerischen	w1_d363e19530
Hussaren	w3_d363e19533
(worunter	w5_d363e19536
der	w7_d363e19539
Ba	w9_d363e19542
ton	w1_d363e19547
von	w3_d363e19550
Rosenkranz)	w5_d363e19553
ingleichen	w7_d363e19556
einige	w9_d363e19559
Capitains	w1_d363e19564
und	w3_d363e19567
subalterne	w5_d363e19570
