<doc id="wr_1760-05-24" attrs="word" year="1760" month="05" day="24" corpus="2">
<head id="h2_d452e2550">
Weichsel=strom	w1_d452e2554
Tags	w5_d452e20643
etwann	w7_d452e20646
anderer	w9_d452e20649
Geschäften	w11_d452e20652
hal.	w13_d452e20656
ber	w1_d452e20661
keine	w3_d452e20664
Rahts=feßion	w5_d452e20667
gehalten	w7_d452e20670
wurde,	w9_d452e20673
den	w11_d452e20676
nächst,	w13_d452e20680
darauf	w1_d452e20686
folgenden	w3_d452e20689
Rahts=tag,	w5_d452e20692
wird	w7_d452e20695
bey	w9_d452e20698
Gemeiner	w11_d452e20701
Stadt	w1_d452e20706
Wien	w3_d452e20709
Grund=buch	w5_d452e20712
die	w7_d452e20715
Elisabeth	w9_d452e20718
Leithneri	w11_d452e20721
sche,	w1_d452e20726
auf	w3_d452e20729
der	w5_d452e20732
neuen	w7_d452e20735
Thor=bastey	w9_d452e20738
ligende,	w11_d452e20741
zur	w13_d452e20745
Flucht	w15_d452e20748
in	w1_d452e20753
Egypten	w3_d452e20756
genannte	w5_d452e20759
Behausung	w7_d452e20762
offentlich	w9_d452e20765
aus	w11_d452e20768
gefeilet,	w1_d452e20774
und	w3_d452e20777
dem	w5_d452e20780
Meist=bietenden	w7_d452e20783
licitando	w9_d452e20786
ver	w11_d452e20789
kauffet	w1_d452e20794
werden.	w3_d452e20797
</p>
<p id="p24_d452e20801">
Von	w1_d452e20805
des	w3_d452e20808
in	w5_d452e20811
Ober=hungarn	w7_d452e20814
zu	w9_d452e20817
Caschau	w11_d452e20820
aufge	w13_d452e20824
stellten	w1_d452e20829
Kaiserl.	w3_d452e20832
Königl.	w5_d452e20835
Stabs=auditoriat=amts	w7_d452e20838
wegen	w1_d452e20843
allen	w3_d452e20846
denen,	w5_d452e20849
so	w7_d452e20852
daran	w9_d452e20855
gelegen,	w11_d452e20858
hiemit	w13_d452e20862
kund	w15_d452e20865
zu	w1_d452e20871
machen,	w3_d452e20874
was	w5_d452e20877
gestalten	w7_d452e20880
diejenige	w9_d452e20883
Partheyen,	w11_d452e20886
so	w13_d452e20890
an	w1_d452e20895
des	w3_d452e20898
in	w5_d452e20901
Eperies	w7_d452e20904
verstorbenen	w9_d452e20907
Herrn	w11_d452e20910
Obristwacht	w13_d452e20914
meister	w1_d452e20919
de	w3_d452e20922
Rheja	w5_d452e20925
Verlassenschaft	w7_d452e20928
einige	w9_d452e20931
Sprüche	w11_d452e20934
oder	w1_d452e20939
Forderung	w3_d452e20942
ex	w5_d452e20945
quocunque	w7_d452e20948
demum	w9_d452e20951
capite	w11_d452e20954
zu	w13_d452e20958
machen	w1_d452e20964
vermeinen,	w3_d452e20967
auf	w5_d452e20970
den	w7_d452e20973
29.	w9_d452e20976
zukünftigen	w11_d452e20979
Mo	w13_d452e20983
nats	w1_d452e20988
Junii	w3_d452e20991
Nachmittag	w5_d452e20994
um	w7_d452e20997
2.	w9_d452e21000
Uhr	w11_d452e21003
bey	w13_d452e21007
Eingangs	w15_d452e21010
ersagten	w1_d452e21015
Amt	w3_d452e21018
pro	w5_d452e21021
1mo,	w7_d452e21024
2do	w9_d452e21027
&	w11_d452e21030
3tio	w13_d452e21034
termino	w15_d452e21037
sub	w17_d452e21040
clausula	w1_d452e21045
Contumaciæ,	w3_d452e21048
&	w5_d452e21051
perpetui	w7_d452e21054
silentii	w9_d452e21057
per	w11_d452e21060
se	w13_d452e21064
vel	w1_d452e21070
per	w3_d452e21073
Mandatarium	w5_d452e21076
sufficienter	w7_d452e21079
instructum,	w9_d452e21082
sich	w11_d452e21085
behörig	w1_d452e21090
zu	w3_d452e21093
melden,	w5_d452e21096
forthin	w7_d452e21099
ihre	w9_d452e21102
Behelfe	w11_d452e21105
in	w13_d452e21109
origina-	w15_d452e21112
libus	w1_d452e21117
beyzubringen,	w3_d452e21120
und	w5_d452e21123
rechts	w7_d452e21126
erforderlich	w9_d452e21129
zu	w11_d452e21132
liqui	w13_d452e21136
diren,	w1_d452e21141
hiemit	w3_d452e21144
vorgeladen	w5_d452e21147
werden.	w7_d452e21150
Actum	w9_d452e21153
Caschau	w11_d452e21156
den	w1_d452e21162
12.	w3_d452e21165
May	w5_d452e21168
1760.	w7_d452e21171
</p>
<p id="p26_d452e21174">
Von	w1_d452e21178
des	w3_d452e21181
in	w5_d452e21184
Ober=hungarn	w7_d452e21187
zu	w9_d452e21190
Caschau	w11_d452e21193
aufgestell	w13_d452e21197
ten	w1_d452e21202
Kaiserl.	w3_d452e21205
Königl.	w5_d452e21208
Stabs=auditoriat=amts	w7_d452e21211
wegen,	w9_d452e21214
allen	w1_d452e21219
und	w3_d452e21222
jeden,	w5_d452e21225
sonderlich	w7_d452e21228
denen	w9_d452e21231
daran	w11_d452e21234
gelegen,	w13_d452e21238
hiemit	w1_d452e21244
kund	w3_d452e21247
zu	w5_d452e21250
machen,	w7_d452e21253
was	w9_d452e21256
gestalten	w11_d452e21259
alle	w13_d452e21263
jene	w15_d452e21266
Partheyen,	w1_d452e21271
so	w3_d452e21274
an	w5_d452e21277
des	w7_d452e21280
zu	w9_d452e21283
Rosenau	w11_d452e21286
auf	w13_d452e21290
Assentirung	w15_d452e21293
gestandenen,	w1_d452e21298
daselbst	w3_d452e21301
aber	w5_d452e21304
den	w7_d452e21307
10.	w9_d452e21310
April	w11_d452e21313
jüngsthin	w13_d452e21317
mit	w1_d452e21322
Tod	w3_d452e21325
abgegangenen	w5_d452e21328
Commissariats=officiers,	w7_d452e21331
Hrn.	w1_d452e21337
Jgnatz	w3_d452e21340
Anton	w5_d452e21343
von	w7_d452e21346
Reinhold,	w9_d452e21349
seiner	w11_d452e21352
Verlassen	w13_d452e21356
schaft	w1_d452e21361
einige	w3_d452e21364
Sprüche,	w5_d452e21367
oder	w7_d452e21370
Forderung	w9_d452e21373
ex	w11_d452e21376
quocun-	w13_d452e21380
que	w1_d452e21385
demum	w3_d452e21388
capite	w5_d452e21391
zu	w7_d452e21394
machen	w9_d452e21397
vermeinen,	w11_d452e21400
auf	w13_d452e21404
den	w15_d452e21407
19.	w1_d452e21412
zukünftigen	w3_d452e21415
Monats	w5_d452e21418
Junii	w7_d452e21421
fruhe	w9_d452e21424
um	w11_d452e21427
8.	w13_d452e21431
Uhr	w15_d452e21434
bey	w1_d452e21440
Eingangs=ersagten	w3_d452e21443
Amt	w5_d452e21446
pro	w7_d452e21449
1mo,	w9_d452e21452
2do	w11_d452e21455
&	w13_d452e21459
3tis	w15_d452e21462
termino	w1_d452e21467
sub	w3_d452e21470
clausula	w5_d452e21473
Contumaciæ	w7_d452e21476
&	w9_d452e21479
perpetul	w11_d452e21482
n-	w13_d452e21486
lentii	w1_d452e21491
vel	w3_d452e21494
per	w5_d452e21497
se,	w7_d452e21500
aut	w9_d452e21503
per	w11_d452e21506
Mandatatium	w13_d452e21510
kufficien	w15_d452e21513
ter	w1_d452e21518
instructum	w3_d452e21521
sich	w5_d452e21524
zu	w7_d452e21527
melden,	w9_d452e21530
forthin	w11_d452e21533
ihre	w13_d452e21537
Behel	w15_d452e21540
fe	w1_d452e21546
in	w3_d452e21549
originalibus	w5_d452e21552
beyzubringen,	w7_d452e21555
und	w9_d452e21558
rechts	w11_d452e21561
erfor	w13_d452e21565
derlich	w1_d452e21570
zu	w3_d452e21573
liquidiren	w5_d452e21576
haben.	w7_d452e21579
Actum	w9_d452e21582
Caschau	w11_d452e21585
den	w13_d452e21589
12.	w1_d452e21594
May	w3_d452e21597
1760.	w5_d452e21600
</p>
<p id="p28_d452e21603">
Den	w1_d452e21607
29.	w3_d452e21610
May	w5_d452e21613
und	w7_d452e21616
folgende	w9_d452e21619
Täge	w11_d452e21622
seynd	w13_d452e21626
in	w15_d452e21629
dem	w17_d452e21632
Gundelischen	w1_d452e21637
Haus	w3_d452e21640
bey	w5_d452e21643
dem	w7_d452e21646
Schön=brun	w9_d452e21649
unter	w11_d452e21652
denen	w1_d452e21657
Tuchladen	w3_d452e21660
im	w5_d452e21663
2.	w7_d452e21666
Stock	w9_d452e21669
verschiedene	w11_d452e21672
Effecken,	w13_d452e21676
als	w1_d452e21682
2.	w3_d452e21685
goldene	w5_d452e21688
noch	w7_d452e21691
ungebrauchte	w9_d452e21694
Mund=bestock,	w11_d452e21697
deren	w1_d452e21702
eines	w3_d452e21705
von	w5_d452e21708
Tonner	w7_d452e21711
extra	w9_d452e21714
schön	w11_d452e21717
verschnitten,	w13_d452e21721
Geschmuck	w1_d452e21726
von	w3_d452e21729
gefast	w5_d452e21732
und	w7_d452e21735
ungefasten	w9_d452e21738
Brillianten	w11_d452e21741
und	w1_d452e21746
Rauten,	w3_d452e21749
goldene	w5_d452e21752
Uhren,	w7_d452e21755
und	w9_d452e21758
andere	w11_d452e21761
Pretiosa,	w13_d452e21765
schönes	w1_d452e21771
Silber,	w3_d452e21774
Spiegel,	w5_d452e21777
Bilder,	w7_d452e21780
Mannsklei	w9_d452e21783
der,	w1_d452e21788
Wäsch,	w3_d452e21791
eine	w5_d452e21794
grosse	w7_d452e21797
Flüg	w9_d452e21800
von	w11_d452e21803
dem	w13_d452e21807
berühm	w15_d452e21810
ten	w1_d452e21815
Meister	w3_d452e21818
Niederhauser	w5_d452e21821
de	w7_d452e21824
Anno	w9_d452e21827
1659.	w11_d452e21830
und	w13_d452e21834
an	w15_d452e21837
dere	w1_d452e21842
Einrichtung,	w3_d452e21845
wie	w5_d452e21848
auch	w7_d452e21851
Wein,	w9_d452e21854
von	w11_d452e21857
9.	w13_d452e21861
bis	w15_d452e21864
12.	w17_d452e21867
und	w1_d452e21873
Nachmittag	w3_d452e21876
von	w5_d452e21879
3.	w7_d452e21882
bis	w9_d452e21885
6.	w11_d452e21888
Uhr	w13_d452e21892
licitando	w15_d452e21895
zu	w17_d452e21898
verkauffen.	w1_d452e21903
</p>
</doc>
