<doc id="wr_1760-12-03" attrs="word" year="1760" month="12" day="03" corpus="2">
<head id="h2_d506e4041">
Journal	w1_d506e4045
figl.	w7_d506e15729
8vo	w9_d506e15732
1759.	w11_d506e15735
2.	w13_d506e15739
fl.	w15_d506e15742
</list>
<p id="p22_d506e15746">
Von	w1_d506e15750
der	w3_d506e15753
Röm.	w5_d506e15756
Kais.	w7_d506e15759
zu	w9_d506e15762
Hungarn	w11_d506e15765
und	w13_d506e15769
Böheim	w15_d506e15772
Kön.	w1_d506e15777
Majestät	w3_d506e15780
N.	w5_d506e15783
Oc.	w7_d506e15786
Regierung	w9_d506e15789
wegen,	w11_d506e15792
wird	w13_d506e15796
mit	w1_d506e15801
gegenwärtig=offenem	w3_d506e15804
Edict	w5_d506e15807
dem	w7_d506e15810
Hrn.	w9_d506e15813
Baron	w11_d506e15816
v.	w1_d506e15822
Salvay,	w3_d506e15825
und	w5_d506e15828
dem	w7_d506e15831
N.	w9_d506e15834
Rosina	w11_d506e15837
gewesten	w13_d506e15841
Wechsel	w15_d506e15844
negotianten	w1_d506e15849
allhier,	w3_d506e15852
oder	w5_d506e15855
allenfalls	w7_d506e15858
derenselben	w9_d506e15861
Erben	w1_d506e15866
und	w3_d506e15869
Ceßionarien	w5_d506e15872
kund	w7_d506e15875
und	w9_d506e15878
zu	w11_d506e15881
wissen	w13_d506e15885
gema	w15_d506e15888
chet.	w1_d506e15893
Es	w3_d506e15896
habe	w5_d506e15899
bey	w7_d506e15902
ihr	w9_d506e15905
Regierung	w11_d506e15908
der	w13_d506e15912
Doctor	w15_d506e15915
Con	w17_d506e15918
kin,	w1_d506e15924
als	w3_d506e15927
gerichtlich	w5_d506e15930
aufgestellt=Franz	w7_d506e15933
Carl	w9_d506e15936
Bußi	w11_d506e15939
scher	w1_d506e15944
Curator	w3_d506e15947
ad	w5_d506e15950
lites	w7_d506e15953
gehorsamst	w9_d506e15956
angezeiget,	w11_d506e15959
was	w13_d506e15963
gestalten	w1_d506e15968
die	w3_d506e15971
auf	w5_d506e15974
sein	w7_d506e15977
besonders	w9_d506e15980
Anlangen	w11_d506e15983
zu	w13_d506e15987
Liqui	w15_d506e15990
dirung	w1_d506e15995
deren	w3_d506e15998
die	w5_d506e16001
Franz	w7_d506e16004
Carl	w9_d506e16007
Bußische	w11_d506e16010
Massam	w13_d506e16014
an	w15_d506e16017
sprechenden	w1_d506e16023
Creditoren	w3_d506e16026
auf	w5_d506e16029
den	w7_d506e16032
6.	w9_d506e16035
jüngst	w11_d506e16038
abgewi	w13_d506e16042
chenen	w1_d506e16047
Monats	w3_d506e16050
Sept.	w5_d506e16053
anberaumt	w7_d506e16056
und	w9_d506e16059
fürgeweste	w11_d506e16062
Erforderung	w1_d506e16067
auf	w3_d506e16070
den	w5_d506e16073
14.	w7_d506e16076
Jan.	w9_d506e16079
des	w11_d506e16082
künftigen	w13_d506e16086
1761	w15_d506e16089
Jahres	w1_d506e16094
Nachmittag	w3_d506e16097
præcise	w5_d506e16100
um	w7_d506e16103
4.	w9_d506e16106
Uhr	w11_d506e16109
mit	w13_d506e16113
dem	w15_d506e16116
weiteren	w1_d506e16122
Anhang	w3_d506e16125
erstrecket	w5_d506e16128
wäre,	w7_d506e16131
daß	w9_d506e16134
immittels	w11_d506e16137
die	w1_d506e16142
sammentliche	w3_d506e16145
auf	w5_d506e16148
die	w7_d506e16151
Bußische	w9_d506e16154
Massam	w11_d506e16157
Jure	w13_d506e16161
cesso	w1_d506e16166
vorgemerkte,	w3_d506e16169
und	w5_d506e16172
von	w7_d506e16175
dem	w9_d506e16178
mittlerweile	w11_d506e16181
ab	w13_d506e16185
geleibten	w1_d506e16190
Anton	w3_d506e16193
Maria	w5_d506e16196
di	w7_d506e16199
Voglia	w9_d506e16202
nach	w11_d506e16205
Jnhalt	w13_d506e16209
des	w15_d506e16212
demselben	w1_d506e16218
ertheilten	w3_d506e16221
Mandati	w5_d506e16224
vertrettene	w7_d506e16227
Cre	w9_d506e16230
dits=partheyen,	w1_d506e16235
und	w3_d506e16238
zwar	w5_d506e16241
ein	w7_d506e16244
jedweder,	w9_d506e16247
insonder	w11_d506e16250
heit	w1_d506e16255
über	w3_d506e16258
seine	w5_d506e16261
annoch	w7_d506e16264
zu	w9_d506e16267
stellen	w11_d506e16270
habende	w13_d506e16274
Forde,	w15_d506e16277
rung	w1_d506e16282
ihme	w3_d506e16285
Bußischen	w5_d506e16288
Curatori	w7_d506e16291
ad	w9_d506e16294
lites	w11_d506e16297
eine	w13_d506e16301
in	w15_d506e16304
struirte	w1_d506e16310
Berechnung	w3_d506e16313
communiciren,	w5_d506e16316
sohin	w7_d506e16319
bey	w9_d506e16322
ob	w11_d506e16325
erwehnter	w1_d506e16330
Erforderung	w3_d506e16333
also	w5_d506e16336
gewiß	w7_d506e16339
erscheinen,	w9_d506e16342
und	w11_d506e16345
die	w1_d506e16350
stellende	w3_d506e16353
Ansprüche	w5_d506e16356
liquidiren	w7_d506e16359
solle,	w9_d506e16362
wie	w11_d506e16365
im	w13_d506e16369
widrigen	w1_d506e16374
der	w3_d506e16377
ausbleibend	w5_d506e16380
oder	w7_d506e16383
nicht	w9_d506e16386
behörigen	w11_d506e16389
Vollzug	w1_d506e16395
leistende	w3_d506e16398
Theil	w5_d506e16401
von	w7_d506e16404
dieser	w9_d506e16407
Cridæ	w11_d506e16410
Massiæ	w13_d506e16414
ausgeschlossen	w1_d506e16419
werden	w3_d506e16422
wurde,	w5_d506e16425
wobey	w7_d506e16428
weiters	w9_d506e16431
vor	w11_d506e16434
stehende	w1_d506e16439
Verordnung	w3_d506e16442
denen	w5_d506e16445
wissentlichen	w7_d506e16448
Credits	w9_d506e16451
partheyen	w1_d506e16456
ad	w3_d506e16459
ædes,,	w5_d506e16462
denen	w7_d506e16465
übrigen	w9_d506e16468
aber	w11_d506e16471
durch	w13_d506e16475
ein	w15_d506e16478
auf	w1_d506e16484
fereres	w3_d506e16487
Anlangen	w5_d506e16490
auszufertigen	w7_d506e16493
kommendes	w9_d506e16496
Valval=edict	w1_d506e16501
zu	w3_d506e16504
intimiren	w5_d506e16507
veranlasset	w7_d506e16510
worden.	w9_d506e16513
Zumalen	w1_d506e16518
nun	w3_d506e16521
ihme	w5_d506e16524
Curatori	w7_d506e16527
ad	w9_d506e16530
lites	w11_d506e16533
aus	w13_d506e16537
denen	w15_d506e16540
von	w17_d506e16543
obgedachtem	w1_d506e16548
di	w3_d506e16551
Voglia	w5_d506e16554
als	w7_d506e16557
Mandatario	w9_d506e16560
vertrette	w11_d506e16563
nen	w1_d506e16569
Bußischen	w3_d506e16572
Creditoribus	w5_d506e16575
alleinig	w7_d506e16578
der	w9_d506e16581
Aufent	w11_d506e16584
halt	w1_d506e16589
des	w3_d506e16592
Eingangs	w5_d506e16595
ernannten	w7_d506e16598
Hrn.	w9_d506e16601
Baron	w11_d506e16604
v.	w13_d506e16608
Sal	w15_d506e16611
vay,	w1_d506e16616
und	w3_d506e16619
N.	w5_d506e16622
Rosina	w7_d506e16625
unwissend	w9_d506e16628
wäre,	w11_d506e16631
und	w13_d506e16635
folgli	w15_d506e16638
chen	w1_d506e16643
respectu	w3_d506e16646
derenselben	w5_d506e16649
das	w7_d506e16652
veranlaste	w9_d506e16655
Edictum	w11_d506e16658
ad	w1_d506e16664
Valvas	w3_d506e16667
ausgefertiget	w5_d506e16670
werden	w7_d506e16673
müste,	w9_d506e16676
als	w11_d506e16679
wollte	w13_d506e16683
mehr	w1_d506e16688
berührter	w3_d506e16691
Curator	w5_d506e16694
um	w7_d506e16697
die	w9_d506e16700
in	w11_d506e16703
dessen	w13_d506e16707
Ausfer	w15_d506e16710
tigung	w1_d506e16715
benöhtigte	w3_d506e16718
Verfügung	w5_d506e16721
gehorsamst	w7_d506e16724
gebetten	w9_d506e16727
haben.	w1_d506e16732
Wann	w3_d506e16735
nun	w5_d506e16738
Regierung	w7_d506e16741
in	w9_d506e16744
dieses	w11_d506e16747
des	w13_d506e16751
Sup	w15_d506e16754
plicantens	w1_d506e16760
so	w3_d506e16763
rechtliches	w5_d506e16766
Bitten	w7_d506e16769
zu	w9_d506e16772
gewilligen	w11_d506e16775
kein	w13_d506e16779
Bedenken	w1_d506e16784
traget.	w3_d506e16787
Als	w5_d506e16790
wird	w7_d506e16793
denen	w9_d506e16796
Eingangs	w11_d506e16799
er	w13_d506e16803
wehnt=zweyen	w1_d506e16808
Franz	w3_d506e16811
Carl	w5_d506e16814
Bußischen	w7_d506e16817
Creditoren	w9_d506e16820
hiemit	w1_d506e16825
anbefohlen,	w3_d506e16828
daß	w5_d506e16831
selbe	w7_d506e16834
eine	w9_d506e16837
vollständige	w11_d506e16840
Be	w13_d506e16844
rechnung	w1_d506e16850
über	w3_d506e16853
ihre	w5_d506e16856
anforderliche,	w7_d506e16859
und	w9_d506e16862
hierauf	w11_d506e16865
em	w13_d506e16869
pfangene	w1_d506e16874
Zahlungen	w3_d506e16877
oft	w5_d506e16880
erhörten	w7_d506e16883
Curatoris	w9_d506e16886
ad	w11_d506e16889
li-	w13_d506e16893
tes	w1_d506e16898
binnen	w3_d506e16901
den	w5_d506e16904
gerichtlich	w7_d506e16907
bräuchigen	w9_d506e16910
Termino	w11_d506e16913
vor	w13_d506e16917
läuf	w1_d506e16922
</p>
<p id="p26_d506e16928">
läuffig	w1_d506e16932
communiciren,	w3_d506e16935
sohin	w5_d506e16938
an	w7_d506e16941
obbestimmten	w9_d506e16944
Tag	w11_d506e16947
und	w1_d506e16952
Stund	w3_d506e16955
in	w5_d506e16958
der	w7_d506e16961
zu	w9_d506e16964
solchem	w11_d506e16967
Ende	w13_d506e16971
offenhaltenden	w15_d506e16974
Cömmißions=stuben	w1_d506e16979
vor	w3_d506e16982
Regierung	w5_d506e16985
also	w7_d506e16988
gewiß,	w9_d506e16991
ent	w11_d506e16994
weder	w1_d506e17000
selbst	w3_d506e17003
persönlich,	w5_d506e17006
oder	w7_d506e17009
aber	w9_d506e17012
durch	w11_d506e17015
genugsam	w13_d506e17019
Bevollmächtigte	w1_d506e17024
erscheinen,	w3_d506e17027
ihre	w5_d506e17030
diesfällige	w7_d506e17033
For	w9_d506e17036
derungen	w1_d506e17041
in	w3_d506e17044
folge	w5_d506e17047
des	w7_d506e17050
ergangenen	w9_d506e17053
Cridä=abschieds	w11_d506e17056
olso	w1_d506e17061
gewiß	w3_d506e17064
liquidiren,	w5_d506e17067
wie	w7_d506e17070
im	w9_d506e17073
widrigen	w11_d506e17076
dieselbe	w13_d506e17080
nicht	w1_d506e17086
mehr	w3_d506e17089
gehöret,	w5_d506e17092
sondern	w7_d506e17095
mit	w9_d506e17098
der	w11_d506e17101
vorhandenen	w13_d506e17105
Massa	w1_d506e17110
die	w3_d506e17113
Repartition	w5_d506e17116
unter	w7_d506e17119
die	w9_d506e17122
übrige	w11_d506e17125
Eredito	w13_d506e17129
res	w1_d506e17134
gemachet,	w3_d506e17137
und	w5_d506e17140
diese	w7_d506e17143
Ganthandlung	w9_d506e17146
andurch	w11_d506e17149
ex	w13_d506e17153
officio	w1_d506e17158
abgethan	w3_d506e17161
werden	w5_d506e17164
solle.	w7_d506e17167
Wornach	w9_d506e17170
sich	w11_d506e17173
ein	w13_d506e17177
jeder	w1_d506e17183
zu	w3_d506e17186
richten,	w5_d506e17189
und	w7_d506e17192
für	w9_d506e17195
Schaden	w11_d506e17198
zu	w13_d506e17202
hütten	w15_d506e17205
wissen	w17_d506e17208
wird.	w1_d506e17213
</p>
<p id="p28_d506e17216">
Wir	w1_d506e17220
Burgermeister	w3_d506e17223
Amts=verwalter	w5_d506e17226
und	w7_d506e17229
Rah	w9_d506e17232
der	w1_d506e17237
Stadt	w3_d506e17240
Wien,	w5_d506e17243
geben	w7_d506e17246
dem	w9_d506e17249
Johann	w11_d506e17252
Strasser	w13_d506e17256
weil.	w1_d506e17261
Annä	w3_d506e17264
Mariä	w5_d506e17267
Strasserin,	w7_d506e17270
gewester	w9_d506e17273
Was	w11_d506e17276
ser=brennerin	w1_d506e17282
in	w3_d506e17285
der	w5_d506e17288
Alster=gassen	w7_d506e17291
alhier	w9_d506e17294
hinter	w11_d506e17297
lassenen	w1_d506e17302
Ehewirt	w3_d506e17305
hiemit	w5_d506e17308
zu	w7_d506e17311
vernehmen:	w9_d506e17314
Es	w11_d506e17317
habe	w13_d506e17321
erst	w1_d506e17326
berührte	w3_d506e17329
Strasserin,	w5_d506e17332
als	w7_d506e17335
dessen	w9_d506e17338
Chewirtin	w11_d506e17341
bereits	w1_d506e17346
unterm	w3_d506e17349
2.	w5_d506e17352
Octob.	w7_d506e17355
1758.	w9_d506e17358
dieses	w11_d506e17361
Zeitliche	w13_d506e17365
geseegnet,	w1_d506e17371
laut	w3_d506e17374
ihrer	w5_d506e17377
letzt=willigen	w7_d506e17380
Disposition	w9_d506e17383
de	w1_d506e17388
publicato	w3_d506e17391
6.	w5_d506e17394
prädicti	w7_d506e17397
aber	w9_d506e17400
demselben	w11_d506e17403
ein	w13_d506e17407
meh	w15_d506e17410
rers	w1_d506e17415
nicht,	w3_d506e17418
dann	w5_d506e17421
den	w7_d506e17424
Lands=brauch	w9_d506e17427
pr	w11_d506e17430
5.	w13_d506e17434
fl.	w15_d506e17437
15.	w1_d506e17442
kr.	w3_d506e17445
vermachet;	w5_d506e17448
wie	w7_d506e17451
zumalen	w9_d506e17454
aber	w11_d506e17457
an	w13_d506e17461
deme	w15_d506e17464
Anstand	w1_d506e17470
genommen	w3_d506e17473
worden,	w5_d506e17476
ob	w7_d506e17479
selber	w9_d506e17482
nicht	w11_d506e17485
etwa	w13_d506e17489
einige	w1_d506e17494
Sprüch,	w3_d506e17497
oder	w5_d506e17500
Anforderungen	w7_d506e17503
an	w9_d506e17506
besagte	w11_d506e17509
Verlassenschaft	w1_d506e17514
zu	w3_d506e17517
stellen	w5_d506e17520
habe,	w7_d506e17523
und	w9_d506e17526
dahero	w11_d506e17529
für	w13_d506e17533
nöhtig	w1_d506e17538
befunden	w3_d506e17541
worden,	w5_d506e17544
ehe	w7_d506e17547
und	w9_d506e17550
bevor	w11_d506e17553
zur	w13_d506e17557
Ab	w15_d506e17560
handlung	w1_d506e17566
geschritten	w3_d506e17569
werde,	w5_d506e17572
denselben	w7_d506e17575
hierüber	w9_d506e17578
vorläuffig	w1_d506e17583
zu	w3_d506e17586
vernehmen;	w5_d506e17589
nachdeme	w7_d506e17592
aber	w9_d506e17595
dessen	w11_d506e17598
Aufenthalt	w1_d506e17603
unbekannt	w3_d506e17606
ist.	w5_d506e17609
Als	w7_d506e17612
wird	w9_d506e17615
ihme	w11_d506e17618
Jo	w13_d506e17622
hann	w1_d506e17627
Strasser	w3_d506e17630
durch	w5_d506e17633
dieses	w7_d506e17636
offene	w9_d506e17639
Edict	w11_d506e17642
hiemit	w13_d506e17646
kund	w15_d506e17649
gemacht,	w1_d506e17655
daß	w3_d506e17658
selber	w5_d506e17661
von	w7_d506e17664
Dato	w9_d506e17667
an	w11_d506e17670
inner	w13_d506e17674
6.	w15_d506e17677
Wo	w17_d506e17680
chen	w1_d506e17685
und	w3_d506e17688
3.	w5_d506e17691
Tägen	w7_d506e17694
bey	w9_d506e17697
unser	w11_d506e17700
und	w13_d506e17704
gemeiner	w15_d506e17707
Stadt	w17_d506e17710
Pupillen=rait	w1_d506e17715
kammer	w3_d506e17718
entweder	w5_d506e17721
persönlich,	w7_d506e17724
oder	w9_d506e17727
durch	w1_d506e17732
einen	w3_d506e17735
hierzu	w5_d506e17738
genugsam	w7_d506e17741
Bevollmächtigten	w9_d506e17744
also	w1_d506e17750
gewiß	w3_d506e17753
erscheinen,	w5_d506e17756
seine	w7_d506e17759
etwa	w9_d506e17762
habende	w11_d506e17765
Sprüch	w13_d506e17769
und	w1_d506e17774
Anforderungen,	w3_d506e17777
wie	w5_d506e17780
Rechtens	w7_d506e17783
sich	w9_d506e17786
gebüh	w11_d506e17789
ret,	w1_d506e17794
liquidiren,	w3_d506e17797
wie	w5_d506e17800
im	w7_d506e17803
widrigen	w9_d506e17806
nach	w11_d506e17809
Verstrei	w13_d506e17813
chung	w1_d506e17818
sothanen	w3_d506e17821
Termins	w5_d506e17824
derselbe	w7_d506e17827
nicht	w9_d506e17830
mehr	w11_d506e17833
an	w13_d506e17837
gehöret,	w1_d506e17843
sondern	w3_d506e17846
ihme	w5_d506e17849
das	w7_d506e17852
ewige	w9_d506e17855
Stillschweigen	w11_d506e17858
auferleget	w1_d506e17863
seyn	w3_d506e17866
solle.	w5_d506e17869
</p>
<p id="p30_d506e17872">
Von	w1_d506e17876
der	w3_d506e17879
Hochgräfl.	w5_d506e17882
Rosenbergichen	w7_d506e17885
Herrschaft	w9_d506e17888
Gleiß	w1_d506e17893
wegen	w3_d506e17896
wird	w5_d506e17899
mit	w7_d506e17902
gegenwärtig=offenem	w9_d506e17905
Edict	w11_d506e17908
jedermänniglich	w1_d506e17913
sowol	w3_d506e17916
An	w5_d506e17919
als	w7_d506e17922
Abwesenden,	w9_d506e17925
deme	w11_d506e17928
daran	w1_d506e17934
gelegen,	w3_d506e17937
kund	w5_d506e17940
und	w7_d506e17943
zu	w9_d506e17946
wissen	w11_d506e17949
gemacht:	w13_d506e17953
Es	w15_d506e17956
habe	w1_d506e17961
Eingangs	w3_d506e17964
ersagte	w5_d506e17967
Herrschaft	w7_d506e17970
Gleiß	w9_d506e17973
auf	w11_d506e17976
das	w13_d506e17980
jüngsthin	w1_d506e17985
erfolgte	w3_d506e17988
Absterben	w5_d506e17991
des	w7_d506e17994
Franz	w9_d506e17997
Felix	w11_d506e18000
Rei	w13_d506e18004
chenauer,	w1_d506e18009
diesseitig=gewesten	w3_d506e18012
Unterthan,	w5_d506e18015
und	w7_d506e18018
Groß=prenn=hammer=meister	w1_d506e18024
zu	w3_d506e18027
Lunz,	w5_d506e18030
wegen	w7_d506e18033
siche	w9_d506e18036
rer	w1_d506e18041
Abhandlung	w3_d506e18044
desselben	w5_d506e18047
Verlassenschaft	w7_d506e18050
eine	w9_d506e18053
pe	w11_d506e18056
remptorisch=clausulirte	w1_d506e18061
Convocation	w3_d506e18064
und	w5_d506e18067
Liqui	w7_d506e18070
dations=tag=satzung	w1_d506e18075
auf	w3_d506e18078
den	w5_d506e18081
7ten	w7_d506e18084
Jenner	w9_d506e18087
des	w11_d506e18090
künf	w13_d506e18094
tig=1761sten	w1_d506e18100
Jahrs	w3_d506e18103
in	w5_d506e18106
der	w7_d506e18109
Herrschafts=canzley	w9_d506e18112
zu	w1_d506e18117
Gleiß	w3_d506e18120
fruhe	w5_d506e18123
um	w7_d506e18126
9.	w9_d506e18129
Uhr	w11_d506e18132
anzuraumen,	w13_d506e18136
eine	w15_d506e18139
Noht	w17_d506e18142
durft	w1_d506e18147
zu	w3_d506e18150
seyn	w5_d506e18153
befunden.	w7_d506e18156
Solchemnach	w9_d506e18159
werden	w11_d506e18162
</p>
<p id="p32_d506e18165">
all	w1_d506e18169
und	w3_d506e18172
jede,	w5_d506e18175
welche	w7_d506e18178
an	w9_d506e18181
ersagt=Franz	w11_d506e18184
Felix	w13_d506e18188
Rei	w15_d506e18191
chenauerischen	w1_d506e18196
Verlassenschaft	w3_d506e18199
einige	w5_d506e18202
Spruch	w7_d506e18205
ha	w9_d506e18208
ben,	w1_d506e18213
oder	w3_d506e18216
zu	w5_d506e18219
haben	w7_d506e18222
vermeinen,	w9_d506e18225
bey	w11_d506e18228
obig	w13_d506e18232
auf	w15_d506e18235
den	w17_d506e18238
7ten	w1_d506e18244
Jenner	w3_d506e18247
des	w5_d506e18250
künftig	w7_d506e18253
1761sten	w9_d506e18256
Jahrs	w11_d506e18259
angeord	w13_d506e18263
neten	w1_d506e18268
Tag=satzung	w3_d506e18271
sich	w5_d506e18274
also	w7_d506e18277
gewiß	w9_d506e18280
anzumelden,	w11_d506e18283
zu	w13_d506e18287
legitimiren,	w1_d506e18292
und	w3_d506e18295
untereinstens	w5_d506e18298
ihre	w7_d506e18301
Forderungen	w9_d506e18304
zu	w1_d506e18309
liquidiren,	w3_d506e18312
pro	w5_d506e18315
primo,	w7_d506e18318
secundo,	w9_d506e18321
&	w11_d506e18324
tertio	w13_d506e18328
termino	w15_d506e18331
hiemit	w1_d506e18337
dergestalten	w3_d506e18340
citiret,	w5_d506e18343
daß	w7_d506e18346
in	w9_d506e18349
nicht	w11_d506e18352
Erschei	w13_d506e18356
nungs=fall	w1_d506e18361
jedannoch	w3_d506e18364
erholte	w5_d506e18367
Verlassenschaftsab	w7_d506e18370
handlung	w1_d506e18375
geschlossen,	w3_d506e18378
und	w5_d506e18381
was	w7_d506e18384
rechtens	w9_d506e18387
ist,	w11_d506e18390
erken	w13_d506e18394
net,	w1_d506e18399
auch	w3_d506e18402
darüberhin	w5_d506e18405
niemand	w7_d506e18408
mehr	w9_d506e18411
angehöret,	w11_d506e18414
sondern	w1_d506e18420
denen	w3_d506e18423
Ausbleibenden	w5_d506e18426
das	w7_d506e18429
perperuum	w9_d506e18432
Si-	w11_d506e18435
lentium	w1_d506e18440
auferleget	w3_d506e18443
werden	w5_d506e18446
solle.	w7_d506e18449
Actum	w9_d506e18452
Herr	w11_d506e18455
schafts=canzley	w1_d506e18460
Gleiß	w3_d506e18463
den	w5_d506e18466
4.	w7_d506e18469
Novemb.	w9_d506e18472
1760.	w11_d506e18475
</p>
<p id="p34_d506e18478">
Von	w1_d506e18482
dem	w3_d506e18485
zu	w5_d506e18488
Abhandlung	w7_d506e18491
des	w9_d506e18494
unter	w11_d506e18497
der	w13_d506e18501
gräfli	w15_d506e18504
chen	w1_d506e18509
Herrschaft	w3_d506e18512
Schallaburg	w5_d506e18515
vor	w7_d506e18518
einigen	w9_d506e18521
Jahren	w11_d506e18524
ab	w1_d506e18529
intestato	w3_d506e18532
verstorbenen	w5_d506e18535
Simon	w7_d506e18538
Kainrath	w9_d506e18541
seel.	w11_d506e18544
Verlassenschaft	w1_d506e18550
von	w3_d506e18553
einer	w5_d506e18556
Hochlöbl.	w7_d506e18559
N.	w9_d506e18562
Oe.	w11_d506e18565
Re	w13_d506e18569
gierung	w1_d506e18574
aufgestellten	w3_d506e18577
Judicio	w5_d506e18580
Delegato	w7_d506e18583
wird	w9_d506e18586
durch	w11_d506e18589
gegenwärtiges	w1_d506e18594
Edict	w3_d506e18597
kund	w5_d506e18600
und	w7_d506e18603
zu	w9_d506e18606
wissen	w11_d506e18609
gemacht:	w13_d506e18613
daß	w1_d506e18618
alle	w3_d506e18621
diejenige,	w5_d506e18624
welche	w7_d506e18627
an	w9_d506e18630
des	w11_d506e18633
besagten	w13_d506e18637
Si	w15_d506e18640
mon	w1_d506e18646
Kainrath	w3_d506e18649
seel.	w5_d506e18652
Verlassenschaft	w7_d506e18655
als	w9_d506e18658
nächste	w11_d506e18661
Befreundte	w1_d506e18666
einen	w3_d506e18669
Erb=spruch	w5_d506e18672
haben,	w7_d506e18675
oder	w9_d506e18678
sonst	w11_d506e18681
andere	w1_d506e18686
Forderungen	w3_d506e18689
zu	w5_d506e18692
haben	w7_d506e18695
vermeinen,	w9_d506e18698
auf	w11_d506e18701
ben	w1_d506e18706
26.	w3_d506e18709
Jenner	w5_d506e18712
des	w7_d506e18715
nächst	w9_d506e18718
eintrettenden	w11_d506e18721
Jahrs	w13_d506e18725
1761.	w1_d506e18731
Nachmittags	w3_d506e18734
um	w5_d506e18737
2.	w7_d506e18740
Uhr	w9_d506e18743
für	w11_d506e18746
das	w13_d506e18750
Judiesum	w15_d506e18753
Delegatum	w1_d506e18758
zu	w3_d506e18761
Wien	w5_d506e18764
auf	w7_d506e18767
dem	w9_d506e18770
Kohl=markt	w11_d506e18773
bey	w13_d506e18777
der	w1_d506e18782
grossen	w3_d506e18785
Betten	w5_d506e18788
im	w7_d506e18791
anderten	w9_d506e18794
Stock	w11_d506e18797
entweder	w13_d506e18801
selbst	w1_d506e18806
persönlich,	w3_d506e18809
oder	w5_d506e18812
durch	w7_d506e18815
einen	w9_d506e18818
Gevollmächtig	w11_d506e18821
ten	w1_d506e18827
sich	w3_d506e18830
also	w5_d506e18833
gewiß	w7_d506e18836
anmelden,	w9_d506e18839
und	w11_d506e18842
ihre	w13_d506e18846
Erbs	w15_d506e18849
sprüche,	w1_d506e18854
oder	w3_d506e18857
andere	w5_d506e18860
Forderung	w7_d506e18863
liquidiren;	w9_d506e18866
wie	w11_d506e18869
im	w1_d506e18874
widrigen	w3_d506e18877
die	w5_d506e18880
gedachte	w7_d506e18883
Simon	w9_d506e18886
Kainrathische	w11_d506e18889
Verlassenschaft	w1_d506e18894
ex	w3_d506e18897
officio	w5_d506e18900
abgehandlet,	w7_d506e18903
und	w9_d506e18906
was	w11_d506e18909
sonst	w1_d506e18915
Rechtens	w3_d506e18918
ist,	w5_d506e18921
vorgekehret	w7_d506e18924
werden	w9_d506e18927
solle.	w11_d506e18930
</p>
<p id="p36_d506e18934">
Auf	w1_d506e18938
der	w3_d506e18941
hoch=Reichs=gräfl.	w5_d506e18944
Schönbornischen	w7_d506e18947
Herrschaft	w1_d506e18952
Weyerburg	w3_d506e18955
in	w5_d506e18958
V.	w7_d506e18961
U.	w9_d506e18964
M.	w11_d506e18967
B.ist	w13_d506e18971
die	w15_d506e18974
an	w17_d506e18977
dem	w1_d506e18982
Göllersbach	w3_d506e18985
nächst	w5_d506e18988
Eggendorf	w7_d506e18991
im	w9_d506e18994
langen	w11_d506e18997
Thal	w13_d506e19001
ligend	w1_d506e19007
so	w3_d506e19010
genannte	w5_d506e19013
Stein=mühl	w7_d506e19016
mit	w9_d506e19019
2.	w11_d506e19022
Mahl	w13_d506e19026
und	w15_d506e19029
einem	w1_d506e19034
Brein=gang,	w3_d506e19037
samt	w5_d506e19040
darzu	w7_d506e19043
gehörigen	w9_d506e19046
Grund	w11_d506e19049
stücken	w1_d506e19054
all=täglich	w3_d506e19057
zu	w5_d506e19060
verkauffen.	w7_d506e19063
Wer	w9_d506e19066
also	w11_d506e19069
solche	w13_d506e19073
käuflich	w1_d506e19078
an	w3_d506e19081
sich	w5_d506e19084
zu	w7_d506e19087
bringen	w9_d506e19090
gedenket,	w11_d506e19093
kan	w13_d506e19097
sich	w15_d506e19100
ent	w17_d506e19103
weders	w1_d506e19109
bey	w3_d506e19112
obiger	w5_d506e19115
Herrschaft	w7_d506e19118
Neyerburgischen	w9_d506e19121
Amts=canzley,	w1_d506e19126
oder	w3_d506e19129
aber	w5_d506e19132
bey	w7_d506e19135
dem	w9_d506e19138
Mühl=inhaber	w11_d506e19141
anmelden.	w1_d506e19146
</p>
<p id="p38_d506e19149">
Den	w1_d506e19153
15.	w3_d506e19156
Decemb.	w5_d506e19159
dies	w7_d506e19162
Jahrs	w9_d506e19165
fruhe	w11_d506e19168
um	w13_d506e19172
9.	w15_d506e19175
Uhr	w1_d506e19180
haben	w3_d506e19183
alle	w5_d506e19186
und	w7_d506e19189
jede,	w9_d506e19192
welche	w11_d506e19195
an	w13_d506e19199
des	w15_d506e19202
in	w17_d506e19205
Oeden	w19_d506e19208
burg	w1_d506e19213
in	w3_d506e19216
Hungarn	w5_d506e19219
verstorbenen	w7_d506e19222
Käiserl.	w9_d506e19225
Königl.	w11_d506e19228
Generalen	w1_d506e19234
der	w3_d506e19237
Cavallerie	w5_d506e19240
Herrn	w7_d506e19243
Ernst	w9_d506e19246
Frey	w11_d506e19249
herrns	w1_d506e19254
von	w3_d506e19257
Preysing,	w5_d506e19260
seel.	w7_d506e19263
Verlassenschaft	w9_d506e19266
einige	w11_d506e19269
Sprüch,	w1_d506e19274
und	w3_d506e19277
Anforderung	w5_d506e19280
ex	w7_d506e19283
quacunque	w9_d506e19286
causa	w11_d506e19289
zu	w1_d506e19294
