<doc id="wr_1756-08-11" attrs="word" year="1756" month="08" day="11" corpus="2">
<head id="h2_d64e2523">
Boston	w1_d64e2527
quemadmodum	w13_d64e20698
historiæ	w15_d64e20701
nostræ	w1_d64e20706
testantur,	w3_d64e20709
ad	w5_d64e20712
illum	w7_d64e20715
audiendum,	w9_d64e20718
percipiendamque	w11_d64e20721
ex	w13_d64e20725
illius	w15_d64e20728
ore	w17_d64e20731
salutis	w1_d64e20737
scientiam	w3_d64e20740
certatim	w5_d64e20743
confluxerint.	w7_d64e20746
</p>
<p id="p10_d64e20749">
Postquam	w1_d64e20753
vero,	w3_d64e20756
nihil	w5_d64e20759
tale	w7_d64e20762
promeriti,	w9_d64e20765
ad	w11_d64e20768
supremum	w13_d64e20772
Pontificatüs	w15_d64e20775
apicem	w1_d64e20780
devenimus,	w3_d64e20783
propensa	w5_d64e20786
nostra	w7_d64e20789
erga	w9_d64e20792
Dominicanam	w11_d64e20795
Familiam	w13_d64e20799
amoris,	w1_d64e20804
&	w3_d64e20807
cultus	w5_d64e20810
affectio,	w7_d64e20813
supra	w9_d64e20816
quam	w11_d64e20819
dici	w13_d64e20823
potest,	w15_d64e20826
excrevit.	w17_d64e20829
Apo-	w19_d64e20832
stolicam	w1_d64e20838
enim	w3_d64e20841
Beati	w5_d64e20844
Petri	w7_d64e20847
Cathedram	w9_d64e20850
trophæis	w11_d64e20853
suis	w13_d64e20857
exornant	w15_d64e20860
tredecim	w17_d64e20863
ex	w1_d64e20868
alumnis	w3_d64e20871
vestris,	w5_d64e20874
qui	w7_d64e20877
a	w9_d64e20880
Romanis	w11_d64e20883
Pontificibus,	w13_d64e20887
post	w15_d64e20890
accuratissimum	w17_d64e20893
re-	w19_d64e20896
rum	w1_d64e20901
omnium	w3_d64e20904
examen,	w5_d64e20907
in	w7_d64e20910
Sanctorum	w9_d64e20913
numerum	w11_d64e20916
relati	w13_d64e20920
fuerunt,	w15_d64e20923
inter	w17_d64e20926
quos	w1_d64e20931
Sanctus	w3_d64e20934
Pius	w5_d64e20937
V.	w7_d64e20940
Prædecessor	w9_d64e20943
noster,	w11_d64e20946
pro	w13_d64e20950
cujus	w15_d64e20953
Canonizatione	w17_d64e20956
dum	w19_d64e20959
in	w1_d64e20965
minoribus	w3_d64e20968
constituti,	w5_d64e20971
Advocati	w7_d64e20974
Consistorialis	w9_d64e20977
munere	w11_d64e20980
fungeremur,	w13_d64e20984
ope-	w15_d64e20987
ram,	w1_d64e20992
laboresque	w3_d64e20995
nostros	w5_d64e20998
impendisse	w7_d64e21001
gloriamur;	w9_d64e21004
&	w11_d64e21007
Sanct.	w13_d64e21011
Catharina	w15_d64e21014
de	w17_d64e21017
Ricciis,	w1_d64e21022
quam	w3_d64e21025
Nosmetipsi	w5_d64e21028
Sanctarum	w7_d64e21031
Virginum	w9_d64e21034
catalogo	w11_d64e21037
adscripsimus.	w13_d64e21041
Fræterea	w1_d64e21046
novemdecim	w3_d64e21049
e	w5_d64e21052
vestri	w7_d64e21055
sodalibus,	w9_d64e21058
ejusdem	w11_d64e21061
Apostolicæ	w13_d64e21065
Sedis	w15_d64e21068
decreto,	w1_d64e21074
in	w3_d64e21077
Beatorum	w5_d64e21080
numerum	w7_d64e21083
rite	w9_d64e21086
cooptatos	w11_d64e21089
invenimus:	w13_d64e21093
exhis	w15_d64e21096
vero	w17_d64e21099
decem,	w1_d64e21104
vel	w3_d64e21107
Nobis,	w5_d64e21110
dum	w7_d64e21113
Promotoris	w9_d64e21116
Fidei	w11_d64e21119
munus	w13_d64e21123
sustineremus,	w15_d64e21126
studia	w17_d64e21129
nostra	w1_d64e21134
conferentibus,	w3_d64e21137
vel	w5_d64e21140
Nobis	w7_d64e21143
ipsis	w9_d64e21146
e	w11_d64e21149
Pontificio	w13_d64e21153
Throno	w15_d64e21156
decernentibus,	w17_d64e21159
is	w1_d64e21164
honor	w3_d64e21167
delatus	w5_d64e21170
fuit.	w7_d64e21173
Hunc	w9_d64e21176
ipsum	w11_d64e21179
Apostolicum	w13_d64e21183
Thronum	w15_d64e21186
quatuor	w17_d64e21189
ex	w19_d64e21192
Ordine	w1_d64e21198
vestro	w3_d64e21201
Pontifices	w5_d64e21204
ante	w7_d64e21207
Nos	w9_d64e21210
tenuerunt;	w11_d64e21213
videlicet	w13_d64e21217
Innocentius	w15_d64e21220
V.quem	w1_d64e21225
Sanctus	w3_d64e21228
Antoninus	w5_d64e21231
insigni	w7_d64e21234
laudis	w9_d64e21237
præconio	w11_d64e21240
commendavit.	w13_d64e21244
Be-	w15_d64e21247
nedictus	w1_d64e21252
XI.	w3_d64e21255
ex	w5_d64e21258
Beatorum,	w7_d64e21261
quos	w9_d64e21264
innuimus,	w11_d64e21267
&	w13_d64e21271
Pius	w15_d64e21274
V.	w17_d64e21277
ex	w19_d64e21280
Sanctorum,	w21_d64e21283
de	w1_d64e21288
quibus	w3_d64e21291
diximus,	w5_d64e21294
numero,	w7_d64e21297
ac	w9_d64e21300
demum	w11_d64e21303
Benedictus	w13_d64e21307
XIII.	w15_d64e21310
cujus	w17_d64e21313
virtu-	w19_d64e21316
tum	w1_d64e21322
&	w3_d64e21325
recte	w5_d64e21328
factorum	w7_d64e21331
testes	w9_d64e21334
Nos	w11_d64e21337
ipsi	w13_d64e21341
fuimus,	w15_d64e21344
Quod	w17_d64e21347
si	w19_d64e21350
forte	w21_d64e21353
reliqua	w23_d64e21356
Familiæ	w1_d64e21361
vestræ	w3_d64e21364
ornamenta,	w5_d64e21367
&	w7_d64e21370
in	w9_d64e21373
Ecclesiam	w11_d64e21376
Catholicam	w13_d64e21380
promerita	w15_d64e21383
ex	w17_d64e21386
animo	w1_d64e21391
nostro	w3_d64e21394
excidere	w5_d64e21397
unquam	w7_d64e21400
potuissent,	w9_d64e21403
hoc	w11_d64e21406
tamen	w13_d64e21410
profitemur,	w15_d64e21413
nullo	w1_d64e21418
unquam	w3_d64e21421
tempore	w5_d64e21424
evenire	w7_d64e21427
potuisse,	w9_d64e21430
ut	w11_d64e21433
e	w13_d64e21437
memoria	w15_d64e21440
nostra	w17_d64e21443
dilabe-	w19_d64e21446
retur	w1_d64e21452
Theologorum	w3_d64e21455
Princeps,	w5_d64e21458
Scholarum	w7_d64e21461
Angelus,	w9_d64e21464
Ecclesiæ	w11_d64e21467
Doctor,	w13_d64e21471
præclarum	w1_d64e21476
Ordinis	w3_d64e21479
vestri	w5_d64e21482
sidus,	w7_d64e21485
Sanctus	w9_d64e21488
Thomas	w11_d64e21491
Aquinas,	w13_d64e21495
cujus	w15_d64e21498
do-	w17_d64e21501
ctrinæ	w1_d64e21506
complures	w3_d64e21509
Romani	w5_d64e21512
Pontifices	w7_d64e21515
Prædecessores	w9_d64e21518
nostri	w11_d64e21521
perhonori-	w13_d64e21525
fica	w1_d64e21530
dederunt	w3_d64e21533
testimonia;	w5_d64e21536
quemadmodum	w7_d64e21539
etiam	w9_d64e21542
Nos	w11_d64e21545
ipsi	w13_d64e21549
in	w15_d64e21552
Libris,	w17_d64e21555
quos	w1_d64e21561
de	w3_d64e21564
variis	w5_d64e21567
argumentis	w7_d64e21570
conscripsimus,	w9_d64e21573
Postquam	w11_d64e21576
Angelici	w13_d64e21580
Docto-	w15_d64e21583
ris	w1_d64e21588
lententiam	w3_d64e21591
diligenter	w5_d64e21594
scrutando	w7_d64e21597
percepimus,	w9_d64e21600
atque	w11_d64e21603
suspeximus,	w13_d64e21607
admirabundi	w1_d64e21612
semper	w3_d64e21615
atque	w5_d64e21618
lubentes	w7_d64e21621
eidem	w9_d64e21624
adhæsimus,	w11_d64e21627
atque	w13_d64e21631
subscrip-	w15_d64e21634
</p>
<p id="p14_d64e21640">
id	w1_d64e21644
minime	w3_d64e21647
Nobis,	w5_d64e21650
sed	w7_d64e21653
tanto	w9_d64e21656
Præceptori	w11_d64e21659
totum	w13_d64e21663
esse	w15_d64e21666
adscribendum,	w17_d64e21669
Hactenus,	w1_d64e21674
Dilecti	w3_d64e21677
Filii,	w5_d64e21680
de	w7_d64e21683
hodierni	w9_d64e21686
operis,	w11_d64e21689
cui	w13_d64e21693
præfuturi	w15_d64e21696
sumus,	w17_d64e21699
gravitate,	w1_d64e21704
ac	w3_d64e21707
de	w5_d64e21710
Paterna	w7_d64e21713
prorsus	w9_d64e21716
benevolentia,	w11_d64e21719
&	w13_d64e21723
singulari	w15_d64e21726
existima-	w17_d64e21729
tione,	w1_d64e21735
qua	w3_d64e21738
Ordinem	w5_d64e21741
Vestrum	w7_d64e21744
justissimas	w9_d64e21747
ob	w11_d64e21750
causas	w13_d64e21754
superius	w15_d64e21757
expressas,	w17_d64e21760
aliasque	w1_d64e21765
his	w3_d64e21768
facile	w5_d64e21771
adijciendas,	w7_d64e21774
prosequimur.	w9_d64e21777
Reliquum	w11_d64e21780
est,	w13_d64e21784
ur	w15_d64e21787
de	w17_d64e21790
ipsa	w1_d64e21795
re,	w3_d64e21798
quam	w5_d64e21801
hic	w7_d64e21804
peractturi	w9_d64e21807
convenistis,	w11_d64e21810
idest	w13_d64e21814
de	w15_d64e21817
electione	w17_d64e21820
Magistri	w19_d64e21823
Generalis	w1_d64e21828
ejusdem	w3_d64e21831
Ordinis	w5_d64e21834
vestri,	w7_d64e21837
aliqua	w9_d64e21840
attingamus.	w11_d64e21843
Verum	w13_d64e21847
quid	w15_d64e21850
unquam	w1_d64e21856
afferre	w3_d64e21859
poterimus,	w5_d64e21862
quod	w7_d64e21865
jam	w9_d64e21868
probe	w11_d64e21871
non	w13_d64e21875
teneatis,	w15_d64e21878
quodque	w17_d64e21881
unusquisque	w1_d64e21886
vestrum	w3_d64e21889
ab	w5_d64e21892
inclito,	w7_d64e21895
quem	w9_d64e21898
proxime	w11_d64e21901
laudavimus,	w13_d64e21905
Præ-	w15_d64e21908
ceptore	w1_d64e21913
Thoma	w3_d64e21916
Aquinate	w5_d64e21919
non	w7_d64e21922
didicerit?	w9_d64e21925
Si	w11_d64e21928
dicemus,	w13_d64e21932
hujusmodi	w15_d64e21935
Ma-	w17_d64e21938
gisterium	w1_d64e21943
ei	w3_d64e21946
deferendum	w5_d64e21949
esse,	w7_d64e21952
qui	w9_d64e21955
omnium	w11_d64e21958
optimus	w13_d64e21962
inter	w15_d64e21965
vos	w17_d64e21968
habea-	w19_d64e21971
tur;	w1_d64e21977
Si	w3_d64e21980
dicemus,	w5_d64e21983
non	w7_d64e21986
eum	w9_d64e21989
esse	w11_d64e21992
omnium	w13_d64e21996
optimum,	w15_d64e21999
qui	w17_d64e22002
sola	w19_d64e22005
vitæ	w21_d64e22008
sanctimonia	w1_d64e22013
ceteris	w3_d64e22016
antecellat,	w5_d64e22019
sed	w7_d64e22022
qui	w9_d64e22025
præter	w11_d64e22028
morum	w13_d64e22032
probitatem,	w15_d64e22035
quæ	w1_d64e22040
quidem	w3_d64e22043
necessaria	w5_d64e22046
est,	w7_d64e22049
aliis	w9_d64e22052
quoque	w11_d64e22055
virtutibus,	w13_d64e22059
atque	w15_d64e22062
animi	w17_d64e22065
do-	w19_d64e22068
tibus,	w1_d64e22073
ad	w3_d64e22076
recte	w5_d64e22079
regendam	w7_d64e22082
Familiam	w9_d64e22085
idoneis,	w11_d64e22088
instructus	w13_d64e22092
comperiatur,	w15_d64e22095
nihil	w1_d64e22101
porro	w3_d64e22104
dicemus,	w5_d64e22107
quod	w7_d64e22110
in	w9_d64e22113
Operibus	w11_d64e22116
Angelici	w13_d64e22120
Doctoris	w15_d64e22123
egregie	w17_d64e22126
con-	w19_d64e22129
stabilitum,	w1_d64e22134
&	w3_d64e22137
a	w5_d64e22140
vobis	w7_d64e22143
jampridem	w9_d64e22146
lectum,	w11_d64e22149
atque	w13_d64e22153
animadversum	w15_d64e22156
non	w17_d64e22159
fuerit.	w1_d64e22164
Si	w3_d64e22167
dicemus,	w5_d64e22170
suffragia	w7_d64e22173
vestra,	w9_d64e22176
sepositis	w11_d64e22179
peculiaribus	w13_d64e22183
affectio-	w15_d64e22186
nibus,	w1_d64e22191
&	w3_d64e22194
propriæ	w5_d64e22197
utilitaris	w7_d64e22200
respectu,	w9_d64e22203
nil	w11_d64e22206
aliud	w13_d64e22210
intueri	w15_d64e22213
debere,	w17_d64e22216
quam	w19_d64e22219
corum	w1_d64e22225
virtutes,	w3_d64e22228
&	w5_d64e22231
merita,	w7_d64e22234
quorum	w9_d64e22237
electio	w11_d64e22240
vobis	w13_d64e22244
animo	w15_d64e22247
observatur,	w17_d64e22250
nihil	w1_d64e22255
dicemus,	w3_d64e22258
quod	w5_d64e22261
non	w7_d64e22264
egregius	w9_d64e22267
Præceptor	w11_d64e22270
vester	w13_d64e22274
tradiderit.	w15_d64e22277
Ita-	w17_d64e22280
que	w1_d64e22285
nil	w3_d64e22288
aliud	w5_d64e22291
Nobis	w7_d64e22294
dicendum	w9_d64e22297
superest,	w11_d64e22300
nisi,	w13_d64e22304
ut	w15_d64e22307
id	w17_d64e22310
agatis,	w19_d64e22313
quod	w21_d64e22316
vos	w23_d64e22319
Præceptor	w1_d64e22324
ille	w3_d64e22327
vester	w5_d64e22330
agendum	w7_d64e22333
docuit,	w9_d64e22336
utque	w11_d64e22339
tales	w13_d64e22343
vos	w15_d64e22346
exhibeatis,	w17_d64e22349
quales,	w1_d64e22355
dum	w3_d64e22358
alias	w5_d64e22361
clectiones	w7_d64e22364
ab	w9_d64e22367
aliis	w11_d64e22370
celebrari	w13_d64e22374
audistis,	w15_d64e22377
eos	w17_d64e22380
se	w19_d64e22383
præsta-	w21_d64e22386
re	w1_d64e22391
oportere	w3_d64e22394
dicebatis,	w5_d64e22397
qui	w7_d64e22400
in	w9_d64e22403
eis	w11_d64e22406
suffragium	w13_d64e22410
laturi	w15_d64e22413
erant.	w17_d64e22416
Quibus	w19_d64e22419
maxime	w1_d64e22424
rebus	w3_d64e22427
Ordo	w5_d64e22430
vester	w7_d64e22433
indigeat,	w9_d64e22436
vobis	w11_d64e22439
potissimum	w13_d64e22443
debet	w15_d64e22446
comper-	w17_d64e22449
tum	w1_d64e22454
esse,	w3_d64e22457
Quis	w5_d64e22460
huic	w7_d64e22463
sustinendo	w9_d64e22466
muneri	w11_d64e22469
idoneus,	w13_d64e22473
qui	w15_d64e22476
supra	w17_d64e22479
ceteros	w19_d64e22482
ad	w21_d64e22485
id	w1_d64e22491
aptus,	w3_d64e22494
&	w5_d64e22497
bene	w7_d64e22500
regendi	w9_d64e22503
capax	w11_d64e22506
videatur,	w13_d64e22510
cognoscere	w15_d64e22513
vos	w17_d64e22516
arbitramur.	w19_d64e22519
Ne	w1_d64e22524
autem	w3_d64e22527
in	w5_d64e22530
errorem	w7_d64e22533
vos	w9_d64e22536
labi	w11_d64e22539
forte	w13_d64e22543
contingat,	w15_d64e22546
supplices	w17_d64e22549
iterum,	w19_d64e22552
ut	w21_d64e22555
antea	w1_d64e22560
vos	w3_d64e22563
sæpe	w5_d64e22566
secisse	w7_d64e22569
Putamus,	w9_d64e22572
ad	w11_d64e22575
Deum	w13_d64e22579
Patrem	w15_d64e22582
luminum	w17_d64e22585
præces	w19_d64e22588
effundite;	w1_d64e22593
ac	w3_d64e22596
patrocinium,	w5_d64e22599
&	w7_d64e22602
opem	w9_d64e22605
Sancti	w11_d64e22608
Dominici	w13_d64e22612
Patriarchæ	w15_d64e22615
vestri,	w17_d64e22618
aliorumque	w1_d64e22624
Sodalium	w3_d64e22627
vestrorum	w5_d64e22630
cum	w7_d64e22633
Christo	w9_d64e22636
regnantium,	w11_d64e22639
quique	w13_d64e22643
inter	w15_d64e22646
Beatos,	w1_d64e22651
vel	w3_d64e22654
Sanctos	w5_d64e22657
ab	w7_d64e22660
Ecclesia	w9_d64e22663
coluntur,	w11_d64e22666
vobis	w13_d64e22670
deposcite:	w15_d64e22673
dum	w17_d64e22676
Nos	w19_d64e22679
interea,	w1_d64e22684
qui	w3_d64e22687
vestris	w5_d64e22690
hisce	w7_d64e22693
Comitiis	w9_d64e22696
non	w11_d64e22699
alio	w13_d64e22703
fine	w15_d64e22706
intersumus,	w17_d64e22709
quam	w19_d64e22712
ut	w21_d64e22715
vestram	w1_d64e22720
in	w3_d64e22723
ferendis	w5_d64e22726
suffragiis	w7_d64e22729
libertatem	w9_d64e22732
salvam,	w11_d64e22735
&	w13_d64e22739
incolumem	w15_d64e22742
præ-	w17_d64e22745
stemus,	w1_d64e22751
novi	w3_d64e22754
Magistri	w5_d64e22757
Generalis	w7_d64e22760
electionem,	w9_d64e22763
a	w11_d64e22766
vobis	w13_d64e22770
jamjam	w15_d64e22773
perficien-	w17_d64e22776
dam,	w1_d64e22781
Apostolica	w3_d64e22784
Benedictione	w5_d64e22787
nostra	w7_d64e22790
prosequimur,	w9_d64e22793
&	w11_d64e22796
in	w13_d64e22800
ante-	w15_d64e22803
cessum	w1_d64e22808
amantissime	w3_d64e22811
complectimur.	w5_d64e22814
</p>
<p id="p16_d64e22817">
Emus;	w1_d64e22821
candide	w3_d64e22824
profitentes,	w5_d64e22827
siquid	w7_d64e22830
boni	w9_d64e22833
in	w11_d64e22836
iisdem	w13_d64e22840
Libris	w15_d64e22843
reperitur,	w17_d64e22846
</p>
</doc>
