<doc id="wr_1758-08-09" attrs="word" year="1758" month="08" day="09" corpus="2">
<head id="h2_d268e3404">
Aachen	w1_d268e3408
zeiget,	w7_d268e16234
gehet	w9_d268e16237
8.	w11_d268e16240
Tag,	w13_d268e16244
spielet	w15_d268e16247
10.	w17_d268e16250
Prschiedene	w1_d268e16255
Stuck,	w3_d268e16258
darzu	w5_d268e16261
5.	w7_d268e16264
Walzen,	w9_d268e16267
mithin	w11_d268e16270
auf	w1_d268e16275
jeden	w3_d268e16278
zwey	w5_d268e16281
Stuck,	w7_d268e16284
so	w9_d268e16287
dach	w11_d268e16290
Belieben	w13_d268e16294
kön	w15_d268e16297
nen	w1_d268e16302
gerichtet	w3_d268e16305
werden,	w5_d268e16308
auch	w7_d268e16311
ist	w9_d268e16314
das	w11_d268e16317
samment	w13_d268e16321
</p>
<p id="p14_d268e16324">
liche	w1_d268e16328
Schlag=werk	w3_d268e16331
zu	w5_d268e16334
spörren,	w7_d268e16337
wer	w9_d268e16340
nun	w11_d268e16343
hierzu	w13_d268e16347
Belieben	w1_d268e16352
traget,	w3_d268e16355
kan	w5_d268e16358
sich	w7_d268e16361
bey	w9_d268e16364
Herrn	w11_d268e16367
Häckel	w13_d268e16371
klein	w1_d268e16376
Uhrmacher	w3_d268e16379
in	w5_d268e16382
seinem	w7_d268e16385
Gewölb	w9_d268e16388
in	w11_d268e16391
der	w13_d268e16395
Waller=strassen	w1_d268e16401
wo	w3_d268e16404
der	w5_d268e16407
Wolf	w7_d268e16410
denen	w9_d268e16413
Gänzen	w11_d268e16416
predigt,	w1_d268e16421
anmelden.	w3_d268e16424
</p>
<p id="p16_d268e16427">
Wir	w1_d268e16431
Endes=gefertigte	w3_d268e16434
von	w5_d268e16437
dem	w7_d268e16440
Löbl.	w9_d268e16443
Land	w11_d268e16446
marschallischen	w1_d268e16451
Gericht	w3_d268e16454
verordnete	w5_d268e16457
Commis	w7_d268e16460
sarien	w1_d268e16465
geben	w3_d268e16468
hiemit	w5_d268e16471
allen	w7_d268e16474
und	w9_d268e16477
jeden	w11_d268e16480
denen	w13_d268e16484
daran	w1_d268e16490
gelegen,	w3_d268e16493
hiemit	w5_d268e16496
zu	w7_d268e16499
Vernehmen;	w9_d268e16502
es	w11_d268e16505
habe	w1_d268e16510
der	w3_d268e16513
Hoch	w5_d268e16516
und	w7_d268e16519
wohlgeborne	w9_d268e16522
Herr	w11_d268e16525
Vin	w13_d268e16529
cin	w1_d268e16534
nära	w3_d268e16537
Thomas	w5_d268e16540
Graf	w7_d268e16543
von	w9_d268e16546
Collalto	w11_d268e16549
angezei	w13_d268e16553
get,	w1_d268e16558
welcher	w3_d268e16561
gestatten	w5_d268e16564
einige	w7_d268e16567
zur	w9_d268e16570
Lebens=zeit	w11_d268e16573
seines	w1_d268e16579
abgeleibten	w3_d268e16582
Herrn	w5_d268e16585
Vatters	w7_d268e16588
Weyl.	w9_d268e16591
des	w11_d268e16594
Hoch	w1_d268e16599
und	w3_d268e16602
wohlgebornen	w5_d268e16605
Herrn	w7_d268e16608
Anton	w9_d268e16611
Rom	w11_d268e16614
bald	w1_d268e16619
Grafen	w3_d268e16622
von	w5_d268e16625
Collalto	w7_d268e16628
seel.	w9_d268e16631
bey	w11_d268e16634
der	w13_d268e16638
Löbl.	w15_d268e16641
gemeiner	w1_d268e16646
Stadt	w3_d268e16649
Wien	w5_d268e16652
Panco	w7_d268e16655
Haupt=cassa	w9_d268e16658
von	w1_d268e16664
verschiedenen	w3_d268e16667
Graf	w5_d268e16670
Collaltischen	w7_d268e16673
Credi	w9_d268e16676
torn	w1_d268e16681
mit	w3_d268e16684
Verbott	w5_d268e16687
berlegte	w7_d268e16690
Jnterese	w9_d268e16693
pr.	w11_d268e16696
45566.	w13_d268e16700
fl.	w15_d268e16703
2.	w1_d268e16708
kr.	w3_d268e16711
in	w5_d268e16714
deposito	w7_d268e16717
verbliber,	w9_d268e16720
gleichwie	w11_d268e16723
aber	w13_d268e16727
diese	w1_d268e16732
Creditores	w3_d268e16735
bezalt	w5_d268e16738
worden	w7_d268e16741
waren,	w9_d268e16744
als	w11_d268e16747
hahte	w1_d268e16753
derselbe	w3_d268e16756
in	w5_d268e16759
Erfolglassung	w7_d268e16762
sothaner	w9_d268e16765
Jnteressen	w1_d268e16770
zu	w3_d268e16773
gewilligen:	w5_d268e16776
gleichwie	w7_d268e16779
nun	w9_d268e16782
hier	w11_d268e16785
über	w1_d268e16790
an	w3_d268e16793
uns	w5_d268e16796
die	w7_d268e16799
Gerichtl.	w9_d268e16802
Auflag	w11_d268e16805
ergangen,	w13_d268e16809
all	w1_d268e16814
jene,	w3_d268e16817
welche	w5_d268e16820
auf	w7_d268e16823
diesen	w9_d268e16826
Jnteressen	w11_d268e16829
einigen	w13_d268e16833
Anspruch	w1_d268e16839
zu	w3_d268e16842
haben	w5_d268e16845
vermeinen,	w7_d268e16848
per	w9_d268e16851
Edicta	w11_d268e16854
ad	w1_d268e16859
valvas	w3_d268e16862
fürzuforderen,	w5_d268e16865
als	w7_d268e16868
haben	w9_d268e16871
wir	w11_d268e16874
zu	w13_d268e16878
dem	w1_d268e16883
Ende	w3_d268e16886
eine	w5_d268e16889
peremptorie	w7_d268e16892
clausulirte	w9_d268e16895
Con-	w11_d268e16898
vocation-tagsatzung	w1_d268e16903
auf	w3_d268e16906
den	w5_d268e16909
26.	w7_d268e16912
September	w9_d268e16915
Nachmittag	w1_d268e16921
um	w3_d268e16924
3.	w5_d268e16927
Uhr	w7_d268e16930
in	w9_d268e16933
mein	w11_d268e16936
Freyherrn	w13_d268e16940
von	w1_d268e16945
Althenn	w3_d268e16948
in	w5_d268e16951
Gräflich	w7_d268e16954
Pergischen	w9_d268e16957
Haus	w11_d268e16960
am	w1_d268e16965
hohen	w3_d268e16968
Markt	w5_d268e16971
in	w7_d268e16974
ersten	w9_d268e16977
Stock	w11_d268e16980
habenden	w13_d268e16984
Wohn=zimmern	w1_d268e16989
peremptorie	w3_d268e16992
zu	w5_d268e16995
erscheinen	w7_d268e16998
bestimmet	w1_d268e17004
haben.	w3_d268e17007
</p>
<p id="p18_d268e17010">
Als	w1_d268e17014
werden	w3_d268e17017
all	w5_d268e17020
und	w7_d268e17023
jede,	w9_d268e17026
an	w11_d268e17029
gemelden	w13_d268e17033
Tag,	w15_d268e17036
Stund,	w1_d268e17041
und	w3_d268e17044
Ort,	w5_d268e17047
unausbleiblich	w7_d268e17050
zu	w9_d268e17053
erschei	w11_d268e17056
nen,	w1_d268e17061
ihre	w3_d268e17064
Forderungen	w5_d268e17067
anzumelden,	w7_d268e17070
und	w9_d268e17073
sat	w11_d268e17076
sam	w1_d268e17082
zu	w3_d268e17085
liquidiren	w5_d268e17088
haben.	w7_d268e17091
Actum	w9_d268e17094
Wien	w11_d268e17097
den	w13_d268e17101
7.	w1_d268e17106
Julii	w3_d268e17109
1758.	w5_d268e17112
(L.	w1_d268e17117
S.)	w3_d268e17120
Philipp	w5_d268e17123
Dillherr	w7_d268e17126
Frey	w9_d268e17129
</p>
<p id="p20_d268e17132">
Den	w1_d268e17136
12.	w3_d268e17139
künftigen	w5_d268e17142
Monats	w7_d268e17145
Augusti	w9_d268e17148
fruh	w11_d268e17151
um	w1_d268e17156
8.	w3_d268e17159
Uhr	w5_d268e17162
wird	w7_d268e17165
ein	w9_d268e17168
in	w11_d268e17171
den	w13_d268e17175
Markt	w15_d268e17178
Stockerau	w17_d268e17181
auf	w1_d268e17186
der	w3_d268e17189
Haupt=strassen	w5_d268e17192
ge	w7_d268e17195
legenen	w9_d268e17198
Haus,	w11_d268e17201
wor	w13_d268e17205
auf	w1_d268e17211
ein	w3_d268e17214
Sailer=gewerb	w5_d268e17217
haftet,	w7_d268e17220
nebst	w9_d268e17223
5.	w11_d268e17226
einem	w13_d268e17230
halbe	w1_d268e17235
Joch	w3_d268e17238
Ueberland=äckern,	w5_d268e17241
und	w7_d268e17244
einem	w9_d268e17247
Achtel	w11_d268e17250
theil	w1_d268e17255
Holz	w3_d268e17258
in	w5_d268e17261
der	w7_d268e17264
Au,	w9_d268e17267
wie	w11_d268e17270
auch	w13_d268e17274
einigen	w15_d268e17277
Jnn	w17_d268e17280
leut=zimmern,	w1_d268e17285
dem	w3_d268e17288
Meist=bietenden	w5_d268e17291
licitando	w7_d268e17294
</p>
<p id="p26_d268e17308">
verkauffet	w1_d268e17312
werden,	w3_d268e17315
wer	w5_d268e17318
demnach	w7_d268e17321
ein	w9_d268e17324
oder	w11_d268e17327
an	w13_d268e17331
deres	w1_d268e17336
hievon	w3_d268e17339
zu	w5_d268e17342
erkauffen	w7_d268e17345
gedenket,	w9_d268e17348
der	w11_d268e17351
hat	w13_d268e17355
sich	w15_d268e17358
an	w1_d268e17363
ob=bestimmten	w3_d268e17366
Tag	w5_d268e17369
und	w7_d268e17372
Stund	w9_d268e17375
auf	w11_d268e17378
den	w13_d268e17382
daselbstigen	w1_d268e17388
Raht=haus	w3_d268e17391
anzumelden.	w5_d268e17394
</p>
<p id="p28_d268e17397">
Den	w1_d268e17401
18.	w3_d268e17404
Augusti	w5_d268e17407
wird	w7_d268e17410
die	w9_d268e17413
Sterneggerische	w11_d268e17416
Halb=häten,	w1_d268e17421
u.	w3_d268e17424
dabey	w5_d268e17427
befindlichen6.	w7_d268e17430
Tagwerk	w9_d268e17433
hüten=gründen,	w1_d268e17438
als	w3_d268e17441
1.	w5_d268e17444
ein	w7_d268e17447
halb	w9_d268e17450
Tagwerkobst	w11_d268e17453
und	w1_d268e17459
Kraut=garten,	w3_d268e17462
dann	w5_d268e17465
4.	w7_d268e17468
zwey	w9_d268e17471
Viertel	w11_d268e17474
Tagwerk=wiesen,	w1_d268e17479
nicht	w3_d268e17482
minder	w5_d268e17485
14	w7_d268e17488
1.	w9_d268e17491
Vier	w11_d268e17494
tel	w1_d268e17499
Tagwerk=überländ=wiesen,	w3_d268e17502
mehr	w5_d268e17505
1.	w7_d268e17508
Vier	w9_d268e17511
tel	w1_d268e17516
Wein=garten	w3_d268e17519
im	w5_d268e17522
unteren	w7_d268e17525
Kreut	w9_d268e17528
nächst	w11_d268e17531
Weidling,	w1_d268e17537
wiederum	w3_d268e17540
1.	w5_d268e17543
Viertel	w7_d268e17546
Wein=garten	w9_d268e17549
alda,	w1_d268e17554
und	w3_d268e17557
im	w5_d268e17560
Ragen	w7_d268e17563
daselbst,	w9_d268e17566
fruhe	w11_d268e17569
um	w13_d268e17573
9.	w15_d268e17576
Uhr	w1_d268e17581
bey	w3_d268e17584
dem	w5_d268e17587
K.	w7_d268e17590
K	w9_d268e17593
Wald=amts=grund=buch,	w11_d268e17596
in	w1_d268e17601
dem	w3_d268e17604
auch	w5_d268e17607
K.	w7_d268e17610
K.	w9_d268e17613
N.	w11_d268e17616
Oe.	w13_d268e17620
Salz=ober=amt	w15_d268e17623
nächst	w1_d268e17629
der	w3_d268e17632
schwarzen	w5_d268e17635
Bürsten	w7_d268e17638
alhier,	w9_d268e17641
entwe	w11_d268e17644
der	w1_d268e17649
selbst,	w3_d268e17652
oder	w5_d268e17655
durch	w7_d268e17658
genugsam	w9_d268e17661
Bevollmäch	w11_d268e17664
tigte	w1_d268e17669
verkauffet	w3_d268e17672
werden.	w5_d268e17675
</p>
<p id="p30_d268e17678">
Künftigen	w1_d268e17682
Samstag	w3_d268e17685
als	w5_d268e17688
den	w7_d268e17691
12.	w9_d268e17694
dieses	w11_d268e17697
wird	w13_d268e17701
mit	w1_d268e17706
der	w3_d268e17709
jüngsthin	w5_d268e17712
in	w7_d268e17715
dem	w9_d268e17718
Cölner	w11_d268e17721
Hof,	w13_d268e17725
im	w15_d268e17728
Hof	w17_d268e17731
im	w19_d268e17734
3.	w1_d268e17739
Stock	w3_d268e17742
ober	w5_d268e17745
denen	w7_d268e17748
PP.	w9_d268e17751
Hieronimitanern	w11_d268e17754
aus	w13_d268e17758
gesetzten	w1_d268e17764
Licitation	w3_d268e17767
wiederum	w5_d268e17770
fruh	w7_d268e17773
von	w9_d268e17776
9.	w11_d268e17779
bis	w13_d268e17783
12.	w1_d268e17788
und	w3_d268e17791
Nachmittags	w5_d268e17794
von	w7_d268e17797
3.	w9_d268e17800
bis	w11_d268e17803
6.	w13_d268e17807
Uhr	w15_d268e17810
con	w17_d268e17813
tinuirt	w1_d268e17818
werden,	w3_d268e17821
wobey	w5_d268e17824
noch	w7_d268e17827
verschiedene	w9_d268e17830
Manns	w11_d268e17833
kleider,	w1_d268e17838
Leinwaht,	w3_d268e17841
Lein	w5_d268e17844
und	w7_d268e17847
Beht=gewandt,	w9_d268e17850
auch	w1_d268e17856
verschiedenes	w3_d268e17859
Zinn,	w5_d268e17862
und	w7_d268e17865
2.	w9_d268e17868
extra	w11_d268e17871
schön	w13_d268e17875
und	w1_d268e17880
kostbare	w3_d268e17883
Flinten	w5_d268e17886
zu	w7_d268e17889
verkauffen	w9_d268e17892
seynd.	w11_d268e17895
</p>
<p id="p32_d268e17898">
Den	w1_d268e17902
18.	w3_d268e17905
Augusti	w5_d268e17908
werden	w7_d268e17911
auf	w9_d268e17914
Verordnung	w11_d268e17917
einer	w1_d268e17922
Hochlöbl.	w3_d268e17925
Regierung,	w5_d268e17928
in	w7_d268e17931
der	w9_d268e17934
Kärntner	w11_d268e17937
strassen	w1_d268e17942
im	w3_d268e17945
Hauerischen	w5_d268e17948
Haus	w7_d268e17951
im	w9_d268e17954
3ten	w11_d268e17957
Stock	w13_d268e17961
verschiedenes	w1_d268e17967
Silber,	w3_d268e17970
als	w5_d268e17973
Degen,	w7_d268e17976
Uhr,	w9_d268e17979
Leuch	w11_d268e17982
ter,	w1_d268e17987
Messer	w3_d268e17990
und	w5_d268e17993
Gabel,	w7_d268e17996
allerhand	w9_d268e17999
Manns	w11_d268e18002
kleider,	w1_d268e18007
reiche	w3_d268e18010
und	w5_d268e18013
andere	w7_d268e18016
Vesten,	w9_d268e18019
Spalier,	w11_d268e18022
Plüschene	w1_d268e18027
Sessel,	w3_d268e18030
und	w5_d268e18033
Canape,	w7_d268e18036
Kasten	w9_d268e18039
und	w11_d268e18042
andere	w1_d268e18048
Einrichtungen	w3_d268e18051
mehr,	w5_d268e18054
dann	w7_d268e18057
ein	w9_d268e18060
zwey	w11_d268e18063
sitziger	w1_d268e18068
mit	w3_d268e18071
Plüsch	w5_d268e18074
ausgefütterter	w7_d268e18077
Wagen	w9_d268e18080
Vor	w11_d268e18083
mittag	w1_d268e18088
von	w3_d268e18091
9.	w5_d268e18094
bis	w7_d268e18097
12	w9_d268e18100
und	w11_d268e18103
Nachmittags	w13_d268e18107
von	w15_d268e18110
3	w1_d268e18115
bis	w3_d268e18118
6.	w5_d268e18121
Uhr,	w7_d268e18124
und	w9_d268e18127
folgende	w11_d268e18130
Täg	w13_d268e18134
licitando	w15_d268e18137
plus	w1_d268e18143
offerenti	w3_d268e18146
gegen	w5_d268e18149
baarer	w7_d268e18152
Bezahlung	w9_d268e18155
ver	w11_d268e18158
kauft	w1_d268e18163
werden.	w3_d268e18166
</p>
<p id="p34_d268e18169">
Auf	w1_d268e18173
Verordnung	w3_d268e18176
des	w5_d268e18179
alhiesig=Löbl.	w7_d268e18182
Stadt	w9_d268e18185
Rahts	w1_d268e18190
werden	w3_d268e18193
den	w5_d268e18196
11.	w7_d268e18199
dies	w9_d268e18202
lauffenden	w11_d268e18205
Mo	w13_d268e18209
nats	w1_d268e18214
Augusti	w3_d268e18217
Weyl.	w5_d268e18220
Herrn	w7_d268e18223
Johann	w9_d268e18226
Michael	w11_d268e18229
Holzer,	w1_d268e18235
des	w3_d268e18238
äussern	w5_d268e18241
Rahts	w7_d268e18244
und	w9_d268e18247
gemeiner	w11_d268e18250
Stadt	w1_d268e18255
Wien	w3_d268e18258
gewesten	w5_d268e18261
Wein=visterers	w7_d268e18264
seel.	w9_d268e18267
hinterlassene	w1_d268e18272
gesamte	w3_d268e18275
gute	w5_d268e18278
Oesterreicher	w7_d268e18281
Ge	w9_d268e18284
bürg	w1_d268e18289
und	w3_d268e18292
Tockayer	w5_d268e18295
Wein	w7_d268e18298
in	w9_d268e18301
eisernen	w11_d268e18304
Banden,	w13_d268e18308
samt	w1_d268e18314
verschiedener	w3_d268e18317
Keller=einrichtung	w5_d268e18320
und	w7_d268e18323
Wein=schläuch	w1_d268e18328
auf	w3_d268e18331
alhiesigem	w5_d268e18334
Raht=haus	w7_d268e18337
um	w9_d268e18340
</p>
<p id="p36_d268e18344">
9.	w1_d268e18348
Uhr	w3_d268e18351
Vormittag	w5_d268e18354
licitanbo	w7_d268e18357
plus	w9_d268e18360
offerent	w11_d268e18363
verkauffet	w1_d268e18368
werden,	w3_d268e18371
und	w5_d268e18374
ist	w7_d268e18377
sich	w9_d268e18380
dessentwegen	w11_d268e18383
an	w1_d268e18388
obgemeldeten	w3_d268e18391
Tag	w5_d268e18394
und	w7_d268e18397
Stund	w9_d268e18400
im	w11_d268e18403
alhiesi	w13_d268e18407
gen	w1_d268e18413
Raht=haus	w3_d268e18416
anzumelden.	w5_d268e18419
</p>
<p id="p38_d268e18422">
Den	w1_d268e18426
11.	w3_d268e18429
dies	w5_d268e18432
Monats	w7_d268e18435
Augusti	w9_d268e18438
und	w11_d268e18441
folgende	w13_d268e18445
Täge	w1_d268e18450
Vormittag	w3_d268e18453
von	w5_d268e18456
9.	w7_d268e18459
bie	w9_d268e18462
12	w11_d268e18465
und	w13_d268e18469
Nachmit	w15_d268e18472
tag	w1_d268e18477
von	w3_d268e18480
3.	w5_d268e18483
bis	w7_d268e18486
6.	w9_d268e18489
Uhr	w11_d268e18492
werden	w13_d268e18496
auf	w15_d268e18499
Verordnung	w17_d268e18502
einer	w1_d268e18508
Löbl.	w3_d268e18511
Universität	w5_d268e18514
allhier	w7_d268e18517
in	w9_d268e18520
dem	w11_d268e18523
Dr.	w13_d268e18527
Loickischen	w1_d268e18532
Haus	w3_d268e18535
in	w5_d268e18538
der	w7_d268e18541
Wildwerker=strassen	w9_d268e18544
im	w1_d268e18549
dritten	w3_d268e18552
Stock	w5_d268e18555
verschiedene	w7_d268e18558
Verlassen	w9_d268e18561
schafts=effecten,	w1_d268e18566
bestehend	w3_d268e18569
in	w5_d268e18572
Geschmuck,	w7_d268e18575
Ga	w9_d268e18578
lanterien,	w1_d268e18584
Gold,	w3_d268e18587
und	w5_d268e18590
Silber,	w7_d268e18593
allerhand	w9_d268e18596
kostba	w11_d268e18599
ren	w1_d268e18604
um	w3_d268e18607
geringen	w5_d268e18610
Preiß	w7_d268e18613
taxirten	w9_d268e18616
Mahlereyen,	w11_d268e18619
Frauen=kleidern,	w1_d268e18624
Spitzen,	w3_d268e18627
Leibs	w5_d268e18630
und	w7_d268e18633
Haus	w9_d268e18636
wäsch,	w1_d268e18641
Mobilien	w3_d268e18644
und	w5_d268e18647
Zimmer=einrichtung,	w7_d268e18650
dann	w1_d268e18656
Zinn	w3_d268e18659
und	w5_d268e18662
Kupfer	w7_d268e18665
licitando	w9_d268e18668
an	w11_d268e18671
den	w13_d268e18675
Meist	w15_d268e18678
bietenden	w1_d268e18683
verkauffet	w3_d268e18686
werden.	w5_d268e18689
</p>
<p id="p40_d268e18692">
Den	w1_d268e18696
11.	w3_d268e18699
Augusti	w5_d268e18702
1758.	w7_d268e18705
werden	w9_d268e18708
bey	w11_d268e18711
dem	w13_d268e18715
Rebhühnel	w1_d268e18720
im	w3_d268e18723
Schlosser=gässel	w5_d268e18726
die	w7_d268e18729
von	w9_d268e18732
weil.	w11_d268e18735
Franz	w1_d268e18740
Joseph	w3_d268e18743
Pürker	w5_d268e18746
gewest=Burgerl.	w7_d268e18749
Han	w9_d268e18752
deismann	w1_d268e18758
seel.	w3_d268e18761
hinterlassene	w5_d268e18764
Effecten,	w7_d268e18767
als:	w9_d268e18770
einige	w1_d268e18775
Kleider,	w3_d268e18778
etwas	w5_d268e18781
Geschmeide,	w7_d268e18784
und	w9_d268e18787
Bücher	w11_d268e18790
licitando	w1_d268e18795
dem	w3_d268e18798
Meist=bietenden	w5_d268e18801
verauctioni	w7_d268e18804
ret	w1_d268e18809
werden.	w3_d268e18812
</p>
<p id="p42_d268e18815">
Es	w1_d268e18819
seynd	w3_d268e18822
alltäglich	w5_d268e18825
400.	w7_d268e18828
Eimer	w9_d268e18831
alte	w11_d268e18834
Oester	w13_d268e18838
reicher	w1_d268e18843
Weine,	w3_d268e18846
als	w5_d268e18849
Maurer,	w7_d268e18852
Nusdorfer,	w9_d268e18855
Brun	w11_d268e18858
ner	w1_d268e18863
und	w3_d268e18866
Enzerstorfer,	w5_d268e18869
dann	w7_d268e18872
ein	w9_d268e18875
Faß	w11_d268e18878
Ofner,	w13_d268e18882
und	w1_d268e18888
ein	w3_d268e18891
Faß	w5_d268e18894
alter	w7_d268e18897
roter	w9_d268e18900
Oesterreicher	w11_d268e18903
Wein,	w13_d268e18907
um	w1_d268e18912
einen	w3_d268e18915
billigen	w5_d268e18918
Preiß	w7_d268e18921
zu	w9_d268e18924
verkauffen	w11_d268e18927
und	w13_d268e18931
hat	w1_d268e18936
man	w3_d268e18939
sich	w5_d268e18942
dessentwegen	w7_d268e18945
im	w9_d268e18948
klein	w11_d268e18951
Batthia	w13_d268e18955
nischen	w1_d268e18960
Haus	w3_d268e18963
nächst	w5_d268e18966
der	w7_d268e18969
Ungarischen	w9_d268e18972
Canzley	w11_d268e18975
bey	w1_d268e18981
dem	w3_d268e18984
Herrschaftl.	w5_d268e18987
Secretario	w7_d268e18990
Hrn.	w9_d268e18993
Maidl	w11_d268e18996
zu	w13_d268e19000
melden	w1_d268e19005
/	w3_d268e19008
in	w5_d268e19011
Abwesinheit	w7_d268e19014
dessen	w9_d268e19017
aber	w11_d268e19020
bey	w13_d268e19024
dem	w15_d268e19027
Portier.	w1_d268e19032
</p>
<p id="p44_d268e19035">
Von	w1_d268e19039
der	w3_d268e19042
Hoch=gräfl.	w5_d268e19045
Excellenz	w7_d268e19048
Hoyosischen	w9_d268e19051
Herrschaft	w1_d268e19056
Emmerstorf	w3_d268e19059
in	w5_d268e19062
V.	w7_d268e19065
O.	w9_d268e19068
M.	w11_d268e19071
B.	w13_d268e19075
wird	w15_d268e19078
hiemit	w1_d268e19083
jedermänniglich	w3_d268e19086
kund	w5_d268e19089
und	w7_d268e19092
zu	w9_d268e19095
wissen	w11_d268e19098
ge	w13_d268e19102
macht,	w1_d268e19108
daß	w3_d268e19111
im	w5_d268e19114
aldortigen	w7_d268e19117
Markt	w9_d268e19120
Emmerstorf	w11_d268e19123
2.	w1_d268e19128
Häuser	w3_d268e19131
worauf	w5_d268e19134
bey	w7_d268e19137
einem	w9_d268e19140
die	w11_d268e19143
Schiftmei	w13_d268e19147
sters=gerechtigkeit	w1_d268e19152
radiciret)	w3_d268e19155
wie	w5_d268e19158
auch	w7_d268e19161
über	w9_d268e19164
länd=äcker,	w1_d268e19169
Wiesen,	w3_d268e19172
Gärten,	w5_d268e19175
Waldungen,	w7_d268e19178
und	w9_d268e19181
Wein=gärten,	w1_d268e19187
dann	w3_d268e19190
ein	w5_d268e19193
gar	w7_d268e19196
bequem=ligender	w9_d268e19199
Stadel	w1_d268e19204
den	w3_d268e19207
16	w5_d268e19210
Tag	w7_d268e19213
des	w9_d268e19216
Monats	w11_d268e19219
Augusti	w13_d268e19223
li	w15_d268e19226
citando	w1_d268e19231
werden	w3_d268e19234
verkauffet	w5_d268e19237
werden.	w7_d268e19240
Wer	w9_d268e19243
nun	w11_d268e19246
alles	w1_d268e19251
dieses,	w3_d268e19254
oder	w5_d268e19257
etwas	w7_d268e19260
hievon	w9_d268e19263
zu	w11_d268e19266
erkauffen	w13_d268e19270
gebenket,	w1_d268e19276
der	w3_d268e19279
kan	w5_d268e19282
sich	w7_d268e19285
an	w9_d268e19288
ob	w11_d268e19291
bestimmten	w13_d268e19295
Tag	w15_d268e19298
in	w1_d268e19303
aldortiger	w3_d268e19306
Herrschafts=canzley	w5_d268e19309
anmelden.	w7_d268e19312
</p>
<head id="h2_d268e19355">
Ausführlicher	w1_d268e19359
Bericht	w3_d268e19362
Von	w1_d268e19367
allem	w3_d268e19370
deme,	w5_d268e19373
was	w7_d268e19376
bey	w9_d268e19379
dem	w11_d268e19382
Corps	w13_d268e19386
des	w15_d268e19389
Herzogs	w17_d268e19392
von	w19_d268e19395
Broglio	w1_d268e19400
(seit	w3_d268e19403
deme	w5_d268e19406
er	w7_d268e19409
von	w9_d268e19412
der	w11_d268e19415
Armee	w13_d268e19419
des	w15_d268e19422
Prinzens	w17_d268e19425
von	w19_d268e19428
Soubise	w21_d268e19431
detaschirt	w23_d268e19434
worden,	w1_d268e19440
bis	w3_d268e19443
den	w5_d268e19446
23.	w7_d268e19449
Julii,	w9_d268e19452
da	w11_d268e19455
derselbe	w13_d268e19459
unweit	w15_d268e19462
dem	w17_d268e19465
an	w19_d268e19468
der	w21_d268e19471
Fulda	w23_d268e19474
eine	w25_d268e19478
Meile	w27_d268e19481
oberhalb	w29_d268e19484
Cassel	w1_d268e19489
ligenden	w3_d268e19492
Dorf	w5_d268e19495
Sandershausen	w7_d268e19498
einen	w9_d268e19501
vollkommenen	w11_d268e19504
Sieg	w13_d268e19508
über	w15_d268e19511
die	w17_d268e19514
Hessen	w1_d268e19519
erfochten)	w3_d268e19522
vorgegangen	w5_d268e19525
ist.	w7_d268e19528
</head>
<p id="p4_d268e19531">
Je	w1_d268e19535
Armee	w3_d268e19538
des	w5_d268e19541
Prinzens	w7_d268e19544
von	w9_d268e19547
Soubise,	w11_d268e19550
welche	w13_d268e19554
seit	w15_d268e19557
3.	w17_d268e19560
Monaten	w19_d268e19563
an	w21_d268e19566
den	w23_d268e19569
Mayn	w25_d268e19573
cantonirte,	w27_d268e19576
hatte	w1_d268e19583
den	w3_d268e19586
Befehl	w5_d268e19589
den	w7_d268e19592
22.	w9_d268e19595
Junii	w11_d268e19598
sich	w13_d268e19602
in	w15_d268e19605
Marsch	w17_d268e19608
zu	w19_d268e19611
setzen,	w21_d268e19614
und	w23_d268e19617
nacher	w25_d268e19621
Donauwehrt	w27_d268e19624
sich	w29_d268e19627
zu	w1_d268e19632
verfügen,	w3_d268e19635
von	w5_d268e19638
wannen	w7_d268e19641
man	w9_d268e19644
dieselbe	w11_d268e19647
nacher	w13_d268e19651
Böheim	w15_d268e19654
zu	w17_d268e19657
führen,	w19_d268e19660
und	w21_d268e19663
also	w23_d268e19666
die	w25_d268e19670
mit	w27_d268e19673
dem	w29_d268e19676
Wie	w31_d268e19679
nerischen	w1_d268e19685
Hof,	w3_d268e19688
mittelst	w5_d268e19691
des	w7_d268e19694
Allianz=tractats	w9_d268e19697
eingegangene	w11_d268e19700
Verbündnisse	w13_d268e19704
zu	w15_d268e19707
erfüllen	w17_d268e19710
Willens	w19_d268e19713
ware;	w1_d268e19718
allein	w3_d268e19721
solche	w5_d268e19724
unsere	w7_d268e19727
Bestimmung	w9_d268e19730
wurde	w11_d268e19733
abgeändert,	w13_d268e19737
und	w15_d268e19740
der	w17_d268e19743
Prinz	w19_d268e19746
von	w21_d268e19749
Soubise	w23_d268e19752
bekame	w25_d268e19756
die	w1_d268e19761
neue	w3_d268e19764
Ordre,	w5_d268e19767
nacher	w7_d268e19770
Hessen	w9_d268e19773
zu	w11_d268e19776
marschiren.	w13_d268e19780
</p>
<p id="p6_d268e19783">
für	w1_d268e19787
uns	w3_d268e19790
ware	w5_d268e19793
bey	w7_d268e19796
denen	w9_d268e19799
Umständen,	w11_d268e19802
in	w13_d268e19806
welchen	w15_d268e19809
wir	w17_d268e19812
uns	w19_d268e19815
befanden,	w21_d268e19818
des	w23_d268e19821
Feindes	w25_d268e19825
Rucken	w27_d268e19828
zu	w29_d268e19831
