<doc id="edoc_wd_1762-07-14" attrs="word" year="1762" month="07" day="14" corpus="1">
<head id="hl1">
Petersburg	w39
welche	w8884
sie	w8885
sogleich	w8886
als	w8887
regierende	w8888
Kaiserin	w8889
und	w8890
Selbstherrscherin	w8891
aller	w8892
Reussen	w8893
ausruften	w8894
<g/>
.
Das	w8896
Volk	w8897
stimmete	w8898
einhellig	w8899
bey	w8900
<g/>
,
und	w8902
in	w8903
allen	w8904
Gassen	w8905
erschallte	w8906
der	w8907
muntere	w8908
Ruf	w8909
<g/>
:
es	w8911
lebe	w8912
Catharina	w8913
die	w8914
Zweyte	w8915
<g/>
!
der	w8917
Senat	w8918
hatte	w8919
sich	w8920
in=dessen	w8921
<g/>
=
versammelt	w8923
<g/>
,
und	w8925
zur	w8926
Huldigung	w8927
die	w8928
Anstalten	w8929
gemacht	w8930
<g/>
:
diese	w8932
erfolgte	w8933
zum	w8934
ersten	w8935
von	w8936
den	w8937
Garde	w8938
<g/>
=
regimentern	w8940
auf	w8941
der	w8942
Stelle	w8943
<g/>
,
und	w8945
<g/>
,
nachdem	w8947
sich	w8948
Jhre	w8949
Majestät	w8950
hierauf	w8951
unter	w8952
freudigem	w8953
Zuruffen	w8954
des	w8955
Vol=kes	w8956
<g/>
=
in	w8958
das	w8959
neue	w8960
Hof	w8961
<g/>
=
gebäude	w8963
<g/>
,
und	w8965
von	w8966
dort	w8967
in	w8968
den	w8969
alten	w8970
Kaiserl	w8971
<g/>
.
Som=mer	w8973
<g/>
=
<g/>
=
pallast	w8976
begeben	w8977
hatten	w8978
<g/>
,
wurden	w8980
sie	w8981
daselbst	w8982
von	w8983
der	w8984
gesammten	w8985
Geistlichkeit	w8986
abgeholet	w8987
<g/>
,
und	w8989
in	w8990
die	w8991
Casanskysche	w8992
Kirche	w8993
mit	w8994
feyerlichem	w8995
Gepränge	w8996
geführet	w8997
<g/>
,
daselbst	w8999
mit	w9000
allgemeiner	w9001
Beystimmung	w9002
als	w9003
Selbst=herrscherin	w9004
<g/>
=
von	w9006
Rußland	w9007
ausgeruffen	w9008
<g/>
.
Das	w9010
Jubel	w9011
<g/>
=
geschrey	w9013
<g/>
,
und	w9015
die	w9016
übrigen	w9017
Freudens	w9018
<g/>
=
bezeugungen	w9020
waren	w9021
ganz	w9022
ungemein	w9023
<g/>
.
</p>
<p id="p90">
Nach	w9025
diesem	w9026
verfügten	w9027
sich	w9028
Jhre	w9029
Majestät	w9030
von	w9031
einer	w9032
unzähligen	w9033
Menge	w9034
Volkes	w9035
begleitet	w9036
<g/>
,
in	w9038
den	w9039
Senat	w9040
<g/>
,
der	w9042
sofort	w9043
den	w9044
Eid	w9045
der	w9046
Treue	w9047
ablegte	w9048
<g/>
;
welches	w9050
auch	w9051
von	w9052
den	w9053
Reichs	w9054
<g/>
=
collegien	w9056
<g/>
,
der	w9058
Geistlichkeit	w9059
und	w9060
den	w9061
Trupen	w9062
geschah	w9063
<g/>
.
</p>
<p id="p91">
Mittlerweile	w9065
wurde	w9066
der	w9067
Prinz	w9068
Georg	w9069
von	w9070
Hollstein	w9071
auf	w9072
der	w9073
Gas=sen	w9074
<g/>
=
arretiret	w9076
<g/>
,
und	w9078
die	w9079
hier	w9080
anwesende	w9081
Hollsteinische	w9082
Officiers	w9083
und	w9084
Sol=daten	w9085
<g/>
=
<g/>
,
deren	w9088
einige	w9089
sich	w9090
zur	w9091
Gegenwehr	w9092
setzten	w9093
<g/>
,
gefangen	w9095
genommen	w9096
<g/>
,
auch	w9098
verschiedene	w9099
andere	w9100
verdächtige	w9101
Personen	w9102
in	w9103
Verhaft	w9104
gebracht	w9105
<g/>
,
zugleich	w9107
auch	w9108
die	w9109
Anstalt	w9110
gemacht	w9111
<g/>
,
sich	w9113
der	w9114
Person	w9115
des	w9116
Kaisers	w9117
zu	w9118
ver=sichern	w9119
<g/>
=
<g/>
:
zu	w9122
welchem	w9123
Ende	w9124
eine	w9125
Anzahl	w9126
Trupen	w9127
mit	w9128
einem	w9129
Zug	w9130
Artil=lerte	w9131
<g/>
=
nach	w9133
Oranienbaum	w9134
<g/>
,
wo	w9136
er	w9137
seinen	w9138
Aufenthalt	w9139
hatte	w9140
<g/>
,
unter	w9142
Anfüh=rung	w9143
<g/>
=
des	w9145
Fürsten	w9146
von	w9147
Menzikoff	w9148
ohne	w9149
Zeit	w9150
<g/>
=
verlust	w9152
abgeschicket	w9153
wur=den	w9154
<g/>
=
<g/>
.
</p>
<p id="p92">
Der	w9157
Kaiserin	w9158
Majestät	w9159
fasseten	w9160
den	w9161
Entschluß	w9162
<g/>
,
nach	w9164
Petershof	w9165
abzugehen	w9166
<g/>
,
und	w9168
kamen	w9169
noch	w9170
denselbigen	w9171
Abend	w9172
in	w9173
dem	w9174
Kloster	w9175
der	w9176
hei=ligen	w9177
<g/>
=
Dreyfaltigkeit	w9179
an	w9180
<g/>
;
wo	w9182
sie	w9183
übernachteten	w9184
<g/>
,
und	w9186
heute	w9187
als	w9188
den	w9189
10ten	w9190
dieses	w9191
vor	w9192
der	w9193
Spitze	w9194
einiger	w9195
mitgenommenen	w9196
Trupen	w9197
Vormittags	w9198
an=langten	w9199
<g/>
=
<g/>
.
Der	w9202
Kaiser	w9203
<g/>
,
als	w9205
er	w9206
sich	w9207
von	w9208
jedermann	w9209
verlassen	w9210
<g/>
,
und	w9212
alle	w9213
Hof=nung	w9214
<g/>
=
zur	w9216
Flucht	w9217
durch	w9218
das	w9219
eilfertige	w9220
Vorrücken	w9221
der	w9222
Trupen	w9223
sich	w9224
abgeabgeschnitten	w9225
<g/>
=
</p>
<p id="p93">
schnitten	w9229
sah	w9230
<g/>
,
kam	w9232
selbst	w9233
dahin	w9234
<g/>
,
sich	w9236
zu	w9237
ergeben	w9238
<g/>
,
und	w9240
wurde	w9241
sofort	w9242
in	w9243
einen	w9244
sicheren	w9245
Ort	w9246
in	w9247
Verwahrung	w9248
gebracht	w9249
<g/>
.
Alles	w9251
ist	w9252
mit	w9253
vieler	w9254
Vorsicht	w9255
<g/>
,
Ordnung	w9257
und	w9258
Eintracht	w9259
<g/>
,
ohne	w9261
Blutvergiessen	w9262
<g/>
,
erfolget	w9264
<g/>
;
und	w9266
sind	w9267
so=dann	w9268
<g/>
=
die	w9270
gehörige	w9271
Befehle	w9272
sowohl	w9273
an	w9274
die	w9275
Provinzen	w9276
des	w9277
Reiches	w9278
<g/>
,
als	w9280
an	w9281
die	w9282
commandirenden	w9283
Generals	w9284
der	w9285
in	w9286
Deutschland	w9287
stehenden	w9288
Tru=pen	w9289
<g/>
=
ausgefertiget	w9291
worden	w9292
<g/>
.
Das	w9294
Manifest	w9295
<g/>
,
welches	w9297
Jhre	w9298
Majestät	w9299
die	w9300
Kaiserin	w9301
bey	w9302
dem	w9303
Antritt	w9304
Jhro	w9305
Regierung	w9306
ausgehen	w9307
liessen	w9308
<g/>
,
ist	w9310
folgen=den	w9311
<g/>
=
Jnhalts	w9313
<g/>
:
</p>
<head id="hl24">
Von	w9315
GOttes	w9316
Gnaden	w9317
<g/>
,
Wir	w9319
Catharina	w9320
die	w9321
zweyte	w9322
Kaiserin	w9323
<g/>
,
und	w9325
Selbstherrscherin	w9326
aller	w9327
Reussen	w9328
ꝛc	w9329
<g/>
.
</head>
<p id="p94">
ALlen	w9331
wahren	w9332
Söhnen	w9333
Rußlands	w9334
hat	w9335
die	w9336
grosse	w9337
Gefahr	w9338
in	w9339
die	w9340
Au=c	w9341
<g/>
=
gen	w9343
geleuchtet	w9344
<g/>
,
womit	w9346
das	w9347
ganze	w9348
Rußische	w9349
Reich	w9350
bedrohet	w9351
wor=den	w9352
<g/>
=
<g/>
.
Zu	w9355
allerforderist	w9356
ist	w9357
der	w9358
Grund	w9359
unseren	w9360
Orthodoxen	w9361
Griechi=schen	w9362
<g/>
=
Religion	w9364
erschüttert	w9365
<g/>
,
und	w9367
ihre	w9368
Satzungen	w9369
sind	w9370
einem	w9371
gänzlichen	w9372
Umsturz	w9373
nahe	w9374
gewesen	w9375
<g/>
,
so	w9377
<g/>
,
doß	w9379
man	w9380
äusserst	w9381
beförchten	w9382
müssen	w9383
<g/>
,
den	w9385
von	w9386
Alters	w9387
<g/>
=
her	w9389
in	w9390
Rußland	w9391
herrschenden	w9392
rechten	w9393
Glauben	w9394
verändert	w9395
<g/>
,
und	w9397
eine	w9398
fremde	w9399
Religion	w9400
eingeführet	w9401
zu	w9402
sehen	w9403
<g/>
.
</p>
<p id="p95">
Zweytens	w9405
ist	w9406
die	w9407
Glorie	w9408
von	w9409
Rußland	w9410
<g/>
,
die	w9412
mit	w9413
Verlust	w9414
so	w9415
vie=len	w9416
<g/>
=
Bluts	w9418
durch	w9419
seine	w9420
siegreiche	w9421
Waffen	w9422
zur	w9423
höchsten	w9424
Stuffe	w9425
gebracht	w9426
ware	w9427
<g/>
,
durch	w9429
den	w9430
neulich	w9431
geschlossenen	w9432
Frieden	w9433
mit	w9434
dessen	w9435
ärgsten	w9436
Feind	w9437
schon	w9438
würklich	w9439
unter	w9440
die	w9441
Füsse	w9442
getreten	w9443
<g/>
,
und	w9445
zugleich	w9446
die	w9447
mnere	w9448
Ver=fassungen	w9449
<g/>
=
<g/>
,
auf	w9452
welchen	w9453
das	w9454
Wol	w9455
und	w9456
die	w9457
Grund	w9458
<g/>
=
feste	w9460
unseres	w9461
Vatter=landes	w9462
<g/>
=
beruhen	w9464
<g/>
,
völlig	w9466
über	w9467
den	w9468
Hauffen	w9469
geworfen	w9470
worden	w9471
<g/>
.
</p>
<p id="p96">
Durch	w9473
diese	w9474
allen	w9475
unseren	w9476
getreuen	w9477
Unterthanen	w9478
vorgestandene	w9479
Ge=fahr	w9480
<g/>
=
seynd	w9482
Wir	w9483
endlich	w9484
gedrugen	w9485
worden	w9486
<g/>
,
zu	w9488
GOtt	w9489
und	w9490
seiner	w9491
Ge=rechtigkeit	w9492
<g/>
=
Unsere	w9494
Zuflucht	w9495
zu	w9496
nehmen	w9497
<g/>
,
und	w9499
da	w9500
wir	w9501
das	w9502
offenbare	w9503
und	w9504
ungeheuchelte	w9505
Verlangen	w9506
all	w9507
Unserer	w9508
getreuen	w9509
Unterthanen	w9510
dazu	w9511
wahr=genommen	w9512
<g/>
=
<g/>
,
so	w9515
haben	w9516
Wir	w9517
Unsern	w9518
souverain	w9519
Rußisch	w9520
<g/>
=
kaiserlichen	w9522
Thron	w9523
bestiegen	w9524
<g/>
,
und	w9526
darüber	w9527
von	w9528
allen	w9529
Unsern	w9530
getreuen	w9531
Unterthanen	w9532
die	w9533
feyer=lichsten	w9534
<g/>
=
Cids	w9536
<g/>
=
leistungen	w9538
empfangen	w9539
<g/>
.
</p>
<p id="p97">
Gedruckt	w9543
zu	w9544
St	w9545
<g/>
.
Petersburg	w9547
beym	w9548
Senat	w9549
den	w9550
28	w9551
<g/>
.
Junii	w9553
<g/>
.
st	w9555
<g/>
.
v	w9557
<g/>
.
1762	w9559
<g/>
.
N	w9561
<g/>
.
S	w9563
<g/>
.
9	w9565
<g/>
.
Julii	w9567
<g/>
.
</p>
</doc>
