<doc id="wr_1762-03-24" attrs="word" year="1762" month="03" day="24" corpus="2">
<head id="h2_d641e3335">
Cadir	w1_d641e3339
diesfalls	w15_d641e21493
anmelden.	w1_d641e21498
</p>
<p id="p12_d641e21502">
Es	w1_d641e21506
ist	w3_d641e21509
ehehin	w5_d641e21512
nicht	w7_d641e21515
verborgen,	w9_d641e21518
wasmassen	w11_d641e21521
ver	w13_d641e21525
mög	w1_d641e21530
des	w3_d641e21533
in	w5_d641e21536
Ansehong	w7_d641e21539
der	w9_d641e21542
Ständischen	w11_d641e21545
Credits	w13_d641e21549
operation	w1_d641e21554
von	w3_d641e21557
denen	w5_d641e21560
Gewehrleistenden	w7_d641e21563
Herren	w9_d641e21566
Ständen	w1_d641e21572
unterm	w3_d641e21575
30	w5_d641e21578
Junii	w7_d641e21581
vorigen	w9_d641e21584
1761.	w11_d641e21587
Jahrs	w13_d641e21591
dem	w1_d641e21596
Publico	w3_d641e21599
kund	w5_d641e21602
gemachten	w7_d641e21605
Patents	w9_d641e21608
Paragra	w11_d641e21611
pho	w1_d641e21616
13.	w3_d641e21619
zur	w5_d641e21622
Umsetzung	w7_d641e21625
deren	w9_d641e21628
in	w11_d641e21631
Zeit	w13_d641e21635
des	w15_d641e21638
gegen	w17_d641e21641
wärtigen	w1_d641e21646
Kriegs	w3_d641e21649
ausgestellten	w5_d641e21652
Ständischen	w7_d641e21655
Schuld	w9_d641e21658
briefen	w1_d641e21664
in	w3_d641e21667
die	w5_d641e21670
neuen	w7_d641e21673
Darlehens=obligationen	w9_d641e21676
mit	w11_d641e21679
Zulegung	w1_d641e21684
eines	w3_d641e21687
gleichen	w5_d641e21690
Betrags	w7_d641e21693
baaren	w9_d641e21696
Geldes	w11_d641e21699
eine	w1_d641e21704
Frist	w3_d641e21707
von	w5_d641e21710
drey	w7_d641e21713
oder	w9_d641e21716
längstens	w11_d641e21719
vier	w13_d641e21723
Monaten	w15_d641e21726
à	w1_d641e21731
Dato	w3_d641e21734
der	w5_d641e21737
angefangenen	w7_d641e21740
Credits=operation	w9_d641e21743
ein	w11_d641e21746
gestanden	w1_d641e21752
worden	w3_d641e21755
seye;	w5_d641e21758
Nachdeme	w7_d641e21761
jedoch	w9_d641e21764
diese	w11_d641e21767
anberaumte	w1_d641e21772
Frist	w3_d641e21775
bereits	w5_d641e21778
verstrichen,	w7_d641e21781
und	w9_d641e21784
Jhro	w11_d641e21787
K.	w1_d641e21792
K.	w3_d641e21795
Majest.	w5_d641e21798
nunmehro	w7_d641e21801
allergnädigst	w9_d641e21804
anzubefeh	w11_d641e21807
len	w1_d641e21812
geruhet,	w3_d641e21815
daß	w5_d641e21818
mit	w7_d641e21821
vorersagter	w9_d641e21824
Ubersetzung	w11_d641e21827
der	w1_d641e21833
Ständischen	w3_d641e21836
Schuld=briefen	w5_d641e21839
in	w7_d641e21842
die	w9_d641e21845
neuen	w11_d641e21848
Darlehens=obligationen	w1_d641e21853
für	w3_d641e21856
das	w5_d641e21859
künftige	w7_d641e21862
ein	w9_d641e21865
En	w11_d641e21868
de	w1_d641e21873
gemachet,	w3_d641e21876
und	w5_d641e21879
hierzu	w7_d641e21882
nur	w9_d641e21885
noch	w11_d641e21888
ein	w13_d641e21892
kurzer	w15_d641e21895
Ter	w17_d641e21898
min	w1_d641e21903
von	w3_d641e21906
4.	w5_d641e21909
Wochen	w7_d641e21912
bestimmet	w9_d641e21915
werde;	w11_d641e21918
Als	w13_d641e21922
wird	w15_d641e21925
dieser	w1_d641e21931
zu	w3_d641e21934
Umsetzung	w5_d641e21937
der	w7_d641e21940
Ständischen	w9_d641e21943
Schuldbrie	w11_d641e21946
fen	w1_d641e21951
in	w3_d641e21954
die	w5_d641e21957
neuen	w7_d641e21960
Darlehens=obligationen	w9_d641e21963
annoch	w11_d641e21966
allerhöchstens	w1_d641e21971
bestimmte	w3_d641e21974
vier	w5_d641e21977
wochige	w7_d641e21980
Termin	w9_d641e21983
dem	w11_d641e21986
gesamten	w1_d641e21991
Publico,	w3_d641e21994
um	w5_d641e21997
sich	w7_d641e22000
hiernach	w9_d641e22003
richten	w11_d641e22006
zu	w13_d641e22010
können,	w1_d641e22016
hiemit	w3_d641e22019
zur	w5_d641e22022
behörigen	w7_d641e22025
Wissenschaft	w9_d641e22028
von	w11_d641e22031
der	w1_d641e22036
N.	w3_d641e22039
Oe.	w5_d641e22042
Regierung	w7_d641e22045
kund	w9_d641e22048
und	w11_d641e22051
offenbar	w13_d641e22055
gemacht.	w15_d641e22058
</p>
<p id="p14_d641e22061">
Von	w1_d641e22065
Sr.	w3_d641e22068
Hochwürden	w5_d641e22071
und	w7_d641e22074
Gnaden	w9_d641e22077
Hrn.	w11_d641e22080
Of	w13_d641e22084
ficialen	w1_d641e22089
und	w3_d641e22092
Venerab.	w5_d641e22095
Archi-Episc.	w7_d641e22098
Consist.	w9_d641e22101
Vien-	w11_d641e22104
nensis	w1_d641e22109
wegen	w3_d641e22112
allen	w5_d641e22115
und	w7_d641e22118
jeden,	w9_d641e22121
welche	w11_d641e22124
bey	w13_d641e22128
und	w15_d641e22131
an	w17_d641e22134
</p>
<p id="p20_d641e22147">
des	w1_d641e22151
weil.	w3_d641e22154
Ludwig	w5_d641e22157
Weiß,	w7_d641e22160
gewest	w9_d641e22163
weltl.	w11_d641e22166
Priesters	w13_d641e22170
seel.	w1_d641e22175
Verlassenschaft	w3_d641e22178
etwas	w5_d641e22181
an	w7_d641e22184
Erb=Schriften,	w9_d641e22187
Schulden,	w1_d641e22192
oder	w3_d641e22195
auf	w5_d641e22198
all	w7_d641e22201
andere	w9_d641e22204
Weiß	w11_d641e22207
und	w13_d641e22211
Art	w15_d641e22214
zu	w1_d641e22220
forderen	w3_d641e22223
haben,	w5_d641e22226
oder	w7_d641e22229
zu	w9_d641e22232
haben	w11_d641e22235
vermeinen,	w13_d641e22239
hie	w15_d641e22242
mit	w1_d641e22247
anzufügen,	w3_d641e22250
daß	w5_d641e22253
eine	w7_d641e22256
Convocation	w9_d641e22259
verordnet,	w11_d641e22262
und	w1_d641e22267
auf	w3_d641e22270
den	w5_d641e22273
7.	w7_d641e22276
kommenden	w9_d641e22279
Monats	w11_d641e22282
April	w13_d641e22286
dies	w15_d641e22289
Jahrs	w1_d641e22294
Nachmittags	w3_d641e22297
um	w5_d641e22300
2.	w7_d641e22303
Uhr	w9_d641e22306
in	w11_d641e22309
der	w13_d641e22313
Erzbi	w15_d641e22316
schöfl.	w1_d641e22322
Consistorial=canzley	w3_d641e22325
zu	w5_d641e22328
erscheinen,	w7_d641e22331
der	w9_d641e22334
Tag	w1_d641e22339
und	w3_d641e22342
Stund	w5_d641e22345
benennet	w7_d641e22348
seye.	w9_d641e22351
Solchemnach	w11_d641e22354
werden	w1_d641e22359
alle	w3_d641e22362
diejenige,	w5_d641e22365
so	w7_d641e22368
Eingangs	w9_d641e22371
ermeldter	w11_d641e22374
massen	w1_d641e22379
sub	w3_d641e22382
quacunque	w5_d641e22385
causa	w7_d641e22388
vel	w9_d641e22391
titulo	w11_d641e22394
eriam	w13_d641e22398
hæreditatis	w1_d641e22404
Jure	w3_d641e22407
Sprüch	w5_d641e22410
haben,	w7_d641e22413
oder	w9_d641e22416
zu	w11_d641e22419
haben	w13_d641e22423
vermeinen,	w1_d641e22428
mit	w3_d641e22431
denenselben	w5_d641e22434
an	w7_d641e22437
bemeldten	w9_d641e22440
Tag	w11_d641e22443
und	w1_d641e22448
Stund	w3_d641e22451
peremptorie	w5_d641e22454
&	w7_d641e22457
cum	w9_d641e22460
clausula	w11_d641e22463
præclusi	w13_d641e22467
sub	w1_d641e22472
termino	w3_d641e22475
1mo.	w5_d641e22478
2do	w7_d641e22481
&	w9_d641e22484
3tio.	w11_d641e22487
sich	w13_d641e22491
also	w15_d641e22494
gewiß	w17_d641e22497
anmelden,	w1_d641e22503
als	w3_d641e22506
im	w5_d641e22509
widrigen	w7_d641e22512
die	w9_d641e22515
Ausbleibende	w11_d641e22518
nicht	w1_d641e22523
mehr	w3_d641e22526
gehöret,	w5_d641e22529
sondern	w7_d641e22532
eo	w9_d641e22535
ipso	w11_d641e22538
mit	w13_d641e22542
ihren	w15_d641e22545
Sprüchen	w1_d641e22550
ausgeschlossen,	w3_d641e22553
&	w5_d641e22556
perpetuo	w7_d641e22559
silentio	w9_d641e22562
abgewiesen,	w1_d641e22567
und	w3_d641e22570
das	w5_d641e22573
Behörige	w7_d641e22576
ex	w9_d641e22579
officio	w11_d641e22582
vorge	w13_d641e22586
kehret	w1_d641e22592
werden	w3_d641e22595
solle.	w5_d641e22598
</p>
<p id="p22_d641e22601">
Von	w1_d641e22605
der	w3_d641e22608
N.	w5_d641e22611
Oe.	w7_d641e22614
Regierung	w9_d641e22617
wegen,	w11_d641e22620
wird	w13_d641e22624
mit	w15_d641e22627
gegenwärtig	w1_d641e22632
offenem	w3_d641e22635
Edict	w5_d641e22638
jedermänniglich,	w7_d641e22641
wol	w1_d641e22646
An	w3_d641e22649
als	w5_d641e22652
Abwesenden,	w7_d641e22655
deme	w9_d641e22658
daran	w11_d641e22661
gelegen,	w13_d641e22665
kund	w1_d641e22671
und	w3_d641e22674
zu	w5_d641e22677
wissen	w7_d641e22680
gemacht:	w9_d641e22683
Es	w11_d641e22686
seye	w13_d641e22690
die	w15_d641e22693
Frau	w17_d641e22696
Maria	w1_d641e22701
Anna	w3_d641e22704
Banavitzerin,	w5_d641e22707
von	w7_d641e22710
Banavitz,	w9_d641e22713
ge	w11_d641e22716
weste	w1_d641e22721
Generals=wittwe	w3_d641e22724
ohne	w5_d641e22727
hinterlassen	w7_d641e22730
letztwil	w9_d641e22733
ligen	w1_d641e22738
Geschäft	w3_d641e22741
mit	w5_d641e22744
Tod	w7_d641e22747
abgegangen,	w9_d641e22750
und	w11_d641e22753
habe	w13_d641e22757
sich	w1_d641e22763
hinnach	w3_d641e22766
um	w5_d641e22769
desselben	w7_d641e22772
ab	w9_d641e22775
intestato	w11_d641e22778
ruckgeblie	w13_d641e22782
bene	w1_d641e22787
Verlssenschaft	w3_d641e22790
der	w5_d641e22793
Zeit	w7_d641e22796
niemand	w9_d641e22799
angemel	w11_d641e22802
det.	w1_d641e22807
Wann	w3_d641e22810
Regierung,	w5_d641e22813
um	w7_d641e22816
die	w9_d641e22819
etwa	w11_d641e22822
ein	w13_d641e22826
oder	w15_d641e22829
anderen	w1_d641e22834
bey	w3_d641e22837
dieser	w5_d641e22840
Verlassenschaft	w7_d641e22843
von	w9_d641e22846
Rechts	w11_d641e22849
wegen	w1_d641e22855
gebührend	w3_d641e22858
nähere	w5_d641e22861
Erbsprüch	w7_d641e22864
in	w9_d641e22867
Erfahrung	w11_d641e22870
zu	w1_d641e22875
bringen,	w3_d641e22878
anbey	w5_d641e22881
das	w7_d641e22884
etwa	w9_d641e22887
vorhandene	w11_d641e22890
Æs	w13_d641e22894
alie-	w15_d641e22897
num	w1_d641e22902
ausfindig	w3_d641e22905
zu	w5_d641e22908
machen,	w7_d641e22911
folgsam	w9_d641e22914
zu	w11_d641e22917
Abhand	w13_d641e22921
lung	w1_d641e22926
solcher	w3_d641e22929
Verlassenschaft	w5_d641e22932
sicher	w7_d641e22935
vorschreiten	w9_d641e22938
zu	w11_d641e22941
können,	w1_d641e22947
eine	w3_d641e22950
Nohtdurft	w5_d641e22953
zu	w7_d641e22956
seyn	w9_d641e22959
befunden	w11_d641e22962
hat,	w13_d641e22966
alle	w1_d641e22971
hieran	w3_d641e22974
Theil=nehmende,	w5_d641e22977
sowol	w7_d641e22980
in	w9_d641e22983
als	w11_d641e22986
ausser	w13_d641e22990
Land	w1_d641e22995
befindliche	w3_d641e22998
Personen	w5_d641e23001
durch	w7_d641e23004
dieses	w9_d641e23007
offentliche	w11_d641e23010
Edict	w1_d641e23015
zu	w3_d641e23018
AnmeldLegitimir	w5_d641e23021
und	w7_d641e23024
Liquidirung	w9_d641e23027
ih	w11_d641e23030
rer	w1_d641e23036
an	w3_d641e23039
obbemeldte	w5_d641e23042
Verlassenschaft	w7_d641e23045
ex	w9_d641e23048
quacunque	w11_d641e23051
causa	w1_d641e23056
vel	w3_d641e23059
titulo	w5_d641e23062
habender	w7_d641e23065
Sprüch	w9_d641e23068
und	w11_d641e23071
Forderun	w13_d641e23075
gen	w1_d641e23080
vorzuladen,	w3_d641e23083
und	w5_d641e23086
einzuberuffen,	w7_d641e23089
zu	w9_d641e23092
welchem	w11_d641e23095
Ende	w1_d641e23100
dann	w3_d641e23103
denenselben	w5_d641e23106
der	w7_d641e23109
2.	w9_d641e23112
April	w11_d641e23115
dies	w13_d641e23119
Jahrs	w15_d641e23122
Nachmittags	w1_d641e23128
um	w3_d641e23131
4.	w5_d641e23134
Uhr	w7_d641e23137
zur	w9_d641e23140
gewöhnlichen	w11_d641e23143
Con	w13_d641e23147
vocations	w1_d641e23152
und	w3_d641e23155
Anmeldungs=tagsatzung	w5_d641e23158
zu	w7_d641e23161
all	w9_d641e23164
end	w11_d641e23167
licher	w1_d641e23172
Frist	w3_d641e23175
anberaumet	w5_d641e23178
worden.	w7_d641e23181
Solchemnach	w9_d641e23184
werden	w1_d641e23189
alle	w3_d641e23192
und	w5_d641e23195
jede,	w7_d641e23198
welche	w9_d641e23201
bey	w11_d641e23204
gedacht	w13_d641e23208
von	w15_d641e23211
Ba	w17_d641e23214
navitzerischer	w1_d641e23220
Verlassenschaft	w3_d641e23223
zu	w5_d641e23226
rechtmäßiger	w7_d641e23229
Erbs	w9_d641e23232
und	w1_d641e23237
Schuld=forderung	w3_d641e23240
willen	w5_d641e23243
einige	w7_d641e23246
Sprüch	w9_d641e23249
ha	w11_d641e23252
ben,	w1_d641e23257
oder	w3_d641e23260
zu	w5_d641e23263
haben	w7_d641e23266
vermeinen,	w9_d641e23269
an	w11_d641e23272
obbestimmten	w13_d641e23276
Tag	w1_d641e23281
und	w3_d641e23284
Stund	w5_d641e23287
vor	w7_d641e23290
Regierung	w9_d641e23293
in	w11_d641e23296
der	w13_d641e23300
daselbst	w15_d641e23303
zu	w1_d641e23309
solchem	w3_d641e23312
Ende	w5_d641e23315
offen	w7_d641e23318
haltenden	w9_d641e23321
Commißions	w11_d641e23324
stuben	w1_d641e23329
entweder	w3_d641e23332
selbst	w5_d641e23335
persönlich,	w7_d641e23338
oder	w9_d641e23341
durch	w11_d641e23344
hiezu	w13_d641e23348
genugsam	w1_d641e23353
gevollmächtigte	w3_d641e23356
Gewalt=tragere	w5_d641e23359
also	w7_d641e23362
gewiß	w1_d641e23367
zu	w3_d641e23370
erscheinen,	w5_d641e23373
und	w7_d641e23376
ihre	w9_d641e23379
an	w11_d641e23382
solche	w13_d641e23386
Verlas	w15_d641e23389
senschaft	w1_d641e23395
habende	w3_d641e23398
Anforderungen	w5_d641e23401
anzumelden,	w7_d641e23404
rechtlich	w1_d641e23409
zu	w3_d641e23412
legitimiren,	w5_d641e23415
und	w7_d641e23418
zu	w9_d641e23421
liquidiren	w11_d641e23424
haben,	w13_d641e23428
als	w1_d641e23433
im	w3_d641e23436
widrigen	w5_d641e23439
die	w7_d641e23442
Abhandlung	w9_d641e23445
gleichwolen	w11_d641e23448
vor	w13_d641e23452
</p>
<p id="p24_d641e23456">
genommen,	w1_d641e23460
und	w3_d641e23463
ungehindert	w5_d641e23466
deren	w7_d641e23469
etwa	w9_d641e23472
vorhau	w11_d641e23475
denen	w1_d641e23480
Erbs=prätendenten	w3_d641e23483
oder	w5_d641e23486
Glaubigern,	w7_d641e23489
sich	w1_d641e23494
mit	w3_d641e23497
ihren	w5_d641e23500
Erbs	w7_d641e23503
und	w9_d641e23506
Schuld=forderungen	w11_d641e23509
in	w13_d641e23513
bestimmter	w1_d641e23519
Zeit	w3_d641e23522
nicht	w5_d641e23525
angemeldet,	w7_d641e23528
solche	w9_d641e23531
Verlas	w11_d641e23534
senschaft	w1_d641e23539
dem	w3_d641e23542
sich	w5_d641e23545
legitimirenden	w7_d641e23548
Erben,	w9_d641e23551
oder	w11_d641e23554
als	w1_d641e23559
erblos	w3_d641e23562
dem	w5_d641e23565
K.	w7_d641e23568
K.	w9_d641e23571
Hrn.	w11_d641e23574
Fises	w13_d641e23578
eingeantwortet,	w15_d641e23581
auch	w1_d641e23586
ansonsten	w3_d641e23589
ex	w5_d641e23592
officio	w7_d641e23595
vorgekehret	w9_d641e23598
werden	w11_d641e23601
solle,	w13_d641e23605
was	w1_d641e23611
Rechtens	w3_d641e23614
ist;	w5_d641e23617
Wornach	w7_d641e23620
sich	w9_d641e23623
also	w11_d641e23626
ein	w13_d641e23630
jeder	w15_d641e23633
zu	w17_d641e23636
richten	w1_d641e23641
wissen	w3_d641e23644
wird.	w5_d641e23647
</p>
<p id="p26_d641e23650">
Auf	w1_d641e23654
Verordnung	w3_d641e23657
eines	w5_d641e23660
Löbl.	w7_d641e23663
Landmarschalli	w9_d641e23666
schen	w1_d641e23671
Gerichts,	w3_d641e23674
werden	w5_d641e23677
in	w7_d641e23680
dem	w9_d641e23683
Fürstl.	w11_d641e23686
Mansfel	w13_d641e23690
dischen	w1_d641e23695
Haus	w3_d641e23698
auf	w5_d641e23701
der	w7_d641e23704
hohen	w9_d641e23707
Brucken	w11_d641e23710
im	w13_d641e23714
ersten	w15_d641e23717
Stock	w1_d641e23723
den	w3_d641e23726
2.	w5_d641e23729
künftigen	w7_d641e23732
Monats	w9_d641e23735
April	w11_d641e23738
fruh	w13_d641e23742
von	w15_d641e23745
9.	w1_d641e23750
bis	w3_d641e23753
12.	w5_d641e23756
und	w7_d641e23759
Nachmittags	w9_d641e23762
von	w11_d641e23765
3.	w13_d641e23769
bis	w15_d641e23772
6.	w17_d641e23775
Uhr	w19_d641e23778
Geschmuck,	w1_d641e23783
goldene	w3_d641e23786
Uhren	w5_d641e23789
und	w7_d641e23792
Tabatieren,	w9_d641e23795
auch	w11_d641e23798
andere	w1_d641e23803
Galanterie=waaren,	w3_d641e23806
Silber,	w5_d641e23809
reiche	w7_d641e23812
und	w9_d641e23815
andere	w1_d641e23821
Frauen=kleider,	w3_d641e23824
Spitz,	w5_d641e23827
Wäsch,	w7_d641e23830
wie	w9_d641e23833
auch	w11_d641e23836
kostbare	w1_d641e23841
Jndianische	w3_d641e23844
Sachen	w5_d641e23847
und	w7_d641e23850
Porcellaiu	w9_d641e23853
plus	w11_d641e23856
offerenti	w1_d641e23861
licitando	w3_d641e23864
verkauffet	w5_d641e23867
werden.	w7_d641e23870
</p>
<p id="p28_d641e23873">
Es	w1_d641e23877
ist	w3_d641e23880
in	w5_d641e23883
dem	w7_d641e23886
Fürstl.	w9_d641e23889
Esterhazischen	w11_d641e23892
sogenann	w13_d641e23896
ten	w1_d641e23901
roten	w3_d641e23904
Haus	w5_d641e23907
vor	w7_d641e23910
dem	w9_d641e23913
Schotten=thor	w11_d641e23916
denen	w13_d641e23920
Schwarz=spaniern	w1_d641e23925
gegen	w3_d641e23928
über	w5_d641e23931
das	w7_d641e23934
herrschaftliche	w9_d641e23937
Stöckl	w1_d641e23943
samt	w3_d641e23946
Keller,	w5_d641e23949
Stallung	w7_d641e23952
und	w9_d641e23955
Wagenschu	w11_d641e23958
pfen	w1_d641e23963
zu	w3_d641e23966
verlassen,	w5_d641e23969
wer	w7_d641e23972
solches	w9_d641e23975
bestehen	w11_d641e23978
will,	w13_d641e23982
kan	w15_d641e23985
sich	w1_d641e23990
diesfalls	w3_d641e23993
bey	w5_d641e23996
dem	w7_d641e23999
dasigen	w9_d641e24002
Gärtner	w11_d641e24005
anmelden.	w13_d641e24009
</p>
<p id="p30_d641e24012">
Den	w1_d641e24016
31.	w3_d641e24019
dies	w5_d641e24022
Monats	w7_d641e24025
Martii	w9_d641e24028
fruhe	w11_d641e24031
zwischen	w13_d641e24035
9.	w1_d641e24040
und	w3_d641e24043
10.	w5_d641e24046
Uhr	w7_d641e24049
wird	w9_d641e24052
bey	w11_d641e24055
der	w13_d641e24059
K.	w15_d641e24062
K.	w17_d641e24065
N.	w19_d641e24068
Oe.	w21_d641e24071
Vicedomischen	w1_d641e24076
Administrations=amts=canzley	w3_d641e24079
in	w5_d641e24082
der	w1_d641e24088
Herren=gassen	w3_d641e24091
in	w5_d641e24094
N.	w7_d641e24097
Oe.	w9_d641e24100
Regierungs	w11_d641e24103
haus	w13_d641e24107
im	w15_d641e24110
ersten	w1_d641e24115
Stock	w3_d641e24118
das	w5_d641e24121
Martin	w7_d641e24124
Reichlische	w9_d641e24127
Haus	w11_d641e24130
zu	w13_d641e24134
Penzing	w15_d641e24137
licitando	w1_d641e24142
dem	w3_d641e24145
Meistbietenden	w5_d641e24148
verkauffet	w7_d641e24151
werden.	w9_d641e24154
</p>
<p id="p32_d641e24157">
Es	w1_d641e24161
seynd	w3_d641e24164
ein	w5_d641e24167
halb	w7_d641e24170
Dutzend	w9_d641e24173
silberne	w11_d641e24176
Messer,	w13_d641e24180
Gabel	w15_d641e24183
samt	w1_d641e24188
Löffel,	w3_d641e24191
so	w5_d641e24194
nach	w7_d641e24197
alter	w9_d641e24200
Facon	w11_d641e24203
mit	w13_d641e24207
einem	w15_d641e24210
gearbei	w17_d641e24213
teten	w1_d641e24218
Knopf	w3_d641e24221
versehen,	w5_d641e24224
unten	w7_d641e24227
mit	w9_d641e24230
denen	w11_d641e24233
Buchstaben	w13_d641e24237
TR.	w1_d641e24243
bezeichnet,	w3_d641e24246
nebst	w5_d641e24249
einem	w7_d641e24252
grosseganzglatte	w9_d641e24255
Vorleg	w11_d641e24258
löffel,	w1_d641e24263
alles	w3_d641e24266
Wiener=Prob	w5_d641e24269
entfremdet	w7_d641e24272
worden,	w9_d641e24275
wem	w11_d641e24278
solche	w1_d641e24283
zu	w3_d641e24286
Handen	w5_d641e24289
kommen	w7_d641e24292
sollten,	w9_d641e24295
wird	w11_d641e24298
höflichst	w13_d641e24302
ersuchet,	w1_d641e24307
dieses	w3_d641e24310
in	w5_d641e24313
dem	w7_d641e24316
K.	w9_d641e24319
K.	w11_d641e24322
prioil.	w13_d641e24326
Frag	w15_d641e24329
und	w17_d641e24332
Kundschafts=amt	w1_d641e24338
zu	w3_d641e24341
melden,	w5_d641e24344
und	w7_d641e24347
hat	w9_d641e24350
sich	w11_d641e24353
dafür	w13_d641e24357
ein	w15_d641e24360
proportionirtes	w1_d641e24365
Recompens	w3_d641e24368
zu	w5_d641e24371
gewärtigen.	w7_d641e24374
</p>
<p id="p34_d641e24377">
Den	w1_d641e24381
29.	w3_d641e24384
Martii	w5_d641e24387
werden	w7_d641e24390
auf	w9_d641e24393
Verordnung	w11_d641e24396
einer	w13_d641e24400
Hochlöbl.	w1_d641e24405
N.	w3_d641e24408
Oe.	w5_d641e24411
Regierung	w7_d641e24414
im	w9_d641e24417
Neu=bad	w11_d641e24420
in	w13_d641e24424
der	w1_d641e24429
Walner=strassen	w3_d641e24432
anderten	w5_d641e24435
Stocks	w7_d641e24438
verschie	w9_d641e24441
dene	w1_d641e24447
in	w3_d641e24450
Silber,	w5_d641e24453
Manns=kleidern,	w7_d641e24456
Weis=zeug,	w9_d641e24459
Kä	w11_d641e24462
sten,	w1_d641e24467
Bilder,	w3_d641e24470
Sessel	w5_d641e24473
und	w7_d641e24476
anderen	w9_d641e24479
Gerähtschaften	w11_d641e24482
bestehende	w1_d641e24487
Verlassenschafts=effecten,	w3_d641e24490
Vormittag	w5_d641e24493
von	w1_d641e24498
9.	w3_d641e24501
bis	w5_d641e24504
12.	w7_d641e24507
und	w9_d641e24510
Nachmittag	w11_d641e24513
von	w13_d641e24517
3.	w15_d641e24520
bis	w17_d641e24523
6	w19_d641e24526
Uhr	w21_d641e24529
li	w23_d641e24532
citando	w1_d641e24538
dem	w3_d641e24541
Meist=bietenden	w5_d641e24544
hindan	w7_d641e24547
gegeben,	w9_d641e24550
dann	w11_d641e24553
</p>
<p id="p36_d641e24557">
Den	w1_d641e24561
30.	w3_d641e24564
an	w5_d641e24567
gemelten	w7_d641e24570
Stunden	w9_d641e24573
werden	w11_d641e24576
auch	w13_d641e24580
all	w15_d641e24583
da	w1_d641e24588
verschiedene	w3_d641e24591
gute	w5_d641e24594
Französische	w7_d641e24597
wie	w9_d641e24600
auch	w11_d641e24603
Juridi	w13_d641e24607
sche,	w1_d641e24612
Historische	w3_d641e24615
und	w5_d641e24618
andere	w7_d641e24621
Bücher	w9_d641e24624
auctione	w11_d641e24627
so-	w13_d641e24631
lita	w1_d641e24637
verkauffet.	w3_d641e24640
</p>
<p id="p38_d641e24643">
Den	w1_d641e24647
31.	w3_d641e24650
aber	w5_d641e24653
werden	w7_d641e24656
eben	w9_d641e24659
allda	w11_d641e24662
Nachmittag	w13_d641e24666
von	w1_d641e24671
3.	w3_d641e24674
bis	w5_d641e24677
6	w7_d641e24680
Uhr	w9_d641e24683
verschiedene	w11_d641e24686
in	w13_d641e24690
Silber,	w15_d641e24693
auch	w17_d641e24696
rei	w19_d641e24699
</p>
<p id="p44_d641e24712">
chen	w1_d641e24716
und	w3_d641e24719
gestickten	w5_d641e24722
Zeugen	w7_d641e24725
bestehende,	w9_d641e24728
dem	w11_d641e24731
Jüdi	w13_d641e24735
schen	w1_d641e24740
Gesatz	w3_d641e24743
nach	w5_d641e24746
verfertigte	w7_d641e24749
Kleider,	w9_d641e24752
und	w11_d641e24755
andere	w13_d641e24759
Ornamenta	w1_d641e24764
sub	w3_d641e24767
hasta	w5_d641e24770
verkauffet.	w7_d641e24773
</p>
<p id="p46_d641e24776">
Von	w1_d641e24780
des	w3_d641e24783
Kaiserl.	w5_d641e24786
Königl.	w7_d641e24789
Judicii	w9_d641e24792
Deleg	w11_d641e24795
mixti	w13_d641e24799
in	w1_d641e24804
Militaribus	w3_d641e24807
im	w5_d641e24810
Erz=herzogtum	w7_d641e24813
Oesterreich	w9_d641e24816
un	w11_d641e24819
ter	w1_d641e24824
und	w3_d641e24827
ob	w5_d641e24830
der	w7_d641e24833
Enns	w9_d641e24836
wegen,	w11_d641e24839
wird	w13_d641e24843
hiemit	w15_d641e24846
durch	w17_d641e24849
dieses	w1_d641e24855
offentliche	w3_d641e24858
Edict	w5_d641e24861
jedermänniglich,	w7_d641e24864
deme	w9_d641e24867
daran	w1_d641e24872
gelegen,	w3_d641e24875
kund	w5_d641e24878
und	w7_d641e24881
zu	w9_d641e24884
wissen	w11_d641e24887
gemacht:	w13_d641e24891
Was	w15_d641e24894
gestalten	w1_d641e24899
aus	w3_d641e24902
des	w5_d641e24905
Joseph	w7_d641e24908
Bussy,	w9_d641e24911
K.	w11_d641e24914
K.	w13_d641e24918
Kriegs	w15_d641e24921
agenten,	w1_d641e24926
als	w3_d641e24929
zu	w5_d641e24932
Vertrett	w7_d641e24935
und	w9_d641e24938
Richtigstellung	w11_d641e24941
der	w13_d641e24945
von	w1_d641e24951
dem	w3_d641e24954
den	w5_d641e24957
9.	w7_d641e24960
Jenner	w9_d641e24963
dies	w11_d641e24966
Jahrs	w13_d641e24970
zu	w15_d641e24973
Neapel	w17_d641e24976
ver	w19_d641e24979
storbenen	w1_d641e24984
K.	w3_d641e24987
K.	w5_d641e24990
General=feld=wachtmeistern,	w7_d641e24993
Hrn.	w9_d641e24996
Marcello	w1_d641e25001
Mastrilli	w3_d641e25004
Marchese	w5_d641e25007
del	w7_d641e25010
Gallo	w9_d641e25013
seel.	w11_d641e25016
ruck	w13_d641e25020
gebliebenen	w1_d641e25025
Verlassenschaft	w3_d641e25028
gerichtl.	w5_d641e25031
verordneten	w7_d641e25034
Curatoris	w1_d641e25040
gehorsamstes	w3_d641e25043
Anlangen	w5_d641e25046
verwilliget	w7_d641e25049
wor	w9_d641e25052
den,	w1_d641e25057
daß	w3_d641e25060
alle	w5_d641e25063
diejenige,	w7_d641e25066
