<doc id="wr_1761-12-16" attrs="word" year="1761" month="12" day="16" corpus="2">
<head id="h2_d613e3063">
Barcelona	w1_d613e3067
werde,	w3_d613e21201
und	w5_d613e21204
daß	w7_d613e21207
der	w9_d613e21210
Herr	w11_d613e21213
von	w13_d613e21217
Büss	w15_d613e21220
auf	w1_d613e21225
einer	w3_d613e21228
solchen	w5_d613e21231
Art	w7_d613e21234
von	w9_d613e21237
Fahr=zeugen	w11_d613e21240
von	w1_d613e21245
Calais	w3_d613e21248
nach	w5_d613e21251
England	w7_d613e21254
überkommen	w9_d613e21257
kan,	w1_d613e21263
die	w3_d613e21266
der	w5_d613e21269
Allerchristlichste	w7_d613e21272
König	w9_d613e21275
am	w11_d613e21278
bequemsten	w1_d613e21283
zu	w3_d613e21286
seyn,	w5_d613e21289
erachten	w7_d613e21292
wird.	w9_d613e21295
Jch	w11_d613e21298
schmeichle	w1_d613e21303
mir,	w3_d613e21306
daß	w5_d613e21309
Euer	w7_d613e21312
Excellenz	w9_d613e21315
diese	w11_d613e21318
Einrichtungen	w1_d613e21323
bequem	w3_d613e21326
finden	w5_d613e21329
werden,	w7_d613e21332
um	w9_d613e21335
diesen	w1_d613e21341
beyden	w3_d613e21344
Ministern	w5_d613e21347
gleichseitig	w7_d613e21350
die	w9_d613e21353
Mittel	w1_d613e21358
zu	w3_d613e21361
erleichtern,	w5_d613e21364
sich	w7_d613e21367
ohne	w9_d613e21370
Hinder	w11_d613e21373
nüsse	w1_d613e21378
zu	w3_d613e21381
ihren	w5_d613e21384
reciproquen	w7_d613e21387
Bestimmun	w9_d613e21390
gen	w1_d613e21395
zu	w3_d613e21398
begeben.	w5_d613e21401
Jch	w7_d613e21404
habe	w9_d613e21407
die	w11_d613e21410
Ehre	w13_d613e21414
zu	w15_d613e21417
seyn	w1_d613e21423
rc.	w3_d613e21426
W.	w1_d613e21433
Pitt.	w3_d613e21436
</p>
<head id="h2_d613e21442">
gung	w1_d613e21446
folgt	w3_d613e21449
künftig.	w5_d613e21452
(die.	w1_d613e21457
Des	w1_d613e21462
</head>
<p id="p6_d613e21467">
Den	w1_d613e21471
11.	w3_d613e21474
Jemner	w5_d613e21477
und	w7_d613e21480
solgende	w9_d613e21483
Täg	w11_d613e21486
des	w13_d613e21490
näch	w15_d613e21493
eingehenden	w1_d613e21498
1761.	w3_d613e21501
Jahrs	w5_d613e21504
werden	w7_d613e21507
in	w9_d613e21510
dem	w11_d613e21513
Pfarr	w13_d613e21517
hof	w1_d613e21522
zu	w3_d613e21525
Ulrichs=kirchen	w5_d613e21528
unterschiedliche	w7_d613e21531
Effecten	w9_d613e21534
von	w1_d613e21540
Silber,	w3_d613e21543
Meßing,	w5_d613e21546
Kupfer,	w7_d613e21549
Zinn,	w9_d613e21552
Beht	w11_d613e21555
und	w1_d613e21560
Lein=gewand	w3_d613e21563
und	w5_d613e21566
anderen	w7_d613e21569
Haus=einrichtun	w9_d613e21572
gen;	w1_d613e21577
wie	w3_d613e21580
auch	w5_d613e21583
Wagen,	w7_d613e21586
Pferd	w9_d613e21589
und	w11_d613e21592
Horn=vieh,	w13_d613e21596
nicht	w1_d613e21601
minder	w3_d613e21604
verschiedene	w5_d613e21607
alt	w7_d613e21610
und	w9_d613e21613
heurige	w11_d613e21616
Wein	w13_d613e21620
in	w1_d613e21626
eisenen	w3_d613e21629
Banden	w5_d613e21632
mit	w7_d613e21635
oder	w9_d613e21638
lohne	w11_d613e21641
Fässern	w13_d613e21645
dem	w15_d613e21648
Meistbi	w1_d613e21653
etenden	w3_d613e21656
gegen	w5_d613e21659
baarer	w7_d613e21662
Bezahlung	w9_d613e21665
verkauft	w11_d613e21668
werden	w1_d613e21673
</p>
<p id="p8_d613e21678">
Da	w1_d613e21682
bey	w3_d613e21685
Verlauf	w5_d613e21688
des	w7_d613e21691
mit	w9_d613e21694
Ende	w11_d613e21697
1762.	w13_d613e21701
erlö	w15_d613e21704
schenden	w1_d613e21709
Privilegii	w3_d613e21712
privativi	w5_d613e21715
der	w7_d613e21718
Cotton=fabri	w9_d613e21721
quen	w1_d613e21726
zu	w3_d613e21729
Schwechat	w5_d613e21732
und	w7_d613e21735
Saßin,	w9_d613e21738
Jhre	w11_d613e21741
K.	w13_d613e21745
K.	w15_d613e21748
Apostol.	w1_d613e21754
Majest.	w3_d613e21757
keine	w5_d613e21760
weitere	w7_d613e21763
Verlängerung	w9_d613e21766
des	w11_d613e21769
selben	w1_d613e21774
zu	w3_d613e21777
bewilligen,	w5_d613e21780
noch	w7_d613e21783
furohin	w9_d613e21786
auf	w11_d613e21789
die	w13_d613e21793
Cot	w15_d613e21796
ton=erzeugung	w1_d613e21801
ein	w3_d613e21804
Exclusivum	w5_d613e21807
in	w7_d613e21810
Dero	w9_d613e21813
Erblan	w11_d613e21816
den	w1_d613e21821
zu	w3_d613e21824
ertheilen	w5_d613e21827
gedenken;	w7_d613e21830
Als	w9_d613e21833
wird	w11_d613e21836
mit	w13_d613e21840
Anfang	w15_d613e21843
1763.	w1_d613e21849
jedermann	w3_d613e21852
frey	w5_d613e21855
stehen,	w7_d613e21858
ersagte	w9_d613e21861
Cottone	w11_d613e21864
zu	w1_d613e21869
fabriciren,	w3_d613e21872
und	w5_d613e21875
die	w7_d613e21878
hierzu	w9_d613e21881
erforderliche	w11_d613e21884
Spin	w13_d613e21888
nereyen	w1_d613e21893
aller	w3_d613e21896
Orten	w5_d613e21899
anzulegen,	w7_d613e21902
wo	w9_d613e21905
derley	w11_d613e21908
Spin	w13_d613e21912
nereyen	w1_d613e21917
von	w3_d613e21920
denen	w5_d613e21923
beyden	w7_d613e21926
Fabriquen	w9_d613e21929
zu	w11_d613e21932
Schwe	w13_d613e21936
chat	w1_d613e21942
und	w3_d613e21945
Saßin	w5_d613e21948
sich	w7_d613e21951
nicht	w9_d613e21954
allschon	w11_d613e21957
eingeführt	w13_d613e21961
und	w1_d613e21966
in	w3_d613e21969
würklichem	w5_d613e21972
Verlag	w7_d613e21975
befinden;	w9_d613e21978
allermassen	w11_d613e21981
es	w1_d613e21986
bey	w3_d613e21989
der	w5_d613e21992
verbottenen	w7_d613e21995
Einfuhr	w9_d613e21998
aller	w11_d613e22001
fremden	w13_d613e22005
Cot	w15_d613e22008
tonen	w1_d613e22013
sein	w3_d613e22016
ungeändertes	w5_d613e22019
Verbleiben	w7_d613e22022
hat.	w9_d613e22025
So	w11_d613e22028
man	w1_d613e22034
zu	w3_d613e22037
jedermanns	w5_d613e22040
Wissenschaft	w7_d613e22043
hiermit	w9_d613e22046
bekannt	w11_d613e22049
machen	w1_d613e22054
wollen.	w3_d613e22057
</p>
<p id="p10_d613e22060">
Wir	w1_d613e22064
Endes	w3_d613e22067
Gefertigte,	w5_d613e22070
von	w7_d613e22073
dem	w9_d613e22076
Löbl.	w11_d613e22079
Land	w13_d613e22083
marschallischen	w1_d613e22088
Gericht	w3_d613e22091
verordnete	w5_d613e22094
Commissarien,	w7_d613e22097
geben	w1_d613e22102
hiemit	w3_d613e22105
allen	w5_d613e22108
und	w7_d613e22111
jeden,	w9_d613e22114
welche	w11_d613e22117
an	w13_d613e22121
den	w15_d613e22124
Herrn	w1_d613e22130
Philipp	w3_d613e22133
Christoph	w5_d613e22136
von	w7_d613e22139
Diekweiler,	w9_d613e22142
einige	w11_d613e22145
Sprüch	w1_d613e22150
und	w3_d613e22153
Forderungen	w5_d613e22156
zu	w7_d613e22159
haben	w9_d613e22162
vermeinen,	w11_d613e22165
daß	w1_d613e22170
wir	w3_d613e22173
zufolge	w5_d613e22176
der	w7_d613e22179
an	w9_d613e22182
uns	w11_d613e22185
ergangenen	w13_d613e22189
gerichtl.	w15_d613e22192
Auflag	w1_d613e22197
zu	w3_d613e22200
Anhörung	w5_d613e22203
deren	w7_d613e22206
Sprüchen	w9_d613e22209
und	w11_d613e22212
Forde	w13_d613e22216
rungen	w1_d613e22222
eine	w3_d613e22225
peremptorie	w5_d613e22228
clausulirte	w7_d613e22231
Convocations	w9_d613e22234
tagsatzung	w1_d613e22239
auf	w3_d613e22242
den	w5_d613e22245
4.	w7_d613e22248
künftigen	w9_d613e22251
Monats	w11_d613e22254
Febr.	w13_d613e22258
des	w1_d613e22263
ankommenden	w3_d613e22266
1762.	w5_d613e22269
Jahrs	w7_d613e22272
Nachmittag	w9_d613e22275
um	w11_d613e22278
3.	w1_d613e22283
Uhr	w3_d613e22286
in	w5_d613e22289
mein	w7_d613e22292
von	w9_d613e22295
Albrechtsburg	w11_d613e22298
im	w13_d613e22302
ersten	w15_d613e22305
Stock	w1_d613e22311
des	w3_d613e22314
Cölner=hofs	w5_d613e22317
habenden	w7_d613e22320
Wohn=zimmern	w9_d613e22323
pro	w1_d613e22328
11no.	w3_d613e22331
2do.	w5_d613e22334
&	w7_d613e22337
3tio.	w9_d613e22340
Termino	w11_d613e22343
zu	w13_d613e22347
erscheinen	w15_d613e22350
bestimmet	w1_d613e22355
haben.	w3_d613e22358
Werden	w5_d613e22361
demnach	w7_d613e22364
alle	w9_d613e22367
und	w11_d613e22370
jede	w13_d613e22374
des	w1_d613e22379
gedachten	w3_d613e22382
Herrn	w5_d613e22385
Philipp	w7_d613e22388
Christoph	w9_d613e22391
von	w11_d613e22394
Dick	w13_d613e22398
weiller	w1_d613e22404
Creditores	w3_d613e22407
an	w5_d613e22410
gemeldten	w7_d613e22413
Tag,	w9_d613e22416
Stund	w11_d613e22419
und	w1_d613e22424
Ort	w3_d613e22427
also	w5_d613e22430
gewiß	w7_d613e22433
zu	w9_d613e22436
erscheinen,	w11_d613e22439
ihre	w13_d613e22443
Sprüch	w15_d613e22446
und	w1_d613e22451
Forderung	w3_d613e22454
anzumelden,	w5_d613e22457
und	w7_d613e22460
zu	w9_d613e22463
liquidiren;	w11_d613e22466
als	w1_d613e22471
im	w3_d613e22474
widrigen	w5_d613e22477
die	w7_d613e22480
Anwesende	w9_d613e22483
in	w11_d613e22486
Contuma	w13_d613e22490
ciam	w1_d613e22496
angehöret,	w3_d613e22499
und	w5_d613e22502
hierüber	w7_d613e22505
ex	w9_d613e22508
officio	w11_d613e22511
relatio	w13_d613e22515
niret,	w1_d613e22520
denen	w3_d613e22523
Ausbleibenden	w5_d613e22526
aber	w7_d613e22529
das	w9_d613e22532
ewige	w11_d613e22535
Still	w13_d613e22539
schweigen	w1_d613e22544
auserleget	w3_d613e22547
werden	w5_d613e22550
solle.	w7_d613e22553
Jgnatz	w1_d613e22558
von	w3_d613e22561
Albrechtsburg.	w5_d613e22564
</p>
<head id="h2_d613e22570">
Adam	w1_d613e22574
Joseph	w3_d613e22577
Stettner.	w5_d613e22580
</head>
<head id="h2_d613e22586">
Landmarschall.	w1_d613e22590
rc.	w3_d613e22593
</head>
<p id="p4_d613e22596">
Entbieten	w1_d613e22600
allen	w3_d613e22603
und	w5_d613e22606
jeden,	w7_d613e22609
was	w9_d613e22612
Würde	w11_d613e22615
und	w13_d613e22619
Standes	w1_d613e22624
sie	w3_d613e22627
seynd,	w5_d613e22630
der	w7_d613e22633
Gebühr	w9_d613e22636
nach	w11_d613e22639
meinen	w13_d613e22643
respe	w15_d613e22646
ctive	w1_d613e22651
Dienst,	w3_d613e22654
und	w5_d613e22657
guten	w7_d613e22660
Willen	w9_d613e22663
zuvor,	w11_d613e22666
und	w13_d613e22670
füge	w15_d613e22673
hiermit	w1_d613e22679
zu	w3_d613e22682
vernehmen:	w5_d613e22685
</p>
<p id="p6_d613e22688">
Es	w1_d613e22692
habe	w3_d613e22695
bey	w5_d613e22698
dem	w7_d613e22701
mir	w9_d613e22704
allergnädigst	w11_d613e22707
anver	w13_d613e22711
trauten	w1_d613e22716
N.	w3_d613e22719
Oe.	w5_d613e22722
Land=marschallischen	w7_d613e22725
Gericht	w9_d613e22728
Herr	w1_d613e22733
Philipp	w3_d613e22736
von	w5_d613e22739
Dickweiller,	w7_d613e22742
K	w9_d613e22745
K.	w11_d613e22748
General	w13_d613e22752
feldmarschall=leutenant	w1_d613e22758
des	w3_d613e22761
mehreren	w5_d613e22764
schriftlich	w7_d613e22767
vorgestellet:	w1_d613e22772
welchergestalten	w3_d613e22775
sein	w5_d613e22778
Sohn	w7_d613e22781
Philipz	w9_d613e22784
Christoph	w1_d613e22789
von	w3_d613e22792
Dickweiller,	w5_d613e22795
resignirter	w7_d613e22798
Haupt	w9_d613e22801
mann,	w1_d613e22806
seit	w3_d613e22809
seiner	w5_d613e22812
Arrests=entlassung	w7_d613e22815
(als	w9_d613e22818
nach	w11_d613e22821
welcher	w1_d613e22827
er	w3_d613e22830
demselben	w5_d613e22833
zu	w7_d613e22836
seinen	w9_d613e22839
Unterhalt	w11_d613e22842
und	w13_d613e22846
be	w15_d613e22849
nöhtigten	w1_d613e22854
Kleidung	w3_d613e22857
jährlich	w5_d613e22860
500.	w7_d613e22863
fl.	w9_d613e22866
ausgewor	w11_d613e22869
fen,	w1_d613e22874
und	w3_d613e22877
zwar	w5_d613e22880
jedesmal	w7_d613e22883
vorhinein	w9_d613e22886
quartaliter	w11_d613e22889
mit	w1_d613e22894
125.	w3_d613e22897
fl.	w5_d613e22900
bezahlet)	w7_d613e22903
neuerdings	w9_d613e22906
wider	w11_d613e22909
allen	w13_d613e22913
kindlichen	w1_d613e22919
Respect	w3_d613e22922
sich	w5_d613e22925
sowol	w7_d613e22928
in	w9_d613e22931
Schreib=art,	w11_d613e22934
als	w1_d613e22939
Schulden=contrahirungen	w3_d613e22942
vergienge,	w5_d613e22945
wie	w7_d613e22948
er	w9_d613e22951
dann	w1_d613e22956
selbsten	w3_d613e22959
mit	w5_d613e22962
einem	w7_d613e22965
Schreiben	w9_d613e22968
Credit	w11_d613e22971
zu	w13_d613e22975
fin	w15_d613e22978
den	w1_d613e22983
angedrohet,	w3_d613e22986
woraus	w5_d613e22989
zu	w7_d613e22992
schliessen,	w9_d613e22995
daß	w11_d613e22998
dieser	w13_d613e23002
nichts	w1_d613e23008
anders,	w3_d613e23011
als	w5_d613e23014
üble	w7_d613e23017
Verschwendungen	w9_d613e23020
im	w11_d613e23023
Sutn	w13_d613e23027
führe,	w1_d613e23032
er	w3_d613e23035
Herr	w5_d613e23038
Feld=marschall=leutenant	w7_d613e23041
von	w9_d613e23044
Dickweiller	w1_d613e23049
aber	w3_d613e23052
keinen	w5_d613e23055
Heller	w7_d613e23058
für	w9_d613e23061
ermeldtsei	w11_d613e23064
nen	w1_d613e23069
Sohn	w3_d613e23072
bezahlen	w5_d613e23075
würde,	w7_d613e23078
bey	w9_d613e23081
welchobwalten	w11_d613e23084
den	w1_d613e23090
Umständen	w3_d613e23093
zu	w5_d613e23096
beförchten,	w7_d613e23099
daß	w9_d613e23102
viele	w11_d613e23105
mittelst	w13_d613e23109
Contrehirung	w1_d613e23114
hochsteigend=belauffender	w3_d613e23117
Summen	w5_d613e23120
durch	w1_d613e23125
dessen	w3_d613e23128
Bevortheilungen	w5_d613e23131
dörften	w7_d613e23134
angeführet	w9_d613e23137
werden,	w1_d613e23142
einfolglich	w3_d613e23145
solches	w5_d613e23148
Ubel	w7_d613e23151
zu	w9_d613e23154
vermeiden,	w11_d613e23157
und	w1_d613e23163
damit	w3_d613e23166
sich	w5_d613e23169
jedermänniglich	w7_d613e23172
vor	w9_d613e23175
Schaden	w11_d613e23178
zu	w13_d613e23182
hüten	w1_d613e23187
wissen	w3_d613e23190
möge	w5_d613e23193
und	w7_d613e23196
könne,	w9_d613e23199
man	w11_d613e23202
über	w13_d613e23206
diese	w15_d613e23209
beschehene	w1_d613e23214
Anzeige	w3_d613e23217
für	w5_d613e23220
nöhtig	w7_d613e23223
befunden,	w9_d613e23226
durch	w11_d613e23229
dieses	w1_d613e23234
offentliche	w3_d613e23237
Edict	w5_d613e23240
denselben	w7_d613e23243
hiemit	w9_d613e23246
pro	w11_d613e23249
pro-	w13_d613e23253
digo	w1_d613e23259
zu	w3_d613e23262
declariren.	w5_d613e23265
Als	w7_d613e23268
ist	w9_d613e23271
im	w11_d613e23274
Namen	w13_d613e23278
Jhrer	w15_d613e23281
K.	w1_d613e23286
K.	w3_d613e23289
Majest.	w5_d613e23292
unserer	w7_d613e23295
allergnädigsten	w9_d613e23298
Frauen	w11_d613e23301
mein	w1_d613e23306
Befehl	w3_d613e23309
hiemit,	w5_d613e23312
daß	w7_d613e23315
niemand	w9_d613e23318
mit	w11_d613e23321
obbesag	w13_d613e23325
tem	w1_d613e23330
Philipp	w3_d613e23333
Christoph	w5_d613e23336
Täckweiller,	w7_d613e23339
resignirten	w9_d613e23342
Hauptmann	w1_d613e23348
einiger	w3_d613e23351
Dingen	w5_d613e23354
contrahiren,	w7_d613e23357
und	w9_d613e23360
Negotia	w1_d613e23365
eingehen,	w3_d613e23368
viel	w5_d613e23371
weniger	w7_d613e23374
einiges	w9_d613e23377
Geld	w11_d613e23380
dem	w13_d613e23384
selben	w1_d613e23389
Darlehens=weis	w3_d613e23392
geben,	w5_d613e23395
oder	w7_d613e23398
anvertrauen;	w9_d613e23401
wie	w1_d613e23406
im	w3_d613e23409
widrigen	w5_d613e23412
der	w7_d613e23415
Contrahent,	w9_d613e23418
Negotiant	w11_d613e23421
und	w13_d613e23425
Darleiher	w1_d613e23431
für	w3_d613e23434
das	w5_d613e23437
dargeliehene	w7_d613e23440
Creditum	w9_d613e23443
keine	w11_d613e23446
Zuruckbezahlung,	w1_d613e23451
oder	w3_d613e23454
Ersetzung	w5_d613e23457
überkommen,	w7_d613e23460
die	w1_d613e23465
getroffene	w3_d613e23468
Negotia	w5_d613e23471
auch	w7_d613e23474
null	w9_d613e23477
und	w11_d613e23480
nichtig	w13_d613e23484
seyn	w15_d613e23487
sollen.	w1_d613e23492
Welches	w3_d613e23495
hiemit	w5_d613e23498
zu	w7_d613e23501
jedermanns	w9_d613e23504
Wahrnung	w11_d613e23507
und	w1_d613e23513
Nachricht	w3_d613e23516
durch	w5_d613e23519
dieses	w7_d613e23522
offene	w9_d613e23525
Valval=edict	w11_d613e23528
kund	w1_d613e23533
gemacht,	w3_d613e23536
und	w5_d613e23539
hiernach	w7_d613e23542
sich	w9_d613e23545
jedermann	w11_d613e23548
zu	w13_d613e23552
richten,	w1_d613e23557
auch	w3_d613e23560
vor	w5_d613e23563
Schaden	w7_d613e23566
zu	w9_d613e23569
huten	w11_d613e23572
wissen	w13_d613e23576
wird.	w15_d613e23579
Und	w1_d613e23584
es	w3_d613e23587
beschiehet	w5_d613e23590
hieran	w7_d613e23593
mehr	w9_d613e23596
allerhöchst	w11_d613e23599
besagt	w13_d613e23603
Jhrer	w1_d613e23609
K.	w3_d613e23612
K.	w5_d613e23615
Majest.	w7_d613e23618
gnädigster	w9_d613e23621
Willen	w11_d613e23624
und	w13_d613e23628
Mei	w15_d613e23631
nung.	w1_d613e23636
</p>
<p id="p8_d613e23639">
Von	w1_d613e23643
dem	w3_d613e23646
K.	w5_d613e23649
K.	w7_d613e23652
Stadt	w9_d613e23655
und	w11_d613e23658
Land=gericht	w13_d613e23662
Wien,	w1_d613e23667
wird	w3_d613e23670
hiemit	w5_d613e23673
des	w7_d613e23676
Paul	w9_d613e23679
Friedts,	w11_d613e23682
gewest	w13_d613e23686
Burgerl.	w1_d613e23691
Tandlers	w3_d613e23694
sammentlichen	w5_d613e23697
Creditoren,	w7_d613e23700
auch	w1_d613e23706
sonsten	w3_d613e23709
jedermänniglich	w5_d613e23712
kund	w7_d613e23715
und	w9_d613e23718
zu	w11_d613e23721
wissen	w13_d613e23725
gemacht:	w1_d613e23730
was	w3_d613e23733
gestalten	w5_d613e23736
zu	w7_d613e23739
gemeinsamen	w9_d613e23742
Nutzen	w11_d613e23745
der	w1_d613e23750
diesortigen	w3_d613e23753
Massä	w5_d613e23756
für	w7_d613e23759
diensam	w9_d613e23762
befunden	w11_d613e23765
wor	w13_d613e23769
den,	w1_d613e23774
die	w3_d613e23777
gesamt	w5_d613e23780
Friedische	w7_d613e23783
Effecten,	w9_d613e23786
so	w11_d613e23789
in	w13_d613e23793
ver	w15_d613e23796
schiedenen	w1_d613e23802
Manns	w3_d613e23805
und	w5_d613e23808
Frauen=kleidern,	w7_d613e23811
Tisch,	w9_d613e23814
Sesseln,	w1_d613e23819
Bildern,	w3_d613e23822
dann	w5_d613e23825
anderen	w7_d613e23828
Fahrnussen	w9_d613e23831
be	w11_d613e23834
stehen,	w1_d613e23839
per	w3_d613e23842
Licitationem	w5_d613e23845
auszufaillen,	w7_d613e23848
und	w9_d613e23851
an	w11_d613e23854
die	w1_d613e23859
Meistbietende	w3_d613e23862
zu	w5_d613e23865
verkauffen,	w7_d613e23868
zu	w9_d613e23871
welchem	w11_d613e23874
Ende	w13_d613e23878
auch	w1_d613e23884
eine	w3_d613e23887
Licitations=tagsatzung	w5_d613e23890
auf	w7_d613e23893
den	w9_d613e23896
17.	w11_d613e23899
dies	w13_d613e23903
</p>
<p id="p14_d613e23917">
lauffenden	w1_d613e23921
Monats	w3_d613e23924
Decemb.	w5_d613e23927
fruh	w7_d613e23930
præcise	w9_d613e23933
um	w11_d613e23936
9.	w13_d613e23940
Uhr	w1_d613e23945
in	w3_d613e23948
der	w5_d613e23951
Cärnter=strassen	w7_d613e23954
bey	w9_d613e23957
der	w11_d613e23960
Heil.	w13_d613e23964
Drey	w15_d613e23967
faltigkeit	w1_d613e23972
in	w3_d613e23975
dasigem	w5_d613e23978
Gewölb	w7_d613e23981
zu	w9_d613e23984
erscheinen	w11_d613e23987
zur	w13_d613e23991
Tagsatzung	w1_d613e23997
anberaumet	w3_d613e24000
worden.	w5_d613e24003
Dahero	w7_d613e24006
dann	w9_d613e24009
der	w1_d613e24014
oder	w3_d613e24017
diejenige,	w5_d613e24020
so	w7_d613e24023
von	w9_d613e24026
denen	w11_d613e24029
obbemeldten	w13_d613e24033
Esse	w15_d613e24036
eten	w1_d613e24041
etwas	w3_d613e24044
käuflich	w5_d613e24047
an	w7_d613e24050
sich	w9_d613e24053
zu	w11_d613e24056
bringen	w13_d613e24060
gesinnet	w15_d613e24063
seyn	w17_d613e24066
möchten,	w1_d613e24071
am	w3_d613e24074
vorbesagten	w5_d613e24077
Tag,	w7_d613e24080
Stund	w9_d613e24083
und	w11_d613e24086
Ort	w13_d613e24090
ad	w1_d613e24096
licitandum	w3_d613e24099
sich	w5_d613e24102
unausbleiblich	w7_d613e24105
einzufinden	w9_d613e24108
ha	w11_d613e24111
ben	w1_d613e24116
werden.	w3_d613e24119
</p>
<p id="p16_d613e24122">
Es	w1_d613e24126
ist	w3_d613e24129
im	w5_d613e24132
Scalvignionischen	w7_d613e24135
Haus	w9_d613e24138
in	w11_d613e24141
der	w13_d613e24145
Tein	w15_d613e24148
faltstrassen	w1_d613e24153
eine	w3_d613e24156
vollkommene	w5_d613e24159
Nachtschlitten	w7_d613e24162
aquipage,	w1_d613e24167
samt	w3_d613e24170
Renn=schlitten	w5_d613e24173
und	w7_d613e24176
gänzlichen	w9_d613e24179
Feder=putz.	w1_d613e24185
Jtem	w3_d613e24188
ein	w5_d613e24191
Perutschschlittenequi	w7_d613e24194
page,	w1_d613e24199
samt	w3_d613e24202
der	w5_d613e24205
Kussen	w7_d613e24208
zu	w9_d613e24211
verkauffen,	w11_d613e24214
und	w13_d613e24218
ist	w15_d613e24221
sich	w1_d613e24226
bey	w3_d613e24229
der	w5_d613e24232
Hausmeisterin	w7_d613e24235
allda	w9_d613e24238
anzumelden.	w11_d613e24241
</p>
<p id="p18_d613e24244">
Von	w1_d613e24248
dem	w3_d613e24251
Kaiserl.	w5_d613e24254
Königl.	w7_d613e24257
Stadt	w9_d613e24260
und	w11_d613e24263
Land	w13_d613e24267
gericht	w1_d613e24272
Wien	w3_d613e24275
dem	w5_d613e24278
Friederich	w7_d613e24281
Hollenbach	w9_d613e24284
Handels	w11_d613e24287
mann	w1_d613e24292
von	w3_d613e24295
Breßlau	w5_d613e24298
anzuzeigen:	w7_d613e24301
Wasgestalten	w9_d613e24304
über	w11_d613e24307
die	w1_d613e24313
von	w3_d613e24316
der	w5_d613e24319
Frau	w7_d613e24322
Theresia	w9_d613e24325
Gräfin	w11_d613e24328
von	w13_d613e24332
Alberti,	w15_d613e24335
und	w1_d613e24340
Frau	w3_d613e24343
Francisca	w5_d613e24346
von	w7_d613e24349
Schellern,	w9_d613e24352
als	w11_d613e24355
Haus	w13_d613e24359
innhaberinnen	w1_d613e24364
der	w3_d613e24367
sogonanntneuWenighofe	w5_d613e24370
rischen	w1_d613e24375
Behausung,	w3_d613e24378
wegen	w5_d613e24381
des	w7_d613e24384
von	w9_d613e24387
ihme	w11_d613e24390
Hollen	w13_d613e24394
bach	w1_d613e24400
ausständigen	w3_d613e24403
Gewelb=zinses,	w5_d613e24406
unterm	w7_d613e24409
13.	w9_d613e24412
Februarii	w1_d613e24417
1760.	w3_d613e24420
eingereichten	w5_d613e24423
Klag,	w7_d613e24426
und	w9_d613e24429
hierü	w11_d613e24432
ber	w1_d613e24437
ergangenen	w3_d613e24440
Schatz	w5_d613e24443
und	w7_d613e24446
Licitirung	w9_d613e24449
deren	w11_d613e24452
dies	w13_d613e24456
falls	w1_d613e24461
vorfindig	w3_d613e24464
gewesten	w5_d613e24467
Waaren,	w7_d613e24470
sie	w9_d613e24473
Frauen	w11_d613e24476
Klä	w13_d613e24480
gerinnen	w1_d613e24486
weitershin	w3_d613e24489
um	w5_d613e24492
Ausfolglassung	w7_d613e24495
des	w9_d613e24498
ihnen	w11_d613e24501
zufolge	w1_d613e24506
Verlaß	w3_d613e24509
d.	w5_d613e24512
d.	w7_d613e24515
16.	w9_d613e24518
Novemb.	w11_d613e24521
inlebenden	w13_d613e24525
Jahrs	w1_d613e24530
an	w3_d613e24533
dem	w5_d613e24536
ausständigen	w7_d613e24539
Zinns,	w9_d613e24542
und	w11_d613e24545
diesfals	w13_d613e24549
gehabten	w1_d613e24554
Unkösten	w3_d613e24557
zuerkännten	w5_d613e24560
Quanti	w7_d613e24563
pr.	w9_d613e24566
225.	w11_d613e24569
fl	w13_d613e24573
55.	w1_d613e24579
ein	w3_d613e24582
halben	w5_d613e24585
kr.	w7_d613e24588
supplicando	w9_d613e24591
angelanget;	w11_d613e24594
worü	w13_d613e24598
ber	w1_d613e24603
nachstehender	w3_d613e24606
Bescheid:	w5_d613e24609
Fiat	w7_d613e24612
die	w9_d613e24615
gebettene	w11_d613e24618
Er	w13_d613e24622
folglassung,	w1_d613e24627
doch	w3_d613e24630
dessen	w5_d613e24633
vorhero	w7_d613e24636
zu	w9_d613e24639
erinneren,	w11_d613e24642
er	w13_d613e24646
gangen	w1_d613e24651
ist.	w3_d613e24654
Wie	w5_d613e24657
zumalen	w7_d613e24660
aber	w9_d613e24663
er	w11_d613e24666
Hollenbach	w13_d613e24670
in	w15_d613e24673
keinem	w1_d613e24679
Fixo	w3_d613e24682
domicilio	w5_d613e24685
zu	w7_d613e24688
betretten,	w9_d613e24691
als	w11_d613e24694
mird	w13_d613e24698
demselben	w1_d613e24703
auf	w3_d613e24706
die	w5_d613e24709
erst=gedachte	w7_d613e24712
Erinnerungs=ver	w9_d613e24715
ordnung	w1_d613e24720
in	w3_d613e24723
Kraft	w5_d613e24726
gegenwärtigen	w7_d613e24729
Edicts,	w9_d613e24732
mittelst	w11_d613e24735
eines	w1_d613e24740
gewöhnlichen	w3_d613e24743
Valval=termins	w5_d613e24746
von	w7_d613e24749
End	w9_d613e24752
angesetztem	w1_d613e24758
Dato	w3_d613e24761
bis	w5_d613e24764
auf	w7_d613e24767
den	w9_d613e24770
19.	w11_d613e24773
dies	w13_d613e24777
Monats	w15_d613e24780
Decemb.	w1_d613e24785
zur	w3_d613e24788
behörigen	w5_d613e24791
Nachricht	w7_d613e24794
hiemit	w9_d613e24797
