<doc id="wr_1761-10-21" attrs="word" year="1761" month="10" day="21" corpus="2">
<head id="h2_d597e3304">
Brest	w1_d597e3308
unter	w7_d597e21320
einer	w9_d597e21323
schönen	w1_d597e21328
Music	w3_d597e21331
in	w5_d597e21334
der	w7_d597e21337
Academie=kirche	w9_d597e21340
ge	w11_d597e21343
halten,	w1_d597e21349
und	w3_d597e21352
darauf	w5_d597e21355
das	w7_d597e21358
Te	w9_d597e21361
Deum	w11_d597e21364
ange	w13_d597e21368
stimmet	w1_d597e21373
wurde,	w3_d597e21376
ein	w5_d597e21379
viermaliges	w7_d597e21382
sehr	w9_d597e21385
ordent	w11_d597e21388
liches	w1_d597e21393
Salve	w3_d597e21396
gegeben;	w5_d597e21399
wie	w7_d597e21402
nicht	w9_d597e21405
weniger	w11_d597e21408
das	w1_d597e21413
daselbst	w3_d597e21416
gepflanzte	w5_d597e21419
Geschütze	w7_d597e21422
sich	w9_d597e21425
eben	w11_d597e21428
so	w1_d597e21434
oft	w3_d597e21437
darunter	w5_d597e21440
hören	w7_d597e21443
lassen.	w9_d597e21446
</p>
<p id="p22_d597e21449">
Nach	w1_d597e21453
dem	w3_d597e21456
Mittag=mahl	w5_d597e21459
um	w7_d597e21462
drey	w9_d597e21465
Uhr	w11_d597e21468
nahm	w1_d597e21473
bey	w3_d597e21476
einer	w5_d597e21479
muntern	w7_d597e21482
Feld=music,	w9_d597e21485
und	w11_d597e21488
in	w1_d597e21493
Gegenwart	w3_d597e21496
vieler	w5_d597e21499
vornehmen	w7_d597e21502
Zuseher,	w9_d597e21505
das	w1_d597e21511
militarische	w3_d597e21514
Exercitium	w5_d597e21517
im	w7_d597e21520
Feuer	w9_d597e21523
seinen	w11_d597e21526
Anfang:	w1_d597e21531
es	w3_d597e21534
bestund	w5_d597e21537
dieses	w7_d597e21540
nicht	w9_d597e21543
allein	w11_d597e21546
in	w13_d597e21550
der	w1_d597e21555
Vorstellung	w3_d597e21558
aller	w5_d597e21561
bey	w7_d597e21564
Angriffen	w9_d597e21567
und	w11_d597e21570
Feld	w13_d597e21574
treffen	w1_d597e21579
üblichen	w3_d597e21582
Feuer:	w5_d597e21585
sondern	w7_d597e21588
es	w9_d597e21591
wurden	w11_d597e21594
auch	w1_d597e21600
fast	w3_d597e21603
alle	w5_d597e21606
nach	w7_d597e21609
der	w9_d597e21612
Kriegs=kunst	w11_d597e21615
erdenk	w13_d597e21619
liche	w1_d597e21624
Bewegungen	w3_d597e21627
gemachet,	w5_d597e21630
und	w7_d597e21633
jedesmal	w9_d597e21636
mit	w1_d597e21641
vier	w3_d597e21644
Stück=schüssen	w5_d597e21647
beschlossen.	w7_d597e21650
Zwey	w9_d597e21653
Schaaren	w1_d597e21658
stelleten	w3_d597e21661
sich	w5_d597e21664
zum	w7_d597e21667
Angriffe	w9_d597e21670
einan	w11_d597e21673
der	w1_d597e21679
entgegen:	w3_d597e21682
die	w5_d597e21685
eine	w7_d597e21688
wich	w9_d597e21691
anfänglich	w11_d597e21694
zu	w13_d597e21698
rück;	w1_d597e21703
wendete	w3_d597e21706
sich	w5_d597e21709
aber	w7_d597e21712
auf	w9_d597e21715
einmal,	w11_d597e21718
und	w13_d597e21722
zwang	w1_d597e21727
mit	w3_d597e21730
dem	w5_d597e21733
Granaten=feuer	w7_d597e21736
die	w9_d597e21739
andern	w11_d597e21742
sich	w1_d597e21747
zu	w3_d597e21750
reticiren.	w5_d597e21753
</p>
<p id="p24_d597e21757">
Die	w1_d597e21761
Schüler	w3_d597e21764
haben	w5_d597e21767
dabey	w7_d597e21770
eine	w9_d597e21773
ganz	w11_d597e21776
aus	w13_d597e21780
nehmende	w1_d597e21785
Fertig	w3_d597e21788
und	w5_d597e21791
Geschicklichkeit,	w7_d597e21794
gleich	w1_d597e21799
alten	w3_d597e21802
wol	w5_d597e21805
versuchten	w7_d597e21808
Kriegs=leuten,	w9_d597e21811
zum	w1_d597e21817
Vergnügen	w3_d597e21820
der	w5_d597e21823
Zusehenden	w7_d597e21826
am	w9_d597e21829
Tage	w11_d597e21832
geleget:	w1_d597e21837
welches	w3_d597e21840
auch	w5_d597e21843
dem	w7_d597e21846
die	w9_d597e21849
Academie	w11_d597e21852
dirigirenden	w1_d597e21857
Herrn	w3_d597e21860
Jngenieur=major	w5_d597e21863
von	w7_d597e21866
Hirchenhan	w1_d597e21871
viele	w3_d597e21874
Ehre	w5_d597e21877
macht,	w7_d597e21880
und	w9_d597e21883
um	w11_d597e21886
se	w13_d597e21890
mehr	w1_d597e21896
zu	w3_d597e21899
bewundern	w5_d597e21902
ist,	w7_d597e21905
da	w9_d597e21908
die	w11_d597e21911
dortige	w13_d597e21915
Ju	w15_d597e21918
gend	w1_d597e21923
ihre	w3_d597e21926
Zeit	w5_d597e21929
nicht	w7_d597e21932
allein	w9_d597e21935
zu	w11_d597e21938
den	w13_d597e21942
militari	w15_d597e21945
schen	w1_d597e21950
und	w3_d597e21953
ritterlichen	w5_d597e21956
Exercitien,	w7_d597e21959
sondern	w9_d597e21962
auch	w1_d597e21967
zu	w3_d597e21970
den	w5_d597e21973
meisten	w7_d597e21976
Theilen	w9_d597e21979
der	w11_d597e21982
physical	w13_d597e21986
mechan	w1_d597e21992
und	w3_d597e21995
mathematischen	w5_d597e21998
Wissenschaf	w7_d597e22001
ten,	w1_d597e22006
der	w3_d597e22009
Kriegs	w5_d597e22012
und	w7_d597e22015
Civil=bau=kunst,	w9_d597e22018
der	w11_d597e22021
Historie,	w1_d597e22026
Geographie,	w3_d597e22029
Zeichnungs	w5_d597e22032
und	w7_d597e22035
Recht=schreib=kunst	w1_d597e22040
anzuwenden	w3_d597e22043
hat.	w5_d597e22046
Von	w1_d597e22052
</p>
<p id="p28_d597e22057">
Von	w1_d597e22061
des	w3_d597e22064
Kaiserl.	w5_d597e22067
Herren=stifts	w7_d597e22070
St.	w9_d597e22073
Dorotheä	w11_d597e22076
grund=buchs	w1_d597e22081
wegen,	w3_d597e22084
wird	w5_d597e22087
hiemit	w7_d597e22090
jedermänniglich	w9_d597e22093
zu	w1_d597e22098
vernehmen	w3_d597e22101
gegeben:	w5_d597e22104
wasmassen	w7_d597e22107
Hr.	w9_d597e22110
Franz	w11_d597e22113
Edler	w13_d597e22117
von	w1_d597e22123
Tasser,	w3_d597e22126
J.	w5_d597e22129
U.	w7_d597e22132
Di.	w9_d597e22135
auch	w11_d597e22138
Hof	w13_d597e22142
und	w15_d597e22145
Gerichtsad	w17_d597e22148
vocat,	w1_d597e22153
wider	w3_d597e22156
den	w5_d597e22159
Mathias	w7_d597e22162
Lahner,	w9_d597e22165
behausten	w11_d597e22168
Nach	w13_d597e22172
barn	w1_d597e22177
am	w3_d597e22180
Frey=grund	w5_d597e22183
Thury	w7_d597e22186
in	w9_d597e22189
puncto	w11_d597e22192
schuldigen	w13_d597e22196
Satz	w1_d597e22201
capital	w3_d597e22204
pr.	w5_d597e22207
600.	w7_d597e22210
fl.	w9_d597e22213
cum	w11_d597e22216
sua	w13_d597e22220
causa	w15_d597e22223
über	w17_d597e22226
die	w19_d597e22229
bereits	w1_d597e22235
vorgenommene	w3_d597e22238
Schätz	w5_d597e22241
und	w7_d597e22244
Ueberschätzung	w9_d597e22247
der	w1_d597e22252
verhypothecirt=bey	w3_d597e22255
den	w5_d597e22258
7.	w7_d597e22261
Churfürsten	w9_d597e22264
ge	w11_d597e22267
nannten	w1_d597e22272
Behausung	w3_d597e22275
am	w5_d597e22278
ermeldeten	w7_d597e22281
Thury	w9_d597e22284
die	w11_d597e22287
Ausfertigung	w1_d597e22292
des	w3_d597e22295
Licitations=edicts	w5_d597e22298
unterm	w7_d597e22301
18.	w9_d597e22304
dies	w1_d597e22310
Monats	w3_d597e22313
Septemb.	w5_d597e22316
der	w7_d597e22319
Ordnung	w9_d597e22322
nach	w11_d597e22325
erhal	w13_d597e22329
ten;	w1_d597e22334
Zumalen	w3_d597e22337
nun	w5_d597e22340
zur	w7_d597e22343
Licitations=tagsatzung	w9_d597e22346
der	w11_d597e22349
16.	w1_d597e22354
Monats=tag	w3_d597e22357
Decemb	w5_d597e22360
fruhe	w7_d597e22363
um	w9_d597e22366
9.	w11_d597e22369
Uhr	w13_d597e22373
in	w15_d597e22376
al	w17_d597e22379
hiesiger	w1_d597e22384
Grund=stuben	w3_d597e22387
zu	w5_d597e22390
erscheinen	w7_d597e22393
bestimmet	w9_d597e22396
worden.	w1_d597e22402
Als	w3_d597e22405
werden	w5_d597e22408
all=diejenige,	w7_d597e22411
welche	w9_d597e22414
gedacht	w11_d597e22417
Mathias	w1_d597e22422
Lahnerische,	w3_d597e22425
bey	w5_d597e22428
den	w7_d597e22431
7.	w9_d597e22434
Chur=fürsten	w11_d597e22437
ge	w13_d597e22441
tiant	w1_d597e22446
am	w3_d597e22449
Frey=grund	w5_d597e22452
Thury	w7_d597e22455
an	w9_d597e22458
der	w11_d597e22461
oberen	w13_d597e22465
Strassen	w15_d597e22468
ligende	w1_d597e22473
Behausung	w3_d597e22476
zu	w5_d597e22479
erkauffen	w7_d597e22482
willens	w9_d597e22485
seynd,	w11_d597e22488
an	w13_d597e22492
ob	w1_d597e22498
bemeldeten	w3_d597e22501
Tag,	w5_d597e22504
Stund	w7_d597e22507
und	w9_d597e22510
Ort	w11_d597e22513
zu	w13_d597e22517
erscheinen	w15_d597e22520
haben,	w1_d597e22525
allwo	w3_d597e22528
sodann	w5_d597e22531
mit	w7_d597e22534
denenselben	w9_d597e22537
das	w11_d597e22540
weitere	w13_d597e22544
tractiret	w1_d597e22549
werden	w3_d597e22552
solle.	w5_d597e22555
Actum	w7_d597e22558
Wien	w9_d597e22561
26.	w11_d597e22564
Sept.	w13_d597e22568
1761.	w1_d597e22573
</p>
<p id="p30_d597e22576">
Betrübter	w1_d597e22580
Zustand	w3_d597e22583
deren	w5_d597e22586
Christglaubigen	w7_d597e22589
See	w9_d597e22592
len	w1_d597e22597
im	w3_d597e22600
Fegfeuer,	w5_d597e22603
und	w7_d597e22606
derenselben	w9_d597e22609
gegen	w11_d597e22612
ihre	w13_d597e22616
Wohlthätere	w1_d597e22621
bezeigende	w3_d597e22624
Dankbarkeit	w5_d597e22627
von	w7_d597e22630
R.	w9_d597e22633
P.	w11_d597e22636
Martino	w1_d597e22642
Roa,	w3_d597e22645
der	w5_d597e22648
Gesellschaft	w7_d597e22651
JEsu	w9_d597e22654
Priestern,	w11_d597e22657
vormalens	w1_d597e22662
in	w3_d597e22665
Hispanischer	w5_d597e22668
Sprache	w7_d597e22671
vorgestellet:	w9_d597e22674
nachgehends	w1_d597e22679
aber	w3_d597e22682
in	w5_d597e22685
die	w7_d597e22688
Welsche	w9_d597e22691
und	w11_d597e22694
Lateinische	w13_d597e22698
nunmehro	w1_d597e22703
endlichen	w3_d597e22706
in	w5_d597e22709
die	w7_d597e22712
Teutsche	w9_d597e22715
Sprache	w11_d597e22718
ver	w13_d597e22722
setzet,	w1_d597e22728
und	w3_d597e22731
mit	w5_d597e22734
einigen	w7_d597e22737
auserlesenen	w9_d597e22740
Andachts	w11_d597e22743
ubungen	w1_d597e22748
vermehret,	w3_d597e22751
in	w5_d597e22754
8vo.	w7_d597e22757
Wien,	w9_d597e22760
gebunden	w11_d597e22763
pr.	w1_d597e22768
34.	w3_d597e22771
kr.	w5_d597e22774
</p>
<p id="p32_d597e22777">
Jn	w1_d597e22781
der	w3_d597e22784
Buchhandlung	w5_d597e22787
zum	w7_d597e22790
goldenen	w9_d597e22793
Vließ	w11_d597e22796
auf	w13_d597e22800
der	w1_d597e22805
hohen	w3_d597e22808
Brucken	w5_d597e22811
ist	w7_d597e22814
zu	w9_d597e22817
bekommen:	w11_d597e22820
</p>
<p id="p34_d597e22823">
Pfalter	w1_d597e22827
des	w3_d597e22830
Königl.	w5_d597e22833
Prophetens	w7_d597e22836
David,	w9_d597e22839
nebst	w11_d597e22842
denen	w1_d597e22847
aus	w3_d597e22850
der	w5_d597e22853
heiligen	w7_d597e22856
Schrift	w9_d597e22859
gezogenen	w11_d597e22862
Lob	w13_d597e22866
gesängen,	w1_d597e22871
dann	w3_d597e22874
jeglichem	w5_d597e22877
Psalm	w7_d597e22880
beygefügten	w9_d597e22883
Ge	w11_d597e22886
betten,	w1_d597e22892
und	w3_d597e22895
anderen	w5_d597e22898
mehreren	w7_d597e22901
auferbaulichen	w9_d597e22904
Andachten	w1_d597e22909
zu	w3_d597e22912
Hülf	w5_d597e22915
und	w7_d597e22918
Trost	w9_d597e22921
deren	w11_d597e22924
Nohtleiden	w13_d597e22928
den	w1_d597e22933
Christglaubigen	w3_d597e22936
Seelen	w5_d597e22939
im	w7_d597e22942
Fegfeuer	w9_d597e22945
auf	w11_d597e22948
das	w13_d597e22952
neue	w1_d597e22957
in	w3_d597e22960
Druck	w5_d597e22963
beförderet,	w7_d597e22966
in	w9_d597e22969
8vo.	w11_d597e22972
Wien,	w13_d597e22976
ein	w15_d597e22979
gebunden	w1_d597e22985
pr.	w3_d597e22988
1.	w5_d597e22991
fl.	w7_d597e22994
8.	w9_d597e22997
kr.	w11_d597e23000
</p>
<p id="p36_d597e23004">
Den	w1_d597e23008
26.	w3_d597e23011
dies	w5_d597e23014
lauffenden	w7_d597e23017
Monats	w9_d597e23020
Octob.	w11_d597e23023
wer	w13_d597e23027
den	w1_d597e23032
auf	w3_d597e23035
der	w5_d597e23038
Sailer=stadt	w7_d597e23041
in	w9_d597e23044
der	w11_d597e23047
grossen	w13_d597e23051
Holler	w15_d597e23054
stauben	w1_d597e23059
im	w3_d597e23062
ersten	w5_d597e23065
Stock	w7_d597e23068
in	w9_d597e23071
des	w11_d597e23074
K.	w13_d597e23078
K.	w15_d597e23081
Jud.	w17_d597e23084
Del.	w19_d597e23087
Milit.	w1_d597e23093
mixt.	w3_d597e23096
Canzley	w5_d597e23099
verschiedene	w7_d597e23102
Verlassenschafts	w9_d597e23105
effecten,	w1_d597e23110
als:	w3_d597e23113
Silber,	w5_d597e23116
bordirte	w7_d597e23119
Manns=kleider,	w9_d597e23122
Wäsch	w1_d597e23127
und	w3_d597e23130
andere	w5_d597e23133
Fahrnussen	w7_d597e23136
Vormittags	w9_d597e23139
von	w11_d597e23142
9.	w1_d597e23147
bis	w3_d597e23150
12.	w5_d597e23153
und	w7_d597e23156
Nachmittags	w9_d597e23159
aber	w11_d597e23162
von	w13_d597e23166
3.	w15_d597e23169
bis	w17_d597e23172
6.	w19_d597e23175
Uhr	w1_d597e23181
dem	w3_d597e23184
Meistbietenden	w5_d597e23187
verkäuflich	w7_d597e23190
hindann	w9_d597e23193
ge	w11_d597e23196
geben	w1_d597e23201
werden.	w3_d597e23204
</p>
<p id="p38_d597e23207">
Den	w1_d597e23211
3.	w3_d597e23214
künstigen	w5_d597e23217
Monats	w7_d597e23220
Novemb.	w9_d597e23223
wird	w11_d597e23226
in	w13_d597e23230
dem	w1_d597e23235
Landes	w3_d597e23238
fürstl.	w5_d597e23241
Markt	w7_d597e23244
Perchtolstorf	w9_d597e23247
fruhe	w11_d597e23250
von	w13_d597e23254
</p>
<p id="p40_d597e23257">
9.	w1_d597e23261
bis	w3_d597e23264
12.	w5_d597e23267
und	w7_d597e23270
Nachmittag	w9_d597e23273
vol	w11_d597e23276
2.	w13_d597e23280
bis	w15_d597e23283
5.	w17_d597e23286
Uhr	w19_d597e23289
weil.	w1_d597e23294
Frauen	w3_d597e23297
Ottiliä	w5_d597e23300
von	w7_d597e23303
Pachner,	w9_d597e23306
verwittibt	w11_d597e23309
gewester	w1_d597e23314
Obrist=leutenantin	w3_d597e23317
seel.	w5_d597e23320
ruckgebliebene	w7_d597e23323
Verlassenschaft,	w1_d597e23329
benanntl.	w3_d597e23332
das	w5_d597e23335
auf	w7_d597e23338
der	w9_d597e23341
Hoch=straß	w11_d597e23344
alda	w1_d597e23349
gelegen=wol	w3_d597e23352
gebaute	w5_d597e23355
Haus	w7_d597e23358
samt	w9_d597e23361
Obst=gärtel	w11_d597e23364
und	w1_d597e23369
8.	w3_d597e23372
Pfundner	w5_d597e23375
Weingarten	w7_d597e23378
sätz,	w9_d597e23381
auch	w11_d597e23384
einem	w13_d597e23388
8.	w15_d597e23391
Pfundner	w1_d597e23396
überländ=weingarten	w3_d597e23399
in	w5_d597e23402
Sonnberg,	w7_d597e23405
nebst	w9_d597e23408
der	w1_d597e23414
bey	w3_d597e23417
dem	w5_d597e23420
Haus	w7_d597e23423
befindlichen	w9_d597e23426
Wein=preß	w11_d597e23429
und	w13_d597e23433
Zugehörde,	w1_d597e23438
dann	w3_d597e23441
verschiedenes	w5_d597e23444
Silber,	w7_d597e23447
Zinn,	w9_d597e23450
Ku	w11_d597e23453
pfer,	w1_d597e23458
Meßing,	w3_d597e23461
Frauen	w5_d597e23464
kleider	w7_d597e23467
und	w9_d597e23470
Wäsch,	w11_d597e23473
Bilder,	w13_d597e23477
Spiegel,	w1_d597e23482
Behter,	w3_d597e23485
Kästen	w5_d597e23488
und	w7_d597e23491
andere	w9_d597e23494
Einrich	w11_d597e23497
tunngs=effecten,	w1_d597e23503
desgleichen	w3_d597e23506
etwelche	w5_d597e23509
Eimer	w7_d597e23512
Wei	w9_d597e23515
ne	w1_d597e23520
in	w3_d597e23523
kleinen	w5_d597e23526
Gattungen	w7_d597e23529
samt	w9_d597e23532
Fässern,	w11_d597e23535
und	w13_d597e23539
2.	w15_d597e23542
Fässer	w1_d597e23547
heuriger	w3_d597e23550
Most	w5_d597e23553
licitando	w7_d597e23556
dem	w9_d597e23559
Meistbie	w11_d597e23562
tenden	w1_d597e23567
gegen	w3_d597e23570
baarer	w5_d597e23573
Bezahlung	w7_d597e23576
verkauffet	w9_d597e23579
werden;	w11_d597e23582
wessenthalben	w1_d597e23588
sich	w3_d597e23591
an	w5_d597e23594
ob=besagten	w7_d597e23597
Tag,	w9_d597e23600
Stund	w11_d597e23603
und	w13_d597e23607
Ort	w1_d597e23612
in	w3_d597e23615
dem	w5_d597e23618
Pachnerischen	w7_d597e23621
Haus	w9_d597e23624
einzufinden	w11_d597e23627
ist.	w13_d597e23631
</p>
<list id="l42_d597e23634">
Auf	w1_d597e23638
dem	w3_d597e23641
Dominicaner=platz	w5_d597e23644
in	w7_d597e23647
dem	w9_d597e23650
Kaliwo	w11_d597e23653
dischen	w1_d597e23658
Buch=gewölb	w3_d597e23661
seynd	w5_d597e23664
zu	w7_d597e23667
bekommen:	w9_d597e23670
Officium,	w1_d597e23675
oder	w3_d597e23678
Tagzeiten	w5_d597e23681
für	w7_d597e23684
die	w9_d597e23687
Abgestorbe	w11_d597e23690
ne;	w1_d597e23696
nach	w3_d597e23699
der	w5_d597e23702
Ordnung,	w7_d597e23705
ohne	w9_d597e23708
alles	w11_d597e23711
Suchen	w13_d597e23715
zu	w15_d597e23718
betten;	w1_d597e23723
so	w3_d597e23726
vom	w5_d597e23729
Papst	w7_d597e23732
Pio	w9_d597e23735
V.	w11_d597e23738
verordnet,	w13_d597e23742
und	w15_d597e23745
vom	w17_d597e23748
Papst	w1_d597e23753
Urbano	w3_d597e23756
VIII.	w5_d597e23759
bestättiget	w7_d597e23762
worden.	w9_d597e23765
Jn	w11_d597e23768
groß	w13_d597e23772
leßlichen	w1_d597e23777
Druck	w3_d597e23780
das	w5_d597e23783
Stuck	w7_d597e23786
im	w9_d597e23789
Französischen	w11_d597e23792
Ein	w13_d597e23796
bund	w1_d597e23802
à	w3_d597e23805
36.	w5_d597e23808
kr.	w7_d597e23811
ordinari	w9_d597e23814
gebunden	w11_d597e23817
à	w13_d597e23821
24.	w15_d597e23824
kr.	w17_d597e23827
Ausführliche	w1_d597e23832
Lebens=verfassung	w3_d597e23835
des	w5_d597e23838
H.	w7_d597e23841
Judä	w9_d597e23844
Thaddäi;	w1_d597e23849
aus	w3_d597e23852
bewehrten	w5_d597e23855
Geschicht=schreibern	w7_d597e23858
zu	w9_d597e23861
sammen	w1_d597e23866
getragen;	w3_d597e23869
mit	w5_d597e23872
beygehenden	w7_d597e23875
Tag=zeiten	w9_d597e23878
und	w1_d597e23884
Litaney	w3_d597e23887
den	w5_d597e23890
Glaubigen	w7_d597e23893
zur	w9_d597e23896
Verehrung	w11_d597e23899
vor	w13_d597e23903
gestellet.	w1_d597e23908
Jn	w3_d597e23911
Leder	w5_d597e23914
gebunden	w7_d597e23917
à	w9_d597e23920
14.	w11_d597e23923
kr.	w13_d597e23927
ordinari	w15_d597e23930
à	w1_d597e23935
10.	w3_d597e23938
kr.	w5_d597e23941
Einleitung	w1_d597e23946
zum	w3_d597e23949
andächtigen	w5_d597e23952
Leben;	w7_d597e23955
beschrie	w9_d597e23958
ben	w1_d597e23964
durch	w3_d597e23967
H.	w5_d597e23970
Franciscum	w7_d597e23973
von	w9_d597e23976
Sales	w11_d597e23979
in	w13_d597e23983
Franzö	w15_d597e23986
sischer	w1_d597e23991
Sprach;	w3_d597e23994
zum	w5_d597e23997
allgemeinen	w7_d597e24000
Nutzen	w9_d597e24003
aus	w11_d597e24006
dem	w1_d597e24011
Französischen	w3_d597e24014
ins	w5_d597e24017
Teutsche	w7_d597e24020
ganz	w9_d597e24023
neu	w11_d597e24026
überse	w13_d597e24030
tzet,	w1_d597e24035
gebundener	w3_d597e24038
à	w5_d597e24041
1.	w7_d597e24044
fl.	w9_d597e24047
8.	w11_d597e24050
kr.	w13_d597e24054
Die	w1_d597e24060
wahre	w3_d597e24063
geistliche	w5_d597e24066
Gespräch	w7_d597e24069
des	w9_d597e24072
Heil.	w11_d597e24075
Fran	w13_d597e24079
clsci	w1_d597e24084
von	w3_d597e24087
Sales;	w5_d597e24090
aus	w7_d597e24093
dem	w9_d597e24096
Französischen	w11_d597e24099
in	w13_d597e24103
das	w15_d597e24106
Teutsche	w1_d597e24111
übersetzet,	w3_d597e24114
das	w5_d597e24117
Stuck	w7_d597e24120
in	w9_d597e24123
Französischen	w11_d597e24126
Einbund	w1_d597e24131
à	w3_d597e24134
1.	w5_d597e24137
fl.	w7_d597e24140
15.	w9_d597e24143
kr.	w11_d597e24146
</list>
<p id="p44_d597e24150">
Jn	w1_d597e24154
der	w3_d597e24157
Königl.	w5_d597e24160
Frey	w7_d597e24163
und	w9_d597e24166
Crönungs=stadt	w11_d597e24169
Preß	w13_d597e24173
burg	w1_d597e24178
in	w3_d597e24181
der	w5_d597e24184
Donau=gassen	w7_d597e24187
ist	w9_d597e24190
ein	w11_d597e24193
Haus	w13_d597e24197
nebst	w15_d597e24200
ei	w17_d597e24203
nem	w1_d597e24208
Garten,	w3_d597e24211
wobey	w5_d597e24214
ein	w7_d597e24217
Färber=gewerb	w9_d597e24220
nebst	w11_d597e24223
al	w13_d597e24227
len	w1_d597e24233
Färbers=fahrnussen	w3_d597e24236
und	w5_d597e24239
Werk=zeug	w7_d597e24242
täglich	w9_d597e24245
zu	w11_d597e24248
verkauffen,	w1_d597e24253
wer	w3_d597e24256
darzu	w5_d597e24259
Lust	w7_d597e24262
hat,	w9_d597e24265
kan	w11_d597e24268
sich	w13_d597e24272
in	w15_d597e24275
besag	w17_d597e24278
ter	w1_d597e24283
Stadt	w3_d597e24286
auf	w5_d597e24289
der	w7_d597e24292
Wederitz	w9_d597e24295
bey	w11_d597e24298
dem	w13_d597e24302
Herrn	w15_d597e24305
Jo	w17_d597e24308
hann	w1_d597e24313
Etzelberger,	w3_d597e24316
Burgerl.	w5_d597e24319
Fisch=meister	w7_d597e24322
anmel	w9_d597e24325
den,	w1_d597e24331
und	w3_d597e24334
des	w5_d597e24337
weiteren	w7_d597e24340
zu	w9_d597e24343
erkundigen.	w11_d597e24346
</p>
<p id="p46_d597e24349">
Bey	w1_d597e24353
Hrn.	w3_d597e24356
Andreas	w5_d597e24359
Huebmer	w7_d597e24362
auf	w9_d597e24365
dem	w11_d597e24368
neuen	w13_d597e24372
Markt	w1_d597e24377
zum	w3_d597e24380
sieben	w5_d597e24383
Saulen	w7_d597e24386
im	w9_d597e24389
Gewürz=gewölb	w11_d597e24392
ist	w13_d597e24396
ein	w1_d597e24401
ertra	w3_d597e24404
guter	w5_d597e24407
und	w7_d597e24410
veritabler	w9_d597e24413
Hungarischer	w11_d597e24416
Wer	w13_d597e24420
mut	w1_d597e24426
Ausbruch	w3_d597e24429
zu	w5_d597e24432
bekommen.	w7_d597e24435
Die	w9_d597e24438
Maß	w11_d597e24441
à	w13_d597e24445
36.	w15_d597e24448
auch	w17_d597e24451
24.	w1_d597e24456
kr.	w3_d597e24459
sowol	w5_d597e24462
rot	w7_d597e24465
als	w9_d597e24468
weis.	w11_d597e24471
</p>
<p id="p48_d597e24475">
Mit	w1_d597e24479
gnädigster	w3_d597e24482
Bewilligung	w5_d597e24485
einer	w7_d597e24488
Hochlöbl.	w9_d597e24491
N.	w1_d597e24496
Oe.	w3_d597e24499
Regierung	w5_d597e24502
wird	w7_d597e24505
den	w9_d597e24508
3.	w11_d597e24511
künftigen	w13_d597e24515
Mo	w15_d597e24518
</p>
<p id="p54_d597e24531">
nats	w1_d597e24535
Novemb.	w3_d597e24538
und	w5_d597e24541
die	w7_d597e24544
bis	w9_d597e24547
Ende	w11_d597e24550
des	w13_d597e24554
Markts	w15_d597e24557
nachfolgenden	w1_d597e24562
Täge	w3_d597e24565
auf	w5_d597e24568
dem	w7_d597e24571
Hof	w9_d597e24574
in	w11_d597e24577
der	w13_d597e24581
allda	w15_d597e24584
hiezu	w1_d597e24589
erbauten	w3_d597e24592
Hütte	w5_d597e24595
ein	w7_d597e24598
Glücks=haven	w9_d597e24601
von	w11_d597e24604
ver	w13_d597e24608
schiedenen	w1_d597e24614
Emaille=waaren,	w3_d597e24617
fürnemtlich	w5_d597e24620
Wand	w7_d597e24623
Arm	w1_d597e24628
und	w3_d597e24631
anderen	w5_d597e24634
Leuchtern,	w7_d597e24637
verschiedenen	w9_d597e24640
Perpen	w11_d597e24643
dicul	w1_d597e24648
und	w3_d597e24651
Hang=uhren,	w5_d597e24654
Uhr=kästen,	w7_d597e24657
Schreib	w9_d597e24660
zeugen	w1_d597e24665
von	w3_d597e24668
Tomback	w5_d597e24671
vergold	w7_d597e24674
und	w9_d597e24677
mit	w11_d597e24680
grünen	w13_d597e24684
Lauber	w1_d597e24690
gezieret,	w3_d597e24693
Postamenten	w5_d597e24696
mit	w7_d597e24699
Laub	w9_d597e24702
und	w11_d597e24705
Por	w13_d597e24709
cellain=blumen	w1_d597e24714
garniret,	w3_d597e24717
Rauch=töpfen	w5_d597e24720
vom	w7_d597e24723
Tom	w9_d597e24726
back	w1_d597e24731
vergoldet,	w3_d597e24734
nebst	w5_d597e24737
anderen	w7_d597e24740
dergleichen	w9_d597e24743
Waaren,	w11_d597e24746
eröfnet,	w1_d597e24751
und	w3_d597e24754
sodann	w5_d597e24757
im	w7_d597e24760
Beyseyn	w9_d597e24763
deren	w11_d597e24766
hiezu	w13_d597e24770
ab	w15_d597e24773
geordneten	w1_d597e24779
Herren	w3_d597e24782
Commissarien	w5_d597e24785
fruh	w7_d597e24788
von	w9_d597e24791
8.	w11_d597e24794
bis	w13_d597e24798
12.	w1_d597e24803
und	w3_d597e24806
Nachmittags	w5_d597e24809
von	w7_d597e24812
2.	w9_d597e24815
bis	w11_d597e24818
5.	w13_d597e24822
Uhr	w15_d597e24825
conti	w17_d597e24828
nuiret	w1_d597e24833
werden.	w3_d597e24836
Das	w5_d597e24839
Zettul	w7_d597e24842
kostet	w9_d597e24845
7.	w11_d597e24848
kr.	w13_d597e24852
</p>
<p id="p56_d597e24855">
Es	w1_d597e24859
wird	w3_d597e24862
hiemit	w5_d597e24865
jedermänniglich	w7_d597e24868
kund	w9_d597e24871
und	w11_d597e24874
zu	w13_d597e24878
wissen	w1_d597e24883
gemacht,	w3_d597e24886
