<doc id="wr_1757-09-03" attrs="word" year="1757" month="09" day="03" corpus="2">
<head id="h2_d175e2874">
Alicante	w1_d175e2878
nigsackerischen	w1_d175e20983
Erben	w3_d175e20986
(Titl.)	w5_d175e20989
Hrn.	w7_d175e20992
Ludwig,	w9_d175e20995
und	w1_d175e21001
Hrn.	w3_d175e21004
Johann	w5_d175e21007
Baptist	w7_d175e21010
Grafen	w9_d175e21013
von	w11_d175e21016
Kö	w13_d175e21020
nigsacker	w1_d175e21025
hiemit	w3_d175e21028
zu	w5_d175e21031
vernehmen:	w7_d175e21034
was	w9_d175e21037
gestal	w11_d175e21040
ten	w1_d175e21045
uns	w3_d175e21048
Hr.	w5_d175e21051
Johann	w7_d175e21054
Marquart	w9_d175e21057
Directorial	w11_d175e21060
Hof=buchhalterey=revisor	w1_d175e21065
angezeiget	w3_d175e21068
habe,	w5_d175e21071
wie	w1_d175e21077
daß	w3_d175e21080
derselbe	w5_d175e21083
sein	w7_d175e21086
auf	w9_d175e21089
dero	w11_d175e21092
Behausung	w13_d175e21096
beym	w1_d175e21101
Stock	w3_d175e21104
am	w5_d175e21107
Eisen	w7_d175e21110
anligendes	w9_d175e21113
Satzcapi	w11_d175e21116
tal	w1_d175e21121
per	w3_d175e21124
3000.	w5_d175e21127
fl.	w7_d175e21130
dem	w9_d175e21133
über	w11_d175e21136
die	w13_d175e21140
Minorenne	w15_d175e21143
Gräfl.	w1_d175e21148
Erben	w3_d175e21151
gerichtlich	w5_d175e21154
angeordneten	w7_d175e21157
Hrn.	w9_d175e21160
Gerhaben	w1_d175e21166
unterm	w3_d175e21169
26sten	w5_d175e21172
Martii	w7_d175e21175
anni	w9_d175e21178
cur-	w11_d175e21181
rentis	w1_d175e21186
gewöhnlicher	w3_d175e21189
massen	w5_d175e21192
zwar	w7_d175e21195
aufgekündet;	w9_d175e21198
nachdeme	w1_d175e21203
aber	w3_d175e21206
für	w5_d175e21209
nöhtig	w7_d175e21212
befunden	w9_d175e21215
worden,	w11_d175e21218
daß	w1_d175e21223
sothane	w3_d175e21226
Aufkündigung	w5_d175e21229
auch	w7_d175e21232
denen	w9_d175e21235
Majo-	w11_d175e21238
</p>
<p id="p6_d175e21241">
rennen	w1_d175e21245
Herren	w3_d175e21248
Erben	w5_d175e21251
kund	w7_d175e21254
gemacht	w9_d175e21257
werde;	w11_d175e21260
derenselben	w1_d175e21265
Aufenthalt	w3_d175e21268
hingegen	w5_d175e21271
in	w7_d175e21274
der	w9_d175e21277
Un	w11_d175e21280
wissenheit	w1_d175e21285
beruhet,	w3_d175e21288
hat	w5_d175e21291
besagter	w7_d175e21294
Hr.	w9_d175e21297
Mar	w11_d175e21300
quart	w1_d175e21306
um	w3_d175e21309
Affigirung	w5_d175e21312
eines	w7_d175e21315
in	w9_d175e21318
derley	w11_d175e21321
Fällen	w13_d175e21325
gewöhnlichen	w1_d175e21330
Valval=edicts	w3_d175e21333
bey	w5_d175e21336
uns	w7_d175e21339
ange	w9_d175e21342
langet,	w1_d175e21347
und	w3_d175e21350
zumalen	w5_d175e21353
wir	w7_d175e21356
hierein	w9_d175e21359
auch	w11_d175e21362
ge	w13_d175e21366
williget;	w1_d175e21371
</p>
<p id="p8_d175e21374">
Als	w1_d175e21378
wird	w3_d175e21381
denenselben	w5_d175e21384
sothane	w7_d175e21387
Aufkündi	w9_d175e21390
gung	w1_d175e21395
zu	w3_d175e21398
gleichfälliger	w5_d175e21401
Nachricht	w7_d175e21404
hiemit	w9_d175e21407
kund	w11_d175e21410
und	w1_d175e21415
zu	w3_d175e21418
wissen	w5_d175e21421
gemacht.	w7_d175e21424
Actum	w9_d175e21427
Wien	w11_d175e21430
den	w13_d175e21434
27.	w1_d175e21440
Augusti	w3_d175e21443
1757.	w5_d175e21446
</p>
<p id="p10_d175e21449">
Es	w1_d175e21453
wird	w3_d175e21456
hiemit	w5_d175e21459
jedermänniglich	w7_d175e21462
kund	w9_d175e21465
und	w11_d175e21468
zu	w1_d175e21473
wissen	w3_d175e21476
gemacht,	w5_d175e21479
welcher	w7_d175e21482
gestalten	w9_d175e21485
das	w11_d175e21488
Hoch=frey=herrliche	w1_d175e21493
Pechmanische	w3_d175e21496
Bräu	w5_d175e21499
haus	w1_d175e21505
zu	w3_d175e21508
Mannswört	w5_d175e21511
an	w7_d175e21514
der	w9_d175e21517
Donau	w11_d175e21520
von	w13_d175e21524
künf	w15_d175e21527
tigen	w1_d175e21532
1.	w3_d175e21535
Februarti	w5_d175e21538
1758.	w7_d175e21541
neuerdings	w9_d175e21544
auf	w11_d175e21547
3.	w13_d175e21551
Jahr	w1_d175e21556
lang	w3_d175e21559
dem	w5_d175e21562
Meist=bietenden	w7_d175e21565
in	w9_d175e21568
Bestand	w11_d175e21571
verlassen	w1_d175e21576
werden	w3_d175e21579
wird;	w5_d175e21582
Und	w7_d175e21585
weilen	w9_d175e21588
bishero	w11_d175e21591
eine	w1_d175e21597
beträchtliche	w3_d175e21600
Anzahl	w5_d175e21603
von	w7_d175e21606
Aeckern,	w9_d175e21609
Wie	w11_d175e21612
sen,	w1_d175e21617
und	w3_d175e21620
überhaupt	w5_d175e21623
die	w7_d175e21626
ganze	w9_d175e21629
Wirtschaft	w11_d175e21632
zu	w13_d175e21636
gleich	w1_d175e21641
mit	w3_d175e21644
dem	w5_d175e21647
Bräu=haus	w7_d175e21650
zu	w9_d175e21653
verlassen	w11_d175e21656
ist;	w13_d175e21660
So	w1_d175e21665
wird	w3_d175e21668
zur	w5_d175e21671
Nachricht	w7_d175e21674
ertheilt,	w9_d175e21677
daß	w11_d175e21680
auch	w13_d175e21684
das	w1_d175e21690
Bräu=haus	w3_d175e21693
allein,	w5_d175e21696
und	w7_d175e21699
ohne	w9_d175e21702
Wirtschaft	w11_d175e21705
zu	w1_d175e21710
verlassen	w3_d175e21713
seye;	w5_d175e21716
</p>
<p id="p12_d175e21720">
Wer	w1_d175e21724
demenach	w3_d175e21727
ein	w5_d175e21730
so	w7_d175e21733
anderes	w9_d175e21736
zu	w11_d175e21739
bestehen	w13_d175e21743
gesinnet,	w1_d175e21748
der	w3_d175e21751
hat	w5_d175e21754
sich	w7_d175e21757
bey	w9_d175e21760
der	w11_d175e21763
auf	w13_d175e21767
den	w15_d175e21770
20sten	w17_d175e21773
Septembris	w1_d175e21778
angeordneten	w3_d175e21781
Licitationstag	w5_d175e21784
satzung	w1_d175e21790
Fruhe	w3_d175e21793
um	w5_d175e21796
2.	w7_d175e21799
Uhr	w9_d175e21802
in	w11_d175e21805
der	w13_d175e21809
Herschafts	w15_d175e21812
canzley	w1_d175e21817
zu	w3_d175e21820
ermeldeten	w5_d175e21823
Mannswört	w7_d175e21826
anzumel	w9_d175e21829
den.	w1_d175e21834
</p>
<head id="h2_d175e21840">
EDICT.	w1_d175e21844
</head>
<p id="p4_d175e21847">
Es	w1_d175e21851
wird	w3_d175e21854
allen	w5_d175e21857
und	w7_d175e21860
jeden,	w9_d175e21863
welche	w11_d175e21866
an	w13_d175e21870
Weil.	w15_d175e21873
Frauen	w1_d175e21878
Anna	w3_d175e21881
Catharina	w5_d175e21884
Theresia	w7_d175e21887
verwittibte	w9_d175e21890
Freyin	w1_d175e21895
von	w3_d175e21898
Stockhammer	w5_d175e21901
seel.	w7_d175e21904
Verlassenschaft,	w9_d175e21907
Sprüch	w1_d175e21913
und	w3_d175e21916
Anforderungen	w5_d175e21919
haben	w7_d175e21922
oder	w9_d175e21925
zu	w11_d175e21928
haben	w1_d175e21933
vermeinen,	w3_d175e21936
kund	w5_d175e21939
und	w7_d175e21942
zu	w9_d175e21945
wissen	w11_d175e21948
gemacht,	w13_d175e21952
daß	w1_d175e21957
dieselbe	w3_d175e21960
auf	w5_d175e21963
den	w7_d175e21966
2.	w9_d175e21969
September	w11_d175e21972
diß	w13_d175e21976
Jahrs	w15_d175e21979
Nachmittag	w1_d175e21984
um	w3_d175e21987
2.	w5_d175e21990
Uhr	w7_d175e21993
peremptorie	w9_d175e21996
cum	w11_d175e21999
clausula	w1_d175e22005
pro	w3_d175e22008
1mo	w5_d175e22011
2do	w7_d175e22014
ac	w9_d175e22017
ultimo	w11_d175e22020
Termi-	w13_d175e22024
no	w1_d175e22029
bey	w3_d175e22032
dem	w5_d175e22035
Kaiserl.	w7_d175e22038
Land=schreiber	w9_d175e22041
also	w11_d175e22044
ge	w13_d175e22048
wiß	w1_d175e22053
persönlich	w3_d175e22056
oder	w5_d175e22059
durch	w7_d175e22062
genugsam	w9_d175e22065
Bevoll	w11_d175e22068
mächtigte	w1_d175e22073
erscheinen,	w3_d175e22076
ihre	w5_d175e22079
Sprüch	w7_d175e22082
anmelden,	w9_d175e22085
und	w1_d175e22091
zugleich	w3_d175e22094
der	w5_d175e22097
Ordnung	w7_d175e22100
nach	w9_d175e22103
behörig	w11_d175e22106
li	w13_d175e22110
quidiren,	w1_d175e22115
als	w3_d175e22118
im	w5_d175e22121
widrigen	w7_d175e22124
die	w9_d175e22127
Abhandlung	w11_d175e22130
vorgenommen,	w1_d175e22135
hierüber	w3_d175e22138
ex	w5_d175e22141
officio	w7_d175e22144
relatio-	w9_d175e22147
niret,	w1_d175e22152
denen	w3_d175e22155
Ausbleibenden	w5_d175e22158
aber	w7_d175e22161
das	w9_d175e22164
ewige	w11_d175e22167
Stillschweigen	w1_d175e22173
auferleget	w3_d175e22176
werden	w5_d175e22179
solle.	w7_d175e22182
</p>
<head id="h2_d175e22230">
JOURNAL	w1_d175e22234
Aus	w1_d175e22239
dem	w3_d175e22242
Haupt=quartier	w5_d175e22245
Klein=Schönau	w7_d175e22248
den	w9_d175e22251
28.	w11_d175e22254
Aus	w13_d175e22258
1757.	w1_d175e22263
</head>
<p id="p4_d175e22266">
Nstat	w1_d175e22270
daß	w3_d175e22273
der	w5_d175e22276
König	w7_d175e22279
in	w9_d175e22282
Preussen	w11_d175e22285
mit	w13_d175e22289
dem	w15_d175e22292
Corps,	w17_d175e22295
so	w19_d175e22298
letztlich	w21_d175e22301
von	w23_d175e22304
sei	w25_d175e22308
ner	w1_d175e22313
Armée	w3_d175e22316
abmarschieret	w5_d175e22319
ist,	w7_d175e22322
gestern	w9_d175e22325
bey	w11_d175e22328
Stipiz	w13_d175e22332
hätte	w15_d175e22335
Rastag	w17_d175e22338
halten	w19_d175e22341
sollen,	w1_d175e22346
wie	w3_d175e22349
der	w5_d175e22352
Antrag	w7_d175e22355
gewesen,	w9_d175e22358
und	w11_d175e22361
in	w13_d175e22365
dem	w15_d175e22368
Journal	w17_d175e22371
bemerket	w19_d175e22374
worden,	w21_d175e22377
ist	w23_d175e22380
solcher	w1_d175e22386
wiederum	w3_d175e22389
aufgebrochen,	w5_d175e22392
und	w7_d175e22395
hat	w9_d175e22398
den	w11_d175e22401
Zug	w13_d175e22405
über	w15_d175e22408
Bischofswerda,	w17_d175e22411
und	w19_d175e22414
Goldbach	w1_d175e22419
gegen	w3_d175e22422
Hartau,	w5_d175e22425
auf	w7_d175e22428
der	w9_d175e22431
Post=strassen	w11_d175e22434
nacher	w13_d175e22438
Dresden	w15_d175e22441
in	w17_d175e22444
3.	w19_d175e22447
Colon.	w21_d175e22450
nen	w1_d175e22455
eilfertigst	w3_d175e22458
fortgesetzet.	w5_d175e22461
</p>
<p id="p6_d175e22464">
Hiernächst	w1_d175e22468
ist	w3_d175e22471
beobachtet	w5_d175e22474
worden,	w7_d175e22477
daß	w9_d175e22480
4.	w11_d175e22483
Battaillonen	w13_d175e22487
Infanterie	w15_d175e22490
nebst	w17_d175e22493
einem	w1_d175e22498
Regiment	w3_d175e22501
Hussaren,	w5_d175e22504
und	w7_d175e22507
600.	w9_d175e22510
Cuirassier	w11_d175e22513
gestern	w13_d175e22517
von	w15_d175e22520
Weissenberg	w17_d175e22523
nacher	w1_d175e22528
Bautzen	w3_d175e22531
angekommen,	w5_d175e22534
und	w7_d175e22537
sich	w9_d175e22540
daselbst	w11_d175e22543
gelageret	w13_d175e22547
haben;	w15_d175e22550
es	w17_d175e22553
wird	w19_d175e22556
aber	w1_d175e22562
hiebey	w3_d175e22565
vermutet,	w5_d175e22568
daß	w7_d175e22571
durch	w9_d175e22574
diese	w11_d175e22577
Mannschaft	w13_d175e22581
lediglich	w15_d175e22584
ein	w17_d175e22587
Brod=crans-	w19_d175e22590
port	w1_d175e22595
von	w3_d175e22598
letzterem	w5_d175e22601
Ort	w7_d175e22604
in	w9_d175e22607
das	w11_d175e22610
Lager	w13_d175e22614
convoyret	w15_d175e22617
werden	w17_d175e22620
solle.	w19_d175e22623
</p>
<p id="p8_d175e22626">
Unweit	w1_d175e22630
der	w3_d175e22633
feindlichen	w5_d175e22636
Lager	w7_d175e22639
von	w9_d175e22642
Bernstadl	w11_d175e22645
und	w13_d175e22649
Schöne	w15_d175e22652
hat	w17_d175e22655
der	w19_d175e22658
Kai	w21_d175e22661
serl.	w1_d175e22666
Königl.	w3_d175e22669
General	w5_d175e22672
major	w7_d175e22675
von	w9_d175e22678
Beck	w11_d175e22681
die	w13_d175e22685
Waldungen	w15_d175e22688
mit	w17_d175e22691
Gränzern	w19_d175e22694
bese	w21_d175e22697
tzet,	w1_d175e22702
und	w3_d175e22705
als	w5_d175e22708
gestern	w7_d175e22711
zu	w9_d175e22714
Diderspach	w11_d175e22717
und	w13_d175e22721
Kißdorf	w15_d175e22724
Preußische	w17_d175e22727
Fouragier	w19_d175e22730
sich	w21_d175e22733
eingefunden	w1_d175e22739
hatten,	w3_d175e22742
liesse	w5_d175e22745
der	w7_d175e22748
Obrist=leutenant	w9_d175e22751
Rise	w11_d175e22754
500.	w13_d175e22758
Warasdiner	w15_d175e22761
ge	w17_d175e22764
gen	w1_d175e22769
sie	w3_d175e22772
anrucken,	w5_d175e22775
wodurch	w7_d175e22778
die	w9_d175e22781
Fouragierer,	w11_d175e22784
nebst	w13_d175e22788
ihrer	w15_d175e22791
Bedeckung,	w17_d175e22794
nach	w19_d175e22797
hinweggeworfener	w1_d175e22802
Fourage	w3_d175e22805
sich	w5_d175e22808
zu	w7_d175e22811
flüchten	w9_d175e22814
bemüßiget	w11_d175e22817
worden;	w13_d175e22821
Der	w15_d175e22824
Ob	w17_d175e22827
rist=leutenant	w1_d175e22832
verfolgte	w3_d175e22835
selbige	w5_d175e22838
weiters,	w7_d175e22841
fande	w9_d175e22844
aber	w11_d175e22847
auf	w13_d175e22851
denen	w15_d175e22854
nächst	w17_d175e22857
gelege	w19_d175e22860
nen	w1_d175e22866
Anhöhen	w3_d175e22869
eine	w5_d175e22872
neuerliche	w7_d175e22875
verstärkte	w9_d175e22878
Bedeckung	w11_d175e22881
von	w13_d175e22885
Infanterie	w15_d175e22888
mit	w17_d175e22891
Ca	w19_d175e22894
nonen,	w1_d175e22899
dann	w3_d175e22902
auf	w5_d175e22905
der	w7_d175e22908
Fläche	w9_d175e22911
viele	w11_d175e22914
Cavallerie,	w13_d175e22918
weshalben	w15_d175e22921
er	w17_d175e22924
genöhtiget	w19_d175e22927
war,	w21_d175e22930
noch	w1_d175e22935
mehrere	w3_d175e22938
Croaten	w5_d175e22941
aus	w7_d175e22944
denen	w9_d175e22947
Waldungen	w11_d175e22950
herbrechen	w13_d175e22954
zu	w15_d175e22957
lassen,	w17_d175e22960
worauf	w19_d175e22963
endlich	w1_d175e22968
der	w3_d175e22971
Feind	w5_d175e22974
sich	w7_d175e22977
völlig	w9_d175e22980
zuruck	w11_d175e22983
gezogen	w13_d175e22987
hat.	w15_d175e22990
</p>
<p id="p10_d175e22993">
Diesseits	w1_d175e22997
der	w3_d175e23000
Neuß,	w5_d175e23003
hat	w7_d175e23006
der	w9_d175e23009
Feind	w11_d175e23012
ebenfalls	w13_d175e23016
gestern	w15_d175e23019
zu	w17_d175e23022
Schönborn	w19_d175e23025
und	w1_d175e23030
Schönberg	w3_d175e23033
eine	w5_d175e23036
Fouragirung	w7_d175e23039
vorgenommen,	w9_d175e23042
und	w11_d175e23045
hierbey	w13_d175e23049
nicht	w15_d175e23052
nur	w17_d175e23055
al	w19_d175e23058
le	w1_d175e23063
Fourage	w3_d175e23066
aus	w5_d175e23069
denen	w7_d175e23072
Scheuern	w9_d175e23075
hinweggeführet,	w11_d175e23078
sondern	w13_d175e23082
auch	w15_d175e23085
wie	w17_d175e23088
berich	w19_d175e23091
tet	w1_d175e23097
wird,	w3_d175e23100
die	w5_d175e23103
Jnwohner	w7_d175e23106
beyder	w9_d175e23109
Orten	w11_d175e23112
völlig	w13_d175e23116
geplündert.	w15_d175e23119
Der	w17_d175e23122
General-	w19_d175e23125
feld=marschall=leutenant	w1_d175e23130
Graf	w3_d175e23133
von	w5_d175e23136
Kalnocky	w7_d175e23139
näherte	w9_d175e23142
sich	w11_d175e23145
zwar	w13_d175e23149
diesen	w15_d175e23152
Or	w17_d175e23155
ten,	w1_d175e23160
und	w3_d175e23163
harzelirte	w5_d175e23166
den	w7_d175e23169
Feind,	w9_d175e23172
da	w11_d175e23175
aber	w13_d175e23179
solcher	w15_d175e23182
in	w17_d175e23185
einer	w19_d175e23188
Bedeckung	w21_d175e23191
von	w23_d175e23194
5000.	w25_d175e23198
Mann	w1_d175e23203
bestunde	w3_d175e23206
,	w5_d175e23209
so	w7_d175e23212
ware	w9_d175e23215
nicht	w11_d175e23218
möglich	w13_d175e23222
gedachte	w15_d175e23225
Plünderung	w17_d175e23228
zu	w19_d175e23231
verhinderen.	w21_d175e23234
</p>
<head id="h4_d175e23251">
Eben	w1_d175e23255
alda	w3_d175e23258
den	w5_d175e23261
29.	w7_d175e23264
Augusti.	w9_d175e23267
</head>
<p id="p6_d175e23270">
DObald	w1_d175e23274
der	w3_d175e23277
König	w5_d175e23280
von	w7_d175e23283
Preussen	w9_d175e23286
bey	w11_d175e23289
welchem	w13_d175e23293
auch	w15_d175e23296
der	w17_d175e23299
Feld=marschall	w19_d175e23302
Keich	w1_d175e23307
anwesend	w3_d175e23310
seyn	w5_d175e23313
soll,	w7_d175e23316
gestrigen	w9_d175e23319
Tags	w11_d175e23322
das	w13_d175e23326
Lager	w15_d175e23329
zwischen	w17_d175e23332
Gold	w19_d175e23335
bach	w1_d175e23340
und	w3_d175e23343
Hartau	w5_d175e23346
an	w7_d175e23349
der	w9_d175e23352
Wesnitz	w11_d175e23355
bezogen,	w13_d175e23359
hat	w15_d175e23362
er	w17_d175e23365
alsogleich	w19_d175e23368
um	w21_d175e23371
es	w23_d175e23374
gegen	w25_d175e23378
diesseitige	w1_d175e23384
zu	w3_d175e23387
Stolpen	w5_d175e23390
und	w7_d175e23393
Neustadt	w9_d175e23396
befindliche	w11_d175e23399
Commandi	w13_d175e23403
sicher	w15_d175e23406
zu	w17_d175e23409
stellen.	w19_d175e23412
einen	w1_d175e23417
starken	w3_d175e23420
Cordon	w5_d175e23423
ziehen,	w7_d175e23426
Schanzen	w9_d175e23429
aufwerfen,	w11_d175e23432
dann	w13_d175e23436
solche	w15_d175e23439
mit	w17_d175e23442
Canonen	w19_d175e23445
und	w1_d175e23450
Piquetern	w3_d175e23453
besetzen,	w5_d175e23456
endlich	w7_d175e23459
in	w9_d175e23462
denen	w11_d175e23465
Dörfern	w13_d175e23469
Franckental,	w15_d175e23472
Rumenau,	w17_d175e23475
und	w1_d175e23480
Pretaich	w3_d175e23483
eine	w5_d175e23486
General	w7_d175e23489
fouragirung	w9_d175e23492
durch	w11_d175e23495
die	w13_d175e23499
Cavallerie,	w15_d175e23502
in	w17_d175e23505
denen	w19_d175e23508
Scheuren,	w1_d175e23514
nicht	w3_d175e23517
minder	w5_d175e23520
durch	w7_d175e23523
die	w9_d175e23526
Insanterie	w11_d175e23529
in	w13_d175e23533
denen	w15_d175e23536
Kraut	w17_d175e23539
und	w19_d175e23542
Grün	w21_d175e23545
zeug=gärten	w1_d175e23550
vornehmen	w3_d175e23553
lassen.	w5_d175e23556
</p>
<p id="p8_d175e23559">
Die	w1_d175e23563
2.	w3_d175e23566
Preußische	w5_d175e23569
Corpo	w7_d175e23572
zu	w9_d175e23575
Bernstadl	w11_d175e23578
und	w13_d175e23582
Schöne	w15_d175e23585
befinden	w17_d175e23588
sich	w19_d175e23591
woch	w21_d175e23594
in	w1_d175e23599
ihrer	w3_d175e23602
alten	w5_d175e23605
Pofi	w7_d175e23608
ion,	w9_d175e23611
und	w11_d175e23614
die	w13_d175e23618
von	w15_d175e23621
daher	w17_d175e23624
kommende	w19_d175e23627
Deserteurs	w21_d175e23630
geben	w23_d175e23633
vor	w25_d175e23637
man	w1_d175e23642
bediene	w3_d175e23645
sich	w5_d175e23648
bey	w7_d175e23651
solchen	w9_d175e23654
einer	w11_d175e23657
seltsamen	w13_d175e23661
List,	w15_d175e23664
um	w17_d175e23667
den	w19_d175e23670
gemeinen	w21_d175e23673
Mann	w23_d175e23676
bey	w1_d175e23682
gutem	w3_d175e23685
Mut	w5_d175e23688
zu	w7_d175e23691
erhalten,	w9_d175e23694
und	w11_d175e23697
ihm	w13_d175e23701
die	w15_d175e23704
Hofnung	w17_d175e23707
besserer	w19_d175e23710
Umstände	w21_d175e23713
bey	w23_d175e23716
zubringen:	w1_d175e23721
Es	w3_d175e23724
sollen	w5_d175e23727
nämlich	w7_d175e23730
zerschiedene	w9_d175e23733
der	w11_d175e23736
Französischen	w13_d175e23740
Sprach	w15_d175e23743
kün	w17_d175e23746
dige	w1_d175e23751
Officiers	w3_d175e23754
in	w5_d175e23757
Französischer	w7_d175e23760
Uniforme	w9_d175e23763
mit	w11_d175e23766
weissen	w13_d175e23770
Cocarden	w15_d175e23773
bey	w17_d175e23776
denen	w19_d175e23779
Regimentern	w1_d175e23784
sich	w3_d175e23787
einfinden,	w5_d175e23790
und	w7_d175e23793
denen	w9_d175e23796
Leuten	w11_d175e23799
vormahlen,	w13_d175e23803
daß	w15_d175e23806
ein	w17_d175e23809
Freund	w19_d175e23812
schafts=tractat,	w1_d175e23818
zwischen	w3_d175e23821
denen	w5_d175e23824
Französisch	w7_d175e23827
und	w9_d175e23830
Preußischen	w11_d175e23833
Höfen	w13_d175e23837
ge	w15_d175e23840
schlossen	w1_d175e23845
worden	w3_d175e23848
seye,	w5_d175e23851
mithin	w7_d175e23854
sie	w9_d175e23857
sich	w11_d175e23860
nur	w13_d175e23864
noch	w15_d175e23867
kurze	w17_d175e23870
Zeit	w19_d175e23873
gedulden	w21_d175e23876
möchten,	w23_d175e23879
und	w1_d175e23884
sicher	w3_d175e23887
hoffen	w5_d175e23890
könten,	w7_d175e23893
daß	w9_d175e23896
im	w11_d175e23899
kurzen	w13_d175e23903
die	w15_d175e23906
Umstände	w17_d175e23909
sich	w19_d175e23912
völlig	w21_d175e23915
verände	w23_d175e23918
ren,	w1_d175e23923
und	w3_d175e23926
sie	w5_d175e23929
sodann	w7_d175e23932
die	w9_d175e23935
beste	w11_d175e23938
Winter	w13_d175e23942
quartier	w15_d175e23945
haben	w17_d175e23948
würden.	w19_d175e23951
</p>
<p id="p10_d175e23954">
Die	w1_d175e23958
Kaiserl.	w3_d175e23961
Königl.	w5_d175e23964
Armée	w7_d175e23967
befindet	w9_d175e23970
sich	w11_d175e23973
noch	w13_d175e23977
in	w15_d175e23980
ihrem	w17_d175e23983
Lager,	w19_d175e23986
da	w21_d175e23989
aber	w1_d175e23994
der	w3_d175e23997
General	w5_d175e24000
der	w7_d175e24003
Cavallerie	w9_d175e24006
Graf	w11_d175e24009
Nadasdy	w13_d175e24013
letztlich	w15_d175e24016
vorgerucket,	w17_d175e24019
so	w19_d175e24022
hat	w21_d175e24025
auch	w1_d175e24030
das	w3_d175e24033
Winterfeldische	w5_d175e24036
Corps	w7_d175e24039
seine	w9_d175e24042
Position	w11_d175e24045
in	w13_d175e24049
etwas	w15_d175e24052
abgeänderet,	w17_d175e24055
um	w19_d175e24058
auf	w1_d175e24064
einer	w3_d175e24067
Anhöhe	w5_d175e24070
jenem	w7_d175e24073
entgegen	w9_d175e24076
Front	w11_d175e24079
zu	w13_d175e24083
machen.	w15_d175e24086
</p>
<p id="p12_d175e24090">
Diesseits	w1_d175e24094
ist	w3_d175e24097
ein	w5_d175e24100
Commando	w7_d175e24103
gegen	w9_d175e24106
Lauban,	w11_d175e24109
und	w13_d175e24113
ein	w15_d175e24116
anderes	w17_d175e24119
nacher	w19_d175e24122
Marc	w1_d175e24127
klissa	w3_d175e24130
und	w5_d175e24133
Greiffenberg	w7_d175e24136
abgeschicket,	w9_d175e24139
und	w11_d175e24142
durch	w13_d175e24146
solche	w15_d175e24149
einberichtet	w17_d175e24152
wor	w19_d175e24155
den,	w1_d175e24160
daß	w3_d175e24163
die	w5_d175e24166
feindliche	w7_d175e24169
Troupen	w9_d175e24172
so	w11_d175e24175
letztlich	w13_d175e24179
nacher	w15_d175e24182
Laban	w17_d175e24185
marschieret	w19_d175e24188
seynd,	w21_d175e24191
den	w1_d175e24197
Weeg	w3_d175e24200
nacher	w5_d175e24203
Bunzlau	w7_d175e24206
in	w9_d175e24209
Schlesien	w11_d175e24212
fortgesetzet	w13_d175e24216
haben.	w1_d175e24221
</p>
</doc>
