<doc id="edoc_wd_1776-06-01" attrs="word" year="1776" month="06" day="01" corpus="1">
<head id="hl1">
Lisabon	w39
Verlassenschaft	w8777
<g/>
,
Erbschafts	w8779
<g/>
,
oder	w8781
Schulden	w8782
halber	w8783
<g/>
,
einige	w8785
Sprüche	w8786
und	w8787
Fo=derungen	w8788
<g/>
=
haben	w8790
<g/>
,
oder	w8792
zu	w8793
haben	w8794
vermeinen	w8795
<g/>
,
hie=mit	w8797
<g/>
=
zu	w8799
wissen	w8800
gemacht	w8801
<g/>
:
Welchergestalten	w8803
von	w8804
allerseits	w8805
Jntereßirten	w8806
bey	w8807
der	w8808
ordinari	w8809
Abhand=lungskommißion	w8810
<g/>
=
vernommene	w8812
Nothdurften	w8813
<g/>
,
und	w8815
über	w8816
das	w8817
von	w8818
der	w8819
Commißion	w8820
mündlich	w8821
erstat=tete	w8822
<g/>
=
Referat	w8824
veranlaßt	w8825
worden	w8826
sey	w8827
<g/>
,
daß	w8829
zufol=ge	w8830
<g/>
=
Veranlassung	w8832
über	w8833
weil	w8834
<g/>
.
Susanna	w8836
de	w8837
l'Eau	w8838
seel	w8839
<g/>
.
Verlassenschaft	w8841
eine	w8842
ordentliche	w8843
Crida	w8844
an=geordnet	w8845
<g/>
=
sey	w8847
<g/>
,
in	w8849
dessen	w8850
Folge	w8851
alle	w8852
und	w8853
jede	w8854
<g/>
,
so	w8856
an	w8857
diese	w8858
Verlassenschaft	w8859
Sprüche	w8860
und	w8861
Anfo=derungen	w8862
<g/>
=
haben	w8864
<g/>
,
oder	w8866
zu	w8867
haben	w8868
vermeinen	w8869
<g/>
,
bey	w8871
der	w8872
Concurskommißion	w8873
in	w8874
ædibus aedibus	w8875
des	w8876
Herrn	w8877
Baron	w8878
von	w8879
Waldstätten	w8880
in	w8881
dem	w8882
von	w8883
Aichischen	w8884
Haus	w8885
auf	w8886
der	w8887
hohen	w8888
Brucken	w8889
im	w8890
2ten	w8891
Stock	w8892
auf	w8893
den	w8894
8	w8895
<g/>
.
July	w8897
d	w8898
<g/>
.
J	w8900
<g/>
.
nach	w8902
Mittag	w8903
präcise	w8904
um	w8905
4	w8906
Uhr	w8907
alsogewiß	w8908
zu	w8909
erscheinen	w8910
<g/>
,
ihre	w8912
Sprüche	w8913
und	w8914
Anfoderungen	w8915
anmelden	w8916
<g/>
,
und	w8918
der	w8919
Ord=nung	w8920
<g/>
=
nach	w8922
liquidiren	w8923
<g/>
,
wie	w8925
im	w8926
widrigen	w8927
mit	w8928
den	w8929
Anwesenden	w8930
und	w8931
dem	w8932
Curatore	w8933
ad	w8934
lites	w8935
die	w8936
Crida	w8937
ordnungsmäßig	w8938
schriftlich	w8939
<g/>
,
oder	w8941
münd mündsich	w8942
<g/>
=
</p>
<p id="p100">
sich	w8944
gepflogen	w8945
<g/>
,
geschlossen	w8947
<g/>
,
hierüber	w8949
relationiret	w8950
<g/>
,
den	w8952
Ausbleibenden	w8953
aber	w8954
das	w8955
ewige	w8956
Stillschwei=gen	w8957
<g/>
=
auferlegt	w8959
werden	w8960
soll	w8961
<g/>
.
Solchemnach	w8963
haben	w8964
alle	w8965
und	w8966
jede	w8967
Jntereßirte	w8968
<g/>
,
welche	w8970
an	w8971
der	w8972
obbe=nannten	w8973
<g/>
=
Susanna	w8975
de	w8976
l'Eau	w8977
seel	w8978
<g/>
.
Verlassenschaft	w8980
Erbschaft	w8981
<g/>
,
oder	w8983
Schulden	w8984
halber	w8985
einige	w8986
Sprü=che	w8987
<g/>
=
und	w8989
Anfoderungen	w8990
haben	w8991
<g/>
,
oder	w8993
zu	w8994
haben	w8995
vermeinen	w8996
<g/>
,
an	w8998
obbesagten	w8999
Tag	w9000
<g/>
,
Stund	w9002
und	w9003
Ort	w9004
persönlich	w9005
oder	w9006
durch	w9007
genugsam	w9008
Bevoll=mächtigte	w9009
<g/>
=
alsogewiß	w9011
zu	w9012
erscheinen	w9013
<g/>
,
ihre	w9015
habende	w9016
Sprüche	w9017
anzumelden	w9018
<g/>
,
und	w9020
zugleich	w9021
mit	w9022
Bey=bringung	w9023
<g/>
=
behöriger	w9025
Dokumenten	w9026
Rechtens	w9027
zu	w9028
liquidiren	w9029
<g/>
,
wie	w9031
im	w9032
widrigen	w9033
nach	w9034
vorhandenen	w9035
Umständen	w9036
und	w9037
Befund	w9038
der	w9039
Sache	w9040
die	w9041
Verlas=senschaftsmassa	w9042
<g/>
=
den	w9044
Creditoren	w9045
gerichtl	w9046
<g/>
.
addici=ret	w9048
<g/>
=
<g/>
,
oder	w9051
den	w9052
sich	w9053
legitimirenden	w9054
Erben	w9055
cum	w9056
Commando	w9057
<g/>
&
onere	w9059
eingeantwortet	w9060
<g/>
,
in	w9062
erstern	w9063
Falle	w9064
auch	w9065
den	w9066
Ausbleibenden	w9067
das	w9068
ewige	w9069
Still=schweigen	w9070
<g/>
=
auferleget	w9072
werden	w9073
soll	w9074
<g/>
.
</p>
<head id="hl25">
Obersthofmarschall	w9076
ꝛc	w9077
<g/>
.
</head>
<p id="p101">
Geben	w9079
durch	w9080
gegenwärtiges	w9081
Edikt	w9082
dem	w9083
Simon	w9084
Stark	w9085
Franz	w9086
Jgnaz	w9087
Projan	w9088
<g/>
,
burgl	w9090
<g/>
.
Peru=quenmacher	w9092
<g/>
=
<g/>
,
Johann	w9095
Peter	w9096
Hileprand	w9097
<g/>
,
burgl	w9099
<g/>
.
Schustermeister	w9101
<g/>
,
Johann	w9103
Georg	w9104
Werner	w9105
<g/>
,
burgl	w9107
<g/>
.
Wirth	w9109
zum	w9110
Fischtrügel	w9111
in	w9112
der	w9113
Leopoldstadt	w9114
<g/>
,
Michael	w9116
Esterlle	w9117
<g/>
,
Tobias	w9119
Wallner	w9120
<g/>
,
Reichshof=rathsagenten	w9122
<g/>
=
<g/>
,
und	w9125
Peter	w9126
Triball	w9127
<g/>
,
Kollbauer	w9129
<g/>
,
hiemit	w9131
zu	w9132
vernehmen	w9133
<g/>
:
Es	w9135
sey	w9136
über	w9137
die	w9138
von	w9139
dem	w9140
gewest	w9141
Johann	w9142
Liebingerischen	w9143
Curatore	w9144
ad	w9145
li-tes	w9146
<g/>
-
Dr	w9148
<g/>
.
Seeger	w9150
<g/>
,
gemachte	w9152
Anzeige	w9153
<g/>
,
das	w9155
in	w9156
die	w9157
Concursmassa	w9158
des	w9159
Johann	w9160
Liebinger	w9161
<g/>
,
gewest	w9163
k	w9164
<g/>
.
k	w9166
<g/>
.
Siegelschneiders	w9168
ein	w9169
Divident	w9170
pr	w9171
<g/>
.
1265	w9173
fl	w9174
<g/>
.
39	w9176
fl	w9177
<g/>
.
aus	w9179
der	w9180
Zichin	w9181
und	w9182
Jägerischen	w9183
Massa	w9184
eingegangen	w9185
<g/>
,
so	w9187
unter	w9188
die	w9189
in	w9190
dem	w9191
unterm	w9192
28	w9193
<g/>
.
September	w9195
1755	w9196
geschöpften	w9197
Abschied	w9198
klaßificir=te	w9199
<g/>
=
Johann	w9201
Liebingerische	w9202
Gläubiger	w9203
zu	w9204
vertheilen	w9205
komme	w9206
<g/>
,
eine	w9208
Tagsatzung	w9209
anzuordnen	w9210
<g/>
,
und	w9212
um	w9213
mit	w9214
der	w9215
diesfälligen	w9216
Repartition	w9217
ordnungsmäßig	w9218
fürschreiten	w9219
zu	w9220
können	w9221
<g/>
,
hiezu	w9223
die	w9224
obbenannt=unbewußte	w9225
<g/>
=
Lichingerische	w9227
Gläubiger	w9228
per	w9229
Edicta	w9230
ex	w9231
officio	w9232
fürzufodern	w9233
für	w9234
nothwendig	w9235
befunden	w9236
worden	w9237
<g/>
.
Da	w9239
nun	w9240
hiezu	w9241
der	w9242
10	w9243
<g/>
.
Juli	w9245
d	w9246
<g/>
.
J	w9248
<g/>
.
früh	w9250
um	w9251
9	w9252
Uhr	w9253
bestimmet	w9254
worden	w9255
<g/>
.
Als	w9257
wird	w9258
hiemit	w9259
obbenannten	w9260
Simon	w9261
Stark	w9262
<g/>
,
<g/>
.
Johann	w9265
Georg	w9266
Werner	w9267
<g/>
,
Franz	w9269
Jgnaz	w9270
Projan	w9271
<g/>
,
Johann	w9273
Pe=ter	w9274
<g/>
=
Hillebrand	w9276
<g/>
,
Michael	w9278
Esterlle	w9279
<g/>
,
Tobias	w9281
Wall=ner	w9282
<g/>
=
und	w9284
Peter	w9285
Triball	w9286
<g/>
,
oder	w9288
derselben	w9289
Erben	w9290
anbefohlen	w9291
<g/>
,
auf	w9293
oberwähnten	w9294
Tag	w9295
und	w9296
Stund	w9297
vor	w9298
dem	w9299
k	w9300
<g/>
.
auch	w9302
k	w9303
<g/>
.
k	w9305
<g/>
.
Obersthofmarschallenamt	w9307
alsogewiß	w9308
zu	w9309
erscheinen	w9310
<g/>
,
und	w9312
ihre	w9313
behörige	w9314
Le=gitimationen	w9315
<g/>
=
beyzubringen	w9317
<g/>
,
wie	w9319
im	w9320
widrigen	w9321
zu	w9322
Repartition	w9323
der	w9324
vorhandenen	w9325
Massa	w9326
fürgeschrit=ten	w9327
<g/>
=
werden	w9329
würde	w9330
<g/>
.
</p>
<p id="p102">
Wir	w9332
N	w9333
<g/>
.
Stadt	w9335
<g/>
=
und	w9337
Landrichter	w9338
<g/>
,
dann	w9340
Bey=sitzer	w9341
<g/>
=
des	w9343
k	w9344
<g/>
.
k	w9346
<g/>
.
Stadt	w9348
<g/>
=
und	w9350
Landgerichts	w9351
beyder	w9352
Städte	w9353
Krems	w9354
und	w9355
Stein	w9356
<g/>
,
geben	w9358
hiemit	w9359
jeder jedermann	w9360
<g/>
=
</p>
<p id="p103">
mann	w9362
zu	w9363
vernehmen	w9364
<g/>
:
Es	w9366
sey	w9367
die	w9368
Frau	w9369
Maria	w9370
Anna	w9371
Hirschsteinerin	w9372
<g/>
,
geweste	w9374
Wittib	w9375
und	w9376
Jn=wohnerin	w9377
<g/>
=
zu	w9379
Krems	w9380
mit	w9381
Tod	w9382
abgegangen	w9383
<g/>
,
und	w9385
daher	w9386
um	w9387
mit	w9388
der	w9389
künftigen	w9390
Verlassenschaftsab=handlung	w9391
<g/>
=
sicher	w9393
fürgehen	w9394
zu	w9395
können	w9396
<g/>
,
für	w9398
noth=wendig	w9399
<g/>
=
befunden	w9401
worden	w9402
<g/>
,
diejenige	w9404
fürzuladen	w9405
<g/>
,
und	w9407
anzuhören	w9408
<g/>
,
welche	w9410
an	w9411
diese	w9412
Verlassenschaft	w9413
einige	w9414
Ansprüche	w9415
und	w9416
Foderungen	w9417
haben	w9418
möch=ten	w9419
<g/>
=
<g/>
;
da	w9422
wir	w9423
nun	w9424
entschlossen	w9425
sind	w9426
<g/>
,
eben	w9428
diese	w9429
Sprüche	w9430
und	w9431
Foderungen	w9432
an	w9433
dem	w9434
eigends	w9435
und	w9436
zwar	w9437
für	w9438
das	w9439
erst	w9440
<g/>
=
und	w9442
letztemal	w9443
hiezu	w9444
bestimmt=ten	w9445
<g/>
=
Tag	w9447
<g/>
,
als	w9449
den	w9450
10	w9451
<g/>
.
Juli	w9453
d	w9454
<g/>
.
J	w9456
<g/>
.
früh	w9458
um	w9459
9	w9460
Uhr	w9461
zu	w9462
hören	w9463
und	w9464
zu	w9465
vernehmen	w9466
<g/>
.
So	w9468
haben	w9469
wir	w9470
alle	w9471
jene	w9472
<g/>
,
welche	w9474
an	w9475
der	w9476
Maria	w9477
Anna	w9478
Hirsch=steinerischen	w9479
<g/>
=
Verlassenschaft	w9481
eine	w9482
rechtmäßige	w9483
Fo=derung	w9484
<g/>
=
<g/>
,
es	w9487
sey	w9488
um	w9489
Erbschaft	w9490
<g/>
,
Schuld	w9492
<g/>
,
oder	w9494
anderer	w9495
Ursachen	w9496
willen	w9497
zu	w9498
haben	w9499
glauben	w9500
<g/>
,
den	w9502
bestimmten	w9503
Tag	w9504
selbst	w9505
persönlich	w9506
<g/>
,
oder	w9508
durch	w9509
einen	w9510
hinlänglich	w9511
versehenen	w9512
Gewaltträger	w9513
al=sogewiß	w9514
<g/>
=
vor	w9516
denen	w9517
in	w9518
Sachen	w9519
verordneten	w9520
Com=missarien	w9521
<g/>
=
Herrn	w9523
Jakob	w9524
Markgoth	w9525
<g/>
,
und	w9527
Herrn	w9528
Carl	w9529
Markelik	w9530
<g/>
,
beyden	w9532
des	w9533
äussern	w9534
Raths	w9535
auf	w9536
gemr	w9537
<g/>
.
Stadt	w9539
Rathhaus	w9540
zu	w9541
erscheinen	w9542
<g/>
,
sich	w9544
be=hörig	w9545
<g/>
=
legitimiren	w9547
<g/>
,
und	w9549
ihre	w9550
Ansprüche	w9551
und	w9552
Fo=derungen	w9553
<g/>
=
darzuthun	w9555
<g/>
,
als	w9557
im	w9558
widrigen	w9559
auf	w9560
die	w9561
ausbleibende	w9562
<g/>
,
oder	w9564
nicht	w9565
behörig	w9566
legitimirende	w9567
Erben	w9568
<g/>
,
Gläubiger	w9570
und	w9571
Prätendenten	w9572
keine	w9573
Ruck=sicht	w9574
<g/>
=
genommen	w9576
<g/>
,
mit	w9578
der	w9579
Abhandlung	w9580
und	w9581
Ver=theilung	w9582
<g/>
=
des	w9584
Verlassenschaftsguts	w9585
von	w9586
Amtswe=gen	w9587
<g/>
=
fürgegangen	w9589
<g/>
,
und	w9591
dasselbe	w9592
den	w9593
etwa	w9594
vor=kommenden	w9595
<g/>
=
Erben	w9597
unbedenklich	w9598
überlassen	w9599
wer=den	w9600
<g/>
=
wird	w9602
<g/>
.
</p>
<p id="p104">
Von	w9604
dem	w9605
Grundbuch	w9606
der	w9607
Uttendorfischen	w9608
Stif=tung	w9609
<g/>
=
St	w9611
<g/>
.
Catharina	w9613
in	w9614
unser	w9615
lieben	w9616
Frauen=kirche	w9617
<g/>
=
zun	w9619
Schotten	w9620
in	w9621
Wien	w9622
<g/>
,
wird	w9624
hiemit	w9625
zu	w9626
wissen	w9627
gemacht	w9628
<g/>
:
Es	w9630
habe	w9631
die	w9632
Frau	w9633
Maria	w9634
Christina	w9635
von	w9636
Carpentier	w9637
<g/>
,
geb	w9639
<g/>
.
Pfannin	w9641
hæ- red haered	w9642
<g/>
-
nom	w9644
schriftlich	w9645
angezeigt	w9646
<g/>
,
welchergestalten	w9648
ein	w9649
von	w9650
Franz	w9651
Haylmayr	w9652
<g/>
,
behausten	w9654
Grund=holden	w9655
<g/>
=
zu	w9657
Braitensee	w9658
<g/>
,
und	w9660
Franziska	w9661
seiner	w9662
E=hewirthin	w9663
<g/>
=
an	w9665
den	w9666
Herrn	w9667
Mathäus	w9668
Müller	w9669
J	w9670
<g/>
.
U	w9672
<g/>
.
D	w9674
<g/>
.
auch	w9676
Hof	w9677
<g/>
=
und	w9679
Gerichtsadvokaten	w9680
sel	w9681
<g/>
.
lau=tende	w9683
<g/>
=
<g/>
,
und	w9686
vermög	w9687
beygebrachten	w9688
Legitimations	w9689
<g/>
=
Dokumenten	w9691
auf	w9692
sie	w9693
Frau	w9694
Supplikantin	w9695
erblich	w9696
gediehene	w9697
certiorirte	w9698
Obligation	w9699
vom	w9700
16	w9701
<g/>
.
Juni	w9703
1756	w9704
<g/>
.
pr	w9706
<g/>
.
3000	w9708
<g/>
.
fl	w9710
<g/>
.
nach	w9712
beschehener	w9713
Hindanbe=zahlung	w9714
<g/>
=
in	w9716
Verstoß	w9717
gerathen	w9718
sey	w9719
<g/>
;
Damit	w9721
nun	w9722
aber	w9723
sothane	w9724
Obligation	w9725
zu	w9726
all	w9727
weitern	w9728
Gebrauch	w9729
amortisiret	w9730
<g/>
,
und	w9732
die	w9733
darüber	w9734
bey	w9735
verschienenen	w9736
Grundherren	w9737
fürgemenkte	w9738
Satz	w9739
der	w9740
Ordnung	w9741
nach	w9742
kaßiret	w9743
werden	w9744
können	w9745
<g/>
,
daher	w9747
batte	w9748
sie	w9749
zu	w9750
dem	w9751
Ende	w9752
um	w9753
Ausfertigung	w9754
der	w9755
benöthigten	w9756
Amortisationsedikten	w9757
<g/>
.
Gleichwie	w9759
nun	w9760
in	w9761
solches	w9762
der	w9763
Frau	w9764
Supplikantin	w9765
billiges	w9766
Anlangen	w9767
ge=williget	w9768
<g/>
=
worden	w9770
<g/>
,
als	w9772
wird	w9773
hiemit	w9774
durch	w9775
gegen=wärtiges	w9776
<g/>
=
Edikt	w9778
jedermänniglich	w9779
zu	w9780
wissen	w9781
gemacht	w9782
<g/>
,
daß	w9784
diejenige	w9785
<g/>
,
so	w9787
obbemeldt	w9788
von	w9789
den	w9790
Haylmay Haylmayrischen	w9791
<g/>
=
</p>
<p id="p105">
rischen	w9793
Eheleuten	w9794
an	w9795
Herrn	w9796
Mathias	w9797
Müller	w9798
ausgestelt	w9799
certiorirten	w9800
Obligation	w9801
dd	w9802
<g/>
.
16	w9804
<g/>
.
Juny	w9806
1756	w9807
pr	w9808
3000	w9809
fl	w9810
<g/>
.
in	w9812
Handen	w9813
haben	w9814
<g/>
,
oder	w9816
an=noch	w9817
<g/>
=
überkommen	w9819
möchten	w9820
<g/>
,
sich	w9822
binnen	w9823
1	w9824
Jahr	w9825
<g/>
,
6	w9827
Wochen	w9828
und	w9829
3	w9830
Tagen	w9831
alsogewiß	w9832
bey	w9833
diesem	w9834
Grundbuch	w9835
rechtlich	w9836
legitimiren	w9837
<g/>
,
oder	w9839
solche	w9840
in	w9841
Original	w9842
produciren	w9843
<g/>
,
und	w9845
für	w9846
<g/>
=
und	w9848
anbringen	w9849
werden	w9850
<g/>
,
wie	w9852
im	w9853
widrigen	w9854
nach	w9855
Verfließung	w9856
die=ses	w9857
<g/>
=
Termins	w9859
keiner	w9860
mehr	w9861
gehöret	w9862
<g/>
,
sondern	w9864
so=thane	w9865
<g/>
=
Obligation	w9867
eo	w9868
ipso	w9869
amortisiret	w9870
<g/>
,
annulli=ret	w9872
<g/>
=
und	w9874
die	w9875
Grundbuchssatz	w9876
kaßiret	w9877
werden	w9878
sol=len	w9879
<g/>
=
<g/>
.
Wien	w9882
den	w9883
22	w9884
<g/>
.
Decemb	w9886
<g/>
.
1775	w9888
<g/>
.
</p>
<p id="p106">
Von	w9890
der	w9891
reichsgräflichen	w9892
Excellenz	w9893
Bergischen	w9894
Herrschaft	w9895
Pottenbrunn	w9896
wird	w9897
hiemit	w9898
kund	w9899
ge=macht	w9900
<g/>
=
<g/>
:
daß	w9903
Ferdinand	w9904
Heuer	w9905
<g/>
,
hiesiger	w9907
Pupill	w9908
von	w9909
Gansendorf	w9910
<g/>
,
nach	w9912
An	w9913
<g/>
.
1742	w9915
in	w9916
k	w9917
<g/>
.
k	w9919
<g/>
.
Kriegs=dienste	w9921
<g/>
=
gegangen	w9923
<g/>
,
und	w9925
nunmehr	w9926
durch	w9927
34	w9928
Jahr	w9929
unwissend	w9930
<g/>
,
welcher	w9932
eine	w9933
väter	w9934
<g/>
=
und	w9936
mütterliche	w9937
Erbschaft	w9938
von	w9939
103	w9940
fl	w9941
<g/>
.
11	w9943
kr	w9944
<g/>
.
1	w9946
pf	w9947
<g/>
.
bey	w9949
hiesigen	w9950
Waisenamt	w9951
zu	w9952
fodern	w9953
<g/>
,
wird	w9955
sich	w9956
derselbe	w9957
also	w9958
<g/>
,
falls	w9960
er	w9961
noch	w9962
am	w9963
Leben	w9964
seyn	w9965
solle	w9966
<g/>
,
oder	w9968
dessen	w9969
Erben	w9970
von	w9971
heut	w9972
binnen	w9973
1	w9974
Jahr	w9975
und	w9976
6	w9977
Wochen	w9978
<g/>
,
entweder	w9980
persön	w9981
<g/>
=
oder	w9983
schriftlich	w9984
hier	w9985
anzumelden	w9986
haben	w9987
<g/>
,
als	w9989
im	w9990
widrigen	w9991
nach	w9992
Ausgang	w9993
dieses	w9994
Termins	w9995
den	w9996
sich	w9997
anmeldenden	w9998
zweybändigen	w9999
Brüdern	w10000
Mathias	w10001
und	w10002
Joseph	w10003
Heuer	w10004
<g/>
,
dann	w10006
seiner	w10007
Schwester	w10008
Magdalena	w10009
<g/>
,
verehligt	w10011
gewe=sten	w10012
<g/>
=
Schmidmayrin	w10014
<g/>
,
hinterlassene	w10016
zwey	w10017
Kinder	w10018
Rosalia	w10019
und	w10020
Maria	w10021
Anna	w10022
<g/>
,
nach	w10024
gepflogener	w10025
Abhandlung	w10026
<g/>
,
bemeldte	w10028
Erbschaft	w10029
hinaus	w10030
gege=ben	w10031
<g/>
=
werden	w10033
<g/>
.
Pottenbrunn	w10035
den	w10036
12	w10037
<g/>
.
May	w10039
1776	w10040
<g/>
.
</p>
<head id="hl26">
Jn	w10042
der	w10043
Schulzischen	w10044
Buchdruckerey	w10045
in	w10046
der	w10047
Rö=merstrasse	w10048
<g/>
=
im	w10050
Heyingerischen	w10051
Hause	w10052
Nro	w10053
<g/>
.
908	w10055
hat	w10056
vor	w10057
kurzen	w10058
die	w10059
Presse	w10060
verlassen	w10061
<g/>
,
und	w10063
ist	w10064
zu	w10065
haben	w10066
<g/>
:
</head>
<p id="p107">
Regina	w10068
Ungariæ Ungariae	w10069
Primæ Primae	w10070
Stirpis	w10071
<g/>
.
Authore	w10073
R	w10074
<g/>
.
P	w10076
<g/>
.
Xysto	w10078
Schier	w10079
<g/>
,
Eremita	w10081
Augustiniano	w10082
<g/>
,
opus	w10084
posthumum	w10085
<g/>
,
ad	w10087
illustrandam	w10088
Histo-riam	w10089
<g/>
-
patriam	w10091
perquam	w10092
accommodatum	w10093
<g/>
.
Cum	w10095
vita	w10096
ejusdem	w10097
Cl	w10098
<g/>
.
Authoris	w10100
compen-dio	w10101
<g/>
-
data	w10103
<g/>
,
<g/>
&
accurata	w10106
Notitia	w10107
omnium	w10108
ope-rum	w10109
<g/>
-
ejusdem	w10111
editorum	w10112
quam	w10113
manuscri-ptorum	w10114
<g/>
-
<g/>
.
4	w10117
<g/>
.
Ein	w10119
Werk	w10120
<g/>
,
welches	w10122
der	w10123
ganz	w10124
neu	w10125
gewählte	w10126
<g/>
,
und	w10128
für	w10129
die	w10130
ungarische	w10131
Histo=rie	w10132
<g/>
=
sehr	w10134
wichtige	w10135
Stof	w10136
<g/>
,
sowohl	w10138
<g/>
,
als	w10140
die	w10141
schon	w10142
bekannte	w10143
Gelehrsamkeit	w10144
des	w10145
seel	w10146
<g/>
.
Authors	w10148
<g/>
,
denn	w10150
auch	w10151
die	w10152
Nachricht	w10153
von	w10154
dessen	w10155
Leben	w10156
und	w10157
Schriften	w10158
empfehlen	w10159
<g/>
,
der	w10161
Preis	w10162
ist	w10163
1	w10164
fl	w10165
<g/>
.
</p>
<p id="p108">
Lotharii	w10167
Friderici	w10168
<g/>
,
Vosii	w10170
Legum	w10171
<g/>
&
Consuetu-dinum	w10173
<g/>
-
Austriacarum	w10175
<g/>
,
earum	w10177
potissimum	w10178
<g/>
,
quæ quae	w10180
infra	w10181
Anasum	w10182
vigent	w10183
<g/>
,
cum	w10185
Romano	w10186
Jure	w10187
Collatio	w10188
ad	w10189
Ordinem	w10190
Digestorum	w10191
Jo-annis	w10192
<g/>
-
Ortw	w10194
<g/>
.
Westenbergii	w10196
Principiis	w10197
Juris	w10198
accommodata	w10199
<g/>
.
Editio	w10201
nova	w10202
<g/>
,
emendata	w10204
<g/>
&
aucta	w10206
<g/>
,
8	w10208
<g/>
.
1774	w10210
<g/>
.
</p>
<p id="p109">
<g/>
—
Ejusdem	w10213
ad	w10214
suam	w10215
collationem	w10216
Corollari-um	w10217
<g/>
-
<g/>
,
in	w10220
quo	w10221
multa	w10222
explicantur	w10223
<g/>
,
uberius	w10225
docentur	w10226
praecipue	w10227
Praxeos	w10228
Præcepta Praecepta	w10229
tra-duntur	w10230
<g/>
-
1775	w10232
<g/>
.
zusamm	w10234
1	w10235
fl	w10236
<g/>
.
24	w10238
kr	w10239
<g/>
.
</p>
<p id="p110">
Lezters	w10241
ist	w10242
auch	w10243
abgesöndert	w10244
für	w10245
12	w10246
kr	w10247
<g/>
.
zu	w10249
haben	w10250
<g/>
.
</p>
<p id="p111">
Sancti	w10252
Aurelii	w10253
Augustini	w10254
Ep	w10255
<g/>
.
Hipp	w10257
<g/>
.
Confessio-num	w10259
<g/>
-
libri	w10261
XIII	w10262
<g/>
.
<g/>
&
de	w10265
Sermone	w10266
Domini	w10267
in	w10268
monte	w10269
libri	w10270
II	w10271
<g/>
.
ex	w10273
editione	w10274
Patrum	w10275
Con-gregationis	w10276
<g/>
-
S	w10278
<g/>
.
Mauri	w10280
<g/>
,
4	w10282
<g/>
.
1	w10284
fl	w10285
<g/>
.
25	w10287
kr	w10288
<g/>
.
</p>
<p id="p112">
Gros	w10290
Catechisme	w10291
du	w10292
Diocese	w10293
de	w10294
Chartres	w10295
<g/>
,
im-primé	w10297
<g/>
-
par	w10299
ordre	w10300
die	w10301
Monseigneur	w10302
Augu-stin	w10303
<g/>
-
Bernardin	w10305
de	w10306
Rosset	w10307
de	w10308
Fleury	w10309
<g/>
.
12mo	w10311
21	w10312
kr	w10313
<g/>
.
</p>
<p id="p113">
Abregé	w10315
de	w10316
la	w10317
Doctrine	w10318
chretienne	w10319
<g/>
,
12mo	w10321
15	w10322
kr	w10323
<g/>
.
</p>
<p id="p114">
Dies	w10325
sacra	w10326
per	w10327
loca	w10328
divinæ divinae	w10329
Scripturæ Scripturae	w10330
progre-diens	w10331
<g/>
-
<g/>
,
Auth	w10334
<g/>
.
Joanno	w10336
Scotti	w10337
<g/>
,
12	w10339
<g/>
.
1773	w10341
<g/>
.
10	w10343
kr	w10344
<g/>
.
</p>
<p id="p115">
Elementa	w10346
Chemiæ Chemiae	w10347
in	w10348
Aphorismos	w10349
digesta	w10350
a	w10351
Ludovico	w10352
Tessari	w10353
Ph	w10354
<g/>
.
ac	w10356
M	w10357
<g/>
.
D	w10359
<g/>
.
P	w10361
<g/>
.
B	w10363
<g/>
.
P	w10365
<g/>
.
Acad	w10367
<g/>
.
Imp	w10369
<g/>
.
Florent	w10371
<g/>
.
Soc	w10373
<g/>
.
In	w10375
Germania	w10376
primum	w10377
edidit	w10378
<g/>
,
correxit	w10380
<g/>
,
auxit	w10382
<g/>
,
illustravit	w10384
F	w10385
<g/>
.
X	w10387
<g/>
.
de	w10389
Wasserberg	w10390
<g/>
,
8	w10392
<g/>
.
1775	w10394
<g/>
.
30	w10396
kr	w10397
<g/>
.
</p>
<p id="p116">
Memoria	w10399
Academiæ Academiae	w10400
Istropolitanæ Istropolitanae	w10401
seu	w10402
poso-nieusis	w10403
<g/>
-
ejusque	w10405
nonnullorum	w10406
Professorum	w10407
ex	w10408
documentis	w10409
coævis coaevis	w10410
confecta	w10411
a	w10412
F	w10413
<g/>
.
Xysto	w10415
Schier	w10416
<g/>
,
Eremita	w10418
Augustiniano	w10419
<g/>
,
4	w10421
<g/>
.
1774	w10423
<g/>
.
10	w10425
kr	w10426
<g/>
.
</p>
<head id="hl27">
Bey	w10428
Verlegern	w10429
dies	w10430
wienerischen	w10431
Diariums	w10432
ist	w10433
zu	w10434
haben	w10435
<g/>
:
</head>
<p id="p117">
Kögel	w10437
<g/>
,
Georg	w10439
Joseph	w10440
de	w10441
Walsenutzy	w10442
k	w10443
<g/>
.
k	w10445
<g/>
.
Hofrath	w10447
<g/>
,
und	w10449
wirkl	w10450
<g/>
.
Generalauditorlieutenants	w10452
<g/>
,
sowohl	w10454
denen	w10455
Civil	w10456
<g/>
=
als	w10458
Militärpersonen	w10459
höchst=nützliche	w10460
<g/>
=
praktische	w10462
Abhandlung	w10463
deren	w10464
in	w10465
österrei=chischen	w10466
<g/>
=
Kriegsgerichten	w10468
vorfallenden	w10469
bürger	w10470
<g/>
=
und	w10472
peinlichen	w10473
Rechtsentscheidungen	w10474
<g/>
,
eingerich=tet	w10476
<g/>
=
nach	w10478
den	w10479
k	w10480
<g/>
.
k	w10482
<g/>
.
neuen	w10484
Kriegsartikeln	w10485
und	w10486
