<doc id="wr_1763-08-10" attrs="word" year="1763" month="08" day="10" corpus="2">
<head id="h2_d782e3112">
Elvas,	w1_d782e3116
hebräi	w9_d782e21210
schen,	w1_d782e21215
arabischen,	w3_d782e21218
türkischen	w5_d782e21221
u.	w7_d782e21224
d.	w9_d782e21227
g.	w11_d782e21230
anzu	w13_d782e21234
zeigen.	w1_d782e21240
Diese	w3_d782e21243
seine	w5_d782e21246
rühmliche	w7_d782e21249
Unterneh	w9_d782e21252
mung	w1_d782e21257
wurde	w3_d782e21260
von	w5_d782e21263
ihm	w7_d782e21266
selbst	w9_d782e21269
schon	w11_d782e21272
im	w13_d782e21276
J.	w15_d782e21279
1760.	w1_d782e21284
in	w3_d782e21287
einem	w5_d782e21290
hier	w7_d782e21293
bey	w9_d782e21296
Trattnern	w11_d782e21299
gedruck	w13_d782e21303
ten	w1_d782e21308
Sendschreiben	w3_d782e21311
ad	w5_d782e21314
vpiros	w7_d782e21317
a	w9_d782e21320
sacra	w11_d782e21323
&	w13_d782e21327
profa-	w15_d782e21330
na	w1_d782e21336
eruditione	w3_d782e21339
claros	w5_d782e21342
de	w7_d782e21345
commentariis	w9_d782e21348
in	w11_d782e21351
mann	w13_d782e21355
exaratos	w1_d782e21360
codices	w3_d782e21363
aug.	w5_d782e21366
Bibliothecae	w7_d782e21369
Vindoben.	w9_d782e21372
propediem	w1_d782e21377
praelum	w3_d782e21380
subituris,	w5_d782e21383
der	w7_d782e21386
gelehrten	w9_d782e21389
Welt	w1_d782e21394
angekündiget,	w3_d782e21397
und	w5_d782e21400
darinn	w7_d782e21403
von	w9_d782e21406
der	w11_d782e21409
Einrichtung	w1_d782e21415
und	w3_d782e21418
Ordnung,	w5_d782e21421
in	w7_d782e21424
welcher	w9_d782e21427
die	w11_d782e21430
ses	w1_d782e21435
große	w3_d782e21438
Werk	w5_d782e21441
nach	w7_d782e21444
und	w9_d782e21447
nach	w11_d782e21450
heraus	w13_d782e21454
kom	w15_d782e21457
men	w1_d782e21462
soll,	w3_d782e21465
Nachricht	w5_d782e21468
gegeben.	w7_d782e21471
Es	w9_d782e21474
wird	w11_d782e21477
dabey	w1_d782e21482
nicht	w3_d782e21485
verschwiegen,	w5_d782e21488
sondern	w7_d782e21491
mit	w9_d782e21494
Bey	w11_d782e21497
spielen	w1_d782e21503
erwiesen,	w3_d782e21506
daß	w5_d782e21509
Lambecius	w7_d782e21512
da	w9_d782e21515
und	w11_d782e21518
dort	w1_d782e21523
gefehlet	w3_d782e21526
hat.	w5_d782e21529
Wie	w7_d782e21532
leicht	w9_d782e21535
ist	w11_d782e21538
es	w13_d782e21542
aber,	w15_d782e21545
in	w1_d782e21550
einem	w3_d782e21553
Werke	w5_d782e21556
von	w7_d782e21559
dieser	w9_d782e21562
Gattung,	w11_d782e21565
und	w13_d782e21569
von	w1_d782e21574
einem	w3_d782e21577
so	w5_d782e21580
ungemeinen	w7_d782e21583
weiten	w9_d782e21586
Umfange,	w11_d782e21589
Fehler	w1_d782e21595
zu	w3_d782e21598
begehen:	w5_d782e21601
und	w7_d782e21604
geschieht	w9_d782e21607
es	w11_d782e21610
nicht	w13_d782e21614
auch	w1_d782e21619
heute	w3_d782e21622
zu	w5_d782e21625
Tage	w7_d782e21628
noch,	w9_d782e21631
ungeachtet	w11_d782e21634
die	w13_d782e21638
Kenntnisse	w1_d782e21643
immer	w3_d782e21646
mehr	w5_d782e21649
erweitert,	w7_d782e21652
und	w9_d782e21655
auf	w11_d782e21658
gekläret	w1_d782e21663
werden?	w3_d782e21666
Diese	w5_d782e21669
Fehler	w7_d782e21672
werden	w9_d782e21675
nun	w11_d782e21678
in	w1_d782e21684
der	w3_d782e21687
neuen	w5_d782e21690
Ausgabe	w7_d782e21693
angezeiget	w9_d782e21696
und	w11_d782e21699
ver	w13_d782e21703
bessert;	w1_d782e21708
wozu	w3_d782e21711
freylich	w5_d782e21714
ein	w7_d782e21717
Mann,	w9_d782e21720
wie	w11_d782e21723
Herr	w13_d782e21727
Kollar,	w1_d782e21732
gehöret,	w3_d782e21735
bey	w5_d782e21738
dem	w7_d782e21741
eine	w9_d782e21744
gründliche	w11_d782e21747
Gelehrsamkeit	w1_d782e21752
mit	w3_d782e21755
einem	w5_d782e21758
unermiedeten	w7_d782e21761
Flei	w9_d782e21764
se	w1_d782e21770
sich	w3_d782e21773
vereinbaret.	w5_d782e21776
Wir	w7_d782e21779
werden	w9_d782e21782
nach	w11_d782e21785
die	w13_d782e21789
sem	w1_d782e21794
Vorberichte,	w3_d782e21797
das	w5_d782e21800
nächste	w7_d782e21803
mal	w9_d782e21806
den	w11_d782e21809
Jn	w13_d782e21813
halt	w1_d782e21818
der	w3_d782e21821
zwey	w5_d782e21824
ersten	w7_d782e21827
Theile	w9_d782e21830
des	w11_d782e21833
ganzen	w13_d782e21837
Wer	w15_d782e21840
kes	w1_d782e21845
anzeigen.	w3_d782e21848
</p>
<p id="p82_d782e21851">
EEs	w1_d782e21855
kommen	w3_d782e21858
hier	w5_d782e21861
bey	w7_d782e21864
Gelegenheit,	w9_d782e21867
daß	w11_d782e21870
Aerzte	w1_d782e21875
auf	w3_d782e21878
der	w5_d782e21881
hohen	w7_d782e21884
Schule	w9_d782e21887
die	w11_d782e21890
Doctorswürde	w1_d782e21895
erhalten,	w3_d782e21898
und	w5_d782e21901
deswegen	w7_d782e21904
eine	w9_d782e21907
gewisse	w1_d782e21913
Anzahl	w3_d782e21916
Lehrsätze	w5_d782e21919
öffentlich	w7_d782e21922
vertheidi	w9_d782e21925
gen	w1_d782e21930
müssen,	w3_d782e21933
verschiedene	w5_d782e21936
Dissertationen	w7_d782e21939
heraus;	w1_d782e21944
womit	w3_d782e21947
sie	w5_d782e21950
eine	w7_d782e21953
Probe	w9_d782e21956
ihres	w11_d782e21959
Ver	w13_d782e21963
dienstes	w1_d782e21968
ablegen,	w3_d782e21971
und	w5_d782e21974
den	w7_d782e21977
Antritt	w9_d782e21980
des	w11_d782e21983
Do	w13_d782e21987
ctorats	w1_d782e21993
desto	w3_d782e21996
feyerlicher	w5_d782e21999
machen.	w7_d782e22002
Wir	w9_d782e22005
zei	w11_d782e22008
gen	w1_d782e22013
hier	w3_d782e22016
eine	w5_d782e22019
von	w7_d782e22022
dieser	w9_d782e22025
Gattung	w11_d782e22028
an,	w13_d782e22032
die	w15_d782e22035
uns	w1_d782e22040
zu	w3_d782e22043
Handen	w5_d782e22046
gekommen	w7_d782e22049
ist.	w9_d782e22052
</p>
<p id="p84_d782e22056">
Dissertatio	w1_d782e22060
inauguralis	w3_d782e22063
medico-	w5_d782e22066
ebicurgien	w7_d782e22069
de	w1_d782e22074
Hydrope	w3_d782e22077
articulerum,	w5_d782e22080
quam	w7_d782e22083
publicae	w9_d782e22086
dis-	w11_d782e22089
quisitioni	w1_d782e22094
submittit	w3_d782e22097
Georgius	w5_d782e22100
Hafner,	w7_d782e22103
Suemuir	w9_d782e22106
Fillenbacensis,	w1_d782e22112
nosocomii	w3_d782e22115
Paxmariani	w5_d782e22118
Chirurgus,	w7_d782e22121
1763.	w1_d782e22126
gedruckt	w3_d782e22129
bey	w5_d782e22132
L.	w7_d782e22135
Kaliwoda.	w9_d782e22138
</p>
<p id="p86_d782e22141">
Der	w1_d782e22145
geschickte	w3_d782e22148
und	w5_d782e22151
wohlerfahrne	w7_d782e22154
Herr	w9_d782e22157
Verfasser	w1_d782e22162
hat	w3_d782e22165
in	w5_d782e22168
dieser	w7_d782e22171
nützlichen	w9_d782e22174
Abhand	w11_d782e22177
lung	w1_d782e22182
eine	w3_d782e22185
Krankheit	w5_d782e22188
zu	w7_d782e22191
beschreiben	w9_d782e22194
unter	w11_d782e22197
nommen,	w1_d782e22203
die	w3_d782e22206
in	w5_d782e22209
den	w7_d782e22212
Schriften	w9_d782e22215
auch	w11_d782e22218
großet	w13_d782e22222
Aerzte	w1_d782e22227
entweder	w3_d782e22230
gar	w5_d782e22233
nicht,	w7_d782e22236
oder	w9_d782e22239
doch	w11_d782e22242
sehr	w13_d782e22246
nachläßig	w1_d782e22251
beschrieben	w3_d782e22254
worden;	w5_d782e22257
ungeachtet	w7_d782e22260
sie	w1_d782e22265
ziemlich	w3_d782e22268
gemein,	w5_d782e22271
tückisch	w7_d782e22274
und	w9_d782e22277
hartnäckig,	w11_d782e22280
auch	w1_d782e22286
mit	w3_d782e22289
schweren	w5_d782e22292
Zufällen	w7_d782e22295
begleitet,	w9_d782e22298
und	w11_d782e22301
nicht	w1_d782e22306
selten	w3_d782e22309
tödlich	w5_d782e22312
ist.	w7_d782e22315
Er	w9_d782e22318
untersuchet	w11_d782e22321
die	w13_d782e22325
Wassersucht	w1_d782e22330
in	w3_d782e22333
den	w5_d782e22336
Gelenken	w7_d782e22339
und	w9_d782e22342
Knöcheln	w11_d782e22345
nach	w1_d782e22350
seiner	w3_d782e22353
eigener	w5_d782e22356
Erfahrung,	w7_d782e22359
und	w9_d782e22362
bringt	w11_d782e22365
dabey	w1_d782e22371
noch	w3_d782e22374
andere	w5_d782e22377
schöne	w7_d782e22380
Wahrnehmungen	w9_d782e22383
mit	w1_d782e22388
an:	w3_d782e22391
als	w5_d782e22394
von	w7_d782e22397
verschiedenen	w9_d782e22400
Gattungen	w11_d782e22403
Wassergeschwülste,	w1_d782e22408
von	w3_d782e22411
Eytergeschwüren	w5_d782e22414
und	w1_d782e22419
ihrer	w3_d782e22422
Oeffnung;	w5_d782e22425
von	w7_d782e22428
der	w9_d782e22431
Wassersucht,	w11_d782e22434
die	w1_d782e22440
allein	w3_d782e22443
in	w5_d782e22446
einem	w7_d782e22449
Gliede	w9_d782e22452
ihren	w11_d782e22455
Sitz	w13_d782e22459
hat;	w15_d782e22462
von	w1_d782e22467
der	w3_d782e22470
Heilung	w5_d782e22473
einer	w7_d782e22476
Fistel	w9_d782e22479
in	w11_d782e22482
dem	w13_d782e22486
After	w15_d782e22489
darme,	w1_d782e22494
ohne	w3_d782e22497
sie	w5_d782e22500
aufzuschneiden;	w7_d782e22503
von	w9_d782e22506
der	w11_d782e22509
Vertreibung	w1_d782e22514
der	w3_d782e22517
Muttermähler,	w5_d782e22520
von	w7_d782e22523
Ver	w9_d782e22526
renkungen	w1_d782e22532
rc.	w3_d782e22535
Besonders	w5_d782e22538
merkwürdig	w7_d782e22541
ist.	w9_d782e22544
was	w1_d782e22549
Herr	w3_d782e22552
Doctor	w5_d782e22555
Hafner	w7_d782e22558
von	w9_d782e22561
der	w11_d782e22564
aussern	w13_d782e22568
Luft,	w1_d782e22573
die	w3_d782e22576
zu	w5_d782e22579
offenen	w7_d782e22582
Schäden	w9_d782e22585
oder	w11_d782e22588
Wun	w13_d782e22592
den	w1_d782e22597
kömmt,	w3_d782e22600
und	w5_d782e22603
ihrer	w7_d782e22606
schädlichen	w9_d782e22609
Wirkung	w11_d782e22612
anmerket.	w1_d782e22618
</p>
<list id="l88_d782e22621">
Bey	w1_d782e22625
dem	w3_d782e22628
Buchhändler	w5_d782e22631
Johann	w7_d782e22634
Paul	w9_d782e22637
Kraus	w11_d782e22640
</list>
<p id="p90_d782e22644">
conomisches	w1_d782e22648
Wörterbuch,	w3_d782e22651
in	w5_d782e22654
welchem	w7_d782e22657
die	w9_d782e22660
nütz	w11_d782e22663
lichsten	w1_d782e22668
Haushaltungskünste	w3_d782e22671
zur	w5_d782e22674
Stadt	w7_d782e22677
und	w9_d782e22680
Land	w11_d782e22683
wirthschaft	w1_d782e22688
gehörig	w3_d782e22691
beschrieben	w5_d782e22694
werden,	w7_d782e22697
3.	w9_d782e22700
Theile	w11_d782e22703
groß	w1_d782e22709
8vo	w3_d782e22712
Ulm	w5_d782e22715
1762	w7_d782e22718
1763.	w9_d782e22721
7.	w11_d782e22724
fl.	w13_d782e22728
30.	w15_d782e22731
kr.	w17_d782e22734
</p>
<list id="l92_d782e22737">
Bey	w1_d782e22741
dem	w3_d782e22744
Buchhändler	w5_d782e22747
Johann	w7_d782e22750
Paul	w9_d782e22753
Kraus	w11_d782e22756
nächst	w1_d782e22761
der	w3_d782e22764
K.	w5_d782e22767
K.	w7_d782e22770
Burg,	w9_d782e22773
dem	w11_d782e22776
Comödienhaus	w13_d782e22780
gegen	w15_d782e22783
über	w1_d782e22788
ist	w3_d782e22791
zu	w5_d782e22794
haben:	w7_d782e22797
Das	w1_d782e22803
unglückliche	w3_d782e22806
Portugall	w5_d782e22809
und	w7_d782e22812
erschrickte	w9_d782e22815
Europa	w1_d782e22820
in	w3_d782e22823
den	w5_d782e22826
grossen	w7_d782e22829
und	w9_d782e22832
vielfältigen	w11_d782e22835
Erd	w13_d782e22839
und	w15_d782e22842
Wassers=bewegungen	w1_d782e22847
vom	w3_d782e22850
1.	w5_d782e22853
Novemb.	w7_d782e22856
1755.	w9_d782e22859
bis	w11_d782e22862
20.	w1_d782e22867
Febr.	w3_d782e22870
1756.	w5_d782e22873
so	w7_d782e22876
viele	w9_d782e22879
Städte	w11_d782e22882
und	w13_d782e22886
Länder	w15_d782e22889
be	w17_d782e22892
schädiget	w1_d782e22898
haben,	w3_d782e22901
von	w5_d782e22904
J.	w7_d782e22907
H.	w9_d782e22910
Kühnlin	w11_d782e22913
histörisch	w13_d782e22917
beschrieben,	w1_d782e22922
8vo	w3_d782e22925
Frankf.	w5_d782e22928
1756.	w7_d782e22931
24.	w9_d782e22934
kr.	w11_d782e22937
Historisch	w1_d782e22942
physicalische	w3_d782e22945
Abhandlungen	w5_d782e22948
von	w7_d782e22951
Erd	w9_d782e22954
beben	w1_d782e22959
und	w3_d782e22962
ausserordentlichen	w5_d782e22965
Meeresaufschwel	w7_d782e22968
lungen,	w1_d782e22974
8vofrft.	w3_d782e22977
1756.	w5_d782e22980
9.	w7_d782e22983
kr.	w9_d782e22986
Onomatologia	w1_d782e22991
Oeconomica	w3_d782e22994
Practica,	w5_d782e22997
oder	w7_d782e23000
De	w9_d782e23003
</list>
<list id="l96_d782e23010">
Die	w1_d782e23014
traurige	w3_d782e23017
Verwandlung	w5_d782e23020
von	w7_d782e23023
Lisabon	w9_d782e23026
in	w11_d782e23029
Schutt	w1_d782e23034
und	w3_d782e23037
Asche	w5_d782e23040
durch	w7_d782e23043
ein	w9_d782e23046
Erdbeben,	w11_d782e23049
3.	w13_d782e23053
Stücke	w15_d782e23056
8vo	w1_d782e23061
Frft.	w3_d782e23064
1755.	w5_d782e23067
24.	w7_d782e23070
kr.	w9_d782e23073
Golian,	w1_d782e23079
Antonii,	w3_d782e23082
Hortus	w5_d782e23085
Reg'us	w7_d782e23088
Monspelien-	w9_d782e23091
sis,	w1_d782e23096
sistens	w3_d782e23099
Plantas	w5_d782e23102
tum	w7_d782e23105
indigenas,	w9_d782e23108
tum	w11_d782e23111
exoti-	w13_d782e23115
cas	w1_d782e23120
No.	w3_d782e23123
MMCC.	w5_d782e23126
ad	w7_d782e23129
Genera	w9_d782e23132
relatas,	w11_d782e23135
8vo	w13_d782e23139
maj.	w15_d782e23142
Lugduni	w1_d782e23147
1762.	w3_d782e23150
2.	w5_d782e23153
fl.	w7_d782e23156
45.	w9_d782e23159
kr.	w11_d782e23162
Kramer,	w1_d782e23168
Matthias,	w3_d782e23171
il	w5_d782e23174
Seeretario	w7_d782e23177
di	w9_d782e23180
Banco,	w11_d782e23183
das	w1_d782e23188
ist:	w3_d782e23191
Jtaliänisch=deutscher	w5_d782e23194
Baneosecreta	w7_d782e23197
rius,	w1_d782e23202
bestehend	w3_d782e23205
in	w5_d782e23208
300.	w7_d782e23211
Kauf	w9_d782e23214
und	w11_d782e23217
Handels	w13_d782e23221
briefen,	w1_d782e23226
allen	w3_d782e23229
Kaufleuten,	w5_d782e23232
Factoren,	w7_d782e23235
Speditoren	w9_d782e23238
zum	w1_d782e23244
Besten	w3_d782e23247
verfertiget,	w5_d782e23250
8vo	w7_d782e23253
Nürnb.	w9_d782e23256
1763.	w11_d782e23259
51.	w13_d782e23263
kr.	w15_d782e23266
Hallier	w1_d782e23271
de	w3_d782e23274
sacris	w5_d782e23277
Electionibus	w7_d782e23280
&	w9_d782e23283
Ordinationi-	w11_d782e23286
bus	w1_d782e23291
ex	w3_d782e23294
antiquo,	w5_d782e23297
&	w7_d782e23300
novo	w9_d782e23303
Ecclesiæ	w11_d782e23306
usu,	w13_d782e23310
3.	w15_d782e23313
romi	w17_d782e23316
sol.	w1_d782e23321
Romæs	w3_d782e23324
1739.	w5_d782e23327
10.	w7_d782e23330
fl.	w9_d782e23333
Voct,	w1_d782e23339
Johannis,	w3_d782e23342
de	w5_d782e23345
Familia	w7_d782e23348
Erciscunda,	w9_d782e23351
liber	w11_d782e23354
Eegularis,	w1_d782e23359
8vo	w3_d782e23362
Baßleæ	w5_d782e23365
1760.	w7_d782e23368
45.	w9_d782e23371
kr.	w11_d782e23374
</list>
<list id="l98_d782e23378">
Bey	w1_d782e23382
denen	w3_d782e23385
Verlegern	w5_d782e23388
des	w7_d782e23391
Wienerischen	w9_d782e23394
Diarii	w11_d782e23397
</list>
<p id="p100_d782e23401">
Bey	w1_d782e23405
denen	w3_d782e23408
Verlegern	w5_d782e23411
des	w7_d782e23414
Wienerischen	w9_d782e23417
Diarii	w11_d782e23420
ist	w1_d782e23425
zu	w3_d782e23428
haben.	w5_d782e23431
Gedanken	w1_d782e23436
bey	w3_d782e23439
dem	w5_d782e23442
Zufalle	w7_d782e23445
des	w9_d782e23448
erledigten	w11_d782e23451
hohen	w13_d782e23455
Chursitzes	w1_d782e23461
zu	w3_d782e23464
Maynz,	w5_d782e23467
und	w7_d782e23470
der	w9_d782e23473
darauf	w11_d782e23476
erfolgten	w13_d782e23480
Erhe	w15_d782e23483
bung	w1_d782e23488
des	w3_d782e23491
Hoch	w5_d782e23494
wolgebornen	w7_d782e23497
Reichs=freyherrn	w9_d782e23500
Em	w11_d782e23503
merich	w1_d782e23508
Josephs	w3_d782e23511
Breidebach	w5_d782e23514
von	w7_d782e23517
Bürreßheim	w9_d782e23520
Hoch	w11_d782e23523
würdigen	w1_d782e23528
Gnaden,	w3_d782e23531
vorhin	w5_d782e23534
Groß=dechantens,	w7_d782e23537
nun	w9_d782e23540
unseres	w1_d782e23546
gnädigsten	w3_d782e23549
Churfürsten	w5_d782e23552
und	w7_d782e23555
Herrn,	w9_d782e23558
von	w11_d782e23561
ei	w13_d782e23565
nem	w1_d782e23570
seiner	w3_d782e23573
unterthänigsten	w5_d782e23576
Verehrern.	w7_d782e23579
Das	w9_d782e23582
Stück	w1_d782e23587
gebunden	w3_d782e23590
pr.	w5_d782e23593
7.	w7_d782e23596
kr.	w9_d782e23599
</p>
<list id="l102_d782e23602">
Wir	w1_d782e23606
Joseph	w3_d782e23609
Anten	w5_d782e23612
Bellesini	w7_d782e23615
Jhro	w9_d782e23618
Kais.	w11_d782e23621
Kön	w13_d782e23625
</list>
<p id="p104_d782e23629">
Wir	w1_d782e23633
Joseph	w3_d782e23636
Anten	w5_d782e23639
Bellesini	w7_d782e23642
Jhro	w9_d782e23645
Kais.	w11_d782e23648
Kön	w13_d782e23652
Majestät	w1_d782e23657
Stadt	w3_d782e23660
und	w5_d782e23663
Landrichter	w7_d782e23666
in	w9_d782e23669
Dero	w11_d782e23672
Haupt	w13_d782e23676
und	w1_d782e23681
Residenz=stadt	w3_d782e23684
Wien,	w5_d782e23687
dann	w7_d782e23690
N.	w9_d782e23693
und	w11_d782e23696
N.	w13_d782e23700
ge	w15_d782e23703
sammte	w1_d782e23709
Beysitzere	w3_d782e23712
des	w5_d782e23715
K.	w7_d782e23718
K.	w9_d782e23721
Stadt	w11_d782e23724
und	w13_d782e23728
Land	w15_d782e23731
gerichts	w1_d782e23736
allda	w3_d782e23739
thun	w5_d782e23742
in	w7_d782e23745
Kraft	w9_d782e23748
gegenwärtig	w11_d782e23751
offenen	w13_d782e23755
Edicts	w1_d782e23760
allen	w3_d782e23763
und	w5_d782e23766
jeden,	w7_d782e23769
so	w9_d782e23772
daran	w11_d782e23775
gelegen,	w13_d782e23779
kund	w15_d782e23782
und	w1_d782e23787
zu	w3_d782e23790
wissen:	w5_d782e23793
Nachdem	w7_d782e23796
von	w9_d782e23799
einer	w11_d782e23802
Hochlöbl.	w13_d782e23806
N.	w15_d782e23809
Oe.	w1_d782e23815
Regierung	w3_d782e23818
wegen	w5_d782e23821
des	w7_d782e23824
in	w9_d782e23827
dem	w11_d782e23830
allhiesigen	w13_d782e23834
Ru	w15_d782e23837
mor=haus	w1_d782e23842
arrestirt	w3_d782e23845
gewesten	w5_d782e23848
Carl	w7_d782e23851
Friedrich	w9_d782e23854
Neu	w11_d782e23857
mann	w1_d782e23862
die	w3_d782e23865
Verordnung	w5_d782e23868
erlassen	w7_d782e23871
worden,	w9_d782e23874
daß	w11_d782e23877
seyn	w13_d782e23881
des	w1_d782e23886
Neumanns	w3_d782e23889
sämtliche	w5_d782e23892
Credits=partheien	w7_d782e23895
für	w9_d782e23898
gefodert,	w1_d782e23904
mit	w3_d782e23907
selben	w5_d782e23910
die	w7_d782e23913
behörige	w9_d782e23916
Liquidirung	w11_d782e23919
zu	w13_d782e23923
pflegen,	w1_d782e23928
und	w3_d782e23931
nach	w5_d782e23934
dem	w7_d782e23937
richtigen	w9_d782e23940
Befund	w11_d782e23943
ihrer	w13_d782e23947
For	w15_d782e23950
derungen	w1_d782e23955
dieselbe	w3_d782e23958
von	w5_d782e23961
denen	w7_d782e23964
eingehend	w9_d782e23967
Neuman	w11_d782e23970
nischen	w1_d782e23975
Geldern	w3_d782e23978
bezahlet	w5_d782e23981
werden	w7_d782e23984
sollen.	w9_d782e23987
Damit	w11_d782e23990
nun	w1_d782e23996
juxta	w3_d782e23999
competentes	w5_d782e24002
prioritatis	w7_d782e24005
gradus	w9_d782e24008
die	w11_d782e24011
be	w13_d782e24015
hörige	w1_d782e24020
Abhandlung	w3_d782e24023
vorgekehret	w5_d782e24026
werden	w7_d782e24029
möge.	w9_d782e24032
Solchemnach	w1_d782e24037
dann	w3_d782e24040
wird	w5_d782e24043
hiemit	w7_d782e24046
all	w9_d782e24049
und	w11_d782e24052
jeden	w13_d782e24056
des	w15_d782e24059
obgedachten	w1_d782e24064
Carl	w3_d782e24067
Friedrich	w5_d782e24070
Alexander	w7_d782e24073
Neumann	w9_d782e24076
sowol	w1_d782e24082
in	w3_d782e24085
als	w5_d782e24088
ausser	w7_d782e24091
Land	w9_d782e24094
befindlichen	w11_d782e24097
Glaubi	w13_d782e24101
gern	w1_d782e24106
zu	w3_d782e24109
beschehender	w5_d782e24112
Anmeldung	w7_d782e24115
ihrer	w9_d782e24118
habenden	w11_d782e24121
Sprüch	w1_d782e24126
und	w3_d782e24129
Anforderungen	w5_d782e24132
eine	w7_d782e24135
Tagsatzung	w9_d782e24138
pro	w11_d782e24141
Termino	w1_d782e24146
1mo,	w3_d782e24149
2do,	w5_d782e24152
&	w7_d782e24155
3tio	w9_d782e24158
peremptorio	w11_d782e24161
deren	w13_d782e24165
gewöhnlichen	w1_d782e24171
6.	w3_d782e24174
Wochen	w5_d782e24177
und	w7_d782e24180
3.	w9_d782e24183
Tägen	w11_d782e24186
von	w13_d782e24190
un	w15_d782e24193
ten	w1_d782e24198
gesetzten	w3_d782e24201
Dato	w5_d782e24204
an	w7_d782e24207
und	w9_d782e24210
zwar	w11_d782e24213
mit	w13_d782e24217
Ausschlies	w15_d782e24220
sung	w1_d782e24225
deren	w3_d782e24228
entzwischen	w5_d782e24231
fallenden	w7_d782e24234
Schnitt=ferien	w9_d782e24237
auf	w1_d782e24242
den	w3_d782e24245
31.	w5_d782e24248
des	w7_d782e24251
künftigen	w9_d782e24254
Monats	w11_d782e24257
Augusti	w13_d782e24261
dies	w15_d782e24264
Jahrs	w1_d782e24270
fruhe	w3_d782e24273
um	w5_d782e24276
8	w7_d782e24279
Uhr	w9_d782e24282
auf	w11_d782e24285
dem	w13_d782e24289
K.	w15_d782e24292
K.	w17_d782e24295
Stadt	w19_d782e24298
gericht	w1_d782e24303
entweders	w3_d782e24306
in	w5_d782e24309
Person	w7_d782e24312
oder	w9_d782e24315
durch	w11_d782e24318
genug	w13_d782e24322
sum	w1_d782e24327
bevollmächtigte	w3_d782e24330
Gewalttragere	w5_d782e24333
also	w7_d782e24336
gewiß	w9_d782e24339
zu	w11_d782e24342
</p>
<p id="p106_d782e24345">
erscheinen	w1_d782e24349
bestimmet,	w3_d782e24352
als	w5_d782e24355
im	w7_d782e24358
widrigen	w9_d782e24361
der	w11_d782e24364
aus	w13_d782e24368
bleibende	w1_d782e24373
und	w3_d782e24376
sich	w5_d782e24379
in	w7_d782e24382
tempore	w9_d782e24385
præsixo	w11_d782e24388
nicht	w13_d782e24392
an	w15_d782e24395
meldende	w1_d782e24400
Prätendent	w3_d782e24403
oder	w5_d782e24406
Glaubiger	w7_d782e24409
mit	w9_d782e24412
seinen	w11_d782e24415
Sprüchen	w1_d782e24421
nicht	w3_d782e24424
mehr	w5_d782e24427
angehöret,	w7_d782e24430
sondern	w9_d782e24433
von	w11_d782e24436
des	w13_d782e24440
mehr	w1_d782e24445
wiederholten	w3_d782e24448
Carl	w5_d782e24451
Friedrich	w7_d782e24454
Alexander	w9_d782e24457
Neu	w11_d782e24460
manns	w1_d782e24465
vorhandener	w3_d782e24468
Habschaft	w5_d782e24471
und	w7_d782e24474
Vermögen	w9_d782e24477
völlig	w1_d782e24482
ausgeschlossen	w3_d782e24485
seyn,	w5_d782e24488
auch	w7_d782e24491
hieran	w9_d782e24494
nicht	w11_d782e24497
das	w13_d782e24501
geringste	w1_d782e24507
mehr	w3_d782e24510
cum	w5_d782e24513
onere	w7_d782e24516
perpetui	w9_d782e24519
filen	w11_d782e24522
ii	w13_d782e24526
zu	w15_d782e24529
fo	w17_d782e24532
dern	w1_d782e24537
noch	w3_d782e24540
zu	w5_d782e24543
suchen	w7_d782e24546
haben	w9_d782e24549
solle.	w11_d782e24552
Wornach	w13_d782e24556
sich	w15_d782e24559
dann	w1_d782e24564
ein	w3_d782e24567
jeder	w5_d782e24570
zu	w7_d782e24573
richten	w9_d782e24576
und	w11_d782e24579
seinem	w13_d782e24583
jari	w15_d782e24586
zu	w17_d782e24589
in	w19_d782e24592
vigiliren	w1_d782e24597
wissen	w3_d782e24600
wird.	w5_d782e24603
Wien	w7_d782e24606
den	w9_d782e24609
18.	w11_d782e24612
Junii	w13_d782e24616
1763.	w15_d782e24619
</p>
<list id="l108_d782e24623">
Wir	w1_d782e24627
Burgermeister=amts=verwalter	w3_d782e24630
und	w5_d782e24633
Rath	w7_d782e24636
</list>
<p id="p110_d782e24640">
Wir	w1_d782e24644
Burgermeister=amts=verwalter	w3_d782e24647
und	w5_d782e24650
Rath	w7_d782e24653
der	w1_d782e24658
Stadt	w3_d782e24661
Wien	w5_d782e24664
geben	w7_d782e24667
allen	w9_d782e24670
und	w11_d782e24673
jeden,	w13_d782e24677
so	w15_d782e24680
an	w17_d782e24683
weyl.	w1_d782e24688
Herrn	w3_d782e24691
Johann	w5_d782e24694
Friedrich	w7_d782e24697
Resch,	w9_d782e24700
gewesten	w11_d782e24703
Ober	w1_d782e24709
einnehmers	w3_d782e24712
bey	w5_d782e24715
Löbl.	w7_d782e24718
gemeiner	w9_d782e24721
Stadt	w11_d782e24724
Wien	w13_d782e24728
Banco=haupt=cassa	w1_d782e24733
und	w3_d782e24736
Burgers,	w5_d782e24739
wie	w7_d782e24742
auch	w9_d782e24745
an	w11_d782e24748
dessen	w1_d782e24753
Ehe=consortin	w3_d782e24756
weyl.	w5_d782e24759
Frauen	w7_d782e24762
Mariä	w9_d782e24765
Annä	w11_d782e24768
seel.	w1_d782e24773
Verlassenschaften	w3_d782e24776
ex	w5_d782e24779
quocunque	w7_d782e24782
demum	w9_d782e24785
