<doc id="wr_1761-03-14" attrs="word" year="1761" month="03" day="14" corpus="2">
<head id="h2_d535e2483">
Barcellona	w1_d535e2487
auch	w3_d535e20658
zu	w5_d535e20661
sicherer	w7_d535e20664
Abhandlung	w9_d535e20667
solcher	w11_d535e20670
Ber	w13_d535e20674
lassenschaft	w1_d535e20679
für	w3_d535e20682
nöhtig	w5_d535e20685
befunden,	w7_d535e20688
die	w9_d535e20691
samment	w11_d535e20694
liche,	w1_d535e20699
sowol	w3_d535e20702
in	w5_d535e20705
als	w7_d535e20708
ausser	w9_d535e20711
Land	w11_d535e20714
befindl.	w13_d535e20718
Pfänd	w15_d535e20721
lische	w1_d535e20727
Glaubiger	w3_d535e20730
zu	w5_d535e20733
Anmeld	w7_d535e20736
und	w9_d535e20739
Liquidirung	w11_d535e20742
ih	w13_d535e20746
rer	w1_d535e20751
an	w3_d535e20754
wiederholte	w5_d535e20757
Pfändlische	w7_d535e20760
Verlassenschaft	w9_d535e20763
zu	w11_d535e20766
stellen	w1_d535e20771
habender	w3_d535e20774
Sprüch	w5_d535e20777
und	w7_d535e20780
Forderungen	w9_d535e20783
gericht	w11_d535e20786
lich	w1_d535e20791
vorzuladen	w3_d535e20794
und	w5_d535e20797
einzuberuffen;	w7_d535e20800
zu	w9_d535e20803
welchem	w11_d535e20806
Ende	w1_d535e20812
denenselben	w3_d535e20815
der	w5_d535e20818
7.	w7_d535e20821
Tag	w9_d535e20824
des	w11_d535e20827
künftigen	w13_d535e20831
Mo	w15_d535e20834
nats	w1_d535e20839
May	w3_d535e20842
dies	w5_d535e20845
Jahrs	w7_d535e20848
Nachmittags	w9_d535e20851
um	w11_d535e20854
4.	w13_d535e20858
Uhr	w15_d535e20861
zur	w1_d535e20866
gewöhnlichen	w3_d535e20869
Convocations	w5_d535e20872
und	w7_d535e20875
Anmeldungs	w9_d535e20878
tagsatzung	w1_d535e20883
zu	w3_d535e20886
all	w5_d535e20889
endlicher	w7_d535e20892
Frist	w9_d535e20895
anberaumet	w11_d535e20898
wor	w13_d535e20902
den.	w1_d535e20908
Solchemnach	w3_d535e20911
werden	w5_d535e20914
alle	w7_d535e20917
und	w9_d535e20920
jede,	w11_d535e20923
wel	w13_d535e20927
che	w1_d535e20932
bey	w3_d535e20935
gedacht=Jacob	w5_d535e20938
Pfändl,	w7_d535e20941
und	w9_d535e20944
dessen	w11_d535e20947
Ehe	w13_d535e20951
gatin	w1_d535e20956
Regina	w3_d535e20959
Pfändlin,	w5_d535e20962
Verlassenschaften	w7_d535e20965
um	w9_d535e20968
rechtmäßiger	w1_d535e20973
Forderung	w3_d535e20976
Willen	w5_d535e20979
einige	w7_d535e20982
Sprüch	w9_d535e20985
haben,	w1_d535e20991
oder	w3_d535e20994
zu	w5_d535e20997
haben	w7_d535e21000
vermeinen,	w9_d535e21003
an	w11_d535e21006
obbestimm	w13_d535e21010
ten	w1_d535e21015
Tag	w3_d535e21018
und	w5_d535e21021
Stund	w7_d535e21024
vor	w9_d535e21027
Regierung	w11_d535e21030
in	w13_d535e21034
der	w15_d535e21037
da	w17_d535e21040
selbst	w1_d535e21045
zu	w3_d535e21048
solchem	w5_d535e21051
Ende	w7_d535e21054
offen	w9_d535e21057
haltenden	w11_d535e21060
Commis	w13_d535e21064
sions=stuben	w1_d535e21069
entweder	w3_d535e21072
selbst	w5_d535e21075
persönlich,	w7_d535e21078
oder	w9_d535e21081
auch	w11_d535e21084
durch	w1_d535e21090
hiezu	w3_d535e21093
genugsam	w5_d535e21096
gevollmächtigte	w7_d535e21099
Gewalt	w9_d535e21102
tragere	w1_d535e21107
also	w3_d535e21110
gewiß	w5_d535e21113
zu	w7_d535e21116
erscheinen,	w9_d535e21119
und	w11_d535e21122
ihre	w13_d535e21126
an	w15_d535e21129
solche	w1_d535e21134
Verlassenschaft	w3_d535e21137
habende	w5_d535e21140
Anforderungen	w7_d535e21143
an	w9_d535e21146
zumelden,	w1_d535e21151
auch	w3_d535e21154
rechtlich	w5_d535e21157
zu	w7_d535e21160
liquidiren	w9_d535e21163
haben	w11_d535e21166
als	w1_d535e21172
im	w3_d535e21175
widrigen	w5_d535e21178
die	w7_d535e21181
Abhandlung	w9_d535e21184
gleichwolen	w11_d535e21187
vor	w13_d535e21191
genommen,	w1_d535e21196
und	w3_d535e21199
ungehindert	w5_d535e21202
deren	w7_d535e21205
etwa	w9_d535e21208
vor	w11_d535e21211
handenen	w1_d535e21216
Glaubigern,	w3_d535e21219
so	w5_d535e21222
sich	w7_d535e21225
mit	w9_d535e21228
ihren	w11_d535e21231
Anfor	w13_d535e21235
derungen	w1_d535e21240
in	w3_d535e21243
bestimmter	w5_d535e21246
Zeit	w7_d535e21249
nicht	w9_d535e21252
angemeldet,	w11_d535e21255
solche	w1_d535e21261
Verlassenschaften	w3_d535e21264
denen	w5_d535e21267
ab	w7_d535e21270
intestato	w9_d535e21273
ruck	w11_d535e21276
gebliebenen	w1_d535e21281
vier	w3_d535e21284
Pfändlischen	w5_d535e21287
Kindern	w7_d535e21290
und	w9_d535e21293
Er	w11_d535e21296
ben	w1_d535e21301
eingeantwortet,	w3_d535e21304
auch	w5_d535e21307
ansonsten	w7_d535e21310
ex	w9_d535e21313
officio	w11_d535e21316
vorgekehret	w1_d535e21321
werden	w3_d535e21324
solle,	w5_d535e21327
was	w7_d535e21330
Rechtens	w9_d535e21333
ist.	w11_d535e21336
Wor	w13_d535e21340
nach	w1_d535e21346
sich	w3_d535e21349
also	w5_d535e21352
ein	w7_d535e21355
jeder	w9_d535e21358
zu	w11_d535e21361
richten	w13_d535e21365
wissen	w15_d535e21368
wird.	w17_d535e21371
So	w1_d535e21376
beschehen	w3_d535e21379
Wien	w5_d535e21382
den	w7_d535e21385
23.	w9_d535e21388
Jan.	w11_d535e21391
1761.	w13_d535e21395
</p>
<p id="p18_d535e21398">
Künftigen	w1_d535e21402
Montag	w3_d535e21405
als	w5_d535e21408
den	w7_d535e21411
16.	w9_d535e21414
dieses	w11_d535e21417
Monats	w13_d535e21421
Martii	w1_d535e21426
fruh	w3_d535e21429
von	w5_d535e21432
9.	w7_d535e21435
bis	w9_d535e21438
12.	w11_d535e21441
Nachmittags	w13_d535e21445
von	w15_d535e21448
3.	w17_d535e21451
bis	w1_d535e21456
6.	w3_d535e21459
Uhr,	w5_d535e21462
und	w7_d535e21465
so	w9_d535e21468
weitershin	w11_d535e21471
wird	w13_d535e21475
in	w15_d535e21478
der	w17_d535e21481
Jo	w19_d535e21484
seph	w1_d535e21490
stadt	w3_d535e21493
bey	w5_d535e21496
der	w7_d535e21499
blauen	w9_d535e21502
Kugel	w11_d535e21505
nebst	w13_d535e21509
andern	w15_d535e21512
Ef	w17_d535e21515
fezten	w1_d535e21520
und	w3_d535e21523
Meublen,	w5_d535e21526
auch	w7_d535e21529
etwas	w9_d535e21532
Geschmuck,	w11_d535e21535
gute	w13_d535e21539
Perlen,	w1_d535e21544
eine	w3_d535e21547
goldene	w5_d535e21550
Hals=ketten,	w7_d535e21553
samt	w9_d535e21556
Ohr	w11_d535e21559
ge	w13_d535e21563
hängen,	w1_d535e21568
Manns	w3_d535e21571
und	w5_d535e21574
Frauen=kleider,	w7_d535e21577
weisse	w9_d535e21580
Wasch,	w1_d535e21586
wie	w3_d535e21589
auch	w5_d535e21592
Zinn	w7_d535e21595
und	w9_d535e21598
Kupfer=geschier,	w11_d535e21601
an	w13_d535e21605
den	w1_d535e21610
Meistbietenden	w3_d535e21613
verkauffet	w5_d535e21616
werden.	w7_d535e21619
</p>
</doc>
