<doc id="wr_1762-07-28" attrs="word" year="1762" month="07" day="28" corpus="2">
<head id="h2_d677e3437">
Warschau	w1_d677e3441
8ten	w7_d677e14974
und	w9_d677e14977
15ten	w11_d677e14980
Junii	w13_d677e14984
gegenwärtigen	w1_d677e14989
Jahrs	w3_d677e14992
1762.	w5_d677e14995
auf	w7_d677e14998
Anlangen	w9_d677e15001
des	w11_d677e15004
N.	w13_d677e15008
Oe.	w1_d677e15013
Herrn	w3_d677e15016
Hof	w5_d677e15019
und	w7_d677e15022
Cammer=procuratoris	w9_d677e15025
von	w11_d677e15028
Hochlöbl.	w1_d677e15034
N.	w3_d677e15037
Oe.	w5_d677e15040
Regierung	w7_d677e15043
ausgefertigter	w9_d677e15046
Amor	w11_d677e15049
tizations=edicten,	w1_d677e15054
haben	w3_d677e15057
sich	w5_d677e15060
alle	w7_d677e15063
und	w9_d677e15066
jede,	w11_d677e15069
wel	w13_d677e15073
che	w1_d677e15078
wegen	w3_d677e15081
deren	w5_d677e15084
auf	w7_d677e15087
die	w9_d677e15090
sogenannte	w11_d677e15093
annun	w13_d677e15097
zur	w15_d677e15100
K.	w1_d677e15105
K.	w3_d677e15108
Nadlburger	w5_d677e15111
Fabrique	w7_d677e15114
verwendete,	w9_d677e15117
Win	w11_d677e15120
kelmühl	w1_d677e15126
zu	w3_d677e15129
Lichtenwörth	w5_d677e15132
annoch	w7_d677e15135
realiter	w9_d677e15138
bey	w11_d677e15141
der	w13_d677e15145
N.	w1_d677e15150
Oe.	w3_d677e15153
Land=tafel	w5_d677e15156
für	w7_d677e15159
Gregori	w9_d677e15162
Handl	w11_d677e15165
unterm	w13_d677e15169
11.	w1_d677e15174
Septembris	w3_d677e15177
1726.	w5_d677e15180
angesetzter	w7_d677e15183
3000.	w9_d677e15186
fl.	w11_d677e15189
und	w13_d677e15193
für	w1_d677e15198
Mathäum	w3_d677e15201
Riß	w5_d677e15204
unterm	w7_d677e15207
21.	w9_d677e15210
Junii	w11_d677e15213
1668	w13_d677e15217
für	w15_d677e15220
gemerkter	w1_d677e15226
1750.	w3_d677e15229
fl.	w5_d677e15232
dann	w7_d677e15235
auf	w9_d677e15238
die	w11_d677e15241
Rubrie	w13_d677e15245
Alland	w15_d677e15248
</p>
<p id="p26_d677e15251">
unterm	w1_d677e15255
12ten	w3_d677e15258
Octobris	w5_d677e15261
1591.	w7_d677e15264
für	w9_d677e15267
Balthasar	w11_d677e15270
Fürrath	w1_d677e15275
angeschätzter	w3_d677e15278
403.	w5_d677e15281
fl	w7_d677e15284
47.	w9_d677e15287
1.	w11_d677e15290
halben	w13_d677e15294
kr.	w15_d677e15297
und	w1_d677e15302
für	w3_d677e15305
der	w5_d677e15308
Maria	w7_d677e15311
Preinerin	w9_d677e15314
Erben	w11_d677e15317
unterm	w13_d677e15321
9.	w15_d677e15324
Augusti	w1_d677e15330
1658.	w3_d677e15333
gleichfalls	w5_d677e15336
angesetzter	w7_d677e15339
2000.	w9_d677e15342
fl.	w11_d677e15345
wei	w13_d677e15349
ters	w1_d677e15354
wegen	w3_d677e15357
auf	w5_d677e15360
das	w7_d677e15363
Scalvignonische	w9_d677e15366
Frey=haus	w11_d677e15369
nächst	w1_d677e15374
der	w3_d677e15377
K.	w5_d677e15380
K.	w7_d677e15383
Burg	w9_d677e15386
unterm	w11_d677e15389
10.	w13_d677e15393
Jänner	w15_d677e15396
1710.	w17_d677e15399
für	w1_d677e15404
Frau	w3_d677e15407
Jsabellam	w5_d677e15410
Rebecam	w7_d677e15413
Freyin	w9_d677e15416
von	w11_d677e15419
Scal	w13_d677e15423
vignoni,	w1_d677e15429
geb.	w3_d677e15432
Freyin	w5_d677e15435
von	w7_d677e15438
Wellenstein	w9_d677e15441
vorgemerk	w11_d677e15444
ter	w1_d677e15449
Ehe=pacten,	w3_d677e15452
idem	w5_d677e15455
unterm	w7_d677e15458
18.	w9_d677e15461
Febr.	w11_d677e15464
1728	w13_d677e15468
für	w1_d677e15473
Frau	w3_d677e15476
Mariam	w5_d677e15479
Annam	w7_d677e15482
Gräfin	w9_d677e15485
von	w11_d677e15488
Waldero	w13_d677e15492
de	w1_d677e15497
fürgemerkt	w3_d677e15500
sich	w5_d677e15503
befindende	w7_d677e15506
23000.	w9_d677e15509
fl.	w11_d677e15512
und	w13_d677e15516
un	w15_d677e15519
term	w1_d677e15525
4.	w3_d677e15528
Martii	w5_d677e15531
1739.	w7_d677e15534
für	w9_d677e15537
Joseph	w11_d677e15540
Franz	w13_d677e15544
Diet	w15_d677e15547
mayr	w1_d677e15552
J.	w3_d677e15555
U.	w5_d677e15558
D.	w7_d677e15561
cessionario	w9_d677e15564
noe.	w11_d677e15567
inhibirter	w13_d677e15571
1000.	w15_d677e15574
fl.	w1_d677e15579
desgleichen	w3_d677e15582
wegen	w5_d677e15585
auf	w7_d677e15588
die	w9_d677e15591
Herrschaft	w11_d677e15594
Hetzen.	w13_d677e15598
dorf	w1_d677e15603
unterm	w3_d677e15606
4ten	w5_d677e15609
Decembris	w7_d677e15612
1590.	w9_d677e15615
für	w11_d677e15618
Georg	w13_d677e15622
Sauer	w1_d677e15628
angesetzter	w3_d677e15631
3054.	w5_d677e15634
fl.	w7_d677e15637
46.	w9_d677e15640
1.	w11_d677e15643
halben	w13_d677e15647
kr.	w15_d677e15650
für	w17_d677e15653
Philipp	w1_d677e15658
Friener	w3_d677e15661
junterm	w5_d677e15664
4.	w7_d677e15667
Julii	w9_d677e15670
1592	w11_d677e15673
itidem	w13_d677e15677
angesetzter	w1_d677e15682
1079.	w3_d677e15685
fl.	w5_d677e15688
54.	w7_d677e15691
kr.	w9_d677e15694
für	w11_d677e15697
Lazarum	w13_d677e15701
Hemkhe	w15_d677e15704
beenfalls	w1_d677e15709
unterm	w3_d677e15712
26sten	w5_d677e15715
Martii	w7_d677e15718
1604.	w9_d677e15721
angesetzter	w11_d677e15724
1500.	w1_d677e15730
fl.	w3_d677e15733
und	w5_d677e15736
so	w7_d677e15739
auch	w9_d677e15742
unterm	w11_d677e15745
11.	w13_d677e15749
Febr,	w15_d677e15752
1619.	w17_d677e15755
für	w1_d677e15760
Abraham	w3_d677e15763
Salzmann	w5_d677e15766
angesetzter	w7_d677e15769
1500	w9_d677e15772
fl.	w11_d677e15775
end	w13_d677e15779
lichen	w1_d677e15784
wegen	w3_d677e15787
auf	w5_d677e15790
die	w7_d677e15793
Gühter	w9_d677e15796
Neuhaus,	w11_d677e15799
Arnstein	w13_d677e15803
und	w1_d677e15808
Fahrafeld	w3_d677e15811
für	w5_d677e15814
Burgermeister	w7_d677e15817
und	w9_d677e15820
Raht	w11_d677e15823
der	w13_d677e15827
Stadt	w1_d677e15833
Wien	w3_d677e15836
unterm	w5_d677e15839
14.	w7_d677e15842
Novembris	w9_d677e15845
1714.	w11_d677e15848
für	w13_d677e15852
gemerkter	w1_d677e15857
4000.	w3_d677e15860
fl.	w5_d677e15863
einige	w7_d677e15866
Sprüch	w9_d677e15869
und	w11_d677e15872
Forderung	w13_d677e15876
zu	w1_d677e15881
haben	w3_d677e15884
vermeinen,	w5_d677e15887
sich	w7_d677e15890
in	w9_d677e15893
Zeit	w11_d677e15896
eines	w13_d677e15900
Jahrs,	w15_d677e15903
6.	w1_d677e15908
Wochen	w3_d677e15911
und	w5_d677e15914
3.	w7_d677e15917
Tägen	w9_d677e15920
bey	w11_d677e15923
Hochgedacht	w13_d677e15927
Hoch	w15_d677e15930
löbl.	w1_d677e15936
N.	w3_d677e15939
Oe.	w5_d677e15942
Regierung	w7_d677e15945
mit	w9_d677e15948
ihren	w11_d677e15951
etwa	w13_d677e15955
habenden	w15_d677e15958
Legitimations=documenten	w1_d677e15963
also	w3_d677e15966
gewiß	w5_d677e15969
melden,	w7_d677e15972
als	w1_d677e15977
im	w3_d677e15980
widrigen	w5_d677e15983
nach	w7_d677e15986
Ausgang	w9_d677e15989
dieser	w11_d677e15992
Frist	w13_d677e15996
eines	w15_d677e15999
Jahrs,	w1_d677e16004
6.	w3_d677e16007
Wochen	w5_d677e16010
und	w7_d677e16013
3.	w9_d677e16016
Tägen,	w11_d677e16019
all	w13_d677e16023
diese	w15_d677e16026
Schuld	w17_d677e16029
posten	w1_d677e16035
12	w3_d677e16038
ipso	w5_d677e16041
für	w7_d677e16044
null	w9_d677e16047
und	w11_d677e16050
nichtig	w13_d677e16054
gehalten,	w15_d677e16057
und	w17_d677e16060
wegen	w1_d677e16065
Caßirung	w3_d677e16068
derenselben	w5_d677e16071
Fürmerkung	w7_d677e16074
das	w9_d677e16077
Be	w11_d677e16080
nöhtigte	w1_d677e16085
an	w3_d677e16088
seine	w5_d677e16091
Behörde	w7_d677e16094
erlassen	w9_d677e16097
werden	w11_d677e16100
wird	w13_d677e16104
</p>
<p id="p28_d677e16107">
Den	w1_d677e16111
19.	w3_d677e16114
künftigen	w5_d677e16117
Monats	w7_d677e16120
Augusti	w9_d677e16123
Nachmittag	w11_d677e16126
um	w1_d677e16131
2.	w3_d677e16134
Uhr	w5_d677e16137
wird	w7_d677e16140
die	w9_d677e16143
zu	w11_d677e16146
Wäring	w13_d677e16150
ausser	w15_d677e16153
denen	w17_d677e16156
Linien	w19_d677e16159
gelegene	w1_d677e16164
Rebellische	w3_d677e16167
Behausung	w5_d677e16170
samt	w7_d677e16173
Garten	w9_d677e16176
und	w11_d677e16179
überländ=Grund=stücken	w1_d677e16185
bey	w3_d677e16188
Hrn.	w5_d677e16191
Johann	w7_d677e16194
Paul	w9_d677e16197
Fellner,	w1_d677e16202
Bevollmächtigten	w3_d677e16205
des	w5_d677e16208
Löbl.	w7_d677e16211
Closter	w9_d677e16214
Mi	w11_d677e16217
chael	w1_d677e16222
Bayrischen	w3_d677e16225
Grundbuchs	w5_d677e16228
licitando	w7_d677e16231
verkauffet	w9_d677e16234
werden.	w1_d677e16239
</p>
<p id="p30_d677e16242">
Von	w1_d677e16246
dem	w3_d677e16249
Löbl.	w5_d677e16252
Stift	w7_d677e16255
und	w9_d677e16258
Closter	w11_d677e16261
Heil.	w13_d677e16265
Creutz,	w15_d677e16268
als	w1_d677e16273
Herrschaft	w3_d677e16276
Pfaffstätten	w5_d677e16279
wird	w7_d677e16282
hiemeit	w9_d677e16285
jedermän	w11_d677e16288
niglich	w1_d677e16293
kund	w3_d677e16296
und	w5_d677e16299
zu	w7_d677e16302
wissen	w9_d677e16305
gemacht:	w11_d677e16308
Es	w13_d677e16312
seye	w15_d677e16315
auf	w17_d677e16318
das	w1_d677e16324
von	w3_d677e16327
dem	w5_d677e16330
Gräfl.	w7_d677e16333
Bathyanischen	w9_d677e16336
Judicio	w11_d677e16339
Deleg.	w13_d677e16343
der	w1_d677e16348
Herrschaft	w3_d677e16351
Vischament	w5_d677e16354
eingelangte	w7_d677e16357
Compaß	w9_d677e16360
schreiben	w1_d677e16365
in	w3_d677e16368
Licitirung	w5_d677e16371
der	w7_d677e16374
dem	w9_d677e16377
entwichenen	w11_d677e16380
Jo	w13_d677e16384
hann	w1_d677e16389
Georg	w3_d677e16392
Peul	w5_d677e16395
angehörigen,	w7_d677e16398
diesem	w9_d677e16401
Stift	w11_d677e16404
unter	w13_d677e16408
thänigen	w1_d677e16414
sogenannten	w3_d677e16417
Rohr=mühl,	w5_d677e16420
samt	w7_d677e16423
darzu	w9_d677e16426
ge	w11_d677e16429
hörigen	w1_d677e16434
Haus=auch	w3_d677e16437
überländ=Grund	w5_d677e16440
stücken,	w7_d677e16443
wie	w9_d677e16446
nicht	w1_d677e16451
minder	w3_d677e16454
von	w5_d677e16457
da	w7_d677e16460
aus	w9_d677e16463
inventirten	w11_d677e16466
Mobilien	w13_d677e16470
und	w1_d677e16475
Effecten	w3_d677e16478
gewilliget	w5_d677e16481
worden.	w7_d677e16484
Wann	w9_d677e16487
nun	w11_d677e16490
zu	w13_d677e16494
Vornehmung	w1_d677e16500
sothaner	w3_d677e16503
Licitation	w5_d677e16506
der	w7_d677e16509
30.	w9_d677e16512
Augusti	w11_d677e16515
fruhe	w1_d677e16520
um	w3_d677e16523
9.	w5_d677e16526
Uhr	w7_d677e16529
zu	w9_d677e16532
Pfaffstätten	w11_d677e16535
nächst	w13_d677e16539
Baden	w15_d677e16542
in	w17_d677e16545
aldasigem	w1_d677e16550
Herrschafts=hof	w3_d677e16553
zu	w5_d677e16556
erscheinen	w7_d677e16559
zur	w9_d677e16562
Tag	w11_d677e16565
satzung	w1_d677e16570
bestimmet	w3_d677e16573
worden	w5_d677e16576
ist;	w7_d677e16579
Als	w9_d677e16582
werden	w11_d677e16585
all	w13_d677e16589
</p>
<p id="p36_d677e16603">
und	w1_d677e16607
jede,	w3_d677e16610
so	w5_d677e16613
ermelte	w7_d677e16616
Mühl,	w9_d677e16619
Haus,	w11_d677e16622
und	w13_d677e16626
überländ	w15_d677e16629
grund	w1_d677e16634
stücke,	w3_d677e16637
wie	w5_d677e16640
auch	w7_d677e16643
Mobilien	w9_d677e16646
und	w11_d677e16649
Effecten,	w13_d677e16653
als	w15_d677e16656
Meist=bietende	w1_d677e16661
käufl.	w3_d677e16664
an	w5_d677e16667
sich	w7_d677e16670
zu	w9_d677e16673
bringen	w11_d677e16676
gedenken,	w13_d677e16680
am	w1_d677e16686
obbestimmten	w3_d677e16689
Tag,	w5_d677e16692
Stund	w7_d677e16695
und	w9_d677e16698
Ort	w11_d677e16701
ad	w13_d677e16705
tractan-	w15_d677e16708
dum	w1_d677e16713
&	w3_d677e16716
concludendum	w5_d677e16719
zu	w7_d677e16722
erscheinen	w9_d677e16725
wissen.	w11_d677e16728
</p>
<p id="p38_d677e16731">
Denen	w1_d677e16735
respective	w3_d677e16738
Herren	w5_d677e16741
Garten=liebhaberen	w7_d677e16744
wird	w1_d677e16749
hiemit	w3_d677e16752
zu	w5_d677e16755
wissen	w7_d677e16758
gemacht,	w9_d677e16761
daß	w11_d677e16764
wiederum	w13_d677e16768
die	w15_d677e16771
neuen	w1_d677e16776
Blumen=zwibel=catalogi	w3_d677e16779
von	w5_d677e16782
dem	w7_d677e16785
be	w9_d677e16788
rühmten	w1_d677e16794
Blumisten,	w3_d677e16797
Herrn	w5_d677e16800
Johann	w7_d677e16803
und	w9_d677e16806
Ma	w11_d677e16809
thias	w1_d677e16814
Kletecker	w3_d677e16817
in	w5_d677e16820
Hamburg	w7_d677e16823
alhier	w9_d677e16826
angekommen,	w11_d677e16829
worinnen	w1_d677e16834
alle	w3_d677e16837
Sorten	w5_d677e16840
derer	w7_d677e16843
schönst	w9_d677e16846
und	w11_d677e16849
raresten	w13_d677e16853
Zwibel	w1_d677e16858
oder	w3_d677e16861
Kiel=gewächsen	w5_d677e16864
nach	w7_d677e16867
dero	w9_d677e16870
Namen	w11_d677e16873
und	w1_d677e16879
Preis	w3_d677e16882
specificirer	w5_d677e16885
sind.	w7_d677e16888
Wem	w9_d677e16891
nun	w11_d677e16894
von	w13_d677e16898
der	w15_d677e16901
gleichen	w1_d677e16906
raren	w3_d677e16909
Zwibel	w5_d677e16912
und	w7_d677e16915
Kiel=werk,	w9_d677e16918
wie	w11_d677e16921
auch	w13_d677e16925
von	w1_d677e16930
besten	w3_d677e16933
Französischen	w5_d677e16936
hoch	w7_d677e16939
und	w9_d677e16942
niederstäm	w11_d677e16945
migen	w1_d677e16950
Obst=bäumen,	w3_d677e16953
ingleichen	w5_d677e16956
Taxispyrami	w7_d677e16959
den,	w1_d677e16965
Orangen,	w3_d677e16968
Lorbeer	w5_d677e16971
und	w7_d677e16974
Myrthen=bäumen,	w9_d677e16977
auch	w1_d677e16982
allerhand	w3_d677e16985
frischen	w5_d677e16988
Garten=samen	w7_d677e16991
und	w9_d677e16994
Pflan	w11_d677e16997
zen,	w1_d677e17002
etwas	w3_d677e17005
beliebig	w5_d677e17008
seyn	w7_d677e17011
möchten,	w9_d677e17014
der	w11_d677e17017
wird	w13_d677e17021
bey	w15_d677e17024
den	w1_d677e17029
Verlegern	w3_d677e17032
des	w5_d677e17035
Wienecischen	w7_d677e17038
Diarii	w9_d677e17041
obbesag	w11_d677e17044
ten	w1_d677e17050
Catalogum	w3_d677e17053
umsonst	w5_d677e17056
abholen	w7_d677e17059
zu	w9_d677e17062
lassen,	w11_d677e17065
sich	w13_d677e17069
be	w15_d677e17072
lieben.	w1_d677e17077
Wann	w3_d677e17080
aber	w5_d677e17083
jemand	w7_d677e17086
nicht	w9_d677e17089
gerne	w11_d677e17092
adrittura	w13_d677e17096
von	w1_d677e17101
denen	w3_d677e17104
Herren	w5_d677e17107
Klefeckern	w7_d677e17110
in	w9_d677e17113
Hamburg	w11_d677e17116
eine	w13_d677e17120
Bestellung	w1_d677e17125
machen,	w3_d677e17128
so	w5_d677e17131
kan	w7_d677e17134
solches	w9_d677e17137
auch	w11_d677e17140
durch	w13_d677e17144
ihre	w15_d677e17147
allhiesige	w1_d677e17153
Herren	w3_d677e17156
Correspondenten	w5_d677e17159
(welche	w7_d677e17162
bey	w9_d677e17165
den	w11_d677e17168
Verlegern	w1_d677e17173
des	w3_d677e17176
Wienerischen	w5_d677e17179
Diarii	w7_d677e17182
zu	w9_d677e17185
erfragen	w11_d677e17188
seynd)	w1_d677e17193
geschehen.	w3_d677e17196
</p>
<p id="p40_d677e17199">
Kund	w1_d677e17203
und	w3_d677e17206
zu	w5_d677e17209
wissen	w7_d677e17212
wird	w9_d677e17215
hiemit	w11_d677e17218
jedermänniglich	w13_d677e17222
gemacht;	w1_d677e17227
demnach	w3_d677e17230
bey	w5_d677e17233
dem	w7_d677e17236
Löbl.	w9_d677e17239
Herzog	w11_d677e17242
Arenber	w13_d677e17246
gischen	w1_d677e17251
Jnfanterie=regiment,	w3_d677e17254
seit	w5_d677e17257
Anfang	w7_d677e17260
dieses	w9_d677e17263
Kriegs	w1_d677e17269
nachstehende	w3_d677e17272
Herren	w5_d677e17275
Officiers	w7_d677e17278
und	w9_d677e17281
Stabs	w11_d677e17284
partheyen,	w1_d677e17289
benanntlichen:	w3_d677e17292
Hr.	w5_d677e17295
Hauptmann	w7_d677e17298
von	w9_d677e17301
Germar,	w1_d677e17306
und	w3_d677e17309
Auditor	w5_d677e17312
von	w7_d677e17315
Busch,	w9_d677e17318
die	w11_d677e17321
Herren	w13_d677e17325
Ober	w15_d677e17328
leutenants	w1_d677e17333
von	w3_d677e17336
Niederkorn,	w5_d677e17339
von	w7_d677e17342
Klobuschinsky,	w9_d677e17345
von	w1_d677e17351
Braunsmandel,	w3_d677e17354
von	w5_d677e17357
Pelzenzweig;	w7_d677e17360
Hr.	w9_d677e17363
Fähn	w11_d677e17366
drich	w1_d677e17371
Baron	w3_d677e17374
von	w5_d677e17377
Silberberg,	w7_d677e17380
die	w9_d677e17383
Feldscheerers	w11_d677e17386
Kü	w13_d677e17390
ferl	w1_d677e17395
und	w3_d677e17398
Laudacher,	w5_d677e17401
der	w7_d677e17404
Regiments=fleischhacker	w9_d677e17407
Weigel,	w1_d677e17412
theils	w3_d677e17415
verstorben,	w5_d677e17418
theils	w7_d677e17421
vor	w9_d677e17424
dem	w11_d677e17427
Feind	w13_d677e17431
geblieben	w1_d677e17437
seynd,	w3_d677e17440
deren	w5_d677e17443
ruckgelassene	w7_d677e17446
Verlassenschaf	w9_d677e17449
ten	w1_d677e17454
zwar	w3_d677e17457
der	w5_d677e17460
Ordnung	w7_d677e17463
nach	w9_d677e17466
abgehandlet	w11_d677e17469
worden,	w13_d677e17473
dahingegen	w1_d677e17478
aber	w3_d677e17481
die	w5_d677e17484
diesfällige	w7_d677e17487
Erben	w9_d677e17490
bishero	w11_d677e17493
nicht	w13_d677e17497
haben	w1_d677e17502
ausfindig	w3_d677e17505
gemacht	w5_d677e17508
werden	w7_d677e17511
können.	w9_d677e17514
Als	w11_d677e17517
wird	w13_d677e17521
dem	w1_d677e17527
Publico	w3_d677e17530
zu	w5_d677e17533
dem	w7_d677e17536
Ende	w9_d677e17539
hiemit	w11_d677e17542
Nachricht	w13_d677e17546
hie	w15_d677e17549
von	w1_d677e17554
ertheilet,	w3_d677e17557
damit	w5_d677e17560
sich	w7_d677e17563
diejenige,	w9_d677e17566
welche	w11_d677e17569
allen	w13_d677e17573
falls	w1_d677e17578
an	w3_d677e17581
ein	w5_d677e17584
oder	w7_d677e17587
andere	w9_d677e17590
obbesagter	w11_d677e17593
Verlassenschaf	w13_d677e17597
ten	w1_d677e17602
Ansprüche	w3_d677e17605
zu	w5_d677e17608
haben	w7_d677e17611
glauben,	w9_d677e17614
sich	w11_d677e17617
mit	w13_d677e17621
denen	w15_d677e17624
hierzu	w1_d677e17630
erforderlichen	w3_d677e17633
Legitimationen	w5_d677e17636
bey	w7_d677e17639
des	w9_d677e17642
Löbl.	w11_d677e17645
Herzog	w1_d677e17650
Arenbergischen	w3_d677e17653
Regiments=gericht,	w5_d677e17656
entwe	w7_d677e17659
der	w1_d677e17664
selbsten,	w3_d677e17667
oder	w5_d677e17670
durch	w7_d677e17673
ihre	w9_d677e17676
Bevollmächtigte	w11_d677e17679
hin	w13_d677e17683
nen	w1_d677e17688
3	w3_d677e17691
Monaten=frist,	w5_d677e17694
vom	w7_d677e17697
ersten	w9_d677e17700
Augusti	w11_d677e17703
lauf	w13_d677e17707
senden	w1_d677e17713
Jahrs	w3_d677e17716
angerechnet,	w5_d677e17719
sub	w7_d677e17722
termino	w9_d677e17725
1mo,	w11_d677e17728
2do,	w13_d677e17732
rtio	w1_d677e17737
&	w3_d677e17740
clausula	w5_d677e17743
præclusi	w7_d677e17746
alsogewiß	w9_d677e17749
melden,	w11_d677e17752
und	w13_d677e17756
ihre	w1_d677e17761
Erb=forderungen	w3_d677e17764
erweißlich	w5_d677e17767
machen	w7_d677e17770
sollen,	w9_d677e17773
wie	w1_d677e17778
im	w3_d677e17781
widrigen	w5_d677e17784
denen,	w7_d677e17787
welche	w9_d677e17790
sich	w11_d677e17793
sub	w13_d677e17797
dicto	w15_d677e17800
ter-	w17_d677e17803
mino	w1_d677e17809
nicht	w3_d677e17812
melden,	w5_d677e17815
oder	w7_d677e17818
behörig	w9_d677e17821
legitimiren,	w11_d677e17824
das	w13_d677e17828
enige	w1_d677e17833
Stillschweigen	w3_d677e17836
auferleget,	w5_d677e17839
und	w7_d677e17842
sie	w9_d677e17845
mit	w11_d677e17848
ihren	w13_d677e17852
</p>
<p id="p42_d677e17855">
machenden	w1_d677e17859
Ansprüchen	w3_d677e17862
nicht	w5_d677e17865
mehr	w7_d677e17868
gehöret	w9_d677e17871
werden	w11_d677e17874
wurden.	w1_d677e17879
Sign.	w3_d677e17882
Feld=lager	w5_d677e17885
bey	w7_d677e17888
Hirschbach	w9_d677e17891
un	w11_d677e17894
weit	w1_d677e17899
Dippoldiswalde	w3_d677e17902
in	w5_d677e17905
Sachsen	w7_d677e17908
16.	w9_d677e17911
Julii	w11_d677e17914
1762.	w13_d677e17918
</p>
<list id="l44_d677e17921">
Bey	w1_d677e17925
dem	w3_d677e17928
Buchhändler	w5_d677e17931
Johann	w7_d677e17934
Paul	w9_d677e17937
Kraus,	w11_d677e17940
nächst	w1_d677e17945
der	w3_d677e17948
K.	w5_d677e17951
K.	w7_d677e17954
Burg,	w9_d677e17957
dem	w11_d677e17960
neuen	w13_d677e17964
Comödienhaus	w15_d677e17967
gegenüber,	w1_d677e17972
sind	w3_d677e17975
nachfolgende	w5_d677e17978
Bücher	w7_d677e17981
zu	w9_d677e17984
haben:	w11_d677e17987
Memoires	w1_d677e17993
de	w3_d677e17996
Mademoiselle	w5_d677e17999
de	w7_d677e18002
Montpensier	w9_d677e18005
Fille	w1_d677e18010
de	w3_d677e18013
Gaston	w5_d677e18016
d'orleans,	w7_d677e18019
frere	w9_d677e18022
de	w11_d677e18025
Luis	w13_d677e18029
XIII.	w15_d677e18032
Ror	w1_d677e18037
de	w3_d677e18040
France,	w5_d677e18043
8.	w7_d677e18046
tomes,	w9_d677e18049
12mo	w11_d677e18052
grand,	w13_d677e18056
Amster-	w15_d677e18059
dum	w1_d677e18064
1746.	w3_d677e18067
9.	w5_d677e18070
fl.	w7_d677e18073
Nouvelles	w1_d677e18079
exemplaires	w3_d677e18082
de	w5_d677e18085
Michel	w7_d677e18088
de	w9_d677e18091
Cervan-	w11_d677e18094
tes	w1_d677e18099
Saavedra,	w3_d677e18102
autrur	w5_d677e18105
de	w7_d677e18108
Don	w9_d677e18111
Quichotte,	w11_d677e18114
tradu-	w13_d677e18118
ction	w1_d677e18123
&	w3_d677e18126
edition	w5_d677e18129
nouvelle	w7_d677e18132
par	w9_d677e18135
Mr.	w11_d677e18138
l'Abbe	w13_d677e18142
S.	w15_d677e18145
Mar-	w17_d677e18148
tin	w1_d677e18153
de	w3_d677e18156
Chassonville	w5_d677e18159
2.	w7_d677e18162
tomes	w9_d677e18165
avec	w11_d677e18168
Figur	w13_d677e18172
12mo	w15_d677e18175
grand,	w1_d677e18181
Lausanne,	w3_d677e18184
1759.	w5_d677e18187
2.	w7_d677e18190
fl.	w9_d677e18193
45.	w11_d677e18196
k.	w13_d677e18200
La	w1_d677e18205
Mort	w3_d677e18208
d'Abel,	w5_d677e18211
Poeme	w7_d677e18214
en	w9_d677e18217
cinq	w11_d677e18220
Chants,	w13_d677e18224
tra-	w15_d677e18227
duit	w1_d677e18232
de	w3_d677e18235
l'Allemand	w5_d677e18238
de	w7_d677e18241
M.	w9_d677e18244
Gesner	w11_d677e18247
par	w13_d677e18251
M.	w15_d677e18254
Hu-	w17_d677e18257
ber,	w1_d677e18262
8vo	w3_d677e18265
Paris	w5_d677e18268
1761.	w7_d677e18271
1.	w9_d677e18274
fl.	w11_d677e18277
Les	w1_d677e18283
Moeurs	w3_d677e18286
du	w5_d677e18289
Tems,	w7_d677e18292
Comédié	w9_d677e18295
en	w11_d677e18298
un	w13_d677e18302
Acte,	w15_d677e18305
8vo	w1_d677e18310
Leipzig	w3_d677e18313
1762.	w5_d677e18316
17	w7_d677e18319
kr.	w9_d677e18322
Le	w1_d677e18327
Financier,	w3_d677e18330
Comédie	w5_d677e18333
en	w7_d677e18336
un	w9_d677e18339
Acte,	w11_d677e18342
8vo	w13_d677e18346
Leip-	w15_d677e18349
zig	w1_d677e18354
1762.	w3_d677e18357
17.	w5_d677e18360
kr.	w7_d677e18363
Thesaurus	w1_d677e18369
Resolutionum	w3_d677e18372
facræ	w5_d677e18375
Congregatio-	w7_d677e18378
nis	w1_d677e18383
Concilii,	w3_d677e18386
Tomus	w5_d677e18389
XXIV.	w7_d677e18392
4to	w9_d677e18395
maj.	w11_d677e18398
Romæ.	w13_d677e18402
1761.	w1_d677e18407
1.	w3_d677e18410
fl.	w5_d677e18413
37.	w7_d677e18416
kr.	w9_d677e18419
Des	w1_d677e18424
Herrn	w3_d677e18427
v.	w5_d677e18430
Arvieux	w7_d677e18433
merkwürdige	w9_d677e18436
Nachrich	w11_d677e18439
ten,	w1_d677e18445
worinnen	w3_d677e18448
sowol	w5_d677e18451
seine	w7_d677e18454
Reise	w9_d677e18457
nach	w11_d677e18460
Constanti	w13_d677e18464
nopel,	w1_d677e18469
in	w3_d677e18472
Asten,	w5_d677e18475
Syrien,	w7_d677e18478
dem	w9_d677e18481
gelobten	w11_d677e18484
Land,	w13_d677e18488
Egypten,	w1_d677e18493
und	w3_d677e18496
der	w5_d677e18499
Barbarey,	w7_d677e18502
als	w9_d677e18505
auch	w11_d677e18508
die	w13_d677e18512
Be	w15_d677e18515
schaffenheit	w1_d677e18520
dieser	w3_d677e18523
Länder;	w5_d677e18526
die	w7_d677e18529
Religion,	w9_d677e18532
Sitten,	w11_d677e18535
Gebräuche,	w1_d677e18541
und	w3_d677e18544
Handlung	w5_d677e18547
dieser	w7_d677e18550
Völker,	w9_d677e18553
nebst	w11_d677e18556
der	w1_d677e18561
