<doc id="wr_1759-04-11" attrs="word" year="1759" month="04" day="11" corpus="2">
<head id="h2_d338e3632">
Coburg	w1_d338e3636
nach	w11_d338e21730
denen	w13_d338e21734
Affricanischen	w1_d338e21740
Küsten	w3_d338e21743
verbannete.	w5_d338e21746
Viele	w7_d338e21749
Personen	w1_d338e21754
verwendeten	w3_d338e21757
sich	w5_d338e21760
zu	w7_d338e21763
seinem	w9_d338e21766
Besten,	w11_d338e21769
aber	w1_d338e21774
vergeblich.	w3_d338e21777
Sein	w5_d338e21780
Exil	w7_d338e21783
hatte	w9_d338e21786
ihn	w11_d338e21789
ge	w13_d338e21793
wisser=massen	w1_d338e21798
in	w3_d338e21801
die	w5_d338e21804
Vergessenheit	w7_d338e21807
gebracht,	w9_d338e21810
bis	w1_d338e21816
an	w3_d338e21819
die	w5_d338e21822
Zeit	w7_d338e21825
(es	w9_d338e21828
ware	w11_d338e21831
ungefähr	w13_d338e21835
3.	w15_d338e21838
Jah	w17_d338e21841
re)	w1_d338e21846
da	w3_d338e21849
man	w5_d338e21852
bey	w7_d338e21855
Untersuchung	w9_d338e21858
einiger	w11_d338e21861
zu	w13_d338e21865
seiner	w1_d338e21870
Staats=verwaltung	w3_d338e21873
gehöriger	w5_d338e21876
Pa	w7_d338e21879
pieren	w1_d338e21884
Sachen	w3_d338e21887
entdeckte,	w5_d338e21890
welche	w7_d338e21893
Stof	w9_d338e21896
zu	w11_d338e21899
schwereren	w1_d338e21905
Beschuldigungen	w3_d338e21908
geben,	w5_d338e21911
und	w7_d338e21914
sein	w9_d338e21917
Leben	w1_d338e21922
in	w3_d338e21925
Gefahr	w5_d338e21928
setzen	w7_d338e21931
konnten.	w9_d338e21934
Sofort	w11_d338e21937
wurde	w1_d338e21942
er	w3_d338e21945
aus	w5_d338e21948
seiner	w7_d338e21951
Verweisung	w9_d338e21954
zurück	w11_d338e21957
be	w13_d338e21961
ruffen,	w1_d338e21966
gefangen	w3_d338e21969
gesetzt,	w5_d338e21972
und	w7_d338e21975
gerichtlich	w9_d338e21978
ver	w11_d338e21981
folget.	w1_d338e21987
Allein,	w3_d338e21990
es	w5_d338e21993
seye,	w7_d338e21996
daß	w9_d338e21999
die	w11_d338e22002
Häupter	w13_d338e22006
der	w1_d338e22011
Anklage	w3_d338e22014
kein	w5_d338e22017
genugsames	w7_d338e22020
Licht	w9_d338e22023
hatten,	w11_d338e22026
oder	w1_d338e22031
daß	w3_d338e22034
die	w5_d338e22037
Beschuldigungen	w7_d338e22040
zuletzt	w9_d338e22043
von	w11_d338e22046
keiner	w1_d338e22051
sonderlichen	w3_d338e22054
Erheblichkeit	w5_d338e22057
geachtet	w7_d338e22060
wurden,	w1_d338e22066
so	w3_d338e22069
fande	w5_d338e22072
man	w7_d338e22075
es	w9_d338e22078
nicht	w11_d338e22081
gut,	w13_d338e22085
ihn	w15_d338e22088
zu	w17_d338e22091
</p>
<p id="p22_d338e22104">
Ferurtheilen.	w1_d338e22108
Der	w3_d338e22111
König,	w5_d338e22114
welcher	w7_d338e22117
in	w9_d338e22120
sei	w11_d338e22123
nem	w1_d338e22128
Zorn	w3_d338e22131
auf	w5_d338e22134
den	w7_d338e22137
Don	w9_d338e22140
Miguel	w11_d338e22143
unbeweg	w13_d338e22147
lich	w1_d338e22152
bliebe,	w3_d338e22155
sendete	w5_d338e22158
ihn	w7_d338e22161
nach	w9_d338e22164
seinem	w11_d338e22167
Verban	w13_d338e22171
nungs=ort	w1_d338e22177
zurück,	w3_d338e22180
und	w5_d338e22183
verbote	w7_d338e22186
dessen	w9_d338e22189
Freun	w11_d338e22192
den,	w1_d338e22197
und	w3_d338e22200
sogar	w5_d338e22203
seiner	w7_d338e22206
Famille,	w9_d338e22209
mit	w11_d338e22212
ihme	w13_d338e22216
kei	w15_d338e22219
nen	w1_d338e22224
Brief=wechsel	w3_d338e22227
mehr	w5_d338e22230
zu	w7_d338e22233
unterhalten.	w9_d338e22236
</p>
<p id="p24_d338e22240">
Um	w1_d338e22244
demnach	w3_d338e22247
das	w5_d338e22250
vermeintliche	w7_d338e22253
Unrecht,	w9_d338e22256
welches	w1_d338e22261
der	w3_d338e22264
Souverain	w5_d338e22267
seinem	w7_d338e22270
Unterthan	w9_d338e22273
erwiesen	w1_d338e22278
haben	w3_d338e22281
solle,	w5_d338e22284
zu	w7_d338e22287
rächen,	w9_d338e22290
hat	w11_d338e22293
der	w13_d338e22297
Her	w15_d338e22300
zog	w1_d338e22306
von	w3_d338e22309
Aveiro	w5_d338e22312
sich	w7_d338e22315
nicht	w9_d338e22318
gescheuet,	w11_d338e22321
die	w13_d338e22325
al	w15_d338e22328
lerheiligste	w1_d338e22333
Rechte	w3_d338e22336
der	w5_d338e22339
Majest.	w7_d338e22342
der	w9_d338e22345
Könige	w11_d338e22348
zu	w1_d338e22353
verletzen.	w3_d338e22356
</p>
<p id="p26_d338e22359">
Auf	w1_d338e22363
nächst=kommenden	w3_d338e22366
19.	w5_d338e22369
Monats	w7_d338e22372
April,	w9_d338e22375
und	w11_d338e22378
folgende	w1_d338e22383
Täge	w3_d338e22386
darauf	w5_d338e22389
wird	w7_d338e22392
Vormittag	w9_d338e22395
von	w11_d338e22398
9.	w13_d338e22402
bis	w1_d338e22407
10.	w3_d338e22410
Nachmittag	w5_d338e22413
von	w7_d338e22416
3.	w9_d338e22419
bis	w11_d338e22422
6.	w13_d338e22426
Uhr	w15_d338e22429
in	w17_d338e22432
dem	w19_d338e22435
Küß=den=Pfenning	w1_d338e22441
bey	w3_d338e22444
dem	w5_d338e22447
roten	w7_d338e22450
Thurn	w9_d338e22453
über	w11_d338e22456
die	w13_d338e22460
Haupt=stiegen	w1_d338e22465
im	w3_d338e22468
3ten	w5_d338e22471
Stock	w7_d338e22474
eine	w9_d338e22477
goldene	w11_d338e22480
Repe	w13_d338e22484
tier=uhr,	w1_d338e22489
verschiedenes	w3_d338e22492
Gold,	w5_d338e22495
Silber,	w7_d338e22498
Mannsklei	w9_d338e22501
der,	w1_d338e22506
Wäsch,	w3_d338e22509
Gewehr	w5_d338e22512
Porcelan,	w7_d338e22515
Uhren,	w9_d338e22518
Kästen,	w11_d338e22521
Zesseln,	w1_d338e22527
und	w3_d338e22530
andere	w5_d338e22533
Mobilien,	w7_d338e22536
dann	w9_d338e22539
Beht=gewand,	w11_d338e22542
Zinn,	w1_d338e22547
Meßing,	w3_d338e22550
Kupfer,	w5_d338e22553
und	w7_d338e22556
Bilder,	w9_d338e22559
ingleichen	w11_d338e22562
von	w13_d338e22566
denen	w1_d338e22571
besten	w3_d338e22574
Gebürgen	w5_d338e22577
guter	w7_d338e22580
alter	w9_d338e22583
Oesterreicher	w11_d338e22586
Wein	w1_d338e22591
denen	w3_d338e22594
Meist=bietenden	w5_d338e22597
licitando	w7_d338e22600
hindann	w9_d338e22603
gegeben	w1_d338e22609
werden.	w3_d338e22612
</p>
<p id="p28_d338e22615">
Auf	w1_d338e22619
den	w3_d338e22622
19.	w5_d338e22625
April	w7_d338e22628
werde	w9_d338e22631
auf	w11_d338e22634
dem	w13_d338e22638
alten	w15_d338e22641
Bauern	w17_d338e22644
markt	w1_d338e22649
im	w3_d338e22652
Strickerischen	w5_d338e22655
Haus	w7_d338e22658
im	w9_d338e22661
1sten	w11_d338e22664
Stock	w13_d338e22668
über	w1_d338e22673
die	w3_d338e22676
Schnecken=stiegen	w5_d338e22679
Vormittag	w7_d338e22682
von	w9_d338e22685
9.	w11_d338e22688
bis	w13_d338e22692
12.	w1_d338e22698
Uhr,	w3_d338e22701
dann	w5_d338e22704
Nachmittag	w7_d338e22707
von	w9_d338e22710
3.	w11_d338e22713
bis	w13_d338e22717
6.	w15_d338e22720
Uhr	w17_d338e22723
verschiedene	w1_d338e22728
Uhren	w3_d338e22731
von	w5_d338e22734
Gold,	w7_d338e22737
deto	w9_d338e22740
silberne,	w11_d338e22743
auch	w13_d338e22747
schöner	w1_d338e22752
Frauen=geschmuck	w3_d338e22755
von	w5_d338e22758
Brillanten,	w7_d338e22761
deto	w9_d338e22764
Ring,	w1_d338e22769
ein	w3_d338e22772
goldene	w5_d338e22775
Frauen=hals=ketten,	w7_d338e22778
deto	w9_d338e22781
Ohr	w11_d338e22784
wuckeln,	w1_d338e22790
silberne	w3_d338e22793
Messer,	w5_d338e22796
Löffel	w7_d338e22799
und	w9_d338e22802
Gabel,	w11_d338e22805
dann	w13_d338e22809
verschiedene	w1_d338e22814
Denk=münzen	w3_d338e22817
von	w5_d338e22820
Silber,	w7_d338e22823
Porcelan,	w9_d338e22826
Aufsatz=kästen,	w1_d338e22831
Spiegel,	w3_d338e22834
Lustern,	w5_d338e22837
Canape,	w7_d338e22840
Sesseln,	w9_d338e22843
Bilder,	w1_d338e22848
Manns=kleider,	w3_d338e22851
etwas	w5_d338e22854
Wein	w7_d338e22857
von	w9_d338e22860
1756.	w11_d338e22863
1757.	w1_d338e22869
und	w3_d338e22872
1758.	w5_d338e22875
auch	w7_d338e22878
leere	w9_d338e22881
Fässer	w11_d338e22884
mit	w13_d338e22888
eisernen	w15_d338e22891
Banden,	w1_d338e22896
nebst	w3_d338e22899
zwey	w5_d338e22902
Viertl	w7_d338e22905
Weingärten	w9_d338e22908
zu	w11_d338e22911
Ot	w13_d338e22915
tackring	w1_d338e22920
in	w3_d338e22923
Erd=brust	w5_d338e22926
ligend,	w7_d338e22929
dem	w9_d338e22932
Meist=bietenden	w11_d338e22935
hindann	w1_d338e22940
gegeben	w3_d338e22943
werden.	w5_d338e22946
</p>
<p id="p30_d338e22949">
Auf	w1_d338e22953
Verordnung	w3_d338e22956
eines	w5_d338e22959
Löbl.	w7_d338e22962
Wienerischen	w9_d338e22965
Stadt=rahts	w1_d338e22970
sollen	w3_d338e22973
sich	w5_d338e22976
die	w7_d338e22979
von	w9_d338e22982
der	w11_d338e22985
Theresia	w13_d338e22989
Kel	w15_d338e22992
lerin	w1_d338e22997
verehlicht	w3_d338e23000
gewesten	w5_d338e23003
Sträßgödlin,	w7_d338e23006
gewester	w9_d338e23009
allhiesigen	w1_d338e23015
Stadt=quarde=feld=wäblin	w3_d338e23018
etwann	w5_d338e23021
vor	w7_d338e23024
handene	w1_d338e23029
Erben	w3_d338e23032
innerhalb	w5_d338e23035
6.	w7_d338e23038
Wochen,	w9_d338e23041
und	w11_d338e23044
3.	w13_d338e23048
Ta	w15_d338e23051
gen	w1_d338e23056
zu	w3_d338e23059
dem	w5_d338e23062
auf	w7_d338e23065
der	w9_d338e23068
Mölker=bastey	w11_d338e23071
nächst	w13_d338e23075
dem	w15_d338e23078
Schotten=thor	w1_d338e23083
gelegensogenanntKeller	w3_d338e23086
oder	w5_d338e23089
Sträßgödlischen	w1_d338e23095
Haus	w3_d338e23098
alsogewiß	w5_d338e23101
legitimiren,	w7_d338e23104
und	w9_d338e23107
bey	w1_d338e23112
Gemeiner	w3_d338e23115
Stadt	w5_d338e23118
Wien	w7_d338e23121
Grund=buch	w9_d338e23124
die	w11_d338e23127
Rich	w13_d338e23131
tigkeit	w1_d338e23136
pflegen,	w3_d338e23139
wie	w5_d338e23142
im	w7_d338e23145
widrigen	w9_d338e23148
solches	w11_d338e23151
Haus	w13_d338e23155
ex	w15_d338e23158
officio	w1_d338e23163
geschätzt,	w3_d338e23166
und	w5_d338e23169
plus	w7_d338e23172
offerenti	w9_d338e23175
licitando	w11_d338e23178
ver	w13_d338e23182
kauffet	w1_d338e23188
werden	w3_d338e23191
solle.	w5_d338e23194
Actum	w7_d338e23197
den	w9_d338e23200
5.	w11_d338e23203
April	w13_d338e23207
1759.	w15_d338e23210
</p>
<head id="h2_d338e23217">
e	w1_d338e23221
</head>
<p id="p4_d338e23224">
Jch	w1_d338e23228
Johann	w3_d338e23231
Wilhelm	w5_d338e23234
des	w7_d338e23237
Heil.	w9_d338e23240
Röm.	w11_d338e23243
Reichs	w13_d338e23247
Fürst	w1_d338e23252
Trautson,	w3_d338e23255
Graf	w5_d338e23258
zu	w7_d338e23261
Falkenstein,	w9_d338e23264
Ritter	w11_d338e23267
des	w1_d338e23272
goldenen	w3_d338e23275
Vliesses,	w5_d338e23278
Jhrer	w1_d338e23284
Kaiserl.	w3_d338e23287
Königl.	w5_d338e23290
Apostolischen	w1_d338e23295
Majest.	w3_d338e23298
Wurkl.	w5_d338e23301
Geheimer	w7_d338e23304
Raht,	w9_d338e23307
Obrister	w1_d338e23312
Hofmeister,	w3_d338e23315
und	w5_d338e23318
Land=marschall	w7_d338e23321
in	w9_d338e23324
Oe	w11_d338e23327
sterreich	w1_d338e23332
unter	w3_d338e23335
der	w5_d338e23338
Ennß:	w7_d338e23341
Entbiette	w9_d338e23344
N.	w11_d338e23347
allen	w13_d338e23351
und	w15_d338e23354
jeden,	w1_d338e23360
was	w3_d338e23363
Stands	w5_d338e23366
und	w7_d338e23369
Würden	w9_d338e23372
die	w11_d338e23375
seynd	w13_d338e23379
meinen	w1_d338e23384
respectivè	w3_d338e23387
Dienst	w5_d338e23390
in	w7_d338e23393
guten	w9_d338e23396
Willen	w11_d338e23399
zu	w13_d338e23403
vor,	w1_d338e23408
und	w3_d338e23411
füge	w5_d338e23414
hiemit	w7_d338e23417
zu	w9_d338e23420
vernehmen.	w11_d338e23423
Es	w13_d338e23427
habe	w15_d338e23430
bey	w17_d338e23433
dem	w1_d338e23438
mir	w3_d338e23441
allergnädigst	w5_d338e23444
anvertrauten	w7_d338e23447
N.	w9_d338e23450
Oe.	w11_d338e23453
Land	w13_d338e23457
marschallischen	w1_d338e23463
Gericht	w3_d338e23466
der	w5_d338e23469
gerichtlich	w7_d338e23472
vorordnete	w9_d338e23475
Matthias	w1_d338e23480
Adam	w3_d338e23483
Schendlische	w5_d338e23486
Curator	w7_d338e23489
ad	w9_d338e23492
lites	w11_d338e23495
Doctor	w1_d338e23500
Wachtl,	w3_d338e23503
schriftlich	w5_d338e23506
vorgestellet,	w7_d338e23509
welcher	w9_d338e23512
gestalten	w1_d338e23517
erforderlich	w3_d338e23520
seye,	w5_d338e23523
daß	w7_d338e23526
zu	w9_d338e23529
Befriedigung	w11_d338e23532
deren	w1_d338e23538
Creditoren,	w3_d338e23541
die	w5_d338e23544
bereits	w7_d338e23547
geschätztuber	w9_d338e23550
schätzt	w1_d338e23555
und	w3_d338e23558
arbitrirte	w5_d338e23561
Herrschaft	w7_d338e23564
Rossatz	w9_d338e23567
cum	w11_d338e23570
Appertinentiis	w1_d338e23575
offentlich	w3_d338e23578
feil	w5_d338e23581
gebotten,	w7_d338e23584
und	w9_d338e23587
per	w11_d338e23590
licitationem	w1_d338e23595
an	w3_d338e23598
dem	w5_d338e23601
Meist=biettenden	w7_d338e23604
käuflichen	w9_d338e23607
hindann	w1_d338e23613
gelassen	w3_d338e23616
werde.	w5_d338e23619
Diesemnach	w7_d338e23622
gehorsam	w9_d338e23625
lich	w1_d338e23630
gebetten,	w3_d338e23633
ich	w5_d338e23636
geruhete	w7_d338e23639
ein	w9_d338e23642
ordentliches	w11_d338e23645
Li	w13_d338e23649
citations=edict	w1_d338e23654
bey	w3_d338e23657
der	w5_d338e23660
Cantzley	w7_d338e23663
ausfertigen	w9_d338e23666
zu	w11_d338e23669
lassen;	w1_d338e23674
Wann	w3_d338e23677
nun	w5_d338e23680
hierinfalls	w7_d338e23683
verwilliget,	w9_d338e23686
und	w11_d338e23689
zur	w1_d338e23695
Licitations=tagsatzung	w3_d338e23698
der	w5_d338e23701
3.	w7_d338e23704
künftigen	w9_d338e23707
Monats	w11_d338e23710
May	w1_d338e23715
bestimmet	w3_d338e23718
worden	w5_d338e23721
ist;	w7_d338e23724
als	w9_d338e23727
hat	w11_d338e23730
man	w13_d338e23734
ein	w15_d338e23737
solches	w1_d338e23742
zu	w3_d338e23745
dem	w5_d338e23748
Ende	w7_d338e23751
hiemit	w9_d338e23754
jedermänniglich	w11_d338e23757
kund	w13_d338e23761
machen	w1_d338e23766
wollen,	w3_d338e23769
damit	w5_d338e23772
der	w7_d338e23775
oder	w9_d338e23778
diejenige,	w11_d338e23781
obbemeldete	w1_d338e23787
Herrschaft	w3_d338e23790
Rossatz	w5_d338e23793
una	w7_d338e23796
cum	w9_d338e23799
Apper-	w11_d338e23802
tinentiis	w1_d338e23807
käuflichen	w3_d338e23810
an	w5_d338e23813
sich	w7_d338e23816
zu	w9_d338e23819
bringen	w11_d338e23822
Willens	w13_d338e23826
seynd,	w1_d338e23831
an	w3_d338e23834
obbestimmten	w5_d338e23837
Tag	w7_d338e23840
fruh	w9_d338e23843
um	w11_d338e23846
8.	w13_d338e23850
Uhr	w15_d338e23853
ad	w1_d338e23858
Licitandum	w3_d338e23861
vor	w5_d338e23864
Gericht	w7_d338e23867
zu	w9_d338e23870
erscheinen	w11_d338e23873
wissen	w13_d338e23877
mögen.	w1_d338e23883
</p>
<p id="p6_d338e23886">
Von	w1_d338e23890
N.	w3_d338e23893
Richter,	w5_d338e23896
und	w7_d338e23899
Raht	w9_d338e23902
der	w11_d338e23905
Lands=fürstl.	w13_d338e23909
N.	w1_d338e23914
Oe.	w3_d338e23917
Stadt	w1_d338e23922
Kloster=neuburg	w3_d338e23925
wird	w5_d338e23928
hiemit	w7_d338e23931
je	w9_d338e23934
dermänniglich	w1_d338e23940
kund	w3_d338e23943
und	w5_d338e23946
zu	w7_d338e23949
wissen	w9_d338e23952
gemacht,	w11_d338e23955
was	w13_d338e23959
gestalten	w1_d338e23964
des	w3_d338e23967
verstorbenen	w5_d338e23970
Franz	w7_d338e23973
Ferdinand	w9_d338e23976
Kö	w11_d338e23979
gel,	w1_d338e23984
gewest	w3_d338e23987
Burgerl.	w5_d338e23990
Mühler=meisters	w7_d338e23993
alhier	w9_d338e23996
seel.	w11_d338e23999
vorhandene	w1_d338e24004
Verlassenschaft	w3_d338e24007
bestehend	w5_d338e24010
in	w7_d338e24013
einer	w9_d338e24016
sehr	w11_d338e24019
wolgebauten	w1_d338e24025
Behausung	w3_d338e24028
in	w5_d338e24031
der	w7_d338e24034
unteren	w9_d338e24037
Stadt	w11_d338e24040
daran	w1_d338e24045
stossenden	w3_d338e24048
Zier=garten	w5_d338e24051
und	w7_d338e24054
Hofstadt	w9_d338e24057
weingarten,	w1_d338e24062
nicht	w3_d338e24065
minder	w5_d338e24068
einer	w7_d338e24071
wol=gebauten	w9_d338e24074
Mühl	w11_d338e24077
in	w1_d338e24082
dem	w3_d338e24085
Kierlinger=bach	w5_d338e24088
mit	w7_d338e24091
2.	w9_d338e24094
Gängen,	w11_d338e24097
item	w13_d338e24101
einer	w1_d338e24107
Schrof=mühl,	w3_d338e24110
9	w5_d338e24113
Viertel	w7_d338e24116
in	w9_d338e24119
besten	w11_d338e24122
Rie	w13_d338e24126
den	w1_d338e24131
ligenden	w3_d338e24134
Wein=gärten,	w5_d338e24137
dann	w7_d338e24140
etwelchen	w9_d338e24143
hun	w11_d338e24146
dert	w1_d338e24151
Emer	w3_d338e24154
Wein	w5_d338e24157
1753	w7_d338e24160
1755	w9_d338e24163
1757	w11_d338e24166
und	w13_d338e24170
|	w15_d338e24173
1758	w17_d338e24176
gewächs	w1_d338e24181
mit	w3_d338e24184
oder	w5_d338e24187
ohne	w7_d338e24190
denen	w9_d338e24193
eisenen	w11_d338e24196
Bandfas	w13_d338e24200
sen,	w1_d338e24206
weiters	w3_d338e24209
verschiedenen	w5_d338e24212
Haus=mobilien,	w7_d338e24215
als	w9_d338e24218
Behtern,	w1_d338e24223
Lein=gewand,	w3_d338e24226
grossen	w5_d338e24229
Spiegeln,	w7_d338e24232
2.	w9_d338e24235
grossen	w1_d338e24240
Hang=leuchtern,	w3_d338e24243
andern	w5_d338e24246
Hang	w7_d338e24249
und	w9_d338e24252
6.	w11_d338e24255
Wand	w13_d338e24259
leuchtern,	w1_d338e24264
Bildern,	w3_d338e24267
Kästen,	w5_d338e24270
Zinn,	w7_d338e24273
Kupfer,	w9_d338e24276
Mes	w11_d338e24279
sing,	w1_d338e24285
ein	w3_d338e24288
und	w5_d338e24291
anderen	w7_d338e24294
Leibs=kleidungen,	w9_d338e24297
dann	w11_d338e24300
vieler	w13_d338e24304
anderen	w1_d338e24309
Haus=gerätschaft	w3_d338e24312
dem	w5_d338e24315
Meist=biettenden	w7_d338e24318
zu	w1_d338e24323
verkauffen	w3_d338e24326
seyen;	w5_d338e24329
Wer	w7_d338e24332
nun	w9_d338e24335
zu	w11_d338e24338
ein	w13_d338e24342
oder	w15_d338e24345
an	w17_d338e24348
deren	w1_d338e24353
Belieben	w3_d338e24356
traget	w5_d338e24359
der	w1_d338e24365
hat	w3_d338e24368
sich	w5_d338e24371
auf	w7_d338e24374
den	w9_d338e24377
26.	w1_d338e24382
künftigen	w3_d338e24385
Monats	w5_d338e24388
April	w7_d338e24391
fruh	w9_d338e24394
um	w11_d338e24397
9.	w13_d338e24401
Uhr	w15_d338e24404
in	w1_d338e24409
besagt=Köglischer	w3_d338e24412
Behausung	w5_d338e24415
einzufinden.	w7_d338e24418
So	w9_d338e24421
geschehen	w1_d338e24426
Kloster=neuburg	w3_d338e24429
den	w5_d338e24432
27.	w7_d338e24435
Martii	w9_d338e24438
1759.	w11_d338e24441
</p>
<p id="p12_d338e24455">
Don	w1_d338e24459
N.	w3_d338e24462
Richter	w5_d338e24465
und	w7_d338e24468
Räht	w9_d338e24471
der	w11_d338e24474
Landesfüirstl.	w13_d338e24478
N.	w1_d338e24483
Oe.	w3_d338e24486
Stadt	w5_d338e24489
Kloster=neuburg,	w7_d338e24492
wird	w9_d338e24495
hiemit	w11_d338e24498
je	w13_d338e24502
dermänniglich	w1_d338e24507
kund	w3_d338e24510
und	w5_d338e24513
zu	w7_d338e24516
wissen	w9_d338e24519
gemacht,	w11_d338e24522
was	w13_d338e24526
gestalten	w1_d338e24532
des	w3_d338e24535
Johann	w5_d338e24538
Lamberth	w7_d338e24541
Schreiner	w9_d338e24544
Bur	w11_d338e24547
gerlichen	w1_d338e24552
Handels=mann	w3_d338e24555
alhier,	w5_d338e24558
in	w7_d338e24561
der	w9_d338e24564
untern	w11_d338e24567
Stadt	w1_d338e24572
auf	w3_d338e24575
den	w5_d338e24578
Platz	w7_d338e24581
ligende	w9_d338e24584
Behausung	w11_d338e24587
sammt	w13_d338e24591
der	w1_d338e24596
Handlungs=gerechtigkeit,	w3_d338e24599
dem	w5_d338e24602
Meistbieten	w7_d338e24605
den	w1_d338e24611
zu	w3_d338e24614
verkauffen	w5_d338e24617
seye,	w7_d338e24620
wer	w9_d338e24623
nun	w11_d338e24626
hierzu	w13_d338e24630
belie	w15_d338e24633
ben	w1_d338e24638
traget,	w3_d338e24641
der	w5_d338e24644
hat	w7_d338e24647
sich	w9_d338e24650
auf	w11_d338e24653
den	w13_d338e24657
23.	w15_d338e24660
lauffenden	w17_d338e24663
Monats	w1_d338e24668
April,	w3_d338e24671
fruh	w5_d338e24674
um	w7_d338e24677
9.	w9_d338e24680
Uhr	w11_d338e24683
auf	w13_d338e24687
gemeiner	w15_d338e24690
Stadt	w1_d338e24695
Raht=hauseinzufinden,	w3_d338e24698
und	w5_d338e24701
der	w7_d338e24704
Licitation	w9_d338e24707
ab	w11_d338e24710
zuwarten.	w1_d338e24716
So	w3_d338e24719
geschehen	w5_d338e24722
Klosterneuburg	w7_d338e24725
den	w9_d338e24728
20.	w11_d338e24731
Martii	w1_d338e24736
1759.	w3_d338e24739
</p>
<p id="p14_d338e24742">
Von	w1_d338e24746
N.	w3_d338e24749
Richter	w5_d338e24752
und	w7_d338e24755
Raht	w9_d338e24758
der	w11_d338e24761
Landesfürstl	w13_d338e24765
N.	w1_d338e24770
Oe.	w3_d338e24773
Stadt	w5_d338e24776
Kloster=neuburg,	w7_d338e24779
wird	w9_d338e24782
hiemit	w11_d338e24785
je	w13_d338e24789
dermänniglich	w1_d338e24794
kund	w3_d338e24797
und	w5_d338e24800
zu	w7_d338e24803
wissen	w9_d338e24806
gemacht,	w11_d338e24809
was	w13_d338e24813
gestalten	w1_d338e24819
die	w3_d338e24822
in	w5_d338e24825
der	w7_d338e24828
Oberen	w9_d338e24831
Stadt	w11_d338e24834
auf	w13_d338e24838
dem	w15_d338e24841
Platz	w17_d338e24844
ligende	w1_d338e24849
Behausung	w3_d338e24852
zum	w5_d338e24855
goldenen	w7_d338e24858
Schöf	w9_d338e24861
genannt,	w11_d338e24864
sammt	w1_d338e24869
der	w3_d338e24872
darauf	w5_d338e24875
haftenden	w7_d338e24878
Wirts	w9_d338e24881
und	w11_d338e24884
Schank	w13_d338e24888
gerechtigkeit	w1_d338e24893
(worin	w3_d338e24896
ein	w5_d338e24899
Keller	w7_d338e24902
auf	w9_d338e24905
mehr	w11_d338e24908
dann	w13_d338e24912
3000.	w1_d338e24918
Eimer	w3_d338e24921
zu	w5_d338e24924
legen	w7_d338e24927
befindlich)	w9_d338e24930
nicht	w11_d338e24933
minder	w13_d338e24937
der	w1_d338e24942
daran	w3_d338e24945
stossende	w5_d338e24948
Obst	w7_d338e24951
und	w9_d338e24954
Graß=garten,	w11_d338e24957
dem	w13_d338e24961
Meist=bietenden	w1_d338e24966
zu	w3_d338e24969
verkauffen	w5_d338e24972
seye,	w7_d338e24975
wer	w9_d338e24978
nun	w11_d338e24981
so	w13_d338e24985
thane	w1_d338e24990
Behausung	w3_d338e24993
und	w5_d338e24996
Wirts=gerechtigkeit,	w7_d338e24999
käu	w9_d338e25002
flich	w1_d338e25008
an	w3_d338e25011
sich	w5_d338e25014
zu	w7_d338e25017
bringen	w9_d338e25020
willens	w11_d338e25023
ist,	w13_d338e25027
derjenige	w15_d338e25030
hat	w17_d338e25033
sich	w1_d338e25038
auf	w3_d338e25041
den	w5_d338e25044
23.	w7_d338e25047
künftigen	w9_d338e25050
Monats	w11_d338e25053
April	w13_d338e25057
fruh	w15_d338e25060
um	w1_d338e25065
9.	w3_d338e25068
Uhr	w5_d338e25071
auf	w7_d338e25074
gemeiner	w9_d338e25077
Stadt	w11_d338e25080
Raht=haus	w13_d338e25084
einzu	w15_d338e25087
finden,	w1_d338e25092
und	w3_d338e25095
der	w5_d338e25098
Licitation	w7_d338e25101
abzuwarten.	w9_d338e25104
So	w11_d338e25107
ge	w13_d338e25111
schehen	w1_d338e25117
Kloster=neuburg	w3_d338e25120
den	w5_d338e25123
20.	w7_d338e25126
Martii	w9_d338e25129
1759.	w11_d338e25132
</p>
<p id="p16_d338e25135">
Robertus	w1_d338e25139
Abbt,	w3_d338e25142
des	w5_d338e25145
Löbl.	w7_d338e25148
Stifts	w9_d338e25151
zu	w11_d338e25154
denen	w13_d338e25158
Schot	w15_d338e25161
ten	w1_d338e25166
in	w3_d338e25169
Wien	w5_d338e25172
fügen	w7_d338e25175
hiemit	w9_d338e25178
zu	w11_d338e25181
vernehmen	w13_d338e25185
an,	w15_d338e25188
es	w17_d338e25191
seye	w1_d338e25196
auf	w3_d338e25199
des	w5_d338e25202
Advocati	w7_d338e25205
causarum	w9_d338e25208
piarum	w11_d338e25211
Hrn.	w13_d338e25215
Leo	w15_d338e25218
pold	w1_d338e25224
Franz	w3_d338e25227
von	w5_d338e25230
Werner	w7_d338e25233
wider	w9_d338e25236
den	w11_d338e25239
gerichtlich	w13_d338e25243
ver	w15_d338e25246
ordneten	w1_d338e25251
Hrn.	w3_d338e25254
Johann	w5_d338e25257
Graf=Kufsteinischen	w7_d338e25260
Hrn.	w9_d338e25263
Curatorem	w1_d338e25268
bonorum	w3_d338e25271
wegen	w5_d338e25274
schuldigen	w7_d338e25277
10000.	w9_d338e25280
fl.	w11_d338e25283
Capital	w1_d338e25288
auf	w3_d338e25291
fernes	w5_d338e25294
Anlangen	w7_d338e25297
über	w9_d338e25300
ehehin	w11_d338e25303
affigirt	w13_d338e25307
