<doc id="wr_1763-03-09" attrs="word" year="1763" month="03" day="09" corpus="2">
<head id="h2_d741e3075">
Schluß	w1_d741e3079
in	w3_d741e21118
der	w5_d741e21121
rabbinischen,	w7_d741e21124
sprischen	w9_d741e21127
undschal	w11_d741e21130
däischen	w1_d741e21135
erfahren.	w3_d741e21138
</p>
<p id="p32_d741e21141">
Dieser	w1_d741e21145
letztere	w3_d741e21148
schrieb	w5_d741e21151
ein	w7_d741e21154
Opuiscilum	w9_d741e21157
de	w11_d741e21160
weterumchpeis,	w1_d741e21165
welches	w3_d741e21168
im	w5_d741e21171
J.	w7_d741e21174
1751.	w9_d741e21177
zu	w11_d741e21180
Lei	w13_d741e21184
den	w1_d741e21189
bey	w3_d741e21192
dem	w5_d741e21195
Buchdeucker	w7_d741e21198
Luzac	w9_d741e21201
in	w11_d741e21204
4.	w13_d741e21208
heraus	w15_d741e21211
kam:	w1_d741e21217
und	w3_d741e21220
erst	w5_d741e21223
noch	w7_d741e21226
1757.	w9_d741e21229
erhielten	w11_d741e21232
wir	w13_d741e21236
ein	w15_d741e21239
anderes	w1_d741e21244
de	w3_d741e21247
antiquis	w5_d741e21250
duri,	w7_d741e21253
argenti	w9_d741e21256
stanni,	w11_d741e21259
teris,	w13_d741e21263
ferri	w1_d741e21268
plumbique	w3_d741e21271
fodinis.	w5_d741e21274
gedruckt	w7_d741e21277
hier	w9_d741e21280
bey	w11_d741e21283
Joh.	w1_d741e21288
Thom.	w3_d741e21291
Trattner	w5_d741e21294
in	w7_d741e21297
4.	w9_d741e21300
Jn	w11_d741e21303
dem	w13_d741e21307
zweyten	w15_d741e21310
Theile	w1_d741e21316
wird	w3_d741e21319
von	w5_d741e21322
der	w7_d741e21325
Erzeugung	w9_d741e21328
der	w11_d741e21331
Erzte	w13_d741e21335
nach	w15_d741e21338
der	w1_d741e21343
Phisik	w3_d741e21346
der	w5_d741e21349
Alten,	w7_d741e21352
und	w9_d741e21355
von	w11_d741e21358
ihrer	w13_d741e21362
Art,	w15_d741e21365
sel	w17_d741e21368
bige	w1_d741e21373
zu	w3_d741e21376
schmelzen,	w5_d741e21379
gehandelt.	w7_d741e21382
So	w9_d741e21385
alt,	w11_d741e21388
und	w13_d741e21392
insonderheit	w1_d741e21397
von	w3_d741e21400
Steinschmerzen	w5_d741e21403
geplagt	w7_d741e21406
er	w9_d741e21409
war,	w1_d741e21415
so	w3_d741e21418
konte	w5_d741e21421
doch	w7_d741e21424
seine	w9_d741e21427
Feder	w11_d741e21430
micht	w13_d741e21434
ruhen.	w15_d741e21437
Er	w1_d741e21442
nahm	w3_d741e21445
sein	w5_d741e21448
Buch	w7_d741e21451
de	w9_d741e21454
chpeis	w11_d741e21457
wieder	w13_d741e21461
zur	w15_d741e21464
Hand,	w1_d741e21469
und	w3_d741e21472
vermehrte	w5_d741e21475
es	w7_d741e21478
mit	w9_d741e21481
noch	w11_d741e21484
so	w13_d741e21488
viel	w15_d741e21491
Zu	w17_d741e21494
sätzen,	w1_d741e21499
in	w3_d741e21502
dem	w5_d741e21505
Vorhaben,	w7_d741e21508
es	w9_d741e21511
hernach	w11_d741e21514
unter	w13_d741e21518
der	w1_d741e21524
Aufschrift	w3_d741e21527
de	w5_d741e21530
armis	w7_d741e21533
veterum	w9_d741e21536
hier	w11_d741e21539
auflegen	w13_d741e21543
zu	w1_d741e21548
lassen.	w3_d741e21551
Allein	w5_d741e21554
die	w7_d741e21557
Langsamkeit	w9_d741e21560
des	w11_d741e21563
Buch	w13_d741e21567
druckers	w1_d741e21572
und	w3_d741e21575
andere	w5_d741e21578
Hindernisse	w7_d741e21581
waren	w9_d741e21584
Ursache,	w11_d741e21587
daß	w1_d741e21592
er	w3_d741e21595
die	w5_d741e21598
Erfüllung	w7_d741e21601
dieses	w9_d741e21604
Verlangens	w11_d741e21607
vor	w13_d741e21611
seinem	w15_d741e21614
Tode	w1_d741e21620
nicht	w3_d741e21623
vollbracht	w5_d741e21626
sehen	w7_d741e21629
konte.	w9_d741e21632
Es	w11_d741e21635
liegt	w13_d741e21639
das	w15_d741e21642
Werk	w1_d741e21647
noch	w3_d741e21650
im	w5_d741e21653
Manuscript,	w7_d741e21656
und	w9_d741e21659
erwartet	w11_d741e21662
einen	w13_d741e21666
Verleger.	w1_d741e21671
Wie,	w3_d741e21674
solte	w5_d741e21677
man	w7_d741e21680
wol	w9_d741e21683
zweifeln	w11_d741e21686
dörfen,	w13_d741e21690
daß	w15_d741e21693
sich	w1_d741e21698
einer	w3_d741e21701
finden	w5_d741e21704
werde?	w7_d741e21707
</p>
<p id="p34_d741e21710">
Eben	w1_d741e21714
so	w3_d741e21717
sehr	w5_d741e21720
wäre	w7_d741e21723
zu	w9_d741e21726
wünschen,	w11_d741e21729
daß	w13_d741e21733
jemand	w15_d741e21736
die	w17_d741e21739
Uebersetzung	w1_d741e21744
und	w3_d741e21747
Herausgabe	w5_d741e21750
des	w7_d741e21753
Antheneii	w9_d741e21756
Trallia-	w11_d741e21759
mi	w1_d741e21764
de	w3_d741e21767
admirabilibus	w5_d741e21770
ma	w7_d741e21773
chinis,	w9_d741e21776
dessen	w11_d741e21779
griechische	w13_d741e21783
Ur	w15_d741e21786
schrift	w1_d741e21792
inder	w3_d741e21795
kais.	w5_d741e21798
kön.	w7_d741e21801
Bibliothek	w9_d741e21804
hier	w11_d741e21807
aufbehalten	w13_d741e21811
wird,	w1_d741e21816
zum	w3_d741e21819
Vortheile	w5_d741e21822
der	w7_d741e21825
Baukunst	w9_d741e21828
übernehmen	w11_d741e21831
möchte.	w1_d741e21836
Wie	w3_d741e21839
sehr	w5_d741e21842
verdiente	w7_d741e21845
nicht	w9_d741e21848
auch	w11_d741e21851
des	w13_d741e21855
Guidi	w15_d741e21858
Ubaldi	w1_d741e21863
marchionis	w3_d741e21866
Montis	w5_d741e21869
Liber	w7_d741e21872
mechanicorum,	w9_d741e21875
welches	w1_d741e21881
in	w3_d741e21884
Jtalien	w5_d741e21887
selbst	w7_d741e21890
ungemein	w9_d741e21893
rar	w11_d741e21896
ist,	w13_d741e21900
und	w15_d741e21903
von	w17_d741e21906
zunserm	w1_d741e21911
Garofalo	w3_d741e21914
so	w5_d741e21917
sehr	w7_d741e21920
belobet	w9_d741e21923
worden,	w11_d741e21926
in	w13_d741e21930
der	w15_d741e21933
nämlichen	w1_d741e21938
Absicht	w3_d741e21941
wieder	w5_d741e21944
aufgelegt	w7_d741e21947
zu	w9_d741e21950
werden.	w11_d741e21953
Wer	w13_d741e21957
den	w1_d741e21962
unsere	w3_d741e21965
Leser	w5_d741e21968
es	w7_d741e21971
erlauben,	w9_d741e21974
daß	w11_d741e21977
wir	w13_d741e21981
hier	w15_d741e21984
zum	w17_d741e21987
Be	w19_d741e21990
schluße	w1_d741e21996
eine	w3_d741e21999
kleine	w5_d741e22002
Anekdote	w7_d741e22005
anführen?	w9_d741e22008
warum	w11_d741e22011
nicht?	w1_d741e22016
liest	w3_d741e22019
man	w5_d741e22022
doch	w7_d741e22025
von	w9_d741e22028
dem	w11_d741e22031
großen	w13_d741e22035
Petrarcha	w15_d741e22038
eine	w17_d741e22041
fast	w1_d741e22046
gleiche.	w3_d741e22049
Die	w5_d741e22052
Hausgesellschaft	w7_d741e22055
unsers	w9_d741e22058
sel.	w11_d741e22061
Adate	w13_d741e22065
Garofalo	w1_d741e22070
war	w3_d741e22073
eine	w5_d741e22076
Katze,	w7_d741e22079
mit	w9_d741e22082
welcher	w11_d741e22085
er	w13_d741e22089
oft	w15_d741e22092
philoso	w17_d741e22095
phirte;	w1_d741e22101
von	w3_d741e22104
ihren	w5_d741e22107
Scherzen,	w7_d741e22110
Sprüngen	w9_d741e22113
und	w11_d741e22116
Schmei	w13_d741e22120
cheleyen	w1_d741e22125
Gelegenheit	w3_d741e22128
zu	w5_d741e22131
den	w7_d741e22134
tiefsinnigsten	w9_d741e22137
Betrach	w11_d741e22140
tungen	w1_d741e22145
nahm,	w3_d741e22148
und	w5_d741e22151
dabey	w7_d741e22154
carthesianische,	w9_d741e22157
malbrau	w11_d741e22160
chische,	w1_d741e22165
und	w3_d741e22168
leibnitzische,	w5_d741e22171
auch	w7_d741e22174
wol	w9_d741e22177
moral.	w11_d741e22180
und	w13_d741e22184
theol.	w15_d741e22187
Anmerkungen	w1_d741e22193
in	w3_d741e22196
Gegenwart	w5_d741e22199
guter	w7_d741e22202
Freunde	w9_d741e22205
machte.	w11_d741e22208
</p>
<list id="l38_d741e22214">
Johann	w1_d741e22218
Paul	w3_d741e22221
Krauß,	w5_d741e22224
Buchhändler	w7_d741e22227
allhier,	w9_d741e22230
hat	w11_d741e22233
</list>
<p id="p40_d741e22237">
Jo	w1_d741e22241
Paul	w3_d741e22244
Krauß,	w5_d741e22247
Buchhändler	w7_d741e22250
allhier,	w9_d741e22253
hat	w11_d741e22256
ein	w1_d741e22261
neues	w3_d741e22264
Buch	w5_d741e22267
in	w7_d741e22270
Folio	w9_d741e22273
verlegt,	w11_d741e22276
genannt:	w13_d741e22280
Ni-	w15_d741e22283
colai	w1_d741e22288
Josephi	w3_d741e22291
Jacquin	w5_d741e22294
Selectarum	w7_d741e22297
Stirpium	w9_d741e22300
Ame-	w11_d741e22303
tricanarum	w1_d741e22309
Historia,	w3_d741e22312
in	w5_d741e22315
qua	w7_d741e22318
ad	w9_d741e22321
Linnæanum	w11_d741e22324
si	w13_d741e22328
stema	w1_d741e22333
dererminatæ	w3_d741e22336
descriptæque	w5_d741e22339
sistunt	w7_d741e22342
er	w9_d741e22345
plana	w11_d741e22348
illæ,	w1_d741e22353
quas	w3_d741e22356
in	w5_d741e22359
Insulis	w7_d741e22362
Jamaica,	w9_d741e22365
Domingo,	w11_d741e22368
aliis-	w13_d741e22372
que	w1_d741e22377
&	w3_d741e22380
in	w5_d741e22383
vicinæ	w7_d741e22386
icontinentis	w9_d741e22389
parte	w11_d741e22392
observavis	w13_d741e22396
rariores;	w1_d741e22402
adjectis	w3_d741e22405
iconibus	w5_d741e22408
in	w7_d741e22411
solo	w9_d741e22414
natali	w11_d741e22417
delinea-	w13_d741e22421
tis.	w1_d741e22426
Dieses	w3_d741e22429
Werk	w5_d741e22432
verspricht	w7_d741e22435
sich	w9_d741e22438
den	w11_d741e22441
Beyfall	w13_d741e22445
ides	w1_d741e22450
Publici	w3_d741e22453
um	w5_d741e22456
desto	w7_d741e22459
sicherer,	w9_d741e22462
weil	w11_d741e22465
die	w13_d741e22469
183.	w15_d741e22472
Ku	w17_d741e22475
ipfer=tafeln,	w1_d741e22480
mit	w3_d741e22483
denen	w5_d741e22486
es	w7_d741e22489
geschmücket	w9_d741e22492
ist,	w11_d741e22495
auf	w13_d741e22499
das	w1_d741e22505
genaueste	w3_d741e22508
und	w5_d741e22511
in	w7_d741e22514
der	w9_d741e22517
natürlichen	w11_d741e22520
Grosse	w13_d741e22524
der	w15_d741e22527
Uebendigen	w1_d741e22532
Pflanzen,	w3_d741e22535
durch	w5_d741e22538
den	w7_d741e22541
Autor	w9_d741e22544
selbst	w11_d741e22547
bey	w13_d741e22551
seinem	w1_d741e22556
Aufenthalte	w3_d741e22559
in	w5_d741e22562
America,	w7_d741e22565
wohin	w9_d741e22568
er	w11_d741e22571
sich	w13_d741e22575
auf	w1_d741e22580
Befehl	w3_d741e22583
Sr.	w5_d741e22586
Majestät	w7_d741e22589
des	w9_d741e22592
Kaisers	w11_d741e22595
verfüget,	w13_d741e22599
abgezeichnet	w1_d741e22605
sind.	w3_d741e22608
Der	w5_d741e22611
Preiß	w7_d741e22614
ist	w9_d741e22617
15.	w11_d741e22620
fl.	w13_d741e22624
</p>
<list id="l42_d741e22627">
Auch	w1_d741e22631
ist	w3_d741e22634
daselbst	w5_d741e22637
zu	w7_d741e22640
haben:	w9_d741e22643
Die	w11_d741e22646
durch	w13_d741e22650
ihre	w15_d741e22653
Tugend	w1_d741e22658
zu	w3_d741e22661
hohen	w5_d741e22664
Ehren	w7_d741e22667
gelangte	w9_d741e22670
Bäuerin,	w11_d741e22673
in	w13_d741e22677
lden	w1_d741e22682
besondern	w3_d741e22685
Begebenheiten	w5_d741e22688
der	w7_d741e22691
Marquise	w9_d741e22694
von	w11_d741e22697
L.	w1_d741e22703
V.	w3_d741e22706
aus	w5_d741e22709
dem	w7_d741e22712
Französischen	w9_d741e22715
des	w11_d741e22718
Hrn.	w13_d741e22722
von	w15_d741e22725
Ma	w17_d741e22728
rivaux	w1_d741e22733
übersetzt,	w3_d741e22736
mit	w5_d741e22739
Kupfern,	w7_d741e22742
8vo	w9_d741e22745
Frankfurt,	w11_d741e22748
1.	w1_d741e22753
fl.	w3_d741e22756
42.	w5_d741e22759
kr.	w7_d741e22762
Geschichte	w1_d741e22767
des	w3_d741e22770
Joseph	w5_d741e22773
Andrews,	w7_d741e22776
Bruders	w9_d741e22779
der	w11_d741e22782
Pamela	w1_d741e22788
von	w3_d741e22791
Fielding,	w5_d741e22794
mit	w7_d741e22797
Kupf.	w9_d741e22800
gr.	w11_d741e22803
4vo	w13_d741e22807
Leipz.	w15_d741e22810
1761.	w1_d741e22815
2.	w3_d741e22818
fl.	w5_d741e22821
Marret	w1_d741e22826
Dictionnaire	w3_d741e22829
Oeconomique,	w5_d741e22832
contenant	w7_d741e22835
divers	w1_d741e22840
Moiens	w3_d741e22843
d'augmentes	w5_d741e22846
son	w7_d741e22849
bien	w9_d741e22852
&	w11_d741e22855
de	w13_d741e22859
con-	w15_d741e22862
server	w1_d741e22868
sa	w3_d741e22871
Santé,	w5_d741e22874
avec	w7_d741e22877
le	w9_d741e22880
supplement,	w11_d741e22883
2.	w13_d741e22887
volum.	w15_d741e22890
avec	w1_d741e22895
figures.	w3_d741e22898
grand	w5_d741e22901
fol.	w7_d741e22904
Amsterdam,	w9_d741e22907
in	w11_d741e22910
2.	w13_d741e22914
Franz	w15_d741e22917
bänden,	w1_d741e22922
30.	w3_d741e22925
fl.	w5_d741e22928
</list>
<list id="l44_d741e22932">
Jn	w1_d741e22936
des	w3_d741e22939
Herm.	w5_d741e22942
Jos.	w7_d741e22945
Krüchtens	w9_d741e22948
Buchhandlung	w11_d741e22951
bey	w13_d741e22955
</list>
<list id="l46_d741e22959">
XIV.	w1_d741e22963
P.	w3_d741e22966
M.	w5_d741e22969
4tosmaj.	w7_d741e22972
Vetero-Pragæ,	w9_d741e22975
11759.	w11_d741e22978
1.	w13_d741e22982
fl.	w15_d741e22985
24.	w1_d741e22990
kkr.	w3_d741e22993
Des	w1_d741e22998
Herrn	w3_d741e23001
Abts	w5_d741e23004
Ladvocat	w7_d741e23007
historisches	w9_d741e23010
Hand	w11_d741e23013
wörterbuch,	w1_d741e23019
woinnen	w3_d741e23022
von	w5_d741e23025
den	w7_d741e23028
Patriarchen,	w9_d741e23031
Kai	w11_d741e23034
sern,	w1_d741e23039
Königen,	w3_d741e23042
grosser	w5_d741e23045
Feld=herren,	w7_d741e23048
heidnischen	w9_d741e23051
Gottheiten	w1_d741e23056
rc.	w3_d741e23059
rc.	w5_d741e23062
Nachricht	w7_d741e23065
ertheilet	w9_d741e23068
wird,	w11_d741e23071
4ter	w13_d741e23075
und	w1_d741e23080
letzter	w3_d741e23083
Theil,	w5_d741e23086
gr.	w7_d741e23089
8vo	w9_d741e23092
Ulm,	w11_d741e23095
1763.	w13_d741e23099
2.	w15_d741e23102
fl.	w17_d741e23105
30.	w19_d741e23108
kr.	w21_d741e23111
NB.	w1_d741e23117
Es	w3_d741e23120
sind	w5_d741e23123
auch	w7_d741e23126
die	w9_d741e23129
ersten	w11_d741e23132
3.	w13_d741e23136
Theile	w15_d741e23139
wieder	w17_d741e23142
angekommen.	w1_d741e23147
</list>
<p id="p48_d741e23152">
den	w1_d741e23156
Sünders	w3_d741e23159
über	w5_d741e23162
die	w7_d741e23165
sieben	w9_d741e23168
Buß=psalmen	w11_d741e23171
Da	w13_d741e23175
</p>
<p id="p50_d741e23178">
JEsu	w1_d741e23182
Christi	w3_d741e23185
durch	w5_d741e23188
fünf	w7_d741e23191
und	w9_d741e23194
zwanzig	w11_d741e23197
Betrachtun	w13_d741e23201
gen	w1_d741e23206
erleuchtet,	w3_d741e23209
nebst	w5_d741e23212
der	w7_d741e23215
Weiß	w9_d741e23218
die	w11_d741e23221
Kron	w13_d741e23225
der	w15_d741e23228
H.	w17_d741e23231
Wunden	w1_d741e23236
Christi	w3_d741e23239
zu	w5_d741e23242
betten,	w7_d741e23245
8vo	w9_d741e23248
mit	w11_d741e23251
Kupf.	w13_d741e23255
Aug	w15_d741e23258
spurg,	w1_d741e23264
1.	w3_d741e23267
fl.	w5_d741e23270
ohne	w7_d741e23273
Kupf.	w9_d741e23276
45.	w11_d741e23279
kr.	w13_d741e23283
</p>
<list id="l52_d741e23286">
der	w1_d741e23290
Welt=kugel	w3_d741e23293
im	w5_d741e23296
Seitzer=hof	w7_d741e23299
ist	w9_d741e23302
zu	w11_d741e23305
haben:	w13_d741e23309
Commentarius	w1_d741e23314
de	w3_d741e23317
Vita	w5_d741e23320
&	w7_d741e23323
Sctiptis	w9_d741e23326
Benedicti	w11_d741e23329
Engelberti	w1_d741e23334
Capuciner=ordens	w3_d741e23337
Christliches	w5_d741e23340
mit	w7_d741e23343
allerhand	w1_d741e23349
den	w3_d741e23352
Tag	w5_d741e23355
hindurch	w7_d741e23358
üblichen	w9_d741e23361
Andachten	w11_d741e23364
eingerichtetes	w1_d741e23369
und	w3_d741e23372
vermehrtes	w5_d741e23375
LeßKranken	w7_d741e23378
und	w9_d741e23381
Bett=buch,	w1_d741e23386
zum	w3_d741e23389
Nutzen,	w5_d741e23392
Trost	w7_d741e23395
und	w9_d741e23398
Gebrauch	w11_d741e23401
aller	w1_d741e23406
Stände	w3_d741e23409
auf	w5_d741e23412
inständiges	w7_d741e23415
Anhalten	w9_d741e23418
das	w11_d741e23421
sechste	w13_d741e23425
mal	w1_d741e23431
in	w3_d741e23434
Druck	w5_d741e23437
gegeben,	w7_d741e23440
8vo	w9_d741e23443
Günßburg,	w11_d741e23446
1761.	w13_d741e23450
42.	w1_d741e23455
kr.	w3_d741e23458
Mutz,	w1_d741e23463
P.	w3_d741e23466
Sebast.	w5_d741e23469
Betrachtungen	w7_d741e23472
eines	w9_d741e23475
reuen	w11_d741e23478
vids,	w1_d741e23483
8vo	w3_d741e23486
Pest,	w5_d741e23489
1759.	w7_d741e23492
30.	w9_d741e23495
kr.	w11_d741e23498
Alt	w1_d741e23504
und	w3_d741e23507
neue	w5_d741e23510
Kron	w7_d741e23513
der	w9_d741e23516
heiligsten	w11_d741e23519
Wunden	w13_d741e23523
</list>
<p id="p54_d741e23527">
Hebdomada	w1_d741e23531
sancta	w3_d741e23534
elucidata,	w5_d741e23537
sive	w7_d741e23540
officium	w9_d741e23543
heb-	w11_d741e23546
domadæ	w1_d741e23551
sanctæ	w3_d741e23554
secundum	w5_d741e23557
Missale	w7_d741e23560
&	w9_d741e23563
Breviarium	w11_d741e23566
hodiernum,	w1_d741e23571
accessit	w3_d741e23574
cujusque	w5_d741e23577
diei,	w7_d741e23580
in	w9_d741e23583
structio	w11_d741e23586
cir-	w13_d741e23590
ca	w1_d741e23596
sacras	w3_d741e23599
Ceremonias	w5_d741e23602
eodem	w7_d741e23605
die	w9_d741e23608
observandas,	w11_d741e23611
8vo	w1_d741e23616
cum	w3_d741e23619
fig.	w5_d741e23622
Günsburgi	w7_d741e23625
1761.	w9_d741e23628
1.	w11_d741e23631
fl.	w13_d741e23635
Les	w1_d741e23640
Souffragées	w3_d741e23643
de	w5_d741e23646
Notre	w7_d741e23649
Seigneur	w9_d741e23652
JEsus	w11_d741e23655
Christ	w13_d741e23659
par	w1_d741e23664
le	w3_d741e23667
P.	w5_d741e23670
Thoinas	w7_d741e23673
de	w9_d741e23676
Jlsus,	w11_d741e23679
Lion,	w13_d741e23683
1754.	w15_d741e23686
4	w17_d741e23689
To-	w19_d741e23692
mes	w1_d741e23698
12mo,	w3_d741e23701
2.	w5_d741e23704
fl.	w7_d741e23707
30.	w9_d741e23710
kr.	w11_d741e23713
</p>
<list id="l56_d741e23716">
Künftigen	w1_d741e23720
Montag	w3_d741e23723
als	w5_d741e23726
den	w7_d741e23729
14.	w9_d741e23732
Monats	w11_d741e23735
Mar	w13_d741e23739
</list>
<p id="p58_d741e23743">
Künftigen	w1_d741e23747
Montag	w3_d741e23750
als	w5_d741e23753
den	w7_d741e23756
14.	w9_d741e23759
Monats	w11_d741e23762
Mar	w13_d741e23766
tii	w1_d741e23771
werden	w3_d741e23774
Vormittag	w5_d741e23777
von	w7_d741e23780
9.	w9_d741e23783
bbis	w11_d741e23786
12.	w13_d741e23790
Nachmit	w15_d741e23793
tag	w1_d741e23798
aber	w3_d741e23801
von	w5_d741e23804
3.	w7_d741e23807
bis	w9_d741e23810
6.	w11_d741e23813
Uhr,	w13_d741e23817
verschiedene	w15_d741e23820
Verlas	w17_d741e23823
senschafts=effecten,	w1_d741e23829
als	w3_d741e23832
eine	w5_d741e23835
goldene	w7_d741e23838
Minuten=uhr,	w9_d741e23841
Ring	w1_d741e23846
mit	w3_d741e23849
Rauten	w5_d741e23852
und	w7_d741e23855
etwas	w9_d741e23858
Silber,	w11_d741e23861
wie	w13_d741e23865
auch	w15_d741e23868
Manns=kleider,	w1_d741e23873
Wäsch,	w3_d741e23876
Spiegel,	w5_d741e23879
Tisch,	w7_d741e23882
Kästen,	w9_d741e23885
Sessel,	w1_d741e23890
ein	w3_d741e23893
4sitziger	w5_d741e23896
Wagen,	w7_d741e23899
und	w9_d741e23902
ein	w11_d741e23905
Parutsch,	w13_d741e23909
verschiedene	w1_d741e23915
Bilder,	w3_d741e23918
Zinn,	w5_d741e23921
Kupfer,	w7_d741e23924
Meßing	w9_d741e23927
und	w11_d741e23930
andere	w1_d741e23935
Fahrnussen,	w3_d741e23938
auf	w5_d741e23941
dem	w7_d741e23944
Neustift	w9_d741e23947
zu	w11_d741e23950
St.	w13_d741e23954
Ul	w15_d741e23957
trich	w1_d741e23962
bey	w3_d741e23965
dem	w5_d741e23968
goldenen	w7_d741e23971
Kreutz	w9_d741e23974
licitando	w11_d741e23977
verkaufet	w13_d741e23981
werden.	w1_d741e23986
</p>
<list id="l60_d741e23990">
Es	w1_d741e23994
ist	w3_d741e23997
in	w5_d741e24000
der	w7_d741e24003
Landes=fürstl.	w9_d741e24006
Stadt	w11_d741e24009
Freystndt	w13_d741e24013
in	w15_d741e24016
</list>
<p id="p62_d741e24020">
Es	w1_d741e24024
ist	w3_d741e24027
in	w5_d741e24030
der	w7_d741e24033
Landes=fürstl.	w9_d741e24036
Stadt	w11_d741e24039
Freystndt	w13_d741e24043
in	w15_d741e24046
Ober=österreich	w1_d741e24051
die	w3_d741e24054
Apothecken	w5_d741e24057
zum	w7_d741e24060
goldenen	w9_d741e24063
Lö	w11_d741e24066
wen	w1_d741e24071
ohne	w3_d741e24074
Haus	w5_d741e24077
(welche	w7_d741e24080
vor	w9_d741e24083
25.	w11_d741e24086
Jahren	w13_d741e24090
um	w15_d741e24093
1700.	w17_d741e24096
fl.	w1_d741e24102
erkauft	w3_d741e24105
worden)	w5_d741e24108
dermalen	w7_d741e24111
wiederum	w9_d741e24114
an	w11_d741e24117
den	w13_d741e24121
Meistbietenden	w1_d741e24126
zu	w3_d741e24129
verkaufen,	w5_d741e24132
wer	w7_d741e24135
demnach	w9_d741e24138
Belie	w11_d741e24141
ben	w1_d741e24146
traget,	w3_d741e24149
solche	w5_d741e24152
an	w7_d741e24155
sich	w9_d741e24158
zu	w11_d741e24161
bringen,	w13_d741e24165
kan	w15_d741e24168
entwe	w17_d741e24171
ders	w1_d741e24176
selbe	w3_d741e24179
in	w5_d741e24182
Augenschein	w7_d741e24185
zu	w9_d741e24188
nehmen	w11_d741e24191
sich	w13_d741e24195
nacher	w15_d741e24198
Freystadt	w1_d741e24204
persönlich	w3_d741e24207
verfügen,	w5_d741e24210
oder	w7_d741e24213
aber	w9_d741e24216
hierwegen	w11_d741e24219
mittelst	w1_d741e24224
der	w3_d741e24227
Correspondenz	w5_d741e24230
an	w7_d741e24233
den	w9_d741e24236
daselbstigen	w11_d741e24239
Burgermeister	w1_d741e24244
Hrn.	w3_d741e24247
Joh.	w5_d741e24250
Mich.	w7_d741e24253
Winkler	w9_d741e24256
sich	w11_d741e24259
wende.	w13_d741e24263
</p>
<list id="l64_d741e24266">
Es	w1_d741e24270
ist	w3_d741e24273
in	w5_d741e24276
der	w7_d741e24279
Stadt	w9_d741e24282
Horn	w11_d741e24285
in	w13_d741e24289
Vierteloberman	w15_d741e24292
</list>
<p id="p66_d741e24296">
Es	w1_d741e24300
ist	w3_d741e24303
in	w5_d741e24306
der	w7_d741e24309
Stadt	w9_d741e24312
Horn	w11_d741e24315
in	w13_d741e24319
Vierteloberman	w15_d741e24322
hartsberg	w1_d741e24327
das	w3_d741e24330
Fabrische	w5_d741e24333
Haus,	w7_d741e24336
so	w9_d741e24339
wol	w11_d741e24342
gebaut,	w13_d741e24346
mit	w15_d741e24349
zwey	w1_d741e24354
abgetheilten	w3_d741e24357
Stöcken	w5_d741e24360
und	w7_d741e24363
Gewölber,	w9_d741e24366
nebst	w11_d741e24369
Stallungen,	w1_d741e24375
Stadel	w3_d741e24378
und	w5_d741e24381
Wagen=schupfen	w7_d741e24384
alltäg	w9_d741e24387
tlich	w1_d741e24392
um	w3_d741e24395
einen	w5_d741e24398
billigen	w7_d741e24401
Preis	w9_d741e24404
zu	w11_d741e24407
verkauffen,	w13_d741e24411
und	w15_d741e24414
ist	w1_d741e24419
sich	w3_d741e24422
hierumen	w5_d741e24425
in	w7_d741e24428
Wien	w9_d741e24431
auf	w11_d741e24434
der	w13_d741e24438
hohen	w15_d741e24441
Brucken	w17_d741e24444
im	w1_d741e24449
Frechischen	w3_d741e24452
Haus	w5_d741e24455
im	w7_d741e24458
ersten	w9_d741e24461
Stock,	w11_d741e24464
oder	w13_d741e24468
in	w15_d741e24471
da	w17_d741e24474
selbstigen	w1_d741e24480
Haus	w3_d741e24483
in	w5_d741e24486
Horn	w7_d741e24489
anzufragen.	w9_d741e24492
</p>
<list id="l68_d741e24495">
Ein	w1_d741e24499
wolerfahrner	w3_d741e24502
Mensch	w5_d741e24505
suchet	w7_d741e24508
als	w9_d741e24511
Hausoffi	w11_d741e24514
</list>
<p id="p70_d741e24518">
Ein	w1_d741e24522
wolerfahrner	w3_d741e24525
Mensch	w5_d741e24528
suchet	w7_d741e24531
als	w9_d741e24534
Hausoffi	w11_d741e24537
cier,	w1_d741e24542
oder	w3_d741e24545
was	w5_d741e24548
immer	w7_d741e24551
seyn	w9_d741e24554
mag,	w11_d741e24557
zu	w13_d741e24561
einer	w15_d741e24564
Herr	w17_d741e24567
schaft	w1_d741e24572
in	w3_d741e24575
Dienste	w5_d741e24578
zu	w7_d741e24581
gehen;	w9_d741e24584
er	w11_d741e24587
kanllesen,	w13_d741e24591
schrei	w15_d741e24594
ben,	w1_d741e24600
auch	w3_d741e24603
rechnen,	w5_d741e24606
verstehet	w7_d741e24609
die	w9_d741e24612
Haus=wirthschaft,	w11_d741e24615
sowol	w1_d741e24620
von	w3_d741e24623
Pferden,	w5_d741e24626
als	w7_d741e24629
Schweitzereyen,	w9_d741e24632
kan	w11_d741e24635
ac	w13_d741e24639
ccommodiren,	w1_d741e24644
barbiren,	w3_d741e24647
ist	w5_d741e24650
auch	w7_d741e24653
im	w9_d741e24656
Kochen	w11_d741e24659
sehr	w13_d741e24663
wol	w1_d741e24668
practiciret,	w3_d741e24671
weme	w5_d741e24674
etwann	w7_d741e24677
beliebete	w9_d741e24680
densel	w11_d741e24683
ben	w1_d741e24689
in	w3_d741e24692
Dienst	w5_d741e24695
