<doc id="edoc_wd_1753-07-07" attrs="word" year="1753" month="07" day="07" corpus="1">
<p id="p4">
Jn	w33
groß	w8950
ein	w8951
Haasen	w8952
<g/>
,
von	w8954
König	w8955
<g/>
.
44	w8957
<g/>
.
1	w8959
<g/>
.
kleines	w8961
Landschäftel	w8962
<g/>
,
von	w8964
Lecler	w8965
<g/>
,
hoch	w8967
9½	w8968
Zoll	w8969
<g/>
,
breit	w8971
13	w8972
<g/>
.
Zoll	w8974
<g/>
.
46	w8976
<g/>
.
Ein	w8978
Bauren	w8979
<g/>
=
Tanz	w8981
<g/>
,
von	w8983
Passan	w8984
<g/>
,
hoch	w8986
15	w8987
<g/>
.
Zoll	w8989
<g/>
,
breit	w8991
13	w8992
<g/>
.
Zoll	w8994
<g/>
.
47	w8996
Ein	w8997
Kopf	w8998
<g/>
,
von	w9000
Lanfranco	w9001
<g/>
.
48	w9003
Deto	w9004
Kopf	w9005
<g/>
,
von	w9007
Quido	w9008
<g/>
.
49	w9010
1	w9011
<g/>
.
Deto	w9013
von	w9014
Hanibal	w9015
Carasei	w9016
<g/>
.
57	w9018
1	w9019
<g/>
.
Feld	w9021
<g/>
=
stuck	w9023
<g/>
,
von	w9025
Leander	w9026
<g/>
,
½	w9028
Ellen	w9029
hoch	w9030
<g/>
,
¼	w9032
breit	w9033
<g/>
.
</list>
<list id="">
60	w9036
1	w9037
<g/>
.
Lebens	w9039
<g/>
=
grosser	w9041
Pfau	w9042
<g/>
,
mit	w9044
Rebhüner	w9045
<g/>
,
und	w9047
unterschiedenen	w9048
Früchten	w9049
<g/>
,
von	w9051
Voyt	w9052
<g/>
.
<g/>
,
hoch	w9055
3	w9056
<g/>
.
Schuh	w9058
7	w9059
<g/>
.
Zoll	w9061
<g/>
,
breit	w9063
4	w9064
<g/>
.
Schuh	w9066
8	w9067
<g/>
.
Zoll	w9069
<g/>
.
61	w9071
2	w9072
<g/>
.
Landschaften	w9074
von	w9075
Grevier	w9076
<g/>
,
und	w9078
von	w9079
Huth	w9080
stäffirt	w9081
<g/>
,
hoch	w9083
1	w9084
<g/>
.
Schuh	w9086
3	w9087
<g/>
.
Zoll	w9089
<g/>
,
breit	w9091
1	w9092
<g/>
.
Schuh	w9094
7½	w9095
Zoll	w9096
<g/>
.
62	w9098
2	w9099
<g/>
.
Landschaften	w9101
<g/>
,
von	w9103
Reichsbrecht	w9104
hoch	w9105
2	w9106
<g/>
.
Schuh	w9108
2	w9109
<g/>
.
Zoll	w9111
<g/>
,
breit	w9113
2	w9114
<g/>
.
Schuh	w9116
7	w9117
<g/>
.
Zoll	w9119
<g/>
.
63	w9121
<g/>
.
Eine	w9123
Bauren	w9124
<g/>
=
Conversation	w9126
<g/>
,
von	w9128
Ostadi	w9129
<g/>
,
hoch	w9131
1	w9132
<g/>
.
Schuh	w9134
<g/>
,
5½	w9136
<g/>
.
Zoll	w9138
<g/>
,
breit	w9140
1	w9141
<g/>
.
Schuh	w9143
11	w9144
<g/>
.
Zoll	w9146
<g/>
.
64	w9148
Die	w9149
Creutzigung	w9150
Christi	w9151
cum	w9152
omni	w9153
populo	w9154
<g/>
,
von	w9156
einem	w9157
unbekannten	w9158
Wel=schen	w9159
<g/>
=
Meister	w9161
<g/>
,
hoch	w9163
2	w9164
<g/>
.
Schuh	w9166
<g/>
,
breit	w9168
1	w9169
<g/>
.
Schuh	w9171
7½	w9172
<g/>
.
Zoll	w9174
<g/>
.
65	w9176
Das	w9177
Paradeis	w9178
mit	w9179
allen	w9180
Thieren	w9181
<g/>
,
extra	w9183
<g/>
,
von	w9185
Carel	w9186
Ruthart	w9187
<g/>
,
Höhe	w9189
3	w9190
<g/>
.
Schuh	w9192
9	w9193
<g/>
.
Zoll	w9195
<g/>
,
breit	w9197
5	w9198
<g/>
.
Schuh	w9200
5	w9201
<g/>
.
Zoll	w9203
<g/>
.
68	w9205
Von	w9206
MICHAEL	w9207
ANGELO	w9208
wie	w9209
Cayn	w9210
in	w9211
seinem	w9212
Grimm	w9213
den	w9214
Abel	w9215
erschlagt	w9216
<g/>
,
extra	w9218
ordinarii	w9219
kostbar	w9220
<g/>
,
und	w9222
für	w9223
ein	w9224
grosse	w9225
Summa	w9226
<g/>
=
Geld	w9228
ist	w9229
bezahlt	w9230
worden	w9231
<g/>
,
um	w9233
sehr	w9234
leichten	w9235
Preyß	w9236
plus	w9237
offerenti	w9238
dangegeben	w9239
wird	w9240
<g/>
.
70	w9242
1	w9243
<g/>
.
Stuck	w9245
mit	w9246
2	w9247
<g/>
.
Kindlein	w9249
<g/>
,
von	w9251
Daum	w9252
<g/>
,
hoch	w9254
2	w9255
<g/>
.
Schuh	w9257
5	w9258
<g/>
.
Zoll	w9260
<g/>
,
breit	w9262
2	w9263
<g/>
.
Schuh	w9265
10	w9266
<g/>
.
Zoll	w9268
<g/>
.
73	w9270
1	w9271
<g/>
.
grosse	w9273
Niederländische	w9274
Landschaft	w9275
<g/>
,
mit	w9277
Gambs	w9278
<g/>
=
Jagd	w9280
<g/>
,
und	w9282
Ovidischer	w9283
Histori	w9284
<g/>
.
74	w9286
1	w9287
<g/>
.
Landschäftl	w9289
auf	w9290
Kupfer	w9291
<g/>
,
von	w9293
Burginion	w9294
<g/>
,
hoch	w9296
7¼	w9297
<g/>
.
Zoll	w9299
<g/>
,
breit	w9301
10½	w9302
<g/>
.
Zoll	w9304
<g/>
.
76	w9306
Ein	w9307
Zeichnung	w9308
<g/>
,
das	w9310
Abendmahl	w9311
Christi	w9312
<g/>
,
und	w9314
darein	w9315
geschrieben	w9316
der	w9317
ganze	w9318
Passion	w9319
<g/>
,
die	w9321
Officia	w9322
Sanctæ Sanctae	w9323
Crucis	w9324
<g/>
,
S	w9326
<g/>
.
Spiritus	w9328
<g/>
,
quindecim	w9330
Psalmos	w9331
<g/>
,
Graduales	w9333
<g/>
,
septem	w9335
Pœnitentiæ Poenitentiae	w9336
<g/>
.
77	w9338
Ein	w9339
Lebens	w9340
<g/>
=
grosser	w9342
Glieder	w9343
<g/>
=
mann	w9345
<g/>
,
Kopf	w9347
und	w9348
Händ	w9349
von	w9350
Wax	w9351
<g/>
,
Augen	w9353
und	w9354
Mund	w9355
rührend	w9356
<g/>
,
ist	w9358
zugericht	w9359
<g/>
,
daß	w9361
durch	w9362
ein	w9363
Rohr	w9364
geredt	w9365
werden	w9366
kan	w9367
<g/>
.
78	w9369
Ein	w9370
grosser	w9371
Kasten	w9372
<g/>
,
in	w9374
welchen	w9375
beym	w9376
gleichen	w9377
weit	w9378
über	w9379
100	w9380
<g/>
.
Stück	w9382
Curiosa	w9383
diversa	w9384
<g/>
,
nebst	w9386
etwas	w9387
Antiquitäten	w9388
<g/>
,
wie	w9390
auch	w9391
andere	w9392
Bilder	w9393
<g/>
,
und	w9395
ver=schiedene	w9396
<g/>
=
Sachen	w9398
licitiret	w9399
werden	w9400
<g/>
.
</list>
<list id="">
66	w9402
2	w9403
<g/>
.
gute	w9405
Frucht	w9406
<g/>
=
stuck	w9408
<g/>
.
67	w9410
1	w9411
<g/>
.
Heil	w9413
<g/>
.
Petrus	w9415
<g/>
,
von	w9417
Lanfranco	w9418
<g/>
,
Oval	w9420
<g/>
,
Ellen	w9422
hoch	w9423
<g/>
.
69	w9425
2	w9426
<g/>
.
besondere	w9428
Blumen	w9429
<g/>
=
stück	w9431
<g/>
.
71	w9433
1	w9434
<g/>
.
Trapen	w9436
<g/>
,
von	w9438
Kliwaldt	w9439
<g/>
.
72	w9441
1	w9442
<g/>
.
grosse	w9444
Landschaft	w9445
<g/>
,
von	w9447
Köniag	w9448
<g/>
.
75	w9450
Ein	w9451
Zeichnung	w9452
auf	w9453
Pergament	w9454
<g/>
,
von	w9456
Killian	w9457
<g/>
.
</list>
<p id="p98">
Wien	w9459
<g/>
,
gedruckt	w9461
bey	w9462
Joh	w9463
<g/>
.
Peter	w9465
van	w9466
Ghelen	w9467
<g/>
,
Kais	w9469
<g/>
.
Königl	w9471
<g/>
.
Hof	w9473
<g/>
=
Buchdruckern	w9475
<g/>
.
</p>
</doc>
