<doc id="wr_1758-01-28" attrs="word" year="1758" month="01" day="28" corpus="2">
<head id="h2_d214e2819">
Altona,	w1_d214e2823
fort,	w9_d214e20797
den	w11_d214e20800
Wald	w13_d214e20804
Don	w1_d214e20810
Hurtsburg	w3_d214e20813
zu	w5_d214e20816
ihrer	w7_d214e20819
rechten	w9_d214e20822
lassend.	w11_d214e20825
Sie	w13_d214e20829
hatte	w1_d214e20834
Ordre	w3_d214e20837
die	w5_d214e20840
Ottheim	w7_d214e20843
unter	w9_d214e20846
Halberstadt	w11_d214e20849
zu	w1_d214e20854
paßiren,	w3_d214e20857
und	w5_d214e20860
vor	w7_d214e20863
das	w9_d214e20866
Ockerslehen	w11_d214e20869
und	w13_d214e20873
Gröninger=thor	w1_d214e20878
zu	w3_d214e20881
Halberstadt	w5_d214e20884
sich	w7_d214e20887
zu	w9_d214e20890
postiren.	w11_d214e20893
</p>
<p id="p20_d214e20896">
Die	w1_d214e20900
Colonne	w3_d214e20903
des	w5_d214e20906
mittlere	w7_d214e20909
Haupt=corps	w9_d214e20912
unter	w11_d214e20915
Commando	w1_d214e20920
des	w3_d214e20923
Hr.	w5_d214e20926
Langeron,	w7_d214e20929
bestehend	w9_d214e20932
in	w11_d214e20935
2.	w13_d214e20939
Ba	w15_d214e20942
caillons	w1_d214e20947
Oesterreichern,	w3_d214e20950
dem	w5_d214e20953
Jnfanterte	w7_d214e20956
Re	w9_d214e20959
giment	w1_d214e20965
von	w3_d214e20968
Conde,	w5_d214e20971
einer	w7_d214e20974
Bataillon	w9_d214e20977
Grena	w11_d214e20980
diers	w1_d214e20985
von	w3_d214e20988
Bergeret,	w5_d214e20991
dem	w7_d214e20994
Cavallerie=regiment	w9_d214e20997
von	w1_d214e21002
Berry,	w3_d214e21005
und	w5_d214e21008
einem	w7_d214e21011
Vortrab	w9_d214e21014
Turpinischen	w11_d214e21017
Hussaren	w1_d214e21022
ist	w3_d214e21025
von	w5_d214e21028
Horneburg	w7_d214e21031
aus	w9_d214e21034
und	w11_d214e21037
über	w13_d214e21041
Osterwick	w1_d214e21047
und	w3_d214e21050
Zillingern	w5_d214e21053
marschiret,	w7_d214e21056
mit	w9_d214e21059
der	w11_d214e21062
Ordre,	w1_d214e21067
vor	w3_d214e21070
dem	w5_d214e21073
Halberstädter=thor,	w7_d214e21076
wel	w9_d214e21079
ches	w1_d214e21084
auf	w3_d214e21087
diesen	w5_d214e21090
Weeg	w7_d214e21093
herschauet,	w9_d214e21096
sich	w11_d214e21099
ein	w13_d214e21103
zufinden.	w1_d214e21108
Diese	w3_d214e21111
Colonne	w5_d214e21114
hatte	w7_d214e21117
auch	w9_d214e21120
4	w11_d214e21123
Stücke	w1_d214e21129
und	w3_d214e21132
einen	w5_d214e21135
Petard	w7_d214e21138
bey	w9_d214e21141
sich,	w11_d214e21144
um	w13_d214e21148
das	w15_d214e21151
Thor	w1_d214e21156
einzusprengen.	w3_d214e21159
</p>
<p id="p22_d214e21162">
Der	w1_d214e21166
Hr.	w3_d214e21169
von	w5_d214e21172
Voyer	w7_d214e21175
marschirte	w9_d214e21178
mit	w11_d214e21181
der	w13_d214e21185
Colonne	w1_d214e21190
des	w3_d214e21193
Haupt=corps;	w5_d214e21196
und	w7_d214e21199
alle	w9_d214e21202
diese	w11_d214e21205
3.	w13_d214e21209
Colonnen	w1_d214e21214
brachen	w3_d214e21217
zu	w5_d214e21220
gleicher	w7_d214e21223
Zeit	w9_d214e21226
auf;	w11_d214e21229
das	w13_d214e21233
Eis	w1_d214e21239
aber,	w3_d214e21242
welches	w5_d214e21245
die	w7_d214e21248
Colonnen	w9_d214e21251
des	w11_d214e21254
linken	w13_d214e21258
Flügels,	w1_d214e21263
und	w3_d214e21266
des	w5_d214e21269
Haupt=corps	w7_d214e21272
auf	w9_d214e21275
ihrem	w11_d214e21278
Weeg	w1_d214e21283
antraffen,	w3_d214e21286
hat	w5_d214e21289
verursachet,	w7_d214e21292
daß	w9_d214e21295
sie	w11_d214e21298
ihren	w1_d214e21303
Marsch	w3_d214e21306
nicht	w5_d214e21309
so	w7_d214e21312
geschwind	w9_d214e21315
fortsetzen	w11_d214e21318
</p>
<p id="p24_d214e21322">
konnten,	w1_d214e21326
da	w3_d214e21329
indessen	w5_d214e21332
die	w7_d214e21335
andere	w9_d214e21338
von	w11_d214e21341
dem	w13_d214e21345
rechten	w1_d214e21350
Flügel	w3_d214e21353
um	w5_d214e21356
11.	w7_d214e21359
Uhr	w9_d214e21362
als	w11_d214e21365
ihrer	w13_d214e21369
vorge	w15_d214e21372
schriebenen	w1_d214e21377
Stund	w3_d214e21380
auf	w5_d214e21383
ihrem	w7_d214e21386
bestimmten	w9_d214e21389
Ort	w11_d214e21392
eingetroffen	w1_d214e21398
ist.	w3_d214e21401
Die	w5_d214e21404
Preussen	w7_d214e21407
hatten	w9_d214e21410
bis	w11_d214e21413
Osterwick	w1_d214e21418
eine	w3_d214e21421
Patrouille	w5_d214e21424
ausgeschickt,	w7_d214e21427
wel	w9_d214e21430
che	w1_d214e21435
den	w3_d214e21438
Raport	w5_d214e21441
zuruck	w7_d214e21444
brachte,	w9_d214e21447
daß	w11_d214e21450
es	w13_d214e21454
nich	w15_d214e21457
tes	w1_d214e21462
Neues	w3_d214e21465
gebe;	w5_d214e21468
sie	w7_d214e21471
waren	w9_d214e21474
mithin	w11_d214e21477
in	w13_d214e21481
voll	w15_d214e21484
ständiger	w1_d214e21490
Sorglosigkeit;	w3_d214e21493
die	w5_d214e21496
anderte	w7_d214e21499
Patrouille	w9_d214e21502
aber,	w1_d214e21507
welche	w3_d214e21510
sie	w5_d214e21513
um	w7_d214e21516
3.	w9_d214e21519
Uhr	w11_d214e21522
Fruh	w13_d214e21526
ausschickten,	w15_d214e21529
traffe	w1_d214e21534
die	w3_d214e21537
Vor=tenpen	w5_d214e21540
des	w7_d214e21543
Hrn.	w9_d214e21546
Turpin	w11_d214e21549
an,	w13_d214e21553
von	w1_d214e21558
welchen	w3_d214e21561
sie	w5_d214e21564
angegriffen,	w7_d214e21567
und	w9_d214e21570
zuruck	w11_d214e21573
ge	w13_d214e21577
trieben	w1_d214e21583
wurde.	w3_d214e21586
Eben	w5_d214e21589
dieses	w7_d214e21592
verursachte,	w9_d214e21595
daß	w11_d214e21598
der	w1_d214e21603
Feind	w3_d214e21606
in	w5_d214e21609
Allarm	w7_d214e21612
geriehte,	w9_d214e21615
und	w11_d214e21618
ganz	w13_d214e21622
eilends	w15_d214e21625
von	w1_d214e21630
Halberstadt	w3_d214e21633
auszoge,	w5_d214e21636
welches	w7_d214e21639
er	w9_d214e21642
zu	w11_d214e21645
be	w13_d214e21649
werkstelligen	w1_d214e21654
nicht	w3_d214e21657
Zeit	w5_d214e21660
gehabt	w7_d214e21663
haben	w9_d214e21666
wurde	w11_d214e21669
soferne	w1_d214e21675
die	w3_d214e21678
anderen	w5_d214e21681
2.	w7_d214e21684
Colonnen	w9_d214e21687
nicht	w11_d214e21690
so	w13_d214e21694
vie	w15_d214e21697
le	w1_d214e21702
Hindernüsse	w3_d214e21705
auf	w5_d214e21708
ihrem	w7_d214e21711
Weeg	w9_d214e21714
angetroffen	w11_d214e21717
hätten.	w1_d214e21722
Es	w3_d214e21725
gelunge	w5_d214e21728
mithin	w7_d214e21731
denen	w9_d214e21734
Preussen	w11_d214e21737
diese	w1_d214e21742
eilfertige	w3_d214e21745
Flucht,	w5_d214e21748
wobey	w7_d214e21751
sie	w9_d214e21754
jedoch	w11_d214e21757
ihre	w13_d214e21761
Kranke,	w1_d214e21767
und	w3_d214e21770
eine	w5_d214e21773
Menge	w7_d214e21776
Bagage	w9_d214e21779
in	w11_d214e21782
der	w13_d214e21786
Stadt	w15_d214e21789
zurück	w1_d214e21794
liessen.	w3_d214e21797
Sie	w5_d214e21800
haben	w7_d214e21803
zu	w9_d214e21806
gleicher	w11_d214e21809
Zeit	w13_d214e21813
Quedlinburg	w1_d214e21818
mit	w3_d214e21821
eben	w5_d214e21824
solcher	w7_d214e21827
Eilfertigkeit	w9_d214e21830
verlassen,	w1_d214e21835
und	w3_d214e21838
sich	w5_d214e21841
an	w7_d214e21844
der	w9_d214e21847
Sale	w11_d214e21850
nacher	w13_d214e21854
Aschers	w15_d214e21857
leben	w1_d214e21863
zuruck=gezogen.	w3_d214e21866
</p>
<p id="p26_d214e21869">
Der	w1_d214e21873
Hr.	w3_d214e21876
von	w5_d214e21879
Voyer	w7_d214e21882
hat	w9_d214e21885
hierauf	w11_d214e21888
das	w13_d214e21892
Schloß	w1_d214e21897
Regenstein	w3_d214e21900
auf	w5_d214e21903
6.	w7_d214e21906
Monat	w9_d214e21909
mit	w11_d214e21912
Lebens	w13_d214e21916
mitteln	w1_d214e21921
versehen,	w3_d214e21924
und	w5_d214e21927
von	w7_d214e21930
Halberstadt	w9_d214e21933
zwey	w11_d214e21936
mal	w1_d214e21942
hundert	w3_d214e21945
tausend	w5_d214e21948
Rthlr.	w7_d214e21951
auf	w9_d214e21954
Abschlag	w11_d214e21957
de	w13_d214e21961
ren	w1_d214e21966
schuldigen	w3_d214e21969
Contributionen	w5_d214e21972
eingetrieben;	w7_d214e21975
wobey	w1_d214e21980
er	w3_d214e21983
70000.	w5_d214e21986
Portionen	w7_d214e21989
Brod,	w9_d214e21992
welche	w11_d214e21995
die	w13_d214e21999
Preussen	w1_d214e22004
bey	w3_d214e22007
ihrem	w5_d214e22010
Ab=marsch	w7_d214e22013
in	w9_d214e22016
Halberstadt	w11_d214e22019
hinterlassen,	w1_d214e22025
unter	w3_d214e22028
seine	w5_d214e22031
Trupen	w7_d214e22034
zu	w9_d214e22037
einer	w11_d214e22040
Er	w13_d214e22044
götzlichkeit	w1_d214e22049
austheilen	w3_d214e22052
lassen,	w5_d214e22055
das	w7_d214e22058
Magazin	w9_d214e22061
aber	w1_d214e22066
wurde	w3_d214e22069
verbrannt,	w5_d214e22072
welches	w7_d214e22075
die	w9_d214e22078
Preusten	w11_d214e22081
allda,	w1_d214e22086
vermutlich	w3_d214e22089
zu	w5_d214e22092
einer	w7_d214e22095
geheimen	w9_d214e22098
Expedi	w11_d214e22101
tion,	w1_d214e22107
zusammen	w3_d214e22110
gebracht	w5_d214e22113
hatten,	w7_d214e22116
als	w9_d214e22119
dessen	w11_d214e22122
Verdacht	w1_d214e22127
durch	w3_d214e22130
die	w5_d214e22133
so	w7_d214e22136
grosse	w9_d214e22139
Menge	w11_d214e22142
Brod	w13_d214e22146
merklich	w1_d214e22151
verstärket	w3_d214e22154
wird.	w5_d214e22157
</p>
<p id="p28_d214e22160">
Der	w1_d214e22164
Hr.	w3_d214e22167
von	w5_d214e22170
Voyer	w7_d214e22173
hat	w9_d214e22176
sohin	w11_d214e22179
zwey	w13_d214e22183
grosse	w15_d214e22186
Korn=lieferungen	w1_d214e22191
mit	w3_d214e22194
sich	w5_d214e22197
von	w7_d214e22200
dannen	w9_d214e22203
fort	w11_d214e22206
geführet,	w1_d214e22211
und	w3_d214e22214
die	w5_d214e22217
Vornehmsten	w7_d214e22220
der	w9_d214e22223
Stadt	w11_d214e22226
als	w13_d214e22230
Geiseln	w1_d214e22236
mitgenommen.	w3_d214e22239
Der	w5_d214e22242
Hr.	w7_d214e22245
von	w9_d214e22248
Tur	w11_d214e22251
pin	w1_d214e22256
hat	w3_d214e22259
sich	w5_d214e22262
mit	w7_d214e22265
einer	w9_d214e22268
Brigade	w11_d214e22271
Cavallerie	w13_d214e22275
sogleich	w1_d214e22280
weiters	w3_d214e22283
nacher	w5_d214e22286
Quedlinburg	w7_d214e22289
ver	w9_d214e22292
füget,	w1_d214e22297
allwo	w3_d214e22300
er	w5_d214e22303
gleichfalls	w7_d214e22306
ein	w9_d214e22309
Preußisches	w11_d214e22312
Magazin	w1_d214e22318
verbrannt,	w3_d214e22321
und	w5_d214e22324
viele	w7_d214e22327
Wägen,	w9_d214e22330
wie	w11_d214e22333
auch	w1_d214e22338
Contributionen	w3_d214e22341
von	w5_d214e22344
dannen	w7_d214e22347
mit	w9_d214e22350
sich	w11_d214e22353
fortgeführet;	w1_d214e22358
mithin	w3_d214e22361
ist	w5_d214e22364
nunmehro	w7_d214e22367
in	w9_d214e22370
denen	w11_d214e22373
Quartieren,	w1_d214e22378
welche	w3_d214e22381
die	w5_d214e22384
Preussen	w7_d214e22387
bezogen	w9_d214e22390
ha	w11_d214e22393
ben,	w1_d214e22399
kein	w3_d214e22402
einziger	w5_d214e22405
Mann	w7_d214e22408
mehr	w9_d214e22411
anzutreffen.	w11_d214e22414
</p>
<head id="h2_d214e22434">
g,	w1_d214e22438
31.	w3_d214e22441
Januarii	w5_d214e22444
1758.	w7_d214e22447
Leipz	w1_d214e22452
</head>
<p id="p4_d214e22455">
dus	w1_d214e22459
dem	w3_d214e22462
Anhaltischen	w5_d214e22465
lauft	w7_d214e22468
gestern	w9_d214e22471
die	w11_d214e22474
Nachricht	w13_d214e22478
ein,	w15_d214e22481
daß	w17_d214e22484
in	w19_d214e22487
der	w21_d214e22490
FNacht	w1_d214e22495
zwischen	w3_d214e22498
den	w5_d214e22501
18.	w7_d214e22504
und	w9_d214e22507
19ten	w11_d214e22510
dieses	w13_d214e22514
ein	w15_d214e22517
Detaschement	w17_d214e22520
Preußischer	w1_d214e22525
Hussaren	w3_d214e22528
unter	w5_d214e22531
Commando	w7_d214e22534
des	w9_d214e22537
Leutenants	w11_d214e22540
Barowsky	w13_d214e22544
in	w15_d214e22547
der	w1_d214e22553
Hoch=fürstl.	w3_d214e22556
Residenz=stadt	w5_d214e22559
Zerbst,	w7_d214e22562
und	w9_d214e22565
dem	w11_d214e22568
Gast=hof	w13_d214e22572
zum	w15_d214e22575
schwar	w17_d214e22578
zen	w1_d214e22583
Adler	w3_d214e22586
auf	w5_d214e22589
ausdrückliche	w7_d214e22592
Ordre	w9_d214e22595
des	w11_d214e22598
Preußischen	w13_d214e22602
Hussaren=cheft	w15_d214e22605
von	w1_d214e22610
Seydlitz	w3_d214e22613
den	w5_d214e22616
bey	w7_d214e22619
dem	w9_d214e22622
dortigen	w11_d214e22625
regierenden	w13_d214e22629
Fürsten	w15_d214e22632
und	w17_d214e22635
zwar	w19_d214e22638
auf	w21_d214e22641
Gut=befinden	w1_d214e22646
des	w3_d214e22649
Königl.	w5_d214e22652
Französischen	w7_d214e22655
Hofes	w9_d214e22658
schon	w11_d214e22661
einige	w13_d214e22665
Zeit	w15_d214e22668
sich	w17_d214e22671
aufgehaltenen	w1_d214e22677
Französischen	w3_d214e22680
Cavalier,	w5_d214e22683
Marquis	w7_d214e22686
de	w9_d214e22689
Frayne,	w11_d214e22692
gewaltthä	w13_d214e22696
tiger	w1_d214e22701
Weise	w3_d214e22704
aufzuheben	w5_d214e22707
Willens	w7_d214e22710
gewesen	w9_d214e22713
seye.	w11_d214e22716
</p>
<p id="p6_d214e22719">
Der	w1_d214e22723
Weeg	w3_d214e22726
in	w5_d214e22729
die	w7_d214e22732
Stadt	w9_d214e22735
hat	w11_d214e22738
sich	w13_d214e22742
dieses	w15_d214e22745
Commando	w17_d214e22748
in	w19_d214e22751
einer	w21_d214e22754
zugemachten	w1_d214e22759
Kutsche	w3_d214e22762
gebahnet,	w5_d214e22765
und	w7_d214e22768
auf	w9_d214e22771
Befragen	w11_d214e22774
an	w13_d214e22778
denen	w15_d214e22781
Tho	w17_d214e22784
ren	w1_d214e22789
für	w3_d214e22792
Kauf=leute	w5_d214e22795
sich	w7_d214e22798
ausgegeben.	w9_d214e22801
Es	w11_d214e22804
besetzte	w13_d214e22808
alsobald	w15_d214e22811
die	w17_d214e22814
Zugänge	w19_d214e22817
des	w21_d214e22820
Gast=hofes,	w1_d214e22826
brachte	w3_d214e22829
einige	w5_d214e22832
Bediente	w7_d214e22835
des	w9_d214e22838
Marquis	w11_d214e22841
in	w13_d214e22845
die	w15_d214e22848
vor	w17_d214e22851
dem	w19_d214e22854
Hause	w1_d214e22859
haltende	w3_d214e22862
Kutsche,	w5_d214e22865
wolte	w7_d214e22868
ein	w9_d214e22871
gleiches	w11_d214e22874
mit	w13_d214e22878
dessen	w15_d214e22881
Secretair	w17_d214e22884
un	w19_d214e22887
ternehmen,	w1_d214e22892
und	w3_d214e22895
hiebe	w5_d214e22898
die	w7_d214e22901
Thür	w9_d214e22904
des	w11_d214e22907
Zimmers,	w13_d214e22911
worinnen	w15_d214e22914
sich	w17_d214e22917
der	w19_d214e22920
Marquis	w1_d214e22925
befand,	w3_d214e22928
mit	w5_d214e22931
denen	w7_d214e22934
Säbeln	w9_d214e22937
entzwey,	w11_d214e22940
verwundete	w13_d214e22944
ihn	w15_d214e22947
durch	w17_d214e22950
einen	w1_d214e22956
Hieb	w3_d214e22959
an	w5_d214e22962
der	w7_d214e22965
rechten	w9_d214e22968
Hand,	w11_d214e22971
in	w13_d214e22975
einer	w15_d214e22978
solchen	w17_d214e22981
Geschwindigkeit,	w19_d214e22984
daß	w1_d214e22989
er	w3_d214e22992
kaum	w5_d214e22995
so	w7_d214e22998
viele	w9_d214e23001
Zeit	w11_d214e23004
übrig	w13_d214e23008
hatte,	w15_d214e23011
seine	w17_d214e23014
bey	w19_d214e23017
sich	w21_d214e23020
gehabte	w23_d214e23023
Schrif	w25_d214e23027
ren	w1_d214e23032
zu	w3_d214e23035
verbrennen,	w5_d214e23038
und	w7_d214e23041
nach	w9_d214e23044
denen	w11_d214e23047
Pistolen	w13_d214e23051
zu	w15_d214e23054
greiffen,	w17_d214e23057
durch	w19_d214e23060
de	w21_d214e23063
ren	w1_d214e23068
einer	w3_d214e23071
Loß=schiessung	w5_d214e23074
er	w7_d214e23077
einen	w9_d214e23080
Hussaren	w11_d214e23083
am	w13_d214e23087
Ko	w15_d214e23090
pf	w1_d214e23096
leicht	w3_d214e23099
verwun	w5_d214e23102
dete,	w1_d214e23107
die	w3_d214e23110
andere	w5_d214e23113
ihm	w7_d214e23116
aber	w9_d214e23119
versagte.	w11_d214e23122
</p>
<p id="p12_d214e23136">
Ueber	w1_d214e23140
diesen	w3_d214e23143
entstandenen	w5_d214e23146
Lärmen	w7_d214e23149
eilte	w9_d214e23152
die	w11_d214e23155
Hoch=fürstliche	w13_d214e23159
An	w15_d214e23162
halt	w1_d214e23167
Zerbstische	w1_d214e23172
Wache	w3_d214e23175
in	w5_d214e23178
ungefähr	w7_d214e23181
etlichen	w9_d214e23184
30.	w11_d214e23187
Mann,	w13_d214e23191
und	w15_d214e23194
einem	w17_d214e23197
Obrist=wachtmeister	w1_d214e23203
bestehend,	w3_d214e23206
nicht	w5_d214e23209
nur	w7_d214e23212
herbey,	w9_d214e23215
sondern	w11_d214e23218
es	w13_d214e23222
erhoben	w15_d214e23225
sich	w1_d214e23230
auch	w3_d214e23233
des	w5_d214e23236
Herrn	w7_d214e23239
Fürstens	w9_d214e23242
Hoch=fürstlichen	w11_d214e23245
Durchleucht	w13_d214e23249
in	w15_d214e23252
eigener	w17_d214e23255
höchsten	w1_d214e23260
Person	w3_d214e23263
dahin,	w5_d214e23266
und	w7_d214e23269
haben	w9_d214e23272
durch	w11_d214e23275
Ansehen	w13_d214e23279
und	w15_d214e23282
Uberlegenheit	w17_d214e23285
den	w1_d214e23290
Leutenant	w3_d214e23293
Barowsky	w5_d214e23296
dahin	w7_d214e23299
vermogt,	w9_d214e23302
daß,	w11_d214e23305
nachdeme	w13_d214e23309
beyderseits	w15_d214e23312
Artestata	w1_d214e23318
von	w3_d214e23321
sich	w5_d214e23324
gestellet	w7_d214e23327
worden,	w9_d214e23330
wie	w11_d214e23333
der	w13_d214e23337
Marquis	w15_d214e23340
habe	w17_d214e23343
aufgeho	w19_d214e23346
ben	w1_d214e23351
werden	w3_d214e23354
sollen,	w5_d214e23357
er	w7_d214e23360
unverrichteter	w9_d214e23363
Sache,	w11_d214e23366
mit	w13_d214e23370
Hinterlassung	w15_d214e23373
des	w17_d214e23376
Marquis	w1_d214e23381
sich	w3_d214e23384
wieder	w5_d214e23387
aus	w7_d214e23390
der	w9_d214e23393
Residenz	w11_d214e23396
zu	w13_d214e23400
seinem	w15_d214e23403
übrigen	w17_d214e23406
vor	w19_d214e23409
denen	w21_d214e23412
Thören	w1_d214e23417
gehaltenen	w3_d214e23420
Hussaren=schwarm	w5_d214e23423
begeben	w7_d214e23426
hat,	w9_d214e23429
und	w11_d214e23432
worauf	w13_d214e23436
von	w15_d214e23439
dem	w1_d214e23445
Marquis	w3_d214e23448
zu	w5_d214e23451
mehrerer	w7_d214e23454
Sicherheit	w9_d214e23457
in	w11_d214e23460
dem	w13_d214e23464
Fürstlichen	w15_d214e23467
Schloß	w17_d214e23470
da	w19_d214e23473
selbst	w1_d214e23478
die	w3_d214e23481
Wohnung	w5_d214e23484
bezogen	w7_d214e23487
worden	w9_d214e23490
ist.	w11_d214e23493
</p>
<p id="p14_d214e23496">
Es	w1_d214e23500
soll	w3_d214e23503
dieser	w5_d214e23506
Vorgang	w7_d214e23509
an	w9_d214e23512
dem	w11_d214e23515
Hochfürstl.	w13_d214e23519
Anhaltzerbster	w15_d214e23522
Hofe	w1_d214e23527
um	w3_d214e23530
so	w5_d214e23533
mehr	w7_d214e23536
Aufmerksamkeit	w9_d214e23539
erwecket	w11_d214e23542
haben,	w13_d214e23546
als	w15_d214e23549
dieser	w17_d214e23552
Marquis	w19_d214e23555
sich	w1_d214e23560
mit	w3_d214e23563
Vorwissen	w5_d214e23566
des	w7_d214e23569
Allerchristlichen	w9_d214e23572
Königs	w11_d214e23575
daselbst	w1_d214e23581
befindet.	w3_d214e23584
</p>
</doc>
