<doc id="wr_1759-07-18" attrs="word" year="1759" month="07" day="18" corpus="2">
<head id="h2_d365e3112">
Oldendorf	w1_d365e3116
3	w17_d365e21270
Tägen,	w1_d365e21275
bey	w3_d365e21278
gemeiner	w5_d365e21281
Stadt	w7_d365e21284
Grund=buch	w9_d365e21287
sich	w11_d365e21290
alsogewiß	w1_d365e21295
anzumelden,	w3_d365e21298
zu	w5_d365e21301
legitimiren,	w7_d365e21304
und	w9_d365e21307
ihre	w11_d365e21310
Sprüch	w1_d365e21316
und	w3_d365e21319
Forderungen,	w5_d365e21322
wie	w7_d365e21325
Rechtens	w9_d365e21328
ist,	w11_d365e21331
zu	w13_d365e21335
liquidiren	w1_d365e21340
haben,	w3_d365e21343
wie	w5_d365e21346
im	w7_d365e21349
widrigen,	w9_d365e21352
und	w11_d365e21355
nach	w13_d365e21359
Verfliessung	w1_d365e21364
sothannen	w3_d365e21367
Termins,	w5_d365e21370
niemand	w7_d365e21373
mehr	w9_d365e21376
gehöret,	w1_d365e21381
sondern	w3_d365e21384
demselben	w5_d365e21387
das	w7_d365e21390
ewige	w9_d365e21393
Stillschwei	w11_d365e21396
gen	w1_d365e21402
auferleget	w3_d365e21405
werden	w5_d365e21408
solle.	w7_d365e21411
Actum	w9_d365e21414
Wien	w11_d365e21417
den	w13_d365e21421
15.	w1_d365e21426
Junii	w3_d365e21429
1759.	w5_d365e21432
</p>
<list id="l28_d365e21468">
D	w1_d365e21472
</list>
<head id="h2_d365e21479">
JOURNAL	w1_d365e21483
Aus	w1_d365e21488
dem	w3_d365e21491
Kaiserl.	w5_d365e21494
Königl.	w7_d365e21497
Haupt=quartier	w9_d365e21500
Mark=Lissa	w11_d365e21503
vom	w1_d365e21508
9.	w3_d365e21511
bis	w5_d365e21514
11.	w7_d365e21517
Julii	w9_d365e21520
inclusivè	w11_d365e21523
1759.	w13_d365e21527
</head>
<p id="p4_d365e21530">
DEn	w1_d365e21534
9.	w3_d365e21537
wurde	w5_d365e21540
einberichtet,	w7_d365e21543
daß	w9_d365e21546
in	w11_d365e21549
Folge	w13_d365e21553
deren	w15_d365e21556
schon	w17_d365e21559
vorhin	w19_d365e21562
erwehnt=von	w21_d365e21565
des	w1_d365e21570
General=feld=marschalls	w3_d365e21573
Grafens	w5_d365e21576
v.	w7_d365e21579
Daun	w9_d365e21582
Excellenz	w11_d365e21585
ausgestellten	w13_d365e21589
Befehlen	w1_d365e21594
der	w3_d365e21597
General=feld=marschall=leutenant	w5_d365e21600
Baron	w7_d365e21603
v.	w9_d365e21606
Gemingen	w11_d365e21609
ge	w13_d365e21613
stern	w1_d365e21619
in	w3_d365e21622
Ullersdorf	w5_d365e21625
angelanget,	w7_d365e21628
der	w9_d365e21631
General=feld=wacht=meister	w11_d365e21634
v.	w13_d365e21638
Vehla	w15_d365e21641
aber	w1_d365e21646
daraufhin	w3_d365e21649
von	w5_d365e21652
dannen	w7_d365e21655
ab	w9_d365e21658
und	w11_d365e21661
gegen	w13_d365e21665
Ostritz	w15_d365e21668
marschiret	w17_d365e21671
seye,	w19_d365e21674
wo	w21_d365e21677
er	w23_d365e21680
nachdeme	w1_d365e21685
selber	w3_d365e21688
ein	w5_d365e21691
Commando	w7_d365e21694
nacher	w9_d365e21697
Görlitz,	w11_d365e21700
um	w13_d365e21704
diesen	w15_d365e21707
Ort	w17_d365e21710
zu	w19_d365e21713
besetzen,	w21_d365e21716
geschicket,	w1_d365e21721
sich	w3_d365e21724
dergestalt	w5_d365e21727
postiret	w7_d365e21730
habe,	w9_d365e21733
daß	w11_d365e21736
dessen	w13_d365e21740
ausgestellte	w15_d365e21743
Posten	w17_d365e21746
bis	w19_d365e21749
Bautzen,	w1_d365e21755
Reichenbach,	w3_d365e21758
Rottenberg,	w5_d365e21761
und	w7_d365e21764
Lauban	w9_d365e21767
patroulliren.	w11_d365e21770
</p>
<p id="p6_d365e21773">
Der	w1_d365e21777
General	w3_d365e21780
der	w5_d365e21783
Cavallerie	w7_d365e21786
v.	w9_d365e21789
Haddick	w11_d365e21792
nahme	w13_d365e21796
seine	w15_d365e21799
Position	w17_d365e21802
bey	w19_d365e21805
Außig,	w1_d365e21810
von	w3_d365e21813
wannen	w5_d365e21816
selber	w7_d365e21819
nicht	w9_d365e21822
nur	w11_d365e21825
den	w13_d365e21829
weiters	w15_d365e21832
vorwärts	w17_d365e21835
befindlichen	w19_d365e21838
General=wacht=meister	w1_d365e21843
v.	w3_d365e21846
Brentano	w5_d365e21849
bey	w7_d365e21852
einer	w9_d365e21855
gegen	w11_d365e21858
solcher	w13_d365e21862
anruckend	w15_d365e21865
überwichtigen	w1_d365e21871
Macht	w3_d365e21874
am	w5_d365e21877
bequemsten	w7_d365e21880
zu	w9_d365e21883
unterstützen,	w11_d365e21886
mithin	w13_d365e21890
das	w15_d365e21893
König	w17_d365e21896
reich	w1_d365e21901
Boheim	w3_d365e21904
dasiger	w5_d365e21907
Enden,	w7_d365e21910
so	w9_d365e21913
viel	w11_d365e21916
möglich,	w13_d365e21920
vor	w15_d365e21923
feindlichen	w17_d365e21926
Einfällen	w19_d365e21929
zu	w21_d365e21932
bewahren,	w1_d365e21937
sondern	w3_d365e21940
auch,	w5_d365e21943
daferne	w7_d365e21946
der	w9_d365e21949
Prinz	w11_d365e21952
Heinrich	w13_d365e21956
gegen	w15_d365e21959
die	w17_d365e21962
Reichs	w19_d365e21965
lände	w1_d365e21970
etwas	w3_d365e21973
zu	w5_d365e21976
unternehmen	w7_d365e21979
sich	w9_d365e21982
beygehen	w11_d365e21985
liesse,	w13_d365e21989
in	w15_d365e21992
Sachsen	w17_d365e21995
eine	w19_d365e21998
solche	w21_d365e22001
Diversion	w1_d365e22007
zu	w3_d365e22010
machen	w5_d365e22013
im	w7_d365e22016
Stand	w9_d365e22019
seyn	w11_d365e22022
wird,	w13_d365e22026
daß	w15_d365e22029
solcher	w17_d365e22032
von	w19_d365e22035
einem	w21_d365e22038
derge	w23_d365e22041
stältigen	w1_d365e22046
Vorhaben	w3_d365e22049
abzustehen	w5_d365e22052
genöhtiget	w7_d365e22055
seyn	w9_d365e22058
werde.	w11_d365e22061
</p>
<p id="p8_d365e22064">
Der	w1_d365e22068
Feind	w3_d365e22071
scheinet	w5_d365e22074
dieses	w7_d365e22077
auch	w9_d365e22080
allerdings	w11_d365e22083
einzusehen,	w13_d365e22087
und	w15_d365e22090
zu	w17_d365e22093
besor	w19_d365e22096
gen,	w1_d365e22101
immassen	w3_d365e22104
er	w5_d365e22107
überall	w7_d365e22110
ungewöhnliche	w9_d365e22113
starke	w11_d365e22116
Patrouillen	w13_d365e22120
aussendet.	w15_d365e22123
Wie	w17_d365e22126
dann	w1_d365e22131
sich	w3_d365e22134
erst	w5_d365e22137
letzthin	w7_d365e22140
fügte,	w9_d365e22143
daß	w11_d365e22146
eine	w13_d365e22150
dergleichen	w15_d365e22153
aus	w17_d365e22156
ungefähr	w19_d365e22159
100.	w21_d365e22162
Kö	w23_d365e22165
pfen	w1_d365e22171
bestehend,	w3_d365e22174
unweit	w5_d365e22177
Buchwalde	w7_d365e22180
auf	w9_d365e22183
eine	w11_d365e22186
diesseitige	w13_d365e22190
von	w15_d365e22193
eben	w17_d365e22196
der	w19_d365e22199
Stär	w21_d365e22202
te	w1_d365e22207
stosse,	w3_d365e22210
wo	w5_d365e22213
sie	w7_d365e22216
gegen	w9_d365e22219
einander	w11_d365e22222
in	w13_d365e22226
das	w15_d365e22229
Feuer	w17_d365e22232
geriehten,	w19_d365e22235
von	w21_d365e22238
dieser	w23_d365e22241
1.	w25_d365e22245
Mann	w1_d365e22250
todt	w3_d365e22253
bliebe,	w5_d365e22256
und	w7_d365e22259
2.	w9_d365e22262
bleßiret	w11_d365e22265
wurden,	w13_d365e22269
jene	w15_d365e22272
aber,	w17_d365e22275
nämlich	w19_d365e22278
die	w21_d365e22281
feind	w23_d365e22284
liche,	w1_d365e22289
einen	w3_d365e22292
weit	w5_d365e22295
grösseren	w7_d365e22298
Verlust	w9_d365e22301
erlitten	w11_d365e22304
haben	w13_d365e22308
muß,	w15_d365e22311
indeme	w17_d365e22314
sie	w19_d365e22317
zu	w21_d365e22320
wei	w23_d365e22323
chen	w1_d365e22329
genöhtiget	w3_d365e22332
worden,	w5_d365e22335
und	w7_d365e22338
man	w9_d365e22341
den	w11_d365e22344
folgenden	w13_d365e22348
Tag	w15_d365e22351
zerschiedene	w17_d365e22354
Merk	w19_d365e22357
mahle	w1_d365e22362
hiervon	w3_d365e22365
wahr=genommen.	w5_d365e22368
</p>
<p id="p10_d365e22371">
Das	w1_d365e22375
dem	w3_d365e22378
Commando	w5_d365e22381
des	w7_d365e22384
General=feld=zeug=meisters	w9_d365e22387
Grafens	w11_d365e22390
von	w13_d365e22394
Harsch	w1_d365e22399
anvertraute	w3_d365e22402
Corps	w5_d365e22405
ruckte	w7_d365e22408
heut	w9_d365e22411
nacher	w11_d365e22414
Trautenau	w13_d365e22418
ab,	w15_d365e22421
wohin	w17_d365e22424
der	w19_d365e22427
selbe	w1_d365e22432
schon	w3_d365e22435
vorläuffig	w5_d365e22438
abgegangen	w7_d365e22441
ist,	w9_d365e22444
um	w11_d365e22447
die	w13_d365e22451
dortige	w15_d365e22454
Gegenden	w17_d365e22457
in	w19_d365e22460
Au	w21_d365e22463
geneschein	w1_d365e22469
zu	w3_d365e22472
nehmen,	w5_d365e22475
und	w7_d365e22478
sonach	w9_d365e22481
die	w11_d365e22484
nöhtige	w13_d365e22488
Dispositionen	w15_d365e22491
ankehren	w17_d365e22494
zu	w19_d365e22497
</p>
<p id="p16_d365e22511">
können.	w1_d365e22515
Gleich	w1_d365e22520
dann	w3_d365e22523
hiernächst	w5_d365e22526
das	w7_d365e22529
in	w9_d365e22532
Mähren	w11_d365e22535
und	w13_d365e22539
Schlesien	w15_d365e22542
bis	w17_d365e22545
hie	w19_d365e22548
her	w1_d365e22553
gestandene	w3_d365e22556
de	w5_d365e22559
Villische	w7_d365e22562
Corps	w9_d365e22565
nach	w11_d365e22568
vorgängiger	w13_d365e22572
Zuruck=lassung	w15_d365e22575
einer	w17_d365e22578
hinlänglichen	w1_d365e22584
Anzahl	w3_d365e22587
Trupen	w5_d365e22590
zu	w7_d365e22593
Bedeckung	w9_d365e22596
des	w11_d365e22599
Marggraftums	w13_d365e22603
Mähren	w15_d365e22606
in	w1_d365e22611
würklichem	w3_d365e22614
Anmarsche	w5_d365e22617
ist,	w7_d365e22620
um	w9_d365e22623
sich	w11_d365e22626
mit	w13_d365e22630
vorbemeldetem	w15_d365e22633
Corps	w17_d365e22636
zu	w19_d365e22639
verei	w21_d365e22642
nigen.	w1_d365e22647
</p>
<p id="p18_d365e22650">
Nicht	w1_d365e22654
minder	w3_d365e22657
traffe	w5_d365e22660
heut	w7_d365e22663
der	w9_d365e22666
General	w11_d365e22669
feld=marschall=leutenant	w13_d365e22673
Baron	w1_d365e22678
von	w3_d365e22681
Beck	w5_d365e22684
mit	w7_d365e22687
seinen	w9_d365e22690
Trupen	w11_d365e22693
zu	w13_d365e22697
Neustadt	w15_d365e22700
ein,	w17_d365e22703
von	w19_d365e22706
wannen	w21_d365e22709
er	w23_d365e22712
Den	w1_d365e22717
10.	w3_d365e22720
seinen	w5_d365e22723
Marsche	w7_d365e22726
auf	w9_d365e22729
Gebhardsdorf	w11_d365e22732
fortsetzte,	w13_d365e22736
um	w15_d365e22739
den	w17_d365e22742
Ge	w19_d365e22745
neral=feld=marschall=leutenant	w1_d365e22751
Baron	w3_d365e22754
von	w5_d365e22757
Laudohn	w7_d365e22760
abzulösen,	w9_d365e22763
welcher	w11_d365e22766
daraufhin	w1_d365e22771
zu	w3_d365e22774
Laubau	w5_d365e22777
Posto	w7_d365e22780
faste.	w9_d365e22783
</p>
<p id="p20_d365e22786">
Zufolge	w1_d365e22790
der	w3_d365e22793
eingeloffenen	w5_d365e22796
Nachrichten	w7_d365e22799
stunde	w9_d365e22802
der	w11_d365e22805
König	w13_d365e22809
in	w15_d365e22812
Preus	w17_d365e22815
sen	w1_d365e22820
mit	w3_d365e22823
seiner	w5_d365e22826
Armee	w7_d365e22829
bey	w9_d365e22832
Löwenberg	w11_d365e22835
jenseits	w13_d365e22839
der	w15_d365e22842
Bober,	w17_d365e22845
und	w19_d365e22848
da	w21_d365e22851
des	w23_d365e22854
commandirenden	w1_d365e22859
General=feld=marschalls	w3_d365e22862
Excellenz	w5_d365e22865
heut	w7_d365e22868
in	w9_d365e22871
aller	w11_d365e22874
Fruhe	w13_d365e22878
zu	w1_d365e22884
recognosciren	w3_d365e22887
ausgeritten,	w5_d365e22890
wurde	w7_d365e22893
dieselbe	w9_d365e22896
auch	w11_d365e22899
diesseits	w13_d365e22903
sothanen	w15_d365e22906
Flus	w17_d365e22909
ses	w1_d365e22914
eines	w3_d365e22917
feindlichen	w5_d365e22920
Lagers	w7_d365e22923
gewahr;	w9_d365e22926
allein	w11_d365e22929
gleichwie	w13_d365e22933
die	w15_d365e22936
davor	w17_d365e22939
gelegene	w19_d365e22942
Berge	w1_d365e22947
und	w3_d365e22950
Thäler	w5_d365e22953
nicht	w7_d365e22956
so	w9_d365e22959
deutlich	w11_d365e22962
entscheiden	w13_d365e22966
liessen,	w15_d365e22969
ob	w17_d365e22972
selbes	w19_d365e22975
die	w21_d365e22978
Armee,	w23_d365e22981
oder	w1_d365e22986
nur	w3_d365e22989
ein	w5_d365e22992
Corps	w7_d365e22995
seye,	w9_d365e22998
so	w11_d365e23001
kommet	w13_d365e23005
solches	w15_d365e23008
durch	w17_d365e23011
die	w19_d365e23014
fernere	w21_d365e23017
Nachrich	w23_d365e23020
ten	w1_d365e23026
zu	w3_d365e23029
vernehmen.	w5_d365e23032
</p>
<p id="p22_d365e23035">
Den	w1_d365e23039
11.	w3_d365e23042
nahmen	w5_d365e23045
gedachte	w7_d365e23048
Seine	w9_d365e23051
Excellenz	w11_d365e23054
mehrmalen	w13_d365e23058
eine	w15_d365e23061
Reco	w17_d365e23064
gnoscirung	w1_d365e23069
vor,	w3_d365e23072
ansonsten	w5_d365e23075
erhielten	w7_d365e23078
sie	w9_d365e23081
die	w11_d365e23084
Raports,	w13_d365e23088
daß	w15_d365e23091
die	w17_d365e23094
feindliche	w19_d365e23097
Armee	w1_d365e23102
sich	w3_d365e23105
würklich	w5_d365e23108
herwärts	w7_d365e23111
der	w9_d365e23114
Bober	w11_d365e23117
befinde,	w13_d365e23121
und	w15_d365e23124
zwischen	w17_d365e23127
Lieben	w19_d365e23130
thal	w1_d365e23136
und	w3_d365e23139
Greiffenberg	w5_d365e23142
gelageret	w7_d365e23145
habe,	w9_d365e23148
dann	w11_d365e23151
solle	w13_d365e23155
denen	w15_d365e23158
zufolge	w17_d365e23161
das	w19_d365e23164
Haupt=quartier	w1_d365e23169
des	w3_d365e23172
Königs	w5_d365e23175
in	w7_d365e23178
Gerishoffen	w9_d365e23181
seyn.	w11_d365e23184
</p>
<p id="p24_d365e23188">
So	w1_d365e23192
viel	w3_d365e23195
aber	w5_d365e23198
dessen	w7_d365e23201
bey	w9_d365e23204
Landshut	w11_d365e23207
unter	w13_d365e23211
Commando	w15_d365e23214
des	w17_d365e23217
Generat	w19_d365e23220
Fouquet	w1_d365e23225
zuruck=gelassenes	w3_d365e23228
Corps	w5_d365e23231
betrift,	w7_d365e23234
da	w9_d365e23237
wird	w11_d365e23240
von	w13_d365e23244
dem	w15_d365e23247
Generalseld	w17_d365e23250
zeug=meister	w1_d365e23255
Grafen	w3_d365e23258
von	w5_d365e23261
Harsch	w7_d365e23264
berichtet,	w9_d365e23267
daß	w11_d365e23270
selbes	w13_d365e23274
aus	w15_d365e23277
17.	w17_d365e23280
Batall	w19_d365e23283
lons	w1_d365e23289
Jnfanterie,	w3_d365e23292
und	w5_d365e23295
20.	w7_d365e23298
Escadrons	w9_d365e23301
Cavallerie	w11_d365e23304
bestehen	w13_d365e23308
solle.	w15_d365e23311
</p>
<p id="p26_d365e23314">
Ausser	w1_d365e23318
deme	w3_d365e23321
langet	w5_d365e23324
von	w7_d365e23327
dem	w9_d365e23330
General	w11_d365e23333
der	w13_d365e23337
Cavallerie	w15_d365e23340
von	w17_d365e23343
Haddick	w19_d365e23346
der	w1_d365e23351
Raport	w3_d365e23354
ein,	w5_d365e23357
daß	w7_d365e23360
das	w9_d365e23363
Prinz=Heinrichische	w11_d365e23366
Corps,	w13_d365e23370
nachdem	w15_d365e23373
den	w17_d365e23376
8.	w19_d365e23379
mit	w1_d365e23384
eingehender	w3_d365e23387
Nacht	w5_d365e23390
dessen	w7_d365e23393
Artillerie	w9_d365e23396
von	w11_d365e23399
Tschoppau	w13_d365e23403
in	w15_d365e23406
Zug	w17_d365e23409
gesetzet	w19_d365e23412
worden,	w1_d365e23418
vorgestern	w3_d365e23421
früh	w5_d365e23424
zwischen	w7_d365e23427
1.	w9_d365e23430
und	w11_d365e23433
2.	w13_d365e23437
Uhr	w15_d365e23440
das	w17_d365e23443
Erz=gebürg	w19_d365e23446
gänzlich	w21_d365e23449
verlassen,	w1_d365e23454
sofort	w3_d365e23457
selber	w5_d365e23460
gegen	w7_d365e23463
Freyberg	w9_d365e23466
nachgefolget	w11_d365e23469
seye,	w13_d365e23473
und	w15_d365e23476
da	w17_d365e23479
beynebst	w19_d365e23482
verlautete,	w1_d365e23487
daß	w3_d365e23490
dieses	w5_d365e23493
Corps	w7_d365e23496
das	w9_d365e23499
Lager	w11_d365e23502
bey	w13_d365e23506
Maxen	w15_d365e23509
beziehen	w17_d365e23512
solle,	w19_d365e23515
so	w21_d365e23518
liesse	w23_d365e23521
erwehnter	w1_d365e23526
General	w3_d365e23529
der	w5_d365e23532
Cavallerie	w7_d365e23535
von	w9_d365e23538
Haddick,	w11_d365e23541
um	w13_d365e23545
von	w15_d365e23548
denen	w17_d365e23551
diesfär	w19_d365e23554
lig=feindlichen	w1_d365e23560
Bewegungen	w3_d365e23563
ferner=weite	w5_d365e23566
standhafte	w7_d365e23569
Wissenschaft	w9_d365e23572
zu	w11_d365e23575
über	w13_d365e23579
kommen,	w1_d365e23584
den	w3_d365e23587
General=feld=wacht=meister	w5_d365e23590
von	w7_d365e23593
Brentano	w9_d365e23596
mit	w11_d365e23599
seinem	w13_d365e23603
Commando	w1_d365e23608
nacher	w3_d365e23611
Nollendorf,	w5_d365e23614
dann	w7_d365e23617
zu	w9_d365e23620
dessen	w11_d365e23623
Unterstützung	w13_d365e23627
den	w15_d365e23630
Gene	w17_d365e23633
ral=feld=marschall=leutenant	w1_d365e23638
Grafen	w3_d365e23641
Rudolph	w5_d365e23644
Palfy	w7_d365e23647
nacher	w9_d365e23650
Culm	w1_d365e23656
vorrucken.	w3_d365e23659
</p>
</doc>
