<doc id="wr_1763-08-27" attrs="word" year="1763" month="08" day="27" corpus="2">
<head id="h2_d786e3060">
Cartagena	w1_d786e3064
</p>
<p id="p72_d786e21056">
gekommen.	w1_d786e21060
So	w3_d786e21063
waren	w5_d786e21066
damalen	w7_d786e21069
die	w9_d786e21072
Zeiten	w11_d786e21075
beschaffen	w1_d786e21080
Die	w3_d786e21083
Erzehlung	w5_d786e21086
davon	w7_d786e21089
verdienet	w9_d786e21092
um	w1_d786e21097
so	w3_d786e21100
mehr	w5_d786e21103
Glauben,	w7_d786e21106
als	w9_d786e21109
Hinderbach	w11_d786e21112
wä	w13_d786e21116
rend	w1_d786e21122
dieser	w3_d786e21125
Begebenheiten	w5_d786e21128
stäts	w7_d786e21131
an	w9_d786e21134
des	w11_d786e21137
Kai	w13_d786e21141
sers	w1_d786e21146
Seite	w3_d786e21149
gewesen	w5_d786e21152
ist.	w7_d786e21155
Wenn	w9_d786e21158
er	w11_d786e21161
selbige	w13_d786e21165
wenigstens	w1_d786e21170
nur	w3_d786e21173
bis	w5_d786e21176
auf	w7_d786e21179
das	w9_d786e21182
folgende	w11_d786e21185
Jahr,	w13_d786e21189
da	w1_d786e21194
die	w3_d786e21197
vornehmsten	w5_d786e21200
Aufwiegler	w7_d786e21203
der	w9_d786e21206
Bürger	w11_d786e21209
schaft	w1_d786e21215
ihren	w3_d786e21218
verdienten	w5_d786e21221
Lohn	w7_d786e21224
erhalten,	w9_d786e21227
fortge	w11_d786e21230
setzet	w1_d786e21235
hätte.	w3_d786e21238
Er	w5_d786e21241
muste	w7_d786e21244
aber	w9_d786e21247
als	w11_d786e21250
kaiserl.	w13_d786e21254
Ge	w15_d786e21257
sandter	w1_d786e21262
nach	w3_d786e21265
Rom	w5_d786e21268
gehn:	w7_d786e21271
wo	w9_d786e21274
er	w11_d786e21277
zwey	w13_d786e21281
Jahre	w15_d786e21284
hernach	w1_d786e21289
von	w3_d786e21292
dem	w5_d786e21295
Domcapitel	w7_d786e21298
zu	w9_d786e21301
Trient	w11_d786e21304
zum	w13_d786e21308
Bischofe	w1_d786e21314
erwehlet	w3_d786e21317
wurde.	w5_d786e21320
Die	w7_d786e21323
Urschrift	w9_d786e21326
der	w1_d786e21331
gegenwärtigen	w3_d786e21334
denkwürdigen,	w5_d786e21337
obschon	w7_d786e21340
un	w9_d786e21343
vollkommenen,	w1_d786e21348
Geschichte	w3_d786e21351
lag	w5_d786e21354
in	w7_d786e21357
der	w9_d786e21360
fürstl.	w11_d786e21363
Bibliothek	w1_d786e21368
zu	w3_d786e21371
Trient	w5_d786e21374
verborgen,	w7_d786e21377
und	w9_d786e21380
erscheint	w11_d786e21383
nun	w1_d786e21389
das	w3_d786e21392
erste	w5_d786e21395
mal	w7_d786e21398
im	w9_d786e21401
Drucke.	w11_d786e21404
Man	w13_d786e21408
lernet	w15_d786e21411
daraus	w1_d786e21416
nebst	w3_d786e21419
der	w5_d786e21422
Historie	w7_d786e21425
verschiedene	w9_d786e21428
alte	w11_d786e21431
Landesgebräuche,	w1_d786e21436
als	w3_d786e21439
z.	w5_d786e21442
B.	w7_d786e21445
daß	w9_d786e21448
die	w11_d786e21451
Oesterrei	w13_d786e21455
cher	w1_d786e21460
bey	w3_d786e21463
ihren	w5_d786e21466
Heerzügen	w7_d786e21469
auf	w9_d786e21472
jedem	w11_d786e21475
Rüstwa	w13_d786e21479
gen,	w1_d786e21485
derer	w3_d786e21488
im	w5_d786e21491
J.	w7_d786e21494
1462.	w9_d786e21497
über	w11_d786e21500
500.	w13_d786e21504
gezehlet	w15_d786e21507
wurden,	w1_d786e21512
einen	w3_d786e21515
lebendigen	w5_d786e21518
Hahn	w7_d786e21521
hatten,	w9_d786e21524
wel	w11_d786e21527
cher	w1_d786e21532
mit	w3_d786e21535
seinem	w5_d786e21538
Geschreye	w7_d786e21541
anstatt	w9_d786e21544
der	w11_d786e21547
Uhr	w13_d786e21551
diente.	w1_d786e21556
Hinderbach	w3_d786e21559
läßt	w5_d786e21562
auch	w7_d786e21565
keinen	w9_d786e21568
Zwei	w11_d786e21571
fel	w1_d786e21577
mehr	w3_d786e21580
übrig,	w5_d786e21583
daß	w7_d786e21586
nicht	w9_d786e21589
das	w11_d786e21592
hier	w13_d786e21596
soge	w15_d786e21599
nante	w1_d786e21604
Preinglöcklein,	w3_d786e21607
welches	w5_d786e21610
zweymal	w7_d786e21613
des	w9_d786e21616
Tages	w1_d786e21621
geläutet	w3_d786e21624
wird,	w5_d786e21627
das	w7_d786e21630
Preinglöcklein	w9_d786e21633
heis	w11_d786e21636
sen	w1_d786e21641
soll,	w3_d786e21644
und	w5_d786e21647
seinen	w7_d786e21650
Name	w9_d786e21653
von	w11_d786e21656
dem	w13_d786e21660
Pulsi	w15_d786e21663
Pri-	w17_d786e21666
manum	w1_d786e21672
hat,	w3_d786e21675
wie	w5_d786e21678
Hinderbach	w7_d786e21681
saget;	w9_d786e21684
daß	w11_d786e21687
es	w13_d786e21691
also	w1_d786e21696
ein	w3_d786e21699
ganz	w5_d786e21702
irriger	w7_d786e21705
Wahn	w9_d786e21708
ist,	w11_d786e21711
selbigen	w13_d786e21715
von	w1_d786e21720
der	w3_d786e21723
Bräune,	w5_d786e21726
einer	w7_d786e21729
Krankheit,	w9_d786e21732
welche	w11_d786e21735
zu	w1_d786e21740
Wien	w3_d786e21743
einsmals	w5_d786e21746
heftig	w7_d786e21749
gewüthet	w9_d786e21752
haben	w11_d786e21755
soll,	w1_d786e21761
herzuleiten.	w3_d786e21764
Hinderbach	w5_d786e21767
merken	w7_d786e21770
schon	w1_d786e21775
von	w3_d786e21778
seiner	w5_d786e21781
Zeit	w7_d786e21784
an,	w9_d786e21787
daß	w11_d786e21790
wenig	w13_d786e21794
Ein	w15_d786e21797
wohner	w1_d786e21802
zu	w3_d786e21805
Wien	w5_d786e21808
gefunden	w7_d786e21811
wurden,	w9_d786e21814
derer	w11_d786e21817
Ahnen	w1_d786e21822
nicht	w3_d786e21825
fremde	w5_d786e21828
gewesen	w7_d786e21831
sind.	w9_d786e21834
4)	w11_d786e21837
Aus	w13_d786e21841
zug	w1_d786e21847
aus	w3_d786e21850
einem	w5_d786e21853
vom	w7_d786e21856
Kaiser	w9_d786e21859
Friedrich	w11_d786e21862
IIl	w13_d786e21866
mit	w1_d786e21871
eigener	w3_d786e21874
Hand	w5_d786e21877
geschriebenen	w7_d786e21880
Denkbuche.	w9_d786e21883
5)	w1_d786e21888
Gutachten	w3_d786e21891
der	w5_d786e21894
hohen	w7_d786e21897
Schule	w9_d786e21900
zu	w11_d786e21903
Cöllen	w13_d786e21907
über	w1_d786e21912
die	w3_d786e21915
Frage	w5_d786e21918
von	w7_d786e21921
der	w9_d786e21924
obersten	w11_d786e21927
Gewalt	w13_d786e21931
ei	w15_d786e21934
ner	w1_d786e21940
allgemeinen	w3_d786e21943
Kirchenversammlung,	w5_d786e21946
das	w7_d786e21949
ist,	w1_d786e21954
ob	w3_d786e21957
auch	w5_d786e21960
der	w7_d786e21963
Pabst	w9_d786e21966
unter	w11_d786e21969
selbiger	w13_d786e21973
stehe,	w15_d786e21976
in	w1_d786e21981
3.	w3_d786e21984
Sätze	w5_d786e21987
abgetheilet,	w7_d786e21990
und	w9_d786e21993
auf	w11_d786e21996
Erforderung	w13_d786e22000
</p>
<p id="p74_d786e22003">
des	w1_d786e22007
Churfürsten	w3_d786e22010
Dietrich	w5_d786e22013
zu	w7_d786e22016
Cöllen	w9_d786e22019
ungefähr	w11_d786e22022
im	w1_d786e22027
J.	w3_d786e22030
1440.	w5_d786e22033
verfasset.	w7_d786e22036
6)	w9_d786e22039
Aeneae	w11_d786e22042
Cylui	w13_d786e22046
libellus	w1_d786e22051
dialogorum	w3_d786e22054
de	w5_d786e22057
generalis	w7_d786e22060
Concilii	w9_d786e22063
aucto-	w11_d786e22066
ritate	w1_d786e22072
&	w3_d786e22075
gestis	w5_d786e22078
Basileensum.	w7_d786e22081
Es	w9_d786e22084
ist	w11_d786e22087
bekannt,	w13_d786e22091
daß	w1_d786e22096
dieser	w3_d786e22099
eifrige	w5_d786e22102
Verfechter	w7_d786e22105
der	w9_d786e22108
zu	w11_d786e22111
Basel	w13_d786e22115
versammelten	w1_d786e22120
Kirchenväter,	w3_d786e22123
nach	w5_d786e22126
seiner	w7_d786e22129
Er	w9_d786e22132
	w11_d786e22135
|	w13_d786e22139
hebung	w1_d786e22144
auf	w3_d786e22147
den	w5_d786e22150
päbstl.	w7_d786e22153
Stul	w9_d786e22156
seine	w11_d786e22159
Meinung,	w13_d786e22163
wie	w1_d786e22169
es	w3_d786e22172
leicht	w5_d786e22175
zu	w7_d786e22178
erachten	w9_d786e22181
ist,	w11_d786e22184
verändert	w13_d786e22188
hat.	w15_d786e22191
7)	w1_d786e22196
Ejusdem	w3_d786e22199
epistola	w5_d786e22202
ad	w7_d786e22205
Hartungum	w9_d786e22208
de	w11_d786e22211
Con-	w13_d786e22215
ciliorum	w1_d786e22220
&	w3_d786e22223
Pontificum	w5_d786e22226
Roman,	w7_d786e22229
auctoritate.	w9_d786e22232
Hartung	w1_d786e22237
Kappel	w3_d786e22240
von	w5_d786e22243
Aschaffenburg	w7_d786e22246
war	w9_d786e22249
kaiserl.	w1_d786e22255
Secretar,	w3_d786e22258
und	w5_d786e22261
ein	w7_d786e22264
guter	w9_d786e22267
Rechtsg	w11_d786e22270
|	w13_d786e22274
|	w15_d786e22277
lehrter.	w1_d786e22282
8)	w3_d786e22285
Ant.	w5_d786e22288
Bousiuii	w7_d786e22291
praefatio	w9_d786e22294
Phile-	w11_d786e22297
strati	w1_d786e22302
senioris	w3_d786e22305
operibust	w5_d786e22308
in	w7_d786e22311
latinum	w9_d786e22314
sermonem	w11_d786e22317
ab	w1_d786e22322
eodem	w3_d786e22325
conversis	w5_d786e22328
praefiæa,	w7_d786e22331
ad	w9_d786e22334
Matthiam	w11_d786e22337
Cor-	w13_d786e22341
vinim	w1_d786e22347
Hungariae	w3_d786e22350
Regem.	w5_d786e22353
Diese	w7_d786e22356
bisher	w9_d786e22359
un	w11_d786e22362
bekannte	w1_d786e22367
Vorrede	w3_d786e22370
ist	w5_d786e22373
ganz	w7_d786e22376
historisch,	w9_d786e22379
und	w11_d786e22382
vielmehr	w1_d786e22387
eine	w3_d786e22390
Lobrede	w5_d786e22393
auf	w7_d786e22396
den	w9_d786e22399
vorgenannten	w11_d786e22402
grossen	w1_d786e22407
Helden	w3_d786e22410
Matthias	w5_d786e22413
Corvinus.	w7_d786e22416
Sie	w9_d786e22419
ist	w1_d786e22425
ein	w3_d786e22428
schönes	w5_d786e22431
Denkmal	w7_d786e22434
für	w9_d786e22437
die	w11_d786e22440
hungarische	w13_d786e22444
Nation;	w1_d786e22449
indem	w3_d786e22452
nicht	w5_d786e22455
allein	w7_d786e22458
derselben	w9_d786e22461
Ta	w11_d786e22464
pferkeit	w1_d786e22469
darinn	w3_d786e22472
von	w5_d786e22475
einem	w7_d786e22478
Augenzeuge	w9_d786e22481
unge	w11_d786e22484
mein	w1_d786e22489
gerühmet,	w3_d786e22492
sondern	w5_d786e22495
auch	w7_d786e22498
ihre	w9_d786e22501
damalige	w11_d786e22504
Art	w1_d786e22510
Krieg	w3_d786e22513
zu	w5_d786e22516
führen,	w7_d786e22519
nebst	w9_d786e22522
der	w11_d786e22525
Eroberung	w13_d786e22529
beyder	w1_d786e22534
Städte	w3_d786e22537
Wien	w5_d786e22540
und	w7_d786e22543
Neustadt,	w9_d786e22546
beschrie	w11_d786e22549
ben	w1_d786e22554
wird.	w3_d786e22557
9)	w5_d786e22560
Den	w7_d786e22563
Schluß	w9_d786e22566
machet	w11_d786e22569
eine	w13_d786e22573
Sammlung	w1_d786e22578
von	w3_d786e22581
146	w5_d786e22584
Urkunden	w7_d786e22587
zur	w9_d786e22590
Erläut	w11_d786e22593
terung	w1_d786e22599
der	w3_d786e22602
Lebensgeschichte	w5_d786e22605
Kaisers	w7_d786e22608
Friedrich	w9_d786e22611
des	w1_d786e22616
III.	w3_d786e22619
Die	w5_d786e22622
Reichshistorie	w7_d786e22625
unter	w9_d786e22628
diesem	w11_d786e22631
Kaiser	w1_d786e22636
ist	w3_d786e22639
durch	w5_d786e22642
Joh.	w7_d786e22645
Joach	w9_d786e22648
Müllers	w11_d786e22651
deut	w13_d786e22655
sches	w1_d786e22660
Reichstagstheater,	w3_d786e22663
und	w5_d786e22666
noch	w7_d786e22669
jüngst	w9_d786e22672
durch	w1_d786e22678
die	w3_d786e22681
Nachlese	w5_d786e22684
des	w7_d786e22687
Hrn.	w9_d786e22690
Gustav	w11_d786e22693
König	w13_d786e22697
v.	w1_d786e22702
Königsthal	w3_d786e22705
ansehnlich	w5_d786e22708
beleuchtet	w7_d786e22711
worden.	w9_d786e22714
Der	w1_d786e22719
österreichis.	w3_d786e22722
Historie	w5_d786e22725
fehlete	w7_d786e22728
es	w9_d786e22731
noch	w11_d786e22734
an	w13_d786e22738
einem	w1_d786e22743
gleichen	w3_d786e22746
Hülfsmittel;	w5_d786e22749
welches	w7_d786e22752
wir	w9_d786e22755
itzo	w1_d786e22761
aus	w3_d786e22764
den	w5_d786e22767
hiesigen	w7_d786e22770
Archiven	w9_d786e22773
erhalten.	w11_d786e22776
Es	w13_d786e22780
wäre	w1_d786e22785
jedoch	w3_d786e22788
zu	w5_d786e22791
wünschen,	w7_d786e22794
daß	w9_d786e22797
diese	w11_d786e22800
Samm	w13_d786e22804
lung,	w1_d786e22809
welche	w3_d786e22812
vom	w5_d786e22815
J.	w7_d786e22818
1440.	w9_d786e22821
nur	w11_d786e22824
bis	w13_d786e22828
1453.	w15_d786e22831
gehet,	w1_d786e22836
bis	w3_d786e22839
zum	w5_d786e22842
Ende	w7_d786e22845
der	w9_d786e22848
Regierung	w11_d786e22851
Frie	w13_d786e22855
drichs	w1_d786e22861
fortgesetzet,	w3_d786e22864
und	w5_d786e22867
also	w7_d786e22870
der	w9_d786e22873
übrige	w11_d786e22876
leere	w13_d786e22880
Raum	w1_d786e22885
ausgefüllet	w3_d786e22888
würde.	w5_d786e22891
</p>
<list id="l78_d786e22896">
Ais	w1_d786e22900
Neusinuns	w3_d786e22903
einer	w5_d786e22906
Hosläil	w7_d786e22909
N.	w9_d786e22912
de	w11_d786e22915
A	w13_d786e22919
</list>
<p id="p80_d786e22923">
Ais	w1_d786e22927
Neusinuns	w3_d786e22930
einer	w5_d786e22933
Hosläil	w7_d786e22936
N.	w9_d786e22939
de	w11_d786e22942
A	w13_d786e22946
gierung	w1_d786e22951
werden	w3_d786e22954
nächst	w5_d786e22957
künftigen	w7_d786e22960
Freytag	w9_d786e22963
als	w11_d786e22966
den	w13_d786e22970
2ten	w1_d786e22975
Sept.	w3_d786e22978
dies	w5_d786e22981
Jahrs	w7_d786e22984
in	w9_d786e22987
dem	w11_d786e22990
Hutsteper=gässel	w13_d786e22994
in	w1_d786e23000
dem	w3_d786e23003
Klein=wagnerischen	w5_d786e23006
Haus	w7_d786e23009
im	w9_d786e23012
2ten	w11_d786e23015
Stock	w13_d786e23019
fruh	w1_d786e23024
von	w3_d786e23027
9.	w5_d786e23030
bis	w7_d786e23033
12.	w9_d786e23036
und	w11_d786e23039
Nachmittag	w13_d786e23043
von	w15_d786e23046
3.	w17_d786e23049
bis	w19_d786e23052
6.	w1_d786e23057
Uhr	w3_d786e23060
verschiedenes	w5_d786e23063
Silber,	w7_d786e23066
Sessel,	w9_d786e23069
Spalier,	w11_d786e23072
Kästen,	w1_d786e23077
Spiegel,	w3_d786e23080
Bilder	w5_d786e23083
und	w7_d786e23086
andere	w9_d786e23089
Hausge	w11_d786e23092
räthschaften	w1_d786e23098
licitando	w3_d786e23101
dem	w5_d786e23104
Meistbietenden	w7_d786e23107
gegen	w9_d786e23110
baarer	w1_d786e23115
Bezahlung	w3_d786e23118
hindan	w5_d786e23121
gegeben	w7_d786e23124
werden.	w9_d786e23127
</p>
<list id="l82_d786e23130">
Land=marschalf	w1_d786e23134
2e.	w3_d786e23137
</list>
<head id="h2_d786e23144">
Land=marschalf	w1_d786e23148
2e.	w3_d786e23151
</head>
<p id="p4_d786e23154">
Entbiete	w1_d786e23158
N.	w3_d786e23161
allen	w5_d786e23164
und	w7_d786e23167
jeden,	w9_d786e23170
was	w11_d786e23173
Standes	w13_d786e23177
oder	w15_d786e23180
Würde	w1_d786e23185
die	w3_d786e23188
seynd,	w5_d786e23191
der	w7_d786e23194
Gebühr	w9_d786e23197
nach	w11_d786e23200
meinen	w13_d786e23204
respect.	w15_d786e23207
Dienst	w1_d786e23212
in	w3_d786e23215
guten	w5_d786e23218
Willen	w7_d786e23221
zuvor,	w9_d786e23224
und	w11_d786e23227
gebe	w13_d786e23231
hiemit	w15_d786e23234
zu	w1_d786e23240
vernehmen:	w3_d786e23243
</p>
<p id="p6_d786e23246">
Es	w1_d786e23250
habe	w3_d786e23253
bey	w5_d786e23256
dem	w7_d786e23259
mir	w9_d786e23262
allergnädigst	w11_d786e23265
anvertrau	w13_d786e23269
ten	w1_d786e23274
N.	w3_d786e23277
Oe.	w5_d786e23280
Landmarschallischen	w7_d786e23283
Gericht	w9_d786e23286
der	w11_d786e23289
ge	w13_d786e23293
richtl.	w1_d786e23298
verordnete	w3_d786e23301
Gräfl.	w5_d786e23304
Carl	w7_d786e23307
Sallmische	w9_d786e23310
Curator	w11_d786e23313
ad	w1_d786e23319
lites	w3_d786e23322
schriftlichen	w5_d786e23325
angezeiget,	w7_d786e23328
welchergestalten	w9_d786e23331
laut	w1_d786e23336
producirten	w3_d786e23339
Tabular=extract	w5_d786e23342
auf	w7_d786e23345
den	w9_d786e23348
vorhin	w11_d786e23351
Gräfl.	w1_d786e23356
Salmisch=nunmehro	w3_d786e23359
Graf	w5_d786e23362
Khevenhülleri	w7_d786e23365
schen	w1_d786e23370
Haus	w3_d786e23373
in	w5_d786e23376
der	w7_d786e23379
Wallnerstrassen	w9_d786e23382
sub	w11_d786e23385
Nro.	w13_d786e23389
3.	w15_d786e23392
den	w1_d786e23398
14.	w3_d786e23401
Martii	w5_d786e23404
1735.	w7_d786e23407
Maria	w9_d786e23410
Burianin	w11_d786e23413
Wittib,	w13_d786e23417
wegen	w1_d786e23422
1100.	w3_d786e23425
fl.	w5_d786e23428
welche	w7_d786e23431
Post	w9_d786e23434
nach	w11_d786e23437
der	w13_d786e23441
Hand	w15_d786e23444
an	w17_d786e23447
ei	w19_d786e23450
nen	w1_d786e23455
sicheren	w3_d786e23458
Franz	w5_d786e23461
Paumann	w7_d786e23464
cediret	w9_d786e23467
worden	w11_d786e23470
seyn	w13_d786e23474
solle,	w1_d786e23479
dann	w3_d786e23482
sub	w5_d786e23485
Nro.	w7_d786e23488
13.	w9_d786e23491
den	w11_d786e23494
12.	w13_d786e23498
Decemb.	w15_d786e23501
1750	w17_d786e23504
Ferdinand	w1_d786e23510
Müller	w3_d786e23513
Bereuter,	w5_d786e23516
wegen	w7_d786e23519
604.	w9_d786e23522
fl.	w11_d786e23525
14.	w13_d786e23529
kr.	w15_d786e23532
fürgemerkter	w1_d786e23537
sich	w3_d786e23540
befinden,	w5_d786e23543
welch=beede	w7_d786e23546
Schuld	w9_d786e23549
posten	w1_d786e23554
aber	w3_d786e23557
würklichen	w5_d786e23560
abgethan	w7_d786e23563
seyn,	w9_d786e23566
und	w11_d786e23569
der	w13_d786e23573
malen	w1_d786e23578
indebite	w3_d786e23581
haften,	w5_d786e23584
und	w7_d786e23587
sine	w9_d786e23590
causa	w11_d786e23593
haften	w13_d786e23597
sol	w15_d786e23600
len.	w1_d786e23606
Diesemnach	w3_d786e23609
gebetten,	w5_d786e23612
ich	w7_d786e23615
geruhete	w9_d786e23618
wegen	w11_d786e23621
Extabulirung	w1_d786e23626
erst=gedachten	w3_d786e23629
Schuld=posten	w5_d786e23632
ein	w7_d786e23635
ordentliches	w1_d786e23640
Amortisations=edict	w3_d786e23643
bey	w5_d786e23646
der	w7_d786e23649
Canzley	w9_d786e23652
ausfertigen	w1_d786e23657
zu	w3_d786e23660
lassen,	w5_d786e23663
wann	w7_d786e23666
nun	w9_d786e23669
hierinfalls	w11_d786e23672
in	w13_d786e23676
Folge	w1_d786e23682
der	w3_d786e23685
allergnädigst	w5_d786e23688
ergangenen	w7_d786e23691
Kaiserl.	w9_d786e23694
Kö	w11_d786e23697
nigl.	w1_d786e23702
Hof=resolution	w3_d786e23705
gewilliget	w5_d786e23708
worden.	w7_d786e23711
Als	w9_d786e23714
ist	w11_d786e23717
im	w1_d786e23722
Namen	w3_d786e23725
Jhrer	w5_d786e23728
Kaiserl.	w7_d786e23731
Königl.	w9_d786e23734
Majest.	w11_d786e23737
unser	w13_d786e23741
allergnädigster	w1_d786e23746
Frauen	w3_d786e23749
rc.	w5_d786e23752
mein	w7_d786e23755
Befehl	w9_d786e23758
hiemit,	w11_d786e23761
daß	w1_d786e23767
der	w3_d786e23770
oder	w5_d786e23773
diejenige,	w7_d786e23776
so	w9_d786e23779
von	w11_d786e23782
obbemelten	w13_d786e23786
Tabu	w15_d786e23789
lar=posten	w1_d786e23794
entweder	w3_d786e23797
einige	w5_d786e23800
schriftliche	w7_d786e23803
Documen	w9_d786e23806
ta	w1_d786e23811
in	w3_d786e23814
Handen	w5_d786e23817
haben,	w7_d786e23820
oder	w9_d786e23823
annoch	w11_d786e23826
überkommen	w13_d786e23830
möchten,	w1_d786e23835
wie	w3_d786e23838
auch	w5_d786e23841
diejenige,	w7_d786e23844
welche	w9_d786e23847
ansonsten	w11_d786e23850
an	w13_d786e23854
diesen	w1_d786e23860
einige	w3_d786e23863
Sprüch	w5_d786e23866
und	w7_d786e23869
Anforderung	w9_d786e23872
haben,	w11_d786e23875
oder	w1_d786e23880
zu	w3_d786e23883
haben	w5_d786e23886
vermeinen,	w7_d786e23889
solche	w9_d786e23892
innerhalb	w11_d786e23895
eines	w13_d786e23899
Jahrs,	w1_d786e23904
6	w3_d786e23907
Wochen	w5_d786e23910
und	w7_d786e23913
3.	w9_d786e23916
Tägen	w11_d786e23919
alsogewiß	w13_d786e23923
bey	w15_d786e23926
Gericht	w1_d786e23931
produciren,	w3_d786e23934
für	w5_d786e23937
und	w7_d786e23940
anbringen,	w9_d786e23943
wie	w11_d786e23946
im	w13_d786e23950
widrigen	w1_d786e23956
nach	w3_d786e23959
Verfliessung	w5_d786e23962
dieses	w7_d786e23965
Termins	w9_d786e23968
keiner	w11_d786e23971
mehr	w1_d786e23976
gehöret,	w3_d786e23979
sondern	w5_d786e23982
sothane	w7_d786e23985
Posten	w9_d786e23988
eo	w11_d786e23991
ipso	w13_d786e23995
amortisiret,	w1_d786e24000
annulliret,	w3_d786e24003
extabuliret	w5_d786e24006
und	w7_d786e24009
cassiret	w9_d786e24012
werden	w1_d786e24017
sollen.	w3_d786e24020
Hieran	w5_d786e24023
beschiehet	w7_d786e24026
Allerhöchst	w9_d786e24029
besagt=Jhrer	w1_d786e24035
K.	w3_d786e24038
K.	w5_d786e24041
Majest.	w7_d786e24044
unser	w9_d786e24047
allergnädig	w11_d786e24050
sten	w1_d786e24055
Frauen	w3_d786e24058
gefälligster	w5_d786e24061
Willen	w7_d786e24064
und	w9_d786e24067
Meinung	w11_d786e24070
Wien	w1_d786e24075
den	w3_d786e24078
23.	w5_d786e24081
April	w7_d786e24084
1763.	w9_d786e24087
</p>
<list id="l8_d786e24090">
Ben	w1_d786e24094
den	w3_d786e24097
Hochfürst.	w5_d786e24100
Lichtensteinischen	w7_d786e24103
Marit	w9_d786e24106
</list>
<p id="p10_d786e24110">
Ben	w1_d786e24114
den	w3_d786e24117
Hochfürst.	w5_d786e24120
Lichtensteinischen	w7_d786e24123
Marit	w9_d786e24126
Obersulz	w1_d786e24131
wegen,	w3_d786e24134
wird	w5_d786e24137
hiemit	w7_d786e24140
durch	w9_d786e24143
dieses	w11_d786e24146
offe	w13_d786e24150
ne	w1_d786e24155
Edict	w3_d786e24158
jedermänniglich	w5_d786e24161
kund	w7_d786e24164
und	w9_d786e24167
zu	w11_d786e24170
wissen	w13_d786e24174
ge	w15_d786e24177
macht,	w1_d786e24183
wie	w3_d786e24186
daß	w5_d786e24189
des	w7_d786e24192
Franz	w9_d786e24195
Reyter	w11_d786e24198
sein	w13_d786e24202
angefal	w15_d786e24205
len	w1_d786e24210
väterlich	w3_d786e24213
und	w5_d786e24216
mütterliches	w7_d786e24219
Erb=guth	w9_d786e24222
pr.	w11_d786e24225
56.	w13_d786e24229
</p>
<p id="p12_d786e24233">
fl.	w1_d786e24237
22.	w3_d786e24240
1.	w5_d786e24243
halben	w7_d786e24246
kr.	w9_d786e24249
zu	w11_d786e24252
diesseitigem	w13_d786e24256
Marktgemein	w15_d786e24259
de	w1_d786e24264
Gegen=abreichung	w3_d786e24267
des	w5_d786e24270
Land=gewöhnlichen	w7_d786e24273
Interesse	w1_d786e24278
übernommen	w3_d786e24281
worden,	w5_d786e24284
zumalen	w7_d786e24287
aber	w9_d786e24290
er	w11_d786e24293
meldter	w1_d786e24299
Franz	w3_d786e24302
Reyter	w5_d786e24305
schon	w7_d786e24308
ab	w9_d786e24311
anno	w11_d786e24314
1726.	w13_d786e24318
un	w15_d786e24321
wissend	w1_d786e24326
mithin	w3_d786e24329
pro	w5_d786e24332
mortuo	w7_d786e24335
zu	w9_d786e24338
halten	w11_d786e24341
und	w13_d786e24345
dessen	w15_d786e24348
nächsten	w1_d786e24353
Befreundten	w3_d786e24356
auszufolgen	w5_d786e24359
kommet.	w7_d786e24362
Da	w9_d786e24365
hero	w1_d786e24370
werden	w3_d786e24373
alle	w5_d786e24376
und	w7_d786e24379
jede,	w9_d786e24382
so	w11_d786e24385
an	w13_d786e24389
ermeldtes	w15_d786e24392
Franz	w17_d786e24395
Reyterisches	w1_d786e24401
Erb=guth	w3_d786e24404
im	w5_d786e24407
Capital	w7_d786e24410
pr.	w9_d786e24413
56.	w11_d786e24416
fl.	w13_d786e24420
22.	w15_d786e24423
1.	w1_d786e24428
halben	w3_d786e24431
kr.	w5_d786e24434
einige	w7_d786e24437
Sprüch	w9_d786e24440
und	w11_d786e24443
Forderungen	w13_d786e24447
ei	w15_d786e24450
tulo	w1_d786e24455
hæreditatis	w3_d786e24458
aut	w5_d786e24461
alio	w7_d786e24464
quocunqne	w9_d786e24467
tirulo	w11_d786e24470
zu	w13_d786e24474
machen	w1_d786e24479
vermeinen,	w3_d786e24482
von	w5_d786e24485
heute	w7_d786e24488
dato	w9_d786e24491
an	w11_d786e24494
binnen	w13_d786e24498
1.	w15_d786e24501
Jahr	w1_d786e24507
6.	w3_d786e24510
Wochen	w5_d786e24513
und	w7_d786e24516
3.	w9_d786e24519
Tägen	w11_d786e24522
auf	w13_d786e24526
dem	w15_d786e24529
allhiesi	w17_d786e24532
gen	w1_d786e24537
Rath=haus	w3_d786e24540
entweder	w5_d786e24543
selbst,	w7_d786e24546
oder	w9_d786e24549
durch	w11_d786e24552
einen	w13_d786e24556
genugsam	w1_d786e24561
bevollmächtigten	w3_d786e24564
Sachwalter	w5_d786e24567
sub	w7_d786e24570
clau-	w9_d786e24573
sula	w1_d786e24578
præclusi	w3_d786e24581
also	w5_d786e24584
gewiß	w7_d786e24587
zu	w9_d786e24590
erscheinen,	w11_d786e24593
ihr	w13_d786e24597
Erb	w15_d786e24600
recht	w1_d786e24606
oder	w3_d786e24609
anderweitige	w5_d786e24612
Sprüch	w7_d786e24615
und	w9_d786e24618
Forderungen	w11_d786e24621
Rechts=beständig	w1_d786e24626
zu	w3_d786e24629
erweisen,	w5_d786e24632
und	w7_d786e24635
sich	w9_d786e24638
zu	w11_d786e24641
legi	w13_d786e24645
timiren	w1_d786e24650
haben,	w3_d786e24653
wie	w5_d786e24656
