<doc id="wr_1759-05-02" attrs="word" year="1759" month="05" day="02" corpus="2">
<head id="h2_d344e3775">
Maynstrom	w1_d344e3779
diese	w9_d344e22012
Posten	w11_d344e22015
bey	w13_d344e22019
dem	w1_d344e22025
Weisbotten=amt	w3_d344e22028
hinwiederum	w5_d344e22031
ex	w7_d344e22034
officio	w9_d344e22037
cas	w11_d344e22040
siren	w1_d344e22045
zu	w3_d344e22048
lassen;	w5_d344e22051
wann	w7_d344e22054
nun	w9_d344e22057
hierinfalls	w11_d344e22060
das	w13_d344e22064
Fiat	w15_d344e22067
mit	w17_d344e22070
Vor=wissen	w1_d344e22075
verwilliget	w3_d344e22078
worden,	w5_d344e22081
widerholten	w7_d344e22084
Cu	w9_d344e22087
ratori	w1_d344e22092
aber	w3_d344e22095
euer	w5_d344e22098
Aufenthalt	w7_d344e22101
unwissend	w9_d344e22104
ist;	w11_d344e22107
als	w13_d344e22111
wird	w1_d344e22117
euch	w3_d344e22120
sothan=ergangene	w5_d344e22123
Caßirung	w7_d344e22126
hiemit	w9_d344e22129
edi	w11_d344e22132
ctaliter	w1_d344e22137
intimiret.	w3_d344e22140
Wien	w5_d344e22143
den	w7_d344e22146
5.	w9_d344e22149
Mart.	w11_d344e22152
1759.	w13_d344e22156
</p>
<p id="p8_d344e22159">
Von	w1_d344e22163
der	w3_d344e22166
Hoch=gräflichen	w5_d344e22169
Hartigischen	w7_d344e22172
Herr	w9_d344e22175
schaft	w1_d344e22180
Schrattenthaler	w3_d344e22183
Amts=canzley,	w5_d344e22186
wird	w7_d344e22189
hiemit	w1_d344e22194
jedermänniglich	w3_d344e22197
zu	w5_d344e22200
wissen	w7_d344e22203
gemachet,	w9_d344e22206
wei	w11_d344e22209
cher=gestalten	w1_d344e22215
die	w3_d344e22218
nach	w5_d344e22221
dem	w7_d344e22224
seel.	w9_d344e22227
Johann	w11_d344e22230
Ederer	w13_d344e22234
in	w15_d344e22237
Mark	w1_d344e22242
Ober=markerstorf	w3_d344e22245
in	w5_d344e22248
V.	w7_d344e22251
U.	w9_d344e22254
M.	w11_d344e22257
B.	w13_d344e22261
ruckge	w15_d344e22264
bliebene	w1_d344e22269
Schmiedten,	w3_d344e22272
samt	w5_d344e22275
denen	w7_d344e22278
darzu	w9_d344e22281
gehöri	w11_d344e22284
gen	w1_d344e22289
Grund=stücken	w3_d344e22292
auf	w5_d344e22295
den	w7_d344e22298
15ten	w9_d344e22301
dieses	w11_d344e22304
Mo	w13_d344e22308
nats	w1_d344e22314
May	w3_d344e22317
in	w5_d344e22320
ermeldeter	w7_d344e22323
Amts=canzley	w9_d344e22326
fruhe	w11_d344e22329
um	w13_d344e22333
8.	w1_d344e22338
Uhr	w3_d344e22341
dem	w5_d344e22344
Meist=bietenden	w7_d344e22347
licitando	w9_d344e22350
zu	w11_d344e22353
verkauf	w13_d344e22357
fen	w1_d344e22362
seye.	w3_d344e22365
Wer	w5_d344e22368
nun	w7_d344e22371
hierzu	w9_d344e22374
ein	w11_d344e22377
Belieben	w13_d344e22381
traget,	w15_d344e22384
der	w1_d344e22389
hat	w3_d344e22392
sich	w5_d344e22395
am	w7_d344e22398
ob=bestimmten	w9_d344e22401
Tag	w11_d344e22404
und	w13_d344e22408
Stund	w15_d344e22411
in	w17_d344e22414
besagter	w1_d344e22420
Amts=cantzley	w3_d344e22423
zu	w5_d344e22426
melden.	w7_d344e22429
</p>
<p id="p10_d344e22432">
Den	w1_d344e22436
3.	w3_d344e22439
nächst=kommenden	w5_d344e22442
Monats	w7_d344e22445
May	w9_d344e22448
wer	w11_d344e22451
den	w1_d344e22456
unweit	w3_d344e22459
des	w5_d344e22462
Stuben=thors	w7_d344e22465
beym	w9_d344e22468
Rädl	w11_d344e22471
im	w13_d344e22475
ersten	w1_d344e22480
Stock	w3_d344e22483
verschiedene	w5_d344e22486
Verlassenschaftseffel	w7_d344e22489
ten	w1_d344e22495
als:	w3_d344e22498
Silber,	w5_d344e22501
Kleider,	w7_d344e22504
Wäsch,	w9_d344e22507
Spieget,	w11_d344e22510
Bilder,	w1_d344e22515
Spallier,	w3_d344e22518
Kästen,	w5_d344e22521
Tisch,	w7_d344e22524
Sessen,	w9_d344e22527
Vormittag	w1_d344e22532
von	w3_d344e22535
9.	w5_d344e22538
bis	w7_d344e22541
12.	w9_d344e22544
und	w11_d344e22547
Nachmittag	w13_d344e22551
von	w15_d344e22554
3.	w1_d344e22559
bis	w3_d344e22562
6.	w5_d344e22565
Uhr	w7_d344e22568
denen	w9_d344e22571
Meistbietenden	w11_d344e22574
licitands	w13_d344e22578
verkauffet	w1_d344e22584
werden.	w3_d344e22587
</p>
<p id="p14_d344e22593">
Den	w1_d344e22597
10.	w3_d344e22600
und	w5_d344e22603
folgenden	w7_d344e22606
Tages	w9_d344e22609
dieses	w11_d344e22612
Monats	w13_d344e22616
werden	w1_d344e22621
auf	w3_d344e22624
dem	w5_d344e22627
grünen	w7_d344e22630
Anger	w9_d344e22633
im	w11_d344e22636
Schmerlingi	w13_d344e22640
schen	w1_d344e22645
Haus	w3_d344e22648
im	w5_d344e22651
zweyten	w7_d344e22654
Stock,	w9_d344e22657
verschiedene	w11_d344e22660
Zim	w13_d344e22664
mer	w1_d344e22670
und	w3_d344e22673
Kuchel=einrichtungen,	w5_d344e22676
als	w7_d344e22679
Spallieren,	w9_d344e22682
Kästen,	w1_d344e22687
Tisch,	w3_d344e22690
zwey	w5_d344e22693
grosse	w7_d344e22696
gleiche	w9_d344e22699
Spiegeln	w11_d344e22702
mit	w13_d344e22706
gut	w1_d344e22711
vergoldten	w3_d344e22714
Rammen,	w5_d344e22717
eine	w7_d344e22720
Repetir=stock=uhr,	w9_d344e22723
Bilder	w1_d344e22728
und	w3_d344e22731
Gemählde,	w5_d344e22734
worunter	w7_d344e22737
etwelche	w9_d344e22740
Stuck	w11_d344e22743
von	w1_d344e22749
gnten	w3_d344e22752
Meister	w5_d344e22755
seynd,	w7_d344e22758
dann	w9_d344e22761
verschiedenes	w11_d344e22764
Por	w13_d344e22768
celan,	w1_d344e22773
Majolica,	w3_d344e22776
Kupfer,	w5_d344e22779
Zinn,	w7_d344e22782
und	w9_d344e22785
Eisenge	w11_d344e22788
schier,	w1_d344e22793
nebst	w3_d344e22796
etwas	w5_d344e22799
Silber,	w7_d344e22802
fruh	w9_d344e22805
von	w11_d344e22808
9.	w13_d344e22812
bis	w15_d344e22815
12.	w17_d344e22818
und	w1_d344e22823
Nachmittag	w3_d344e22826
von	w5_d344e22829
3.	w7_d344e22832
bis	w9_d344e22835
6.	w11_d344e22838
Uhr,	w13_d344e22842
dem	w15_d344e22845
Meist	w17_d344e22848
bietenden	w1_d344e22854
licitando	w3_d344e22857
verkauffet	w5_d344e22860
werden.	w7_d344e22863
</p>
<p id="p16_d344e22866">
Auf	w1_d344e22870
zukünftigen	w3_d344e22873
Freytag	w5_d344e22876
den	w7_d344e22879
4.	w9_d344e22882
May	w11_d344e22885
werden	w13_d344e22889
Vormittag	w1_d344e22894
von	w3_d344e22897
9.	w5_d344e22900
bis	w7_d344e22903
12.	w9_d344e22906
Nachmittag	w11_d344e22909
aber	w13_d344e22913
von	w15_d344e22916
3.	w1_d344e22921
bis	w3_d344e22924
6.	w5_d344e22927
Uhr	w7_d344e22930
und	w9_d344e22933
folgende	w11_d344e22936
Täg	w13_d344e22940
darauf	w15_d344e22943
auf	w17_d344e22946
der	w19_d344e22949
Land=straß	w1_d344e22955
bey	w3_d344e22958
der	w5_d344e22961
goldenen	w7_d344e22964
Sonn	w9_d344e22967
ausser	w11_d344e22970
denen	w13_d344e22974
Augustinern	w1_d344e22979
im	w3_d344e22982
ersten	w5_d344e22985
Stock	w7_d344e22988
verschiedene	w9_d344e22991
Effecten,	w11_d344e22994
als	w1_d344e22999
Silber,	w3_d344e23002
Frauen=kleider,	w5_d344e23005
Wäsch,	w7_d344e23008
Kästen,	w1_d344e23013
Sessel,	w1_d344e23019
Behter,	w3_d344e23022
schönes	w5_d344e23025
Gewehr,	w7_d344e23028
Bilder,	w9_d344e23031
Zinn,	w11_d344e23034
Kupfer,	w1_d344e23039
auch	w3_d344e23042
andere	w5_d344e23045
Gerähtschaften	w7_d344e23048
denen	w9_d344e23051
Meist	w11_d344e23054
bietenden	w1_d344e23059
licitando	w3_d344e23062
hindann	w5_d344e23065
gegeben	w7_d344e23068
werden.	w9_d344e23071
</p>
<p id="p18_d344e23074">
Auf	w1_d344e23078
zukünftigen	w3_d344e23081
Donnerstag	w5_d344e23084
als	w7_d344e23087
den	w9_d344e23090
3.	w11_d344e23093
May	w13_d344e23097
werden	w1_d344e23102
Vormittag	w3_d344e23105
von	w5_d344e23108
9.	w7_d344e23111
bis	w9_d344e23114
12.	w11_d344e23117
Nachmittag	w13_d344e23121
von	w1_d344e23126
3.	w3_d344e23129
bis	w5_d344e23132
6.	w7_d344e23135
Uhr	w9_d344e23138
und	w11_d344e23141
folgende	w13_d344e23145
Täg	w15_d344e23148
darauf	w17_d344e23151
in	w19_d344e23154
der	w1_d344e23160
Rossau	w3_d344e23163
im	w5_d344e23166
Eitzelbergischen	w7_d344e23169
Haus	w9_d344e23172
in	w11_d344e23175
der	w13_d344e23179
Ser	w15_d344e23182
viten=gassen	w1_d344e23187
verschiedene	w3_d344e23190
Effecten,	w5_d344e23193
als	w7_d344e23196
Manns	w9_d344e23199
kleider,	w1_d344e23204
Wäsch,	w3_d344e23207
Kästen,	w5_d344e23210
Sessel,	w7_d344e23213
Kupfer,	w9_d344e23216
Zinn,	w11_d344e23219
Bilder	w1_d344e23224
von	w3_d344e23227
guten	w5_d344e23230
Meistern,	w7_d344e23233
Originalien,	w9_d344e23236
Ge	w1_d344e23242
wehr	w1_d344e23247
und	w3_d344e23250
andere	w5_d344e23253
Gerähtschaften	w7_d344e23256
denen	w9_d344e23259
Meistbie	w11_d344e23262
tenden	w1_d344e23267
hindann	w3_d344e23270
gegeben	w5_d344e23273
werden.	w7_d344e23276
</p>
<p id="p20_d344e23279">
Es	w1_d344e23283
ist	w3_d344e23286
der	w5_d344e23289
in	w7_d344e23292
dem	w9_d344e23295
Markt	w11_d344e23298
Perchtoldstorf	w13_d344e23302
gele	w15_d344e23305
gene	w1_d344e23310
sogenannte	w3_d344e23313
freye	w5_d344e23316
Knappen=hof	w7_d344e23319
zu	w9_d344e23322
verlassen,	w11_d344e23325
auch	w1_d344e23330
allenfalls	w3_d344e23333
mit,	w5_d344e23336
oder	w7_d344e23339
ohne	w9_d344e23342
Grund=stücken	w11_d344e23345
zu	w13_d344e23349
verkauffen,	w1_d344e23355
wer	w3_d344e23358
solchen	w5_d344e23361
in	w7_d344e23364
Bestand	w9_d344e23367
zu	w11_d344e23370
nehmen,	w13_d344e23374
oder	w1_d344e23379
käuflich	w3_d344e23382
an	w5_d344e23385
sich	w7_d344e23388
zu	w9_d344e23391
bringen	w11_d344e23394
gedenket,	w13_d344e23398
hat	w15_d344e23401
sich	w17_d344e23404
bey	w1_d344e23409
Verlegern	w3_d344e23412
des	w5_d344e23415
hiesigen	w7_d344e23418
Diarii	w9_d344e23421
anzumelden.	w11_d344e23424
</p>
<p id="p22_d344e23427">
Von	w1_d344e23431
des	w3_d344e23434
Hoch	w5_d344e23437
und	w7_d344e23440
Wol=gebornen	w9_d344e23443
Herrn	w11_d344e23446
Herrn	w1_d344e23451
Georg	w3_d344e23454
Friedrich	w5_d344e23457
des	w7_d344e23460
Heil.	w9_d344e23463
Röm.	w11_d344e23466
Reichs	w13_d344e23470
Grafen	w1_d344e23475
von	w3_d344e23478
Laßberg,	w5_d344e23481
Herrn	w7_d344e23484
der	w9_d344e23487
Herrschaften	w11_d344e23490
Anzenhof	w1_d344e23496
rc.	w3_d344e23499
Judicii	w5_d344e23502
Delegiti	w7_d344e23505
wegen,	w9_d344e23508
wird	w11_d344e23511
jeder	w13_d344e23515
männiglich	w1_d344e23520
zu	w3_d344e23523
vernehmen	w5_d344e23526
gegeben;	w7_d344e23529
welchergestal	w9_d344e23532
ten	w1_d344e23537
auf	w3_d344e23540
Anlangen	w5_d344e23543
des	w7_d344e23546
Herrn	w9_d344e23549
Jacob	w11_d344e23552
Carl	w13_d344e23556
Bern	w15_d344e23559
hard,	w1_d344e23564
als	w3_d344e23567
Geweyischen	w5_d344e23570
Gerhabens	w7_d344e23573
wider	w9_d344e23576
die	w11_d344e23579
frau	w1_d344e23585
Maria	w3_d344e23588
Anna	w5_d344e23591
Remagin,	w7_d344e23594
geborne	w9_d344e23597
Pfundne	w11_d344e23600
rin	w1_d344e23605
in	w3_d344e23608
die	w5_d344e23611
nochmalig	w7_d344e23614
gerichtliche	w9_d344e23617
Licitir	w11_d344e23620
und	w13_d344e23624
Feil=bietung	w1_d344e23629
der	w3_d344e23632
Frau	w5_d344e23635
beklagten	w7_d344e23638
verpfändeten	w9_d344e23641
der	w11_d344e23644
Hochgräfl.	w1_d344e23649
Laßbergischen	w3_d344e23652
Herrschaft	w5_d344e23655
Anzenhof	w7_d344e23658
unterthänigen	w1_d344e23664
Stohlberg=hofs,	w3_d344e23667
und	w5_d344e23670
Zugehörun	w7_d344e23673
gen	w1_d344e23678
gewilliget,	w3_d344e23681
und	w5_d344e23684
veranlasset	w7_d344e23687
worden	w9_d344e23690
seye,	w11_d344e23693
daß	w1_d344e23698
sothaner	w3_d344e23701
Stolberger=hof	w5_d344e23704
samt	w7_d344e23707
aller	w9_d344e23710
Zuge	w11_d344e23713
horde,	w1_d344e23718
Recht,	w3_d344e23721
und	w5_d344e23724
Gerechtigkeiten	w7_d344e23727
offentlich	w9_d344e23730
ausgetheilet,	w1_d344e23736
und	w3_d344e23739
an	w5_d344e23742
dem	w7_d344e23745
Meistbietenden	w9_d344e23748
verkauf	w11_d344e23751
fet	w1_d344e23756
werde;	w3_d344e23759
zu	w5_d344e23762
solchem	w7_d344e23765
Ende	w9_d344e23768
auch	w11_d344e23771
eine	w13_d344e23775
Tagsatzung	w15_d344e23778
angeordnet,	w1_d344e23783
und	w3_d344e23786
mittelst	w5_d344e23789
eines	w7_d344e23792
gewöhnlichen	w9_d344e23795
Li	w11_d344e23798
citations=edict	w1_d344e23803
ausgeschrieben	w3_d344e23806
werden	w5_d344e23809
solle.	w7_d344e23812
Wie	w9_d344e23815
</p>
<p id="p24_d344e23819">
zumalen	w1_d344e23823
nun	w3_d344e23826
aber	w5_d344e23829
zu	w7_d344e23832
Vernehmung	w9_d344e23835
bemeldeter	w11_d344e23838
Li	w13_d344e23842
citation	w1_d344e23847
der	w3_d344e23850
Siebende	w5_d344e23853
May	w7_d344e23856
dies	w9_d344e23859
Jahrs	w11_d344e23862
fruhe	w13_d344e23866
um	w15_d344e23869
9.	w1_d344e23874
Uhr	w3_d344e23877
in	w5_d344e23880
der	w7_d344e23883
Hoch=gräfl	w9_d344e23886
Laßbergischen	w11_d344e23889
Herrschafts	w13_d344e23893
canzley	w1_d344e23899
zu	w3_d344e23902
Anzenhof	w5_d344e23905
zu	w7_d344e23908
erscheinen	w9_d344e23911
bestimmet	w11_d344e23914
wor	w13_d344e23918
den	w1_d344e23923
ist;	w3_d344e23926
Als	w5_d344e23929
werden	w7_d344e23932
all	w9_d344e23935
und	w11_d344e23938
jede,	w13_d344e23942
welche	w15_d344e23945
vorbe	w17_d344e23948
deuteten	w1_d344e23953
Stohlberg=hof	w3_d344e23956
cum	w5_d344e23959
appertinentiis,	w7_d344e23962
Recht	w9_d344e23965
und	w1_d344e23970
Gerechtigkeiten	w3_d344e23973
käuflich	w5_d344e23976
an	w7_d344e23979
sich	w9_d344e23982
zu	w11_d344e23985
bringen	w13_d344e23989
ge	w15_d344e23992
sinnet	w1_d344e23998
seynd,	w3_d344e24001
zu	w5_d344e24004
Tractir	w7_d344e24007
und	w9_d344e24010
Abschliessung	w11_d344e24013
des	w13_d344e24017
Kaufs	w1_d344e24022
am	w3_d344e24025
ob=bemeldeten	w5_d344e24028
Tag,	w7_d344e24031
Stund,	w9_d344e24034
und	w11_d344e24037
Ort,	w13_d344e24041
entweder	w1_d344e24046
personlich,	w3_d344e24049
oder	w5_d344e24052
durch	w7_d344e24055
genugsam	w9_d344e24058
Gevoll	w11_d344e24061
mächtigte	w1_d344e24066
sich	w3_d344e24069
unausbleiblich	w5_d344e24072
einzufinden,	w7_d344e24075
und	w9_d344e24078
an	w11_d344e24081
zumelden	w1_d344e24087
haben,	w3_d344e24090
wo	w5_d344e24093
sodann	w7_d344e24096
mit	w9_d344e24099
dem	w11_d344e24102
Meistbieten	w13_d344e24106
den	w1_d344e24111
der	w3_d344e24114
Kauf	w5_d344e24117
geschlossen	w7_d344e24120
werden	w9_d344e24123
solle.	w11_d344e24126
Wien	w13_d344e24130
den	w15_d344e24133
5.	w1_d344e24138
Martii	w3_d344e24141
1759.	w5_d344e24144
</p>
<p id="p26_d344e24147">
Es	w1_d344e24151
ist	w3_d344e24154
auf	w5_d344e24157
künftigen	w7_d344e24160
St.	w9_d344e24163
Michaelis	w11_d344e24166
das	w13_d344e24170
Zal	w15_d344e24173
heimische	w1_d344e24178
Bräu=haus	w3_d344e24181
auf	w5_d344e24184
der	w7_d344e24187
Schwechat	w9_d344e24190
in	w11_d344e24193
Be	w13_d344e24197
stand	w1_d344e24202
zu	w3_d344e24205
verlassen,	w5_d344e24208
oder	w7_d344e24211
auch	w9_d344e24214
allenfalls	w11_d344e24217
zu	w13_d344e24221
verkauf	w15_d344e24224
fen,	w1_d344e24230
wer	w3_d344e24233
zu	w5_d344e24236
solchem	w7_d344e24239
Belieben	w9_d344e24242
traget,	w11_d344e24245
der	w13_d344e24249
hat	w15_d344e24252
sich	w17_d344e24255
bey	w19_d344e24258
denen	w1_d344e24263
von	w3_d344e24266
Zalheimischen	w5_d344e24269
Herren	w7_d344e24272
Gebrüderen,	w9_d344e24275
als	w11_d344e24278
Administratoribus	w1_d344e24283
alhier,	w3_d344e24286
entweder	w5_d344e24289
auf	w7_d344e24292
dem	w9_d344e24295
Ho	w11_d344e24298
heu=markt	w1_d344e24303
im	w3_d344e24306
Fernerischen	w5_d344e24309
Haus	w7_d344e24312
im	w9_d344e24315
2.	w11_d344e24318
Stock,	w13_d344e24322
oder	w15_d344e24325
unterhalb	w1_d344e24331
des	w3_d344e24334
alten	w5_d344e24337
Fleisch=markts	w7_d344e24340
im	w9_d344e24343
Schmidi	w11_d344e24346
schen	w1_d344e24351
Haus	w3_d344e24354
im	w5_d344e24357
3.	w7_d344e24360
Stock	w9_d344e24363
anzumelden.	w11_d344e24366
</p>
<p id="p28_d344e24369">
Den	w1_d344e24373
3.	w3_d344e24376
May	w5_d344e24379
1759.	w7_d344e24382
Vormittag	w9_d344e24385
umb	w11_d344e24388
9.	w13_d344e24392
Uhr	w15_d344e24395
werden	w1_d344e24400
des	w3_d344e24403
Daniel	w5_d344e24406
Seüppel	w7_d344e24409
und	w9_d344e24412
Theresia	w11_d344e24415
Uxoris	w13_d344e24419
beeder	w1_d344e24424
seel.	w3_d344e24427
hinterlassene	w5_d344e24430
zwey	w7_d344e24433
an	w9_d344e24436
einander	w11_d344e24439
ligende	w13_d344e24443
häuser,	w1_d344e24449
und	w3_d344e24452
dabey	w5_d344e24455
befindlicher	w7_d344e24458
Garten	w9_d344e24461
zu	w11_d344e24464
Heili	w13_d344e24468
genstadt	w1_d344e24473
nebst	w3_d344e24476
Uberländ=wein=gärten	w5_d344e24479
in	w7_d344e24482
Toif	w9_d344e24485
ferln	w1_d344e24490
genant	w3_d344e24493
daselbst	w5_d344e24496
(allwo	w7_d344e24499
in	w9_d344e24502
dem	w11_d344e24505
grösseren	w13_d344e24509
Haus	w15_d344e24512
11.	w1_d344e24517
Zimmer,	w3_d344e24520
1.	w5_d344e24523
Saal,	w7_d344e24526
3.	w9_d344e24529
Kucheln,	w11_d344e24532
1.	w13_d344e24536
grosser	w15_d344e24539
Keller,	w1_d344e24545
und	w3_d344e24548
1.	w5_d344e24551
gewölbter	w7_d344e24554
Stall	w9_d344e24557
auf	w11_d344e24560
4.	w13_d344e24564
Pferd,	w15_d344e24567
dann	w1_d344e24572
in	w3_d344e24575
dem	w5_d344e24578
kleineren	w7_d344e24581
Haus	w9_d344e24584
1.	w11_d344e24587
Zimmer,	w13_d344e24591
1.	w15_d344e24594
Keller,	w17_d344e24597
und	w1_d344e24602
ein	w3_d344e24605
s.	w5_d344e24608
v.	w7_d344e24611
Kühe=stall	w9_d344e24614
befindlich	w11_d344e24617
ist)	w13_d344e24621
in	w15_d344e24624
des	w17_d344e24627
Wien	w19_d344e24630
nerischen	w1_d344e24635
Burger=spitals	w3_d344e24638
Grund=stuben	w5_d344e24641
Licitando	w7_d344e24644
verkauffet	w1_d344e24650
werden.	w3_d344e24653
</p>
<p id="p30_d344e24656">
Von	w1_d344e24660
der	w3_d344e24663
Hoch=fürstl.	w5_d344e24666
Joseph	w7_d344e24669
Wenzel	w9_d344e24672
Lichtenstei	w11_d344e24675
nisch=Wilferstorfer=amt=männschaft	w1_d344e24680
wegen	w3_d344e24683
wird	w5_d344e24686
hiermit	w1_d344e24691
jedermänniglich	w3_d344e24694
kund	w5_d344e24697
und	w7_d344e24700
zu	w9_d344e24703
wissen	w11_d344e24706
ge	w13_d344e24710
macht:	w1_d344e24716
Welcher	w3_d344e24719
gestalten	w5_d344e24722
nach	w7_d344e24725
gerichtlicher	w9_d344e24728
Jn	w11_d344e24731
ventur	w1_d344e24736
und	w3_d344e24739
Schätzung	w5_d344e24742
des	w7_d344e24745
Ferdinand	w9_d344e24748
Max	w11_d344e24751
Deven	w13_d344e24755
ne,	w1_d344e24760
behaust=gewesten	w3_d344e24763
Unterthans	w5_d344e24766
zu	w7_d344e24769
Mistelbach,	w9_d344e24772
seel.	w1_d344e24777
ad	w3_d344e24780
Cridam	w5_d344e24783
gediehenen	w7_d344e24786
Vermogens	w9_d344e24789
die	w11_d344e24792
Lici	w13_d344e24796
tirung	w1_d344e24802
dessen	w3_d344e24805
zweyer	w5_d344e24808
Häuser,	w7_d344e24811
andert=halb	w9_d344e24814
Uber	w11_d344e24817
länd=acker,	w1_d344e24822
vier	w3_d344e24825
Viertel	w5_d344e24828
deto	w7_d344e24831
Weingarten,	w9_d344e24834
2.	w11_d344e24837
und	w13_d344e24841
ein	w1_d344e24846
Viertel	w3_d344e24849
Tag=werk	w5_d344e24852
deto	w7_d344e24855
Wiesen,	w9_d344e24858
und	w11_d344e24861
grossen	w13_d344e24865
Garten,	w1_d344e24870
nicht	w3_d344e24873
minder	w5_d344e24876
verschiedenen	w7_d344e24879
groß	w9_d344e24882
und	w11_d344e24885
kleinen	w1_d344e24891
Bildern,,	w3_d344e24894
dann	w5_d344e24897
Mobilien	w7_d344e24900
und	w9_d344e24903
Effecten	w11_d344e24906
vorzunehmen,	w1_d344e24911
für	w3_d344e24914
nöhtig	w5_d344e24917
befunden,	w7_d344e24920
hierzu	w9_d344e24923
aber	w1_d344e24928
der	w3_d344e24931
14te.	w5_d344e24934
May	w7_d344e24937
dies	w9_d344e24940
Jahrs	w11_d344e24943
fruhe	w13_d344e24947
von	w15_d344e24950
8.	w17_d344e24953
Uhr	w19_d344e24956
bis	w1_d344e24961
12.,	w3_d344e24964
dann	w5_d344e24967
Nachmittag	w7_d344e24970
von	w9_d344e24973
2.	w11_d344e24976
bis	w13_d344e24980
6.	w15_d344e24983
Uhr	w17_d344e24986
zur	w19_d344e24989
Tag=satzung	w1_d344e24995
bestimmet	w3_d344e24998
worden	w5_d344e25001
seye.	w7_d344e25004
Dahero	w9_d344e25007
wer	w11_d344e25010
den	w1_d344e25015
alle	w3_d344e25018
und	w5_d344e25021
jede,	w7_d344e25024
welche	w9_d344e25027
ob=besagte	w11_d344e25030
Häuser	w13_d344e25034
Grund=stücke,	w1_d344e25039
Bilder,	w3_d344e25042
Effecten,	w5_d344e25045
und	w7_d344e25048
Mobilien,	w9_d344e25051
als	w1_d344e25056
Meist=bietende	w3_d344e25059
käuflich	w5_d344e25062
an	w7_d344e25065
sich	w9_d344e25068
zu	w11_d344e25071
bringen	w13_d344e25075
ge	w15_d344e25078
denken,	w1_d344e25084
am	w3_d344e25087
bestimmten	w5_d344e25090
Tag	w7_d344e25093
und	w9_d344e25096
Stund	w11_d344e25099
in	w13_d344e25103
dem	w15_d344e25106
Devenneischen	w1_d344e25111
neuen	w3_d344e25114
Haus	w5_d344e25117
zu	w7_d344e25120
Mistelbach	w9_d344e25123
ad	w11_d344e25126
tia-	w13_d344e25130
</p>
<p id="p36_d344e25144">
ctandum	w1_d344e25148
&	w3_d344e25151
concludendum	w5_d344e25154
zu	w7_d344e25157
erscheinen,	w9_d344e25160
und	w11_d344e25163
sich	w13_d344e25167
alda	w1_d344e25172
anzumelden	w3_d344e25175
haben.	w5_d344e25178
Aetum	w7_d344e25181
Wilferstorf	w9_d344e25184
den	w11_d344e25187
26.	w1_d344e25192
Martii	w3_d344e25195
1759.	w5_d344e25198
</p>
<p id="p38_d344e25201">
Von	w1_d344e25205
der	w3_d344e25208
N.	w5_d344e25211
Oe.	w7_d344e25214
Regierung	w9_d344e25217
in	w11_d344e25220
Justitz=sachen	w13_d344e25224
wegen,	w1_d344e25229
wird	w3_d344e25232
durch	w5_d344e25235
gegenwärtiges	w7_d344e25238
Edict	w9_d344e25241
jedermän	w11_d344e25244
niglich	w1_d344e25249
sowol	w3_d344e25252
An	w5_d344e25255
als	w7_d344e25258
Abwesenden,	w9_d344e25261
deme	w11_d344e25264
daran	w13_d344e25268
ge	w15_d344e25271
legen,	w1_d344e25277
kund	w3_d344e25280
und	w5_d344e25283
zu	w7_d344e25286
wissen	w9_d344e25289
gemacht:	w11_d344e25292
</p>
<p id="p40_d344e25295">
Es	w1_d344e25299
habe	w3_d344e25302
Regierung	w5_d344e25305
nach	w7_d344e25308
erfolgt	w9_d344e25311
zeitlichen	w11_d344e25314
Hin	w13_d344e25318
tritt	w1_d344e25323
weyl.	w3_d344e25326
der	w5_d344e25329
nebst	w7_d344e25332
Hinterlassung	w9_d344e25335
eines	w11_d344e25338
letztwilli	w13_d344e25342
gen	w1_d344e25347
Geschäfts	w3_d344e25350
abgelebten	w5_d344e25353
Frauen	w7_d344e25356
Maria	w9_d344e25359
Catha	w11_d344e25362
rina	w1_d344e25368
verwittibten	w3_d344e25371
Gräfin	w5_d344e25374
Wedlin	w7_d344e25377
von	w9_d344e25380
Jahrens	w11_d344e25383
berg,	w1_d344e25388
geborner	w3_d344e25391
Gräfin	w5_d344e25394
von	w7_d344e25397
Schalten	w9_d344e25400
zu	w11_d344e25403
Ausfin	w13_d344e25407
digmachung	w1_d344e25412
dessen	w3_d344e25415
etwa	w5_d344e25418
verhandenen	w7_d344e25421
Æris	w9_d344e25424
alieni,	w11_d344e25427
folgend	w1_d344e25432
auch	w3_d344e25435
zur	w5_d344e25438
sicheren	w7_d344e25441
Abhandlung	w9_d344e25444
solcher	w11_d344e25447
Ver	w13_d344e25451
lassenschaft	w1_d344e25457
für	w3_d344e25460
nöthig	w5_d344e25463
befunden,	w7_d344e25466
die	w9_d344e25469
sammentli	w11_d344e25472
che	w1_d344e25477
sowol	w3_d344e25480
in	w5_d344e25483
als	w7_d344e25486
ausser	w9_d344e25489
Land	w11_d344e25492
befindliche	w13_d344e25496
Graf	w15_d344e25499
Wedlische	w1_d344e25504
Glaubigere	w3_d344e25507
zu	w5_d344e25510
Anmeld	w7_d344e25513
und	w9_d344e25516
Liquidi-	w11_d344e25519
rung	w1_d344e25524
ihrer	w3_d344e25527
an	w5_d344e25530
wiederholt	w7_d344e25533
Graf	w9_d344e25536
Wedlische	w11_d344e25539
Ver	w13_d344e25543
lassenschaft	w1_d344e25549
zu	w3_d344e25552
stellen	w5_d344e25555
habender	w7_d344e25558
