<doc id="wr_1757-06-29" attrs="word" year="1757" month="06" day="29" corpus="2">
<head id="h2_d156e3893">
Stokholm	w1_d156e3897
uns	w1_d156e21954
Weyl.	w3_d156e21957
Hrn.	w5_d156e21960
Johann	w7_d156e21963
Schreibers,	w9_d156e21966
eine	w11_d156e21969
Hochlöbl.	w1_d156e21974
N.	w3_d156e21977
Oe.	w5_d156e21980
Regierung	w7_d156e21983
gewesten	w9_d156e21986
Secre	w11_d156e21989
tarii	w1_d156e21994
seel.	w3_d156e21997
hinterlassene	w5_d156e22000
Ehe=consortin	w7_d156e22003
Frau	w9_d156e22006
Francisca	w1_d156e22012
Maria,	w3_d156e22015
nunmehro	w5_d156e22018
verehlichte	w7_d156e22021
Erndlin	w1_d156e22026
Administratorio	w3_d156e22029
Nomine	w5_d156e22032
und	w7_d156e22035
Sa	w9_d156e22038
tzes=innhaberin	w1_d156e22043
auf	w3_d156e22046
der	w5_d156e22049
nächst	w7_d156e22052
des	w9_d156e22055
hoher	w11_d156e22058
Markts	w1_d156e22063
zum	w3_d156e22066
blauen	w5_d156e22069
Krebsen	w7_d156e22072
benamsten	w9_d156e22075
Jude	w11_d156e22078
mutische	w1_d156e22084
Behausung	w3_d156e22087
angezeiget,	w5_d156e22090
was	w7_d156e22093
gestalten	w9_d156e22096
auf	w1_d156e22101
erst	w3_d156e22104
berührter	w5_d156e22107
Behausung	w7_d156e22110
nachfolgende	w9_d156e22113
5.	w1_d156e22118
Satz=posten,	w3_d156e22121
als	w5_d156e22124
de	w7_d156e22127
dato	w9_d156e22130
20sten	w11_d156e22133
Augusti	w13_d156e22137
1726.	w1_d156e22142
pr.	w3_d156e22145
76.	w5_d156e22148
fl.	w7_d156e22151
auf	w9_d156e22154
weyl.	w11_d156e22157
Jacob	w13_d156e22161
Kriegsla	w15_d156e22164
chers	w1_d156e22170
seel.	w3_d156e22173
Erben,	w5_d156e22176
de	w7_d156e22179
dato	w9_d156e22182
10ten	w11_d156e22185
Julii	w13_d156e22189
1727.	w15_d156e22192
pr.	w1_d156e22197
500.	w3_d156e22200
fl.	w5_d156e22203
auf	w7_d156e22206
Paul	w9_d156e22209
Lechner,	w11_d156e22212
de	w13_d156e22216
dato	w15_d156e22219
17ten	w17_d156e22222
Decembr.	w1_d156e22227
1727.	w3_d156e22230
pr.	w5_d156e22233
200.	w7_d156e22236
fl.	w9_d156e22239
auf	w11_d156e22242
Georg	w13_d156e22246
Mayr;	w1_d156e22251
de	w3_d156e22254
dato	w5_d156e22257
15ten	w7_d156e22260
Julii	w9_d156e22263
1728.	w11_d156e22266
pr.	w13_d156e22270
178.	w15_d156e22273
fl.	w1_d156e22279
49.	w3_d156e22282
ein	w5_d156e22285
halben	w7_d156e22288
kr.	w9_d156e22291
auf	w11_d156e22294
Adam	w13_d156e22298
Goldhann	w15_d156e22301
und	w1_d156e22306
endlich	w3_d156e22309
de	w5_d156e22312
dato	w7_d156e22315
4ten	w9_d156e22318
Augusti	w11_d156e22321
1730.	w13_d156e22325
pr.	w15_d156e22328
184.	w1_d156e22333
fl.	w3_d156e22336
44.	w5_d156e22339
kr.	w7_d156e22342
auf	w9_d156e22345
Heinrich	w11_d156e22348
Schlappen	w13_d156e22352
lau	w15_d156e22355
tend	w1_d156e22360
indebité	w3_d156e22363
&	w5_d156e22366
sinè	w7_d156e22369
causa	w9_d156e22372
hafteten,	w11_d156e22375
und	w13_d156e22379
dahero	w1_d156e22385
um	w3_d156e22388
derenselben	w5_d156e22391
Caßirung	w7_d156e22394
bey	w9_d156e22397
uns	w11_d156e22400
angelanget.	w1_d156e22405
</p>
<p id="p6_d156e22408">
Wann	w1_d156e22412
nun	w3_d156e22415
wir	w5_d156e22418
über	w7_d156e22421
die	w9_d156e22424
bey	w11_d156e22427
Gemeiner	w13_d156e22431
Stadt	w1_d156e22436
Grund=buch	w3_d156e22439
vorläuffig	w5_d156e22442
gepflogene	w7_d156e22445
Untersuchung,	w1_d156e22450
in	w3_d156e22453
dieses	w5_d156e22456
Gesuch	w7_d156e22459
untern	w9_d156e22462
30ter	w11_d156e22465
Martii	w1_d156e22471
letzthin	w3_d156e22474
auch	w5_d156e22477
gewilliget;	w7_d156e22480
Als	w9_d156e22483
wer	w11_d156e22486
den	w1_d156e22491
obermeldete	w3_d156e22494
Satz=innhabere,	w5_d156e22497
derensel	w7_d156e22500
ben	w1_d156e22505
Erben,	w3_d156e22508
oder	w5_d156e22511
auch	w7_d156e22514
jene,	w9_d156e22517
so	w11_d156e22520
zu	w13_d156e22524
gedachten	w15_d156e22527
Sätzen	w1_d156e22532
einiges	w3_d156e22535
Recht	w5_d156e22538
haben,	w7_d156e22541
oder	w9_d156e22544
zu	w11_d156e22547
haben	w13_d156e22551
vermeinen,	w1_d156e22557
von	w3_d156e22560
heut	w5_d156e22563
gesetztem	w7_d156e22566
Dato	w9_d156e22569
an,	w11_d156e22572
in	w13_d156e22576
ner	w1_d156e22581
Jahr,	w3_d156e22584
6.	w5_d156e22587
Wochen,	w7_d156e22590
und	w9_d156e22593
3.	w11_d156e22596
Tägen	w13_d156e22600
bey	w15_d156e22603
un	w17_d156e22606
ser,	w1_d156e22611
und	w3_d156e22614
Gemeiner	w5_d156e22617
Stadt	w7_d156e22620
Grund=buch	w9_d156e22623
also	w11_d156e22626
gewiß	w1_d156e22631
zu	w3_d156e22634
erscheinen,	w5_d156e22637
und	w7_d156e22640
sich	w9_d156e22643
zu	w11_d156e22646
legitimiren	w13_d156e22650
ha	w15_d156e22653
ben,	w1_d156e22659
wie	w3_d156e22662
im	w5_d156e22665
widrigen	w7_d156e22668
nach	w9_d156e22671
Verstreichung	w11_d156e22674
sotha	w13_d156e22678
nen	w1_d156e22683
Termins,	w3_d156e22686
niemand	w5_d156e22689
mehr	w7_d156e22692
angehöret,	w9_d156e22695
besag	w11_d156e22698
te	w1_d156e22703
Sätze	w3_d156e22706
caßiret,	w5_d156e22709
und	w7_d156e22712
für	w9_d156e22715
null,	w11_d156e22718
nichtig,	w13_d156e22722
und	w15_d156e22725
unkräftig	w1_d156e22730
geachtet	w3_d156e22733
werden	w5_d156e22736
sollen.	w7_d156e22739
Actum	w9_d156e22742
Wien	w1_d156e22748
den	w3_d156e22751
6.	w5_d156e22754
Aprilis	w7_d156e22757
1757.	w9_d156e22760
</p>
<p id="p8_d156e22763">
Es	w1_d156e22767
ist	w3_d156e22770
ein	w5_d156e22773
Haus=satz=brief	w7_d156e22776
per	w9_d156e22779
3400.	w11_d156e22782
(welcher	w1_d156e22787
auf	w3_d156e22790
des	w5_d156e22793
Hrn.	w7_d156e22796
Ferdinand	w9_d156e22799
Aichinge	w11_d156e22802
nunmehr	w1_d156e22807
seel.	w3_d156e22810
Behausung	w5_d156e22813
auf	w7_d156e22816
der	w9_d156e22819
Landsir	w11_d156e22822
unterm	w1_d156e22828
8.	w3_d156e22831
Junii	w5_d156e22834
1744.	w7_d156e22837
auf	w9_d156e22840
die	w11_d156e22843
Frau	w13_d156e22847
E.	w15_d156e22850
sannam	w1_d156e22855
Löhrin,	w3_d156e22858
auch	w5_d156e22861
nunmehr	w7_d156e22864
seel.	w9_d156e22867
laute	w11_d156e22870
von	w1_d156e22875
dem	w3_d156e22878
Löbl.	w5_d156e22881
Hof=gericht=grund=b	w7_d156e22884
Schotten	w1_d156e22889
ausgefertiget	w3_d156e22892
worden)	w5_d156e22895
in	w7_d156e22898
Ver	w9_d156e22901
gerahten;	w1_d156e22907
wessentwillen	w3_d156e22910
auch	w5_d156e22913
die	w7_d156e22916
erforde	w9_d156e22919
che	w1_d156e22924
Amortisirungs=edicten	w3_d156e22927
de	w5_d156e22930
dato	w7_d156e22933
6.	w9_d156e22936
Jun	w11_d156e22939
1757.	w1_d156e22944
auf	w3_d156e22947
ein	w5_d156e22950
Jahr	w7_d156e22953
6.	w9_d156e22956
Wochen	w11_d156e22959
und	w13_d156e22963
3.	w15_d156e22966
.	w17_d156e22969
gen	w1_d156e22974
affigiret	w3_d156e22977
worden,	w5_d156e22980
der	w7_d156e22983
oder	w9_d156e22986
die	w11_d156e22989
jenige,	w13_d156e22993
dieses	w1_d156e22999
Satz=briefs=halber	w3_d156e23002
einige	w5_d156e23005
Wit	w7_d156e23008
senschaft	w1_d156e23013
haben,	w3_d156e23016
sollen	w5_d156e23019
solchen	w7_d156e23022
zu	w9_d156e23025
obgedachte	w11_d156e23028
Grund=buchs=handen	w1_d156e23033
(weilen	w3_d156e23036
hierauf	w5_d156e23039
dan	w7_d156e23042
Capital	w1_d156e23047
deren	w3_d156e23050
3400.	w5_d156e23053
fl.	w7_d156e23056
cum	w9_d156e23059
sua	w11_d156e23062
causa	w13_d156e23066
sche	w15_d156e23069
abgeführet	w1_d156e23075
worden)	w3_d156e23078
überbringen,	w5_d156e23081
und	w7_d156e23084
zn	w9_d156e23087
Caßirung	w1_d156e23092
einlegen.	w3_d156e23095
Wien	w5_d156e23098
den	w7_d156e23101
13.	w9_d156e23104
Ju	w11_d156e23107
1757.	w1_d156e23112
</p>
<p id="p10_d156e23115">
Den	w1_d156e23119
5ten	w3_d156e23122
nächst	w5_d156e23125
künftigen	w7_d156e23128
Monats	w9_d156e23131
Juli	w11_d156e23134
Vormittag	w1_d156e23139
von	w3_d156e23142
9.	w5_d156e23145
bis	w7_d156e23148
12.	w9_d156e23151
Uhr,	w11_d156e23154
Nachmitta	w13_d156e23158
aber	w1_d156e23163
von	w3_d156e23166
3.	w5_d156e23169
bis	w7_d156e23172
6	w9_d156e23175
Uhr	w11_d156e23178
wird	w13_d156e23182
in	w15_d156e23185
des	w17_d156e23188
Kaiserl.	w19_d156e23191
Kö	w21_d156e23194
nigl.	w1_d156e23200
Judicii	w3_d156e23203
Delegati	w5_d156e23206
Militaris	w7_d156e23209
mixii	w9_d156e23212
Löbl.	w1_d156e23217
Canzley	w3_d156e23220
an	w5_d156e23223
der	w7_d156e23226
Sailer=stadt	w9_d156e23229
zur	w11_d156e23232
Hol	w13_d156e23236
ler=stauden	w1_d156e23241
im	w3_d156e23244
1ten	w5_d156e23247
Stock	w7_d156e23250
verschiedenes	w9_d156e23253
Ta	w11_d156e23256
fel=silber	w1_d156e23261
dem	w3_d156e23264
Meist	w5_d156e23267
bietenden	w7_d156e23270
verkauffen	w9_d156e23273
werden.	w1_d156e23279
</p>
<p id="p12_d156e23283">
Es	w1_d156e23287
ist	w3_d156e23290
ein	w5_d156e23293
reicher	w7_d156e23296
Frauen=peltz,	w9_d156e23299
durchaus	w11_d156e23302
mit	w1_d156e23307
Harmelin	w3_d156e23310
gefüttert	w5_d156e23313
der	w7_d156e23316
Uberzug	w9_d156e23319
von	w11_d156e23322
weissen	w1_d156e23327
Atlaß	w3_d156e23330
mit	w5_d156e23333
grün	w7_d156e23336
und	w9_d156e23339
goldenen	w11_d156e23342
Lauben,	w1_d156e23348
bey	w3_d156e23351
einer	w5_d156e23354
Ehlen	w7_d156e23357
lang,	w9_d156e23360
wie	w11_d156e23363
auch	w13_d156e23367
ein	w15_d156e23370
Ungarischer	w1_d156e23375
Manns=pelz,	w3_d156e23378
dessen	w5_d156e23381
Uberzug	w7_d156e23384
von	w9_d156e23387
grunen	w1_d156e23392
Tuch,	w3_d156e23395
mit	w5_d156e23398
Fuchs	w7_d156e23401
gefüttert,	w9_d156e23404
verlo	w11_d156e23407
ren	w1_d156e23412
gegangen.	w3_d156e23415
Wer	w5_d156e23418
hievon	w7_d156e23421
Nachricht	w9_d156e23424
hat,	w11_d156e23427
wird	w1_d156e23433
gebetten,	w3_d156e23436
solches	w5_d156e23439
in	w7_d156e23442
der	w9_d156e23445
goldenen	w11_d156e23448
Aen	w13_d156e23452
ten	w1_d156e23457
anzudeuten,	w3_d156e23460
wird	w5_d156e23463
eine	w7_d156e23466
gute	w9_d156e23469
Recompens	w11_d156e23472
be	w13_d156e23476
kommen.	w1_d156e23481
NB.	w3_d156e23484
Diesen	w5_d156e23487
Verlust	w7_d156e23490
soll	w9_d156e23493
ein	w11_d156e23496
armer	w13_d156e23500
Dienst=bot	w1_d156e23505
bezahlen.	w3_d156e23508
</p>
<p id="p14_d156e23511">
Unter	w1_d156e23515
der	w3_d156e23518
Hochgräflichen	w5_d156e23521
Aichpichlischen	w7_d156e23524
Herrschaft	w1_d156e23529
Sitzenberg	w3_d156e23532
im	w5_d156e23535
Viertel	w7_d156e23538
Ober	w9_d156e23541
Wiener=wald	w1_d156e23546
in	w3_d156e23549
Tulner=boden,	w5_d156e23552
ist	w7_d156e23555
ein	w9_d156e23558
gutes	w11_d156e23561
Bräu=haus	w1_d156e23567
samt	w3_d156e23570
aller	w5_d156e23573
Zugehör	w7_d156e23576
und	w9_d156e23579
Gerech	w11_d156e23582
tigkeit	w1_d156e23587
mit	w3_d156e23590
oder	w5_d156e23593
ohne	w7_d156e23596
Grund=stücken	w9_d156e23599
zu	w11_d156e23602
ver	w13_d156e23606
lassen,	w1_d156e23611
oder	w3_d156e23614
zu	w5_d156e23617
verkauffen;	w7_d156e23620
wer	w9_d156e23623
dieses	w11_d156e23626
Ge	w13_d156e23630
werb	w1_d156e23635
an	w3_d156e23638
sich	w5_d156e23641
bringen	w7_d156e23644
wollte,	w9_d156e23647
hat	w11_d156e23650
von	w13_d156e23654
An	w15_d156e23657
fangs	w1_d156e23663
Julii	w3_d156e23666
gegenwärtigen	w5_d156e23669
Jahrs	w7_d156e23672
bey	w9_d156e23675
dasi	w11_d156e23678
gen	w1_d156e23683
Herrschafts	w3_d156e23686
Canzley	w5_d156e23689
das	w7_d156e23692
weitere	w9_d156e23695
einzu	w11_d156e23698
holen,	w1_d156e23703
und	w3_d156e23706
in	w5_d156e23709
Richtigkeit	w7_d156e23712
zu	w9_d156e23715
bringen.	w11_d156e23718
</p>
<head id="h2_d156e23764">
Haupt=quartier	w1_d156e23768
Kriechenau	w3_d156e23771
den	w5_d156e23774
19.	w7_d156e23777
Junii	w9_d156e23780
1757.	w11_d156e23783
Vorläuffige	w1_d156e23788
Liste	w3_d156e23791
deren	w5_d156e23794
Todten	w7_d156e23797
und	w9_d156e23800
Verwundeten	w11_d156e23803
bey	w13_d156e23807
der	w1_d156e23812
Kais.	w3_d156e23815
Kön.	w5_d156e23818
Armée,	w7_d156e23821
in	w9_d156e23824
der	w11_d156e23827
den	w13_d156e23831
18.	w15_d156e23834
Junii	w17_d156e23837
1757.	w19_d156e23840
zwischen	w21_d156e23843
solcher	w23_d156e23846
und	w25_d156e23850
denen	w1_d156e23856
Preussen	w3_d156e23859
bey	w5_d156e23862
Chotzemirz	w7_d156e23865
in	w9_d156e23868
Böheim	w11_d156e23871
vorgewesten	w13_d156e23875
Schlacht.	w15_d156e23878
</head>
<head id="h2_d156e23884">
Bey	w1_d156e23888
der	w3_d156e23891
INEANTERIE.	w5_d156e23894
Regiment	w1_d156e23899
Erz=herzog	w3_d156e23902
Carl.	w5_d156e23905
Leutenants	w1_d156e23910
Fähndrichs	w1_d156e23916
Todte.	w1_d156e23921
Unter=offciers,	w1_d156e23926
und	w3_d156e23929
Gemeine	w5_d156e23932
218	w7_d156e23935
Haupt=leute	w1_d156e23940
</head>
<head id="h2_d156e23947">
Summa	w1_d156e23951
deren	w3_d156e23954
Verwundeten	w5_d156e23957
221	w1_d156e23962
Summa	w1_d156e23967
deren	w3_d156e23970
Todten	w5_d156e23973
und	w7_d156e23976
Ver	w9_d156e23979
wundeten	w1_d156e23985
Regiment	w1_d156e23990
Harrach.	w3_d156e23993
Todte.	w1_d156e23998
Nichts.	w1_d156e24003
Horwoudert.	w1_d156e24009
</head>
<head id="h4_d156e24017">
Haupf=leute	w1_d156e24021
Unter=officiers,	w1_d156e24026
und	w3_d156e24029
Gemeine	w5_d156e24032
Summa	w1_d156e24037
deren	w3_d156e24040
Todten	w5_d156e24043
Verwundete.	w1_d156e24049
Obrister	w1_d156e24054
18	w1_d156e24059
Obrist=wacht=meister	w1_d156e24064
Hauptleute	w1_d156e24070
Leutenants	w1_d156e24075
Unter=officiers,	w1_d156e24080
und	w3_d156e24083
Gemeine	w5_d156e24086
</head>
<head id="h2_d156e24092">
Summa	w1_d156e24096
deren	w3_d156e24099
Verwundeten	w5_d156e24102
310	w7_d156e24105
Summa	w1_d156e24110
deren	w3_d156e24113
Todten	w5_d156e24116
und	w7_d156e24119
Ver	w9_d156e24122
341	w1_d156e24127
wundeten	w1_d156e24133
Regiment	w1_d156e24138
Molke.	w3_d156e24141
Todte.	w5_d156e24144
</head>
<head id="h2_d156e24150">
Summa	w1_d156e24154
deren	w3_d156e24157
Verwundeten	w5_d156e24160
Summa	w1_d156e24165
deren	w3_d156e24168
Todten	w5_d156e24171
und	w7_d156e24174
Ver	w9_d156e24177
wundeten	w1_d156e24182
Regiment	w1_d156e24188
Salm.	w3_d156e24191
No6te.	w1_d156e24196
Hauptleute	w1_d156e24201
</head>
<head id="h2_d156e24207">
30	w1_d156e24211
Summa	w1_d156e24216
deren	w3_d156e24219
Todten	w5_d156e24222
Verwundete.	w1_d156e24227
31	w1_d156e24233
Obrist=wacht=meister	w1_d156e24238
14	w1_d156e24243
Haupt=leute	w3_d156e24246
Leutenants	w1_d156e24251
Fähndrichs	w1_d156e24257
Unter	w1_d156e24262
officiers,	w3_d156e24265
und	w5_d156e24268
Gemeine	w7_d156e24271
14.	w9_d156e24274
Summa	w1_d156e24279
deren	w3_d156e24282
Verwundeten	w5_d156e24285
159.	w7_d156e24288
Summa	w1_d156e24293
deren	w3_d156e24296
Todten	w5_d156e24299
und	w7_d156e24302
Ver	w9_d156e24305
wundeten	w1_d156e24311
Regiment	w1_d156e24316
Geisrugg.	w3_d156e24319
Todte.	w1_d156e24324
Hauptleute	w1_d156e24329
|	w3_d156e24332
|	w5_d156e24335
Leutenants	w1_d156e24341
Unter=officiers,	w1_d156e24346
und	w3_d156e24349
Gemeine	w5_d156e24352
4	w7_d156e24355
Summa	w1_d156e24360
deren	w3_d156e24363
Todten	w5_d156e24366
</head>
<head id="h2_d156e24372">
Todte.	w1_d156e24376
Unter=oflcier=,	w1_d156e24381
und	w3_d156e24384
Geuelt..	w5_d156e24387
Summa	w1_d156e24392
deren	w3_d156e24395
Todten	w5_d156e24398
9	w7_d156e24401
Verwundete.	w1_d156e24407
Unter=officiers,	w1_d156e24412
und	w3_d156e24415
Gemeine.	w5_d156e24418
57	w7_d156e24421
</head>
<head id="h4_d156e24438">
Regiment	w1_d156e24442
Baaden.	w3_d156e24445
Todte.	w1_d156e24450
</head>
<head id="h2_d156e24456">
Summa	w1_d156e24460
deren	w3_d156e24463
Todten.	w5_d156e24466
106	w7_d156e24469
Obrister	w9_d156e24472
Verwundete.	w1_d156e24477
Haupt=leute	w1_d156e24482
Leutenants	w1_d156e24488
Unter=officiers,	w1_d156e24493
und	w3_d156e24496
Gemeine	w5_d156e24499
152	w7_d156e24502
</head>
<head id="h2_d156e24508">
Summa	w1_d156e24512
deren	w3_d156e24515
Todten	w5_d156e24518
Verwundete.	w1_d156e24523
|Haupt=leute	w1_d156e24528
Leutenants	w1_d156e24534
Fähndrichs	w1_d156e24539
Unter	w1_d156e24544
officiers,	w3_d156e24547
und	w5_d156e24550
Gemeine	w7_d156e24553
189	w9_d156e24556
</head>
<head id="h2_d156e24562">
Summa	w1_d156e24566
deren	w3_d156e24569
Verwundeten	w5_d156e24572
194	w7_d156e24575
Summa	w1_d156e24580
deren	w3_d156e24583
Todten	w5_d156e24586
und	w7_d156e24589
Ver	w9_d156e24592
|	w1_d156e24597
259.	w3_d156e24600
wundeten	w1_d156e24606
</head>
<head id="h2_d156e24629">
Summa	w1_d156e24633
deren	w3_d156e24636
Todten	w5_d156e24639
|	w7_d156e24642
50	w9_d156e24645
Verwundetr.	w1_d156e24650
2..	w1_d156e24655
1	w1_d156e24661
Obrist=wacht=meister	w1_d156e24666
Haupt=leute	w1_d156e24671
.	w1_d156e24676
Leutenants	w1_d156e24682
10	w1_d156e24687
s	w1_d156e24692
Fähndrichs	w1_d156e24697
Unter	w1_d156e24703
=offeers,	w3_d156e24706
und	w5_d156e24709
Gemeine	w7_d156e24712
125	w9_d156e24715
Summa	w1_d156e24720
deren	w3_d156e24723
Verwundeten	w5_d156e24726
154	w7_d156e24729
Summa	w1_d156e24734
deren	w3_d156e24737
Todten	w5_d156e24740
und	w7_d156e24743
Ver	w9_d156e24746
wundeten	w1_d156e24751
204	w1_d156e24757
Regiment	w1_d156e24762
Puebla.	w3_d156e24765
Todte.	w1_d156e24770
Haupt=leute	w1_d156e24778
	w1_d156e24783
	w3_d156e24786
...	w1_d156e24791
Leutenants	w1_d156e24796
Unter=officiers,	w1_d156e24802
und	w3_d156e24805
Gemeine	w5_d156e24808
5	w7_d156e24811
2	w9_d156e24814
</head>
<head id="h2_d156e24820">
Summa	w1_d156e24824
deren	w3_d156e24827
Todten	w5_d156e24830
|	w7_d156e24833
58	w9_d156e24836
Verwundete.	w1_d156e24841
Obristwachtmeister	w1_d156e24846
1	w1_d156e24852
</head>
<head id="h2_d156e24876">
470	w1_d156e24880
Summa	w1_d156e24885
deren	w3_d156e24888
Verwundeten	w5_d156e24891
Summa	w1_d156e24896
deren	w3_d156e24899
Todten	w5_d156e24902
und	w7_d156e24905
Ver	w9_d156e24908
wundeten	w1_d156e24914
528	w1_d156e24919
Regiment	w1_d156e24924
Arberg.	w3_d156e24927
Todte.	w1_d156e24932
2.	w1_d156e24938
Haupt=leute	w1_d156e24943
</head>
<head id="h4_d156e24951">
Summa	w1_d156e24955
deren	w3_d156e24958
verwundeten	w5_d156e24961
|	w7_d156e24964
500	w9_d156e24967
Summa	w1_d156e24972
deren	w3_d156e24975
Todt	w5_d156e24978
und	w7_d156e24981
verwun	w9_d156e24984
deten	w1_d156e24989
595	w1_d156e24995
Regiment	w1_d156e25000
Teutschmeister.	w3_d156e25003
Todte.	w1_d156e25008
s	w1_d156e25013
Obrister	w1_d156e25019
Haupt=leute	w1_d156e25024
Leutenants	w1_d156e25029
Unter=officiers,	w1_d156e25034
und	w3_d156e25037
Gemeine	w5_d156e25040
60	w7_d156e25043
</head>
<head id="h2_d156e25049">
Summa	w1_d156e25053
deren	w3_d156e25056
Verwundeten	w5_d156e25059
26.	w7_d156e25062
Summa	w1_d156e25067
deren	w3_d156e25070
Todt	w5_d156e25073
und	w7_d156e25076
Ver	w9_d156e25079
wundeten	w1_d156e25084
328	w1_d156e25090
</head>
<head id="h2_d156e25096">
Summa	w1_d156e25100
bey	w3_d156e25103
der	w5_d156e25106
Infant.	w7_d156e25109
Todt.	w9_d156e25112
795	w11_d156e25115
Summa	w1_d156e25120
bey	w3_d156e25123
der	w5_d156e25126
Inf.	w7_d156e25129
Verwund.	w9_d156e25132
355.	w11_d156e25135
</head>
<head id="h2_d156e25141">
Jn	w1_d156e25145
allem	w3_d156e25148
Todte	w5_d156e25151
	w7_d156e25154
	w9_d156e25157
810	w11_d156e25160
Verwundete	w1_d156e25165
3616	w3_d156e25168
</head>
<head id="h2_d156e25174">
Summa	w1_d156e25178
Summarum	w3_d156e25181
an	w5_d156e25184
Todt	w7_d156e25187
und	w9_d156e25190
Verwundeten	w1_d156e25195
4435	w1_d156e25200
</head>
<head id="h2_d156e25207">
Bey	w1_d156e25211
der	w3_d156e25214
CAVALLERIE.	w5_d156e25217
Dragoner.	w1_d156e25222
Regiment	w1_d156e25227
Savoye.	w3_d156e25230
Todte.	w1_d156e25236
Fähndrichs	w1_d156e25241
Unter	w1_d156e25246
officiers,	w3_d156e25249
und	w5_d156e25252
Gemeine	w7_d156e25255
|	w9_d156e25258
24	w11_d156e25261
</head>
<p id="p8_d156e25274">
Bewunderte.	w1_d156e25278
Obrister	w1_d156e25283
Gourey	w3_d156e25286
.	w1_d156e25291
2	w1_d156e25297
Haupt=leute	w1_d156e25302
Leutenants	w1_d156e25307
	w3_d156e25310
Fähndrichs	w1_d156e25315
Unter=officiers,	w1_d156e25321
und	w3_d156e25324
Gemeine	w5_d156e25327
100	w7_d156e25330
Pferde	w1_d156e25335
78	w1_d156e25340
Sum.	w1_d156e25345
deren	w3_d156e25348
Verw.	w5_d156e25351
110.	w7_d156e25354
M.	w9_d156e25357
78.	w11_d156e25360
Pf	w13_d156e25364
Summa	w1_d156e25370
deren	w3_d156e25373
Todt	w5_d156e25376
und	w7_d156e25379
Verwun	w9_d156e25382
deten	w1_d156e25387
|	w3_d156e25390
136.	w5_d156e25393
M.	w7_d156e25396
166.	w9_d156e25399
Pf.	w11_d156e25402
Regiment	w1_d156e25407
Darmstadt.	w3_d156e25410
Todte.	w1_d156e25415
Obrist	w1_d156e25421
Wacht=meister,	w3_d156e25424
Graf	w5_d156e25427
2	w1_d156e25432
Andler	w1_d156e25437
2	w1_d156e25442
Fähndrichs	w1_d156e25448
Unter	w1_d156e25453
=officiers	w3_d156e25456
und	w5_d156e25459
Gemeine	w7_d156e25462
Pferde	w1_d156e25467
Verwundete.	w1_d156e25472
Leutenants	w1_d156e25478
Unter=officiers,	w1_d156e25483
und	w3_d156e25486
Gemeine	w5_d156e25489
Pferde	w1_d156e25494
</p>
<head id="h2_d156e25500">
Summa	w1_d156e25504
deren	w3_d156e25507
Todten	w5_d156e25510
8.	w7_d156e25513
M.	w9_d156e25516
8.	w11_d156e25519
Pf.	w13_d156e25523
10	w1_d156e25528
</head>
<head id="h2_d156e25534">
Sum.	w1_d156e25538
deren	w3_d156e25541
Verw.	w5_d156e25544
12.	w7_d156e25547
M.	w9_d156e25550
19.	w11_d156e25553
Pf.	w13_d156e25557
Summa	w1_d156e25562
deren	w3_d156e25565
Todt	w5_d156e25568
und	w7_d156e25571
Verwun	w9_d156e25574
deten	w1_d156e25579
20.	w3_d156e25582
M.	w5_d156e25585
27.	w7_d156e25588
Pf	w9_d156e25591
Regiment	w1_d156e25597
Ligne.	w3_d156e25600
Todte.	w1_d156e25605
</head>
<head id="h2_d156e25611">
Summa	w1_d156e25615
deren	w3_d156e25618
Todten	w5_d156e25621
26.	w7_d156e25624
M.	w9_d156e25627
46.	w11_d156e25630
P	w13_d156e25634
Verwundete.	w1_d156e25639
Haupt=leute	w1_d156e25644
.	w1_d156e25650
Leutenants	w1_d156e25655
Fähndrichs	w1_d156e25660
Unter=officiers	w1_d156e25665
und	w3_d156e25668
Gemeine	w5_d156e25671
56	w7_d156e25674
Unter=officier,	w9_d156e25677
und	w11_d156e25680
Gemeine	w13_d156e25684
4	w15_d156e25687
</head>
<head id="h2_d156e25693">
Sum.	w1_d156e25697
deren	w3_d156e25700
Verwun.	w5_d156e25703
16.	w7_d156e25706
M.	w9_d156e25709
23.	w11_d156e25712
Pf.	w13_d156e25716
Summa	w1_d156e25721
deren	w3_d156e25724
Todt	w5_d156e25727
und	w7_d156e25730
Verwun	w9_d156e25733
deten	w1_d156e25738
	w3_d156e25741
18.	w5_d156e25744
M.	w7_d156e25747
29.	w9_d156e25750
Pf.	w11_d156e25753
Regiment	w1_d156e25759
Kollowrath.	w3_d156e25762
Todte.	w1_d156e25767
Unter=officiers,	w1_d156e25772
und	w3_d156e25775
Gemeine	w5_d156e25778
|	w7_d156e25781
10	w9_d156e25784
</head>
<head id="h4_d156e25800">
Summa	w1_d156e25804
deren	w3_d156e25807
Todten	w5_d156e25810
4.	w7_d156e25813
M.	w9_d156e25816
25.	w11_d156e25819
Pf.	w13_d156e25823
</head>
<head id="h2_d156e25830">
Verwundete.	w1_d156e25834
Obrist=wacht=meister	w1_d156e25839
Kraus	w3_d156e25842
Haupt=leute	w1_d156e25847
Leutenants	w1_d156e25853
.	w1_d156e25858
Fähndrichs	w1_d156e25863
Unter=officiers,	w1_d156e25868
und	w3_d156e25871
Gemeine	w5_d156e25874
47.	w7_d156e25877
Pferde	w1_d156e25883
48	w1_d156e25888
</head>
