<doc id="wr_1760-04-05" attrs="word" year="1760" month="04" day="05" corpus="2">
<head id="h2_d438e2535">
Frankfort	w1_d438e2539
Boules	w3_d438e20608
Vulnerales,	w5_d438e20611
welche	w7_d438e20614
durch	w9_d438e20617
ihre	w11_d438e20620
be	w13_d438e20624
rühmte	w1_d438e20630
Würkung	w3_d438e20633
in	w5_d438e20636
allen	w7_d438e20639
Zerquetschungen,	w9_d438e20642
und	w11_d438e20645
Wunden,	w1_d438e20650
besonders	w3_d438e20653
in	w5_d438e20656
Frankreich	w7_d438e20659
denen	w9_d438e20662
Feldsche	w11_d438e20665
rern	w1_d438e20670
gut	w3_d438e20673
bekannt	w5_d438e20676
sind	w7_d438e20679
Von	w9_d438e20682
verschiedener	w11_d438e20685
Grösse	w13_d438e20689
das	w1_d438e20694
Lot	w3_d438e20697
pr.	w5_d438e20700
17.	w7_d438e20703
kr.	w9_d438e20706
</p>
<p id="p28_d438e20709">
Von	w1_d438e20713
der	w3_d438e20716
Röm.	w5_d438e20719
Kaiserl.	w7_d438e20722
zu	w9_d438e20725
Hungarn	w11_d438e20728
und	w13_d438e20732
Bö	w15_d438e20735
heim	w1_d438e20740
Königl.	w3_d438e20743
Apostol.	w5_d438e20746
Majest.	w7_d438e20749
verordneten	w9_d438e20752
Lan	w11_d438e20755
des=administration	w1_d438e20760
in	w3_d438e20763
dem	w5_d438e20766
Temesvarer=banat	w7_d438e20769
wegen:	w1_d438e20775
wird	w3_d438e20778
mit	w5_d438e20781
gegenwärtig=offenem	w7_d438e20784
Edict	w9_d438e20787
al	w11_d438e20790
len	w1_d438e20795
sowol	w3_d438e20798
anwesenden,	w5_d438e20801
als	w7_d438e20804
ausser	w9_d438e20807
dem	w11_d438e20810
Land	w13_d438e20814
be	w15_d438e20817
findlichen	w1_d438e20822
Credits=partheyen	w3_d438e20825
weil.	w5_d438e20828
Herrn	w7_d438e20831
Maxi	w9_d438e20834
milian	w1_d438e20839
Edlen	w3_d438e20842
von	w5_d438e20845
Rosendorf,	w7_d438e20848
gewesenen	w9_d438e20851
Admi	w11_d438e20854
nistrations=raht	w1_d438e20860
alhier	w3_d438e20863
seel.	w5_d438e20866
kund	w7_d438e20869
und	w9_d438e20872
zu	w11_d438e20875
wissen	w13_d438e20879
gemacht;	w1_d438e20884
welcher=gestalten	w3_d438e20887
zur	w5_d438e20890
Ordnungsmäßi	w7_d438e20893
gen	w1_d438e20898
Publicirung	w3_d438e20901
des	w5_d438e20904
über	w7_d438e20907
desselben	w9_d438e20910
ad	w11_d438e20913
Cridam	w13_d438e20917
gediehene	w1_d438e20922
Verlassenschaft	w3_d438e20925
geschöpften	w5_d438e20928
Claßifica	w7_d438e20931
tions=abschieds	w1_d438e20937
der	w3_d438e20940
12.	w5_d438e20943
hinkünftigen	w7_d438e20946
Monats	w9_d438e20949
Aprilis	w1_d438e20954
dieses	w3_d438e20957
lauffenden	w5_d438e20960
Jahrs	w7_d438e20963
zur	w9_d438e20966
Tagsatzung	w11_d438e20969
peremptorie	w1_d438e20974
angesetzet	w3_d438e20977
worden	w5_d438e20980
seye.	w7_d438e20983
Solchemnach	w9_d438e20986
dann	w1_d438e20991
all	w3_d438e20994
und	w5_d438e20997
jede	w7_d438e21000
von	w9_d438e21003
Rosendorfische	w11_d438e21006
respectibe	w13_d438e21010
Herren	w1_d438e21016
Glaubigere	w3_d438e21019
entweder	w5_d438e21022
selbst	w7_d438e21025
persönlich,	w9_d438e21028
oder	w11_d438e21031
durch	w1_d438e21036
bevollmächtigte	w3_d438e21039
Gewalts=tragere	w5_d438e21042
an	w7_d438e21045
dem	w9_d438e21048
bestimmten	w1_d438e21053
Tag	w3_d438e21056
den	w5_d438e21059
12.	w7_d438e21062
Aprilis	w9_d438e21065
fruh	w11_d438e21068
um	w13_d438e21072
10.	w15_d438e21075
Uhr	w1_d438e21080
vor	w3_d438e21083
dem	w5_d438e21086
Raht	w7_d438e21089
dieser	w9_d438e21092
Kaiserl.	w11_d438e21095
Königl.	w13_d438e21099
Lan	w15_d438e21102
des=administration	w1_d438e21108
zu	w3_d438e21111
Anhörung	w5_d438e21114
des	w7_d438e21117
besagten	w9_d438e21120
Cridä=claßifications=abschieds,	w1_d438e21125
und	w3_d438e21128
nach	w5_d438e21131
Erfor	w7_d438e21134
dernuß	w1_d438e21139
zu	w3_d438e21142
Vorkehrung	w5_d438e21145
der	w7_d438e21148
weiteren	w9_d438e21151
Nohtdurft	w11_d438e21154
also	w1_d438e21159
gewiß	w3_d438e21162
zu	w5_d438e21165
erscheinen,	w7_d438e21168
hiemit	w9_d438e21171
vorgeleden	w11_d438e21174
wer	w13_d438e21178
den;	w1_d438e21184
als	w3_d438e21187
im	w5_d438e21190
widrigen	w7_d438e21193
nichts	w9_d438e21196
desto	w11_d438e21199
weniger	w13_d438e21203
in	w15_d438e21206
Sachen	w1_d438e21211
ex	w3_d438e21214
officio	w5_d438e21217
vorgegangen,	w7_d438e21220
auch	w9_d438e21223
hiernach	w11_d438e21226
der	w1_d438e21231
Repartitions=ausschlag	w3_d438e21234
vorgenommen,	w5_d438e21237
und	w7_d438e21240
die	w1_d438e21245
Abfertigung	w3_d438e21248
nach	w5_d438e21251
denen	w7_d438e21254
Classen	w9_d438e21257
geleistet	w11_d438e21260
wer	w13_d438e21264
den	w1_d438e21270
wurde.	w3_d438e21273
Wornach	w5_d438e21276
sich	w7_d438e21279
jeder	w9_d438e21282
Jntereßirter	w11_d438e21285
zu	w13_d438e21289
richten,	w1_d438e21294
und	w3_d438e21297
seinem	w5_d438e21300
Recht	w7_d438e21303
zu	w9_d438e21306
invigiliren	w11_d438e21309
wissen	w13_d438e21313
wird.	w1_d438e21318
Gegeben	w3_d438e21321
im	w5_d438e21324
Raht	w7_d438e21327
der	w9_d438e21330
Kaiserl.	w11_d438e21333
Königl	w13_d438e21337
Ad	w15_d438e21340
ministration	w1_d438e21345
zu	w3_d438e21348
Temesvar	w5_d438e21351
den	w7_d438e21354
23.	w9_d438e21357
Febr.	w11_d438e21360
1760.	w13_d438e21364
</p>
<p id="p30_d438e21367">
Es	w1_d438e21371
ist	w3_d438e21374
der	w5_d438e21377
auf	w7_d438e21380
dem	w9_d438e21383
Schotten=grund	w11_d438e21386
am	w13_d438e21390
Neu	w15_d438e21393
bau	w1_d438e21398
unweit	w3_d438e21401
Maria=Hülf	w5_d438e21404
an	w7_d438e21407
der	w9_d438e21410
Schönbrunner	w11_d438e21413
strassen	w1_d438e21418
ligende	w3_d438e21421
Gräfl.	w5_d438e21424
Andlerische	w7_d438e21427
Garten	w9_d438e21430
(wel	w11_d438e21433
chen	w1_d438e21439
Titl.	w3_d438e21442
Herr	w5_d438e21445
Baron	w7_d438e21448
von	w9_d438e21451
Koch	w11_d438e21454
durch	w13_d438e21458
viele	w15_d438e21461
Jahr	w1_d438e21466
im	w3_d438e21469
Bestand	w5_d438e21472
gehabt)	w7_d438e21475
so	w9_d438e21478
in	w11_d438e21481
15.	w13_d438e21485
Zimmern,	w15_d438e21488
einem	w1_d438e21493
grossen	w3_d438e21496
Saal,	w5_d438e21499
Salaterrena,	w7_d438e21502
Wagenschu	w9_d438e21505
pfen,	w1_d438e21510
Stallung,	w3_d438e21513
Keller,	w5_d438e21516
Eis=gruben	w7_d438e21519
bestehet,	w9_d438e21522
nebst	w1_d438e21528
anderen	w3_d438e21531
Zugehörungen,	w5_d438e21534
auf	w7_d438e21537
künftigen	w9_d438e21540
St.	w11_d438e21543
Georgii	w1_d438e21548
mobilirter	w3_d438e21551
zu	w5_d438e21554
verlassen	w7_d438e21557
wer	w9_d438e21560
solches	w11_d438e21563
Gar	w13_d438e21567
ten=haus	w1_d438e21572
in	w3_d438e21575
Bestand	w5_d438e21578
nehmen	w7_d438e21581
will,	w9_d438e21584
beliebe	w11_d438e21587
sich	w13_d438e21591
des	w15_d438e21594
Weiteren	w1_d438e21599
bey	w3_d438e21602
dem	w5_d438e21605
alldaselbst	w7_d438e21608
befindlichen	w9_d438e21611
Haus	w11_d438e21614
inspector	w1_d438e21620
zu	w3_d438e21623
erkundigen.	w5_d438e21626
</p>
<p id="p32_d438e21629">
NB.	w1_d438e21633
Wobey	w3_d438e21636
auch	w5_d438e21639
eine	w7_d438e21642
für	w9_d438e21645
jedermann	w11_d438e21648
offentliche	w13_d438e21652
Haus=capelle,	w1_d438e21657
worinn	w3_d438e21660
die	w5_d438e21663
gestifteten	w7_d438e21666
heiligen	w9_d438e21669
Mes	w11_d438e21672
sen	w1_d438e21677
täglich	w3_d438e21680
gelesen	w5_d438e21683
werden.	w7_d438e21686
</p>
</doc>
