<doc id="wr_1762-02-03" attrs="word" year="1762" month="02" day="03" corpus="2">
<head id="h2_d627e3760">
Madrit,	w1_d627e3764
gen,	w1_d627e21919
wie	w3_d627e21922
auch	w5_d627e21925
die	w7_d627e21928
vorzüglichen	w9_d627e21931
Gesinnun	w11_d627e21934
gen	w1_d627e21940
zu	w3_d627e21943
versichern,	w5_d627e21946
womit	w7_d627e21949
rc.	w9_d627e21952
</p>
<head id="h2_d627e21958">
Von	w1_d627e21962
Bussy.	w3_d627e21965
</head>
<p id="p4_d627e21968">
Endlich	w1_d627e21972
da	w3_d627e21975
das	w5_d627e21978
Großbrittanische	w7_d627e21981
Mini	w9_d627e21984
sterinm	w1_d627e21989
über	w3_d627e21992
das	w5_d627e21995
Memoire,	w7_d627e21998
Spanien	w9_d627e22001
bet	w11_d627e22004
ef	w13_d627e22008
fend,	w1_d627e22013
aufgebracht	w3_d627e22016
zu	w5_d627e22019
seyn	w7_d627e22022
schien,	w9_d627e22025
so	w11_d627e22028
hatten	w13_d627e22032
Se.	w1_d627e22038
Catholische	w3_d627e22041
Maj.	w5_d627e22044
Dero	w7_d627e22047
Betschafter	w9_d627e22050
zu	w11_d627e22053
Londen,	w1_d627e22058
dem	w3_d627e22061
Grafen	w5_d627e22064
von	w7_d627e22067
Fuentes,	w9_d627e22070
aufgetra	w11_d627e22073
gen,	w1_d627e22078
dem	w3_d627e22081
Hrn.	w5_d627e22084
Pitt	w7_d627e22087
anligende	w9_d627e22090
Note,	w11_d627e22093
als	w13_d627e22097
den	w15_d627e22100
Schlüssel	w1_d627e22105
zu	w3_d627e22108
diesem	w5_d627e22111
Memoire,	w7_d627e22114
zu	w9_d627e22117
übergeben.	w11_d627e22120
</p>
<head id="h2_d627e22126">
Nro.	w1_d627e22130
24.	w3_d627e22133
Note	w5_d627e22136
des	w7_d627e22139
Spanischen	w9_d627e22142
Bot	w11_d627e22145
schafters	w1_d627e22150
an	w3_d627e22153
Herrn	w5_d627e22156
Pitt.	w7_d627e22159
</head>
<p id="p4_d627e22162">
„Der	w1_d627e22166
Allerchristl.	w3_d627e22169
König,	w5_d627e22172
dessen	w7_d627e22175
Wün	w9_d627e22178
„schen	w1_d627e22183
dahin	w3_d627e22186
gehet,	w5_d627e22189
den	w7_d627e22192
Frieden,	w9_d627e22195
welchen	w11_d627e22198
er	w13_d627e22202
,mit	w1_d627e22207
England	w3_d627e22210
zu	w5_d627e22213
behandeln	w7_d627e22216
willens	w9_d627e22219
war,	w11_d627e22222
mützlich	w1_d627e22228
und	w3_d627e22231
dauerhaft	w5_d627e22234
zu	w7_d627e22237
machen,	w9_d627e22240
vertraue	w11_d627e22243
„te	w1_d627e22248
sogleich	w3_d627e22251
dem	w5_d627e22254
Könige,	w7_d627e22257
meinem	w9_d627e22260
Herrn,	w11_d627e22263
,seine	w1_d627e22268
Absichten,	w3_d627e22271
wobey	w5_d627e22274
er	w7_d627e22277
ihm	w9_d627e22280
das	w11_d627e22283
Vergnü	w13_d627e22287
„gen	w1_d627e22292
zu	w3_d627e22295
erkennen	w5_d627e22298
gab,	w7_d627e22301
womit	w9_d627e22304
er	w11_d627e22307
diese	w13_d627e22311
Gele	w15_d627e22314
„genheit	w1_d627e22320
ergriffe,	w3_d627e22323
ihm	w5_d627e22326
die	w7_d627e22329
Rücksicht	w9_d627e22332
auf	w11_d627e22335
die	w13_d627e22339
,wiederholten	w1_d627e22344
Anerbietungen	w3_d627e22347
zu	w5_d627e22350
beweisen,	w7_d627e22353
„welche	w1_d627e22358
Sr.	w3_d627e22361
Cathol.	w5_d627e22364
Maj.	w7_d627e22367
sowol	w9_d627e22370
ihm,	w11_d627e22373
als	w13_d627e22377
„England,	w1_d627e22382
gethan,	w3_d627e22385
um	w5_d627e22388
eine	w7_d627e22391
schickliche	w9_d627e22394
und	w11_d627e22397
„standhafte	w1_d627e22403
Vereinigung	w3_d627e22406
zu	w5_d627e22409
erleichtern.	w7_d627e22412
</p>
<p id="p6_d627e22415">
"Jn	w1_d627e22419
Gemäsheit	w3_d627e22422
so	w5_d627e22425
aufrichtiger	w7_d627e22428
Grund	w9_d627e22431
„sätze	w1_d627e22436
geschah	w3_d627e22439
es,	w5_d627e22442
daß	w7_d627e22445
Se.	w9_d627e22448
Allerchristl.	w11_d627e22451
Maj.	w13_d627e22455
„dem	w1_d627e22460
Könige,	w3_d627e22463
meinem	w5_d627e22466
Herrn,	w7_d627e22469
die	w9_d627e22472
Garantie	w11_d627e22475
„in	w1_d627e22481
dem	w3_d627e22484
Friedens=tractat	w5_d627e22487
vorschlugen,	w7_d627e22490
weil	w9_d627e22493
„solches	w1_d627e22498
Frankreich	w3_d627e22501
und	w5_d627e22504
England	w7_d627e22507
gleich	w9_d627e22510
vor	w11_d627e22513
„träglich	w1_d627e22518
seyn	w3_d627e22521
konnte,	w5_d627e22524
auch	w7_d627e22527
ihm	w9_d627e22530
zu	w11_d627e22533
gleicher	w13_d627e22537
„Zeit	w1_d627e22542
ihre	w3_d627e22545
aufrichtige	w5_d627e22548
Gesinnungen	w7_d627e22551
in	w9_d627e22554
Anfe	w11_d627e22557
„hung	w1_d627e22563
der	w3_d627e22566
Opfer	w5_d627e22569
bezeugten,	w7_d627e22572
welche	w9_d627e22575
sie	w11_d627e22578
zu	w13_d627e22582
„thun	w1_d627e22587
willens	w3_d627e22590
waren,	w5_d627e22593
um	w7_d627e22596
Europa,	w9_d627e22599
nebst	w11_d627e22602
„einem	w1_d627e22607
dauerhaften,	w3_d627e22610
und	w5_d627e22613
rühmlichen	w7_d627e22616
Frieden,	w9_d627e22619
„die	w1_d627e22624
Ruhe	w3_d627e22627
zu	w5_d627e22630
verschaffen.	w7_d627e22633
</p>
<p id="p8_d627e22636">
(Die	w1_d627e22640
Fortsetzung	w3_d627e22643
folgt	w5_d627e22646
künftig.)	w7_d627e22649
</p>
<list id="l12_d627e22655">
Bey	w1_d627e22661
Friedrich	w3_d627e22664
Bernhardi	w5_d627e22667
auf	w7_d627e22670
dem	w9_d627e22673
obern	w11_d627e22676
Jesui	w13_d627e22680
</list>
<list id="l14_d627e22684">
ter=plätzl	w1_d627e22688
am	w3_d627e22691
Eck,	w5_d627e22694
dem	w7_d627e22697
gräfl.	w9_d627e22700
Collaltischen	w11_d627e22703
Haus	w13_d627e22707
gegen	w1_d627e22712
über	w3_d627e22715
sind	w5_d627e22718
unter	w7_d627e22721
andern	w9_d627e22724
nachfolgende	w11_d627e22727
Bü	w13_d627e22731
cher	w1_d627e22736
um	w3_d627e22739
beygesetzten	w5_d627e22742
Preis	w7_d627e22745
zu	w9_d627e22748
haben:	w11_d627e22751
Kriegs	w1_d627e22757
und	w3_d627e22760
Helden=thaten	w5_d627e22763
des	w7_d627e22766
Freyherrn	w9_d627e22769
Gedeon	w11_d627e22772
von	w1_d627e22777
Loudon,	w3_d627e22780
mit	w5_d627e22783
Kupfern	w7_d627e22786
8vo.	w9_d627e22789
1.	w11_d627e22792
fl.	w13_d627e22796
30	w15_d627e22799
kr.	w17_d627e22802
Histoire	w1_d627e22807
durieux,	w3_d627e22810
&	w5_d627e22813
du	w7_d627e22816
nouveau	w9_d627e22819
Testament,	w11_d627e22822
avec	w13_d627e22826
des	w1_d627e22831
Explications	w3_d627e22834
edisiantes	w5_d627e22837
tirées	w7_d627e22840
des	w9_d627e22843
SS.	w11_d627e22846
Peres	w13_d627e22850
pour	w1_d627e22856
regier	w3_d627e22859
les	w5_d627e22862
Moeurs	w7_d627e22865
dans	w9_d627e22868
toutes	w11_d627e22871
sortes	w13_d627e22875
de	w15_d627e22878
Conditions,	w1_d627e22883
par	w3_d627e22886
Royaumont,	w5_d627e22889
nouvelle	w7_d627e22892
Edition	w9_d627e22895
revue	w1_d627e22900
&	w3_d627e22903
corrigée	w5_d627e22906
8vo.	w7_d627e22909
Vienne	w9_d627e22912
1762.	w11_d627e22915
1.	w13_d627e22919
fl.	w15_d627e22922
30.	w17_d627e22925
xr.	w19_d627e22928
relié	w1_d627e22933
1,	w3_d627e22936
fl.	w5_d627e22939
50.	w7_d627e22942
Modeles	w1_d627e22948
de	w3_d627e22951
Lettres	w5_d627e22954
sur	w7_d627e22957
differents	w9_d627e22960
Sujets	w11_d627e22963
re-	w13_d627e22967
cucilles	w1_d627e22972
par	w3_d627e22975
Rousseau	w5_d627e22978
gr.	w7_d627e22981
12mo.	w9_d627e22984
Bouillon	w11_d627e22987
1761.	w13_d627e22991
51	w1_d627e22996
X1.	w3_d627e22999
Sacrorum	w1_d627e23004
Conciliorum	w3_d627e23007
nova	w5_d627e23010
&	w7_d627e23013
amplissima	w9_d627e23016
Collectio;	w1_d627e23022
in	w3_d627e23025
qua	w5_d627e23028
præter	w7_d627e23031
ea,	w9_d627e23034
quæ	w11_d627e23037
in	w13_d627e23041
præcedenti	w15_d627e23044
Labbeana	w1_d627e23049
in	w3_d627e23052
lucem	w5_d627e23055
edita	w7_d627e23058
fuere,	w9_d627e23061
ca	w11_d627e23064
insuper	w13_d627e23068
omnia	w15_d627e23071
suis	w1_d627e23076
locis	w3_d627e23079
disposita	w5_d627e23082
exhibentur,	w7_d627e23085
quæ	w9_d627e23088
P.	w11_d627e23091
Mensi	w13_d627e23095
in	w15_d627e23098
VI.	w1_d627e23103
Vol.	w3_d627e23106
suppl.	w5_d627e23109
nuper	w7_d627e23112
evulgavit.	w9_d627e23115
Editio	w11_d627e23118
novissima	w13_d627e23122
ab	w1_d627e23128
eod	w3_d627e23131
P.	w5_d627e23134
Mansi,	w7_d627e23137
aliisque	w9_d627e23140
erdditissimis	w11_d627e23143
viris	w13_d627e23147
cura-	w15_d627e23150
ta;	w1_d627e23155
Tomus	w3_d627e23158
I.	w5_d627e23161
usque	w7_d627e23164
VI.	w9_d627e23167
incl.	w11_d627e23170
fol.	w13_d627e23174
Florent	w15_d627e23177
1759.	w17_d627e23180
1761.	w1_d627e23185
54.	w3_d627e23188
fl.	w5_d627e23191
L'Augusta	w1_d627e23196
Basilica	w3_d627e23199
Veneta	w5_d627e23202
dedicata	w7_d627e23205
a	w9_d627e23208
S.	w11_d627e23211
Marco	w13_d627e23215
Evangel.	w1_d627e23221
descrieta	w3_d627e23224
in	w5_d627e23227
tutte,	w7_d627e23230
a	w9_d627e23233
ciascheduna	w11_d627e23236
delle	w13_d627e23240
sue	w1_d627e23245
parti,	w3_d627e23248
e	w5_d627e23251
delincata	w7_d627e23254
da	w9_d627e23257
Viacentino,	w11_d627e23260
edizione	w13_d627e23264
magnifica	w1_d627e23269
con	w3_d627e23272
finali,	w5_d627e23275
Capopagine,	w7_d627e23278
e	w9_d627e23281
Contorni	w11_d627e23284
in	w13_d627e23288
tame	w1_d627e23293
in	w3_d627e23296
forma	w5_d627e23299
atlantica	w7_d627e23302
1761.	w9_d627e23305
24.	w11_d627e23308
fl.	w13_d627e23312
Neuer	w1_d627e23318
allzeit	w3_d627e23321
fertiger	w5_d627e23324
Oesterreichischer	w7_d627e23327
Secre	w9_d627e23330
tarius,	w1_d627e23335
worinnen	w3_d627e23338
ein	w5_d627e23341
kurzer	w7_d627e23344
Unterricht	w9_d627e23347
vom	w11_d627e23350
Pro	w13_d627e23354
ceß	w1_d627e23359
nebst	w3_d627e23362
nöhtigem	w5_d627e23365
Vorraht	w7_d627e23368
allerhand	w9_d627e23371
Formula	w11_d627e23374
rien	w1_d627e23379
von	w3_d627e23382
Briefen,	w5_d627e23385
Billeren	w7_d627e23388
25.	w9_d627e23391
für	w11_d627e23394
einen	w13_d627e23398
General	w15_d627e23401
und	w1_d627e23407
Regiments=auditeur	w3_d627e23410
rc.	w5_d627e23413
anzutretten,	w7_d627e23416
8vo.	w9_d627e23419
1761.	w1_d627e23424
1.	w3_d627e23427
fl.	w5_d627e23430
15.	w7_d627e23433
kr.	w9_d627e23436
Concinæ	w1_d627e23441
Theologiæ	w3_d627e23444
Christianæ	w5_d627e23447
dogmatico-	w7_d627e23450
mo	w1_d627e23455
alis	w3_d627e23458
Compendium	w5_d627e23461
II.	w7_d627e23464
Tomi	w9_d627e23467
4to.	w11_d627e23470
Romæ	w13_d627e23474
1762.	w15_d627e23477
2.	w1_d627e23483
fl.	w3_d627e23486
30.	w5_d627e23489
xr.	w7_d627e23492
</list>
<list id="l16_d627e23496">
Bey	w1_d627e23500
Emerich	w3_d627e23503
Felix	w5_d627e23506
Bader	w7_d627e23509
in	w9_d627e23512
der	w11_d627e23515
Bogner=gasse	w13_d627e23519
nächst	w1_d627e23524
dem	w3_d627e23527
Todten=kopf	w5_d627e23530
ist	w7_d627e23533
zu	w9_d627e23536
haben:	w11_d627e23539
Historischer	w1_d627e23544
Bilder	w3_d627e23547
saal,	w5_d627e23550
in	w7_d627e23553
welchem	w9_d627e23556
die	w11_d627e23559
allge	w13_d627e23563
meine	w1_d627e23569
Welt	w3_d627e23572
geschichte	w5_d627e23575
von	w7_d627e23578
Anfang	w9_d627e23581
der	w11_d627e23584
Welt	w13_d627e23588
bis	w15_d627e23591
1756	w1_d627e23596
aufrichtig	w3_d627e23599
und	w5_d627e23602
unpartbeyisch	w7_d627e23605
beschrieben,	w9_d627e23608
und	w1_d627e23613
die	w3_d627e23616
vornehmsten	w5_d627e23619
Begebenheiten	w7_d627e23622
in	w9_d627e23625
Kupfern	w11_d627e23628
vorgestellet	w1_d627e23633
sind,	w3_d627e23636
8vo	w5_d627e23639
12.	w7_d627e23642
Theile,	w9_d627e23645
nebst	w11_d627e23648
Anhang,	w13_d627e23652
in	w1_d627e23658
13.	w3_d627e23661
Franz.	w5_d627e23664
Stände	w7_d627e23667
gebunden	w9_d627e23670
à	w11_d627e23673
40	w13_d627e23677
fl.	w15_d627e23680
P	w1_d627e23685
Anton	w3_d627e23688
Foresti	w5_d627e23691
Historische	w7_d627e23694
Welt=carte,	w9_d627e23697
das	w11_d627e23700
ist:	w13_d627e23704
ordentliche	w1_d627e23709
Beschreibung	w3_d627e23712
der	w5_d627e23715
vier	w7_d627e23718
grösten	w9_d627e23721
Reiche	w11_d627e23724
der	w1_d627e23729
Welt	w3_d627e23732
rc.	w5_d627e23735
Fol.	w7_d627e23738
6.	w9_d627e23741
Theile	w11_d627e23744
in	w13_d627e23748
Franz=band	w15_d627e23751
gebun	w17_d627e23754
den	w1_d627e23760
à	w3_d627e23763
18.	w5_d627e23766
fl.	w7_d627e23769
P.	w1_d627e23774
Jo.	w3_d627e23777
Crasset	w5_d627e23780
ausführliche	w7_d627e23783
Geschicht,	w9_d627e23786
der	w11_d627e23789
in	w13_d627e23793
dem	w1_d627e23798
äussersten	w3_d627e23801
Welt	w5_d627e23804
theil	w7_d627e23807
gelegenen	w9_d627e23810
Japonischen	w11_d627e23813
Kirche,	w1_d627e23818
worinnen	w3_d627e23821
die	w5_d627e23824
glückliche	w7_d627e23827
Vertilgung	w9_d627e23830
der	w11_d627e23833
Abgotrerey,	w1_d627e23839
Einführung,	w3_d627e23842
Fortoflanzung,	w5_d627e23845
Verfol	w7_d627e23848
gung	w1_d627e23853
und	w3_d627e23856
Verbannung	w5_d627e23859
des	w7_d627e23862
H.	w9_d627e23865
Röm.	w11_d627e23868
Catholischen	w13_d627e23872
Glaubens	w1_d627e23877
in	w3_d627e23880
diesem	w5_d627e23883
Reich	w7_d627e23886
rc.	w9_d627e23889
erzehlet	w11_d627e23892
wird,	w13_d627e23896
Fol.	w15_d627e23899
in	w1_d627e23904
Franz=band	w3_d627e23907
gebunden	w5_d627e23910
à	w7_d627e23913
5.	w9_d627e23916
fl.	w11_d627e23919
Martin	w1_d627e23925
Crusiii	w3_d627e23928
Schwäbische	w5_d627e23931
Chronick,	w7_d627e23934
worinnen	w9_d627e23937
</list>
<p id="p18_d627e23941">
zu	w1_d627e23945
finden	w3_d627e23948
ist,	w5_d627e23951
was	w7_d627e23954
sich	w9_d627e23957
von	w11_d627e23960
Erschaffung	w13_d627e23964
der	w15_d627e23967
Welt	w17_d627e23970
</p>
<list id="l20_d627e23973">
que	w1_d627e23977
Opusculis	w3_d627e23980
aucta;	w5_d627e23983
cum	w7_d627e23986
Animadverbones	w9_d627e23989
cri-	w11_d627e23992
ticas	w1_d627e23997
&	w3_d627e24000
Notas	w5_d627e24003
Jac.	w7_d627e24006
Basnige,	w9_d627e24009
Fol.	w11_d627e24012
V.	w13_d627e24016
Tomi	w15_d627e24019
Ant-	w17_d627e24022
verpiæ	w1_d627e24027
1725.	w3_d627e24030
in	w5_d627e24033
Franz	w7_d627e24036
bande	w9_d627e24039
gebunden	w11_d627e24042
à	w13_d627e24046
60.	w15_d627e24049
fl.	w17_d627e24052
P.	w1_d627e24058
Ribadencira	w3_d627e24061
triumphirende	w5_d627e24064
Tugend,	w7_d627e24067
das	w9_d627e24070
ist	w11_d627e24073
die	w1_d627e24078
auserlesenste	w3_d627e24081
Leben	w5_d627e24084
deren	w7_d627e24087
Heiligen	w9_d627e24090
GOttes,	w11_d627e24093
Fol.	w1_d627e24098
3.	w3_d627e24101
Theile	w5_d627e24104
in	w7_d627e24107
Franz=band	w9_d627e24110
gebunden	w11_d627e24113
à	w13_d627e24117
22	w15_d627e24120
fl.	w17_d627e24123
Jn	w1_d627e24128
des	w3_d627e24131
Joseph	w5_d627e24134
Krüchtens	w7_d627e24137
Buchhandlung	w9_d627e24140
bey	w11_d627e24143
der	w1_d627e24149
Welt=kugel	w3_d627e24152
im	w5_d627e24155
Seitzer=hof	w7_d627e24158
ist	w9_d627e24161
zu	w11_d627e24164
haben:	w13_d627e24168
Gespräch	w1_d627e24173
im	w3_d627e24176
Reich	w5_d627e24179
der	w7_d627e24182
Todten	w9_d627e24185
45stes	w11_d627e24188
Stuck	w13_d627e24192
4to.	w15_d627e24195
à	w1_d627e24200
15.	w3_d627e24203
kr.	w5_d627e24206
Das	w1_d627e24211
vertheidigte	w3_d627e24214
Land	w5_d627e24217
leben	w7_d627e24220
unter	w9_d627e24223
dem	w11_d627e24226
Bilde	w13_d627e24230
eines	w1_d627e24236
rechtschaffenen	w3_d627e24239
Landmanns,	w5_d627e24242
nebst	w7_d627e24245
beygefügten	w9_d627e24248
Oeconomischen	w1_d627e24253
Gutachten,	w3_d627e24256
8vo.	w5_d627e24259
Leipzig	w7_d627e24262
1760.	w9_d627e24265
à	w1_d627e24270
24.	w3_d627e24273
kr.	w5_d627e24276
Læzecke	w1_d627e24281
(Joh.	w3_d627e24284
Ludov.)	w5_d627e24287
Materia	w7_d627e24290
medica	w9_d627e24293
con-	w11_d627e24296
centrata,	w1_d627e24302
oder	w3_d627e24305
Verzeichnüß	w5_d627e24308
von	w7_d627e24311
der	w9_d627e24314
vorzüglichsten	w11_d627e24317
in	w1_d627e24322
und	w3_d627e24325
äusserlicher	w5_d627e24328
Arzney	w7_d627e24331
mitteln,	w9_d627e24334
und	w11_d627e24337
ihren	w13_d627e24341
nöh	w15_d627e24344
tigen	w1_d627e24349
Dosivus	w3_d627e24352
zu	w5_d627e24355
nützlichen	w7_d627e24358
Gebrruch	w9_d627e24361
in	w11_d627e24364
der	w13_d627e24368
praxi	w15_d627e24371
clinica	w1_d627e24376
unter	w3_d627e24379
ihre	w5_d627e24382
gehörige	w7_d627e24385
Classen	w9_d627e24388
gebracht,	w11_d627e24391
8vo.	w13_d627e24395
Dreßden	w1_d627e24401
1761.	w3_d627e24404
à	w5_d627e24407
51.	w7_d627e24410
kr.	w9_d627e24413
Die	w1_d627e24418
Hofmeisterin,	w3_d627e24421
oder	w5_d627e24424
die	w7_d627e24427
kleine	w9_d627e24430
Academie	w11_d627e24433
für	w13_d627e24437
das	w1_d627e24442
Fraueutimmer	w3_d627e24445
zum	w5_d627e24448
Vergnügen	w7_d627e24451
und	w9_d627e24454
Unterricht	w11_d627e24457
junger	w1_d627e24462
Personen	w3_d627e24465
dieses	w5_d627e24468
Geschlechts	w7_d627e24471
bey	w9_d627e24474
ihrer	w11_d627e24477
Er	w13_d627e24481
ziehung,	w1_d627e24487
Leipzig	w3_d627e24490
1761.	w5_d627e24493
à	w7_d627e24496
34	w9_d627e24499
kr.	w11_d627e24502
Hagendorn	w1_d627e24507
(Fried)	w3_d627e24510
sammentliche	w5_d627e24513
Poetische	w7_d627e24516
Werke	w1_d627e24521
in	w3_d627e24524
3.	w5_d627e24527
Theilen	w7_d627e24530
Hamburg	w9_d627e24533
1760	w11_d627e24536
à	w13_d627e24540
1.	w15_d627e24543
fl.	w17_d627e24546
30.	w19_d627e24549
kr.	w21_d627e24552
Henkels	w1_d627e24557
(Joach.)	w3_d627e24560
Abhandlung	w5_d627e24563
von	w7_d627e24566
der	w9_d627e24569
Geburts	w11_d627e24572
hülfe	w1_d627e24578
mit	w3_d627e24581
Kupf.	w5_d627e24584
Berlin	w7_d627e24587
1761.	w9_d627e24590
à	w11_d627e24593
1.	w13_d627e24597
fl	w15_d627e24600
15.	w17_d627e24603
kr.	w19_d627e24606
Geschichte	w1_d627e24611
der	w3_d627e24614
Gräfin	w5_d627e24617
von	w7_d627e24620
Delwye	w9_d627e24623
8vo.	w11_d627e24626
Leip	w13_d627e24630
zig	w1_d627e24635
1761.	w3_d627e24638
à	w5_d627e24641
34.	w7_d627e24644
kr.	w9_d627e24647
Henriette	w1_d627e24652
aus	w3_d627e24655
dem	w5_d627e24658
Englischen	w7_d627e24661
der	w9_d627e24664
Frau	w11_d627e24667
Lenox	w13_d627e24671
in	w1_d627e24677
das	w3_d627e24680
Teutsche	w5_d627e24683
übersetzet,	w7_d627e24686
8vo	w9_d627e24689
Leipzig	w11_d627e24692
1761.	w13_d627e24696
à	w15_d627e24699
1.	w1_d627e24704
fl.	w3_d627e24707
8	w5_d627e24710
kr.	w7_d627e24713
</list>
<list id="l22_d627e24719">
an	w1_d627e24723
bis	w3_d627e24726
auf	w5_d627e24729
das	w7_d627e24732
Jahr	w9_d627e24735
1733.	w11_d627e24738
zugetragen	w13_d627e24742
hat,	w15_d627e24745
Fol	w17_d627e24748
2.	w1_d627e24753
Theile	w3_d627e24756
in	w5_d627e24759
12.	w7_d627e24762
Französ.	w9_d627e24765
Bänden	w11_d627e24768
gebunden	w13_d627e24772
à	w15_d627e24775
7	w17_d627e24778
fl.	w19_d627e24781
Thesadrus	w1_d627e24786
Monumentorum	w3_d627e24789
Ecclesiasticorum	w5_d627e24792
&	w1_d627e24798
Historicorum,	w3_d627e24801
sive	w5_d627e24804
bienrici	w7_d627e24807
Canisii	w9_d627e24810
Lectiones	w11_d627e24813
aniquæ,	w1_d627e24818
ad	w3_d627e24821
Sæcu	w5_d627e24824
orum	w7_d627e24827
Ordinem	w9_d627e24830
digestæ,	w11_d627e24833
variis-	w13_d627e24837
</list>
<p id="p24_d627e24842">
Demnach	w1_d627e24846
der	w3_d627e24849
zu	w5_d627e24852
Groß=wardin	w7_d627e24855
jubilirt	w9_d627e24858
gestin	w11_d627e24861
dene	w1_d627e24866
K.	w3_d627e24869
K	w5_d627e24872
Feld=kriegs	w7_d627e24875
commissarius	w9_d627e24878
Plusia	w11_d627e24881
kr,	w13_d627e24885
so	w1_d627e24890
viel	w3_d627e24893
wissend,	w5_d627e24896
ohne	w7_d627e24899
Hinterlassung	w9_d627e24902
Weibs	w11_d627e24905
noch	w13_d627e24909
Kinder,	w1_d627e24915
weder	w3_d627e24918
auch	w5_d627e24921
einer	w7_d627e24924
letztwilligen	w9_d627e24927
Disposition,	w11_d627e24930
mit	w1_d627e24935
Tod	w3_d627e24938
alda	w5_d627e24941
abgegangen,	w7_d627e24944
und	w9_d627e24947
sich	w11_d627e24950
zu	w13_d627e24954
dessen	w15_d627e24957
zurück	w17_d627e24960
gebliebener	w1_d627e24965
Verlassenschaft	w3_d627e24968
zudato	w5_d627e24971
niemand	w7_d627e24974
ge	w9_d627e24977
meldet	w1_d627e24982
hat,	w3_d627e24985
weder	w5_d627e24988
auch	w7_d627e24991
einig	w9_d627e24994
dessen	w11_d627e24997
nächste	w13_d627e25001
Be	w15_d627e25004
freundte	w1_d627e25010
und	w3_d627e25013
allenfallige	w5_d627e25016
Jntestat	w7_d627e25019
erben	w9_d627e25022
bekannt	w11_d627e25025
sind:	w1_d627e25030
Als	w3_d627e25033
hat	w5_d627e25036
man	w7_d627e25039
selches	w9_d627e25042
dem	w11_d627e25045
Publico	w13_d627e25049
hiemit	w15_d627e25052
zu	w1_d627e25057
dem	w3_d627e25060
Ende	w5_d627e25063
notificiren	w7_d627e25066
wollen,	w9_d627e25069
damit	w11_d627e25072
all	w13_d627e25076
dieje	w15_d627e25079
nige,	w1_d627e25084
so	w3_d627e25087
an	w5_d627e25090
sothane	w7_d627e25093
Verlassenschaft	w9_d627e25096
einige	w11_d627e25099
Schuld	w13_d627e25103
forderung	w1_d627e25109
oder	w3_d627e25112
Erb=sprüch,	w5_d627e25115
oder	w7_d627e25118
sonstige	w9_d627e25121
Præeten-	w11_d627e25124
sion	w1_d627e25129
e	w3_d627e25132
1	w5_d627e25135
quocunque	w7_d627e25138
demum	w9_d627e25141
capite	w11_d627e25144
haben,	w13_d627e25148
oder	w15_d627e25151
zu	w1_d627e25156
haben	w3_d627e25159
vermeinen,	w5_d627e25162
binnen	w7_d627e25165
den	w9_d627e25168
nächsten	w11_d627e25171
2.	w13_d627e25175
Mo	w15_d627e25178
naten	w1_d627e25183
id	w3_d627e25186
est	w5_d627e25189
bis	w7_d627e25192
uirima	w9_d627e25195
Martii	w11_d627e25198
instehend	w13_d627e25202
1763.	w15_d627e25205
Jahrs	w1_d627e25211
sich	w3_d627e25214
bey	w5_d627e25217
dem	w7_d627e25220
zu	w9_d627e25223
Groß=wardein	w11_d627e25226
aufgestell	w13_d627e25230
ten	w1_d627e25235
K.	w3_d627e25238
K.	w5_d627e25241
Commando	w7_d627e25244
sub	w9_d627e25247
cliusula	w11_d627e25250
præclusi	w13_d627e25254
ac	w15_d627e25257
perpetui	w1_d627e25262
silentii	w3_d627e25265
zu	w5_d627e25268
melden,	w7_d627e25271
auch	w9_d627e25274
zugleich	w11_d627e25277
zu	w13_d627e25281
le	w15_d627e25284
gitimiren,	w1_d627e25289
und	w3_d627e25292
ihre	w5_d627e25295
Prætensiones	w7_d627e25298
Rechtserfor	w9_d627e25301
derlich	w1_d627e25307
zu	w3_d627e25310
liquidiren	w5_d627e25313
wissen	w7_d627e25316
mögen.	w9_d627e25319
</p>
<list id="l28_d627e25324">
D	w1_d627e25328
D	w1_d627e25333
</list>
<p id="p30_d627e25337">
Es	w1_d627e25341
wird	w3_d627e25344
hiemit	w5_d627e25347
jedermänniglich	w7_d627e25350
kund	w9_d627e25353
und	w11_d627e25356
zu	w13_d627e25360
wissen	w1_d627e25365
gemacht,	w3_d627e25368
daß	w5_d627e25371
ein	w7_d627e25374
zu	w9_d627e25377
Jglau	w11_d627e25380
im	w13_d627e25384
Marggraf	w15_d627e25387
tum	w1_d627e25392
Mähren	w3_d627e25395
mitten	w5_d627e25398
auf	w7_d627e25401
dem	w9_d627e25404
grossen	w11_d627e25407
Platz	w13_d627e25411
zwi	w15_d627e25414
schen	w1_d627e25420
den	w3_d627e25423
2	w5_d627e25426
Herren=häusern	w7_d627e25429
situirtes	w9_d627e25432
(vormals	w11_d627e25435
Franz	w1_d627e25440
Zehoisch=jetzo	w3_d627e25443
Clementisches)	w5_d627e25446
Haus	w7_d627e25449
von	w9_d627e25452
guten	w1_d627e25457
Materialien	w3_d627e25460
und	w5_d627e25463
auf	w7_d627e25466
die	w9_d627e25469
neueste	w11_d627e25472
Facon	w13_d627e25476
ge	w15_d627e25479
bauet,	w1_d627e25484
zu	w3_d627e25487
verkauffen	w5_d627e25490
seye.	w7_d627e25493
Jetzt=gedachtes	w9_d627e25496
Haus	w11_d627e25499
hat	w1_d627e25505
voran	w3_d627e25508
3.	w5_d627e25511
und	w7_d627e25514
