<doc id="wr_1761-05-20" attrs="word" year="1761" month="05" day="20" corpus="2">
<head id="h2_d554e2562">
Mayland	w1_d554e2566
über	w13_d554e20627
die	w15_d554e20630
al	w17_d554e20633
dahin	w1_d554e20638
von	w3_d554e20641
ersagtem	w5_d554e20644
Gschwendner	w7_d554e20647
wegen	w9_d554e20650
ihme	w11_d554e20653
ver	w13_d554e20657
ziehener	w1_d554e20662
Schmalz=aufsehers=stelle	w3_d554e20665
pro	w5_d554e20668
cautione	w7_d554e20671
</p>
<p id="p26_d554e20674">
eingelegte	w1_d554e20678
300.	w3_d554e20681
fl.	w5_d554e20684
in	w7_d554e20687
Verstoß	w9_d554e20690
gerahten,	w11_d554e20693
und	w13_d554e20697
un	w15_d554e20700
gehindert	w1_d554e20705
alles	w3_d554e20708
fleißigen	w5_d554e20711
Nachsuchen,	w7_d554e20714
und	w9_d554e20717
Nach	w11_d554e20720
forschen	w1_d554e20725
nicht	w3_d554e20728
zu	w5_d554e20731
Handen	w7_d554e20734
zu	w9_d554e20737
bringen	w11_d554e20740
wäre;	w13_d554e20744
da	w15_d554e20747
hero	w1_d554e20753
um	w3_d554e20756
Affigirung	w5_d554e20759
eines	w7_d554e20762
in	w9_d554e20765
dergleichen	w11_d554e20768
Fällen	w13_d554e20772
gewöhnlichen	w1_d554e20777
Amortisations=edict	w3_d554e20780
bey	w5_d554e20783
uns	w7_d554e20786
ange	w9_d554e20789
langet	w1_d554e20794
hat,	w3_d554e20797
so	w5_d554e20800
ihme	w7_d554e20803
auch	w9_d554e20806
über	w11_d554e20809
den	w13_d554e20813
in	w15_d554e20816
Sachen	w17_d554e20819
von	w1_d554e20824
dem	w3_d554e20827
Ober=cammer=amt	w5_d554e20830
abgeforderten,	w7_d554e20833
und	w9_d554e20836
erstatteten	w1_d554e20842
Bericht	w3_d554e20845
bewilliget	w5_d554e20848
worden	w7_d554e20851
ist.	w9_d554e20854
Sol	w11_d554e20857
chemnach	w1_d554e20862
wird	w3_d554e20865
der	w5_d554e20868
und	w7_d554e20871
diejenige,	w9_d554e20874
so	w11_d554e20877
von	w13_d554e20881
ober	w15_d554e20884
meldter	w1_d554e20889
Recognition	w3_d554e20892
einige	w5_d554e20895
Wissenschaft	w7_d554e20898
haben,	w9_d554e20901
oder	w1_d554e20906
hieran	w3_d554e20909
einige	w5_d554e20912
Sprüch	w7_d554e20915
zu	w9_d554e20918
haben	w11_d554e20921
vermeinen,	w13_d554e20925
von	w1_d554e20931
heut	w3_d554e20934
gesetztem	w5_d554e20937
Dato	w7_d554e20940
an	w9_d554e20943
inner	w11_d554e20946
1.	w13_d554e20950
Jahr,	w15_d554e20953
6.	w17_d554e20956
Wochen	w1_d554e20961
und	w3_d554e20964
3.	w5_d554e20967
Tägen	w7_d554e20970
bey	w9_d554e20973
unser,	w11_d554e20976
und	w13_d554e20980
gemeiner	w15_d554e20983
Stadt	w1_d554e20988
Ober=cammer=amt	w3_d554e20991
also	w5_d554e20994
gewiß	w7_d554e20997
zu	w9_d554e21000
erschei	w11_d554e21003
nen,	w1_d554e21008
und	w3_d554e21011
sich	w5_d554e21014
hierzu	w7_d554e21017
zu	w9_d554e21020
legitimiren	w11_d554e21023
haben,	w13_d554e21027
wie	w15_d554e21030
im	w1_d554e21036
widrigen	w3_d554e21039
nach	w5_d554e21042
Verstreichung	w7_d554e21045
sothanen	w9_d554e21048
Ter	w11_d554e21051
mins	w1_d554e21056
besagte	w3_d554e21059
Recognition	w5_d554e21062
gänzlich	w7_d554e21065
caßiret,	w9_d554e21068
und	w11_d554e21071
hinfüro	w1_d554e21076
für	w3_d554e21079
null,	w5_d554e21082
nichtig	w7_d554e21085
und	w9_d554e21088
unkräftig	w11_d554e21091
geachtet,	w13_d554e21095
sohin	w1_d554e21100
die	w3_d554e21103
pro	w5_d554e21106
cautione	w7_d554e21109
eingelegte	w9_d554e21112
300.	w11_d554e21115
fl.	w13_d554e21119
samt	w15_d554e21122
Jnteressen	w1_d554e21128
gedachtem	w3_d554e21131
Herrn	w5_d554e21134
Mandatario	w7_d554e21137
ohn	w9_d554e21140
weiterem	w1_d554e21145
verabfolget	w3_d554e21148
werden	w5_d554e21151
sollen.	w7_d554e21154
So	w9_d554e21157
man	w11_d554e21160
durch	w1_d554e21165
dieses	w3_d554e21168
offene	w5_d554e21171
Edict	w7_d554e21174
hiemit	w9_d554e21177
kund	w11_d554e21180
und	w13_d554e21184
zu	w15_d554e21187
wissen	w1_d554e21192
machen	w3_d554e21195
wollen.	w5_d554e21198
</p>
<p id="p28_d554e21201">
Von	w1_d554e21205
N.	w3_d554e21208
Richter	w5_d554e21211
und	w7_d554e21214
Raht	w9_d554e21217
der	w11_d554e21220
Landes=fürstl.	w13_d554e21224
Stadt	w1_d554e21229
Tulln,	w3_d554e21232
wird	w5_d554e21235
mit	w7_d554e21238
gegenwärtig=offenem	w9_d554e21241
Edict	w1_d554e21246
jedermänniglich,	w3_d554e21249
deme	w5_d554e21252
daran	w7_d554e21255
gelegen,	w9_d554e21258
kund	w1_d554e21264
und	w3_d554e21267
zu	w5_d554e21270
wissen=gemacht,	w7_d554e21273
daß	w9_d554e21276
eine	w11_d554e21279
Nohtdurft	w13_d554e21283
zu	w1_d554e21288
seyn	w3_d554e21291
befunden	w5_d554e21294
worden:	w7_d554e21297
Nachdeme	w9_d554e21300
die	w11_d554e21303
Franz	w13_d554e21307
Albert	w1_d554e21312
Braunweillerische	w3_d554e21315
Behausung,	w5_d554e21318
Apotheckel	w7_d554e21321
cum	w1_d554e21326
Appertinentiis,	w3_d554e21329
Mobilien	w5_d554e21332
und	w7_d554e21335
Einrichtung	w9_d554e21338
licitando	w1_d554e21344
verkauffet	w3_d554e21347
werden,	w5_d554e21350
zu	w7_d554e21353
Erfindung	w9_d554e21356
des	w11_d554e21359
Eris	w1_d554e21364
alieni	w3_d554e21367
einen	w5_d554e21370
ordentlichen	w7_d554e21373
Concursum	w9_d554e21376
Cre	w11_d554e21379
ditorum	w1_d554e21384
anzuordnen,	w3_d554e21387
zu	w5_d554e21390
welchem	w7_d554e21393
Ende	w9_d554e21396
wir	w11_d554e21399
hie	w13_d554e21403
mit	w1_d554e21408
den	w3_d554e21411
26.	w5_d554e21414
künftigen	w7_d554e21417
Monats	w9_d554e21420
Junii	w11_d554e21423
dies	w13_d554e21427
Jahrs	w15_d554e21430
bestimmen,	w1_d554e21436
dergestalt,	w3_d554e21439
daß	w5_d554e21442
diejenige,	w7_d554e21445
welche	w9_d554e21448
an	w1_d554e21453
der	w3_d554e21456
Franz	w5_d554e21459
Albert	w7_d554e21462
Braunweillerischen	w9_d554e21465
Massa	w11_d554e21468
einige	w1_d554e21473
Sprüch	w3_d554e21476
und	w5_d554e21479
Forderung	w7_d554e21482
ex	w9_d554e21485
quocunque	w11_d554e21488
de-	w13_d554e21492
mum	w1_d554e21497
titulo	w3_d554e21500
vel	w5_d554e21503
causa	w7_d554e21506
zu	w9_d554e21509
haben	w11_d554e21512
vermeinen,	w13_d554e21516
an	w15_d554e21519
obbestimmten	w1_d554e21525
Tag	w3_d554e21528
fruh	w5_d554e21531
um	w7_d554e21534
9	w9_d554e21537
Uhr	w11_d554e21540
auf	w13_d554e21544
gemeiner	w15_d554e21547
Stadt	w1_d554e21552
Raht=haus	w3_d554e21555
in	w5_d554e21558
der	w7_d554e21561
Landes=fürstl.	w9_d554e21564
Stadt	w11_d554e21567
Tulln	w1_d554e21572
peremptorie	w3_d554e21575
pro	w5_d554e21578
priwo,	w7_d554e21581
secundo	w9_d554e21584
&	w11_d554e21587
Ult-	w13_d554e21591
mo	w1_d554e21596
Termino	w3_d554e21599
sub	w5_d554e21602
clausula	w7_d554e21605
præclusi,	w9_d554e21608
&	w11_d554e21611
perperci	w13_d554e21615
silentii	w1_d554e21621
also	w3_d554e21624
gewiß	w5_d554e21627
selbst,	w7_d554e21630
oder	w9_d554e21633
durch	w11_d554e21636
genugsauf	w13_d554e21640
Bevollmächtigte	w1_d554e21645
erscheinen,	w3_d554e21648
und	w5_d554e21651
ihre	w7_d554e21654
Sprüch	w9_d554e21657
und	w1_d554e21662
Forderung	w3_d554e21665
anmelden,	w5_d554e21668
auch	w7_d554e21671
der	w9_d554e21674
Ordnung	w11_d554e21677
nach	w1_d554e21682
liquidiren;	w3_d554e21685
als	w5_d554e21688
im	w7_d554e21691
widrigen	w9_d554e21694
die	w11_d554e21697
Ausblet	w13_d554e21701
bende	w1_d554e21707
gänzlichen	w3_d554e21710
ausgeschlossen,	w5_d554e21713
nicht	w7_d554e21716
mehr	w9_d554e21719
ge	w11_d554e21722
höret,	w1_d554e21727
sondern	w3_d554e21730
denenselben	w5_d554e21733
das	w7_d554e21736
ewige	w9_d554e21739
Stillschwei	w11_d554e21742
gen	w1_d554e21747
aufgeleget	w3_d554e21750
werden	w5_d554e21753
solle.	w7_d554e21756
</p>
<p id="p30_d554e21759">
Den	w1_d554e21763
25.	w3_d554e21766
dies	w5_d554e21769
Monats	w7_d554e21772
May	w9_d554e21775
Vormittag	w11_d554e21778
von	w13_d554e21782
9.	w15_d554e21785
bis	w1_d554e21790
12.	w3_d554e21793
und	w5_d554e21796
Nachmittag	w7_d554e21799
von	w9_d554e21802
3.	w11_d554e21805
bis	w13_d554e21809
6.	w15_d554e21812
Uhr	w17_d554e21815
werden	w19_d554e21818
in	w1_d554e21823
dem	w3_d554e21826
Täubel=hof	w5_d554e21829
in	w7_d554e21832
der	w9_d554e21835
Anna=gassen	w11_d554e21838
im	w13_d554e21842
zweyten	w15_d554e21845
Stock,	w1_d554e21851
die	w3_d554e21854
allda	w5_d554e21857
in	w7_d554e21860
der	w9_d554e21863
letzthin	w11_d554e21866
fürgewesten	w13_d554e21870
Licita	w15_d554e21873
tion	w1_d554e21878
wegen	w3_d554e21881
dazumalen	w5_d554e21884
noch	w7_d554e21887
nicht	w9_d554e21890
beygehabter	w11_d554e21893
Cel	w13_d554e21897
fur,	w1_d554e21902
zuruckgebliebene	w3_d554e21905
kostbare	w5_d554e21908
Bücher	w7_d554e21911
nebst	w9_d554e21914
ande	w11_d554e21917
ren	w1_d554e21922
verschiedenen	w3_d554e21925
Meubeln	w5_d554e21928
und	w7_d554e21931
Bildern	w9_d554e21934
an	w11_d554e21937
des	w13_d554e21941
Meistbietenden	w1_d554e21947
hindangelassen	w3_d554e21950
werden.	w5_d554e21953
</p>
</doc>
