<doc id="edoc_wd_1771-03-27" attrs="word" year="1771" month="03" day="27" corpus="1">
<head id="hl1">
Cadix	w33
Walburga	w5714
<g/>
,
beym	w5716
gold	w5717
<g/>
.
Schlöss	w5719
<g/>
.
in	w5721
der	w5722
Alsterg	w5723
<g/>
.
alt	w5725
66	w5726
<g/>
.
J	w5728
<g/>
.
Paul	w5730
Zacherl	w5731
<g/>
,
Schutzverw	w5733
<g/>
.
Schuster	w5735
<g/>
,
b	w5737
<g/>
.
gr	w5739
<g/>
.
Baum	w5741
am	w5742
Spittlb	w5743
<g/>
.
alt	w5745
76	w5746
<g/>
.
J	w5748
<g/>
.
Dem	w5750
Georg	w5751
Fink	w5752
<g/>
,
Wirth	w5754
<g/>
,
s	w5756
<g/>
.
K	w5758
<g/>
.
Barb	w5760
<g/>
.
b	w5762
<g/>
.
3	w5764
<g/>
.
weiß	w5766
<g/>
.
Löwen	w5768
zu	w5769
St	w5770
<g/>
.
Ulrich	w5772
<g/>
,
alt	w5774
1	w5775
<g/>
.
J	w5777
<g/>
.
Elisab	w5779
<g/>
.
Kratigerin	w5781
<g/>
,
verh	w5783
<g/>
.
Tischl	w5785
<g/>
.
alt	w5787
33	w5788
<g/>
.
J	w5790
<g/>
.
Joh	w5792
<g/>
.
Conrad	w5794
<g/>
,
Schuhkn	w5796
<g/>
.
alt	w5798
23	w5799
<g/>
.
J	w5801
<g/>
.
beede	w5803
in	w5804
Bäckh	w5805
<g/>
.
Franz	w5807
Schick	w5808
<g/>
,
Fahnenschm	w5810
<g/>
.
im	w5812
Mil	w5813
<g/>
.
Krankenh	w5815
<g/>
.
zu	w5817
Gumpend	w5818
<g/>
.
alt	w5820
34	w5821
<g/>
.
J	w5823
<g/>
.
Summa	w5825
13	w5826
<g/>
.
Person	w5828
<g/>
.
darunter	w5830
2	w5831
<g/>
.
Kind	w5833
<g/>
.
</list>
<p id="p48">
Es	w5835
in	w5836
ein	w5837
bürgerlicher	w5838
Bisterschnelderhandel	w5839
zu	w5840
verkaufen	w5841
<g/>
,
wer	w5843
dazu	w5844
belieben	w5845
tragt	w5846
<g/>
,
kann	w5848
sich	w5849
auf	w5850
der	w5851
Seilerstadt	w5852
beym	w5853
weißen	w5854
Kreuz	w5855
an=melden	w5856
<g/>
=
<g/>
.
</p>
<head id="hl19">
Londen	w5873
den	w5874
26	w5875
<g/>
.
Hornung	w5877
<g/>
.
</head>
<p id="p49">
Zum	w5879
herbsten	w5880
Leidwesen	w5881
der	w5882
Gegensetzungs=parthey	w5883
<g/>
=
<g/>
,
und	w5886
zur	w5887
bündigsten	w5888
Widerlegung	w5889
aller	w5890
ihrer	w5891
Einwendung	w5892
<g/>
,
durch	w5894
welche	w5895
die=selbe	w5896
<g/>
=
zu	w5898
behaupten	w5899
suchte	w5900
<g/>
,
daß	w5902
die	w5903
am	w5904
22	w5905
<g/>
.
mit	w5907
dem	w5908
Fürsten	w5909
von	w5910
Masserano	w5911
getroffene	w5912
Convention	w5913
die	w5914
Ratification	w5915
des	w5916
Königs	w5917
von	w5918
Spanien	w5919
nicht	w5920
erlangen	w5921
würde	w5922
<g/>
,
ist	w5924
diese	w5925
Ratification	w5926
Sr	w5927
<g/>
.
kathol	w5929
<g/>
.
Majestät	w5931
bereits	w5932
den	w5933
21	w5934
<g/>
.
dieses	w5936
Abends	w5937
mit	w5938
einem	w5939
von	w5940
Ma=drid	w5941
<g/>
=
bey	w5943
dem	w5944
spanischen	w5945
Ambassadeur	w5946
ange=kommenen	w5947
<g/>
=
Courier	w5949
eingegangen	w5950
<g/>
;
und	w5952
nebst	w5953
derselben	w5954
zugleich	w5955
ein	w5956
Duplicat	w5957
der	w5958
Befehle	w5959
<g/>
,
die	w5961
von	w5962
dem	w5963
Madrider	w5964
Hofe	w5965
an	w5966
den	w5967
spani=schen	w5968
<g/>
=
Officier	w5970
sind	w5971
abgefertiget	w5972
worden	w5973
<g/>
,
wel=cher	w5975
<g/>
=
die	w5977
Jnsel	w5978
Falkland	w5979
in	w5980
Besitz	w5981
genommen	w5982
hat	w5983
<g/>
,
"den	w5985
Haven	w5986
und	w5987
das	w5988
Fort	w5989
Egmont	w5990
zu	w5991
"	w5992
räumen	w5993
<g/>
,
und	w5995
diesen	w5996
Platz	w5997
<g/>
,
nebst	w5999
allen	w6000
Sr	w6001
<g/>
.
"	w6003
großbrittannischen	w6004
Majestät	w6005
<g/>
,
oder	w6007
dero	w6008
Un="	w6009
<g/>
=
"	w6011
terthanen	w6012
gehörigen	w6013
Effecten	w6014
<g/>
,
welche	w6016
darinn	w6017
"	w6018
gewesen	w6019
sind	w6020
<g/>
,
als	w6022
derselbe	w6023
den	w6024
Spaniern	w6025
"	w6026
von	w6027
dem	w6028
englischen	w6029
Commandanten	w6030
ist	w6031
über="	w6032
<g/>
=
"	w6034
liefert	w6035
worden	w6036
<g/>
,
an	w6038
denjenigen	w6039
Officier	w6040
wie="	w6041
<g/>
=
"	w6043
der	w6044
auszuliefern	w6045
<g/>
,
welchem	w6047
Se	w6048
<g/>
.
großbritta="	w6050
<g/>
=
"	w6052
nische	w6053
Majestät	w6054
auftragen	w6055
sollten	w6056
<g/>
,
in	w6058
dero	w6059
"	w6060
Namen	w6061
wieder	w6062
Besitz	w6063
davon	w6064
zu	w6065
nehmen	w6066
<g/>
.
"	w6068
</p>
<p id="p50">
Der	w6069
spanische	w6070
Ambassadeur	w6071
empfieng	w6072
zur	w6073
selben	w6074
Zeit	w6075
die	w6076
Vollmacht	w6077
des	w6078
Königs	w6079
seines	w6080
Herrn	w6081
die	w6082
Auswechselung	w6083
der	w6084
beyderseitigen	w6085
Ratificationen	w6086
zu	w6087
besorgen	w6088
<g/>
;
und	w6090
diese	w6091
Aus=wechselung	w6092
<g/>
=
ist	w6094
denn	w6095
auch	w6096
den	w6097
22	w6098
<g/>
.
zwischen	w6100
Sr	w6101
<g/>
.
Excellenz	w6103
und	w6104
unserm	w6105
königl	w6106
<g/>
.
Staats=sekretär	w6108
<g/>
=
Grafen	w6110
von	w6111
Rochefort	w6112
wirkl	w6113
<g/>
.
ge=schehen	w6115
<g/>
=
<g/>
.
</p>
<p id="p51">
Solchergestalt	w6118
befindet	w6119
sich	w6120
der	w6121
Friede	w6122
zwi=schen	w6123
<g/>
=
den	w6125
zween	w6126
Nationen	w6127
glücklich	w6128
wieder	w6129
hergestellet	w6130
und	w6131
befestiget	w6132
<g/>
;
und	w6134
es	w6135
ist	w6136
auch	w6137
zufolge	w6138
der	w6139
friedlichen	w6140
Gesinnungen	w6141
<g/>
,
welche	w6143
die	w6144
beyden	w6145
Monarchen	w6146
hegen	w6147
<g/>
,
zu	w6149
hoffen	w6150
<g/>
,
daß	w6152
derselbe	w6153
so	w6154
bald	w6155
nicht	w6156
werde	w6157
unterbro=chen	w6158
<g/>
=
werden	w6160
<g/>
.
</p>
<p id="p52">
Unterdessen	w6162
wird	w6163
doch	w6164
unsre	w6165
Marine	w6166
be=ständig	w6167
<g/>
=
auf	w6169
einem	w6170
sehr	w6171
ansehnlichen	w6172
Fuß	w6173
un unterhalten	w6174
<g/>
=
</p>
<p id="p53">
terhalten	w6176
werden	w6177
<g/>
,
damit	w6179
man	w6180
gegen	w6181
alle	w6182
un=erwartete	w6183
<g/>
=
Fälle	w6185
in	w6186
Bereitschaft	w6187
sey	w6188
<g/>
.
</p>
<p id="p54">
Sobald	w6190
die	w6191
Nachricht	w6192
von	w6193
dem	w6194
obgedach=ten	w6195
<g/>
=
Eingehen	w6197
der	w6198
spanischen	w6199
Ratification	w6200
hier	w6201
bekannt	w6202
wurde	w6203
<g/>
,
fielen	w6205
die	w6206
Prämien	w6207
der	w6208
Bürgschaft	w6209
auf	w6210
die	w6211
Schiffe	w6212
und	w6213
Kaufmanns=güter	w6214
<g/>
=
auf	w6216
einmal	w6217
2	w6218
<g/>
.
Procent	w6220
<g/>
;
worgegen	w6222
die	w6223
Stocks	w6224
merklich	w6225
stiegen	w6226
<g/>
.
</p>
<p id="p55">
Es	w6228
ist	w6229
nicht	w6230
zu	w6231
läugnen	w6232
<g/>
,
die	w6234
bisherigen	w6235
Krigsrüstungen	w6236
haben	w6237
uns	w6238
eine	w6239
ansehnliche	w6240
Summe	w6241
gekostet	w6242
<g/>
,
die	w6244
man	w6245
itzt	w6246
auf	w6247
1200000	w6248
<g/>
.
Pf	w6250
<g/>
.
Sterl	w6252
<g/>
.
beerchnet	w6254
<g/>
.
Allein	w6256
zu	w6257
geschwei=gen	w6258
<g/>
=
<g/>
,
daß	w6261
diese	w6262
Kosten	w6263
in	w6264
Betracht	w6265
des	w6266
Zu=standes	w6267
<g/>
=
<g/>
,
worinn	w6270
die	w6271
Marine	w6272
stäts	w6273
bleiben	w6274
soll	w6275
<g/>
,
auch	w6277
für	w6278
die	w6279
Zukunft	w6280
nicht	w6281
umsonst	w6282
auf=gewendet	w6283
<g/>
=
sind	w6285
<g/>
,
so	w6287
haben	w6288
sie	w6289
auch	w6290
dem	w6291
Ur=theil	w6292
<g/>
=
aller	w6294
unpartheyisch	w6295
Denkenden	w6296
<g/>
,
bereits	w6298
wichtige	w6299
Vortheile	w6300
zuwege	w6301
gebracht	w6302
<g/>
.
Die	w6304
Ehre	w6305
der	w6306
Krone	w6307
<g/>
,
die	w6309
größte	w6310
Angelegenheit	w6311
des	w6312
Staats	w6313
<g/>
,
ist	w6315
dadurch	w6316
in	w6317
seinem	w6318
Glanz	w6319
erhalten	w6320
worden	w6321
<g/>
;
und	w6323
verschiedene	w6324
Anhänger	w6325
der	w6326
Widersetzung	w6327
selbst	w6328
mögen	w6329
nicht	w6330
läugnen	w6331
<g/>
,
daß	w6333
eben	w6334
diese	w6335
Kosten	w6336
dazu	w6337
beygetragen	w6338
ha=ben	w6339
<g/>
=
<g/>
,
die	w6342
unsäglich	w6343
größern	w6344
Kosten	w6345
<g/>
,
welche	w6347
ein	w6348
Krieg	w6349
erfordert	w6350
hätte	w6351
<g/>
,
abzuwenden	w6353
<g/>
.
</p>
<p id="p56">
Alle	w6355
kriegerische	w6356
Anstalten	w6357
in	w6358
allen	w6359
dreyen	w6360
Königreichen	w6361
<g/>
,
nur	w6363
diejenigen	w6364
<g/>
,
welche	w6366
die	w6367
gute	w6368
Verfassung	w6369
der	w6370
königl	w6371
<g/>
.
Flotte	w6373
zum	w6374
Zwe=cke	w6375
<g/>
=
haben	w6377
<g/>
,
ausgenommen	w6379
<g/>
,
sind	w6381
durch	w6382
Be=fehle	w6383
<g/>
=
<g/>
,
die	w6386
der	w6387
Hof	w6388
bereits	w6389
nach	w6390
allen	w6391
Ge=genden	w6392
<g/>
=
abgeschickt	w6394
hat	w6395
<g/>
,
eingestellet	w6397
worden	w6398
<g/>
.
</p>
<p id="p57">
Gestern	w6400
kam	w6401
ein	w6402
Courier	w6403
von	w6404
dem	w6405
Lord	w6406
Chatcart	w6407
<g/>
,
unserm	w6409
königl	w6410
<g/>
.
Ambassadeuer	w6412
am	w6413
rußisch	w6414
<g/>
=
kaiserl	w6416
<g/>
.
Hofe	w6418
mit	w6419
sehr	w6420
wichtigen	w6421
Depeschen	w6422
an	w6423
<g/>
,
welche	w6425
<g/>
,
wie	w6427
es	w6428
heißt	w6429
<g/>
,
die	w6431
O=peration	w6432
<g/>
=
der	w6434
kaiserl	w6435
<g/>
.
Armeen	w6437
und	w6438
Flotten	w6439
in	w6440
diesem	w6441
Jahr	w6442
und	w6443
auch	w6444
neue	w6445
Vorschläge	w6446
zu	w6447
einem	w6448
Vergleich	w6449
mit	w6450
der	w6451
ottomannischen	w6452
Pforte	w6453
<g/>
,
die	w6455
diese	w6456
selbst	w6457
gethan	w6458
haben	w6459
soll	w6460
<g/>
,
betreffen	w6462
<g/>
.
</p>
<p id="p58">
Jn	w6464
unserer	w6465
Hofzeitung	w6466
vom	w6467
Sonnabend	w6468
lieset	w6469
man	w6470
folgende	w6471
Nachricht	w6472
vom	w6473
Sekreta=riatcomtoir	w6474
<g/>
=
d	w6476
<g/>
.
d	w6478
<g/>
.
Whitehall	w6480
den	w6481
23	w6482
<g/>
.
Hornung	w6484
<g/>
:
</p>
<p id="p59">
"Der	w6486
allhier	w6487
residirende	w6488
Minister	w6489
der	w6490
Kaiserinn	w6491
von	w6492
Rußland	w6493
hat	w6494
angesucht	w6495
<g/>
,
dem	w6497
Publikum	w6498
bekannt	w6499
zu	w6500
machen	w6501
<g/>
,
daß	w6503
laut	w6504
der	w6505
Briefe	w6506
<g/>
,
die	w6508
er	w6509
jüngst	w6510
von	w6511
seinem	w6512
Hofe	w6513
em=pfangen	w6514
<g/>
=
hat	w6516
<g/>
,
Gott	w6518
Lob	w6519
<g/>
!
nicht	w6521
das	w6522
mindeste	w6523
Zeichen	w6524
von	w6525
einiger	w6526
ansteckenden	w6527
Seuche	w6528
<g/>
,
we=der	w6530
<g/>
=
zu	w6532
Moscau	w6533
<g/>
,
noch	w6535
in	w6536
Liefland	w6537
<g/>
,
Estland	w6539
und	w6540
Jngermannland	w6541
<g/>
,
noch	w6543
in	w6544
irgend	w6545
einer	w6546
andern	w6547
Provinz	w6548
von	w6549
Rußland	w6550
<g/>
,
zu	w6552
spüren	w6553
sey	w6554
<g/>
;
und	w6556
daß	w6557
auch	w6558
die	w6559
Maaßregeln	w6560
<g/>
,
welche	w6562
genommen	w6563
würden	w6564
<g/>
,
zu	w6566
verhüten	w6567
<g/>
,
daß	w6569
die	w6570
Seuche	w6571
von	w6572
aussen	w6573
eingebracht	w6574
werde	w6575
<g/>
,
alle	w6577
Ursache	w6578
zur	w6579
Bekümmerniß	w6580
in	w6581
diesem	w6582
Stücke	w6583
für	w6584
die	w6585
Zukunft	w6586
benehmen	w6587
müßten	w6588
ꝛc	w6589
<g/>
.
"	w6591
</p>
<head id="hl20">
Amsterdam	w6592
den	w6593
11	w6594
<g/>
.
März	w6596
<g/>
.
</head>
<p id="p60">
So	w6598
groß	w6599
auch	w6600
immer	w6601
das	w6602
Mißvergnügen	w6603
eines	w6604
beträchtlichen	w6605
Theils	w6606
der	w6607
engländischen	w6608
Nation	w6609
über	w6610
den	w6611
mit	w6612
Spanien	w6613
getroffenen	w6614
Vergleich	w6615
seyn	w6616
mag	w6617
<g/>
,
so	w6619
unempfindlich	w6620
ist	w6621
der	w6622
Hof	w6623
gegen	w6624
alle	w6625
die	w6626
bisherigen	w6627
Vorwürfe	w6628
<g/>
.
Das	w6630
dermalige	w6631
System	w6632
bleibt	w6633
unveränder=lich	w6634
<g/>
=
<g/>
:
und	w6637
wenn	w6638
gleich	w6639
die	w6640
Gegenparthey	w6641
fast	w6642
jedes	w6643
öffentliche	w6644
Blat	w6645
mit	w6646
Klagen	w6647
anfüllt	w6648
<g/>
,
so	w6650
fehlt	w6651
es	w6652
dem	w6653
Ministerio	w6654
nicht	w6655
an	w6656
Personen	w6657
<g/>
,
die	w6659
diese	w6660
vermeintliche	w6661
Beschwerden	w6662
zu	w6663
ent=kräften	w6664
<g/>
=
bemühet	w6666
sind	w6667
<g/>
.
Der	w6669
so	w6670
sehr	w6671
getadelte	w6672
Vergleich	w6673
<g/>
(
schreibt	w6675
ein	w6676
Freund	w6677
des	w6678
Hofes	w6679
<g/>
)
ist	w6681
in	w6682
mehr	w6683
als	w6684
einer	w6685
Rücksicht	w6686
billig	w6687
<g/>
.
"Wenn	w6689
der	w6690
frühere	w6691
Besitz	w6692
wirklich	w6693
ein	w6694
unwidersprech=liches	w6695
<g/>
=
Recht	w6697
ertheilet	w6698
<g/>
,
so	w6700
haben	w6701
wir	w6702
die	w6703
Be=leidigung	w6704
<g/>
=
zugefüget	w6706
<g/>
,
und	w6708
keineswegs	w6709
eine	w6710
Be=leidigung	w6711
<g/>
=
erlitten	w6713
<g/>
.
Bey	w6715
unserer	w6716
ersten	w6717
An=kunft	w6718
<g/>
=
auf	w6720
der	w6721
großen	w6722
malouinischen	w6723
Jnsul	w6724
traf=fen	w6725
<g/>
=
wir	w6727
daselbst	w6728
ein	w6729
spanisches	w6730
Etablissement	w6731
an	w6732
<g/>
,
und	w6734
unsere	w6735
Leute	w6736
drungen	w6737
vielleicht	w6738
mit	w6739
mehr	w6740
Herzhaftigkeit	w6741
als	w6742
Billichkeit	w6743
darauf	w6744
<g/>
,
daß	w6746
die	w6747
Spanier	w6748
die	w6749
Jnsul	w6750
verlassen	w6751
sollten	w6752
<g/>
.
Man	w6754
drohete	w6755
sogar	w6756
<g/>
,
Gewalt	w6758
zu	w6759
gebrauchen	w6760
<g/>
,
und	w6762
man	w6763
schrieb	w6764
ihnen	w6765
auch	w6766
die	w6767
Zeit	w6768
ihrer	w6769
Abreise	w6770
vor	w6771
<g/>
.
Die	w6773
Spanier	w6774
beklagten	w6775
sich	w6776
darüber	w6777
bey	w6778
dem	w6779
Gouverneur	w6780
von	w6781
Buenos	w6782
Ayres	w6783
<g/>
,
und	w6785
dieser	w6786
<g/>
,
ohne	w6788
die	w6789
Zeit	w6790
gehabt	w6791
zu	w6792
haben	w6793
<g/>
,
von	w6795
seinem	w6796
Hofe	w6797
Befehl	w6798
einzuholen	w6799
<g/>
,
setzte	w6801
uns	w6802
aus	w6803
dem	w6804
Besitze	w6805
des	w6806
Forts	w6807
Egmont	w6808
<g/>
.
Der	w6810
König	w6811
von	w6812
Spanien	w6813
mißkannte	w6814
das	w6815
Un=ternehmen	w6816
<g/>
=
seines	w6818
Gouverneurs	w6819
alsogleich	w6820
<g/>
,
und	w6822
ein	w6823
jeder	w6824
der	w6825
die	w6826
Data	w6827
dieser	w6828
verschiedenen	w6829
Begebenheiten	w6830
weiß	w6831
<g/>
,
kann	w6833
an	w6834
seiner	w6835
Aufrich=tigkeit	w6836
<g/>
=
nicht	w6838
zweifeln	w6839
<g/>
.
Die	w6841
Zurückgabe	w6842
dessen	w6843
<g/>
,
was	w6845
wir	w6846
besessen	w6847
hatten	w6848
<g/>
,
war	w6850
alles	w6851
<g/>
,
was	w6853
un unser	w6854
<g/>
=
</p>
<p id="p61">
ser	w6856
Ministerium	w6857
mit	w6858
Grund	w6859
begehret	w6860
<g/>
,
und	w6862
was	w6863
eine	w6864
unabhängige	w6865
Monarchie	w6866
geben	w6867
konn=te	w6868
<g/>
=
<g/>
.
Es	w6871
ist	w6872
eine	w6873
Art	w6874
einer	w6875
Gerechtigkeit	w6876
<g/>
,
die	w6878
man	w6879
den	w6880
Staaten	w6881
so	w6882
gut	w6883
<g/>
,
als	w6885
einzelnen	w6886
Per=sonen	w6887
<g/>
=
schuldig	w6889
ist	w6890
<g/>
.
Unsere	w6892
Macht	w6893
<g/>
,
welche	w6895
derjenigen	w6896
von	w6897
Spanien	w6898
weit	w6899
überlegen	w6900
ist	w6901
<g/>
,
hätte	w6903
vielleicht	w6904
glänzendere	w6905
Bedingungen	w6906
ab=dringen	w6907
<g/>
=
können	w6909
<g/>
;
allein	w6911
<g/>
,
würde	w6913
der	w6914
Vertrag	w6915
wohl	w6916
annehmlich	w6917
seyn	w6918
<g/>
,
und	w6920
würden	w6921
wir	w6922
<g/>
,
wenn	w6924
er	w6925
solches	w6926
nicht	w6927
wäre	w6928
<g/>
,
uns	w6930
wohl	w6931
dessen	w6932
Dauerhaftigkeit	w6933
schmeicheln	w6934
können	w6935
<g/>
?
Wir	w6937
sind	w6938
eß	w6939
<g/>
,
welche	w6941
die	w6942
Beleidigung	w6943
zugefüget	w6944
<g/>
,
und	w6946
wir	w6947
sind	w6948
es	w6949
<g/>
,
denen	w6951
die	w6952
Zurückgabe	w6953
ge=schiehet	w6954
<g/>
=
<g/>
;
Nationen	w6957
<g/>
,
welche	w6959
verlangen	w6960
<g/>
,
daß	w6962
man	w6963
ihnen	w6964
Gerechtigkeit	w6965
wiederfahren	w6966
lassen	w6967
solle	w6968
<g/>
,
müßen	w6970
auch	w6971
selbst	w6972
ein	w6973
Beyspiel	w6974
davon	w6975
geben	w6976
<g/>
.
"	w6978
</p>
<head id="hl21">
Nachricht	w6979
<g/>
.
</head>
<head id="hl22">
Leichte	w6981
Art	w6982
Buchstabiren	w6983
und	w6984
Lesen	w6985
zu	w6986
lehrnen	w6987
<g/>
.
</head>
<p id="p62">
Um	w6989
den	w6990
Kindern	w6991
das	w6992
Buchstabiren	w6993
und	w6994
Lesen	w6995
sehr	w6996
leicht	w6997
und	w6998
spielend	w6999
beyzubringen	w7000
<g/>
,
sind	w7002
sehr	w7003
viele	w7004
Methoden	w7005
angegeben	w7006
worden	w7007
<g/>
,
die	w7009
bald	w7010
mehr	w7011
<g/>
,
bald	w7013
weniger	w7014
Nutzen	w7015
hervor=gebracht	w7016
<g/>
=
haben	w7018
<g/>
;
unter	w7020
allen	w7021
diesen	w7022
verdienet	w7023
nach	w7024
unserer	w7025
Einsicht	w7026
ohnstreitig	w7027
den	w7028
vorzüg=lichsten	w7029
<g/>
=
Rang	w7031
das	w7032
von	w7033
Hrn	w7034
<g/>
.
Rollin	w7036
in	w7037
seiner	w7038
Maniere	w7039
d'etudier	w7040
des	w7041
belles	w7042
Lettres	w7043
ange=gebene	w7044
<g/>
=
Bureau	w7046
Tyographique	w7047
d'imprime-rie	w7048
<g/>
-
oder	w7050
sogenannte	w7051
Buchstabenschranken	w7052
<g/>
,
es	w7054
bestehet	w7055
dasselbe	w7056
aus	w7057
einem	w7058
mit	w7059
drey	w7060
Schub=laden	w7061
<g/>
=
versehenen	w7063
Kästgen	w7064
<g/>
,
in	w7066
den	w7067
zwey	w7068
ober=sten	w7069
<g/>
=
findet	w7071
man	w7072
so	w7073
viel	w7074
Fächer	w7075
angebracht	w7076
<g/>
,
als	w7078
nöthig	w7079
<g/>
,
die	w7081
zwey	w7082
Alphabete	w7083
<g/>
,
das	w7085
deutsche	w7086
und	w7087
lateinische	w7088
mit	w7089
ihren	w7090
Anfangs	w7091
<g/>
=
und	w7093
Cur=nentbuchstaben	w7094
<g/>
=
<g/>
,
und	w7097
den	w7098
nöthigen	w7099
Zahlen	w7100
zu	w7101
fassen	w7102
<g/>
,
in	w7104
den	w7105
untersten	w7106
Schubladen	w7107
liegen	w7108
zwey	w7109
Pultchen	w7110
<g/>
,
die	w7112
zum	w7113
Gebrauch	w7114
der	w7115
Kin=der	w7116
<g/>
=
um	w7118
die	w7119
ihnen	w7120
vorgesagten	w7121
Sylben	w7122
<g/>
,
und	w7124
Wörter	w7125
darauf	w7126
zu	w7127
ordnen	w7128
<g/>
,
herausgenommen	w7130
werden	w7131
können	w7132
<g/>
,
und	w7134
zur	w7135
wieder	w7136
völlig	w7137
her=zustellenden	w7138
<g/>
=
Anzahl	w7140
<g/>
,
wenn	w7142
welche	w7143
Buchsta=ben	w7144
<g/>
=
abgenützt	w7146
und	w7147
verlohren	w7148
gegangen	w7149
<g/>
,
sind	w7151
ein	w7152
Vorrath	w7153
in	w7154
selbigen	w7155
vorhanden	w7156
<g/>
.
Es	w7158
kann	w7159
den	w7160
Kindern	w7161
nichts	w7162
angenehmers	w7163
<g/>
,
und	w7165
leichteres	w7166
seyn	w7167
<g/>
,
als	w7169
auf	w7170
diese	w7171
spielende	w7172
Art	w7173
Buchstabiren	w7174
<g/>
,
Lesen	w7176
und	w7177
die	w7178
ersten	w7179
Begrif=fe	w7180
<g/>
=
der	w7182
Rechtschreibung	w7183
zu	w7184
erlernen	w7185
<g/>
,
nur	w7187
mü=ßen	w7188
<g/>
=
ßen	w7190
Eltern	w7191
<g/>
,
und	w7193
die	w7194
Lehrer	w7195
ihre	w7196
Aufmerk Aufmerksamkeit	w7197
<g/>
=
</p>
<p id="p63">
samkeit	w7199
dahin	w7200
richten	w7201
<g/>
,
daß	w7203
dieser	w7204
nützliche	w7205
Zeitvertreib	w7206
ihnen	w7207
keinen	w7208
Ueberdruß	w7209
und	w7210
Eckel	w7211
errege	w7212
<g/>
,
noch	w7214
zur	w7215
Bestrafung	w7216
gebrauchet	w7217
wer=de	w7218
<g/>
=
<g/>
.
Mehreres	w7221
ist	w7222
davon	w7223
in	w7224
der	w7225
Realzeitung	w7226
im	w7227
12ten	w7228
Stück	w7229
zu	w7230
lesen	w7231
<g/>
,
es	w7233
ist	w7234
ein	w7235
derglei=chen	w7236
<g/>
=
Schranken	w7238
im	w7239
Realzeitungscomtoir	w7240
zu	w7241
sehen	w7242
<g/>
,
und	w7244
Liebhaber	w7245
können	w7246
dergleichen	w7247
nach	w7248
vorheriger	w7249
Bestellung	w7250
nebst	w7251
ausführlicher	w7252
Be=schreibung	w7253
<g/>
=
des	w7255
Unterrichts	w7256
in	w7257
weniger	w7258
Zeit	w7259
für	w7260
zwey	w7261
Dukaten	w7262
erhalten	w7263
<g/>
.
</p>
<p id="p64">
Viele	w7265
Personen	w7266
finden	w7267
sich	w7268
an	w7269
ihren	w7270
Au=gen	w7271
<g/>
=
beschweret	w7273
<g/>
,
wenn	w7275
sie	w7276
in	w7277
Gesellschaften	w7278
in	w7279
brennende	w7280
Lichter	w7281
sehen	w7282
müßen	w7283
<g/>
,
auch	w7285
wenn	w7286
sie	w7287
allein	w7288
sind	w7289
<g/>
,
und	w7291
lesen	w7292
oder	w7293
schreiben	w7294
wol=len	w7295
<g/>
=
<g/>
,
und	w7298
auf	w7299
Reisen	w7300
wo	w7301
sie	w7302
nicht	w7303
allemal	w7304
die	w7305
Bequemlichkeit	w7306
der	w7307
Lichtschirme	w7308
haben	w7309
können	w7310
<g/>
,
diesen	w7312
zum	w7313
Nutzen	w7314
macht	w7315
man	w7316
hier=durch	w7317
<g/>
=
eine	w7319
sehr	w7320
artige	w7321
Jnvention	w7322
von	w7323
Licht=schirmen	w7324
<g/>
=
bekannt	w7326
<g/>
,
welche	w7328
von	w7329
der	w7330
Stärke	w7331
eines	w7332
Briefes	w7333
gemächlich	w7334
bey	w7335
sich	w7336
getragen	w7337
werden	w7338
können	w7339
<g/>
,
das	w7341
Stück	w7342
wird	w7343
zu	w7344
zwey	w7345
fl	w7346
<g/>
.
verkauft	w7348
<g/>
.
</p>
<head id="hl23">
Oekonomische	w7350
Lampen	w7351
<g/>
.
</head>
<p id="p65">
Diese	w7353
Lampen	w7354
so	w7355
vollkommen	w7356
gut	w7357
gearbei=tet	w7358
<g/>
=
<g/>
,
und	w7361
schön	w7362
grün	w7363
laquirt	w7364
sind	w7365
<g/>
,
haben	w7367
die	w7368
Größe	w7369
eines	w7370
ordinairen	w7371
Leichters	w7372
<g/>
,
und	w7374
das	w7375
Mittlere	w7376
die	w7377
Figur	w7378
eines	w7379
starken	w7380
Wachslichts	w7381
<g/>
.
Sie	w7383
werden	w7384
nur	w7385
alle	w7386
Wochen	w7387
einmal	w7388
mit	w7389
Oel	w7390
angefüllt	w7391
<g/>
,
welches	w7393
durch	w7394
eine	w7395
Pumpen	w7396
bis	w7397
zum	w7398
brennenden	w7399
Tachte	w7400
gebracht	w7401
wird	w7402
<g/>
.
Sie	w7404
haben	w7405
gewöhnlich	w7406
2	w7407
<g/>
.
Tachte	w7409
<g/>
,
und	w7411
geben	w7412
sehr	w7413
starkes	w7414
Licht	w7415
<g/>
;
will	w7417
man	w7418
aber	w7419
schwaches	w7420
Licht	w7421
haben	w7422
<g/>
,
läßt	w7424
man	w7425
nur	w7426
einen	w7427
Tacht	w7428
brennen	w7429
<g/>
.
Beym	w7431
umwerfen	w7432
machen	w7433
sie	w7434
keine	w7435
Flecke	w7436
<g/>
.
Ueber	w7438
diese	w7439
Lampe	w7440
ist	w7441
ein	w7442
Schiran	w7443
befindlich	w7444
<g/>
,
der	w7446
vorzüglich	w7447
zur	w7448
Conservation	w7449
der	w7450
Augen	w7451
<g/>
,
zur	w7453
Zusammenhaltung	w7454
der	w7455
Lichtstralen	w7456
<g/>
,
und	w7458
also	w7459
zur	w7460
stärkern	w7461
Erleuchtung	w7462
des	w7463
