<doc id="wr_1757-04-13" attrs="word" year="1757" month="04" day="13" corpus="2">
<head id="h2_d134e3550">
Genua,	w1_d134e3554
dem	w9_d134e21742
Peter	w11_d134e21745
in	w13_d134e21749
der	w15_d134e21752
Stadt	w1_d134e21757
offentlich	w3_d134e21760
ausgefeilet,	w5_d134e21763
und	w7_d134e21766
dem	w9_d134e21769
Meist	w11_d134e21772
birtenden	w1_d134e21777
verkauffet	w3_d134e21780
werden	w5_d134e21783
solle;	w7_d134e21786
Da	w9_d134e21789
nun	w11_d134e21792
hierzu	w1_d134e21798
der	w3_d134e21801
9te	w5_d134e21804
Monats	w7_d134e21807
Tag	w9_d134e21810
May	w11_d134e21813
dies	w13_d134e21817
Jahrs	w15_d134e21820
zur	w1_d134e21825
Tag=satzung	w3_d134e21828
bestimmet	w5_d134e21831
worden	w7_d134e21834
ist,	w9_d134e21837
als	w11_d134e21840
wird	w13_d134e21844
ein	w1_d134e21849
solches	w3_d134e21852
hiemit	w5_d134e21855
jedermann,	w7_d134e21858
wer	w9_d134e21861
etwann	w11_d134e21864
dieses	w1_d134e21869
Haus	w3_d134e21872
käuflichen	w5_d134e21875
an	w7_d134e21878
sich	w9_d134e21881
zu	w11_d134e21884
bringen	w13_d134e21888
ge	w15_d134e21891
sinnet	w1_d134e21897
ist,	w3_d134e21900
mit	w5_d134e21903
diesem	w7_d134e21906
Edict	w9_d134e21909
zu	w11_d134e21912
dem	w13_d134e21916
Ende	w15_d134e21919
kund	w17_d134e21922
und	w1_d134e21927
zu	w3_d134e21930
wissen	w5_d134e21933
gemacht,	w7_d134e21936
damit	w9_d134e21939
ein	w11_d134e21942
sich	w13_d134e21946
her	w15_d134e21949
vor	w1_d134e21954
thuender	w3_d134e21957
Kauffer	w5_d134e21960
bey	w7_d134e21963
obbemeldt	w9_d134e21966
bestimm	w11_d134e21969
ten	w1_d134e21974
Licitations=tag=satzung	w3_d134e21977
Fruhe	w5_d134e21980
um	w7_d134e21983
9.	w9_d134e21986
Uhr,	w1_d134e21992
oder	w3_d134e21995
da	w5_d134e21998
wir	w7_d134e22001
selbigen	w9_d134e22004
Tags	w11_d134e22007
etwann	w13_d134e22011
ande	w15_d134e22014
rer	w1_d134e22019
Geschäften	w3_d134e22022
halber	w5_d134e22025
nicht	w7_d134e22028
zu	w9_d134e22031
Raht	w11_d134e22034
sassen	w13_d134e22038
den	w1_d134e22043
nächst	w3_d134e22046
darauf	w5_d134e22049
folgenden	w7_d134e22052
Rahts=tag	w9_d134e22055
vor	w11_d134e22058
uns	w1_d134e22063
erscheinen,	w3_d134e22066
und	w5_d134e22069
sich	w7_d134e22072
bey	w9_d134e22075
unser,	w11_d134e22078
und	w13_d134e22082
gemei	w15_d134e22085
nen	w1_d134e22091
Stadt=grund=buch	w3_d134e22094
durch	w5_d134e22097
den	w7_d134e22100
daselbsti	w9_d134e22103
gen	w1_d134e22108
Amts=schreiber	w3_d134e22111
anmelden	w5_d134e22114
lassen	w7_d134e22117
möge	w9_d134e22120
allwo	w1_d134e22125
sodann	w3_d134e22128
das	w5_d134e22131
weiter	w7_d134e22134
Behörige	w9_d134e22137
tractiret	w11_d134e22140
werden	w1_d134e22145
solle.	w3_d134e22148
Actum	w5_d134e22151
Wien	w7_d134e22154
den	w9_d134e22157
18.	w11_d134e22160
Martii	w13_d134e22164
731.	w1_d134e22170
</p>
<head id="h2_d134e22176">
EDICT.	w1_d134e22180
</head>
<p id="p4_d134e22183">
Von	w1_d134e22187
des	w3_d134e22190
würdigen	w5_d134e22193
St.	w7_d134e22196
Mariä	w9_d134e22199
Magdale	w11_d134e22202
nä	w1_d134e22207
Stifts=grund=buchs	w3_d134e22210
wegen,	w5_d134e22213
wird	w7_d134e22216
hie	w9_d134e22219
mit	w1_d134e22224
jedermänniglich	w3_d134e22227
kund	w5_d134e22230
und	w7_d134e22233
zu	w9_d134e22236
wissen	w11_d134e22239
ge	w13_d134e22243
macht:	w1_d134e22249
Es	w3_d134e22252
seye	w5_d134e22255
auf	w7_d134e22258
des	w9_d134e22261
der	w11_d134e22264
von	w13_d134e22268
dem	w15_d134e22271
jüngst	w17_d134e22274
hin	w1_d134e22279
ab	w3_d134e22282
intestato	w5_d134e22285
verstorbenen	w7_d134e22288
Veit	w9_d134e22291
Kremser	w11_d134e22294
dieses	w1_d134e22299
Stifts	w3_d134e22302
Behaust=gewesten	w5_d134e22305
Grundholden	w7_d134e22308
seel.	w1_d134e22313
hinterlassenen	w3_d134e22316
Wittib	w5_d134e22319
gerichtlich	w7_d134e22322
veror	w9_d134e22325
dneten	w1_d134e22331
Curatoris	w3_d134e22334
ad	w5_d134e22337
actum	w7_d134e22340
Hrn.	w9_d134e22343
Augustin	w11_d134e22346
Böck	w1_d134e22351
Juris	w3_d134e22354
Utriusque	w5_d134e22357
Doctoris	w7_d134e22360
auch	w9_d134e22363
Hof	w11_d134e22366
kriegsrahts	w1_d134e22371
und	w3_d134e22374
Gerichts=advocatens	w5_d134e22377
geziemend	w1_d134e22382
beschehenes	w3_d134e22385
Anlangen	w5_d134e22388
in	w7_d134e22391
die	w9_d134e22394
Ver	w11_d134e22397
kauf	w1_d134e22403
und	w3_d134e22406
Licitirung	w5_d134e22409
des	w7_d134e22412
auf	w9_d134e22415
dieses	w11_d134e22418
Stifts	w13_d134e22422
grund	w1_d134e22427
an	w3_d134e22430
der	w5_d134e22433
Wien	w7_d134e22436
ligenden	w9_d134e22439
Veit	w11_d134e22442
Kremseri	w13_d134e22446
schen	w1_d134e22451
Verlassenschafts=hauses,	w3_d134e22454
und	w5_d134e22457
dahero	w7_d134e22460
in	w9_d134e22463
die	w1_d134e22468
Anordnung	w3_d134e22471
einer	w5_d134e22474
Licitations=tag=satzung,	w7_d134e22477
auch	w1_d134e22483
Ausfertig	w3_d134e22486
und	w5_d134e22489
Affigirung	w7_d134e22492
deren	w9_d134e22495
gewön	w11_d134e22498
lichen	w1_d134e22503
Licitations=edicten	w3_d134e22506
gewilliget	w5_d134e22509
worden.	w7_d134e22512
Wann	w1_d134e22517
nun	w3_d134e22520
zu	w5_d134e22523
diesem	w7_d134e22526
Ende	w9_d134e22529
der	w11_d134e22532
9te.	w13_d134e22536
nächst	w15_d134e22539
künftigen	w1_d134e22544
Monats	w3_d134e22547
Maji	w5_d134e22550
Fruhe	w7_d134e22553
um	w9_d134e22556
9.	w11_d134e22559
Uhr	w13_d134e22563
bey	w15_d134e22566
</p>
<p id="p6_d134e22569">
diesem	w1_d134e22573
Stifts=grund=buch	w3_d134e22576
(so	w5_d134e22579
der	w7_d134e22582
Zeit	w9_d134e22585
in	w11_d134e22588
der	w1_d134e22593
Singer=strassen	w3_d134e22596
im	w5_d134e22599
Fähnrich=hof	w7_d134e22602
im	w9_d134e22605
</p>
<p id="p8_d134e22608">
scheinen	w1_d134e22612
anberaumet	w3_d134e22615
worden	w5_d134e22618
ist:	w7_d134e22621
Als	w1_d134e22626
werden	w3_d134e22629
all	w5_d134e22632
und	w7_d134e22635
jede,	w9_d134e22638
so	w11_d134e22641
etwo	w13_d134e22645
obbe	w15_d134e22648
sagte	w1_d134e22653
Kremserische	w3_d134e22656
Behausung	w5_d134e22659
käuflich	w7_d134e22662
an	w9_d134e22665
sich	w11_d134e22668
zu	w1_d134e22674
bringen	w3_d134e22677
gedenken,	w5_d134e22680
an	w7_d134e22683
vorbesagten	w9_d134e22686
Tag,	w11_d134e22689
Stund,	w1_d134e22694
und	w3_d134e22697
Ort	w5_d134e22700
entweder	w7_d134e22703
selbst	w9_d134e22706
persönlich,	w11_d134e22709
oder	w1_d134e22714
durch	w3_d134e22717
einen	w5_d134e22720
genugsam	w7_d134e22723
Bevollmächtigten	w9_d134e22726
zu	w1_d134e22731
erscheinen	w3_d134e22734
haben;	w5_d134e22737
Wo	w7_d134e22740
alsdann	w9_d134e22743
mit	w11_d134e22746
denen	w13_d134e22750
Meist=biettenden	w1_d134e22756
der	w3_d134e22759
Kauf	w5_d134e22762
ohne	w7_d134e22765
weiteren	w9_d134e22768
geschlossen,	w1_d134e22773
und	w3_d134e22776
richtig	w5_d134e22779
gestellet	w7_d134e22782
werden	w9_d134e22785
solle.	w11_d134e22788
</p>
<p id="p10_d134e22791">
mallischen	w1_d134e22795
Haus	w3_d134e22798
im	w5_d134e22801
dritten	w7_d134e22804
Stock	w9_d134e22807
zu	w11_d134e22810
er	w13_d134e22814
</p>
<p id="p12_d134e22818">
Bey	w1_d134e22822
Johann	w3_d134e22825
Jacob	w5_d134e22828
Lidl	w7_d134e22831
Kupfer=stechern	w9_d134e22834
im	w1_d134e22839
Doctor	w3_d134e22842
Deimlischen	w5_d134e22845
Haus	w7_d134e22848
neben	w9_d134e22851
der	w11_d134e22854
Heil.	w13_d134e22858
Dreyfaltigkeit	w1_d134e22863
ist	w3_d134e22866
zu	w5_d134e22869
haben:	w7_d134e22872
Eine	w9_d134e22875
neue	w11_d134e22878
und	w13_d134e22882
accurate	w1_d134e22888
Land=karte	w3_d134e22891
des	w5_d134e22894
Mittägig	w7_d134e22897
Obersäch	w9_d134e22900
sischen	w1_d134e22905
Heil.	w3_d134e22908
Röm.	w5_d134e22911
Reichs=kreises	w7_d134e22914
des	w9_d134e22917
Chur	w11_d134e22920
Herzogtums	w1_d134e22925
Sachsen,	w3_d134e22928
Marggraftum	w5_d134e22931
Meissen,	w7_d134e22934
und	w1_d134e22939
Land=grafschaft	w3_d134e22942
Thüringen	w5_d134e22945
begreiffend,	w7_d134e22948
worbey	w1_d134e22954
auch	w3_d134e22957
nicht	w5_d134e22960
allein	w7_d134e22963
die	w9_d134e22966
daran	w11_d134e22969
gränzende	w13_d134e22973
Sächs	w1_d134e22978
Marggrafschaften	w3_d134e22981
Ober	w5_d134e22984
uno	w7_d134e22987
Nieder	w9_d134e22990
laufnitz	w1_d134e22995
nebst	w3_d134e22998
dem	w5_d134e23001
Preußisch	w7_d134e23004
in	w9_d134e23007
Nieder=sächsisch.	w11_d134e23010
Reichs=kreis	w1_d134e23015
ligenden	w3_d134e23018
Herzogtum	w5_d134e23021
Magdeburg	w7_d134e23024
und	w1_d134e23030
Fürstentum	w3_d134e23033
Halberstadt,	w5_d134e23036
sondern	w7_d134e23039
auch	w9_d134e23042
ein	w1_d134e23047
grosser	w3_d134e23050
Theil	w5_d134e23053
deren	w7_d134e23056
noch	w9_d134e23059
weiters	w11_d134e23062
daran	w13_d134e23066
gränzenden	w1_d134e23071
NiedersächsischOberrheinisch	w3_d134e23074
Fränkisch	w1_d134e23079
und	w3_d134e23082
Chur=bayrischen	w5_d134e23085
Reichs=kreisen,	w7_d134e23088
dann	w1_d134e23094
des	w3_d134e23097
Königreichs	w5_d134e23100
Böhmens,	w7_d134e23103
Herzog	w9_d134e23106
tums	w1_d134e23111
Schlesiens	w3_d134e23114
Marggraftum	w5_d134e23117
Churbranden	w7_d134e23120
burgs	w1_d134e23125
und	w3_d134e23128
Königreich	w5_d134e23131
Pohlens	w7_d134e23134
befindlich,	w9_d134e23137
auch	w1_d134e23142
in	w3_d134e23145
die	w5_d134e23148
kleinere	w7_d134e23151
innländische	w9_d134e23154
Reichs=kreise,	w11_d134e23157
Bistümer,	w1_d134e23163
Herzog	w3_d134e23166
und	w5_d134e23169
Fürstentümer,	w7_d134e23172
Graf	w9_d134e23175
schaften,	w1_d134e23180
Baronien	w3_d134e23183
rc.	w5_d134e23186
noch	w7_d134e23189
weiters	w9_d134e23192
eingethei	w11_d134e23195
let,	w1_d134e23200
und	w3_d134e23203
mit	w5_d134e23206
Compas	w7_d134e23209
und	w9_d134e23212
Maas=stäben,	w11_d134e23215
dann	w1_d134e23220
einen	w3_d134e23223
orden	w5_d134e23226
lichen	w7_d134e23229
Register	w9_d134e23232
bestens	w11_d134e23235
ver	w13_d134e23239
sehen,	w1_d134e23245
sauber	w3_d134e23248
illuminirter	w5_d134e23251
das	w7_d134e23254
Exemplar	w9_d134e23257
à	w11_d134e23260
1.	w1_d134e23265
fl.	w3_d134e23268
30.	w5_d134e23271
kr.	w7_d134e23274
in	w9_d134e23277
Futteral	w11_d134e23280
aber	w13_d134e23284
gleichfall	w15_d134e23287
illumi	w17_d134e23290
nirter	w1_d134e23295
à	w3_d134e23298
1.	w5_d134e23301
fl.	w7_d134e23304
45.	w9_d134e23307
kr.	w11_d134e23310
</p>
<p id="p14_d134e23313">
Es	w1_d134e23317
seynd	w3_d134e23320
auch	w5_d134e23323
noch	w7_d134e23326
verschiedene	w9_d134e23329
andere	w11_d134e23332
Landekarten,	w1_d134e23337
als	w3_d134e23340
Pohlen,	w5_d134e23343
Preussen,	w7_d134e23346
Moscau,	w9_d134e23349
Pommern,	w1_d134e23354
Brandenburg,	w3_d134e23357
Westphalen,	w5_d134e23360
von	w7_d134e23363
dem	w1_d134e23369
Herzogtum	w3_d134e23372
Cleve	w5_d134e23375
Berg	w7_d134e23378
und	w9_d134e23381
Jülich	w11_d134e23384
auch	w13_d134e23388
noch	w1_d134e23393
mehrer	w3_d134e23396
anderen	w5_d134e23399
um	w7_d134e23402
billichen	w9_d134e23405
Preis	w11_d134e23408
zu	w13_d134e23412
bekommen.	w1_d134e23417
Jtem,	w3_d134e23420
eine	w5_d134e23423
Special	w7_d134e23426
Land=karten	w9_d134e23429
von	w1_d134e23434
der	w3_d134e23437
Ober	w5_d134e23440
und	w7_d134e23443
Nieder=laufnitz,	w9_d134e23446
mit	w11_d134e23449
den	w13_d134e23453
innländischen	w1_d134e23459
Kreis=eintheilungen	w3_d134e23462
und	w5_d134e23465
noht	w7_d134e23468
wendigen	w1_d134e23473
Maas=staab	w3_d134e23476
versehen,	w5_d134e23479
das	w7_d134e23482
Exem	w9_d134e23485
plar	w1_d134e23490
à	w3_d134e23493
1.	w5_d134e23496
fl.	w7_d134e23499
8	w9_d134e23502
kr.	w11_d134e23505
</p>
<p id="p16_d134e23508">
Auf	w1_d134e23512
Verordnung	w3_d134e23515
Eines	w5_d134e23518
Hochlöbl.	w7_d134e23521
Kaiserl.	w9_d134e23524
Königl.	w1_d134e23529
Judicii	w3_d134e23532
Delegati	w5_d134e23535
Militaris	w7_d134e23538
mixti	w9_d134e23541
werden	w1_d134e23546
in	w3_d134e23549
der	w5_d134e23552
daselbstigen	w7_d134e23555
Canzley	w9_d134e23558
im	w11_d134e23561
ersten	w13_d134e23565
Stock,	w1_d134e23571
bey	w3_d134e23574
der	w5_d134e23577
sogenannten	w7_d134e23580
Holler=stauden	w9_d134e23583
</p>
<p id="p20_d134e23588">
auf	w1_d134e23592
der	w3_d134e23595
Satler=stadt	w5_d134e23598
den	w7_d134e23601
14.	w9_d134e23604
dieses	w11_d134e23607
Monats	w13_d134e23611
April	w1_d134e23616
fruh	w3_d134e23619
von	w5_d134e23622
9.	w7_d134e23625
bis	w9_d134e23628
12.	w11_d134e23631
und	w13_d134e23635
nachmittags	w15_d134e23638
von	w1_d134e23643
3.	w3_d134e23646
bis	w5_d134e23649
6.	w7_d134e23652
Uhr	w9_d134e23655
verschiedene	w11_d134e23658
Verlassen	w13_d134e23662
schafts=effecten,	w1_d134e23668
als	w3_d134e23671
goldene	w5_d134e23674
Uhr,	w7_d134e23677
precio-	w9_d134e23680
tes	w1_d134e23685
Silber,	w3_d134e23688
Porcelain,	w5_d134e23691
bordirte	w7_d134e23694
Manns	w9_d134e23697
und	w1_d134e23702
andere	w3_d134e23705
Kleider,	w5_d134e23708
Wäsch,	w7_d134e23711
Beht=gewand	w9_d134e23714
Gewehr,	w1_d134e23719
Reit=zeug,	w3_d134e23722
Feld=zelt,	w5_d134e23725
eine	w7_d134e23728
Post	w9_d134e23731
calesche,	w1_d134e23737
ein	w3_d134e23740
Rüst	w5_d134e23743
wagen,	w7_d134e23746
und	w9_d134e23749
mehr	w11_d134e23752
andere	w13_d134e23756
Sachen	w1_d134e23761
l	w3_d134e23764
citando	w5_d134e23767
dem	w7_d134e23770
Meist=bietenden	w9_d134e23773
hindan	w1_d134e23778
gegeben	w3_d134e23781
werden.	w5_d134e23784
</p>
<p id="p22_d134e23787">
Jn	w1_d134e23791
der	w3_d134e23794
Leopold=stadt	w5_d134e23797
ist	w7_d134e23800
der	w9_d134e23803
Schmuderische	w11_d134e23806
Garten	w1_d134e23811
mit	w3_d134e23814
denen	w5_d134e23817
allda	w7_d134e23820
defindlich	w9_d134e23823
meublir	w11_d134e23826
ten	w1_d134e23831
und	w3_d134e23834
mit	w5_d134e23837
allen	w7_d134e23840
Zugehörungen	w9_d134e23843
versehenen	w11_d134e23846
Zimmern,	w1_d134e23852
samt	w3_d134e23855
Stallung	w5_d134e23858
und	w7_d134e23861
Schupfen	w9_d134e23864
zu	w11_d134e23867
verlassen,	w1_d134e23872
und	w3_d134e23875
ist	w5_d134e23878
sich	w7_d134e23881
wegen	w9_d134e23884
des	w11_d134e23887
Bestands	w13_d134e23891
in	w1_d134e23896
dem	w3_d134e23899
Haus	w5_d134e23902
allda	w7_d134e23905
anzumelden.	w9_d134e23908
</p>
<p id="p24_d134e23912">
NB.	w1_d134e23916
Es	w3_d134e23919
ist	w5_d134e23922
eine	w7_d134e23925
schöne	w9_d134e23928
Orangerie	w11_d134e23931
von	w13_d134e23935
ver	w15_d134e23938
schiedenen	w1_d134e23943
Sorten,	w3_d134e23946
als	w5_d134e23949
Oranien,	w7_d134e23952
Limoni,	w9_d134e23955
Citronen,	w1_d134e23960
&c.	w3_d134e23963
zu	w5_d134e23966
Jnzerstorf	w7_d134e23969
gleich	w9_d134e23972
unter	w11_d134e23975
dem	w1_d134e23981
Wiennerberg	w3_d134e23984
täglich	w5_d134e23987
um	w7_d134e23990
einen	w9_d134e23993
billichen	w11_d134e23996
Preis	w1_d134e24001
zu	w3_d134e24004
verkauffen.	w5_d134e24007
Jtem	w7_d134e24010
seynd	w9_d134e24013
allda	w11_d134e24016
zwey	w13_d134e24020
neben	w1_d134e24025
einander	w3_d134e24028
gelegene	w5_d134e24031
wol=erbaute	w7_d134e24034
Häuser,	w9_d134e24037
samt	w1_d134e24042
30.	w3_d134e24045
ein	w5_d134e24048
halb	w7_d134e24051
Joch	w9_d134e24054
Aeckern,	w11_d134e24057
und	w13_d134e24061
zwey	w15_d134e24064
schöne	w1_d134e24070
Zier	w3_d134e24073
und	w5_d134e24076
Obst=gärten,	w7_d134e24079
zu	w9_d134e24082
verkauffen	w11_d134e24085
wie	w1_d134e24090
auch	w3_d134e24093
in	w5_d134e24096
Bestand	w7_d134e24099
zu	w9_d134e24102
verlassen:	w11_d134e24105
derohalben	w13_d134e24109
ist	w1_d134e24114
alhier	w3_d134e24117
in	w5_d134e24120
der	w7_d134e24123
grün	w9_d134e24126
Anger=gassen	w11_d134e24129
im	w13_d134e24133
Neu	w15_d134e24136
berger=hof	w1_d134e24141
bey	w3_d134e24144
dasigem	w5_d134e24147
Haus=meister	w7_d134e24150
sowol	w9_d134e24153
wegen	w1_d134e24159
der	w3_d134e24162
Orangerie,	w5_d134e24165
als	w7_d134e24168
denen	w9_d134e24171
zwey	w11_d134e24174
Häu	w13_d134e24178
sern	w1_d134e24183
beliebig	w3_d134e24186
anzumelden	w5_d134e24189
ist.	w7_d134e24192
</p>
<head id="h2_d134e24198">
IDICT.	w1_d134e24202
</head>
<p id="p4_d134e24205">
Von	w1_d134e24209
der	w3_d134e24212
Kaiserl.	w5_d134e24215
Königl.	w7_d134e24218
N.	w9_d134e24221
Oe.	w11_d134e24224
Reprä	w13_d134e24228
sentation	w1_d134e24233
und	w3_d134e24236
Cammer	w5_d134e24239
wegen	w7_d134e24242
wird	w9_d134e24245
all	w11_d134e24248
und	w13_d134e24252
jeden	w1_d134e24257
durch	w3_d134e24260
gegenwärtiges	w5_d134e24263
Edict	w7_d134e24266
kund,	w9_d134e24269
und	w11_d134e24272
zu	w1_d134e24278
wissen	w3_d134e24281
gemacht,	w5_d134e24284
es	w7_d134e24287
seye	w9_d134e24290
hier	w11_d134e24293
Orts	w13_d134e24297
von	w15_d134e24300
der	w1_d134e24305
Frau	w3_d134e24308
Maria	w5_d134e24311
Aloysia	w7_d134e24314
Gräfin	w9_d134e24317
von	w11_d134e24320
Wa	w13_d134e24324
gensperg,	w1_d134e24329
gebornen	w3_d134e24332
Gräfin	w5_d134e24335
von	w7_d134e24338
Saurau	w9_d134e24341
mit	w11_d134e24344
mehreren	w1_d134e24349
angebracht	w3_d134e24352
worden,	w5_d134e24355
welcher	w7_d134e24358
gestal	w9_d134e24361
ten	w1_d134e24367
dieselbe	w3_d134e24370
unterm	w5_d134e24373
20.	w7_d134e24376
April	w9_d134e24379
1747.	w11_d134e24382
in	w13_d134e24386
all	w15_d134e24389
hiesigen	w1_d134e24394
Stadt=banco	w3_d134e24397
ein	w5_d134e24400
Capital	w7_d134e24403
per	w9_d134e24406
5000.	w11_d134e24409
fl.	w1_d134e24414
zu	w3_d134e24417
5.	w5_d134e24420
pro	w7_d134e24423
Cento	w9_d134e24426
angelegt	w11_d134e24429
hätte,	w13_d134e24433
die	w15_d134e24436
da	w17_d134e24439
von	w1_d134e24444
erhaltene	w3_d134e24447
Obligation	w5_d134e24450
ungeacht	w7_d134e24453
all	w9_d134e24456
besche	w11_d134e24459
henen	w1_d134e24465
fleißigen	w3_d134e24468
Nachsuchens	w5_d134e24471
aber	w7_d134e24474
nicht	w9_d134e24477
ausfün	w11_d134e24480
dig	w1_d134e24485
gemacht	w3_d134e24488
werden	w5_d134e24491
könnte,	w7_d134e24494
vermutlich	w9_d134e24497
al	w11_d134e24500
so	w1_d134e24505
solche	w3_d134e24508
in	w5_d134e24511
Verstoß	w7_d134e24514
gerahten	w9_d134e24517
seyn	w11_d134e24520
müste;	w13_d134e24524
damit	w1_d134e24529
nun	w3_d134e24532
erwehnte	w5_d134e24535
Obligation	w7_d134e24538
durch	w9_d134e24541
Affi	w11_d134e24544
girung	w1_d134e24550
eines	w3_d134e24553
gewöhnlichen	w5_d134e24556
Valval=edicts	w7_d134e24559
der	w9_d134e24562
Ordnung	w1_d134e24567
nach	w3_d134e24570
amortisiret,	w5_d134e24573
und	w7_d134e24576
Eingangs	w9_d134e24579
gedachter	w1_d134e24584
Frauen	w3_d134e24587
Gräfin	w5_d134e24590
eine	w7_d134e24593
andere	w9_d134e24596
derglei	w11_d134e24599
chen	w1_d134e24604
ausgestellt	w3_d134e24607
werden	w5_d134e24610
möchte,	w7_d134e24613
hat	w9_d134e24616
selbe	w11_d134e24619
wegen	w1_d134e24625
dessen	w3_d134e24628
Ausfertigung	w5_d134e24631
um	w7_d134e24634
die	w9_d134e24637
Auflag	w11_d134e24640
</p>
<p id="p6_d134e24643">
an	w1_d134e24647
seine	w3_d134e24650
Behörde	w5_d134e24653
gebeten;	w7_d134e24656
in	w9_d134e24659
welch	w11_d134e24662
billiges	w13_d134e24666
Anlangen	w1_d134e24671
von	w3_d134e24674
Rechts	w5_d134e24677
wegen	w7_d134e24680
solcher	w9_d134e24683
gestalten	w11_d134e24686
gewilliget	w1_d134e24691
worden,	w3_d134e24694
daß	w5_d134e24697
wann	w7_d134e24700
binnen	w9_d134e24703
einem	w11_d134e24706
Jahr,	w1_d134e24712
6.	w3_d134e24715
Wochen,	w5_d134e24718
und	w7_d134e24721
3.	w9_d134e24724
Täg	w11_d134e24727
von	w13_d134e24731
Zeit	w15_d134e24734
der	w1_d134e24739
Affigirung	w3_d134e24742
dieses	w5_d134e24745
Edicts	w7_d134e24748
anzurechnen	w9_d134e24751
sich	w11_d134e24754
Niemand	w1_d134e24759
zu	w3_d134e24762
obiger	w5_d134e24765
in	w7_d134e24768
Verstoß	w9_d134e24771
gerahtenen	w11_d134e24774
auf	w1_d134e24779
obbemeldete	w3_d134e24782
Frau	w5_d134e24785
Gräfin	w7_d134e24788
Maria	w9_d134e24791
Aloysia	w11_d134e24794
von	w1_d134e24800
Wagensperg	w3_d134e24803
lautende	w5_d134e24806
Stadtbancoobli	w7_d134e24809
gation	w1_d134e24814
de	w3_d134e24817
dato	w5_d134e24820
20.	w7_d134e24823
April	w9_d134e24826
1747.	w11_d134e24829
per	w13_d134e24833
5000.	w15_d134e24836
fl.	w17_d134e24839
rechtlichen	w1_d134e24844
legitimiren,	w3_d134e24847
oder	w5_d134e24850
solche	w7_d134e24853
in	w9_d134e24856
Origi	w11_d134e24859
nali	w1_d134e24864
produciren	w3_d134e24867
wurde,	w5_d134e24870
selbe	w7_d134e24873
alsdann	w9_d134e24876
für	w11_d134e24879
null	w1_d134e24885
und	w3_d134e24888
nichtig	w5_d134e24891
gehalten,	w7_d134e24894
folgsam	w9_d134e24897
nach	w11_d134e24900
Verz	w13_d134e24904
fliessung	w1_d134e24909
besagten	w3_d134e24912
Termins	w5_d134e24915
der	w7_d134e24918
Frauen	w9_d134e24921
Gräfin	w11_d134e24924
von	w1_d134e24929
Wagensperg	w3_d134e24932
eine	w5_d134e24935
neue	w7_d134e24938
derley	w9_d134e24941
Obligation	w11_d134e24944
auf	w1_d134e24949
vorberührte	w3_d134e24952
Summam	w5_d134e24955
ausgefertiget,	w7_d134e24958
und	w1_d134e24964
zugestellet	w3_d134e24967
werden	w5_d134e24970
solle.	w7_d134e24973
</p>
<p id="p8_d134e24976">
Es	w1_d134e24980
ist	w3_d134e24983
in	w5_d134e24986
dem	w7_d134e24989
grossen	w9_d134e24992
roten	w11_d134e24995
Klebsen	w13_d134e24999
nächst	w15_d134e25002
denen	w1_d134e25007
7.	w3_d134e25010
Büchern,	w5_d134e25013
der	w7_d134e25016
erste	w9_d134e25019
Stock,	w11_d134e25022
welcher	w13_d134e25026
durchgehends	w1_d134e25031
neu	w3_d134e25034
und	w5_d134e25037
egal	w7_d134e25040
reparirt	w9_d134e25043
ist,	w11_d134e25046
für	w13_d134e25050
die	w1_d134e25056
hohe	w3_d134e25059
Gesandtschaft,	w5_d134e25062
Herrschaft,	w7_d134e25065
oder	w9_d134e25068
andere	w1_d134e25073
mit	w3_d134e25076
Zahl=reicher	w5_d134e25079
Famille,	w7_d134e25082
und	w9_d134e25085
Do	w11_d134e25088
mestiquen	w1_d134e25093
versehene	w3_d134e25096
Standes=personen	w5_d134e25099
samt	w7_d134e25102
Herrschaftl.	w1_d134e25107
Kuchel,	w3_d134e25110
Keller,	w5_d134e25113
Stallung	w7_d134e25116
auf	w9_d134e25119
6.	w1_d134e25125
auch	w3_d134e25128
7.	w5_d134e25131
Pferd,	w7_d134e25134
einer	w9_d134e25137
darneben	w11_d134e25140
befind	w13_d134e25144
lichen	w1_d134e25149
gewölbten	w3_d134e25152
Heu	w5_d134e25155
und	w7_d134e25158
Stroh=kammer	w9_d134e25161
einer	w1_d134e25166
gesperrten	w3_d134e25169
Schupfen,	w5_d134e25172
auf	w7_d134e25175
einen	w9_d134e25178
Wagen,	w11_d134e25181
dann	w1_d134e25186
einem	w3_d134e25189
Stand	w5_d134e25192
zu	w7_d134e25195
noch	w9_d134e25198
zwey	w11_d134e25201
Wägen	w13_d134e25205
un	w15_d134e25208
ter	w1_d134e25214
der	w3_d134e25217
Einfahrt,	w5_d134e25220
wie	w7_d134e25223
auch	w9_d134e25226
einem	w11_d134e25229
zu	w13_d134e25233
solch	w15_d134e25236
ersten	w17_d134e25239
Stock	w1_d134e25244
gehörigen	w3_d134e25247
grossen	w5_d134e25250
Wein=keller	w7_d134e25253
und	w9_d134e25256
de	w11_d134e25259
to	w1_d134e25264
Holz=gewölb	w3_d134e25267
mit	w5_d134e25270
zwey	w7_d134e25273
unter	w9_d134e25276
dem	w11_d134e25279
Dach	w13_d134e25283
befindlichen	w1_d134e25288
Böden	w3_d134e25291
zu	w5_d134e25294
verlassen,	w7_d134e25297
und	w9_d134e25300
ist	w11_d134e25303
sich	w13_d134e25307
der	w15_d134e25310
rentwillen	w1_d134e25316
