<doc id="wr_1759-12-12" attrs="word" year="1759" month="12" day="12" corpus="2">
<head id="h2_d405e4228">
Lahn=strom	w4_d405e4231
bis	w95_d405e22916
12.	w97_d405e22919
Nachmittags	w99_d405e22922
aber	w101_d405e22925
von	w103_d405e22929
3.	w105_d405e22932
bis	w108_d405e22936
6.	w110_d405e22940
Uhr	w112_d405e22943
dem	w114_d405e22947
Meistbietenden	w116_d405e22950
ficitando	w118_d405e22953
verkauf	w120_d405e22956
fet	w123_d405e22960
werden.	w125_d405e22965
</p>
<p id="p42_d405e22978">
Auf	w4_d405e22981
Verordnung	w6_d405e22985
eines	w8_d405e22988
Hochlöbl.	w10_d405e22991
Kais.	w12_d405e22994
Königl.	w14_d405e22998
Jud.	w17_d405e23002
Del.	w19_d405e23006
Mil.	w21_d405e23009
mixt.	w23_d405e23012
werden	w25_d405e23016
den	w27_d405e23019
17.	w29_d405e23022
18.	w31_d405e23025
und	w33_d405e23028
19.	w36_d405e23033
dies	w38_d405e23037
lauffenden	w40_d405e23040
Monats	w42_d405e23043
Decemb.	w44_d405e23046
auf	w46_d405e23049
der	w48_d405e23053
Sailer=stadt	w51_d405e23057
in	w53_d405e23061
der	w55_d405e23064
sogenannten	w57_d405e23067
Holler=ständen	w59_d405e23071
im	w62_d405e23075
ersten	w64_d405e23079
Stock	w66_d405e23082
befindlichen	w68_d405e23085
Canzley	w70_d405e23089
verschiedene	w72_d405e23092
ber,	w75_d405e23096
Manns	w77_d405e23100
und	w79_d405e23103
Frauen	w81_d405e23107
als:	w84_d405e23111
Effecten,	w87_d405e23116
Wäsch,	w90_d405e23121
Bilder,	w92_d405e23126
Gewöhr,	w94_d405e23129
Bücher,	w96_d405e23132
kleider	w99_d405e23136
Land=karten,	w102_d405e23141
und	w104_d405e23146
mehr	w106_d405e23149
andere	w108_d405e23152
Gerätschaften	w110_d405e23155
Vormittag	w113_d405e23159
von	w115_d405e23164
9.	w117_d405e23167
bis	w119_d405e23170
12.	w121_d405e23173
Nachmittag	w123_d405e23176
aber	w125_d405e23179
von	w127_d405e23183
3.	w130_d405e23187
bis	w132_d405e23191
6.	w134_d405e23194
Uhr	w136_d405e23197
licitando	w138_d405e23201
käuflich	w140_d405e23204
hindann	w142_d405e23207
gegeben	w144_d405e23210
werden,	w147_d405e23214
NB.	w149_d405e23219
Die	w151_d405e23222
Bücher	w153_d405e23225
werden	w155_d405e23228
den	w157_d405e23231
19.	w159_d405e23234
ver	w161_d405e23238
kauffet.	w164_d405e23242
</p>
<p id="p44_d405e23246">
Auf	w4_d405e23249
Verordnung	w6_d405e23253
einer	w8_d405e23256
Hochlöbl.	w10_d405e23259
N.	w12_d405e23262
Oe.	w14_d405e23266
Re	w16_d405e23269
gierung	w19_d405e23273
werden	w21_d405e23277
in	w23_d405e23280
dem	w25_d405e23284
klein	w27_d405e23287
Melker=hof	w29_d405e23290
im	w31_d405e23293
an	w33_d405e23296
rten	w36_d405e23301
Stock	w38_d405e23305
verschiedene	w40_d405e23308
in	w42_d405e23311
Silber,	w44_d405e23314
Manns	w46_d405e23317
kleider,	w49_d405e23322
Wäsch,	w51_d405e23326
und	w53_d405e23329
Zimmer=gerät	w55_d405e23332
bestehende	w57_d405e23335
Verlassenschafts=effteten	w60_d405e23340
den	w62_d405e23344
19.	w64_d405e23347
Decemb.	w66_d405e23350
fruh	w68_d405e23353
von	w71_d405e23358
9.	w73_d405e23362
bis	w75_d405e23365
12.	w77_d405e23368
und	w79_d405e23371
Nachmittag	w81_d405e23375
von	w83_d405e23378
3.	w85_d405e23381
bis	w87_d405e23384
6.	w89_d405e23387
hr	w92_d405e23392
licitando	w94_d405e23396
käuflichen	w96_d405e23399
hindann	w98_d405e23402
gegeben	w100_d405e23405
werden.	w102_d405e23408
</p>
<p id="p46_d405e23411">
Den	w4_d405e23414
17.	w6_d405e23418
dieses	w8_d405e23421
fruhe	w10_d405e23424
von	w12_d405e23427
9.	w14_d405e23431
bis	w16_d405e23434
12.,	w18_d405e23437
und	w20_d405e23440
Nachmittag	w23_d405e23444
von	w25_d405e23449
3.	w27_d405e23452
bis	w29_d405e23455
6.	w31_d405e23458
Uhr,	w33_d405e23461
werden	w35_d405e23464
in	w37_d405e23468
dem	w39_d405e23471
Spanischen	w42_d405e23475
Spital	w44_d405e23479
verschiedene	w46_d405e23482
Verlassenschafts	w48_d405e23486
offecten,	w51_d405e23490
licitando	w53_d405e23494
plus	w55_d405e23497
offerenti	w57_d405e23500
verkauffet	w59_d405e23504
wer	w61_d405e23507
den.	w64_d405e23511
</p>
<list id="l48_d405e23516">
Bey	w5_d405e23519
dem	w7_d405e23523
Verleger	w9_d405e23526
des	w11_d405e23529
Wienerischen	w13_d405e23532
Diarii	w15_d405e23536
ist	w17_d405e23539
</list>
<p id="p50_d405e23543">
in	w4_d405e23546
Commißion	w6_d405e23550
zu	w8_d405e23553
haben:	w10_d405e23556
Gründliche	w13_d405e23561
Nachricht	w15_d405e23565
von	w17_d405e23568
dem,	w19_d405e23571
in	w21_d405e23574
dem	w23_d405e23577
Jnner	w25_d405e23581
erain,	w28_d405e23585
gelegenen	w30_d405e23589
Czirknitzer	w32_d405e23592
See.	w34_d405e23595
Worinn	w36_d405e23599
alle	w38_d405e23602
Seltenheiten	w41_d405e23606
desselben	w43_d405e23610
auf	w45_d405e23613
das	w47_d405e23617
genaueste	w49_d405e23620
aufge	w51_d405e23623
ret,	w54_d405e23627
und	w56_d405e23631
zu	w58_d405e23635
mehrerer	w60_d405e23638
Deutlichkeit	w62_d405e23641
mit	w64_d405e23644
ver	w66_d405e23647
füh	w69_d405e23652
schiedenen	w72_d405e23657
Kupfern	w74_d405e23661
erkläret	w76_d405e23664
werden.	w78_d405e23667
Allen	w80_d405e23671
und	w82_d405e23674
eeden,	w85_d405e23678
der	w87_d405e23682
Natur=kunde	w89_d405e23685
und	w91_d405e23689
der	w93_d405e23692
Occonomischen	w95_d405e23695
gestiessenen,	w98_d405e23699
mitgetheilet	w100_d405e23703
von	w102_d405e23707
Franz	w104_d405e23710
Wissenschaft	w107_d405e23714
Anton	w110_d405e23719
von	w112_d405e23723
Steinberg,	w114_d405e23727
J.	w116_d405e23730
Oe.	w118_d405e23733
Hof=cammer=raht.	w120_d405e23736
Anno	w123_d405e23740
1758.	w125_d405e23745
</p>
<p id="p52_d405e23748">
Non	w4_d405e23751
der	w6_d405e23755
Hoch=gräfl.	w8_d405e23758
Windischgrätzischen	w10_d405e23761
Pu	w12_d405e23764
villen=herrschafts=canzley	w15_d405e23769
zu	w17_d405e23773
St.	w19_d405e23776
Peter	w21_d405e23779
in	w23_d405e23782
der	w25_d405e23786
Au	w28_d405e23790
wegen,	w30_d405e23794
wird	w32_d405e23797
hiemit	w34_d405e23800
jedermänniglich	w36_d405e23804
kund	w38_d405e23807
und	w41_d405e23811
zu	w43_d405e23815
wissen	w45_d405e23818
gemacht:	w47_d405e23822
was	w49_d405e23825
massen	w51_d405e23828
Christina	w53_d405e23831
Nothaftin	w56_d405e23835
ledigen	w58_d405e23840
Standes,	w60_d405e23843
geweste	w62_d405e23846
Pfarrers	w64_d405e23849
Löchin	w67_d405e23853
zu	w69_d405e23858
St.	w71_d405e23861
Peter	w73_d405e23864
in	w75_d405e23867
der	w77_d405e23870
Au,	w79_d405e23873
sich	w81_d405e23877
einige	w83_d405e23880
Zeit	w85_d405e23883
bey	w88_d405e23887
alhiesigem	w90_d405e23891
Markt	w92_d405e23895
in	w94_d405e23898
dem	w96_d405e23901
allda	w98_d405e23904
befindlichen	w100_d405e23907
Schul=haus	w103_d405e23912
Junwohnungs=weis	w105_d405e23916
aufgehalten,	w107_d405e23919
und	w110_d405e23923
daselbst	w112_d405e23927
ohne	w114_d405e23931
letzt=williger	w116_d405e23934
Disposition	w118_d405e23937
mit	w120_d405e23940
Tod	w123_d405e23944
abgegangen	w125_d405e23949
seye.	w127_d405e23952
Solchemnach	w129_d405e23955
werden	w131_d405e23958
all	w133_d405e23961
und	w136_d405e23966
jede,	w138_d405e23970
welche	w140_d405e23973
von	w142_d405e23976
gedachter	w144_d405e23979
Christina	w146_d405e23982
Not	w148_d405e23986
haftin	w151_d405e23990
ruckgebliebener	w153_d405e23994
Verlassenschaft	w155_d405e23997
einige	w157_d405e24000
Er	w159_d405e24004
sprüche,	w162_d405e24008
oder	w164_d405e24012
sonstige	w166_d405e24015
Anforderungen	w168_d405e24018
ex	w170_d405e24022
qua-	w172_d405e24025
cunque	w175_d405e24029
causa	w177_d405e24033
vel	w179_d405e24036
titulo	w181_d405e24040
zu	w183_d405e24043
machen	w185_d405e24046
gedenken,	w187_d405e24049
sich	w190_d405e24053
innerbalb	w192_d405e24058
1.	w194_d405e24061
Jahr,	w196_d405e24064
6.	w198_d405e24067
Wochen	w200_d405e24070
und	w202_d405e24073
3.	w204_d405e24077
Tä	w206_d405e24080
gen	w209_d405e24084
a	w211_d405e24088
Dato	w213_d405e24091
der	w215_d405e24095
Affigirung	w217_d405e24098
dieses	w219_d405e24101
Edicts	w221_d405e24104
bey	w223_d405e24107
Ein	w225_d405e24110
gangs	w228_d405e24115
gedachter	w230_d405e24119
Pupillen=herrschafts=canzley	w232_d405e24122
St.	w235_d405e24126
Peter	w237_d405e24130
in	w239_d405e24134
der	w241_d405e24137
Au	w243_d405e24140
also	w245_d405e24143
gewiß	w247_d405e24146
anzumelden,	w249_d405e24149
und	w252_d405e24154
sich	w254_d405e24158
behörig	w256_d405e24161
zu	w258_d405e24164
legitimiren	w260_d405e24167
haben;	w262_d405e24171
als	w264_d405e24174
im	w266_d405e24177
widrigen	w269_d405e24181
nach	w271_d405e24185
Verstreichung	w273_d405e24189
sothanen	w275_d405e24192
Termins	w277_d405e24195
denen	w280_d405e24199
sich	w282_d405e24203
nicht	w284_d405e24207
anmeldenden	w286_d405e24210
Erbs=interessenten	w288_d405e24213
</p>
<p id="p54_d405e24216">
das	w4_d405e24219
ewige	w6_d405e24223
Stelscheigen	w8_d405e24226
alieteger,	w10_d405e24229
die	w12_d405e24232
cloyunv	w14_d405e24236
lung	w17_d405e24240
vorgetommen,	w19_d405e24244
und	w21_d405e24247
was	w23_d405e24250
rechtens	w25_d405e24254
ist,	w27_d405e24257
vor	w29_d405e24260
gekehret	w32_d405e24264
werden	w34_d405e24268
solle;	w36_d405e24272
wornach	w38_d405e24275
sich	w40_d405e24278
also	w42_d405e24281
zu	w44_d405e24284
rich	w46_d405e24287
ten,	w49_d405e24292
und	w51_d405e24296
jedermann,	w53_d405e24299
deme	w55_d405e24302
daran	w57_d405e24305
gelegen,	w59_d405e24309
für	w61_d405e24312
Schaden	w64_d405e24316
zu	w66_d405e24320
hüten	w68_d405e24323
wissen	w70_d405e24327
wird.	w72_d405e24330
So	w74_d405e24333
beschehen	w76_d405e24336
Schloß	w79_d405e24340
St.	w81_d405e24345
Perer	w83_d405e24348
in	w85_d405e24351
der	w87_d405e24354
Au	w89_d405e24357
den	w91_d405e24360
1.	w93_d405e24364
Dec.	w95_d405e24367
1759.	w97_d405e24370
</p>
<p id="p56_d405e24379">
Hiemit	w4_d405e24382
wird	w6_d405e24386
kund	w8_d405e24389
und	w10_d405e24392
zu	w12_d405e24395
wissen	w14_d405e24399
gemacht,	w16_d405e24402
wasgestalten	w19_d405e24406
auf	w21_d405e24410
Verordnung	w23_d405e24413
Eines	w25_d405e24417
Hochlobl.	w27_d405e24420
Kaiserl.	w30_d405e24424
Königl.	w32_d405e24428
Hof=kriegs=räthl.	w34_d405e24431
Justiz	w36_d405e24435
col-	w38_d405e24438
legii	w41_d405e24442
all	w43_d405e24446
und	w45_d405e24449
jegliche	w47_d405e24453
Partheyen,	w49_d405e24456
so	w51_d405e24459
an	w53_d405e24462
des	w55_d405e24465
zu	w57_d405e24468
Gluß	w60_d405e24473
in	w62_d405e24477
Hungarn	w64_d405e24480
verstorbenen	w66_d405e24483
Kaiserl.	w68_d405e24486
Königl.	w70_d405e24490
Obrist=leutenant	w73_d405e24494
weyl.	w75_d405e24498
Herrn	w77_d405e24501
Anton	w79_d405e24504
von	w81_d405e24508
Walzky	w83_d405e24511
Verlassenschaft	w86_d405e24515
einige	w88_d405e24519
Sprüch,	w90_d405e24522
oder	w92_d405e24526
Forderungen	w94_d405e24529
ex	w97_d405e24533
quocunque	w99_d405e24537
demum	w101_d405e24540
Capite	w103_d405e24544
zu	w105_d405e24547
machen	w107_d405e24550
vermei	w109_d405e24553
nen,	w112_d405e24557
auf	w114_d405e24562
den	w116_d405e24565
2ten	w118_d405e24568
Jenner	w120_d405e24571
künftigen	w122_d405e24574
1760.	w124_d405e24577
Jahrs	w126_d405e24581
fruh	w129_d405e24585
um	w131_d405e24589
8.	w133_d405e24592
Uhr	w135_d405e24595
in	w137_d405e24599
dem	w139_d405e24602
Kaiserl.	w141_d405e24605
Königl	w143_d405e24608
beym	w145_d405e24611
ho	w147_d405e24614
hen	w150_d405e24619
General=commando	w152_d405e24623
im	w154_d405e24626
Königreich	w156_d405e24629
Hungarn	w158_d405e24632
aufgestelten	w161_d405e24637
Auditoriat=amt	w163_d405e24641
zu	w165_d405e24644
Prespurg	w167_d405e24647
in	w169_d405e24650
dem	w171_d405e24654
Hof=cammerraht	w174_d405e24658
Cothmannischen	w176_d405e24662
Haus	w178_d405e24665
im	w180_d405e24668
3ten	w182_d405e24672
Stock	w185_d405e24676
pro	w187_d405e24680
1mo	w189_d405e24683
2do	w191_d405e24686
&	w193_d405e24690
3tio	w195_d405e24693
Termind	w197_d405e24696
sub	w199_d405e24699
clau-	w201_d405e24702
sula	w204_d405e24707
Contumaciæ,	w206_d405e24711
&	w208_d405e24714
perpetui	w210_d405e24717
silentii	w212_d405e24720
entweder	w214_d405e24723
Persönlich,	w217_d405e24728
oder	w219_d405e24732
durch	w221_d405e24735
einen	w223_d405e24738
genugsam	w225_d405e24741
unterrich	w227_d405e24745
teten	w230_d405e24749
Mandatarium	w232_d405e24753
sich	w234_d405e24756
zu	w236_d405e24759
melden,	w238_d405e24763
forthin	w240_d405e24766
ihre	w242_d405e24769
Behelfe	w245_d405e24773
mittels	w247_d405e24777
beybringenden	w249_d405e24781
Originalschrif	w251_d405e24784
ten,	w254_d405e24788
oder	w256_d405e24792
hinlänglichen	w258_d405e24795
Zeugenschaften	w260_d405e24799
zu	w262_d405e24802
licui	w264_d405e24805
diren	w267_d405e24809
haben.	w269_d405e24813
</p>
<p id="p58_d405e24816">
Den	w4_d405e24819
18.	w6_d405e24823
dieses	w8_d405e24826
Monats	w10_d405e24829
December	w12_d405e24832
werden	w14_d405e24836
bey	w16_d405e24839
dem	w19_d405e24843
grossen	w21_d405e24847
Blumen	w23_d405e24850
stock	w25_d405e24854
zu	w27_d405e24857
Maria	w29_d405e24860
Hilf,	w31_d405e24863
ver	w33_d405e24866
schiedene	w36_d405e24871
Bilder	w38_d405e24875
und	w40_d405e24878
Mahlereyen,	w42_d405e24881
dann	w44_d405e24884
Kupfer	w46_d405e24887
und	w49_d405e24892
Zeichnungen	w51_d405e24896
von	w53_d405e24899
denen	w55_d405e24902
besten	w57_d405e24905
Meistern,	w59_d405e24909
wie	w61_d405e24912
auch	w64_d405e24916
Verlassenschafts=effecten,	w66_d405e24920
und	w68_d405e24923
Mobilien,	w70_d405e24927
Kasten,	w73_d405e24931
Behter	w75_d405e24935
und	w77_d405e24938
Zinn,	w79_d405e24941
Vormittag	w81_d405e24945
von	w83_d405e24948
9.	w85_d405e24951
bis	w87_d405e24954
12.,	w90_d405e24958
Nachmittag	w92_d405e24963
von	w94_d405e24966
3	w96_d405e24969
bis	w98_d405e24972
6.	w100_d405e24975
Uhr,	w102_d405e24978
dem	w104_d405e24982
Meist	w106_d405e24985
bietenden	w109_d405e24989
licitando	w111_d405e24993
verkauffet.	w113_d405e24996
</p>
<list id="l60_d405e25000">
Jn	w5_d405e25003
der	w7_d405e25007
Joseph	w9_d405e25010
Kurzhöckischen	w11_d405e25013
Universitäts	w13_d405e25016
buchdruckerey	w16_d405e25021
in	w18_d405e25025
der	w20_d405e25028
Bogner=gasse	w22_d405e25031
im	w24_d405e25034
Hofglaseri	w26_d405e25038
schen	w29_d405e25042
Haus,	w31_d405e25046
ist	w33_d405e25049
zu	w35_d405e25052
haben:	w37_d405e25056
Poetischer	w40_d405e25060
Straf=brief	w42_d405e25064
eines	w44_d405e25067
wahren	w46_d405e25070
Wiener	w48_d405e25074
patriotens,	w51_d405e25078
an	w53_d405e25082
Herrn	w55_d405e25085
Naseweiß,	w57_d405e25088
einen	w59_d405e25092
unbeson	w61_d405e25095
nenen	w64_d405e25099
Kriegs=ratsoneur	w66_d405e25103
4to.	w68_d405e25106
7.	w70_d405e25110
kr.	w72_d405e25113
Sonderbare	w75_d405e25117
Andachts=übung	w77_d405e25121
für	w79_d405e25124
die	w81_d405e25128
9.	w83_d405e25131
letzte	w85_d405e25134
dige	w88_d405e25138
der	w90_d405e25142
Geburt	w92_d405e25146
Christi,	w94_d405e25149
in	w96_d405e25152
8.	w98_d405e25155
in	w100_d405e25158
Leder	w102_d405e25161
17.	w104_d405e25165
kr.	w106_d405e25168
Frotnari	w109_d405e25172
12.	w111_d405e25176
kr.	w113_d405e25179
Des	w116_d405e25184
W.	w118_d405e25188
E.	w120_d405e25191
und	w122_d405e25194
durch	w124_d405e25197
seine	w126_d405e25201
geistliche	w128_d405e25204
Exerci	w130_d405e25207
tien	w133_d405e25211
berühmten	w135_d405e25215
P.	w137_d405e25219
Anton	w139_d405e25222
Cito	w141_d405e25225
S.	w143_d405e25228
J.	w145_d405e25231
Christliche	w147_d405e25234
Wahrheiten,	w150_d405e25239
bestehend	w152_d405e25243
in	w154_d405e25246
9.	w156_d405e25249
Ermahnungen,	w158_d405e25252
aus	w160_d405e25256
Sprache	w163_d405e25260
übersetzet	w165_d405e25264
der	w168_d405e25268
Wälschen	w170_d405e25272
in	w172_d405e25276
die	w174_d405e25279
Teuts	w176_d405e25282
von	w179_d405e25286
Joseph	w181_d405e25290
Kurzbocken	w183_d405e25294
.	w185_d405e25297
in	w187_d405e25300
e.	w189_d405e25303
inzband	w192_d405e25307
51.	w194_d405e25312
kr.	w196_d405e25315
Dritter	w199_d405e25319
Band	w201_d405e25323
A.	w203_d405e25326
R.	w205_d405e25330
P.	w207_d405e25333
Grill	w209_d405e25336
S.	w211_d405e25339
J.	w213_d405e25342
Sitten=lehr	w215_d405e25345
und	w218_d405e25350
Fasten=predigen	w220_d405e25354
4.	w222_d405e25357
in	w224_d405e25360
Franzband	w226_d405e25363
2.	w228_d405e25367
fl.	w230_d405e25370
24.	w232_d405e25373
kr.	w234_d405e25376
Abriß	w237_d405e25380
von	w239_d405e25385
dem	w241_d405e25388
Sarge,	w243_d405e25391
welchen	w245_d405e25394
man	w247_d405e25397
zu	w249_d405e25400
Wien	w251_d405e25404
auf	w254_d405e25408
dem	w256_d405e25412
alten	w258_d405e25415
Fleisch=markte,	w260_d405e25418
am	w262_d405e25422
2.	w264_d405e25425
des	w266_d405e25428
Win	w268_d405e25431
ter=monats	w271_d405e25435
im	w273_d405e25440
Jahre	w275_d405e25443
1759.	w277_d405e25446
ausgegraben	w279_d405e25449
hat	w281_d405e25452
3.	w283_d405e25455
kr.	w285_d405e25459
</list>
<p id="p62_d405e25466">
Von	w4_d405e25469
der	w6_d405e25473
Hochgräflich=Dietrichsteinischen	w8_d405e25476
Herr	w10_d405e25479
schaft	w13_d405e25484
Ulrichskirchen	w15_d405e25488
Amts=canzley	w17_d405e25491
wegen,	w19_d405e25494
wirdet	w21_d405e25497
hiemit	w24_d405e25502
jedermänniglich	w26_d405e25506
kund	w28_d405e25509
und	w30_d405e25512
zu	w32_d405e25515
wissen	w34_d405e25518
ge	w36_d405e25522
</p>
<p id="p66_d405e25527">
.	w4_d405e25530
macht,	w7_d405e25535
wos	w9_d405e25539
gestalten	w11_d405e25542
die	w13_d405e25546
dem	w15_d405e25549
Benediet	w17_d405e25552
Pfeiser	w19_d405e25555
zu	w22_d405e25559
obbesagter	w24_d405e25564
Herrschaft	w26_d405e25567
Unterthänig	w28_d405e25570
gewesten	w30_d405e25573
Mühler=meister	w33_d405e25577
in	w35_d405e25582
Kreith	w37_d405e25585
seel.	w39_d405e25588
eigentumlich	w41_d405e25591
ange	w43_d405e25594
hörige	w46_d405e25599
Mühl,	w48_d405e25603
samt	w50_d405e25606
Haus	w52_d405e25609
und	w54_d405e25612
Ueberländgrund	w56_d405e25615
flucken,	w59_d405e25620
Wein	w61_d405e25624
und	w63_d405e25627
verschiedenen	w65_d405e25630
anderen	w67_d405e25633
Effe	w69_d405e25637
cten,	w72_d405e25641
a	w74_d405e25645
dem	w76_d405e25648
Meiß=bietenden	w78_d405e25651
zu	w80_d405e25655
verkauffen	w82_d405e25658
seye.	w84_d405e25661
Wer	w87_d405e25665
nun	w89_d405e25669
hiervon	w91_d405e25673
enas	w93_d405e25676
käuflichen	w95_d405e25679
an	w97_d405e25682
sich	w99_d405e25685
zu	w101_d405e25688
bringen	w104_d405e25693
gedenket,	w106_d405e25697
hat	w108_d405e25700
sich	w110_d405e25703
den	w112_d405e25706
3	w114_d405e25710
Jenner	w117_d405e25714
einge	w119_d405e25718
henden	w122_d405e25722
1760.	w124_d405e25726
Jahrs	w126_d405e25730
um	w128_d405e25733
8.	w130_d405e25736
Uhrlfruh	w132_d405e25739
bey	w134_d405e25742
obge	w136_d405e25745
dachter	w139_d405e25750
Herrschafts=canzley	w141_d405e25754
zu	w143_d405e25757
melden.	w145_d405e25760
Actum	w147_d405e25763
Schloß	w150_d405e25768
Ulrichs=kirchen	w152_d405e25772
den	w154_d405e25775
2.	w156_d405e25778
December	w158_d405e25781
1759.	w160_d405e25785
</p>
<p id="p68_d405e25788">
Von	w4_d405e25791
N.	w6_d405e25795
Richter	w8_d405e25798
und	w10_d405e25801
Raht	w12_d405e25804
der	w14_d405e25808
Kaiserl.	w16_d405e25811
Kö	w18_d405e25814
nigl	w21_d405e25818
Landes=fürstl.	w23_d405e25822
Stadt	w25_d405e25826
Hainburg	w27_d405e25829
wetzen	w29_d405e25832
rc.	w31_d405e25835
allen	w34_d405e25839
und	w36_d405e25844
jeden,	w38_d405e25847
so	w40_d405e25850
in	w43_d405e25854
Kein	w45_d405e25858
Pancratz	w47_d405e25862
Linzbüch	w49_d405e25865
ler,	w52_d405e25869
gewest	w54_d405e25873
Burgerl.	w56_d405e25876
Schif=mühler=meister	w58_d405e25880
seel.	w60_d405e25883
zuruckgelassene	w63_d405e25887
Verlassenschaft	w65_d405e25891
einige	w67_d405e25894
Sprüch	w69_d405e25898
und	w71_d405e25901
Anforderungen	w74_d405e25905
haben,	w76_d405e25909
oder	w78_d405e25912
ex	w80_d405e25916
quocunque	w82_d405e25919
de-	w84_d405e25922
mum	w87_d405e25926
capite,	w89_d405e25930
vel	w91_d405e25934
titulo,	w93_d405e25937
vel	w95_d405e25940
causa	w97_d405e25943
zu	w99_d405e25946
stellen	w101_d405e25949
vermeinen,	w104_d405e25954
hiemit	w106_d405e25958
ex	w108_d405e25961
officio	w110_d405e25964
anzufügen,	w112_d405e25967
was	w114_d405e25971
gestalten	w117_d405e25975
die	w119_d405e25979
Nohtdurft	w121_d405e25982
erfordere,	w123_d405e25985
zu	w125_d405e25989
derensel	w127_d405e25992
ben	w130_d405e25996
Vernehmung	w132_d405e26000
eine	w134_d405e26003
Convocation	w136_d405e26007
anzuordnen;	w138_d405e26010
zu	w141_d405e26014
welchem	w143_d405e26018
Ende	w145_d405e26021
dann	w147_d405e26025
eine	w149_d405e26028
Tagsatzung	w151_d405e26031
pro	w153_d405e26034
pri	w155_d405e26037
mo,	w158_d405e26042
secundo	w160_d405e26046
&	w162_d405e26049
rertio	w164_d405e26052
termino	w166_d405e26055
peremptorio	w168_d405e26058
deren	w171_d405e26063
gewöhnlichen	w173_d405e26067
6.	w175_d405e26070
Wochen	w177_d405e26073
und	w179_d405e26076
3.	w181_d405e26080
Tägen,	w184_d405e26084
von	w187_d405e26089
untem	w189_d405e26093
gesetzten	w191_d405e26096
Dato	w193_d405e26100
an,	w195_d405e26103
auf	w197_d405e26106
dem	w199_d405e26109
10.	w201_d405e26112
nuarii	w204_d405e26117
nächst	w206_d405e26121
einruckenden	w208_d405e26124
1760	w210_d405e26127
Jahrs	w212_d405e26130
sruh	w214_d405e26133
um	w216_d405e26137
8.	w219_d405e26141
Uhr	w221_d405e26145
auf	w223_d405e26148
dem	w225_d405e26151
Kaiserl.	w227_d405e26155
Königl.	w229_d405e26158
Raht=haus	w231_d405e26161
entweders	w234_d405e26165
persönlich,	w236_d405e26169
oder	w238_d405e26173
durch	w240_d405e26176
genugsam	w242_d405e26179
be	w244_d405e26182
vollmächtigte	w247_d405e26186
Gewalt=tragere	w249_d405e26191
also	w251_d405e26194
gewiß	w253_d405e26197
zu	w255_d405e26200
er	w257_d405e26203
scheinen	w260_d405e26208
bestimmet	w262_d405e26212
worden,	w264_d405e26215
wie	w266_d405e26218
im	w268_d405e26221
widrigen	w270_d405e26224
die	w273_d405e26229
Ausbleibende,	w275_d405e26233
und	w277_d405e26236
sich	w279_d405e26239
in	w281_d405e26242
tempote	w283_d405e26246
præsixo	w285_d405e26249
nicht	w288_d405e26253
anmeldende	w290_d405e26257
Prätendeuten,	w292_d405e26260
oder	w294_d405e26264
Glaubigere	w296_d405e26267
mit	w299_d405e26271
ihren	w301_d405e26275
Sprüchen	w303_d405e26278
nicht	w305_d405e26282
mehr	w307_d405e26285
angehöret,	w309_d405e26288
sondern	w311_d405e26291
von	w314_d405e26295
des	w316_d405e26300
ermeldeten	w318_d405e26303
Pancratz	w320_d405e26306
Linzbüchler	w322_d405e26309
vorhan	w324_d405e26312
denen	w327_d405e26317
Habschaft,	w329_d405e26321
auch	w331_d405e26324
Verlassenschaftsvermö	w333_d405e26327
gen	w336_d405e26331
völlig	w338_d405e26336
ausgeschlossen	w340_d405e26339
seyn,	w342_d405e26342
auch	w344_d405e26345
hieran	w346_d405e26348
cum	w348_d405e26351
onere	w351_d405e26356
perpetui	w353_d405e26360
ßilentii	w355_d405e26363
nicht	w357_d405e26366
das	w359_d405e26369
geringste	w361_d405e26373
mehr	w363_d405e26376
zu	w366_d405e26380
forderen,	w368_d405e26384
noch	w370_d405e26387
zu	w372_d405e26391
suchen	w374_d405e26394
haben	w376_d405e26397
sollen.	w378_d405e26400
Wor	w380_d405e26403
nach	w383_d405e26408
sich	w385_d405e26412
dann	w387_d405e26415
ein	w389_d405e26418
jeder	w391_d405e26421
zu	w393_d405e26424
richten,	w395_d405e26428
und	w397_d405e26431
seinem	w399_d405e26434
Juri	w402_d405e26438
zu	w404_d405e26442
invigiliren	w406_d405e26446
wissen	w408_d405e26449
wird.	w410_d405e26452
Actum	w412_d405e26455
Stadt	w414_d405e26458
Hainburg	w417_d405e26463
den	w419_d405e26467
14.	w421_d405e26470
Novemb.	w424_d405e26474
1759.	w426_d405e26478
</p>
<p id="p70_d405e26485">
NB.	w4_d405e26488
Es	w6_d405e26492
seynd	w8_d405e26495
hier	w10_d405e26498
wieder	w12_d405e26501
angekommen	w14_d405e26505
die	w16_d405e26508
Ge	w18_d405e26511
brüdere	w21_d405e26515
Montanz	w23_d405e26519
mit	w25_d405e26523
verschiedenen	w27_d405e26526
Blumen	w29_d405e26529
</p>
<p id="p72_d405e26533">
Gelbe	w4_d405e26536
Tazzetten.	w6_d405e26540
Gefüllte	w8_d405e26543
weisse	w10_d405e26546
Hyaeinthen,	w12_d405e26549
Leibeforbe	w15_d405e26554
gefüllte	w17_d405e26558
Hygeinten.	w19_d405e26561
Vidlblaue	w21_d405e26564
gefüllte	w23_d405e26567
Heinthen.	w26_d405e26572
Frühe	w28_d405e26576
