<doc id="wr_1762-06-12" attrs="word" year="1762" month="06" day="12" corpus="2">
<head id="h2_d664e3095">
Monte=Christo,	w1_d664e3099
zu	w1_d664e21203
gleicher	w3_d664e21206
Zeit	w5_d664e21209
die	w7_d664e21212
Restitution	w9_d664e21215
der	w11_d664e21218
Schiffe	w13_d664e21222
Sr.	w1_d664e21227
allerchristl	w3_d664e21230
Majest.	w5_d664e21233
zu	w7_d664e21236
erhalten;	w9_d664e21239
so	w11_d664e21242
ist	w13_d664e21246
hierdurch	w1_d664e21251
der	w3_d664e21254
allerchristl.	w5_d664e21257
König	w7_d664e21260
berechtiget	w9_d664e21263
worden,	w1_d664e21268
gegen	w3_d664e21271
Se.	w5_d664e21274
allergetr.	w7_d664e21277
Majestät	w9_d664e21280
den	w11_d664e21283
Krieg	w1_d664e21289
zu	w3_d664e21292
declariren.	w5_d664e21295
</p>
<head id="h2_d664e21301">
(Das	w1_d664e21305
übrige	w3_d664e21308
folgt	w5_d664e21311
künftig.	w7_d664e21314
</head>
<list id="l4_d664e21317">
</list>
<list id="l6_d664e21324">
Bey	w1_d664e21328
Emerich	w3_d664e21331
Felix	w5_d664e21334
Bader	w7_d664e21337
in	w9_d664e21340
der	w11_d664e21343
Bogner=gasse	w13_d664e21347
nächst	w1_d664e21352
dem	w3_d664e21355
Todten=kopf	w5_d664e21358
ist	w7_d664e21361
zu	w9_d664e21364
haben:	w11_d664e21367
Gesätz=mäßige	w1_d664e21372
Beurtheilung	w3_d664e21375
des	w5_d664e21378
Betragens,	w7_d664e21381
wel	w9_d664e21384
ches	w1_d664e21390
bey	w3_d664e21393
den	w5_d664e21396
angestellten	w7_d664e21399
Reichs=deliberationen,	w9_d664e21402
zu	w11_d664e21405
Kaiserl.	w1_d664e21410
Majest.	w3_d664e21413
Bevollmächtigung	w5_d664e21416
im	w7_d664e21419
Namen	w9_d664e21422
des	w11_d664e21425
Reichs	w1_d664e21430
den	w3_d664e21433
Friedens=congreß	w5_d664e21436
zu	w7_d664e21439
Augspurg	w9_d664e21442
zu	w11_d664e21445
be	w13_d664e21449
schicken,	w1_d664e21454
von	w3_d664e21457
den	w5_d664e21460
widrigen	w7_d664e21463
Gesandschaften	w9_d664e21466
geäuf	w11_d664e21469
sert	w1_d664e21475
worden	w3_d664e21478
ist,	w5_d664e21481
4to.	w7_d664e21484
1762.	w9_d664e21487
à	w11_d664e21490
34.	w13_d664e21494
kr.	w15_d664e21497
P.	w1_d664e21502
Franc.	w3_d664e21505
Neumayer	w5_d664e21508
S.	w7_d664e21511
J	w9_d664e21514
Kern	w11_d664e21517
des	w13_d664e21521
Christen	w15_d664e21524
thums,	w1_d664e21529
oder	w3_d664e21532
Christ=catholische	w5_d664e21535
Glaubens	w7_d664e21538
und	w9_d664e21541
Sit	w11_d664e21544
ten	w1_d664e21549
lehre	w3_d664e21552
in	w5_d664e21555
immerwährende	w7_d664e21558
Uebung	w9_d664e21561
gesetzt,	w11_d664e21564
8vo,	w13_d664e21568
1762.	w1_d664e21574
à	w3_d664e21577
24.	w5_d664e21580
kr.	w7_d664e21583
Architectore	w1_d664e21588
Hydrausique,	w3_d664e21591
ou	w5_d664e21594
l'art	w7_d664e21597
de	w9_d664e21600
con-	w11_d664e21603
duire,	w1_d664e21608
d'elever,	w3_d664e21611
&	w5_d664e21614
de	w7_d664e21617
menager	w9_d664e21620
les	w11_d664e21623
Baux	w13_d664e21627
pour	w15_d664e21630
les	w1_d664e21635
differens	w3_d664e21638
besoins	w5_d664e21641
de	w7_d664e21644
la	w9_d664e21647
vie;	w11_d664e21650
&	w13_d664e21654
l'art	w15_d664e21657
de	w17_d664e21660
diri-	w19_d664e21663
ger	w1_d664e21669
les	w3_d664e21672
Eaux	w5_d664e21675
de	w7_d664e21678
la	w9_d664e21681
Mer	w11_d664e21684
&	w13_d664e21688
des	w15_d664e21691
Rivieres	w17_d664e21694
à	w19_d664e21697
l'a-	w21_d664e21700
vantage	w1_d664e21705
de	w3_d664e21708
la	w5_d664e21711
defense	w7_d664e21714
des	w9_d664e21717
Places,	w11_d664e21720
du	w13_d664e21724
Commer-	w15_d664e21727
ce,	w1_d664e21732
&	w3_d664e21735
de	w5_d664e21738
l'Agriculture,	w7_d664e21741
par	w9_d664e21744
M.	w11_d664e21747
Belidor	w13_d664e21751
IV.	w15_d664e21754
Vo-	w17_d664e21757
lumnes.	w1_d664e21762
avec	w3_d664e21765
figures,	w5_d664e21768
4to	w7_d664e21771
Paris,	w9_d664e21774
60.	w11_d664e21777
fl.	w13_d664e21781
Memoires	w1_d664e21787
pour	w3_d664e21790
servir	w5_d664e21793
à	w7_d664e21796
l'Histoire	w9_d664e21799
des	w11_d664e21802
Insectes,	w13_d664e21806
par	w1_d664e21811
M.	w3_d664e21814
de	w5_d664e21817
Reaumur,	w7_d664e21820
VI.	w9_d664e21823
Tomes,	w11_d664e21826
avec	w13_d664e21830
figur.	w15_d664e21833
4to	w1_d664e21838
Paris,	w3_d664e21841
56.	w5_d664e21844
fl.	w7_d664e21847
Histoire	w1_d664e21852
naturelle,	w3_d664e21855
generale	w5_d664e21858
&	w7_d664e21861
particuliere,	w9_d664e21864
avec	w1_d664e21870
la	w3_d664e21873
description	w5_d664e21876
du	w7_d664e21879
Cabinet	w9_d664e21882
du	w11_d664e21885
Roi,	w13_d664e21889
Tome	w15_d664e21892
VIII.	w1_d664e21897
&	w3_d664e21900
IX.	w5_d664e21903
avec	w7_d664e21906
figures,	w9_d664e21909
4to	w11_d664e21912
Paris,	w13_d664e21916
20.	w15_d664e21919
fl.	w17_d664e21922
</list>
<p id="p8_d664e21926">
Von	w1_d664e21930
N.	w3_d664e21933
Burgermeister,	w5_d664e21936
Stadt=richter	w7_d664e21939
und	w9_d664e21942
Raht	w1_d664e21947
der	w3_d664e21950
Landes=fürstlichen	w5_d664e21953
Stadt	w7_d664e21956
Prugg	w9_d664e21959
an	w11_d664e21962
der	w13_d664e21966
Leytha	w1_d664e21971
wegen,	w3_d664e21974
wird	w5_d664e21977
hiemit	w7_d664e21980
jedermänniglich	w9_d664e21983
kund	w11_d664e21986
und	w1_d664e21992
zu	w3_d664e21995
wissen	w5_d664e21998
gemacht,	w7_d664e22001
daß,	w9_d664e22004
nachdeme	w11_d664e22007
die	w13_d664e22011
vor	w15_d664e22014
hin	w1_d664e22019
zu	w3_d664e22022
Licitirung	w5_d664e22025
des	w7_d664e22028
hier	w9_d664e22031
auf	w11_d664e22034
dem	w13_d664e22038
Platz	w15_d664e22041
ligend	w17_d664e22044
Joseph=Solderischen	w1_d664e22049
Haus,	w3_d664e22052
samt	w5_d664e22055
der	w7_d664e22058
darauf	w9_d664e22061
ra	w11_d664e22064
dicirten	w1_d664e22069
Materialisten=handlung,	w3_d664e22072
nebst	w5_d664e22075
noch	w7_d664e22078
einig=unverkauften	w1_d664e22084
Grund=stücken	w3_d664e22087
angeordnete	w5_d664e22090
Tagsatzungen	w1_d664e22095
ihren	w3_d664e22098
Effect	w5_d664e22101
nicht	w7_d664e22104
erreichet	w9_d664e22107
haben	w11_d664e22110
nun	w1_d664e22115
wiederumen	w3_d664e22118
eine	w5_d664e22121
weitere	w7_d664e22124
auf	w9_d664e22127
den	w11_d664e22130
30.	w13_d664e22134
Junii	w15_d664e22137
1762	w1_d664e22142
anberrumet	w3_d664e22145
worden	w5_d664e22148
seye;	w7_d664e22151
es	w9_d664e22154
werden	w11_d664e22157
dem	w13_d664e22161
nach	w1_d664e22167
diejenige,	w3_d664e22170
so	w5_d664e22173
hierumen	w7_d664e22176
zu	w9_d664e22179
licitiren	w11_d664e22182
geden	w13_d664e22186
ken,	w1_d664e22191
an	w3_d664e22194
gleich	w5_d664e22197
besagtem	w7_d664e22200
Tag	w9_d664e22203
fruhe	w11_d664e22206
um	w13_d664e22210
9.	w15_d664e22213
Uhr	w17_d664e22216
in	w19_d664e22219
Prugg	w1_d664e22224
auf	w3_d664e22227
dem	w5_d664e22230
Rahthaus	w7_d664e22233
sich	w9_d664e22236
einzufinden	w11_d664e22239
haben	w13_d664e22243
</p>
<p id="p10_d664e22246">
Von	w1_d664e22250
dem	w3_d664e22253
Kaiserl.	w5_d664e22256
Königl.	w7_d664e22259
Stadt	w9_d664e22262
und	w11_d664e22265
Landge	w13_d664e22269
richt	w1_d664e22274
Wien	w3_d664e22277
wird	w5_d664e22280
denen	w7_d664e22283
sammentlichen	w9_d664e22286
Chyrogra	w11_d664e22289
phar=creditoren	w1_d664e22294
des	w3_d664e22297
Johann	w5_d664e22300
Georg	w7_d664e22303
Geuebers,	w9_d664e22306
ge	w11_d664e22309
west=Burgerl.	w1_d664e22315
Wirts	w3_d664e22318
und	w5_d664e22321
Haus=inhabers	w7_d664e22324
allhier	w9_d664e22327
hiermit	w1_d664e22332
angefüget;	w3_d664e22335
wasgestalten	w5_d664e22338
der	w7_d664e22341
Johann	w9_d664e22344
Mi	w11_d664e22347
chael	w1_d664e22352
Nitzl,	w3_d664e22355
Burgerl.	w5_d664e22358
Schneider=meister	w7_d664e22361
nomine	w9_d664e22364
seiner	w1_d664e22369
Ehe=wirtin	w3_d664e22372
gebornen	w5_d664e22375
Gruberin	w7_d664e22378
fupplicando	w9_d664e22381
angebracht,	w1_d664e22387
wie	w3_d664e22390
daß	w5_d664e22393
nach	w7_d664e22396
der	w9_d664e22399
in	w11_d664e22402
Betref	w13_d664e22406
deren	w15_d664e22409
sam	w17_d664e22412
mentlich	w1_d664e22417
Grueberischen	w3_d664e22420
Creditoren	w5_d664e22423
gerichtlich	w7_d664e22426
be	w9_d664e22429
schehenen	w1_d664e22434
Claßification	w3_d664e22437
135.	w5_d664e22440
fl.	w7_d664e22443
34.	w9_d664e22446
kr.	w11_d664e22449
2.	w13_d664e22453
pf.	w15_d664e22456
erübriget	w1_d664e22461
worden,	w3_d664e22464
und	w5_d664e22467
annoch	w7_d664e22470
in	w9_d664e22473
Deposito	w11_d664e22476
befind	w13_d664e22480
lich	w1_d664e22486
seyen,	w3_d664e22489
auch	w5_d664e22492
nunmehro	w7_d664e22495
die	w9_d664e22498
diesfällige	w11_d664e22501
Hypo	w13_d664e22505
thecar=creditores	w1_d664e22510
sich	w3_d664e22513
bereits	w5_d664e22516
erkläret,	w7_d664e22519
daß	w9_d664e22522
sie	w11_d664e22525
we	w13_d664e22529
gen	w1_d664e22534
Ausfolglassung	w3_d664e22537
sothanen	w5_d664e22540
135	w7_d664e22543
fl.	w9_d664e22546
34.	w11_d664e22549
kr.	w13_d664e22553
2.	w15_d664e22556
pf.	w17_d664e22559
kein	w1_d664e22564
Bedenken	w3_d664e22567
trageten,	w5_d664e22570
folgsam	w7_d664e22573
dermalen	w9_d664e22576
nur	w11_d664e22579
auf	w1_d664e22585
die	w3_d664e22588
Chyrographar=ereditores	w5_d664e22591
ankommet,	w7_d664e22594
ob	w9_d664e22597
</p>
<p id="p16_d664e22611">
selbe	w1_d664e22615
wider	w3_d664e22618
die	w5_d664e22621
ersagte	w7_d664e22624
Erfolglassung	w9_d664e22627
einige	w11_d664e22630
Ein	w13_d664e22634
wendung	w1_d664e22639
zu	w3_d664e22642
machen	w5_d664e22645
vermeinten,	w7_d664e22648
alldieweilen	w9_d664e22651
aber	w11_d664e22654
ihme	w1_d664e22659
Nitzl	w3_d664e22662
keiner	w5_d664e22665
derenselben	w7_d664e22668
bekannt,	w9_d664e22671
als	w11_d664e22674
bate	w13_d664e22678
derselbe,	w1_d664e22684
daß	w3_d664e22687
sub	w5_d664e22690
termino	w7_d664e22693
præclusi	w9_d664e22696
eine	w11_d664e22699
nochma	w13_d664e22703
lige	w1_d664e22708
Tagsatzung	w3_d664e22711
anberaumet,	w5_d664e22714
auch	w7_d664e22717
ihnen	w9_d664e22720
Gruebe	w11_d664e22723
rischen	w1_d664e22728
Creditoren	w3_d664e22731
sothane	w5_d664e22734
Verordnung	w7_d664e22737
per	w9_d664e22740
Edi-	w11_d664e22743
ctum	w1_d664e22748
ad	w3_d664e22751
vaivas	w5_d664e22754
intimiret	w7_d664e22757
werden	w9_d664e22760
möchte;	w11_d664e22763
Da	w13_d664e22767
nun	w1_d664e22773
hierauf	w3_d664e22776
über	w5_d664e22779
die	w7_d664e22782
bestimmt=gewest=jedoch	w9_d664e22785
frucht	w11_d664e22788
los	w1_d664e22793
abgeloffene	w3_d664e22796
peremptorische	w5_d664e22799
eine	w7_d664e22802
superperempto	w9_d664e22805
rische	w1_d664e22810
bey	w3_d664e22813
würklicher	w5_d664e22816
Anhörung	w7_d664e22819
in	w9_d664e22822
contumaciam	w11_d664e22825
clausulirte	w1_d664e22830
Tagsatzung,	w3_d664e22833
und	w5_d664e22836
zwar	w7_d664e22839
mit	w9_d664e22842
dem	w11_d664e22845
ausdrück	w13_d664e22849
lichen	w1_d664e22855
Anhang:	w3_d664e22858
daß	w5_d664e22861
in	w7_d664e22864
nicht	w9_d664e22867
Erscheinungs=fall	w11_d664e22870
in	w13_d664e22874
die	w1_d664e22879
gebettene	w3_d664e22882
Erfolglassung	w5_d664e22885
gewilliget	w7_d664e22888
werden	w9_d664e22891
sol	w11_d664e22894
le,	w1_d664e22899
auf	w3_d664e22902
den	w5_d664e22905
28.	w7_d664e22908
dies	w9_d664e22911
Monats	w11_d664e22914
Junii	w13_d664e22918
fruhe	w15_d664e22921
um	w17_d664e22924
8.	w19_d664e22927
Uhr	w1_d664e22932
auf	w3_d664e22935
dem	w5_d664e22938
Kaiserl.	w7_d664e22941
Königl.	w9_d664e22944
Stadt=gericht	w11_d664e22947
zu	w13_d664e22951
erscheinen	w1_d664e22957
angeordnet	w3_d664e22960
worden	w5_d664e22963
ist.	w7_d664e22966
Als	w9_d664e22969
wird	w11_d664e22972
die	w13_d664e22976
gleich	w1_d664e22981
berührt	w3_d664e22984
superperemptorisch=clausulirte	w5_d664e22987
Tag	w7_d664e22990
satzung	w1_d664e22995
all	w3_d664e22998
und	w5_d664e23001
jeden	w7_d664e23004
hieroben	w9_d664e23007
erwehnt	w11_d664e23010
Grueberischk	w13_d664e23014
Chyrographar=creditoren	w1_d664e23019
in	w3_d664e23022
Kraft	w5_d664e23025
gegenwärtig	w7_d664e23028
offenen	w1_d664e23034
Edicts	w3_d664e23037
hiemit	w5_d664e23040
nochmalen	w7_d664e23043
anerinneret.	w9_d664e23046
</p>
<p id="p18_d664e23049">
Hiemit	w1_d664e23053
wird	w3_d664e23056
jedermänniglich	w5_d664e23059
kund	w7_d664e23062
und	w9_d664e23065
zu	w11_d664e23068
wis	w13_d664e23072
sen	w1_d664e23077
gemacht,	w3_d664e23080
wasgestalten	w5_d664e23083
daß	w7_d664e23086
in	w9_d664e23089
der	w11_d664e23092
Landes	w13_d664e23096
fürstl.	w15_d664e23099
Stadt	w1_d664e23104
Prugg	w3_d664e23107
an	w5_d664e23110
der	w7_d664e23113
Leytha,	w9_d664e23116
in	w11_d664e23119
der	w13_d664e23123
Alt=stadt	w15_d664e23126
ne	w17_d664e23129
ben	w1_d664e23135
den	w3_d664e23138
K.	w5_d664e23141
K.	w7_d664e23144
Maut	w9_d664e23147
und	w11_d664e23150
Aufschlags=amt	w13_d664e23154
zum	w15_d664e23157
goldenen	w1_d664e23162
Ochsen	w3_d664e23165
genannte	w5_d664e23168
Wirts=haus	w7_d664e23171
alltäglich	w9_d664e23174
zu	w1_d664e23179
verkauffen	w3_d664e23182
seye;	w5_d664e23185
wer	w7_d664e23188
demnach	w9_d664e23191
solches	w11_d664e23194
käuflich	w13_d664e23198
an	w1_d664e23203
sich	w3_d664e23206
zu	w5_d664e23209
bringen	w7_d664e23212
gedenket,	w9_d664e23215
kan	w11_d664e23218
sich	w13_d664e23222
bey	w15_d664e23225
dem	w17_d664e23228
Ei	w19_d664e23231
gentumer	w1_d664e23237
Franz	w3_d664e23240
Güetling	w5_d664e23243
in	w7_d664e23246
vorbesagter	w9_d664e23249
Behausung	w11_d664e23252
all=stündlich	w1_d664e23257
annelden,	w3_d664e23260
und	w5_d664e23263
den	w7_d664e23266
Kauf	w9_d664e23269
abschliessen.	w11_d664e23272
</p>
<p id="p20_d664e23275">
Von	w1_d664e23279
des	w3_d664e23282
von	w5_d664e23285
dem	w7_d664e23288
Löbl.	w9_d664e23291
Kais.	w11_d664e23294
Stift	w13_d664e23298
und	w15_d664e23301
Frauen	w17_d664e23304
Kloster	w1_d664e23309
Ord.	w3_d664e23312
S.	w5_d664e23315
Dominici	w7_d664e23318
zu	w9_d664e23321
dem	w11_d664e23324
H.	w13_d664e23328
Creutz	w15_d664e23331
in	w17_d664e23334
Tulln	w1_d664e23339
aufgestellten	w3_d664e23342
Judicli	w5_d664e23345
Deleg.	w7_d664e23348
wegen,	w9_d664e23351
wird	w11_d664e23354
hiemit	w1_d664e23360
durch	w3_d664e23363
dieses	w5_d664e23366
offentliche	w7_d664e23369
Edict	w9_d664e23372
jedermännig	w11_d664e23375
lich	w1_d664e23380
kund	w3_d664e23383
und	w5_d664e23386
zu	w7_d664e23389
wissen	w9_d664e23392
gemacht,	w11_d664e23395
welchergestalten	w13_d664e23399
auf	w1_d664e23404
beschehen	w3_d664e23407
schriftliches	w5_d664e23410
Anlangen	w7_d664e23413
des	w9_d664e23416
Johann	w11_d664e23419
Georg	w1_d664e23424
Hauer,	w3_d664e23427
Gräfl.	w5_d664e23430
Wurmbrandischen	w7_d664e23433
Unterthans	w9_d664e23436
zu	w1_d664e23442
Hirschstädten	w3_d664e23445
wider	w5_d664e23448
den	w7_d664e23451
Thomam	w9_d664e23454
Ecker,	w11_d664e23457
Clo	w13_d664e23461
ster	w1_d664e23466
Tullnischen	w3_d664e23469
Unterthan	w5_d664e23472
zu	w7_d664e23475
Jedlerstorf	w9_d664e23478
in	w11_d664e23481
die	w13_d664e23485
offentliche	w1_d664e23490
Feil	w3_d664e23493
biel	w5_d664e23496
und	w7_d664e23499
Licitirung	w9_d664e23502
deren	w11_d664e23505
zu	w13_d664e23509
Jedler	w15_d664e23512
storf	w1_d664e23517
gelegenen	w3_d664e23520
Thomas	w5_d664e23523
Eckerischen	w7_d664e23526
zweyen	w9_d664e23529
halb	w11_d664e23532
lehens=behausung,	w1_d664e23538
samt	w3_d664e23541
hierzu	w5_d664e23544
gehörigen	w7_d664e23547
30.	w9_d664e23550
ein	w11_d664e23553
halb	w1_d664e23558
Joch	w3_d664e23561
Aeckern,	w5_d664e23564
dann	w7_d664e23567
ein	w9_d664e23570
Viertel	w11_d664e23573
und	w13_d664e23577
ein	w15_d664e23580
Ach	w17_d664e23583
tel	w1_d664e23588
Kraut=garten,	w3_d664e23591
und	w5_d664e23594
übrigen	w7_d664e23597
Appettinentien	w9_d664e23600
un	w11_d664e23603
term	w1_d664e23608
12.	w3_d664e23611
Monats	w5_d664e23614
May	w7_d664e23617
gewilliget	w9_d664e23620
worden	w11_d664e23623
seye;	w13_d664e23627
Da	w1_d664e23633
nun	w3_d664e23636
zu	w5_d664e23639
Vornehmung	w7_d664e23642
sothaner	w9_d664e23645
Licitation	w11_d664e23648
der	w13_d664e23652
158	w1_d664e23657
Julii	w3_d664e23660
dies	w5_d664e23663
Jahrs	w7_d664e23666
zur	w9_d664e23669
Tagsatzung	w11_d664e23672
bestimmet	w13_d664e23676
den.	w1_d664e23681
Als	w3_d664e23684
wird	w5_d664e23687
ein	w7_d664e23690
solches	w9_d664e23693
hiemit	w11_d664e23696
jedermän	w13_d664e23700
sch,	w1_d664e23705
wer	w3_d664e23708
etwann	w5_d664e23711
vorbemelte	w7_d664e23714
zwey	w9_d664e23717
Halblehens	w11_d664e23720
lusungen	w1_d664e23726
samt	w3_d664e23729
hierzu	w5_d664e23732
gehörigen	w7_d664e23735
30.	w9_d664e23738
ein	w11_d664e23741
halb	w13_d664e23745
Joch	w1_d664e23750
Aeckern,	w3_d664e23753
dann	w5_d664e23756
ein	w7_d664e23759
Viertel	w9_d664e23762
und	w11_d664e23765
ein	w13_d664e23769
Achtel	w15_d664e23772
Kraut=garten	w1_d664e23777
und	w3_d664e23780
übrigen	w5_d664e23783
Zugehörungen	w7_d664e23786
käufli	w9_d664e23789
chen	w1_d664e23794
an	w3_d664e23797
sich	w5_d664e23800
zu	w7_d664e23803
bringen	w9_d664e23806
gesinnet	w11_d664e23809
ist,	w13_d664e23813
mit	w15_d664e23816
diesem	w17_d664e23819
offentlichen	w1_d664e23825
Edict	w3_d664e23828
zu	w5_d664e23831
dem	w7_d664e23834
Ende	w9_d664e23837
kund	w11_d664e23840
und	w13_d664e23844
zu	w15_d664e23847
wis	w17_d664e23850
sen	w1_d664e23855
gemacht,	w3_d664e23858
damit	w5_d664e23861
ein	w7_d664e23864
sich	w9_d664e23867
hervorthuender	w11_d664e23870
Kauf	w13_d664e23874
fer	w1_d664e23879
bey	w3_d664e23882
obbemelt	w5_d664e23885
auf	w7_d664e23888
den	w9_d664e23891
15.	w11_d664e23894
Julii	w13_d664e23898
dies	w15_d664e23901
Jahrs	w17_d664e23904
fru	w19_d664e23907
he	w1_d664e23912
um	w3_d664e23915
9.	w5_d664e23918
Uhr	w7_d664e23921
bestimmten	w9_d664e23924
Licitations=tagsatzung	w11_d664e23927
zu	w1_d664e23933
Jedlerstorf	w3_d664e23936
in	w5_d664e23939
des	w7_d664e23942
dasigen	w9_d664e23945
Dorf=richters	w11_d664e23948
Behau	w13_d664e23952
</p>
<p id="p22_d664e23955">
sung	w1_d664e23959
erscheinen,	w3_d664e23962
und	w5_d664e23965
sich	w7_d664e23968
allda	w9_d664e23971
anmelden	w11_d664e23974
lassen	w13_d664e23978
möge,	w1_d664e23983
allwo	w3_d664e23986
sodann	w5_d664e23989
das	w7_d664e23992
weitere	w9_d664e23995
behörig	w11_d664e23998
tractiret	w13_d664e24002
werden	w1_d664e24007
solle.	w3_d664e24010
I	w1_d664e24016
</p>
<p id="p24_d664e24020">
Bey	w1_d664e24024
Friedrich	w3_d664e24027
Bernhardi	w5_d664e24030
auf	w7_d664e24033
dem	w9_d664e24036
obern	w11_d664e24039
Jesui	w13_d664e24043
ter	w1_d664e24048
plätzl	w3_d664e24051
am	w5_d664e24054
Eck,	w7_d664e24057
dem	w9_d664e24060
gräfl.	w11_d664e24063
Collaltischen	w13_d664e24067
Haus	w15_d664e24070
gegen	w1_d664e24075
über	w3_d664e24078
sind	w5_d664e24081
unter	w7_d664e24084
andern	w9_d664e24087
nachfolgende	w11_d664e24090
Bü	w13_d664e24094
cher	w1_d664e24100
um	w3_d664e24103
beygesetzten	w5_d664e24106
Preis	w7_d664e24109
zu	w9_d664e24112
haben:	w11_d664e24115
</p>
<p id="p26_d664e24118">
Le	w1_d664e24122
tre	w3_d664e24125
conversioni	w5_d664e24128
dell'Inghilterra	w7_d664e24131
dal	w9_d664e24134
Paga-	w11_d664e24137
nesimo	w1_d664e24142
alla	w3_d664e24145
Religione	w5_d664e24148
Christiana,	w7_d664e24151
la	w9_d664e24154
I.	w11_d664e24157
sotto	w13_d664e24161
gli	w15_d664e24164
Apostoli	w1_d664e24169
nel	w3_d664e24172
I.	w5_d664e24175
secolo	w7_d664e24178
dopo	w9_d664e24181
Cristo:	w11_d664e24184
la	w13_d664e24188
II	w15_d664e24191
sotto	w17_d664e24194
Papa	w1_d664e24200
Eleuterio	w3_d664e24203
nel	w5_d664e24206
II.	w7_d664e24209
secolo,	w9_d664e24212
la	w11_d664e24215
III.	w13_d664e24219
sotto	w15_d664e24222
Papa	w17_d664e24225
Gregorio	w1_d664e24230
magno	w3_d664e24233
nel	w5_d664e24236
VI.	w7_d664e24239
secolo;	w9_d664e24242
con	w11_d664e24245
diverse	w13_d664e24249
al-	w15_d664e24252
tre	w1_d664e24257
materie	w3_d664e24260
appartenenti	w5_d664e24263
alle	w7_d664e24266
dette	w9_d664e24269
converlioni,	w11_d664e24272
Il	w1_d664e24277
II.	w3_d664e24280
&	w5_d664e24283
III.	w7_d664e24286
tomo	w9_d664e24289
contiene	w11_d664e24292
Esame	w13_d664e24296
del	w15_d664e24299
Calenda-	w17_d664e24302
rio	w1_d664e24308
protestante	w3_d664e24311
detto	w5_d664e24314
Foxiano	w7_d664e24317
cioè	w9_d664e24320
Volpiano	w11_d664e24323
in	w13_d664e24327
cui	w1_d664e24332
si	w3_d664e24335
contengonoi	w5_d664e24338
santi	w7_d664e24341
Martiri	w9_d664e24344
e	w11_d664e24347
Confessori	w13_d664e24351
Pro-	w15_d664e24354
testanti	w1_d664e24359
formato	w3_d664e24362
e	w5_d664e24365
posto	w7_d664e24368
dal	w9_d664e24371
Predicante	w11_d664e24374
Gio:	w13_d664e24378
Volpe	w1_d664e24383
nel	w3_d664e24386
Principio	w5_d664e24389
della	w7_d664e24392
sua	w9_d664e24395
Istoria	w11_d664e24398
della	w13_d664e24402
Chie-	w15_d664e24405
sa	w1_d664e24411
Protestante	w3_d664e24414
Anglicana,	w5_d664e24417
dopo	w7_d664e24420
vien	w9_d664e24423
la	w11_d664e24426
Confe-	w13_d664e24430
renza	w1_d664e24435
seguita	w3_d664e24438
fra	w5_d664e24441
Mr.	w7_d664e24444
di	w9_d664e24447
Perron	w11_d664e24450
e	w13_d664e24454
Mr.	w15_d664e24457
Plessis	w17_d664e24460
Mor-	w19_d664e24463
nay,	w1_d664e24468
&	w3_d664e24471
l'Esame	w5_d664e24474
di	w7_d664e24477
dieci	w9_d664e24480
publiche	w11_d664e24483
Dispute,	w13_d664e24487
tenu-	w15_d664e24490
te	w1_d664e24495
trai	w3_d664e24498
Cattolici	w5_d664e24501
ei	w7_d664e24504
Protestanti	w9_d664e24507
intorno	w11_d664e24510
al	w13_d664e24514
Sa-	w15_d664e24517
gramento	w1_d664e24523
dell'Eucaristia	w3_d664e24526
e	w5_d664e24529
al	w7_d664e24532
Sacrificio	w9_d664e24535
della	w11_d664e24538
Mes-	w13_d664e24542
sa,	w1_d664e24547
sctitto	w3_d664e24550
dal	w5_d664e24553
Rob.	w7_d664e24556
Personio	w9_d664e24559
sacerdote	w11_d664e24562
Inglese	w13_d664e24566
della	w1_d664e24571
Comp.	w3_d664e24574
di	w5_d664e24577
G.	w7_d664e24580
tradotto	w9_d664e24583
nell'Idioma	w11_d664e24586
italiano	w13_d664e24590
dal	w1_d664e24595
fu	w3_d664e24598
Franc.	w5_d664e24601
Morelli	w7_d664e24604
Sacerdote	w9_d664e24607
Fiorentino,	w11_d664e24610
III.	w13_d664e24614
Volumi	w1_d664e24620
4to	w3_d664e24623
Roma.	w5_d664e24626
1750.	w7_d664e24629
9.	w9_d664e24632
fl.	w11_d664e24635
Novo	w1_d664e24640
Theatro	w3_d664e24643
comico	w5_d664e24646
del	w7_d664e24649
S.	w9_d664e24652
Avocato	w11_d664e24655
Gol-	w13_d664e24659
doni,	w1_d664e24664
Tomo	w3_d664e24667
7.	w5_d664e24670
e	w7_d664e24673
8vo	w9_d664e24676
dell'Edizione	w11_d664e24679
di	w13_d664e24683
Bologna	w15_d664e24686
</p>
<p id="p28_d664e24689">
Von	w1_d664e24693
des	w3_d664e24696
Hochgräfl.	w5_d664e24699
Leopold	w7_d664e24702
Mariä	w9_d664e24705
Dietrich	w11_d664e24708
steinischen	w1_d664e24713
Judicii	w3_d664e24716
delegati	w5_d664e24719
als	w7_d664e24722
Herrschaft	w9_d664e24725
Sonn	w11_d664e24728
berg	w1_d664e24733
und	w3_d664e24736
Oberhollabrun	w5_d664e24739
wegen,	w7_d664e24742
wird	w9_d664e24745
durch	w11_d664e24748
die	w13_d664e24752
ses	w1_d664e24758
offentliche	w3_d664e24761
Edict	w5_d664e24764
hiemit	w7_d664e24767
jedermänniglich	w9_d664e24770
kund	w11_d664e24773
und	w1_d664e24778
zu	w3_d664e24781
wissen	w5_d664e24784
gemacht.	w7_d664e24787
Es	w9_d664e24790
seye	w11_d664e24793
