<doc id="wr_1759-09-08" attrs="word" year="1759" month="09" day="08" corpus="2">
<head id="h2_d379e4399">
Königsberg	w1_d379e4403
fl.	w3_d379e15933
ihres	w5_d379e15936
unbekannten	w7_d379e15939
Aufenthalts	w9_d379e15942
halber	w11_d379e15945
edictaliter	w1_d379e15950
vorgeladen	w3_d379e15953
werden	w5_d379e15956
sollen,	w7_d379e15959
und	w9_d379e15962
dahero	w11_d379e15965
um	w1_d379e15970
Ausfertigung	w3_d379e15973
solchen	w5_d379e15976
Valval=edicts	w7_d379e15979
gebetten,	w9_d379e15982
und	w1_d379e15988
da	w3_d379e15991
wir	w5_d379e15994
diesem	w7_d379e15997
Petito	w9_d379e16000
deferiret,	w11_d379e16003
als	w13_d379e16007
werden	w15_d379e16010
dieselbe	w1_d379e16015
von	w3_d379e16018
heut	w5_d379e16021
gesetzten	w7_d379e16024
Dato	w9_d379e16027
an,	w11_d379e16030
mit	w13_d379e16034
Ein	w15_d379e16037
schliessung	w1_d379e16042
deren	w3_d379e16045
Ferien	w5_d379e16048
inner	w7_d379e16051
6.	w9_d379e16054
Wochen	w11_d379e16057
und	w13_d379e16061
3.	w15_d379e16064
Tägen	w1_d379e16069
bey	w3_d379e16072
unser,	w5_d379e16075
und	w7_d379e16078
gemeiner	w9_d379e16081
Stadt	w11_d379e16084
Wien	w13_d379e16088
P.	w1_d379e16094
R.	w3_d379e16097
C.	w5_d379e16100
entweders	w7_d379e16103
persönlich,	w9_d379e16106
oder	w11_d379e16109
durch	w13_d379e16113
ei	w15_d379e16116
nen	w1_d379e16121
genugsam	w3_d379e16124
Bevollmächtigten	w5_d379e16127
zu	w7_d379e16130
erscheinen,	w9_d379e16133
die	w1_d379e16138
gemacht	w3_d379e16141
seyn	w5_d379e16144
sollende	w7_d379e16147
Donation	w9_d379e16150
berührter	w11_d379e16153
Bancal=affeeuration	w1_d379e16158
pr.	w3_d379e16161
5000.	w5_d379e16164
fl.	w7_d379e16167
zu	w9_d379e16170
liquidiren,	w11_d379e16173
und	w1_d379e16179
</p>
<p id="p16_d379e16184">
und	w1_d379e16188
sich	w3_d379e16191
hierzu	w5_d379e16194
zu	w7_d379e16197
legitimiren,	w9_d379e16200
wie	w11_d379e16203
im	w13_d379e16207
widri	w15_d379e16210
gen	w1_d379e16215
nach	w3_d379e16218
verflossenen	w5_d379e16221
Termin	w7_d379e16224
solche	w9_d379e16227
Assecuration	w11_d379e16230
mit	w1_d379e16235
der	w3_d379e16238
übrigen	w5_d379e16241
Verlassenschaft	w7_d379e16244
ohne	w9_d379e16247
einiger	w11_d379e16250
Er	w13_d379e16254
innerung	w1_d379e16260
der	w3_d379e16263
instituirten	w5_d379e16266
Universal=erbin	w7_d379e16269
einge	w9_d379e16272
zntwortet	w1_d379e16277
werden	w3_d379e16280
solle.	w5_d379e16283
Actum	w7_d379e16286
Wien	w9_d379e16289
den	w11_d379e16292
13.	w13_d379e16296
Julii	w1_d379e16301
1759.	w3_d379e16304
D	w1_d379e16309
</p>
<p id="p18_d379e16312">
Von	w1_d379e16316
des	w3_d379e16319
Kaiserl.	w5_d379e16322
Königl.	w7_d379e16325
Judicii	w9_d379e16328
Delegati	w11_d379e16331
Mili-	w13_d379e16335
taris	w1_d379e16340
mixti	w3_d379e16343
im	w5_d379e16346
Erz=herzogtum	w7_d379e16349
Oesterreich	w9_d379e16352
unter	w11_d379e16355
und	w1_d379e16360
ob	w3_d379e16363
der	w5_d379e16366
Enns	w7_d379e16369
wegen	w9_d379e16372
wird	w11_d379e16375
durch	w13_d379e16379
dieses	w15_d379e16382
offent	w17_d379e16385
liche	w1_d379e16391
Edict	w3_d379e16394
jedermänniglich,	w5_d379e16397
deme	w7_d379e16400
daran	w9_d379e16403
gelegen,	w11_d379e16406
kund	w1_d379e16411
und	w3_d379e16414
zu	w5_d379e16417
wissen	w7_d379e16420
gemacht:	w9_d379e16423
Es	w11_d379e16426
habe	w13_d379e16430
das	w15_d379e16433
im	w17_d379e16436
Marggraftum	w1_d379e16441
Mähren,	w3_d379e16444
und	w5_d379e16447
Schlesien	w7_d379e16450
aufgestelte	w9_d379e16453
Kais.	w1_d379e16458
Kön.	w3_d379e16461
Jud.	w5_d379e16464
Del.	w7_d379e16467
Mil.	w9_d379e16470
mixtum	w11_d379e16473
das	w13_d379e16477
Ansuchen	w15_d379e16480
gemacht,	w1_d379e16486
womit	w3_d379e16489
zu	w5_d379e16492
Richtig=stellung	w7_d379e16495
des	w9_d379e16498
Sclavoni	w11_d379e16501
chen	w1_d379e16506
Hussaren=regiments	w3_d379e16509
bestelt=gewesten	w5_d379e16512
Obrist-	w7_d379e16515
wacht=meisters	w1_d379e16520
Herrn	w3_d379e16523
Baron	w5_d379e16526
von	w7_d379e16529
Reibnitz	w9_d379e16532
ad	w11_d379e16535
Con	w13_d379e16539
cursum	w1_d379e16544
gediehenen	w3_d379e16547
Verlassenschaft	w5_d379e16550
dessen	w7_d379e16553
Tod	w9_d379e16556
sei	w11_d379e16559
nen	w1_d379e16565
Creditoren	w3_d379e16568
durch	w5_d379e16571
ein	w7_d379e16574
diesfälliges	w9_d379e16577
Edict	w11_d379e16580
behö	w13_d379e16584
rig	w1_d379e16589
kund	w3_d379e16592
gemacht,	w5_d379e16595
annebst	w7_d379e16598
ihnen	w9_d379e16601
bedeutet	w11_d379e16604
werden	w13_d379e16608
möchte,	w1_d379e16613
daß	w3_d379e16616
selbe	w5_d379e16619
innerhalb	w7_d379e16622
sechs	w9_d379e16625
Wochen	w11_d379e16628
perem	w13_d379e16632
prorie	w1_d379e16637
sub	w3_d379e16640
pæna	w5_d379e16643
præclusi	w7_d379e16646
entweder	w9_d379e16649
in	w11_d379e16652
Person,	w13_d379e16656
oder	w15_d379e16659
aber	w1_d379e16665
durch	w3_d379e16668
einen	w5_d379e16671
genugsam	w7_d379e16674
Gevollmächtigten	w9_d379e16677
vor	w11_d379e16680
obberührt	w1_d379e16685
im	w3_d379e16688
Marggraftum	w5_d379e16691
Mähren	w7_d379e16694
aufgestelt	w9_d379e16697
Kais.	w1_d379e16702
Kön	w3_d379e16705
Jud.	w5_d379e16708
Del.	w7_d379e16711
als	w9_d379e16714
in	w11_d379e16717
Sachen	w13_d379e16721
gehöriger	w15_d379e16724
Abhandlungs=instanz	w1_d379e16729
erscheinen,	w3_d379e16732
und	w5_d379e16735
die	w7_d379e16738
erforder	w9_d379e16741
liche	w1_d379e16747
Liquidations=documenta	w3_d379e16750
beybringen	w5_d379e16753
sollen.	w7_d379e16756
Gleichwie	w1_d379e16761
nun	w3_d379e16764
hierwider	w5_d379e16767
kein	w7_d379e16770
Bedenken	w9_d379e16773
obwaltet	w11_d379e16776
als	w1_d379e16781
wird	w3_d379e16784
ihnen	w5_d379e16787
Obrist=wacht=meister	w7_d379e16790
Baron	w9_d379e16793
von	w11_d379e16796
Reibnitzischen	w1_d379e16801
Creditoren	w3_d379e16804
ein	w5_d379e16807
solches	w7_d379e16810
zu	w9_d379e16813
dem	w11_d379e16816
Ende	w13_d379e16820
hiermit	w1_d379e16826
intimiret,	w3_d379e16829
auf	w5_d379e16832
daß	w7_d379e16835
selbe	w9_d379e16838
in	w11_d379e16841
obbestimter	w13_d379e16845
Zeit	w15_d379e16848
entweber	w1_d379e16853
selbst	w3_d379e16856
persönlich,	w5_d379e16859
oder	w7_d379e16862
durch	w9_d379e16865
genugsam	w11_d379e16868
instruirte	w1_d379e16873
Bevollmächtigte	w3_d379e16876
vor	w5_d379e16879
obersagt	w7_d379e16882
Kais.	w9_d379e16885
Kön.	w11_d379e16888
Jud.	w1_d379e16893
Del.	w3_d379e16896
Mil.	w5_d379e16899
mixto	w7_d379e16902
zu	w9_d379e16905
Brünn	w11_d379e16908
als	w13_d379e16912
der	w15_d379e16915
in	w17_d379e16918
Sachen	w19_d379e16921
behörigen	w1_d379e16927
Abhandlungs=instanz	w3_d379e16930
zu	w5_d379e16933
erscheinen,	w7_d379e16936
und	w9_d379e16939
die	w1_d379e16944
erforderliche	w3_d379e16947
Liquidations=documenta	w5_d379e16950
beyzu	w7_d379e16953
bringen	w1_d379e16958
wissen	w3_d379e16961
mögen.	w5_d379e16964
Wornach	w7_d379e16967
sich	w9_d379e16970
also	w11_d379e16973
dieselbe	w13_d379e16977
zu	w1_d379e16982
richten,	w3_d379e16985
und	w5_d379e16988
ihrem	w7_d379e16991
Recht	w9_d379e16994
bestens	w11_d379e16997
zu	w13_d379e17001
invigili	w15_d379e17004
ren	w1_d379e17010
wissen	w3_d379e17013
werden.	w5_d379e17016
Actum	w7_d379e17019
Wien	w9_d379e17022
den	w11_d379e17025
23.	w13_d379e17029
August.	w15_d379e17032
1759.	w1_d379e17037
</p>
<list id="l20_d379e17040">
</list>
<p id="p22_d379e17045">
Von	w1_d379e17049
der	w3_d379e17052
Hoch=reichs=gräfl.	w5_d379e17055
Schönbornischen	w7_d379e17058
Herrschaft	w1_d379e17063
Amts	w3_d379e17066
canzley	w5_d379e17069
Schönborn	w7_d379e17072
wird	w9_d379e17075
anmit	w11_d379e17078
jedermänniglich	w1_d379e17083
kund	w3_d379e17086
und	w5_d379e17089
zu	w7_d379e17092
wissen	w9_d379e17095
gemacht,	w11_d379e17098
daß	w13_d379e17102
am	w1_d379e17108
3ten	w3_d379e17111
künftigen	w5_d379e17114
Monats	w7_d379e17117
Octobris	w9_d379e17120
Vormittag	w11_d379e17123
um	w1_d379e17128
9	w3_d379e17131
Uhr	w5_d379e17134
die	w7_d379e17137
zur	w9_d379e17140
obgedachten	w11_d379e17143
Herrschaft	w13_d379e17147
Schön	w15_d379e17150
dorn	w1_d379e17155
eigentumlich	w3_d379e17158
angehörig,	w5_d379e17161
bis	w7_d379e17164
anhero	w9_d379e17167
verpach	w11_d379e17170
tete	w1_d379e17175
zwey	w3_d379e17178
Mühlen	w5_d379e17181
zu	w7_d379e17184
Schönborn	w9_d379e17187
und	w11_d379e17190
Göllerstorf,	w13_d379e17194
deren	w1_d379e17200
jede	w3_d379e17203
mit	w5_d379e17206
4	w7_d379e17209
Gängen	w9_d379e17212
versehen,	w11_d379e17215
anwiederum	w13_d379e17219
auf	w1_d379e17224
ein	w3_d379e17227
oder	w5_d379e17230
mehrere	w7_d379e17233
Jahre	w9_d379e17236
nach	w11_d379e17239
Belieben	w13_d379e17243
der	w15_d379e17246
sich	w17_d379e17249
hervorthuenden	w1_d379e17254
Licitanten	w3_d379e17257
an	w5_d379e17260
den	w7_d379e17263
Meistbietenden	w9_d379e17266
in	w1_d379e17271
Bestand	w3_d379e17274
gelassen	w5_d379e17277
werden	w7_d379e17280
sollen.	w9_d379e17283
Wer	w11_d379e17286
also	w13_d379e17290
vorbemeldete	w1_d379e17296
Mahl=werke	w3_d379e17299
zu	w5_d379e17302
bestehen	w7_d379e17305
willens,	w9_d379e17308
der	w11_d379e17311
ran	w1_d379e17316
sich	w3_d379e17319
an	w5_d379e17322
ob=bestimmten	w7_d379e17325
Tag	w9_d379e17328
und	w11_d379e17331
Stund	w13_d379e17335
in	w15_d379e17338
der	w17_d379e17341
Schönborner=Amts=canzley	w1_d379e17346
persönlich	w3_d379e17349
einfinden,	w5_d379e17352
und	w1_d379e17357
hierumen	w3_d379e17360
der	w5_d379e17363
Ordnung	w7_d379e17366
nach	w9_d379e17369
licitiren.	w11_d379e17372
Actum	w13_d379e17376
Schloß	w1_d379e17382
Schönbern	w3_d379e17385
den	w5_d379e17388
1.	w7_d379e17391
September	w9_d379e17394
1759.	w11_d379e17397
</p>
<p id="p24_d379e17401">
Von	w1_d379e17405
N.	w3_d379e17408
Richter	w5_d379e17411
und	w7_d379e17414
Raht	w9_d379e17417
des	w11_d379e17420
Markts	w13_d379e17424
Him	w15_d379e17427
berg	w1_d379e17432
wird	w3_d379e17435
hiemit	w5_d379e17438
jedermänniglich	w7_d379e17441
kund	w9_d379e17444
und	w11_d379e17447
zu	w13_d379e17451
wissen	w1_d379e17456
gemacht,	w3_d379e17459
was	w5_d379e17462
gestalten	w7_d379e17465
des	w9_d379e17468
alhiesig	w11_d379e17471
Bur	w13_d379e17475
gerl.	w1_d379e17481
Fleischhacker=meisters	w3_d379e17484
Johann	w5_d379e17487
Schuster,	w7_d379e17490
eigentumliche	w1_d379e17495
Behausung	w3_d379e17498
samt	w5_d379e17501
darzu	w7_d379e17504
gehörigen	w9_d379e17507
4.	w1_d379e17512
Haus=überländ=gründen,	w3_d379e17515
und	w5_d379e17518
hiebey	w7_d379e17521
befind	w9_d379e17524
lichen	w1_d379e17529
24.	w3_d379e17532
ein	w5_d379e17535
Viertel	w7_d379e17538
Joch	w9_d379e17541
Uberländ=äckern,	w11_d379e17544
nebst	w13_d379e17548
ein	w1_d379e17554
Viertel	w3_d379e17557
Wein=garten	w5_d379e17560
samt	w7_d379e17563
Keller	w9_d379e17566
und	w11_d379e17569
Eis	w13_d379e17573
gruben	w1_d379e17578
dem	w3_d379e17581
Meist=biettenden	w5_d379e17584
zu	w7_d379e17587
verkauffen	w9_d379e17590
seye.	w11_d379e17593
Wer	w1_d379e17598
nun	w3_d379e17601
all	w5_d379e17604
dieses	w7_d379e17607
käuflich	w9_d379e17610
an	w11_d379e17613
sich	w13_d379e17617
zu	w15_d379e17620
bringen	w17_d379e17623
gedenket	w1_d379e17628
deme	w1_d379e17634
auch	w3_d379e17637
zugleich	w5_d379e17640
das	w7_d379e17643
Fleischha	w9_d379e17646
cker=gewerb	w1_d379e17651
gegen	w3_d379e17654
einen	w5_d379e17657
jährlichen	w7_d379e17660
Bank=zinns	w9_d379e17663
überlassen	w1_d379e17668
wird)	w3_d379e17671
derjenige	w5_d379e17674
hat	w7_d379e17677
sich	w9_d379e17680
auf	w11_d379e17683
den	w13_d379e17687
15.	w15_d379e17690
künfti	w1_d379e17695
en	w1_d379e17701
Monats	w3_d379e17704
Septembris	w5_d379e17707
fruh	w7_d379e17710
um	w9_d379e17713
9.	w11_d379e17716
Uhr	w13_d379e17720
auf	w1_d379e17725
dem	w3_d379e17728
Markt	w5_d379e17731
Himbergischen	w7_d379e17734
Raht=haus	w9_d379e17737
einzu	w11_d379e17740
finden,	w1_d379e17745
und	w3_d379e17748
der	w5_d379e17751
gewöhnlichen	w7_d379e17754
Licitation	w9_d379e17757
beyzu	w11_d379e17760
wohnen.	w1_d379e17765
Actum	w3_d379e17768
Markt	w5_d379e17771
Himberg	w7_d379e17774
den	w9_d379e17777
1.	w11_d379e17780
Augusti	w13_d379e17784
1759.	w1_d379e17790
</p>
<p id="p26_d379e17795">
Den	w1_d379e17799
26.	w3_d379e17802
dies	w5_d379e17805
Monats	w7_d379e17808
fruh	w9_d379e17811
um	w11_d379e17814
9.	w13_d379e17818
Uhr	w15_d379e17821
wird	w17_d379e17824
bey	w1_d379e17829
einem	w3_d379e17832
Löbl.	w5_d379e17835
Grund=buch	w7_d379e17838
zu	w9_d379e17841
unser	w11_d379e17844
lieben	w13_d379e17848
Frauen	w1_d379e17853
zum	w3_d379e17856
Schotten	w5_d379e17859
alhier	w7_d379e17862
in	w9_d379e17865
Wien	w11_d379e17868
des	w13_d379e17872
Franz	w15_d379e17875
Jacob	w1_d379e17881
Strobls	w3_d379e17884
behausten	w5_d379e17887
Tischler=meisters	w7_d379e17890
zu	w9_d379e17893
Ge	w11_d379e17896
rerstorf	w1_d379e17901
ausser	w3_d379e17904
denen	w5_d379e17907
Brücken	w7_d379e17910
seine	w9_d379e17913
Behausung,	w11_d379e17916
samt	w1_d379e17921
Tischler=gewerb	w3_d379e17924
licitando	w5_d379e17927
plus	w7_d379e17930
ofcreuti	w9_d379e17933
käuflichen	w1_d379e17938
binnn	w3_d379e17941
gegeben	w5_d379e17944
werden,	w7_d379e17947
wesentwe	w9_d379e17950
gen	w1_d379e17956
sich	w3_d379e17959
die,	w5_d379e17962
so	w7_d379e17965
ein	w9_d379e17968
solches	w11_d379e17971
käufiwhen	w13_d379e17975
an	w15_d379e17978
sich	w1_d379e17983
zu	w3_d379e17986
brinnen	w5_d379e17989
gebenten,	w7_d379e17992
sich	w9_d379e17995
an	w11_d379e17998
obbesagten	w13_d379e18002
Tag	w15_d379e18005
und	w1_d379e18010
Stund	w3_d379e18013
allda	w5_d379e18016
unzumelden	w7_d379e18019
haben.	w9_d379e18022
—	w1_d379e18030
</p>
<p id="p28_d379e18033">
Von	w1_d379e18037
der	w3_d379e18040
Hochgräfl.	w5_d379e18043
Dietrichsteinischen	w7_d379e18046
Herr	w9_d379e18049
schaft	w1_d379e18054
Ulrichskirchen	w3_d379e18057
Amts=canzley	w5_d379e18060
wegen,	w7_d379e18063
wird	w9_d379e18066
hiemit	w1_d379e18071
jedermänniglich	w3_d379e18074
kund	w5_d379e18077
und	w7_d379e18080
zu	w9_d379e18083
wissen	w11_d379e18086
gema	w13_d379e18090
chet,	w1_d379e18096
was	w3_d379e18099
gestalten	w5_d379e18102
Benedict=Pfeiffer,	w7_d379e18105
zu	w9_d379e18108
babe	w11_d379e18111
Herrschaft	w1_d379e18116
unterthänig	w3_d379e18119
gewester	w5_d379e18122
Mühler	w7_d379e18125
sagter	w1_d379e18130
meister	w1_d379e18135
im	w3_d379e18138
Kreith	w5_d379e18141
den	w7_d379e18144
21.	w9_d379e18147
Angusti	w11_d379e18150
laufenden	w13_d379e18154
Jahrs	w1_d379e18160
ab	w3_d379e18163
intestato,	w5_d379e18166
und	w7_d379e18169
ohne	w9_d379e18172
Hintersatzung	w11_d379e18175
ei	w13_d379e18179
nes	w1_d379e18184
wissentlichen	w3_d379e18187
Erbens	w5_d379e18190
das	w7_d379e18193
Zeitliche	w9_d379e18196
gefecenet	w11_d379e18199
Wer	w1_d379e18204
demnach	w3_d379e18207
zu	w5_d379e18210
obbesagten	w7_d379e18213
Pfeifferischen	w9_d379e18216
habe.	w1_d379e18221
Vermögen	w1_d379e18227
sich	w3_d379e18230
als	w5_d379e18233
ein	w7_d379e18236
Erb	w9_d379e18239
von	w11_d379e18242
in	w13_d379e18246
oder	w15_d379e18249
ausser	w17_d379e18252
Landes	w1_d379e18257
befindlichen	w3_d379e18260
Jnteressenten	w5_d379e18263
sich	w7_d379e18266
zu	w9_d379e18269
legitimi	w11_d379e18272
ren,	w1_d379e18277
oder	w3_d379e18280
sonsten	w5_d379e18283
rechtliche	w7_d379e18286
Sprüch	w9_d379e18289
und	w11_d379e18292
Antor	w13_d379e18296
derung	w1_d379e18301
zu	w3_d379e18304
haben	w5_d379e18307
vermeinet,	w7_d379e18310
der	w9_d379e18313
hat	w11_d379e18316
sich	w13_d379e18320
dieserne	w15_d379e18323
gen	w1_d379e18329
bey	w3_d379e18332
obbesagter	w5_d379e18335
Herrschafts=canzley	w7_d379e18338
innerhard	w9_d379e18341
6.	w1_d379e18346
Wochen	w3_d379e18349
und	w5_d379e18352
3.	w7_d379e18355
Tägen	w9_d379e18358
zu	w11_d379e18361
melden,	w13_d379e18365
und	w15_d379e18368
seine	w17_d379e18371
Forderung	w1_d379e18376
liquido	w3_d379e18379
zu	w5_d379e18382
erweisen.	w7_d379e18385
Actum	w9_d379e18388
Schlos	w11_d379e18391
Ulrichskirchen	w1_d379e18396
den	w3_d379e18399
29.	w5_d379e18402
Augusti	w7_d379e18405
1759.	w9_d379e18408
</p>
<p id="p30_d379e18411">
Den	w1_d379e18415
5.	w3_d379e18418
künftigen	w5_d379e18421
Monats	w7_d379e18424
Octobris	w9_d379e18427
wird	w11_d379e18430
zu	w13_d379e18434
Kirchdorf	w1_d379e18439
im	w3_d379e18442
Land	w5_d379e18445
ob	w7_d379e18448
der	w9_d379e18451
Enns	w11_d379e18454
eine	w13_d379e18458
Basrer	w15_d379e18461
gerechtigkeit,	w1_d379e18466
samt	w3_d379e18469
Haus	w5_d379e18472
und	w7_d379e18475
Zugeder	w9_d379e18478
lieitabrs	w11_d379e18481
verkauffet	w1_d379e18487
werden;	w3_d379e18490
wer	w5_d379e18493
hierzu	w7_d379e18496
Belieben	w9_d379e18499
frasel/	w11_d379e18502
der	w1_d379e18507
kan	w3_d379e18510
sich	w5_d379e18513
der	w7_d379e18516
näheren	w9_d379e18519
Auskunft	w11_d379e18522
haller	w13_d379e18526
bes	w15_d379e18529
dem	w1_d379e18534
Verleger	w3_d379e18537
des	w5_d379e18540
Wienerischen	w7_d379e18543
Diarii	w9_d379e18546
anmeicken.	w11_d379e18549
</p>
<head id="h2_d379e18649">
Französische	w1_d379e18653
Relation	w3_d379e18656
aus	w5_d379e18659
Lutter	w7_d379e18662
berg	w1_d379e18667
vom	w3_d379e18670
13.	w5_d379e18673
Aug.	w7_d379e18676
die	w9_d379e18679
Affaire	w11_d379e18682
am	w13_d379e18686
10.	w15_d379e18689
bey	w1_d379e18694
Münden	w3_d379e18697
zwischen	w5_d379e18700
dem	w7_d379e18703
Hrn.	w9_d379e18706
Grafen	w11_d379e18709
von	w1_d379e18715
St.	w3_d379e18718
Germain,	w5_d379e18721
und	w7_d379e18724
dem	w9_d379e18727
Corps	w11_d379e18730
unter	w13_d379e18734
dem	w1_d379e18739
Erb=prinzen	w3_d379e18742
von	w5_d379e18745
Braunschweig	w7_d379e18748
betreffend.	w1_d379e18753
</head>
<p id="p4_d379e18756">
Das	w1_d379e18760
Corps	w3_d379e18763
des	w5_d379e18766
Hrn.	w7_d379e18769
Grafens	w9_d379e18772
von	w11_d379e18775
St.	w13_d379e18779
Germain	w1_d379e18784
ware	w3_d379e18787
zwar	w5_d379e18790
anfänglich	w7_d379e18793
be	w9_d379e18796
stimmet,	w1_d379e18801
den	w3_d379e18804
Marsch	w5_d379e18807
der	w7_d379e18810
Armee	w9_d379e18813
zu	w11_d379e18816
eröfnen;	w13_d379e18820
nachgehends	w1_d379e18826
aber	w3_d379e18829
wurde	w5_d379e18832
dasselbe	w7_d379e18835
beordert,	w9_d379e18838
die	w1_d379e18843
Equipage	w3_d379e18846
zu	w5_d379e18849
bedecken,	w7_d379e18852
und	w9_d379e18855
die	w11_d379e18858
Arriere	w13_d379e18862
garde	w1_d379e18867
auszumachen.	w3_d379e18870
Dieses	w5_d379e18873
Corps	w7_d379e18876
bestun	w9_d379e18879
deaus	w1_d379e18884
3.	w3_d379e18887
Jnfanterie	w5_d379e18890
und	w7_d379e18893
3.	w9_d379e18896
Cavalleriebri	w11_d379e18899
gaden.	w1_d379e18905
Der	w3_d379e18908
Erb=prinz	w5_d379e18911
von	w7_d379e18914
Braunschweig	w9_d379e18917
ward	w1_d379e18922
mit	w3_d379e18925
8.	w5_d379e18928
bis	w7_d379e18931
10000.	w9_d379e18934
Mann	w11_d379e18937
gegen	w13_d379e18941
das	w15_d379e18944
selbe	w1_d379e18949
detaschiret,	w3_d379e18952
und	w5_d379e18955
ungeachtet	w7_d379e18958
seiner	w9_d379e18961
Hitze	w11_d379e18964
und	w1_d379e18969
Ueberlegenheit	w3_d379e18972
geschahe	w5_d379e18975
die	w7_d379e18978
Retraite	w9_d379e18981
in	w11_d379e18984
der	w1_d379e18990
besten	w3_d379e18993
Ordnung.	w5_d379e18996
Bey	w7_d379e18999
Hameln	w9_d379e19002
that	w11_d379e19005
der	w1_d379e19010
Erb=prinz	w3_d379e19013
von	w5_d379e19016
Braunschweig	w7_d379e19019
einen	w9_d379e19022
Ver	w11_d379e19025
such,	w1_d379e19030
auf	w3_d379e19033
den	w5_d379e19036
Hrn.	w7_d379e19039
Grafen	w9_d379e19042
von	w11_d379e19045
St.	w13_d379e19049
Ger	w15_d379e19052
main	w1_d379e19057
los	w3_d379e19060
zu	w5_d379e19063
gehen.	w7_d379e19066
Da	w9_d379e19069
er	w11_d379e19072
befande,	w13_d379e19076
daß	w15_d379e19079
dieser	w1_d379e19085
letztere	w3_d379e19088
seine	w5_d379e19091
Contenance	w7_d379e19094
viel	w9_d379e19097
zu	w11_d379e19100
sicher,	w13_d379e19104
und	w1_d379e19109
seine	w3_d379e19112
Stellung	w5_d379e19115
allzu	w7_d379e19118
gut	w9_d379e19121
genommen	w11_d379e19124
hat	w13_d379e19128
te,	w1_d379e19133
als	w3_d379e19136
daß	w5_d379e19139
er	w7_d379e19142
ihn	w9_d379e19145
hätte	w11_d379e19148
angreiffen	w13_d379e19152
können;	w15_d379e19155
so	w1_d379e19160
kame	w3_d379e19163
alles	w5_d379e19166
auf	w7_d379e19169
eine	w9_d379e19172
Canonade	w11_d379e19175
heraus,	w13_d379e19179
welche	w1_d379e19185
keinen	w3_d379e19188
sonderlichen	w5_d379e19191
Schaden	w7_d379e19194
gethan	w9_d379e19197
hat.	w1_d379e19202
Man	w3_d379e19205
blieb	w5_d379e19208
den	w7_d379e19211
ganzen	w9_d379e19214
Tag	w11_d379e19217
unter	w13_d379e19221
Gewehr	w1_d379e19226
stehen,	w3_d379e19229
und	w5_d379e19232
in	w7_d379e19235
der	w9_d379e19238
Nacht	w11_d379e19241
setzte	w13_d379e19245
der	w15_d379e19248
Herr	w1_d379e19253
Graf	w3_d379e19256
von	w5_d379e19259
St.	w7_d379e19262
Germain	w9_d379e19265
seinen	w11_d379e19268
Marsch	w13_d379e19272
sor.	w1_d379e19278
Auf	w3_d379e19281
dem	w5_d379e19284
ganzen	w7_d379e19287
Marsche	w9_d379e19290
bis	w11_d379e19293
in	w13_d379e19297
die	w15_d379e19300
enge	w1_d379e19305
Pässe	w3_d379e19308
von	w5_d379e19311
Münden	w7_d379e19314
hatten	w9_d379e19317
wir	w11_d379e19320
be	w13_d379e19324
ständig	w1_d379e19329
Scharmützel	w3_d379e19332
mit	w5_d379e19335
denen	w7_d379e19338
feindlichen	w9_d379e19341
Jazern;	w1_d379e19346
diese	w3_d379e19349
Scharmützel	w5_d379e19352
seynd	w7_d379e19355
aber	w9_d379e19358
von	w1_d379e19364
keinen	w3_d379e19367
besonderen	w5_d379e19370
Folgen	w7_d379e19373
gewesen.	w9_d379e19376
Aber	w11_d379e19379
um	w1_d379e19384
10.	w3_d379e19387
dieses	w5_d379e19390
hat	w7_d379e19393
sich	w9_d379e19396
an	w11_d379e19399
ob=besagten	w13_d379e19403
engen	w15_d379e19406
Passen	w1_d379e19411
bey	w3_d379e19414
Münden	w5_d379e19417
eine	w7_d379e19420
Affaire	w9_d379e19423
zugetra	w11_d379e19426
zen,	w1_d379e19431
die	w3_d379e19434
dem	w5_d379e19437
Hrn.	w7_d379e19440
Grafen	w9_d379e19443
von	w11_d379e19446
St.	w13_d379e19450
Ger	w15_d379e19453
</p>
<p id="p6_d379e19456">
main,	w1_d379e19460
und	w3_d379e19463
unseren	w5_d379e19466
tapferen	w7_d379e19469
Trupen	w9_d379e19472
unend	w11_d379e19475
Als	w1_d379e19480
um	w3_d379e19483
4.	w5_d379e19486
Uhr	w7_d379e19489
lich	w1_d379e19494
viele	w3_d379e19497
Ehre	w5_d379e19500
macht.	w7_d379e19503
des	w1_d379e19509
Nachmittags	w3_d379e19512
die	w5_d379e19515
ganze	w7_d379e19518
Armee	w9_d379e19521
nebst	w11_d379e19524
de	w13_d379e19528
nen	w1_d379e19533
Equipagen,	w3_d379e19536
über	w5_d379e19539
diese	w7_d379e19542
enge	w9_d379e19545
Weege	w11_d379e19548
de	w13_d379e19552
filiret	w1_d379e19557
ware,	w3_d379e19560
so	w5_d379e19563
hielte	w7_d379e19566
der	w9_d379e19569
Erb=prinz	w11_d379e19572
von	w13_d379e19576
Braunschweig	w1_d379e19581
dieses	w3_d379e19584
für	w5_d379e19587
die	w7_d379e19590
rechte	w9_d379e19593
Zeit,	w11_d379e19596
den	w13_d379e19600
Hrn.	w1_d379e19606
Grafen	w3_d379e19609
von	w5_d379e19612
St.	w7_d379e19615
Germain,	w9_d379e19618
der	w11_d379e19621
ohne	w13_d379e19625
dem	w1_d379e19630
keine	w3_d379e19633
Hülfe	w5_d379e19636
zu	w7_d379e19639
