<doc id="wr_1759-07-04" attrs="word" year="1759" month="07" day="04" corpus="2">
<head id="h2_d362e3837">
Cassel	w1_d362e3841
Hoch	w5_d362e22017
und	w7_d362e22020
Wol=gebornen	w9_d362e22023
Herrn	w11_d362e22026
Franz	w13_d362e22030
Tudwig	w1_d362e22035
Grafen	w3_d362e22038
von	w5_d362e22041
Sallaburg,	w7_d362e22044
Jhrer	w9_d362e22047
Kaiserl.	w11_d362e22050
Königl.	w1_d362e22055
Apostol.	w3_d362e22058
Majest.	w5_d362e22061
gewesten	w7_d362e22064
würkl.	w9_d362e22067
gehei	w11_d362e22070
men	w1_d362e22075
Raht,	w3_d362e22078
und	w5_d362e22081
General=feld=marschallen	w7_d362e22084
seel.	w9_d362e22087
Verlassenschaft	w1_d362e22093
Sprüch	w3_d362e22096
und	w5_d362e22099
Anforderungen	w7_d362e22102
an	w9_d362e22105
Bemfelder,	w1_d362e22110
und	w3_d362e22113
ihre	w5_d362e22116
Cridä=exceptionen	w7_d362e22119
empfan	w9_d362e22122
gen	w1_d362e22127
haben,	w3_d362e22130
zu	w5_d362e22133
vernehmen:	w7_d362e22136
wie	w9_d362e22139
daß	w11_d362e22142
wir	w13_d362e22146
zufolge	w15_d362e22149
der	w1_d362e22154
an	w3_d362e22157
uns	w5_d362e22160
ergangenen	w7_d362e22163
gerichtlichen	w9_d362e22166
Auflag	w11_d362e22169
zu	w13_d362e22173
</p>
<p id="p22_d362e22176">
Einlegung	w1_d362e22180
deren	w3_d362e22183
Cridä=schlüssen	w5_d362e22186
eine	w7_d362e22189
nochstalige	w9_d362e22192
superperemptorie	w1_d362e22197
clausulirte	w3_d362e22200
Tagsatzung	w5_d362e22203
auf	w7_d362e22206
den	w9_d362e22209
12.	w1_d362e22214
dies	w3_d362e22217
Monats	w5_d362e22220
Julii	w7_d362e22223
Nachmittag	w9_d362e22226
um	w11_d362e22229
3.	w13_d362e22233
Uhr	w15_d362e22236
in	w1_d362e22242
mein	w3_d362e22245
Frey=herrn	w5_d362e22248
von	w7_d362e22251
Pechmann	w9_d362e22254
im	w11_d362e22257
langen	w13_d362e22261
Haus	w1_d362e22266
im	w3_d362e22269
ersten	w5_d362e22272
Stock	w7_d362e22275
habenden	w9_d362e22278
Wohn=zimmern	w11_d362e22281
zu	w1_d362e22286
erscheinen	w3_d362e22289
pro	w5_d362e22292
ultimo	w7_d362e22295
termino	w9_d362e22298
bestimmet	w11_d362e22301
ha	w13_d362e22305
ben.	w1_d362e22310
Werden	w3_d362e22313
demnach	w5_d362e22316
alle	w7_d362e22319
und	w9_d362e22322
jede	w11_d362e22325
an	w13_d362e22329
gedach	w15_d362e22332
tem	w1_d362e22338
Tag,	w3_d362e22341
Stund	w5_d362e22344
und	w7_d362e22347
Ort	w9_d362e22350
zu	w11_d362e22353
erscheinen,	w13_d362e22357
und	w15_d362e22360
ihre	w1_d362e22365
Cridä=schlüß	w3_d362e22368
also	w5_d362e22371
gewiß	w7_d362e22374
einzulegen	w9_d362e22377
haben	w11_d362e22380
als	w1_d362e22385
im	w3_d362e22388
widrigen	w5_d362e22391
die	w7_d362e22394
Ausbleibende	w9_d362e22397
nicht	w11_d362e22400
mehr	w13_d362e22404
gehöret,	w1_d362e22409
sondern	w3_d362e22412
die	w5_d362e22415
Acta	w7_d362e22418
ex	w9_d362e22421
officio	w11_d362e22424
collocata	w13_d362e22428
hierüber	w1_d362e22434
relationiret,	w3_d362e22437
und	w5_d362e22440
denselben	w7_d362e22443
das	w9_d362e22446
ewige	w11_d362e22449
Stillschweigen	w1_d362e22454
auferleget	w3_d362e22457
werden	w5_d362e22460
solle.	w7_d362e22463
Actum	w9_d362e22466
Wien	w1_d362e22471
den	w3_d362e22474
25.	w5_d362e22477
Junii	w7_d362e22480
1759.	w9_d362e22483
</p>
<p id="p26_d362e22531">
Auf	w1_d362e22535
Verordnung	w3_d362e22538
einer	w5_d362e22541
Hochlöbl.	w7_d362e22544
N.	w9_d362e22547
Oc.	w11_d362e22550
Re	w13_d362e22554
gierung	w1_d362e22559
werden	w3_d362e22562
den	w5_d362e22565
11.	w7_d362e22568
dies	w9_d362e22571
lauffenden	w11_d362e22574
Monats	w13_d362e22578
Julii	w1_d362e22583
fruh	w3_d362e22586
um	w5_d362e22589
9.	w7_d362e22592
Uhr	w9_d362e22595
nachfolgende	w11_d362e22598
Pretiosa,	w13_d362e22602
als:	w1_d362e22608
ein	w3_d362e22611
kostbares	w5_d362e22614
Brillanten=kreutz,	w7_d362e22617
ein	w9_d362e22620
deto	w11_d362e22623
geschmelztes	w1_d362e22628
Ordens=kreutz	w3_d362e22631
mit	w5_d362e22634
Brillanten	w7_d362e22637
und	w9_d362e22640
Rubin,	w1_d362e22645
wie	w3_d362e22648
auch	w5_d362e22651
ein	w7_d362e22654
Paar	w9_d362e22657
Ohr=wuckel	w11_d362e22660
von	w13_d362e22664
Rau	w15_d362e22667
ten	w1_d362e22672
bey	w3_d362e22675
Herrn	w5_d362e22678
Johann	w7_d362e22681
Joseph	w9_d362e22684
Wimer,	w11_d362e22687
im	w13_d362e22691
Kel	w15_d362e22694
ler=hof	w1_d362e22700
ruckwärts	w3_d362e22703
im	w5_d362e22706
ersten	w7_d362e22709
Stock	w9_d362e22712
gegen	w11_d362e22715
den	w13_d362e22719
Zwöl	w15_d362e22722
ferischen	w1_d362e22727
Haus	w3_d362e22730
über	w5_d362e22733
licitando	w7_d362e22736
dem	w9_d362e22739
Meistbietenden	w11_d362e22742
gegen	w1_d362e22747
barrer	w3_d362e22750
Bezahlung	w5_d362e22753
hindann	w7_d362e22756
gegeben	w9_d362e22759
werden.	w11_d362e22762
</p>
<p id="p28_d362e22765">
Hiemit	w1_d362e22769
wird	w3_d362e22772
dem	w5_d362e22775
alhiesigen	w7_d362e22778
Publico	w9_d362e22781
kund	w11_d362e22784
ge	w13_d362e22788
macht,	w1_d362e22793
daß	w3_d362e22796
diejenige	w5_d362e22799
Feuer=ämper	w7_d362e22802
und	w9_d362e22805
Schläuch,	w11_d362e22808
wie	w1_d362e22813
solche	w3_d362e22816
von	w5_d362e22819
dem	w7_d362e22822
Löbl.	w9_d362e22825
Unter=cammer=amt	w11_d362e22828
bestellet	w1_d362e22834
werden,	w3_d362e22837
in	w5_d362e22840
dem	w7_d362e22843
Schlosser=gässel	w9_d362e22846
in	w11_d362e22849
der	w13_d362e22853
Stadt	w1_d362e22858
in	w3_d362e22861
dem	w5_d362e22864
sogenannten	w7_d362e22867
Spörl=haus	w9_d362e22870
in	w11_d362e22873
einem	w13_d362e22877
daselbstigen	w1_d362e22882
Laden	w3_d362e22885
zu	w5_d362e22888
erfragen,	w7_d362e22891
und	w9_d362e22894
zu	w11_d362e22897
bekom	w13_d362e22901
men	w1_d362e22906
seynd.	w3_d362e22909
</p>
<p id="p30_d362e22912">
Demnach	w1_d362e22916
Carl	w3_d362e22919
Bischof,	w5_d362e22922
und	w7_d362e22925
dessen	w9_d362e22928
Ehecon	w11_d362e22931
sortin	w1_d362e22936
mit	w3_d362e22939
Hinterlassung	w5_d362e22942
einer	w7_d362e22945
von	w9_d362e22948
Magdalena	w11_d362e22951
rubeckin	w1_d362e22956
verwittibten	w3_d362e22959
Burgerl.	w5_d362e22962
Marktstörgin	w7_d362e22965
Herr	w1_d362e22971
zu	w1_d362e22976
Obernzell	w3_d362e22979
dies	w5_d362e22982
Hochstifts	w7_d362e22985
erkauften	w9_d362e22988
Behausung,	w11_d362e22991
und	w1_d362e22996
Marktstorgens=gerechtigkeit,	w3_d362e22999
von	w5_d362e23002
geraumer	w7_d362e23005
Zeit	w1_d362e23010
sich	w3_d362e23013
von	w5_d362e23016
hier	w7_d362e23019
hinweg	w9_d362e23022
begeben,	w11_d362e23025
ohne	w13_d362e23029
das	w15_d362e23032
von	w17_d362e23035
deren	w1_d362e23041
seitherigen	w3_d362e23044
Aufenthalt	w5_d362e23047
eine	w7_d362e23050
verläßliche	w9_d362e23053
Nachricht	w1_d362e23058
eingeloffen.	w3_d362e23061
Als	w5_d362e23064
wird	w7_d362e23067
auf	w9_d362e23070
gemachte	w11_d362e23073
Verordnung	w1_d362e23078
besagter	w3_d362e23081
Herrnbeckin,	w5_d362e23084
über	w7_d362e23087
das	w9_d362e23090
be	w11_d362e23093
reits	w1_d362e23098
ad	w3_d362e23101
Valvas	w5_d362e23104
affigirte	w7_d362e23107
Edict	w9_d362e23110
hiemit	w11_d362e23113
auch	w13_d362e23117
in	w15_d362e23120
of	w17_d362e23123
fenen	w1_d362e23129
Zeitungs=blättern,	w3_d362e23132
ihnen	w5_d362e23135
Bischofischen	w7_d362e23138
Con	w9_d362e23141
leuthen	w1_d362e23146
angekündet,	w3_d362e23149
und	w5_d362e23152
aufgetragen,	w7_d362e23155
daß	w9_d362e23158
selbe	w11_d362e23161
sub	w1_d362e23166
termino	w3_d362e23169
peremptorio	w5_d362e23172
von	w7_d362e23175
6.	w9_d362e23178
Wochen	w11_d362e23181
3.	w13_d362e23185
Tägk,	w15_d362e23188
entweder	w1_d362e23193
selbst	w3_d362e23196
in	w5_d362e23199
Person,	w7_d362e23202
oder	w9_d362e23205
per	w11_d362e23208
mandatarium	w13_d362e23212
sich	w1_d362e23218
alhier	w3_d362e23221
einfinden,	w5_d362e23224
und	w7_d362e23227
sistiren,	w9_d362e23230
folgends	w11_d362e23233
den	w13_d362e23237
annoch	w1_d362e23242
ruckständigen	w3_d362e23245
Kauf=schilling	w5_d362e23248
una	w7_d362e23251
cum	w9_d362e23254
in-	w11_d362e23257
teresse	w1_d362e23262
abführen,	w3_d362e23265
und	w5_d362e23268
all	w7_d362e23271
dasjenige,	w9_d362e23274
was	w11_d362e23277
die	w13_d362e23281
be	w15_d362e23284
reits	w1_d362e23289
unterm	w3_d362e23292
22.	w5_d362e23295
Decembris	w7_d362e23298
abgewichenen	w9_d362e23301
Jahrs	w11_d362e23304
diesfalls	w1_d362e23310
ausgefallene,	w3_d362e23313
und	w5_d362e23316
in	w7_d362e23319
judicirum	w9_d362e23322
erwach	w11_d362e23325
seue	w1_d362e23330
rechtliche	w3_d362e23333
Erkanntnüß	w5_d362e23336
auszeiget,	w7_d362e23339
um	w9_d362e23342
so	w11_d362e23345
ge	w13_d362e23349
wisser	w1_d362e23354
in	w3_d362e23357
die	w5_d362e23360
Erfüllung	w7_d362e23363
bringen	w9_d362e23366
sollen,	w11_d362e23369
als	w13_d362e23373
man	w15_d362e23376
bey	w1_d362e23381
widrigen	w3_d362e23384
Erfolg	w5_d362e23387
ohne	w7_d362e23390
weiters	w9_d362e23393
execative	w11_d362e23396
</p>
<p id="p34_d362e23401">
fürgehen,	w1_d362e23405
und	w3_d362e23408
besagte	w5_d362e23411
Behausung	w7_d362e23414
cum	w9_d362e23417
apertinen-	w11_d362e23420
riis	w1_d362e23425
ex	w3_d362e23428
officio	w5_d362e23431
feil	w7_d362e23434
bieten,	w9_d362e23437
und	w11_d362e23440
plus	w13_d362e23444
offerenti	w15_d362e23447
käuf	w17_d362e23450
lichen	w1_d362e23455
anlassen	w3_d362e23458
wurde.	w5_d362e23461
Actum	w7_d362e23464
Paßau	w9_d362e23467
den	w11_d362e23470
26.	w13_d362e23474
Junii	w1_d362e23480
1759.	w3_d362e23483
</p>
<p id="p36_d362e23487">
Künftigen	w1_d362e23491
Montag	w3_d362e23494
als	w5_d362e23497
den	w7_d362e23500
9.	w9_d362e23503
dies	w11_d362e23506
werden	w13_d362e23510
bey	w1_d362e23515
dem	w3_d362e23518
grünen	w5_d362e23521
Adler	w7_d362e23524
zu	w9_d362e23527
Maria	w11_d362e23530
Hülf	w13_d362e23534
fruh	w15_d362e23537
von	w17_d362e23540
9.	w1_d362e23545
bis	w3_d362e23548
12.	w5_d362e23551
und	w7_d362e23554
Nachmittag	w9_d362e23557
von	w11_d362e23560
3.	w13_d362e23564
bis	w15_d362e23567
6.	w17_d362e23570
Uhr	w19_d362e23573
verschiedene	w1_d362e23579
Effecten	w3_d362e23582
und	w5_d362e23585
Einrichtung,	w7_d362e23588
als:	w9_d362e23591
Ge	w11_d362e23594
rätl=trager=waar,	w1_d362e23599
bey	w3_d362e23602
150.	w5_d362e23605
Eimer	w7_d362e23608
Oesterreichische	w9_d362e23611
Bürg=wein	w1_d362e23616
samt	w3_d362e23619
Fässern	w5_d362e23622
mit	w7_d362e23625
eisenen	w9_d362e23628
Banden	w11_d362e23631
dem	w13_d362e23635
Meistbietenden	w1_d362e23640
licitando	w3_d362e23643
verkauffet	w5_d362e23646
werden.	w7_d362e23649
</p>
<p id="p38_d362e23652">
Von	w1_d362e23656
der	w3_d362e23659
Hochgräfl.	w5_d362e23662
Schönbornischen	w7_d362e23665
amtscanz	w9_d362e23668
ley	w1_d362e23673
Schönborn,	w3_d362e23676
wird	w5_d362e23679
hiemit	w7_d362e23682
dem	w9_d362e23685
Herrn	w11_d362e23688
hann	w1_d362e23693
Lodgmann	w3_d362e23696
von	w5_d362e23699
Auen,	w7_d362e23702
dessen	w9_d362e23705
Aufenthalt	w11_d362e23708
unwissend,	w1_d362e23714
kund	w3_d362e23717
und	w5_d362e23720
zu	w7_d362e23723
wissen	w9_d362e23726
gemacht:	w11_d362e23729
Es	w13_d362e23733
habe	w1_d362e23738
derselbe	w3_d362e23741
sein	w5_d362e23744
auf	w7_d362e23747
Entweichung	w9_d362e23750
des	w11_d362e23753
Franz	w13_d362e23757
Schrotter,	w1_d362e23762
gewest	w3_d362e23765
Kaiserl.	w5_d362e23768
Königl.	w7_d362e23771
Weegberei	w9_d362e23774
ters	w1_d362e23779
im	w3_d362e23782
Markt	w5_d362e23785
Göllerstorf	w7_d362e23788
an	w9_d362e23791
desselben	w11_d362e23794
ad	w13_d362e23798
con-	w15_d362e23801
cursum	w1_d362e23807
gediehenen	w3_d362e23810
Vermögen	w5_d362e23813
Jure	w7_d362e23816
dominii	w9_d362e23819
an	w11_d362e23822
sprüchig	w1_d362e23827
gemacht	w3_d362e23830
in	w5_d362e23833
der	w7_d362e23836
eingelegten	w9_d362e23839
Specifica	w11_d362e23842
tion	w1_d362e23847
enthaltener	w3_d362e23850
Effecten,	w5_d362e23853
oder	w7_d362e23856
respective	w9_d362e23859
dies	w11_d362e23862
fälliges	w1_d362e23867
Surrogatum	w3_d362e23870
bis	w5_d362e23873
Ende	w7_d362e23876
künftigen	w9_d362e23879
Monats	w11_d362e23882
Julii	w1_d362e23888
alhier	w3_d362e23891
entweders	w5_d362e23894
selbst	w7_d362e23897
persönlich	w9_d362e23900
authen-	w11_d362e23903
tice	w1_d362e23908
zu	w3_d362e23911
erweisen,	w5_d362e23914
oder	w7_d362e23917
allen	w9_d362e23920
Falls	w11_d362e23923
durch	w13_d362e23927
einen	w15_d362e23930
Bevollmächtigten	w1_d362e23935
erweisen,	w3_d362e23938
und	w5_d362e23941
zugleich	w7_d362e23944
erheben	w9_d362e23947
zu	w1_d362e23952
lassen,	w3_d362e23955
widrigen	w5_d362e23958
Falls	w7_d362e23961
bey	w9_d362e23964
Verlauf	w11_d362e23967
dieses	w13_d362e23971
Termins	w15_d362e23974
derselbe	w1_d362e23980
nicht	w3_d362e23983
mehr	w5_d362e23986
gehöret,	w7_d362e23989
sondern	w9_d362e23992
mit	w11_d362e23995
allferne	w13_d362e23999
rer	w1_d362e24004
Anforderung	w3_d362e24007
abgewiesen	w5_d362e24010
seyn	w7_d362e24013
solle;	w9_d362e24016
wornach	w11_d362e24019
derselbe	w1_d362e24024
sich	w3_d362e24027
zu	w5_d362e24030
richten	w7_d362e24033
wissen	w9_d362e24036
wird.	w11_d362e24039
Schloß	w13_d362e24043
Schönborn	w1_d362e24048
den	w3_d362e24051
18.	w5_d362e24054
Junii	w7_d362e24057
1759.	w9_d362e24060
</p>
<p id="p40_d362e24063">
Den	w1_d362e24067
12.	w3_d362e24070
Julii	w5_d362e24073
1759.	w7_d362e24076
werden	w9_d362e24079
in	w11_d362e24082
der	w13_d362e24086
Herrman	w15_d362e24089
nischen	w1_d362e24094
Behausung	w3_d362e24097
zu	w5_d362e24100
Burkersdorf	w7_d362e24103
110.	w9_d362e24106
und	w11_d362e24109
ein	w13_d362e24113
halber	w1_d362e24118
Eimer	w3_d362e24121
Wein	w5_d362e24124
von	w7_d362e24127
verschiedenen	w9_d362e24130
Gewächsen	w11_d362e24133
und	w1_d362e24139
Jahren,	w3_d362e24142
dann	w5_d362e24145
130.	w7_d362e24148
Eimer	w9_d362e24151
mit	w11_d362e24154
eisernen	w13_d362e24158
Ban	w15_d362e24161
den	w1_d362e24166
beschlagene	w3_d362e24169
leere	w5_d362e24172
Fässer	w7_d362e24175
und	w9_d362e24178
6.	w11_d362e24181
Stück	w13_d362e24185
eichene	w15_d362e24188
Gänter	w1_d362e24193
plus	w3_d362e24196
offerenti	w5_d362e24199
verkauffet	w7_d362e24202
werden.	w9_d362e24205
</p>
<p id="p42_d362e24208">
Den	w1_d362e24212
4.	w3_d362e24215
künftigen	w5_d362e24218
Monats	w7_d362e24221
Julii	w9_d362e24224
und	w11_d362e24227
folgende	w13_d362e24231
Täge,	w1_d362e24236
werden	w3_d362e24239
zu	w5_d362e24242
Wienerisch=Neustadt	w7_d362e24245
in	w9_d362e24248
dem	w11_d362e24251
Kaiserl.	w1_d362e24256
Königl.	w3_d362e24259
Zeug=haus,	w5_d362e24262
Vormittag	w7_d362e24265
von	w9_d362e24268
9.	w11_d362e24271
bis	w1_d362e24277
12.,	w3_d362e24280
und	w5_d362e24283
Nachmittag	w7_d362e24286
von	w9_d362e24289
2.	w11_d362e24292
bis	w13_d362e24296
5.	w15_d362e24299
Uhr	w17_d362e24302
ver	w19_d362e24305
schiedene	w1_d362e24310
Verlassenschafts=effecten:	w3_d362e24313
als	w5_d362e24316
eine	w7_d362e24319
gol	w9_d362e24322
dene	w1_d362e24327
Reperir=uhr,	w3_d362e24330
eine	w5_d362e24333
goldene	w7_d362e24336
Tabatrier,	w9_d362e24339
soldener	w1_d362e24344
Ring	w3_d362e24347
mit	w5_d362e24350
9.	w7_d362e24353
Rauten,	w9_d362e24356
verschiedenes	w11_d362e24359
Filber,	w1_d362e24365
und	w3_d362e24368
andere	w5_d362e24371
Prätiosa,	w7_d362e24374
Manns=kleider	w9_d362e24377
Weiß=wäsch,	w1_d362e24382
Tisch=zeug,	w3_d362e24385
Beht=gewandt,	w5_d362e24388
unter	w7_d362e24391
schiedliches,	w1_d362e24396
und	w3_d362e24399
besonderes	w5_d362e24402
gutes	w7_d362e24405
Gewehr	w9_d362e24408
Bilder,	w1_d362e24413
Borcelain,	w1_d362e24419
Kupfer,	w3_d362e24422
Meßing,	w5_d362e24425
Zinn,	w7_d362e24428
Kästen,	w9_d362e24431
Tisch,	w1_d362e24436
dann	w3_d362e24439
etlich	w5_d362e24442
und	w7_d362e24445
sibenzig	w9_d362e24448
Eimer	w11_d362e24451
alte	w13_d362e24455
Oester	w15_d362e24458
reicher=wein,	w1_d362e24463
dem	w3_d362e24466
Meist	w5_d362e24469
bietenden	w7_d362e24472
licitando	w9_d362e24475
ge	w11_d362e24478
gen	w1_d362e24483
baarer	w3_d362e24486
Bezahlung	w5_d362e24489
verkauffet	w7_d362e24492
werden.	w9_d362e24495
</p>
<p id="p44_d362e24498">
Wir	w1_d362e24502
N.	w3_d362e24505
Burger=meister,	w5_d362e24508
Richter,	w7_d362e24511
und	w9_d362e24514
Raht	w11_d362e24517
beeder	w1_d362e24522
Landesfürstl.	w3_d362e24525
Städten	w5_d362e24528
Crems	w7_d362e24531
und	w9_d362e24534
Stein,	w11_d362e24537
geben	w1_d362e24542
hiemit	w3_d362e24545
jedermänniglich	w5_d362e24548
zu	w7_d362e24551
vernehmen,	w9_d362e24554
wel	w11_d362e24557
chergestalten	w1_d362e24563
wir	w3_d362e24566
zu	w5_d362e24569
Verkauffung	w7_d362e24572
der	w9_d362e24575
von	w11_d362e24578
dem	w13_d362e24582
Jo	w15_d362e24585
hann	w1_d362e24590
Jacob	w3_d362e24593
Krump,	w5_d362e24596
Burgerl.	w7_d362e24599
Roht=gärber,	w9_d362e24602
und	w11_d362e24605
</p>
<p id="p46_d362e24608">
Leder=zurichtern	w1_d362e24612
zu	w3_d362e24615
Crems	w5_d362e24618
bis	w7_d362e24621
anhero	w9_d362e24624
ingehabt	w11_d362e24627
in	w1_d362e24632
der	w3_d362e24635
sogenannten	w5_d362e24638
Lederer=gassen	w7_d362e24641
nahe	w9_d362e24644
an	w11_d362e24647
der	w13_d362e24651
Stadt	w1_d362e24656
ligenden	w3_d362e24659
Behausung	w5_d362e24662
samt	w7_d362e24665
der	w9_d362e24668
darauf	w11_d362e24671
haf	w13_d362e24675
tenden	w1_d362e24681
Roht=gärber=profeßion,	w3_d362e24684
Grund=stücken,	w5_d362e24687
Mo	w7_d362e24690
bilien,	w1_d362e24695
und	w3_d362e24698
Effecten	w5_d362e24701
an	w7_d362e24704
den	w9_d362e24707
Meist=bietenden	w11_d362e24710
eine	w13_d362e24714
abermalig	w1_d362e24719
clausulirte	w3_d362e24722
Licitations=tagsatzung	w5_d362e24725
auf	w7_d362e24728
den	w1_d362e24733
14.	w3_d362e24736
nächst=künftigen	w5_d362e24739
Monats	w7_d362e24742
Julii	w9_d362e24745
fruh	w11_d362e24748
um	w13_d362e24752
9.	w1_d362e24758
Uhr	w3_d362e24761
in	w5_d362e24764
der	w7_d362e24767
Krumpischen	w9_d362e24770
Behausung	w11_d362e24773
von	w13_d362e24777
unse	w15_d362e24780
ren	w1_d362e24785
in	w3_d362e24788
Sachen	w5_d362e24791
verordneten	w7_d362e24794
Commissarien	w9_d362e24797
Herrn	w11_d362e24800
Johann	w1_d362e24805
Jgnatz	w3_d362e24808
Feil,	w5_d362e24811
und	w7_d362e24814
Herrn	w9_d362e24817
Johann	w11_d362e24820
Georg	w13_d362e24824
Göllert,	w1_d362e24829
beeder	w3_d362e24832
des	w5_d362e24835
inneren	w7_d362e24838
Rahts	w9_d362e24841
zu	w11_d362e24844
erscheinen	w13_d362e24848
anberaumet	w1_d362e24854
haben;	w3_d362e24857
welches	w5_d362e24860
man	w7_d362e24863
hiemit	w9_d362e24866
alljenen,	w11_d362e24869
so	w1_d362e24874
dieses	w3_d362e24877
mit	w5_d362e24880
schönen	w7_d362e24883
Zimmern,	w9_d362e24886
und	w11_d362e24889
Gewölbern,	w13_d362e24893
dann	w1_d362e24898
guten	w3_d362e24901
Wein=keller	w5_d362e24904
versehene	w7_d362e24907
Haus	w9_d362e24910
samt	w11_d362e24913
Gewerb	w1_d362e24918
licitando	w3_d362e24921
an	w5_d362e24924
sich	w7_d362e24927
zu	w9_d362e24930
bringen	w11_d362e24933
gesonnen,	w13_d362e24937
hat	w1_d362e24943
kund	w3_d362e24946
machen	w5_d362e24949
wollen.	w7_d362e24952
</p>
<p id="p48_d362e24956">
Wir	w1_d362e24960
Officialis	w3_d362e24963
und	w5_d362e24966
Consistorium	w7_d362e24969
Passaviense	w9_d362e24972
in	w11_d362e24975
Wien	w1_d362e24980
thun	w3_d362e24983
hiemit	w5_d362e24986
offentlich	w7_d362e24989
kund	w9_d362e24992
und	w11_d362e24995
zu	w13_d362e24999
wissen.	w15_d362e25002
Nachdeme	w1_d362e25007
wir	w3_d362e25010
über	w5_d362e25013
die	w7_d362e25016
von	w9_d362e25019
dem	w11_d362e25022
Johann	w13_d362e25026
Michael	w15_d362e25029
Laberger,	w1_d362e25035
als	w3_d362e25038
Dötterischen	w5_d362e25041
Testamentsexecu	w7_d362e25044
tore,	w1_d362e25049
wider	w3_d362e25052
den	w5_d362e25055
Johann	w7_d362e25058
Georg	w9_d362e25061
Teicher,	w11_d362e25064
Pfar	w13_d362e25068
rer	w1_d362e25073
zu	w3_d362e25076
Michaelhausen	w5_d362e25079
in	w7_d362e25082
puncto	w9_d362e25085
600.	w11_d362e25088
fl.	w13_d362e25092
be	w15_d362e25095
hobene,	w1_d362e25100
und	w3_d362e25103
geführte	w5_d362e25106
Sperr	w7_d362e25109
auf	w9_d362e25112
des	w11_d362e25115
Beklagten	w13_d362e25119
in	w1_d362e25125
366.	w3_d362e25128
Eimer	w5_d362e25131
1746	w7_d362e25134
und	w9_d362e25137
1747=gewächs	w11_d362e25140
be	w13_d362e25144
stehende	w1_d362e25149
zu	w3_d362e25152
Streithofen	w5_d362e25155
befindliche	w7_d362e25158
Wein,	w9_d362e25161
so	w11_d362e25164
dann	w1_d362e25169
über	w3_d362e25172
derenselben	w5_d362e25175
vorgenommene	w7_d362e25178
Schätzung	w9_d362e25181
in	w1_d362e25186
eine	w3_d362e25189
nochmalige	w5_d362e25192
Licitations=tagsatzung	w7_d362e25195
gewil	w9_d362e25198
liget,	w1_d362e25204
und	w3_d362e25207
den	w5_d362e25210
9.	w7_d362e25213
künftigen	w9_d362e25216
Monats	w11_d362e25219
Julii	w13_d362e25223
be	w15_d362e25226
stimmet	w1_d362e25231
haben.	w3_d362e25234
Als	w5_d362e25237
werden	w7_d362e25240
all	w9_d362e25243
und	w11_d362e25246
jede,	w13_d362e25250
welche	w1_d362e25255
besagte	w3_d362e25258
Wein	w5_d362e25261
käuflich	w7_d362e25264
an	w9_d362e25267
sich	w11_d362e25270
bringen	w13_d362e25274
wollen,	w1_d362e25279
auf	w3_d362e25282
dem	w5_d362e25285
bestimmten	w7_d362e25288
Tag	w9_d362e25291
Vormittag	w11_d362e25294
um	w1_d362e25300
9.	w3_d362e25303
Uhr	w5_d362e25306
zu	w7_d362e25309
Streithofen	w9_d362e25312
erscheinen,	w11_d362e25315
und	w13_d362e25319
bey	w1_d362e25324
unserem	w3_d362e25327
Commissario	w5_d362e25330
sich	w7_d362e25333
anmelden.	w9_d362e25336
Ge	w11_d362e25339
geben	w1_d362e25344
zu	w3_d362e25347
Wien	w5_d362e25350
im	w7_d362e25353
Furstl.	w9_d362e25356
Passauer=hof	w11_d362e25359
bey	w13_d362e25363
Ma	w15_d362e25366
ria	w1_d362e25371
Stiegen	w3_d362e25374
den	w5_d362e25377
15.	w7_d362e25380
Junii	w9_d362e25383
1759.	w11_d362e25386
</p>
<p id="p50_d362e25389">
Von	w1_d362e25393
des	w3_d362e25396
Löbl.	w5_d362e25399
Stifts	w7_d362e25402
und	w9_d362e25405
Kloster	w11_d362e25408
Heil.	w13_d362e25412
Creu	w15_d362e25415
tzerischen	w1_d362e25420
Judicii	w3_d362e25423
Delegati	w5_d362e25426
der	w7_d362e25429
Herrschaft	w9_d362e25432
Mün	w11_d362e25435
chendorf	w1_d362e25440
wegen,	w3_d362e25443
wird	w5_d362e25446
hiemit	w7_d362e25449
jedermänniglich	w9_d362e25452
kund	w11_d362e25455
und	w1_d362e25461
zu	w3_d362e25464
wissen	w5_d362e25467
gemacht:	w7_d362e25470
welcher	w9_d362e25473
gestalten	w11_d362e25476
auf	w13_d362e25480
An	w15_d362e25483
langen	w1_d362e25488
des	w3_d362e25491
gerichtlich	w5_d362e25494
verordneten	w7_d362e25497
Schüttischen	w9_d362e25500
Herrn	w1_d362e25505
Curatoris	w3_d362e25508
ad	w5_d362e25511
lites	w7_d362e25514
wider	w9_d362e25517
die	w11_d362e25520
Catharina	w13_d362e25524
Schüttin	w1_d362e25529
Wittib,	w3_d362e25532
unterm	w5_d362e25535
2.	w7_d362e25538
dieses	w9_d362e25541
in	w11_d362e25544
die	w13_d362e25548
aber	w15_d362e25551
malige	w1_d362e25557
Licitirung	w3_d362e25560
der	w5_d362e25563
gerichtlich	w7_d362e25566
geschätzten	w9_d362e25569
Schüt	w11_d362e25572
tischen	w1_d362e25577
Häusern	w3_d362e25580
hierzu	w5_d362e25583
gehörige	w7_d362e25586
Grund=stücke,	w9_d362e25589
Ueberländ=grund=stücke,	w1_d362e25594
vorhandene	w3_d362e25597
Weine,	w5_d362e25600
