<doc id="wr_1758-10-04" attrs="word" year="1758" month="10" day="04" corpus="2">
<head id="h2_d284e3507">
Smirna	w1_d284e3511
mit	w9_d284e21556
Ausschlüssung	w11_d284e21559
deren	w13_d284e21563
ent	w15_d284e21566
zwischen	w1_d284e21571
fallenden	w3_d284e21574
Weinlöß=ferien	w5_d284e21577
auf	w7_d284e21580
den	w9_d284e21583
29,	w11_d284e21586
als	w1_d284e21592
künftigen	w3_d284e21595
Monats	w5_d284e21598
Novembr.	w7_d284e21601
dies	w9_d284e21604
Jahrs	w11_d284e21607
fruhe	w13_d284e21611
um	w1_d284e21616
8.	w3_d284e21619
Uhr	w5_d284e21622
auf	w7_d284e21625
dem	w9_d284e21628
Kaiserl.	w11_d284e21631
Königl.	w13_d284e21635
Stadtge	w15_d284e21638
richt	w1_d284e21643
entweders	w3_d284e21646
in	w5_d284e21649
Person,	w7_d284e21652
oder	w9_d284e21655
durch	w11_d284e21658
genugsam	w13_d284e21662
Bevollmächtigte	w1_d284e21667
Gewalt=tragere	w3_d284e21670
alsogewiß	w5_d284e21673
zu	w7_d284e21676
er	w9_d284e21679
scheinen	w1_d284e21685
bestimmet,	w3_d284e21688
wie	w5_d284e21691
im	w7_d284e21694
widrigen	w9_d284e21697
der	w11_d284e21700
aus	w13_d284e21704
bleibend	w1_d284e21709
und	w3_d284e21712
sich	w5_d284e21715
in	w7_d284e21718
tempore	w9_d284e21721
præfixo	w11_d284e21724
nicht	w13_d284e21728
an	w15_d284e21731
meldende	w1_d284e21736
Trætendent	w3_d284e21739
oder	w5_d284e21742
Gläubiger	w7_d284e21745
mit	w9_d284e21748
seinen	w11_d284e21751
Sprüchen	w1_d284e21756
nicht	w3_d284e21759
mehr	w5_d284e21762
angehört,	w7_d284e21765
sondern	w9_d284e21768
von	w11_d284e21771
des	w13_d284e21775
mehr	w1_d284e21781
wiederholten	w3_d284e21784
Joseph	w5_d284e21787
Reilalters	w7_d284e21790
vorhande	w9_d284e21793
ner	w1_d284e21798
Haabschaft,	w3_d284e21801
und	w5_d284e21804
Vermögen	w7_d284e21807
völlig	w9_d284e21810
ausgeschlos	w11_d284e21813
sen	w1_d284e21818
seyn,	w3_d284e21821
auch	w5_d284e21824
hieran	w7_d284e21827
nicht	w9_d284e21830
das	w11_d284e21833
geringste	w13_d284e21837
mehr	w15_d284e21840
cum	w1_d284e21845
onere	w3_d284e21848
perpetui	w5_d284e21851
silentii	w7_d284e21854
zu	w9_d284e21857
fordern,	w11_d284e21860
noch	w13_d284e21864
zu	w15_d284e21867
suchen	w1_d284e21873
haben	w3_d284e21876
solle:	w5_d284e21879
Wornach	w7_d284e21882
sich	w9_d284e21885
dann	w11_d284e21888
ein	w13_d284e21892
jeder	w15_d284e21895
zu	w1_d284e21900
richten,	w3_d284e21903
und	w5_d284e21906
seinem	w7_d284e21909
Juri	w9_d284e21912
zu	w11_d284e21915
invigiliren	w13_d284e21919
wissen	w15_d284e21922
wird.	w1_d284e21927
So	w3_d284e21930
beschehen	w5_d284e21933
Wien	w7_d284e21936
den	w9_d284e21939
7.	w11_d284e21942
Sept.	w13_d284e21946
1758.	w15_d284e21949
</p>
<p id="p28_d284e21952">
Joseph	w1_d284e21956
Martin	w3_d284e21959
edler	w5_d284e21962
von	w7_d284e21965
Hauer,	w9_d284e21968
Jhrer	w11_d284e21971
K.	w13_d284e21975
Maj.	w1_d284e21980
würkl.	w3_d284e21983
Raht	w5_d284e21986
und	w7_d284e21989
Schrenen=schreiber:	w9_d284e21992
</p>
<head id="h4_d284e22000">
EBICT.	w1_d284e22004
</head>
<p id="p6_d284e22007">
Von	w1_d284e22011
des	w3_d284e22014
K.	w5_d284e22017
K.	w7_d284e22020
im	w9_d284e22023
Erz=herzogtum	w11_d284e22026
Oesterreich	w13_d284e22030
un	w15_d284e22033
ter	w1_d284e22038
und	w3_d284e22041
ob	w5_d284e22044
der	w7_d284e22047
Enns	w9_d284e22050
aufgestelten	w11_d284e22053
Judicii	w13_d284e22057
Delegati	w15_d284e22060
Militaris	w1_d284e22065
mixti	w3_d284e22068
wegen	w5_d284e22071
wird	w7_d284e22074
durch	w9_d284e22077
dieses	w11_d284e22080
offentliche	w13_d284e22084
Edict	w1_d284e22090
jedermänniglich,	w3_d284e22093
deme	w5_d284e22096
daran	w7_d284e22099
gelegen,	w9_d284e22102
hier	w11_d284e22105
mit	w1_d284e22110
kund	w3_d284e22113
und	w5_d284e22116
zu	w7_d284e22119
wissen	w9_d284e22122
gemacht:	w11_d284e22125
</p>
<p id="p8_d284e22128">
Es	w1_d284e22132
habe	w3_d284e22135
der	w5_d284e22138
Kriegs=agent	w7_d284e22141
von	w9_d284e22144
Matolay	w11_d284e22147
um	w13_d284e22151
Er	w15_d284e22154
folg=lassung	w1_d284e22159
deren	w3_d284e22162
von	w5_d284e22165
ihme	w7_d284e22168
zu	w9_d284e22171
Hochlöbl.	w11_d284e22174
K.	w13_d284e22178
K.	w15_d284e22181
Hof=kriegs=rähtl.	w1_d284e22186
Justiz=collegii	w3_d284e22189
Handen	w5_d284e22192
depofitir	w7_d284e22195
ten	w1_d284e22201
Ritt=meister	w3_d284e22204
Ghilanischen	w5_d284e22207
21.	w7_d284e22210
Ducaten	w9_d284e22213
zu	w11_d284e22216
Hindanfertigung	w1_d284e22221
deren	w3_d284e22224
hierauf	w5_d284e22227
Forderung	w7_d284e22230
machen,	w9_d284e22233
den	w1_d284e22238
Creditoren	w3_d284e22241
angelanget;	w5_d284e22244
Gleichwie	w7_d284e22247
nun	w9_d284e22250
zu	w11_d284e22253
Un	w13_d284e22257
tersuchung	w1_d284e22262
dieser	w3_d284e22265
Creditoren=forderungen	w5_d284e22268
bey	w7_d284e22271
die	w9_d284e22274
sem	w1_d284e22280
K.	w3_d284e22283
K.	w5_d284e22286
Ju	w7_d284e22289
aicio	w9_d284e22292
Delegato	w11_d284e22295
Militari	w13_d284e22299
mixto	w15_d284e22302
eine	w17_d284e22305
Forderung	w1_d284e22310
mit	w3_d284e22313
Zuziehung	w5_d284e22316
des	w7_d284e22319
verstorbenen	w9_d284e22322
Had	w11_d284e22325
dickischen	w1_d284e22330
Hussaren=regiments	w3_d284e22333
Ritt=meisters	w5_d284e22336
Hrn.	w7_d284e22339
Baron	w1_d284e22344
Franz	w3_d284e22347
Ghilany	w5_d284e22350
hinterlassenen	w7_d284e22353
Frau	w9_d284e22356
Wittib,	w11_d284e22359
und	w1_d284e22365
dessen	w3_d284e22368
vorhandenen	w5_d284e22371
Creditoren	w7_d284e22374
auf	w9_d284e22377
den	w11_d284e22380
26ten	w13_d284e22384
October	w1_d284e22389
lauffenden	w3_d284e22392
Jahrs	w5_d284e22395
fruh	w7_d284e22398
um	w9_d284e22401
9.	w11_d284e22404
Uhr	w13_d284e22408
auberau	w15_d284e22411
met	w1_d284e22416
worden,	w3_d284e22419
diese	w5_d284e22422
Anforderung	w7_d284e22425
aber	w9_d284e22428
ihr	w11_d284e22431
Frau	w13_d284e22435
Ghi	w15_d284e22438
lanischen	w1_d284e22443
Wittib,	w3_d284e22446
und	w5_d284e22449
ihres	w7_d284e22452
verstorbenen	w9_d284e22455
Herrn	w11_d284e22458
Ehe=consarten	w1_d284e22464
hinterlassenen	w3_d284e22467
Creditoren	w5_d284e22470
wegen	w7_d284e22473
ihres	w1_d284e22478
unwissenden	w3_d284e22481
Aufenthalts	w5_d284e22484
nicht	w7_d284e22487
behörig	w9_d284e22490
zugestellet	w1_d284e22495
werden	w3_d284e22498
kan;	w5_d284e22501
Als	w7_d284e22504
wird	w9_d284e22507
ihnen	w11_d284e22510
solche	w13_d284e22514
per	w1_d284e22519
Edictum	w3_d284e22522
ad	w5_d284e22525
Valvas	w7_d284e22528
auch	w9_d284e22531
zu	w11_d284e22534
dem	w13_d284e22538
Ende	w15_d284e22541
hiermit	w17_d284e22544
intimiret,	w1_d284e22550
auf	w3_d284e22553
daß	w5_d284e22556
sie	w7_d284e22559
daselbst	w9_d284e22562
an	w11_d284e22565
obbesagtem	w13_d284e22569
Tag	w15_d284e22572
und	w1_d284e22577
Stund	w3_d284e22580
entweder	w5_d284e22583
selbst	w7_d284e22586
persönlich;	w9_d284e22589
oder	w11_d284e22592
durch	w13_d284e22596
genugsam	w1_d284e22601
instruirte	w3_d284e22604
Gevollmächtigte	w5_d284e22607
alsogewiß	w7_d284e22610
zu	w9_d284e22613
erscheinen	w1_d284e22618
wissen	w3_d284e22621
mögen:	w5_d284e22624
wie	w7_d284e22627
im	w9_d284e22630
widrigen	w11_d284e22633
die	w13_d284e22637
ge	w15_d284e22640
genwärtig	w1_d284e22646
liquidirende	w3_d284e22649
auf	w5_d284e22652
obige	w7_d284e22655
depositirte	w9_d284e22658
Ritt	w11_d284e22661
meister	w1_d284e22666
Ghilanysche	w3_d284e22669
21.	w5_d284e22672
Ducaten	w7_d284e22675
Forderung	w9_d284e22678
ma	w11_d284e22681
chende	w1_d284e22686
Creditores	w3_d284e22689
befriediget,	w5_d284e22692
auch	w7_d284e22695
sonsten,	w9_d284e22698
was	w11_d284e22701
Rechtens	w1_d284e22706
ist,	w3_d284e22709
erkennet	w5_d284e22712
werden	w7_d284e22715
solle.	w9_d284e22718
Wornach	w11_d284e22721
sie	w13_d284e22725
sich	w1_d284e22731
zu	w3_d284e22734
richten,	w5_d284e22737
und	w7_d284e22740
ihrem	w9_d284e22743
Recht	w11_d284e22746
zu	w13_d284e22750
invigiliren	w15_d284e22753
wissen	w1_d284e22758
werden.	w3_d284e22761
Wien	w5_d284e22764
den	w7_d284e22767
4.	w9_d284e22770
Septemb.	w11_d284e22773
1758.	w13_d284e22777
</p>
<head id="h2_d284e22783">
EDICT.	w1_d284e22787
</head>
<p id="p4_d284e22790">
Von	w1_d284e22794
der	w3_d284e22797
N.	w5_d284e22800
Oe.	w7_d284e22803
Regierung	w9_d284e22806
in	w11_d284e22809
Justitz=sachen	w13_d284e22813
we	w15_d284e22816
gen	w1_d284e22821
wird	w3_d284e22824
sowol	w5_d284e22827
An	w7_d284e22830
als	w9_d284e22833
Abwesenden,	w11_d284e22836
deme	w13_d284e22840
daran	w15_d284e22843
gelegen,	w1_d284e22848
kund	w3_d284e22851
gemacht:	w5_d284e22854
Es	w7_d284e22857
habe	w9_d284e22860
Regierung	w11_d284e22863
nach	w13_d284e22867
erfolgtem	w1_d284e22873
Hintritt	w3_d284e22876
des	w5_d284e22879
weil.	w7_d284e22882
Franz	w9_d284e22885
Anton	w11_d284e22888
von	w13_d284e22892
Schallenheim,	w1_d284e22897
gewest	w3_d284e22900
Kais.	w5_d284e22903
Kön.	w7_d284e22906
Truchses,	w9_d284e22909
und	w11_d284e22912
ersten	w1_d284e22917
Vorschneider,	w3_d284e22920
zu	w5_d284e22923
Erfindung	w7_d284e22926
desselben	w9_d284e22929
etwann	w11_d284e22932
vorhandenen	w1_d284e22937
æris	w3_d284e22940
alieni	w5_d284e22943
auch	w7_d284e22946
zu	w9_d284e22949
sicherer	w11_d284e22952
Abhand	w13_d284e22956
lung	w1_d284e22962
für	w3_d284e22965
nöhtig	w5_d284e22968
befunden,	w7_d284e22971
die	w9_d284e22974
in	w11_d284e22977
und	w13_d284e22981
ausser	w15_d284e22984
Land	w17_d284e22987
befindliche	w1_d284e22992
Gläubigere	w3_d284e22995
zur	w5_d284e22998
Anmeld	w7_d284e23001
und	w9_d284e23004
Liquidi	w11_d284e23007
rung	w1_d284e23012
ihrer	w3_d284e23015
habenden	w5_d284e23018
Forderung	w7_d284e23021
gerichtlich	w9_d284e23024
vorzula	w11_d284e23027
den,	w1_d284e23032
zu	w3_d284e23035
dem	w5_d284e23038
Ende	w7_d284e23041
denenselben	w9_d284e23044
der	w11_d284e23047
10.	w13_d284e23051
künftigen	w15_d284e23054
Monats	w1_d284e23060
Novembris,	w3_d284e23063
Nachmittags	w5_d284e23066
um	w7_d284e23069
4.	w9_d284e23072
Uhr,	w11_d284e23075
zu	w13_d284e23079
allendlicher	w1_d284e23084
Frist	w3_d284e23087
anberaumet	w5_d284e23090
worden.	w7_d284e23093
Solchem	w9_d284e23096
nach	w1_d284e23101
werden	w3_d284e23104
all	w5_d284e23107
und	w7_d284e23110
jede,	w9_d284e23113
so	w11_d284e23116
bey	w13_d284e23120
gedachter	w15_d284e23123
Ver	w17_d284e23126
lassenschaft	w1_d284e23131
einige	w3_d284e23134
Sprüch	w5_d284e23137
haben,	w7_d284e23140
an	w9_d284e23143
obbestimmten	w11_d284e23146
Tag	w1_d284e23152
und	w3_d284e23155
Stund	w5_d284e23158
vor	w7_d284e23161
Regierung	w9_d284e23164
in	w11_d284e23167
der	w13_d284e23171
daselbstigen	w15_d284e23174
Commißions=stuben	w1_d284e23179
entweder	w3_d284e23182
persönlich,	w5_d284e23185
oder	w7_d284e23188
durch	w1_d284e23193
genugsame	w3_d284e23196
Bevollmächtigte	w5_d284e23199
also	w7_d284e23202
gewiß	w9_d284e23205
zu	w11_d284e23208
erscheinen,	w1_d284e23213
und	w3_d284e23216
ihre	w5_d284e23219
Forderung	w7_d284e23222
zu	w9_d284e23225
liquidiren	w11_d284e23228
haben,	w13_d284e23232
als	w1_d284e23238
im	w3_d284e23241
widrigen	w5_d284e23244
die	w7_d284e23247
Abhandlung	w9_d284e23250
vorgenommen,	w11_d284e23253
und	w13_d284e23257
</p>
<p id="p6_d284e23260">
solche	w1_d284e23264
Verlassenschaft	w3_d284e23267
denen	w5_d284e23270
ab	w7_d284e23273
intestato	w9_d284e23276
kommen	w11_d284e23279
den	w1_d284e23284
Erben	w3_d284e23287
eingeantwortet,	w5_d284e23290
auch	w7_d284e23293
sonsten	w9_d284e23296
was	w11_d284e23299
Rech	w13_d284e23303
tens	w1_d284e23308
ist,	w3_d284e23311
ex	w5_d284e23314
officio	w7_d284e23317
vorgekehret	w9_d284e23320
werden	w11_d284e23323
solle.	w13_d284e23327
Wienn	w15_d284e23330
den	w1_d284e23336
22.	w3_d284e23339
Augusti	w5_d284e23342
1758.	w7_d284e23345
</p>
<p id="p8_d284e23348">
Den	w1_d284e23352
18.	w3_d284e23355
künftigen	w5_d284e23358
Monats	w7_d284e23361
Novembris	w9_d284e23364
wird	w11_d284e23367
auf	w1_d284e23372
Verordnung	w3_d284e23375
des	w5_d284e23378
Löbl.	w7_d284e23381
Hochgräfl.	w9_d284e23384
Wenzel	w11_d284e23387
Sinzendorfischen	w1_d284e23392
Judicii	w3_d284e23395
Delegati	w5_d284e23398
bey	w7_d284e23401
einer	w9_d284e23404
aber	w11_d284e23407
maligen	w1_d284e23413
Licitations=tagsatzung	w3_d284e23416
die	w5_d284e23419
Anton	w7_d284e23422
Peitli	w9_d284e23425
sche	w1_d284e23430
Behausung	w3_d284e23433
samt	w5_d284e23436
darzu	w7_d284e23439
gehörigen	w9_d284e23442
Grund	w11_d284e23445
stücken,	w1_d284e23450
und	w3_d284e23453
Bäcken=gewerb	w5_d284e23456
im	w7_d284e23459
Markt	w9_d284e23462
Ernß	w11_d284e23465
brunn	w1_d284e23470
in	w3_d284e23473
der	w5_d284e23476
aldasigen	w7_d284e23479
Herrschaftl.	w9_d284e23482
Verwalter	w11_d284e23485
amts=canzley	w1_d284e23491
fruh	w3_d284e23494
um	w5_d284e23497
9.	w7_d284e23500
Uhr	w9_d284e23503
dem	w11_d284e23506
Meistbieten	w13_d284e23510
den	w1_d284e23515
verkauft	w3_d284e23518
werden.	w5_d284e23521
</p>
<list id="l10_d284e23524">
Noveau	w1_d284e23528
Theatre	w3_d284e23531
de	w5_d284e23534
Guerre,	w7_d284e23537
ou	w9_d284e23540
Atlas	w11_d284e23543
Géo-	w13_d284e23547
graphique	w1_d284e23552
&	w3_d284e23555
militaire	w5_d284e23558
qui	w7_d284e23561
comprend	w9_d284e23564
le	w11_d284e23567
Royau-	w13_d284e23571
me	w1_d284e23576
de	w3_d284e23579
Bohemé,	w5_d284e23582
le	w7_d284e23585
Comtés	w9_d284e23588
de	w11_d284e23591
Glaz,	w13_d284e23595
la	w15_d284e23598
Mo-	w17_d284e23601
ravie,	w1_d284e23607
le	w3_d284e23610
Duché	w5_d284e23613
de	w7_d284e23616
Silesie,	w9_d284e23619
la	w11_d284e23622
Lusace,	w13_d284e23626
la	w15_d284e23629
Sa-	w17_d284e23632
xe	w1_d284e23637
Electorale,	w3_d284e23640
le	w5_d284e23643
Brandbourg,	w7_d284e23646
avec	w9_d284e23649
les	w11_d284e23652
fron	w13_d284e23656
tieres	w1_d284e23661
de	w3_d284e23664
Pologne,	w5_d284e23667
d'Hongrie,	w7_d284e23670
d'Autriche,	w9_d284e23673
haut	w1_d284e23678
Palatinat,	w3_d284e23681
&c	w5_d284e23684
2.	w7_d284e23687
parties:	w9_d284e23690
Contenant	w11_d284e23693
50.	w13_d284e23697
Feuilles	w1_d284e23703
1758	w3_d284e23706
à	w5_d284e23709
21.	w7_d284e23712
fl.	w9_d284e23715
</list>
<p id="p12_d284e23720">
Bey	w1_d284e23724
dem	w3_d284e23727
Verleger	w5_d284e23730
des	w7_d284e23733
Wienerischen	w9_d284e23736
Diarii	w11_d284e23739
ist	w13_d284e23743
in	w1_d284e23748
Commißion	w3_d284e23751
zu	w5_d284e23754
haben:	w7_d284e23757
</p>
<p id="p14_d284e23760">
Es	w1_d284e23764
ist	w3_d284e23767
in	w5_d284e23770
dem	w7_d284e23773
sogenannten	w9_d284e23776
Carmelitter=haus	w11_d284e23779
im	w1_d284e23784
Salvator=gassel	w3_d284e23787
in	w5_d284e23790
dem	w7_d284e23793
3ten	w9_d284e23796
Stock	w11_d284e23799
eine	w13_d284e23803
Woh	w15_d284e23806
nung	w1_d284e23811
bestehend	w3_d284e23814
in	w5_d284e23817
7.	w7_d284e23820
Zimmern,	w9_d284e23823
2.	w11_d284e23826
Cammern,	w13_d284e23830
2.	w15_d284e23833
Ku	w17_d284e23836
cheln,	w1_d284e23842
samt	w3_d284e23845
Stallung,	w5_d284e23848
und	w7_d284e23851
Schupfen	w9_d284e23854
auf	w11_d284e23857
zwey	w13_d284e23861
Pferd,	w1_d284e23866
und	w3_d284e23869
sonstiger	w5_d284e23872
doppelter	w7_d284e23875
Zugehör	w9_d284e23878
ganz	w11_d284e23881
oder	w13_d284e23885
separirter	w1_d284e23890
zu	w3_d284e23893
verlassen,	w5_d284e23896
man	w7_d284e23899
hat	w9_d284e23902
sich	w11_d284e23905
dessenthalben	w13_d284e23909
bey	w1_d284e23914
dem	w3_d284e23917
Haus=meister	w5_d284e23920
allda	w7_d284e23923
anzumelden.	w9_d284e23926
</p>
<p id="p16_d284e23929">
Von	w1_d284e23933
des	w3_d284e23936
Kaiserl.	w5_d284e23939
Königl.	w7_d284e23942
in	w9_d284e23945
Erz=herzogtum	w11_d284e23948
Oesterreich	w1_d284e23953
unter	w3_d284e23956
und	w5_d284e23959
ob	w7_d284e23962
der	w9_d284e23965
Enns	w11_d284e23968
aufgestellten	w13_d284e23972
Judicii	w1_d284e23977
delegati	w3_d284e23980
Militatis	w5_d284e23983
Mixti	w7_d284e23986
wegen	w9_d284e23989
wird	w11_d284e23992
hie	w13_d284e23996
mit	w1_d284e24002
durch	w3_d284e24005
dieses	w5_d284e24008
offentliche	w7_d284e24011
Edirt	w9_d284e24014
denen	w11_d284e24017
Obrist	w13_d284e24021
Marchese	w1_d284e24026
Viscontischen	w3_d284e24029
Erben,	w5_d284e24032
und	w7_d284e24035
legatarien	w9_d284e24038
kund,	w1_d284e24043
und	w3_d284e24046
zu	w5_d284e24049
wissen	w7_d284e24052
gemacht;	w9_d284e24055
welchergestalten	w11_d284e24058
die	w1_d284e24063
verwittibte	w3_d284e24066
Elisabeth	w5_d284e24069
Lette	w7_d284e24072
geborne	w9_d284e24075
von	w11_d284e24078
Mu	w13_d284e24082
nioz,	w1_d284e24088
wegen	w3_d284e24091
eines	w5_d284e24094
von	w7_d284e24097
ihnen	w9_d284e24100
Viscontischen	w11_d284e24103
Hrn.	w13_d284e24107
Erben	w1_d284e24112
und	w3_d284e24115
Legatarien	w5_d284e24118
ihrem	w7_d284e24121
Ehe=consorten	w9_d284e24124
seel.	w11_d284e24127
versprochenen	w1_d284e24132
Deserviti	w3_d284e24135
per	w5_d284e24138
798.	w7_d284e24141
fl.	w9_d284e24144
3.	w11_d284e24147
Kr.	w13_d284e24151
auf	w15_d284e24154
weiteres	w1_d284e24159
Anlangen	w3_d284e24162
wider	w5_d284e24165
dieselbe	w7_d284e24168
über	w9_d284e24171
die	w11_d284e24174
ergan	w13_d284e24178
gene	w1_d284e24184
8.	w3_d284e24187
tägige	w5_d284e24190
Vollziehungs=verordnung	w7_d284e24193
nunmehro	w9_d284e24196
das	w1_d284e24201
gerichtliche	w3_d284e24204
Verbott,	w5_d284e24207
wofern	w7_d284e24210
nichts	w9_d284e24213
eingekom	w11_d284e24216
men	w1_d284e24221
(Nichts)	w3_d284e24224
untern	w5_d284e24227
26sten	w7_d284e24230
verschiedenen	w9_d284e24233
Mo	w11_d284e24236
nats	w1_d284e24241
Angust	w3_d284e24244
behoben	w5_d284e24247
habe.	w7_d284e24250
Gleichwie	w9_d284e24253
nun	w11_d284e24256
diese	w13_d284e24260
Verordnung	w1_d284e24266
ihnen	w3_d284e24269
Viscontischen	w5_d284e24272
Hrn.	w7_d284e24275
Erben,	w9_d284e24278
und	w11_d284e24281
Legatarien	w1_d284e24286
ihres	w3_d284e24289
unwissenden	w5_d284e24292
Aufenthalts	w7_d284e24295
halber	w9_d284e24298
nicht	w1_d284e24303
zugestellet	w3_d284e24306
werden	w5_d284e24309
kann.	w7_d284e24312
Als	w9_d284e24315
wird	w11_d284e24318
solches	w13_d284e24322
denenselben	w1_d284e24327
zufolge	w3_d284e24330
der	w5_d284e24333
untern	w7_d284e24336
obigen	w9_d284e24339
dato	w11_d284e24342
ergan	w13_d284e24346
genen	w1_d284e24352
Auflag	w3_d284e24355
per	w5_d284e24358
Edictum	w7_d284e24361
ad	w9_d284e24364
valvas	w11_d284e24367
hiemit	w13_d284e24371
in	w15_d284e24374
timiret.	w1_d284e24379
</p>
<head id="h2_d284e24386">
EDICT.	w1_d284e24390
</head>
<p id="p4_d284e24393">
Von	w1_d284e24397
des	w3_d284e24400
K.	w5_d284e24403
K.	w7_d284e24406
Jud.	w9_d284e24409
Deley.	w11_d284e24412
Mis	w13_d284e24416
Mixti	w15_d284e24419
im	w17_d284e24422
Erz	w19_d284e24425
herzogtum	w1_d284e24430
Oesterreich	w3_d284e24433
unter	w5_d284e24436
und	w7_d284e24439
ob	w9_d284e24442
der	w11_d284e24445
Ennß	w13_d284e24449
we	w1_d284e24454
</p>
<p id="p8_d284e24459">
wegen,	w1_d284e24463
wird	w3_d284e24466
hiemit	w5_d284e24469
durch	w7_d284e24472
dieses	w9_d284e24475
offentliche	w11_d284e24478
Laist	w13_d284e24482
jedermänniglich,	w1_d284e24487
deme	w3_d284e24490
daran	w5_d284e24493
gelegen,	w7_d284e24496
kund	w9_d284e24499
und	w11_d284e24502
zu	w13_d284e24506
wissen	w1_d284e24511
gemacht.	w3_d284e24514
</p>
<p id="p10_d284e24517">
Was	w1_d284e24521
gestalten	w3_d284e24524
auf	w5_d284e24527
des	w7_d284e24530
zu	w9_d284e24533
Vertrettung	w11_d284e24536
des	w13_d284e24540
zu	w15_d284e24543
Reichenau	w1_d284e24548
in	w3_d284e24551
Böheim	w5_d284e24554
verstorbenen	w7_d284e24557
K.	w9_d284e24560
K.	w11_d284e24563
Geneval	w13_d284e24567
feld=marschall=leutenants	w1_d284e24572
Herrn	w3_d284e24575
Emerich	w5_d284e24578
von	w7_d284e24581
Mo	w9_d284e24584
roz	w1_d284e24590
seel.	w3_d284e24593
Verlassenschaft	w5_d284e24596
gerichtlich	w7_d284e24599
verordneten	w9_d284e24602
Curatoris	w1_d284e24607
Augustin	w3_d284e24610
Böck	w5_d284e24613
J.	w7_d284e24616
U.	w9_d284e24619
Dris	w11_d284e24622
auch	w13_d284e24626
Hof	w15_d284e24629
kriegsraths	w1_d284e24634
und	w3_d284e24637
Gerichts=advocatens	w5_d284e24640
gehorsam	w7_d284e24643
stes	w1_d284e24648
Anlangen	w3_d284e24651
verwilliget	w5_d284e24654
worden,	w7_d284e24657
daß	w9_d284e24660
alle	w11_d284e24663
dieje	w13_d284e24667
nige,	w1_d284e24673
welche	w3_d284e24676
an	w5_d284e24679
erst=ersagt	w7_d284e24682
Herrn	w9_d284e24685
Generalfeld	w11_d284e24688
marschall=leutenant	w1_d284e24693
von	w3_d284e24696
Moroz	w5_d284e24699
seel.	w7_d284e24702
Verlassen	w9_d284e24705
schaft	w1_d284e24710
titulo	w3_d284e24713
crediti	w5_d284e24716
aur	w7_d284e24719
alio	w9_d284e24722
quocunque	w11_d284e24725
Sprüch	w13_d284e24729
und	w1_d284e24734
Anforderungen	w3_d284e24737
haben,	w5_d284e24740
oder	w7_d284e24743
zu	w9_d284e24746
haben	w11_d284e24749
vermei	w13_d284e24753
nen,	w1_d284e24759
durch	w3_d284e24762
Ausfertigung	w5_d284e24765
deren	w7_d284e24768
gewöhnlichen	w9_d284e24771
Con-	w11_d284e24774
vocations-edicten	w1_d284e24779
einberuffen	w3_d284e24782
werden	w5_d284e24785
sollen.	w7_d284e24788
</p>
<p id="p12_d284e24792">
Wann	w1_d284e24796
nun	w3_d284e24799
zu	w5_d284e24802
diesem	w7_d284e24805
Ende	w9_d284e24808
der	w11_d284e24811
16te	w13_d284e24815
Novem	w15_d284e24818
bris	w1_d284e24823
dies	w3_d284e24826
Jahrs	w5_d284e24829
fruhe	w7_d284e24832
um	w9_d284e24835
9.	w11_d284e24838
Uhr	w13_d284e24842
bey	w15_d284e24845
dieser	w17_d284e24848
K.	w19_d284e24851
K.	w1_d284e24856
Jud.	w3_d284e24859
Del.	w5_d284e24862
Mil.	w7_d284e24865
Mixti	w9_d284e24868
auf	w11_d284e24871
der	w13_d284e24875
Sailer=stadt	w15_d284e24878
in	w17_d284e24881
der	w1_d284e24887
sogenannten	w3_d284e24890
Hollerstauden	w5_d284e24893
im	w7_d284e24896
1ten	w9_d284e24899
Stock	w11_d284e24902
be	w13_d284e24906
findlichen	w1_d284e24911
Canzley	w3_d284e24914
sub	w5_d284e24917
clausula	w7_d284e24920
perpetui	w9_d284e24923
silentii	w11_d284e24926
prol	w1_d284e24931
primo	w3_d284e24934
2do	w5_d284e24937
&	w7_d284e24940
tertio	w9_d284e24943
Termino	w11_d284e24946
zu	w13_d284e24950
erscheinen.	w15_d284e24953
bestimmet	w1_d284e24958
worden	w3_d284e24961
ist.	w5_d284e24964
Solchemnach	w7_d284e24967
werden	w9_d284e24970
alle	w11_d284e24973
uje	w13_d284e24977
de	w1_d284e24983
Weil.	w3_d284e24986
Hrn.	w5_d284e24989
General=feldmarschall=leutenants	w7_d284e24992
von	w9_d284e24995
Moroz	w1_d284e25000
Glaubigere	w3_d284e25003
an	w5_d284e25006
obbestimten	w7_d284e25009
Tag	w9_d284e25012
und	w11_d284e25015
Stund	w13_d284e25019
zu	w1_d284e25024
erscheinen,	w3_d284e25027
und	w5_d284e25030
ihre	w7_d284e25033
etwann	w9_d284e25036
habende	w11_d284e25039
Sprüche	w13_d284e25043
und	w1_d284e25048
Anforderung	w3_d284e25051
entweders	w5_d284e25054
selbst,	w7_d284e25057
oder	w9_d284e25060
durch	w11_d284e25063
genugsam	w1_d284e25069
instruirte	w3_d284e25072
Bevollmächtigte	w5_d284e25075
alsogewiß	w7_d284e25078
an	w9_d284e25081
zumelden,	w1_d284e25086
und	w3_d284e25089
Rechts	w5_d284e25092
erforderlich	w7_d284e25095
zu	w9_d284e25098
liquidiren	w11_d284e25101
wissen,	w1_d284e25106
als	w3_d284e25109
im	w5_d284e25112
widrigen	w7_d284e25115
die	w9_d284e25118
