<doc id="wr_1759-12-05" attrs="word" year="1759" month="12" day="05" corpus="2">
<head id="h2_d403e4038">
Werra=strom	w1_d403e4042
Poten	w11_d403e22312
taten,	w1_d403e22317
Stamm	w3_d403e22320
tafeln	w5_d403e22323
und	w7_d403e22326
Wappen	w9_d403e22329
enthalten	w11_d403e22332
sind,	w13_d403e22336
nebst	w1_d403e22342
einer	w3_d403e22345
kurzen	w5_d403e22348
Vorstellung	w7_d403e22351
aller	w9_d403e22354
jetzt	w11_d403e22357
regieren	w13_d403e22361
den	w1_d403e22366
Kaiser,	w3_d403e22369
Könige,	w5_d403e22372
Chur=fürsten,	w7_d403e22375
geistlicher	w9_d403e22378
und	w1_d403e22383
weltlicher	w3_d403e22386
Fürsten	w5_d403e22389
und	w7_d403e22392
Grafen	w9_d403e22395
des	w11_d403e22398
H.	w13_d403e22402
Röm.	w15_d403e22405
Reichs,	w1_d403e22410
nach	w3_d403e22413
ihren	w5_d403e22416
Lebens	w7_d403e22419
und	w9_d403e22422
Regierungsjah	w11_d403e22425
ren,	w1_d403e22431
wie	w3_d403e22434
auch	w5_d403e22437
einiger	w7_d403e22440
auswärtigen	w9_d403e22443
Fürsten,	w11_d403e22446
des	w13_d403e22450
Papstes	w1_d403e22455
und	w3_d403e22458
der	w5_d403e22461
Cardinäle,	w7_d403e22464
aufs	w9_d403e22467
neue	w11_d403e22470
ausgefer	w13_d403e22474
tiget,	w1_d403e22479
groß.	w3_d403e22482
8.	w5_d403e22485
Nürnberg	w7_d403e22488
1759.	w9_d403e22491
ordinari	w11_d403e22494
gebun	w13_d403e22498
den	w1_d403e22503
pr.	w3_d403e22506
2.	w5_d403e22509
fl.	w7_d403e22512
30.	w9_d403e22515
kr.	w11_d403e22518
Des	w1_d403e22524
grossen	w3_d403e22527
und	w5_d403e22530
vollständigen	w7_d403e22533
Weiglischen	w9_d403e22536
Wappen=buchs,	w1_d403e22541
erstes	w3_d403e22544
und	w5_d403e22547
zweytes	w7_d403e22550
Supplement,	w9_d403e22553
oder	w1_d403e22558
Nachtrag	w3_d403e22561
mit	w5_d403e22564
einer	w7_d403e22567
Vorrede	w9_d403e22570
Johann	w11_d403e22573
David	w13_d403e22577
Köhlers,	w1_d403e22582
von	w3_d403e22585
denen	w5_d403e22588
Erfindern	w7_d403e22591
der	w9_d403e22594
Wappenschati	w11_d403e22597
rungen,	w1_d403e22603
welche	w3_d403e22606
die	w5_d403e22609
Franzosen	w7_d403e22612
Hachures	w9_d403e22615
nennen,	w11_d403e22618
wodurch	w1_d403e22623
die	w3_d403e22626
Metalle	w5_d403e22629
und	w7_d403e22632
Farben	w9_d403e22635
der	w11_d403e22638
adelichen	w13_d403e22642
Schilden,	w1_d403e22647
ohne	w3_d403e22650
Farben	w5_d403e22653
oder	w7_d403e22656
Bilder	w9_d403e22659
angedeutet	w11_d403e22662
werden,	w1_d403e22667
folio	w3_d403e22670
Nürnberg	w5_d403e22673
1755.	w7_d403e22676
und	w9_d403e22679
1759.	w11_d403e22682
in	w13_d403e22686
französischen	w1_d403e22692
Einband.	w3_d403e22695
pr.	w5_d403e22698
12.	w7_d403e22701
fl.	w9_d403e22704
Der	w1_d403e22709
sogenannte	w3_d403e22712
Englische	w5_d403e22715
Wahrsager	w7_d403e22718
Calen	w9_d403e22721
der,	w1_d403e22726
oder	w3_d403e22729
ausführliche	w5_d403e22732
Prognosticon	w7_d403e22735
des	w9_d403e22738
1760.	w11_d403e22741
Jahrs,	w1_d403e22746
sammt	w3_d403e22749
der	w5_d403e22752
allerneuesten	w7_d403e22755
Genealogie	w9_d403e22758
der	w11_d403e22761
jetzt	w1_d403e22767
lebenden	w3_d403e22770
allerhöchsten	w5_d403e22773
Stands=personen	w7_d403e22776
rc.	w9_d403e22779
schmal	w1_d403e22784
8.	w3_d403e22787
gebunden	w5_d403e22790
pr.	w7_d403e22793
24.	w9_d403e22796
kr.	w11_d403e22799
Der	w1_d403e22804
dazu	w3_d403e22807
gehörige	w5_d403e22810
Schlüssel	w7_d403e22813
über	w9_d403e22816
die	w11_d403e22819
Wappen	w13_d403e22823
erklärung	w1_d403e22828
schmal	w3_d403e22831
8.	w5_d403e22834
pr.	w7_d403e22837
7.	w9_d403e22840
Kr.	w11_d403e22843
Es	w1_d403e22849
seynd	w3_d403e22852
auch	w5_d403e22855
alda	w7_d403e22858
zu	w9_d403e22861
haben,	w11_d403e22864
verschiedene	w13_d403e22868
Ta	w15_d403e22871
fel=calender,	w1_d403e22876
mit	w3_d403e22879
schönen	w5_d403e22882
geistlichen	w7_d403e22885
und	w9_d403e22888
weitti	w11_d403e22891
chen	w1_d403e22896
Kupfer=stichen,	w3_d403e22899
auch	w5_d403e22902
allerhand	w7_d403e22905
Schreib	w9_d403e22908
und	w11_d403e22911
Geck	w1_d403e22916
enlendern.	w3_d403e22919
</list>
<p id="p18_d403e22925">
Von	w1_d403e22929
der	w3_d403e22932
Hochgräflich=Diekrichsteinischen	w5_d403e22935
Herr	w7_d403e22938
schaft	w1_d403e22943
Ulrichskirchen	w3_d403e22946
Annts=canzley	w5_d403e22949
wegen,	w7_d403e22952
wirdet	w9_d403e22955
hiemit	w1_d403e22960
jedermänniglich	w3_d403e22963
kund	w5_d403e22966
und	w7_d403e22969
zu	w9_d403e22972
wissen	w11_d403e22975
ge	w13_d403e22979
macht,	w1_d403e22985
was	w3_d403e22988
gestalten	w5_d403e22991
die	w7_d403e22994
dem	w9_d403e22997
Benediet	w11_d403e23000
Pfeiffer,	w13_d403e23004
zu	w1_d403e23009
obbesagter	w3_d403e23012
Herrschaft	w5_d403e23015
Unterthänig	w7_d403e23018
gewesten	w9_d403e23021
Mühler=meister	w1_d403e23026
in	w3_d403e23029
Kreith	w5_d403e23032
seel.	w7_d403e23035
eigentumlich	w9_d403e23038
ange	w11_d403e23041
hörige	w1_d403e23046
Mühl,	w3_d403e23049
samt	w5_d403e23052
Haus	w7_d403e23055
und	w9_d403e23058
Ueberländgrund	w11_d403e23061
Effe	w1_d403e23067
stücken,	w1_d403e23072
Wein	w3_d403e23075
und	w5_d403e23078
verschiedenen	w7_d403e23081
anderen	w9_d403e23084
cien,	w1_d403e23089
an	w3_d403e23092
dem	w5_d403e23095
Meist=bietenden	w7_d403e23098
zu	w9_d403e23101
verkauffen	w11_d403e23104
seye.	w1_d403e23109
Wer	w1_d403e23115
nun	w3_d403e23118
hiervon	w5_d403e23121
etwas	w7_d403e23124
käuflichen	w9_d403e23127
an	w11_d403e23130
sich	w13_d403e23134
zu	w15_d403e23137
bringen	w1_d403e23142
gedenket,	w3_d403e23145
hat	w5_d403e23148
sich	w7_d403e23151
den	w9_d403e23154
3.	w11_d403e23157
Jenner	w13_d403e23161
einge	w15_d403e23164
henden	w1_d403e23169
1760.	w3_d403e23172
Jahrs	w5_d403e23175
um	w7_d403e23178
8.	w9_d403e23181
Uhr	w11_d403e23184
fruh	w13_d403e23188
bey	w15_d403e23191
obge	w17_d403e23194
dachter	w1_d403e23199
Herrschafts=canzley	w3_d403e23202
zu	w5_d403e23205
melden.	w7_d403e23208
Actum	w1_d403e23214
Schloß	w1_d403e23219
Ulrichs=kirchen	w3_d403e23222
den	w5_d403e23225
2.	w7_d403e23228
December	w9_d403e23231
1759.	w11_d403e23234
</p>
<p id="p20_d403e23237">
Den	w1_d403e23241
18.	w3_d403e23244
dieses	w5_d403e23247
Monats	w7_d403e23250
December	w9_d403e23253
werden	w11_d403e23256
bey	w13_d403e23260
dem	w1_d403e23265
grossen	w3_d403e23268
Blumen	w5_d403e23271
stock	w7_d403e23274
zu	w9_d403e23277
Maria	w11_d403e23280
Hilf,	w13_d403e23284
ver	w15_d403e23287
der	w1_d403e23292
und	w3_d403e23295
Mahlereyen,	w5_d403e23298
dann	w7_d403e23301
Kupfer	w9_d403e23304
schiedene	w1_d403e23310
und	w1_d403e23315
Zeichnungen	w3_d403e23318
von	w5_d403e23321
denen	w7_d403e23324
besten	w9_d403e23327
Meistern,	w11_d403e23330
wie	w13_d403e23334
auch	w1_d403e23339
Verlassenschafts=effecten,	w3_d403e23342
und	w5_d403e23345
Mobilien,	w7_d403e23348
Kasten,	w1_d403e23353
Behter	w3_d403e23356
und	w5_d403e23359
Zinn,	w7_d403e23362
Vormittag	w9_d403e23365
von	w11_d403e23368
9.	w13_d403e23372
bis	w15_d403e23375
12.,	w1_d403e23381
Nachmittag	w3_d403e23384
von	w5_d403e23387
3	w7_d403e23390
bis	w9_d403e23393
6.	w11_d403e23396
Uhr,	w13_d403e23400
dem	w15_d403e23403
Meist	w17_d403e23406
bietenden	w1_d403e23411
licitando	w3_d403e23414
verkauffet.	w5_d403e23417
</p>
<list id="l22_d403e23420">
Jn	w1_d403e23424
der	w3_d403e23427
Joseph	w5_d403e23430
Kurzböckischen	w7_d403e23433
Universitäts	w9_d403e23436
buchdruckerey	w1_d403e23441
in	w3_d403e23444
der	w5_d403e23447
Bogner=gasse	w7_d403e23450
im	w9_d403e23453
Hofglaseri	w11_d403e23456
schen	w1_d403e23461
Haus,	w3_d403e23464
ist	w5_d403e23467
zu	w7_d403e23470
haben:	w9_d403e23473
Poetischer	w1_d403e23479
Straf=brief	w3_d403e23482
eines	w5_d403e23485
wahren	w7_d403e23488
Wiener	w9_d403e23491
patriotens,	w1_d403e23496
an	w3_d403e23499
Herrn	w5_d403e23502
Naseweiß,	w7_d403e23505
einen	w9_d403e23508
unbeson	w11_d403e23511
neuen	w1_d403e23516
Kriegs=raisoneur	w3_d403e23519
4to.	w5_d403e23522
7.	w7_d403e23525
kr.	w9_d403e23528
Sonderbare	w1_d403e23533
Andachts=übung	w3_d403e23536
für	w5_d403e23539
die	w7_d403e23542
9.	w9_d403e23545
letzte	w11_d403e23548
Täge	w1_d403e23554
der	w3_d403e23557
Geburt	w5_d403e23560
Christi,	w7_d403e23563
in	w9_d403e23566
8.	w11_d403e23569
in	w13_d403e23573
Leder	w15_d403e23576
17.	w17_d403e23579
kr.	w19_d403e23582
ordinari	w1_d403e23587
2.	w3_d403e23590
kr.	w5_d403e23593
Des	w1_d403e23598
W.	w3_d403e23601
E.	w5_d403e23604
und	w7_d403e23607
durch	w9_d403e23610
seine	w11_d403e23613
geistliche	w13_d403e23617
Exerei	w15_d403e23620
tien	w1_d403e23625
berühmten	w3_d403e23628
P.	w5_d403e23631
Anton	w7_d403e23634
Cito	w9_d403e23637
S.	w11_d403e23640
J.	w13_d403e23644
Christliche	w15_d403e23647
Wahrheiten,	w1_d403e23653
bestehend	w3_d403e23656
in	w5_d403e23659
9.	w7_d403e23662
Ermahnungen,	w9_d403e23665
aus	w11_d403e23668
der	w1_d403e23673
Wälschen	w3_d403e23676
in	w5_d403e23679
die	w7_d403e23682
Teutsche	w9_d403e23685
Sprache	w11_d403e23688
übersetzet	w13_d403e23692
von	w1_d403e23697
Joseph	w3_d403e23700
Kurzböcken	w5_d403e23703
8.	w7_d403e23706
in	w9_d403e23709
Franzband	w11_d403e23712
51.	w13_d403e23716
kr.	w15_d403e23719
Dritter	w1_d403e23724
Band	w3_d403e23727
A.	w5_d403e23730
R.	w7_d403e23733
P.	w9_d403e23736
Grill	w11_d403e23739
S.	w13_d403e23743
J.	w15_d403e23746
Sitten=lehr	w17_d403e23749
und	w1_d403e23755
Fasten=predigen	w3_d403e23758
4.	w5_d403e23761
in	w7_d403e23764
Franzband	w9_d403e23767
2.	w11_d403e23770
fl.	w13_d403e23774
24.	w15_d403e23777
kr.	w17_d403e23780
Abriß	w1_d403e23785
von	w3_d403e23788
dem	w5_d403e23791
Sarge,	w7_d403e23794
welchen	w9_d403e23797
man	w11_d403e23800
zu	w13_d403e23804
Wien	w15_d403e23807
auf	w1_d403e23812
dem	w3_d403e23815
alten	w5_d403e23818
Fleisch=markte,	w7_d403e23821
am	w9_d403e23824
2.	w11_d403e23827
des	w13_d403e23831
Win	w15_d403e23834
ter=monats	w1_d403e23839
im	w3_d403e23842
Jahre	w5_d403e23845
1759.	w7_d403e23848
ausgegraben	w9_d403e23851
hat	w11_d403e23854
3.	w13_d403e23858
kr.	w15_d403e23861
NB.	w1_d403e23867
Der	w3_d403e23870
beyligende	w5_d403e23873
Catalogus,	w7_d403e23876
ist	w9_d403e23879
in	w11_d403e23882
der	w13_d403e23886
Kurzböckischen	w1_d403e23891
Buchdruckerey	w3_d403e23894
gratis	w5_d403e23897
abzuholen.	w7_d403e23900
</list>
<p id="p24_d403e23905">
Es	w1_d403e23909
wird	w3_d403e23912
allen	w5_d403e23915
Hohen	w7_d403e23918
und	w9_d403e23921
jeden	w11_d403e23924
nach	w13_d403e23928
Stands	w15_d403e23931
gebühr	w1_d403e23936
Kunst=verständigen,	w3_d403e23939
und	w5_d403e23942
hoch=geneigten	w7_d403e23945
Gönnern	w1_d403e23950
zu	w3_d403e23953
wissen	w5_d403e23956
gemacht,	w7_d403e23959
daß	w9_d403e23962
alhier	w11_d403e23965
in	w13_d403e23969
dem	w15_d403e23972
Gast=haus	w1_d403e23978
zum	w3_d403e23981
goldenen	w5_d403e23984
Ochsen	w7_d403e23987
auf	w9_d403e23990
dem	w11_d403e23993
neuen	w13_d403e23997
Markt,	w1_d403e24002
Num	w3_d403e24005
9.	w5_d403e24008
die	w7_d403e24011
Perspectiva	w9_d403e24014
Optica	w11_d403e24017
Solaris	w13_d403e24021
annoch	w1_d403e24026
bis	w3_d403e24029
den	w5_d403e24032
13.	w7_d403e24035
dies	w9_d403e24038
Monats	w11_d403e24041
wird	w13_d403e24045
vorgestel	w15_d403e24048
let	w1_d403e24053
werden,	w3_d403e24056
welche	w5_d403e24059
von	w7_d403e24062
allen,	w9_d403e24065
so	w11_d403e24068
dieselbe	w13_d403e24072
bis	w15_d403e24075
hero	w1_d403e24081
gewürdiget	w3_d403e24084
anzusehen,	w5_d403e24087
dero	w7_d403e24090
Applausum	w9_d403e24093
da	w11_d403e24096
rüber	w1_d403e24101
gegeben	w3_d403e24104
worden;	w5_d403e24107
nunmehro	w7_d403e24110
werden	w9_d403e24113
in	w11_d403e24116
der	w13_d403e24120
silben	w1_d403e24125
ganz	w3_d403e24128
andere	w5_d403e24131
der	w7_d403e24134
auserlesensten	w9_d403e24137
Repräsen	w11_d403e24140
tationen	w1_d403e24145
in	w3_d403e24148
das	w5_d403e24151
Perspectiv	w7_d403e24154
gerichtet,	w9_d403e24157
so	w11_d403e24160
weit	w13_d403e24164
als	w15_d403e24167
das	w1_d403e24173
menschliche	w3_d403e24176
Auge	w5_d403e24179
sehen	w7_d403e24182
kan,	w9_d403e24185
zum	w11_d403e24188
Vergnü	w13_d403e24192
gen	w1_d403e24197
vorgestellet;	w3_d403e24200
nur	w5_d403e24203
bitte	w7_d403e24206
mich	w9_d403e24209
geringen	w11_d403e24212
Vorur	w13_d403e24216
</p>
<p id="p26_d403e24219">
theilen	w1_d403e24223
gütig	w3_d403e24226
zu	w5_d403e24229
verschonen,	w7_d403e24232
und	w9_d403e24235
sonst	w11_d403e24238
vekaun	w13_d403e24242
ten	w1_d403e24247
Kleinigkeiten	w3_d403e24250
nicht	w5_d403e24253
gleich	w7_d403e24256
zu	w9_d403e24259
schätzen,	w11_d403e24262
dann	w13_d403e24266
durch	w1_d403e24271
eingenommenen	w3_d403e24274
Augenschein	w5_d403e24277
wird	w7_d403e24280
man	w9_d403e24283
be	w11_d403e24286
zeugen:	w1_d403e24292
Daß	w1_d403e24297
diese	w3_d403e24300
Kunst	w5_d403e24303
aufs	w7_d403e24306
neu	w9_d403e24309
in	w11_d403e24312
solchen	w13_d403e24316
Grad	w15_d403e24319
</p>
<p id="p28_d403e24322">
NB.	w1_d403e24326
Es	w3_d403e24329
seynd	w5_d403e24332
auch	w7_d403e24335
Maschinen	w9_d403e24338
zu	w11_d403e24341
haben	w13_d403e24345
in	w15_d403e24348
Civilen	w1_d403e24353
Preis	w3_d403e24356
für	w5_d403e24359
Liebhaber	w7_d403e24362
mit	w9_d403e24365
auf	w11_d403e24368
die	w13_d403e24372
Reis	w15_d403e24375
comot	w1_d403e24380
in	w3_d403e24383
einem	w5_d403e24386
keinen	w7_d403e24389
Raum	w9_d403e24392
bestehet,	w11_d403e24395
in	w13_d403e24399
ein	w15_d403e24402
Kuffer	w1_d403e24408
mit	w3_d403e24411
zu	w5_d403e24414
bringen	w7_d403e24417
auf	w9_d403e24420
eine	w11_d403e24423
Art,	w13_d403e24427
alles	w15_d403e24430
mit	w17_d403e24433
Schrauben	w1_d403e24438
vertheilt	w3_d403e24441
zu	w5_d403e24444
werden.	w7_d403e24447
</p>
<list id="l30_d403e24450">
cint,	w1_d403e24454
zo	w1_d403e24459
dieses	w3_d403e24462
Werk:	w5_d403e24465
Als	w1_d403e24470
jen	w3_d403e24473
röster	w1_d403e24479
Lust	w3_d403e24482
erscheint.	w5_d403e24485
</list>
<p id="p32_d403e24489">
Von	w1_d403e24493
der	w3_d403e24496
R.	w5_d403e24499
Oe.	w7_d403e24502
Regierung	w9_d403e24505
wegen,	w11_d403e24508
wird	w13_d403e24512
mit	w15_d403e24515
gegenwärtig	w1_d403e24520
offenen	w3_d403e24523
Edict	w5_d403e24526
nachstehenden	w7_d403e24529
Gräfl.	w9_d403e24532
Wenzel	w1_d403e24537
von	w3_d403e24540
Schafgotschischen	w5_d403e24543
Credits=partheyen	w7_d403e24546
kund	w1_d403e24552
und	w3_d403e24555
zu	w5_d403e24558
wissen	w7_d403e24561
gemacht:	w9_d403e24564
Es	w11_d403e24567
habe	w13_d403e24571
der	w15_d403e24574
ge	w17_d403e24577
richtlich	w1_d403e24582
verordnet=Gräfl.	w3_d403e24585
Wenzel	w5_d403e24588
von	w7_d403e24591
Schafgot	w9_d403e24594
schische	w1_d403e24599
Curator	w3_d403e24602
ad	w5_d403e24605
lites	w7_d403e24608
Doctor	w9_d403e24611
Hacker	w11_d403e24614
gehor	w13_d403e24618
samst	w1_d403e24623
angezeiget;	w3_d403e24626
wie	w5_d403e24629
daß	w7_d403e24632
in	w9_d403e24635
dem	w11_d403e24638
untern	w13_d403e24642
30.	w15_d403e24645
Augusti	w1_d403e24651
1755.	w3_d403e24654
in	w5_d403e24657
Sachen	w7_d403e24660
publicirt	w9_d403e24663
Gräfl.	w11_d403e24666
Wen	w13_d403e24670
zel	w1_d403e24675
Schafgotschischen	w3_d403e24678
Cridä=abschied	w5_d403e24681
unter	w7_d403e24684
an	w9_d403e24687
deren	w1_d403e24692
Classe	w3_d403e24695
secunda	w5_d403e24698
der	w7_d403e24701
Jogann	w9_d403e24704
Luederer,	w11_d403e24707
mit	w13_d403e24711
dem	w1_d403e24716
auf	w3_d403e24719
eine	w5_d403e24722
Obligation	w7_d403e24725
de	w9_d403e24728
Dato	w11_d403e24731
7.	w13_d403e24735
Octob.	w15_d403e24738
1750.	w1_d403e24744
angemeldeten	w3_d403e24747
Rest	w5_d403e24750
pr.	w7_d403e24753
283.	w9_d403e24756
fl.	w11_d403e24759
samt	w13_d403e24763
denen	w15_d403e24766
zu	w1_d403e24771
6.	w3_d403e24774
pro.	w5_d403e24777
Cento	w7_d403e24780
verfallen	w9_d403e24783
und	w11_d403e24786
weiters	w13_d403e24790
lauffen	w15_d403e24793
den:	w1_d403e24798
Jnteresse:	w3_d403e24801
jedoch	w5_d403e24804
gegen	w7_d403e24807
Producirung	w9_d403e24810
des	w11_d403e24813
Originalis,	w1_d403e24818
dann	w3_d403e24821
Ablegung	w5_d403e24824
eines	w7_d403e24827
Cörperlichen	w9_d403e24830
Eides	w1_d403e24836
dahin,	w3_d403e24839
daß	w5_d403e24842
ausser	w7_d403e24845
der	w9_d403e24848
angemerkten	w11_d403e24851
Ab	w13_d403e24855
schlags=bezahlung	w1_d403e24860
keine	w3_d403e24863
weitere	w5_d403e24866
Vergütung	w7_d403e24869
über	w9_d403e24872
kommen,	w1_d403e24877
sondern	w3_d403e24880
diesem	w5_d403e24883
Rest	w7_d403e24886
annoch	w9_d403e24889
aufrecht	w11_d403e24892
zu	w1_d403e24897
fordern	w3_d403e24900
habe;	w5_d403e24903
ferrers	w7_d403e24906
in	w9_d403e24909
eadem	w11_d403e24912
Classe	w13_d403e24916
der	w15_d403e24919
Leopold	w1_d403e24925
Prisky,	w3_d403e24928
Schuster=meister	w5_d403e24931
mit	w7_d403e24934
denen	w9_d403e24937
auf	w11_d403e24940
einen	w1_d403e24945
Conto	w3_d403e24948
angemeldeten	w5_d403e24951
:2.	w7_d403e24954
fl.	w9_d403e24957
14.	w11_d403e24960
kr.,	w13_d403e24964
dann	w15_d403e24967
in	w17_d403e24970
Classe	w19_d403e24973
repetita	w1_d403e24978
der	w3_d403e24981
Joseph	w5_d403e24984
Klinger,	w7_d403e24987
Schuster=meister	w9_d403e24990
mit	w1_d403e24995
denen	w3_d403e24998
auf	w5_d403e25001
einen	w7_d403e25004
Conto	w9_d403e25007
angemeldeten	w11_d403e25010
4.	w13_d403e25014
fl.	w15_d403e25017
jedoch	w1_d403e25023
gegen	w3_d403e25026
Producirung	w5_d403e25029
deren	w7_d403e25032
Hand=büchern	w9_d403e25035
und	w1_d403e25040
von	w3_d403e25043
diesen	w5_d403e25046
zweyen	w7_d403e25049
abzulegen	w9_d403e25052
kommenden	w11_d403e25055
Eid	w13_d403e25059
dahin,	w1_d403e25064
daß	w3_d403e25067
sie	w5_d403e25070
hiervon	w7_d403e25073
keine	w9_d403e25076
Abschlags=zahl	w11_d403e25079
be	w13_d403e25083
deck	w1_d403e25088
oder	w3_d403e25091
Vergütung	w5_d403e25094
überkommen,	w7_d403e25097
sondern	w9_d403e25100
die	w11_d403e25103
ses	w1_d403e25109
Quantum	w3_d403e25112
annoch	w5_d403e25115
aufrecht	w7_d403e25118
zu	w9_d403e25121
forderen	w11_d403e25124
haben,	w13_d403e25128
claßificirt	w1_d403e25133
worden	w3_d403e25136
wären;	w5_d403e25139
wann	w7_d403e25142
nun	w9_d403e25145
aber	w11_d403e25148
der	w13_d403e25152
Aufenthalt	w1_d403e25157
gedacht=dreyer	w3_d403e25160
Partheyen	w5_d403e25163
über	w7_d403e25166
alle	w9_d403e25169
angewendete	w1_d403e25174
Müh	w3_d403e25177
weder	w5_d403e25180
zu	w7_d403e25183
erfragen,	w9_d403e25186
noch	w11_d403e25189
aus	w13_d403e25193
findig	w1_d403e25199
zu	w3_d403e25202
machen	w5_d403e25205
wäre,	w7_d403e25208
ob	w9_d403e25211
dieselbe	w11_d403e25214
annoch	w13_d403e25218
im	w15_d403e25221
Leben,	w1_d403e25226
oder	w3_d403e25229
mit	w5_d403e25232
Tod	w7_d403e25235
abgegangen,	w9_d403e25238
ansonsten	w11_d403e25241
aber	w1_d403e25246
auch	w3_d403e25249
von	w5_d403e25252
ein=so	w7_d403e25255
anderen	w9_d403e25258
Partheyen	w11_d403e25261
die	w13_d403e25265
auf	w15_d403e25268
getragene	w1_d403e25273
Liquidirung	w3_d403e25276
anhero	w5_d403e25279
noch	w7_d403e25282
nicht	w9_d403e25285
prästirt	w11_d403e25288
worden	w1_d403e25294
wäre,	w3_d403e25297
einfolglichen	w5_d403e25300
also	w7_d403e25303
nun	w9_d403e25306
diese	w11_d403e25309
Cri	w13_d403e25313
dä=sach	w1_d403e25318
zur	w3_d403e25321
einstigen	w5_d403e25324
Endschaft	w7_d403e25327
zu	w9_d403e25330
bringen	w11_d403e25333
aller	w13_d403e25337
dings	w1_d403e25342
erforderlich	w3_d403e25345
seyn	w5_d403e25348
wolle,	w7_d403e25351
die	w9_d403e25354
gedachte	w11_d403e25357
Par	w13_d403e25361
theyen,	w1_d403e25366
oder	w3_d403e25369
allenfalls	w5_d403e25372
ihre	w7_d403e25375
Erben	w9_d403e25378
und	w11_d403e25381
Ceßio	w13_d403e25385
narien	w1_d403e25391
durch	w3_d403e25394
ein	w5_d403e25397
ordentliches	w7_d403e25400
Edictum	w9_d403e25403
valvale	w11_d403e25406
ad	w1_d403e25411
liquidandum	w3_d403e25414
einzuberuffen	w5_d403e25417
und	w7_d403e25420
ausfindig	w9_d403e25423
zu	w11_d403e25426
</p>
<p id="p38_d403e25440">
machen	w1_d403e25444
gegleichwie	w3_d403e25447
von	w5_d403e25450
sie	w7_d403e25453
Regierung	w9_d403e25456
diesem	w11_d403e25459
Gesuch	w1_d403e25464
zu	w3_d403e25467
willfahren	w5_d403e25470
kein	w7_d403e25473
Anstand	w9_d403e25476
genommen,	w11_d403e25479
sondern	w1_d403e25484
zu	w3_d403e25487
solchem	w5_d403e25490
Ende	w7_d403e25493
denenselben	w9_d403e25496
den	w11_d403e25499
19.	w13_d403e25503
Tag	w15_d403e25506
des	w1_d403e25512
Monats	w3_d403e25515
Decembris	w5_d403e25518
Nachmittag	w7_d403e25521
präcise	w9_d403e25524
um	w11_d403e25527
4.	w1_d403e25532
Uhr	w3_d403e25535
wor	w5_d403e25538
Regierung	w7_d403e25541
zu	w9_d403e25544
erscheinen,	w11_d403e25547
zu	w13_d403e25551
all	w15_d403e25554
end	w17_d403e25557
Sch	w1_d403e25562
Frist	w1_d403e25567
anberaum	w3_d403e25570
liche	w1_d403e25576
26..	w1_d403e25581
ob	w1_d403e25586
wird	w1_d403e25591
ihme	w3_d403e25594
Johann	w5_d403e25597
und	w1_d403e25603
Joseph	w3_d403e25606
Klinger,	w5_d403e25609
oder	w7_d403e25612
derer	w9_d403e25615
etwa	w11_d403e25618
existiren	w13_d403e25622
den	w1_d403e25627
Erben	w3_d403e25630
sder	w5_d403e25633
Ceßignarien	w7_d403e25636
mittels	w9_d403e25639
gegenwär	w11_d403e25642
tig=offenen	w1_d403e25647
Valval=edicts	w3_d403e25650
anbefehlen,	w5_d403e25653
daß	w7_d403e25656
selbe	w9_d403e25659
an	w1_d403e25664
obbestimmten	w3_d403e25667
Tag	w5_d403e25670
und	w7_d403e25673
Stund	w9_d403e25676
vor	w11_d403e25679
Regierung	w13_d403e25683
in	w1_d403e25689
der	w3_d403e25692
daselbst	w5_d403e25695
zu	w7_d403e25698
sölchem	w9_d403e25701
Ende	w11_d403e25704
offen	w13_d403e25708
haltenden	w15_d403e25711
Commißipus=stuben	w1_d403e25716
enhwweder	w3_d403e25719
selbst	w5_d403e25722
persönlich,	w7_d403e25725
tigte	w1_d403e25732
Ge	w3_d403e25735
nugsarze.	w1_d403e25741
oder	w1_d403e25746
durch	w3_d403e25749
hiezu	w5_d403e25752
walt	w1_d403e25759
tragere	w3_d403e25762
also	w5_d403e25765
gneiß	w7_d403e25768
erscheinen,	w9_d403e25771
und	w11_d403e25774
die	w13_d403e25778
ih	w15_d403e25781
ntem	w1_d403e25787
Criba=abschied	w3_d403e25790
auf	w5_d403e25793
nen	w1_d403e25798
Eingangs	w3_d403e25801
in	w5_d403e25804
erweht	w7_d403e25807
getragene	w1_d403e25812
Prästanda	w3_d403e25815
prästiren,	w5_d403e25818
wie	w7_d403e25821
im	w9_d403e25824
widrigen	w11_d403e25827
sie	w1_d403e25832
nicht	w3_d403e25835
mehr	w5_d403e25838
gehöret,	w7_d403e25841
die	w9_d403e25844
Instrumenta	w11_d403e25847
pro	w13_d403e25851
non	w1_d403e25857
recegnitis,	w3_d403e25860
und	w5_d403e25863
die	w7_d403e25866
Juramenta	w9_d403e25869
pro	w11_d403e25872
præsti	w13_d403e25876
tis	w1_d403e25881
gehalten,	w3_d403e25884
einfolglichen	w5_d403e25887
mit	w7_d403e25890
Repartirung	w9_d403e25893
der	w11_d403e25896
Gräfl.	w1_d403e25901
Wenzel	w3_d403e25904
Schafgorschischen	w5_d403e25907
Massa	w7_d403e25910
unter	w9_d403e25913
de	w11_d403e25916
übrig=liquidirte	w1_d403e25921
Schuld=posten	w3_d403e25924
ex	w5_d403e25927
omho	w7_d403e25930
o	w9_d403e25933
vor	w11_d403e25936
gegangen	w1_d403e25942
