<doc id="wr_1763-11-16" attrs="word" year="1763" month="11" day="16" corpus="2">
<head id="h2_d809e3094">
Dublin	w1_d809e3098
jede	w13_d809e21193
Frey	w15_d809e21196
herrl.	w1_d809e21202
Joh.	w3_d809e21205
Baptist	w5_d809e21208
Partenfeldische	w7_d809e21211
Creditores	w9_d809e21214
oder	w1_d809e21219
derenselben	w3_d809e21222
Erben	w5_d809e21225
und	w7_d809e21228
Erbes=erben,	w9_d809e21231
(wann	w11_d809e21234
sie	w1_d809e21239
ihre	w3_d809e21242
Bezahlung	w5_d809e21245
annoch	w7_d809e21248
gänzlichen	w9_d809e21251
nicht	w11_d809e21254
em	w13_d809e21258
pfangen	w1_d809e21263
haben)	w3_d809e21266
an	w5_d809e21269
obbesagtem	w7_d809e21272
Tag,	w9_d809e21275
Stund	w11_d809e21278
und	w13_d809e21282
Ort	w1_d809e21288
also	w3_d809e21291
gewiß	w5_d809e21294
persönlich,	w7_d809e21297
oder	w9_d809e21300
durch	w11_d809e21303
genugstem	w13_d809e21307
Bevollmächtigte	w1_d809e21312
erscheinen,	w3_d809e21315
und	w5_d809e21318
ihre	w7_d809e21321
Liquidations	w9_d809e21324
und	w1_d809e21329
Legitimations	w3_d809e21332
documenta	w5_d809e21335
mitbringen,	w7_d809e21338
wi	w9_d809e21341
drigenfalls	w1_d809e21346
unter	w3_d809e21349
die	w5_d809e21352
anwesende	w7_d809e21355
Freyherrl.	w9_d809e21358
Joh.	w11_d809e21361
Baptist	w1_d809e21367
Partenfeldische	w3_d809e21370
Creditores	w5_d809e21373
obbesagtes	w7_d809e21376
Le	w9_d809e21379
gatum	w1_d809e21384
deren	w3_d809e21387
14000.	w5_d809e21390
fl.	w7_d809e21393
proportionaliter	w9_d809e21396
ausge	w11_d809e21399
</p>
<p id="p18_d809e21402">
theilet,	w1_d809e21406
denen	w3_d809e21409
Ausbleibenden	w5_d809e21412
aber	w7_d809e21415
das	w9_d809e21418
ewine	w11_d809e21421
Still	w13_d809e21425
schweigen	w1_d809e21430
auferleget	w3_d809e21433
werden	w5_d809e21436
solle.	w7_d809e21439
Wien	w9_d809e21442
den	w11_d809e21445
5.	w13_d809e21449
Nov.	w1_d809e21454
1763.	w3_d809e21457
(L.	w1_d809e21463
S.)	w3_d809e21466
Gabriel	w5_d809e21469
Joseph	w7_d809e21472
(L.	w9_d809e21475
S.)	w11_d809e21478
Franz	w13_d809e21482
Bernhard	w15_d809e21485
von	w1_d809e21490
Stettner,	w3_d809e21493
iimale	w5_d809e21496
bedler	w7_d809e21499
v.	w9_d809e21502
Keeß,	w11_d809e21505
Landschreiber.	w1_d809e21510
L	w3_d809e21513
M.	w5_d809e21516
Gerichts=seeret.	w7_d809e21519
</p>
<list id="l20_d809e21522">
Von	w1_d809e21526
des	w3_d809e21529
Löhl	w5_d809e21532
Stift	w7_d809e21535
und	w9_d809e21538
mürdien	w11_d809e21541
anser	w13_d809e21545
lilen	w15_d809e21548
</list>
<p id="p22_d809e21552">
Von	w1_d809e21556
des	w3_d809e21559
Löhl	w5_d809e21562
Stift	w7_d809e21565
und	w9_d809e21568
mürdien	w11_d809e21571
anser	w13_d809e21575
lilen	w15_d809e21578
Frauen	w1_d809e21583
Gottes=haus	w3_d809e21586
zu	w5_d809e21589
den	w7_d809e21592
Schotten	w9_d809e21595
in	w11_d809e21598
Wien	w13_d809e21602
bestellten	w1_d809e21607
Grund=gericht	w3_d809e21610
wegen,	w5_d809e21613
wird	w7_d809e21616
hiermit	w9_d809e21619
je	w11_d809e21622
dermänniglich	w1_d809e21628
zu	w3_d809e21631
vernehmen	w5_d809e21634
gegeben:	w7_d809e21637
welcherge	w9_d809e21640
stalten	w1_d809e21645
Herr	w3_d809e21648
Johann	w5_d809e21651
Baptista	w7_d809e21654
Jgnatius	w9_d809e21657
Schmidt,	w11_d809e21660
Ober=Leutenant,	w1_d809e21665
wider	w3_d809e21668
die	w5_d809e21671
Frau	w7_d809e21674
Ursulam	w9_d809e21677
Kirch	w11_d809e21680
schlagerin,	w1_d809e21685
als	w3_d809e21688
Leopold	w5_d809e21691
Caspar	w7_d809e21694
Kirchschlagerischer	w9_d809e21697
Universal=erbin	w1_d809e21703
über	w3_d809e21706
die	w5_d809e21709
geloffene	w7_d809e21712
Erinnerungs	w9_d809e21715
verordnung	w1_d809e21720
die	w3_d809e21723
Licitirung	w5_d809e21726
der	w7_d809e21729
in	w9_d809e21732
der	w11_d809e21735
Kärntner	w13_d809e21739
strassen	w1_d809e21744
gelegenen	w3_d809e21747
Kirchschlagerischen	w5_d809e21750
Behausung	w7_d809e21753
unterm	w1_d809e21758
7.	w3_d809e21761
Septembris	w5_d809e21764
a.	w7_d809e21767
c.	w9_d809e21770
abselute	w11_d809e21773
verwilligter	w13_d809e21777
erhalten	w1_d809e21783
habe;	w3_d809e21786
Da	w5_d809e21789
nun	w7_d809e21792
der	w9_d809e21795
Canzley	w11_d809e21798
die	w13_d809e21802
Ausfer	w15_d809e21805
tigung	w1_d809e21810
deren	w3_d809e21813
gewöhnlichen	w5_d809e21816
Licitations=edicten	w7_d809e21819
un	w9_d809e21822
ter	w1_d809e21827
einstens	w3_d809e21830
auferleget	w5_d809e21833
worden.	w7_d809e21836
Als	w9_d809e21839
wird	w11_d809e21842
dann	w13_d809e21846
auch	w1_d809e21851
zu	w3_d809e21854
solchem	w5_d809e21857
Ende	w7_d809e21860
hiemit	w9_d809e21863
der	w11_d809e21866
3te	w13_d809e21870
künftigen	w15_d809e21873
Monats	w1_d809e21879
Deembris	w3_d809e21882
Vormittag	w5_d809e21885
um	w7_d809e21888
9.	w9_d809e21891
Uhr	w11_d809e21894
vor	w13_d809e21898
diesseitig	w1_d809e21903
bestellte	w3_d809e21906
Grund=gericht	w5_d809e21909
zu	w7_d809e21912
erscheinen	w9_d809e21915
der	w11_d809e21918
gestalt	w1_d809e21923
peremptorie	w3_d809e21926
clausulirten	w5_d809e21929
Tagsatzung	w7_d809e21932
bestim	w9_d809e21935
met,	w1_d809e21940
und	w3_d809e21943
per	w5_d809e21946
Edictum	w7_d809e21949
ad	w9_d809e21952
valvas	w11_d809e21955
intimiret,	w13_d809e21959
daß	w15_d809e21962
allda	w1_d809e21968
mit	w3_d809e21971
dem	w5_d809e21974
vorkommend	w7_d809e21977
Meistbietenden	w9_d809e21980
der	w11_d809e21983
Kauf	w1_d809e21988
um	w3_d809e21991
vorberührte	w5_d809e21994
Behausung	w7_d809e21997
ex	w9_d809e22000
officio	w11_d809e22003
ge	w13_d809e22007
schlossen,	w1_d809e22012
und	w3_d809e22015
gegen	w5_d809e22018
Erlag	w7_d809e22021
des	w9_d809e22024
tractirenden	w11_d809e22027
Kauf	w13_d809e22031
schillings	w1_d809e22036
käuflichen	w3_d809e22039
überlassen	w5_d809e22042
werden	w7_d809e22045
solle.	w9_d809e22048
Dem	w11_d809e22051
nach	w1_d809e22057
all	w3_d809e22060
diejenige,	w5_d809e22063
welche	w7_d809e22066
ersagte	w9_d809e22069
Kirchschlagerische	w11_d809e22072
Behausung	w1_d809e22077
käuflichen	w3_d809e22080
an	w5_d809e22083
sich	w7_d809e22086
zu	w9_d809e22089
bringen	w11_d809e22092
geden	w13_d809e22096
ken,	w1_d809e22101
an	w3_d809e22104
obbestimmtem	w5_d809e22107
Tag	w7_d809e22110
und	w9_d809e22113
Stund	w11_d809e22116
zu	w13_d809e22120
erschei	w15_d809e22123
nen,	w1_d809e22128
und	w3_d809e22131
sich	w5_d809e22134
hiernach	w7_d809e22137
zu	w9_d809e22140
richten	w11_d809e22143
wissen	w13_d809e22147
werden.	w15_d809e22150
</p>
<list id="l24_d809e22154">
Auf	w1_d809e22158
Verordnung	w3_d809e22161
eines	w5_d809e22164
Löbl.	w7_d809e22167
L.	w9_d809e22170
M.	w11_d809e22173
Gerichts	w13_d809e22177
</list>
<p id="p26_d809e22181">
Auf	w1_d809e22185
Verordnung	w3_d809e22188
eines	w5_d809e22191
Löbl.	w7_d809e22194
L.	w9_d809e22197
M.	w11_d809e22200
Gerichts	w13_d809e22204
werden	w1_d809e22209
den	w3_d809e22212
21.	w5_d809e22215
laufenden	w7_d809e22218
Monats	w9_d809e22221
Nov.	w11_d809e22224
Vormit	w13_d809e22228
tag	w1_d809e22233
von	w3_d809e22236
9.	w5_d809e22239
bis	w7_d809e22242
12.	w9_d809e22245
und	w11_d809e22248
Nachmittag	w13_d809e22252
von	w15_d809e22255
3.	w17_d809e22258
bis	w19_d809e22261
6.	w1_d809e22267
Uhr	w3_d809e22270
in	w5_d809e22273
dem	w7_d809e22276
Gräfl.	w9_d809e22279
Falkenhaynischen	w11_d809e22282
Haus	w13_d809e22286
in	w15_d809e22289
der	w1_d809e22294
Renn=gassen,	w3_d809e22297
nächst	w5_d809e22300
dem	w7_d809e22303
Kloster	w9_d809e22306
Neuburger	w11_d809e22309
Hof	w1_d809e22314
verschiedene	w3_d809e22317
Verlassenschafts=effecten,	w5_d809e22320
beste	w7_d809e22323
hend	w1_d809e22328
in	w3_d809e22331
einigen	w5_d809e22334
Prätiosis,	w7_d809e22337
Frauen=kleidern,	w9_d809e22340
Frauen	w1_d809e22346
und	w3_d809e22349
Manns=wäsch,	w5_d809e22352
und	w7_d809e22355
Bilder	w9_d809e22358
plus	w11_d809e22361
offerenti	w1_d809e22366
licitando	w3_d809e22369
verkaufet	w5_d809e22372
werden.	w7_d809e22375
</p>
<list id="l28_d809e22378">
Wit	w1_d809e22382
Buegermeister	w3_d809e22385
ants=vervelte	w5_d809e22388
und	w7_d809e22391
Rah	w9_d809e22394
</list>
<p id="p30_d809e22398">
Wit	w1_d809e22402
Buegermeister	w3_d809e22405
ants=vervelte	w5_d809e22408
und	w7_d809e22411
Rah	w9_d809e22414
der	w1_d809e22419
Stadt	w3_d809e22422
Wien,	w5_d809e22425
geben	w7_d809e22428
all	w9_d809e22431
und	w11_d809e22434
jeden,	w13_d809e22438
so	w15_d809e22441
an	w17_d809e22444
weil.	w19_d809e22447
Hrn.	w1_d809e22452
Franz	w3_d809e22455
Jgnatz	w5_d809e22458
Lauterer,	w7_d809e22461
gewesten	w9_d809e22464
Obercam	w11_d809e22467
mer	w1_d809e22473
amts	w3_d809e22476
remanenzer	w5_d809e22479
allhier	w7_d809e22482
seel.	w9_d809e22485
dann	w11_d809e22488
dessen	w13_d809e22492
nach	w15_d809e22495
gelassenen,	w1_d809e22500
und	w3_d809e22503
bald	w5_d809e22506
darauf	w7_d809e22509
verstorbenen	w9_d809e22512
Universal	w11_d809e22515
erbin,	w1_d809e22520
Jungfrau	w3_d809e22523
Tyeresiam	w5_d809e22526
Lauterin	w7_d809e22529
Verlassen	w9_d809e22532
schaft	w1_d809e22537
Sprüch	w3_d809e22540
und	w5_d809e22543
Anforderungen	w7_d809e22546
haben,	w9_d809e22549
oder	w11_d809e22552
zu	w13_d809e22556
haben	w1_d809e22562
vermeinen,	w3_d809e22565
es	w5_d809e22568
seye	w7_d809e22571
um	w9_d809e22574
Erbschaft,	w11_d809e22577
Geld,	w13_d809e22581
Schulden,	w1_d809e22586
und	w3_d809e22589
anderes,	w5_d809e22592
wie	w7_d809e22595
das	w9_d809e22598
immer	w11_d809e22601
genennet	w13_d809e22605
werden	w1_d809e22610
kan,	w3_d809e22613
oder	w5_d809e22616
mag,	w7_d809e22619
hiemit	w9_d809e22622
zu	w11_d809e22625
vernehmen,	w13_d809e22629
doß	w15_d809e22632
wir	w1_d809e22637
entschlossen	w3_d809e22640
seynd,	w5_d809e22643
jetzt=beruhrte	w7_d809e22646
Sprüch	w9_d809e22649
auf	w11_d809e22652
den	w1_d809e22658
23.	w3_d809e22661
Monats=tag	w5_d809e22664
Decemb.	w7_d809e22667
lauffenden	w9_d809e22670
1763sten	w11_d809e22673
Jahrs	w1_d809e22678
auf	w3_d809e22681
unser	w5_d809e22684
und	w7_d809e22687
Gemeiner	w9_d809e22690
Stadt	w11_d809e22693
Raht=haus	w13_d809e22697
solchergestalten	w1_d809e22702
zu	w3_d809e22705
horen,	w5_d809e22708
zu	w7_d809e22711
vernehmen,	w9_d809e22714
und	w11_d809e22717
was	w13_d809e22721
</p>
<p id="p36_d809e22735">
sich	w1_d809e22739
hierauf	w3_d809e22742
gebühret,	w5_d809e22745
in	w7_d809e22748
handlen,	w9_d809e22751
daß	w11_d809e22754
anstatt	w13_d809e22758
den	w15_d809e22761
sonst	w1_d809e22766
gebräuchigen	w3_d809e22769
dreyen	w5_d809e22772
Edicten,	w7_d809e22775
zu	w9_d809e22778
Abschneidung	w11_d809e22781
aller	w1_d809e22786
Weitläuffigkeiten	w3_d809e22789
diese	w5_d809e22792
Sach	w7_d809e22795
aufeinmal	w9_d809e22798
hin	w11_d809e22801
dangeleget	w1_d809e22807
werden	w3_d809e22810
soll.	w5_d809e22813
DErforderen	w7_d809e22816
und	w9_d809e22819
citiren	w11_d809e22822
demnach	w1_d809e22827
alle	w3_d809e22830
Jntereßirte	w5_d809e22833
hiemit	w7_d809e22836
superperemptorie,	w9_d809e22839
&	w1_d809e22844
cum	w3_d809e22847
omni	w5_d809e22850
clausula,	w7_d809e22853
daß	w9_d809e22856
sie	w11_d809e22859
entweders	w13_d809e22863
selbst	w15_d809e22866
per	w17_d809e22869
sönlich,	w1_d809e22874
oder	w3_d809e22877
aber	w5_d809e22880
durch	w7_d809e22883
hierzu	w9_d809e22886
genugsam	w11_d809e22889
bevoll	w13_d809e22893
mächtigte	w1_d809e22899
Gewalttragere	w3_d809e22902
auf	w5_d809e22905
obbemelten	w7_d809e22908
Tag	w9_d809e22911
fru	w11_d809e22914
he	w1_d809e22919
um	w3_d809e22922
8.	w5_d809e22925
Uhr,	w7_d809e22928
oder	w9_d809e22931
da	w11_d809e22934
wir	w13_d809e22938
selbigen	w15_d809e22941
Tags	w17_d809e22944
etwann	w19_d809e22947
anderer	w1_d809e22952
Geschäften	w3_d809e22955
halber	w5_d809e22958
nicht	w7_d809e22961
zu	w9_d809e22964
Raht	w11_d809e22967
sitzeten	w13_d809e22971
den	w1_d809e22976
nächst	w3_d809e22979
darauf	w5_d809e22982
folgenden	w7_d809e22985
Rahts=tag	w9_d809e22988
vor	w11_d809e22991
uns	w13_d809e22995
erscheinen,	w1_d809e23001
allda	w3_d809e23004
ihre	w5_d809e23007
Forderung	w7_d809e23010
schrift	w9_d809e23013
oder	w11_d809e23016
münd	w13_d809e23020
lich	w1_d809e23025
anbringen,	w3_d809e23028
Rechts=beständig	w5_d809e23031
liquidiren,	w7_d809e23034
und	w9_d809e23037
nicht	w1_d809e23042
ausbleiben,	w3_d809e23045
und	w5_d809e23048
zwar	w7_d809e23051
mit	w9_d809e23054
dieser	w11_d809e23057
gemessenen	w13_d809e23061
Comination,	w1_d809e23066
daß,	w3_d809e23069
es	w5_d809e23072
erscheine	w7_d809e23075
darbey	w9_d809e23078
ein	w11_d809e23081
Theil	w13_d809e23085
oder	w1_d809e23091
nicht,	w3_d809e23094
der	w5_d809e23097
Anwesende	w7_d809e23100
mit	w9_d809e23103
seiner	w11_d809e23106
Nohtdurft	w13_d809e23110
nichtsdestoweniger	w1_d809e23115
angehöret,	w3_d809e23118
und	w5_d809e23121
darüber	w7_d809e23124
was	w9_d809e23127
Rechtens	w1_d809e23132
ist,	w3_d809e23135
erkennet,	w5_d809e23138
auch	w7_d809e23141
mit	w9_d809e23144
der	w11_d809e23147
Verlassen	w13_d809e23151
schafts=abhandlung	w1_d809e23156
fürgegangen	w3_d809e23159
werden	w5_d809e23162
solle.	w7_d809e23165
Wornach	w1_d809e23171
sich	w3_d809e23174
ein	w5_d809e23177
jedwederer	w7_d809e23180
zu	w9_d809e23183
richten,	w11_d809e23186
und	w13_d809e23190
vor	w15_d809e23193
Schaden	w1_d809e23198
zu	w3_d809e23201
hütten	w5_d809e23204
wissen	w7_d809e23207
wird.	w9_d809e23210
</p>
<p id="p38_d809e23213">
Den	w1_d809e23217
5.	w3_d809e23220
künftigen	w5_d809e23223
Ronats	w7_d809e23226
Dec.	w9_d809e23229
1763.	w11_d809e23232
fruhe	w13_d809e23236
um	w15_d809e23239
9.	w1_d809e23244
Uhr	w3_d809e23247
seynd	w5_d809e23250
von	w7_d809e23253
Magistrats	w9_d809e23256
wegen	w11_d809e23259
beeder	w13_d809e23263
Landes	w15_d809e23266
fürstl	w1_d809e23271
Städten	w3_d809e23274
Crems	w5_d809e23277
und	w7_d809e23280
Stein	w9_d809e23283
des	w11_d809e23286
Anton	w13_d809e23290
Trenl	w15_d809e23293
wallner	w1_d809e23299
Burgerl.	w3_d809e23302
Leder=meisters	w5_d809e23305
zu	w7_d809e23308
Crems,	w9_d809e23311
und	w11_d809e23314
Franciscä	w1_d809e23319
Uxoris,	w3_d809e23322
zwey	w5_d809e23325
Burgerl.	w7_d809e23328
Behausungen	w9_d809e23331
wovon	w1_d809e23336
eine	w3_d809e23339
in	w5_d809e23342
der	w7_d809e23345
Land=strassen	w9_d809e23348
gelegen,	w11_d809e23351
und	w13_d809e23355
auf	w15_d809e23358
dem	w1_d809e23363
anderen	w3_d809e23366
das	w5_d809e23369
Lederer=gewörb	w7_d809e23372
radiciret,	w9_d809e23375
samt	w11_d809e23378
Ledererewaaren,	w1_d809e23384
Weinen	w3_d809e23387
und	w5_d809e23390
Fässern,	w7_d809e23393
auch	w9_d809e23396
Eff	w11_d809e23399
eten	w1_d809e23404
und	w3_d809e23407
Mobilien	w5_d809e23410
licitando	w7_d809e23413
plus	w9_d809e23416
offerenti	w11_d809e23419
zu	w13_d809e23423
verkauffen.	w1_d809e23428
</p>
<list id="l40_d809e23431">
Den	w1_d809e23435
5.	w3_d809e23438
künftigen	w5_d809e23441
Ronats	w7_d809e23444
Dec.	w9_d809e23447
1763.	w11_d809e23450
fruhe	w13_d809e23454
um	w15_d809e23457
</list>
<p id="p42_d809e23461">
Cis	w1_d809e23465
u	w3_d809e23468
de	w5_d809e23471
Bäles	w7_d809e23474
olles	w9_d809e23477
de	w11_d809e23480
delil	w13_d809e23484
de	w15_d809e23487
nannt	w1_d809e23492
Metzbergisch,	w3_d809e23495
nun	w5_d809e23498
aber	w7_d809e23501
Rossendorfische	w9_d809e23504
Behausung	w1_d809e23509
alltäglich	w3_d809e23512
zu	w5_d809e23515
verkauffen,	w7_d809e23518
wer	w9_d809e23521
sodann	w11_d809e23524
solche	w1_d809e23530
an	w3_d809e23533
sich	w5_d809e23536
zu	w7_d809e23539
bringen	w9_d809e23542
gedenket,	w11_d809e23545
der	w13_d809e23549
hat	w15_d809e23552
sich	w17_d809e23555
in	w19_d809e23558
der	w1_d809e23563
füänlichen	w3_d809e23566
Behaufung	w5_d809e23569
im	w7_d809e23572
4ten	w9_d809e23575
Stock	w11_d809e23578
anzu	w13_d809e23582
melden.	w1_d809e23587
</p>
<list id="l44_d809e23590">
Cis	w1_d809e23594
u	w3_d809e23597
de	w5_d809e23600
Bäles	w7_d809e23603
olles	w9_d809e23606
de	w11_d809e23609
delil	w13_d809e23613
de	w15_d809e23616
</list>
<p id="p46_d809e23620">
Wir	w1_d809e23624
Burgermeister	w3_d809e23627
amts=verwalter	w5_d809e23630
und	w7_d809e23633
Raht	w9_d809e23636
der	w1_d809e23641
Stadt	w3_d809e23644
Wien,	w5_d809e23647
geben	w7_d809e23650
hiemit	w9_d809e23653
jedermänniglich	w11_d809e23656
zu	w1_d809e23661
vernehmen,	w3_d809e23664
wasgestalten	w5_d809e23667
wir	w7_d809e23670
über	w9_d809e23673
schriftlich	w11_d809e23676
beschehenes	w1_d809e23682
Anlangen,	w3_d809e23685
und	w5_d809e23688
Ehren=dienstliches	w7_d809e23691
Bitten	w1_d809e23696
Mariä	w3_d809e23699
Theresiä	w5_d809e23702
von	w7_d809e23705
Tron	w9_d809e23708
unterm	w11_d809e23711
29.	w13_d809e23715
dies	w15_d809e23718
in	w1_d809e23723
ein	w3_d809e23726
gewöhnliches	w5_d809e23729
Licitations=edict	w7_d809e23732
(jedoch	w9_d809e23735
mit	w11_d809e23738
Präfigirung	w1_d809e23743
eines	w3_d809e23746
14.	w5_d809e23749
tägigen	w7_d809e23752
Termins)	w9_d809e23755
gewilli	w11_d809e23758
get	w1_d809e23764
und	w3_d809e23767
verordnet	w5_d809e23770
haben,	w7_d809e23773
daß	w9_d809e23776
die	w11_d809e23779
von	w13_d809e23783
Tronische	w15_d809e23786
Häuser,	w1_d809e23791
als	w3_d809e23794
das	w5_d809e23797
eine	w7_d809e23800
in	w9_d809e23803
der	w11_d809e23806
Stadt	w13_d809e23810
auf	w15_d809e23813
dem	w17_d809e23816
Hof,	w19_d809e23819
und	w21_d809e23822
das	w1_d809e23827
andere	w3_d809e23830
am	w5_d809e23833
Rennweg	w7_d809e23836
in	w9_d809e23839
der	w11_d809e23842
Vorstadt,	w13_d809e23846
wie	w15_d809e23849
auch	w1_d809e23854
zur	w3_d809e23857
goldenen	w5_d809e23860
Gans	w7_d809e23863
in	w9_d809e23866
der	w11_d809e23869
Stadt	w13_d809e23873
liegende	w15_d809e23876
Haus	w1_d809e23882
offentlich	w3_d809e23885
ausgefeilet,	w5_d809e23888
und	w7_d809e23891
dem	w9_d809e23894
Meistbieten	w11_d809e23897
den	w1_d809e23902
verkauffet	w3_d809e23905
werden	w5_d809e23908
sollen,	w7_d809e23911
da	w9_d809e23914
nun	w11_d809e23917
hierzu	w13_d809e23921
der	w15_d809e23924
23.	w17_d809e23927
Monats	w1_d809e23932
tag	w3_d809e23935
Novemb.	w5_d809e23938
lauffenden	w7_d809e23941
1763.	w9_d809e23944
Jahrs	w11_d809e23947
zur	w13_d809e23951
Tagsatzung	w1_d809e23956
bestimmet	w3_d809e23959
worden	w5_d809e23962
ist,	w7_d809e23965
als	w9_d809e23968
wird	w11_d809e23971
ein	w13_d809e23975
sol	w15_d809e23978
ches	w1_d809e23984
hiemit	w3_d809e23987
jedermann,	w5_d809e23990
wer	w7_d809e23993
etwann	w9_d809e23996
diese	w11_d809e23999
Häuser	w13_d809e24003
käuflichen	w1_d809e24008
an	w3_d809e24011
sich	w5_d809e24014
zu	w7_d809e24017
bringen	w9_d809e24020
gesinnet	w11_d809e24023
ist,	w13_d809e24027
mit	w15_d809e24030
die	w17_d809e24033
sen	w1_d809e24038
Cie	w3_d809e24041
/	w5_d809e24044
demöimnislich	w7_d809e24047
dene	w9_d809e24050
deren	w11_d809e24053
gelegel	w13_d809e24057
</p>
<list id="l48_d809e24061">
Wir	w1_d809e24065
Burgermeister	w3_d809e24068
amts=verwalter	w5_d809e24071
und	w7_d809e24074
Raht	w9_d809e24077
</list>
<p id="p50_d809e24081">
kund	w1_d809e24085
und	w3_d809e24088
zu	w5_d809e24091
wessen	w7_d809e24094
gemacht,	w9_d809e24097
damit	w11_d809e24100
ein	w13_d809e24104
sich	w15_d809e24107
her	w17_d809e24110
vorthüender	w1_d809e24115
Kauffer,	w3_d809e24118
bey	w5_d809e24121
obbemelt=bestimmten	w7_d809e24124
Licitatious	w1_d809e24129
tagsatzung	w3_d809e24132
fruhe	w5_d809e24135
um	w7_d809e24138
9.	w9_d809e24141
Uhr,	w11_d809e24144
oder	w13_d809e24148
da	w15_d809e24151
wir	w1_d809e24157
selbigen	w3_d809e24160
Tags	w5_d809e24163
etwann	w7_d809e24166
anderer	w9_d809e24169
Geschäften	w11_d809e24172
halber	w1_d809e24177
nicht	w3_d809e24180
zu	w5_d809e24183
Raht	w7_d809e24186
sitzeten,	w9_d809e24189
den	w11_d809e24192
nächst	w13_d809e24196
darauf	w15_d809e24199
folgenden	w1_d809e24204
Rahts	w3_d809e24207
tag	w5_d809e24210
vor	w7_d809e24213
uns	w9_d809e24216
erscheinen,	w11_d809e24219
und	w13_d809e24223
sich	w15_d809e24226
bey	w1_d809e24231
unser	w3_d809e24234
und	w5_d809e24237
Genseiner	w7_d809e24240
Stadt	w9_d809e24243
Grundbuch	w11_d809e24246
durch	w13_d809e24250
den	w1_d809e24256
daselbstigen	w3_d809e24259
Amt=schreiber	w5_d809e24262
anmelden	w7_d809e24265
lassen	w9_d809e24268
möge,	w1_d809e24273
allwo	w3_d809e24276
sodann	w5_d809e24279
das	w7_d809e24282
Weiter=behörige	w9_d809e24285
tracti	w11_d809e24288
ret	w1_d809e24293
werden	w3_d809e24296
solle.	w5_d809e24299
</p>
<list id="l52_d809e24302">
Von	w1_d809e24306
dem	w3_d809e24309
verordneten	w5_d809e24312
Junico	w7_d809e24315
delegato	w9_d809e24318
der	w11_d809e24321
Lan	w13_d809e24325
</list>
<p id="p54_d809e24329">
Von	w1_d809e24333
dem	w3_d809e24336
verordneten	w5_d809e24339
Junico	w7_d809e24342
delegato	w9_d809e24345
der	w11_d809e24348
Lan	w13_d809e24352
desfürstl.	w1_d809e24357
Stadt	w3_d809e24360
Korneuburg	w5_d809e24363
wegen,	w7_d809e24366
wird	w9_d809e24369
hiemit	w11_d809e24372
jedermänniglich,	w1_d809e24377
dem	w3_d809e24380
hieran	w5_d809e24383
gelegen	w7_d809e24386
ist,	w9_d809e24389
durch	w11_d809e24392
gegenwärtiges	w1_d809e24398
Valval=edict	w3_d809e24401
kund	w5_d809e24404
und	w7_d809e24407
zu	w9_d809e24410
wissen	w11_d809e24413
gemacht:	w1_d809e24418
welchergestalten	w3_d809e24421
in	w5_d809e24424
der	w7_d809e24427
des	w9_d809e24430
Franz	w11_d809e24433
Leo	w13_d809e24437
pold	w1_d809e24442
Ristl,	w3_d809e24445
gewesten	w5_d809e24448
burgerl.	w7_d809e24451
Haudels=manns	w9_d809e24454
zu	w11_d809e24457
Korneuburg	w1_d809e24462
Verlassenschafts	w3_d809e24465
abhandlungs	w5_d809e24468
sach,	w7_d809e24471
pro	w1_d809e24477
Curatore	w3_d809e24480
ad	w5_d809e24483
lites	w7_d809e24486
Herr	w9_d809e24489
Carl	w11_d809e24492
Christoph	w13_d809e24496
Edler	w15_d809e24499
von	w1_d809e24504
Gruber,	w3_d809e24507
beeder	w5_d809e24510
Rechten	w7_d809e24513
Doct.	w9_d809e24516
auch	w11_d809e24519
Hof	w13_d809e24523
und	w1_d809e24528
Gerichts=advocat	w3_d809e24531
von	w5_d809e24534
diesem	w7_d809e24537
Judicio	w9_d809e24540
deleg.	w11_d809e24543
aufgestellet,	w1_d809e24548
und	w3_d809e24551
auf	w5_d809e24554
dessen	w7_d809e24557
Anlangen	w9_d809e24560
um	w11_d809e24563
Aus	w13_d809e24567
fertigung	w1_d809e24573
deren	w3_d809e24576
Edicten,	w5_d809e24579
wie	w7_d809e24582
auch	w9_d809e24585
Convocirung	w11_d809e24588
deren	w1_d809e24593
Creditoren	w3_d809e24596
ad	w5_d809e24599
liquidandum	w7_d809e24602
in	w9_d809e24605
dessen	w11_d809e24608
Be	w13_d809e24612
gehren	w1_d809e24617
dergestalten	w3_d809e24620
gewilliget	w5_d809e24623
worden	w7_d809e24626
seye,	w9_d809e24629
daß	w11_d809e24632
allerseits	w1_d809e24637
Jntereßirte	w3_d809e24640
bey	w5_d809e24643
mir	w7_d809e24646
Judice	w9_d809e24649
delegato	w11_d809e24652
auf	w13_d809e24656
der	w1_d809e24662
hohen	w3_d809e24665
Brucken	w5_d809e24668
im	w7_d809e24671
Baron	w9_d809e24674
Buolischen	w11_d809e24677
Haus	w13_d809e24681
im	w1_d809e24686
dritten	w3_d809e24689
Stock	w5_d809e24692
habenden	w7_d809e24695
Wohnung	w9_d809e24698
auf	w11_d809e24701
den	w13_d809e24705
26.	w15_d809e24708
Novemb.	w1_d809e24713
Nachmittag	w3_d809e24716
präcise	w5_d809e24719
um	w7_d809e24722
2.	w9_d809e24725
Uhr	w11_d809e24728
entwe	w13_d809e24732
der	w1_d809e24737
selbst	w3_d809e24740
persönlich,	w5_d809e24743
oder	w7_d809e24746
durch	w9_d809e24749
