<doc id="wr_1763-06-01" attrs="word" year="1763" month="06" day="01" corpus="2">
<head id="h2_d763e3650">
Genua	w1_d763e3654
Hauses	w11_d763e14956
zum	w13_d763e14960
ble	w15_d763e14963
chenen	w1_d763e14969
Thurn	w3_d763e14972
gewilliget,	w5_d763e14975
und	w7_d763e14978
wegen	w9_d763e14981
Ausfertig	w11_d763e14984
und	w1_d763e14989
Affigirung	w3_d763e14992
deren	w5_d763e14995
Edicten	w7_d763e14998
das	w9_d763e15001
Behörige	w11_d763e15004
er	w13_d763e15008
lassen	w1_d763e15013
werden	w3_d763e15016
möge.	w5_d763e15019
Wann	w7_d763e15022
nun	w9_d763e15025
diese	w11_d763e15028
K.	w13_d763e15032
K.	w15_d763e15035
Hof	w17_d763e15038
commißion	w1_d763e15043
hierüber	w3_d763e15046
eine	w5_d763e15049
nochmalige	w7_d763e15052
Licitirung	w9_d763e15055
sothanen	w1_d763e15061
Nentwichischen	w3_d763e15064
Hauses	w5_d763e15067
vorzunehmen	w7_d763e15070
al	w9_d763e15073
lerdings	w1_d763e15078
erachtet,	w3_d763e15081
und	w5_d763e15084
zu	w7_d763e15087
solchem	w9_d763e15090
Ende	w11_d763e15093
eine	w13_d763e15097
Li	w15_d763e15100
citations=tagsatzung	w1_d763e15105
auf	w3_d763e15108
den	w5_d763e15111
15.	w7_d763e15114
nächstkünftigen	w9_d763e15117
Monats	w1_d763e15122
Junii	w3_d763e15125
fruhe	w5_d763e15128
um	w7_d763e15131
9.	w9_d763e15134
Uhr	w11_d763e15137
in	w13_d763e15141
ihro	w15_d763e15144
Hof	w17_d763e15147
commißion	w1_d763e15153
Herrn	w3_d763e15156
Präsidis,	w5_d763e15159
Jhro	w7_d763e15162
K.	w9_d763e15165
K.	w11_d763e15168
Majest.	w13_d763e15172
N.	w1_d763e15177
Oe.	w3_d763e15180
Regierungs=raht	w5_d763e15183
Herrn	w7_d763e15186
Joh.	w9_d763e15189
Paul	w11_d763e15192
Frey	w13_d763e15196
und	w1_d763e15201
Panier=herrn	w3_d763e15204
von	w5_d763e15207
Buol	w7_d763e15210
auf	w9_d763e15213
der	w11_d763e15216
hohen	w13_d763e15220
Bru	w15_d763e15223
cken	w1_d763e15228
in	w3_d763e15231
der	w5_d763e15234
Freyherrl.	w7_d763e15237
v.	w9_d763e15240
Buolischen	w11_d763e15243
Behausung	w13_d763e15247
habenden	w1_d763e15253
Wohnung,	w3_d763e15256
um	w5_d763e15259
alda	w7_d763e15262
zu	w9_d763e15265
erscheinen,	w11_d763e15268
an	w13_d763e15272
beraumet,	w1_d763e15277
und	w3_d763e15280
bestimmet	w5_d763e15283
hat,	w7_d763e15286
wobey	w9_d763e15289
vorgedach	w11_d763e15292
te	w1_d763e15297
Neutwichische	w3_d763e15300
zu	w5_d763e15303
Maria	w7_d763e15306
Hülf	w9_d763e15309
liegende	w11_d763e15312
zum	w13_d763e15316
blechernen	w1_d763e15321
Thurn	w3_d763e15324
genannte	w5_d763e15327
Behausung	w7_d763e15330
öffentlich	w9_d763e15333
ausgefeilet,	w1_d763e15339
und	w3_d763e15342
an	w5_d763e15345
den	w7_d763e15348
Meistbietenden	w9_d763e15351
hindan	w11_d763e15354
gelassen	w1_d763e15359
und	w3_d763e15362
verkaufet	w5_d763e15365
werden	w7_d763e15368
solle;	w9_d763e15371
Als	w11_d763e15374
wird	w13_d763e15378
demnach	w1_d763e15383
jedermann,	w3_d763e15386
der	w5_d763e15389
mehrermeldte	w7_d763e15392
Behau	w9_d763e15395
sung	w1_d763e15400
etwa	w3_d763e15403
käuflich	w5_d763e15406
an	w7_d763e15409
sich	w9_d763e15412
zu	w11_d763e15415
bringen	w13_d763e15419
gedencket,	w15_d763e15422
und	w1_d763e15428
Willens	w3_d763e15431
ist,	w5_d763e15434
zu	w7_d763e15437
dem	w9_d763e15440
Ende	w11_d763e15443
an	w13_d763e15447
obbestimmtem	w15_d763e15450
Tag	w1_d763e15455
und	w3_d763e15458
Stund	w5_d763e15461
vor	w7_d763e15464
mehr	w9_d763e15467
erhörte	w11_d763e15470
K.	w13_d763e15474
K.	w15_d763e15477
Hof	w17_d763e15480
commißion	w1_d763e15485
zu	w3_d763e15488
erscheinen,	w5_d763e15491
und	w7_d763e15494
sich	w9_d763e15497
alldaselbst	w11_d763e15500
be	w13_d763e15504
hörig	w1_d763e15509
anmelden	w3_d763e15512
zu	w5_d763e15515
lassen	w7_d763e15518
haben,	w9_d763e15521
wo	w11_d763e15524
sodann	w13_d763e15528
das	w15_d763e15531
weiterhinnige	w1_d763e15537
vorgekehret	w3_d763e15540
werden	w5_d763e15543
wird.	w7_d763e15546
</p>
<list id="l12_d763e15550">
Von	w1_d763e15554
der	w3_d763e15557
Röm.	w5_d763e15560
Kais.	w7_d763e15563
Kön.	w9_d763e15566
Apost.	w11_d763e15569
Majest.	w13_d763e15573
rc.	w15_d763e15576
</list>
<list id="l14_d763e15580">
Bey	w1_d763e15584
Friedrich	w3_d763e15587
Bernhardl	w5_d763e15590
auf	w7_d763e15593
dem	w9_d763e15596
obern	w11_d763e15599
Jesti	w13_d763e15603
</list>
<p id="p16_d763e15607">
ter=plätzl	w1_d763e15611
am	w3_d763e15614
Eck,	w5_d763e15617
dem	w7_d763e15620
gräfl.	w9_d763e15623
Collaltischen	w11_d763e15626
Haus	w13_d763e15630
gegen	w1_d763e15635
über	w3_d763e15638
sind	w5_d763e15641
unter	w7_d763e15644
andern	w9_d763e15647
nachfolgende	w11_d763e15650
Bü	w13_d763e15654
cher	w1_d763e15659
um	w3_d763e15662
beygesetzten	w5_d763e15665
Preis	w7_d763e15668
zu	w9_d763e15671
haben:	w11_d763e15674
Alianach	w1_d763e15680
des	w3_d763e15683
Negogians	w5_d763e15686
ou	w7_d763e15689
Supplement	w9_d763e15692
au	w11_d763e15695
30.	w1_d763e15700
kr.	w3_d763e15703
</p>
<list id="l18_d763e15706">
Bey	w1_d763e15710
Friedrich	w3_d763e15713
Bernhardl	w5_d763e15716
auf	w7_d763e15719
dem	w9_d763e15722
obern	w11_d763e15725
Jesti	w13_d763e15729
Journal	w1_d763e15734
de	w3_d763e15737
Commerce,	w5_d763e15740
8.	w7_d763e15743
à	w9_d763e15746
Bruxelles	w11_d763e15749
1762.	w13_d763e15753
fl.	w15_d763e15756
1.	w17_d763e15759
</list>
<list id="l20_d763e15763">
1760.	w1_d763e15767
1761.	w3_d763e15770
&	w5_d763e15773
62.	w7_d763e15776
à	w9_d763e15779
fl.	w11_d763e15782
4.	w13_d763e15786
30.	w15_d763e15789
kr.	w17_d763e15792
Gazette	w1_d763e15797
salutaire	w3_d763e15800
ou	w5_d763e15803
Feuilles	w7_d763e15806
hebdomadaires,	w9_d763e15809
composées	w1_d763e15814
de	w3_d763e15817
la	w5_d763e15820
Gazette	w7_d763e15823
d'Epidaure,	w9_d763e15826
de	w11_d763e15829
quelques	w13_d763e15833
Extracts	w1_d763e15839
du	w3_d763e15842
Journal	w5_d763e15845
de	w7_d763e15848
Medecine,	w9_d763e15851
&	w11_d763e15854
de	w13_d763e15858
divers	w15_d763e15861
autres	w1_d763e15866
articles	w3_d763e15869
relatifs	w5_d763e15872
à	w7_d763e15875
la	w9_d763e15878
Medecine,	w11_d763e15881
la	w13_d763e15885
Chirurgie,	w15_d763e15888
la	w1_d763e15893
Botanique,	w3_d763e15896
la	w5_d763e15899
Chymie	w7_d763e15902
&c.	w9_d763e15905
NB.	w11_d763e15908
Cette	w13_d763e15912
Ga-	w15_d763e15915
zette	w1_d763e15920
dont	w3_d763e15923
4.	w5_d763e15926
Feuilles	w7_d763e15929
paroissent	w9_d763e15932
par	w11_d763e15935
Mois	w13_d763e15939
coute	w15_d763e15942
franc	w1_d763e15948
de	w3_d763e15951
port	w5_d763e15954
par	w7_d763e15957
Souscription	w9_d763e15960
pour	w11_d763e15963
l'Année	w13_d763e15967
pré-	w15_d763e15970
fente	w1_d763e15975
1763.	w3_d763e15978
fl.	w5_d763e15981
5.	w7_d763e15984
Annales	w1_d763e15989
Typographiques,	w3_d763e15992
ou	w5_d763e15995
Notice	w7_d763e15998
du	w9_d763e16001
Pro-	w11_d763e16004
grès	w1_d763e16009
des	w3_d763e16012
Connoissances	w5_d763e16015
humaines	w7_d763e16018
par	w9_d763e16021
une	w11_d763e16024
Societé	w13_d763e16028
des	w1_d763e16034
Gens	w3_d763e16037
de	w5_d763e16040
Lettres,	w7_d763e16043
pour	w9_d763e16046
les	w11_d763e16049
Annees	w13_d763e16053
1758.	w15_d763e16056
1759.	w17_d763e16059
60.	w1_d763e16064
&	w3_d763e16067
61.	w5_d763e16070
8.	w7_d763e16073
Paris,	w9_d763e16076
à	w11_d763e16079
fl.	w13_d763e16083
4.	w15_d763e16086
Storia	w1_d763e16091
corrente	w3_d763e16094
dell'	w5_d763e16097
Anno	w7_d763e16100
1762.	w9_d763e16103
8.	w11_d763e16106
45.	w13_d763e16110
kr.	w15_d763e16113
Bollandi	w1_d763e16118
Acta	w3_d763e16121
sanctorum	w5_d763e16124
pro	w7_d763e16127
Mense	w9_d763e16130
Septembri,	w11_d763e16133
Tomus	w1_d763e16139
3.	w3_d763e16142
&	w5_d763e16145
4.	w7_d763e16148
Fol.	w9_d763e16151
maj.	w11_d763e16154
Venet.	w13_d763e16158
1762.	w15_d763e16161
à	w17_d763e16164
fl.	w19_d763e16167
10.	w21_d763e16170
</list>
<list id="l22_d763e16174">
Journal	w1_d763e16178
de	w3_d763e16181
Medecine,	w5_d763e16184
Chirurgie,	w7_d763e16187
Pharmacie	w9_d763e16190
&c.	w1_d763e16195
par	w3_d763e16198
Vandermonde,	w5_d763e16201
8.	w7_d763e16204
Paris	w9_d763e16207
pour	w11_d763e16210
les	w13_d763e16214
Années	w15_d763e16217
</list>
<p id="p24_d763e16222">
Den	w1_d763e16226
16.	w3_d763e16229
dies	w5_d763e16232
Monats	w7_d763e16235
Junii	w9_d763e16238
fruhe	w11_d763e16241
von	w13_d763e16245
9.	w15_d763e16248
bis	w17_d763e16251
12.	w1_d763e16256
und	w3_d763e16259
Nachmittags	w5_d763e16262
von	w7_d763e16265
3.	w9_d763e16268
bis	w11_d763e16271
6.	w13_d763e16275
Uhr	w15_d763e16278
werden	w17_d763e16281
zu	w1_d763e16286
Mannswörth	w3_d763e16289
die	w5_d763e16292
zween	w7_d763e16295
Herzogische	w9_d763e16298
Behausun	w11_d763e16301
gen,	w1_d763e16307
als	w3_d763e16310
das	w5_d763e16313
Halb=lehen=haus,	w7_d763e16316
wie	w9_d763e16319
auch	w11_d763e16322
das	w13_d763e16326
freye	w1_d763e16331
Viertl=lehen=haus	w3_d763e16334
allda,	w5_d763e16337
dann	w7_d763e16340
die	w9_d763e16343
gesam	w11_d763e16346
te	w1_d763e16351
Ueberländ=äcker	w3_d763e16354
und	w5_d763e16357
Wiesen	w7_d763e16360
öffentlich	w9_d763e16363
ausge	w11_d763e16366
feilet,	w1_d763e16371
und	w3_d763e16374
dem	w5_d763e16377
Meistbietenden	w7_d763e16380
gegen	w9_d763e16383
baarer	w11_d763e16386
Be	w13_d763e16390
zahlung	w1_d763e16396
verkaufet	w3_d763e16399
werden.	w5_d763e16402
</p>
<p id="p26_d763e16405">
Auf	w1_d763e16409
Verodnung	w3_d763e16412
des	w5_d763e16415
Gräflich=Cavrianischen	w7_d763e16418
Judicii	w1_d763e16423
deleg.	w3_d763e16426
wird	w5_d763e16429
den	w7_d763e16432
achten	w9_d763e16435
Junii	w11_d763e16438
das	w13_d763e16442
soge	w15_d763e16445
nannte	w1_d763e16450
Wiederische	w3_d763e16453
Bräu=haus	w5_d763e16456
sammt	w7_d763e16459
Brau	w9_d763e16462
requisiten	w1_d763e16468
und	w3_d763e16471
darzu	w5_d763e16474
gehörige	w7_d763e16477
Ueberländgrund	w9_d763e16480
stücke	w1_d763e16485
an	w3_d763e16488
den	w5_d763e16491
Meistbietenden	w7_d763e16494
Nachmittag	w9_d763e16497
um	w11_d763e16500
3.	w13_d763e16504
Uhr	w1_d763e16509
zu	w3_d763e16512
Unterwalterstorf	w5_d763e16515
licitando	w7_d763e16518
in	w9_d763e16521
gedachtem	w11_d763e16524
Bräu=hause	w1_d763e16529
verkaufet	w3_d763e16532
werden.	w5_d763e16535
</p>
<p id="p28_d763e16538">
Von	w1_d763e16542
des	w3_d763e16545
Kais.	w5_d763e16548
Kön.	w7_d763e16551
Judicii	w9_d763e16554
Delegati	w11_d763e16557
mixti	w13_d763e16561
in	w15_d763e16564
miliratibus	w1_d763e16569
im	w3_d763e16572
Erzherzogthum	w5_d763e16575
Oesterreich	w7_d763e16578
unter	w9_d763e16581
und	w11_d763e16584
ob	w1_d763e16589
der	w3_d763e16592
Enns	w5_d763e16595
wegen	w7_d763e16598
wird	w9_d763e16601
hiermit	w11_d763e16604
durch	w13_d763e16608
dieses	w15_d763e16611
öf	w17_d763e16614
fentliche	w1_d763e16620
Edict	w3_d763e16623
denen	w5_d763e16626
Carl	w7_d763e16629
Baron	w9_d763e16632
v.	w11_d763e16635
Rottkirchi	w13_d763e16639
schen	w1_d763e16644
Glaubigern,	w3_d763e16647
benanntlich	w5_d763e16650
dem	w7_d763e16653
Ernst	w9_d763e16656
Sal	w11_d763e16659
mußreiter,	w1_d763e16664
Joh.	w3_d763e16667
Reymann,	w5_d763e16670
Johann	w7_d763e16673
Georg	w9_d763e16676
Peck,	w11_d763e16679
Franz	w1_d763e16684
Oliva,	w3_d763e16687
Frauen	w5_d763e16690
N.	w7_d763e16693
Gräfin	w9_d763e16696
v.	w11_d763e16699
Fünfkirchen,	w13_d763e16703
Gottlieb	w1_d763e16709
Franz	w3_d763e16712
von	w5_d763e16715
Landerer,	w7_d763e16718
Johann	w9_d763e16721
Leopold	w11_d763e16724
Holzdorffer,	w1_d763e16729
Joseph	w3_d763e16732
Baldi,	w5_d763e16735
Frauen	w7_d763e16738
Francisca	w9_d763e16741
Freyin	w1_d763e16746
von	w3_d763e16749
Englschofen,	w5_d763e16752
Peter	w7_d763e16755
Sedlmayr,	w9_d763e16758
Jacob	w11_d763e16761
Abetzhauser,	w1_d763e16766
oder	w3_d763e16769
allenfalls	w5_d763e16772
denen	w7_d763e16775
von	w9_d763e16778
mehrbe	w11_d763e16781
meldten	w1_d763e16787
Creditorn	w3_d763e16790
etwa	w5_d763e16793
hinterlassenen	w7_d763e16796
Erben	w9_d763e16799
kund	w11_d763e16802
und	w1_d763e16807
zu	w3_d763e16810
wissen	w5_d763e16813
gemacht:	w7_d763e16816
Es	w9_d763e16819
habe	w11_d763e16822
der	w13_d763e16826
gerichtlich	w15_d763e16829
aufgestellte	w1_d763e16834
Hauptmann	w3_d763e16837
Carl	w5_d763e16840
Baron	w7_d763e16843
von	w9_d763e16846
Rott	w11_d763e16849
kirchische	w1_d763e16854
Curaror	w3_d763e16857
ad	w5_d763e16860
lites	w7_d763e16863
Johann	w9_d763e16866
Anton	w11_d763e16869
Allmayr,	w13_d763e16873
J.	w1_d763e16879
U.	w3_d763e16882
D.	w5_d763e16885
auch	w7_d763e16888
Hof	w9_d763e16891
und	w11_d763e16894
Gerichts=advocat,	w13_d763e16898
da	w15_d763e16901
hier	w1_d763e16906
angezeiget,	w3_d763e16909
welchergestalten	w5_d763e16912
derselbe	w7_d763e16915
mit	w9_d763e16918
mehr	w11_d763e16921
gedachtem	w1_d763e16926
Herrn	w3_d763e16929
Baron	w5_d763e16932
v.	w7_d763e16935
Rottkirch	w9_d763e16938
wegen	w11_d763e16941
einer	w13_d763e16945
ihme	w1_d763e16950
angefallenen	w3_d763e16953
vätterlichen	w5_d763e16956
Erbs=portion	w7_d763e16959
ei	w9_d763e16962
nen	w1_d763e16968
sehr	w3_d763e16971
weitschichtigen	w5_d763e16974
Proceß	w7_d763e16977
bey	w9_d763e16980
der	w11_d763e16983
zum	w13_d763e16987
Biß	w15_d763e16990
thum	w1_d763e16995
Neyß	w3_d763e16998
gehörigen	w5_d763e17001
Regierung	w7_d763e17004
ausgeführet,	w9_d763e17007
auch	w1_d763e17012
endlich	w3_d763e17015
die	w5_d763e17018
Sache	w7_d763e17021
dahin	w9_d763e17024
gebracht	w11_d763e17027
habe,	w13_d763e17031
daß	w15_d763e17034
</p>
<list id="l30_d763e17037">
Von	w1_d763e17041
des	w3_d763e17044
Kais.	w5_d763e17047
Kön.	w7_d763e17050
Judicii	w9_d763e17053
Delegati	w11_d763e17056
mixti	w13_d763e17060
in	w15_d763e17063
</list>
<p id="p36_d763e17078">
man	w1_d763e17082
ihme	w3_d763e17085
Curatori	w5_d763e17088
von	w7_d763e17091
besagten	w9_d763e17094
Erbschaftsgel	w11_d763e17097
dern	w1_d763e17102
in	w3_d763e17105
Preußischer	w5_d763e17108
Münz	w7_d763e17111
1719.	w9_d763e17114
fl	w11_d763e17117
welche	w13_d763e17121
jedoch	w15_d763e17124
im	w1_d763e17129
hiesigen	w3_d763e17132
Valor	w5_d763e17135
nicht	w7_d763e17138
mehr	w9_d763e17141
als	w11_d763e17144
764.	w13_d763e17148
fl.	w15_d763e17151
betra	w17_d763e17154
gen,	w1_d763e17160
bewilliget	w3_d763e17163
habe,	w5_d763e17166
welche	w7_d763e17169
demnach	w9_d763e17172
unter	w11_d763e17175
sie	w13_d763e17179
Eingangs	w1_d763e17184
benaunte	w3_d763e17187
Creditores	w5_d763e17190
zu	w7_d763e17193
vertheilen	w9_d763e17196
kom	w11_d763e17199
meten,	w1_d763e17204
dahero	w3_d763e17207
zu	w5_d763e17210
Vornehmung	w7_d763e17213
sothaner	w9_d763e17216
Repar	w11_d763e17219
tition	w1_d763e17224
um	w3_d763e17227
Anordnung	w5_d763e17230
einer	w7_d763e17233
clausulirten	w9_d763e17236
Tagsa	w11_d763e17239
tzung	w1_d763e17245
gebetten;	w3_d763e17248
gleichwie	w5_d763e17251
nun	w7_d763e17254
zu	w9_d763e17257
diesem	w11_d763e17260
Ende	w13_d763e17264
ei	w15_d763e17267
ne	w1_d763e17272
Erforderung	w3_d763e17275
bey	w5_d763e17278
diesem	w7_d763e17281
K.	w9_d763e17284
K	w11_d763e17287
Judicio	w13_d763e17291
deleg.	w15_d763e17294
mixto	w1_d763e17299
in	w3_d763e17302
militaribus	w5_d763e17305
mit	w7_d763e17308
Zuziehung	w9_d763e17311
mehrermeldt	w11_d763e17314
Carl	w1_d763e17319
Baron	w3_d763e17322
von	w5_d763e17325
Rottkirchischen	w7_d763e17328
Creditoren	w9_d763e17331
auf	w11_d763e17334
den	w1_d763e17340
6ten	w3_d763e17343
Julii	w5_d763e17346
dies	w7_d763e17349
Jahrs	w9_d763e17352
fruhe	w11_d763e17355
um	w13_d763e17359
9.	w15_d763e17362
Uhr	w17_d763e17365
sab	w19_d763e17368
clansula	w1_d763e17373
contumaciæ	w3_d763e17376
bestimmet	w5_d763e17379
worden,	w7_d763e17382
solche	w9_d763e17385
aber	w1_d763e17390
denenselben	w3_d763e17393
ihres	w5_d763e17396
ohnwissenden	w7_d763e17399
Aufenthalts	w9_d763e17402
halber	w1_d763e17407
gebräuchiger	w3_d763e17410
massen	w5_d763e17413
ad	w7_d763e17416
ædes	w9_d763e17419
nicht	w11_d763e17422
intimi	w13_d763e17426
ret	w1_d763e17432
werden	w3_d763e17435
kan;	w5_d763e17438
als	w7_d763e17441
wird	w9_d763e17444
ihnen	w11_d763e17447
eröftert	w13_d763e17451
Carl	w15_d763e17454
Ba	w17_d763e17457
ron	w1_d763e17462
von	w3_d763e17465
Rottkirchischen	w5_d763e17468
Creditoren	w7_d763e17471
obbemeldte	w9_d763e17474
Erforderung	w1_d763e17479
zu	w3_d763e17482
dem	w5_d763e17485
Ende	w7_d763e17488
per	w9_d763e17491
Edictum	w11_d763e17494
ad	w13_d763e17498
val-	w15_d763e17501
vas	w1_d763e17506
intimiret,	w3_d763e17509
auf	w5_d763e17512
daß	w7_d763e17515
dieselbe	w9_d763e17518
vor	w11_d763e17521
diesem	w13_d763e17525
K.	w15_d763e17528
K.	w17_d763e17531
Judicio	w1_d763e17537
deleg.	w3_d763e17540
mixto	w5_d763e17543
in	w7_d763e17546
milirar.	w9_d763e17549
an	w11_d763e17552
obbestimm	w13_d763e17556
tem	w1_d763e17561
Tag	w3_d763e17564
und	w5_d763e17567
Stund	w7_d763e17570
entweder	w9_d763e17573
selbst	w11_d763e17576
persönlich,	w13_d763e17580
oder	w1_d763e17585
durch	w3_d763e17588
einen	w5_d763e17591
genugsamen	w7_d763e17594
instruirten	w9_d763e17597
Manda	w11_d763e17600
tarium	w1_d763e17605
also	w3_d763e17608
gewiß	w5_d763e17611
erscheinen,	w7_d763e17614
wie	w9_d763e17617
im	w11_d763e17620
widrigen	w13_d763e17624
die	w1_d763e17630
Ausbleibende	w3_d763e17633
nicht	w5_d763e17636
mehr	w7_d763e17639
gehöret,	w9_d763e17642
sondern	w11_d763e17645
ex	w13_d763e17649
officio	w1_d763e17654
was	w3_d763e17657
Rechtens	w5_d763e17660
ist,	w7_d763e17663
vorgekehret	w9_d763e17666
werden	w11_d763e17669
sol	w13_d763e17673
le.	w1_d763e17678
Wornach	w3_d763e17681
sich	w5_d763e17684
also	w7_d763e17687
dieselbe	w9_d763e17690
zu	w11_d763e17693
richten,	w13_d763e17697
und	w15_d763e17700
ihrem	w1_d763e17705
Recht	w3_d763e17708
bestens	w5_d763e17711
zu	w7_d763e17714
invigiliren	w9_d763e17717
haben	w11_d763e17720
werden.	w13_d763e17724
</p>
<p id="p38_d763e17727">
Es	w1_d763e17731
ist	w3_d763e17734
in	w5_d763e17737
dem	w7_d763e17740
Augarten	w9_d763e17743
in	w11_d763e17746
der	w13_d763e17750
Leopoldstadt	w15_d763e17753
den	w17_d763e17756
26.	w1_d763e17761
May	w3_d763e17764
Vormittags	w5_d763e17767
zwischen	w7_d763e17770
9.	w9_d763e17773
bis	w11_d763e17776
12.	w13_d763e17780
Uhr	w15_d763e17783
ein	w17_d763e17786
gol	w19_d763e17789
denes	w1_d763e17794
Etul	w3_d763e17797
in	w5_d763e17800
einem	w7_d763e17803
grün	w9_d763e17806
schackrinenen	w11_d763e17809
Futeral	w13_d763e17813
mit	w15_d763e17816
einem	w1_d763e17822
goldenen	w3_d763e17825
Schnapperl,	w5_d763e17828
worinn	w7_d763e17831
ein	w9_d763e17834
Messen	w11_d763e17837
mit	w1_d763e17842
Perlmutter	w3_d763e17845
und	w5_d763e17848
Gold	w7_d763e17851
ausgelegter	w9_d763e17854
Schale,	w11_d763e17857
dann	w1_d763e17862
einer	w3_d763e17865
gold	w5_d763e17868
und	w7_d763e17871
stahlenen	w9_d763e17874
doppelten	w11_d763e17877
Klinge,	w13_d763e17881
nebst	w1_d763e17886
einen	w3_d763e17889
ganz	w5_d763e17892
goldenen	w7_d763e17895
Schärl,	w9_d763e17898
Feder	w11_d763e17901
und	w13_d763e17905
Reißzeug	w1_d763e17911
sich	w3_d763e17914
befunden,	w5_d763e17917
verloren	w7_d763e17920
gegangen,	w9_d763e17923
wer	w11_d763e17926
davon	w1_d763e17931
einige	w3_d763e17934
Wissenschaft	w5_d763e17937
oder	w7_d763e17940
selbes	w9_d763e17943
gefunden	w11_d763e17946
hat,	w13_d763e17950
beliebe	w1_d763e17955
solches	w3_d763e17958
gegen	w5_d763e17961
guten	w7_d763e17964
Recompens	w9_d763e17967
dem	w11_d763e17970
Verle	w13_d763e17974
ger	w1_d763e17979
des	w3_d763e17982
Wienerischen	w5_d763e17985
Diarii	w7_d763e17988
einzuhändigen.	w9_d763e17991
</p>
<list id="l40_d763e17994">
Es	w1_d763e17998
ist	w3_d763e18001
in	w5_d763e18004
dem	w7_d763e18007
Augarten	w9_d763e18010
in	w11_d763e18013
der	w13_d763e18017
Leopoldstadt	w15_d763e18020
den	w17_d763e18023
</list>
<list id="l42_d763e18027">
Den	w1_d763e18031
6.	w3_d763e18034
nächstkäntigen	w5_d763e18037
Monat	w7_d763e18040
Juni	w9_d763e18043
fruh	w11_d763e18046
am	w13_d763e18050
</list>
<p id="p44_d763e18054">
Den	w1_d763e18058
6.	w3_d763e18061
nächstkäntigen	w5_d763e18064
Monat	w7_d763e18067
Juni	w9_d763e18070
fruh	w11_d763e18073
am	w13_d763e18077
9.	w1_d763e18082
Uhr	w3_d763e18085
wird	w5_d763e18088
bey	w7_d763e18091
dem	w9_d763e18094
allhiesig=Löbl.	w11_d763e18097
Metropolita	w13_d763e18101
nischen	w1_d763e18106
Dom=capitul	w3_d763e18109
die	w5_d763e18112
Mathias	w7_d763e18115
Auerische,	w9_d763e18118
zu	w11_d763e18121
Hernals	w1_d763e18127
an	w3_d763e18130
der	w5_d763e18133
Linie	w7_d763e18136
ligend	w9_d763e18139
gut	w11_d763e18142
bey	w13_d763e18146
Bau	w15_d763e18149
be	w17_d763e18152
findliche	w1_d763e18157
Behausung	w3_d763e18160
samt	w5_d763e18163
Garten	w7_d763e18166
und	w9_d763e18169
übriger	w11_d763e18172
Zu	w13_d763e18176
gehörde	w1_d763e18181
offentlich	w3_d763e18184
ausgefeilet,	w5_d763e18187
und	w7_d763e18190
dem	w9_d763e18193
Meistbie	w11_d763e18196
tenden	w1_d763e18201
verkauffet	w3_d763e18204
werden.	w5_d763e18207
</p>
<list id="l46_d763e18210">
Von	w1_d763e18214
der	w3_d763e18217
N.	w5_d763e18220
Oe.	w7_d763e18223
Regierung	w9_d763e18226
wegen	w11_d763e18229
wird	w13_d763e18233
mit	w15_d763e18236
</list>
<p id="p48_d763e18241">
Von	w1_d763e18245
der	w3_d763e18248
N.	w5_d763e18251
Oe.	w7_d763e18254
Regierung	w9_d763e18257
wegen	w11_d763e18260
wird	w13_d763e18264
mit	w15_d763e18267
gegenwärtig	w1_d763e18272
offenen	w3_d763e18275
Edict	w5_d763e18278
jedermänniglich,	w7_d763e18281
sowol	w9_d763e18284
An	w1_d763e18289
als	w3_d763e18292
Abwesenden,	w5_d763e18295
deme	w7_d763e18298
daran	w9_d763e18301
gelegen,	w11_d763e18304
kund	w13_d763e18308
und	w1_d763e18314
zu	w3_d763e18317
wissen	w5_d763e18320
gemacht:	w7_d763e18323
Es	w9_d763e18326
seye	w11_d763e18329
der	w13_d763e18333
Augustin	w15_d763e18336
St.	w1_d763e18341
Urbain,	w3_d763e18344
gewest	w5_d763e18347
Kais.	w7_d763e18350
Kön.	w9_d763e18353
Medallieurs,	w11_d763e18356
ohne	w13_d763e18360
hinterlassenen	w1_d763e18365
letztwilligen	w3_d763e18368
Geschäft	w5_d763e18371
mit	w7_d763e18374
Tod	w9_d763e18377
ab	w11_d763e18380
gegangen,	w1_d763e18385
und	w3_d763e18388
habe	w5_d763e18391
sich	w7_d763e18394
hinnach	w9_d763e18397
um	w11_d763e18400
dessen	w13_d763e18404
ab	w15_d763e18407
in	w17_d763e18410
testato	w1_d763e18416
ruckgebliebene	w3_d763e18419
Verlassenschaft	w5_d763e18422
niemand	w7_d763e18425
an	w9_d763e18428
gemeldet;	w1_d763e18433
wann	w3_d763e18436
nun	w5_d763e18439
Regierung	w7_d763e18442
um	w9_d763e18445
die	w11_d763e18448
etwo	w13_d763e18452
ein	w1_d763e18457
oder	w3_d763e18460
anderem	w5_d763e18463
bey	w7_d763e18466
dieser	w9_d763e18469
Verlassenschaft	w11_d763e18472
von	w13_d763e18476
Rechts	w1_d763e18481
wegen	w3_d763e18484
gebührend	w5_d763e18487
nähere	w7_d763e18490
Erbsprüch	w9_d763e18493
in	w11_d763e18496
Er	w13_d763e18500
fahrung	w1_d763e18506
zu	w3_d763e18509
bringen,	w5_d763e18512
anbey	w7_d763e18515
das	w9_d763e18518
etwo	w11_d763e18521
vorhe	w13_d763e18525
</p>
<p id="p50_d763e18528">
ne	w1_d763e18532
æs	w3_d763e18535
alienum	w5_d763e18538
