<doc id="wr_1760-04-02" attrs="word" year="1760" month="04" day="02" corpus="2">
<head id="h2_d437e3044">
Civitavechia	w1_d437e3048
ihren	w1_d437e21133
Erbs	w3_d437e21136
und	w5_d437e21139
Schuld=forderungen	w7_d437e21142
nicht	w9_d437e21145
an	w11_d437e21148
gemeldet,	w1_d437e21153
solche	w3_d437e21156
Verlassenschaft	w5_d437e21159
dem	w7_d437e21162
Fisco	w9_d437e21165
ein	w11_d437e21168
geantwortet,	w1_d437e21173
auch	w3_d437e21176
sonsten	w5_d437e21179
ex	w7_d437e21182
officio	w9_d437e21185
vorgekehret	w11_d437e21188
werden	w1_d437e21193
solle,	w3_d437e21196
was	w5_d437e21199
Rechtens	w7_d437e21202
ist.	w9_d437e21205
Wornach	w11_d437e21208
sich	w13_d437e21212
ein	w1_d437e21218
jeder	w3_d437e21221
zu	w5_d437e21224
richten	w7_d437e21227
wissen	w9_d437e21230
wird.	w11_d437e21233
</p>
<p id="p18_d437e21236">
Von	w1_d437e21240
der	w3_d437e21243
N.	w5_d437e21246
Oe.	w7_d437e21249
Regierung	w9_d437e21252
wegen	w11_d437e21255
wird	w13_d437e21259
mit	w15_d437e21262
gäch,	w1_d437e21267
dee	w3_d437e21270
gegenwärtig=offenem	w1_d437e21275
Edict	w3_d437e21278
jeden	w5_d437e21281
</p>
<p id="p24_d437e21295">
wohl	w1_d437e21299
An	w3_d437e21302
als	w5_d437e21305
Abwesenden	w7_d437e21308
kund	w9_d437e21311
und	w11_d437e21314
zu	w13_d437e21318
wissen	w15_d437e21321
ge	w17_d437e21324
macht,	w1_d437e21329
welcher	w3_d437e21332
gestalten	w5_d437e21335
über	w7_d437e21338
des	w9_d437e21341
abgeleibten	w11_d437e21344
An	w13_d437e21348
ton	w1_d437e21353
Ullrichs,	w3_d437e21356
Kaiserl.	w5_d437e21359
Königl.	w7_d437e21362
Arciers	w9_d437e21365
ruckgeblie	w11_d437e21368
bene,	w1_d437e21374
und	w3_d437e21377
in	w5_d437e21380
Verfall	w7_d437e21383
gerahtene	w9_d437e21386
Verlassenschaft	w11_d437e21389
ein	w1_d437e21394
ordentlicher	w3_d437e21397
Concurs	w5_d437e21400
angeordnet,	w7_d437e21403
und	w9_d437e21406
dessel	w11_d437e21409
ben	w1_d437e21414
sammentliche	w3_d437e21417
Glaubigere	w5_d437e21420
zu	w7_d437e21423
Anmeld	w9_d437e21426
und	w11_d437e21429
Li	w13_d437e21433
quidirung	w1_d437e21438
ihrer	w3_d437e21441
an	w5_d437e21444
erst	w7_d437e21447
bemeldten	w9_d437e21450
Anton	w11_d437e21453
Ullrich	w13_d437e21457
zu	w1_d437e21463
stellen	w3_d437e21466
habender	w5_d437e21469
Sprüch	w7_d437e21472
und	w9_d437e21475
Forderungen	w11_d437e21478
auf	w13_d437e21482
den	w1_d437e21487
30.	w3_d437e21490
April	w5_d437e21493
dies	w7_d437e21496
lauffend	w9_d437e21499
1760sten	w11_d437e21502
Jahrs	w13_d437e21506
Nach	w15_d437e21509
mittag	w1_d437e21514
um	w3_d437e21517
4.	w5_d437e21520
Uhr	w7_d437e21523
vor	w9_d437e21526
Regierung	w11_d437e21529
zur	w13_d437e21533
gewöhuli	w15_d437e21536
chen	w1_d437e21541
Tagsatzung	w3_d437e21544
jur	w5_d437e21547
die	w7_d437e21550
erst	w9_d437e21553
andert	w11_d437e21556
und	w13_d437e21560
dritte	w15_d437e21563
auch	w1_d437e21569
all	w3_d437e21572
endliche	w5_d437e21575
Frist	w7_d437e21578
sub	w9_d437e21581
clausula	w11_d437e21584
præclusi	w13_d437e21588
zu	w15_d437e21591
er	w17_d437e21594
scheinen,	w1_d437e21599
anberaumet	w3_d437e21602
worden;	w5_d437e21605
Als	w7_d437e21608
werden	w9_d437e21611
all	w11_d437e21614
und	w1_d437e21619
jede	w3_d437e21622
Gläubigere	w5_d437e21625
entweder	w7_d437e21628
selbst	w9_d437e21631
persönlich,	w11_d437e21634
oder	w1_d437e21639
durch	w3_d437e21642
hierzu	w5_d437e21645
genugsam	w7_d437e21648
gevollmächtigte	w9_d437e21651
Ge	w11_d437e21654
walt=tragere	w1_d437e21660
erscheinen,	w3_d437e21663
und	w5_d437e21666
ihre	w7_d437e21669
enmeldende	w9_d437e21672
An	w11_d437e21675
forderungen	w1_d437e21680
in	w3_d437e21683
beglaubten	w5_d437e21686
Abschriften	w7_d437e21689
also	w9_d437e21692
gewiß	w11_d437e21695
einlegen,	w1_d437e21700
wie	w3_d437e21703
im	w5_d437e21706
widrigen	w7_d437e21709
der	w9_d437e21712
Ausbleibende	w11_d437e21715
von	w13_d437e21719
gegenwärtiger	w1_d437e21724
Concurs=massa	w3_d437e21727
gänzlich	w5_d437e21730
ausge	w7_d437e21733
schlossen	w1_d437e21739
seyn,	w3_d437e21742
und	w5_d437e21745
ihme	w7_d437e21748
diesfalls	w9_d437e21751
das	w11_d437e21754
ewige	w13_d437e21758
Stillschweigen	w1_d437e21763
auferleget	w3_d437e21766
werden	w5_d437e21769
solle,	w7_d437e21772
wornach	w9_d437e21775
sich	w1_d437e21780
ein	w3_d437e21783
jeder	w5_d437e21786
zu	w7_d437e21789
richten,	w9_d437e21792
und	w11_d437e21795
vor	w13_d437e21799
Schaden	w15_d437e21802
zu	w17_d437e21805
hütten	w1_d437e21810
wissen	w3_d437e21813
wird.	w5_d437e21816
So	w7_d437e21819
beschehen	w9_d437e21822
Wienn	w11_d437e21825
den	w13_d437e21829
15ten	w1_d437e21835
Febr.	w3_d437e21838
1760.	w5_d437e21841
</p>
<p id="p26_d437e21844">
Von	w1_d437e21848
der	w3_d437e21851
N.	w5_d437e21854
Oe.	w7_d437e21857
Regierung	w9_d437e21860
wegen	w11_d437e21863
wird	w13_d437e21867
mit	w15_d437e21870
gegenwärtig	w1_d437e21875
offenem	w3_d437e21878
Edict	w5_d437e21881
jedermänniglich	w7_d437e21884
so	w9_d437e21887
wohl	w1_d437e21892
An.	w3_d437e21895
als	w5_d437e21898
Abwesenden,	w7_d437e21901
deme	w9_d437e21904
daran	w11_d437e21907
gelegen,	w13_d437e21911
kund	w1_d437e21917
und	w3_d437e21920
zu	w5_d437e21923
wissen	w7_d437e21926
gemacht:	w9_d437e21929
</p>
<p id="p28_d437e21932">
Es	w1_d437e21936
habe	w3_d437e21939
Regierung	w5_d437e21942
nach	w7_d437e21945
erfolgt	w9_d437e21948
tödlichen	w11_d437e21951
Hin	w13_d437e21955
kritt	w1_d437e21960
weyl.	w3_d437e21963
Elisabeth	w5_d437e21966
Catharina	w7_d437e21969
Friderichin,	w9_d437e21972
Witt	w11_d437e21975
we,	w1_d437e21980
zu	w3_d437e21983
Erfindung	w5_d437e21986
desselben	w7_d437e21989
etwa	w9_d437e21992
vorhandenen	w11_d437e21995
Æris	w1_d437e22001
aieni,	w3_d437e22004
folgends	w5_d437e22007
auch	w7_d437e22010
zu	w9_d437e22013
sicherer	w11_d437e22016
Abhand	w13_d437e22020
lung	w1_d437e22025
solcher	w3_d437e22028
Verlassenschaft	w5_d437e22031
für	w7_d437e22034
nöhtig	w9_d437e22037
befunden,	w11_d437e22040
die	w1_d437e22045
sammentliche	w3_d437e22048
sowol	w5_d437e22051
in	w7_d437e22054
als	w9_d437e22057
ausser	w11_d437e22060
Land	w13_d437e22064
be	w15_d437e22067
findliche	w1_d437e22072
Friederichische	w3_d437e22075
Glaubiger	w5_d437e22078
zu	w7_d437e22081
Anmeld	w9_d437e22084
und	w1_d437e22090
Liquidirung	w3_d437e22093
ihrer	w5_d437e22096
an	w7_d437e22099
widerholte	w9_d437e22102
Friederichi	w11_d437e22105
sche	w1_d437e22110
Verlassenschaft	w3_d437e22113
zu	w5_d437e22116
stellen	w7_d437e22119
habender	w9_d437e22122
Sprüch	w11_d437e22125
und	w1_d437e22130
Forderungen	w3_d437e22133
gerichtlich	w5_d437e22136
vorzuhalten,	w7_d437e22139
und	w9_d437e22142
einzuberuffen,	w1_d437e22147
zu	w3_d437e22150
welchem	w5_d437e22153
Ende	w7_d437e22156
denenselben	w9_d437e22159
der	w11_d437e22162
8te	w1_d437e22168
Tag	w3_d437e22171
des	w5_d437e22174
künftigen	w7_d437e22177
Monats	w9_d437e22180
Julii	w11_d437e22183
dies	w13_d437e22187
Jahrs	w15_d437e22190
Nachmittag	w1_d437e22195
um	w3_d437e22198
4.	w5_d437e22201
Uhr	w7_d437e22204
zur	w9_d437e22207
gewöhnlichen	w11_d437e22210
Con	w13_d437e22214
bbcations	w1_d437e22219
und	w3_d437e22222
Anmeldungs=tagsatzung,	w5_d437e22225
zu	w7_d437e22228
all	w9_d437e22231
end	w11_d437e22234
licher	w1_d437e22239
Frist	w3_d437e22242
anberaumet	w5_d437e22245
worden.	w7_d437e22248
</p>
<p id="p30_d437e22251">
Solchemnach	w1_d437e22255
werden	w3_d437e22258
alle	w5_d437e22261
und	w7_d437e22264
jede,	w9_d437e22267
welche	w11_d437e22270
bey	w13_d437e22274
gedacht	w1_d437e22279
Elisabeth	w3_d437e22282
Catharina	w5_d437e22285
Friderichischen	w7_d437e22288
Ver	w9_d437e22291
lassenschaft	w1_d437e22296
um	w3_d437e22299
rechtmaßiger	w5_d437e22302
Forderung	w7_d437e22305
willen	w9_d437e22308
einige	w1_d437e22314
Sprüch	w3_d437e22317
haben,	w5_d437e22320
oder	w7_d437e22323
zu	w9_d437e22326
haben	w11_d437e22329
vermeinen,	w13_d437e22333
an	w1_d437e22338
obbestimten	w3_d437e22341
Tag	w5_d437e22344
und	w7_d437e22347
Stund	w9_d437e22350
vor	w11_d437e22353
Regierung	w13_d437e22357
in	w1_d437e22362
der	w3_d437e22365
daselbst	w5_d437e22368
zu	w7_d437e22371
solchem	w9_d437e22374
Ende	w11_d437e22377
offen	w13_d437e22381
haltenden	w15_d437e22384
Commißions=stuben	w1_d437e22389
entweder	w3_d437e22392
selbst	w5_d437e22395
persönlich,	w7_d437e22398
ober	w1_d437e22404
durch	w3_d437e22407
hierzu	w5_d437e22410
genugsam	w7_d437e22413
gevollmächtigte	w9_d437e22416
Ge	w11_d437e22419
walt	w1_d437e22424
tragere	w3_d437e22427
alsogewiß	w5_d437e22430
zu	w7_d437e22433
erscheinen,	w9_d437e22436
und	w11_d437e22439
ihre	w13_d437e22443
an	w15_d437e22446
solche	w1_d437e22451
Verlassenschaft	w3_d437e22454
habende	w5_d437e22457
Anforderungen	w7_d437e22460
an	w9_d437e22463
zumelden,	w1_d437e22468
auch	w3_d437e22471
rechtlich	w5_d437e22474
zu	w7_d437e22477
liquidiren	w9_d437e22480
haben,	w11_d437e22483
als	w13_d437e22487
im	w1_d437e22493
widrigen	w3_d437e22496
die	w5_d437e22499
Abhandlung	w7_d437e22502
gleichwolen	w9_d437e22505
vorge	w11_d437e22508
nömmen,	w1_d437e22513
und	w3_d437e22516
ungehindert	w5_d437e22519
deren	w7_d437e22522
etwa	w9_d437e22525
verhande	w11_d437e22528
nen	w1_d437e22533
Glaubigern,	w3_d437e22536
so	w5_d437e22539
sich	w7_d437e22542
mit	w9_d437e22545
ihren	w11_d437e22548
Anforderun	w13_d437e22552
</p>
<p id="p32_d437e22555">
gen	w1_d437e22559
in	w3_d437e22562
bestimter	w5_d437e22565
Zeit	w7_d437e22568
nicht	w9_d437e22571
angemeldet,	w11_d437e22574
solcha	w13_d437e22578
Verlassenschaft	w1_d437e22583
denen	w3_d437e22586
sich	w5_d437e22589
bereits	w7_d437e22592
hervorgethanen	w9_d437e22595
Elisabeth	w1_d437e22600
Catharina	w3_d437e22603
Friedrichtschen	w5_d437e22606
Jntestat=erben	w7_d437e22609
eingeantwortet,	w1_d437e22615
auch	w3_d437e22618
ansonsten	w5_d437e22621
ex	w7_d437e22624
Officio	w9_d437e22627
vorge	w11_d437e22630
kehret	w1_d437e22635
werden	w3_d437e22638
solle,	w5_d437e22641
was	w7_d437e22644
rechtens	w9_d437e22647
ist.	w11_d437e22650
Wornach	w13_d437e22654
sich	w1_d437e22659
also	w3_d437e22662
ein	w5_d437e22665
jeder	w7_d437e22668
zu	w9_d437e22671
richten	w11_d437e22674
wissen	w13_d437e22678
wird.	w15_d437e22681
So	w17_d437e22684
beschehen	w1_d437e22689
Wien	w3_d437e22692
den	w5_d437e22695
15ten	w7_d437e22698
Martii	w9_d437e22701
1760.	w11_d437e22704
</p>
<p id="p34_d437e22707">
Den	w1_d437e22711
14.	w3_d437e22714
April	w5_d437e22717
und	w7_d437e22720
folgende	w9_d437e22723
Täge	w11_d437e22726
werden	w13_d437e22730
bey	w15_d437e22733
dem	w1_d437e22738
Kärntner=thor	w3_d437e22741
im	w5_d437e22744
goldenen	w7_d437e22747
Pfauen	w9_d437e22750
im	w11_d437e22753
Wirts	w13_d437e22757
hause,	w1_d437e22762
im	w3_d437e22765
4.	w5_d437e22768
Stock	w7_d437e22771
verschiedene	w9_d437e22774
Effecten,	w11_d437e22777
als	w13_d437e22781
Silber,	w1_d437e22787
Spiegel,	w3_d437e22790
Kästen,	w5_d437e22793
Manns	w7_d437e22796
und	w9_d437e22799
Frauen	w11_d437e22802
kleider,	w1_d437e22807
ein	w3_d437e22810
neu	w5_d437e22813
schwarzer	w7_d437e22816
krotiturener	w9_d437e22819
Mantl,	w11_d437e22822
gespitzte	w1_d437e22827
Hauben,	w3_d437e22830
und	w5_d437e22833
anderes	w7_d437e22836
Weiszeug,	w9_d437e22839
Bilder,	w11_d437e22842
Sessel,	w1_d437e22847
Tische,	w3_d437e22850
Beht=gewand,	w5_d437e22853
Kupfer,	w7_d437e22856
Zinn,	w9_d437e22859
Meßing,	w1_d437e22865
Eisenwerk,	w3_d437e22868
und	w5_d437e22871
andere	w7_d437e22874
Gerähtschaften	w9_d437e22877
Vormittag	w1_d437e22882
von	w3_d437e22885
9.	w5_d437e22888
bis	w7_d437e22891
12.	w9_d437e22894
Uhr,	w11_d437e22897
Nachmittag	w13_d437e22901
von	w15_d437e22904
3.	w1_d437e22909
bis	w3_d437e22912
6.	w5_d437e22915
Uhr	w7_d437e22918
licitando	w9_d437e22921
dem	w11_d437e22924
Meist=bietenden	w13_d437e22928
ver	w15_d437e22931
kauft	w1_d437e22936
werden.	w3_d437e22939
</p>
<p id="p36_d437e22943">
Jn	w1_d437e22947
dem	w3_d437e22950
Johann	w5_d437e22953
Jacob	w7_d437e22956
Maurerischen	w9_d437e22959
Haus	w11_d437e22962
auf	w1_d437e22967
der	w3_d437e22970
hohen	w5_d437e22973
Brucken,	w7_d437e22976
ist	w9_d437e22979
täglich	w11_d437e22982
der	w13_d437e22986
anderte	w15_d437e22989
Stock,	w1_d437e22994
bestehend	w3_d437e22997
in	w5_d437e23000
3.	w7_d437e23003
grossen	w9_d437e23006
Zimmern	w11_d437e23009
auf	w13_d437e23013
die	w15_d437e23016
Gassen,	w1_d437e23022
und	w3_d437e23025
in	w5_d437e23028
einem	w7_d437e23031
grossen	w9_d437e23034
Zimmer	w11_d437e23037
in	w13_d437e23041
Hof	w15_d437e23044
samt	w1_d437e23049
Kuchel,	w3_d437e23052
Boden,	w5_d437e23055
Holz=gewölb,	w7_d437e23058
und	w9_d437e23061
Keller	w11_d437e23064
in	w1_d437e23069
Bestand	w3_d437e23072
zu	w5_d437e23075
verlassen;	w7_d437e23078
wer	w9_d437e23081
sothannen	w11_d437e23084
anderten	w13_d437e23088
Stock	w1_d437e23093
samt	w3_d437e23096
Zugehör	w5_d437e23099
in	w7_d437e23102
Bestand	w9_d437e23105
zu	w11_d437e23108
nehmen	w13_d437e23112
ge	w15_d437e23115
sinnet	w1_d437e23121
ist,	w3_d437e23124
hat	w5_d437e23127
sich	w7_d437e23130
derentwegen	w9_d437e23133
bey	w11_d437e23136
dem	w13_d437e23140
Herrn	w15_d437e23143
Färber	w1_d437e23148
zu	w3_d437e23151
ebener	w5_d437e23154
Erden	w7_d437e23157
alda,	w9_d437e23160
oder	w11_d437e23163
in	w13_d437e23167
Johann	w15_d437e23170
Jacob	w1_d437e23175
Maurerischen	w3_d437e23178
Haus	w5_d437e23181
auf	w7_d437e23184
dem	w9_d437e23187
hohen	w11_d437e23190
Markt	w13_d437e23194
bey	w1_d437e23199
dem	w3_d437e23202
Haus=meister,	w5_d437e23205
oder	w7_d437e23208
in	w9_d437e23211
dritten	w11_d437e23214
Stock	w13_d437e23218
rechter	w1_d437e23224
Hand	w3_d437e23227
alda	w5_d437e23230
anzumelden.	w7_d437e23233
</p>
<p id="p38_d437e23236">
Auf	w1_d437e23240
den	w3_d437e23243
nächstfolgenden	w5_d437e23246
14.	w7_d437e23249
Aprilis	w9_d437e23252
und	w11_d437e23255
fol	w13_d437e23259
genden	w1_d437e23264
Tägen,	w3_d437e23267
werden	w5_d437e23270
in	w7_d437e23273
dem	w9_d437e23276
Streckherischen	w11_d437e23279
Haus	w1_d437e23284
auf	w3_d437e23287
dem	w5_d437e23290
alten	w7_d437e23293
Bauren=markt	w9_d437e23296
im	w11_d437e23299
ersten	w13_d437e23303
Stock	w1_d437e23309
beym	w3_d437e23312
Brunn=hinauf,	w5_d437e23315
Vormittag	w7_d437e23318
von	w9_d437e23321
9.	w11_d437e23324
bis	w13_d437e23328
12.,	w1_d437e23333
und	w3_d437e23336
Nachmittag	w5_d437e23339
von	w7_d437e23342
3.	w9_d437e23345
bis	w11_d437e23348
6.	w13_d437e23352
Uhr	w15_d437e23355
verschie	w17_d437e23358
dene	w1_d437e23363
Verlassenschafts=effecten,	w3_d437e23366
als	w5_d437e23369
etwas	w7_d437e23372
weniges	w9_d437e23375
von	w1_d437e23380
Gold	w3_d437e23383
und	w5_d437e23386
Silber,	w7_d437e23389
1.	w9_d437e23392
grosser	w11_d437e23395
Spiegel,	w13_d437e23399
Manns	w15_d437e23402
und	w1_d437e23408
Frauen	w3_d437e23411
kleider,	w5_d437e23414
Lein=gewandt,	w7_d437e23417
Zinn,	w9_d437e23420
Kupfer,	w11_d437e23423
Beht	w1_d437e23428
gewandt,	w3_d437e23431
Sophi,	w5_d437e23434
Sessel,	w7_d437e23437
Kästen,	w9_d437e23440
Bilder,	w11_d437e23443
einige	w1_d437e23448
Musiceinstrumenta,	w3_d437e23451
auch	w5_d437e23454
leere	w7_d437e23457
Vas	w9_d437e23460
in	w11_d437e23463
eiser	w13_d437e23467
nen	w1_d437e23472
Banden,	w3_d437e23475
und	w5_d437e23478
anderes	w7_d437e23481
Haus=geraht	w9_d437e23484
an	w11_d437e23487
dem	w13_d437e23491
Meist=bietenden	w1_d437e23497
hindan	w3_d437e23500
gegeben	w5_d437e23503
werden.	w7_d437e23506
</p>
<p id="p40_d437e23509">
Auf	w1_d437e23513
zukünftigen	w3_d437e23516
St.	w5_d437e23519
Georgi	w7_d437e23522
ist	w9_d437e23525
in	w11_d437e23528
dem	w13_d437e23532
Streck	w15_d437e23535
herischen	w1_d437e23540
Haus	w3_d437e23543
auf	w5_d437e23546
dem	w7_d437e23549
alten	w9_d437e23552
Bauren	w11_d437e23555
markt,	w13_d437e23559
im	w15_d437e23562
ersten	w1_d437e23567
Stock	w3_d437e23570
eine	w5_d437e23573
Wohnung	w7_d437e23576
samt	w9_d437e23579
aller	w11_d437e23582
Zuge	w13_d437e23586
hörung	w1_d437e23592
zu	w3_d437e23595
verlassen,	w5_d437e23598
wer	w7_d437e23601
solche	w9_d437e23604
zu	w11_d437e23607
bestehen	w13_d437e23611
wil	w15_d437e23614
lens,	w1_d437e23619
hat	w3_d437e23622
sich	w5_d437e23625
alda	w7_d437e23628
im	w9_d437e23631
ersten	w11_d437e23634
Stock	w13_d437e23638
anzumelden.	w15_d437e23641
</p>
<p id="p42_d437e23644">
Jn	w1_d437e23648
den,	w3_d437e23651
zu	w5_d437e23654
dem	w7_d437e23657
Jungfräulichen	w9_d437e23660
Closter	w11_d437e23663
bey	w13_d437e23667
St.	w1_d437e23672
Jacob	w3_d437e23675
angehörigen	w5_d437e23678
sogenannten	w7_d437e23681
Jacober=haus,	w9_d437e23684
zu	w1_d437e23689
Ende	w3_d437e23692
der	w5_d437e23695
Anna	w7_d437e23698
gassen	w9_d437e23701
im	w11_d437e23704
anderten	w13_d437e23708
Stock	w15_d437e23711
an	w17_d437e23714
der	w1_d437e23720
Haupt=stiegen	w3_d437e23723
ist	w5_d437e23726
eine	w7_d437e23729
Wohnung,	w9_d437e23732
bestehend	w11_d437e23735
in	w1_d437e23740
6.	w3_d437e23743
Zimmern	w5_d437e23746
(nebst	w7_d437e23749
eines	w9_d437e23752
Zimmer	w11_d437e23755
zu	w13_d437e23759
ebener	w15_d437e23762
Erden	w1_d437e23767
für	w3_d437e23770
Bediente,	w5_d437e23773
oder	w7_d437e23776
allenfalls	w9_d437e23779
für	w11_d437e23782
Afrer	w13_d437e23786
beständnere)	w1_d437e23791
wie	w3_d437e23794
auch	w5_d437e23797
1.	w7_d437e23800
Stall	w9_d437e23803
auf	w11_d437e23806
6.	w13_d437e23810
Pferde,	w15_d437e23813
</p>
<p id="p48_d437e23827">
und	w1_d437e23831
2.	w3_d437e23834
Schupfen	w5_d437e23837
zu	w7_d437e23840
Einstellung	w9_d437e23843
deren	w11_d437e23846
Wägen,	w13_d437e23850
dann	w1_d437e23855
neben	w3_d437e23858
obigen	w5_d437e23861
6.	w7_d437e23864
Zimmern,	w9_d437e23867
auch	w11_d437e23870
1	w13_d437e23874
Kam	w15_d437e23877
mer,	w1_d437e23882
Kuchel,	w3_d437e23885
unter	w5_d437e23888
der	w7_d437e23891
Erben	w9_d437e23894
aber	w11_d437e23897
1.	w13_d437e23901
Keller,	w15_d437e23904
Holz=gewölb,	w1_d437e23910
und	w3_d437e23913
unter	w5_d437e23916
dem	w7_d437e23919
Dach	w9_d437e23922
ein	w11_d437e23925
Boden	w13_d437e23929
auf	w1_d437e23934
nächstkünftigen	w3_d437e23937
Georgii	w5_d437e23940
zu	w7_d437e23943
verlassen	w9_d437e23946
pr.	w11_d437e23949
500.	w13_d437e23953
fl.	w15_d437e23956
wer	w1_d437e23961
aber	w3_d437e23964
den	w5_d437e23967
Stall,	w7_d437e23970
und	w9_d437e23973
die	w11_d437e23976
Schupfen	w13_d437e23980
nicht	w15_d437e23983
brauchet,	w1_d437e23988
wird	w3_d437e23991
das	w5_d437e23994
übrige	w7_d437e23997
zu	w9_d437e24000
verlassen	w11_d437e24003
seyn	w13_d437e24007
pr.	w15_d437e24010
350.	w1_d437e24016
fl.	w3_d437e24019
wer	w5_d437e24022
nun	w7_d437e24025
auf	w9_d437e24028
ein	w11_d437e24031
oder	w13_d437e24035
andere	w15_d437e24038
Art,	w17_d437e24041
diese	w19_d437e24044
Wohnung	w1_d437e24049
zu	w3_d437e24052
bestehen	w5_d437e24055
vermeinet,	w7_d437e24058
kan	w9_d437e24061
sich	w11_d437e24064
bey	w13_d437e24068
der	w15_d437e24071
verwittibten	w1_d437e24076
Haus	w3_d437e24079
meisterin	w5_d437e24082
alda	w7_d437e24085
anmelden.	w9_d437e24088
</p>
<p id="p50_d437e24091">
Auf	w1_d437e24095
der	w3_d437e24098
Land=strassen	w5_d437e24101
bey	w7_d437e24104
der	w9_d437e24107
goldenen	w11_d437e24110
Sonnen	w13_d437e24114
befindet	w1_d437e24119
sich	w3_d437e24122
ein	w5_d437e24125
Lust=garten,	w7_d437e24128
samt	w9_d437e24131
Saal	w11_d437e24134
und	w13_d437e24138
zu	w15_d437e24141
gehörigen	w1_d437e24146
Zimmern,	w3_d437e24149
wie	w5_d437e24152
auch	w7_d437e24155
Stallung	w9_d437e24158
und	w11_d437e24161
Wa	w13_d437e24165
gen=schupfen,	w1_d437e24171
und	w3_d437e24174
was	w5_d437e24177
man	w7_d437e24180
ansonsten	w9_d437e24183
benöthiget	w11_d437e24186
hat,	w1_d437e24191
alltäglich	w3_d437e24194
zu	w5_d437e24197
verlassen,	w7_d437e24200
und	w9_d437e24203
hat	w11_d437e24206
man	w13_d437e24210
sich	w15_d437e24213
dieserwegen	w1_d437e24218
bey	w3_d437e24221
dem	w5_d437e24224
Haus=herrn	w7_d437e24227
alda	w9_d437e24230
anzumelden.	w11_d437e24233
.	w1_d437e24238
</p>
<p id="p52_d437e24241">
Dem	w1_d437e24245
Publico	w3_d437e24248
wird	w5_d437e24251
hiemit	w7_d437e24254
erinneret,	w9_d437e24257
daß	w11_d437e24260
bey	w13_d437e24264
dem	w1_d437e24269
Kaiserl.	w3_d437e24272
Königl	w5_d437e24275
N.	w7_d437e24278
Oe	w9_d437e24281
Reg.	w11_d437e24284
und	w13_d437e24288
Commer	w15_d437e24291
cien=rath	w1_d437e24296
Herrn	w3_d437e24299
Joseph	w5_d437e24302
Edlen	w7_d437e24305
von	w9_d437e24308
Pilewitz	w11_d437e24311
in	w13_d437e24315
der	w1_d437e24321
Waldseil	w3_d437e24324
im	w5_d437e24327
Graf	w7_d437e24330
Bergischen	w9_d437e24333
Haus	w11_d437e24336
wohn	w13_d437e24340
haft,	w1_d437e24345
auheuer	w3_d437e24348
wiederum	w5_d437e24351
der	w7_d437e24354
Seiden=wurm	w9_d437e24357
saamen	w11_d437e24360
gratis	w1_d437e24365
zu	w3_d437e24368
bekommen	w5_d437e24371
seye;	w7_d437e24374
dahero	w9_d437e24377
sich	w11_d437e24380
die	w13_d437e24384
mit	w15_d437e24387
der	w17_d437e24390
Seiden=ziehung	w1_d437e24395
erlustigende	w3_d437e24398
Partheyen,	w5_d437e24401
bey	w7_d437e24404
sel	w9_d437e24407
bem	w1_d437e24413
anzumelden	w3_d437e24416
wissen	w5_d437e24419
werden.	w7_d437e24422
</p>
<p id="p54_d437e24425">
Von	w1_d437e24429
des	w3_d437e24432
Löbl.	w5_d437e24435
Stift	w7_d437e24438
und	w9_d437e24441
Closters	w11_d437e24444
Mölk	w13_d437e24448
Herr	w15_d437e24451
schaft	w1_d437e24456
zu	w3_d437e24459
Leestorf	w5_d437e24462
wegen,	w7_d437e24465
wird	w9_d437e24468
jedermänniglich	w11_d437e24471
kund	w1_d437e24476
und	w3_d437e24479
zu	w5_d437e24482
wissen	w7_d437e24485
gemacht;	w9_d437e24488
daß	w11_d437e24491
auf	w13_d437e24495
Absterben	w15_d437e24498
des	w1_d437e24504
Franz	w3_d437e24507
Rupert	w5_d437e24510
Wurz,	w7_d437e24513
gewesten	w9_d437e24516
Papiermacher	w11_d437e24519
meisters	w1_d437e24524
daselbsten	w3_d437e24527
seel.	w5_d437e24530
desselben	w7_d437e24533
wolerbaute	w9_d437e24536
Be	w11_d437e24539
hausang	w1_d437e24544
und	w3_d437e24547
Papier	w5_d437e24550
mühl,	w7_d437e24553
mit	w9_d437e24556
zugehörigen	w11_d437e24559
Haus=gründen,	w1_d437e24564
dann	w3_d437e24567
weiteren	w5_d437e24570
Fahrnussen	w7_d437e24573
an	w9_d437e24576
Behtern,	w1_d437e24582
Lein	w3_d437e24585
gewand,	w5_d437e24588
Kästen,	w7_d437e24591
Bilder,	w9_d437e24594
Sessel,	w11_d437e24597
Fatz,	w1_d437e24602
Zinn,	w3_d437e24605
Kupfer,	w5_d437e24608
Vieh	w7_d437e24611
und	w9_d437e24614
dergleichen,	w11_d437e24617
durch	w13_d437e24621
offentliche	w1_d437e24626
Licitation	w3_d437e24629
gegen	w5_d437e24632
Erlag	w7_d437e24635
des	w9_d437e24638
baren	w11_d437e24641
Gelds	w13_d437e24645
verkauffet	w1_d437e24650
werden	w3_d437e24653
solle,	w5_d437e24656
und	w7_d437e24659
der	w9_d437e24662
wegen	w11_d437e24665
eine	w13_d437e24669
Licita	w15_d437e24672
tions=tagsatzung	w1_d437e24678
auf	w3_d437e24681
den	w5_d437e24684
22.	w7_d437e24687
Monats	w9_d437e24690
May	w11_d437e24693
1760.	w13_d437e24697
angeordnet	w1_d437e24702
seye.	w3_d437e24705
Wer	w5_d437e24708
