<doc id="wr_1758-09-06" attrs="word" year="1758" month="09" day="06" corpus="2">
<head id="h2_d276e3771">
Leipzig	w1_d276e3775
wurde;	w3_d276e21845
damit	w5_d276e21848
nun	w7_d276e21851
all	w9_d276e21854
und	w11_d276e21857
jede,	w13_d276e21861
so	w15_d276e21864
an	w17_d276e21867
die	w19_d276e21870
ser	w1_d276e21876
Verlassenschaft	w3_d276e21879
einige	w5_d276e21882
Sprüch	w7_d276e21885
ex	w9_d276e21888
quacunque	w11_d276e21891
causa	w1_d276e21896
zu	w3_d276e21899
stellen	w5_d276e21902
vermeinen,	w7_d276e21905
ihrem	w9_d276e21908
Recht	w11_d276e21911
zu	w13_d276e21915
invigi-	w15_d276e21918
liren	w1_d276e21923
wissen	w3_d276e21926
mögen;	w5_d276e21929
als	w7_d276e21932
werden	w9_d276e21935
selbe	w11_d276e21938
auf	w13_d276e21942
besagten	w15_d276e21945
12.	w1_d276e21950
October	w3_d276e21953
also	w5_d276e21956
gewiß,	w7_d276e21959
entweder	w9_d276e21962
selbst,	w11_d276e21965
oder	w13_d276e21969
durch	w15_d276e21972
einen	w1_d276e21978
hinlänglich	w3_d276e21981
sinstruirten	w5_d276e21984
Gewalt=trager	w7_d276e21987
da	w9_d276e21990
selbst	w1_d276e21995
in	w3_d276e21998
loco	w5_d276e22001
Ebergassing	w7_d276e22004
zu	w9_d276e22007
erscheinen,	w11_d276e22010
und	w13_d276e22014
ihre	w15_d276e22017
Forderungen	w1_d276e22022
mit	w3_d276e22025
Beybringung	w5_d276e22028
ihrer	w7_d276e22031
Nohtdurften	w9_d276e22034
hinlänglich	w1_d276e22039
darzuthun	w3_d276e22042
haben,	w5_d276e22045
als	w7_d276e22048
widrigenfals	w9_d276e22051
die	w11_d276e22054
Abhandlung	w1_d276e22060
gleichwolen	w3_d276e22063
ex	w5_d276e22066
officio	w7_d276e22069
vorgenommen,	w9_d276e22072
die	w1_d276e22077
ausbleibende	w3_d276e22080
weiter	w5_d276e22083
nicht	w7_d276e22086
mehr	w9_d276e22089
gehöret,	w11_d276e22092
und	w13_d276e22096
ihnen	w1_d276e22101
anbey	w3_d276e22104
das	w5_d276e22107
ewige	w7_d276e22110
Stillschweigen	w9_d276e22113
hiemit	w11_d276e22116
auf	w13_d276e22120
erlegt	w1_d276e22125
seyn	w3_d276e22128
solle.	w5_d276e22131
Geben	w7_d276e22134
Verwalter	w9_d276e22137
Amts=canzley	w11_d276e22140
zu	w1_d276e22146
Ebergassing	w3_d276e22149
den	w5_d276e22152
28.	w7_d276e22155
Augusti	w9_d276e22158
1758.	w11_d276e22161
</p>
<p id="p16_d276e22166">
Den	w1_d276e22170
13ten	w3_d276e22173
dies	w5_d276e22176
lauffenden	w7_d276e22179
Monats	w9_d276e22182
Septembr.	w11_d276e22185
werden	w1_d276e22190
auf	w3_d276e22193
Verordnung	w5_d276e22196
des	w7_d276e22199
Löbl.	w9_d276e22202
Landmarschal	w11_d276e22205
lisehen	w1_d276e22210
Geriehts,	w3_d276e22213
in	w5_d276e22216
der	w7_d276e22219
Singer=strassen	w9_d276e22222
in	w11_d276e22225
dem	w13_d276e22229
Teutsehen	w1_d276e22235
Haus	w3_d276e22238
gegen	w5_d276e22241
den	w7_d276e22244
Fähndriehs=hof	w9_d276e22247
über	w11_d276e22250
in	w1_d276e22255
2ten	w3_d276e22258
Stock	w5_d276e22261
versehiedene	w7_d276e22264
Effecten,	w9_d276e22267
und	w11_d276e22270
Pre	w13_d276e22274
tiosa,	w1_d276e22279
als	w3_d276e22282
gold	w5_d276e22285
und	w7_d276e22288
silberne	w9_d276e22291
Uhren,	w11_d276e22294
gold	w13_d276e22298
und	w15_d276e22301
sehildkrottene	w1_d276e22306
mit	w3_d276e22309
Gold	w5_d276e22312
eingelegte	w7_d276e22315
Tabattieren,	w9_d276e22318
diamantene	w1_d276e22324
Ring,	w3_d276e22327
silberne	w5_d276e22330
Aufsätze,	w7_d276e22333
versehiedenes	w9_d276e22336
Carlsbaader	w1_d276e22341
und	w3_d276e22344
anderes	w5_d276e22347
Zinn,	w7_d276e22350
Manns=kleider,	w9_d276e22353
wie	w1_d276e22358
auch	w3_d276e22361
Lein=wäsch,	w5_d276e22364
und	w7_d276e22367
Porcellan,	w9_d276e22370
damastene	w11_d276e22373
Spallier,	w1_d276e22378
Bilder,	w3_d276e22381
Spiegel,	w5_d276e22384
Kästen,	w7_d276e22387
Sesseln	w9_d276e22390
und	w11_d276e22393
andere	w1_d276e22399
Zimmer=einriehtungen,	w3_d276e22402
zwey	w5_d276e22405
Dänisehe	w7_d276e22408
Schimmel,	w1_d276e22413
zweysizig	w3_d276e22416
und	w5_d276e22419
viersitzige	w7_d276e22422
Staat	w9_d276e22425
und	w11_d276e22428
Reiß=wägen,	w1_d276e22433
Pferd=geschier,	w3_d276e22436
und	w5_d276e22439
zerschiedene	w7_d276e22442
Reit=zeug,	w1_d276e22447
Vormittag	w3_d276e22450
von	w5_d276e22453
9.	w7_d276e22456
bis	w9_d276e22459
12.	w11_d276e22462
Uhr,	w13_d276e22466
und	w15_d276e22469
Nachmittag	w1_d276e22475
von	w3_d276e22478
3.	w5_d276e22481
bis	w7_d276e22484
6.	w9_d276e22487
Uhr	w11_d276e22490
plus	w13_d276e22494
offerenti	w15_d276e22497
li-	w17_d276e22500
titando	w1_d276e22505
verkauffet	w3_d276e22508
werden.	w5_d276e22511
</p>
<p id="p18_d276e22514">
Bey	w1_d276e22518
Johann	w3_d276e22521
Jacob	w5_d276e22524
Lidl	w7_d276e22527
Kupfer=stechern	w9_d276e22530
im	w11_d276e22533
Doctor	w1_d276e22538
Deimlischen	w3_d276e22541
Haus	w5_d276e22544
neben	w7_d276e22547
der	w9_d276e22550
Heil.	w11_d276e22553
Drey	w13_d276e22557
faltigkeit	w1_d276e22562
ist	w3_d276e22565
zu	w5_d276e22568
haben:	w7_d276e22571
dermaliges	w9_d276e22574
Kriegsthea	w11_d276e22577
trum	w1_d276e22583
in	w3_d276e22586
einer	w5_d276e22589
neuen	w7_d276e22592
Land=karte	w9_d276e22595
bestehend,	w11_d276e22598
wor	w13_d276e22602
auf	w1_d276e22607
ganz	w3_d276e22610
Böhmen,	w5_d276e22613
Schlesien,	w7_d276e22616
Mähren,	w9_d276e22619
Ober	w11_d276e22622
und	w1_d276e22627
Nieder=lausitz,	w3_d276e22630
dann	w5_d276e22633
ein	w7_d276e22636
grosser	w9_d276e22639
theil	w11_d276e22642
von	w13_d276e22646
Ober=sachsen,	w1_d276e22651
Brandenburg,	w3_d276e22654
Pohlen,	w5_d276e22657
Hungarn,	w7_d276e22660
und	w1_d276e22666
Erz=herzogthum	w3_d276e22669
Oesterreich	w5_d276e22672
befindlich,	w7_d276e22675
auch	w9_d276e22678
in	w1_d276e22683
die	w3_d276e22686
Jnnländische	w5_d276e22689
kleinere	w7_d276e22692
Landes=kreise	w9_d276e22695
und	w11_d276e22698
Fürstenthümer	w1_d276e22703
abgetheilet,	w3_d276e22706
all=jenes	w5_d276e22709
Territorium	w7_d276e22712
in	w1_d276e22717
sich	w3_d276e22720
fassend,	w5_d276e22723
was	w7_d276e22726
zwischen	w9_d276e22729
Wien,	w11_d276e22732
Leipzig,	w13_d276e22736
Ber	w15_d276e22739
lin,	w1_d276e22745
und	w3_d276e22748
Warschau	w5_d276e22751
situiret,	w7_d276e22754
dahero	w9_d276e22757
bey	w11_d276e22760
gegenwär	w13_d276e22764
tigen	w1_d276e22769
Umständen	w3_d276e22772
zum	w5_d276e22775
Gebrauch	w7_d276e22778
nutzlich,	w9_d276e22781
mit	w11_d276e22784
Re	w13_d276e22788
gister,	w1_d276e22793
Maß=stäben,	w3_d276e22796
Compas=zeichen=erklärungen,	w5_d276e22799
Strassen	w1_d276e22804
rc.	w3_d276e22807
und	w5_d276e22810
all=jenen,	w7_d276e22813
was	w9_d276e22816
zu	w11_d276e22819
einer	w13_d276e22823
Land=karte	w15_d276e22826
erforderlich,	w1_d276e22832
bestens	w3_d276e22835
versehen,	w5_d276e22838
auf	w7_d276e22841
1.	w9_d276e22844
und	w11_d276e22847
1.	w13_d276e22851
halb	w15_d276e22854
Groß=imperial=bogen,	w1_d276e22859
und	w3_d276e22862
illuminirter	w5_d276e22865
das	w7_d276e22868
Stück	w9_d276e22871
per	w1_d276e22876
1.	w3_d276e22879
fl.	w5_d276e22882
30.	w7_d276e22885
kr.	w9_d276e22888
in	w11_d276e22891
Futteral	w13_d276e22895
pr.	w15_d276e22898
1.	w17_d276e22901
fl.	w19_d276e22904
45.	w21_d276e22907
kr.	w23_d276e22910
</p>
<p id="p20_d276e22913">
Den	w1_d276e22917
14.	w3_d276e22920
und	w5_d276e22923
15.	w7_d276e22926
dieses	w9_d276e22929
Monats	w11_d276e22932
Sept.	w13_d276e22936
werden	w1_d276e22941
auf	w3_d276e22944
Verordnung	w5_d276e22947
eines	w7_d276e22950
Löbl.	w9_d276e22953
Land	w11_d276e22956
marschallischen=gerichts,	w1_d276e22961
in	w3_d276e22964
dem	w5_d276e22967
Großpfan	w7_d276e22970
nischen	w1_d276e22976
Haus	w3_d276e22979
in	w5_d276e22982
der	w7_d276e22985
Waldzeil	w9_d276e22988
im	w11_d276e22991
2.	w13_d276e22995
Stock	w15_d276e22998
allerhand	w1_d276e23003
Verlassenschafts=effecten,	w3_d276e23006
als	w5_d276e23009
ver	w7_d276e23012
schiedenes	w1_d276e23017
Silber,	w3_d276e23020
ein	w5_d276e23023
noch	w7_d276e23026
deu=auf	w9_d276e23029
Silber	w11_d276e23032
art	w1_d276e23037
fasonnirter	w3_d276e23040
Service	w5_d276e23043
von	w7_d276e23046
Carlsbaader	w9_d276e23049
zinn,	w1_d276e23055
Manns=kleider,	w3_d276e23058
und	w5_d276e23061
Wäsch,	w7_d276e23064
Spie	w9_d276e23067
gel,	w1_d276e23072
Spallier,	w3_d276e23075
Sessel,	w5_d276e23078
Tischel,	w7_d276e23081
Bilder,	w9_d276e23084
und	w1_d276e23089
andere	w3_d276e23092
Einrichtungen,	w5_d276e23095
nebst	w7_d276e23098
einer	w9_d276e23101
Samm	w11_d276e23104
lung	w1_d276e23109
unterschiedlicher,	w3_d276e23112
mehrentheils	w5_d276e23115
Juridi	w7_d276e23118
schen	w1_d276e23124
bücher,	w3_d276e23127
wovon	w5_d276e23130
der	w7_d276e23133
Catalogus	w9_d276e23136
in	w11_d276e23139
der	w13_d276e23143
Buchhandlung	w1_d276e23148
zum	w3_d276e23151
goldenen	w5_d276e23154
Vließ	w7_d276e23157
auf	w9_d276e23160
der	w11_d276e23163
hohen	w1_d276e23168
Brucken	w3_d276e23171
zu	w5_d276e23174
haben	w7_d276e23177
ist,	w9_d276e23180
fruhe	w11_d276e23183
von	w13_d276e23187
9.	w15_d276e23190
bis	w1_d276e23195
12.	w3_d276e23198
Uhr,	w5_d276e23201
und	w7_d276e23204
Nachmittags	w9_d276e23207
von	w11_d276e23210
3.	w13_d276e23214
bis	w15_d276e23217
6.	w1_d276e23223
Uhr	w3_d276e23226
licitando	w5_d276e23229
plus	w7_d276e23232
offerendi	w9_d276e23235
verkauffet	w11_d276e23238
werden.	w1_d276e23243
</p>
<head id="h2_d276e23249">
EDICT.	w1_d276e23253
</head>
<p id="p4_d276e23256">
Von	w1_d276e23260
der	w3_d276e23263
Römisch=Kais.	w5_d276e23266
Königl.	w7_d276e23269
Majest.	w9_d276e23272
N.	w11_d276e23275
Oe.	w13_d276e23279
Regierung	w1_d276e23284
in	w3_d276e23287
Justitz=sachen	w5_d276e23290
wegen,	w7_d276e23293
denen	w9_d276e23296
Franz	w11_d276e23299
Freyherrl.	w1_d276e23304
Wiesenhütterischen	w3_d276e23307
Credits=partheyen	w5_d276e23310
anzuzeigen:	w1_d276e23316
Es	w3_d276e23319
haben	w5_d276e23322
die	w7_d276e23325
Gebrüdere	w9_d276e23328
von	w11_d276e23331
Smitt	w13_d276e23335
ner	w1_d276e23340
als	w3_d276e23343
Freyherrl.	w5_d276e23346
Franz	w7_d276e23349
Wiesenhütterschen	w9_d276e23352
Massæ	w11_d276e23355
Administratores	w1_d276e23360
bey	w3_d276e23363
Regierung	w5_d276e23366
in	w7_d276e23369
Justitz=sachen	w9_d276e23372
zu	w1_d276e23377
Einberuffung	w3_d276e23380
deren	w5_d276e23383
jenigen	w7_d276e23386
Freyherrl.	w9_d276e23389
Wiesen	w11_d276e23392
hütterischen	w1_d276e23398
Glaubigern,	w3_d276e23401
welche	w5_d276e23404
an	w7_d276e23407
die	w9_d276e23410
besagt	w11_d276e23413
Freyherrl.	w1_d276e23418
Wiesenhütteris.	w3_d276e23421
Massam	w5_d276e23424
vor	w7_d276e23427
dem	w9_d276e23430
1747sten	w1_d276e23435
Jahr	w3_d276e23438
herührend	w5_d276e23441
oder	w7_d276e23444
doch	w9_d276e23447
wenigstens	w11_d276e23450
an	w13_d276e23454
noch	w1_d276e23459
in	w3_d276e23462
dem	w5_d276e23465
1747sten	w7_d276e23468
Jahr	w9_d276e23471
ihren	w11_d276e23474
Ursprung	w13_d276e23478
ge	w15_d276e23481
nommene	w1_d276e23487
rechtliche	w3_d276e23490
Sprüche	w5_d276e23493
oder	w7_d276e23496
Forderungen	w9_d276e23499
haben,	w1_d276e23504
oder	w3_d276e23507
zu	w5_d276e23510
stellen	w7_d276e23513
vermeinen	w9_d276e23516
um	w11_d276e23519
Ausfertig	w13_d276e23523
und	w1_d276e23528
Affigirung	w3_d276e23531
eines	w5_d276e23534
Valval-edicts	w7_d276e23537
angelanget.	w9_d276e23540
</p>
<p id="p6_d276e23543">
Wann	w1_d276e23547
nun	w3_d276e23550
sothanes	w5_d276e23553
Edict	w7_d276e23556
auch	w9_d276e23559
untern	w11_d276e23562
10ten	w13_d276e23566
Junii	w1_d276e23571
dies	w3_d276e23574
1758.	w5_d276e23577
Jahrs	w7_d276e23580
verwilliget	w9_d276e23583
worden;	w11_d276e23586
Als	w1_d276e23591
wird	w3_d276e23594
denen	w5_d276e23597
oberwehnt	w7_d276e23600
Freyherrl.	w9_d276e23603
Wiesen	w11_d276e23606
hüterischen	w1_d276e23612
Credits=partheyen	w3_d276e23615
hiemit	w5_d276e23618
anbefohlen,	w7_d276e23621
daß	w1_d276e23626
selbe	w3_d276e23629
auf	w5_d276e23632
den	w7_d276e23635
16.	w9_d276e23638
künftigen	w11_d276e23641
Monats	w13_d276e23645
Sep	w15_d276e23648
tembris	w1_d276e23653
fruh	w3_d276e23656
um	w5_d276e23659
9.	w7_d276e23662
Uhr	w9_d276e23665
vor	w11_d276e23668
Regierung	w13_d276e23672
in	w15_d276e23675
Justitz	w17_d276e23678
sachen	w1_d276e23683
alsogewiß	w3_d276e23686
erscheinen,	w5_d276e23689
und	w7_d276e23692
ihre	w9_d276e23695
an	w11_d276e23698
die	w13_d276e23702
Frey	w15_d276e23705
herrl.	w1_d276e23711
Wiesenhüterische	w3_d276e23714
Massum	w5_d276e23717
stellende	w7_d276e23720
Præten-	w9_d276e23723
sionen,	w1_d276e23728
und	w3_d276e23731
Forderungen	w5_d276e23734
Rechts=beständig	w7_d276e23737
liqui-	w9_d276e23740
diren	w1_d276e23745
als	w3_d276e23748
im	w5_d276e23751
widrigen	w7_d276e23754
dieselbe	w9_d276e23757
von	w11_d276e23760
dieser	w13_d276e23764
Frey	w15_d276e23767
herrl.	w1_d276e23772
Massa	w3_d276e23775
gänzlich	w5_d276e23778
abgewiesen,	w7_d276e23781
und	w9_d276e23784
die	w11_d276e23787
sich	w13_d276e23791
zeigende	w1_d276e23797
Ratæ	w3_d276e23800
oder	w5_d276e23803
Dividenten	w7_d276e23806
unter	w9_d276e23809
die	w11_d276e23812
übrig	w13_d276e23816
Freyherrl.	w1_d276e23821
Wiesenhüterische	w3_d276e23824
Creditores	w5_d276e23827
verthei	w7_d276e23830
let	w1_d276e23835
werden	w3_d276e23838
sollen.	w5_d276e23841
</p>
<p id="p8_d276e23844">
Den	w1_d276e23848
13ten	w3_d276e23851
Novembr.	w5_d276e23854
dieses	w7_d276e23857
1758.	w9_d276e23860
Jahr	w11_d276e23863
fruhe	w13_d276e23867
um	w1_d276e23872
9.	w3_d276e23875
Uhr	w5_d276e23878
haben	w7_d276e23881
all,	w9_d276e23884
und	w11_d276e23887
jede	w13_d276e23891
(welche	w15_d276e23894
an	w17_d276e23897
die	w19_d276e23900
Verlassenschaft	w1_d276e23905
des	w3_d276e23908
verstorbenen	w5_d276e23911
Joseph	w7_d276e23914
Kaisers	w9_d276e23917
eines	w1_d276e23923
gewest	w3_d276e23926
vacirenden	w5_d276e23929
Aufwarters,	w7_d276e23932
Schulden	w9_d276e23935
oder	w1_d276e23940
Erbschafts=halber	w3_d276e23943
einige	w5_d276e23946
Sprüch,	w7_d276e23949
und	w9_d276e23952
For	w11_d276e23955
derungen	w1_d276e23960
zu	w3_d276e23963
machen	w5_d276e23966
vermeinen)	w7_d276e23969
in	w9_d276e23972
der	w11_d276e23975
Dom	w13_d276e23979
Capitlischen	w1_d276e23984
Hof=meister=amts=canzley	w3_d276e23987
in	w5_d276e23990
sogenan	w7_d276e23993
ten	w1_d276e23999
Zwettl=hof	w3_d276e24002
nächst	w5_d276e24005
St.	w7_d276e24008
Stephan	w9_d276e24011
sub	w11_d276e24014
Clausula	w13_d276e24018
præclusi	w1_d276e24023
zu	w3_d276e24026
erscheinen,	w5_d276e24029
und	w7_d276e24032
unter	w9_d276e24035
einst	w11_d276e24038
zu	w13_d276e24042
liqui-	w15_d276e24045
diren.	w1_d276e24050
</p>
<p id="p10_d276e24053">
Es	w1_d276e24057
wird	w3_d276e24060
hiemit	w5_d276e24063
jedermänniglich	w7_d276e24066
kund	w9_d276e24069
ge	w11_d276e24072
macht,	w1_d276e24077
daß	w3_d276e24080
den	w5_d276e24083
11.	w7_d276e24086
12.	w9_d276e24089
und	w11_d276e24092
13.	w13_d276e24096
künftigen	w15_d276e24099
Monats	w1_d276e24104
September	w3_d276e24107
Vormittags	w5_d276e24110
von	w7_d276e24113
8.	w9_d276e24116
bis	w1_d276e24122
12.	w3_d276e24125
Nachmittags	w5_d276e24128
aber	w7_d276e24131
von	w9_d276e24134
2.	w11_d276e24137
bis	w13_d276e24141
6.	w15_d276e24144
Uhr,	w1_d276e24149
in	w3_d276e24152
dem	w5_d276e24155
Hoch=fürstl.	w7_d276e24158
Passauerischen	w9_d276e24161
Schloß	w1_d276e24166
zu	w3_d276e24169
Schwadorf	w5_d276e24172
unter	w7_d276e24175
dem	w9_d276e24178
Markt	w11_d276e24181
Schwechat,	w1_d276e24186
gelegen,	w3_d276e24189
unterschiedliche,	w5_d276e24192
Gold	w1_d276e24198
und	w3_d276e24201
Silber=sachen,	w5_d276e24204
Kleinoden,	w7_d276e24207
Uhren,	w9_d276e24210
Ring,	w1_d276e24215
Perlen,	w3_d276e24218
Kleider,	w5_d276e24221
Spitz,	w7_d276e24224
Tafel	w9_d276e24227
und	w11_d276e24230
Lein=wäsch,	w1_d276e24235
Haus	w3_d276e24238
u.	w5_d276e24241
Wirtschafts=einrichtung	w7_d276e24244
Wein,	w1_d276e24249
rc.	w3_d276e24252
dem	w5_d276e24255
Meist=biettenden	w7_d276e24258
gegen	w9_d276e24261
baa	w11_d276e24264
rer	w1_d276e24270
Bezahlung	w3_d276e24273
werden	w5_d276e24276
verkauft	w7_d276e24279
werden.	w9_d276e24282
</p>
<p id="p16_d276e24296">
Auf	w1_d276e24300
den	w3_d276e24303
13.	w5_d276e24306
September	w7_d276e24309
1758.	w9_d276e24312
wird	w11_d276e24315
in	w1_d276e24320
der	w3_d276e24323
Landesfürstl.	w5_d276e24326
Stadt	w7_d276e24329
Hainburg	w9_d276e24332
Weyl.	w11_d276e24335
Johann	w1_d276e24340
Peter	w3_d276e24343
Mucth	w5_d276e24346
gewest	w7_d276e24349
Burgerl.	w9_d276e24352
Schmid=meisters	w1_d276e24358
seel.	w3_d276e24361
in	w5_d276e24364
der	w7_d276e24367
Wiener=gassen	w9_d276e24370
ligende	w1_d276e24375
Behausung	w3_d276e24378
samt	w5_d276e24381
der	w7_d276e24384
darauf	w9_d276e24387
exerci	w11_d276e24390
renden	w1_d276e24395
Schmid=gerechtigkeit,	w3_d276e24398
und	w5_d276e24401
Handwerks	w7_d276e24404
gezeug	w1_d276e24409
licitando	w3_d276e24412
dem	w5_d276e24415
Meist=bietenden	w7_d276e24418
käuflich	w9_d276e24421
hindann	w1_d276e24427
gelassen	w3_d276e24430
werden:	w5_d276e24433
wer	w7_d276e24436
nun	w9_d276e24439
solche	w11_d276e24442
li	w13_d276e24446
citando	w1_d276e24451
käuflich	w3_d276e24454
an	w5_d276e24457
sich	w7_d276e24460
zu	w9_d276e24463
bringen	w11_d276e24466
gedenket,	w13_d276e24470
der	w1_d276e24475
wird	w3_d276e24478
an	w5_d276e24481
ob=bestimmten	w7_d276e24484
Tag	w9_d276e24487
fruhe	w11_d276e24490
um	w13_d276e24494
8.	w1_d276e24499
Uhr	w3_d276e24502
zu	w5_d276e24505
Hainburg	w7_d276e24508
auf	w9_d276e24511
dem	w11_d276e24514
Raht=haus	w13_d276e24518
allda	w1_d276e24524
zu	w3_d276e24527
erscheinen	w5_d276e24530
haben.	w7_d276e24533
</p>
<p id="p18_d276e24536">
Es	w1_d276e24540
ist	w3_d276e24543
ein	w5_d276e24546
hübscher	w7_d276e24549
6=jähriger	w9_d276e24552
schwarz	w11_d276e24555
Schimmel,	w1_d276e24560
ingleichen	w3_d276e24563
auch	w5_d276e24566
eiserne	w7_d276e24569
Gewich	w9_d276e24572
ter,	w1_d276e24577
nämlich	w3_d276e24580
sechs	w5_d276e24583
halbe	w7_d276e24586
und	w9_d276e24589
zwey	w11_d276e24592
viertel	w13_d276e24596
Ceutner	w1_d276e24602
zu	w3_d276e24605
verkauffen,	w5_d276e24608
wer	w7_d276e24611
nun	w9_d276e24614
zu	w11_d276e24617
einen	w13_d276e24621
oder	w1_d276e24626
den	w3_d276e24629
andern	w5_d276e24632
Lust	w7_d276e24635
hat,	w9_d276e24638
der	w11_d276e24641
beliebe	w13_d276e24645
sich	w15_d276e24648
in	w1_d276e24653
dem	w3_d276e24656
Wirts=haus	w5_d276e24659
zum	w7_d276e24662
braunen	w9_d276e24665
Hirschen	w11_d276e24668
unweit	w1_d276e24673
den	w3_d276e24676
roten	w5_d276e24679
Thurn	w7_d276e24682
bey	w9_d276e24685
dem	w11_d276e24688
Haus	w13_d276e24692
meister	w1_d276e24698
alda	w3_d276e24701
anzufragen.	w5_d276e24704
</p>
<p id="p20_d276e24707">
Auf	w1_d276e24711
Hoch	w3_d276e24714
und	w5_d276e24717
Teutsch=meister,	w7_d276e24720
auch	w9_d276e24723
Lan	w11_d276e24726
des=commandeurs	w1_d276e24731
Verordnung	w3_d276e24734
werden	w5_d276e24737
den	w7_d276e24740
7.	w1_d276e24745
und	w3_d276e24748
9ten	w5_d276e24751
dies	w7_d276e24754
Monats	w9_d276e24757
des	w11_d276e24760
abgeleibten	w13_d276e24764
Teutsch=ordens	w1_d276e24770
Verwalters,	w3_d276e24773
Hrn.	w5_d276e24776
Joh.	w7_d276e24779
Georg	w9_d276e24782
Falck,	w1_d276e24787
seel.	w3_d276e24790
Verlassenschafts=effecten,	w5_d276e24793
beste	w7_d276e24796
hend	w1_d276e24801
in	w3_d276e24804
Silber,	w5_d276e24807
Borcelain,	w7_d276e24810
Manns	w9_d276e24813
und	w11_d276e24816
Frauen=kleider,	w1_d276e24821
Wäsch,	w3_d276e24824
Kästen,	w5_d276e24827
Gewöhr,	w7_d276e24830
Bilder,	w1_d276e24836
und	w3_d276e24839
andern	w5_d276e24842
dergleichen	w7_d276e24845
Fahrnussen,	w9_d276e24848
früh	w1_d276e24853
von	w3_d276e24856
9.	w5_d276e24859
bis	w7_d276e24862
12.	w9_d276e24865
dann	w11_d276e24868
Nachmittag	w13_d276e24872
von	w15_d276e24875
3.	w1_d276e24880
bis	w3_d276e24883
6.	w5_d276e24886
Uhr,	w7_d276e24889
im	w9_d276e24892
Teutschen	w11_d276e24895
ordens=haus	w13_d276e24899
Singer=strassen	w1_d276e24904
im	w3_d276e24907
untern	w5_d276e24910
Hof	w7_d276e24913
plus	w9_d276e24916
in	w1_d276e24922
der	w3_d276e24925
offecenti	w1_d276e24930
verkauft	w3_d276e24933
werden.	w5_d276e24936
</p>
<head id="h2_d276e24942">
EDICT.	w1_d276e24946
</head>
<p id="p4_d276e24949">
Wir	w1_d276e24953
N.	w3_d276e24956
N.	w5_d276e24959
Superintendenten,	w7_d276e24962
und	w9_d276e24965
Spitlmei	w11_d276e24968
ster	w1_d276e24973
des	w3_d276e24976
Burger=spital	w5_d276e24979
in	w7_d276e24982
Wienn,	w9_d276e24985
geben	w11_d276e24988
hiemit	w13_d276e24992
jedermänniglich	w1_d276e24997
zu	w3_d276e25000
vernehmen,	w5_d276e25003
was	w7_d276e25006
massen	w9_d276e25009
man	w11_d276e25012
das	w1_d276e25018
Wirtshaus	w3_d276e25021
zu	w5_d276e25024
St.	w7_d276e25027
Marx	w9_d276e25030
nach	w11_d276e25033
Endigung	w13_d276e25037
des	w1_d276e25042
mit	w3_d276e25045
dem	w5_d276e25048
dermaligen	w7_d276e25051
Bestand=wirt	w9_d276e25054
alda	w11_d276e25057
ge	w13_d276e25061
schlossenen	w1_d276e25066
Contracts	w3_d276e25069
weitershin	w5_d276e25072
in	w7_d276e25075
Bestand	w9_d276e25078
zu	w11_d276e25081
verlassen	w1_d276e25086
gesinnet	w3_d276e25089
seye,	w5_d276e25092
und	w7_d276e25095
zu	w9_d276e25098
Errichtung	w11_d276e25101
eines	w13_d276e25105
neuen	w1_d276e25111
Benand=contrarts	w3_d276e25114
einer	w5_d276e25117
Licitationstag	w7_d276e25120
sätzung	w1_d276e25125
auf	w3_d276e25128
den	w5_d276e25131
28.	w7_d276e25134
künftigen	w9_d276e25137
Monats	w11_d276e25140
Septem	w13_d276e25144
bris	w1_d276e25149
dies	w3_d276e25152
Jahrs	w5_d276e25155
fruh	w7_d276e25158
um	w9_d276e25161
9.	w11_d276e25164
Uhr	w13_d276e25168
in	w15_d276e25171
der	w17_d276e25174
Burger	w19_d276e25177
spitals=grund=stuben	w1_d276e25182
angeordnet	w3_d276e25185
habe.	w5_d276e25188
Solchem	w7_d276e25191
</p>
<p id="p6_d276e25194">
nach	w1_d276e25198
werden	w3_d276e25201
all	w5_d276e25204
diejenige,	w7_d276e25207
so	w9_d276e25210
obiges	w11_d276e25213
Wirthshaus	w13_d276e25217
in	w1_d276e25222
Bestand	w3_d276e25225
nehmen	w5_d276e25228
wollen,	w7_d276e25231
bey	w9_d276e25234
vorbestimter	w11_d276e25237
Li-	w13_d276e25241
citations=tagsatzung	w1_d276e25246
vor	w3_d276e25249
dem	w5_d276e25252
Burgerspitals	w7_d276e25255
grund=buch,	w1_d276e25261
entweder	w3_d276e25264
selbsten	w5_d276e25267
peisenlich	w7_d276e25270
oder	w9_d276e25273
durch	w1_d276e25278
einen	w3_d276e25281
genugsamen	w5_d276e25284
Bevollmächtigten	w7_d276e25287
zu	w9_d276e25290
er	w11_d276e25293
scheinen	w1_d276e25298
haben,	w3_d276e25301
wo	w5_d276e25304
sodann	w7_d276e25307
mit	w9_d276e25310
dem	w11_d276e25313
Meistbitten	w13_d276e25317
den	w1_d276e25322
der	w3_d276e25325
Contraet	w5_d276e25328
geschlossen	w7_d276e25331
werden	w9_d276e25334
solle.	w11_d276e25337
Actum	w13_d276e25341
Wien	w1_d276e25347
den	w3_d276e25350
13.	w5_d276e25353
Aug.	w7_d276e25356
1758.	w9_d276e25359
</p>
<head id="h2_d276e25365">
ELICT.	w1_d276e25369
</head>
<p id="p4_d276e25372">
Jch	w1_d276e25376
Johann	w3_d276e25379
