<doc id="wr_1759-10-27" attrs="word" year="1759" month="10" day="27" corpus="2">
<head id="h2_d392e4020">
Altona	w1_d392e4024
prästiren	w13_d392e22213
ha	w15_d392e22216
ben,	w1_d392e22221
wie	w3_d392e22224
im	w5_d392e22227
widrigen	w7_d392e22230
der	w9_d392e22233
Ausbleibende	w11_d392e22236
mit	w13_d392e22240
sei	w15_d392e22243
ner	w1_d392e22248
</p>
<p id="p8_d392e22253">
ner	w1_d392e22257
klaßisteirten	w3_d392e22260
Anforderung	w5_d392e22263
für	w7_d392e22266
nicht	w9_d392e22269
liquidir	w11_d392e22272
gehalten,	w1_d392e22277
einfolglichen	w3_d392e22280
von	w5_d392e22283
oberwehnt=Kaiserischen	w7_d392e22286
Concurs=massa,	w1_d392e22291
und	w3_d392e22294
dessen	w5_d392e22297
Repartirung	w7_d392e22300
gänzlichen	w9_d392e22303
ausgeschloße	w1_d392e22309
und	w3_d392e22312
abgewiesen	w5_d392e22315
seyn,	w7_d392e22318
dahingege	w9_d392e22321
jenes,	w11_d392e22324
was	w1_d392e22329
annoch	w3_d392e22332
in	w5_d392e22335
der	w7_d392e22338
Kaiserischen	w9_d392e22341
Massa	w11_d392e22344
vorhanden,	w13_d392e22348
unter	w1_d392e22353
die	w3_d392e22356
ihnen	w5_d392e22359
in	w7_d392e22362
Classificatione	w9_d392e22365
nachgehende	w11_d392e22368
Credits=partheyen	w1_d392e22373
repartiret	w3_d392e22376
werden	w5_d392e22379
solle.	w7_d392e22382
Wor	w9_d392e22385
nach	w1_d392e22391
sich	w3_d392e22394
ein	w5_d392e22397
jeder	w7_d392e22400
zu	w9_d392e22403
richten,	w11_d392e22406
und	w13_d392e22410
für	w15_d392e22413
Schaden	w17_d392e22416
zu	w1_d392e22421
hüten	w3_d392e22424
wissen	w5_d392e22427
wird.	w7_d392e22430
Actum	w9_d392e22433
Wien	w11_d392e22436
den	w13_d392e22440
26.	w15_d392e22443
Septemb.	w1_d392e22448
1759.	w3_d392e22451
</p>
<p id="p10_d392e22454">
Von	w1_d392e22458
dem	w3_d392e22461
Hochgräfl.	w5_d392e22464
Stahrembergischen	w7_d392e22467
Judi-	w9_d392e22470
cio	w1_d392e22475
Delegato	w3_d392e22478
der	w5_d392e22481
Herrschaft	w7_d392e22484
Pottendorf	w9_d392e22487
wegen	w11_d392e22490
allen	w1_d392e22495
und	w3_d392e22498
jeden	w5_d392e22501
hiemit	w7_d392e22504
anzufügen:	w9_d392e22507
Es	w11_d392e22510
seye	w13_d392e22514
auf	w15_d392e22517
Anlangen	w1_d392e22523
des	w3_d392e22526
Johann	w5_d392e22529
Georg	w7_d392e22532
Stegers,	w9_d392e22535
contra	w11_d392e22538
die	w13_d392e22542
sammentlich	w1_d392e22547
Baderische	w3_d392e22550
Erben	w5_d392e22553
in	w7_d392e22556
puncto	w9_d392e22559
schuldi	w11_d392e22562
ger	w1_d392e22567
5000.	w3_d392e22570
Fl.	w5_d392e22573
in	w7_d392e22576
die	w9_d392e22579
gebotten	w11_d392e22582
weitere	w13_d392e22586
Liciti	w15_d392e22589
rung	w1_d392e22594
des	w3_d392e22597
zu	w5_d392e22600
Pottendorf	w7_d392e22603
liegend,	w9_d392e22606
und	w11_d392e22609
in	w13_d392e22613
die	w15_d392e22616
Ba	w17_d392e22619
derische	w1_d392e22625
Cridæ-massam	w3_d392e22628
gehörigen	w5_d392e22631
Bräu=haus	w7_d392e22634
una	w9_d392e22637
cum	w1_d392e22642
appertinentiis	w3_d392e22645
mit	w5_d392e22648
dem	w7_d392e22651
Anhang	w9_d392e22654
gewilliget	w11_d392e22657
worden,	w1_d392e22662
daß	w3_d392e22665
auch	w5_d392e22668
hierzu	w7_d392e22671
diejenige,	w9_d392e22674
welche	w11_d392e22677
ein	w13_d392e22681
Einstand=recht	w1_d392e22686
zu	w3_d392e22689
haben	w5_d392e22692
vermeinen,	w7_d392e22695
unter	w9_d392e22698
ein	w11_d392e22701
stens	w1_d392e22707
erforderet	w3_d392e22710
werden	w5_d392e22713
solle.	w7_d392e22716
Gleichwie	w9_d392e22719
nun	w11_d392e22722
zu	w13_d392e22726
ein	w1_d392e22731
so	w3_d392e22734
anderen	w5_d392e22737
der	w7_d392e22740
10te	w9_d392e22743
nächst=künftigen	w11_d392e22746
Monats	w13_d392e22750
Novembris	w1_d392e22755
bestimmet	w3_d392e22758
worden,	w5_d392e22761
als	w7_d392e22764
werden	w9_d392e22767
diesem	w11_d392e22770
zufolge,	w1_d392e22775
all	w3_d392e22778
und	w5_d392e22781
jede,	w7_d392e22784
so	w9_d392e22787
vorgedachtes	w11_d392e22790
Bräu	w13_d392e22794
haus	w1_d392e22800
mit	w3_d392e22803
aller	w5_d392e22806
Ein	w7_d392e22809
und	w9_d392e22812
Zugehörung	w11_d392e22815
käuflichen	w13_d392e22819
an	w1_d392e22824
sich	w3_d392e22827
zu	w5_d392e22830
bringen	w7_d392e22833
gedencken,	w9_d392e22836
sowol	w11_d392e22839
als	w13_d392e22843
auch	w15_d392e22846
die,	w17_d392e22849
welche	w1_d392e22854
hiebey	w3_d392e22857
ein	w5_d392e22860
Einstand=recht	w7_d392e22863
zu	w9_d392e22866
haben	w11_d392e22869
ver	w13_d392e22873
meinen,	w1_d392e22878
auf	w3_d392e22881
den	w5_d392e22884
hier	w7_d392e22887
oben	w9_d392e22890
angemerkten	w11_d392e22893
Tag	w13_d392e22897
Nach	w15_d392e22900
mittag	w1_d392e22906
um	w3_d392e22909
2.	w5_d392e22912
Uhr,	w7_d392e22915
und	w9_d392e22918
zwar	w11_d392e22921
letztere	w13_d392e22925
um	w15_d392e22928
sogewis	w17_d392e22931
ser	w1_d392e22936
bey	w3_d392e22939
diesem	w5_d392e22942
Judicio	w7_d392e22945
Delegato	w9_d392e22948
in	w11_d392e22951
der	w13_d392e22955
Wildwer	w15_d392e22958
ker=strassen	w1_d392e22963
im	w3_d392e22966
Fraslischen	w5_d392e22969
Haus	w7_d392e22972
im	w9_d392e22975
3ten	w11_d392e22978
Stock	w13_d392e22982
zu	w1_d392e22987
erscheinen	w3_d392e22990
haben,	w5_d392e22993
als	w7_d392e22996
im	w9_d392e22999
widrigen	w11_d392e23002
mit	w13_d392e23006
dem	w15_d392e23009
Meistbietenden	w1_d392e23015
der	w3_d392e23018
Kauf	w5_d392e23021
abgeschlossen,	w7_d392e23024
sohin	w9_d392e23027
kei	w11_d392e23030
ner	w1_d392e23035
des	w3_d392e23038
Einstands=rechts	w5_d392e23041
halber	w7_d392e23044
mehr	w9_d392e23047
gehöret,	w11_d392e23050
ondern	w1_d392e23055
selben	w3_d392e23058
das	w5_d392e23061
ewige	w7_d392e23064
Stillschweigen	w9_d392e23067
auferle	w11_d392e23070
get	w1_d392e23075
seyn	w3_d392e23078
solle.	w5_d392e23081
Actum	w7_d392e23084
Wien	w9_d392e23087
den	w11_d392e23090
22sten	w13_d392e23094
Octo	w15_d392e23097
ber	w1_d392e23103
17.	w3_d392e23106
</p>
<p id="p12_d392e23112">
Burger=meister	w1_d392e23116
Amts	w3_d392e23119
verwalter	w5_d392e23122
und	w7_d392e23125
Rath	w9_d392e23128
der	w1_d392e23133
Stadt	w3_d392e23136
Wien,	w5_d392e23139
geben	w7_d392e23142
dem	w9_d392e23145
Franz	w11_d392e23148
Güntner,	w13_d392e23152
Jo	w15_d392e23155
hann	w1_d392e23160
Baptist	w3_d392e23163
Fuchs,	w5_d392e23166
Georg	w7_d392e23169
Ehrenreich	w9_d392e23172
Schön	w11_d392e23175
than,	w1_d392e23181
Johann	w3_d392e23184
Georg	w5_d392e23187
Eckher,	w7_d392e23190
Catharinä	w9_d392e23193
Gallin,	w11_d392e23196
Johann	w1_d392e23201
Michael	w3_d392e23204
Kürner,	w5_d392e23207
und	w7_d392e23210
Clarä	w9_d392e23213
Schlagerin	w11_d392e23216
oder	w1_d392e23221
dessen	w3_d392e23224
Erben,	w5_d392e23227
oder	w7_d392e23230
Ceßionarien	w9_d392e23233
als	w11_d392e23236
Credi	w13_d392e23240
toren	w1_d392e23245
des	w3_d392e23248
weyl.	w5_d392e23251
Herrn	w7_d392e23254
Johann	w9_d392e23257
Paul	w11_d392e23260
Eysens	w13_d392e23264
ge	w15_d392e23267
west	w1_d392e23273
Kaiserl	w3_d392e23276
Königl.	w5_d392e23279
Banco=geföhls=Administra-	w7_d392e23282
tions-registratoris	w1_d392e23287
und	w3_d392e23290
Expeditoris	w5_d392e23293
seel.	w7_d392e23296
ad	w9_d392e23299
Cri-	w11_d392e23302
dam	w1_d392e23307
gediehenen	w3_d392e23310
Verlassenschafts=vermögen	w5_d392e23313
hie	w7_d392e23316
mit	w1_d392e23321
zu	w3_d392e23324
vernehmen;	w5_d392e23327
was	w7_d392e23330
gestalten	w9_d392e23333
wir	w11_d392e23336
zur	w13_d392e23340
endli	w15_d392e23343
chen	w1_d392e23349
Richtigstellung	w3_d392e23352
sothaner	w5_d392e23355
Verlassenschafts	w7_d392e23358
abhandlung	w1_d392e23363
für	w3_d392e23366
nöhtig	w5_d392e23369
befunden,	w7_d392e23372
dieselbe	w9_d392e23375
ihres	w11_d392e23378
unbekannten	w1_d392e23383
Aufenthalts	w3_d392e23386
halber	w5_d392e23389
nochmahlen	w7_d392e23392
edi	w9_d392e23395
etaliter	w1_d392e23400
citiren	w3_d392e23403
zu	w5_d392e23406
lassen,	w7_d392e23409
und	w9_d392e23412
dahero	w11_d392e23415
über	w13_d392e23419
einen	w15_d392e23422
weitershin	w1_d392e23428
in	w3_d392e23431
Sachen	w5_d392e23434
erstatteten	w7_d392e23437
Raithandlers	w9_d392e23440
Bericht	w1_d392e23445
unterm	w3_d392e23448
28.	w5_d392e23451
Sept.	w7_d392e23454
jüngsthin	w9_d392e23457
veranlasset,	w11_d392e23460
daß	w1_d392e23465
sie	w3_d392e23468
obbenennte	w5_d392e23471
Creditores,	w7_d392e23474
deren	w9_d392e23477
Erben,	w11_d392e23480
oder	w13_d392e23484
</p>
<p id="p14_d392e23487">
Ceßiolarii	w1_d392e23491
von	w3_d392e23494
dato	w5_d392e23497
an	w7_d392e23500
inner	w9_d392e23503
6.	w11_d392e23506
Wochen,	w13_d392e23510
und	w15_d392e23513
3.	w17_d392e23516
Tägen	w1_d392e23521
auf	w3_d392e23524
gemeiner	w5_d392e23527
Stadt	w7_d392e23530
Pupillen=rait=cammer	w9_d392e23533
entweders	w1_d392e23538
personlich,	w1_d392e23544
oder	w3_d392e23547
durch	w5_d392e23550
einen	w7_d392e23553
genugsamt	w9_d392e23556
instruirten	w1_d392e23561
Mandatarium	w3_d392e23564
alsogewiß	w5_d392e23567
sich	w7_d392e23570
melden,	w9_d392e23573
und	w1_d392e23578
dasjenige,	w3_d392e23581
was	w5_d392e23584
ihnen	w7_d392e23587
durch	w9_d392e23590
den	w11_d392e23593
alschon	w13_d392e23597
un	w15_d392e23600
term	w1_d392e23605
13ten	w3_d392e23608
Novembr.	w5_d392e23611
1748.	w7_d392e23614
publicirten	w9_d392e23617
Cridæ-	w11_d392e23620
abschied	w1_d392e23626
aufgetragen	w3_d392e23629
worden,	w5_d392e23632
darthun	w7_d392e23635
und	w9_d392e23638
præ-	w11_d392e23641
stiren,	w1_d392e23646
wie	w3_d392e23649
im	w5_d392e23652
widrigen	w7_d392e23655
selbe	w9_d392e23658
nicht	w11_d392e23661
mehr	w13_d392e23665
gehö	w15_d392e23668
ret,	w1_d392e23673
sondern	w3_d392e23676
ihnen	w5_d392e23679
das	w7_d392e23682
ewige	w9_d392e23685
Stillschweigen	w11_d392e23688
auf	w13_d392e23692
und	w1_d392e23697
die	w3_d392e23700
annoch	w5_d392e23703
verhandene	w7_d392e23706
Massä	w9_d392e23709
erleget	w1_d392e23715
seyn	w3_d392e23718
gelder	w1_d392e23723
unter	w3_d392e23726
die	w5_d392e23729
übrige	w7_d392e23732
Creditores	w9_d392e23735
repartiret,	w11_d392e23738
und	w13_d392e23742
denenselben	w1_d392e23747
ausgefolget	w3_d392e23750
werden	w5_d392e23753
sollen.	w7_d392e23756
</p>
<p id="p16_d392e23759">
So	w1_d392e23763
man	w3_d392e23766
denenselben	w5_d392e23769
durch	w7_d392e23772
dieses	w9_d392e23775
offene	w11_d392e23778
Edict	w13_d392e23782
kund	w1_d392e23787
und	w3_d392e23790
zuwissen	w5_d392e23793
machen	w7_d392e23796
wollen.	w9_d392e23799
Actum	w11_d392e23802
Wien	w13_d392e23806
den	w1_d392e23811
17.	w3_d392e23814
October	w5_d392e23817
1759.	w7_d392e23820
</p>
<p id="p18_d392e23825">
Von	w1_d392e23829
der	w3_d392e23832
Röm.	w5_d392e23835
Kaiserl.	w7_d392e23838
Königl.	w9_d392e23841
Majestät	w11_d392e23844
N.	w13_d392e23848
Oe.	w1_d392e23853
Regierung	w3_d392e23856
wegen,	w5_d392e23859
wird	w7_d392e23862
hiemit	w9_d392e23865
all	w11_d392e23868
und	w13_d392e23872
je	w15_d392e23875
den,	w1_d392e23880
so	w3_d392e23883
an	w5_d392e23886
des	w7_d392e23889
alhier	w9_d392e23892
ab	w11_d392e23895
intestato	w13_d392e23899
verstorbenen	w15_d392e23902
Joseph	w1_d392e23908
Hödl,	w3_d392e23911
gewest	w5_d392e23914
Kaiserl.	w7_d392e23917
Elisabethinischen	w9_d392e23920
Hof=zahlmeister	w1_d392e23925
seel.	w3_d392e23928
ruckgebliebene	w5_d392e23931
Verlassenschaft	w7_d392e23934
einige	w1_d392e23939
Rechts=forderungen	w3_d392e23942
zu	w5_d392e23945
haben	w7_d392e23948
vermeinen,	w9_d392e23951
mittelst	w1_d392e23956
gegenwärtigen	w3_d392e23959
offentlichen	w5_d392e23962
Edict	w7_d392e23965
kund	w9_d392e23968
und	w11_d392e23971
zu	w1_d392e23977
wissen	w3_d392e23980
gemacht,	w5_d392e23983
daß	w7_d392e23986
zu	w9_d392e23989
Einberuffung	w11_d392e23992
deren	w13_d392e23996
an	w1_d392e24001
sothann	w3_d392e24004
Hödlischen	w5_d392e24007
Verlassenschaft	w7_d392e24010
sub	w9_d392e24013
quo-	w11_d392e24016
cunque	w1_d392e24021
demum	w3_d392e24024
titulo	w5_d392e24027
zu	w7_d392e24030
stellen	w9_d392e24033
habenden	w11_d392e24036
Anfor	w13_d392e24040
derungen,	w1_d392e24045
der	w3_d392e24048
10.	w5_d392e24051
December	w7_d392e24054
dieses	w9_d392e24057
zu	w11_d392e24060
Ende	w13_d392e24064
gehenden	w1_d392e24070
1759.	w3_d392e24073
Jahrs	w5_d392e24076
Nachmittag	w7_d392e24079
um	w9_d392e24082
4.	w11_d392e24085
Uhr,	w13_d392e24089
für	w1_d392e24094
die	w3_d392e24097
erst=andert=dritte,	w5_d392e24100
und	w7_d392e24103
allendliche	w9_d392e24106
Frist,	w11_d392e24109
sub	w1_d392e24114
termino	w3_d392e24117
peremptorio	w5_d392e24120
anberaumet	w7_d392e24123
seye;	w9_d392e24126
als	w11_d392e24129
werden	w1_d392e24134
all	w3_d392e24137
und	w5_d392e24140
jede,	w7_d392e24143
welche	w9_d392e24146
an	w11_d392e24149
obgedacht	w13_d392e24153
Joseph	w15_d392e24156
Hödlischen	w1_d392e24162
Verlassenschaft	w3_d392e24165
ex	w5_d392e24168
quacunque	w7_d392e24171
causa	w9_d392e24174
vel	w1_d392e24179
titulo	w3_d392e24182
einige	w5_d392e24185
Sprüch,	w7_d392e24188
oder	w9_d392e24191
sonstige	w11_d392e24194
rechtliche	w13_d392e24198
Anforderung	w1_d392e24203
zu	w3_d392e24206
machen	w5_d392e24209
gedenken,	w7_d392e24212
an	w9_d392e24215
obbemeldten	w11_d392e24218
Tag,	w1_d392e24223
und	w3_d392e24226
Stund,	w5_d392e24229
vor	w7_d392e24232
Regierung	w9_d392e24235
in	w11_d392e24238
der	w13_d392e24242
daselbst	w15_d392e24245
zu	w1_d392e24251
solchem	w3_d392e24254
Ende	w5_d392e24257
offen	w7_d392e24260
haltenden	w9_d392e24263
Commißionsstu	w11_d392e24266
ben,	w1_d392e24271
entweder	w3_d392e24274
selbst	w5_d392e24277
persönlich,	w7_d392e24280
oder	w9_d392e24283
durch	w11_d392e24286
hier	w13_d392e24290
zu	w1_d392e24295
genugsam	w3_d392e24298
bevollmächtigte	w5_d392e24301
Gewalttragere	w7_d392e24304
also	w9_d392e24307
gewiß	w1_d392e24312
erscheinen,	w3_d392e24315
und	w5_d392e24318
dabey	w7_d392e24321
ihre	w9_d392e24324
an	w11_d392e24327
sothanne	w13_d392e24331
Verlassenschaft	w1_d392e24337
habende	w3_d392e24340
Sprüch,	w5_d392e24343
und	w7_d392e24346
Fe	w9_d392e24349
orderun	w1_d392e24354
gen	w1_d392e24359
anmelden,	w3_d392e24362
und	w5_d392e24365
rechtlich	w7_d392e24368
darzuthun	w9_d392e24371
haben.	w11_d392e24374
Actum	w1_d392e24379
Wien	w3_d392e24382
den	w5_d392e24385
14.	w7_d392e24388
September	w9_d392e24391
1759.	w11_d392e24394
</p>
<p id="p20_d392e24400">
Von	w1_d392e24404
der	w3_d392e24407
N.	w5_d392e24410
Oe.	w7_d392e24413
Regierung	w9_d392e24416
wegen,	w11_d392e24419
wird	w13_d392e24423
mit	w15_d392e24426
gegenwärtigen	w1_d392e24431
Chiet	w3_d392e24434
jedermänniglich	w5_d392e24437
kund	w7_d392e24440
und	w9_d392e24443
zu	w1_d392e24448
wissen	w3_d392e24451
gemacst,	w5_d392e24454
welcher	w7_d392e24457
gestalten	w9_d392e24460
nach	w11_d392e24463
erfolgt	w13_d392e24467
Ferdinand.	w1_d392e24473
tödtlichen	w1_d392e24478
Hinteitt	w3_d392e24481
der	w5_d392e24484
rast	w1_d392e24489
von	w3_d392e24492
Frie	w5_d392e24495
zu	w1_d392e24500
Er	w3_d392e24503
abung	w1_d392e24509
desselben	w3_d392e24512
ctwann	w5_d392e24515
verhan	w7_d392e24518
denfeld,	w1_d392e24523
denen	w1_d392e24528
Æris	w3_d392e24531
alieni,	w5_d392e24534
folgends	w7_d392e24537
auch	w9_d392e24540
zu	w11_d392e24543
sicherer	w13_d392e24547
Ab	w15_d392e24550
handlung	w1_d392e24555
sothaner	w3_d392e24558
Verlassenschaft	w5_d392e24561
eine	w7_d392e24564
ordentli	w9_d392e24567
che	w1_d392e24573
Convocation	w3_d392e24576
angeordnet,	w5_d392e24579
und	w7_d392e24582
desselben	w9_d392e24585
sam	w11_d392e24588
mentliche	w1_d392e24593
Glaubigere	w3_d392e24596
zu	w5_d392e24599
Anmeld	w7_d392e24602
und	w9_d392e24605
Liquidirung	w11_d392e24608
ihrer	w1_d392e24613
an	w3_d392e24616
erst=bemeldte	w5_d392e24619
von	w7_d392e24622
Fr	w9_d392e24625
riedenfeldischen	w1_d392e24630
Ver	w3_d392e24633
lassenschaft	w1_d392e24639
zu	w3_d392e24642
stellen	w5_d392e24645
habender	w7_d392e24648
Sprüch	w9_d392e24651
und	w11_d392e24654
For	w13_d392e24658
derungen	w1_d392e24663
auf	w3_d392e24666
den	w5_d392e24669
6.	w7_d392e24672
künftigen	w9_d392e24675
Monats	w11_d392e24678
Novem	w13_d392e24682
bris,	w1_d392e24687
Nachmittag	w3_d392e24690
um	w5_d392e24693
4.	w7_d392e24696
Uhr	w9_d392e24699
vor	w11_d392e24702
Regierung	w13_d392e24706
zur	w1_d392e24711
gewöhnlichen	w3_d392e24714
Anmeldungs=tagsatzung	w5_d392e24717
zu	w7_d392e24720
all	w9_d392e24723
endlicher	w1_d392e24729
Frist	w3_d392e24732
zu	w5_d392e24735
erscheinen	w7_d392e24738
anberaumet	w9_d392e24741
worden;	w11_d392e24744
</p>
<p id="p26_d392e24758">
als	w1_d392e24762
werden	w3_d392e24765
all	w5_d392e24768
und	w7_d392e24771
jede,	w9_d392e24774
welche	w11_d392e24777
bey	w13_d392e24781
gedacht	w15_d392e24784
Fer	w17_d392e24787
dinand	w1_d392e24792
von	w3_d392e24795
Friedenfeldischen	w5_d392e24798
Verlassenschaft	w7_d392e24801
ei	w9_d392e24804
nige	w1_d392e24809
Sprüch	w3_d392e24812
haben,	w5_d392e24815
oder	w7_d392e24818
zu	w9_d392e24821
haben	w11_d392e24824
vermeinen,	w13_d392e24828
an	w1_d392e24834
obbestimmten	w3_d392e24837
Tag,	w5_d392e24840
und	w7_d392e24843
Stund,	w9_d392e24846
entweder	w11_d392e24849
selbst	w1_d392e24854
persönlich,	w3_d392e24857
oder	w5_d392e24860
durch	w7_d392e24863
hierzu	w9_d392e24866
genugsam	w11_d392e24869
ge	w13_d392e24873
vollmächtigte	w1_d392e24878
Gewaltstragere,	w3_d392e24881
also	w5_d392e24884
gewiß	w7_d392e24887
zu	w1_d392e24892
er	w3_d392e24895
scheinen,	w1_d392e24901
ihre	w3_d392e24904
Anforderungen	w5_d392e24907
anzumelden,	w7_d392e24910
auch	w1_d392e24915
zu	w1_d392e24920
liquidiren	w3_d392e24923
haben,	w5_d392e24926
als	w7_d392e24929
im	w9_d392e24932
widrigen	w11_d392e24935
die	w13_d392e24939
Ab	w15_d392e24942
handlung	w1_d392e24947
vorgenommen,	w3_d392e24950
und	w5_d392e24953
ansonsten	w7_d392e24956
ex	w9_d392e24959
offi-	w11_d392e24962
cio	w1_d392e24968
vorgekehret	w3_d392e24971
werden	w5_d392e24974
solle,	w7_d392e24977
was	w9_d392e24980
rechtens	w11_d392e24983
ist,	w13_d392e24987
wornach	w1_d392e24992
sich	w3_d392e24995
ein	w5_d392e24998
jeder	w7_d392e25001
zu	w9_d392e25004
richten	w11_d392e25007
wissen	w13_d392e25011
wird.	w15_d392e25014
beschehen	w1_d392e25019
Wien	w3_d392e25022
den	w5_d392e25025
11.	w7_d392e25028
Julii	w9_d392e25031
1759.	w11_d392e25034
</p>
<p id="p28_d392e25037">
Es	w1_d392e25041
wird	w3_d392e25044
ein	w5_d392e25047
tüchtiger	w7_d392e25050
Burggraf,	w9_d392e25053
welcher	w11_d392e25056
die	w13_d392e25060
Land	w15_d392e25063
wirtschaft	w1_d392e25068
aus	w3_d392e25071
dem	w5_d392e25074
Grund	w7_d392e25077
versteht,	w9_d392e25080
auf	w11_d392e25083
eine	w13_d392e25087
an	w15_d392e25090
sehnliche	w1_d392e25095
Herrschaft	w3_d392e25098
in	w5_d392e25101
Hungarn	w7_d392e25104
an	w9_d392e25107
denen	w11_d392e25110
Mäh	w13_d392e25114
rischen	w1_d392e25120
und	w3_d392e25123
Oesterreichischen	w5_d392e25126
Gränzen	w7_d392e25129
gelegen,	w9_d392e25132
gesuchet,	w1_d392e25137
der	w3_d392e25140
folglich	w5_d392e25143
die	w7_d392e25146
Böhmische,	w9_d392e25149
Mähri	w11_d392e25152
sche,	w1_d392e25157
oder	w3_d392e25160
Schlawackische	w5_d392e25163
Sprach	w7_d392e25166
reden	w9_d392e25169
muß.	w11_d392e25172
Wer	w1_d392e25177
nun	w3_d392e25180
diese	w5_d392e25183
Eigenschaften	w7_d392e25186
besitzt,	w9_d392e25189
kan	w11_d392e25192
sich	w13_d392e25196
im	w15_d392e25199
Kaiser=haus	w1_d392e25205
in	w3_d392e25208
der	w5_d392e25211
Wallner=straß	w7_d392e25214
melden.	w9_d392e25217
</p>
<p id="p30_d392e25220">
Den	w1_d392e25224
5.	w3_d392e25227
Novembris	w5_d392e25230
werden	w7_d392e25233
Vormittags	w9_d392e25236
von	w11_d392e25239
9.	w1_d392e25244
bis	w3_d392e25247
10.	w5_d392e25250
Nachmittags	w7_d392e25253
aber	w9_d392e25256
von	w11_d392e25259
3.	w13_d392e25263
bis	w15_d392e25266
6.	w17_d392e25269
Uhr	w19_d392e25272
in	w1_d392e25277
dem	w3_d392e25280
Leichnamschneiderischen	w5_d392e25283
Haus	w7_d392e25286
in	w9_d392e25289
der	w11_d392e25292
Na	w13_d392e25296
gler	w1_d392e25302
gassen	w3_d392e25305
etwas	w5_d392e25308
weniges	w7_d392e25311
Silber,	w9_d392e25314
Kleidungen,	w11_d392e25317
Haus=geratschaften,	w1_d392e25322
Chyrurgische	w3_d392e25325
Jnstrumenten,	w5_d392e25328
Oppo=balsam,	w1_d392e25333
wie	w3_d392e25336
auch	w5_d392e25339
Wein,	w7_d392e25342
und	w9_d392e25345
Faß,	w11_d392e25348
worunter	w13_d392e25352
einiger	w1_d392e25357
auf	w3_d392e25360
dem	w5_d392e25363
Rhein=kleger	w7_d392e25366
liget,	w9_d392e25369
verkauffet	w11_d392e25372
werden.	w1_d392e25378
</p>
<p id="p32_d392e25381">
Jm	w1_d392e25385
Schlosser=gässel	w3_d392e25388
im	w5_d392e25391
Ritter	w7_d392e25394
St.	w9_d392e25397
Georg	w11_d392e25400
vom	w1_d392e25405
goldenen	w3_d392e25408
Rebhendel	w5_d392e25411
gegen	w7_d392e25414
über,	w9_d392e25417
im	w11_d392e25420
3	w13_d392e25424
Stock	w15_d392e25427
bey	w1_d392e25432
dem	w3_d392e25435
Schweitzer,	w5_d392e25438
ist	w7_d392e25441
der	w9_d392e25444
veritable	w11_d392e25447
Schwarz	w13_d392e25451
wald	w1_d392e25457
Kerschen=geist,	w3_d392e25460
mit	w5_d392e25463
oder	w7_d392e25466
ohne	w9_d392e25469
Flaschen,	w11_d392e25472
um	w1_d392e25477
einen	w3_d392e25480
billichen	w5_d392e25483
Preiß	w7_d392e25486
zu	w9_d392e25489
haben.	w11_d392e25492
</p>
<p id="p34_d392e25495">
Von	w1_d392e25499
einer	w3_d392e25502
Hochlöbl.	w5_d392e25505
N.	w7_d392e25508
Oe.	w9_d392e25511
Regierungsver	w11_d392e25514
ordnung,	w1_d392e25519
werden	w3_d392e25522
den	w5_d392e25525
31.	w7_d392e25528
dieses	w9_d392e25531
Monats	w11_d392e25534
Octo	w13_d392e25538
ber,	w1_d392e25543
in	w3_d392e25546
der	w5_d392e25549
Leopold=stadt	w7_d392e25552
bey	w9_d392e25555
dem	w11_d392e25558
schwarzen	w13_d392e25562
Bärn	w15_d392e25565
im	w1_d392e25571
anderten	w3_d392e25574
Stock,	w5_d392e25577
von	w7_d392e25580
9.	w9_d392e25583
bis	w11_d392e25586
12.,	w13_d392e25590
dann	w15_d392e25593
Nach	w17_d392e25596
mittag	w1_d392e25601
von	w3_d392e25604
3	w5_d392e25607
bis	w7_d392e25610
6.	w9_d392e25613
Uhr,	w11_d392e25616
werden	w13_d392e25620
Frauen=kleider,	w15_d392e25623
Zinn	w1_d392e25628
und	w3_d392e25631
Kupfer,	w5_d392e25634
nebst	w7_d392e25637
unterschiedlichen	w9_d392e25640
Seiden	w11_d392e25643
zeug,	w1_d392e25648
dem	w3_d392e25651
Meist=bietenden	w5_d392e25654
hindan	w7_d392e25657
gelassen.	w9_d392e25660
</p>
<p id="p36_d392e25664">
Wir	w1_d392e25668
Burgermeister	w3_d392e25671
Amts=verwalter	w5_d392e25674
und	w7_d392e25677
Raht	w9_d392e25680
der	w1_d392e25685
Stadt	w3_d392e25688
Wien	w5_d392e25691
geben	w7_d392e25694
denen,	w9_d392e25697
so	w11_d392e25700
es	w13_d392e25704
zu	w15_d392e25707
wissen	w17_d392e25710
nöhtig,	w1_d392e25715
hiemit	w3_d392e25718
zu	w5_d392e25721
vernehmen;	w7_d392e25724
was	w9_d392e25727
massen	w11_d392e25730
uns	w13_d392e25734
weyl	w1_d392e25740
Juliana	w3_d392e25743
Leßlin	w5_d392e25746
hinterlaßnen	w7_d392e25749
E	w9_d392e25752
irben	w1_d392e25757
ange	w3_d392e25760
zeiget,	w1_d392e25765
wie	w3_d392e25768
das	w5_d392e25771
Jhnen	w7_d392e25774
eine	w9_d392e25777
von	w11_d392e25780
dem	w13_d392e25784
Simon	w15_d392e25787
Nickl,	w17_d392e25790
an	w1_d392e25795
den	w3_d392e25798
Johann	w5_d392e25801
Leßl	w7_d392e25804
