<doc id="wr_1759-05-16" attrs="word" year="1759" month="05" day="16" corpus="2">
<head id="h2_d348e3882">
Danzig	w1_d348e3886
der	w9_d348e22158
Satzung	w11_d348e22161
genannt,	w13_d348e22165
in	w1_d348e22170
der	w3_d348e22173
Kloster	w5_d348e22176
Maurbachischen	w7_d348e22179
Grund=stuben	w9_d348e22182
al	w11_d348e22185
hier	w1_d348e22191
in	w3_d348e22194
dem	w5_d348e22197
Seitzer=hof	w7_d348e22200
dem	w9_d348e22203
Meistbietenden	w11_d348e22206
kauflich	w1_d348e22211
überlassen	w3_d348e22214
werden.	w5_d348e22217
Wer	w7_d348e22220
solche	w9_d348e22223
käuflich	w11_d348e22226
an	w1_d348e22231
sich	w3_d348e22234
zu	w5_d348e22237
bringen	w7_d348e22240
gedenket,	w9_d348e22243
der	w11_d348e22246
kan	w13_d348e22250
sich	w15_d348e22253
an	w17_d348e22256
obbe	w19_d348e22259
sagten	w1_d348e22264
Tag	w3_d348e22267
und	w5_d348e22270
Stund	w7_d348e22273
alda	w9_d348e22276
einfinden.	w11_d348e22279
</p>
<p id="p24_d348e22283">
Bey	w1_d348e22287
Franz	w3_d348e22290
Kirchberger	w5_d348e22293
Universitätsbuchdru	w7_d348e22296
ckern	w1_d348e22301
auf	w3_d348e22304
dem	w5_d348e22307
alten	w7_d348e22310
Fleisch=markt	w9_d348e22313
im	w11_d348e22316
Kullmah	w13_d348e22320
rischen	w1_d348e22325
Haus	w3_d348e22328
ist	w5_d348e22331
zu	w7_d348e22334
haben:	w9_d348e22337
die	w11_d348e22340
Charfreytags	w13_d348e22344
predig	w1_d348e22350
von	w3_d348e22353
A.	w5_d348e22356
R.	w7_d348e22359
P.	w9_d348e22362
D.	w11_d348e22365
Pio	w13_d348e22369
Manzador	w15_d348e22372
1759.	w17_d348e22375
das	w1_d348e22380
Stuck	w3_d348e22383
pr.	w5_d348e22386
12.	w7_d348e22389
Kr.	w9_d348e22392
wie	w11_d348e22395
auch	w13_d348e22399
die	w15_d348e22402
von	w17_d348e22405
Anno	w19_d348e22408
1758.	w1_d348e22413
1757.	w3_d348e22416
und	w5_d348e22419
1756.	w7_d348e22422
</p>
<p id="p26_d348e22425">
Auf	w1_d348e22429
den	w3_d348e22432
25.	w5_d348e22435
dieses	w7_d348e22438
Monats	w9_d348e22441
May	w11_d348e22444
fruhe	w13_d348e22448
um	w15_d348e22451
8.	w1_d348e22456
Uhr,	w3_d348e22459
wird	w5_d348e22462
bey	w7_d348e22465
einem	w9_d348e22468
Löbl.	w11_d348e22471
Landmarschaul	w13_d348e22475
schen	w1_d348e22480
Gericht	w3_d348e22483
ein	w5_d348e22486
18.	w7_d348e22489
Gran	w9_d348e22492
schwerer	w11_d348e22495
Brillan	w13_d348e22499
tener	w1_d348e22505
Ring	w3_d348e22508
dem	w5_d348e22511
Meist=bietenden	w7_d348e22514
licitando	w9_d348e22517
dir	w11_d348e22520
dan	w1_d348e22525
gelassen	w3_d348e22528
werden.	w5_d348e22531
</p>
<p id="p32_d348e22544">
Von	w1_d348e22548
der	w3_d348e22551
R.	w5_d348e22554
Oe.	w7_d348e22557
Regierung	w9_d348e22560
wegen,	w11_d348e22563
wird	w13_d348e22567
mit	w15_d348e22570
wärtig=offenen	w1_d348e22575
Edict	w3_d348e22578
jedermänniglich	w5_d348e22581
sowol	w7_d348e22584
tegen	w1_d348e22589
An=alb	w1_d348e22597
Kowesendent,	w3_d348e22600
deme	w5_d348e22603
daran	w7_d348e22606
gelegen,	w9_d348e22609
kund	w11_d348e22612
und	w1_d348e22617
zu	w3_d348e22620
wissen	w5_d348e22623
gemacht:	w7_d348e22626
Es	w9_d348e22629
seye	w11_d348e22632
der	w13_d348e22636
Johann	w15_d348e22639
Pe	w17_d348e22642
Wenzel	w1_d348e22647
Hartmann,	w3_d348e22650
gewest	w5_d348e22653
Kaiserl.	w7_d348e22656
Königl.	w9_d348e22659
Leasionist	w1_d348e22664
ohne	w3_d348e22667
hinterlassen=letztwilligen	w5_d348e22670
Geschäft	w7_d348e22673
mit	w1_d348e22679
Tod	w3_d348e22682
abgegangen,	w5_d348e22685
und	w7_d348e22688
habe	w9_d348e22691
sich	w11_d348e22694
hinnach	w13_d348e22698
um	w15_d348e22701
desselben	w1_d348e22706
ab	w3_d348e22709
intestato	w5_d348e22712
ruckgeblibene	w7_d348e22715
Verlassen	w9_d348e22718
schaft	w1_d348e22723
der	w3_d348e22726
Johann	w5_d348e22729
Philipp	w7_d348e22732
Christoph	w9_d348e22735
Nizl,	w11_d348e22738
und	w13_d348e22742
Johann	w1_d348e22747
Anton	w3_d348e22750
Joseph	w5_d348e22753
Franz	w7_d348e22756
Nizl	w9_d348e22759
angemeldet.	w11_d348e22762
</p>
<p id="p34_d348e22765">
Wann	w1_d348e22769
nun	w3_d348e22772
Regierung,	w5_d348e22775
um	w7_d348e22778
die	w9_d348e22781
etwa	w11_d348e22784
ein	w13_d348e22788
oder	w15_d348e22791
anderem	w1_d348e22796
bey	w3_d348e22799
dieser	w5_d348e22802
Verlassenschaft	w7_d348e22805
von	w9_d348e22808
Rechts	w11_d348e22811
wegen	w1_d348e22816
gebührend	w3_d348e22819
nähere	w5_d348e22822
Erb=sprüch	w7_d348e22825
in	w9_d348e22828
Erfah	w11_d348e22831
rung	w1_d348e22837
zu	w3_d348e22840
bringen,	w5_d348e22843
anbey	w7_d348e22846
das	w9_d348e22849
etwa	w11_d348e22852
verhandene	w13_d348e22856
Easenum	w1_d348e22861
ausfindig	w3_d348e22864
zu	w5_d348e22867
machen,	w7_d348e22870
folgsam	w9_d348e22873
zu	w11_d348e22876
Abhandlung	w1_d348e22881
solcher	w3_d348e22884
Verlassenschaft	w5_d348e22887
sicher	w7_d348e22890
vorschrei	w9_d348e22893
ten	w1_d348e22898
zu	w3_d348e22901
können,	w5_d348e22904
eine	w7_d348e22907
Nohtdurft	w9_d348e22910
zu	w11_d348e22913
seyn	w13_d348e22917
befunden	w15_d348e22920
hat,	w1_d348e22926
alle	w3_d348e22929
hieran	w5_d348e22932
Theil=nehmende,	w7_d348e22935
sowol	w9_d348e22938
in	w11_d348e22941
als	w13_d348e22945
ausser	w1_d348e22950
Land	w3_d348e22953
befindliche	w5_d348e22956
Personen	w7_d348e22959
durch	w9_d348e22962
dieses	w11_d348e22965
of	w13_d348e22969
feutliche	w1_d348e22974
Edict	w3_d348e22977
zu	w5_d348e22980
AnmeldLegitimir	w7_d348e22983
und	w9_d348e22986
Liqui	w11_d348e22989
dirung	w1_d348e22994
ihrer	w3_d348e22997
an	w5_d348e23000
obbemeldete	w7_d348e23003
Verlassenschaft	w9_d348e23006
ex	w11_d348e23009
quacunque	w1_d348e23015
causa	w3_d348e23018
vel	w5_d348e23021
titulo	w7_d348e23024
habender	w9_d348e23027
Sprüch	w11_d348e23030
und	w1_d348e23035
Forderungen	w3_d348e23038
gerichtlich	w5_d348e23041
vorzuladen,	w7_d348e23044
und	w9_d348e23047
ein	w11_d348e23050
zuberuffen.	w1_d348e23055
Zu	w3_d348e23058
welchem	w5_d348e23061
Ende	w7_d348e23064
dann	w9_d348e23067
denenselben	w11_d348e23070
der	w1_d348e23075
11.	w3_d348e23078
Tag	w5_d348e23081
des	w7_d348e23084
Monats	w9_d348e23087
Julii	w11_d348e23090
1760.	w13_d348e23094
Nachmit	w15_d348e23097
tag	w1_d348e23103
um	w3_d348e23106
3.	w5_d348e23109
Uhr	w7_d348e23112
zur	w9_d348e23115
gewöhnlichen	w11_d348e23118
Convocations	w13_d348e23122
und	w1_d348e23127
Anmeldungs=tagsatzung	w3_d348e23130
zu	w5_d348e23133
all=endlicher	w7_d348e23136
Frist	w9_d348e23139
anberaumet	w1_d348e23144
worden.	w3_d348e23147
Solchemnach	w5_d348e23150
werden	w7_d348e23153
all	w9_d348e23156
und	w1_d348e23161
jede,	w3_d348e23164
welche	w5_d348e23167
bey	w7_d348e23170
gedacht=Johann	w9_d348e23173
Peter	w11_d348e23176
Wenzel	w1_d348e23182
Hartmannischen	w3_d348e23185
Verlassenschaft	w5_d348e23188
um	w7_d348e23191
recht	w9_d348e23194
mäßiger	w1_d348e23199
Erbs	w3_d348e23202
oder	w5_d348e23205
Schuld=forderung	w7_d348e23208
willen	w9_d348e23211
ei	w11_d348e23214
nige	w1_d348e23219
Sprüch	w3_d348e23222
haben,	w5_d348e23225
oder	w7_d348e23228
zu	w9_d348e23231
haben	w11_d348e23234
vermeinen,	w13_d348e23238
an	w1_d348e23243
obbestimmten	w3_d348e23246
Tag,	w5_d348e23249
und	w7_d348e23252
Stund	w9_d348e23255
vor	w11_d348e23258
Regie	w13_d348e23262
rung	w1_d348e23268
in	w3_d348e23271
der	w5_d348e23274
daselbst	w7_d348e23277
zu	w9_d348e23280
solchem	w11_d348e23283
Ende	w13_d348e23287
offen	w15_d348e23290
hal	w17_d348e23293
tenden	w1_d348e23298
Commißions=stuben	w3_d348e23301
entweder	w5_d348e23304
seibst	w7_d348e23307
per	w9_d348e23310
söllich,	w1_d348e23315
oder	w3_d348e23318
durch	w5_d348e23321
hierzu	w7_d348e23324
genugsam	w9_d348e23327
gevollmäch	w11_d348e23330
rigte	w1_d348e23335
Gewalt=tragere	w3_d348e23338
also	w5_d348e23341
gewiß	w7_d348e23344
zu	w9_d348e23347
erscheinen,	w11_d348e23350
und	w1_d348e23356
ihre	w3_d348e23359
an	w5_d348e23362
solche	w7_d348e23365
Verlassenschaft	w9_d348e23368
habende	w11_d348e23371
An	w13_d348e23375
forderungen	w1_d348e23380
anzumelden,	w3_d348e23383
rechtlich	w5_d348e23386
zu	w7_d348e23389
legitimi	w9_d348e23392
ren,	w1_d348e23397
und	w3_d348e23400
zu	w5_d348e23403
liquidiren	w7_d348e23406
haben,	w9_d348e23409
als	w11_d348e23412
im	w13_d348e23416
widrigen	w15_d348e23419
die	w1_d348e23424
Abhandlung	w3_d348e23427
gleichwolen	w5_d348e23430
vorgenommen,	w7_d348e23433
und	w9_d348e23436
ungehindert	w1_d348e23442
deren	w3_d348e23445
etwa	w5_d348e23448
vorhandenen	w7_d348e23451
Erbsprä	w9_d348e23454
tendenten,	w1_d348e23459
oder	w3_d348e23462
Glaubigern,	w5_d348e23465
so	w7_d348e23468
sich	w9_d348e23471
mit	w11_d348e23474
ihren	w13_d348e23478
Erbs	w1_d348e23483
und	w3_d348e23486
Schuld=forderungen	w5_d348e23489
in	w7_d348e23492
bestimmter	w9_d348e23495
Zeit	w1_d348e23500
nicht	w3_d348e23503
angemeldet,	w5_d348e23506
solche	w7_d348e23509
Verlassenschaft	w1_d348e23515
dem	w1_d348e23520
Johann	w3_d348e23523
Philipp	w5_d348e23526
Nizl,	w7_d348e23529
und	w9_d348e23532
Johann	w11_d348e23535
Anton	w13_d348e23539
Nizl	w1_d348e23544
eingeantwortet,	w3_d348e23547
auch	w5_d348e23550
ansonsten	w7_d348e23553
ex	w9_d348e23556
officio	w11_d348e23559
vorgekehret	w1_d348e23564
werden	w3_d348e23567
solle,	w5_d348e23570
was	w7_d348e23573
rechtens	w9_d348e23576
ist.	w11_d348e23579
Wor	w13_d348e23583
nach	w1_d348e23589
sich	w3_d348e23592
also	w5_d348e23595
ein	w7_d348e23598
jeder	w9_d348e23601
zu	w11_d348e23604
richten	w13_d348e23608
wissen	w15_d348e23611
wird.	w17_d348e23614
So	w1_d348e23619
beschehen	w3_d348e23622
Wien	w5_d348e23625
den	w7_d348e23628
7.	w9_d348e23631
May	w11_d348e23634
1759.	w13_d348e23638
</p>
<p id="p36_d348e23642">
Den	w1_d348e23646
künftigen	w3_d348e23649
Freytag	w5_d348e23652
als	w7_d348e23655
den	w9_d348e23658
18.	w11_d348e23661
dieses	w13_d348e23665
Mö	w15_d348e23668
nats	w1_d348e23673
May	w3_d348e23676
Vormittag	w5_d348e23679
von	w7_d348e23682
9.	w9_d348e23685
bis	w11_d348e23688
12.,	w13_d348e23692
und	w15_d348e23695
Nach	w17_d348e23698
mittag	w1_d348e23703
von	w3_d348e23706
3.	w5_d348e23709
bis	w7_d348e23712
6.	w9_d348e23715
Uhr,	w11_d348e23718
werden	w13_d348e23722
auf	w15_d348e23725
Verord	w17_d348e23728
nung	w1_d348e23734
einer	w3_d348e23737
Löbl.	w5_d348e23740
Universität	w7_d348e23743
in	w9_d348e23746
dem	w11_d348e23749
alten	w13_d348e23753
Univer	w15_d348e23756
sitats=haus	w1_d348e23761
zu	w3_d348e23764
ebener	w5_d348e23767
Erden,	w7_d348e23770
verschiedene	w9_d348e23773
Mo	w11_d348e23776
bllien,	w1_d348e23781
und	w3_d348e23784
Zimmer=einrichtungen	w5_d348e23787
licitando	w7_d348e23790
ver	w9_d348e23793
lauffet	w1_d348e23798
werden.	w3_d348e23801
</p>
<p id="p38_d348e23804">
Den	w1_d348e23808
30.	w3_d348e23811
May	w5_d348e23814
werden	w7_d348e23817
in	w9_d348e23820
dem	w11_d348e23823
Träschkowitzischen	w13_d348e23827
Haus	w1_d348e23832
in	w3_d348e23835
der	w5_d348e23838
Waldzeil	w7_d348e23841
in	w9_d348e23844
dem	w11_d348e23847
ersten	w13_d348e23851
Stock	w15_d348e23854
in	w17_d348e23857
Hof	w19_d348e23860
über	w1_d348e23865
die	w3_d348e23868
Stiegen,	w5_d348e23871
etwas	w7_d348e23874
weniges	w9_d348e23877
Silber,	w11_d348e23880
Frau.	w13_d348e23884
en=kleider,	w1_d348e23890
Wäsch,	w3_d348e23893
Spitz	w5_d348e23896
und	w7_d348e23899
andere	w9_d348e23902
Kleinig	w11_d348e23905
keiten,	w1_d348e23910
Vormittag	w3_d348e23913
von	w5_d348e23916
9.	w7_d348e23919
bis	w9_d348e23922
12.,	w11_d348e23925
und	w13_d348e23929
Nachmit	w15_d348e23932
tag	w1_d348e23937
von	w3_d348e23940
3.	w5_d348e23943
bis	w7_d348e23946
6.	w9_d348e23949
Uhr,	w11_d348e23952
an	w13_d348e23956
dem	w15_d348e23959
Meist=bietenden	w17_d348e23962
verkauffet	w1_d348e23967
werden.	w3_d348e23970
</p>
<head id="h2_d348e23976">
AVERTISSEMENT	w1_d348e23980
</head>
<p id="p4_d348e23983">
Jn	w1_d348e23987
der	w3_d348e23990
Leopold=stadt	w1_d348e23995
bey	w3_d348e23998
der	w5_d348e24001
weissen	w7_d348e24004
Rosen	w9_d348e24007
seynd	w1_d348e24012
bey	w3_d348e24015
Claudio	w5_d348e24018
Borteaux	w7_d348e24021
einem	w9_d348e24024
Schweitzer,	w11_d348e24027
Electrisier=maschinen	w1_d348e24033
zu	w3_d348e24036
sehen,	w5_d348e24039
worauf	w7_d348e24042
er	w9_d348e24045
alle	w11_d348e24048
Experimenta	w1_d348e24053
in	w3_d348e24056
immer	w5_d348e24059
möglicher	w7_d348e24062
Vollkommen	w9_d348e24065
heit	w1_d348e24070
hervor	w3_d348e24073
bringen	w5_d348e24076
kan.	w7_d348e24079
Diese	w9_d348e24082
Maschinen,	w11_d348e24085
so	w13_d348e24089
kaum	w1_d348e24094
2.	w3_d348e24097
Fuß	w5_d348e24100
lang,	w7_d348e24103
und	w9_d348e24106
1.	w11_d348e24109
Fuß	w13_d348e24113
breit,	w15_d348e24116
folglich	w17_d348e24119
sehr	w1_d348e24125
bequem	w3_d348e24128
von	w5_d348e24131
einem	w7_d348e24134
Ort	w9_d348e24137
zum	w11_d348e24140
andern	w13_d348e24144
zu	w15_d348e24147
brin	w17_d348e24150
haben	w1_d348e24155
die	w3_d348e24158
Kraft	w5_d348e24161
Blitz,	w7_d348e24164
und	w9_d348e24167
Knall	w11_d348e24170
gen	w1_d348e24175
sind,	w3_d348e24178
ein	w1_d348e24183
Loch	w3_d348e24186
durch	w5_d348e24189
ein	w7_d348e24192
Spiel	w9_d348e24195
Karten	w11_d348e24198
vorzustellen	w1_d348e24204
und	w1_d348e24209
ein	w3_d348e24212
angenehmes	w5_d348e24215
Glocken=spiel	w7_d348e24218
zu	w1_d348e24223
schlagen	w3_d348e24226
zu	w1_d348e24231
veranlassen,	w3_d348e24234
mehrer	w5_d348e24237
anderer	w7_d348e24240
zum	w9_d348e24243
Vergnügen	w11_d348e24246
gereichender	w1_d348e24252
Experimenten	w3_d348e24255
zu	w5_d348e24258
geschweigen.	w7_d348e24261
Es	w9_d348e24264
erbietet	w1_d348e24269
sich	w3_d348e24272
der	w5_d348e24275
Besitzer	w7_d348e24278
alle	w9_d348e24281
vorbenannte	w11_d348e24284
und	w13_d348e24288
andere	w1_d348e24293
Experimenten	w3_d348e24296
gegen	w5_d348e24299
billiger	w7_d348e24302
Erkanntlich	w9_d348e24305
keit,	w1_d348e24310
sowol	w3_d348e24313
in	w5_d348e24316
seiner	w7_d348e24319
obigen	w9_d348e24322
Wohnung	w11_d348e24325
als	w13_d348e24329
in	w15_d348e24332
ei	w17_d348e24335
nes	w1_d348e24341
jeden	w3_d348e24344
Behausung	w5_d348e24347
zu	w7_d348e24350
veranstalten,	w9_d348e24353
und	w11_d348e24356
diese	w13_d348e24360
von	w1_d348e24365
ihme	w3_d348e24368
selbsten	w5_d348e24371
erfundene,	w7_d348e24374
und	w9_d348e24377
verfertigte,	w11_d348e24380
auch	w1_d348e24385
allzeit	w3_d348e24388
vorrätige	w5_d348e24391
Maschinen	w7_d348e24394
nebst	w9_d348e24397
denen	w11_d348e24400
Electrisir=kugeln	w1_d348e24405
jedem	w3_d348e24408
Liebhaber	w5_d348e24411
um	w7_d348e24414
einen	w9_d348e24417
leid	w11_d348e24420
lichen	w1_d348e24426
Preis	w3_d348e24429
zu	w5_d348e24432
überlassen.	w7_d348e24435
</p>
<p id="p6_d348e24438">
NB.	w1_d348e24442
Anjetzo	w3_d348e24445
aber	w5_d348e24448
seynd	w7_d348e24451
die	w9_d348e24454
Mathematische	w11_d348e24457
Kunst=stücke,	w1_d348e24462
wie	w3_d348e24465
auch	w5_d348e24468
der	w7_d348e24471
Leopard	w9_d348e24474
ein	w11_d348e24477
jegliches	w13_d348e24481
à	w1_d348e24486
parte	w3_d348e24489
bey	w5_d348e24492
dem	w7_d348e24495
obbemeldeten	w9_d348e24498
Künstler	w11_d348e24501
zu	w13_d348e24505
ver	w15_d348e24508
kauffen.	w1_d348e24514
</p>
<p id="p8_d348e24517">
Von	w1_d348e24521
des	w3_d348e24524
Kais.	w5_d348e24527
Kön.	w7_d348e24530
in	w9_d348e24533
Erz=herzogtum	w11_d348e24536
Oester	w13_d348e24540
reich	w1_d348e24545
unter	w3_d348e24548
und	w5_d348e24551
ob	w7_d348e24554
der	w9_d348e24557
Enns	w11_d348e24560
aufgestellten	w13_d348e24564
Judicii	w15_d348e24567
Del.	w1_d348e24572
Mil.	w3_d348e24575
mixti	w5_d348e24578
wegen	w7_d348e24581
wird	w9_d348e24584
hiemit	w11_d348e24587
durch	w13_d348e24591
dieses	w15_d348e24594
offentliche	w1_d348e24600
Edict	w3_d348e24603
jedermänniglich	w5_d348e24606
deme	w7_d348e24609
daran	w9_d348e24612
gele	w11_d348e24615
gen,	w1_d348e24620
kund	w3_d348e24623
und	w5_d348e24626
zu	w7_d348e24629
wissen	w9_d348e24632
gemacht.	w11_d348e24635
Wasgestalten	w13_d348e24639
auf	w1_d348e24644
des	w3_d348e24647
zu	w5_d348e24650
Vertrettung	w7_d348e24653
des	w9_d348e24656
verstorbenen	w11_d348e24659
K.	w13_d348e24663
K.	w15_d348e24666
Haupt=manns	w1_d348e24671
des	w3_d348e24674
Simschönischen	w5_d348e24677
Jnfanteriere	w7_d348e24680
giments	w1_d348e24686
Hrn.	w3_d348e24689
Heinrich	w5_d348e24692
August	w7_d348e24695
v.	w9_d348e24698
Friderici	w11_d348e24701
seel.	w13_d348e24705
Verlassenschaft	w1_d348e24710
gerichtlich=verordneten	w3_d348e24713
Curatoris	w5_d348e24716
Augustin	w1_d348e24721
Beck,	w3_d348e24724
J.	w5_d348e24727
U.	w7_d348e24730
Doctoris,	w9_d348e24733
auch	w11_d348e24736
Hofkriegs	w13_d348e24740
rahts	w1_d348e24745
und	w3_d348e24748
Gerichts=advocatens	w5_d348e24751
gehorsamstes	w7_d348e24754
An	w9_d348e24757
langen	w1_d348e24763
verwilliget	w3_d348e24766
worden,	w5_d348e24769
daß	w7_d348e24772
alle	w9_d348e24775
die	w11_d348e24778
jenige,	w13_d348e24782
wel	w15_d348e24785
che	w1_d348e24790
an	w3_d348e24793
ersagt=Haupt=mann	w5_d348e24796
v.	w7_d348e24799
Fridericischen	w9_d348e24802
Ver	w11_d348e24805
lassenschaft	w1_d348e24810
einige	w3_d348e24813
Sprüch	w5_d348e24816
und	w7_d348e24819
Anforderungen	w9_d348e24822
ha	w11_d348e24825
ben,	w1_d348e24830
oder	w3_d348e24833
zu	w5_d348e24836
machen	w7_d348e24839
vermeinen,	w9_d348e24842
durch	w11_d348e24845
Ausferti	w13_d348e24849
gung	w1_d348e24855
gewöhnlicher	w3_d348e24858
Convocations=redicten	w5_d348e24861
perem-	w7_d348e24864
ptorie	w1_d348e24869
sub	w3_d348e24872
clausula	w5_d348e24875
præclusi	w7_d348e24878
einberuffen	w9_d348e24881
werden	w11_d348e24884
sollen.	w1_d348e24889
Wann	w3_d348e24892
nun	w5_d348e24895
zu	w7_d348e24898
diesem	w9_d348e24901
Ende	w11_d348e24904
der	w13_d348e24908
22.	w15_d348e24911
Junii	w17_d348e24914
dies	w1_d348e24919
Jahrs	w3_d348e24922
fruhe	w5_d348e24925
um	w7_d348e24928
9.	w9_d348e24931
Uhr	w11_d348e24934
bey	w13_d348e24938
dieses	w15_d348e24941
K.	w17_d348e24944
K.	w19_d348e24947
Judicii	w21_d348e24950
Del.	w1_d348e24956
Mil.	w3_d348e24959
mixti	w5_d348e24962
auf	w7_d348e24965
der	w9_d348e24968
Sailer=stadt	w11_d348e24971
in	w13_d348e24975
der	w15_d348e24978
soge	w17_d348e24981
nannten	w1_d348e24986
Hollerstauden	w3_d348e24989
im	w5_d348e24992
ersten	w7_d348e24995
Stock	w9_d348e24998
befindlichen	w11_d348e25001
Canzley	w1_d348e25006
sub	w3_d348e25009
clausula	w5_d348e25012
perpetui	w7_d348e25015
filentii	w9_d348e25018
pro	w11_d348e25021
1mo.	w13_d348e25025
2do.	w1_d348e25030
&	w3_d348e25033
3tio.	w5_d348e25036
Termino	w7_d348e25039
zu	w9_d348e25042
erscheinen	w11_d348e25045
bestimmet	w13_d348e25049
worden	w1_d348e25055
ist,	w3_d348e25058
solchemnach	w5_d348e25061
werden	w7_d348e25064
alle	w9_d348e25067
und	w11_d348e25070
jede	w13_d348e25074
Haupt	w1_d348e25079
</p>
<p id="p12_d348e25085">
Hauptmann	w1_d348e25089
v.	w3_d348e25092
Fridericische	w5_d348e25095
Glaubigere	w7_d348e25098
am	w9_d348e25101
ob	w11_d348e25104
bestimmten	w1_d348e25109
Tag	w3_d348e25112
und	w5_d348e25115
Stund	w7_d348e25118
entweders	w9_d348e25121
selbst	w11_d348e25124
per	w13_d348e25128
sönlich,	w1_d348e25133
oder	w3_d348e25136
durch	w5_d348e25139
genugsam	w7_d348e25142
instruirte	w9_d348e25145
Bevoll	w11_d348e25148
mächtigte	w1_d348e25154
also	w3_d348e25157
gewiß	w5_d348e25160
zu	w7_d348e25163
erscheinen,	w9_d348e25166
und	w11_d348e25169
ihre	w13_d348e25173
etwann	w15_d348e25176
habende	w1_d348e25181
Sprüche	w3_d348e25184
und	w5_d348e25187
Anforderungen	w7_d348e25190
Rechts	w9_d348e25193
be	w11_d348e25196
ständig	w1_d348e25201
zu	w3_d348e25204
liquidiren	w5_d348e25207
wissen,	w7_d348e25210
als	w9_d348e25213
im	w11_d348e25216
widrigen	w13_d348e25220
die	w15_d348e25223
liquidirende	w1_d348e25228
Creditores	w3_d348e25231
hindann	w5_d348e25234
gefertiget,	w7_d348e25237
Ausbleibend	w1_d348e25243
und	w3_d348e25246
nicht	w5_d348e25249
Liquidirende	w7_d348e25252
aber	w9_d348e25255
von	w11_d348e25258
er	w13_d348e25262
sagt=Haupt=mann	w1_d348e25267
v.	w3_d348e25270
Fridericischen	w5_d348e25273
Verlassen	w7_d348e25276
schafts=massa	w1_d348e25281
gänzlichen	w3_d348e25284
ausgeschlossen,	w5_d348e25287
und	w7_d348e25290
de	w9_d348e25293
nenselben	w1_d348e25298
das	w3_d348e25301
ewige	w5_d348e25304
Still=schweigen	w7_d348e25307
auferleget	w9_d348e25310
werden	w1_d348e25316
solle.	w3_d348e25319
Wornach	w5_d348e25322
sich	w7_d348e25325
ein	w9_d348e25328
jeder	w11_d348e25331
Jntereßirter	w13_d348e25335
zu	w1_d348e25340
richten,	w3_d348e25343
und	w5_d348e25346
seinem	w7_d348e25349
Recht	w9_d348e25352
bestens	w11_d348e25355
zu	w13_d348e25359
invigiliren	w15_d348e25362
wissen	w1_d348e25367
wird.	w3_d348e25370
</p>
<p id="p14_d348e25373">
Es	w1_d348e25377
ist	w3_d348e25380
die	w5_d348e25383
alhier	w7_d348e25386
in	w9_d348e25389
der	w11_d348e25392
Kaiserl.	w13_d348e25396
Königl.	w15_d348e25399
Jäger	w17_d348e25402
zeil	w1_d348e25407
ligende,	w3_d348e25410
zum	w5_d348e25413
Aichbigl	w7_d348e25416
benannte	w9_d348e25419
wolgebaute	w11_d348e25422
Behausung,	w1_d348e25427
so	w3_d348e25430
36.	w5_d348e25433
Wohnungen	w7_d348e25436
in	w9_d348e25439
sich	w11_d348e25442
haltet,	w13_d348e25446
samt	w1_d348e25452
denen	w3_d348e25455
dabey	w5_d348e25458
befindlichen	w7_d348e25461
Gärten,	w9_d348e25464
alltäglich	w11_d348e25467
zu	w1_d348e25472
verkauffen,	w3_d348e25475
und	w5_d348e25478
ist	w7_d348e25481
sich	w9_d348e25484
darumen	w11_d348e25487
der	w13_d348e25491
weiteren	w15_d348e25494
Auskunft	w1_d348e25499
wegen,	w3_d348e25502
bey	w5_d348e25505
dem	w7_d348e25508
Haus=meister	w9_d348e25511
daselbst	w11_d348e25514
anzumelden.	w1_d348e25519
</p>
<p id="p16_d348e25522">
Wir	w1_d348e25526
Burger=meister	w3_d348e25529
Amts=verwalter,	w5_d348e25532
und	w7_d348e25535
Raht	w9_d348e25538
geben	w1_d348e25543
der	w3_d348e25546
Catharinä	w5_d348e25549
Wunderlichin,	w7_d348e25552
oder	w9_d348e25555
dero	w11_d348e25558
Kindern,	w1_d348e25563
und	w3_d348e25566
Erben	w5_d348e25569
hiemit	w7_d348e25572
zu	w9_d348e25575
vernehmen,	w11_d348e25578
was	w13_d348e25582
gestalten	w1_d348e25588
uns	w3_d348e25591
die	w5_d348e25594
wol=geborne	w7_d348e25597
Fr.	w9_d348e25600
Theresia	w11_d348e25603
Freyin	w13_d348e25607
v.	w1_d348e25612
Dietrich,	w3_d348e25615
als	w5_d348e25618
weil.	w7_d348e25621
Theresiä	w9_d348e25624
Weißin,	w11_d348e25627
geborne	w13_d348e25631
Voglin,	w1_d348e25636
und	w3_d348e25639
gewester	w5_d348e25642
Kaufmanns=wittib	w7_d348e25645
alhier	w9_d348e25648
seel.	w1_d348e25653
instituirte	w3_d348e25656
Universal=erbin	w5_d348e25659
angezeiget,	w7_d348e25662
wie	w9_d348e25665
daß	w1_d348e25671
besagte	w3_d348e25674
Erb=lasserin	w5_d348e25677
ihr	w7_d348e25680
Wunderlichin,	w9_d348e25683
oder	w11_d348e25686
bey	w1_d348e25691
etwan	w3_d348e25694
immittelst	w5_d348e25697
erfolgten	w7_d348e25700
Absterben	w9_d348e25703
ihren	w11_d348e25706
Kin	w13_d348e25710
dern	w1_d348e25715
300.	w3_d348e25718
Fl.	w5_d348e25721
zu	w7_d348e25724
gleichen	w9_d348e25727
Theilen	w11_d348e25730
legiret	w13_d348e25734
habe;	w15_d348e25737
wie	w17_d348e25740
