<doc id="wr_1763-10-15" attrs="word" year="1763" month="10" day="15" corpus="2">
<head id="h2_d800e3755">
Niagara	w1_d800e3759
seynd,	w5_d800e15465
der	w7_d800e15468
Gebühr	w9_d800e15471
nach	w11_d800e15474
meinen	w13_d800e15478
respe	w15_d800e15481
ctive	w1_d800e15486
dienst	w3_d800e15489
im	w5_d800e15492
guten	w7_d800e15495
Willen	w9_d800e15498
zuvor,	w11_d800e15501
und	w13_d800e15505
füge	w15_d800e15508
hie	w17_d800e15511
mit	w1_d800e15517
zu	w3_d800e15520
vernehmen:	w5_d800e15523
</p>
<p id="p6_d800e15526">
Es	w1_d800e15530
habe	w3_d800e15533
der	w5_d800e15536
Foch	w7_d800e15539
und	w9_d800e15542
Wolgeb.	w11_d800e15545
Herr	w13_d800e15549
Wenzel	w15_d800e15552
Graf	w1_d800e15557
von	w3_d800e15560
Breuner	w5_d800e15563
um	w7_d800e15566
nochmalige	w9_d800e15569
Licitirung	w11_d800e15572
der	w13_d800e15576
Gräfl.	w1_d800e15581
Dietrichsteinischen	w3_d800e15584
Herrschaft	w5_d800e15587
Nußdorf	w7_d800e15590
an	w9_d800e15593
der	w1_d800e15599
Traisen,	w3_d800e15602
und	w5_d800e15605
zu	w7_d800e15608
dem	w9_d800e15611
Ende	w11_d800e15614
um	w13_d800e15618
Ausfertigung	w15_d800e15621
des	w1_d800e15626
erforderlichen	w3_d800e15629
Licitations=edicts	w5_d800e15632
angerufen;	w7_d800e15635
Wann	w1_d800e15640
nun	w3_d800e15643
hierinfalls	w5_d800e15646
gewilliget,	w7_d800e15649
und	w9_d800e15652
zu	w11_d800e15655
sotha	w13_d800e15659
ner	w1_d800e15664
Licitations=tagsatzung	w3_d800e15667
der	w5_d800e15670
5te	w7_d800e15673
Novemb.	w9_d800e15676
dies	w11_d800e15679
Jahrs	w1_d800e15685
bestimmet,	w3_d800e15688
annebst	w5_d800e15691
verordnet	w7_d800e15694
worden,	w9_d800e15697
daß	w11_d800e15700
der	w1_d800e15705
Herr	w3_d800e15708
Quidobald	w5_d800e15711
Graf	w7_d800e15714
von	w9_d800e15717
Dietrichstein	w11_d800e15720
mit	w13_d800e15724
telst	w1_d800e15729
den	w3_d800e15732
erforderlichen	w5_d800e15735
Alienations-consens	w7_d800e15738
we	w9_d800e15741
gen	w1_d800e15746
denen	w3_d800e15749
bey	w5_d800e15752
sothaner	w7_d800e15755
Herrschaft	w9_d800e15758
befindlichen	w11_d800e15761
lehenbaren	w1_d800e15767
Stucken	w3_d800e15770
seinem	w5_d800e15773
gethanen	w7_d800e15776
Offerto	w9_d800e15779
ge	w11_d800e15782
mäß,	w1_d800e15787
beybringen	w3_d800e15790
solle.	w5_d800e15793
Als	w7_d800e15796
hat	w9_d800e15799
man	w11_d800e15802
ein	w13_d800e15806
solches	w15_d800e15809
jedermänniglich	w1_d800e15814
zu	w3_d800e15817
dem	w5_d800e15820
Ende	w7_d800e15823
kund	w9_d800e15826
machen	w11_d800e15829
wol	w13_d800e15833
len,	w1_d800e15838
damit	w3_d800e15841
der	w5_d800e15844
oder	w7_d800e15847
diejenige,	w9_d800e15850
so	w11_d800e15853
gedachte	w13_d800e15857
Herr	w15_d800e15860
schaft	w1_d800e15866
Nußdorf	w3_d800e15869
an	w5_d800e15872
der	w7_d800e15875
Traisen	w9_d800e15878
käuflich	w11_d800e15881
an	w13_d800e15885
sich	w15_d800e15888
zu	w17_d800e15891
bringen	w1_d800e15896
willens	w3_d800e15899
seynd,	w5_d800e15902
an	w7_d800e15905
obbestimmtem	w9_d800e15908
Tag	w11_d800e15911
fruhe	w1_d800e15916
um	w3_d800e15919
8.	w5_d800e15922
Uhr	w7_d800e15925
ad	w9_d800e15928
licitandum	w11_d800e15931
&	w13_d800e15935
concluden-	w15_d800e15938
dum	w1_d800e15943
vor	w3_d800e15946
Gericht	w5_d800e15949
zu	w7_d800e15952
erscheinen	w9_d800e15955
wissen	w11_d800e15958
mögen.	w13_d800e15962
</p>
<list id="l8_d800e15965">
Zukünftigen	w1_d800e15969
Montag,	w3_d800e15972
als	w5_d800e15975
den	w7_d800e15978
17.	w9_d800e15981
dies	w11_d800e15984
Monats	w13_d800e15988
</list>
<p id="p10_d800e15992">
Onkönftigar	w1_d800e15996
Mantag,	w3_d800e15999
als	w5_d800e16002
den	w7_d800e16005
17	w9_d800e16008
dies	w11_d800e16011
Monada	w13_d800e16015
Octob	w1_d800e16020
werden	w3_d800e16023
zu	w5_d800e16026
Herrnals	w7_d800e16029
in	w9_d800e16032
dem	w11_d800e16035
Rauchmülle	w13_d800e16039
oder	w1_d800e16044
sogenannten	w3_d800e16047
Chrensteinischen	w5_d800e16050
Haus	w7_d800e16053
verschie	w9_d800e16056
dene	w1_d800e16062
Haus	w3_d800e16065
mobilien,	w5_d800e16068
als	w7_d800e16071
Kästen,	w9_d800e16074
Sessel,	w11_d800e16077
Spallien,	w13_d800e16081
Behter	w1_d800e16086
und	w3_d800e16089
andere	w5_d800e16092
Fahrnussen,	w7_d800e16095
Vormittag	w9_d800e16098
von	w11_d800e16101
9.	w1_d800e16106
bis	w3_d800e16109
12.	w5_d800e16112
und	w7_d800e16115
Nachmittag	w9_d800e16118
von	w11_d800e16121
2.	w13_d800e16125
bis	w15_d800e16128
5.	w17_d800e16131
Uhr	w19_d800e16134
de	w21_d800e16137
nen	w1_d800e16142
Reistbietenden	w3_d800e16145
gegen	w5_d800e16148
baarer	w7_d800e16151
Bezahlung	w9_d800e16154
hindan	w11_d800e16157
gelassen	w1_d800e16163
werden.	w3_d800e16166
</p>
<head id="h2_d800e16172">
Landmarschall	w1_d800e16176
rc.	w3_d800e16179
</head>
<p id="p4_d800e16182">
Cutbiete	w1_d800e16186
N.	w3_d800e16189
allen	w5_d800e16192
und	w7_d800e16195
jeden	w9_d800e16198
/	w11_d800e16201
was	w13_d800e16205
Standes	w15_d800e16208
und	w17_d800e16211
Würde	w1_d800e16216
die	w3_d800e16219
seynd,	w5_d800e16222
der	w7_d800e16225
Gebühr	w9_d800e16228
nach	w11_d800e16231
meinen	w13_d800e16235
respe	w15_d800e16238
ctive	w1_d800e16243
Dienst	w3_d800e16246
in	w5_d800e16249
guten	w7_d800e16252
Willen	w9_d800e16255
zuvor,	w11_d800e16258
und	w13_d800e16262
füge	w15_d800e16265
hie	w17_d800e16268
mit	w1_d800e16274
zu	w3_d800e16277
vernehmen:	w5_d800e16280
</p>
<p id="p6_d800e16283">
Es	w1_d800e16287
habe	w3_d800e16290
bey	w5_d800e16293
dem	w7_d800e16296
mit	w9_d800e16299
allergnädigst	w11_d800e16302
anvertrau	w13_d800e16306
ten	w1_d800e16311
N.	w3_d800e16314
Oe.	w5_d800e16317
Land=marschallischen	w7_d800e16320
Gericht	w9_d800e16323
die	w11_d800e16326
Fräu	w13_d800e16330
le	w1_d800e16335
Maria	w3_d800e16338
Josepha	w5_d800e16341
von	w7_d800e16344
Laglberg	w9_d800e16347
schriftlichen	w11_d800e16350
ange	w13_d800e16354
zeiget,	w1_d800e16360
wasgestalten	w3_d800e16363
auf	w5_d800e16366
dem	w7_d800e16369
Gütel	w9_d800e16372
Sitzenthall	w11_d800e16375
und	w1_d800e16380
Zeillern	w3_d800e16383
laut	w5_d800e16386
producirten	w7_d800e16389
Tabular=extract	w9_d800e16392
sub	w1_d800e16397
Nro.	w3_d800e16400
1.	w5_d800e16403
den	w7_d800e16406
19.	w9_d800e16409
Augusti	w11_d800e16412
1586.	w13_d800e16416
Bartlme	w15_d800e16419
Ca	w17_d800e16422
stel	w1_d800e16427
&	w3_d800e16430
Cons.	w5_d800e16433
mit	w7_d800e16436
Ansatz	w9_d800e16439
wegen	w11_d800e16442
10000.	w13_d800e16446
fl.	w15_d800e16449
sub	w17_d800e16452
Nro-	w19_d800e16455
2.	w1_d800e16461
den	w3_d800e16464
30.	w5_d800e16467
Martii	w7_d800e16470
1605.	w9_d800e16473
Frau	w11_d800e16476
Emilia	w13_d800e16480
von	w15_d800e16483
Sprin	w17_d800e16486
zenstein	w1_d800e16491
mit	w3_d800e16494
Ansatz	w5_d800e16497
wegen	w7_d800e16500
1500.	w9_d800e16503
fl.	w11_d800e16506
sub	w13_d800e16510
Nro.	w15_d800e16513
3.	w17_d800e16516
den	w1_d800e16521
3ten	w3_d800e16524
Jenner	w5_d800e16527
1607.	w7_d800e16530
Hrn.	w9_d800e16533
Ludwig	w11_d800e16536
von	w13_d800e16540
Stah	w15_d800e16543
remberg	w1_d800e16548
wegen	w3_d800e16551
6000.	w5_d800e16554
fl.	w7_d800e16557
sub	w9_d800e16560
Nro.	w11_d800e16563
4.	w13_d800e16567
den	w15_d800e16570
29.	w17_d800e16573
Aug.	w19_d800e16576
1607.	w1_d800e16582
Hrn.	w3_d800e16585
Johann	w5_d800e16588
Ambrosi	w7_d800e16591
Graf	w9_d800e16594
von	w11_d800e16597
Thun	w13_d800e16601
we	w15_d800e16604
gen	w1_d800e16609
600.	w3_d800e16612
fl.	w5_d800e16615
sub	w7_d800e16618
Nro.	w9_d800e16621
5.	w11_d800e16624
den	w13_d800e16628
29.	w15_d800e16631
Martii	w17_d800e16634
1608.	w19_d800e16637
Hr.	w1_d800e16642
Wolf	w3_d800e16645
Adam	w5_d800e16648
von	w7_d800e16651
Puchheim	w9_d800e16654
mit	w11_d800e16657
Ansatz	w13_d800e16661
wegen	w15_d800e16664
2000.	w1_d800e16669
fl.	w3_d800e16672
und	w5_d800e16675
endlichen	w7_d800e16678
sub	w9_d800e16681
Nro.	w11_d800e16684
6.	w13_d800e16688
den	w15_d800e16691
4.	w17_d800e16694
Sept.	w19_d800e16697
1608.	w1_d800e16703
Daniel	w3_d800e16706
Dammerer	w5_d800e16709
mit	w7_d800e16712
Ansatz	w9_d800e16715
wegen	w11_d800e16718
7000.	w1_d800e16723
fl.	w3_d800e16726
fürgemerkter	w5_d800e16729
sich	w7_d800e16732
befindeten,	w9_d800e16735
welch	w11_d800e16738
sam	w13_d800e16742
mentliche	w1_d800e16747
Schuld=posten	w3_d800e16750
aber	w5_d800e16753
vorlängst	w7_d800e16756
abgethan	w9_d800e16759
seyn,	w1_d800e16764
und	w3_d800e16767
dermalen	w5_d800e16770
indebite	w7_d800e16773
&	w9_d800e16776
sine	w11_d800e16779
causa	w13_d800e16783
haften	w15_d800e16786
sollen;	w1_d800e16792
diesemnach	w3_d800e16795
gebetten,	w5_d800e16798
ich	w7_d800e16801
geruhete	w9_d800e16804
wegen	w11_d800e16807
Caßir	w1_d800e16812
und	w3_d800e16815
Extabulirung	w5_d800e16818
erst=gedachten	w7_d800e16821
Schuld	w9_d800e16824
posten	w1_d800e16829
ein	w3_d800e16832
ordentliches	w5_d800e16835
Amortisations=edict	w7_d800e16838
bey	w9_d800e16841
der	w11_d800e16844
Canzley	w1_d800e16849
ausfertigen	w3_d800e16852
zu	w5_d800e16855
lassen;	w7_d800e16858
Wann	w9_d800e16861
nun	w11_d800e16864
hierin	w13_d800e16868
falls	w1_d800e16874
zufolge	w3_d800e16877
der	w5_d800e16880
allergnädigst	w7_d800e16883
ergangenen	w9_d800e16886
K.	w11_d800e16889
K.	w13_d800e16893
Hof=resolution	w1_d800e16898
gewilliget	w3_d800e16901
worden;	w5_d800e16904
als	w7_d800e16907
ist	w9_d800e16910
im	w11_d800e16913
Na	w13_d800e16917
men	w1_d800e16922
Jhrer	w3_d800e16925
Kais.	w5_d800e16928
Kön.	w7_d800e16931
Majest.	w9_d800e16934
unser	w11_d800e16937
allergnädig	w13_d800e16941
sten	w1_d800e16946
Frauen	w3_d800e16949
rc.	w5_d800e16952
mein	w7_d800e16955
Befehl	w9_d800e16958
hiemit,	w11_d800e16961
daß	w13_d800e16965
der	w15_d800e16968
oder	w17_d800e16971
diejenige,	w1_d800e16977
so	w3_d800e16980
von	w5_d800e16983
obbemelte	w7_d800e16986
Tabular=posten	w9_d800e16989
entweder	w11_d800e16992
einige	w1_d800e16997
schriftliche	w3_d800e17000
Doeumenta	w5_d800e17003
in	w7_d800e17006
Handen	w9_d800e17009
haben,	w11_d800e17012
oder	w1_d800e17017
annoch	w3_d800e17020
überkommen	w5_d800e17023
möchten,	w7_d800e17026
wie	w9_d800e17029
auch	w11_d800e17032
dieje	w13_d800e17036
nige	w1_d800e17041
/	w3_d800e17044
welche	w5_d800e17047
ansonsten	w7_d800e17050
an	w9_d800e17053
diesen	w11_d800e17056
einige	w13_d800e17060
Sprüch	w15_d800e17063
und	w17_d800e17066
Anforderungen	w1_d800e17072
haben	w3_d800e17075
oder	w5_d800e17078
zu	w7_d800e17081
haben,	w9_d800e17084
vermeinen,	w11_d800e17087
solche	w1_d800e17092
innerhalb	w3_d800e17095
eines	w5_d800e17098
Jahrs,	w7_d800e17101
6.	w9_d800e17104
Wochen	w11_d800e17107
3.	w13_d800e17111
Täg	w15_d800e17114
alsogewiß	w1_d800e17119
bey	w3_d800e17122
Gericht	w5_d800e17125
produciren,	w7_d800e17128
vor	w9_d800e17131
und	w11_d800e17134
anbrin	w13_d800e17138
gen,	w1_d800e17143
wie	w3_d800e17146
im	w5_d800e17149
widrigen	w7_d800e17152
nach	w9_d800e17155
Verfliessung	w11_d800e17158
dieses	w13_d800e17162
Ter	w15_d800e17165
mins	w1_d800e17171
keiner	w3_d800e17174
mehr	w5_d800e17177
gehöret,	w7_d800e17180
sondern	w9_d800e17183
sothane	w11_d800e17186
Posten	w13_d800e17190
co	w1_d800e17195
ipso	w3_d800e17198
amortisiret,	w5_d800e17201
annulliret	w7_d800e17204
und	w9_d800e17207
extabaliret,	w11_d800e17210
auch	w1_d800e17215
caßiret	w3_d800e17218
werden	w5_d800e17221
sollen.	w7_d800e17224
Hieran	w9_d800e17227
beschiehet	w11_d800e17230
Allerhöchst=gedacht=Jhrer	w1_d800e17235
Kais.	w3_d800e17238
Königl.	w5_d800e17241
Majess.	w7_d800e17244
unser	w1_d800e17250
allergnädigsten	w3_d800e17253
Frauen	w5_d800e17256
ernstlicher	w7_d800e17259
Willen	w9_d800e17262
und	w1_d800e17267
Meinung.	w3_d800e17270
Wien	w5_d800e17273
den	w7_d800e17276
22.	w9_d800e17279
Augusti	w11_d800e17282
1763.	w13_d800e17286
</p>
<list id="l8_d800e17291">
Obrister	w1_d800e17297
Hofngrschel	w3_d800e17300
z.	w5_d800e17303
R.	w7_d800e17306
</list>
<head id="h2_d800e17313">
Obrister	w1_d800e17317
Hofngrschel	w3_d800e17320
z.	w5_d800e17323
R.	w7_d800e17326
</head>
<p id="p4_d800e17329">
Geben	w1_d800e17333
mit	w3_d800e17336
gegenwärtig	w5_d800e17339
offenem	w7_d800e17342
Edict	w9_d800e17345
jeder	w11_d800e17348
männiglich,	w1_d800e17353
sowol	w3_d800e17356
An	w5_d800e17359
als	w7_d800e17362
Abwesenden,	w9_d800e17365
deme	w11_d800e17368
dar	w13_d800e17372
an	w1_d800e17377
gelegen,	w3_d800e17380
kund	w5_d800e17383
und	w7_d800e17386
zu	w9_d800e17389
wissen	w11_d800e17392
</p>
<p id="p6_d800e17395">
Wasmassen	w1_d800e17399
wir	w3_d800e17402
eine	w5_d800e17405
Nothdurft	w7_d800e17408
zu	w9_d800e17411
seyn	w11_d800e17414
befun	w13_d800e17418
den,	w1_d800e17423
über	w3_d800e17426
weyl.	w5_d800e17429
des	w7_d800e17432
Johann	w9_d800e17435
Koller,	w11_d800e17438
gewest	w13_d800e17442
Kais.	w15_d800e17445
Einspanigers	w1_d800e17450
Verlassenschafts=vermögen	w3_d800e17453
einen	w5_d800e17456
or	w7_d800e17459
dentlichen	w1_d800e17465
Concurs	w3_d800e17468
anzuordnen,	w5_d800e17471
und	w7_d800e17474
desselben	w9_d800e17477
sämmtliche,	w1_d800e17482
sowol	w3_d800e17485
in	w5_d800e17488
als	w7_d800e17491
ausser	w9_d800e17494
Land	w11_d800e17497
befindliche	w13_d800e17501
Glaubigere	w1_d800e17506
zu	w3_d800e17509
Anmeld	w5_d800e17512
und	w7_d800e17515
Liquidirung	w9_d800e17518
ihrer	w11_d800e17521
</p>
<p id="p10_d800e17526">
an	w1_d800e17530
erst	w3_d800e17533
bemeldten	w5_d800e17536
Johann	w7_d800e17539
Koller	w9_d800e17542
zu	w11_d800e17545
stellen	w13_d800e17549
haben	w15_d800e17552
der	w1_d800e17557
Sprüch	w3_d800e17560
und	w5_d800e17563
Forderungen	w7_d800e17566
einzuherufen;	w9_d800e17569
Zu	w11_d800e17572
welchem	w1_d800e17577
Ende	w3_d800e17580
dann	w5_d800e17583
denenselben	w7_d800e17586
der	w9_d800e17589
26.	w11_d800e17592
Tag	w13_d800e17596
des	w15_d800e17599
Monats	w1_d800e17605
Novemb.	w3_d800e17608
dies	w5_d800e17611
inlebenden	w7_d800e17614
1763sten	w9_d800e17617
Jahrs	w11_d800e17620
Nachmittag	w1_d800e17625
präcise	w3_d800e17628
um	w5_d800e17631
4.	w7_d800e17634
Uhr	w9_d800e17637
zur	w11_d800e17640
gewöhnlichen	w13_d800e17644
Tagsatzung	w1_d800e17649
für	w3_d800e17652
die	w5_d800e17655
erst	w7_d800e17658
andert	w9_d800e17661
und	w11_d800e17664
dritte,	w13_d800e17668
auch	w15_d800e17671
all	w1_d800e17676
endlicher	w3_d800e17679
Frist	w5_d800e17682
sub	w7_d800e17685
clausula	w9_d800e17688
præclusi	w11_d800e17691
anberau	w13_d800e17695
met	w1_d800e17701
worden.	w3_d800e17704
Solchemnach	w5_d800e17707
werden	w7_d800e17710
alle	w9_d800e17713
und	w11_d800e17716
jede	w13_d800e17720
welche	w1_d800e17725
an	w3_d800e17728
des	w5_d800e17731
mehr	w7_d800e17734
gedachten	w9_d800e17737
Johann	w11_d800e17740
Kollere	w13_d800e17744
Cridæ-massam	w1_d800e17749
ex	w3_d800e17752
quacunque	w5_d800e17755
causa	w7_d800e17758
vel	w9_d800e17761
titule	w11_d800e17764
Sprüch	w1_d800e17769
und	w3_d800e17772
Anforderungen	w5_d800e17775
haben,	w7_d800e17778
oder	w9_d800e17781
zu	w11_d800e17784
habet	w13_d800e17788
vermeinen,	w1_d800e17794
an	w3_d800e17797
obbestimmtem	w5_d800e17800
Tag	w7_d800e17803
und	w9_d800e17806
Stund	w11_d800e17809
vor	w1_d800e17814
der	w3_d800e17817
Amts=canzley	w5_d800e17820
in	w7_d800e17823
dem	w9_d800e17826
Jacober=gässel	w11_d800e17829
in	w13_d800e17833
dem	w1_d800e17838
Crainerischen	w3_d800e17841
Stift=haus	w5_d800e17844
im	w7_d800e17847
ersten	w9_d800e17850
Stock	w11_d800e17853
entweder	w1_d800e17858
selbst	w3_d800e17861
persönlich,	w5_d800e17864
oder	w7_d800e17867
durch	w9_d800e17870
hierzu	w11_d800e17873
ge	w13_d800e17877
nugsam	w1_d800e17883
gevollmächtigte	w3_d800e17886
Gewalttragere	w5_d800e17889
also	w7_d800e17892
gewiß	w9_d800e17895
zu	w1_d800e17900
erscheinen,	w3_d800e17903
und	w5_d800e17906
ihre	w7_d800e17909
an	w9_d800e17912
solche	w11_d800e17915
Cridä=massa	w13_d800e17919
habende	w1_d800e17924
Anforderungen	w3_d800e17927
anzumelden,	w5_d800e17930
auch	w7_d800e17933
zu	w9_d800e17936
Her	w11_d800e17939
stellung	w1_d800e17944
des	w3_d800e17947
erforderlich	w5_d800e17950
rechtlichen	w7_d800e17953
Beweisthums	w9_d800e17956
ihre	w1_d800e17962
Schuld	w3_d800e17965
und	w5_d800e17968
Satzbriefe,	w7_d800e17971
oder	w9_d800e17974
ansonst	w11_d800e17977
haben	w13_d800e17981
de	w1_d800e17986
Liquidations=urkunden	w3_d800e17989
und	w5_d800e17992
rechtl.	w7_d800e17995
Behelf	w9_d800e17998
in	w11_d800e18001
beglaubten	w1_d800e18006
Abschriften	w3_d800e18009
einzulegen	w5_d800e18012
haben,	w7_d800e18015
wie	w9_d800e18018
im	w11_d800e18021
widrigen	w1_d800e18026
der	w3_d800e18029
Ansbleibende	w5_d800e18032
von	w7_d800e18035
gegenwärtiger	w9_d800e18038
Con	w11_d800e18041
eurs=massa	w1_d800e18047
gänzlich	w3_d800e18050
ausgeschlossen	w5_d800e18053
seyn,	w7_d800e18056
und	w9_d800e18059
ih	w11_d800e18062
me	w1_d800e18067
diesfalls	w3_d800e18070
das	w5_d800e18073
ewige	w7_d800e18076
Stillschweigen	w9_d800e18079
auferleget,	w11_d800e18082
der	w1_d800e18087
nicht	w3_d800e18090
Liquidirende	w5_d800e18093
aber	w7_d800e18096
in	w9_d800e18099
der	w11_d800e18102
künftigen	w13_d800e18106
Clas	w15_d800e18109
sification	w1_d800e18114
mit	w3_d800e18117
seiner	w5_d800e18120
unerwiesenen	w7_d800e18123
Anforderung	w9_d800e18126
ab	w11_d800e18129
gewiesen	w1_d800e18135
werden	w3_d800e18138
solle.	w5_d800e18141
Wornach	w7_d800e18144
sich	w9_d800e18147
ein	w11_d800e18150
jeder	w13_d800e18154
zu	w1_d800e18159
richten,	w3_d800e18162
und	w5_d800e18165
vor	w7_d800e18168
Schaden	w9_d800e18171
zu	w11_d800e18174
hüten	w13_d800e18178
wissen	w15_d800e18181
wird.	w17_d800e18184
Wien	w1_d800e18189
den	w3_d800e18192
10.	w5_d800e18195
Gept.	w7_d800e18198
1763.	w9_d800e18201
</p>
<list id="l12_d800e18205">
Wir	w1_d800e18209
Burgermeister	w3_d800e18212
Amts=verwalter	w5_d800e18215
und	w7_d800e18218
Rat	w9_d800e18221
</list>
<p id="p14_d800e18225">
Wir	w1_d800e18229
Burgermeister	w3_d800e18232
Amts=verwalter	w5_d800e18235
und	w7_d800e18238
Rat	w9_d800e18241
der	w1_d800e18246
Stadt	w3_d800e18249
Wien	w5_d800e18252
geben	w7_d800e18255
hiermit	w9_d800e18258
durch	w11_d800e18261
dieses	w13_d800e18265
of	w15_d800e18268
fene	w1_d800e18273
Edict	w3_d800e18276
jedermanniglich	w5_d800e18279
zu	w7_d800e18282
vernehmen,	w9_d800e18285
was	w11_d800e18288
gestalten	w1_d800e18294
wir	w3_d800e18297
über	w5_d800e18300
ein	w7_d800e18303
berathschlagten	w9_d800e18306
Grundbuchs	w11_d800e18309
handlers=bericht	w1_d800e18314
d.	w3_d800e18317
d.	w5_d800e18320
16.	w7_d800e18323
dies	w9_d800e18326
in	w11_d800e18329
ein	w13_d800e18333
gewöhnliches	w15_d800e18336
Li	w17_d800e18339
citations=edict	w1_d800e18344
(mit	w3_d800e18347
Präfigirung	w5_d800e18350
eines	w7_d800e18353
6	w9_d800e18356
wochigen	w11_d800e18359
Termins)	w1_d800e18364
gewilliget,	w3_d800e18367
und	w5_d800e18370
verordnet	w7_d800e18373
haben,	w9_d800e18376
daß	w11_d800e18379
die	w1_d800e18385
von	w3_d800e18388
Schweighartische	w5_d800e18391
auf	w7_d800e18394
dem	w9_d800e18397
Peter	w11_d800e18400
und	w13_d800e18404
resp.	w1_d800e18409
alten	w3_d800e18412
Baurenmarkt	w5_d800e18415
liegende	w7_d800e18418
Behausung	w9_d800e18421
öf	w11_d800e18424
fentlich	w1_d800e18429
ausgefeilet	w3_d800e18432
und	w5_d800e18435
dem	w7_d800e18438
Meistbietendenver	w9_d800e18441
kaufet	w1_d800e18446
werden	w3_d800e18449
solle,	w5_d800e18452
da	w7_d800e18455
nun	w9_d800e18458
hierzu	w11_d800e18461
der	w13_d800e18465
12te	w15_d800e18468
Mo	w17_d800e18471
nats=tag	w1_d800e18477
Decemb.	w3_d800e18480
laufend	w5_d800e18483
1763.	w7_d800e18486
Jahrs	w9_d800e18489
zur	w11_d800e18492
Tag	w13_d800e18496
satzung	w1_d800e18501
bestimmet	w3_d800e18504
worden	w5_d800e18507
ist,	w7_d800e18510
als	w9_d800e18513
wird	w11_d800e18516
ein	w13_d800e18520
solches	w15_d800e18523
hiemit	w1_d800e18528
jedermann,	w3_d800e18531
wer	w5_d800e18534
etwann	w7_d800e18537
dieses	w9_d800e18540
Haus	w11_d800e18543
käuf	w13_d800e18547
lichen	w1_d800e18552
an	w3_d800e18555
sich	w5_d800e18558
zu	w7_d800e18561
bringen	w9_d800e18564
gesinnet	w11_d800e18567
ist,	w13_d800e18571
mit	w15_d800e18574
diesem	w17_d800e18577
Edict	w1_d800e18583
zu	w3_d800e18586
dem	w5_d800e18589
Ende	w7_d800e18592
kund	w9_d800e18595
und	w11_d800e18598
zu	w13_d800e18602
wissen	w15_d800e18605
gemacht,	w17_d800e18608
damit	w1_d800e18613
ein	w3_d800e18616
sich	w5_d800e18619
hervorthuender	w7_d800e18622
Kaufer	w9_d800e18625
bey	w11_d800e18628
obbe	w13_d800e18632
meldt	w1_d800e18637
bestimmten	w3_d800e18640
Licitations=tagsatzung	w5_d800e18643
fruhe	w7_d800e18646
um	w9_d800e18649
9.	w1_d800e18654
Uhr,	w3_d800e18657
oder	w5_d800e18660
da	w7_d800e18663
wir	w9_d800e18666
selbigen	w11_d800e18669
Tags	w13_d800e18673
etwo	w15_d800e18676
anderer	w17_d800e18679
Geschäften	w1_d800e18685
halber	w3_d800e18688
nicht	w5_d800e18691
zu	w7_d800e18694
Rath	w9_d800e18697
sitzeten,	w11_d800e18700
den	w13_d800e18704
nächst	w15_d800e18707
darauf	w1_d800e18712
folgenden	w3_d800e18715
Raths=tag	w5_d800e18718
vor	w7_d800e18721
uns	w9_d800e18724
erscheinen,	w11_d800e18727
und	w1_d800e18732
sich	w3_d800e18735
bey	w5_d800e18738
unserer	w7_d800e18741
und	w9_d800e18744
gemeiner	w11_d800e18747
Stadt	w13_d800e18751
Grund	w15_d800e18754
buch	w1_d800e18759
durch	w3_d800e18762
den	w5_d800e18765
daselbstigen	w7_d800e18768
Amts=schreiber	w9_d800e18771
an	w11_d800e18774
melden	w1_d800e18780
lassen	w3_d800e18783
möge,	w5_d800e18786
allwo	w7_d800e18789
sodann	w9_d800e18792
das	w11_d800e18795
weitere	w13_d800e18799
be	w15_d800e18802
hörig	w1_d800e18807
teactiret	w3_d800e18810
werden	w5_d800e18813
solle.	w7_d800e18816
</p>
<list id="l16_d800e18819">
Wir	w1_d800e18823
Burgermeister=amts=verwalter	w3_d800e18826
und	w5_d800e18829
Raht	w7_d800e18832
</list>
<p id="p18_d800e18836">
Wir	w1_d800e18840
Burgermeister=amts=verwalter	w3_d800e18843
und	w5_d800e18846
Raht	w7_d800e18849
der	w1_d800e18854
Stadt	w3_d800e18857
Wien,	w5_d800e18860
geben	w7_d800e18863
hiemit	w9_d800e18866
durch	w11_d800e18869
dieses	w13_d800e18873
offene	w15_d800e18876
Edict	w1_d800e18881
jedermänniglich	w3_d800e18884
zu	w5_d800e18887
vernehmen,	w7_d800e18890
wasgestalten	w9_d800e18893
wir	w1_d800e18899
über	w3_d800e18902
schriftlich	w5_d800e18905
beschehenes	w7_d800e18908
Anlangen	w9_d800e18911
und	w11_d800e18914
dienstliches	w1_d800e18919
Bitten	w3_d800e18922
des	w5_d800e18925
Gerichtl.	w7_d800e18928
aufgestellt=Johann	w9_d800e18931
Deanischen	w1_d800e18936
Hrn.	w3_d800e18939
Curatoris	w5_d800e18942
ad	w7_d800e18945
actum	w9_d800e18948
Franz	w11_d800e18951
Augu	w13_d800e18955
stin	w1_d800e18960
Lang,	w3_d800e18963
J.	w5_d800e18966
U.	w7_d800e18969
D.	w9_d800e18972
unterm	w11_d800e18975
15.	w13_d800e18979
Julii	w15_d800e18982
1763.	w17_d800e18985
in	w19_d800e18988
ein	w21_d800e18991
gewönliches	w1_d800e18997
Licitations=edict	w3_d800e19000
gewilliget	w5_d800e19003
und	w7_d800e19006
ver	w9_d800e19009
ordnet	w1_d800e19014
haben,	w3_d800e19017
daß	w5_d800e19020
die	w7_d800e19023
Deanische	w9_d800e19026
zu	w11_d800e19029
St.	w13_d800e19033
