<doc id="edoc_wd_1781-12-29" attrs="word" year="1781" month="12" day="29" corpus="1">
<p id="p4">
Tausend	w24
<head id="hl35">
Licit	w8923
<g/>
.
Effekten	w8925
<g/>
.
</head>
<p id="p81">
Den	w8927
3	w8928
<g/>
.
Jäner	w8930
werden	w8931
auf	w8932
Verordnung	w8933
ei=nes	w8934
<g/>
=
löbl	w8936
<g/>
.
Stadtmagistrats	w8938
am	w8939
Stockameisen=platz	w8940
<g/>
=
in	w8942
neuen	w8943
Settischen	w8944
Haus	w8945
Nr	w8946
<g/>
.
610	w8948
im	w8949
ersten	w8950
Stock	w8951
verschiedene	w8952
Verlassenschaftseffek=ten	w8953
<g/>
=
<g/>
,
als	w8956
etwas	w8957
Silber	w8958
<g/>
,
Sackuhr	w8960
<g/>
,
Schnallen	w8962
<g/>
,
Dosen	w8964
<g/>
,
tüchen	w8966
und	w8967
zeugene	w8968
Mannskleider	w8969
<g/>
,
bor=dirte	w8971
<g/>
=
Westen	w8973
<g/>
,
Wäsche	w8975
<g/>
,
Hänguhr	w8977
und	w8978
mehrere	w8979
Fahrnisse	w8980
zu	w8981
den	w8982
gewöhnlichen	w8983
Stunden	w8984
licitan=do	w8985
<g/>
=
ververkauft	w8987
<g/>
.
</p>
<head id="hl36">
Licit	w8989
<g/>
.
Bücher	w8991
<g/>
.
</head>
<p id="p82">
Auf	w8993
Verordnung	w8994
eines	w8995
hochlöbl	w8996
<g/>
.
k	w8998
<g/>
.
k	w9000
<g/>
.
ni	w9002
öst	w9003
<g/>
.
Landrechts	w9005
wird	w9006
den	w9007
7	w9008
<g/>
.
Jäner	w9010
und	w9011
folgende	w9012
Tage	w9013
<g/>
,
im	w9015
Schottenhof	w9016
<g/>
,
auf	w9018
der	w9019
Stiege	w9020
nächst	w9021
dem	w9022
Thor	w9023
<g/>
,
linkerhand	w9025
im	w9026
ersten	w9027
Stock	w9028
<g/>
,
die	w9030
wey=land	w9031
<g/>
=
gräflich	w9033
<g/>
=
Gulds	w9035
<g/>
=
Starhembergische	w9037
Bib=liothek	w9038
<g/>
=
den	w9040
Meistbietenden	w9041
gegen	w9042
baare	w9043
Bezah=lung	w9044
<g/>
=
dahingegeben	w9046
werden	w9047
<g/>
.
Der	w9049
Katalog	w9050
da=von	w9051
<g/>
=
wird	w9053
in	w9054
der	w9055
Singerstrasse	w9056
<g/>
,
in	w9058
der	w9059
Edeln	w9060
v	w9061
<g/>
.
Ghelenschen	w9063
Buchhandlung	w9064
Nr	w9065
<g/>
.
931	w9067
ohnent=geldlich	w9068
<g/>
=
ausgegeben	w9070
<g/>
.
</p>
<head id="hl37">
Licit	w9072
<g/>
.
Pferde	w9074
<g/>
.
</head>
<p id="p83">
Künftigen	w9076
11	w9077
<g/>
.
Jäner	w9079
1782	w9080
vormittag	w9081
nach	w9082
9	w9083
Uhr	w9084
werden	w9085
auf	w9086
der	w9087
Esplanade	w9088
vor	w9089
dem	w9090
Kärntnerthore	w9091
eine	w9092
Anzahl	w9093
junger	w9094
Pferde	w9095
oder	w9096
Cavallerie	w9097
<g/>
=
Rimonten	w9099
von	w9100
Euirassier	w9101
<g/>
=
und	w9103
Dra=goner	w9104
<g/>
=
<g/>
=
Schlag	w9107
<g/>
,
die	w9109
noch	w9110
keine	w9111
Dienste	w9112
gethan	w9113
haben	w9114
<g/>
,
und	w9116
von	w9117
welchen	w9118
kein	w9119
einziges	w9120
estropirt	w9121
ist	w9122
<g/>
,
käuflich	w9124
hindangelassen	w9125
<g/>
;
welches	w9127
also	w9128
denen	w9129
Kauflustigen	w9130
hiemit	w9131
zur	w9132
Nachricht	w9133
bekannt	w9134
ge=macht	w9135
<g/>
=
wird	w9137
<g/>
.
</p>
<head id="hl38">
Licit	w9139
<g/>
.
Niedermayerische	w9141
Haus	w9142
zu	w9143
Baaden	w9144
<g/>
.
</head>
<p id="p84">
Von	w9146
N	w9147
<g/>
.
Richter	w9149
und	w9150
Rath	w9151
der	w9152
landesfürstl	w9153
<g/>
.
Stadt	w9155
Baaden	w9156
wird	w9157
hiemit	w9158
zu	w9159
wissen	w9160
gemacht	w9161
<g/>
:
welchergestalten	w9163
Herr	w9164
Joseph	w9165
Schwaab	w9166
<g/>
,
k	w9168
<g/>
.
k	w9170
<g/>
.
Kammerjubelier	w9172
in	w9173
Wien	w9174
<g/>
,
wider	w9176
Joseph	w9177
Nie=dermayr	w9178
<g/>
=
<g/>
,
burgerl	w9181
<g/>
.
Bäckermeister	w9183
alhier	w9184
<g/>
,
und	w9186
Christina	w9187
dessen	w9188
Ehewirthin	w9189
<g/>
,
sowohl	w9191
bey	w9192
dem	w9193
löbl	w9194
<g/>
.
freyherrl	w9196
<g/>
.
Doppelhof	w9198
v	w9199
<g/>
.
Dirischen	w9201
<g/>
=
als	w9203
zugleich	w9204
auch	w9205
aufgestellt	w9206
Stadt	w9207
Baadnerischen	w9208
Jud	w9209
<g/>
.
deleg	w9211
<g/>
.
in	w9213
pcto	w9214
debiti	w9215
die	w9216
wirkl	w9217
<g/>
.
Licitirung	w9219
der	w9220
den	w9221
Beklagten	w9222
eigenthümlichen	w9223
<g/>
,
alhier	w9225
zu	w9226
Baaden	w9227
in	w9228
der	w9229
Stadt	w9230
liegenden	w9231
Behausung	w9232
und	w9233
Backgerechtigkeit	w9234
erhalten	w9235
<g/>
;
als	w9237
wird	w9238
zur	w9239
2ten	w9240
Licitirung	w9241
gedacht	w9242
Niedermayrlischen	w9243
Haus	w9244
und	w9245
Backgerechtigkeit	w9246
<g/>
,
nachdem	w9248
die	w9249
erstere	w9250
fruchtlos	w9251
verstrichen	w9252
<g/>
,
der	w9254
12	w9255
<g/>
.
Jäner	w9257
1782	w9258
bestimmet	w9259
<g/>
.
Wer	w9261
nun	w9262
jetztgemeldte	w9263
Behausung	w9264
und	w9265
Back=gerechtigkeit	w9266
<g/>
=
zu	w9268
kaufen	w9269
gedenket	w9270
<g/>
,
beliebe	w9272
sich	w9273
die=sen	w9274
<g/>
=
Tag	w9276
früh	w9277
um	w9278
9	w9279
Uhr	w9280
alhier	w9281
auf	w9282
dem	w9283
Rath=haus	w9284
<g/>
=
einzufinden	w9286
<g/>
.
</p>
<head id="hl39">
Licit	w9288
<g/>
.
Pinitschische	w9290
Effekten	w9291
zu	w9292
Schottwien	w9293
<g/>
.
</head>
<p id="p85">
Von	w9295
der	w9296
gräflich	w9297
Wallseggischen	w9298
Herrschafts=kanzley	w9299
<g/>
=
Schottwien	w9301
wird	w9302
hiemit	w9303
kund	w9304
gemacht	w9305
<g/>
,
daß	w9307
nach	w9308
Absterben	w9309
Anton	w9310
Pinitsch	w9311
<g/>
,
eines	w9313
im	w9314
hiesigen	w9315
Markt	w9316
Schottwien	w9317
behaust	w9318
gewesenen	w9319
Bürgers	w9320
<g/>
,
dessen	w9322
ruckgebliebene	w9323
Verlassenschafts=effekten	w9324
<g/>
=
als	w9326
etwas	w9327
Silber	w9328
<g/>
,
gute	w9330
Perla	w9331
und	w9332
Granaten	w9333
<g/>
,
Zinn	w9335
<g/>
,
Kupfer	w9337
<g/>
,
Wäsche	w9339
<g/>
,
Better	w9341
<g/>
,
verschiedene	w9343
Manns	w9344
<g/>
=
und	w9346
Frauenkleider	w9347
<g/>
,
Wein	w9349
<g/>
,
und	w9351
Fässer	w9352
<g/>
,
4	w9354
Pferde	w9355
samt	w9356
Kalleß	w9357
und	w9358
Fuhr=wägen	w9359
<g/>
=
<g/>
,
dann	w9362
all	w9363
übrig	w9364
vorhandene	w9365
Kuchel	w9366
<g/>
=
und	w9368
Wirthschafts	w9369
<g/>
=
Geräthschaften	w9371
den	w9372
14	w9373
<g/>
.
und	w9375
15	w9376
<g/>
.
Jäner	w9378
1782	w9379
licitando	w9380
gegen	w9381
baare	w9382
Bezahlung	w9383
verkauft	w9384
werden	w9385
sollen	w9386
<g/>
.
Daher	w9388
all	w9389
jene	w9390
<g/>
,
so	w9392
von	w9393
obigen	w9394
Effekten	w9395
etwas	w9396
zu	w9397
kaufen	w9398
gedenken	w9399
<g/>
,
obige	w9401
2	w9402
Täg	w9403
in	w9404
des	w9405
bemeldten	w9406
Pinisch	w9407
innge=habten	w9408
<g/>
=
Behausung	w9410
Nr	w9411
<g/>
.
38	w9413
alhier	w9414
fürgegeladen	w9415
werden	w9416
<g/>
.
</p>
<head id="hl40">
Licit	w9418
<g/>
.
Luggauerisches	w9420
Haus	w9421
im	w9422
Lichtenthal	w9423
<g/>
.
</head>
<p id="p86">
Von	w9425
dem	w9426
fürstl	w9427
<g/>
.
Aloysi	w9429
Joseph	w9430
Liechtenstein=nischen	w9431
<g/>
=
Vormundschaft	w9433
Verwalteramts	w9434
allhier	w9435
im	w9436
Lichtenthal	w9437
<g/>
,
wird	w9439
hiemit	w9440
jedermäniglich	w9441
zu	w9442
vernehmen	w9443
gegeben	w9444
<g/>
:
Es	w9446
sey	w9447
nach	w9448
testato	w9449
erfolg=ten	w9450
<g/>
=
Hinscheiden	w9452
der	w9453
Elisabeth	w9454
Luggauerin	w9455
<g/>
,
Haus=innhaberin	w9457
<g/>
=
beym	w9459
goldenen	w9460
Rössel	w9461
allda	w9462
sel	w9463
auf	w9464
Anlangen	w9465
derselben	w9466
Testamentexekutoren	w9467
Hrn	w9468
<g/>
.
Zacharias	w9470
Zoller	w9471
<g/>
,
dermaligen	w9473
Pfarrers	w9474
<g/>
,
und	w9476
Franz	w9477
Anton	w9478
Stellik	w9479
<g/>
,
Meßners	w9481
allhier	w9482
verord=net	w9483
<g/>
=
worden	w9485
<g/>
,
daß	w9487
das	w9488
derselben	w9489
gehörig	w9490
geweste	w9491
<g/>
,
zum	w9493
goldenen	w9494
Rössel	w9495
genannt	w9496
<g/>
,
und	w9498
mit	w9499
der	w9500
Weinschanksgerechtigkeit	w9501
versehene	w9502
Haus	w9503
Nr	w9504
<g/>
.
93	w9506
öffentlich	w9507
feilgeboten	w9508
<g/>
,
und	w9510
licitando	w9511
verkauft	w9512
werden	w9513
soll	w9514
<g/>
,
wozu	w9516
also	w9517
der	w9518
30	w9519
<g/>
.
Jäner	w9521
1782	w9522
früh	w9523
um	w9524
9	w9525
Uhr	w9526
bestimmt	w9527
worden	w9528
ist	w9529
<g/>
.
Dieje=nige	w9531
<g/>
=
demnach	w9533
<g/>
,
welche	w9535
vorbemeldete	w9536
Behausung	w9537
käuflich	w9538
an	w9539
sich	w9540
zu	w9541
bringen	w9542
gedenken	w9543
<g/>
,
haben	w9545
an	w9546
obbestimmten	w9547
Tag	w9548
und	w9549
Stunde	w9550
in	w9551
der	w9552
allhiesi allhiesigen	w9553
<g/>
=
</p>
<p id="p87">
gen	w9555
Amtskanzley	w9556
ad	w9557
licitandum	w9558
<g/>
&
concluden=dum	w9560
<g/>
=
zu	w9562
erscheinen	w9563
<g/>
.
</p>
<head id="hl41">
Licit	w9565
<g/>
.
Haus	w9567
zu	w9568
Korneuburg	w9569
<g/>
.
</head>
<p id="p88">
Mathias	w9571
Böhm	w9572
<g/>
,
burgerl	w9574
<g/>
.
Mühlermeister	w9576
<g/>
,
ist	w9578
gesinnet	w9579
<g/>
,
sein	w9581
innhabendes	w9582
Haus	w9583
zu	w9584
Kornneuburg	w9585
Nr	w9586
<g/>
.
206	w9588
samt	w9589
Gewerb	w9590
<g/>
,
und	w9592
Freyheit	w9593
Mehl	w9594
und	w9595
Brod	w9596
zu	w9597
verkaufen	w9598
<g/>
,
dann	w9600
die	w9601
Schifmühl	w9602
<g/>
,
und	w9604
Grundstücke	w9605
<g/>
,
bestehend	w9607
in	w9608
10	w9609
Joch	w9610
Aecker	w9611
in	w9612
ei=nem	w9613
<g/>
=
Stück	w9615
<g/>
,
mehr	w9617
2	w9618
Joch	w9619
beysammen	w9620
<g/>
,
1	w9622
Tagw	w9623
<g/>
.
Wiesen	w9625
<g/>
,
Obst	w9627
<g/>
=
und	w9629
Grasgarten	w9630
<g/>
,
ein	w9632
Weingart	w9633
<g/>
,
Pferde	w9635
<g/>
,
Kühe	w9637
<g/>
,
mehrere	w9639
Wägen	w9640
und	w9641
Kalessen	w9642
<g/>
,
andere	w9644
Hauseinrichtungen	w9645
<g/>
,
und	w9647
Hausnothdurf=ten	w9648
<g/>
=
<g/>
,
auch	w9651
verschiedene	w9652
Meublen	w9653
<g/>
,
käuflich	w9655
hindan=zugeben	w9656
<g/>
=
<g/>
;
wer	w9659
also	w9660
gesinnet	w9661
ist	w9662
<g/>
,
alles	w9664
zusammen	w9665
<g/>
,
oder	w9667
einzeln	w9668
etwas	w9669
an	w9670
sich	w9671
zu	w9672
bringen	w9673
<g/>
,
der	w9675
be=liebe	w9676
<g/>
=
den	w9678
30	w9679
Jäner	w9680
1782	w9681
bey	w9682
dem	w9683
Eigenthumer	w9684
sich	w9685
einzufinden	w9686
<g/>
.
</p>
<head id="hl42">
Licit	w9688
<g/>
.
Endlische	w9690
Haus	w9691
zu	w9692
Erdberg	w9693
<g/>
.
</head>
<p id="p89">
Von	w9695
der	w9696
Amtskanzley	w9697
der	w9698
Haggenmülleri=schen	w9699
<g/>
=
Herrschaften	w9701
Erdberg	w9702
und	w9703
Altlerchenfeld	w9704
wird	w9705
hiemit	w9706
jederman	w9707
kund	w9708
gemacht	w9709
<g/>
:
Es	w9711
sey	w9712
über	w9713
das	w9714
von	w9715
der	w9716
Elisabeth	w9717
Thomaßin	w9718
<g/>
,
ge=bohrner	w9720
<g/>
=
Endlin	w9722
<g/>
,
wider	w9724
den	w9725
Joseph	w9726
Endel	w9727
<g/>
,
und	w9729
Sebastian	w9730
Werner	w9731
beschehenen	w9732
Anlangen	w9733
ver=anlasset	w9734
<g/>
=
worden	w9736
<g/>
,
daß	w9738
das	w9739
zu	w9740
Erdberg	w9741
liegende	w9742
Barbara	w9743
Endlische	w9744
Verlassenschaftshaus	w9745
Nr	w9746
<g/>
.
19	w9748
auf	w9749
die	w9750
Gefahr	w9751
des	w9752
Sebastian	w9753
Werner	w9754
<g/>
,
als	w9756
vorhinnig	w9757
gewest	w9758
Meistbietenden	w9759
<g/>
,
nochmal	w9761
feil=geboten	w9762
<g/>
=
werden	w9764
soll	w9765
<g/>
.
Da	w9767
nun	w9768
zu	w9769
diesem	w9770
Ende	w9771
der	w9772
31	w9773
<g/>
.
Jäner	w9775
1782	w9776
bestimmt	w9777
worden	w9778
<g/>
;
so	w9780
ha=ben	w9781
<g/>
=
diejenige	w9783
<g/>
,
welche	w9785
das	w9786
gedachte	w9787
Haus	w9788
zu	w9789
kaufen	w9790
willens	w9791
sind	w9792
<g/>
,
an	w9794
den	w9795
bestimmten	w9796
Tag	w9797
früh	w9798
um	w9799
9	w9800
Uhr	w9801
in	w9802
der	w9803
nächst	w9804
dem	w9805
rothen	w9806
Thurn	w9807
Nr	w9808
<g/>
.
675	w9810
im	w9811
ersten	w9812
Stock	w9813
befindlichen	w9814
Amts=kanzley	w9815
<g/>
=
zu	w9817
erscheinen	w9818
<g/>
,
folglich	w9820
der	w9821
weitern	w9822
Be=handlung	w9823
<g/>
=
abzuwarten	w9825
<g/>
.
</p>
<head id="hl43">
Convoc	w9827
<g/>
.
Joh	w9829
<g/>
.
Georg	w9831
Hologer	w9832
<g/>
.
</head>
<p id="p90">
Von	w9834
des	w9835
von	w9836
der	w9837
gräfl	w9838
<g/>
.
Herrschaft	w9840
Graven=egg	w9841
<g/>
=
verordneten	w9843
Jud	w9844
<g/>
.
del	w9846
<g/>
.
wird	w9848
hiemit	w9849
jeder=mäniglich	w9850
<g/>
=
kund	w9852
gemacht	w9853
<g/>
:
Es	w9855
sey	w9856
wegen	w9857
über=häuft	w9858
<g/>
=
hervorgebrochenen	w9860
Schuldenlasts	w9861
des	w9862
jün=gern	w9863
<g/>
=
Johann	w9865
Georg	w9866
Hologer	w9867
Herrschaft	w9868
Gra=venegger	w9869
<g/>
=
Unterthans	w9871
zu	w9872
Weikersdorf	w9873
über	w9874
des=sen	w9875
<g/>
=
sämtliches	w9877
Vermögen	w9878
eine	w9879
Ganthandlung	w9880
zu	w9881
verhängen	w9882
für	w9883
nöthig	w9884
befunden	w9885
worden	w9886
<g/>
.
Da	w9888
nun	w9889
zu	w9890
<g/>
,
Anmeld	w9892
<g/>
=
und	w9894
Liquidirung	w9895
der	w9896
18	w9897
<g/>
.
Jäner	w9899
1782	w9900
bestimmt	w9901
worden	w9902
<g/>
,
als	w9904
werden	w9905
die=jenige	w9906
<g/>
=
<g/>
,
welche	w9909
an	w9910
obbesagten	w9911
Johann	w9912
Georg	w9913
Hologer	w9914
einige	w9915
Foderungen	w9916
<g/>
,
oder	w9918
Sprüche	w9919
ha=ben	w9920
<g/>
=
<g/>
,
oder	w9923
zu	w9924
haben	w9925
vermeinen	w9926
<g/>
,
an	w9928
obbenann=ten	w9929
<g/>
=
Tag	w9931
nachmittag	w9932
um	w9933
2	w9934
Uhr	w9935
in	w9936
meiner	w9937
Jud	w9938
<g/>
.
del	w9940
<g/>
.
am	w9942
Michaelerplatz	w9943
vom	w9944
Nationaltheater	w9945
gegenüber	w9946
Nr	w9947
<g/>
.
3	w9949
im	w9950
3	w9951
<g/>
.
Stock	w9953
habenden	w9954
Woh=nung	w9955
<g/>
=
entweder	w9957
persönlich	w9958
<g/>
,
oder	w9960
durch	w9961
hinläng=lich	w9962
<g/>
=
instruirte	w9964
Gewaltsträger	w9965
alsogewiß	w9966
zu	w9967
er=scheinen	w9968
<g/>
=
<g/>
,
ihre	w9971
Foderungen	w9972
und	w9973
Sprüche	w9974
anzu anzumelden	w9975
<g/>
=
</p>
<p id="p91">
melden	w9977
<g/>
,
und	w9979
zu	w9980
liquidiren	w9981
haben	w9982
<g/>
,
wie	w9984
im	w9985
widri=gen	w9986
<g/>
=
die	w9988
Anwesende	w9989
mit	w9990
ihren	w9991
Nothdurften	w9992
ver=nommen	w9993
<g/>
=
<g/>
,
und	w9996
was	w9997
rechtens	w9998
ist	w9999
vorgekehrt	w10000
wer=den	w10001
<g/>
=
wurde	w10003
<g/>
.
</p>
<head id="hl44">
Convoc	w10005
<g/>
,
Fr	w10007
Lieutenant	w10008
Koppin	w10009
<g/>
.
</head>
<p id="p92">
Von	w10011
dem	w10012
löbl	w10013
k	w10014
<g/>
.
k	w10016
<g/>
.
Hohenlohischen	w10018
Jnfan=terieregiments	w10019
<g/>
=
wird	w10021
hiemit	w10022
jedermäniglich	w10023
sowohl	w10024
An	w10025
<g/>
=
als	w10027
Abwesenden	w10028
<g/>
,
den	w10030
daran	w10031
gelegen	w10032
<g/>
,
zu	w10034
wissen	w10035
gemacht	w10036
<g/>
;
Es	w10038
ist	w10039
die	w10040
geweste	w10041
Frau	w10042
Lieu=tenant	w10043
<g/>
=
Koppin	w10045
<g/>
,
gebohrne	w10047
Kissing	w10048
den	w10049
7	w10050
<g/>
.
Ok=tober	w10052
<g/>
=
1780	w10054
zu	w10055
Leutmeritz	w10056
ab	w10057
intestato	w10058
verstor=den	w10059
<g/>
=
<g/>
.
Da	w10062
zu	w10063
Ausfindigmachung	w10064
des	w10065
etwa	w10066
ob=habenden	w10067
<g/>
=
æris aeris	w10069
alieni	w10070
<g/>
,
und	w10072
deren	w10073
standhaften	w10074
Verlassenschaftsabhandlung	w10075
eine	w10076
Konvokations=tagsatzung	w10077
<g/>
=
anzuberaumen	w10079
für	w10080
nöthig	w10081
befunden	w10082
worden	w10083
<g/>
;
als	w10085
werden	w10086
alle	w10087
<g/>
,
welche	w10089
an	w10090
der	w10091
ver=storbenen	w10092
<g/>
=
Frau	w10094
Lieutenant	w10095
Koppin	w10096
<g/>
,
oder	w10098
ihrer	w10099
Verlassenschaft	w10100
quocunque	w10101
titulo	w10102
einige	w10103
Sprü=che	w10104
<g/>
=
und	w10106
Foderungen	w10107
zu	w10108
haben	w10109
vermeinen	w10110
<g/>
,
auf	w10112
den	w10113
31	w10114
<g/>
.
Jäner	w10116
1782	w10117
vormittag	w10118
bey	w10119
dem	w10120
Regi=mentsgericht	w10121
<g/>
=
im	w10123
Staabsquartier	w10124
entweder	w10125
per=sönlich	w10126
<g/>
=
<g/>
,
oder	w10129
durch	w10130
einen	w10131
hiezu	w10132
genugsam	w10133
Be=vollmächtigten	w10134
<g/>
=
sub	w10136
clausula	w10137
præclusi praeclusi	w10138
um	w10139
so	w10140
ge=wisser	w10141
<g/>
=
zu	w10143
erscheinen	w10144
<g/>
,
und	w10146
ihre	w10147
Foderungen	w10148
zu	w10149
liquidiren	w10150
<g/>
,
oder	w10152
ihr	w10153
Erbrecht	w10154
zu	w10155
erweisen	w10156
haben	w10157
<g/>
,
als	w10159
im	w10160
widrigen	w10161
Fall	w10162
ohne	w10163
weiters	w10164
mit	w10165
den	w10166
An=wesenden	w10167
<g/>
=
fürgegangen	w10169
<g/>
,
den	w10171
Abwesenden	w10172
aber	w10173
ein	w10174
ewiges	w10175
Stillschweigen	w10176
auferlegt	w10177
werden	w10178
wird	w10179
<g/>
.
Staabsquartier	w10181
Leutmeritz	w10182
den	w10183
16	w10184
<g/>
.
Dec	w10186
<g/>
.
1781	w10188
<g/>
.
</p>
<head id="hl45">
Convoc	w10190
<g/>
.
Anton	w10192
Pinitsch	w10193
<g/>
.
</head>
<p id="p93">
Von	w10195
der	w10196
gräfl	w10197
<g/>
.
Wallseggischen	w10199
Herrschafts=kanzley	w10200
<g/>
=
Schottwien	w10202
wird	w10203
hiemit	w10204
kund	w10205
gemacht	w10206
<g/>
:
Es	w10208
sey	w10209
der	w10210
Anton	w10211
Pinitsch	w10212
<g/>
,
ein	w10214
in	w10215
dem	w10216
hiesi=gen	w10217
<g/>
=
Markt	w10219
Schottwien	w10220
unterthänig	w10221
behaust	w10222
ge=wester	w10223
<g/>
=
Burger	w10225
<g/>
,
und	w10227
verwittweter	w10228
Schuhmacher=meister	w10229
<g/>
=
<g/>
,
ohne	w10232
Unterlassung	w10233
eines	w10234
Testaments	w10235
verstorben	w10236
<g/>
,
um	w10238
diese	w10239
rückgebliebene	w10240
Verlassen=schaft	w10241
<g/>
=
haben	w10243
sich	w10244
zwar	w10245
dessen	w10246
hier	w10247
vorhandene	w10248
Geschwisterte	w10249
<g/>
,
und	w10251
Bruderskinder	w10252
zu	w10253
Erben	w10254
er=klärt	w10255
<g/>
=
<g/>
.
Da	w10258
aber	w10259
noch	w10260
eine	w10261
Schwester	w10262
von	w10263
obi=gen	w10264
<g/>
=
Erblassers	w10266
Namens	w10267
Barbara	w10268
Pinitschinn	w10269
<g/>
(
von	w10271
welcher	w10272
ihr	w10273
dermaliger	w10274
Aufenthaltsort	w10275
un=wissend	w10276
<g/>
=
<g/>
)
vorhanden	w10279
seyn	w10280
soll	w10281
<g/>
;
so	w10283
wird	w10284
dieselbe	w10285
sowohl	w10286
<g/>
,
als	w10288
jene	w10289
<g/>
,
so	w10291
an	w10292
obbesagter	w10293
Verlassen=schaft	w10294
<g/>
=
erbs	w10296
<g/>
=
oder	w10298
schulden	w10299
halber	w10300
einige	w10301
Sprüche	w10302
und	w10303
Foderungen	w10304
zu	w10305
haben	w10306
vermeinen	w10307
<g/>
,
den	w10309
31	w10310
<g/>
.
Jäner	w10312
1782	w10313
früh	w10314
um	w10315
9	w10316
Uhr	w10317
in	w10318
der	w10319
hiesigen	w10320
herrschaftl	w10321
<g/>
.
Amtskanzley	w10323
um	w10324
so	w10325
gewisser	w10326
zu	w10327
er=scheinen	w10328
<g/>
=
<g/>
,
und	w10331
ihre	w10332
vermeintliche	w10333
Sprüche	w10334
und	w10335
Foderungen	w10336
zu	w10337
erweisen	w10338
haben	w10339
<g/>
,
als	w10341
im	w10342
widri=gen	w10343
<g/>
=
mit	w10345
Verhandlung	w10346
dieser	w10347
Verlassenschaft	w10348
<g/>
,
und	w10350
was	w10351
rechtens	w10352
ist	w10353
<g/>
,
der	w10355
Ordnung	w10356
nach	w10357
ex	w10358
officio	w10359
fürgegangen	w10360
werden	w10361
soll	w10362
<g/>
.
</p>
<head id="hl46">
Citat	w10364
<g/>
.
Anton	w10366
Dein	w10367
<g/>
,
und	w10369
seine	w10370
Gläubiger	w10371
<g/>
.
</head>
<p id="p94">
Von	w10373
der	w10374
Amtskanzley	w10375
der	w10376
fürstl	w10377
<g/>
.
Kolloredi=schen	w10379
<g/>
=
Herrschaft	w10381
Staatz	w10382
<g/>
,
allen	w10384
den	w10385
daran	w10386
gele geleTaschenbuch	w10387
<g/>
=
</p>
<head id="hl47">
Jn	w10389
der	w10390
Wapplerischen	w10391
<g/>
,
vormals	w10393
Bernardischen	w10394
Buchhandlung	w10395
<g/>
,
dem	w10397
hintern	w10398
Thore	w10399
der	w10400
Kriegs=kanzley	w10401
<g/>
=
gegenüber	w10403
<g/>
,
sind	w10405
nebst	w10406
sehr	w10407
vielen	w10408
andern	w10409
<g/>
,
auch	w10411
folgende	w10412
neue	w10413
Bücher	w10414
zu	w10415
haben	w10416
<g/>
:
</head>
<p id="p95">
Taschenbuch	w10418
für	w10419
Kinder	w10420
<g/>
,
ein	w10422
Geschenk	w10423
aufs	w10424
Jahr	w10425
1782	w10426
<g/>
.
8	w10428
<g/>
.
Halle	w10430
1782	w10431
<g/>
.
1	w10433
fl	w10434
<g/>
.
</p>
<p id="p96">
<g/>
——
für	w10437
Scheidekünstler	w10438
und	w10439
Apotheker	w10440
auf	w10441
das	w10442
Jahr	w10443
1782	w10444
<g/>
,
8	w10446
<g/>
.
Weimar	w10448
40	w10449
kr	w10450
<g/>
.
</p>
<p id="p97">
Uiber	w10452
den	w10453
Kanzelstul	w10454
<g/>
,
und	w10456
wie	w10457
derselbe	w10458
zu	w10459
ver=bessern	w10460
<g/>
=
etwas	w10462
für	w10463
Beamte	w10464
<g/>
,
Advokaten	w10466
<g/>
,
Sekretaire	w10468
<g/>
,
Kanzlisten	w10470
<g/>
,
Schreiber	w10472
ꝛc	w10473
<g/>
.
8	w10475
<g/>
.
Frankf	w10477
<g/>
.
15	w10479
kr	w10480
</p>
<p id="p98">
Schicksale	w10481
eines	w10482
Praktikanten	w10483
von	w10484
55	w10485
Jahren	w10486
<g/>
,
als	w10488
eine	w10489
Warnung	w10490
für	w10491
die	w10492
Herren	w10493
Studen=ten	w10494
<g/>
=
<g/>
,
8	w10497
<g/>
.
Wien	w10499
1781	w10500
15	w10501
kr	w10502
<g/>
.
</p>
<p id="p99">
Entwurf	w10504
eines	w10505
erzbischöfl	w10506
<g/>
.
Cirkularschreibens	w10508
an	w10509
seine	w10510
Bischöffe	w10511
über	w10512
die	w10513
Toleranz	w10514
der	w10515
Pro=testanten	w10516
<g/>
=
in	w10518
den	w10519
k	w10520
<g/>
.
k	w10522
<g/>
.
Erbstaaten	w10524
<g/>
,
8	w10526
<g/>
.
Wien	w10528
1781	w10529
<g/>
.
12	w10531
kr	w10532
<g/>
.
</p>
<p id="p100">
Taschenbuch	w10534
zum	w10535
Nutzen	w10536
und	w10537
Vergnügen	w10538
fürs	w10539
Jahr	w10540
1782	w10541
<g/>
,
m	w10543
<g/>
.
K	w10545
<g/>
.
von	w10547
Chodowiecki	w10548
<g/>
,
nebst	w10550
den	w10551
neuesten	w10552
Frauenzimmermoden	w10553
in	w10554
Kupfer	w10555
<g/>
,
8	w10557
<g/>
.
Göttingen	w10559
<g/>
,
brochirt	w10561
<g/>
,
45	w10563
kr	w10564
<g/>
.
Dasselbe	w10566
französisch	w10567
45	w10568
kr	w10569
<g/>
.
</p>
<p id="p101">
Poetische	w10571
Blumenlese	w10572
auf	w10573
das	w10574
Jahr	w10575
1782	w10576
<g/>
.
8	w10578
<g/>
.
Göttingen	w10580
45	w10581
kr	w10582
</p>
<p id="p102">
Neujahrsgeschenke	w10583
fürs	w10584
Frauenzimmer	w10585
auf	w10586
das	w10587
Jahr	w10588
1782	w10589
<g/>
.
12	w10591
<g/>
.
