<doc id="edoc_wd_1772-06-24" attrs="word" year="1772" month="06" day="24" corpus="1">
<head id="hl1">
London	w28
wollen	w8958
<g/>
.
Die	w8960
für	w8961
diesen	w8962
Orden	w8963
vestgestellten	w8964
Statuta	w8965
wurden	w8966
darnach	w8967
in	w8968
dem	w8969
Kapitel	w8970
ab=gelesen	w8971
<g/>
=
<g/>
,
und	w8974
von	w8975
Sr	w8976
<g/>
.
Majestät	w8978
unterzeich=net	w8979
<g/>
=
<g/>
;
worauf	w8982
der	w8983
König	w8984
verschiedene	w8985
Groß=kreuze	w8986
<g/>
=
<g/>
,
Kommandeurs	w8989
und	w8990
Ritter	w8991
des	w8992
Wa=sa	w8993
<g/>
=
<g/>
=
Ordens	w8996
ernannte	w8997
<g/>
.
Die	w8999
Verzeichnisse	w9000
der	w9001
Personen	w9002
werden	w9003
nächstens	w9004
vollständig	w9005
aus=gegeben	w9006
<g/>
=
werden	w9008
<g/>
.
</p>
<p id="p90">
Am	w9010
Sonntage	w9011
wohnten	w9012
Jhre	w9013
königl	w9014
<g/>
.
Ma=jestäten	w9016
<g/>
=
<g/>
,
nebst	w9019
Jhren	w9020
königl	w9021
<g/>
.
Hoheiten	w9023
<g/>
,
dem	w9025
vormittägigen	w9026
Gottesdienste	w9027
in	w9028
der	w9029
königl	w9030
<g/>
.
Schloßkapelle	w9032
bey	w9033
<g/>
,
wo	w9035
das	w9036
Te	w9037
Deum	w9038
<g/>
,
unter	w9040
Lösung	w9041
der	w9042
Kanonen	w9043
in	w9044
verschiedenen	w9045
Umgän=gen	w9046
<g/>
=
von	w9048
der	w9049
königl	w9050
<g/>
.
Artillerie	w9052
und	w9053
der	w9054
königl	w9055
<g/>
.
Admiralität	w9057
<g/>
,
gesungen	w9059
wurde	w9060
<g/>
,
wobey	w9062
man	w9063
zugleich	w9064
eine	w9065
Vocal	w9066
<g/>
=
und	w9068
Jnstrumentalmusik	w9069
von	w9070
einigen	w9071
Kirchenthürmen	w9072
hörete	w9073
<g/>
.
</p>
<p id="p91">
Gestern	w9075
Vormittag	w9076
nahmen	w9077
Se	w9078
<g/>
.
königl	w9080
<g/>
.
Majestät	w9082
die	w9083
Huldigung	w9084
von	w9085
den	w9086
Reichsstän=den	w9087
<g/>
=
an	w9089
<g/>
.
Diese	w9091
begaben	w9092
sich	w9093
um	w9094
10	w9095
Uhr	w9096
durch	w9097
eine	w9098
von	w9099
der	w9100
königl	w9101
<g/>
.
Leibgarde	w9103
gemachten	w9104
Haye	w9105
<g/>
,
nach	w9107
dem	w9108
gegen	w9109
Osten	w9110
belegenen	w9111
Burghofe	w9112
des	w9113
königl	w9114
<g/>
.
Schlosses	w9116
<g/>
,
wohin	w9118
sich	w9119
Se	w9120
<g/>
.
Majestät	w9122
darnach	w9123
in	w9124
der	w9125
Ordnung	w9126
erho=ben	w9127
<g/>
=
<g/>
,
daß	w9130
zu	w9131
erst	w9132
die	w9133
Pagen	w9134
und	w9135
ihre	w9136
Hofmei=ster	w9137
<g/>
=
<g/>
,
der	w9140
Hofmarschall	w9141
mit	w9142
dem	w9143
Hofstaat	w9144
<g/>
,
und	w9146
einigen	w9147
Edelleuten	w9148
<g/>
,
die	w9150
nicht	w9151
auf	w9152
dem	w9153
Ritter=hause	w9154
<g/>
=
sitzen	w9156
<g/>
,
giengen	w9158
<g/>
;
darauf	w9160
folgten	w9161
zwey	w9162
Herolde	w9163
<g/>
,
und	w9165
die	w9166
Ordensherolde	w9167
<g/>
;
sodann	w9169
der	w9170
Herr	w9171
Reichsrath	w9172
und	w9173
Obermarschall	w9174
zu=nächst	w9175
<g/>
=
vor	w9177
den	w9178
Herren	w9179
Reichsräthen	w9180
<g/>
;
dar=nach	w9182
<g/>
=
Se	w9184
<g/>
.
königl	w9186
<g/>
.
Hoheit	w9188
<g/>
,
der	w9190
Prinz	w9191
Friedrich	w9192
Adolph	w9193
<g/>
,
und	w9195
alsdenn	w9196
Se	w9197
<g/>
.
königl	w9199
<g/>
.
Hoheit	w9201
<g/>
,
der	w9203
Prinz	w9204
Karl	w9205
<g/>
.
Se	w9207
<g/>
.
Majestät	w9209
<g/>
,
der	w9211
König	w9212
<g/>
,
mit	w9214
der	w9215
Krone	w9216
auf	w9217
dem	w9218
Haupte	w9219
<g/>
,
den	w9221
Scepter	w9222
in	w9223
der	w9224
Hand	w9225
<g/>
,
und	w9227
den	w9228
Mantel	w9229
um	w9230
sich	w9231
<g/>
,
wurden	w9233
von	w9234
24	w9235
Leibtrabanten	w9236
umgeben	w9237
<g/>
,
wobey	w9239
die	w9240
gehörigen	w9241
Chefs	w9242
und	w9243
Wachhabenden	w9244
giengen	w9245
<g/>
.
Nachdem	w9247
Se	w9248
<g/>
.
Majestät	w9250
sich	w9251
auf	w9252
den	w9253
Thron	w9254
gesetzet	w9255
hatten	w9256
<g/>
,
der	w9258
auf	w9259
einer	w9260
erhabenen	w9261
Estra=de	w9262
<g/>
=
unter	w9264
einem	w9265
prächtigen	w9266
Himmel	w9267
und	w9268
dar=unter	w9269
<g/>
=
hangenden	w9271
Baldachin	w9272
aufgestellet	w9273
war	w9274
<g/>
,
setzten	w9276
sich	w9277
ihre	w9278
königl	w9279
<g/>
.
Hoheiten	w9281
<g/>
,
die	w9283
Erb=prinzen	w9284
<g/>
=
<g/>
,
zur	w9287
Linken	w9288
des	w9289
Throns	w9290
<g/>
,
auf	w9292
einem	w9293
ewas	w9294
erhabenen	w9295
Plan	w9296
<g/>
.
Nachdem	w9298
auch	w9299
die	w9300
Herren	w9301
Reichsräthe	w9302
ihre	w9303
Plätze	w9304
zu	w9305
beyden	w9306
Seiten	w9307
des	w9308
Throns	w9309
eingenommen	w9310
hatten	w9311
<g/>
,
ge=ruheten	w9313
<g/>
=
Se	w9315
<g/>
.
Majestät	w9317
eine	w9318
Rede	w9319
an	w9320
die	w9321
</p>
<p id="p92">
Reichsstände	w9322
<g/>
,
und	w9324
jeden	w9325
Stand	w9326
besonders	w9327
<g/>
,
zu	w9329
halten	w9330
<g/>
.
Nach	w9332
Endigung	w9333
der	w9334
Rede	w9335
wurde	w9336
die	w9337
Ritterschaft	w9338
und	w9339
der	w9340
Adel	w9341
durch	w9342
einen	w9343
Herold	w9344
aufgerufen	w9345
<g/>
,
Sr	w9347
<g/>
.
königl	w9349
<g/>
.
Majestät	w9351
den	w9352
Eid	w9353
zu	w9354
leisten	w9355
<g/>
,
der	w9357
sodann	w9358
von	w9359
dem	w9360
Herrn	w9361
Reichsrath	w9362
und	w9363
Kanzeleypräsidenten	w9364
vorge=sprochen	w9365
<g/>
=
wurde	w9367
<g/>
.
Auf	w9369
gleiche	w9370
Weise	w9371
legten	w9372
die	w9373
übrigen	w9374
Stände	w9375
nach	w9376
einander	w9377
ihre	w9378
Eide	w9379
ab	w9380
<g/>
;
worauf	w9382
der	w9383
Herr	w9384
Landmarschall	w9385
mit	w9386
der	w9387
Ritterschaft	w9388
und	w9389
dem	w9390
Adel	w9391
<g/>
,
imgleichen	w9393
die	w9394
Sprecher	w9395
und	w9396
Mitglieder	w9397
der	w9398
übrigen	w9399
Stän=de	w9400
<g/>
=
zu	w9402
dem	w9403
Throne	w9404
Sr	w9405
<g/>
.
königl	w9407
<g/>
.
Majestät	w9409
auf=traten	w9410
<g/>
=
<g/>
,
und	w9413
von	w9414
Höchstdenselben	w9415
zum	w9416
Hand=kusse	w9417
<g/>
=
gelassen	w9419
wurden	w9420
<g/>
.
Jhro	w9422
Majestät	w9423
<g/>
,
die	w9425
Königinn	w9426
<g/>
,
welche	w9428
von	w9429
den	w9430
Gemahlinnen	w9431
der	w9432
Reichräthe	w9433
und	w9434
dem	w9435
Hoffrauenzimmer	w9436
be=gleitet	w9437
<g/>
=
wurden	w9439
<g/>
,
waren	w9441
ebenfalls	w9442
bey	w9443
dieser	w9444
ho=hen	w9445
<g/>
=
Akte	w9447
zugegen	w9448
<g/>
,
und	w9450
saßen	w9451
auf	w9452
einer	w9453
Tri=bune	w9454
<g/>
=
<g/>
,
nicht	w9457
weit	w9458
von	w9459
Sr	w9460
<g/>
.
Majestät	w9462
<g/>
.
Für	w9464
die	w9465
Reichestände	w9466
waren	w9467
übergedeckte	w9468
Banken	w9469
in	w9470
einem	w9471
Amphiteater	w9472
gegen	w9473
dem	w9474
königl	w9475
<g/>
.
Thron	w9477
über	w9478
aufgesetzet	w9479
<g/>
.
</p>
<p id="p93">
Die	w9481
Krönungsmünze	w9482
sieht	w9483
man	w9484
bereits	w9485
<g/>
.
Sie	w9487
stellt	w9488
auf	w9489
einer	w9490
Seite	w9491
den	w9492
König	w9493
im	w9494
Brust=bilde	w9495
<g/>
=
vor	w9497
<g/>
,
mit	w9499
der	w9500
Aufschrift	w9501
<g/>
:
Gustavus	w9503
III	w9504
<g/>
.
D	w9506
<g/>
.
G	w9508
<g/>
.
Rex	w9510
SueciæSueciae	w9511
<g/>
;
auf	w9513
der	w9514
andern	w9515
Seite	w9516
si=tzen	w9517
<g/>
=
Se	w9519
<g/>
.
Majestät	w9521
zu	w9522
Pferde	w9523
in	w9524
ihrem	w9525
Krö=nungsornate	w9526
<g/>
=
mit	w9528
der	w9529
Umschrift	w9530
<g/>
:
PatriæPatriae	w9532
cura	w9533
salusque	w9534
tuætuae	w9535
<g/>
.
Unten	w9537
steht	w9538
<g/>
:
Coronat	w9540
<g/>
.
HolmiæHolmiae	w9542
d	w9543
<g/>
.
29	w9545
<g/>
.
Maji	w9547
1772	w9548
<g/>
.
Die	w9550
kleinern	w9551
Münzen	w9552
<g/>
,
welche	w9554
durch	w9555
den	w9556
Schatzmeister	w9557
unters	w9558
Volk	w9559
geworfen	w9560
wurden	w9561
<g/>
,
haben	w9563
um	w9564
das	w9565
Bildniß	w9566
des	w9567
Königs	w9568
die	w9569
Worte	w9570
<g/>
:
Gustavus	w9572
Adolphi	w9573
Filius	w9574
Rex	w9575
<g/>
,
auf	w9577
der	w9578
andern	w9579
Seite	w9580
<g/>
:
Generis	w9582
<g/>
&
vir=tutum	w9584
<g/>
=
consensu	w9586
Succorum	w9587
sceptra	w9588
capestens	w9589
<g/>
,
d	w9591
<g/>
.
XXIX	w9593
<g/>
.
Maji	w9595
A	w9596
<g/>
.
MDCCLXXII	w9598
<g/>
.
</p>
<head id="hl21">
Nachricht	w9600
<g/>
.
</head>
<p id="p94">
Den	w9602
sämmtl	w9603
<g/>
.
respettiv	w9605
<g/>
.
Hrn	w9607
<g/>
.
Pränumeranten	w9609
der	w9610
k	w9611
<g/>
.
k	w9613
<g/>
.
privil	w9615
<g/>
.
Anzeigen	w9617
aus	w9618
den	w9619
k	w9620
<g/>
.
k	w9622
<g/>
.
Erblän=dern	w9624
<g/>
=
wird	w9626
hiermit	w9627
gebührend	w9628
angezeigt	w9629
<g/>
,
daß	w9631
das	w9632
halbe	w9633
Jahr	w9634
sich	w9635
mit	w9636
diesem	w9637
Monat	w9638
endiget	w9639
<g/>
.
Die	w9641
Gesellschaft	w9642
hoffet	w9643
<g/>
(
wie	w9645
sie	w9646
dann	w9647
zum	w9648
Theil	w9649
auch	w9650
durch	w9651
Briefe	w9652
ist	w9653
versichert	w9654
worden	w9655
<g/>
)
daß	w9657
ihre	w9658
Be=mühungen	w9659
<g/>
=
nicht	w9661
sind	w9662
vergebens	w9663
gewesen	w9664
<g/>
,
sondern	w9666
daß	w9667
sie	w9668
einigen	w9669
Lesern	w9670
zum	w9671
Nachschlagen	w9672
und	w9673
sammeln	w9674
<g/>
:
andern	w9676
zum	w9677
Nutzen	w9678
und	w9679
Nacheife=rung	w9680
<g/>
=
<g/>
,
und	w9683
zulezt	w9684
auch	w9685
einigen	w9686
zum	w9687
vergnügenden	w9688
Zeitvertreib	w9689
gedienet	w9690
haben	w9691
<g/>
.
Es	w9693
würden	w9694
auch	w9695
schon	w9696
längst	w9697
noch	w9698
andere	w9699
Dinge	w9700
miteingeschaltet	w9701
und	w9702
bekannt	w9703
gemacht	w9704
worden	w9705
seyn	w9706
<g/>
,
wenn	w9708
nicht	w9709
das	w9710
unzeitige	w9711
Vorgreifen	w9712
eines	w9713
andern	w9714
im	w9715
Wege	w9716
</p>
<p id="p95">
gestanden	w9717
wäre	w9718
<g/>
;
indessen	w9720
wird	w9721
dennoch	w9722
dieses	w9723
die	w9724
Gesellschaft	w9725
uichtnicht	w9726
abhalten	w9727
<g/>
,
in	w9729
den	w9730
Fortgange	w9731
dieser	w9732
Blätter	w9733
noch	w9734
andere	w9735
nützliche	w9736
und	w9737
ange=nehme	w9738
<g/>
=
in	w9740
dem	w9741
allergnädigst	w9742
bestättigten	w9743
und	w9744
gleich	w9745
anfänglich	w9746
bekannt	w9747
gemachten	w9748
Plan	w9749
einschlagende	w9750
Gegenstände	w9751
anzuzeigen	w9752
<g/>
,
welche	w9754
auch	w9755
zum	w9756
Nutzen	w9757
und	w9758
ergözenden	w9759
Zeitvertreibe	w9760
des	w9761
schönen	w9762
Ge=schlechtes	w9763
<g/>
=
gereichen	w9765
sollen	w9766
<g/>
.
</p>
<p id="p96">
Und	w9768
da	w9769
Zeitungen	w9770
und	w9771
Wochenblätter	w9772
<g/>
,
wie	w9774
verschiedene	w9775
andere	w9776
Unternehmungen	w9777
nicht	w9778
gleich	w9779
anfangs	w9780
zu	w9781
ihrer	w9782
Vollkommenheit	w9783
gelangen	w9784
kön=nen	w9785
<g/>
=
<g/>
;
indem	w9788
ihnen	w9789
niemals	w9790
diejenige	w9791
Hülfe	w9792
ge=leistet	w9793
<g/>
=
wird	w9795
<g/>
,
die	w9797
dazu	w9798
erforderlich	w9799
ist	w9800
<g/>
:
so	w9802
dürfen	w9803
die	w9804
respect	w9805
<g/>
.
Hrn	w9807
<g/>
.
Leser	w9809
auch	w9810
versichert	w9811
seyn	w9812
<g/>
,
es	w9814
werden	w9815
diese	w9816
k	w9817
<g/>
.
k	w9819
<g/>
.
privil	w9821
<g/>
.
Anzeigen	w9823
sich	w9824
noch	w9825
täg=lich	w9826
<g/>
=
verfeinern	w9828
und	w9829
vollkommener	w9830
machen	w9831
<g/>
,
wor=nach	w9833
<g/>
=
die	w9835
Gesellschaft	w9836
sich	w9837
äusserst	w9838
bestrebet	w9839
<g/>
.
</p>
<p id="p97">
Die	w9841
hiesigen	w9842
Hrn	w9843
<g/>
.
Liebhaber	w9845
werden	w9846
belieben	w9847
sich	w9848
an	w9849
die	w9850
Emerich	w9851
Felix	w9852
Baderische	w9853
Buchhand=lung	w9854
<g/>
=
in	w9856
der	w9857
Bognergasse	w9858
<g/>
,
Auswärtige	w9860
aber	w9861
an	w9862
das	w9863
k	w9864
<g/>
.
k	w9866
<g/>
.
Oberpostamt	w9868
zu	w9869
wenden	w9870
<g/>
:
die	w9872
halbjährige	w9873
Pränumeration	w9874
ist	w9875
3	w9876
<g/>
.
fl	w9878
<g/>
.
auf	w9880
der	w9881
Post	w9882
aber	w9883
wird	w9884
solche	w9885
mit	w9886
4	w9887
<g/>
.
fl	w9889
<g/>
.
entrichtet	w9891
<g/>
.
</p>
<p id="p98">
Von	w9893
der	w9894
zum	w9895
löbl	w9896
<g/>
.
Stift	w9898
heil	w9899
<g/>
.
Kreuz	w9901
eingestif=teten	w9902
<g/>
=
Herrschaft	w9904
Tromau	w9905
<g/>
,
wird	w9907
hiemit	w9908
jedermann	w9909
kund	w9910
gemacht	w9911
<g/>
;
welchergestalten	w9913
die	w9914
Nothwendig=keit	w9915
<g/>
=
erfordere	w9917
den	w9918
Schuldenstand	w9919
des	w9920
Paul	w9921
Wa=singer	w9922
<g/>
=
hiesigen	w9924
Stift	w9925
heiligen	w9926
kreuzischen	w9927
Unter=thans	w9928
<g/>
=
zu	w9930
Pfaffstetten	w9931
in	w9932
sichere	w9933
Erfahrenheit	w9934
zu	w9935
bringen	w9936
<g/>
.
Daher	w9938
alle	w9939
diejenige	w9940
<g/>
,
welche	w9942
an	w9943
ihme	w9944
Paul	w9945
Wasinger	w9946
<g/>
,
oder	w9948
an	w9949
seiner	w9950
bereits	w9951
verstorbe=nen	w9952
<g/>
=
Ehewirthin	w9954
Maria	w9955
auf	w9956
dessen	w9957
Haus	w9958
<g/>
,
oder	w9960
Ueberländgrundstücken	w9961
<g/>
,
oder	w9963
sonst	w9964
auf	w9965
ausgestellte	w9966
Schuldscheine	w9967
<g/>
,
und	w9969
sowohl	w9970
baar	w9971
geliehenen	w9972
Geld	w9973
<g/>
,
oder	w9975
ihnen	w9976
abgegebenen	w9977
Effekten	w9978
<g/>
,
als	w9980
auch	w9981
unter	w9982
was	w9983
immer	w9984
für	w9985
einem	w9986
andern	w9987
Namen	w9988
einige	w9989
For=derung	w9990
<g/>
=
haben	w9992
<g/>
,
oder	w9994
zu	w9995
haben	w9996
vermeinen	w9997
<g/>
,
hiemit	w9999
auf	w10000
den	w10001
14	w10002
<g/>
.
Julii	w10004
1772	w10005
<g/>
.
in	w10007
das	w10008
Gerichthaus	w10009
zu	w10010
Pfaffstetten	w10011
frühe	w10012
um	w10013
8	w10014
<g/>
.
Uhr	w10016
pro	w10017
1mo	w10018
<g/>
,
2do	w10020
<g/>
,
<g/>
&
3tio	w10023
Termino	w10024
peremptorie	w10025
einberuffen	w10026
werden	w10027
<g/>
,
wie	w10029
im	w10030
widrigen	w10031
Falle	w10032
alle	w10033
diejenige	w10034
<g/>
,
so	w10036
an	w10037
be=meldten	w10038
<g/>
=
Tag	w10040
<g/>
,
Stund	w10042
und	w10043
Ort	w10044
nicht	w10045
selbst	w10046
<g/>
,
oder	w10048
durch	w10049
hiezu	w10050
genugsam	w10051
Bevollmächtigte	w10052
erscheinen	w10053
<g/>
,
und	w10055
ihre	w10056
Schuldforderung	w10057
behörig	w10058
liquidiren	w10059
wur=den	w10060
<g/>
=
<g/>
,
nicht	w10063
nur	w10064
nicht	w10065
mehr	w10066
angehöret	w10067
<g/>
,
sondern	w10069
ihnen	w10070
das	w10071
ewige	w10072
Stillschweigen	w10073
auferleget	w10074
werden	w10075
wurde	w10076
<g/>
.
Wornach	w10078
sich	w10079
ein	w10080
jeder	w10081
zu	w10082
richten	w10083
<g/>
,
und	w10085
vor	w10086
Schaden	w10087
zu	w10088
hütten	w10089
wissen	w10090
werden	w10091
<g/>
.
</p>
<p id="p99">
Es	w10093
wird	w10094
heemit	w10095
einem	w10096
geneigtem	w10097
Publiko	w10098
zu	w10099
wissen	w10100
gemachet	w10101
<g/>
,
wann	w10103
sich	w10104
einige	w10105
befinden	w10106
sollen	w10107
<g/>
,
welche	w10109
in	w10110
gegenwärtiger	w10111
Raccolta	w10112
Galletten	w10113
erzei=get	w10114
<g/>
=
<g/>
,
und	w10117
solche	w10118
zu	w10119
verkaufen	w10120
gesinnet	w10121
sind	w10122
<g/>
,
daß	w10124
selbe	w10125
sich	w10126
dieserhalben	w10127
bey	w10128
Hrn	w10129
<g/>
.
Paul	w10131
Fachini	w10132
k	w10133
<g/>
.
k	w10135
<g/>
.
Niederlagsverwandten	w10137
auf	w10138
der	w10139
Brandstatt	w10140
in	w10141
dessen	w10142
Niederlag	w10143
anzumelden	w10144
haben	w10145
<g/>
,
allwo	w10147
solche	w10148
gegen	w10149
baarer	w10150
Bezahlung	w10151
abgenohmen	w10152
werden	w10153
<g/>
.
</p>
<p id="p100">
Von	w10155
des	w10156
löbl	w10157
<g/>
.
Stifts	w10159
und	w10160
würdigen	w10161
Gottes=hauses	w10162
<g/>
=
unser	w10164
lieben	w10165
Frauen	w10166
zun	w10167
Schotten	w10168
in	w10169
Wien	w10170
<g/>
,
Grundgerichts	w10172
wegen	w10173
wird	w10174
hiemit	w10175
zu	w10176
vernehmen	w10177
gegeben	w10178
<g/>
.
Es	w10180
erfordere	w10181
die	w10182
Be=richtigung	w10183
<g/>
=
der	w10185
Verlassenschaft	w10186
weyl	w10187
<g/>
.
Oliveri	w10189
Weichhart	w10190
<g/>
,
dieses	w10192
Stifts	w10193
gewesten	w10194
Grundbuchs=handlers	w10195
<g/>
=
<g/>
,
daß	w10198
jenes	w10199
<g/>
,
was	w10201
daran	w10202
etwa	w10203
hinaus	w10204
gebühren	w10205
möchte	w10206
mittels	w10207
einer	w10208
ordentlichen	w10209
Con=vokation	w10210
<g/>
=
und	w10212
Liquidation	w10213
vorläufig	w10214
erhoben	w10215
wer=de	w10216
<g/>
=
<g/>
.
Wer	w10219
demnach	w10220
an	w10221
besagte	w10222
Verlassenschaft	w10223
wie	w10224
immer	w10225
erweißliche	w10226
Sprüche	w10227
und	w10228
Foderungen	w10229
zu	w10230
stellen	w10231
vermeinet	w10232
<g/>
,
wird	w10234
dieselben	w10235
den	w10236
11	w10237
<g/>
.
Tag	w10239
künftigen	w10240
Monats	w10241
Augusti	w10242
fruh	w10243
um	w10244
9	w10245
<g/>
.
Uhr	w10247
in	w10248
hie=siger	w10249
<g/>
=
Stiftskanzley	w10251
alsogewiß	w10252
zu	w10253
melden	w10254
<g/>
,
und	w10256
zu	w10257
bescheinigen	w10258
haben	w10259
<g/>
,
wie	w10261
im	w10262
widrigen	w10263
nach	w10264
solchem	w10265
Tage	w10266
niemand	w10267
mehr	w10268
gehöret	w10269
<g/>
,
sondern	w10271
mit	w10272
der	w10273
Abhandlung	w10274
der	w10275
Ordnung	w10276
nach	w10277
ohne	w10278
Rucksicht	w10279
verfahren	w10280
werden	w10281
solle	w10282
<g/>
.
</p>
<p id="p101">
Den	w10284
25	w10285
<g/>
.
Junii	w10287
wird	w10288
im	w10289
allhiesigen	w10290
Erzbischof=hof	w10291
<g/>
=
in	w10293
der	w10294
Armenleutkassa	w10295
das	w10296
in	w10297
der	w10298
Währingergas=liegende	w10299
<g/>
=
zum	w10301
goldenen	w10302
Hahn	w10303
genannte	w10304
Wirths=haus	w10305
<g/>
=
samt	w10307
aller	w10308
Zugehör	w10309
<g/>
,
nebst	w10311
Wein	w10312
<g/>
=
und	w10314
Bier=schanksgerechtigkeit	w10315
<g/>
=
<g/>
,
die	w10318
Ausspeiserey	w10319
für	w10320
sam=mentliche	w10321
<g/>
=
allda	w10323
in	w10324
der	w10325
christl	w10326
<g/>
.
Verpflegung	w10328
ste=hende	w10329
<g/>
=
Arme	w10331
im	w10332
Contumazhof	w10333
<g/>
,
sammt	w10335
Greißler	w10336
<g/>
,
Fragner	w10338
<g/>
,
und	w10340
Brodsitzerey	w10341
von	w10342
1	w10343
<g/>
.
Augusti	w10345
lau=fenden	w10346
<g/>
=
Jahrs	w10348
<g/>
,
auf	w10350
3	w10351
<g/>
.
oder	w10353
mehrere	w10354
Jahre	w10355
hin=durch	w10356
<g/>
=
dem	w10358
Meistbietenden	w10359
gegen	w10360
Leistung	w10361
guter	w10362
Bürgschaft	w10363
licitando	w10364
hindann	w10365
gegeben	w10366
<g/>
.
Haben	w10368
sich	w10369
also	w10370
die	w10371
hiezu	w10372
Lusttragende	w10373
an	w10374
bestimmten	w10375
Tag	w10376
allda	w10377
Vormittag	w10378
von	w10379
8	w10380
<g/>
.
bis	w10382
11	w10383
<g/>
.
Uhr	w10385
anzumel=den	w10386
<g/>
=
<g/>
,
und	w10389
können	w10390
sich	w10391
dieserwegen	w10392
des	w10393
weitern	w10394
in	w10395
gedachter	w10396
Kassa	w10397
erkundigen	w10398
<g/>
.
</p>
<p id="p102">
Von	w10400
des	w10401
Jud	w10402
<g/>
.
Del	w10404
<g/>
.
des	w10406
hochritterl	w10407
<g/>
.
Maltheser=ordens	w10409
<g/>
=
wegen	w10411
<g/>
,
wird	w10413
hiemit	w10414
jedermann	w10415
zu	w10416
wissen	w10417
gemacht	w10418
<g/>
.
Es	w10420
seye	w10421
über	w10422
Absterben	w10423
des	w10424
Hrn	w10425
<g/>
.
Sey=frid	w10427
<g/>
=
Grafens	w10429
von	w10430
Herberstein	w10431
gewesten	w10432
Ritters	w10433
aus	w10434
gedachten	w10435
Maltheserorden	w10436
<g/>
,
und	w10438
Commandeurs	w10439
zu	w10440
St	w10441
<g/>
.
Johann	w10443
in	w10444
Troppau	w10445
für	w10446
nöthig	w10447
befunden	w10448
worden	w10449
<g/>
,
über	w10451
dessen	w10452
hinterlassenes	w10453
Vermögen	w10454
einen	w10455
ordentlichen	w10456
Concurs	w10457
anzuordnen	w10458
<g/>
,
und	w10460
desselben	w10461
sammentliche	w10462
sowohl	w10463
in	w10464
<g/>
=
als	w10466
etwa	w10467
außer	w10468
Land	w10469
be=findliche	w10470
<g/>
=
Gläubiger	w10472
<g/>
,
zu	w10474
Anmeld	w10475
<g/>
=
und	w10477
Liquidirung	w10478
ihrer	w10479
Forderungen	w10480
einzuberuffen	w10481
<g/>
.
Da	w10483
nun	w10484
zu	w10485
diesem	w10486
Ende	w10487
der	w10488
13	w10489
<g/>
.
July	w10491
Nachmittag	w10492
um	w10493
4	w10494
<g/>
.
Uhr	w10496
zur	w10497
ge=wöhnlichen	w10498
<g/>
=
Tagsatzung	w10500
für	w10501
die	w10502
erst	w10503
<g/>
=
andert	w10505
<g/>
=
und	w10507
dritte	w10508
<g/>
,
auch	w10510
allendliche	w10511
Frist	w10512
sub	w10513
clausula	w10514
præ-clusipraeclusi	w10515
<g/>
-
bestimmet	w10517
worden	w10518
<g/>
.
Solchemnach	w10520
werden	w10521
alle	w10522
<g/>
,
so	w10524
an	w10525
die	w10526
Massa	w10527
gedachten	w10528
Hrn	w10529
<g/>
.
Seyfrid	w10531
Gra=fens	w10532
<g/>
=
von	w10534
Herberstein	w10535
einige	w10536
Sprüche	w10537
und	w10538
Anfor=derungen	w10539
<g/>
=
haben	w10541
<g/>
,
an	w10543
obbestimmten	w10544
Tag	w10545
und	w10546
Stund	w10547
in	w10548
dieses	w10549
Jud	w10550
<g/>
.
Deleg	w10552
<g/>
.
Kanzley	w10554
im	w10555
Burgerspital	w10556
im	w10557
2	w10558
<g/>
.
Stock	w10560
gegen	w10561
die	w10562
Kärntnerstrassen	w10563
bey	w10564
Hrn	w10565
<g/>
.
Doct	w10567
<g/>
.
Lefevre	w10569
<g/>
,
entweder	w10571
selbst	w10572
persönlich	w10573
<g/>
,
oder	w10575
durch	w10576
ge=nugsam	w10577
<g/>
=
bevollmächtigte	w10579
Gewalttrager	w10580
also	w10581
gewiß	w10582
zu	w10583
erscheinen	w10584
<g/>
,
und	w10586
ihre	w10587
an	w10588
erwehnte	w10589
Cridämassa	w10590
zu	w10591
stellen	w10592
vermeinende	w10593
Anforderungen	w10594
anzumelden	w10595
<g/>
.
</p>
<p id="p103">
auch	w10597
zu	w10598
Herstellung	w10599
des	w10600
erforderlichen	w10601
Beweises	w10602
ih=re	w10603
<g/>
=
Schuldbriefe	w10605
<g/>
,
oder	w10607
sonsten	w10608
habende	w10609
Liquidati=onsurkunden	w10610
<g/>
=
<g/>
,
und	w10613
rechtliche	w10614
Behelfe	w10615
in	w10616
beglaub=ten	w10617
<g/>
=
Abschriften	w10619
einzulegen	w10620
haben	w10621
<g/>
,
wie	w10623
im	w10624
widrigen	w10625
die	w10626
Ausbleibende	w10627
von	w10628
gegenwärtiger	w10629
Concursmas=sa	w10630
<g/>
=
gänzlich	w10632
ausgeschlossen	w10633
seyen	w10634
<g/>
,
und	w10636
ihnen	w10637
dies=falls	w10638
<g/>
=
das	w10640
ewige	w10641
Stillschweigen	w10642
auferleget	w10643
<g/>
,
die	w10645
nicht	w10646
liquidirende	w10647
aber	w10648
in	w10649
der	w10650
Claßification	w10651
mit	w10652
ihren	w10653
unerwiesenen	w10654
Anforderungen	w10655
abgewiesen	w10656
werden	w10657
sollen	w10658
<g/>
.
Wornach	w10660
sich	w10661
also	w10662
ein	w10663
jeder	w10664
Jntereßirter	w10665
zu	w10666
ichten	w10667
haben	w10668
wird	w10669
<g/>
.
</p>
<p id="p104">
Es	w10671
ist	w10672
um	w10673
einen	w10674
wohlfeilen	w10675
