<doc id="wr_1761-03-21" attrs="word" year="1761" month="03" day="21" corpus="2">
<head id="h2_d537e2811">
Madtid	w1_d537e2815
verlohren	w1_d537e20899
worden;	w3_d537e20902
wer	w5_d537e20905
also	w7_d537e20908
von	w9_d537e20911
solchen	w11_d537e20914
Wissen	w13_d537e20918
schaft	w1_d537e20923
hat,	w3_d537e20926
wird	w5_d537e20929
hiermit	w7_d537e20932
höflichst	w9_d537e20935
gebetten,	w11_d537e20938
selben	w13_d537e20942
gegen	w1_d537e20948
honneter	w3_d537e20951
Recompenz	w5_d537e20954
zu	w7_d537e20957
Herrn	w9_d537e20960
Joseph	w11_d537e20963
Erdl	w13_d537e20967
Mautnern	w1_d537e20972
beym	w3_d537e20975
Burg=thor	w5_d537e20978
zu	w7_d537e20981
überbringen,	w9_d537e20984
oder	w11_d537e20987
allda	w1_d537e20992
zu	w3_d537e20995
melden.	w5_d537e20998
</p>
<p id="p32_d537e21001">
NB.	w1_d537e21005
Es	w3_d537e21008
hat	w5_d537e21011
selben	w7_d537e21014
ein	w9_d537e21017
Dienstbot	w11_d537e21020
verlohren,	w13_d537e21024
wel	w15_d537e21027
cher	w1_d537e21032
hierüber	w3_d537e21035
grossen	w5_d537e21038
Verdruß	w7_d537e21041
zu	w9_d537e21044
gewarten	w11_d537e21047
hat.	w13_d537e21051
</p>
<p id="p34_d537e21054">
Zu	w1_d537e21058
Ottenkring	w3_d537e21061
ist	w5_d537e21064
des	w7_d537e21067
Franz	w9_d537e21070
Goutro	w11_d537e21073
sein	w13_d537e21077
Haus	w15_d537e21080
zu	w1_d537e21085
verkauffen,	w3_d537e21088
oder	w5_d537e21091
auch	w7_d537e21094
zu	w9_d537e21097
verlassen;	w11_d537e21100
samt	w13_d537e21104
20.	w15_d537e21107
Joch	w1_d537e21112
Uberländ=äcker,	w3_d537e21115
ein	w5_d537e21118
halbe	w7_d537e21121
Stund	w9_d537e21124
vom	w11_d537e21127
neuen	w1_d537e21133
Lerchenfeld,	w3_d537e21136
und	w5_d537e21139
ist	w7_d537e21142
sich	w9_d537e21145
anzufragen	w11_d537e21148
auf	w13_d537e21152
dem	w1_d537e21157
Graben	w3_d537e21160
im	w5_d537e21163
Gewölb	w7_d537e21166
bey	w9_d537e21169
dem	w11_d537e21172
goldenen	w13_d537e21176
Kopf.	w15_d537e21179
Es	w1_d537e21184
bestehet	w3_d537e21187
in	w5_d537e21190
einen	w7_d537e21193
grossen	w9_d537e21196
Saal,	w11_d537e21199
nebst	w13_d537e21203
7.	w15_d537e21206
Zim	w17_d537e21209
mern,	w1_d537e21214
grosse	w3_d537e21217
Herrschafts=kuchel,	w5_d537e21220
Stallung	w7_d537e21223
auf	w9_d537e21226
6.	w1_d537e21232
Pfeed,	w3_d537e21235
Keller,	w5_d537e21238
Holz=gewölb,	w7_d537e21241
Wagenschu	w9_d537e21244
pfen	w1_d537e21249
und	w3_d537e21252
Garten,	w5_d537e21255
nebst	w7_d537e21258
noch	w9_d537e21261
2.	w11_d537e21264
andern	w13_d537e21268
Zimmern	w15_d537e21271
und	w1_d537e21276
Kucheln.	w3_d537e21279
</p>
<p id="p36_d537e21283">
Von	w1_d537e21287
des	w3_d537e21290
Hochfürstl.	w5_d537e21293
Joseph	w7_d537e21296
Wenzel	w9_d537e21299
Liechten	w11_d537e21302
steinischen	w1_d537e21307
Judicii	w3_d537e21310
Delegati	w5_d537e21313
der	w7_d537e21316
Herschaft	w9_d537e21319
Liechten	w11_d537e21322
thal	w1_d537e21327
wegen	w3_d537e21330
wird	w5_d537e21333
jedermänniglich	w7_d537e21336
kund	w9_d537e21339
und	w11_d537e21342
zu	w13_d537e21346
wis	w15_d537e21349
</p>
<p id="p38_d537e21352">
sen	w1_d537e21356
gemacht:	w3_d537e21359
Es	w5_d537e21362
habe	w7_d537e21365
der	w9_d537e21368
gerichtlich	w11_d537e21371
verordnete	w13_d537e21375
Agent	w1_d537e21380
Barcurdische	w3_d537e21383
Verlassenschafts=curator	w5_d537e21386
Herr	w7_d537e21389
Augustin	w1_d537e21394
Bock,	w3_d537e21397
J.	w5_d537e21400
U.	w7_d537e21403
D.	w9_d537e21406
auch	w11_d537e21409
Hofkriegsrahts	w13_d537e21413
advocat	w1_d537e21419
winer	w3_d537e21422
Elisabeth	w5_d537e21425
Anoreßin	w7_d537e21428
über	w9_d537e21431
die	w11_d537e21434
unterm	w13_d537e21438
9.	w1_d537e21443
dann	w3_d537e21446
19.	w5_d537e21449
Januarii	w7_d537e21452
dieses	w9_d537e21455
Jahrs	w11_d537e21458
ergangene	w13_d537e21462
Vor	w15_d537e21465
wissens=verordnungen	w1_d537e21470
den	w3_d537e21473
26.	w5_d537e21476
dicti	w7_d537e21479
die	w9_d537e21482
würkliche	w11_d537e21485
Licitirung	w1_d537e21490
der	w3_d537e21493
am	w5_d537e21496
Sperken=buhel	w7_d537e21499
ligend	w9_d537e21502
zur	w11_d537e21505
golde	w13_d537e21509
nen	w1_d537e21515
Tauben	w3_d537e21518
genannt	w5_d537e21521
verhypothecirten	w7_d537e21524
Behau	w9_d537e21527
sung	w1_d537e21532
verwilligter	w3_d537e21535
erhalten.	w5_d537e21538
Gleichwie	w7_d537e21541
nun	w9_d537e21544
zur	w11_d537e21547
Vornehmung	w1_d537e21552
sothaner	w3_d537e21555
Licitation	w5_d537e21558
der	w7_d537e21561
10.	w9_d537e21564
nächst	w11_d537e21567
kommenden	w1_d537e21572
Monats	w3_d537e21575
April	w5_d537e21578
fruh	w7_d537e21581
um	w9_d537e21584
9.	w11_d537e21587
Uhr	w13_d537e21591
in	w15_d537e21594
der	w17_d537e21597
Hochfürstl.	w1_d537e21603
Liechtensteinischen	w3_d537e21606
Verwalter=amts	w5_d537e21609
canzley	w1_d537e21614
in	w3_d537e21617
Liechtenthal	w5_d537e21620
zur	w7_d537e21623
Tagsatzung	w9_d537e21626
bestimmet	w11_d537e21629
worden;	w1_d537e21634
als	w3_d537e21637
werden	w5_d537e21640
alle	w7_d537e21643
und	w9_d537e21646
jede,	w11_d537e21649
so	w13_d537e21653
ermeldte	w15_d537e21656
An	w17_d537e21659
dresische	w1_d537e21664
Behausung	w3_d537e21667
als	w5_d537e21670
Meistbietenbe	w7_d537e21673
käuflich	w9_d537e21676
an	w11_d537e21679
sich	w1_d537e21685
zu	w3_d537e21688
bringen	w5_d537e21691
gedenken,	w7_d537e21694
an	w9_d537e21697
bestimmtem	w11_d537e21700
Tag,	w13_d537e21704
Stund	w1_d537e21709
und	w3_d537e21712
Ort	w5_d537e21715
ad	w7_d537e21718
tractandum	w9_d537e21721
&	w11_d537e21724
concludendum	w13_d537e21728
zu	w1_d537e21733
erscheinen	w3_d537e21736
zwissen.	w5_d537e21739
</p>
<p id="p40_d537e21742">
Wir	w1_d537e21746
N.	w3_d537e21749
N.	w5_d537e21752
Superintendenten	w7_d537e21755
und	w9_d537e21758
Spitelmei	w11_d537e21761
ster	w1_d537e21766
der	w3_d537e21769
Burger	w5_d537e21772
spital	w7_d537e21775
in	w9_d537e21778
Wien	w11_d537e21781
geben	w13_d537e21785
hiemit	w15_d537e21788
je	w17_d537e21791
dermänniglich	w1_d537e21796
zu	w3_d537e21799
vernehmen,	w5_d537e21802
welcher	w7_d537e21805
gestalten	w9_d537e21808
das	w1_d537e21814
Burger=spitalerische	w3_d537e21817
Bräu=haus	w5_d537e21820
zu	w7_d537e21823
St.	w9_d537e21826
Marx	w11_d537e21829
dem	w1_d537e21834
licitando	w3_d537e21837
Meist	w5_d537e21840
bietenden	w7_d537e21843
in	w9_d537e21846
Bestand	w11_d537e21849
zu	w13_d537e21853
ver	w15_d537e21856
lassen,	w1_d537e21861
und	w3_d537e21864
dasselbe	w5_d537e21867
zur	w7_d537e21870
nächst=künftigen	w9_d537e21873
Michae	w11_d537e21876
lis=zeit	w1_d537e21881
zu	w3_d537e21884
beziehen	w5_d537e21887
seye;	w7_d537e21890
und	w9_d537e21893
zumalen	w11_d537e21896
nun	w13_d537e21900
dieser	w15_d537e21903
wegen	w1_d537e21909
der	w3_d537e21912
2te	w5_d537e21915
des	w7_d537e21918
kommenden	w9_d537e21921
Monats	w11_d537e21924
May	w13_d537e21928
Vor	w15_d537e21931
mittag	w1_d537e21936
um	w3_d537e21939
9.	w5_d537e21942
Uhr	w7_d537e21945
in	w9_d537e21948
der	w11_d537e21951
Burgerspitalsgrundstu	w13_d537e21955
ben	w1_d537e21960
zu	w3_d537e21963
erscheinen,	w5_d537e21966
zur	w7_d537e21969
Licitations=tag=satzung	w9_d537e21972
be	w11_d537e21975
stimmet	w1_d537e21980
worden;	w3_d537e21983
als	w5_d537e21986
werden	w7_d537e21989
all=diejenige,	w9_d537e21992
so	w11_d537e21995
dieses	w1_d537e22001
Bräuhaus	w3_d537e22004
in	w5_d537e22007
Bestand	w7_d537e22010
zu	w9_d537e22013
nehmen	w11_d537e22016
gesinnet	w13_d537e22020
seynd,	w1_d537e22025
sich	w3_d537e22028
am	w5_d537e22031
obbestimmten	w7_d537e22034
Tag,	w9_d537e22037
Stund,	w11_d537e22040
und	w13_d537e22044
Ort	w1_d537e22049
entweder	w3_d537e22052
selbsten,	w5_d537e22055
oder	w7_d537e22058
durch	w9_d537e22061
genugsame	w11_d537e22064
Be	w13_d537e22068
vollmächtigte	w1_d537e22073
zu	w3_d537e22076
erscheinen	w5_d537e22079
haben,	w7_d537e22082
wo	w9_d537e22085
sodann	w11_d537e22088
das	w13_d537e22092
Weitere	w1_d537e22098
abgehandlet,	w3_d537e22101
und	w5_d537e22104
geschlossen	w7_d537e22107
werden	w9_d537e22110
solle.	w11_d537e22113
Wien	w1_d537e22118
im	w3_d537e22121
Burger=spital	w5_d537e22124
den	w7_d537e22127
12	w9_d537e22130
Martii	w11_d537e22133
1761.	w13_d537e22137
</p>
<p id="p42_d537e22140">
Es	w1_d537e22144
ist	w3_d537e22147
der	w5_d537e22150
Johannes	w7_d537e22153
Hollfelder	w9_d537e22156
allhier	w11_d537e22159
von	w13_d537e22163
Bam	w15_d537e22166
bergangekommen,	w1_d537e22171
welcher	w3_d537e22174
Obst=bäumer	w5_d537e22177
von	w7_d537e22180
allen	w9_d537e22183
Gattungen	w1_d537e22188
Aepfeln,	w3_d537e22191
Birnen,	w5_d537e22194
wie	w7_d537e22197
auch	w9_d537e22200
Stein=obst	w11_d537e22203
mir	w1_d537e22209
sich	w3_d537e22212
gebracht;	w5_d537e22215
wem	w7_d537e22218
gefällig	w9_d537e22221
ist	w11_d537e22224
solche	w13_d537e22228
in	w15_d537e22231
sei	w17_d537e22234
nen	w1_d537e22239
Garten	w3_d537e22242
zu	w5_d537e22245
setzen,	w7_d537e22248
der	w9_d537e22251
beliebe	w11_d537e22254
sich	w13_d537e22258
in	w15_d537e22261
der	w17_d537e22264
Leo	w19_d537e22267
pold=stadt	w1_d537e22272
beym	w3_d537e22275
Fisch=trühel	w5_d537e22278
bey	w7_d537e22281
obbemeldtem	w9_d537e22284
Johannes	w1_d537e22289
Hollfelber	w3_d537e22292
anzumelden,	w5_d537e22295
allwo	w7_d537e22298
sie	w9_d537e22301
um	w11_d537e22304
einen	w1_d537e22310
billigen	w3_d537e22313
Preiß	w5_d537e22316
zu	w7_d537e22319
haben	w9_d537e22322
seynd.	w11_d537e22325
</p>
<p id="p44_d537e22328">
Es	w1_d537e22332
ist	w3_d537e22335
auf	w5_d537e22338
der	w7_d537e22341
Mauer,	w9_d537e22344
unweit	w11_d537e22347
Schönbrunn	w13_d537e22351
ein	w15_d537e22354
Herrschafts=haus	w1_d537e22359
mit	w3_d537e22362
Meubleu,	w5_d537e22365
so	w7_d537e22368
auf	w9_d537e22371
einer	w11_d537e22374
sehr	w1_d537e22379
angenehmen	w3_d537e22382
Gegend	w5_d537e22385
und	w7_d537e22388
weitem	w9_d537e22391
Aussehen	w11_d537e22394
liget,	w1_d537e22400
diesen	w3_d537e22403
Sommer	w5_d537e22406
hindurch	w7_d537e22409
zu	w9_d537e22412
verlassen;	w11_d537e22415
wer	w1_d537e22420
solches	w3_d537e22423
bestehen	w5_d537e22426
will,	w7_d537e22429
hat	w9_d537e22432
sich	w11_d537e22435
in	w13_d537e22439
dem	w15_d537e22442
soge	w17_d537e22445
nannt	w1_d537e22450
Baron	w3_d537e22453
Oettlischen	w5_d537e22456
Haus	w7_d537e22459
nächst	w9_d537e22462
dem	w11_d537e22465
Cärnt	w13_d537e22469
ner=thor	w1_d537e22474
im	w3_d537e22477
dritten	w5_d537e22480
Stock	w7_d537e22483
anzumelden.	w9_d537e22486
</p>
<head id="h2_d537e22492">
(	w1_d537e22496
2	w1_d537e22501
</head>
<p id="p8_d537e22564">
Ubereits	w1_d537e22568
vor	w3_d537e22571
einigen	w5_d537e22574
Jahren	w7_d537e22577
haben	w9_d537e22580
Se.	w11_d537e22583
Kayserl.	w13_d537e22587
Königl.	w15_d537e22590
Apostol.	w17_d537e22593
Maj.	w19_d537e22596
allergnä	w21_d537e22599
digst	w1_d537e22604
anzubefehlen	w3_d537e22607
geruhet,	w5_d537e22610
daß	w7_d537e22613
in	w9_d537e22616
denen	w11_d537e22619
durch	w13_d537e22623
Dero	w15_d537e22626
ruhmwürdigste	w17_d537e22629
Landes	w19_d537e22632
Mutterliche	w1_d537e22637
Sorgfältigkeit	w3_d537e22640
eingeführten	w5_d537e22643
Kriegs=Schulen,	w7_d537e22646
nebst	w9_d537e22649
anderen	w11_d537e22652
auch	w13_d537e22656
hauptsächlich	w1_d537e22662
die	w3_d537e22665
Böhmische	w5_d537e22668
Sprache	w7_d537e22671
gelehret	w9_d537e22674
werden	w11_d537e22677
solle,	w13_d537e22681
und	w15_d537e22684
seynd	w17_d537e22687
zu	w19_d537e22690
solchem	w21_d537e22693
Ende	w23_d537e22696
nicht	w1_d537e22701
nur	w3_d537e22704
allein	w5_d537e22707
die	w7_d537e22710
tuchtigste	w9_d537e22713
Lehrer	w11_d537e22716
dieser	w13_d537e22720
Sprache	w15_d537e22723
angestellt,	w17_d537e22726
sondern	w19_d537e22729
auch	w21_d537e22732
viele	w23_d537e22735
Adels	w25_d537e22739
Personen	w1_d537e22744
in	w3_d537e22747
Böheim	w5_d537e22750
und	w7_d537e22753
Mähren,	w9_d537e22756
durch	w11_d537e22759
diesen	w13_d537e22763
allerhuldreichesten	w15_d537e22766
Vorgang,	w17_d537e22769
unterein	w19_d537e22772
stens	w1_d537e22777
ermunteret	w3_d537e22780
worden,	w5_d537e22783
sich	w7_d537e22786
für	w9_d537e22789
ihre	w11_d537e22792
Erbfolgere	w13_d537e22796
ebenfalls	w15_d537e22799
mit	w17_d537e22802
dergleichen	w19_d537e22805
Sprach	w21_d537e22808
Lehrern	w1_d537e22814
zu	w3_d537e22817
versehen.	w5_d537e22820
Damit	w7_d537e22823
demnach	w9_d537e22826
die	w11_d537e22829
Academisten	w13_d537e22833
sowol,	w15_d537e22836
als	w17_d537e22839
andere	w19_d537e22842
sich	w21_d537e22845
in	w23_d537e22848
dieser	w25_d537e22852
Sprache	w1_d537e22857
üben	w3_d537e22860
wollende	w5_d537e22863
Jugend	w7_d537e22866
aller	w9_d537e22869
Orten,	w11_d537e22872
nach	w13_d537e22876
einmal	w15_d537e22879
erlernten	w17_d537e22882
Grundsätzen,	w19_d537e22885
destr	w21_d537e22888
füglicher	w1_d537e22893
zu	w3_d537e22896
einen	w5_d537e22899
vollständigeren	w7_d537e22902
Begrif	w9_d537e22905
und	w11_d537e22908
Fertigkeit	w13_d537e22912
gelangen	w15_d537e22915
möge,	w17_d537e22918
scheinet	w19_d537e22921
wol	w21_d537e22924
vor	w1_d537e22929
allen	w3_d537e22932
das	w5_d537e22935
nothwendigste	w7_d537e22938
und	w9_d537e22941
beste	w11_d537e22944
Mittel	w13_d537e22948
zu	w15_d537e22951
seyn,	w17_d537e22954
sich	w19_d537e22957
mit	w21_d537e22960
Lesung	w23_d537e22963
Böhmischen	w25_d537e22967
Bücher	w1_d537e22973
und	w3_d537e22976
Verfassungen	w5_d537e22979
öfters	w7_d537e22982
zu	w9_d537e22985
beschäftigen;	w11_d537e22988
weilen	w13_d537e22992
also	w15_d537e22995
absonderlich	w17_d537e22998
die	w19_d537e23001
der	w21_d537e23004
malige	w1_d537e23009
Kriegs=Läufften	w3_d537e23012
uns	w5_d537e23015
so	w7_d537e23018
viele	w9_d537e23021
Vorfallenheiten	w11_d537e23024
mittheilen,	w13_d537e23028
daß	w15_d537e23031
allhier	w17_d537e23034
in	w19_d537e23037
Wien	w21_d537e23040
wochentlich	w1_d537e23045
an	w3_d537e23048
denen	w5_d537e23051
zweyen	w7_d537e23054
Post=Tägen,	w9_d537e23057
nemlich	w11_d537e23060
Mittwochs	w13_d537e23064
und	w15_d537e23067
Samstags,	w17_d537e23070
ein	w19_d537e23073
Sprache	w1_d537e23078
gar	w3_d537e23081
füglich	w5_d537e23084
an	w7_d537e23087
das	w9_d537e23090
Licht	w11_d537e23093
tret	w13_d537e23097
vollständiger	w1_d537e23103
Zeitungs=Bogen	w3_d537e23106
in	w5_d537e23109
Bohmischer	w7_d537e23112
ten	w1_d537e23117
kan;	w3_d537e23120
so	w5_d537e23123
vertröstet	w7_d537e23126
man	w9_d537e23129
sich	w11_d537e23132
allerdings,	w13_d537e23136
daß	w15_d537e23139
dergleichen	w17_d537e23142
Bemuhung	w19_d537e23145
und	w21_d537e23148
Ausgabe	w23_d537e23151
denen	w1_d537e23156
Liebhabern	w3_d537e23159
dieser	w5_d537e23162
Sprache	w7_d537e23165
desto	w9_d537e23168
erwünschlicher	w11_d537e23171
seyn	w13_d537e23175
werde,	w15_d537e23178
als	w17_d537e23181
sie	w19_d537e23184
eben	w21_d537e23187
andurch	w23_d537e23190
auf	w1_d537e23195
die	w3_d537e23198
bequemlichste	w5_d537e23201
Weise	w7_d537e23204
die	w9_d537e23207
Vollkommenheit	w1_d537e23213
derselben,	w3_d537e23216
als	w5_d537e23219
die	w7_d537e23222
Frucht	w9_d537e23225
ihrer	w11_d537e23228
Ubung	w13_d537e23232
und	w1_d537e23237
Endzwecks,	w3_d537e23240
am	w5_d537e23243
ersten	w7_d537e23246
werden	w9_d537e23249
erreichen	w11_d537e23252
können.	w13_d537e23256
</p>
<p id="p10_d537e23259">
Zur	w1_d537e23263
tröstlicheren	w3_d537e23266
Unternehmung	w5_d537e23269
eines	w7_d537e23272
so	w9_d537e23275
kostbar	w11_d537e23278
als	w13_d537e23282
nüzlichen	w15_d537e23285
Werks	w17_d537e23288
haben	w19_d537e23291
Se	w21_d537e23294
Kayserl.	w1_d537e23299
Königl.	w3_d537e23302
Apostol.	w5_d537e23305
Majestät	w7_d537e23308
mich	w9_d537e23311
jüngsthin	w11_d537e23314
mit	w13_d537e23318
einem	w15_d537e23321
Allergnädigsten	w17_d537e23324
Privile	w19_d537e23327
gio	w1_d537e23332
privativo	w3_d537e23335
zu	w5_d537e23338
versehen	w7_d537e23341
geruhet.	w9_d537e23344
Diesem	w11_d537e23347
dann	w13_d537e23351
zur	w15_d537e23354
Folge	w17_d537e23357
habe	w19_d537e23360
mich	w21_d537e23363
beeifferet	w23_d537e23366
alle	w25_d537e23370
Veranstaltung	w1_d537e23376
zu	w3_d537e23379
treffen,	w5_d537e23382
daß	w7_d537e23385
zum	w9_d537e23388
Eingang	w11_d537e23391
nächstkünftigen	w13_d537e23395
Monats	w15_d537e23398
dies	w17_d537e23401
Jahrs	w19_d537e23404
die	w21_d537e23407
Liebhabere	w1_d537e23412
mit	w3_d537e23415
der	w5_d537e23418
ersten	w7_d537e23421
Ausgabe	w9_d537e23424
dieser	w11_d537e23427
Böhmischen	w13_d537e23431
Zeitungen	w15_d537e23434
von	w17_d537e23437
mir	w19_d537e23440
zu	w21_d537e23443
ihren	w23_d537e23446
Vergnügen	w1_d537e23451
sollen	w3_d537e23454
bedienet	w5_d537e23457
werden;	w7_d537e23460
worzu	w9_d537e23463
auch,	w11_d537e23466
weilen	w13_d537e23470
die	w15_d537e23473
Nachrichten	w17_d537e23476
von	w19_d537e23479
weitent	w21_d537e23482
legenen	w1_d537e23487
Landen,	w3_d537e23490
in	w5_d537e23493
der	w7_d537e23496
Kayserl.	w9_d537e23499
Königl.	w11_d537e23502
Residenz=Stadt	w13_d537e23506
Wien	w15_d537e23509
jederzeit	w17_d537e23512
gegen	w19_d537e23515
ande	w21_d537e23518
ren	w1_d537e23524
Erbländischen	w3_d537e23527
Städten	w5_d537e23530
um	w7_d537e23533
etwelche	w9_d537e23536
Täge	w11_d537e23539
ehender	w13_d537e23543
einzulauffen	w15_d537e23546
pflegen,	w17_d537e23549
wegen	w19_d537e23552
Un	w21_d537e23555
terhaltung	w1_d537e23560
eines	w3_d537e23563
beständigen	w5_d537e23566
verläßlichen	w7_d537e23569
Brief=Wechsels	w9_d537e23572
zu	w11_d537e23575
desto	w13_d537e23579
genauerer	w15_d537e23582
Bedie	w17_d537e23585
nung	w1_d537e23590
deren	w3_d537e23593
Liebhabern	w5_d537e23596
die	w7_d537e23599
vorsichtige	w9_d537e23602
Veranstaltung	w1_d537e23607
allbereits	w3_d537e23610
gemacht	w5_d537e23613
ist.	w7_d537e23616
</p>
<p id="p12_d537e23620">
Böhmische	w1_d537e23624
Landes=Genossene,	w3_d537e23627
welche	w5_d537e23630
die	w7_d537e23633
Ehre	w9_d537e23636
Dannenhero	w1_d537e23641
sowol	w3_d537e23644
die	w5_d537e23647
getreue	w7_d537e23650
ihrer	w1_d537e23655
uralten	w3_d537e23658
Mutter=Sprache	w5_d537e23661
auch	w7_d537e23664
in	w9_d537e23667
andere	w11_d537e23670
entfernte	w13_d537e23674
Länder	w15_d537e23677
und	w17_d537e23680
Völker	w19_d537e23683
löblichst	w21_d537e23686
auszubreiten	w1_d537e23692
befliessen	w3_d537e23695
seyn	w5_d537e23698
wollen,	w7_d537e23701
als	w9_d537e23704
alle	w11_d537e23707
übrige	w13_d537e23711
Liebhaber,	w15_d537e23714
die	w17_d537e23717
sich	w19_d537e23720
zum	w21_d537e23723
Nutzen	w23_d537e23726
des	w25_d537e23730
gemeinen	w1_d537e23735
Weesens	w3_d537e23738
eines	w5_d537e23741
vollständigen	w7_d537e23744
Begrifs	w9_d537e23747
derselben	w11_d537e23750
theilhaftig	w13_d537e23754
zu	w15_d537e23757
machen	w17_d537e23760
verlan	w19_d537e23763
gen,	w1_d537e23768
hiemit	w3_d537e23771
zur	w5_d537e23774
geneigtesten	w7_d537e23777
Abnahm	w9_d537e23780
und	w11_d537e23783
Beforderung	w13_d537e23787
dieser	w15_d537e23790
Böhmischen	w17_d537e23793
Zeitungen	w19_d537e23796
nicht	w1_d537e23801
nur	w3_d537e23804
nach	w5_d537e23807
jedermans	w7_d537e23810
Gebühr	w9_d537e23813
Dienst=freundlichst	w11_d537e23816
eingeladen,	w13_d537e23820
sondern	w15_d537e23823
zugleich	w17_d537e23826
erinneret	w1_d537e23832
werden,	w3_d537e23835
daß	w5_d537e23838
sich	w7_d537e23841
wegen	w9_d537e23844
Bestallung	w11_d537e23847
und	w13_d537e23851
richtiger	w15_d537e23854
Ablangung	w17_d537e23857
derselben	w19_d537e23860
ent	w21_d537e23863
weders	w1_d537e23868
allhier	w3_d537e23871
in	w5_d537e23874
dem	w7_d537e23877
Kayserl.	w9_d537e23880
Königl.	w11_d537e23883
Obrist=Hof=Post=Amt,	w13_d537e23887
oder	w15_d537e23890
bey	w17_d537e23893
mir	w19_d537e23896
auf	w21_d537e23899
dem	w23_d537e23902
Dominicaner=Platz	w1_d537e23907
in	w3_d537e23910
meinem	w5_d537e23913
Buch=Gewölb,	w7_d537e23916
als	w9_d537e23919
den	w11_d537e23922
Verlags=Ort,	w13_d537e23926
nach	w15_d537e23929
Belie	w17_d537e23932
ben	w1_d537e23937
könne	w3_d537e23940
angemeldet	w5_d537e23943
werden.	w7_d537e23946
Wien	w9_d537e23949
den	w11_d537e23952
4.	w13_d537e23956
Merz,	w15_d537e23959
im	w17_d537e23962
Jahr	w19_d537e23965
1761.	w21_d537e23968
Leopold	w1_d537e23974
Johann	w1_d537e23979
Kaliwoda	w3_d537e23982
</p>
<head id="h4_d537e23990">
Naspoleene	w1_d537e23994
Czeste	w1_d537e23999
RzeZipowedome	w3_d537e24002
Wlastenstwo,	w5_d537e24005
Awssechny	w1_d537e24010
wni	w3_d537e24013
se	w5_d537e24016
ewjcit	w7_d537e24019
chteticy	w9_d537e24022
Milown	w1_d537e24028
</head>
<p id="p6_d537e24031">
i3	w1_d537e24035
pied	w3_d537e24038
mekolika	w5_d537e24041
Lety	w7_d537e24044
Ge	w9_d537e24047
gi	w1_d537e24052
Cysarsto=Kralowska	w3_d537e24055
Aposstolska	w5_d537e24058
Mikost	w7_d537e24061
negmi	w9_d537e24064
kostiwegi	w1_d537e24069
nariditi	w3_d537e24072
räcika:	w5_d537e24075
by	w7_d537e24078
werech	w9_d537e24081
skrz	w11_d537e24084
Ge	w13_d537e24088
gi	w1_d537e24094
Chwälo=neghodnegssi	w3_d537e24097
dem	w5_d537e24100
sto=Materstau	w1_d537e24105
Pecliwost	w3_d537e24108
vstanowensch	w5_d537e24111
Wogenstych	w7_d537e24114
Verrnach	w9_d537e24117
mezy	w11_d537e24120
gi	w13_d537e24124
urmi	w1_d537e24129
take	w3_d537e24132
obzwlässine	w5_d537e24135
Riec	w7_d537e24138
ceskä	w9_d537e24141
vcena	w11_d537e24144
byla;	w13_d537e24148
ku	w15_d537e24151
kteremuz	w17_d537e24154
take	w19_d537e24157
Smern	w21_d537e24160
a	w23_d537e24163
Koncy	w25_d537e24167
ne	w1_d537e24172
genom	w3_d537e24175
negpodstatnegss	w5_d537e24178
Vcitekowe	w7_d537e24181
této	w9_d537e24184
Rieci	w11_d537e24187
vstanoweni	w13_d537e24191
byli,	w15_d537e24194
nybrz	w17_d537e24197
y	w19_d537e24200
take	w21_d537e24203
mnohe	w1_d537e24209
Stawownj	w3_d537e24212
Osoby	w5_d537e24215
w	w7_d537e24218
Cechäch	w9_d537e24221
a	w11_d537e24224
Morawe	w13_d537e24228
skrz	w15_d537e24231
takowy	w17_d537e24234
negmilostiwegss	w19_d537e24237
Priktad	w1_d537e24242
wzbuzenj	w3_d537e24245
byli,	w5_d537e24248
pro	w7_d537e24251
swe	w9_d537e24254
Potomky	w11_d537e24257
s	w13_d537e24261
takowymi	w15_d537e24264
Vcitelmi	w17_d537e24267
tespodobne	w19_d537e24270
se	w21_d537e24273
zaopatriti.	w1_d537e24278
By	w3_d537e24281
tedy	w5_d537e24284
gak	w7_d537e24287
ty	w9_d537e24290
Viency,	w11_d537e24293
tak	w13_d537e24297
take	w15_d537e24300
ostatni	w17_d537e24303
weteto	w19_d537e24306
Rieci	w21_d537e24309
se	w23_d537e24312
ewicit	w25_d537e24316
chtegicy	w1_d537e24321
Mlader	w3_d537e24324
na	w5_d537e24327
wisech	w7_d537e24330
Mistech	w9_d537e24333
po	w11_d537e24336
gedenkräte	w13_d537e24340
navcenym	w15_d537e24343
Zäkkadu	w17_d537e24346
tim	w19_d537e24349
pro	w21_d537e24352
spessnegi	w1_d537e24358
krauplnemu	w3_d537e24361
Pochopenj	w5_d537e24364
a	w7_d537e24367
Hotowosti	w9_d537e24370
dogiti	w11_d537e24373
mohla,	w13_d537e24377
predewssem	w15_d537e24380
ginym	w17_d537e24383
nettpotkebne	w1_d537e24388
gesinane.	w1_d537e24393
glepsß	w1_d537e24398
Prostredek	w3_d537e24401
byti	w5_d537e24404
se	w7_d537e24407
zda,	w9_d537e24410
s	w11_d537e24413
ctenim	w13_d537e24417
Ceskych	w15_d537e24420
Kneh	w17_d537e24423
ca	w19_d537e24426
stegi	w1_d537e24432
se	w3_d537e24435
objrati;	w5_d537e24438
a	w7_d537e24441
gakos	w9_d537e24444
